Orthogroup	DANRE	MOUSE
OG0002146	DANRE40465, DANRE40464	MOUSE52839
OG0002147	DANRE09292, DANRE09293, DANRE09294	MOUSE41378, MOUSE41377, MOUSE41376
OG0002147	DANRE26428, DANRE36327, DANRE36326	MOUSE29550, MOUSE29549, MOUSE29548, MOUSE29546, MOUSE29547
OG0002148	DANRE18045	MOUSE27469
OG0002148	DANRE03752	MOUSE03114, MOUSE03113
OG0002149	DANRE03476, DANRE03477	MOUSE05744
OG0002149	DANRE23888, DANRE23887, DANRE23886, DANRE26592	MOUSE25166, MOUSE25171, MOUSE25168, MOUSE25170, MOUSE25169, MOUSE25165, MOUSE25164, MOUSE25167, MOUSE25163
OG0002150	DANRE34958	MOUSE18523
OG0002150	DANRE25256	MOUSE44821, MOUSE44818
OG0002151	DANRE02959, DANRE02960, DANRE30391, DANRE30392	MOUSE06320, MOUSE06321
OG0002152	DANRE30684	MOUSE53483, MOUSE53486, MOUSE02022
OG0002152	DANRE22375, DANRE36983	MOUSE17241, MOUSE17240, MOUSE17239, MOUSE17238
OG0002152	DANRE30685	MOUSE17242
OG0002153	DANRE19935, DANRE19938, DANRE19936, DANRE19937	MOUSE19238, MOUSE19242, MOUSE19243, MOUSE19237, MOUSE19236
OG0002154	DANRE00655, DANRE06135, DANRE06136, DANRE06183	MOUSE03163, MOUSE03164
OG0002154	DANRE41248, DANRE41249	MOUSE12835, MOUSE12834
OG0002154	DANRE16134, DANRE16135, DANRE05298, DANRE05299	MOUSE21197, MOUSE21198, MOUSE21200, MOUSE21199, MOUSE21201, MOUSE21196
OG0002155	DANRE19904	MOUSE38014
OG0002155	DANRE36593, DANRE36592	MOUSE40891, MOUSE40892, MOUSE40893
OG0002156	DANRE16294	MOUSE48218, MOUSE48219, MOUSE48217
OG0002157	DANRE15573, DANRE15572, DANRE30038, DANRE30037	MOUSE38584, MOUSE38583
OG0002157	DANRE15575, DANRE15574	MOUSE06037
OG0002158	DANRE23948	MOUSE09191
OG0002159	DANRE25780	MOUSE44407
OG0002160	DANRE22821, DANRE22820	MOUSE54346
OG0002161	DANRE09169, DANRE09170, DANRE14434, DANRE14433	MOUSE02915, MOUSE02914
OG0002161	DANRE24704, DANRE24703	MOUSE05360, MOUSE05359
OG0002161	DANRE42804	MOUSE26291, MOUSE26292
OG0002162	DANRE40141, DANRE26602	MOUSE24184, MOUSE24183, MOUSE24182
OG0002162	DANRE35386	MOUSE25738
OG0002163	DANRE31471	MOUSE02128
OG0002163	DANRE25945	MOUSE44346
OG0002163	DANRE31470	MOUSE02129
OG0002163	DANRE02306, DANRE02305	MOUSE23572
OG0002164	DANRE04882, DANRE04883, DANRE04880, DANRE04881	MOUSE27880, MOUSE27881
OG0002166	DANRE01435, DANRE01434, DANRE40855, DANRE40854	MOUSE37785
OG0002166	DANRE35051, DANRE35052	MOUSE38261, MOUSE38260
OG0002167	DANRE01555, DANRE33556, DANRE33557	MOUSE02861
OG0002167	DANRE20022, DANRE06269	MOUSE19225
OG0002167	DANRE00271, DANRE00272	MOUSE47991, MOUSE47990
OG0002168	DANRE14915, DANRE14916	MOUSE13726, MOUSE13725
OG0002168	DANRE01851, DANRE01853, DANRE01850, DANRE01852	MOUSE40358, MOUSE40357
OG0002169	DANRE38142, DANRE38141	MOUSE40487
OG0002169	DANRE03316	MOUSE20963
OG0002170	DANRE00534	MOUSE19547
OG0002170	DANRE09328, DANRE09327	MOUSE42281, MOUSE42282
OG0002171	DANRE40768, DANRE02347	MOUSE28471, MOUSE28467, MOUSE28466
OG0002172	DANRE13491, DANRE13490, DANRE13488, DANRE13489	MOUSE47319, MOUSE47320
OG0002172	DANRE31480, DANRE31481, DANRE31479	MOUSE15799, MOUSE15798
OG0002173	DANRE14606, DANRE14605	MOUSE09967
OG0002173	DANRE13464, DANRE13466, DANRE13467, DANRE25908, DANRE13465, DANRE25907, DANRE25906	MOUSE30416, MOUSE30415, MOUSE51352, MOUSE51351, MOUSE51350, MOUSE41799, MOUSE41800
OG0002175	DANRE39612	MOUSE25598
OG0002175	DANRE40442	MOUSE13368, MOUSE28272, MOUSE00463, MOUSE00469
OG0002176	DANRE31269	MOUSE42061, MOUSE42062, MOUSE42060
OG0002176	DANRE38229, DANRE38228, DANRE13187	MOUSE27197, MOUSE27200
OG0002177	DANRE17397, DANRE17396, DANRE17395	MOUSE07397, MOUSE07396
OG0002178	DANRE43120, DANRE30367	MOUSE17652, MOUSE17653, MOUSE17654, MOUSE17655
OG0002179	DANRE11778, DANRE11777	MOUSE18348, MOUSE18349
OG0002180	DANRE27214, DANRE24078, DANRE24077	MOUSE21620
OG0002182	DANRE13485	MOUSE31073
OG0002183	DANRE31505, DANRE31504, DANRE31506, DANRE31507, DANRE31503	MOUSE02242, MOUSE02240, MOUSE02241
OG0002183	DANRE02310, DANRE02311	MOUSE23512, MOUSE23513, MOUSE23515, MOUSE23510, MOUSE23514, MOUSE23511
OG0002184	DANRE34335	MOUSE10380, MOUSE10379, MOUSE10381
OG0002184	DANRE16850, DANRE29092	MOUSE48915, MOUSE48914
OG0002185	DANRE25404	MOUSE49434, MOUSE49435
OG0002185	DANRE25405	MOUSE49415
OG0002186	DANRE35920, DANRE35919, DANRE42101	MOUSE22990, MOUSE22989
OG0002186	DANRE24028, DANRE24027	MOUSE53266, MOUSE53267, MOUSE53268
OG0002187	DANRE34282, DANRE34283	MOUSE25447, MOUSE25445, MOUSE25446
OG0002188	DANRE15351	MOUSE22432
OG0002189	DANRE26778	MOUSE51745, MOUSE51746, MOUSE51743
OG0002190	DANRE09767, DANRE09768	MOUSE42846, MOUSE42845
OG0002190	DANRE08160	MOUSE50944, MOUSE50942, MOUSE50941, MOUSE50943
OG0002190	DANRE00930, DANRE00929	MOUSE50945, MOUSE50947, MOUSE15990, MOUSE15989, MOUSE15988
OG0002191	DANRE24199, DANRE24200, DANRE24201, DANRE24198	MOUSE53252, MOUSE53251, MOUSE53250
OG0002191	DANRE23348	MOUSE14735
OG0002191	DANRE42786	MOUSE26315, MOUSE26313
OG0002192	DANRE24746	MOUSE17111, MOUSE17112, MOUSE17113
OG0002192	DANRE36150, DANRE36149, DANRE36151	MOUSE04762
OG0002192	DANRE10056, DANRE10057	MOUSE33878
OG0002193	DANRE36401, DANRE36400	MOUSE33573, MOUSE33572, MOUSE33571
OG0002194	DANRE39769, DANRE39770, DANRE02435	MOUSE15330, MOUSE15331
OG0002195	DANRE02781	MOUSE33769, MOUSE33767, MOUSE33768, MOUSE33770, MOUSE33771
OG0002195	DANRE21833, DANRE21832	MOUSE15555
OG0002195	DANRE09289	MOUSE41433, MOUSE41432
OG0002196	DANRE05128	MOUSE00860, MOUSE00859, MOUSE00856, MOUSE00857, MOUSE00858
OG0002199	DANRE25781, DANRE38939	MOUSE46985
OG0002199	DANRE12337, DANRE12336	MOUSE41234, MOUSE41233
OG0002201	DANRE12839	MOUSE49609
OG0002201	DANRE13676	MOUSE09232, MOUSE09233
OG0002203	DANRE12390, DANRE39117, DANRE39118, DANRE39077, DANRE39078, DANRE39079, DANRE39082, DANRE39080, DANRE39081, DANRE39083, DANRE39084	MOUSE49451, MOUSE49453
OG0002203	DANRE17707	MOUSE19010, MOUSE19009
OG0002203	DANRE02273, DANRE02274	MOUSE29099, MOUSE29098
OG0002204	DANRE08735	MOUSE44467, MOUSE43830, MOUSE43828, MOUSE43827, MOUSE43829, MOUSE43863, MOUSE43862, MOUSE44471, MOUSE44469, MOUSE44468, MOUSE44470, MOUSE43853, MOUSE43854, MOUSE43852, MOUSE44472
OG0002209	DANRE25914, DANRE25913	MOUSE14402
OG0002209	DANRE39809	MOUSE17334
OG0002209	DANRE39789	MOUSE53569, MOUSE53568
OG0002211	DANRE01136	MOUSE04491
OG0002212	DANRE26646, DANRE26645	MOUSE33303
OG0002212	DANRE33965, DANRE33966	MOUSE10238
OG0002213	DANRE11267, DANRE11268	MOUSE24480
OG0002213	DANRE11266	MOUSE24483, MOUSE24482, MOUSE24481, MOUSE24479, MOUSE24484
OG0002214	DANRE07234, DANRE04902, DANRE04901	MOUSE40498, MOUSE40499
OG0002214	DANRE05024, DANRE05023	MOUSE21448, MOUSE21449, MOUSE21447
OG0002214	DANRE01418, DANRE40783, DANRE01419	MOUSE47946, MOUSE47945, MOUSE47947
OG0002216	DANRE31447	MOUSE35417
OG0002217	DANRE18656, DANRE18657	MOUSE27976, MOUSE27972, MOUSE27973
OG0002218	DANRE12909	MOUSE27635
OG0002218	DANRE41135, DANRE38351	MOUSE27633, MOUSE27632, MOUSE27637
OG0002218	DANRE12908	MOUSE27631, MOUSE27630, MOUSE27634, MOUSE27629
OG0002218	DANRE41136, DANRE41134	MOUSE32914, MOUSE32915
OG0002219	DANRE10977, DANRE10976, DANRE10979, DANRE10980, DANRE10978	MOUSE35663, MOUSE35662, MOUSE35665, MOUSE35664
OG0002221	DANRE41044	MOUSE41700, MOUSE41701, MOUSE33775, MOUSE33774
OG0002222	DANRE36238	MOUSE23109, MOUSE23108, MOUSE23107
OG0002222	DANRE36237	MOUSE23105, MOUSE23104
OG0002223	DANRE02289	MOUSE23432, MOUSE23433
OG0002223	DANRE30589, DANRE30588	MOUSE02307
OG0002224	DANRE05330	MOUSE11430, MOUSE11429
OG0002225	DANRE13436, DANRE13437, DANRE13435	MOUSE43379, MOUSE43380, MOUSE43381, MOUSE43383, MOUSE43382
OG0002225	DANRE06828, DANRE06829	MOUSE20117
OG0002226	DANRE16944, DANRE16945	MOUSE48785
OG0002226	DANRE16942	MOUSE48782, MOUSE48781, MOUSE48783
OG0002226	DANRE26719, DANRE26718	MOUSE36591, MOUSE36592
OG0002226	DANRE24520, DANRE16943	MOUSE48779, MOUSE48784
OG0002227	DANRE38792, DANRE38791, DANRE38786, DANRE38789, DANRE27370, DANRE27371, DANRE27369	MOUSE13859, MOUSE13857
OG0002228	DANRE43090	MOUSE06220, MOUSE06221, MOUSE06216, MOUSE06218, MOUSE06219, MOUSE06215, MOUSE06222, MOUSE06217
OG0002228	DANRE10014, DANRE10015	MOUSE44273, MOUSE44272
OG0002229	DANRE01440	MOUSE15295
OG0002231	DANRE34360, DANRE34359	MOUSE54580, MOUSE54579, MOUSE54583, MOUSE54582, MOUSE54577, MOUSE54581, MOUSE54578
OG0002233	DANRE35671	MOUSE53746
OG0002234	DANRE29344	MOUSE14022
OG0002235	DANRE16373, DANRE39222	MOUSE40366
OG0002235	DANRE40892, DANRE40893	MOUSE09547, MOUSE12842
OG0002236	DANRE02382	MOUSE28803
OG0002236	DANRE24193, DANRE24192, DANRE24194	MOUSE21593, MOUSE21594
OG0002237	DANRE15001, DANRE15003, DANRE15002	MOUSE34193
OG0002237	DANRE08620, DANRE08619	MOUSE50135, MOUSE50134, MOUSE50133
OG0002237	DANRE18184, DANRE18183	MOUSE00564, MOUSE00563
OG0002239	DANRE12168, DANRE08987	MOUSE30771
OG0002239	DANRE34713, DANRE34712, DANRE34714, DANRE34715	MOUSE13262
OG0002240	DANRE36473, DANRE36474, DANRE36472	MOUSE15586, MOUSE15589, MOUSE15588, MOUSE15590, MOUSE15587
OG0002241	DANRE33267	MOUSE02699, MOUSE02698
OG0002241	DANRE13580	MOUSE17626
OG0002242	DANRE10198, DANRE14423	MOUSE13506
OG0002242	DANRE12652, DANRE12653	MOUSE49780
OG0002243	DANRE20144	MOUSE03354
OG0002243	DANRE41158	MOUSE40581, MOUSE40583
OG0002244	DANRE34365, DANRE34366, DANRE34364	MOUSE54636, MOUSE54635, MOUSE54634, MOUSE54633
OG0002245	DANRE29129, DANRE29130, DANRE29131	MOUSE05689, MOUSE05690, MOUSE05688
OG0002245	DANRE27350, DANRE27346, DANRE27349	MOUSE05691, MOUSE05692
OG0002245	DANRE27347, DANRE27348	MOUSE50212
OG0002246	DANRE38384, DANRE38385	MOUSE44548, MOUSE44547
OG0002246	DANRE10420	MOUSE30817, MOUSE30816
OG0002246	DANRE34584, DANRE34583	MOUSE13275, MOUSE13274, MOUSE13273, MOUSE13272
OG0002248	DANRE06790	MOUSE48110, MOUSE48112, MOUSE48111
OG0002249	DANRE19641, DANRE19640, DANRE40622	MOUSE09411
OG0002249	DANRE01864, DANRE27641	MOUSE01577, MOUSE01578
OG0002251	DANRE19593, DANRE33438	MOUSE36972
OG0002252	DANRE30455	MOUSE06430
OG0002252	DANRE29416, DANRE29414, DANRE29415	MOUSE17174, MOUSE17173
OG0002253	DANRE11670, DANRE18826, DANRE18827	MOUSE07418
OG0002254	DANRE03958, DANRE03957, DANRE03956	MOUSE21039, MOUSE21037, MOUSE21040, MOUSE21036
OG0002254	DANRE19354, DANRE34109, DANRE34108, DANRE34107	MOUSE25315
OG0002254	DANRE09167	MOUSE53271
OG0002254	DANRE36677, DANRE36676, DANRE36675	MOUSE25263, MOUSE25264
OG0002255	DANRE38614, DANRE38615	MOUSE43703
OG0002255	DANRE38613	MOUSE43704, MOUSE43705
OG0002255	DANRE24873	MOUSE28848
OG0002256	DANRE39821, DANRE39822	MOUSE31010, MOUSE31006, MOUSE31007, MOUSE31008, MOUSE31009
OG0002256	DANRE33044	MOUSE39398, MOUSE39396, MOUSE39397
OG0002257	DANRE11949, DANRE11948	MOUSE18627
OG0002257	DANRE11591, DANRE11590	MOUSE27486, MOUSE27485, MOUSE27484, MOUSE27487
OG0002258	DANRE39263, DANRE39262	MOUSE35964, MOUSE35966, MOUSE35968, MOUSE35967, MOUSE35969
OG0002259	DANRE08568, DANRE00772, DANRE00773	MOUSE04521, MOUSE04523
OG0002259	DANRE35317, DANRE00298	MOUSE02703, MOUSE02702, MOUSE02705
OG0002260	DANRE11640, DANRE11639, DANRE11641	MOUSE24753
OG0002260	DANRE12091, DANRE12092	MOUSE07667
OG0002261	DANRE30021	MOUSE38705, MOUSE38702, MOUSE38703
OG0002261	DANRE30020	MOUSE38699
OG0002262	DANRE29230, DANRE14360, DANRE29231	MOUSE05200
OG0002262	DANRE14359, DANRE14358	MOUSE39751
OG0002262	DANRE41711, DANRE41710	MOUSE15494, MOUSE15493
OG0002263	DANRE27139	MOUSE52252
OG0002263	DANRE27138, DANRE27137	MOUSE52251, MOUSE52253, MOUSE52250
OG0002264	DANRE07009, DANRE07008	MOUSE53985, MOUSE53983, MOUSE53986, MOUSE53984
OG0002264	DANRE09035	MOUSE33892, MOUSE33894
OG0002265	DANRE23389, DANRE23388	MOUSE47642, MOUSE47641, MOUSE47643
OG0002265	DANRE09734	MOUSE13611
OG0002266	DANRE04017, DANRE04018	MOUSE05060, MOUSE05059
OG0002267	DANRE13581	MOUSE17686, MOUSE17689, MOUSE17688, MOUSE17687, MOUSE17690, MOUSE17692
OG0002267	DANRE19461, DANRE19462	MOUSE25221, MOUSE25219, MOUSE25217, MOUSE25216, MOUSE25222, MOUSE25220, MOUSE25223
OG0002268	DANRE24001, DANRE24000	MOUSE08730, MOUSE08729
OG0002268	DANRE23350	MOUSE14737, MOUSE14739
OG0002270	DANRE42692	MOUSE26571, MOUSE26570
OG0002270	DANRE31618, DANRE31619, DANRE31620	MOUSE14390, MOUSE14389
OG0002271	DANRE36496	MOUSE53745, MOUSE53743
OG0002271	DANRE20553, DANRE20552	MOUSE03438, MOUSE03437
OG0002271	DANRE11453	MOUSE29699, MOUSE29700, MOUSE29696
OG0002272	DANRE18875	MOUSE13967, MOUSE13968
OG0002274	DANRE33297	MOUSE38026, MOUSE38024
OG0002274	DANRE03176	MOUSE46547, MOUSE46546, MOUSE46544, MOUSE46545
OG0002274	DANRE33298	MOUSE38027, MOUSE38025
OG0002275	DANRE43149	MOUSE34140
OG0002275	DANRE36930	MOUSE28678
OG0002275	DANRE15105	MOUSE13364
OG0002276	DANRE03682, DANRE03683	MOUSE05207, MOUSE05206
OG0002276	DANRE09534, DANRE09533, DANRE14319, DANRE14321	MOUSE39828
OG0002277	DANRE12429, DANRE12428	MOUSE24906, MOUSE24901, MOUSE24907, MOUSE24900
OG0002277	DANRE36747, DANRE36748, DANRE22297, DANRE22298	MOUSE40819, MOUSE40820, MOUSE40821
OG0002278	DANRE07858, DANRE07857	MOUSE07574, MOUSE07575, MOUSE07569, MOUSE07578, MOUSE07577, MOUSE07576, MOUSE43186
OG0002278	DANRE12082, DANRE12083, DANRE12084	MOUSE07570, MOUSE07571, MOUSE07572, MOUSE07573, MOUSE07568
OG0002279	DANRE42242	MOUSE13084, MOUSE13087
OG0002279	DANRE27826	MOUSE21805, MOUSE21804, MOUSE21807
OG0002280	DANRE18762	MOUSE00618
OG0002280	DANRE09054, DANRE09053, DANRE14225, DANRE14226, DANRE14227, DANRE14224, DANRE14222	MOUSE34277, MOUSE34274
OG0002281	DANRE40806, DANRE40807	MOUSE48367
OG0002281	DANRE05015, DANRE05017, DANRE05016, DANRE04335	MOUSE21171
OG0002281	DANRE39560, DANRE33306	MOUSE27875, MOUSE27874
OG0002282	DANRE28648	MOUSE48795
OG0002282	DANRE14580	MOUSE17775
OG0002282	DANRE16516	MOUSE48796
OG0002283	DANRE04994, DANRE04993	MOUSE00864, MOUSE00865
OG0002283	DANRE06240, DANRE06239, DANRE06241, DANRE16300, DANRE16301	MOUSE48203, MOUSE48202, MOUSE48201, MOUSE48200
OG0002284	DANRE00182	MOUSE09416, MOUSE09417, MOUSE09415
OG0002284	DANRE17687	MOUSE33393, MOUSE33390, MOUSE33391, MOUSE33387
OG0002285	DANRE01557, DANRE01558	MOUSE02821, MOUSE02820
OG0002285	DANRE05959	MOUSE21050, MOUSE21049
OG0002286	DANRE18378, DANRE18379	MOUSE18090
OG0002287	DANRE02275, DANRE02276	MOUSE29102, MOUSE29101
OG0002287	DANRE17711	MOUSE19002
OG0002288	DANRE06055	MOUSE31538, MOUSE31539
OG0002288	DANRE20574, DANRE20573	MOUSE03433, MOUSE03434, MOUSE03435, MOUSE03432
OG0002289	DANRE42162	MOUSE47486, MOUSE47485
OG0002289	DANRE34357	MOUSE54572
OG0002289	DANRE00730, DANRE37952, DANRE00729	MOUSE04047
OG0002290	DANRE33620, DANRE33619	MOUSE37250, MOUSE37251, MOUSE37253
OG0002290	DANRE00906, DANRE00907	MOUSE38066, MOUSE38067, MOUSE38068
OG0002290	DANRE08055	MOUSE38069
OG0002290	DANRE03831, DANRE03830, DANRE03832	MOUSE46470, MOUSE46469, MOUSE46468, MOUSE46471, MOUSE46467
OG0002291	DANRE00425, DANRE00426	MOUSE10481, MOUSE10479, MOUSE10480
OG0002292	DANRE35908	MOUSE11397, MOUSE11396, MOUSE11395
OG0002292	DANRE25435, DANRE25434	MOUSE27260, MOUSE27259
OG0002293	DANRE02074, DANRE02075	MOUSE55312, MOUSE55313, MOUSE55311, MOUSE55310
OG0002293	DANRE14636	MOUSE34092, MOUSE34091, MOUSE34090, MOUSE34089, MOUSE34088
OG0002293	DANRE18384, DANRE18385	MOUSE00182
OG0002294	DANRE19637, DANRE19636	MOUSE09806, MOUSE09805
OG0002294	DANRE36446, DANRE26343	MOUSE40038, MOUSE40037
OG0002295	DANRE21719, DANRE21720	MOUSE48483
OG0002295	DANRE19376, DANRE19377	MOUSE10077, MOUSE10078, MOUSE10079, MOUSE10074
OG0002296	DANRE05952, DANRE05953	MOUSE21048, MOUSE21047
OG0002297	DANRE35527, DANRE35528	MOUSE33563
OG0002298	DANRE29109, DANRE29110, DANRE28756, DANRE43180, DANRE28757, DANRE43181, DANRE43041	MOUSE17601, MOUSE03676, MOUSE03678, MOUSE03677, MOUSE17965, MOUSE17966, MOUSE08899
OG0002312	DANRE20428, DANRE07389, DANRE07387, DANRE07391, DANRE07390, DANRE07388	MOUSE19412, MOUSE19411
OG0002314	DANRE16662, DANRE16663, DANRE16664	MOUSE21904, MOUSE21903, MOUSE21901, MOUSE21900, MOUSE21902
OG0002314	DANRE17933, DANRE17934	MOUSE36536
OG0002315	DANRE33255, DANRE33257	MOUSE33107, MOUSE33106, MOUSE33105
OG0002315	DANRE36427	MOUSE33718
OG0002316	DANRE14670	MOUSE34051
OG0002316	DANRE02069, DANRE02071, DANRE02072, DANRE02070	MOUSE55306, MOUSE55305, MOUSE55307, MOUSE55308
OG0002317	DANRE05615, DANRE05614	MOUSE07518, MOUSE07517
OG0002317	DANRE13168, DANRE13169	MOUSE43232, MOUSE43230, MOUSE43231
OG0002317	DANRE05141	MOUSE49950
OG0002317	DANRE37146, DANRE37147	MOUSE20177
OG0002318	DANRE28853, DANRE28854	MOUSE48920
OG0002319	DANRE01930, DANRE01931, DANRE01932	MOUSE29415, MOUSE29414, MOUSE29413
OG0002320	DANRE34160, DANRE08175	MOUSE50959
OG0002320	DANRE07657	MOUSE17364
OG0002321	DANRE16380	MOUSE40396
OG0002322	DANRE30306, DANRE30305	MOUSE03132
OG0002323	DANRE33348, DANRE33349	MOUSE38322, MOUSE38321, MOUSE38319, MOUSE38318, MOUSE38317
OG0002324	DANRE14539	MOUSE38969
OG0002325	DANRE41635	MOUSE17400
OG0002326	DANRE11982, DANRE11981, DANRE18035	MOUSE07382, MOUSE07383
OG0002326	DANRE17969	MOUSE00010
OG0002327	DANRE22842, DANRE22841	MOUSE54331, MOUSE48336
OG0002327	DANRE02715	MOUSE11268, MOUSE11270
OG0002328	DANRE19760	MOUSE13222, MOUSE13223
OG0002329	DANRE13677	MOUSE09229, MOUSE09230
OG0002329	DANRE12842, DANRE12841	MOUSE49607, MOUSE49606
OG0002330	DANRE19578	MOUSE15237
OG0002330	DANRE08225	MOUSE04532, MOUSE04530, MOUSE04531, MOUSE04529, MOUSE04528
OG0002331	DANRE14402, DANRE14401	MOUSE19883, MOUSE19884, MOUSE19889, MOUSE19885
OG0002332	DANRE34536, DANRE34537	MOUSE36884, MOUSE36885
OG0002332	DANRE41108, DANRE41107, DANRE01408, DANRE01409	MOUSE40574, MOUSE40576, MOUSE40575
OG0002333	DANRE34751	MOUSE10311
OG0002334	DANRE24123, DANRE24121, DANRE24122	MOUSE13363
OG0002334	DANRE35546, DANRE35545, DANRE42533, DANRE42534	MOUSE15737, MOUSE15736, MOUSE15739, MOUSE15738
OG0002335	DANRE03739	MOUSE18926, MOUSE18923, MOUSE18928, MOUSE18934, MOUSE18933, MOUSE18930, MOUSE18935, MOUSE18921, MOUSE18924, MOUSE18927, MOUSE18932
OG0002335	DANRE26409, DANRE26408, DANRE26410	MOUSE18929, MOUSE18931
OG0002336	DANRE42241, DANRE35602	MOUSE13088
OG0002336	DANRE24502, DANRE27827	MOUSE21803
OG0002337	DANRE08056, DANRE00914, DANRE00913	MOUSE04951
OG0002339	DANRE15243, DANRE15242	MOUSE47602, MOUSE47603, MOUSE47604
OG0002340	DANRE26908	MOUSE32022
OG0002341	DANRE20381, DANRE20379, DANRE20378, DANRE20380, DANRE20377, DANRE20376	MOUSE45387, MOUSE45384, MOUSE45383, MOUSE45385, MOUSE45386, MOUSE45382
OG0002342	DANRE11694, DANRE11693	MOUSE08982, MOUSE08983
OG0002342	DANRE05529, DANRE05528	MOUSE06839, MOUSE06837, MOUSE06836, MOUSE06838, MOUSE34081, MOUSE34080
OG0002343	DANRE25095, DANRE25094, DANRE37612	MOUSE47066, MOUSE47069, MOUSE47067, MOUSE47062, MOUSE47061
OG0002343	DANRE25497	MOUSE41254
OG0002344	DANRE07882, DANRE34183, DANRE34182	MOUSE04380, MOUSE04379
OG0002344	DANRE19431	MOUSE37757
OG0002345	DANRE33055	MOUSE14355, MOUSE14356, MOUSE14354
OG0002345	DANRE25210, DANRE25211, DANRE25209, DANRE25212	MOUSE27076, MOUSE27071
OG0002346	DANRE33235	MOUSE14308, MOUSE14307, MOUSE14309
OG0002346	DANRE13335, DANRE13334	MOUSE27028, MOUSE27029
OG0002347	DANRE30596	MOUSE19963, MOUSE19961
OG0002347	DANRE30595, DANRE30594	MOUSE41748
OG0002347	DANRE25287	MOUSE19960
OG0002348	DANRE10939	MOUSE07276, MOUSE07275, MOUSE07274
OG0002348	DANRE00806	MOUSE45668, MOUSE45674, MOUSE45667, MOUSE45673, MOUSE45666, MOUSE45675, MOUSE45670
OG0002349	DANRE25400	MOUSE49202
OG0002349	DANRE38745	MOUSE36003
OG0002350	DANRE41254	MOUSE23676
OG0002350	DANRE21779, DANRE21780	MOUSE23674, MOUSE23673, MOUSE23675
OG0002350	DANRE19276, DANRE41252, DANRE41253	MOUSE26072
OG0002352	DANRE13601, DANRE10604, DANRE10606	MOUSE39869, MOUSE39871, MOUSE39870
OG0002353	DANRE00010, DANRE00012, DANRE00011	MOUSE16420, MOUSE16408, MOUSE16418, MOUSE16414, MOUSE16403, MOUSE16419, MOUSE16410, MOUSE16412, MOUSE16402, MOUSE16404, MOUSE16417, MOUSE16413, MOUSE16401, MOUSE16411, MOUSE16405
OG0002354	DANRE14164, DANRE09937	MOUSE19705
OG0002354	DANRE37092	MOUSE28903
OG0002355	DANRE16341, DANRE16342	MOUSE48771
OG0002355	DANRE06475	MOUSE03381
OG0002356	DANRE31051, DANRE12469, DANRE12468	MOUSE41544
OG0002356	DANRE29615	MOUSE44070, MOUSE44071, MOUSE44072, MOUSE44067, MOUSE44069, MOUSE44066, MOUSE44068
OG0002356	DANRE29616	MOUSE44073, MOUSE44075
OG0002357	DANRE17322, DANRE17323, DANRE17321	MOUSE00083, MOUSE00084, MOUSE00086
OG0002357	DANRE11580, DANRE11581	MOUSE00085
OG0002358	DANRE13487	MOUSE41875, MOUSE41874, MOUSE41876
OG0002358	DANRE12934, DANRE12933	MOUSE45979, MOUSE45980, MOUSE45978
OG0002358	DANRE02324	MOUSE23517, MOUSE23516
OG0002359	DANRE11586, DANRE11587, DANRE11585	MOUSE27438
OG0002360	DANRE03133	MOUSE05156, MOUSE05158, MOUSE05157
OG0002360	DANRE14891, DANRE14892, DANRE14890	MOUSE38924, MOUSE38927, MOUSE38925, MOUSE38926, MOUSE38922, MOUSE38923, MOUSE38921
OG0002361	DANRE05566	MOUSE28023
OG0002361	DANRE17466, DANRE11141	MOUSE07757
OG0002362	DANRE33948	MOUSE20723
OG0002362	DANRE37578, DANRE37580, DANRE33949, DANRE37579	MOUSE44925
OG0002362	DANRE40121, DANRE28144	MOUSE01507
OG0002363	DANRE15421, DANRE15420, DANRE15422, DANRE29848, DANRE29849	MOUSE16931
OG0002363	DANRE43078, DANRE03692, DANRE03693	MOUSE06139, MOUSE06138, MOUSE06137
OG0002365	DANRE40664	MOUSE25706
OG0002366	DANRE23406	MOUSE28622
OG0002366	DANRE24100, DANRE24099, DANRE27226	MOUSE21652, MOUSE21651
OG0002366	DANRE39161, DANRE25332	MOUSE49762
OG0002367	DANRE21483	MOUSE31303
OG0002367	DANRE34909	MOUSE10439, MOUSE10441
OG0002368	DANRE11442, DANRE11443, DANRE11444	MOUSE07877, MOUSE07876
OG0002368	DANRE04658, DANRE04657	MOUSE18790, MOUSE18789
OG0002368	DANRE11445	MOUSE07878
OG0002369	DANRE10691	MOUSE08122
OG0002370	DANRE09330, DANRE09329, DANRE14032, DANRE14030, DANRE14029	MOUSE42316, MOUSE42317
OG0002370	DANRE14031	MOUSE42320
OG0002371	DANRE04441	MOUSE24651, MOUSE24650, MOUSE24614
OG0002371	DANRE11569	MOUSE08089, MOUSE08088
OG0002372	DANRE28952, DANRE28951	MOUSE46396, MOUSE46395
OG0002373	DANRE17558, DANRE17557	MOUSE08287
OG0002373	DANRE17559, DANRE11721	MOUSE08286
OG0002373	DANRE11249	MOUSE18206, MOUSE18204, MOUSE18205
OG0002373	DANRE11720	MOUSE08289, MOUSE08288
OG0002374	DANRE28397	MOUSE18527
OG0002374	DANRE36862	MOUSE28943
OG0002375	DANRE08588, DANRE08589	MOUSE06971, MOUSE06970, MOUSE06968
OG0002376	DANRE20015, DANRE20014, DANRE38107, DANRE38106, DANRE38108	MOUSE20330, MOUSE20331, MOUSE20329
