Orthogroup	DANRE	ORYLA
OG0002760	DANRE25038, DANRE25039	ORYLA10884
OG0002761	DANRE29979	ORYLA17179
OG0002762	DANRE36825	ORYLA14042
OG0002762	DANRE07594	ORYLA10843
OG0002763	DANRE03877	ORYLA08239
OG0002764	DANRE23216	ORYLA15656
OG0002764	DANRE08807	ORYLA06813, ORYLA03798
OG0002765	DANRE09961	ORYLA05581
OG0002765	DANRE25399	ORYLA15145
OG0002765	DANRE39159	ORYLA12027
OG0002766	DANRE10689	ORYLA10349
OG0002767	DANRE08564	ORYLA04026, ORYLA00357
OG0002767	DANRE15895, DANRE15898, DANRE15896, DANRE15897, DANRE15899	ORYLA00358
OG0002768	DANRE01560	ORYLA02309
OG0002768	DANRE30765	ORYLA11235
OG0002769	DANRE34871	ORYLA17227
OG0002769	DANRE18982	ORYLA02552
OG0002769	DANRE02561	ORYLA12217
OG0002771	DANRE05166	ORYLA12518
OG0002772	DANRE40177	ORYLA12777
OG0002773	DANRE16149, DANRE16150	ORYLA19216
OG0002774	DANRE40158	ORYLA13210
OG0002774	DANRE38383, DANRE38382	ORYLA12404
OG0002774	DANRE10177	ORYLA19635
OG0002775	DANRE10663	ORYLA10242
OG0002776	DANRE07369, DANRE07368, DANRE07370	ORYLA01308
OG0002777	DANRE25041, DANRE25042	ORYLA14740
OG0002777	DANRE31292	ORYLA10885
OG0002779	DANRE22922, DANRE22920	ORYLA20250
OG0002781	DANRE29052	ORYLA16475
OG0002781	DANRE23365	ORYLA16109
OG0002781	DANRE42355, DANRE42354	ORYLA19361
OG0002782	DANRE08455	ORYLA03021
OG0002782	DANRE05170, DANRE16902	ORYLA18620
OG0002783	DANRE34340	ORYLA02442
OG0002785	DANRE02086, DANRE02084	ORYLA06284
OG0002785	DANRE34324	ORYLA17343, ORYLA02417
OG0002786	DANRE10327	ORYLA06176
OG0002786	DANRE12873	ORYLA14979
OG0002786	DANRE21673, DANRE21672, DANRE21674	ORYLA12999, ORYLA12998
OG0002786	DANRE34858	ORYLA17650
OG0002787	DANRE27706	ORYLA06257
OG0002787	DANRE10603, DANRE13604, DANRE13607, DANRE13605, DANRE13606	ORYLA20316
OG0002788	DANRE25185, DANRE25184, DANRE25183	ORYLA14654
OG0002790	DANRE12223, DANRE12222	ORYLA03569
OG0002791	DANRE30250	ORYLA16596
OG0002791	DANRE17081	ORYLA00875, ORYLA00876
OG0002791	DANRE26515, DANRE40129	ORYLA12968
OG0002793	DANRE37882, DANRE37883, DANRE37885, DANRE37884	ORYLA07270
OG0002794	DANRE00383, DANRE00382	ORYLA02734
OG0002794	DANRE21477, DANRE26511, DANRE26513, DANRE26512	ORYLA06923
OG0002795	DANRE37649	ORYLA12451
OG0002795	DANRE34962, DANRE34961	ORYLA19180
OG0002797	DANRE05558, DANRE05559, DANRE05557, DANRE05556	ORYLA05207, ORYLA05210, ORYLA05209, ORYLA05208, ORYLA05211, ORYLA05206
OG0002799	DANRE29651	ORYLA16295
OG0002803	DANRE09630, DANRE13962	ORYLA01544
OG0002803	DANRE09632, DANRE09633	ORYLA01545
OG0002803	DANRE09602, DANRE09603	ORYLA05733, ORYLA05732
OG0002803	DANRE13918, DANRE13917, DANRE13916	ORYLA01538
OG0002811	DANRE25597, DANRE25596, DANRE25594, DANRE25595, DANRE25593	ORYLA14627
OG0002812	DANRE00122	ORYLA02302
OG0002812	DANRE26811, DANRE02088, DANRE02089	ORYLA13564, ORYLA06285
OG0002813	DANRE36904	ORYLA13821
OG0002813	DANRE14696, DANRE14695	ORYLA02183
OG0002813	DANRE12833, DANRE12832	ORYLA20283
OG0002814	DANRE05363, DANRE05362	ORYLA04993
OG0002814	DANRE04350	ORYLA08092
OG0002814	DANRE20078	ORYLA04148
OG0002815	DANRE10055, DANRE10054	ORYLA05986
OG0002815	DANRE17377, DANRE17376	ORYLA11417
OG0002816	DANRE40081, DANRE27392	ORYLA13033, ORYLA06757
OG0002816	DANRE27393	ORYLA06755, ORYLA06756
OG0002817	DANRE11831, DANRE11832	ORYLA10713
OG0002817	DANRE18005, DANRE18002, DANRE18003, DANRE18004	ORYLA11993
OG0002818	DANRE22761	ORYLA15484
OG0002818	DANRE12422, DANRE12423	ORYLA15048
OG0002819	DANRE38045	ORYLA07493
OG0002819	DANRE23831, DANRE23832	ORYLA08859
OG0002819	DANRE36029	ORYLA14483
OG0002819	DANRE23182	ORYLA15630
OG0002821	DANRE01907	ORYLA13169
OG0002821	DANRE27067	ORYLA06382
OG0002822	DANRE30016	ORYLA16971
OG0002822	DANRE15451	ORYLA00588
OG0002822	DANRE30378, DANRE04075	ORYLA16668, ORYLA07807
OG0002824	DANRE04182, DANRE27941, DANRE27940	ORYLA06204
OG0002825	DANRE30695, DANRE30696	ORYLA11065
OG0002825	DANRE30694, DANRE30697	ORYLA12342
OG0002826	DANRE18654, DANRE18653, DANRE10738, DANRE10739, DANRE18655	ORYLA11355
OG0002826	DANRE35072, DANRE13325	ORYLA03113
OG0002827	DANRE17408, DANRE17409	ORYLA11598
OG0002828	DANRE13299, DANRE13300	ORYLA03128
OG0002829	DANRE29078, DANRE03592, DANRE03591	ORYLA16753
OG0002830	DANRE17943, DANRE17942	ORYLA11471
OG0002830	DANRE11719	ORYLA10187
OG0002831	DANRE12480, DANRE12481, DANRE12482, DANRE12483	ORYLA15327
OG0002832	DANRE27170	ORYLA06314
OG0002833	DANRE30142, DANRE30143, DANRE24727	ORYLA08022
OG0002834	DANRE09628, DANRE09627	ORYLA05742
OG0002834	DANRE13960, DANRE13961	ORYLA01543
OG0002834	DANRE39532, DANRE39531, DANRE39533, DANRE39530, DANRE39534, DANRE39535, DANRE39536	ORYLA17481
OG0002835	DANRE10059	ORYLA05983
OG0002835	DANRE13741	ORYLA02044
OG0002836	DANRE08766	ORYLA03764
OG0002837	DANRE24271	ORYLA09113
OG0002837	DANRE38996	ORYLA07584
OG0002837	DANRE17835	ORYLA12792
OG0002837	DANRE37872	ORYLA07482
OG0002838	DANRE05247, DANRE05246, DANRE05248	ORYLA05289
OG0002838	DANRE15690	ORYLA00320
OG0002839	DANRE09419	ORYLA05647
OG0002840	DANRE38625, DANRE38624	ORYLA12723
OG0002840	DANRE18870, DANRE18869	ORYLA13362
OG0002841	DANRE31234, DANRE31233, DANRE31235	ORYLA11075
OG0002842	DANRE33249	ORYLA02771
OG0002842	DANRE17900	ORYLA13461
OG0002843	DANRE33666	ORYLA17609
OG0002844	DANRE20599	ORYLA20136
OG0002845	DANRE39162	ORYLA12140
OG0002846	DANRE11812	ORYLA10441
OG0002847	DANRE39643	ORYLA19257
OG0002848	DANRE23949, DANRE23950	ORYLA08986
OG0002849	DANRE24960	ORYLA14814
OG0002849	DANRE38544	ORYLA12422
OG0002849	DANRE13903	ORYLA01616
OG0002850	DANRE13274	ORYLA03637
OG0002851	DANRE00837, DANRE00836	ORYLA04060
OG0002851	DANRE11966	ORYLA10594
OG0002853	DANRE19608, DANRE19607	ORYLA02715
OG0002853	DANRE21736	ORYLA13602
OG0002855	DANRE07732, DANRE07731	ORYLA03649
OG0002856	DANRE21584, DANRE21583, DANRE21585	ORYLA06874, ORYLA12811
OG0002856	DANRE14919, DANRE14920	ORYLA02096
OG0002858	DANRE14299, DANRE14298	ORYLA01755
OG0002858	DANRE38866	ORYLA12296
OG0002859	DANRE24643	ORYLA07035
OG0002860	DANRE29389	ORYLA16257
OG0002861	DANRE38967	ORYLA12105
OG0002862	DANRE01137, DANRE01138	ORYLA04015
OG0002862	DANRE14198, DANRE10647	ORYLA05434
OG0002862	DANRE09064	ORYLA05308
OG0002863	DANRE33421	ORYLA17400
OG0002864	DANRE27681, DANRE27680	ORYLA07144, ORYLA07143
OG0002865	DANRE10877	ORYLA10366
OG0002866	DANRE00406	ORYLA02748
OG0002868	DANRE19646, DANRE40635, DANRE40636	ORYLA17446
OG0002869	DANRE02444	ORYLA13866
OG0002869	DANRE40032	ORYLA16223
OG0002870	DANRE11980, DANRE11979	ORYLA10371
OG0002871	DANRE38954	ORYLA15130
OG0002872	DANRE14979	ORYLA02121
OG0002873	DANRE29393, DANRE29392, DANRE29391	ORYLA19407
OG0002874	DANRE41270, DANRE41271	ORYLA15908
OG0002874	DANRE31582, DANRE31581	ORYLA14760
OG0002875	DANRE18745	ORYLA11748
OG0002876	DANRE37111, DANRE37110	ORYLA08640
OG0002876	DANRE05881, DANRE05880	ORYLA04839
OG0002877	DANRE01833, DANRE01834, DANRE01832	ORYLA13198
OG0002878	DANRE25363	ORYLA20310
OG0002878	DANRE10599	ORYLA05630
OG0002879	DANRE15214, DANRE15211, DANRE15209, DANRE15210, DANRE15212	ORYLA12228
OG0002879	DANRE05524	ORYLA10562
OG0002880	DANRE22538	ORYLA20238
OG0002880	DANRE17261	ORYLA11943
OG0002881	DANRE22987	ORYLA19373
OG0002881	DANRE20604	ORYLA20134
OG0002883	DANRE05108, DANRE05109	ORYLA12507
OG0002884	DANRE36631	ORYLA20174
OG0002885	DANRE35272	ORYLA07258, ORYLA07265, ORYLA00177
OG0002885	DANRE35121, DANRE33273, DANRE33276, DANRE33275, DANRE33274	ORYLA02584
OG0002887	DANRE18986, DANRE18985	ORYLA02731
OG0002888	DANRE30140	ORYLA16529
OG0002888	DANRE29332	ORYLA17058
OG0002888	DANRE36172, DANRE36173	ORYLA00234
OG0002889	DANRE39741, DANRE39742, DANRE02420	ORYLA14307
OG0002889	DANRE30958, DANRE30959	ORYLA10855
OG0002890	DANRE01884	ORYLA15943, ORYLA14281
OG0002890	DANRE09748	ORYLA05398
OG0002891	DANRE30130, DANRE16952	ORYLA16619
OG0002892	DANRE30274	ORYLA16578
OG0002892	DANRE40138, DANRE40139	ORYLA12974
OG0002892	DANRE35192, DANRE35190, DANRE35191	ORYLA17244
OG0002892	DANRE19158, DANRE19157, DANRE19160, DANRE19159	ORYLA02493
OG0002893	DANRE16201, DANRE16200, DANRE16202, DANRE16199	ORYLA09714
OG0002894	DANRE11216	ORYLA04778
OG0002894	DANRE04763, DANRE04762, DANRE04764, DANRE04765	ORYLA10079, ORYLA05303
OG0002895	DANRE30939	ORYLA11053
OG0002895	DANRE40535, DANRE02366	ORYLA14341
OG0002896	DANRE35909, DANRE41536	ORYLA09565
OG0002896	DANRE23837	ORYLA09164
OG0002897	DANRE35476, DANRE35474, DANRE35475	ORYLA08407
OG0002898	DANRE16261, DANRE16260	ORYLA00671, ORYLA00670
OG0002899	DANRE09288, DANRE09287	ORYLA05880
OG0002899	DANRE36325	ORYLA13052
OG0002900	DANRE12889	ORYLA14973
OG0002900	DANRE14486, DANRE14487	ORYLA02100
OG0002901	DANRE18173, DANRE18172	ORYLA11557
OG0002902	DANRE30424	ORYLA16725, ORYLA07802
OG0002902	DANRE03373	ORYLA07801
OG0002903	DANRE07082	ORYLA20427
OG0002905	DANRE22952	ORYLA15649
OG0002905	DANRE27661, DANRE27660	ORYLA07137
OG0002906	DANRE26198	ORYLA19340
OG0002907	DANRE00225, DANRE00223, DANRE00224	ORYLA02959
OG0002907	DANRE12875, DANRE12874, DANRE12876	ORYLA14978
OG0002908	DANRE23356, DANRE23357	ORYLA16113
OG0002909	DANRE40488, DANRE40486, DANRE40487	ORYLA15541
OG0002909	DANRE30879, DANRE30880	ORYLA10906
OG0002910	DANRE30866	ORYLA10834
OG0002911	DANRE05242, DANRE05241	ORYLA05286
OG0002911	DANRE00632, DANRE00631	ORYLA17637
OG0002912	DANRE38633, DANRE38632	ORYLA12570
OG0002913	DANRE23914	ORYLA09301
OG0002913	DANRE26672	ORYLA06966
OG0002913	DANRE06874	ORYLA01437
OG0002913	DANRE26185, DANRE26184	ORYLA15057
OG0002914	DANRE12339, DANRE12345	ORYLA15001
OG0002915	DANRE12827, DANRE12826	ORYLA15159
OG0002915	DANRE27309	ORYLA06424
OG0002916	DANRE02144, DANRE02145	ORYLA12904
OG0002916	DANRE00486, DANRE00485	ORYLA02397
OG0002917	DANRE13269, DANRE13268	ORYLA03614
OG0002919	DANRE38978, DANRE38976, DANRE38977	ORYLA12045
OG0002919	DANRE27062, DANRE27061, DANRE01876, DANRE01877	ORYLA13148
OG0002921	DANRE29158	ORYLA16247
OG0002922	DANRE04518, DANRE04517, DANRE04519	ORYLA05263, ORYLA05264
OG0002922	DANRE00634, DANRE00633, DANRE00635	ORYLA17370
OG0002923	DANRE14686, DANRE14684, DANRE14685	ORYLA02176
OG0002923	DANRE37058	ORYLA15614
OG0002924	DANRE12737	ORYLA14888
OG0002924	DANRE19086	ORYLA02522, ORYLA02521
OG0002925	DANRE10222, DANRE10223	ORYLA05522
OG0002925	DANRE36912	ORYLA14140
OG0002925	DANRE15101	ORYLA01643
OG0002926	DANRE34322, DANRE34323	ORYLA02418
OG0002926	DANRE21574, DANRE21575	ORYLA12816
OG0002927	DANRE09831, DANRE09830	ORYLA05678
OG0002929	DANRE31425	ORYLA11115
OG0002929	DANRE23026	ORYLA15722
OG0002930	DANRE29398	ORYLA19104
OG0002930	DANRE02801	ORYLA13876
OG0002930	DANRE22776	ORYLA15609
OG0002930	DANRE30207	ORYLA16641
OG0002930	DANRE04154	ORYLA08183
OG0002930	DANRE16523, DANRE16524, DANRE16526	ORYLA00291
OG0002931	DANRE25851, DANRE25850, DANRE30756	ORYLA11036
OG0002931	DANRE22803, DANRE02889, DANRE02888	ORYLA14528, ORYLA14527
OG0002931	DANRE18023, DANRE18024	ORYLA12002
OG0002932	DANRE13519, DANRE13520	ORYLA01686
OG0002932	DANRE05705, DANRE05707	ORYLA05142
OG0002932	DANRE10159, DANRE13518	ORYLA05399
OG0002934	DANRE15231	ORYLA08524
OG0002934	DANRE15229, DANRE15230	ORYLA08523
OG0002934	DANRE15225	ORYLA08521
OG0002934	DANRE15227, DANRE15228, DANRE15226	ORYLA08522
OG0002935	DANRE22464	ORYLA07213, ORYLA18539, ORYLA07212, ORYLA03350, ORYLA18586
OG0002935	DANRE28832, DANRE28833, DANRE28834, DANRE28835, DANRE28830, DANRE28831, DANRE37391, DANRE37386, DANRE37419, DANRE37389, DANRE37388, DANRE37405, DANRE37406, DANRE37441, DANRE37385, DANRE37421, DANRE37424, DANRE37422, DANRE37425, DANRE37423, DANRE37426, DANRE37393, DANRE37392, DANRE37394, DANRE37387, DANRE37442, DANRE37390	ORYLA19213
OG0002944	DANRE18767, DANRE18766	ORYLA11503
OG0002944	DANRE22390	ORYLA15960
OG0002944	DANRE24085	ORYLA09073
OG0002945	DANRE35994, DANRE35995, DANRE35993	ORYLA00078
OG0002946	DANRE04134	ORYLA08309
OG0002946	DANRE30369	ORYLA16682
OG0002947	DANRE10152, DANRE10153, DANRE10154	ORYLA18625
OG0002948	DANRE34886	ORYLA04220
OG0002949	DANRE09990	ORYLA05800
OG0002952	DANRE20237	ORYLA04612
OG0002953	DANRE01657, DANRE01656	ORYLA13902
OG0002954	DANRE38940, DANRE25783	ORYLA12023
OG0002954	DANRE12555, DANRE12556	ORYLA15359
OG0002954	DANRE31083	ORYLA11199
OG0002955	DANRE05511	ORYLA10112
OG0002956	DANRE21694, DANRE21695	ORYLA13006
OG0002956	DANRE28355, DANRE28354	ORYLA06858
OG0002957	DANRE42141, DANRE42142, DANRE42144, DANRE42143	ORYLA09640
OG0002959	DANRE11651, DANRE18133, DANRE18132, DANRE18135, DANRE18134	ORYLA11532
OG0002959	DANRE11880	ORYLA10475
OG0002960	DANRE14553	ORYLA01661, ORYLA05586
OG0002961	DANRE24668, DANRE24669	ORYLA11825
OG0002962	DANRE03998	ORYLA19692
OG0002962	DANRE03654, DANRE03656, DANRE30303, DANRE30302	ORYLA16540
OG0002964	DANRE29981	ORYLA17126
OG0002965	DANRE04577, DANRE04579, DANRE04581, DANRE04580, DANRE04576, DANRE04578	ORYLA05185
OG0002965	DANRE04582	ORYLA05184
OG0002967	DANRE08054, DANRE08053, DANRE08052	ORYLA03303
OG0002967	DANRE34156	ORYLA04206
OG0002968	DANRE13696	ORYLA02038
OG0002969	DANRE03329, DANRE03330	ORYLA07908
OG0002971	DANRE10191, DANRE10190	ORYLA20367
OG0002971	DANRE10064	ORYLA05979
OG0002971	DANRE10229	ORYLA05520
OG0002973	DANRE43269	ORYLA14521
OG0002973	DANRE31423, DANRE31422	ORYLA18854
OG0002974	DANRE10580, DANRE10579, DANRE10581	ORYLA05639
OG0002974	DANRE38604	ORYLA12657
OG0002976	DANRE34839, DANRE34841, DANRE34840	ORYLA17659
OG0002977	DANRE08323, DANRE08322	ORYLA03469
OG0002978	DANRE35229, DANRE35228, DANRE07269	ORYLA01067
OG0002978	DANRE18661	ORYLA11348
OG0002978	DANRE12048	ORYLA10261
OG0002979	DANRE02536	ORYLA09415, ORYLA08555
OG0002981	DANRE27435, DANRE27434, DANRE27436	ORYLA08734
OG0002982	DANRE43008, DANRE43009	ORYLA05260
OG0002983	DANRE04558	ORYLA05176
OG0002983	DANRE35676, DANRE36478	ORYLA13535
OG0002984	DANRE09046	ORYLA05793
OG0002985	DANRE28806	ORYLA16699
OG0002985	DANRE21915	ORYLA00625
OG0002986	DANRE40518, DANRE40519	ORYLA15829
OG0002986	DANRE36833	ORYLA13959
OG0002986	DANRE12782, DANRE12783	ORYLA20331
OG0002987	DANRE23368	ORYLA15486
OG0002987	DANRE06719	ORYLA01526
OG0002987	DANRE06509	ORYLA00907
OG0002989	DANRE22802, DANRE22801, DANRE22258	ORYLA15869
OG0002991	DANRE04634, DANRE04633, DANRE04635	ORYLA04672
OG0002992	DANRE38774, DANRE38775, DANRE38773	ORYLA09196
OG0002992	DANRE23142	ORYLA15747
OG0002994	DANRE09752, DANRE14545	ORYLA02194
OG0002996	DANRE12407	ORYLA15037
OG0002996	DANRE22403, DANRE22404	ORYLA15923
OG0002996	DANRE02484, DANRE02485	ORYLA14260
OG0002997	DANRE26807, DANRE26806, DANRE26808	ORYLA06949
OG0002998	DANRE25591	ORYLA14765
OG0002998	DANRE40334	ORYLA16031
OG0003000	DANRE12150, DANRE12151, DANRE12148, DANRE12149	ORYLA12203
OG0003001	DANRE27015, DANRE27016	ORYLA09162
OG0003001	DANRE35538	ORYLA06603
OG0003002	DANRE35876	ORYLA08507
OG0003002	DANRE41576, DANRE41575	ORYLA09760
OG0003003	DANRE10097, DANRE10096	ORYLA19741
OG0003003	DANRE14195	ORYLA02206
OG0003003	DANRE18308	ORYLA11693
OG0003004	DANRE11793, DANRE11792	ORYLA10597
OG0003004	DANRE19678, DANRE13171	ORYLA03379
OG0003005	DANRE05976, DANRE05975	ORYLA05246
OG0003006	DANRE30148, DANRE24720, DANRE30149, DANRE24721, DANRE30147	ORYLA16962
OG0003007	DANRE39995	ORYLA13640
OG0003007	DANRE35426	ORYLA00272
OG0003008	DANRE26502, DANRE26501	ORYLA06672
OG0003008	DANRE36457, DANRE36456, DANRE36455	ORYLA13325
OG0003009	DANRE09247, DANRE13822, DANRE13823	ORYLA01927
OG0003009	DANRE09791, DANRE09790	ORYLA05918
OG0003009	DANRE27983	ORYLA06229
OG0003010	DANRE03320	ORYLA08264
OG0003011	DANRE35624, DANRE35625, DANRE28716	ORYLA00062, ORYLA17088
OG0003012	DANRE02194	ORYLA13725
OG0003013	DANRE42634	ORYLA09697
OG0003013	DANRE09494, DANRE09495	ORYLA05595
OG0003014	DANRE18904, DANRE18903	ORYLA11816
OG0003014	DANRE11632, DANRE11631	ORYLA12535
OG0003016	DANRE15754	ORYLA00344
OG0003016	DANRE07659, DANRE07660	ORYLA19566
OG0003017	DANRE10652	ORYLA05397
OG0003017	DANRE14386	ORYLA19080
OG0003018	DANRE20107	ORYLA04241, ORYLA03378
OG0003019	DANRE17944	ORYLA11447
OG0003021	DANRE03715	ORYLA07431
OG0003022	DANRE06629, DANRE06630	ORYLA00947
OG0003023	DANRE07888	ORYLA03235
OG0003023	DANRE00144	ORYLA02285
OG0003023	DANRE39454	ORYLA17780
OG0003024	DANRE10956, DANRE10955, DANRE10957, DANRE10954	ORYLA12540
OG0003025	DANRE40022, DANRE28911, DANRE28912, DANRE28914, DANRE28913	ORYLA16836
OG0003025	DANRE27235, DANRE27234, DANRE27233	ORYLA06771
OG0003026	DANRE02962, DANRE02961, DANRE02966, DANRE02965, DANRE02964, DANRE02963	ORYLA00734
OG0003027	DANRE39832	ORYLA17665
OG0003027	DANRE25253, DANRE25255, DANRE25254	ORYLA15116
OG0003028	DANRE14929, DANRE14927	ORYLA02137
OG0003029	DANRE14128	ORYLA02221
OG0003029	DANRE12524	ORYLA15312
OG0003030	DANRE17646, DANRE17647	ORYLA12869, ORYLA12868
OG0003030	DANRE17166	ORYLA00872
OG0003030	DANRE30218	ORYLA16608
OG0003031	DANRE29907, DANRE29909, DANRE29910	ORYLA16489
OG0003031	DANRE24162, DANRE24161, DANRE24164	ORYLA08839
OG0003032	DANRE06502	ORYLA01141
OG0003032	DANRE04189	ORYLA08340
OG0003033	DANRE15199	ORYLA09580
OG0003034	DANRE16812, DANRE16811, DANRE16814, DANRE16815, DANRE16813	ORYLA00457
OG0003034	DANRE19735, DANRE19736, DANRE19739, DANRE19738, DANRE19737	ORYLA04562, ORYLA04561
OG0003035	DANRE21581, DANRE21582	ORYLA12815
OG0003035	DANRE34776	ORYLA17690
OG0003036	DANRE28031	ORYLA06888
OG0003036	DANRE21834	ORYLA13097
OG0003037	DANRE35225	ORYLA17542
OG0003038	DANRE08049, DANRE08047	ORYLA03300
OG0003038	DANRE10299, DANRE10300	ORYLA05385
OG0003039	DANRE12904	ORYLA12596, ORYLA14963
OG0003039	DANRE34825, DANRE34826	ORYLA17391, ORYLA17390
OG0003039	DANRE00129	ORYLA02299
OG0003040	DANRE37975	ORYLA07281, ORYLA07280
OG0003041	DANRE10564, DANRE10563, DANRE10565	ORYLA05365
OG0003042	DANRE41500, DANRE41501	ORYLA09859
OG0003043	DANRE17899	ORYLA13460
OG0003044	DANRE35015	ORYLA04573
OG0003046	DANRE25428	ORYLA15260
OG0003046	DANRE28175	ORYLA06310
OG0003048	DANRE25331, DANRE25330, DANRE25329	ORYLA15156
OG0003049	DANRE39565	ORYLA17432
OG0003049	DANRE36440	ORYLA12852
OG0003049	DANRE26464, DANRE26462, DANRE26463	ORYLA06667
OG0003050	DANRE16020, DANRE16022	ORYLA00454
OG0003050	DANRE43079	ORYLA19968
OG0003051	DANRE07546	ORYLA03600
OG0003051	DANRE42090, DANRE42091	ORYLA09446
OG0003052	DANRE16627, DANRE16629, DANRE16628	ORYLA19777
OG0003053	DANRE00436, DANRE00433, DANRE00434, DANRE00437, DANRE00435	ORYLA02834
OG0003054	DANRE15239, DANRE15238, DANRE15240	ORYLA12266
OG0003054	DANRE42471	ORYLA09573
OG0003055	DANRE28317	ORYLA07154
OG0003055	DANRE20958, DANRE20959, DANRE20960	ORYLA12922
OG0003055	DANRE40002	ORYLA13644
OG0003056	DANRE12162, DANRE12163, DANRE12164	ORYLA08794
OG0003057	DANRE08967	ORYLA03418
OG0003057	DANRE18180, DANRE18179, DANRE18178	ORYLA11578
OG0003058	DANRE17348	ORYLA11963
OG0003058	DANRE24903	ORYLA20118
OG0003059	DANRE16710	ORYLA00217
OG0003059	DANRE11335, DANRE11333, DANRE11334	ORYLA04759
OG0003060	DANRE30122	ORYLA16613
OG0003060	DANRE26566	ORYLA06282
OG0003060	DANRE20937	ORYLA13094
OG0003061	DANRE05257	ORYLA04715
OG0003061	DANRE35570	ORYLA00772
OG0003061	DANRE11148, DANRE11147, DANRE11149	ORYLA10167
OG0003061	DANRE17428	ORYLA11382
OG0003062	DANRE26319, DANRE26318, DANRE26317	ORYLA06980
OG0003062	DANRE12172	ORYLA12667
OG0003063	DANRE30955, DANRE30954	ORYLA10950
OG0003064	DANRE01811	ORYLA13156
OG0003065	DANRE09785, DANRE09786, DANRE09784	ORYLA05920
OG0003065	DANRE14089, DANRE14090	ORYLA02018
OG0003066	DANRE25448	ORYLA15142
OG0003066	DANRE31281	ORYLA11126
OG0003067	DANRE16384, DANRE16383	ORYLA00413
OG0003067	DANRE05228, DANRE05227, DANRE05229, DANRE16643, DANRE16644, DANRE41232, DANRE41233	ORYLA17416
OG0003069	DANRE13564	ORYLA13162
OG0003070	DANRE39410	ORYLA07340
OG0003070	DANRE41194	ORYLA17867
OG0003070	DANRE04436	ORYLA05008
OG0003070	DANRE03233	ORYLA07876
OG0003071	DANRE06371, DANRE06372, DANRE42880, DANRE19934, DANRE07027, DANRE15755	ORYLA01342
OG0003072	DANRE21203, DANRE21204	ORYLA13683
OG0003072	DANRE30787, DANRE30788	ORYLA10914
OG0003073	DANRE00917	ORYLA04415
OG0003073	DANRE36055, DANRE36054, DANRE36053	ORYLA14154
OG0003074	DANRE40534	ORYLA16081
OG0003074	DANRE14153, DANRE14152	ORYLA01721
OG0003074	DANRE09218, DANRE09217, DANRE09216	ORYLA05339
OG0003075	DANRE24279	ORYLA09107
OG0003077	DANRE30068, DANRE30069	ORYLA16520
OG0003077	DANRE30345, DANRE30346	ORYLA16743
OG0003079	DANRE19386	ORYLA14096
OG0003079	DANRE28143	ORYLA06851
OG0003079	DANRE21756	ORYLA13613
OG0003080	DANRE06522, DANRE06523	ORYLA01374
OG0003080	DANRE15345	ORYLA08723
OG0003080	DANRE43017	ORYLA08724
OG0003080	DANRE06526	ORYLA01371
OG0003080	DANRE12213	ORYLA03630
OG0003080	DANRE27631	ORYLA10313
OG0003084	DANRE07763, DANRE07764	ORYLA03661, ORYLA03660
OG0003086	DANRE36754	ORYLA13810
OG0003086	DANRE04961, DANRE04960	ORYLA08071
OG0003089	DANRE15398, DANRE15399, DANRE15397, DANRE15400, DANRE15401	ORYLA14073
OG0003089	DANRE42381, DANRE42382, DANRE42384, DANRE42383, DANRE42380, DANRE42379	ORYLA13491
OG0003090	DANRE20119, DANRE20122, DANRE20120, DANRE20121	ORYLA19422
OG0003090	DANRE35914, DANRE35915, DANRE41529	ORYLA09568
OG0003091	DANRE20352, DANRE20347, DANRE20346, DANRE20348, DANRE20350, DANRE20349, DANRE20351, DANRE20366, DANRE20357, DANRE20365, DANRE20367, DANRE20368, DANRE20370, DANRE20372, DANRE20371, DANRE20369, DANRE20360, DANRE20362, DANRE20361, DANRE20364, DANRE20363, DANRE20359, DANRE20358, DANRE20355, DANRE20356	ORYLA04470, ORYLA04471
OG0003091	DANRE20345	ORYLA04464, ORYLA04467, ORYLA04473, ORYLA04472
OG0003101	DANRE11473	ORYLA10329
OG0003101	DANRE24368	ORYLA09097
OG0003101	DANRE40300	ORYLA16063, ORYLA15863
OG0003103	DANRE13616	ORYLA01778
OG0003104	DANRE34200	ORYLA02871
OG0003104	DANRE36452, DANRE36450, DANRE36451	ORYLA13475
OG0003105	DANRE06202, DANRE06203, DANRE06204	ORYLA01500
OG0003106	DANRE12715	ORYLA14898
OG0003107	DANRE12324	ORYLA15014
OG0003107	DANRE39342	ORYLA12389
OG0003108	DANRE25882	ORYLA11282
OG0003108	DANRE25879, DANRE25880	ORYLA15369
OG0003110	DANRE42418, DANRE42417	ORYLA09478
OG0003111	DANRE24570, DANRE35647, DANRE35648, DANRE35646	ORYLA00857
OG0003112	DANRE04574, DANRE04573	ORYLA05183
OG0003113	DANRE18781, DANRE18782, DANRE11714	ORYLA10065
OG0003114	DANRE39250	ORYLA07363
OG0003115	DANRE43104	ORYLA06857
OG0003115	DANRE33395	ORYLA17487
OG0003116	DANRE02637, DANRE02636, DANRE07107	ORYLA20434
OG0003118	DANRE23397	ORYLA16184
OG0003118	DANRE42064	ORYLA10022
OG0003118	DANRE21364, DANRE21362, DANRE21363	ORYLA08702
OG0003119	DANRE33891, DANRE24253	ORYLA04168
OG0003120	DANRE03267	ORYLA19924
OG0003121	DANRE12731	ORYLA14892
OG0003121	DANRE28362, DANRE21700	ORYLA13008
