Orthogroup	DANRE	AMPFI_ok
OG0002979	DANRE30626, DANRE30628, DANRE30627, DANRE11344	AMPFI_09921
OG0002981	DANRE27435, DANRE27434, DANRE27436	AMPFI_19892
OG0002982	DANRE43008, DANRE43009	AMPFI_02827
OG0002983	DANRE04558, DANRE35676, DANRE36478	AMPFI_14269
OG0002984	DANRE09046	AMPFI_07036
OG0002985	DANRE28806, DANRE21915	AMPFI_17949
OG0002986	DANRE40518, DANRE40519, DANRE36833, DANRE12782, DANRE12783	AMPFI_23973, AMPFI_17447, AMPFI_24866
OG0002987	DANRE23368, DANRE06719	AMPFI_13529
OG0002988	DANRE35776, DANRE41716	AMPFI_12185
OG0002989	DANRE22802, DANRE22801, DANRE22258	AMPFI_07541
OG0002990	DANRE20457, DANRE20456	AMPFI_17712
OG0002992	DANRE38774, DANRE38775, DANRE38773, DANRE23142	AMPFI_21162
OG0002994	DANRE09752, DANRE14545	AMPFI_24153
OG0002996	DANRE12407, DANRE22403, DANRE22404, DANRE02484, DANRE02485	AMPFI_00900
OG0002998	DANRE25591, DANRE40334	AMPFI_15937
OG0003001	DANRE24877, DANRE27015, DANRE27016	AMPFI_06603
OG0003002	DANRE35876, DANRE41576, DANRE41575	AMPFI_16659
OG0003003	DANRE10097, DANRE10096, DANRE14195, DANRE18308	AMPFI_06580
OG0003004	DANRE11793, DANRE11792, DANRE19678, DANRE13171	AMPFI_06638
OG0003005	DANRE05976, DANRE05975	AMPFI_04141, AMPFI_25494
OG0003006	DANRE30148, DANRE24720, DANRE30149, DANRE24721, DANRE30147	AMPFI_24175
OG0003007	DANRE39995, DANRE15988, DANRE35426	AMPFI_08137
OG0003008	DANRE34300, DANRE34301, DANRE26502, DANRE26501, DANRE36457, DANRE36456, DANRE36455	AMPFI_17468
OG0003009	DANRE09247, DANRE13822, DANRE13823, DANRE09791, DANRE09790, DANRE27983	AMPFI_16716, AMPFI_01436
OG0003010	DANRE03320	AMPFI_05162
OG0003011	DANRE35624, DANRE35625, DANRE28716, DANRE15480, DANRE15481, DANRE15482	AMPFI_10396, AMPFI_10397, AMPFI_24907
OG0003012	DANRE02194, DANRE41182, DANRE01474, DANRE01475	AMPFI_19750
OG0003013	DANRE42634, DANRE09494, DANRE09495	AMPFI_21222
OG0003014	DANRE18904, DANRE18903, DANRE11632, DANRE11631	AMPFI_03270
OG0003016	DANRE15754, DANRE07659, DANRE07660	AMPFI_01985, AMPFI_21862
OG0003017	DANRE14386	AMPFI_05503, AMPFI_14328
OG0003018	DANRE20107	AMPFI_00574
OG0003019	DANRE17944	AMPFI_03647
OG0003021	DANRE03715	AMPFI_15897
OG0003022	DANRE06629, DANRE06630	AMPFI_05254
OG0003023	DANRE07888, DANRE00144, DANRE39454	AMPFI_02293
OG0003024	DANRE10956, DANRE10955, DANRE10957, DANRE10954, DANRE18319	AMPFI_06872
OG0003025	DANRE40022, DANRE28911, DANRE28912, DANRE28914, DANRE28913, DANRE27235, DANRE27234, DANRE27233	AMPFI_18961
OG0003026	DANRE02962, DANRE02961, DANRE02966, DANRE02965, DANRE02964, DANRE02963	AMPFI_09871
OG0003027	DANRE39832, DANRE25253, DANRE25255, DANRE25254	AMPFI_03279
OG0003028	DANRE14928, DANRE14929, DANRE14927	AMPFI_20635
OG0003029	DANRE14128, DANRE12524	AMPFI_10314
OG0003030	DANRE17646, DANRE17647, DANRE17166, DANRE30218	AMPFI_09536
OG0003031	DANRE29907, DANRE29909, DANRE29910, DANRE24162, DANRE24161, DANRE24164	AMPFI_16204
OG0003033	DANRE15199	AMPFI_17482
OG0003034	DANRE16812, DANRE16811, DANRE16814, DANRE16815, DANRE16813	AMPFI_07400
OG0003035	DANRE21581, DANRE21582, DANRE34776	AMPFI_10841
OG0003036	DANRE28031, DANRE21834	AMPFI_21230, AMPFI_06381
OG0003037	DANRE35225	AMPFI_21315, AMPFI_14720
OG0003038	DANRE08049, DANRE08047, DANRE00008, DANRE10299, DANRE10300	AMPFI_00219
OG0003040	DANRE37975	AMPFI_23093
OG0003041	DANRE10564, DANRE10563, DANRE10565, DANRE10566	AMPFI_25734
OG0003042	DANRE41500, DANRE41501	AMPFI_08345
OG0003043	DANRE17899	AMPFI_18326
OG0003044	DANRE35015	AMPFI_04020, AMPFI_18286, AMPFI_20130
OG0003045	DANRE40089	AMPFI_07217
OG0003045	DANRE07636	AMPFI_13291
OG0003046	DANRE25428, DANRE28175	AMPFI_18791
OG0003048	DANRE25331, DANRE25330, DANRE25329, DANRE28173, DANRE28172, DANRE28174	AMPFI_03382
OG0003049	DANRE39565, DANRE36440, DANRE26464, DANRE26462, DANRE26463	AMPFI_20646, AMPFI_19686
OG0003051	DANRE07546, DANRE42090, DANRE42091	AMPFI_17401, AMPFI_05774
OG0003052	DANRE16627, DANRE16629, DANRE16628	AMPFI_08673
OG0003053	DANRE00436, DANRE00433, DANRE00434, DANRE00437, DANRE00435	AMPFI_17366
OG0003054	DANRE15239, DANRE15238, DANRE15240, DANRE42471, DANRE15241	AMPFI_22668
OG0003055	DANRE28317, DANRE20958, DANRE20959, DANRE20960, DANRE40002	AMPFI_11766, AMPFI_11765
OG0003057	DANRE08967, DANRE18180, DANRE18179, DANRE18178	AMPFI_14919
OG0003058	DANRE17348, DANRE24903	AMPFI_06004
OG0003059	DANRE16710, DANRE11335, DANRE11333, DANRE11334	AMPFI_15093
OG0003060	DANRE30122, DANRE26566, DANRE20937	AMPFI_01289
OG0003062	DANRE26319, DANRE26318, DANRE26317, DANRE12172	AMPFI_05505
OG0003063	DANRE30956, DANRE30955, DANRE30954, DANRE25886, DANRE25887	AMPFI_19748
OG0003065	DANRE09785, DANRE09786, DANRE09784, DANRE14089, DANRE14090	AMPFI_15613
OG0003066	DANRE25448, DANRE31281	AMPFI_04842
OG0003067	DANRE05228, DANRE05227, DANRE05229, DANRE16643, DANRE16644, DANRE41232, DANRE41233	AMPFI_00869
OG0003069	DANRE13563, DANRE09930, DANRE13564	AMPFI_01696, AMPFI_01610
OG0003070	DANRE39410, DANRE16309, DANRE41194, DANRE04436, DANRE03233, DANRE03234	AMPFI_03671
OG0003071	DANRE06371, DANRE06372, DANRE42880, DANRE19934, DANRE07027, DANRE15755	AMPFI_04750
OG0003072	DANRE21203, DANRE21204, DANRE30787, DANRE30788	AMPFI_06677
OG0003073	DANRE00917	AMPFI_22163
OG0003073	DANRE36055, DANRE36054, DANRE36053	AMPFI_07918
OG0003074	DANRE40534, DANRE14153, DANRE14152, DANRE09218, DANRE09217, DANRE09216	AMPFI_10857
OG0003075	DANRE24279	AMPFI_17754, AMPFI_11341
OG0003077	DANRE30068, DANRE30069, DANRE30345, DANRE30346	AMPFI_17607
OG0003078	DANRE02904	AMPFI_19761
OG0003079	DANRE21757, DANRE19386, DANRE28143, DANRE21756	AMPFI_20005
OG0003080	DANRE06522, DANRE06523, DANRE15345, DANRE43017, DANRE42865, DANRE06526, DANRE12213, DANRE27631	AMPFI_21435
OG0003101	DANRE11473, DANRE24368, DANRE40300	AMPFI_08193
OG0003104	DANRE34200, DANRE36452, DANRE36450, DANRE36451	AMPFI_15625
OG0003105	DANRE06202, DANRE06203, DANRE06204	AMPFI_14075, AMPFI_15981
OG0003107	DANRE12324, DANRE39342	AMPFI_06817
OG0003108	DANRE25882, DANRE25879, DANRE25880	AMPFI_12830
OG0003110	DANRE42418, DANRE42417	AMPFI_05396
OG0003111	DANRE24570, DANRE35647, DANRE35648, DANRE35646	AMPFI_13874
OG0003112	DANRE04574, DANRE04573, DANRE04575	AMPFI_09342, AMPFI_10797
OG0003113	DANRE18781, DANRE18782, DANRE11714	AMPFI_10115
OG0003114	DANRE39250, DANRE39249, DANRE19962	AMPFI_08644
OG0003115	DANRE43104, DANRE37595, DANRE37596, DANRE33395, DANRE10457	AMPFI_12376
OG0003116	DANRE02637, DANRE02636, DANRE07107	AMPFI_07231
OG0003118	DANRE23397, DANRE42064, DANRE21364, DANRE21362, DANRE21363	AMPFI_05302
OG0003120	DANRE03267	AMPFI_02893
OG0003121	DANRE12731, DANRE28362, DANRE21700	AMPFI_05935
OG0003122	DANRE11723, DANRE11724	AMPFI_07060
OG0003122	DANRE30751	AMPFI_18355
OG0003123	DANRE09106, DANRE14297, DANRE12710	AMPFI_23842
OG0003124	DANRE19479, DANRE19478	AMPFI_09122
OG0003125	DANRE27728, DANRE27726, DANRE27727	AMPFI_24478
OG0003127	DANRE05629	AMPFI_12664
OG0003128	DANRE16305	AMPFI_03704
OG0003130	DANRE08300, DANRE08301, DANRE08299	AMPFI_14227
OG0003131	DANRE39602, DANRE39603	AMPFI_03461
OG0003132	DANRE15060, DANRE15061	AMPFI_20089
OG0003133	DANRE12809, DANRE12810, DANRE12808	AMPFI_15824, AMPFI_15823, AMPFI_07281
OG0003135	DANRE08191	AMPFI_07186
OG0003136	DANRE35065, DANRE12101, DANRE11278	AMPFI_10904
OG0003137	DANRE26190	AMPFI_22046, AMPFI_15935, AMPFI_18922
OG0003140	DANRE39516, DANRE24971, DANRE24972, DANRE24970, DANRE39086	AMPFI_24399
OG0003141	DANRE20615, DANRE14046, DANRE14045	AMPFI_11907
OG0003142	DANRE34782, DANRE34781, DANRE14504, DANRE14505, DANRE10324, DANRE10323	AMPFI_05828
OG0003143	DANRE14551, DANRE14550, DANRE09886	AMPFI_15571
OG0003144	DANRE00783, DANRE00782, DANRE00786, DANRE00785	AMPFI_06226
OG0003145	DANRE36307, DANRE36308, DANRE26624	AMPFI_00786, AMPFI_00787
OG0003146	DANRE17747, DANRE17748	AMPFI_23986
OG0003147	DANRE06463, DANRE06464	AMPFI_17466
OG0003148	DANRE18741, DANRE18742, DANRE09008, DANRE09007, DANRE00993	AMPFI_04210
OG0003150	DANRE06878, DANRE06879, DANRE42088	AMPFI_11497
OG0003153	DANRE36866, DANRE36864	AMPFI_03883
OG0003154	DANRE26477	AMPFI_15942
OG0003157	DANRE19807	AMPFI_06068, AMPFI_24828
OG0003158	DANRE42210, DANRE23852, DANRE23851, DANRE23850, DANRE23849	AMPFI_15277
OG0003159	DANRE00330, DANRE39548, DANRE05243	AMPFI_14863
OG0003160	DANRE05430, DANRE03119, DANRE03120, DANRE03118, DANRE03117	AMPFI_09161
OG0003161	DANRE18063, DANRE18059, DANRE18061, DANRE18060, DANRE18062	AMPFI_17564
OG0003162	DANRE17764, DANRE05683, DANRE08820	AMPFI_13113
OG0003163	DANRE40155, DANRE40154, DANRE25816, DANRE25817	AMPFI_17039
OG0003164	DANRE06387, DANRE06389, DANRE06388, DANRE15695, DANRE15696, DANRE15697	AMPFI_11016
OG0003165	DANRE11655, DANRE11657, DANRE11654, DANRE11656, DANRE05525	AMPFI_06521
OG0003166	DANRE16104, DANRE16105	AMPFI_19039
OG0003167	DANRE03155, DANRE29368, DANRE29367, DANRE07936, DANRE07935	AMPFI_17956
OG0003168	DANRE29309, DANRE15435, DANRE15436, DANRE15437	AMPFI_03578
OG0003171	DANRE26972, DANRE26973, DANRE18285, DANRE18286, DANRE18287	AMPFI_11830
OG0003172	DANRE42756	AMPFI_08998
OG0003173	DANRE16306, DANRE16307	AMPFI_11484
OG0003174	DANRE06246, DANRE06247, DANRE06245	AMPFI_17590
OG0003175	DANRE10507, DANRE42689, DANRE14253	AMPFI_09988
OG0003176	DANRE13495, DANRE13496	AMPFI_23239, AMPFI_17575, AMPFI_02070, AMPFI_18132, AMPFI_09902, AMPFI_00821
OG0003177	DANRE16368, DANRE16367	AMPFI_02148
OG0003178	DANRE08964, DANRE11055	AMPFI_21542
OG0003180	DANRE07584, DANRE19907, DANRE34980, DANRE39646, DANRE39645, DANRE39647, DANRE39648	AMPFI_17000
OG0003181	DANRE29811, DANRE29810, DANRE36146, DANRE36147, DANRE36145, DANRE36148	AMPFI_05848
OG0003182	DANRE28251	AMPFI_06707
OG0003183	DANRE23349, DANRE14974, DANRE14975, DANRE14973, DANRE42556, DANRE42557	AMPFI_05467
OG0003184	DANRE08170, DANRE08169, DANRE39240	AMPFI_23894
OG0003185	DANRE31277, DANRE39287, DANRE31275, DANRE31276, DANRE31274	AMPFI_16164
OG0003188	DANRE00343, DANRE25991, DANRE38344, DANRE34574	AMPFI_13872
OG0003189	DANRE00005, DANRE00004	AMPFI_11974
OG0003190	DANRE15815	AMPFI_13799
OG0003191	DANRE35621, DANRE35620, DANRE23032, DANRE23033	AMPFI_23926
OG0003193	DANRE16196, DANRE16197, DANRE41842, DANRE16198	AMPFI_08357
OG0003195	DANRE30347, DANRE30348, DANRE30351, DANRE30349, DANRE30350	AMPFI_08565
OG0003196	DANRE10235	AMPFI_23755
OG0003200	DANRE04616, DANRE04615	AMPFI_11226, AMPFI_08232
OG0003201	DANRE30707	AMPFI_06330
OG0003202	DANRE25272, DANRE00416, DANRE00417	AMPFI_12487
OG0003203	DANRE14965, DANRE13754	AMPFI_08213
OG0003204	DANRE29886, DANRE29888, DANRE29887, DANRE04013, DANRE04010, DANRE04012, DANRE04011	AMPFI_10237
OG0003205	DANRE21604, DANRE21605, DANRE00356, DANRE00357, DANRE34571, DANRE34572, DANRE34573	AMPFI_00728
OG0003206	DANRE28861	AMPFI_16692, AMPFI_25733
OG0003207	DANRE36071, DANRE30681	AMPFI_20327
OG0003208	DANRE40086	AMPFI_10645
OG0003210	DANRE19116, DANRE19117, DANRE40210, DANRE26478	AMPFI_24764
OG0003212	DANRE39811, DANRE39812, DANRE31617, DANRE31616	AMPFI_00027
OG0003213	DANRE26968, DANRE26967	AMPFI_04022
OG0003214	DANRE41512	AMPFI_06762
OG0003215	DANRE02939, DANRE02937, DANRE02938, DANRE11053, DANRE11054, DANRE11051, DANRE11052	AMPFI_14832
OG0003217	DANRE01890, DANRE19010	AMPFI_25160, AMPFI_23505
OG0003218	DANRE20503, DANRE20504	AMPFI_26015
OG0003219	DANRE15939, DANRE15938, DANRE15940	AMPFI_06216
OG0003220	DANRE14233, DANRE10112	AMPFI_12091
OG0003221	DANRE15085, DANRE15029, DANRE15030	AMPFI_11291
OG0003222	DANRE39352, DANRE12322, DANRE24319	AMPFI_03429
OG0003223	DANRE22864, DANRE22860, DANRE22861, DANRE22862, DANRE22863	AMPFI_04078
OG0003224	DANRE21388, DANRE21387, DANRE42645, DANRE01731	AMPFI_21120
OG0003225	DANRE00960	AMPFI_05427
OG0003226	DANRE38654	AMPFI_01909
OG0003228	DANRE17723, DANRE17725, DANRE17724, DANRE17726	AMPFI_18339
OG0003229	DANRE00332	AMPFI_09992
OG0003230	DANRE04385	AMPFI_01229
OG0003231	DANRE02077, DANRE02078, DANRE02079, DANRE02076	AMPFI_01710
OG0003232	DANRE18030, DANRE11764, DANRE04528, DANRE04092, DANRE35235, DANRE07262	AMPFI_02064
OG0003234	DANRE06014	AMPFI_08950
OG0003235	DANRE22427, DANRE22430, DANRE22429	AMPFI_16999
OG0003237	DANRE00737, DANRE00738, DANRE38983, DANRE26541, DANRE26540, DANRE23879	AMPFI_17126
OG0003238	DANRE12306, DANRE12307	AMPFI_19473
OG0003239	DANRE12438, DANRE12437	AMPFI_23826
OG0003250	DANRE17729, DANRE22519, DANRE22517, DANRE22518	AMPFI_12226
OG0003251	DANRE14601, DANRE38610	AMPFI_06867
OG0003252	DANRE18828, DANRE11674, DANRE11673, DANRE11671, DANRE11675, DANRE11672, DANRE18829, DANRE18830	AMPFI_15271
OG0003254	DANRE06282, DANRE19948, DANRE19947	AMPFI_09205
OG0003255	DANRE14794	AMPFI_01643
OG0003258	DANRE22153, DANRE22152	AMPFI_20884
OG0003259	DANRE41234	AMPFI_05569
OG0003260	DANRE40161, DANRE40160, DANRE00185, DANRE00186, DANRE00187, DANRE00183, DANRE00184	AMPFI_10832
OG0003261	DANRE26659, DANRE08635, DANRE08637, DANRE08636	AMPFI_21592
OG0003262	DANRE39652, DANRE39651, DANRE33302, DANRE33303, DANRE33301, DANRE39650, DANRE39654, DANRE42985	AMPFI_21245
OG0003263	DANRE09441, DANRE09439, DANRE09440	AMPFI_13017
OG0003264	DANRE23955, DANRE04459, DANRE24677	AMPFI_17248
OG0003265	DANRE02228, DANRE02229, DANRE31541, DANRE31542, DANRE31540	AMPFI_11217
OG0003266	DANRE01238, DANRE01236, DANRE01237, DANRE19820, DANRE19821	AMPFI_04526
OG0003267	DANRE03537	AMPFI_05887
OG0003268	DANRE14424	AMPFI_11156
OG0003269	DANRE03374, DANRE30416, DANRE30418, DANRE30419, DANRE30420, DANRE30417	AMPFI_21059
OG0003270	DANRE26120, DANRE09021	AMPFI_13601, AMPFI_02798
OG0003271	DANRE25960	AMPFI_10331
OG0003272	DANRE20194, DANRE20196, DANRE20195, DANRE20193, DANRE23622, DANRE23621	AMPFI_03849
OG0003272	DANRE23623	AMPFI_13345
OG0003273	DANRE14068, DANRE14069, DANRE19959	AMPFI_02700
OG0003275	DANRE03448, DANRE37102, DANRE37101	AMPFI_03094
OG0003277	DANRE40517, DANRE40516, DANRE36836	AMPFI_09116
OG0003278	DANRE11535, DANRE11534	AMPFI_01180
OG0003279	DANRE06174	AMPFI_24970
OG0003280	DANRE08669, DANRE08670	AMPFI_01494, AMPFI_20052, AMPFI_21525, AMPFI_02246
OG0003282	DANRE06254, DANRE20076, DANRE20077, DANRE06251, DANRE06253, DANRE06252, DANRE06250	AMPFI_21088
OG0003283	DANRE30683	AMPFI_00946
OG0003286	DANRE30520	AMPFI_03014
OG0003287	DANRE22777, DANRE18646	AMPFI_05397
OG0003288	DANRE06393, DANRE06392, DANRE06391	AMPFI_06784
OG0003290	DANRE27117, DANRE27116, DANRE37909	AMPFI_06287
OG0003291	DANRE20382	AMPFI_05291
OG0003292	DANRE06850	AMPFI_13401
OG0003293	DANRE01751	AMPFI_18756
OG0003294	DANRE17929, DANRE17930	AMPFI_24752
OG0003295	DANRE03306, DANRE03307, DANRE20248, DANRE20249	AMPFI_06218
OG0003296	DANRE00126, DANRE33544, DANRE33545, DANRE33543	AMPFI_24005
OG0003297	DANRE30439, DANRE30438	AMPFI_15955
OG0003298	DANRE06755, DANRE06756, DANRE06754	AMPFI_11593
OG0003299	DANRE36340	AMPFI_24703
OG0003301	DANRE08019, DANRE08017, DANRE00994, DANRE05125	AMPFI_14530
OG0003303	DANRE04326, DANRE04325, DANRE04327	AMPFI_23138
OG0003303	DANRE28350	AMPFI_03102
OG0003305	DANRE19351, DANRE19350, DANRE19352, DANRE19348, DANRE19349, DANRE34110, DANRE34111	AMPFI_11439
OG0003306	DANRE43404, DANRE43405	AMPFI_11119
OG0003307	DANRE16254, DANRE06704, DANRE06703, DANRE06702, DANRE06701	AMPFI_12766
OG0003309	DANRE23796	AMPFI_23599
OG0003311	DANRE33784, DANRE24297, DANRE24298, DANRE43051, DANRE43050, DANRE43048, DANRE43049	AMPFI_10759
OG0003312	DANRE39881, DANRE39880, DANRE39882	AMPFI_13454
OG0003313	DANRE22521	AMPFI_00098
OG0003314	DANRE33781, DANRE15776, DANRE15775, DANRE17815	AMPFI_19884, AMPFI_22350
OG0003315	DANRE10619	AMPFI_23992, AMPFI_00069
OG0003316	DANRE26440, DANRE26441	AMPFI_14046
OG0003317	DANRE35985, DANRE35986	AMPFI_09168
OG0003318	DANRE25493, DANRE22611, DANRE23177, DANRE22612	AMPFI_08330
OG0003319	DANRE23237, DANRE22506, DANRE24646, DANRE24645, DANRE24644	AMPFI_25746
OG0003320	DANRE41193	AMPFI_13174
OG0003321	DANRE02460, DANRE09838, DANRE09837, DANRE09416, DANRE09418, DANRE09417, DANRE02459	AMPFI_10734
OG0003323	DANRE00405, DANRE00404	AMPFI_21338
OG0003324	DANRE25742, DANRE25743, DANRE25741	AMPFI_13390
OG0003325	DANRE05384	AMPFI_02628
OG0003326	DANRE11610, DANRE11609, DANRE11611, DANRE19594	AMPFI_11658
OG0003327	DANRE19103, DANRE26550	AMPFI_09228
OG0003328	DANRE27765	AMPFI_00690
OG0003329	DANRE34804, DANRE34803, DANRE34805, DANRE34806, DANRE19075, DANRE19074	AMPFI_09316
OG0003330	DANRE25990, DANRE25989, DANRE25988	AMPFI_14485, AMPFI_14726
OG0003331	DANRE08202	AMPFI_17012
OG0003332	DANRE27038, DANRE14192, DANRE14193	AMPFI_08196
OG0003335	DANRE43040, DANRE43039	AMPFI_09229
OG0003340	DANRE04514, DANRE15040, DANRE15039	AMPFI_22094
OG0003341	DANRE16894, DANRE16891, DANRE16893, DANRE16892	AMPFI_16730, AMPFI_00777
OG0003343	DANRE07919	AMPFI_13994, AMPFI_13993, AMPFI_16154
OG0003344	DANRE18124, DANRE18125	AMPFI_09335
OG0003345	DANRE11339, DANRE11338	AMPFI_24924
OG0003346	DANRE26380, DANRE26379	AMPFI_10867
OG0003347	DANRE41449, DANRE35758	AMPFI_24143
OG0003349	DANRE15993, DANRE05369, DANRE04342	AMPFI_05046
OG0003350	DANRE42148, DANRE42147, DANRE35728, DANRE08759, DANRE28114	AMPFI_12867
OG0003351	DANRE25830, DANRE25831	AMPFI_08636
OG0003352	DANRE21417, DANRE41370, DANRE14671, DANRE14672, DANRE14673	AMPFI_02467
OG0003353	DANRE30791, DANRE30792	AMPFI_06338
OG0003354	DANRE29835, DANRE29834	AMPFI_18029
OG0003355	DANRE05417, DANRE05418, DANRE19297, DANRE19299, DANRE19300, DANRE19295, DANRE19296, DANRE03108	AMPFI_07833, AMPFI_15437
OG0003356	DANRE15474, DANRE30339, DANRE30340, DANRE30341	AMPFI_21630
OG0003357	DANRE07394	AMPFI_11721
OG0003359	DANRE18616, DANRE18617	AMPFI_08504
OG0003360	DANRE05510, DANRE05508, DANRE05507, DANRE05509	AMPFI_09135
OG0003361	DANRE05842, DANRE05843, DANRE05841, DANRE08075	AMPFI_14228
OG0003364	DANRE12639, DANRE29498, DANRE29497, DANRE29496	AMPFI_22450
OG0003365	DANRE30609, DANRE30608, DANRE30611, DANRE30607, DANRE30610, DANRE02243	AMPFI_11415
OG0003366	DANRE04648, DANRE04649	AMPFI_25322
OG0003367	DANRE31215, DANRE31217, DANRE31216, DANRE25129	AMPFI_07477
OG0003368	DANRE00653, DANRE00654, DANRE43081	AMPFI_10687
OG0003369	DANRE34343	AMPFI_06268
OG0003370	DANRE10592, DANRE15077, DANRE15078, DANRE15079	AMPFI_12902
OG0003372	DANRE23620, DANRE04361	AMPFI_00013
OG0003373	DANRE30795, DANRE25514	AMPFI_06232
OG0003374	DANRE10573, DANRE14737, DANRE12074, DANRE12073	AMPFI_21401
OG0003375	DANRE39521, DANRE39522	AMPFI_21891
OG0003376	DANRE38080, DANRE38083, DANRE38082, DANRE38081	AMPFI_06810
OG0003378	DANRE12800	AMPFI_07027
OG0003379	DANRE09943, DANRE09945, DANRE13591, DANRE09946, DANRE13590, DANRE09944	AMPFI_02577, AMPFI_13364
OG0003380	DANRE00132, DANRE39588, DANRE00756	AMPFI_09994
OG0003381	DANRE39290, DANRE39291, DANRE39289	AMPFI_19093
OG0003383	DANRE03207, DANRE03208, DANRE29176, DANRE29177	AMPFI_04764
OG0003384	DANRE16877, DANRE16878, DANRE05733, DANRE00623	AMPFI_15736
OG0003386	DANRE26427, DANRE36330	AMPFI_09487
OG0003387	DANRE30095	AMPFI_04036
OG0003388	DANRE03541, DANRE03539, DANRE03540, DANRE11313	AMPFI_00589
OG0003391	DANRE05822, DANRE05819, DANRE05820	AMPFI_04451, AMPFI_18758, AMPFI_21784
OG0003392	DANRE36118, DANRE36119, DANRE15512	AMPFI_06246
OG0003393	DANRE38662, DANRE38661	AMPFI_16770
OG0003394	DANRE42576, DANRE42577	AMPFI_18861
OG0003396	DANRE25292	AMPFI_22459
OG0003419	DANRE37837, DANRE37839, DANRE37838	AMPFI_08900
OG0003420	DANRE18293, DANRE19152	AMPFI_20723
OG0003421	DANRE07102, DANRE07103	AMPFI_09669
OG0003422	DANRE31337, DANRE31335, DANRE31336	AMPFI_08920, AMPFI_12987
OG0003424	DANRE28909	AMPFI_16817, AMPFI_16374
OG0003425	DANRE00220, DANRE00221	AMPFI_09816
OG0003426	DANRE06294	AMPFI_00436
OG0003428	DANRE23616	AMPFI_00454
OG0003429	DANRE40348	AMPFI_20170
OG0003430	DANRE14092, DANRE09762, DANRE09764, DANRE09763	AMPFI_06485
OG0003432	DANRE39419	AMPFI_09970
OG0003433	DANRE00751, DANRE38175, DANRE00750	AMPFI_08027
OG0003435	DANRE17574, DANRE17573, DANRE12047	AMPFI_19921, AMPFI_14379
OG0003439	DANRE35606, DANRE35605, DANRE35604, DANRE35607, DANRE36234, DANRE36232, DANRE36233, DANRE36235	AMPFI_10791
OG0003440	DANRE16061, DANRE41627, DANRE41628, DANRE16062, DANRE16060	AMPFI_06463
OG0003441	DANRE31537, DANRE31538, DANRE31536, DANRE31539, DANRE02227	AMPFI_12076
OG0003442	DANRE38103, DANRE19200, DANRE02920, DANRE36343	AMPFI_07104
OG0003443	DANRE03345, DANRE05497	AMPFI_21912
OG0003445	DANRE19529, DANRE19528	AMPFI_13140
OG0003447	DANRE31018, DANRE31019	AMPFI_18696
OG0003448	DANRE38893	AMPFI_23029
OG0003449	DANRE38813	AMPFI_19468
OG0003451	DANRE42271	AMPFI_03894
OG0003452	DANRE05237, DANRE05236	AMPFI_22152
OG0003453	DANRE33702, DANRE33701	AMPFI_10385
OG0003454	DANRE29968, DANRE29967, DANRE09859, DANRE03480	AMPFI_07469
OG0003455	DANRE22409	AMPFI_09746
OG0003457	DANRE24648, DANRE24647, DANRE10726, DANRE10727	AMPFI_19507, AMPFI_22980
OG0003458	DANRE13525, DANRE13524	AMPFI_25375
OG0003459	DANRE04665, DANRE04666, DANRE11726	AMPFI_23502
OG0003460	DANRE11271, DANRE11270	AMPFI_09159
OG0003461	DANRE36985, DANRE36984	AMPFI_08837
OG0003462	DANRE30211	AMPFI_05379
OG0003463	DANRE10783, DANRE18440, DANRE18439, DANRE18438	AMPFI_25834
OG0003465	DANRE35168, DANRE35169	AMPFI_12228
OG0003466	DANRE04060, DANRE04824, DANRE20160, DANRE06040, DANRE06041	AMPFI_12980, AMPFI_11213
OG0003467	DANRE14132, DANRE14134, DANRE14133, DANRE14135	AMPFI_05595
OG0003468	DANRE11504, DANRE11503, DANRE11505	AMPFI_07635
OG0003469	DANRE14810, DANRE14808, DANRE14807, DANRE14809	AMPFI_06767
OG0003469	DANRE12392, DANRE12391	AMPFI_12359
OG0003470	DANRE33636, DANRE33637	AMPFI_04555, AMPFI_17776
OG0003471	DANRE04396, DANRE04397	AMPFI_24941
OG0003472	DANRE42905	AMPFI_06841
OG0003473	DANRE13404, DANRE20209, DANRE20208	AMPFI_07801
OG0003474	DANRE14141, DANRE14804	AMPFI_05008
OG0003475	DANRE24337, DANRE24338	AMPFI_21852, AMPFI_24738
OG0003476	DANRE31061	AMPFI_13173
OG0003477	DANRE05139, DANRE05138	AMPFI_11760
OG0003478	DANRE11874, DANRE11876, DANRE11873, DANRE11875, DANRE11877	AMPFI_13018
OG0003479	DANRE20647, DANRE36733, DANRE02669	AMPFI_08938
OG0003480	DANRE43412, DANRE43414, DANRE43413, DANRE36860	AMPFI_07447
OG0003481	DANRE42759, DANRE42760	AMPFI_14089
OG0003482	DANRE12605, DANRE12606, DANRE25490	AMPFI_07972
OG0003483	DANRE05923, DANRE05924, DANRE05925	AMPFI_09299
OG0003484	DANRE19021, DANRE19020, DANRE12207, DANRE12208	AMPFI_18735
OG0003485	DANRE31137	AMPFI_06950, AMPFI_18388, AMPFI_08775
OG0003486	DANRE17309	AMPFI_16158
OG0003487	DANRE14100, DANRE09209, DANRE14099	AMPFI_23106
OG0003488	DANRE24327	AMPFI_07299
OG0003489	DANRE11374, DANRE04492, DANRE04493	AMPFI_24006
OG0003490	DANRE42249	AMPFI_22806, AMPFI_19232, AMPFI_21043, AMPFI_04860, AMPFI_11193
