Orthogroup	DANRE	NEMVE
OG0002276	DANRE03682, DANRE03683, DANRE09534, DANRE09533, DANRE14319, DANRE14321, DANRE23415, DANRE23416	NEMVE10422
OG0002277	DANRE12429, DANRE12428, DANRE36747, DANRE36748, DANRE22297, DANRE22298	NEMVE01515
OG0002278	DANRE07858, DANRE07857, DANRE12082, DANRE12083, DANRE12084	NEMVE03191
OG0002279	DANRE42242, DANRE27826	NEMVE00093, NEMVE10907, NEMVE10911, NEMVE10903, NEMVE00393
OG0002282	DANRE16516	NEMVE22583
OG0002284	DANRE00182	NEMVE21975
OG0002286	DANRE18378, DANRE18379	NEMVE15044
OG0002287	DANRE02275, DANRE02276, DANRE17711, DANRE25677	NEMVE18229
OG0002288	DANRE06055, DANRE20574, DANRE20573	NEMVE11591
OG0002289	DANRE15402, DANRE42162, DANRE34357, DANRE00730, DANRE37952, DANRE00729	NEMVE18348, NEMVE22518
OG0002291	DANRE00425, DANRE00426	NEMVE25973, NEMVE06615
OG0002292	DANRE35908	NEMVE25224
OG0002293	DANRE10778, DANRE02074, DANRE02075, DANRE14636	NEMVE02991
OG0002294	DANRE19637, DANRE19636, DANRE36446, DANRE26343	NEMVE23623
OG0002295	DANRE12890, DANRE12892, DANRE12891, DANRE21719, DANRE21720, DANRE19376, DANRE19377	NEMVE19623
OG0002299	DANRE13440, DANRE40943, DANRE40942, DANRE40671, DANRE40670, DANRE40620, DANRE13438, DANRE13439	NEMVE24964, NEMVE25776, NEMVE18135
OG0002311	DANRE26517	NEMVE05174
OG0002312	DANRE20428, DANRE07389, DANRE07387, DANRE07391, DANRE07390, DANRE07388	NEMVE14597
OG0002315	DANRE33255, DANRE33257, DANRE36427	NEMVE05565
OG0002316	DANRE14670, DANRE02069, DANRE02071, DANRE02072, DANRE02070	NEMVE13597
OG0002317	DANRE05615, DANRE05614, DANRE13168, DANRE13169, DANRE05141, DANRE37146, DANRE37147, DANRE37148	NEMVE00994
OG0002319	DANRE42909, DANRE01930, DANRE01931, DANRE01932, DANRE26532	NEMVE14710
OG0002320	DANRE34160, DANRE08175, DANRE07657	NEMVE13771
OG0002321	DANRE16380	NEMVE08031
OG0002323	DANRE33348, DANRE33349	NEMVE23408
OG0002324	DANRE14539	NEMVE13483
OG0002325	DANRE41635	NEMVE08574
OG0002326	DANRE11982, DANRE11981, DANRE18035, DANRE17969	NEMVE13090
OG0002327	DANRE22842, DANRE22841, DANRE02715	NEMVE02446, NEMVE05520, NEMVE13392
OG0002328	DANRE19760	NEMVE15038
OG0002329	DANRE13677, DANRE12842, DANRE12841	NEMVE04811
OG0002330	DANRE19578, DANRE08225	NEMVE22193
OG0002331	DANRE14402, DANRE14401	NEMVE00902
OG0002332	DANRE34536, DANRE34537, DANRE41108, DANRE41107, DANRE01408, DANRE01409	NEMVE13746
OG0002333	DANRE34751	NEMVE25304, NEMVE25305
OG0002334	DANRE24123, DANRE24121, DANRE24122, DANRE35546, DANRE35545, DANRE42533, DANRE42534	NEMVE15361
OG0002336	DANRE42241, DANRE35602, DANRE24502, DANRE27827, DANRE06862	NEMVE22649
OG0002337	DANRE08056, DANRE00914, DANRE00913	NEMVE20707
OG0002339	DANRE03470, DANRE15243, DANRE15242	NEMVE14106, NEMVE22463
OG0002340	DANRE26908	NEMVE14889
OG0002341	DANRE20381, DANRE20379, DANRE20378, DANRE20380, DANRE20377, DANRE20376	NEMVE17028
OG0002342	DANRE11694, DANRE11693, DANRE05529, DANRE05528	NEMVE15964, NEMVE12813
OG0002343	DANRE25095, DANRE25094, DANRE37612, DANRE22280, DANRE36851, DANRE25497	NEMVE21898
OG0002344	DANRE07882, DANRE34183, DANRE34182, DANRE19431	NEMVE13994
OG0002345	DANRE33055, DANRE25210, DANRE25211, DANRE25209, DANRE25212	NEMVE15311
OG0002346	DANRE33235, DANRE13335, DANRE13334	NEMVE22393
OG0002347	DANRE30595, DANRE30594, DANRE25287	NEMVE13117, NEMVE05144, NEMVE00191
OG0002349	DANRE25400	NEMVE14916
OG0002349	DANRE38745	NEMVE07973
OG0002352	DANRE10605, DANRE13601, DANRE10604, DANRE10606	NEMVE16031
OG0002354	DANRE37092	NEMVE25207
OG0002355	DANRE06303, DANRE16341, DANRE16342, DANRE06475	NEMVE04699
OG0002356	DANRE31051, DANRE12469, DANRE12468, DANRE29615, DANRE29616	NEMVE14410
OG0002357	DANRE17322, DANRE17323, DANRE17321, DANRE11580, DANRE11581	NEMVE10988, NEMVE16493
OG0002358	DANRE12934, DANRE12933, DANRE02324	NEMVE00249, NEMVE05922
OG0002359	DANRE11586, DANRE11587, DANRE11585	NEMVE15077
OG0002360	DANRE03133, DANRE14891, DANRE14892, DANRE14890	NEMVE22728, NEMVE21262
OG0002361	DANRE05566, DANRE17466, DANRE11141	NEMVE23990
OG0002362	DANRE33948, DANRE37578, DANRE37580, DANRE33949, DANRE37579, DANRE40121, DANRE28144	NEMVE14488
OG0002363	DANRE15421, DANRE15420, DANRE15422, DANRE29848, DANRE29849, DANRE43078, DANRE03692, DANRE03693	NEMVE13201
OG0002365	DANRE40664	NEMVE23457
OG0002366	DANRE23406, DANRE24100, DANRE24099, DANRE27226, DANRE39161, DANRE25332	NEMVE14677
OG0002367	DANRE21483	NEMVE06194
OG0002367	DANRE34909	NEMVE09858, NEMVE01094
OG0002368	DANRE11442, DANRE11443, DANRE11444, DANRE04658, DANRE04657	NEMVE14745
OG0002369	DANRE10691	NEMVE23831
OG0002370	DANRE09330, DANRE09329, DANRE14032, DANRE14030, DANRE14029, DANRE14031	NEMVE21773
OG0002371	DANRE04441, DANRE11569	NEMVE14124, NEMVE15035
OG0002372	DANRE28952, DANRE28951	NEMVE14910
OG0002373	DANRE17558, DANRE17557, DANRE17559, DANRE11721, DANRE11249, DANRE15758, DANRE15757	NEMVE03888
OG0002373	DANRE11720	NEMVE25614, NEMVE10608, NEMVE07946
OG0002374	DANRE24917, DANRE28397, DANRE36862	NEMVE08260
OG0002375	DANRE08588, DANRE08589	NEMVE09792
OG0002376	DANRE20015, DANRE20014, DANRE38107, DANRE38106, DANRE38108	NEMVE06579, NEMVE00678, NEMVE06595
OG0002377	DANRE04390, DANRE04389	NEMVE25018
OG0002378	DANRE25442, DANRE37682, DANRE25436, DANRE25437, DANRE25438, DANRE37678, DANRE37679, DANRE37683, DANRE37676	NEMVE13809
OG0002379	DANRE22137, DANRE22136, DANRE35285	NEMVE18344
OG0002383	DANRE25117, DANRE25112, DANRE25116, DANRE25113, DANRE24953, DANRE24952, DANRE24951	NEMVE21384, NEMVE21336, NEMVE10697, NEMVE12671, NEMVE06163, NEMVE05679, NEMVE22335, NEMVE15818
OG0002385	DANRE29842, DANRE29841, DANRE28561, DANRE28560, DANRE28554, DANRE28555, DANRE03634, DANRE36152, DANRE36153, DANRE29812	NEMVE24797
OG0002395	DANRE39981, DANRE39379, DANRE39980, DANRE39979, DANRE39377, DANRE39375, DANRE39378, DANRE39376	NEMVE24778
OG0002396	DANRE37808, DANRE37806, DANRE00883, DANRE00884, DANRE11328, DANRE11327	NEMVE25624, NEMVE06812, NEMVE00769
OG0002398	DANRE16041, DANRE07025, DANRE39921, DANRE39920, DANRE39919	NEMVE14290, NEMVE07791
OG0002400	DANRE39733, DANRE39734, DANRE36047, DANRE36048, DANRE31486, DANRE01746, DANRE40363	NEMVE14873
OG0002401	DANRE41812, DANRE41811, DANRE17853, DANRE06370, DANRE37130	NEMVE22231
OG0002402	DANRE18877, DANRE18878, DANRE18797, DANRE18796	NEMVE09714
OG0002404	DANRE01918, DANRE16949, DANRE16950, DANRE16948, DANRE30128	NEMVE06604
OG0002405	DANRE15704, DANRE15703, DANRE06806, DANRE24393, DANRE33748	NEMVE22447
OG0002406	DANRE23476, DANRE01772	NEMVE05742
OG0002407	DANRE05096, DANRE05097, DANRE03785	NEMVE24388
OG0002408	DANRE38556, DANRE38555, DANRE38557	NEMVE15721
OG0002408	DANRE09803, DANRE09804	NEMVE01957
OG0002409	DANRE23061, DANRE31062, DANRE43320, DANRE43319	NEMVE15101, NEMVE13448
OG0002410	DANRE22719, DANRE40305	NEMVE22081, NEMVE07328, NEMVE02435
OG0002411	DANRE38371, DANRE13902	NEMVE10406
OG0002412	DANRE25099	NEMVE02018, NEMVE25047, NEMVE09211, NEMVE01529
OG0002413	DANRE30178, DANRE30179	NEMVE25129
OG0002414	DANRE21494, DANRE26294, DANRE22531, DANRE22530, DANRE23247	NEMVE21892
OG0002415	DANRE05251, DANRE05250	NEMVE13203
OG0002419	DANRE09808, DANRE09809	NEMVE22379
OG0002421	DANRE24979, DANRE24978	NEMVE25383
OG0002421	DANRE38877, DANRE38875, DANRE38878, DANRE38876	NEMVE14459
OG0002422	DANRE07168, DANRE07169, DANRE07170, DANRE07166	NEMVE10635
OG0002423	DANRE42835, DANRE42834, DANRE42825, DANRE42824	NEMVE07174
OG0002424	DANRE01469, DANRE41198, DANRE06511, DANRE07185	NEMVE15321
OG0002425	DANRE22894, DANRE22893	NEMVE13513, NEMVE21194, NEMVE19459
OG0002426	DANRE28444, DANRE28456	NEMVE22514
OG0002427	DANRE33043, DANRE38738, DANRE38737, DANRE33047	NEMVE01721
OG0002428	DANRE14864, DANRE14867, DANRE14866, DANRE14865, DANRE01600, DANRE01601, DANRE29962	NEMVE24880
OG0002429	DANRE12512, DANRE12510	NEMVE07411
OG0002429	DANRE22357, DANRE22358, DANRE22359	NEMVE09741
OG0002431	DANRE08655, DANRE08653, DANRE08654, DANRE09975, DANRE09976, DANRE09974, DANRE09977, DANRE23181, DANRE23180	NEMVE11204
OG0002432	DANRE06643	NEMVE13438
OG0002432	DANRE42922, DANRE42921, DANRE17868, DANRE17867, DANRE42920, DANRE42923	NEMVE06462
OG0002433	DANRE04279	NEMVE20617
OG0002433	DANRE30376	NEMVE15590
OG0002434	DANRE23360, DANRE23359, DANRE23358, DANRE41679, DANRE41680	NEMVE22925
OG0002435	DANRE35363	NEMVE23060, NEMVE13959
OG0002436	DANRE33714, DANRE33713, DANRE20406, DANRE20405, DANRE07419	NEMVE06541
OG0002437	DANRE35170, DANRE35172, DANRE35173, DANRE35171	NEMVE13512
OG0002438	DANRE36809, DANRE41415, DANRE41414	NEMVE07138
OG0002439	DANRE31516, DANRE31514, DANRE31515, DANRE25773, DANRE38938	NEMVE04556
OG0002441	DANRE18192, DANRE18191, DANRE20092, DANRE20093, DANRE20091, DANRE20094, DANRE20090	NEMVE24762
OG0002442	DANRE37141, DANRE37140	NEMVE21948
OG0002443	DANRE24994, DANRE24993, DANRE24992	NEMVE14202
OG0002444	DANRE02469, DANRE25326	NEMVE09464
OG0002444	DANRE02953	NEMVE24000
OG0002445	DANRE05848	NEMVE13825
OG0002446	DANRE29263	NEMVE13007
OG0002447	DANRE36511	NEMVE10706
OG0002447	DANRE36512	NEMVE08970
OG0002448	DANRE05208, DANRE05207, DANRE04304, DANRE04305, DANRE05209	NEMVE13491
OG0002449	DANRE37893, DANRE17401	NEMVE19333
OG0002449	DANRE12094	NEMVE19332
OG0002450	DANRE10330, DANRE14502, DANRE34843	NEMVE00233, NEMVE22469
OG0002451	DANRE01618, DANRE01617, DANRE01619, DANRE01620, DANRE25569	NEMVE13395
OG0002453	DANRE19771, DANRE19770	NEMVE11318
OG0002454	DANRE01438, DANRE01437, DANRE01439, DANRE07934, DANRE01116	NEMVE11711, NEMVE14844
OG0002456	DANRE09104, DANRE09103, DANRE15143, DANRE15144	NEMVE09478
OG0002456	DANRE09105	NEMVE09471
OG0002457	DANRE11158, DANRE11157	NEMVE09503, NEMVE09210
OG0002459	DANRE30429	NEMVE24140, NEMVE21139
OG0002461	DANRE08555, DANRE15923	NEMVE21857
OG0002464	DANRE05364, DANRE06078, DANRE06077, DANRE06076, DANRE15811, DANRE15809, DANRE15812, DANRE15810, DANRE05365, DANRE05366	NEMVE15226
OG0002466	DANRE26863, DANRE18267, DANRE18269, DANRE18268	NEMVE15736, NEMVE01969
OG0002476	DANRE12704, DANRE12705	NEMVE14890
OG0002477	DANRE16912, DANRE06179	NEMVE14324, NEMVE14511
OG0002478	DANRE07223, DANRE15759, DANRE07221, DANRE07222	NEMVE04895
OG0002481	DANRE37881, DANRE19898	NEMVE02247, NEMVE06166
OG0002481	DANRE00034	NEMVE14411
OG0002482	DANRE12622, DANRE12621, DANRE12624, DANRE39328, DANRE39330, DANRE39329, DANRE31376, DANRE39949, DANRE39948, DANRE20670, DANRE20668, DANRE20669, DANRE12623	NEMVE22166
OG0002484	DANRE33442, DANRE33443	NEMVE06285, NEMVE16323
OG0002486	DANRE40075, DANRE40078, DANRE40077, DANRE40076, DANRE26356	NEMVE16930
OG0002487	DANRE05658, DANRE05657, DANRE17413, DANRE17414	NEMVE07549, NEMVE07538
OG0002489	DANRE03917, DANRE05027, DANRE05028, DANRE04889, DANRE04890	NEMVE24996
OG0002490	DANRE39794, DANRE30724	NEMVE02204
OG0002491	DANRE00085, DANRE00084, DANRE00083, DANRE01904, DANRE01905	NEMVE11049
OG0002492	DANRE22193, DANRE22192, DANRE22194	NEMVE15055
OG0002493	DANRE11960, DANRE11961	NEMVE19182, NEMVE15045
OG0002494	DANRE24650, DANRE01719	NEMVE15130
OG0002495	DANRE42688	NEMVE11237
OG0002497	DANRE29032, DANRE29031, DANRE14380	NEMVE06652
OG0002499	DANRE34499, DANRE23471	NEMVE12047, NEMVE05319
OG0002500	DANRE28865	NEMVE21891
OG0002501	DANRE20289	NEMVE07528
OG0002503	DANRE06479, DANRE06478	NEMVE17773, NEMVE24712, NEMVE23269
OG0002504	DANRE01537, DANRE08086, DANRE20125, DANRE20124, DANRE08084, DANRE08085	NEMVE08396
OG0002505	DANRE03563, DANRE03564	NEMVE20815
OG0002506	DANRE18713, DANRE12086, DANRE12085, DANRE18416, DANRE18417	NEMVE04873
OG0002507	DANRE39545, DANRE39546, DANRE00093, DANRE21304, DANRE21305, DANRE27686	NEMVE14545
OG0002508	DANRE00553, DANRE00554, DANRE19926, DANRE07892, DANRE07893, DANRE07894	NEMVE06554, NEMVE06550
OG0002509	DANRE05213, DANRE05214, DANRE05215, DANRE05212, DANRE04302	NEMVE25172
OG0002510	DANRE07592, DANRE07591	NEMVE25080
OG0002511	DANRE13627, DANRE13626, DANRE41316, DANRE41315, DANRE41314, DANRE41313, DANRE41317	NEMVE22149
OG0002512	DANRE42317, DANRE16107, DANRE15542, DANRE15541, DANRE15540, DANRE20197	NEMVE07816
OG0002515	DANRE37598	NEMVE25074, NEMVE03038
OG0002516	DANRE08131, DANRE34987	NEMVE22681
OG0002517	DANRE03260, DANRE03258, DANRE03259, DANRE29686, DANRE03262, DANRE03261, DANRE03136	NEMVE15076
OG0002518	DANRE02842, DANRE02843	NEMVE14734
OG0002519	DANRE42883, DANRE35553	NEMVE24207
OG0002520	DANRE06700, DANRE06697, DANRE06696, DANRE06699, DANRE06698, DANRE23643, DANRE23644, DANRE23642, DANRE23645, DANRE15997	NEMVE02312
OG0002521	DANRE04879	NEMVE25611, NEMVE17434
OG0002522	DANRE02356, DANRE02354, DANRE02355, DANRE23490, DANRE09442	NEMVE24558
OG0002523	DANRE01637, DANRE01636, DANRE01639, DANRE01635, DANRE01638, DANRE31095, DANRE31097	NEMVE25812
OG0002524	DANRE34607, DANRE13279, DANRE01032	NEMVE23707
OG0002525	DANRE22325, DANRE10830, DANRE19792, DANRE19793	NEMVE17542
OG0002526	DANRE10766	NEMVE05239
OG0002527	DANRE18271, DANRE18272, DANRE18270, DANRE26864, DANRE26865, DANRE40881, DANRE40882, DANRE34220, DANRE34219, DANRE34221	NEMVE14552
OG0002528	DANRE00652, DANRE43080	NEMVE14679
OG0002529	DANRE08904, DANRE08903, DANRE08901, DANRE08902, DANRE07700, DANRE07699	NEMVE05888
OG0002530	DANRE39526, DANRE39527, DANRE43341, DANRE43340, DANRE25149	NEMVE10791
OG0002531	DANRE02940, DANRE05936, DANRE11050, DANRE06723	NEMVE13170
OG0002532	DANRE04296, DANRE04297, DANRE04294, DANRE04293, DANRE04295, DANRE04299, DANRE04298	NEMVE05153
OG0002533	DANRE08254, DANRE08253, DANRE20307, DANRE20308, DANRE39667	NEMVE03417
OG0002534	DANRE25896, DANRE10262	NEMVE24013
OG0002535	DANRE34930, DANRE34929	NEMVE14878
OG0002536	DANRE03908, DANRE03907, DANRE39399, DANRE40785, DANRE40784	NEMVE24054
OG0002537	DANRE28763, DANRE28762, DANRE21953, DANRE21952	NEMVE05551
OG0002538	DANRE41736, DANRE35824, DANRE14528, DANRE10463, DANRE29143, DANRE03351	NEMVE24266
OG0002539	DANRE25919, DANRE38927, DANRE25695, DANRE25696, DANRE30606	NEMVE22213
OG0002540	DANRE18306, DANRE18307, DANRE11112, DANRE11113, DANRE11111, DANRE14706, DANRE22643, DANRE22644, DANRE22642	NEMVE25500, NEMVE23895
OG0002541	DANRE22436	NEMVE02362
OG0002542	DANRE26877, DANRE26875, DANRE24145, DANRE26876, DANRE23453, DANRE01720	NEMVE22658
OG0002543	DANRE40607, DANRE19488, DANRE19491, DANRE19490, DANRE19489, DANRE40606	NEMVE17118
OG0002545	DANRE40359, DANRE40358, DANRE40357, DANRE30987, DANRE12443	NEMVE22970
OG0002548	DANRE13389, DANRE06722, DANRE06721, DANRE35567	NEMVE06587
OG0002549	DANRE26569, DANRE07520, DANRE07519, DANRE38172	NEMVE23917
OG0002550	DANRE16363, DANRE16366, DANRE16364, DANRE16362, DANRE16365, DANRE37817, DANRE37818	NEMVE23986
OG0002551	DANRE06934, DANRE39073, DANRE20548, DANRE20551, DANRE20549, DANRE20550, DANRE39074, DANRE39075	NEMVE24927, NEMVE18065
OG0002552	DANRE09916, DANRE13536, DANRE13197, DANRE25194, DANRE25193, DANRE25195, DANRE25196	NEMVE25639
OG0002553	DANRE00049, DANRE00050, DANRE33393, DANRE09881, DANRE14483, DANRE14482	NEMVE25764
OG0002553	DANRE33394	NEMVE08839, NEMVE01366
OG0002554	DANRE14712, DANRE14713	NEMVE21730
OG0002554	DANRE38054	NEMVE08258
OG0002555	DANRE10942, DANRE10941, DANRE10940, DANRE05921, DANRE05922	NEMVE13837
OG0002556	DANRE42915, DANRE11452	NEMVE14415, NEMVE13533, NEMVE12299, NEMVE14944, NEMVE09666, NEMVE02136, NEMVE06014
OG0002557	DANRE27777, DANRE13862, DANRE22315	NEMVE14082
OG0002558	DANRE12062	NEMVE19105
OG0002559	DANRE15636, DANRE15635, DANRE15634, DANRE07229, DANRE07227, DANRE07228	NEMVE14223
OG0002560	DANRE34080, DANRE34079, DANRE34078, DANRE19453, DANRE19454	NEMVE20553, NEMVE02739, NEMVE06511
OG0002561	DANRE37878	NEMVE05064
OG0002562	DANRE16224, DANRE16226, DANRE16225, DANRE40166, DANRE40165	NEMVE07092, NEMVE01906
OG0002563	DANRE06959, DANRE06729, DANRE08934	NEMVE08352
OG0002564	DANRE29870, DANRE03078, DANRE30023, DANRE30022	NEMVE00075, NEMVE01546
OG0002565	DANRE23205, DANRE27797, DANRE27796	NEMVE13158
OG0002567	DANRE40492, DANRE40491, DANRE40490, DANRE41303	NEMVE00969, NEMVE13679
OG0002570	DANRE02350	NEMVE14150
OG0002571	DANRE04039, DANRE04040, DANRE03610, DANRE03612, DANRE03611	NEMVE06449, NEMVE02078
OG0002572	DANRE31472, DANRE38430, DANRE29580, DANRE29581	NEMVE13221
OG0002573	DANRE29081, DANRE29082, DANRE29083, DANRE03819, DANRE03820	NEMVE25149, NEMVE05027
OG0002576	DANRE18812, DANRE12000, DANRE08074, DANRE08073, DANRE08072, DANRE03771, DANRE12001	NEMVE22228
OG0002587	DANRE22785, DANRE14541, DANRE09744, DANRE12828	NEMVE09616
OG0002589	DANRE06011	NEMVE02141
OG0002590	DANRE37063, DANRE37062, DANRE09406, DANRE26039	NEMVE07406, NEMVE20999
OG0002592	DANRE41188, DANRE41190, DANRE41189	NEMVE17971
OG0002593	DANRE42208, DANRE03221, DANRE03220	NEMVE01107
OG0002594	DANRE39363, DANRE39361, DANRE27772, DANRE27774, DANRE27773	NEMVE07262
OG0002595	DANRE30013, DANRE30012, DANRE04077, DANRE04076, DANRE30377	NEMVE21148, NEMVE05249
OG0002598	DANRE36372, DANRE40584	NEMVE22416
OG0002599	DANRE40775, DANRE02283	NEMVE17323
OG0002600	DANRE02607, DANRE02606, DANRE02605, DANRE02604	NEMVE24873
OG0002601	DANRE04611	NEMVE06924
OG0002602	DANRE04121, DANRE30154, DANRE30155	NEMVE05264
OG0002605	DANRE26844, DANRE24544, DANRE26839, DANRE26842, DANRE26843, DANRE26840, DANRE26841	NEMVE01455
OG0002608	DANRE30714, DANRE25760	NEMVE02967
OG0002609	DANRE34581, DANRE34582, DANRE00342	NEMVE14492
OG0002610	DANRE38839, DANRE38838, DANRE26376, DANRE03456	NEMVE22485, NEMVE22440
OG0002611	DANRE24475, DANRE24476, DANRE36577, DANRE36576, DANRE23123, DANRE23125, DANRE23124	NEMVE06962
OG0002612	DANRE02656	NEMVE06142
OG0002614	DANRE24069, DANRE36802, DANRE36801, DANRE36800	NEMVE14892
OG0002615	DANRE04825, DANRE04826, DANRE40779, DANRE01534, DANRE00710, DANRE00713, DANRE00711, DANRE00709, DANRE00707, DANRE00712, DANRE00708, DANRE06184	NEMVE23982
OG0002616	DANRE05962, DANRE05963	NEMVE21471, NEMVE04864
OG0002617	DANRE20081	NEMVE13584
OG0002619	DANRE38307	NEMVE00467, NEMVE23553
OG0002619	DANRE19311	NEMVE12826, NEMVE06027
OG0002621	DANRE04531	NEMVE01523, NEMVE05356, NEMVE04815
OG0002622	DANRE15665, DANRE17843, DANRE17842	NEMVE20759, NEMVE15765
OG0002623	DANRE11478, DANRE11477	NEMVE14530, NEMVE16351
OG0002624	DANRE09957, DANRE09955, DANRE09956	NEMVE05771
OG0002625	DANRE30623, DANRE30622, DANRE30625, DANRE30624	NEMVE03448, NEMVE21227
OG0002629	DANRE30826, DANRE30827, DANRE12546	NEMVE04921, NEMVE21295
OG0002630	DANRE27217	NEMVE25025
OG0002631	DANRE41886	NEMVE05706
OG0002633	DANRE03007, DANRE03005, DANRE03006	NEMVE07535
OG0002633	DANRE03008	NEMVE07536
OG0002634	DANRE24976, DANRE24975, DANRE24977	NEMVE06052
OG0002635	DANRE11470, DANRE18117, DANRE11678, DANRE02240, DANRE09215	NEMVE23713
OG0002636	DANRE14028, DANRE14027, DANRE14026, DANRE10013, DANRE10012	NEMVE09568
OG0002637	DANRE19804, DANRE19805	NEMVE10675
OG0002639	DANRE16898, DANRE16899	NEMVE18209
OG0002640	DANRE31363	NEMVE15471
OG0002642	DANRE03138, DANRE29963, DANRE29964	NEMVE14573
OG0002643	DANRE13575	NEMVE08951
OG0002644	DANRE38999, DANRE38997	NEMVE04724
OG0002645	DANRE23173, DANRE23174	NEMVE01929
OG0002646	DANRE31094, DANRE25657, DANRE25658	NEMVE07455
OG0002647	DANRE19598, DANRE05750, DANRE05751	NEMVE24057, NEMVE10597
OG0002648	DANRE39158, DANRE14476, DANRE14478, DANRE14477	NEMVE25486
OG0002649	DANRE00561, DANRE00558, DANRE00560, DANRE00559, DANRE05306, DANRE05305, DANRE05307, DANRE16142	NEMVE14408
OG0002651	DANRE11751, DANRE11750	NEMVE03413
OG0002653	DANRE19495, DANRE07344	NEMVE14839
OG0002654	DANRE40237, DANRE40238, DANRE40239, DANRE40236, DANRE40241, DANRE40240	NEMVE20378, NEMVE13575
OG0002655	DANRE25735	NEMVE25659
OG0002656	DANRE29118	NEMVE15375
OG0002656	DANRE41489	NEMVE15374
OG0002657	DANRE13610, DANRE09520, DANRE23327, DANRE01726	NEMVE22821
OG0002658	DANRE13983, DANRE13982, DANRE09580, DANRE09581, DANRE09582, DANRE09583, DANRE43264	NEMVE09624
OG0002659	DANRE11563, DANRE11562	NEMVE10090, NEMVE05819
OG0002660	DANRE21276	NEMVE00228, NEMVE13381
OG0002661	DANRE13339, DANRE33059, DANRE33060	NEMVE13146
OG0002662	DANRE24722, DANRE30141, DANRE03817, DANRE03618	NEMVE13719
OG0002663	DANRE13178, DANRE22208, DANRE22207	NEMVE25219
OG0002664	DANRE37832, DANRE37830, DANRE37831, DANRE26958, DANRE26956, DANRE26957, DANRE40156	NEMVE06060
OG0002665	DANRE39661, DANRE39660, DANRE39662, DANRE06588	NEMVE09436, NEMVE09422
OG0002666	DANRE29422	NEMVE21724, NEMVE11065
OG0002667	DANRE40044, DANRE40045, DANRE00375, DANRE35160, DANRE35161, DANRE26652, DANRE26653	NEMVE25377
OG0002668	DANRE10264	NEMVE14931
OG0002669	DANRE13145	NEMVE14602
OG0002670	DANRE11956, DANRE05811, DANRE05812	NEMVE07125, NEMVE12922
OG0002672	DANRE24606, DANRE27377, DANRE27378, DANRE17950	NEMVE22653
OG0002673	DANRE03519, DANRE11298, DANRE11296, DANRE11297, DANRE04908	NEMVE22422
OG0002675	DANRE26282, DANRE12989	NEMVE09744
OG0002677	DANRE30190, DANRE30191, DANRE30192	NEMVE14524
OG0002679	DANRE07511, DANRE07512, DANRE09987	NEMVE18673
OG0002681	DANRE01217, DANRE01216, DANRE08452, DANRE29156, DANRE29155, DANRE03148, DANRE03149	NEMVE01609
OG0002682	DANRE26567	NEMVE13468
OG0002683	DANRE16755, DANRE39996	NEMVE07779
OG0002685	DANRE24241	NEMVE25133
OG0002705	DANRE01891, DANRE01892, DANRE00487, DANRE00488, DANRE01893, DANRE01894	NEMVE14386
OG0002706	DANRE29549, DANRE29548	NEMVE20591, NEMVE05114
OG0002707	DANRE11337, DANRE16895, DANRE37811, DANRE18944, DANRE11847	NEMVE10215, NEMVE10213, NEMVE11805
OG0002708	DANRE17887, DANRE17886, DANRE17884, DANRE17882, DANRE17883, DANRE17880, DANRE17881	NEMVE05514
OG0002712	DANRE24806	NEMVE13853
OG0002715	DANRE02868, DANRE02867, DANRE02871, DANRE02870, DANRE02872, DANRE02873	NEMVE05588
OG0002716	DANRE03546, DANRE03545	NEMVE15936
OG0002717	DANRE20547, DANRE06937, DANRE06936, DANRE06935, DANRE41629	NEMVE22661
OG0002718	DANRE41004, DANRE41003	NEMVE13409
OG0002719	DANRE38765, DANRE38764, DANRE35888, DANRE35887, DANRE41579	NEMVE04964
OG0002720	DANRE36878, DANRE36877	NEMVE22329, NEMVE14278
OG0002721	DANRE09313, DANRE09312, DANRE03062, DANRE03063, DANRE30437, DANRE30436, DANRE30435, DANRE15408, DANRE15407, DANRE15406	NEMVE11468, NEMVE11852
OG0002722	DANRE11851	NEMVE25372
OG0002724	DANRE21329	NEMVE22445
OG0002726	DANRE39396, DANRE39397, DANRE04111, DANRE04110, DANRE04112	NEMVE07352
OG0002728	DANRE07907, DANRE07906, DANRE07904, DANRE07905	NEMVE23767
OG0002729	DANRE41955, DANRE41956, DANRE41954	NEMVE08752
OG0002730	DANRE10036, DANRE08778, DANRE08776, DANRE08777	NEMVE18936, NEMVE10147
OG0002731	DANRE39613, DANRE34202, DANRE34201	NEMVE23784
OG0002732	DANRE03243, DANRE11281, DANRE38742	NEMVE09100
OG0002734	DANRE04794, DANRE04793, DANRE35568, DANRE17393, DANRE17394, DANRE10697, DANRE10696, DANRE35569	NEMVE17892
OG0002736	DANRE33756, DANRE33757, DANRE33758, DANRE42246	NEMVE17741
OG0002738	DANRE03131, DANRE21433, DANRE30050, DANRE30049	NEMVE02040
OG0002739	DANRE17939, DANRE17937, DANRE17936, DANRE17938	NEMVE01084, NEMVE21818
OG0002740	DANRE05293, DANRE05292, DANRE14839	NEMVE10432
OG0002741	DANRE13217, DANRE20997, DANRE09926, DANRE13539	NEMVE14870
OG0002742	DANRE11312, DANRE03538, DANRE16689	NEMVE22055
OG0002743	DANRE35770	NEMVE14452, NEMVE13517
