Orthogroup	DANRE	HUMAN
OG0002129	DANRE07788	HUMAN05263
OG0002129	DANRE33741, DANRE33740, DANRE33742	HUMAN30581
OG0002129	DANRE16214, DANRE16213	HUMAN22903
OG0002130	DANRE10787, DANRE10786, DANRE10785	HUMAN16683
OG0002131	DANRE34723	HUMAN28897
OG0002131	DANRE34719, DANRE34341	HUMAN28898
OG0002134	DANRE14747, DANRE14746	HUMAN28025, HUMAN28029, HUMAN28027, HUMAN28026, HUMAN28028
OG0002135	DANRE10554	HUMAN00505
OG0002135	DANRE41892	HUMAN01477
OG0002135	DANRE18534	HUMAN25525
OG0002136	DANRE06672	HUMAN24058
OG0002136	DANRE15995	HUMAN22755
OG0002136	DANRE03986	HUMAN03530, HUMAN03529
OG0002137	DANRE04650	HUMAN16869
OG0002137	DANRE13016, DANRE13015	HUMAN21685
OG0002138	DANRE31593, DANRE31594	HUMAN06987, HUMAN06986
OG0002139	DANRE10950, DANRE10949	HUMAN02727
OG0002139	DANRE18034, DANRE18033, DANRE11923	HUMAN08986
OG0002140	DANRE23292, DANRE23294, DANRE23291, DANRE23293	HUMAN25637, HUMAN25635
OG0002140	DANRE24372, DANRE24373	HUMAN27866, HUMAN27867, HUMAN27865
OG0002141	DANRE42313, DANRE42312	HUMAN07727
OG0002141	DANRE15753, DANRE15752, DANRE15751	HUMAN22320, HUMAN22319
OG0002142	DANRE25156, DANRE25155, DANRE38915	HUMAN09638, HUMAN09637
OG0002142	DANRE19014, DANRE21713	HUMAN14269, HUMAN14270
OG0002142	DANRE19015	HUMAN14271
OG0002143	DANRE37599, DANRE37600	HUMAN09973
OG0002144	DANRE28933, DANRE28934	HUMAN10788, HUMAN10789
OG0002144	DANRE34604	HUMAN07161
OG0002145	DANRE12594, DANRE12593	HUMAN06915, HUMAN06914
OG0002146	DANRE31398, DANRE31399, DANRE31396, DANRE12431	HUMAN26928
OG0002146	DANRE40465, DANRE40464	HUMAN20884
OG0002147	DANRE09292, DANRE09293, DANRE09294	HUMAN05917
OG0002147	DANRE26428, DANRE36327, DANRE36326	HUMAN21834, HUMAN21835, HUMAN21833
OG0002148	DANRE18045	HUMAN09309
OG0002148	DANRE03752	HUMAN16972
OG0002149	DANRE03476, DANRE03477	HUMAN12807
OG0002149	DANRE23888, DANRE23887, DANRE23886, DANRE26592	HUMAN02982
OG0002150	DANRE34958	HUMAN23646
OG0002150	DANRE25256	HUMAN10063
OG0002151	DANRE02959, DANRE02960, DANRE30391, DANRE30392	HUMAN13474, HUMAN13473
OG0002152	DANRE30684	HUMAN29898, HUMAN29896, HUMAN06918
OG0002152	DANRE22375, DANRE36983	HUMAN24926
OG0002153	DANRE19935, DANRE19938, DANRE19936, DANRE19937	HUMAN23905
OG0002154	DANRE00655, DANRE06135, DANRE06136, DANRE06183	HUMAN24217
OG0002154	DANRE41248, DANRE41249	HUMAN27521
OG0002154	DANRE16134, DANRE16135, DANRE05298, DANRE05299	HUMAN03569
OG0002155	DANRE19904	HUMAN26335, HUMAN26336
OG0002155	DANRE36593, DANRE36592	HUMAN20421, HUMAN20420
OG0002156	DANRE16294	HUMAN23074
OG0002157	DANRE15573, DANRE15572, DANRE30038, DANRE30037	HUMAN25935
OG0002158	DANRE23948	HUMAN24486, HUMAN24482, HUMAN24481, HUMAN24484, HUMAN24483
OG0002159	DANRE25780	HUMAN04258
OG0002160	DANRE22821	HUMAN30548, HUMAN30549, HUMAN30550
OG0002161	DANRE09169, DANRE09170, DANRE14434, DANRE14433	HUMAN26313, HUMAN26314
OG0002161	DANRE24704, DANRE24703	HUMAN12540
OG0002161	DANRE42804	HUMAN17802
OG0002162	DANRE40141, DANRE26602	HUMAN02073
OG0002162	DANRE35386	HUMAN29318, HUMAN29319
OG0002163	DANRE31471	HUMAN06865
OG0002163	DANRE25945	HUMAN04226
OG0002163	DANRE31470	HUMAN06864
OG0002163	DANRE02306, DANRE02305	HUMAN02356
OG0002164	DANRE04882, DANRE04883, DANRE04880, DANRE04881	HUMAN18639
OG0002166	DANRE01435, DANRE01434, DANRE40855, DANRE40854	HUMAN07297
OG0002166	DANRE35051, DANRE35052	HUMAN26751
OG0002167	DANRE01555, DANRE33556, DANRE33557	HUMAN26280
OG0002167	DANRE20022, DANRE06269	HUMAN23897
OG0002167	DANRE00271, DANRE00272	HUMAN27666, HUMAN27667
OG0002168	DANRE14915, DANRE14916	HUMAN28277, HUMAN28276, HUMAN28275
OG0002168	DANRE01851, DANRE01853, DANRE01850, DANRE01852	HUMAN17195
OG0002169	DANRE38142, DANRE38141	HUMAN17132
OG0002169	DANRE03316	HUMAN03434
OG0002170	DANRE00534	HUMAN23741
OG0002170	DANRE09328, DANRE09327	HUMAN16364
OG0002171	DANRE40768, DANRE02347	HUMAN18925
OG0002172	DANRE13491, DANRE13490, DANRE13488, DANRE13489	HUMAN05082
OG0002172	DANRE31480, DANRE31481, DANRE31479	HUMAN21374, HUMAN21373
OG0002173	DANRE14606, DANRE14605	HUMAN23179
OG0002173	DANRE13464, DANRE13466, DANRE13467, DANRE25908, DANRE13465, DANRE25907, DANRE25906	HUMAN01775, HUMAN09844, HUMAN09843
OG0002175	DANRE19425, DANRE39612	HUMAN01262, HUMAN29256
OG0002175	DANRE40442	HUMAN28064, HUMAN25497, HUMAN16983, HUMAN25495
OG0002176	DANRE31269	HUMAN06189
OG0002176	DANRE38229, DANRE38228, DANRE13187	HUMAN04341
OG0002177	DANRE17397, DANRE17396, DANRE17395	HUMAN08516
OG0002178	DANRE43120, DANRE30367	HUMAN24840
OG0002179	DANRE11778, DANRE11777	HUMAN25015, HUMAN25016
OG0002180	DANRE27214, DANRE24078, DANRE24077	HUMAN27912
OG0002182	DANRE13485	HUMAN26865
OG0002183	DANRE31505, DANRE31504, DANRE31506, DANRE31507, DANRE31503	HUMAN06781, HUMAN06780, HUMAN06779
OG0002183	DANRE02310, DANRE02311	HUMAN02386, HUMAN02385, HUMAN02387
OG0002184	DANRE34335	HUMAN23481
OG0002184	DANRE16850, DANRE29092	HUMAN14768
OG0002185	DANRE25404	HUMAN11287, HUMAN11285
OG0002185	DANRE25405	HUMAN11271
OG0002186	DANRE35920, DANRE35919, DANRE42101	HUMAN18439
OG0002186	DANRE24028, DANRE24027	HUMAN20709
OG0002187	DANRE34282, DANRE34283	HUMAN29354
OG0002188	DANRE15351	HUMAN18175
OG0002189	DANRE26778	HUMAN09640
OG0002190	DANRE09767, DANRE09768	HUMAN15760
OG0002190	DANRE08160	HUMAN05616
OG0002190	DANRE00930, DANRE00929	HUMAN21255, HUMAN21256
OG0002191	DANRE24199, DANRE24200, DANRE24201, DANRE24198	HUMAN20700
OG0002191	DANRE23348	HUMAN06414
OG0002191	DANRE42786	HUMAN17809
OG0002192	DANRE24746	HUMAN10192
OG0002192	DANRE36150, DANRE36149, DANRE36151	HUMAN12373, HUMAN12372
OG0002192	DANRE10056, DANRE10057	HUMAN00767
OG0002193	DANRE36401, DANRE36400	HUMAN00932
OG0002194	DANRE39769, DANRE39770, DANRE02435	HUMAN19741, HUMAN19740
OG0002194	DANRE02434	HUMAN19742
OG0002195	DANRE02781	HUMAN00832, HUMAN00833
OG0002195	DANRE21833, DANRE21832	HUMAN21946
OG0002195	DANRE09289	HUMAN05880
OG0002196	DANRE05128	HUMAN03221, HUMAN03218, HUMAN03220, HUMAN03219
OG0002199	DANRE25781, DANRE38939	HUMAN03853
OG0002199	DANRE12337, DANRE12336	HUMAN05772, HUMAN05773
OG0002201	DANRE12839	HUMAN11420, HUMAN11419, HUMAN11421
OG0002201	DANRE13676	HUMAN24520
OG0002202	DANRE04917, DANRE04918	HUMAN08958
OG0002203	DANRE12390, DANRE39117, DANRE39118, DANRE39077, DANRE39078, DANRE39079, DANRE39082, DANRE39080, DANRE39081, DANRE39083, DANRE39084	HUMAN11297, HUMAN11300
OG0002203	DANRE17707	HUMAN13823
OG0002203	DANRE02273, DANRE02274	HUMAN19235
OG0002204	DANRE08735	HUMAN16061, HUMAN16143, HUMAN16152, HUMAN16151, HUMAN16153, HUMAN16125, HUMAN16126, HUMAN16124, HUMAN16127, HUMAN16144, HUMAN16146, HUMAN16147, HUMAN16128, HUMAN16129
OG0002209	DANRE25914, DANRE25913	HUMAN20365
OG0002209	DANRE39809	HUMAN24987
OG0002209	DANRE39789	HUMAN29844
OG0002211	DANRE01136	HUMAN11726
OG0002212	DANRE26646, DANRE26645	HUMAN01054
OG0002212	DANRE33965, DANRE33966	HUMAN23549
OG0002213	DANRE11266	HUMAN02703
OG0002214	DANRE07234, DANRE04902, DANRE04901	HUMAN17139
OG0002214	DANRE05024, DANRE05023	HUMAN03693
OG0002214	DANRE01418, DANRE40783, DANRE01419	HUMAN27692
OG0002216	DANRE31447	HUMAN26776
OG0002217	DANRE18656, DANRE18657	HUMAN18667
OG0002218	DANRE12909	HUMAN09407
OG0002218	DANRE41135, DANRE38351	HUMAN09408
OG0002218	DANRE41136, DANRE41134	HUMAN28821
OG0002219	DANRE10977, DANRE10976, DANRE10979, DANRE10980, DANRE10978	HUMAN16735, HUMAN16736, HUMAN16734
OG0002221	DANRE41044	HUMAN06004, HUMAN06003, HUMAN00829, HUMAN00828
OG0002222	DANRE03714, DANRE03713, DANRE36238, DANRE36237	HUMAN18518
OG0002223	DANRE02289	HUMAN02421
OG0002223	DANRE30589, DANRE30588	HUMAN06736
OG0002224	DANRE05330	HUMAN03121
OG0002225	DANRE13436, DANRE13437, DANRE13435	HUMAN15442, HUMAN15441
OG0002225	DANRE06828, DANRE06829	HUMAN04945, HUMAN04946
OG0002226	DANRE16944, DANRE16945	HUMAN14861
OG0002226	DANRE16942	HUMAN14859
OG0002226	DANRE26719, DANRE26718	HUMAN22446
OG0002227	DANRE38792, DANRE38791, DANRE38786, DANRE38789, DANRE27370, DANRE27371, DANRE27369	HUMAN28362, HUMAN28361
OG0002228	DANRE43090	HUMAN13403
OG0002228	DANRE10014, DANRE10015	HUMAN15939
OG0002229	DANRE01440	HUMAN19714
OG0002231	DANRE34360, DANRE34359	HUMAN29992, HUMAN29990, HUMAN29991
OG0002233	DANRE35671	HUMAN29780
OG0002234	DANRE29344	HUMAN20083
OG0002235	DANRE16373, DANRE39222	HUMAN17190
OG0002235	DANRE40892, DANRE40893	HUMAN24315, HUMAN24316, HUMAN27517
OG0002236	DANRE24193, DANRE24192, DANRE24194	HUMAN27901
OG0002237	DANRE15001, DANRE15003, DANRE15002	HUMAN00596
OG0002237	DANRE08620, DANRE08619	HUMAN05367
OG0002237	DANRE18184, DANRE18183	HUMAN25446
OG0002239	DANRE12168, DANRE08987	HUMAN01599
OG0002239	DANRE34713, DANRE34712, DANRE34714, DANRE34715	HUMAN23236
OG0002240	DANRE36473, DANRE36474, DANRE36472	HUMAN21965, HUMAN21964, HUMAN21963
OG0002241	DANRE33267	HUMAN20013
OG0002241	DANRE13580	HUMAN24854
OG0002242	DANRE10198, DANRE14423	HUMAN28144
OG0002243	DANRE20144	HUMAN24387
OG0002243	DANRE41158	HUMAN17085
OG0002244	DANRE34365, DANRE34366, DANRE34364	HUMAN30021, HUMAN30020, HUMAN28593
OG0002245	DANRE29129, DANRE29130, DANRE29131	HUMAN12770
OG0002245	DANRE27347, DANRE27348	HUMAN05328
OG0002246	DANRE38384, DANRE38385	HUMAN09200
OG0002246	DANRE10420	HUMAN01582
OG0002246	DANRE34584, DANRE34583	HUMAN23227
OG0002248	DANRE06790	HUMAN23117
OG0002249	DANRE19641, DANRE19640, DANRE40622	HUMAN28857
OG0002249	DANRE01864, DANRE27641	HUMAN14282, HUMAN14281
OG0002251	DANRE19593, DANRE33438	HUMAN22625
OG0002252	DANRE30455	HUMAN13562, HUMAN13563, HUMAN13561
OG0002252	DANRE29416, DANRE29414, DANRE29415	HUMAN10150, HUMAN10149
OG0002253	DANRE11670, DANRE18826, DANRE18827	HUMAN08536
OG0002254	DANRE03958, DANRE03957, DANRE03956	HUMAN03468
OG0002254	DANRE19354, DANRE34109, DANRE34108, DANRE34107	HUMAN29464
OG0002254	DANRE09167	HUMAN20711
OG0002254	DANRE36677, DANRE36676, DANRE36675	HUMAN29501
OG0002255	DANRE38614, DANRE38615	HUMAN15235
OG0002255	DANRE38613	HUMAN15234
OG0002255	DANRE24873	HUMAN19154
OG0002256	DANRE39821, DANRE39822	HUMAN01451
OG0002256	DANRE33044	HUMAN27022
OG0002257	DANRE11949, DANRE11948	HUMAN16801
OG0002257	DANRE11591, DANRE11590	HUMAN09320
OG0002258	DANRE39263, DANRE39262	HUMAN22190
OG0002259	DANRE08568, DANRE00772, DANRE00773	HUMAN11708
OG0002259	DANRE35317, DANRE00298	HUMAN20011
OG0002260	DANRE11640, DANRE11639, DANRE11641	HUMAN02500
OG0002260	DANRE12091, DANRE12092	HUMAN08659
OG0002261	DANRE30021	HUMAN26610
OG0002261	DANRE30020	HUMAN26609
OG0002262	DANRE29230, DANRE14360, DANRE29231	HUMAN12924
OG0002262	DANRE14359, DANRE14358	HUMAN26068
OG0002262	DANRE41711, DANRE41710	HUMAN21912
OG0002263	DANRE27138, DANRE27137	HUMAN21617
OG0002264	DANRE07009, DANRE07008	HUMAN30321
OG0002264	DANRE09035	HUMAN00757
OG0002265	DANRE23389, DANRE23388	HUMAN27342
OG0002265	DANRE09734	HUMAN28204
OG0002266	DANRE04017, DANRE04018	HUMAN13024
OG0002267	DANRE13581	HUMAN24827
OG0002267	DANRE19461, DANRE19462	HUMAN29511
OG0002268	DANRE24001, DANRE24000	HUMAN26212
OG0002268	DANRE23350	HUMAN06416
OG0002270	DANRE42692	HUMAN17941
OG0002270	DANRE31618, DANRE31619, DANRE31620	HUMAN20351
OG0002271	DANRE36496	HUMAN29779
OG0002271	DANRE20553, DANRE20552	HUMAN23811
OG0002271	DANRE11453	HUMAN22864
OG0002272	DANRE18875	HUMAN28420
OG0002274	DANRE33297	HUMAN26361
OG0002274	DANRE03176	HUMAN10933, HUMAN10930, HUMAN10931, HUMAN10934
OG0002274	DANRE33298	HUMAN26362
OG0002275	DANRE43149	HUMAN00621
OG0002275	DANRE36930	HUMAN19061
OG0002275	DANRE15105	HUMAN28062
OG0002276	DANRE23415, DANRE23416	HUMAN06508
OG0002277	DANRE12429, DANRE12428	HUMAN02889, HUMAN02888
OG0002277	DANRE36747, DANRE36748, DANRE22297, DANRE22298	HUMAN21136
OG0002278	DANRE07858, DANRE07857	HUMAN15574
OG0002278	DANRE12082, DANRE12083, DANRE12084	HUMAN08614
OG0002279	DANRE42242	HUMAN07773
OG0002279	DANRE27826	HUMAN17618
OG0002280	DANRE18762	HUMAN25412
OG0002280	DANRE09054, DANRE09053, DANRE14225, DANRE14226, DANRE14227, DANRE14224, DANRE14222	HUMAN00533
OG0002281	DANRE40806, DANRE40807	HUMAN27514
OG0002281	DANRE05015, DANRE05017, DANRE05016, DANRE04335	HUMAN03556
OG0002281	DANRE39560, DANRE33306	HUMAN18635
OG0002282	DANRE28648	HUMAN14852
OG0002282	DANRE14580	HUMAN24776
OG0002282	DANRE16516	HUMAN24779, HUMAN24778, HUMAN24777
OG0002283	DANRE04994, DANRE04993	HUMAN03213
OG0002283	DANRE06240, DANRE06239, DANRE06241, DANRE16300, DANRE16301	HUMAN23086
OG0002284	DANRE00182	HUMAN28860
OG0002284	DANRE17687	HUMAN01016
OG0002285	DANRE01557, DANRE01558	HUMAN26249, HUMAN26250, HUMAN26248, HUMAN26247
OG0002285	DANRE05959	HUMAN03480
OG0002286	DANRE18378, DANRE18379	HUMAN25154
OG0002287	DANRE02275, DANRE02276	HUMAN19237
OG0002287	DANRE17711	HUMAN13819
OG0002288	DANRE06055	HUMAN22780
OG0002288	DANRE20574, DANRE20573	HUMAN23814
OG0002289	DANRE42162	HUMAN07829
OG0002289	DANRE34357	HUMAN29986
OG0002289	DANRE00730, DANRE37952, DANRE00729	HUMAN11955
OG0002290	DANRE33620, DANRE33619	HUMAN07411
OG0002290	DANRE00906, DANRE00907	HUMAN26376, HUMAN26380
OG0002290	DANRE03831, DANRE03830, DANRE03832	HUMAN10902
OG0002291	DANRE00425, DANRE00426	HUMAN23415
OG0002292	DANRE35908	HUMAN20567
OG0002292	DANRE25435, DANRE25434	HUMAN04304
OG0002293	DANRE02074, DANRE02075	HUMAN29640
OG0002293	DANRE14636	HUMAN00645
OG0002293	DANRE18384, DANRE18385	HUMAN25668
OG0002294	DANRE19637, DANRE19636	HUMAN28915
OG0002294	DANRE36446, DANRE26343	HUMAN01132
OG0002295	DANRE21719, DANRE21720	HUMAN15036
OG0002295	DANRE19376, DANRE19377	HUMAN23608
OG0002296	DANRE05952, DANRE05953	HUMAN03478
OG0002297	DANRE35527, DANRE35528	HUMAN00943
OG0002298	DANRE29109, DANRE29110, DANRE28756, DANRE43180, DANRE28757, DANRE43181, DANRE43041	HUMAN24863, HUMAN24713, HUMAN24712, HUMAN24714, HUMAN24395
OG0002312	DANRE20428, DANRE07389, DANRE07387, DANRE07391, DANRE07390, DANRE07388	HUMAN24016
OG0002314	DANRE16662, DANRE16663, DANRE16664	HUMAN17398
OG0002314	DANRE17933, DANRE17934	HUMAN22428
OG0002315	DANRE33255, DANRE33257	HUMAN28579
OG0002315	DANRE36427	HUMAN00850
OG0002316	DANRE14670	HUMAN00674
OG0002316	DANRE02069, DANRE02071, DANRE02072, DANRE02070	HUMAN29642, HUMAN29641
OG0002317	DANRE05615, DANRE05614	HUMAN08597
OG0002317	DANRE13168, DANRE13169	HUMAN15545
OG0002317	DANRE05141	HUMAN02658
OG0002317	DANRE37146, DANRE37147	HUMAN04899
OG0002318	DANRE28853, DANRE28854	HUMAN14764
OG0002319	DANRE01930, DANRE01931, DANRE01932	HUMAN21817
OG0002320	DANRE34160, DANRE08175	HUMAN05611
OG0002320	DANRE07657	HUMAN19558, HUMAN19557
OG0002321	DANRE16380	HUMAN17177
OG0002322	DANRE30306, DANRE30305	HUMAN10133
OG0002323	DANRE33348, DANRE33349	HUMAN26716
OG0002324	DANRE14539	HUMAN26593
OG0002325	DANRE41635	HUMAN19341
OG0002326	DANRE11982, DANRE11981, DANRE18035	HUMAN08506
OG0002326	DANRE17969	HUMAN25742
OG0002327	DANRE22842, DANRE22841	HUMAN30541, HUMAN23011
OG0002327	DANRE02715	HUMAN21036
OG0002328	DANRE19760	HUMAN23263
OG0002329	DANRE13677	HUMAN24515
OG0002329	DANRE12842, DANRE12841	HUMAN11414
OG0002330	DANRE19578	HUMAN19770
OG0002330	DANRE08225	HUMAN11705, HUMAN11704
OG0002331	DANRE14402, DANRE14401	HUMAN14100, HUMAN14101
OG0002332	DANRE34536, DANRE34537	HUMAN22581
OG0002332	DANRE41108, DANRE41107, DANRE01408, DANRE01409	HUMAN17089, HUMAN17088
OG0002333	DANRE34751	HUMAN23504
OG0002334	DANRE24123, DANRE24121, DANRE24122	HUMAN23188
OG0002334	DANRE35546, DANRE35545, DANRE42533, DANRE42534	HUMAN21398
OG0002335	DANRE03739	HUMAN02991, HUMAN02989
OG0002336	DANRE42241, DANRE35602	HUMAN07774
OG0002336	DANRE24502, DANRE27827	HUMAN17619
OG0002337	DANRE08056, DANRE00914, DANRE00913	HUMAN13125
OG0002340	DANRE26908	HUMAN27845
OG0002341	DANRE20381, DANRE20379, DANRE20378, DANRE20380, DANRE20377, DANRE20376	HUMAN03985
OG0002342	DANRE11694, DANRE11693	HUMAN24578, HUMAN24577
OG0002342	DANRE05529, DANRE05528	HUMAN16588, HUMAN00649
OG0002343	DANRE25095, DANRE25094, DANRE37612	HUMAN03892
OG0002343	DANRE25497	HUMAN19683
OG0002344	DANRE07882, DANRE34183, DANRE34182	HUMAN11772
OG0002344	DANRE19431	HUMAN07290
OG0002345	DANRE33055	HUMAN20313
OG0002345	DANRE25210, DANRE25211, DANRE25209, DANRE25212	HUMAN04409
OG0002346	DANRE33235	HUMAN20281
OG0002346	DANRE13335, DANRE13334	HUMAN04431
OG0002347	DANRE30595, DANRE30594	HUMAN06036
OG0002347	DANRE25287	HUMAN05049
OG0002348	DANRE10939	HUMAN08458
OG0002348	DANRE00806	HUMAN04091
OG0002349	DANRE25400	HUMAN11133
OG0002349	DANRE38745	HUMAN22174
OG0002350	DANRE21779, DANRE21780	HUMAN02297, HUMAN02294
OG0002350	DANRE19276, DANRE41252, DANRE41253	HUMAN29151
OG0002352	DANRE13601, DANRE10604, DANRE10606	HUMAN26134, HUMAN26135, HUMAN26133
OG0002353	DANRE00010, DANRE00012, DANRE00011	HUMAN19515
OG0002354	DANRE14164, DANRE09937	HUMAN13758
OG0002354	DANRE37092	HUMAN19183
OG0002355	DANRE16341, DANRE16342	HUMAN22890
OG0002355	DANRE06475	HUMAN24369, HUMAN24368, HUMAN24367
OG0002356	DANRE31051, DANRE12469, DANRE12468	HUMAN05813
OG0002356	DANRE29615	HUMAN16034
OG0002357	DANRE17322, DANRE17323, DANRE17321	HUMAN25726
OG0002358	DANRE13487	HUMAN02384, HUMAN06090
OG0002358	DANRE12934, DANRE12933	HUMAN04218
OG0002358	DANRE02324	HUMAN02383
OG0002359	DANRE11588	HUMAN09276, HUMAN09278
OG0002359	DANRE11586, DANRE11587, DANRE11585	HUMAN09279, HUMAN09277
OG0002360	DANRE03133	HUMAN12956, HUMAN12957
OG0002360	DANRE14891, DANRE14892, DANRE14890	HUMAN26564
OG0002361	DANRE05566	HUMAN18700
OG0002361	DANRE17466, DANRE11141	HUMAN08727
OG0002362	DANRE33948	HUMAN28776
OG0002362	DANRE37578, DANRE37580, DANRE33949, DANRE37579	HUMAN09925
OG0002363	DANRE15421, DANRE15420, DANRE15422, DANRE29848, DANRE29849	HUMAN10308
OG0002363	DANRE43078, DANRE03692, DANRE03693	HUMAN13337
OG0002366	DANRE23406	HUMAN19021
OG0002366	DANRE24100, DANRE24099, DANRE27226	HUMAN27927
OG0002366	DANRE39161, DANRE25332	HUMAN11549
OG0002367	DANRE21483	HUMAN01315
OG0002367	DANRE34909	HUMAN23440, HUMAN23441
OG0002368	DANRE11442, DANRE11443, DANRE11444	HUMAN08785, HUMAN08788
OG0002368	DANRE04658, DANRE04657	HUMAN16937
OG0002368	DANRE11445	HUMAN08786, HUMAN08787
OG0002369	DANRE10691	HUMAN08931
OG0002370	DANRE09330, DANRE09329, DANRE14032, DANRE14030, DANRE14029	HUMAN16385
OG0002371	DANRE04441	HUMAN02548
OG0002371	DANRE11569	HUMAN08900
OG0002372	DANRE28952, DANRE28951	HUMAN10836, HUMAN10835
OG0002373	DANRE17559, DANRE11721	HUMAN09022, HUMAN09023
OG0002373	DANRE11249	HUMAN25099, HUMAN25100
OG0002373	DANRE11720	HUMAN09024
OG0002374	DANRE28397	HUMAN13711
OG0002374	DANRE36862	HUMAN19212
OG0002375	DANRE08588, DANRE08589	HUMAN26013
OG0002376	DANRE20015, DANRE20014, DANRE38107, DANRE38106, DANRE38108	HUMAN04793, HUMAN04794
OG0002377	DANRE18217, DANRE18218, DANRE18216	HUMAN08799
OG0002378	DANRE25436, DANRE25437, DANRE25438	HUMAN04312
OG0002379	DANRE22137, DANRE22136	HUMAN21651
OG0002379	DANRE35285	HUMAN11813, HUMAN11812
OG0002380	DANRE40905, DANRE40903	HUMAN18660
OG0002380	DANRE05387, DANRE05386	HUMAN03060, HUMAN03059, HUMAN03058
OG0002380	DANRE00439, DANRE00438	HUMAN22512
OG0002383	DANRE25117, DANRE25112, DANRE25116, DANRE25113, DANRE24953, DANRE24952, DANRE24951	HUMAN05663
OG0002384	DANRE24344	HUMAN29809, HUMAN29808, HUMAN12433, HUMAN12383, HUMAN02993, HUMAN02999
OG0002385	DANRE29842, DANRE29841	HUMAN10730
OG0002385	DANRE28561, DANRE28560, DANRE28554, DANRE28555, DANRE03634	HUMAN20212
OG0002385	DANRE36152, DANRE36153, DANRE29812	HUMAN13442
OG0002395	DANRE39980, DANRE39979	HUMAN00976, HUMAN00977
OG0002395	DANRE39377, DANRE39375, DANRE39378, DANRE39376	HUMAN28470, HUMAN28469, HUMAN28468
OG0002396	DANRE37808, DANRE37806	HUMAN04896
OG0002396	DANRE11328, DANRE11327	HUMAN17031
OG0002398	DANRE16041	HUMAN17416
OG0002398	DANRE07025, DANRE39921, DANRE39920, DANRE39919	HUMAN27452
OG0002399	DANRE18376	HUMAN16692
OG0002399	DANRE02239, DANRE02238	HUMAN19126
OG0002399	DANRE24087, DANRE24086	HUMAN27904
OG0002400	DANRE36047, DANRE36048	HUMAN20450
OG0002400	DANRE31486	HUMAN26787
OG0002400	DANRE01746, DANRE40363	HUMAN24957
OG0002401	DANRE41812, DANRE41811	HUMAN07751, HUMAN07750, HUMAN07749
OG0002401	DANRE17853	HUMAN22384, HUMAN22383
OG0002402	DANRE18877, DANRE18878, DANRE18797, DANRE18796	HUMAN28349
OG0002403	DANRE26493	HUMAN21748
OG0002404	DANRE01918	HUMAN01199
OG0002404	DANRE16949, DANRE16950, DANRE16948	HUMAN14844
OG0002405	DANRE15704, DANRE15703, DANRE06806	HUMAN27479
OG0002405	DANRE24393	HUMAN07489
OG0002405	DANRE33748	HUMAN29973
OG0002406	DANRE23476	HUMAN05709
OG0002406	DANRE01772	HUMAN11344
OG0002406	DANRE23473, DANRE23475, DANRE23474, DANRE01770	HUMAN11342, HUMAN11345, HUMAN11346
OG0002407	DANRE05096, DANRE05097, DANRE03785	HUMAN30305, HUMAN03387
OG0002408	DANRE38556, DANRE38555, DANRE38557	HUMAN11284
OG0002408	DANRE09803, DANRE09804	HUMAN28040
OG0002409	DANRE23061	HUMAN30558
OG0002409	DANRE31062	HUMAN02835
OG0002410	DANRE22719, DANRE40305	HUMAN19269, HUMAN19268
OG0002411	DANRE38371	HUMAN09554
OG0002411	DANRE13902	HUMAN01620
OG0002412	DANRE25099	HUMAN03845
OG0002413	DANRE30178, DANRE30179	HUMAN14693
OG0002413	DANRE30177, DANRE30180	HUMAN14692
OG0002414	DANRE21494	HUMAN13805
OG0002414	DANRE22531, DANRE22530, DANRE23247	HUMAN19247
OG0002415	DANRE05251, DANRE05250	HUMAN03247
OG0002416	DANRE10842, DANRE10843, DANRE30621, DANRE30620	HUMAN25786
OG0002418	DANRE00142	HUMAN07184
OG0002418	DANRE09980	HUMAN05898
OG0002419	DANRE09808, DANRE09809	HUMAN10282
OG0002419	DANRE03573, DANRE03574	HUMAN10283
OG0002420	DANRE13319, DANRE13318	HUMAN15452, HUMAN15451
OG0002420	DANRE12102	HUMAN09249
OG0002420	DANRE16729, DANRE16730, DANRE04597, DANRE04596	HUMAN17056, HUMAN17055
OG0002421	DANRE24979, DANRE24978	HUMAN09616, HUMAN09615
OG0002421	DANRE38877, DANRE38875, DANRE38878, DANRE38876	HUMAN11189, HUMAN11188
OG0002422	DANRE07168, DANRE07169, DANRE07170, DANRE07166	HUMAN30114, HUMAN03138
OG0002423	DANRE42835, DANRE42834, DANRE42825, DANRE42824	HUMAN26188, HUMAN21560, HUMAN21559
OG0002424	DANRE06511	HUMAN22080
OG0002425	DANRE22894, DANRE22893	HUMAN00382, HUMAN00383
OG0002426	DANRE03071, DANRE29062	HUMAN25971
OG0002426	DANRE28444, DANRE28456	HUMAN20163
OG0002427	DANRE33043	HUMAN06810
OG0002427	DANRE38738, DANRE38737	HUMAN04260
OG0002427	DANRE33047	HUMAN04261
OG0002428	DANRE14864, DANRE14867, DANRE14866, DANRE14865	HUMAN26546
OG0002428	DANRE01600, DANRE01601	HUMAN06692, HUMAN06691
OG0002429	DANRE12512, DANRE12510	HUMAN11474
OG0002429	DANRE22357, DANRE22358, DANRE22359	HUMAN19001
OG0002430	DANRE28030	HUMAN26547, HUMAN26548
OG0002431	DANRE08655, DANRE08653, DANRE08654	HUMAN21933, HUMAN21934, HUMAN21932
OG0002431	DANRE09977	HUMAN05907
