Orthogroup	DANRE	AENJA_ok
OG0003737	DANRE35136, DANRE39954	AENJA_20913
OG0003738	DANRE36139, DANRE36138, DANRE36137, DANRE29374, DANRE29373	AENJA_21039
OG0003739	DANRE42065, DANRE42066, DANRE42068, DANRE42067	AENJA_21483
OG0003740	DANRE38234, DANRE38233	AENJA_21680
OG0003741	DANRE10272	AENJA_21770
OG0003742	DANRE08596, DANRE14643, DANRE14644, DANRE23457	AENJA_22403
OG0003743	DANRE33700, DANRE34206, DANRE34205, DANRE34204	AENJA_22572
OG0003744	DANRE40230, DANRE40231, DANRE01611	AENJA_22829
OG0003745	DANRE33987	AENJA_23235, AENJA_23237, AENJA_23234
OG0003746	DANRE41689, DANRE35874, DANRE03867, DANRE29830, DANRE14507	AENJA_23348
OG0003747	DANRE13572	AENJA_23433
OG0003748	DANRE31296, DANRE31295, DANRE31298, DANRE31297, DANRE25037	AENJA_23488, AENJA_23487
OG0003750	DANRE22388, DANRE22389	AENJA_23963
OG0003751	DANRE40133	AENJA_24526
OG0003752	DANRE06205, DANRE25811, DANRE25810	AENJA_24562
OG0003753	DANRE43284, DANRE03079, DANRE43075	AENJA_24858
OG0003754	DANRE25083, DANRE25084, DANRE32954	AENJA_24910
OG0003755	DANRE07965, DANRE07966	AENJA_24952
OG0003756	DANRE14383, DANRE12824, DANRE12823	AENJA_25172
OG0003757	DANRE08297, DANRE08295, DANRE08296	AENJA_25326
OG0003758	DANRE29257, DANRE29256, DANRE23446	AENJA_25591
OG0003759	DANRE23669, DANRE13867, DANRE13866	AENJA_25619
OG0003760	DANRE26661, DANRE11544, DANRE11543	AENJA_26295
OG0003761	DANRE25159, DANRE25158, DANRE39412	AENJA_26423
OG0003762	DANRE30301, DANRE30494, DANRE03653, DANRE30300, DANRE03652, DANRE03651	AENJA_26451
OG0003763	DANRE04502, DANRE04503	AENJA_26622
OG0003794	DANRE23498, DANRE14387, DANRE12539, DANRE12540, DANRE38896	AENJA_00002
OG0003795	DANRE39787, DANRE39786, DANRE39788, DANRE02438	AENJA_00051
OG0003798	DANRE42704, DANRE42702, DANRE01603, DANRE01605, DANRE01604, DANRE01602	AENJA_00181
OG0003801	DANRE39810	AENJA_07230, AENJA_01349, AENJA_12880, AENJA_24669, AENJA_14285, AENJA_23157, AENJA_03293, AENJA_18905, AENJA_06035, AENJA_12828, AENJA_04909, AENJA_11065, AENJA_11730, AENJA_00312, AENJA_17606, AENJA_19558, AENJA_09571, AENJA_24592, AENJA_12025, AENJA_01154, AENJA_02157, AENJA_24096, AENJA_05969, AENJA_07949, AENJA_06034, AENJA_00897, AENJA_18534, AENJA_11727, AENJA_10732, AENJA_00683, AENJA_16869, AENJA_12879, AENJA_18254, AENJA_21199, AENJA_10239, AENJA_16878
OG0003803	DANRE19445, DANRE40131, DANRE40132	AENJA_00564
OG0003806	DANRE29065	AENJA_00944
OG0003807	DANRE29385	AENJA_00967
OG0003808	DANRE14806, DANRE14805	AENJA_00978
OG0003809	DANRE39386, DANRE05049	AENJA_01422
OG0003810	DANRE41806, DANRE37129, DANRE06614	AENJA_01566
OG0003811	DANRE17816	AENJA_01571
OG0003812	DANRE19662, DANRE19663	AENJA_01871
OG0003813	DANRE34559, DANRE34558, DANRE33725	AENJA_02053
OG0003816	DANRE05129	AENJA_02254
OG0003818	DANRE00796, DANRE00795, DANRE00794	AENJA_02475
OG0003820	DANRE37833	AENJA_02870, AENJA_19572
OG0003821	DANRE40392, DANRE22098, DANRE22097	AENJA_02911
OG0003823	DANRE18651	AENJA_02946
OG0003824	DANRE41228	AENJA_02975
OG0003825	DANRE11071, DANRE11072, DANRE18536, DANRE18535	AENJA_02982
OG0003826	DANRE34174, DANRE34175	AENJA_03131
OG0003828	DANRE34896	AENJA_03700
OG0003829	DANRE26628	AENJA_03792
OG0003830	DANRE17312, DANRE17311, DANRE17313, DANRE11097, DANRE11096, DANRE11098	AENJA_26357, AENJA_19327, AENJA_03838
OG0003831	DANRE15888, DANRE15887	AENJA_03886
OG0003832	DANRE24991, DANRE36840	AENJA_03902
OG0003833	DANRE10771, DANRE10770	AENJA_04439
OG0003834	DANRE26683, DANRE26682, DANRE26041, DANRE26040	AENJA_04549, AENJA_04550
OG0003835	DANRE10791, DANRE10790, DANRE10789, DANRE10788	AENJA_12493, AENJA_04664
OG0003836	DANRE15750, DANRE15749, DANRE20258	AENJA_16961, AENJA_04750, AENJA_18575, AENJA_06265
OG0003837	DANRE28859	AENJA_04856
OG0003838	DANRE41969, DANRE41970, DANRE15858	AENJA_04967
OG0003839	DANRE26852, DANRE26851, DANRE26850, DANRE26849	AENJA_06897
OG0003840	DANRE38305, DANRE00216	AENJA_07883, AENJA_05492
OG0003841	DANRE14586, DANRE14585	AENJA_05729
OG0003842	DANRE31588, DANRE31587, DANRE31586, DANRE31585, DANRE31589	AENJA_05895
OG0003844	DANRE16504	AENJA_06372
OG0003845	DANRE00910, DANRE00911	AENJA_06384
OG0003846	DANRE00602	AENJA_06476
OG0003848	DANRE26505, DANRE39951	AENJA_06904
OG0003849	DANRE12746, DANRE12745, DANRE38507, DANRE00452, DANRE00453	AENJA_06923
OG0003850	DANRE10537	AENJA_07117, AENJA_21595
OG0003851	DANRE24600, DANRE24599, DANRE26396	AENJA_07129
OG0003852	DANRE25290, DANRE25289, DANRE25291	AENJA_07216
OG0003853	DANRE05312, DANRE05311	AENJA_07482, AENJA_19998
OG0003854	DANRE28328, DANRE12790, DANRE12789	AENJA_07506
OG0003855	DANRE10176, DANRE10174, DANRE10175	AENJA_07705
OG0003856	DANRE35627	AENJA_08084
OG0003857	DANRE29893	AENJA_08085
OG0003858	DANRE04452, DANRE04453	AENJA_08566
OG0003859	DANRE18447, DANRE18446, DANRE18445	AENJA_08612
OG0003862	DANRE35801, DANRE35802	AENJA_19217
OG0003863	DANRE40797	AENJA_09171
OG0003864	DANRE13127	AENJA_09391
OG0003865	DANRE42849, DANRE41340, DANRE41339, DANRE41338	AENJA_09441
OG0003866	DANRE24133, DANRE24132, DANRE24134, DANRE24131	AENJA_09527
OG0003867	DANRE31225	AENJA_09761
OG0003868	DANRE02600, DANRE21503	AENJA_09827
OG0003869	DANRE24691	AENJA_17460, AENJA_09977
OG0003870	DANRE29501, DANRE29502	AENJA_10263
OG0003871	DANRE41821, DANRE41822	AENJA_10643
OG0003872	DANRE33580	AENJA_10747
OG0003873	DANRE10964, DANRE10965, DANRE10963	AENJA_10784
OG0003874	DANRE09593	AENJA_10799
OG0003875	DANRE13186	AENJA_10875
OG0003876	DANRE09822, DANRE09823	AENJA_10876
OG0003877	DANRE36315	AENJA_11020
OG0003878	DANRE31427, DANRE31426, DANRE40405, DANRE02688, DANRE02689	AENJA_11046
OG0003880	DANRE36266, DANRE36267, DANRE36268	AENJA_11227
OG0003881	DANRE23015, DANRE23016	AENJA_11372
OG0003882	DANRE12769, DANRE12770, DANRE12768	AENJA_11663
OG0003883	DANRE04828, DANRE02957, DANRE39402	AENJA_11694
OG0003884	DANRE24982, DANRE24981, DANRE24983, DANRE24984, DANRE38541, DANRE38540	AENJA_11725
OG0003885	DANRE23957, DANRE23956	AENJA_11785, AENJA_23431
OG0003886	DANRE03464, DANRE03465	AENJA_12066
OG0003887	DANRE10423	AENJA_12157
OG0003888	DANRE03003, DANRE03004, DANRE03002, DANRE03001	AENJA_12506
OG0003889	DANRE29440	AENJA_12812
OG0003890	DANRE00279, DANRE20425, DANRE20424	AENJA_21991, AENJA_12959
OG0003892	DANRE31548, DANRE31549	AENJA_13114, AENJA_22782
OG0003893	DANRE05885, DANRE05887, DANRE05886	AENJA_13141
OG0003894	DANRE34284	AENJA_13190
OG0003895	DANRE29856	AENJA_13220
OG0003896	DANRE29376, DANRE29375, DANRE35458	AENJA_13916
OG0003897	DANRE26467	AENJA_14064
OG0003898	DANRE01941, DANRE01939, DANRE01940	AENJA_14091
OG0003899	DANRE15788	AENJA_14656
OG0003900	DANRE00881	AENJA_15786
OG0003901	DANRE18344, DANRE18343	AENJA_15961
OG0003903	DANRE15774	AENJA_16074
OG0003904	DANRE12918	AENJA_16228
OG0003906	DANRE21318, DANRE21317, DANRE21319	AENJA_16374
OG0003908	DANRE16228	AENJA_22677
OG0003908	DANRE37850	AENJA_17280
OG0003909	DANRE18212, DANRE18213	AENJA_26469, AENJA_17530
OG0003910	DANRE14816	AENJA_17611
OG0003911	DANRE36887, DANRE36885, DANRE36886	AENJA_17893
OG0003912	DANRE22780, DANRE24504, DANRE12988	AENJA_18106
OG0003913	DANRE06162	AENJA_18124
OG0003914	DANRE37573	AENJA_18479
OG0003915	DANRE15235, DANRE06997, DANRE06996	AENJA_18759
OG0003916	DANRE15537, DANRE27984, DANRE14683	AENJA_18832
OG0003917	DANRE36320, DANRE36318, DANRE36319	AENJA_18911
OG0003918	DANRE20155, DANRE07336, DANRE34528	AENJA_19068
OG0003919	DANRE34144	AENJA_19176
OG0003920	DANRE13507, DANRE13508, DANRE13506	AENJA_19805
OG0003921	DANRE27254, DANRE27256	AENJA_19828
OG0003922	DANRE41706	AENJA_19834
OG0003923	DANRE41776, DANRE41774, DANRE41775	AENJA_19884
OG0003925	DANRE14197, DANRE10649, DANRE10648	AENJA_20055
OG0003926	DANRE01778	AENJA_20056
OG0003927	DANRE34037	AENJA_20528
OG0003929	DANRE39127, DANRE39126	AENJA_20627
OG0003930	DANRE25628, DANRE25629	AENJA_20961
OG0003931	DANRE03642, DANRE29896, DANRE29894, DANRE29895	AENJA_21038
OG0003932	DANRE41855	AENJA_21377
OG0003933	DANRE36065, DANRE30948	AENJA_21761
OG0003934	DANRE13278	AENJA_21817
OG0003935	DANRE05444	AENJA_22316
OG0003936	DANRE12822, DANRE12821, DANRE12820	AENJA_22324
OG0003937	DANRE04177, DANRE00588, DANRE39693, DANRE11183, DANRE11182, DANRE33380	AENJA_22426
OG0003938	DANRE11347	AENJA_22573
OG0003939	DANRE03346	AENJA_22721
OG0003940	DANRE39442	AENJA_22828
OG0003941	DANRE21275, DANRE31025, DANRE31024, DANRE31023	AENJA_22930
OG0003942	DANRE17325, DANRE17324, DANRE17327, DANRE17326	AENJA_23165
OG0003943	DANRE14720, DANRE14718, DANRE14719, DANRE18814, DANRE11116, DANRE11117	AENJA_23357
OG0003944	DANRE26350	AENJA_23555
OG0003945	DANRE12335, DANRE12334, DANRE36681	AENJA_23594
OG0003946	DANRE16868, DANRE15691	AENJA_24350
OG0003947	DANRE04867, DANRE04866, DANRE04865, DANRE00638	AENJA_24809
OG0003948	DANRE39685, DANRE39684	AENJA_24828
OG0003949	DANRE22446, DANRE37005	AENJA_25294
OG0003951	DANRE40463, DANRE40462	AENJA_25520
OG0003953	DANRE20584, DANRE43396, DANRE16259	AENJA_25975, AENJA_25981
OG0003954	DANRE10352, DANRE10351, DANRE18648, DANRE18649, DANRE18647	AENJA_26001
OG0003955	DANRE16285, DANRE16284, DANRE16283	AENJA_26253
OG0003956	DANRE02182, DANRE02183	AENJA_26347
OG0003957	DANRE27155	AENJA_26465
OG0003958	DANRE05370, DANRE19939, DANRE19940, DANRE06230, DANRE19659	AENJA_26545
OG0003959	DANRE35120, DANRE43205	AENJA_26551
OG0003960	DANRE31202, DANRE31201, DANRE24968, DANRE24967	AENJA_26560
OG0003961	DANRE27124, DANRE40065	AENJA_26616
OG0003962	DANRE15346, DANRE06009, DANRE20526	AENJA_26659
OG0003997	DANRE16277, DANRE16275, DANRE16276	AENJA_08113, AENJA_00553
OG0003998	DANRE16820	AENJA_00732
OG0003999	DANRE24171, DANRE24172	AENJA_00953
OG0004000	DANRE14303, DANRE10250, DANRE10249	AENJA_01025
OG0004001	DANRE09236	AENJA_16326, AENJA_15409, AENJA_21840, AENJA_19861, AENJA_13948, AENJA_24627, AENJA_16531, AENJA_17927, AENJA_01106
OG0004002	DANRE05932, DANRE05928, DANRE05930, DANRE05933, DANRE05931	AENJA_01139
OG0004002	DANRE05929	AENJA_01146
OG0004004	DANRE20285	AENJA_01405
OG0004005	DANRE23393, DANRE23392	AENJA_01410, AENJA_01411
OG0004007	DANRE17531, DANRE34274	AENJA_01716
OG0004009	DANRE04572	AENJA_01997
OG0004010	DANRE00257	AENJA_02161
OG0004011	DANRE04959, DANRE33896	AENJA_02252
OG0004012	DANRE20086	AENJA_02300
OG0004014	DANRE42841, DANRE42839, DANRE42840, DANRE42838	AENJA_20548, AENJA_03289, AENJA_12583, AENJA_12582
OG0004015	DANRE36484, DANRE36483	AENJA_03648
OG0004016	DANRE23411, DANRE23410, DANRE23409	AENJA_25499
OG0004017	DANRE29671, DANRE29669, DANRE29670	AENJA_03846
OG0004018	DANRE10809	AENJA_04064
OG0004018	DANRE10810, DANRE10811	AENJA_22270
OG0004019	DANRE26375	AENJA_04085
OG0004020	DANRE13395, DANRE13394	AENJA_04089, AENJA_17512
OG0004021	DANRE34176	AENJA_04438
OG0004022	DANRE19882, DANRE19881	AENJA_04720
OG0004023	DANRE38567, DANRE38568	AENJA_04821
OG0004024	DANRE23979, DANRE23981, DANRE23980	AENJA_04835
OG0004025	DANRE35212	AENJA_05271
OG0004027	DANRE22477, DANRE23101, DANRE03257	AENJA_05469
OG0004028	DANRE05053, DANRE05054, DANRE05056, DANRE05055	AENJA_05585
OG0004029	DANRE05899	AENJA_05822
OG0004031	DANRE11151, DANRE13424	AENJA_06023
OG0004032	DANRE06973, DANRE42488, DANRE42487, DANRE42486, DANRE42489	AENJA_06151
OG0004033	DANRE02951, DANRE02950, DANRE05920	AENJA_07800, AENJA_06467
OG0004034	DANRE09592, DANRE37587, DANRE37588	AENJA_06784
OG0004035	DANRE21263, DANRE13578	AENJA_07045
OG0004036	DANRE20096, DANRE38034, DANRE14234	AENJA_07123
OG0004037	DANRE36247, DANRE36246	AENJA_07206
OG0004038	DANRE21930	AENJA_07209
OG0004039	DANRE10161, DANRE10162	AENJA_07640
OG0004041	DANRE16723	AENJA_07773, AENJA_07774
OG0004042	DANRE38657, DANRE38655	AENJA_07854
OG0004043	DANRE23254	AENJA_07877
OG0004044	DANRE43375, DANRE24878, DANRE28162, DANRE24880, DANRE24879	AENJA_07917
OG0004045	DANRE22126	AENJA_07957
OG0004046	DANRE35326	AENJA_17400, AENJA_07994
OG0004047	DANRE21333, DANRE21332	AENJA_08079
OG0004048	DANRE20080, DANRE06433, DANRE06434	AENJA_08141
OG0004049	DANRE06836, DANRE10046, DANRE22341	AENJA_08248
OG0004051	DANRE29233, DANRE41445, DANRE35765	AENJA_08973
OG0004052	DANRE20998, DANRE20999	AENJA_09045
OG0004053	DANRE10451, DANRE10452, DANRE10453	AENJA_09308
OG0004054	DANRE23307, DANRE07839, DANRE07837	AENJA_09386
OG0004055	DANRE18129, DANRE18130, DANRE18128, DANRE18127	AENJA_09534, AENJA_10626
OG0004056	DANRE33963	AENJA_09747
OG0004057	DANRE31161, DANRE31160	AENJA_09847
OG0004058	DANRE18210, DANRE18209, DANRE18208	AENJA_15238
OG0004058	DANRE18211	AENJA_09878
OG0004059	DANRE35070, DANRE35069	AENJA_10120
OG0004060	DANRE10030, DANRE10031	AENJA_10222
OG0004061	DANRE27391	AENJA_10245
OG0004062	DANRE06186, DANRE06185, DANRE05295, DANRE00700, DANRE43148	AENJA_10281
OG0004063	DANRE30815, DANRE30816, DANRE30817, DANRE30814, DANRE30819, DANRE30813, DANRE30818	AENJA_10560
OG0004064	DANRE35866, DANRE41678, DANRE41677	AENJA_10715
OG0004065	DANRE23201, DANRE23200, DANRE23198, DANRE23202, DANRE23199	AENJA_10915
OG0004066	DANRE35641	AENJA_10944
OG0004067	DANRE06632	AENJA_11072, AENJA_11073
OG0004068	DANRE39005	AENJA_11291
OG0004069	DANRE35213, DANRE35214	AENJA_11462
OG0004070	DANRE15504, DANRE15501, DANRE15503	AENJA_11512
OG0004071	DANRE34963	AENJA_11569
OG0004072	DANRE03361	AENJA_11674
OG0004073	DANRE26024, DANRE30705, DANRE36632	AENJA_11745
OG0004074	DANRE22339	AENJA_11761
OG0004075	DANRE03376, DANRE03377, DANRE03378	AENJA_11909, AENJA_25684
OG0004076	DANRE15069	AENJA_11962
OG0004077	DANRE34054, DANRE34052, DANRE34053, DANRE34056, DANRE34055, DANRE19436	AENJA_12069, AENJA_11984
OG0004079	DANRE07274, DANRE15648, DANRE15649, DANRE15650	AENJA_12149
OG0004080	DANRE35778, DANRE24628	AENJA_12559
OG0004080	DANRE35780	AENJA_12560
OG0004081	DANRE28019, DANRE23662	AENJA_12579
OG0004083	DANRE05501, DANRE05502	AENJA_12814
OG0004084	DANRE11402, DANRE17733, DANRE17734, DANRE17736, DANRE17735, DANRE17732	AENJA_13049
OG0004085	DANRE15264, DANRE15263	AENJA_13446
OG0004086	DANRE05573	AENJA_13483, AENJA_16966
OG0004087	DANRE24876, DANRE24874, DANRE24875, DANRE42789, DANRE42788	AENJA_13678
OG0004088	DANRE40011, DANRE43235	AENJA_13695, AENJA_24137
OG0004089	DANRE08809, DANRE08808	AENJA_13857
OG0004090	DANRE36859, DANRE23136, DANRE23135	AENJA_14113
OG0004091	DANRE35209, DANRE35210	AENJA_14498
OG0004092	DANRE23794, DANRE13755	AENJA_14629
OG0004093	DANRE19022, DANRE19023	AENJA_14743
OG0004094	DANRE34257, DANRE34256, DANRE34258, DANRE34259, DANRE41241, DANRE41242, DANRE41240, DANRE41239, DANRE41238	AENJA_14786
OG0004095	DANRE25028, DANRE43192, DANRE25029	AENJA_14906
OG0004096	DANRE17669	AENJA_14942
OG0004097	DANRE33765	AENJA_15032
OG0004098	DANRE00179, DANRE36368, DANRE36369	AENJA_15282
OG0004099	DANRE09350, DANRE03606	AENJA_15456
OG0004100	DANRE25221, DANRE25220	AENJA_16101, AENJA_16102
OG0004101	DANRE02022	AENJA_16349
OG0004102	DANRE03959	AENJA_16425
OG0004103	DANRE23050	AENJA_16652, AENJA_16649
OG0004104	DANRE35218, DANRE35217, DANRE35219, DANRE21466, DANRE12910	AENJA_17043
OG0004105	DANRE14169, DANRE10477, DANRE14170	AENJA_17274
OG0004106	DANRE02860, DANRE02861, DANRE23233	AENJA_17371
OG0004110	DANRE05249	AENJA_17972
OG0004111	DANRE14732, DANRE18626	AENJA_17987
OG0004112	DANRE13978, DANRE13976, DANRE13977	AENJA_26008
OG0004113	DANRE40461	AENJA_18290
OG0004114	DANRE34872	AENJA_18362
OG0004115	DANRE10141, DANRE10142	AENJA_18384
OG0004116	DANRE34155	AENJA_18624
OG0004117	DANRE27850, DANRE27849	AENJA_18937
OG0004118	DANRE31237	AENJA_19037
OG0004119	DANRE12211	AENJA_19319
OG0004120	DANRE05375, DANRE05376, DANRE05377	AENJA_19470
OG0004121	DANRE22939, DANRE27805, DANRE08793, DANRE08792	AENJA_19585
OG0004122	DANRE34074, DANRE34075, DANRE19444	AENJA_19610
OG0004123	DANRE00959	AENJA_19882
OG0004124	DANRE22782, DANRE22783, DANRE24184	AENJA_20051
OG0004126	DANRE07400, DANRE07729, DANRE07730	AENJA_20213
OG0004127	DANRE24066, DANRE24065, DANRE27220, DANRE27221, DANRE27222	AENJA_20390
OG0004128	DANRE36059, DANRE36062, DANRE36061, DANRE36060, DANRE36057, DANRE36058, DANRE11350	AENJA_20435
OG0004129	DANRE25065, DANRE25063, DANRE25064, DANRE25062	AENJA_20438
OG0004130	DANRE09375, DANRE09376, DANRE09377	AENJA_20514
OG0004131	DANRE40593	AENJA_20546
OG0004132	DANRE24923, DANRE24922	AENJA_20581
OG0004133	DANRE08845, DANRE42087	AENJA_20684
OG0004135	DANRE30043, DANRE03672, DANRE29872	AENJA_21037
OG0004136	DANRE40774	AENJA_21121
OG0004137	DANRE34718	AENJA_21136
OG0004139	DANRE00188, DANRE27643, DANRE01906	AENJA_22066
OG0004140	DANRE26029	AENJA_22122
OG0004141	DANRE39746, DANRE39745	AENJA_22209
OG0004142	DANRE30629	AENJA_22247
OG0004143	DANRE19387, DANRE19388, DANRE25179, DANRE37632, DANRE37633	AENJA_22570
OG0004144	DANRE09126, DANRE09125, DANRE42052	AENJA_22601
OG0004145	DANRE10998, DANRE11779, DANRE18791, DANRE18790	AENJA_22813
OG0004146	DANRE34606, DANRE34605	AENJA_22878
OG0004147	DANRE42081, DANRE35930	AENJA_22980
OG0004148	DANRE29829, DANRE03866, DANRE03865, DANRE29828	AENJA_23349
OG0004149	DANRE41833, DANRE41832, DANRE06625, DANRE06626	AENJA_23391
OG0004150	DANRE05792	AENJA_23752
OG0004151	DANRE25545, DANRE25544, DANRE25543	AENJA_23954
OG0004153	DANRE20163	AENJA_24230
OG0004154	DANRE11687	AENJA_24263
OG0004156	DANRE31241, DANRE31240, DANRE31242, DANRE23377, DANRE23376, DANRE35483	AENJA_24369, AENJA_24722
OG0004157	DANRE40282, DANRE40281, DANRE40215, DANRE40214	AENJA_24370
OG0004158	DANRE42931, DANRE42938, DANRE23921, DANRE23922	AENJA_24429
OG0004159	DANRE13391, DANRE10938	AENJA_24852
OG0004160	DANRE26485, DANRE18770	AENJA_25025
OG0004161	DANRE35464	AENJA_25182
OG0004162	DANRE15596, DANRE15595, DANRE30052, DANRE30053	AENJA_25282
OG0004163	DANRE20650, DANRE20649, DANRE39331, DANRE12628, DANRE12626, DANRE12627	AENJA_25392
OG0004164	DANRE20575, DANRE05368	AENJA_25479
OG0004166	DANRE23367	AENJA_25748
OG0004167	DANRE19957, DANRE19956, DANRE06196, DANRE06197	AENJA_26097
OG0004168	DANRE08328, DANRE08330, DANRE08329	AENJA_26286
OG0004169	DANRE30096	AENJA_26454
OG0004171	DANRE08068, DANRE08069	AENJA_26685
OG0004214	DANRE10156, DANRE10155	AENJA_00165
OG0004215	DANRE08211, DANRE01210	AENJA_00310
OG0004216	DANRE31388, DANRE31392	AENJA_00516
OG0004218	DANRE39587, DANRE39586, DANRE36804, DANRE24073	AENJA_00935
OG0004219	DANRE35534	AENJA_01020
OG0004220	DANRE19559, DANRE19555, DANRE19557, DANRE19546, DANRE19545	AENJA_01203
OG0004222	DANRE10943	AENJA_01486
OG0004223	DANRE13990	AENJA_01506
OG0004225	DANRE01728, DANRE27204, DANRE27205	AENJA_01633
OG0004226	DANRE05686, DANRE17765, DANRE17766	AENJA_01684
OG0004227	DANRE41048, DANRE41049, DANRE41047, DANRE41050	AENJA_01705
OG0004228	DANRE11401, DANRE17731	AENJA_01729
OG0004229	DANRE03287, DANRE03286, DANRE11209, DANRE06138, DANRE06139	AENJA_02064
OG0004231	DANRE29877, DANRE29878	AENJA_02278
OG0004232	DANRE06060	AENJA_02302
OG0004233	DANRE08640, DANRE08639, DANRE08638, DANRE02838	AENJA_02374
OG0004234	DANRE08774, DANRE08775	AENJA_02411
OG0004235	DANRE03089	AENJA_02425
OG0004236	DANRE35563	AENJA_02429
OG0004237	DANRE15924	AENJA_07147
OG0004239	DANRE41351	AENJA_02668
OG0004241	DANRE42257, DANRE16587	AENJA_03118
OG0004242	DANRE15158, DANRE15159	AENJA_03219
OG0004243	DANRE03711, DANRE03710, DANRE29826, DANRE29827	AENJA_03297
OG0004244	DANRE01630	AENJA_03379
OG0004245	DANRE05322	AENJA_03416
OG0004246	DANRE03879	AENJA_08975, AENJA_03476
OG0004247	DANRE19864, DANRE19863, DANRE19865, DANRE19866, DANRE19867	AENJA_03521, AENJA_03518
OG0004248	DANRE23609	AENJA_03763
OG0004249	DANRE19293	AENJA_03888
OG0004250	DANRE05878	AENJA_04014
OG0004251	DANRE36303, DANRE26629	AENJA_20691
OG0004252	DANRE30850	AENJA_04057
OG0004253	DANRE03888, DANRE19905, DANRE07707	AENJA_04321
OG0004254	DANRE00107, DANRE00106	AENJA_04427, AENJA_09254
OG0004255	DANRE02663	AENJA_21176, AENJA_04555
OG0004256	DANRE30838, DANRE30837, DANRE30839, DANRE30840	AENJA_26365, AENJA_04577, AENJA_14550
OG0004257	DANRE19570, DANRE19569, DANRE19572	AENJA_04594
OG0004259	DANRE37622, DANRE12712	AENJA_05091
OG0004260	DANRE25975, DANRE25976	AENJA_05573
OG0004261	DANRE13599, DANRE13600	AENJA_25277, AENJA_13929, AENJA_22921, AENJA_22459, AENJA_05609
OG0004262	DANRE18725, DANRE18724	AENJA_05767
OG0004263	DANRE42560, DANRE42559	AENJA_05819
OG0004264	DANRE05218, DANRE39594	AENJA_05851
OG0004265	DANRE18237	AENJA_06209
OG0004267	DANRE30593, DANRE25757, DANRE13443	AENJA_06337
OG0004268	DANRE38884	AENJA_06438
OG0004269	DANRE16641, DANRE16642	AENJA_06472
OG0004270	DANRE13963, DANRE09634	AENJA_06731
OG0004271	DANRE31170, DANRE31169, DANRE24936	AENJA_06979
OG0004272	DANRE01493, DANRE34772, DANRE34771	AENJA_06984
OG0004273	DANRE09358, DANRE09357	AENJA_07053
OG0004274	DANRE13346, DANRE13345, DANRE13342, DANRE09425	AENJA_07138
OG0004275	DANRE31178, DANRE24956, DANRE36764	AENJA_07307
OG0004276	DANRE09737	AENJA_07382
OG0004277	DANRE16329, DANRE16330, DANRE38084	AENJA_07626
OG0004278	DANRE00447, DANRE00446, DANRE00445	AENJA_07644, AENJA_08435
OG0004279	DANRE34813	AENJA_17815
OG0004282	DANRE15036	AENJA_07918
OG0004283	DANRE06175	AENJA_19675
OG0004284	DANRE17856, DANRE17855, DANRE17854	AENJA_07958
OG0004285	DANRE43135, DANRE07213	AENJA_08157
OG0004286	DANRE13281, DANRE13282, DANRE13280	AENJA_08421
OG0004287	DANRE10684	AENJA_08479
OG0004288	DANRE19335	AENJA_08494, AENJA_09224
OG0004289	DANRE17569	AENJA_08571
OG0004290	DANRE12679, DANRE12675, DANRE12677, DANRE12676, DANRE10315	AENJA_08634
OG0004291	DANRE05724, DANRE05722, DANRE05723	AENJA_08666
OG0004292	DANRE15377	AENJA_08709, AENJA_21597
OG0004294	DANRE38266, DANRE38267, DANRE40449, DANRE40450	AENJA_08948
OG0004295	DANRE21758, DANRE21759	AENJA_08995
OG0004296	DANRE34538, DANRE00368	AENJA_22026, AENJA_09137
OG0004297	DANRE14286	AENJA_09281
OG0004298	DANRE08935	AENJA_09310
OG0004300	DANRE21278, DANRE21279	AENJA_09414
OG0004301	DANRE06468	AENJA_09948, AENJA_09950, AENJA_11810
OG0004302	DANRE03425, DANRE03424	AENJA_11814
OG0004303	DANRE07545, DANRE28080, DANRE07544	AENJA_10102
OG0004304	DANRE19474, DANRE19473	AENJA_10126
OG0004306	DANRE10245, DANRE10244, DANRE10246	AENJA_10728
OG0004307	DANRE30227, DANRE30226	AENJA_10811
OG0004308	DANRE06355	AENJA_10896
OG0004309	DANRE03912, DANRE03913	AENJA_10914
OG0004310	DANRE21587	AENJA_11180, AENJA_23448
OG0004311	DANRE28357, DANRE21566	AENJA_14028, AENJA_11212
OG0004312	DANRE24921	AENJA_11219
OG0004313	DANRE33992	AENJA_11398, AENJA_11396, AENJA_11397
OG0004314	DANRE18288, DANRE34249	AENJA_11558
OG0004315	DANRE43202	AENJA_11716
OG0004316	DANRE36322, DANRE36321	AENJA_11759
OG0004317	DANRE08327	AENJA_11806
OG0004318	DANRE04132, DANRE04133	AENJA_11868
OG0004319	DANRE12625, DANRE12773, DANRE12772, DANRE12774	AENJA_12058
OG0004320	DANRE42284, DANRE42288, DANRE42285, DANRE42287, DANRE42286	AENJA_12116
OG0004321	DANRE05768, DANRE05769, DANRE03282, DANRE03281	AENJA_12158
OG0004322	DANRE15076, DANRE15074	AENJA_12403
OG0004324	DANRE22537, DANRE22536, DANRE22534, DANRE22535	AENJA_12557
OG0004325	DANRE00284, DANRE00282	AENJA_12596
OG0004326	DANRE10000, DANRE10001, DANRE09952, DANRE09953, DANRE09996, DANRE09999, DANRE09997, DANRE09998	AENJA_12664
OG0004327	DANRE08865	AENJA_12793, AENJA_24731
