Orthogroup	DANRE	OWEFU
OG0002141	DANRE42313, DANRE42312, DANRE42314	OFUSG03101.2.p1, OFUSG03101.1.p1
OG0002142	DANRE25156, DANRE25155, DANRE38915, DANRE19014, DANRE21713, DANRE19015	OFUSG16184.1.p1
OG0002143	DANRE37599, DANRE37600	OFUSG09726.1.p1
OG0002144	DANRE28933, DANRE28934, DANRE34604	OFUSG24102.1.p1
OG0002145	DANRE12594, DANRE12593	OFUSG18782.1.p1
OG0002146	DANRE31398, DANRE31399, DANRE31396, DANRE12431, DANRE40465, DANRE40464	OFUSG18785.1.p1, OFUSG18785.2.p1, OFUSG18786.1.p1
OG0002147	DANRE09292, DANRE09293, DANRE09294	OFUSG26367.1.p1
OG0002148	DANRE18045	OFUSG11337.1.p1
OG0002148	DANRE03752	OFUSG22046.1.p1
OG0002149	DANRE03476, DANRE03477, DANRE23888, DANRE23887, DANRE23886, DANRE26592	OFUSG12614.1.p1, OFUSG12614.3.p1, OFUSG12614.2.p1
OG0002150	DANRE34958, DANRE25256	OFUSG24455.1.p1
OG0002151	DANRE02959, DANRE02960, DANRE30391, DANRE30392	OFUSG10768.1.p1
OG0002152	DANRE22375, DANRE36983	OFUSG17316.1.p1
OG0002155	DANRE19904	OFUSG13013.1.p1
OG0002155	DANRE36593, DANRE36592	OFUSG05212.1.p1
OG0002156	DANRE16294	OFUSG25160.1.p1
OG0002157	DANRE15573, DANRE15572, DANRE30038, DANRE30037	OFUSG10462.1.p1
OG0002158	DANRE23948	OFUSG26362.1.p1
OG0002159	DANRE25780	OFUSG09873.1.p1, OFUSG09873.2.p1
OG0002161	DANRE09169, DANRE09170, DANRE14434, DANRE14433, DANRE24704, DANRE24703, DANRE42804	OFUSG15789.1.p1
OG0002162	DANRE40141, DANRE26602, DANRE35138, DANRE35386	OFUSG25574.1.p1
OG0002163	DANRE31471, DANRE25945, DANRE31470, DANRE02306, DANRE02305	OFUSG00617.1.p1
OG0002165	DANRE06070, DANRE06069	OFUSG05436.1.p1
OG0002166	DANRE01435, DANRE01434, DANRE40855, DANRE40854, DANRE35051, DANRE35052	OFUSG14865.1.p1
OG0002167	DANRE01555, DANRE33556, DANRE33557, DANRE20022, DANRE06269, DANRE00271, DANRE00272	OFUSG07062.1.p1
OG0002168	DANRE14915, DANRE14916	OFUSG13363.1.p1
OG0002168	DANRE01851, DANRE01853, DANRE01850, DANRE01852	OFUSG17489.1.p1
OG0002169	DANRE38142, DANRE38141, DANRE03316, DANRE38144	OFUSG19247.1.p1
OG0002170	DANRE00534	OFUSG16738.1.p1
OG0002170	DANRE09328, DANRE09327	OFUSG25554.1.p1, OFUSG23563.1.p1
OG0002171	DANRE40768, DANRE02347	OFUSG20871.1.p1
OG0002172	DANRE13491, DANRE13490, DANRE13488, DANRE13489, DANRE31480, DANRE31481, DANRE31479	OFUSG00127.2.p1, OFUSG00127.1.p1
OG0002173	DANRE13464, DANRE13466, DANRE13467, DANRE25908, DANRE13465, DANRE25907, DANRE25906	OFUSG09366.1.p1
OG0002175	DANRE19425, DANRE39612	OFUSG08053.1.p1
OG0002176	DANRE31269, DANRE38229, DANRE38228, DANRE13187, DANRE13188, DANRE13189	OFUSG07630.3.p1, OFUSG07630.1.p1, OFUSG07630.4.p1, OFUSG07630.2.p1
OG0002177	DANRE17397, DANRE17396, DANRE17395	OFUSG12103.1.p1, OFUSG12103.2.p1
OG0002180	DANRE27214, DANRE24078, DANRE24077	OFUSG13608.1.p1, OFUSG12871.1.p1
OG0002182	DANRE13485, DANRE13484, DANRE13486, DANRE36835	OFUSG06371.2.p1, OFUSG06371.1.p1
OG0002183	DANRE31505, DANRE31504, DANRE31506, DANRE31507, DANRE31503, DANRE02310, DANRE02311, DANRE02312	OFUSG01088.1.p1
OG0002184	DANRE34335, DANRE16850, DANRE29092	OFUSG20986.1.p1
OG0002185	DANRE25404, DANRE25405	OFUSG22959.1.p1
OG0002186	DANRE35920, DANRE35919, DANRE42101, DANRE27294, DANRE27292, DANRE27295, DANRE24028, DANRE24027	OFUSG04371.1.p1, OFUSG04371.4.p1, OFUSG04371.2.p1, OFUSG04371.3.p1
OG0002187	DANRE34282, DANRE34283	OFUSG07746.1.p1
OG0002188	DANRE15351	OFUSG21291.1.p1
OG0002189	DANRE26778	OFUSG02716.1.p1
OG0002190	DANRE09767, DANRE09768, DANRE08160, DANRE00930, DANRE00929	OFUSG08574.1.p1
OG0002191	DANRE24199, DANRE24200, DANRE24201, DANRE24198, DANRE27014, DANRE23348, DANRE42786	OFUSG04241.1.p1
OG0002192	DANRE24746, DANRE36150, DANRE36149, DANRE36151	OFUSG18367.1.p1
OG0002192	DANRE10056, DANRE10057	OFUSG01431.1.p1, OFUSG01431.2.p1
OG0002193	DANRE36401, DANRE36400	OFUSG13614.1.p1
OG0002195	DANRE02781, DANRE21833, DANRE21832, DANRE09289	OFUSG07768.1.p1
OG0002196	DANRE05128	OFUSG25257.1.p1
OG0002201	DANRE12839, DANRE13676	OFUSG05148.1.p1
OG0002209	DANRE25914, DANRE25913, DANRE39809	OFUSG19413.1.p1, OFUSG19414.1.p1
OG0002211	DANRE01136	OFUSG25578.1.p1
OG0002212	DANRE26646, DANRE26645	OFUSG18235.1.p1
OG0002212	DANRE33965, DANRE33966	OFUSG23356.1.p1
OG0002213	DANRE11267, DANRE11268, DANRE11266	OFUSG12268.1.p1
OG0002214	DANRE07234, DANRE04902, DANRE04901, DANRE05024, DANRE05023, DANRE01418, DANRE40783, DANRE01419	OFUSG08240.3.p1, OFUSG08240.1.p1, OFUSG08240.5.p1, OFUSG08240.2.p1, OFUSG08240.4.p1
OG0002216	DANRE31447	OFUSG06412.1.p1, OFUSG06412.2.p1
OG0002217	DANRE18656, DANRE18657	OFUSG25610.2.p1, OFUSG25610.1.p1
OG0002218	DANRE09795, DANRE12909, DANRE38350, DANRE41135, DANRE38351, DANRE12908, DANRE41136, DANRE41134	OFUSG09063.1.p1
OG0002219	DANRE10977, DANRE10976, DANRE10979, DANRE10980, DANRE10978	OFUSG17595.2.p1, OFUSG17595.1.p1
OG0002220	DANRE31400, DANRE12433	OFUSG13586.2.p1, OFUSG13586.1.p1
OG0002221	DANRE41044	OFUSG13497.1.p1
OG0002222	DANRE03714, DANRE03713, DANRE36238, DANRE36237	OFUSG13640.1.p1
OG0002223	DANRE02289, DANRE30589, DANRE30588, DANRE30590	OFUSG05832.1.p1, OFUSG10426.1.p1
OG0002224	DANRE05330, DANRE40991, DANRE40989, DANRE40990, DANRE01568	OFUSG10227.1.p1
OG0002225	DANRE13436, DANRE13437, DANRE13435, DANRE06828, DANRE06829	OFUSG21717.2.p1, OFUSG21717.3.p1, OFUSG21717.4.p1, OFUSG21717.1.p1
OG0002226	DANRE16944, DANRE16945, DANRE16942, DANRE30127, DANRE30126, DANRE26719, DANRE26718, DANRE24520, DANRE16943	OFUSG17344.1.p1
OG0002227	DANRE38790, DANRE38787, DANRE38792, DANRE38791, DANRE38786, DANRE38789, DANRE27370, DANRE27371, DANRE27369	OFUSG05811.1.p1
OG0002228	DANRE43090, DANRE10014, DANRE10015	OFUSG09952.1.p1, OFUSG09955.1.p1, OFUSG09954.1.p1
OG0002229	DANRE01440	OFUSG14982.1.p1
OG0002233	DANRE35671	OFUSG26452.1.p1, OFUSG26450.1.p1, OFUSG26451.1.p1
OG0002234	DANRE29344	OFUSG10086.1.p1, OFUSG11045.1.p1
OG0002235	DANRE16373, DANRE39222, DANRE40892, DANRE40893	OFUSG06641.1.p1
OG0002236	DANRE02382, DANRE02381, DANRE22656, DANRE22657, DANRE24193, DANRE24192, DANRE24194	OFUSG21214.1.p1, OFUSG21214.2.p1, OFUSG21214.3.p1
OG0002237	DANRE15001, DANRE15003, DANRE15002, DANRE06848, DANRE06849, DANRE08620, DANRE08619, DANRE18184, DANRE18183, DANRE18182, DANRE18181	OFUSG01507.1.p1
OG0002239	DANRE34713, DANRE34712, DANRE34714, DANRE34715	OFUSG08605.1.p1
OG0002240	DANRE36473, DANRE36474, DANRE36472	OFUSG17656.1.p1
OG0002241	DANRE33267	OFUSG24226.1.p1
OG0002242	DANRE10198, DANRE14423, DANRE43073, DANRE12652, DANRE12653	OFUSG04844.1.p1
OG0002244	DANRE34365, DANRE34366, DANRE34364	OFUSG02664.1.p1, OFUSG02664.2.p1
OG0002245	DANRE29129, DANRE29130, DANRE29131, DANRE27350, DANRE27346, DANRE27349, DANRE27347, DANRE27348	OFUSG23548.1.p1
OG0002246	DANRE38384, DANRE38385, DANRE10420, DANRE34584, DANRE34583	OFUSG20154.1.p1
OG0002248	DANRE11439, DANRE11438, DANRE06790	OFUSG10759.1.p1, OFUSG10759.2.p1, OFUSG10759.3.p1
OG0002249	DANRE36187, DANRE36186, DANRE26615, DANRE19641, DANRE19640, DANRE40622, DANRE01864, DANRE27641	OFUSG17182.1.p1
OG0002251	DANRE19593, DANRE33438, DANRE01421, DANRE01420	OFUSG06486.3.p1, OFUSG06486.4.p1, OFUSG06486.1.p1, OFUSG06486.2.p1
OG0002252	DANRE30454, DANRE30455, DANRE29416, DANRE29414, DANRE29415	OFUSG18396.1.p1
OG0002253	DANRE11670, DANRE18826, DANRE18827	OFUSG12512.1.p1, OFUSG12512.2.p1
OG0002254	DANRE03958, DANRE03957, DANRE03956, DANRE19354, DANRE34109, DANRE34108, DANRE34107, DANRE09167, DANRE36677, DANRE36676, DANRE36675	OFUSG06645.1.p1
OG0002255	DANRE38614, DANRE38615	OFUSG20748.1.p1
OG0002255	DANRE38613, DANRE24873	OFUSG20749.1.p1
OG0002256	DANRE39821, DANRE39822, DANRE33044	OFUSG26134.1.p1, OFUSG07064.1.p1
OG0002257	DANRE11949, DANRE11948, DANRE11591, DANRE11590	OFUSG25253.1.p1, OFUSG12176.1.p1
OG0002258	DANRE39263, DANRE39262	OFUSG14984.1.p1
OG0002259	DANRE08568, DANRE00772, DANRE00773, DANRE35317, DANRE00298	OFUSG15000.1.p1
OG0002260	DANRE11640, DANRE11639, DANRE11641, DANRE12091, DANRE12092, DANRE37892, DANRE37891	OFUSG25014.2.p1, OFUSG25014.1.p1
OG0002261	DANRE30021, DANRE29869, DANRE29868, DANRE30020	OFUSG10665.1.p1
OG0002262	DANRE16103, DANRE16102, DANRE16101, DANRE29230, DANRE14360, DANRE29231, DANRE14359, DANRE14358, DANRE41711, DANRE41710	OFUSG04161.1.p1
OG0002263	DANRE34426, DANRE34425, DANRE34424, DANRE27139, DANRE27138, DANRE27137	OFUSG25904.1.p1
OG0002264	DANRE07009, DANRE07008, DANRE09035	OFUSG00924.1.p1
OG0002265	DANRE23389, DANRE23388, DANRE09734	OFUSG12648.1.p1
OG0002266	DANRE04017, DANRE04018	OFUSG10832.1.p1
OG0002267	DANRE13581, DANRE19461, DANRE19462, DANRE34098, DANRE34096, DANRE34097	OFUSG08217.2.p1, OFUSG08217.1.p1
OG0002268	DANRE24001, DANRE24000	OFUSG16434.1.p1, OFUSG16434.2.p1
OG0002270	DANRE42692	OFUSG04160.1.p1
OG0002270	DANRE23087, DANRE31618, DANRE31619, DANRE31620	OFUSG06177.1.p1
OG0002271	DANRE36496, DANRE20553, DANRE20552, DANRE11453	OFUSG03215.1.p1
OG0002272	DANRE18875	OFUSG08163.1.p1
OG0002274	DANRE33297	OFUSG15457.1.p1
OG0002275	DANRE43149, DANRE36930, DANRE15105	OFUSG17674.2.p1, OFUSG17674.1.p1
OG0002276	DANRE03682, DANRE03683, DANRE09534, DANRE09533, DANRE14319, DANRE14321, DANRE23415, DANRE23416	OFUSG17395.1.p1
OG0002278	DANRE07858, DANRE07857, DANRE12082, DANRE12083, DANRE12084	OFUSG25036.5.p1, OFUSG25036.1.p1, OFUSG25036.4.p1, OFUSG25036.2.p1, OFUSG25036.3.p1
OG0002279	DANRE42242, DANRE27826	OFUSG13940.1.p1
OG0002280	DANRE18762, DANRE09054, DANRE09053, DANRE14225, DANRE14226, DANRE14227, DANRE14224, DANRE14222	OFUSG00842.1.p1
OG0002281	DANRE40806, DANRE40807, DANRE05015, DANRE05017, DANRE05016, DANRE04335, DANRE39560, DANRE33306	OFUSG19211.1.p1
OG0002282	DANRE16515, DANRE16514, DANRE28648, DANRE14580, DANRE16516	OFUSG08347.1.p1
OG0002283	DANRE06242, DANRE04994, DANRE04993, DANRE06240, DANRE06239, DANRE06241, DANRE16300, DANRE16301	OFUSG18137.1.p1
OG0002284	DANRE00182	OFUSG05912.2.p1, OFUSG05912.1.p1
OG0002285	DANRE01557, DANRE01558, DANRE05958, DANRE05959	OFUSG07697.1.p1
OG0002286	DANRE18378, DANRE18379	OFUSG10769.1.p1, OFUSG18343.1.p1
OG0002287	DANRE02275, DANRE02276, DANRE17711, DANRE25677	OFUSG20603.1.p1
OG0002288	DANRE06055, DANRE20574, DANRE20573	OFUSG17857.1.p1
OG0002290	DANRE33620, DANRE33619, DANRE00906, DANRE00907, DANRE08055, DANRE03831, DANRE03830, DANRE03832	OFUSG15084.1.p1
OG0002291	DANRE00425, DANRE00426	OFUSG19822.1.p1, OFUSG14807.1.p1
OG0002292	DANRE25435, DANRE25434	OFUSG15380.1.p1
OG0002293	DANRE10778, DANRE02074, DANRE02075, DANRE14636	OFUSG01364.2.p1, OFUSG01364.1.p1
OG0002294	DANRE19637, DANRE19636, DANRE36446, DANRE26343	OFUSG23580.1.p1, OFUSG23580.2.p1, OFUSG23580.3.p1
OG0002295	DANRE12890, DANRE12892, DANRE12891, DANRE21719, DANRE21720, DANRE19376, DANRE19377	OFUSG09414.1.p1
OG0002296	DANRE05952, DANRE05953	OFUSG05973.1.p1
OG0002297	DANRE35527, DANRE35528	OFUSG23666.1.p1, OFUSG12692.1.p1
OG0002299	DANRE13440	OFUSG21060.1.p1
OG0002299	DANRE40943, DANRE40942, DANRE40671, DANRE40670, DANRE40620, DANRE13438, DANRE13439	OFUSG25619.1.p1, OFUSG01346.1.p1, OFUSG03032.1.p1, OFUSG13453.1.p1, OFUSG22949.1.p1
OG0002311	DANRE26517	OFUSG13018.1.p1, OFUSG21276.1.p1
OG0002312	DANRE20428, DANRE07389, DANRE07387, DANRE07391, DANRE07390, DANRE07388	OFUSG05458.2.p1, OFUSG05458.1.p1
OG0002314	DANRE16662, DANRE16663, DANRE16664, DANRE16665	OFUSG17767.1.p1
OG0002314	DANRE17933, DANRE17934	OFUSG02853.1.p1, OFUSG17769.1.p1
OG0002316	DANRE14670, DANRE02069, DANRE02071, DANRE02072, DANRE02070	OFUSG01417.2.p1, OFUSG01417.1.p1
OG0002318	DANRE28853, DANRE28854	OFUSG07256.1.p1, OFUSG07256.2.p1, OFUSG07257.1.p1
OG0002319	DANRE42909, DANRE01930, DANRE01931, DANRE01932, DANRE26532	OFUSG13997.1.p1
OG0002320	DANRE34160, DANRE08175, DANRE07657	OFUSG08593.1.p1
OG0002321	DANRE16380	OFUSG05596.1.p1
OG0002324	DANRE14539	OFUSG16218.1.p1, OFUSG16216.1.p1
OG0002325	DANRE41635	OFUSG09544.1.p1
OG0002327	DANRE22842, DANRE22841, DANRE02715	OFUSG19345.1.p1
OG0002328	DANRE19760	OFUSG16891.1.p1
OG0002331	DANRE14402, DANRE14401	OFUSG05478.1.p1
OG0002332	DANRE34536, DANRE34537, DANRE41108, DANRE41107, DANRE01408, DANRE01409	OFUSG10307.1.p1
OG0002333	DANRE34751	OFUSG04002.1.p1
OG0002334	DANRE24123, DANRE24121, DANRE24122, DANRE35546, DANRE35545, DANRE42533, DANRE42534	OFUSG26311.1.p1
OG0002335	DANRE03739, DANRE26409, DANRE26408, DANRE26410	OFUSG16753.1.p1
OG0002337	DANRE08056, DANRE00914, DANRE00913	OFUSG22676.1.p1
OG0002339	DANRE03470, DANRE15243, DANRE15242	OFUSG10744.2.p1, OFUSG10744.1.p1, OFUSG10743.1.p1
OG0002340	DANRE26908	OFUSG05113.1.p1
OG0002341	DANRE20381, DANRE20379, DANRE20378, DANRE20380, DANRE20377, DANRE20376	OFUSG03071.1.p1
OG0002342	DANRE11694, DANRE11693	OFUSG26344.1.p1, OFUSG26344.3.p1, OFUSG26344.2.p1
OG0002343	DANRE25095, DANRE25094, DANRE37612, DANRE22280, DANRE36851, DANRE25497	OFUSG01437.1.p1
OG0002344	DANRE07882, DANRE34183, DANRE34182, DANRE19431	OFUSG15752.1.p1, OFUSG15752.2.p1
OG0002346	DANRE33235, DANRE13335, DANRE13334	OFUSG00688.5.p1, OFUSG00688.1.p1, OFUSG00688.2.p1, OFUSG00688.3.p1, OFUSG00688.4.p1
OG0002347	DANRE30596	OFUSG07953.1.p1
OG0002348	DANRE10939	OFUSG11697.1.p1, OFUSG11697.2.p1
OG0002348	DANRE00806	OFUSG02389.1.p1
OG0002349	DANRE25400	OFUSG20513.1.p1
OG0002349	DANRE38745	OFUSG10197.2.p1, OFUSG10197.1.p1
OG0002350	DANRE41254, DANRE21779, DANRE21780, DANRE19276, DANRE41252, DANRE41253, DANRE30270, DANRE30269, DANRE30268	OFUSG26636.1.p1
OG0002352	DANRE13601, DANRE10604, DANRE10606	OFUSG23208.1.p1
OG0002354	DANRE14164, DANRE09937	OFUSG05225.1.p1
OG0002354	DANRE37092	OFUSG04895.2.p2
OG0002355	DANRE06303, DANRE16341, DANRE16342, DANRE06475	OFUSG03175.2.p1, OFUSG03175.1.p1
OG0002356	DANRE31051, DANRE12469, DANRE12468, DANRE29615, DANRE29616	OFUSG07009.2.p1, OFUSG07009.1.p1, OFUSG07009.4.p1, OFUSG07009.3.p1
OG0002357	DANRE17322, DANRE17323, DANRE17321, DANRE11580, DANRE11581	OFUSG12105.1.p1
OG0002358	DANRE13487, DANRE12934, DANRE12933, DANRE02324	OFUSG08087.1.p1
OG0002359	DANRE11586, DANRE11587, DANRE11585	OFUSG18075.1.p1
OG0002360	DANRE03133, DANRE14891, DANRE14892, DANRE14890	OFUSG18737.1.p1, OFUSG18730.1.p1
OG0002361	DANRE05566, DANRE17466, DANRE11141	OFUSG11307.1.p1
OG0002362	DANRE33948, DANRE37578, DANRE37580, DANRE33949, DANRE37579, DANRE40121, DANRE28144	OFUSG09059.1.p1
OG0002363	DANRE15421, DANRE15420, DANRE15422, DANRE29848, DANRE29849, DANRE43078, DANRE03692, DANRE03693	OFUSG11178.1.p1
OG0002366	DANRE23406, DANRE24100, DANRE24099, DANRE27226, DANRE39161, DANRE25332	OFUSG20617.1.p1
OG0002367	DANRE21483	OFUSG13528.1.p1
OG0002367	DANRE34909	OFUSG09353.1.p1
OG0002368	DANRE11442, DANRE11443, DANRE11444, DANRE04658, DANRE04657	OFUSG21932.1.p1
OG0002369	DANRE10691	OFUSG12559.1.p1
OG0002370	DANRE09330, DANRE09329, DANRE14032, DANRE14030, DANRE14029, DANRE14031	OFUSG05661.1.p1
OG0002371	DANRE04441, DANRE11569	OFUSG11761.1.p1, OFUSG09490.1.p1
OG0002372	DANRE28952, DANRE28951	OFUSG15268.2.p1, OFUSG15268.1.p1
OG0002373	DANRE17558, DANRE17557, DANRE17559, DANRE11721, DANRE11249, DANRE15758, DANRE15757	OFUSG03405.1.p1
OG0002374	DANRE24917, DANRE28397, DANRE36862	OFUSG04950.1.p1
OG0002375	DANRE08588, DANRE08589	OFUSG23278.1.p1, OFUSG23277.1.p1, OFUSG23278.2.p1
OG0002376	DANRE20015, DANRE20014, DANRE38107, DANRE38106, DANRE38108	OFUSG11481.1.p1, OFUSG11481.2.p1
OG0002377	DANRE18217, DANRE18218, DANRE18216, DANRE04390, DANRE04389	OFUSG12385.1.p1
OG0002378	DANRE25442, DANRE37682, DANRE25436, DANRE25437, DANRE25438, DANRE37678, DANRE37679, DANRE37683, DANRE37676	OFUSG25633.2.p1, OFUSG25633.1.p1, OFUSG25633.4.p1, OFUSG25633.3.p1, OFUSG25633.5.p1
OG0002379	DANRE22137, DANRE22136, DANRE35285	OFUSG24762.2.p1, OFUSG24762.1.p1
OG0002380	DANRE40905, DANRE40903, DANRE00644, DANRE00643, DANRE05387, DANRE05386, DANRE00439, DANRE00438	OFUSG10674.1.p1
OG0002383	DANRE25117, DANRE25112, DANRE25116, DANRE25113, DANRE24953, DANRE24952, DANRE24951	OFUSG14985.1.p1
OG0002384	DANRE24344	OFUSG09027.1.p1
OG0002395	DANRE39379, DANRE39980, DANRE39979, DANRE39377, DANRE39375, DANRE39378, DANRE39376	OFUSG13085.3.p1, OFUSG13085.1.p1, OFUSG13085.2.p1, OFUSG13085.4.p1
OG0002396	DANRE37808, DANRE37806, DANRE00883, DANRE00884, DANRE11328, DANRE11327	OFUSG11528.2.p1, OFUSG11528.1.p1
OG0002398	DANRE16041, DANRE07025, DANRE39921, DANRE39920, DANRE39919	OFUSG02916.1.p1
OG0002399	DANRE18376, DANRE02239, DANRE02238, DANRE24087, DANRE24086	OFUSG13169.1.p1
OG0002400	DANRE39733, DANRE39734, DANRE36047, DANRE36048, DANRE31486, DANRE01746, DANRE40363	OFUSG19175.1.p1
OG0002401	DANRE41812, DANRE41811, DANRE17853, DANRE06370, DANRE37130	OFUSG03038.1.p1
OG0002402	DANRE18877, DANRE18878, DANRE18797, DANRE18796	OFUSG01670.1.p1
OG0002403	DANRE26493, DANRE07534, DANRE07535	OFUSG13860.1.p1
OG0002404	DANRE01918, DANRE16949, DANRE16950, DANRE16948, DANRE30128	OFUSG23437.1.p1
OG0002405	DANRE15704, DANRE15703, DANRE06806, DANRE24393, DANRE33748	OFUSG02647.3.p1, OFUSG02647.2.p1, OFUSG02647.1.p1
OG0002406	DANRE23476, DANRE01772	OFUSG16824.1.p1
OG0002407	DANRE05096, DANRE05097, DANRE03785	OFUSG18601.2.p1, OFUSG18601.1.p1
OG0002408	DANRE09803, DANRE09804	OFUSG05347.2.p1, OFUSG05347.1.p1
OG0002409	DANRE23061, DANRE31062, DANRE43320, DANRE43319	OFUSG19120.1.p1, OFUSG08432.1.p1
OG0002410	DANRE22719, DANRE40305	OFUSG17404.3.p1, OFUSG17404.4.p1, OFUSG17404.2.p1, OFUSG17404.1.p1, OFUSG17404.5.p1
OG0002411	DANRE38371, DANRE13902	OFUSG07054.1.p1
OG0002412	DANRE25099	OFUSG13670.1.p1, OFUSG25247.1.p1, OFUSG25316.1.p1
OG0002413	DANRE30178, DANRE30179	OFUSG17059.1.p1
OG0002414	DANRE21494, DANRE26294, DANRE22531, DANRE22530, DANRE23247	OFUSG13155.1.p1
OG0002415	DANRE05251, DANRE05250	OFUSG11039.1.p1
OG0002416	DANRE10842, DANRE10843, DANRE30621, DANRE30620	OFUSG01491.1.p1
OG0002419	DANRE09808, DANRE09809	OFUSG05029.1.p1
OG0002420	DANRE13319, DANRE13318, DANRE12102, DANRE16729, DANRE16730, DANRE04597, DANRE04596	OFUSG12264.1.p1
OG0002421	DANRE24979, DANRE24978	OFUSG09668.1.p1
OG0002421	DANRE38877, DANRE38875, DANRE38878, DANRE38876	OFUSG05244.1.p1
OG0002422	DANRE07168, DANRE07169, DANRE07170, DANRE07166	OFUSG01919.1.p1
OG0002423	DANRE42835, DANRE42834, DANRE42825, DANRE42824	OFUSG16605.1.p1, OFUSG16605.2.p1, OFUSG16605.3.p1, OFUSG16605.5.p1, OFUSG16605.4.p1
OG0002424	DANRE01469, DANRE41198, DANRE06511, DANRE07185	OFUSG19041.1.p1
OG0002425	DANRE22894, DANRE22893	OFUSG07217.1.p1
OG0002426	DANRE28444, DANRE28456	OFUSG11183.3.p1, OFUSG11183.2.p1, OFUSG11183.1.p1
OG0002427	DANRE33043, DANRE38738, DANRE38737, DANRE33047	OFUSG07186.1.p1
OG0002428	DANRE14864, DANRE14867, DANRE14866, DANRE14865, DANRE01600, DANRE01601, DANRE29962	OFUSG13032.1.p1
OG0002429	DANRE22357, DANRE22358, DANRE22359	OFUSG22991.1.p1
OG0002432	DANRE06643	OFUSG02177.1.p1
OG0002433	DANRE04279	OFUSG10077.1.p1
OG0002434	DANRE23360, DANRE23359, DANRE23358, DANRE41679, DANRE41680	OFUSG03953.1.p1, OFUSG03953.2.p1
OG0002435	DANRE35363	OFUSG26590.1.p1
OG0002436	DANRE33714, DANRE33713, DANRE20406, DANRE20405, DANRE07419	OFUSG22464.1.p1
OG0002437	DANRE35170, DANRE35172, DANRE35173, DANRE35171	OFUSG26151.1.p1
OG0002438	DANRE36809, DANRE41415, DANRE41414	OFUSG16092.1.p1, OFUSG16092.2.p1
OG0002439	DANRE31516, DANRE31514, DANRE31515, DANRE25773, DANRE38938	OFUSG01753.1.p1
OG0002441	DANRE18192, DANRE18191, DANRE20092, DANRE20093, DANRE20091, DANRE20094, DANRE20090	OFUSG01034.2.p1, OFUSG01034.1.p1
OG0002442	DANRE37141, DANRE37140	OFUSG05230.1.p1
OG0002443	DANRE24994, DANRE24993, DANRE24992	OFUSG06545.1.p1
OG0002444	DANRE02469, DANRE25326	OFUSG26842.1.p1
OG0002445	DANRE05848	OFUSG16789.1.p1
OG0002446	DANRE29262, DANRE29263	OFUSG18231.1.p1
OG0002447	DANRE36512	OFUSG02199.1.p1
OG0002448	DANRE05208, DANRE05207, DANRE04304, DANRE04305, DANRE05209	OFUSG11028.1.p1, OFUSG11028.2.p1
OG0002449	DANRE12094	OFUSG11324.1.p1
OG0002450	DANRE10330, DANRE14502, DANRE34843	OFUSG09508.1.p1
OG0002451	DANRE01617, DANRE01619, DANRE01620, DANRE25569	OFUSG05788.1.p1
OG0002452	DANRE42822, DANRE42821, DANRE42823, DANRE35803, DANRE29202, DANRE03137, DANRE35804	OFUSG26480.1.p1
OG0002453	DANRE19771, DANRE19770	OFUSG08448.1.p1
OG0002454	DANRE01438, DANRE01437, DANRE01439, DANRE07934, DANRE01116	OFUSG15471.1.p1
OG0002455	DANRE41076, DANRE41075, DANRE08641	OFUSG17445.1.p1
OG0002456	DANRE09104, DANRE09103, DANRE15143, DANRE15144, DANRE13804, DANRE13805, DANRE02002, DANRE02003, DANRE09105	OFUSG16583.1.p1
OG0002457	DANRE11158, DANRE11157	OFUSG12506.1.p1
OG0002458	DANRE24964, DANRE25019	OFUSG00677.1.p1, OFUSG11361.1.p1, OFUSG05193.1.p1
OG0002459	DANRE30429	OFUSG10630.1.p1, OFUSG11102.2.p1, OFUSG11102.1.p1, OFUSG11115.1.p1
OG0002461	DANRE08555, DANRE15923	OFUSG02255.1.p1
OG0002466	DANRE26863, DANRE18267, DANRE18269, DANRE18268	OFUSG07604.1.p1
OG0002466	DANRE11229, DANRE11230, DANRE11227, DANRE11228	OFUSG07605.3.p1, OFUSG07605.2.p1, OFUSG07605.1.p1, OFUSG07470.1.p1, OFUSG15528.1.p1
OG0002467	DANRE11459, DANRE11458, DANRE14149, DANRE09213, DANRE11624, DANRE11623, DANRE11622, DANRE11625	OFUSG13448.1.p1
OG0002476	DANRE12704, DANRE12705	OFUSG20822.1.p1
OG0002477	DANRE16912, DANRE06179	OFUSG06097.1.p1
OG0002478	DANRE07223, DANRE15759, DANRE07221, DANRE07222	OFUSG06982.1.p1
OG0002479	DANRE08383, DANRE08382, DANRE34067, DANRE34066	OFUSG24200.1.p1
OG0002481	DANRE37881, DANRE19898	OFUSG02906.1.p1
OG0002482	DANRE12622, DANRE12621, DANRE12624, DANRE39328, DANRE39330, DANRE39329, DANRE31376, DANRE39949, DANRE39948, DANRE20670, DANRE20668, DANRE20669	OFUSG15156.1.p1, OFUSG15156.2.p1
OG0002484	DANRE33442, DANRE33443	OFUSG05595.1.p1
OG0002487	DANRE05658, DANRE05657, DANRE17413, DANRE17414	OFUSG12083.1.p1
OG0002489	DANRE03917, DANRE05027, DANRE05028, DANRE04889, DANRE04890	OFUSG05890.1.p1
OG0002490	DANRE39794, DANRE30724	OFUSG19344.1.p1
OG0002491	DANRE00085, DANRE00084, DANRE00083, DANRE01904, DANRE01905	OFUSG04294.1.p1
