Orthogroup	DANRE	SACKO_ok
OG0002657	DANRE13610, DANRE09520, DANRE23327, DANRE01726	SACKO_04966
OG0002658	DANRE13983, DANRE13982, DANRE09580, DANRE09581, DANRE09582, DANRE09583, DANRE43264	SACKO_13237
OG0002659	DANRE11563, DANRE11562	SACKO_29326
OG0002661	DANRE33060	SACKO_03609
OG0002662	DANRE24722, DANRE30141, DANRE03817, DANRE03618	SACKO_15559
OG0002663	DANRE13178, DANRE22208, DANRE22207	SACKO_08447
OG0002664	DANRE37832, DANRE37830, DANRE37831, DANRE26958, DANRE26956, DANRE26957, DANRE40156	SACKO_29290
OG0002665	DANRE39661, DANRE39660, DANRE39662, DANRE06588	SACKO_01295
OG0002666	DANRE29422	SACKO_31357, SACKO_13833
OG0002667	DANRE40044, DANRE40045, DANRE00375, DANRE35160, DANRE35161, DANRE26652, DANRE26653	SACKO_11002
OG0002668	DANRE10264	SACKO_30469
OG0002669	DANRE13145	SACKO_22202
OG0002670	DANRE11956, DANRE05811, DANRE05812	SACKO_14363, SACKO_11385
OG0002671	DANRE38597, DANRE38598, DANRE26136, DANRE23501, DANRE14400, DANRE09114	SACKO_11759
OG0002672	DANRE24606, DANRE27377, DANRE27378, DANRE17950	SACKO_01451
OG0002673	DANRE03519, DANRE11298, DANRE11296, DANRE11297, DANRE04908	SACKO_19474
OG0002674	DANRE34785, DANRE34784	SACKO_08717
OG0002677	DANRE30190, DANRE30191, DANRE30192	SACKO_10007
OG0002678	DANRE39272, DANRE39273, DANRE41526, DANRE16070	SACKO_06781, SACKO_06823
OG0002679	DANRE07511, DANRE07512, DANRE09987	SACKO_30759, SACKO_30760
OG0002682	DANRE26567	SACKO_15114
OG0002683	DANRE16755, DANRE39996	SACKO_03825
OG0002685	DANRE24241	SACKO_34105
OG0002688	DANRE24261, DANRE33749, DANRE07233	SACKO_30358, SACKO_34005, SACKO_32307, SACKO_33990, SACKO_02818, SACKO_33999, SACKO_07271, SACKO_07272, SACKO_34010, SACKO_34012, SACKO_33973
OG0002703	DANRE09273	SACKO_11354
OG0002705	DANRE01891, DANRE01892, DANRE00487, DANRE00488	SACKO_02809, SACKO_11668
OG0002708	DANRE17887, DANRE17886, DANRE17884, DANRE17882, DANRE17883, DANRE17880, DANRE17881	SACKO_20775
OG0002713	DANRE01245	SACKO_26672
OG0002714	DANRE02532	SACKO_32741, SACKO_32694
OG0002715	DANRE02868, DANRE02867, DANRE02871, DANRE02870, DANRE02872, DANRE02873	SACKO_15095
OG0002716	DANRE03546, DANRE03545	SACKO_04911, SACKO_21178
OG0002717	DANRE20547, DANRE06937, DANRE06936, DANRE06935, DANRE41629	SACKO_12992
OG0002718	DANRE41004, DANRE41003	SACKO_28799
OG0002719	DANRE38765, DANRE38764, DANRE35888, DANRE35887, DANRE41579	SACKO_05531
OG0002720	DANRE36878, DANRE36877	SACKO_12119, SACKO_22212, SACKO_22241
OG0002721	DANRE09313, DANRE09312, DANRE03062, DANRE03063, DANRE30437, DANRE30436, DANRE30435, DANRE15408, DANRE15407, DANRE15406	SACKO_28675, SACKO_28788
OG0002722	DANRE11851	SACKO_25932
OG0002723	DANRE43018, DANRE34379, DANRE08059, DANRE19966, DANRE39247, DANRE23518	SACKO_15452
OG0002724	DANRE21329	SACKO_17307, SACKO_17311
OG0002726	DANRE39396, DANRE39397, DANRE04111, DANRE04110, DANRE04112	SACKO_21700
OG0002727	DANRE15631	SACKO_26084
OG0002728	DANRE07907, DANRE07906, DANRE07904, DANRE07905	SACKO_06575, SACKO_20118
OG0002729	DANRE41955, DANRE41956, DANRE41954	SACKO_13000
OG0002730	DANRE10036, DANRE08778, DANRE08776, DANRE08777	SACKO_31288
OG0002731	DANRE39613, DANRE34202, DANRE34201	SACKO_13655
OG0002732	DANRE03243, DANRE11281, DANRE38742	SACKO_24148
OG0002734	DANRE04794, DANRE04793, DANRE35568, DANRE17393, DANRE17394, DANRE10697, DANRE10696, DANRE35569	SACKO_23132
OG0002736	DANRE17618, DANRE17617	SACKO_20790
OG0002736	DANRE33756, DANRE33757, DANRE33758, DANRE42246	SACKO_20758
OG0002738	DANRE03131, DANRE21433, DANRE30050, DANRE30049	SACKO_33914, SACKO_33919
OG0002739	DANRE17939, DANRE17937, DANRE17936, DANRE17938	SACKO_30502
OG0002740	DANRE05293, DANRE05292, DANRE14839	SACKO_21510
OG0002741	DANRE13217, DANRE20997, DANRE09926, DANRE13539	SACKO_29205
OG0002742	DANRE11312, DANRE03538, DANRE16689	SACKO_17909
OG0002743	DANRE35770	SACKO_01395
OG0002744	DANRE39964, DANRE39965, DANRE39963, DANRE35401, DANRE35399, DANRE35400	SACKO_33020
OG0002745	DANRE30185, DANRE16980	SACKO_10657, SACKO_10637
OG0002746	DANRE09673, DANRE09674	SACKO_10434
OG0002747	DANRE13864, DANRE33179, DANRE19278, DANRE19277, DANRE19279	SACKO_18649
OG0002748	DANRE40611, DANRE40613, DANRE40612, DANRE19416	SACKO_03967
OG0002751	DANRE41209, DANRE41208, DANRE41210	SACKO_18475, SACKO_17132
OG0002752	DANRE24282	SACKO_09498
OG0002753	DANRE36052, DANRE36049, DANRE36050, DANRE36051, DANRE31488, DANRE31487, DANRE31489	SACKO_01550
OG0002754	DANRE26705, DANRE26703, DANRE24564	SACKO_04244
OG0002755	DANRE00410	SACKO_14964
OG0002756	DANRE02210	SACKO_18195
OG0002757	DANRE39271, DANRE39270, DANRE15669	SACKO_28172
OG0002758	DANRE01024, DANRE01025, DANRE01022, DANRE01023, DANRE07540, DANRE07539	SACKO_19727, SACKO_18269
OG0002759	DANRE42247, DANRE42248, DANRE27786	SACKO_12300, SACKO_31315, SACKO_00010
OG0002760	DANRE31293, DANRE31294, DANRE25038, DANRE25039	SACKO_23733
OG0002762	DANRE02197, DANRE36825, DANRE07594	SACKO_26604
OG0002763	DANRE03877	SACKO_27267
OG0002764	DANRE23216, DANRE08807, DANRE27809, DANRE27810	SACKO_19305
OG0002765	DANRE01718, DANRE01717, DANRE09961, DANRE13656, DANRE25399, DANRE39159	SACKO_29026
OG0002766	DANRE10689, DANRE43431	SACKO_14015, SACKO_14013
OG0002767	DANRE08564, DANRE15895, DANRE15898, DANRE15896, DANRE15897, DANRE15899	SACKO_33559
OG0002768	DANRE01560, DANRE30765	SACKO_30347
OG0002769	DANRE34871, DANRE18982, DANRE02561	SACKO_08268, SACKO_33524
OG0002770	DANRE00608, DANRE00610, DANRE00609	SACKO_17854
OG0002771	DANRE05166, DANRE10927	SACKO_12360
OG0002772	DANRE40177	SACKO_27476, SACKO_10766, SACKO_10749, SACKO_10753, SACKO_30368, SACKO_03004, SACKO_07206
OG0002773	DANRE16149, DANRE16150	SACKO_21667, SACKO_16295
OG0002774	DANRE40158, DANRE38383, DANRE38382, DANRE10177	SACKO_02543
OG0002775	DANRE10663	SACKO_08509
OG0002776	DANRE07369, DANRE07368, DANRE07370	SACKO_08029
OG0002777	DANRE25041, DANRE25042, DANRE31292, DANRE25790	SACKO_13191, SACKO_20238
OG0002778	DANRE37556, DANRE00537	SACKO_26023
OG0002779	DANRE22922, DANRE22920, DANRE22921	SACKO_04611
OG0002780	DANRE04044, DANRE04045	SACKO_28755
OG0002781	DANRE29052, DANRE23365, DANRE42355, DANRE42354	SACKO_00640
OG0002782	DANRE00885, DANRE00886, DANRE00887, DANRE37810, DANRE05170, DANRE16902	SACKO_03511
OG0002783	DANRE34340	SACKO_18585
OG0002785	DANRE02086, DANRE02084, DANRE34324	SACKO_09777
OG0002786	DANRE10327, DANRE12873, DANRE21673, DANRE21672, DANRE21674, DANRE34858	SACKO_16533
OG0002787	DANRE10603, DANRE13604, DANRE13607, DANRE13605, DANRE13606	SACKO_04918
OG0002788	DANRE25185, DANRE25184, DANRE25183	SACKO_19152
OG0002790	DANRE12223, DANRE12222	SACKO_33939
OG0002791	DANRE30250, DANRE17081, DANRE26515, DANRE40129, DANRE00391	SACKO_17510
OG0002792	DANRE12784, DANRE12785, DANRE12786, DANRE12787	SACKO_13072
OG0002793	DANRE37882, DANRE37883, DANRE37885, DANRE37884	SACKO_08034
OG0002794	DANRE00383, DANRE00382, DANRE21477, DANRE26511, DANRE26513, DANRE26512	SACKO_26739
OG0002795	DANRE37649, DANRE34962, DANRE34961	SACKO_22695
OG0002797	DANRE43071, DANRE05558, DANRE05559, DANRE05557, DANRE05556	SACKO_28530
OG0002799	DANRE29651	SACKO_18293
OG0002804	DANRE07467, DANRE07466, DANRE07468, DANRE33036, DANRE35034, DANRE33116, DANRE33194, DANRE43163, DANRE43164, DANRE33108, DANRE33112, DANRE33113, DANRE33111, DANRE32934, DANRE32931, DANRE32947, DANRE32980, DANRE33029, DANRE32979, DANRE17243, DANRE33162, DANRE33026, DANRE33160, DANRE33159, DANRE33161, DANRE33164, DANRE33163, DANRE33154, DANRE33155, DANRE33176, DANRE33165, DANRE33157, DANRE33156, DANRE43229, DANRE33158, DANRE07494, DANRE07495, DANRE07493, DANRE07492, DANRE07491, DANRE33016, DANRE33021	SACKO_31293
OG0002811	DANRE25597, DANRE25596, DANRE25594, DANRE25595, DANRE25593	SACKO_07953
OG0002812	DANRE00123, DANRE00122, DANRE26811, DANRE02088, DANRE02089	SACKO_07193
OG0002813	DANRE36904, DANRE14696, DANRE14695, DANRE12833, DANRE12832	SACKO_15396
OG0002814	DANRE05363, DANRE05362, DANRE04350, DANRE16030, DANRE16031, DANRE20078	SACKO_31511
OG0002815	DANRE10055, DANRE10054, DANRE17377, DANRE17376	SACKO_30783
OG0002816	DANRE40080, DANRE40079, DANRE40081, DANRE27392, DANRE27393, DANRE27398, DANRE27397, DANRE27396, DANRE27394, DANRE27395	SACKO_00126
OG0002817	DANRE11831, DANRE11832, DANRE18005, DANRE18002, DANRE18003, DANRE18004	SACKO_32465
OG0002818	DANRE22761, DANRE12422, DANRE12423	SACKO_26045
OG0002819	DANRE38045, DANRE23831, DANRE23832, DANRE36029, DANRE23182	SACKO_07228
OG0002821	DANRE01907, DANRE27067	SACKO_07013
OG0002822	DANRE30016, DANRE15451, DANRE30378, DANRE04075	SACKO_10617
OG0002823	DANRE00544	SACKO_22759
OG0002824	DANRE04182, DANRE27941, DANRE27940, DANRE42149	SACKO_27741, SACKO_03538
OG0002825	DANRE30695, DANRE30696	SACKO_23367, SACKO_20554
OG0002826	DANRE18654, DANRE18653, DANRE10738, DANRE10739, DANRE18655, DANRE35072, DANRE13325	SACKO_09112
OG0002828	DANRE13299, DANRE13300	SACKO_16788, SACKO_09297
OG0002829	DANRE29078, DANRE03592, DANRE03591	SACKO_06729
OG0002830	DANRE17943, DANRE17942, DANRE11719, DANRE10775, DANRE35075, DANRE37933	SACKO_17684
OG0002831	DANRE12480, DANRE12481, DANRE12482, DANRE12483	SACKO_11570
OG0002833	DANRE30142, DANRE30143, DANRE24727	SACKO_15589
OG0002834	DANRE09628, DANRE09627, DANRE13960, DANRE13961, DANRE39532, DANRE39531, DANRE39533, DANRE39530, DANRE39534, DANRE39535, DANRE39536	SACKO_08996
OG0002835	DANRE10059, DANRE13741, DANRE11099	SACKO_15153
OG0002836	DANRE08766, DANRE40454	SACKO_17669
OG0002837	DANRE24271, DANRE38996, DANRE17835	SACKO_14528
OG0002838	DANRE05247, DANRE05246, DANRE05248, DANRE15690	SACKO_21690
OG0002839	DANRE09419	SACKO_29169
OG0002840	DANRE38625, DANRE38624, DANRE18870, DANRE18869	SACKO_28316
OG0002841	DANRE31234, DANRE31233, DANRE31235	SACKO_08709, SACKO_08680
OG0002842	DANRE33249, DANRE17900	SACKO_27573
OG0002843	DANRE33666	SACKO_05859
OG0002844	DANRE20599, DANRE22617	SACKO_23634
OG0002848	DANRE23949, DANRE23950	SACKO_10131
OG0002850	DANRE13273	SACKO_16964
OG0002850	DANRE13274, DANRE27626	SACKO_14200
OG0002851	DANRE00837, DANRE00836, DANRE08822, DANRE08823, DANRE11966	SACKO_18925
OG0002853	DANRE38503, DANRE12751, DANRE19608, DANRE19607, DANRE19606, DANRE21736	SACKO_26265
OG0002854	DANRE17653, DANRE17654, DANRE17652	SACKO_00564
OG0002855	DANRE07732, DANRE07731	SACKO_05275
OG0002858	DANRE14299, DANRE14298, DANRE38866	SACKO_16157, SACKO_32118
OG0002859	DANRE24643	SACKO_17015
OG0002861	DANRE38967	SACKO_30500, SACKO_13223
OG0002862	DANRE01137, DANRE01138, DANRE14198, DANRE10647, DANRE09064	SACKO_03068
OG0002863	DANRE33421	SACKO_00512
OG0002864	DANRE27681, DANRE27680	SACKO_28336, SACKO_19209
OG0002865	DANRE10877	SACKO_30786
OG0002866	DANRE43391, DANRE00406	SACKO_19174
OG0002869	DANRE24450, DANRE27669, DANRE27668, DANRE27667, DANRE02445, DANRE02444, DANRE40032	SACKO_06610, SACKO_06611
OG0002870	DANRE11980, DANRE11979	SACKO_04207
OG0002871	DANRE38954	SACKO_07598, SACKO_23392
OG0002872	DANRE14979	SACKO_30221
OG0002873	DANRE29393, DANRE29392, DANRE29391	SACKO_09763
OG0002874	DANRE41270, DANRE41271, DANRE31582, DANRE31581	SACKO_30820
OG0002875	DANRE18745	SACKO_27826
OG0002876	DANRE37111, DANRE37110, DANRE05881, DANRE05880	SACKO_11226
OG0002877	DANRE01833, DANRE01834, DANRE01832	SACKO_09233, SACKO_22408
OG0002878	DANRE25363, DANRE10599	SACKO_29610, SACKO_29621
OG0002879	DANRE15214, DANRE15211, DANRE15209, DANRE15210, DANRE15212, DANRE05524	SACKO_33049
OG0002880	DANRE17261	SACKO_12966
OG0002883	DANRE05108, DANRE05109	SACKO_28241
OG0002885	DANRE35272	SACKO_11582
OG0002887	DANRE18986, DANRE18985	SACKO_03876
OG0002888	DANRE30140, DANRE29332, DANRE36172, DANRE36173	SACKO_13850
OG0002889	DANRE39741, DANRE39742, DANRE02420, DANRE30957, DANRE30958, DANRE30959	SACKO_25507
OG0002890	DANRE09749, DANRE09751, DANRE09750, DANRE14544, DANRE01884, DANRE09748	SACKO_30231
OG0002891	DANRE30130, DANRE16952	SACKO_25660
OG0002892	DANRE30274, DANRE40138, DANRE40139, DANRE35192, DANRE35190, DANRE35191, DANRE19158, DANRE19157, DANRE19160, DANRE19159	SACKO_25315
OG0002894	DANRE11217, DANRE11216, DANRE04763, DANRE04762, DANRE04764, DANRE04765	SACKO_02334
OG0002895	DANRE30939, DANRE40535, DANRE02366	SACKO_07081
OG0002896	DANRE35909, DANRE41536, DANRE27083, DANRE23837, DANRE41537	SACKO_21159
OG0002897	DANRE35476, DANRE35474, DANRE35475	SACKO_11527
OG0002898	DANRE16262, DANRE16261, DANRE16260	SACKO_12347, SACKO_11652, SACKO_11662
OG0002899	DANRE09288, DANRE09287, DANRE36325	SACKO_20293
OG0002900	DANRE12889, DANRE14486, DANRE14487	SACKO_11843
OG0002901	DANRE18173, DANRE18172	SACKO_31339
OG0002902	DANRE30424, DANRE03373	SACKO_31560
OG0002903	DANRE07082, DANRE09164, DANRE09166, DANRE09165	SACKO_20856, SACKO_20816
OG0002904	DANRE42980, DANRE42981	SACKO_31225, SACKO_28610, SACKO_27844, SACKO_28611
OG0002905	DANRE22952, DANRE22954, DANRE27661, DANRE27660	SACKO_05520
OG0002906	DANRE26198, DANRE12286, DANRE12287, DANRE26197, DANRE26195, DANRE26196	SACKO_11930, SACKO_11931
OG0002907	DANRE00225, DANRE00223, DANRE00224, DANRE12875, DANRE12874, DANRE12876	SACKO_16536
OG0002908	DANRE23356, DANRE23357	SACKO_04538
OG0002909	DANRE40488, DANRE40486, DANRE40487, DANRE30879, DANRE30880	SACKO_23664
OG0002910	DANRE30866	SACKO_29263
OG0002911	DANRE05242, DANRE05241, DANRE00632, DANRE00631	SACKO_07058
OG0002912	DANRE38633, DANRE38632	SACKO_26709, SACKO_25820, SACKO_25821
OG0002913	DANRE23914, DANRE26672, DANRE06874, DANRE26185, DANRE26184	SACKO_06634
OG0002914	DANRE12339, DANRE12345, DANRE12344, DANRE12341, DANRE12343, DANRE12342, DANRE12340	SACKO_00833
OG0002915	DANRE12827, DANRE12826, DANRE27309	SACKO_04947
OG0002916	DANRE02144, DANRE02145, DANRE00486, DANRE00485	SACKO_29255
OG0002917	DANRE13269, DANRE13268	SACKO_26409
OG0002919	DANRE38978, DANRE38976, DANRE38977, DANRE27062, DANRE27061, DANRE01876, DANRE01877	SACKO_02462
OG0002921	DANRE29158	SACKO_33268
OG0002922	DANRE04518, DANRE04517, DANRE04519, DANRE00634, DANRE00633, DANRE00635	SACKO_17100
OG0002923	DANRE12811, DANRE14686, DANRE14684, DANRE14685, DANRE37058	SACKO_26728
OG0002924	DANRE38511, DANRE12737, DANRE19086, DANRE19087	SACKO_13053
OG0002925	DANRE10222, DANRE10223, DANRE36912, DANRE15101	SACKO_11448
OG0002926	DANRE34322, DANRE34323, DANRE21574, DANRE21575	SACKO_00854
OG0002927	DANRE09831, DANRE09830	SACKO_16689
OG0002931	DANRE25851, DANRE25850, DANRE30756, DANRE22803, DANRE02889, DANRE02888, DANRE18023, DANRE18024, DANRE18028, DANRE18027	SACKO_09069
OG0002934	DANRE30570, DANRE30571, DANRE15231, DANRE15229, DANRE15230, DANRE00875, DANRE08920, DANRE15225, DANRE15227, DANRE15228, DANRE15226	SACKO_05341
OG0002944	DANRE18767, DANRE18766, DANRE22390, DANRE24085	SACKO_29103
OG0002945	DANRE35994, DANRE35995, DANRE35993	SACKO_10023
OG0002946	DANRE04134, DANRE30369	SACKO_25372
OG0002947	DANRE10152, DANRE10153, DANRE10154	SACKO_28885, SACKO_15400
OG0002948	DANRE34886	SACKO_14209
OG0002949	DANRE09990, DANRE09991	SACKO_05711
OG0002950	DANRE30001	SACKO_25017
OG0002952	DANRE06807, DANRE06808, DANRE20237	SACKO_25112
OG0002953	DANRE01659, DANRE01655, DANRE01657, DANRE01656, DANRE01658	SACKO_25506
OG0002954	DANRE38940, DANRE25783	SACKO_31927, SACKO_03834
OG0002955	DANRE05511	SACKO_05650
OG0002956	DANRE21694, DANRE21695, DANRE28355, DANRE28354, DANRE33265, DANRE33266	SACKO_00857
OG0002957	DANRE42141, DANRE42142, DANRE42144, DANRE42143	SACKO_29770
OG0002959	DANRE11880	SACKO_03836
OG0002960	DANRE14553	SACKO_10276
OG0002961	DANRE24668, DANRE24669	SACKO_22229
OG0002962	DANRE03655, DANRE03654, DANRE03656, DANRE30303, DANRE30302	SACKO_02237
OG0002964	DANRE29981	SACKO_22385
OG0002965	DANRE04582	SACKO_32335, SACKO_14337
OG0002966	DANRE36185	SACKO_04692
OG0002967	DANRE08054, DANRE08053, DANRE08052, DANRE34156	SACKO_11046
OG0002968	DANRE36282	SACKO_17591
OG0002968	DANRE13696	SACKO_06975
OG0002969	DANRE03329, DANRE03330	SACKO_02667
OG0002971	DANRE10191, DANRE10190, DANRE36910, DANRE10064, DANRE10229	SACKO_19758
OG0002973	DANRE02875, DANRE43269	SACKO_14102
OG0002974	DANRE10580, DANRE10579, DANRE10581, DANRE38604	SACKO_29031
OG0002976	DANRE34839, DANRE34841, DANRE34840	SACKO_31461
OG0002977	DANRE08323, DANRE08322	SACKO_20192
OG0002978	DANRE35229, DANRE35228, DANRE07269, DANRE18661, DANRE12048	SACKO_17957
OG0002979	DANRE30626, DANRE30628, DANRE30627, DANRE11344	SACKO_20128
OG0002981	DANRE27435, DANRE27434, DANRE27436	SACKO_26792
OG0002982	DANRE43008, DANRE43009	SACKO_13358
OG0002983	DANRE04558, DANRE35676, DANRE36478	SACKO_27335
OG0002984	DANRE09046	SACKO_19745
OG0002985	DANRE28806, DANRE21915	SACKO_30570
OG0002987	DANRE23368, DANRE06719	SACKO_24109
OG0002988	DANRE35776, DANRE41716	SACKO_28450
OG0002989	DANRE22802, DANRE22801, DANRE22258	SACKO_23453
OG0002990	DANRE20457, DANRE20456	SACKO_28950
OG0002991	DANRE04634, DANRE04633, DANRE04635	SACKO_16196
OG0002992	DANRE38774, DANRE38775, DANRE38773, DANRE23142	SACKO_30998
OG0002994	DANRE09752, DANRE14545	SACKO_15129
OG0002996	DANRE12407, DANRE22403, DANRE22404, DANRE02484, DANRE02485	SACKO_16051
OG0002997	DANRE26807, DANRE26806, DANRE26808	SACKO_03884
OG0002998	DANRE25591, DANRE40334	SACKO_08408
OG0003000	DANRE12152	SACKO_26255, SACKO_26250, SACKO_21144, SACKO_23866
OG0003001	DANRE24877, DANRE27015, DANRE27016	SACKO_02123
OG0003002	DANRE35876, DANRE41576, DANRE41575	SACKO_24578
OG0003003	DANRE10097, DANRE10096, DANRE14195, DANRE18308	SACKO_12840
OG0003004	DANRE11793, DANRE11792, DANRE19678, DANRE13171	SACKO_15243, SACKO_08904
OG0003005	DANRE05976, DANRE05975	SACKO_09366
OG0003006	DANRE30148, DANRE24720, DANRE30149, DANRE24721, DANRE30147	SACKO_09983
OG0003007	DANRE39995, DANRE15988, DANRE35426	SACKO_23209
OG0003008	DANRE34300, DANRE34301, DANRE26502, DANRE26501, DANRE36457, DANRE36456, DANRE36455	SACKO_14283
OG0003009	DANRE09247, DANRE13822, DANRE13823, DANRE09791, DANRE09790, DANRE27983	SACKO_23162
OG0003010	DANRE03320	SACKO_04866, SACKO_33454
OG0003011	DANRE35624, DANRE35625, DANRE28716, DANRE15480, DANRE15481, DANRE15482	SACKO_09511
OG0003012	DANRE02194, DANRE41182, DANRE01474, DANRE01475	SACKO_26048
OG0003013	DANRE42634, DANRE09494, DANRE09495	SACKO_22831
OG0003014	DANRE18904, DANRE18903, DANRE11632, DANRE11631	SACKO_30554
OG0003016	DANRE15754, DANRE07659, DANRE07660	SACKO_10324
OG0003017	DANRE14386	SACKO_30528, SACKO_28070
OG0003018	DANRE20107	SACKO_21884, SACKO_15715
OG0003019	DANRE17944	SACKO_29411
OG0003021	DANRE03715	SACKO_12395
OG0003022	DANRE06629, DANRE06630	SACKO_00432
OG0003023	DANRE07888, DANRE00144, DANRE39454	SACKO_15718, SACKO_24498
OG0003024	DANRE10956, DANRE10955, DANRE10957, DANRE10954, DANRE18319	SACKO_04764
OG0003025	DANRE40022, DANRE28911, DANRE28912, DANRE28914, DANRE28913, DANRE27235, DANRE27234, DANRE27233	SACKO_25265
OG0003026	DANRE02962, DANRE02961, DANRE02966, DANRE02965, DANRE02964, DANRE02963	SACKO_02570
OG0003027	DANRE39832, DANRE25253, DANRE25255, DANRE25254	SACKO_20718
OG0003028	DANRE14928, DANRE14929, DANRE14927	SACKO_26969
OG0003029	DANRE14128, DANRE12524	SACKO_23336
OG0003030	DANRE17646, DANRE17647, DANRE17166, DANRE30218	SACKO_20385
OG0003031	DANRE29907, DANRE29909, DANRE29910, DANRE24162, DANRE24161, DANRE24164	SACKO_31229, SACKO_13025
OG0003032	DANRE06502, DANRE20460, DANRE20461, DANRE04189, DANRE06503, DANRE06504	SACKO_02283
OG0003033	DANRE15199	SACKO_21096
OG0003034	DANRE16812, DANRE16811, DANRE16814, DANRE16815, DANRE16813	SACKO_10723
OG0003035	DANRE21581, DANRE21582, DANRE34776	SACKO_13056
OG0003036	DANRE28031, DANRE21834	SACKO_03961
OG0003037	DANRE35225	SACKO_16276
OG0003038	DANRE08049, DANRE08047, DANRE00008, DANRE10299, DANRE10300	SACKO_26887
OG0003040	DANRE37975	SACKO_21624, SACKO_30839
OG0003041	DANRE10564, DANRE10563, DANRE10565, DANRE10566	SACKO_15164
OG0003042	DANRE41500, DANRE41501	SACKO_01751
OG0003043	DANRE17899	SACKO_02021
OG0003044	DANRE35015	SACKO_29708
OG0003045	DANRE40089	SACKO_27785
OG0003046	DANRE25428, DANRE28175	SACKO_19289
OG0003048	DANRE25331, DANRE25330, DANRE25329, DANRE28173, DANRE28172, DANRE28174	SACKO_30401
OG0003049	DANRE39565, DANRE36440, DANRE26464, DANRE26462, DANRE26463	SACKO_27605
OG0003050	DANRE16020, DANRE16022, DANRE43079, DANRE16021	SACKO_15528
OG0003051	DANRE07546, DANRE42090, DANRE42091	SACKO_22120
OG0003052	DANRE16627, DANRE16629, DANRE16628	SACKO_31888
OG0003053	DANRE00436, DANRE00433, DANRE00434, DANRE00437, DANRE00435	SACKO_00124
OG0003054	DANRE15239, DANRE15238, DANRE15240, DANRE42471, DANRE15241	SACKO_23775
OG0003055	DANRE28317, DANRE20958, DANRE20959, DANRE20960, DANRE40002	SACKO_14713
OG0003057	DANRE08967, DANRE18180, DANRE18179, DANRE18178	SACKO_10359
OG0003058	DANRE17348, DANRE24903	SACKO_30857
OG0003059	DANRE16710, DANRE11335, DANRE11333, DANRE11334	SACKO_10958, SACKO_20443
OG0003060	DANRE30122, DANRE26566, DANRE20937	SACKO_07187
OG0003061	DANRE05258, DANRE05257, DANRE35570, DANRE11148, DANRE11147, DANRE11149, DANRE17428	SACKO_01288
OG0003063	DANRE30956, DANRE30955, DANRE30954, DANRE25886, DANRE25887	SACKO_07757
OG0003064	DANRE01811	SACKO_30917
OG0003065	DANRE09785, DANRE09786, DANRE09784, DANRE14089, DANRE14090	SACKO_12532
OG0003066	DANRE25448, DANRE31281	SACKO_05874
OG0003067	DANRE05228, DANRE05227, DANRE05229, DANRE16643, DANRE16644, DANRE41232, DANRE41233	SACKO_24076
OG0003069	DANRE13563, DANRE09930, DANRE13564	SACKO_05072, SACKO_05082, SACKO_17846, SACKO_27101
OG0003071	DANRE06371, DANRE06372, DANRE42880, DANRE19934, DANRE07027, DANRE15755	SACKO_01947, SACKO_09087
OG0003072	DANRE21203, DANRE21204, DANRE30787, DANRE30788	SACKO_22003
OG0003073	DANRE00917	SACKO_19888
OG0003073	DANRE36055, DANRE36054, DANRE36053	SACKO_03463
OG0003074	DANRE40534, DANRE14153, DANRE14152, DANRE09218, DANRE09217, DANRE09216	SACKO_00277
OG0003075	DANRE24279	SACKO_11591
OG0003077	DANRE30068, DANRE30069, DANRE30345, DANRE30346	SACKO_28671
OG0003078	DANRE02904	SACKO_33444
OG0003079	DANRE21757, DANRE19386, DANRE28143, DANRE21756	SACKO_01137
OG0003084	DANRE07763, DANRE07764	SACKO_01950
OG0003086	DANRE04961, DANRE04960	SACKO_22457, SACKO_23788
OG0003089	DANRE25644, DANRE25642, DANRE25641, DANRE25640, DANRE07658, DANRE15398, DANRE15399, DANRE15397, DANRE15400, DANRE15401, DANRE42381, DANRE42382, DANRE42384, DANRE42383, DANRE42380, DANRE42379	SACKO_18518, SACKO_14107, SACKO_20028
OG0003090	DANRE20119, DANRE20122, DANRE20120, DANRE20121, DANRE35914, DANRE35915, DANRE41529	SACKO_08916, SACKO_31355, SACKO_12364, SACKO_16254, SACKO_05373
OG0003101	DANRE11473, DANRE24368, DANRE40300	SACKO_20862
OG0003103	DANRE13616	SACKO_09737
OG0003104	DANRE34200, DANRE36452, DANRE36450, DANRE36451	SACKO_11227
OG0003105	DANRE06202, DANRE06203, DANRE06204	SACKO_04098
OG0003106	DANRE12715	SACKO_29288
OG0003107	DANRE12324, DANRE39342	SACKO_16349
OG0003108	DANRE25882, DANRE25879, DANRE25880	SACKO_22455, SACKO_26646
OG0003110	DANRE42418, DANRE42417	SACKO_26390
OG0003111	DANRE24570, DANRE35647, DANRE35648, DANRE35646	SACKO_29226, SACKO_13382, SACKO_29195, SACKO_13371
OG0003112	DANRE04574, DANRE04573, DANRE04575	SACKO_27668
OG0003114	DANRE39250, DANRE39249, DANRE19962	SACKO_15238
OG0003115	DANRE43104, DANRE37595, DANRE37596, DANRE33395, DANRE10457	SACKO_01855
OG0003116	DANRE02637, DANRE02636, DANRE07107	SACKO_10934, SACKO_14549, SACKO_14593, SACKO_14030
OG0003118	DANRE23397, DANRE42064, DANRE21364, DANRE21362, DANRE21363	SACKO_04745
OG0003119	DANRE33891, DANRE24253	SACKO_13546
OG0003120	DANRE03267	SACKO_22096, SACKO_22116
