Orthogroup	DANRE	PFLAV
OG0003025	DANRE40022, DANRE28911, DANRE28912, DANRE28914, DANRE28913, DANRE27235, DANRE27234, DANRE27233	TCONS_00044903.p1
OG0003026	DANRE02962, DANRE02961, DANRE02966, DANRE02965, DANRE02964, DANRE02963	TCONS_00014720.p1, TCONS_00015662.p1
OG0003027	DANRE39832, DANRE25253, DANRE25255, DANRE25254	TCONS_00018446.p1
OG0003028	DANRE14928, DANRE14929, DANRE14927	TCONS_00044915.p1
OG0003029	DANRE14128, DANRE12524	TCONS_00008363.p1
OG0003030	DANRE17646, DANRE17647, DANRE17166, DANRE30218	TCONS_00055499.p1
OG0003031	DANRE29907, DANRE29909, DANRE29910, DANRE24162, DANRE24161, DANRE24164	TCONS_00004052.p1
OG0003032	DANRE06502, DANRE20460, DANRE20461, DANRE04189, DANRE06503, DANRE06504	TCONS_00027563.p1
OG0003033	DANRE15199	TCONS_00000889.p1
OG0003034	DANRE16812, DANRE16811, DANRE16814, DANRE16815, DANRE16813	TCONS_00042530.p1
OG0003035	DANRE21581, DANRE21582, DANRE34776	TCONS_00019341.p1
OG0003036	DANRE28031, DANRE21834	TCONS_00014973.p1
OG0003037	DANRE35225	TCONS_00012033.p1
OG0003038	DANRE08049, DANRE08047, DANRE00008, DANRE10299, DANRE10300	TCONS_00039831.p1
OG0003040	DANRE37975	TCONS_00021633.p1, TCONS_00021160.p1
OG0003041	DANRE10564, DANRE10563, DANRE10565, DANRE10566	TCONS_00017725.p1, TCONS_00044813.p1
OG0003042	DANRE41500, DANRE41501	TCONS_00054889.p1
OG0003043	DANRE17899	TCONS_00042430.p1
OG0003044	DANRE35015	TCONS_00004867.p1
OG0003045	DANRE40089	TCONS_00056867.p1
OG0003045	DANRE07636	TCONS_00021219.p1
OG0003046	DANRE25428, DANRE28175	TCONS_00018079.p1
OG0003048	DANRE25331, DANRE25330, DANRE25329, DANRE28173, DANRE28172, DANRE28174	TCONS_00009304.p1
OG0003049	DANRE39565, DANRE36440, DANRE26464, DANRE26462, DANRE26463	TCONS_00054626.p1, TCONS_00054702.p1
OG0003050	DANRE16020, DANRE16022, DANRE43079, DANRE16021	TCONS_00029314.p1
OG0003051	DANRE07546, DANRE42090, DANRE42091	TCONS_00026476.p1, TCONS_00022396.p1
OG0003052	DANRE16627, DANRE16629, DANRE16628	TCONS_00027167.p1
OG0003053	DANRE00436, DANRE00433, DANRE00434, DANRE00437, DANRE00435	TCONS_00054310.p1
OG0003054	DANRE15239, DANRE15238, DANRE15240, DANRE42471, DANRE15241	TCONS_00021522.p1
OG0003055	DANRE28317, DANRE20958, DANRE20959, DANRE20960, DANRE40002	TCONS_00054282.p1
OG0003057	DANRE08967, DANRE18180, DANRE18179, DANRE18178	TCONS_00000589.p1
OG0003058	DANRE17348, DANRE24903	TCONS_00017801.p1
OG0003059	DANRE16710, DANRE11335, DANRE11333, DANRE11334	TCONS_00010865.p1, TCONS_00009506.p1, TCONS_00010866.p1
OG0003060	DANRE30122, DANRE26566, DANRE20937	TCONS_00053579.p1
OG0003061	DANRE05258, DANRE05257, DANRE35570, DANRE11148, DANRE11147, DANRE11149, DANRE17428	TCONS_00010070.p1
OG0003062	DANRE12172	TCONS_00009277.p1
OG0003063	DANRE30956, DANRE30955, DANRE30954, DANRE25886, DANRE25887	TCONS_00047299.p1
OG0003064	DANRE01811	TCONS_00032013.p2
OG0003065	DANRE09785, DANRE09786, DANRE09784, DANRE14089, DANRE14090	TCONS_00040405.p1
OG0003066	DANRE25448, DANRE31281	TCONS_00037980.p1
OG0003067	DANRE05228, DANRE05227, DANRE05229, DANRE16643, DANRE16644, DANRE41232, DANRE41233	TCONS_00027360.p1
OG0003069	DANRE13563, DANRE09930, DANRE13564	TCONS_00022197.p1, TCONS_00022198.p1, TCONS_00036468.p1
OG0003071	DANRE06371, DANRE06372, DANRE42880, DANRE19934, DANRE07027, DANRE15755	TCONS_00043297.p1, TCONS_00045257.p1
OG0003072	DANRE21203, DANRE21204, DANRE30787, DANRE30788	TCONS_00048899.p1
OG0003074	DANRE40534, DANRE14153, DANRE14152, DANRE09218, DANRE09217, DANRE09216	TCONS_00008081.p1
OG0003075	DANRE24279	TCONS_00042477.p1
OG0003077	DANRE30068, DANRE30069, DANRE30345, DANRE30346	TCONS_00012670.p1
OG0003078	DANRE02904	TCONS_00011470.p1
OG0003079	DANRE21757	TCONS_00029793.p1
OG0003084	DANRE07763, DANRE07764	TCONS_00042337.p1, TCONS_00042338.p1
OG0003086	DANRE04961, DANRE04960	TCONS_00026260.p1, TCONS_00026114.p1, TCONS_00029205.p1
OG0003089	DANRE25644, DANRE25642, DANRE25641, DANRE25640, DANRE07658, DANRE15398, DANRE15399, DANRE15397, DANRE15400, DANRE15401, DANRE42381, DANRE42382, DANRE42384, DANRE42383, DANRE42380, DANRE42379	TCONS_00026730.p1, TCONS_00030845.p1
OG0003090	DANRE20119, DANRE20122, DANRE20120, DANRE20121, DANRE35914, DANRE35915, DANRE41529	TCONS_00022504.p1, TCONS_00022507.p1, TCONS_00050796.p1, TCONS_00051891.p1, TCONS_00051894.p1, TCONS_00022509.p1
OG0003101	DANRE11473, DANRE24368, DANRE40300	TCONS_00017184.p1
OG0003103	DANRE13616	TCONS_00013562.p1, TCONS_00012395.p1
OG0003104	DANRE34200, DANRE36452, DANRE36450, DANRE36451	TCONS_00055183.p1, TCONS_00055155.p1
OG0003105	DANRE06202, DANRE06203, DANRE06204	TCONS_00028837.p1
OG0003107	DANRE12324, DANRE39342	TCONS_00007437.p1
OG0003108	DANRE25882, DANRE25879, DANRE25880	TCONS_00035993.p1
OG0003110	DANRE42418, DANRE42417	TCONS_00021811.p1
OG0003111	DANRE24570, DANRE35647, DANRE35648, DANRE35646	TCONS_00053315.p1, TCONS_00053316.p1, TCONS_00053005.p1, TCONS_00053006.p1
OG0003112	DANRE04574, DANRE04573, DANRE04575	TCONS_00030052.p1
OG0003113	DANRE18781, DANRE18782, DANRE11714	TCONS_00045447.p1, TCONS_00045473.p1
OG0003114	DANRE39250, DANRE39249, DANRE19962	TCONS_00011587.p1
OG0003115	DANRE43104, DANRE37595, DANRE37596, DANRE33395, DANRE10457	TCONS_00028290.p1
OG0003116	DANRE02637, DANRE02636, DANRE07107	TCONS_00043730.p1
OG0003118	DANRE23397, DANRE42064, DANRE21364, DANRE21362, DANRE21363	TCONS_00020273.p1
OG0003119	DANRE33891, DANRE24253	TCONS_00041056.p1
OG0003120	DANRE03267	TCONS_00022866.p1, TCONS_00022865.p1, TCONS_00022605.p1
OG0003121	DANRE12731, DANRE28362, DANRE21700	TCONS_00028552.p1
OG0003122	DANRE11723, DANRE11724	TCONS_00009581.p1
OG0003122	DANRE30751	TCONS_00048359.p1
OG0003124	DANRE19479, DANRE19478	TCONS_00005423.p1
OG0003125	DANRE27728, DANRE27726, DANRE27727	TCONS_00039975.p1
OG0003127	DANRE05629	TCONS_00010397.p1
OG0003128	DANRE16305	TCONS_00006238.p1
OG0003130	DANRE08300, DANRE08301, DANRE08299	TCONS_00006397.p1
OG0003131	DANRE39602, DANRE39603	TCONS_00005152.p1
OG0003132	DANRE15060, DANRE15061	TCONS_00044476.p1, TCONS_00044485.p1, TCONS_00044491.p1, TCONS_00018768.p1
OG0003133	DANRE12809, DANRE12810, DANRE12808	TCONS_00007944.p1
OG0003134	DANRE03453	TCONS_00020380.p1
OG0003135	DANRE08191	TCONS_00011843.p1
OG0003136	DANRE35065, DANRE12101, DANRE11278	TCONS_00010930.p1
OG0003137	DANRE26190	TCONS_00007039.p1
OG0003138	DANRE27831	TCONS_00050755.p1
OG0003140	DANRE39516, DANRE24971, DANRE24972, DANRE24970, DANRE39086	TCONS_00028144.p1
OG0003141	DANRE20615, DANRE14046, DANRE14045	TCONS_00050305.p1, TCONS_00050154.p1, TCONS_00050309.p1
OG0003141	DANRE20616	TCONS_00050306.p1
OG0003142	DANRE34782, DANRE34781, DANRE14504, DANRE14505, DANRE10324, DANRE10323	TCONS_00029198.p1
OG0003144	DANRE00783, DANRE00782, DANRE00786, DANRE00785	TCONS_00000595.p1
OG0003145	DANRE36307, DANRE36308, DANRE26624	TCONS_00014971.p1
OG0003146	DANRE17747, DANRE17748	TCONS_00018409.p1, TCONS_00018423.p1
OG0003147	DANRE06463, DANRE06464	TCONS_00026561.p1
OG0003148	DANRE18741, DANRE18742, DANRE09008, DANRE09007, DANRE00993	TCONS_00011185.p1
OG0003149	DANRE09385	TCONS_00029158.p1
OG0003150	DANRE06878, DANRE06879, DANRE42088	TCONS_00021955.p1
OG0003152	DANRE30433, DANRE30432, DANRE03048, DANRE03049, DANRE28960	TCONS_00013455.p1
OG0003153	DANRE36866, DANRE36864	TCONS_00007590.p1
OG0003154	DANRE26477	TCONS_00052774.p1, TCONS_00052813.p1
OG0003155	DANRE30426, DANRE30425	TCONS_00014244.p1
OG0003157	DANRE19807	TCONS_00043932.p1
OG0003158	DANRE42210, DANRE23852, DANRE23851, DANRE23850, DANRE23849	TCONS_00002576.p1
OG0003160	DANRE05430, DANRE03119, DANRE03120, DANRE03118, DANRE03117	TCONS_00026054.p1
OG0003161	DANRE18063, DANRE18059, DANRE18061, DANRE18060, DANRE18062	TCONS_00011327.p1
OG0003162	DANRE17764, DANRE05683, DANRE08820	TCONS_00011068.p1, TCONS_00011067.p1, TCONS_00011066.p1
OG0003163	DANRE40155, DANRE40154, DANRE25816, DANRE25817	TCONS_00029492.p1
OG0003164	DANRE06387, DANRE06389, DANRE06388, DANRE15695, DANRE15696, DANRE15697	TCONS_00044053.p1
OG0003165	DANRE11655, DANRE11657, DANRE11654, DANRE11656, DANRE05525	TCONS_00002241.p1
OG0003167	DANRE03155, DANRE29368, DANRE29367, DANRE07936, DANRE07935	TCONS_00006140.p1, TCONS_00006160.p1
OG0003169	DANRE42633, DANRE42632	TCONS_00053814.p1
OG0003171	DANRE26972, DANRE26973, DANRE18285, DANRE18286, DANRE18287	TCONS_00037765.p1
OG0003172	DANRE42756	TCONS_00004769.p1, TCONS_00057202.p1
OG0003173	DANRE16308	TCONS_00005896.p1
OG0003173	DANRE16306, DANRE16307	TCONS_00005903.p1
OG0003174	DANRE06246, DANRE06247, DANRE06245	TCONS_00049142.p1, TCONS_00049139.p1, TCONS_00035661.p1, TCONS_00035570.p1, TCONS_00042946.p1
OG0003175	DANRE10507, DANRE42689, DANRE14253	TCONS_00003127.p1
OG0003176	DANRE13495, DANRE13496	TCONS_00030621.p1, TCONS_00030620.p1
OG0003177	DANRE16368, DANRE16367	TCONS_00026401.p1
OG0003178	DANRE08964, DANRE11055	TCONS_00012175.p1
OG0003180	DANRE07584, DANRE19907, DANRE34980, DANRE39646, DANRE39645, DANRE39647, DANRE39648	TCONS_00006051.p1
OG0003181	DANRE29811, DANRE29810, DANRE36146, DANRE36147, DANRE36145, DANRE36148	TCONS_00012251.p1
OG0003183	DANRE23349, DANRE14974, DANRE14975, DANRE14973, DANRE42556, DANRE42557	TCONS_00020630.p1
OG0003184	DANRE08170, DANRE08169, DANRE39240	TCONS_00031430.p1
OG0003185	DANRE39287, DANRE31275, DANRE31276, DANRE31274	TCONS_00036463.p1
OG0003186	DANRE06068, DANRE06067, DANRE16615, DANRE16616, DANRE16617, DANRE42308, DANRE42309	TCONS_00001683.p1
OG0003187	DANRE20980, DANRE20979	TCONS_00054634.p1
OG0003188	DANRE00343, DANRE25991, DANRE38344, DANRE34574	TCONS_00027939.p1
OG0003189	DANRE00005, DANRE00004	TCONS_00001707.p1
OG0003190	DANRE15815	TCONS_00000091.p1, TCONS_00047115.p1, TCONS_00047116.p1, TCONS_00038643.p1, TCONS_00038635.p1, TCONS_00044569.p1
OG0003191	DANRE35621, DANRE35620, DANRE23032, DANRE23033	TCONS_00003984.p1
OG0003192	DANRE41743, DANRE41742, DANRE41744, DANRE41741, DANRE35706, DANRE35707	TCONS_00003034.p1
OG0003193	DANRE16196, DANRE16197, DANRE41842, DANRE16198	TCONS_00022403.p1
OG0003195	DANRE30347, DANRE30348, DANRE30351, DANRE30349, DANRE30350	TCONS_00012666.p1
OG0003196	DANRE10235	TCONS_00007011.p1
OG0003197	DANRE08921	TCONS_00021731.p1
OG0003199	DANRE22632, DANRE22631	TCONS_00054865.p1
OG0003200	DANRE04616, DANRE04615	TCONS_00045357.p1
OG0003201	DANRE30707	TCONS_00023667.p1, TCONS_00018270.p1, TCONS_00020144.p1, TCONS_00023662.p1, TCONS_00025378.p1, TCONS_00025381.p1, TCONS_00023661.p1
OG0003202	DANRE00416, DANRE00417	TCONS_00030468.p1
OG0003203	DANRE14965, DANRE13754	TCONS_00033348.p1
OG0003204	DANRE29886, DANRE29888, DANRE29887, DANRE04013, DANRE04010, DANRE04012, DANRE04011	TCONS_00041693.p1
OG0003205	DANRE21604, DANRE21605, DANRE00356, DANRE00357, DANRE34571, DANRE34572, DANRE34573	TCONS_00028178.p1
OG0003206	DANRE28861	TCONS_00042722.p1
OG0003207	DANRE36071, DANRE30681	TCONS_00043267.p1, TCONS_00030185.p1
OG0003208	DANRE40086	TCONS_00048913.p1
OG0003210	DANRE19116, DANRE19117, DANRE40210, DANRE26478	TCONS_00014945.p1
OG0003211	DANRE25652, DANRE25653, DANRE25651, DANRE31621, DANRE31623, DANRE31622	TCONS_00038940.p1, TCONS_00006794.p1
OG0003212	DANRE39811, DANRE39812, DANRE31617, DANRE31616	TCONS_00038921.p1, TCONS_00005698.p1
OG0003214	DANRE41512	TCONS_00056343.p1, TCONS_00056311.p1
OG0003215	DANRE02939, DANRE02937, DANRE02938, DANRE11053, DANRE11054, DANRE11051, DANRE11052	TCONS_00004511.p1
OG0003217	DANRE01890, DANRE19010	TCONS_00053417.p1
OG0003218	DANRE20503, DANRE20504	TCONS_00022948.p1
OG0003220	DANRE14233, DANRE10112	TCONS_00000598.p1
OG0003221	DANRE15085, DANRE15029, DANRE15030	TCONS_00018636.p1, TCONS_00018637.p1
OG0003222	DANRE39352, DANRE12322, DANRE24319	TCONS_00008423.p1
OG0003223	DANRE22864, DANRE22860, DANRE22861, DANRE22862, DANRE22863	TCONS_00008858.p1
OG0003224	DANRE21388, DANRE21387, DANRE42645, DANRE01731	TCONS_00019205.p1
OG0003225	DANRE00960	TCONS_00034983.p1
OG0003226	DANRE38654	TCONS_00037381.p1
OG0003227	DANRE25245, DANRE25246, DANRE25244	TCONS_00026520.p1
OG0003228	DANRE17723, DANRE17725, DANRE17724, DANRE17726	TCONS_00010782.p1
OG0003229	DANRE00332	TCONS_00054940.p1
OG0003230	DANRE04385	TCONS_00027696.p1
OG0003232	DANRE18030, DANRE11764, DANRE04528, DANRE04092, DANRE35235, DANRE07262	TCONS_00011416.p1
OG0003234	DANRE06014	TCONS_00043599.p1
OG0003235	DANRE22427, DANRE22430, DANRE22429	TCONS_00049408.p1
OG0003236	DANRE19085	TCONS_00019350.p1
OG0003236	DANRE36167, DANRE28793	TCONS_00013892.p1
OG0003238	DANRE12306, DANRE12307	TCONS_00019863.p1
OG0003239	DANRE12438, DANRE12437	TCONS_00029442.p1
OG0003250	DANRE17729, DANRE22519, DANRE22517, DANRE22518	TCONS_00046236.p1
OG0003251	DANRE14601, DANRE38610	TCONS_00007188.p1, TCONS_00007189.p1
OG0003252	DANRE18828, DANRE11674, DANRE11673, DANRE11671, DANRE11675, DANRE11672, DANRE18829, DANRE18830	TCONS_00003543.p1
OG0003253	DANRE19413, DANRE19414, DANRE33956, DANRE33957, DANRE12186, DANRE12185	TCONS_00029368.p1
OG0003254	DANRE06282, DANRE19948, DANRE19947	TCONS_00010837.p1
OG0003255	DANRE14794	TCONS_00020100.p1
OG0003257	DANRE05536, DANRE05537	TCONS_00010798.p1
OG0003258	DANRE22153, DANRE22152	TCONS_00051629.p1
OG0003259	DANRE41234	TCONS_00030717.p1
OG0003260	DANRE40161, DANRE40160, DANRE00185, DANRE00186, DANRE00187, DANRE00183, DANRE00184	TCONS_00054519.p1
OG0003261	DANRE26659, DANRE08635, DANRE08637, DANRE08636	TCONS_00018872.p1
OG0003264	DANRE23955, DANRE04459, DANRE24677	TCONS_00046364.p2
OG0003265	DANRE02228, DANRE02229, DANRE31541, DANRE31542, DANRE31540	TCONS_00049250.p1
OG0003266	DANRE01238, DANRE01236, DANRE01237, DANRE19820, DANRE19821	TCONS_00041005.p1, TCONS_00040991.p1, TCONS_00040993.p1
OG0003267	DANRE03537	TCONS_00031423.p1
OG0003268	DANRE14424	TCONS_00008149.p1
OG0003269	DANRE03374, DANRE30416, DANRE30418, DANRE30419, DANRE30420, DANRE30417	TCONS_00013521.p1
OG0003270	DANRE26120, DANRE09021	TCONS_00049296.p1
OG0003271	DANRE25960	TCONS_00029343.p1, TCONS_00028333.p1
OG0003272	DANRE20194, DANRE20196, DANRE20195, DANRE20193, DANRE23622, DANRE23621	TCONS_00043871.p1
OG0003273	DANRE19959	TCONS_00009692.p1
OG0003275	DANRE03448, DANRE37102, DANRE37101	TCONS_00020755.p1
OG0003276	DANRE19900, DANRE19899, DANRE37886, DANRE11593, DANRE11594, DANRE10725, DANRE18841	TCONS_00016002.p1, TCONS_00010557.p1
OG0003277	DANRE40517, DANRE40516, DANRE36836	TCONS_00049210.p1
OG0003278	DANRE11535, DANRE11534	TCONS_00010775.p1
OG0003279	DANRE06635, DANRE06634, DANRE06174	TCONS_00041744.p1
OG0003280	DANRE08669, DANRE08670	TCONS_00039790.p1, TCONS_00039792.p1
OG0003282	DANRE06254, DANRE20076, DANRE20077, DANRE06251, DANRE06253, DANRE06252, DANRE06250	TCONS_00027650.p1
OG0003283	DANRE30682, DANRE30683	TCONS_00049262.p1
OG0003284	DANRE42349, DANRE42348, DANRE42346, DANRE42345, DANRE42347	TCONS_00002839.p1, TCONS_00002854.p1
OG0003286	DANRE30520	TCONS_00013948.p1
OG0003287	DANRE22777, DANRE18646	TCONS_00057175.p1
OG0003288	DANRE06393, DANRE06392, DANRE06391	TCONS_00043817.p1
OG0003289	DANRE24116, DANRE27232, DANRE12400, DANRE12399, DANRE12398	TCONS_00044248.p1
OG0003290	DANRE27116, DANRE37909	TCONS_00015060.p1
OG0003291	DANRE20382	TCONS_00005261.p1
OG0003293	DANRE01751	TCONS_00019456.p1
OG0003294	DANRE17929, DANRE17930	TCONS_00042669.p1
OG0003295	DANRE03306, DANRE03307, DANRE20248, DANRE20249	TCONS_00027108.p1
OG0003296	DANRE00126, DANRE33544, DANRE33545, DANRE33543	TCONS_00006223.p1
OG0003297	DANRE30439, DANRE30438	TCONS_00013842.p1
OG0003298	DANRE06755, DANRE06756, DANRE06754	TCONS_00043866.p1
OG0003299	DANRE36340	TCONS_00003948.p1, TCONS_00053494.p1
OG0003301	DANRE08019, DANRE08017, DANRE00994, DANRE05125	TCONS_00056136.p1
OG0003302	DANRE06221	TCONS_00030954.p1
OG0003303	DANRE28350	TCONS_00010442.p1
OG0003304	DANRE10347, DANRE03450	TCONS_00052730.p1
OG0003305	DANRE19351, DANRE19350, DANRE19352, DANRE19348, DANRE19349, DANRE34110, DANRE34111	TCONS_00045454.p1, TCONS_00045430.p1
OG0003306	DANRE43404, DANRE43405	TCONS_00048857.p1
OG0003307	DANRE16254, DANRE06704, DANRE06703, DANRE06702, DANRE06701	TCONS_00031062.p1
OG0003308	DANRE00149, DANRE27110, DANRE02117, DANRE02119, DANRE02118	TCONS_00054644.p1
OG0003311	DANRE33784, DANRE24297, DANRE24298, DANRE43051, DANRE43050, DANRE43048, DANRE43049	TCONS_00018844.p1
OG0003314	DANRE33781, DANRE15776, DANRE15775, DANRE17815	TCONS_00042277.p1, TCONS_00042229.p1, TCONS_00042276.p1
OG0003315	DANRE10619	TCONS_00017532.p1
OG0003316	DANRE26440, DANRE26441	TCONS_00051522.p1
OG0003317	DANRE35985, DANRE35986	TCONS_00014439.p1
OG0003318	DANRE25493, DANRE22611, DANRE23177, DANRE22612	TCONS_00048242.p1
OG0003319	DANRE23237, DANRE22506, DANRE24646, DANRE24645, DANRE24644	TCONS_00046681.p1
OG0003320	DANRE41193	TCONS_00026069.p1
OG0003321	DANRE02460, DANRE09838, DANRE09837, DANRE09416, DANRE09418, DANRE09417, DANRE02459	TCONS_00008132.p1
OG0003323	DANRE00405, DANRE00404	TCONS_00015010.p1
OG0003325	DANRE05384	TCONS_00031296.p1
OG0003326	DANRE11610, DANRE11609, DANRE11611, DANRE19594	TCONS_00027204.p1, TCONS_00027197.p1
OG0003327	DANRE19103, DANRE26550	TCONS_00016375.p1
OG0003329	DANRE34804, DANRE34803, DANRE34805, DANRE34806, DANRE19075, DANRE19074	TCONS_00028898.p1
OG0003330	DANRE25990, DANRE25989, DANRE25988	TCONS_00028960.p1
OG0003331	DANRE08202	TCONS_00006506.p1
OG0003332	DANRE27038, DANRE14192, DANRE14193	TCONS_00046195.p1, TCONS_00046192.p1
OG0003333	DANRE38670	TCONS_00036252.p1
OG0003335	DANRE43040, DANRE43039	TCONS_00011485.p1
OG0003336	DANRE18247, DANRE18248, DANRE18245, DANRE18246, DANRE30254, DANRE30253, DANRE33367, DANRE40677	TCONS_00014647.p1
OG0003337	DANRE20593	TCONS_00051325.p1, TCONS_00051418.p1
OG0003340	DANRE04514, DANRE15040, DANRE15039	TCONS_00017094.p1
OG0003341	DANRE16894, DANRE16891, DANRE16893, DANRE16892	TCONS_00003609.p1
OG0003343	DANRE07919	TCONS_00006521.p1
OG0003344	DANRE18124, DANRE18125	TCONS_00046687.p1
OG0003345	DANRE11339, DANRE11338	TCONS_00006815.p1
OG0003346	DANRE26380, DANRE26379	TCONS_00046360.p1, TCONS_00046351.p1, TCONS_00046362.p1
OG0003347	DANRE41449, DANRE35758	TCONS_00056116.p1
OG0003348	DANRE27276, DANRE27277, DANRE27275, DANRE42542	TCONS_00017611.p1, TCONS_00017647.p1
OG0003349	DANRE15993, DANRE05369, DANRE04342	TCONS_00030123.p1
OG0003350	DANRE42148, DANRE42147, DANRE35728, DANRE08759, DANRE28114	TCONS_00022739.p1
OG0003351	DANRE25830, DANRE25831	TCONS_00047963.p2
OG0003351	DANRE35260, DANRE35261	TCONS_00012043.p1
OG0003352	DANRE21417, DANRE41370, DANRE14671, DANRE14672, DANRE14673	TCONS_00033183.p1
OG0003353	DANRE30791, DANRE30792	TCONS_00047823.p1, TCONS_00047834.p1
OG0003354	DANRE29835, DANRE29834	TCONS_00033398.p1, TCONS_00032835.p1
OG0003355	DANRE05417, DANRE05418, DANRE19297, DANRE19299, DANRE19300, DANRE19295, DANRE19296, DANRE03108	TCONS_00031349.p1
OG0003356	DANRE15474, DANRE30339, DANRE30340, DANRE30341	TCONS_00012899.p1
OG0003357	DANRE07394	TCONS_00026252.p1
OG0003358	DANRE02479, DANRE02478, DANRE02477, DANRE02476	TCONS_00048237.p1
OG0003359	DANRE18616, DANRE18617	TCONS_00023445.p1, TCONS_00023479.p1
OG0003360	DANRE05510, DANRE05508, DANRE05507, DANRE05509	TCONS_00011165.p1
OG0003361	DANRE05842, DANRE05843, DANRE05841, DANRE08075	TCONS_00011047.p1
OG0003362	DANRE08515, DANRE08516	TCONS_00043774.p1
OG0003364	DANRE12639, DANRE29498, DANRE29497, DANRE29496	TCONS_00037083.p1
OG0003365	DANRE30609, DANRE30608, DANRE30611, DANRE30607, DANRE30610, DANRE02243	TCONS_00018439.p1
OG0003366	DANRE04648, DANRE04649	TCONS_00011117.p1
OG0003367	DANRE31215, DANRE31217, DANRE31216, DANRE25129	TCONS_00014336.p1, TCONS_00014325.p1
OG0003368	DANRE00653, DANRE00654, DANRE43081	TCONS_00027072.p1
OG0003369	DANRE34344, DANRE05188, DANRE05189, DANRE34343	TCONS_00030861.p1
OG0003370	DANRE10592, DANRE15077, DANRE15078, DANRE15079	TCONS_00017723.p1, TCONS_00044503.p1, TCONS_00044812.p1
OG0003372	DANRE23620, DANRE04361	TCONS_00053297.p1
OG0003373	DANRE30795, DANRE25514	TCONS_00037895.p1
OG0003374	DANRE10573, DANRE14737, DANRE12074, DANRE12073	TCONS_00054992.p1
OG0003375	DANRE39521, DANRE39522	TCONS_00029030.p1
OG0003376	DANRE38080, DANRE38083, DANRE38082, DANRE38081	TCONS_00055205.p1, TCONS_00041457.p1
OG0003377	DANRE38960, DANRE38961, DANRE38962	TCONS_00023122.p1
OG0003378	DANRE12800	TCONS_00023058.p1, TCONS_00023089.p1
OG0003379	DANRE09943, DANRE09945, DANRE13591, DANRE09946, DANRE13590, DANRE09944	TCONS_00018871.p1
OG0003380	DANRE00132, DANRE39588, DANRE00756	TCONS_00006819.p1
OG0003381	DANRE39290, DANRE39291, DANRE39289	TCONS_00024085.p1
OG0003382	DANRE26481, DANRE09915	TCONS_00023674.p1
OG0003383	DANRE03207, DANRE03208, DANRE29176, DANRE29177	TCONS_00020044.p1
OG0003383	DANRE42595, DANRE42596	TCONS_00031257.p1
OG0003384	DANRE16877, DANRE16878, DANRE05733, DANRE00623	TCONS_00027067.p1
OG0003385	DANRE23352	TCONS_00020620.p1
OG0003386	DANRE26427, DANRE36330	TCONS_00052234.p1
OG0003387	DANRE30095	TCONS_00005038.p1
OG0003388	DANRE03541, DANRE03539, DANRE03540, DANRE11313	TCONS_00030400.p1, TCONS_00030384.p1
OG0003391	DANRE05822, DANRE05819, DANRE05820	TCONS_00009705.p1
OG0003392	DANRE36118, DANRE36119, DANRE15512	TCONS_00014589.p1
OG0003394	DANRE42576, DANRE42577	TCONS_00019998.p1
OG0003396	DANRE25292	TCONS_00036037.p1
OG0003397	DANRE03732, DANRE03731, DANRE03927, DANRE40948, DANRE40947, DANRE20089, DANRE07039, DANRE20088, DANRE07040	TCONS_00051012.p1
OG0003401	DANRE37593, DANRE37592	TCONS_00015311.p1
OG0003419	DANRE37837, DANRE37839, DANRE37838	TCONS_00040540.p1
OG0003421	DANRE07102, DANRE07103	TCONS_00043655.p1, TCONS_00043654.p1, TCONS_00042652.p1, TCONS_00042813.p1, TCONS_00041936.p1
OG0003422	DANRE31337, DANRE31335, DANRE31336	TCONS_00022982.p1
OG0003424	DANRE28909	TCONS_00013866.p1
OG0003425	DANRE00220, DANRE00221	TCONS_00029551.p1
OG0003426	DANRE06294	TCONS_00028995.p1
OG0003428	DANRE23616	TCONS_00043444.p1
OG0003429	DANRE40348	TCONS_00036739.p1
OG0003430	DANRE14092, DANRE09762, DANRE09764, DANRE09763	TCONS_00035290.p1
OG0003431	DANRE37082, DANRE37083, DANRE39962	TCONS_00057200.p1
OG0003433	DANRE00751, DANRE38175, DANRE00750	TCONS_00021164.p1
OG0003434	DANRE24886, DANRE24887	TCONS_00031599.p1
OG0003435	DANRE17574, DANRE17573, DANRE12047	TCONS_00010051.p1
OG0003437	DANRE03086, DANRE30200, DANRE17039	TCONS_00012557.p1, TCONS_00012556.p1, TCONS_00012555.p1
OG0003439	DANRE35606, DANRE35605, DANRE35604, DANRE35607, DANRE36234, DANRE36232, DANRE36233, DANRE36235	TCONS_00022916.p1
OG0003440	DANRE16061, DANRE41627, DANRE41628, DANRE16062, DANRE16060	TCONS_00042109.p1
OG0003441	DANRE31537, DANRE31538, DANRE31536, DANRE31539, DANRE02227	TCONS_00047900.p1
OG0003443	DANRE03345, DANRE05497	TCONS_00019758.p1, TCONS_00020819.p1, TCONS_00010416.p1
OG0003445	DANRE19529, DANRE19528	TCONS_00016588.p1, TCONS_00015497.p1
OG0003447	DANRE31018, DANRE31019	TCONS_00049275.p1
OG0003448	DANRE38893	TCONS_00007007.p1
OG0003449	DANRE38813	TCONS_00014387.p1
OG0003450	DANRE27355	TCONS_00043348.p1, TCONS_00043337.p1
OG0003451	DANRE42271	TCONS_00002411.p1
OG0003452	DANRE05237, DANRE05236	TCONS_00026077.p1
OG0003453	DANRE33702, DANRE33701	TCONS_00005573.p1
