Orthogroup	DANRE	STRPU_ok
OG0002534	DANRE25896, DANRE10262	STRPU_13252
OG0002535	DANRE34930, DANRE34929	STRPU_10076, STRPU_10140
OG0002536	DANRE03908, DANRE03907, DANRE39399, DANRE40785, DANRE40784	STRPU_10079, STRPU_10142
OG0002537	DANRE28763, DANRE28762, DANRE21953, DANRE21952	STRPU_05698, STRPU_05697
OG0002538	DANRE41736, DANRE35824, DANRE14528, DANRE10463, DANRE29143, DANRE03351	STRPU_13742, STRPU_13741
OG0002539	DANRE25919, DANRE38927, DANRE25695, DANRE25696, DANRE30606	STRPU_01382, STRPU_11565
OG0002540	DANRE18306, DANRE18307, DANRE11112, DANRE11113, DANRE11111, DANRE14706, DANRE22643, DANRE22644	STRPU_24014
OG0002541	DANRE22436	STRPU_12563
OG0002542	DANRE26877, DANRE26875, DANRE24145, DANRE26876, DANRE23453, DANRE01720	STRPU_02464, STRPU_13601
OG0002543	DANRE40607, DANRE19488, DANRE19491, DANRE19490, DANRE19489, DANRE40606	STRPU_15054
OG0002545	DANRE40359, DANRE40358, DANRE40357, DANRE30987, DANRE12443	STRPU_22618
OG0002546	DANRE32739	STRPU_03645, STRPU_02199, STRPU_03956, STRPU_10963, STRPU_03154, STRPU_16877, STRPU_04043, STRPU_04701, STRPU_02757, STRPU_07363, STRPU_02849, STRPU_25399, STRPU_18326, STRPU_08532, STRPU_13681, STRPU_05640, STRPU_03941, STRPU_14527, STRPU_05361, STRPU_02696, STRPU_14980, STRPU_18601, STRPU_16871, STRPU_08897, STRPU_23479, STRPU_11709, STRPU_08698, STRPU_06477, STRPU_15951, STRPU_07813, STRPU_18467, STRPU_07848, STRPU_07811, STRPU_05057, STRPU_07663
OG0002547	DANRE24900, DANRE24901, DANRE24899, DANRE17346	STRPU_07853
OG0002548	DANRE13389, DANRE06722, DANRE06721, DANRE35567	STRPU_26333
OG0002549	DANRE26569, DANRE07520, DANRE07519	STRPU_06812
OG0002550	DANRE16363, DANRE16366, DANRE16364, DANRE16362, DANRE16365, DANRE37817, DANRE37818	STRPU_09404
OG0002551	DANRE06934	STRPU_04959
OG0002552	DANRE09916, DANRE13536, DANRE13197, DANRE25194, DANRE25193, DANRE25195, DANRE25196	STRPU_26915
OG0002553	DANRE09881, DANRE14483, DANRE14482	STRPU_01916, STRPU_22760
OG0002554	DANRE14712, DANRE14713, DANRE38054	STRPU_26264
OG0002555	DANRE10942, DANRE10941, DANRE10940, DANRE05921, DANRE05922	STRPU_20832, STRPU_20869
OG0002557	DANRE27777, DANRE13862, DANRE22315	STRPU_25407
OG0002558	DANRE16714, DANRE12060, DANRE12061	STRPU_21365
OG0002558	DANRE12062	STRPU_21364
OG0002559	DANRE15636, DANRE15635, DANRE15634, DANRE07229, DANRE07227, DANRE07228	STRPU_24313
OG0002560	DANRE34080, DANRE34079, DANRE34078, DANRE19453, DANRE19454	STRPU_20401
OG0002561	DANRE37878	STRPU_20465, STRPU_20515, STRPU_20545, STRPU_20520
OG0002562	DANRE16224, DANRE16226, DANRE16225, DANRE40166, DANRE40165	STRPU_19181
OG0002563	DANRE06959, DANRE06729, DANRE08934	STRPU_05413
OG0002564	DANRE29870, DANRE03078, DANRE30023, DANRE30022	STRPU_08467
OG0002565	DANRE27797, DANRE27796	STRPU_10373
OG0002567	DANRE40492, DANRE40491, DANRE40490, DANRE41303	STRPU_22654, STRPU_22655
OG0002568	DANRE22314	STRPU_02991
OG0002569	DANRE08122, DANRE34130	STRPU_03925
OG0002570	DANRE02350	STRPU_26462
OG0002571	DANRE04039, DANRE04040, DANRE03610, DANRE03612, DANRE03611	STRPU_05752
OG0002572	DANRE31472, DANRE38430, DANRE29580, DANRE29581	STRPU_13089, STRPU_13111
OG0002573	DANRE29081, DANRE29082, DANRE29083, DANRE03819, DANRE03820	STRPU_01473, STRPU_08699
OG0002574	DANRE04394, DANRE17690, DANRE17689	STRPU_20737, STRPU_00733
OG0002576	DANRE18812, DANRE12000, DANRE08074, DANRE08073, DANRE08072	STRPU_21021
OG0002587	DANRE22785, DANRE14541, DANRE09744, DANRE12828	STRPU_25738
OG0002589	DANRE06011	STRPU_05215
OG0002590	DANRE37063, DANRE37062, DANRE09406, DANRE26039	STRPU_26209
OG0002592	DANRE41188, DANRE41190, DANRE41189	STRPU_01523, STRPU_09437
OG0002593	DANRE42208, DANRE03221, DANRE03220	STRPU_10563
OG0002594	DANRE39363, DANRE39361, DANRE27772, DANRE27774, DANRE27773	STRPU_26054
OG0002595	DANRE30013, DANRE30012	STRPU_08380
OG0002599	DANRE40775, DANRE02283	STRPU_23341
OG0002600	DANRE02606, DANRE02605, DANRE02604	STRPU_04205, STRPU_04245
OG0002601	DANRE04611	STRPU_21528, STRPU_08560
OG0002601	DANRE30766	STRPU_21183
OG0002602	DANRE04121, DANRE30154, DANRE30155	STRPU_09236
OG0002608	DANRE30714, DANRE25760	STRPU_12429
OG0002609	DANRE34581, DANRE34582, DANRE00342	STRPU_26812
OG0002610	DANRE38839, DANRE38838, DANRE26376, DANRE03456	STRPU_25580
OG0002611	DANRE24475, DANRE24476, DANRE36577, DANRE36576, DANRE23123, DANRE23125, DANRE23124	STRPU_24642
OG0002612	DANRE02656	STRPU_23590
OG0002613	DANRE31402, DANRE22045	STRPU_16816, STRPU_03949, STRPU_24760
OG0002614	DANRE24069, DANRE36802, DANRE36801, DANRE36800	STRPU_24170
OG0002615	DANRE04825, DANRE04826, DANRE40779, DANRE01534, DANRE00710, DANRE00713, DANRE00711, DANRE00709, DANRE00707, DANRE00712, DANRE00708, DANRE06184	STRPU_09540
OG0002617	DANRE20081	STRPU_05735
OG0002618	DANRE30009	STRPU_08357
OG0002619	DANRE38307	STRPU_26675
OG0002620	DANRE34196, DANRE34197, DANRE39617, DANRE39616, DANRE18238, DANRE28059, DANRE28058	STRPU_20225
OG0002621	DANRE04531	STRPU_07219, STRPU_07125
OG0002622	DANRE15665, DANRE17843, DANRE17842	STRPU_20183
OG0002624	DANRE09957, DANRE09955, DANRE09956	STRPU_25392
OG0002625	DANRE30623, DANRE30622, DANRE30625, DANRE30624	STRPU_17671
OG0002627	DANRE12156, DANRE12155, DANRE10182, DANRE10181, DANRE13899	STRPU_22016
OG0002628	DANRE21793, DANRE21792, DANRE39626, DANRE39627, DANRE19288	STRPU_19642, STRPU_19677
OG0002629	DANRE30826, DANRE30827, DANRE12546	STRPU_21973
OG0002630	DANRE27217	STRPU_24825
OG0002631	DANRE41886	STRPU_01021, STRPU_23415, STRPU_21984, STRPU_18037
OG0002632	DANRE25136, DANRE25134, DANRE25135, DANRE19233	STRPU_26761, STRPU_26747
OG0002633	DANRE03008, DANRE05640	STRPU_20983
OG0002634	DANRE24976, DANRE24975, DANRE24977	STRPU_27232
OG0002635	DANRE11470, DANRE18117, DANRE11678, DANRE02240, DANRE09215	STRPU_07688, STRPU_07701
OG0002636	DANRE14028, DANRE14027, DANRE14026, DANRE10013, DANRE10012	STRPU_08552
OG0002638	DANRE09619, DANRE09616, DANRE09617, DANRE09618	STRPU_12855, STRPU_12843, STRPU_12856
OG0002639	DANRE16898, DANRE16899	STRPU_21526
OG0002641	DANRE12703, DANRE13751, DANRE13748, DANRE13747, DANRE13749, DANRE13750, DANRE13753, DANRE13752, DANRE13746, DANRE14287, DANRE02465, DANRE02466	STRPU_25852
OG0002642	DANRE03138, DANRE29963, DANRE29964	STRPU_13594, STRPU_02471
OG0002643	DANRE13575	STRPU_24098, STRPU_03500
OG0002644	DANRE38999, DANRE38997	STRPU_05208
OG0002646	DANRE31094, DANRE25657, DANRE25658	STRPU_16405
OG0002647	DANRE19598, DANRE05750, DANRE05751	STRPU_09814, STRPU_15535, STRPU_09813
OG0002648	DANRE39158, DANRE14476, DANRE14478, DANRE14477	STRPU_25372
OG0002649	DANRE00561, DANRE00558, DANRE00560, DANRE00559, DANRE05306, DANRE05305, DANRE05307, DANRE16142	STRPU_09342
OG0002651	DANRE11751, DANRE11750	STRPU_21640, STRPU_00294
OG0002652	DANRE39146, DANRE39145, DANRE39147	STRPU_25607
OG0002653	DANRE07344	STRPU_15427, STRPU_15428
OG0002654	DANRE40241, DANRE40240	STRPU_11035, STRPU_00373
OG0002655	DANRE25735	STRPU_04772
OG0002656	DANRE41489	STRPU_13628, STRPU_02436
OG0002657	DANRE13610, DANRE09520, DANRE23327, DANRE01726	STRPU_13835
OG0002658	DANRE13983, DANRE13982, DANRE09580, DANRE09581, DANRE09582, DANRE09583, DANRE43264	STRPU_12627
OG0002659	DANRE11563, DANRE11562	STRPU_24553
OG0002661	DANRE33060	STRPU_00634, STRPU_12504
OG0002662	DANRE24722, DANRE30141, DANRE03817, DANRE03618	STRPU_08796
OG0002663	DANRE13178, DANRE22208, DANRE22207	STRPU_06640
OG0002664	DANRE37832, DANRE37830, DANRE37831, DANRE26958, DANRE26956, DANRE26957, DANRE40156	STRPU_27388
OG0002665	DANRE39661, DANRE39660, DANRE39662, DANRE06588	STRPU_14899
OG0002666	DANRE29422	STRPU_08318
OG0002667	DANRE40044, DANRE40045, DANRE00375, DANRE35160, DANRE35161, DANRE26652, DANRE26653	STRPU_20135
OG0002668	DANRE10264	STRPU_00218, STRPU_25957
OG0002670	DANRE11956, DANRE05811, DANRE05812	STRPU_21338
OG0002671	DANRE38597, DANRE38598, DANRE26136, DANRE23501, DANRE14400, DANRE09114	STRPU_25869
OG0002672	DANRE24606, DANRE27377, DANRE27378, DANRE17950	STRPU_08057
OG0002673	DANRE03519, DANRE11298, DANRE11296, DANRE11297, DANRE04908	STRPU_09688
OG0002674	DANRE34785, DANRE34784	STRPU_27427
OG0002675	DANRE26282, DANRE12989	STRPU_25910
OG0002677	DANRE30190, DANRE30191, DANRE30192	STRPU_08818
OG0002678	DANRE39272, DANRE39273, DANRE41526, DANRE16070	STRPU_05803
OG0002679	DANRE07511, DANRE07512, DANRE09987	STRPU_10913
OG0002683	DANRE16755, DANRE39996	STRPU_18999
OG0002685	DANRE24241	STRPU_18097, STRPU_01785
OG0002688	DANRE24261, DANRE33749, DANRE07233	STRPU_23165
OG0002703	DANRE34468, DANRE09272, DANRE09271, DANRE09273	STRPU_03648, STRPU_03633
OG0002705	DANRE01891, DANRE01892, DANRE00487, DANRE00488	STRPU_19215, STRPU_19210
OG0002707	DANRE11337, DANRE16895, DANRE37811, DANRE18944, DANRE11847	STRPU_21211
OG0002708	DANRE17887, DANRE17886, DANRE17884, DANRE17882, DANRE17883, DANRE17880, DANRE17881	STRPU_17906
OG0002710	DANRE20982, DANRE25683	STRPU_26520
OG0002712	DANRE24806	STRPU_05441
OG0002713	DANRE01245	STRPU_06718
OG0002714	DANRE02532	STRPU_05988, STRPU_03960, STRPU_03943, STRPU_03946, STRPU_01867, STRPU_03953
OG0002715	DANRE02868, DANRE02867, DANRE02871, DANRE02870, DANRE02872, DANRE02873, DANRE02874	STRPU_22385
OG0002716	DANRE03546, DANRE03545	STRPU_26166
OG0002717	DANRE20547, DANRE06937, DANRE06936, DANRE06935, DANRE41629	STRPU_05918
OG0002718	DANRE41004, DANRE41003	STRPU_11192
OG0002719	DANRE38765, DANRE38764, DANRE35888, DANRE35887, DANRE41579	STRPU_13470
OG0002720	DANRE36878, DANRE36877	STRPU_25908
OG0002721	DANRE09313, DANRE09312, DANRE03062, DANRE03063, DANRE30437, DANRE30436, DANRE30435, DANRE15408, DANRE15407, DANRE15406	STRPU_08651
OG0002722	DANRE11851	STRPU_20668
OG0002723	DANRE43018, DANRE34379, DANRE08059, DANRE19966, DANRE39247, DANRE23518	STRPU_20955
OG0002724	DANRE21329	STRPU_08866, STRPU_00955
OG0002726	DANRE39396, DANRE39397, DANRE04111, DANRE04110, DANRE04112	STRPU_04170
OG0002728	DANRE07907, DANRE07906, DANRE07904, DANRE07905	STRPU_14150, STRPU_00149
OG0002729	DANRE41955, DANRE41956, DANRE41954	STRPU_05017
OG0002730	DANRE10036, DANRE08778, DANRE08776, DANRE08777	STRPU_17045, STRPU_17044, STRPU_01809
OG0002731	DANRE39613, DANRE34202, DANRE34201	STRPU_20144
OG0002732	DANRE03243, DANRE11281, DANRE38742	STRPU_09513
OG0002736	DANRE17618, DANRE17617	STRPU_17138
OG0002736	DANRE33756, DANRE33757, DANRE33758, DANRE42246	STRPU_17137
OG0002738	DANRE03131, DANRE21433, DANRE30050, DANRE30049	STRPU_08210, STRPU_08211
OG0002739	DANRE17939, DANRE17937, DANRE17936, DANRE17938	STRPU_05782
OG0002740	DANRE05293, DANRE05292, DANRE14839	STRPU_07027
OG0002741	DANRE13217, DANRE20997, DANRE09926, DANRE13539	STRPU_26498
OG0002742	DANRE11312, DANRE03538, DANRE16689	STRPU_04623, STRPU_04645
OG0002743	DANRE35770	STRPU_13731, STRPU_13730, STRPU_13561
OG0002744	DANRE39964, DANRE39965, DANRE39963, DANRE35401, DANRE35399, DANRE35400	STRPU_20203
OG0002745	DANRE30185, DANRE16980	STRPU_02101, STRPU_09128
OG0002746	DANRE09673, DANRE09674	STRPU_02712
OG0002748	DANRE40611, DANRE40613, DANRE40612, DANRE19416	STRPU_20060
OG0002749	DANRE16044	STRPU_03742
OG0002750	DANRE42887, DANRE42888	STRPU_05890
OG0002751	DANRE41209, DANRE41208, DANRE41210	STRPU_16672, STRPU_16703
OG0002752	DANRE24282	STRPU_05098, STRPU_05177
OG0002753	DANRE36052, DANRE36049, DANRE36050, DANRE36051, DANRE31488, DANRE31487, DANRE31489	STRPU_23629
OG0002754	DANRE26705, DANRE26703, DANRE24564	STRPU_19146
OG0002755	DANRE00410	STRPU_19300, STRPU_01846
OG0002756	DANRE02210	STRPU_15483
OG0002757	DANRE36933, DANRE39271, DANRE39270, DANRE15669	STRPU_16016
OG0002758	DANRE01024, DANRE01025, DANRE01022, DANRE01023, DANRE07540, DANRE07539	STRPU_14770, STRPU_02553
OG0002759	DANRE42247, DANRE42248, DANRE27786	STRPU_17448, STRPU_17464
OG0002760	DANRE31293, DANRE31294, DANRE25038, DANRE25039	STRPU_21963, STRPU_02056, STRPU_09083
OG0002761	DANRE29979	STRPU_22391
OG0002762	DANRE02197, DANRE36825, DANRE07594	STRPU_23512
OG0002763	DANRE03877	STRPU_02576, STRPU_13132
OG0002764	DANRE23216, DANRE08807, DANRE27809, DANRE27810	STRPU_00371, STRPU_11033
OG0002765	DANRE01718, DANRE01717, DANRE09961, DANRE13656, DANRE25399, DANRE39159	STRPU_25983
OG0002767	DANRE08564, DANRE15895, DANRE15898, DANRE15896, DANRE15897, DANRE15899	STRPU_05363
OG0002768	DANRE01560, DANRE30765	STRPU_22600
OG0002769	DANRE34871, DANRE18982, DANRE02561	STRPU_04973
OG0002770	DANRE00608, DANRE00610, DANRE00609	STRPU_09918
OG0002771	DANRE05166, DANRE10927	STRPU_21371
OG0002772	DANRE40177	STRPU_18998
OG0002773	DANRE16149, DANRE16150	STRPU_06531, STRPU_06568
OG0002774	DANRE40158, DANRE38383, DANRE38382, DANRE10177	STRPU_27389
OG0002776	DANRE07369, DANRE07368, DANRE07370	STRPU_04138
OG0002777	DANRE25041, DANRE25042, DANRE31292, DANRE25790	STRPU_01234, STRPU_12064
OG0002778	DANRE37556, DANRE00537	STRPU_27395
OG0002779	DANRE22922, DANRE22920, DANRE22921	STRPU_11212
OG0002780	DANRE04044, DANRE04045	STRPU_08346
OG0002781	DANRE29052, DANRE23365, DANRE42355, DANRE42354	STRPU_13462
OG0002782	DANRE00885, DANRE00886, DANRE00887, DANRE37810, DANRE05170, DANRE16902	STRPU_21282
OG0002783	DANRE34340	STRPU_18422, STRPU_18463
OG0002785	DANRE02086, DANRE02084, DANRE34324	STRPU_18431, STRPU_18474
OG0002786	DANRE10327, DANRE12873, DANRE21673, DANRE21672, DANRE21674, DANRE34858	STRPU_27079
OG0002787	DANRE10603, DANRE13604, DANRE13607, DANRE13605, DANRE13606	STRPU_26221
OG0002788	DANRE25185, DANRE25184, DANRE25183	STRPU_11931, STRPU_11886
OG0002790	DANRE12223, DANRE12222	STRPU_05011
OG0002791	DANRE30250, DANRE17081, DANRE26515, DANRE40129, DANRE00391	STRPU_19372, STRPU_19378
OG0002792	DANRE12784, DANRE12785, DANRE12786, DANRE12787	STRPU_22603
OG0002793	DANRE37882, DANRE37883, DANRE37885, DANRE37884	STRPU_22931
OG0002794	DANRE00383, DANRE00382, DANRE21477, DANRE26511, DANRE26513, DANRE26512	STRPU_19654, STRPU_19666
OG0002795	DANRE37649, DANRE34962, DANRE34961	STRPU_22527
OG0002799	DANRE29651	STRPU_15407
OG0002811	DANRE25597, DANRE25596, DANRE25594, DANRE25595, DANRE25593	STRPU_22005
OG0002812	DANRE00123, DANRE00122, DANRE26811, DANRE02088, DANRE02089	STRPU_18819
OG0002813	DANRE36904, DANRE14696, DANRE14695, DANRE12833, DANRE12832	STRPU_26244
OG0002814	DANRE05363, DANRE05362, DANRE04350, DANRE16030, DANRE16031, DANRE20078	STRPU_04449
OG0002815	DANRE10055, DANRE10054, DANRE17377, DANRE17376	STRPU_17937
OG0002816	DANRE40080, DANRE40079, DANRE40081, DANRE27392, DANRE27393, DANRE27398, DANRE27397, DANRE27396, DANRE27394, DANRE27395	STRPU_00414, STRPU_19273
OG0002817	DANRE11831, DANRE11832, DANRE18005, DANRE18002, DANRE18003, DANRE18004	STRPU_20552
OG0002818	DANRE22761, DANRE12422, DANRE12423	STRPU_23661, STRPU_23635
OG0002821	DANRE01907, DANRE27067	STRPU_18790
OG0002822	DANRE30016, DANRE15451, DANRE30378, DANRE04075	STRPU_08836, STRPU_00981
OG0002823	DANRE00544	STRPU_19510
OG0002824	DANRE04182, DANRE27941, DANRE27940, DANRE42149	STRPU_22435
OG0002825	DANRE30695, DANRE30696	STRPU_12448
OG0002826	DANRE18654, DANRE18653, DANRE10738, DANRE10739, DANRE18655, DANRE35072, DANRE13325	STRPU_21882
OG0002828	DANRE13299, DANRE13300	STRPU_03094
OG0002829	DANRE29078, DANRE03592, DANRE03591	STRPU_02137, STRPU_09175
OG0002830	DANRE17943, DANRE17942, DANRE11719, DANRE10775, DANRE35075, DANRE37933	STRPU_21809, STRPU_21810
OG0002831	DANRE12480, DANRE12481, DANRE12482, DANRE12483	STRPU_11759
OG0002832	DANRE27170	STRPU_07633
OG0002833	DANRE30142, DANRE30143, DANRE24727	STRPU_08236
OG0002834	DANRE09628, DANRE09627, DANRE13960, DANRE13961, DANRE39532, DANRE39531, DANRE39533, DANRE39530, DANRE39534, DANRE39535, DANRE39536	STRPU_10581, STRPU_10576, STRPU_10585
OG0002835	DANRE10059, DANRE13741, DANRE11099	STRPU_24399
OG0002836	DANRE08766, DANRE40454	STRPU_11034, STRPU_00372
OG0002837	DANRE24271, DANRE38996, DANRE17835	STRPU_05330
OG0002838	DANRE05247, DANRE05246, DANRE05248, DANRE15690	STRPU_04914, STRPU_04557, STRPU_11393
OG0002839	DANRE09419	STRPU_25051
OG0002840	DANRE38625, DANRE38624, DANRE18870, DANRE18869	STRPU_25341
OG0002841	DANRE31234, DANRE31233, DANRE31235	STRPU_23168, STRPU_22818, STRPU_01977
OG0002842	DANRE33249, DANRE17900	STRPU_18957, STRPU_18970
OG0002843	DANRE33666	STRPU_03092
OG0002844	DANRE20599, DANRE22617	STRPU_22625
OG0002845	DANRE39162	STRPU_00988, STRPU_23454
OG0002846	DANRE11812	STRPU_05895
OG0002848	DANRE23949, DANRE23950	STRPU_07604
OG0002849	DANRE24960, DANRE38544, DANRE13903	STRPU_23108, STRPU_23096
OG0002850	DANRE13274, DANRE27626	STRPU_00386, STRPU_11047
OG0002851	DANRE00837, DANRE00836, DANRE08822, DANRE08823, DANRE11966	STRPU_17907
OG0002853	DANRE38503, DANRE12751, DANRE19608, DANRE19607, DANRE19606, DANRE21736	STRPU_26926
OG0002854	DANRE17653, DANRE17654, DANRE17652	STRPU_20356
OG0002855	DANRE07732, DANRE07731	STRPU_17098, STRPU_17094
OG0002856	DANRE21584, DANRE21583, DANRE21585, DANRE14919, DANRE14920	STRPU_27018
OG0002858	DANRE14299, DANRE14298, DANRE38866	STRPU_25912
OG0002859	DANRE24643	STRPU_08061
OG0002860	DANRE29389	STRPU_08076, STRPU_08077
OG0002861	DANRE38967	STRPU_12452
OG0002862	DANRE01137, DANRE01138, DANRE14198, DANRE10647, DANRE09064	STRPU_17983
OG0002863	DANRE33421	STRPU_19342
OG0002864	DANRE27681, DANRE27680	STRPU_23792, STRPU_23790
OG0002865	DANRE10877	STRPU_25424
OG0002866	DANRE43391, DANRE00406	STRPU_11829
OG0002868	DANRE40637, DANRE40638	STRPU_18427, STRPU_18466
OG0002869	DANRE24450, DANRE27669, DANRE27668, DANRE27667, DANRE02445, DANRE02444, DANRE40032	STRPU_10919, STRPU_10920
OG0002870	DANRE11980, DANRE11979	STRPU_16894
OG0002871	DANRE38954	STRPU_12832
OG0002872	DANRE14979	STRPU_25418
OG0002873	DANRE29393, DANRE29392, DANRE29391	STRPU_08691, STRPU_08690
OG0002874	DANRE41270, DANRE41271, DANRE31582, DANRE31581	STRPU_22380
OG0002875	DANRE18745	STRPU_21831
OG0002876	DANRE37111, DANRE37110, DANRE05881, DANRE05880	STRPU_15672, STRPU_15655
OG0002877	DANRE01833, DANRE01834, DANRE01832	STRPU_27251
OG0002878	DANRE25363, DANRE10599	STRPU_25517, STRPU_25518
OG0002879	DANRE15214, DANRE15211, DANRE15209, DANRE15210, DANRE15212, DANRE05524	STRPU_18050
OG0002880	DANRE17261	STRPU_00592, STRPU_07561
OG0002882	DANRE02825	STRPU_14630, STRPU_14612, STRPU_15532
OG0002883	DANRE05108, DANRE05109	STRPU_24957
OG0002884	DANRE36631	STRPU_24464
OG0002885	DANRE35272	STRPU_23549
OG0002887	DANRE18986, DANRE18985	STRPU_00454, STRPU_19036
OG0002888	DANRE30140, DANRE29332, DANRE36172, DANRE36173	STRPU_08989
OG0002889	DANRE39741, DANRE39742, DANRE02420, DANRE30957, DANRE30958, DANRE30959	STRPU_22675
OG0002890	DANRE09749, DANRE09751, DANRE09750, DANRE14544, DANRE01884, DANRE09748	STRPU_25509
OG0002891	DANRE30130, DANRE16952	STRPU_18851
OG0002892	DANRE30274, DANRE40138, DANRE40139, DANRE35192, DANRE35190, DANRE35191, DANRE19158, DANRE19157, DANRE19160, DANRE19159	STRPU_19576
OG0002893	DANRE16201, DANRE16200, DANRE16202, DANRE16199	STRPU_06956, STRPU_06938
OG0002894	DANRE11217, DANRE11216, DANRE04763, DANRE04762, DANRE04764, DANRE04765	STRPU_21472
OG0002895	DANRE30939, DANRE40535, DANRE02366	STRPU_26434
OG0002896	DANRE35909, DANRE41536, DANRE27083, DANRE23837, DANRE41537	STRPU_06711
OG0002897	DANRE35476, DANRE35474, DANRE35475	STRPU_23652, STRPU_23677
OG0002898	DANRE16262, DANRE16261, DANRE16260	STRPU_20982, STRPU_21604, STRPU_21600
OG0002899	DANRE09288, DANRE09287, DANRE36325	STRPU_10901
OG0002900	DANRE12889, DANRE14486, DANRE14487	STRPU_27158
OG0002901	DANRE18173, DANRE18172	STRPU_17220
OG0002902	DANRE30424, DANRE03373	STRPU_02085, STRPU_09116
OG0002904	DANRE42980, DANRE42981	STRPU_23554, STRPU_23550
OG0002905	DANRE22952, DANRE22954, DANRE27661, DANRE27660, DANRE22953	STRPU_10819
OG0002906	DANRE26198, DANRE12286, DANRE12287, DANRE26197, DANRE26195, DANRE26196	STRPU_25699, STRPU_25717, STRPU_25719
OG0002907	DANRE00225, DANRE00223, DANRE00224, DANRE12875, DANRE12874, DANRE12876	STRPU_27080
OG0002908	DANRE23356, DANRE23357	STRPU_14008
OG0002909	DANRE40488, DANRE40486, DANRE40487, DANRE30879, DANRE30880	STRPU_22399
OG0002910	DANRE30866	STRPU_12097, STRPU_00039, STRPU_12098
OG0002911	DANRE05242, DANRE05241, DANRE00632, DANRE00631	STRPU_09561
OG0002912	DANRE38633, DANRE38632	STRPU_24675
OG0002913	DANRE23914, DANRE26672, DANRE06874, DANRE26185, DANRE26184	STRPU_13354
OG0002915	DANRE12827, DANRE12826, DANRE27309	STRPU_25487
OG0002916	DANRE02144, DANRE02145, DANRE00486, DANRE00485	STRPU_19092
OG0002917	DANRE13269, DANRE13268	STRPU_06220, STRPU_06199
OG0002919	DANRE38978, DANRE38976, DANRE38977, DANRE27062, DANRE27061, DANRE01876, DANRE01877	STRPU_26361
OG0002921	DANRE29158	STRPU_14716
OG0002922	DANRE04518, DANRE04517, DANRE04519, DANRE00634, DANRE00633, DANRE00635	STRPU_09603
OG0002923	DANRE12811, DANRE14686, DANRE14684, DANRE14685, DANRE37058	STRPU_25958, STRPU_00219
OG0002924	DANRE38511, DANRE12737, DANRE19086, DANRE19087	STRPU_23427, STRPU_01010
OG0002925	DANRE10222, DANRE10223, DANRE36912, DANRE15101	STRPU_25066
OG0002926	DANRE34322, DANRE34323, DANRE21574, DANRE21575	STRPU_26962
OG0002927	DANRE09831, DANRE09830	STRPU_24156
OG0002944	DANRE18767, DANRE18766, DANRE22390, DANRE24085	STRPU_24181
OG0002945	DANRE35994, DANRE35995, DANRE35993	STRPU_09100, STRPU_02071
OG0002947	DANRE10152, DANRE10153, DANRE10154	STRPU_01950, STRPU_22791, STRPU_22790, STRPU_01949
OG0002948	DANRE34886	STRPU_10465, STRPU_10463, STRPU_10464, STRPU_10466, STRPU_10462
OG0002949	DANRE09990, DANRE09991	STRPU_09008
OG0002950	DANRE30001	STRPU_01410, STRPU_08755
OG0002952	DANRE06807, DANRE06808, DANRE20237	STRPU_05886
OG0002953	DANRE01659, DANRE01655, DANRE01657, DANRE01656, DANRE01658	STRPU_01982, STRPU_22822
OG0002954	DANRE38940, DANRE25783	STRPU_12371
OG0002955	DANRE05511	STRPU_21881
OG0002956	DANRE21694, DANRE21695, DANRE28355, DANRE28354, DANRE33265, DANRE33266	STRPU_26736
OG0002957	DANRE42141, DANRE42142, DANRE42144, DANRE42143	STRPU_06043
OG0002959	DANRE11651, DANRE18133, DANRE18132, DANRE18135, DANRE18134, DANRE11880	STRPU_21480
OG0002960	DANRE14553	STRPU_19700, STRPU_19616
OG0002961	DANRE24668, DANRE24669	STRPU_24844
OG0002962	DANRE03655, DANRE03654, DANRE03656, DANRE30303, DANRE30302	STRPU_08505
OG0002964	DANRE29981	STRPU_08258
OG0002965	DANRE04582	STRPU_04332, STRPU_04305
OG0002966	DANRE36185	STRPU_20155
OG0002967	DANRE08054, DANRE08053, DANRE08052, DANRE34156	STRPU_03989, STRPU_03996
OG0002968	DANRE36282	STRPU_19889, STRPU_19862
OG0002968	DANRE13696	STRPU_17604
OG0002969	DANRE03329, DANRE03330	STRPU_13535
OG0002971	DANRE10191, DANRE10190, DANRE36910, DANRE10064, DANRE10229	STRPU_07433
OG0002973	DANRE02875, DANRE43269	STRPU_23244
OG0002974	DANRE10580, DANRE10579, DANRE10581, DANRE38604	STRPU_26267, STRPU_26293
OG0002976	DANRE34839, DANRE34841, DANRE34840	STRPU_27347
OG0002977	DANRE08323, DANRE08322	STRPU_15051
OG0002978	DANRE35229, DANRE35228, DANRE07269, DANRE18661, DANRE12048	STRPU_21839
OG0002979	DANRE30626, DANRE30628, DANRE30627, DANRE11344	STRPU_17977, STRPU_17973
OG0002981	DANRE27435, DANRE27434, DANRE27436	STRPU_26025
OG0002982	DANRE43008, DANRE43009	STRPU_17079
OG0002983	DANRE04558, DANRE35676, DANRE36478	STRPU_17106, STRPU_17121
OG0002984	DANRE09046	STRPU_09124, STRPU_02096
OG0002985	DANRE28806, DANRE21915	STRPU_04999
OG0002986	DANRE40518, DANRE40519, DANRE36833, DANRE12782, DANRE12783	STRPU_22413
OG0002987	DANRE23368, DANRE06719	STRPU_10336
OG0002988	DANRE35776, DANRE41716	STRPU_13938
