Orthogroup	DANRE	SCHMD
OG0002818	DANRE22761, DANRE12422, DANRE12423	SCHMD19157, SCHMD14350, SCHMD19156, SCHMD27943
OG0002821	DANRE01907, DANRE27067	SCHMD04704
OG0002822	DANRE30016, DANRE15451, DANRE30378, DANRE04075	SCHMD08888, SCHMD21214, SCHMD14939
OG0002824	DANRE04182, DANRE27941, DANRE27940, DANRE42149	SCHMD22484, SCHMD22922
OG0002825	DANRE30695, DANRE30696, DANRE30694, DANRE30697	SCHMD04002
OG0002826	DANRE10738, DANRE10739, DANRE18655	SCHMD04456
OG0002827	DANRE17408, DANRE17409	SCHMD08735
OG0002830	DANRE17943, DANRE17942, DANRE11719, DANRE10775, DANRE35075, DANRE37933	SCHMD21823, SCHMD23359
OG0002831	DANRE12480, DANRE12481, DANRE12482, DANRE12483	SCHMD14362, SCHMD15514
OG0002833	DANRE30142, DANRE30143, DANRE24727	SCHMD16770
OG0002836	DANRE08766, DANRE40454	SCHMD15161, SCHMD12971, SCHMD15160
OG0002837	DANRE24271, DANRE38996, DANRE17835	SCHMD08534
OG0002838	DANRE05247, DANRE05246, DANRE05248, DANRE15690	SCHMD00590
OG0002839	DANRE09419	SCHMD02377
OG0002840	DANRE38625, DANRE38624, DANRE18870, DANRE18869	SCHMD06520, SCHMD05010, SCHMD06519, SCHMD06521
OG0002841	DANRE31234, DANRE31233, DANRE31235	SCHMD26941, SCHMD29004
OG0002842	DANRE33249, DANRE17900	SCHMD00997, SCHMD05266
OG0002843	DANRE33666	SCHMD17688, SCHMD03006, SCHMD24577
OG0002844	DANRE20599, DANRE22617	SCHMD03897
OG0002845	DANRE39162	SCHMD02505
OG0002848	DANRE23949, DANRE23950	SCHMD05152
OG0002850	DANRE13273, DANRE13274, DANRE27626	SCHMD05521
OG0002851	DANRE00837, DANRE00836, DANRE08822, DANRE08823, DANRE11966	SCHMD04076
OG0002858	DANRE14299, DANRE14298, DANRE38866	SCHMD18586, SCHMD18130, SCHMD16715
OG0002861	DANRE38967	SCHMD05292
OG0002863	DANRE33421	SCHMD14028
OG0002868	DANRE40637, DANRE40638	SCHMD21971, SCHMD27152, SCHMD21447
OG0002869	DANRE24450, DANRE27669, DANRE27668, DANRE27667, DANRE02445, DANRE02444, DANRE40032	SCHMD20711, SCHMD17627, SCHMD26969, SCHMD17626
OG0002870	DANRE11980, DANRE11979	SCHMD16201, SCHMD23491
OG0002872	DANRE14979	SCHMD23217, SCHMD09189, SCHMD11269, SCHMD06673
OG0002876	DANRE37111, DANRE37110, DANRE05881, DANRE05880	SCHMD10099
OG0002881	DANRE22987, DANRE20604, DANRE20603, DANRE20602	SCHMD10893, SCHMD01364
OG0002882	DANRE02825	SCHMD19989, SCHMD13837
OG0002884	DANRE36631	SCHMD24672, SCHMD23044, SCHMD20320, SCHMD02342
OG0002885	DANRE35121, DANRE33273, DANRE33276, DANRE33275, DANRE33274	SCHMD09734, SCHMD10047
OG0002888	DANRE30140, DANRE29332, DANRE36172, DANRE36173	SCHMD09489
OG0002889	DANRE39741, DANRE39742, DANRE02420, DANRE30957, DANRE30958, DANRE30959	SCHMD01004
OG0002891	DANRE30130, DANRE16952	SCHMD13844
OG0002892	DANRE30274, DANRE40138, DANRE40139, DANRE35192, DANRE35190, DANRE35191, DANRE19158, DANRE19157, DANRE19160, DANRE19159	SCHMD14032
OG0002894	DANRE11217, DANRE11216, DANRE04763, DANRE04762, DANRE04764, DANRE04765	SCHMD25475
OG0002895	DANRE30939, DANRE40535, DANRE02366	SCHMD19751, SCHMD11439, SCHMD07104
OG0002896	DANRE35909, DANRE41536, DANRE27083, DANRE23837, DANRE41537	SCHMD17000
OG0002897	DANRE35476, DANRE35474, DANRE35475	SCHMD13842
OG0002899	DANRE09288, DANRE09287, DANRE36325	SCHMD08092
OG0002900	DANRE12889, DANRE14486, DANRE14487	SCHMD25381
OG0002901	DANRE18173, DANRE18172	SCHMD19466
OG0002904	DANRE42980, DANRE42981	SCHMD11509
OG0002906	DANRE26198, DANRE12286, DANRE12287, DANRE26197, DANRE26195, DANRE26196	SCHMD03479, SCHMD03480, SCHMD20887
OG0002907	DANRE00225, DANRE00223, DANRE00224, DANRE12875, DANRE12874, DANRE12876	SCHMD11864, SCHMD21839
OG0002908	DANRE23356, DANRE23357	SCHMD03347
OG0002909	DANRE40488, DANRE40486, DANRE40487, DANRE30879, DANRE30880	SCHMD13692
OG0002911	DANRE05242, DANRE05241, DANRE00632, DANRE00631	SCHMD08308
OG0002912	DANRE38633, DANRE38632	SCHMD11036
OG0002913	DANRE23914, DANRE26672, DANRE06874, DANRE26185, DANRE26184	SCHMD23061, SCHMD14491, SCHMD19591, SCHMD08742, SCHMD23053, SCHMD21405
OG0002915	DANRE12827, DANRE12826, DANRE27309	SCHMD09665
OG0002916	DANRE02144, DANRE02145, DANRE00486, DANRE00485	SCHMD27668, SCHMD21453, SCHMD23088
OG0002921	DANRE29158	SCHMD09397
OG0002926	DANRE34322, DANRE34323, DANRE21574, DANRE21575	SCHMD25907, SCHMD13775, SCHMD16726
OG0002927	DANRE09831, DANRE09830	SCHMD02868
OG0002944	DANRE18767, DANRE18766, DANRE22390, DANRE24085	SCHMD08008
OG0002948	DANRE34886	SCHMD06278, SCHMD06277
OG0002949	DANRE09990, DANRE09991	SCHMD00986
OG0002952	DANRE06807, DANRE06808, DANRE20237	SCHMD08869, SCHMD12351, SCHMD06582, SCHMD04820
OG0002953	DANRE01655	SCHMD15127
OG0002955	DANRE05511	SCHMD15457, SCHMD12505
OG0002956	DANRE21694, DANRE21695, DANRE28355, DANRE28354, DANRE33265, DANRE33266	SCHMD03331
OG0002957	DANRE42141, DANRE42142, DANRE42144, DANRE42143	SCHMD14494, SCHMD11703
OG0002959	DANRE11880	SCHMD27535, SCHMD20426, SCHMD03814
OG0002960	DANRE14553	SCHMD03221
OG0002961	DANRE24668, DANRE24669	SCHMD25347, SCHMD24832
OG0002962	DANRE03998, DANRE03655, DANRE03654, DANRE03656, DANRE30303, DANRE30302	SCHMD02732
OG0002964	DANRE29981	SCHMD23539
OG0002964	DANRE30447	SCHMD20676
OG0002965	DANRE04577, DANRE04579, DANRE04581, DANRE04580, DANRE04576, DANRE04578	SCHMD08707
OG0002966	DANRE36185	SCHMD19835
OG0002967	DANRE08054, DANRE08053, DANRE08052, DANRE34156	SCHMD14788, SCHMD14938, SCHMD14789, SCHMD28616, SCHMD12307
OG0002968	DANRE36282, DANRE13696	SCHMD17924
OG0002969	DANRE03329, DANRE03330	SCHMD08827
OG0002973	DANRE02875, DANRE43269, DANRE31423, DANRE31422	SCHMD02061, SCHMD03023
OG0002974	DANRE10580, DANRE10579, DANRE10581, DANRE38604	SCHMD05224
OG0002976	DANRE34839, DANRE34841, DANRE34840	SCHMD04973
OG0002977	DANRE08323, DANRE08322	SCHMD12811, SCHMD19619, SCHMD18110, SCHMD19618
OG0002978	DANRE35229, DANRE35228, DANRE07269, DANRE18661, DANRE12048	SCHMD21481, SCHMD17387
OG0002979	DANRE02536	SCHMD00206
OG0002979	DANRE30626, DANRE30628, DANRE30627, DANRE11344	SCHMD00263
OG0002982	DANRE43008, DANRE43009	SCHMD01104
OG0002983	DANRE35676, DANRE36478	SCHMD18805
OG0002985	DANRE28806, DANRE21915	SCHMD03398, SCHMD14369
OG0002987	DANRE23368, DANRE06719	SCHMD01543
OG0002987	DANRE06509	SCHMD13405
OG0002989	DANRE22802, DANRE22801, DANRE22258	SCHMD09813, SCHMD01483
OG0002990	DANRE20457, DANRE20456	SCHMD10989, SCHMD24688, SCHMD10990
OG0002991	DANRE04634, DANRE04633, DANRE04635	SCHMD22608, SCHMD20729
OG0002992	DANRE38774, DANRE38775, DANRE38773, DANRE23142	SCHMD05236
OG0002994	DANRE09752, DANRE14545	SCHMD00361
OG0002998	DANRE25591, DANRE40334	SCHMD04878
OG0003000	DANRE12152	SCHMD15140, SCHMD26659, SCHMD20533, SCHMD07446
OG0003001	DANRE35538	SCHMD16355, SCHMD17156
OG0003004	DANRE11793, DANRE11792, DANRE19678, DANRE13171	SCHMD18300, SCHMD21092
OG0003005	DANRE05976, DANRE05975	SCHMD05203
OG0003006	DANRE30148, DANRE24720, DANRE30149, DANRE24721, DANRE30147	SCHMD08276, SCHMD27162
OG0003007	DANRE39995, DANRE15988, DANRE35426	SCHMD03434
OG0003008	DANRE34300, DANRE34301, DANRE26502, DANRE26501, DANRE36457, DANRE36456, DANRE36455	SCHMD18648, SCHMD23992
OG0003010	DANRE03320	SCHMD10225
OG0003011	DANRE35624, DANRE35625, DANRE28716, DANRE15480, DANRE15481, DANRE15482	SCHMD06741
OG0003012	DANRE02194, DANRE41182, DANRE01474, DANRE01475	SCHMD08169, SCHMD01210
OG0003012	DANRE02419, DANRE02418, DANRE02417	SCHMD05862
OG0003013	DANRE42634, DANRE09494, DANRE09495	SCHMD06284
OG0003014	DANRE18904, DANRE18903, DANRE11632, DANRE11631	SCHMD10015, SCHMD02414
OG0003016	DANRE15754, DANRE07659, DANRE07660	SCHMD10022
OG0003017	DANRE14386	SCHMD26381, SCHMD19256, SCHMD28116, SCHMD11213
OG0003019	DANRE17944	SCHMD22688
OG0003022	DANRE06629, DANRE06630	SCHMD11673
OG0003023	DANRE07888, DANRE00144, DANRE39454	SCHMD00132
OG0003024	DANRE10956, DANRE10955, DANRE10957, DANRE10954, DANRE18319	SCHMD16962, SCHMD09220
OG0003025	DANRE40022, DANRE28911, DANRE28912, DANRE28914, DANRE28913, DANRE27235, DANRE27234, DANRE27233	SCHMD12824
OG0003026	DANRE02962, DANRE02961, DANRE02966, DANRE02965, DANRE02964, DANRE02963	SCHMD02853, SCHMD01047
OG0003027	DANRE39832, DANRE25253, DANRE25255, DANRE25254	SCHMD26555, SCHMD23346
OG0003028	DANRE14928, DANRE14929, DANRE14927	SCHMD00803
OG0003029	DANRE14128, DANRE12524	SCHMD17380
OG0003030	DANRE17646, DANRE17647, DANRE17166, DANRE30218	SCHMD14026, SCHMD14334
OG0003031	DANRE29907, DANRE29909, DANRE29910, DANRE24162, DANRE24161, DANRE24164	SCHMD01560
OG0003033	DANRE15199	SCHMD17975
OG0003034	DANRE16812, DANRE16811, DANRE16814, DANRE16815, DANRE16813, DANRE19735, DANRE19736, DANRE19739, DANRE19738, DANRE19737	SCHMD06420
OG0003036	DANRE28031, DANRE21834	SCHMD00743, SCHMD00746, SCHMD00745
OG0003038	DANRE08049, DANRE08047, DANRE00008, DANRE10299, DANRE10300	SCHMD04323, SCHMD17801, SCHMD23638
OG0003039	DANRE00129	SCHMD24951
OG0003041	DANRE10566	SCHMD13550, SCHMD13552, SCHMD05248
OG0003043	DANRE17899	SCHMD01921
OG0003044	DANRE35015	SCHMD18036
OG0003046	DANRE25428, DANRE28175	SCHMD02191, SCHMD02192
OG0003048	DANRE25331, DANRE25330, DANRE25329, DANRE28173, DANRE28172, DANRE28174	SCHMD04259
OG0003049	DANRE39565, DANRE36440, DANRE26464, DANRE26462, DANRE26463	SCHMD02944
OG0003050	DANRE16020, DANRE16022, DANRE43079, DANRE16021	SCHMD05940
OG0003052	DANRE16627, DANRE16629, DANRE16628	SCHMD10563
OG0003054	DANRE15239, DANRE15238, DANRE15240, DANRE42471, DANRE15241	SCHMD07639
OG0003055	DANRE28317, DANRE20958, DANRE20959, DANRE20960, DANRE40002	SCHMD02492, SCHMD02453
OG0003056	DANRE12162, DANRE12163, DANRE12164	SCHMD23280
OG0003060	DANRE30122, DANRE26566, DANRE20937	SCHMD03911
OG0003061	DANRE05258, DANRE05257, DANRE35570, DANRE11148, DANRE11147, DANRE11149, DANRE17428	SCHMD13185, SCHMD19875
OG0003063	DANRE30956, DANRE30955, DANRE30954, DANRE25886, DANRE25887	SCHMD09452
OG0003065	DANRE09785, DANRE09786, DANRE09784, DANRE14089, DANRE14090	SCHMD16054, SCHMD23447, SCHMD19297
OG0003066	DANRE25448, DANRE31281	SCHMD16401
OG0003067	DANRE05228, DANRE05227, DANRE05229, DANRE16643, DANRE16644, DANRE41232, DANRE41233	SCHMD13476
OG0003072	DANRE21203, DANRE21204, DANRE30787, DANRE30788	SCHMD06901
OG0003073	DANRE00917, DANRE36055, DANRE36054, DANRE36053	SCHMD17057, SCHMD08456, SCHMD10911
OG0003074	DANRE14154, DANRE40534, DANRE14153, DANRE14152, DANRE09218, DANRE09217, DANRE09216	SCHMD05044
OG0003077	DANRE30068, DANRE30069, DANRE30345, DANRE30346	SCHMD16605, SCHMD02690
OG0003079	DANRE21757, DANRE19386, DANRE28143, DANRE21756	SCHMD21039, SCHMD16217
OG0003086	DANRE04961, DANRE04960	SCHMD08828
OG0003101	DANRE11473, DANRE24368, DANRE40300	SCHMD08248
OG0003104	DANRE36453	SCHMD28727
OG0003106	DANRE12715	SCHMD02719, SCHMD29463
OG0003107	DANRE12324, DANRE39342	SCHMD24066, SCHMD27003
OG0003110	DANRE42419, DANRE42418, DANRE42417	SCHMD04241
OG0003111	DANRE24570, DANRE35647, DANRE35648, DANRE35646	SCHMD13595
OG0003112	DANRE04574, DANRE04573, DANRE04575	SCHMD20838
OG0003113	DANRE18781, DANRE18782, DANRE11714	SCHMD11799
OG0003114	DANRE39250	SCHMD14023
OG0003116	DANRE02637, DANRE02636, DANRE07107	SCHMD08507
OG0003116	DANRE07106	SCHMD19155
OG0003119	DANRE33891, DANRE24253	SCHMD29008, SCHMD21161
OG0003121	DANRE12731, DANRE28362, DANRE21700	SCHMD12838, SCHMD29810, SCHMD26257
OG0003122	DANRE11723, DANRE11724	SCHMD20810, SCHMD20273
OG0003123	DANRE09106, DANRE14297, DANRE12710	SCHMD12638
OG0003124	DANRE19479, DANRE19478	SCHMD00285, SCHMD25581
OG0003125	DANRE27728, DANRE27726, DANRE27727	SCHMD07267
OG0003127	DANRE15881, DANRE05414	SCHMD22360
OG0003127	DANRE05629	SCHMD11421
OG0003128	DANRE16305	SCHMD19584
OG0003130	DANRE08300, DANRE08301, DANRE08299	SCHMD04681
OG0003133	DANRE12809, DANRE12810, DANRE12808	SCHMD01412
OG0003135	DANRE08191	SCHMD19428, SCHMD16137
OG0003136	DANRE35065, DANRE12101, DANRE11278	SCHMD12621, SCHMD24106, SCHMD11040
OG0003137	DANRE26190	SCHMD07874
OG0003141	DANRE20615, DANRE14046, DANRE14045, DANRE20616	SCHMD00202
OG0003144	DANRE11627, DANRE11628, DANRE00783, DANRE00782, DANRE00786, DANRE00785	SCHMD02154
OG0003147	DANRE06463, DANRE06464	SCHMD17526
OG0003148	DANRE00993	SCHMD04778
OG0003150	DANRE06878, DANRE06879, DANRE42088	SCHMD20966
OG0003151	DANRE24023, DANRE36876, DANRE40976, DANRE40977	SCHMD12480, SCHMD14456
OG0003152	DANRE30433, DANRE30432, DANRE03048, DANRE03049, DANRE28960	SCHMD15231, SCHMD19429
OG0003153	DANRE36866, DANRE36864	SCHMD06720, SCHMD06721
OG0003155	DANRE30426, DANRE30425	SCHMD26491
OG0003157	DANRE19807	SCHMD06691
OG0003160	DANRE05430, DANRE03119, DANRE03120, DANRE03118, DANRE03117	SCHMD15101, SCHMD28838
OG0003161	DANRE18063, DANRE18059, DANRE18061, DANRE18060, DANRE18062	SCHMD03472
OG0003162	DANRE17764, DANRE05683, DANRE08820	SCHMD16228, SCHMD15451
OG0003164	DANRE06390, DANRE06387, DANRE06389, DANRE06388, DANRE15695, DANRE15696, DANRE15697	SCHMD01405
OG0003165	DANRE11655, DANRE11657, DANRE11654, DANRE11656, DANRE05525	SCHMD04066
OG0003167	DANRE03155, DANRE29368, DANRE29367, DANRE07936, DANRE07935	SCHMD26384, SCHMD25102, SCHMD24478
OG0003169	DANRE42633, DANRE42632	SCHMD10405
OG0003171	DANRE26972, DANRE26973, DANRE18285, DANRE18286, DANRE18287	SCHMD06378
OG0003172	DANRE42756	SCHMD01375
OG0003173	DANRE16308	SCHMD04311
OG0003178	DANRE08964, DANRE11055	SCHMD14461
OG0003181	DANRE29811, DANRE29810, DANRE36146, DANRE36147, DANRE36145, DANRE36148	SCHMD00970
OG0003182	DANRE28251	SCHMD08602, SCHMD03772, SCHMD22999, SCHMD23416, SCHMD11264, SCHMD11750, SCHMD08125, SCHMD08630, SCHMD06958, SCHMD25088, SCHMD11667, SCHMD22398, SCHMD13744, SCHMD17184, SCHMD20907, SCHMD09229, SCHMD05148, SCHMD08328
OG0003185	DANRE31277	SCHMD16980
OG0003188	DANRE00343	SCHMD17519
OG0003188	DANRE25991, DANRE38344, DANRE34574	SCHMD17520
OG0003189	DANRE00005, DANRE00004	SCHMD02678
OG0003191	DANRE35621, DANRE35620, DANRE23032, DANRE23033	SCHMD03926
OG0003193	DANRE16196, DANRE16197, DANRE41842, DANRE16198	SCHMD27367, SCHMD15523, SCHMD13194, SCHMD25201, SCHMD19211, SCHMD18809, SCHMD20319, SCHMD24668, SCHMD22371, SCHMD15525, SCHMD19212, SCHMD10560, SCHMD05391
OG0003195	DANRE30347, DANRE30348, DANRE30351, DANRE30349, DANRE30350	SCHMD01797
OG0003196	DANRE10235	SCHMD11447
OG0003197	DANRE08921	SCHMD13909, SCHMD13772, SCHMD06455, SCHMD07273, SCHMD01656
OG0003202	DANRE25272, DANRE00416, DANRE00417	SCHMD03218, SCHMD21658
OG0003203	DANRE14965, DANRE13754	SCHMD02943, SCHMD25430
OG0003206	DANRE28861	SCHMD29612
OG0003207	DANRE36071, DANRE30681	SCHMD06863, SCHMD04604
OG0003208	DANRE40085, DANRE35924, DANRE35923, DANRE35925	SCHMD02480
OG0003210	DANRE19116, DANRE19117, DANRE40210, DANRE26478	SCHMD23858, SCHMD23874
OG0003212	DANRE39811, DANRE39812, DANRE31617, DANRE31616	SCHMD20324, SCHMD18634
OG0003213	DANRE26968, DANRE26967	SCHMD10626, SCHMD25655
OG0003214	DANRE41512	SCHMD18471
OG0003215	DANRE02939, DANRE02937, DANRE02938, DANRE11053, DANRE11054, DANRE11051, DANRE11052	SCHMD06939
OG0003217	DANRE01890, DANRE19010	SCHMD03371, SCHMD00338
OG0003218	DANRE20503, DANRE20504	SCHMD20285
OG0003220	DANRE14233, DANRE10112	SCHMD14282
OG0003221	DANRE15085, DANRE15029, DANRE15030	SCHMD16909, SCHMD22653
OG0003222	DANRE39352, DANRE12322, DANRE24319	SCHMD08631
OG0003223	DANRE22864, DANRE22860, DANRE22861, DANRE22862, DANRE22863	SCHMD08068
OG0003226	DANRE38654	SCHMD02518, SCHMD13794
OG0003228	DANRE17723, DANRE17725, DANRE17724, DANRE17726	SCHMD02531, SCHMD23750, SCHMD23575, SCHMD22217, SCHMD16739, SCHMD23751, SCHMD14425, SCHMD12877
OG0003229	DANRE00332	SCHMD00545
OG0003230	DANRE04385	SCHMD09623
OG0003231	DANRE02077, DANRE02078, DANRE02079, DANRE02076	SCHMD04328
OG0003235	DANRE22428, DANRE22427, DANRE22430, DANRE22429	SCHMD15802
OG0003238	DANRE12306, DANRE12307	SCHMD09383
OG0003250	DANRE17729, DANRE22519, DANRE22517, DANRE22518	SCHMD02359
OG0003251	DANRE14601, DANRE38610	SCHMD10064, SCHMD14392
OG0003253	DANRE19413, DANRE19414, DANRE33956, DANRE33957, DANRE12186, DANRE12185, DANRE19415	SCHMD08495
OG0003254	DANRE06282, DANRE19948, DANRE19947	SCHMD01611
OG0003255	DANRE14794	SCHMD16797
OG0003257	DANRE17792, DANRE05536, DANRE05537	SCHMD14887, SCHMD01601
OG0003258	DANRE22153, DANRE22152	SCHMD22229, SCHMD24400
OG0003260	DANRE40161, DANRE40160, DANRE00185, DANRE00186, DANRE00187, DANRE00183, DANRE00184	SCHMD03972
OG0003262	DANRE39652, DANRE39651, DANRE33302, DANRE33303, DANRE33301, DANRE39650, DANRE39654, DANRE42985	SCHMD19208
OG0003264	DANRE23955, DANRE04459, DANRE24677	SCHMD03771
OG0003265	DANRE02228, DANRE02229, DANRE31541, DANRE31542, DANRE31540	SCHMD14800
OG0003267	DANRE33615, DANRE33614, DANRE03537	SCHMD03991
OG0003268	DANRE14424	SCHMD03636
OG0003269	DANRE03374, DANRE30416, DANRE30418, DANRE30419, DANRE30420, DANRE30417	SCHMD04531
OG0003273	DANRE14068, DANRE14069, DANRE19959	SCHMD06523
OG0003275	DANRE03448, DANRE37102, DANRE37101	SCHMD22480, SCHMD22407, SCHMD17500, SCHMD22272, SCHMD10645
OG0003277	DANRE40517, DANRE40516, DANRE36836	SCHMD27731, SCHMD11904
OG0003279	DANRE06635, DANRE06634, DANRE06174	SCHMD08045
OG0003283	DANRE30682, DANRE30683	SCHMD08679, SCHMD01964, SCHMD10638, SCHMD08201, SCHMD13879, SCHMD28434, SCHMD07678
OG0003284	DANRE42349, DANRE42348, DANRE42346, DANRE42345, DANRE42347, DANRE42350	SCHMD07514, SCHMD15662
OG0003286	DANRE30520	SCHMD09721
OG0003287	DANRE22777, DANRE18646	SCHMD14605
OG0003288	DANRE06393, DANRE06392, DANRE06391	SCHMD09311, SCHMD11762
OG0003289	DANRE24116, DANRE27232, DANRE12400, DANRE12399, DANRE12398	SCHMD16616
OG0003290	DANRE27116, DANRE37909	SCHMD28476, SCHMD05994
OG0003291	DANRE20382	SCHMD09949
OG0003293	DANRE01752, DANRE01751	SCHMD24435, SCHMD24434, SCHMD22648, SCHMD26440, SCHMD13109
OG0003296	DANRE00126, DANRE33544, DANRE33545, DANRE33543	SCHMD02838
OG0003297	DANRE30439, DANRE30438	SCHMD06099, SCHMD26465, SCHMD19616, SCHMD08245, SCHMD04036, SCHMD16127
OG0003299	DANRE36340	SCHMD22475, SCHMD25189, SCHMD29114, SCHMD14410, SCHMD02046
OG0003301	DANRE05125	SCHMD13976, SCHMD15564
OG0003302	DANRE06221	SCHMD01831
OG0003303	DANRE04326, DANRE04325, DANRE04327, DANRE28350	SCHMD01441
OG0003305	DANRE19351, DANRE19350, DANRE19352, DANRE19348, DANRE19349, DANRE34110, DANRE34111	SCHMD12414
OG0003306	DANRE43404, DANRE43405	SCHMD03757
OG0003308	DANRE00149, DANRE27110, DANRE02117, DANRE02119, DANRE02118	SCHMD10946, SCHMD27654, SCHMD18850, SCHMD28701, SCHMD24950
OG0003309	DANRE23795, DANRE26902, DANRE23796, DANRE42524	SCHMD01407
OG0003311	DANRE33784, DANRE24297, DANRE24298, DANRE43051, DANRE43050, DANRE43048, DANRE43049	SCHMD07066, SCHMD10347
OG0003316	DANRE26440, DANRE26441	SCHMD17600, SCHMD20161, SCHMD00524, SCHMD00522
OG0003318	DANRE25493, DANRE22611, DANRE23177	SCHMD12981
OG0003318	DANRE22612	SCHMD18691
OG0003324	DANRE25742, DANRE25743, DANRE25741	SCHMD28530, SCHMD21013, SCHMD21632
OG0003325	DANRE05384	SCHMD09735
OG0003328	DANRE27765	SCHMD28972
OG0003329	DANRE34804, DANRE34803, DANRE34805, DANRE34806, DANRE19075, DANRE19074	SCHMD18095, SCHMD22699
OG0003330	DANRE25990, DANRE25989, DANRE25988	SCHMD28890, SCHMD16002, SCHMD16001, SCHMD27183
OG0003335	DANRE43040, DANRE43039	SCHMD19779
OG0003338	DANRE23591, DANRE35324	SCHMD07031
OG0003340	DANRE04514, DANRE15040, DANRE15039	SCHMD08266
OG0003341	DANRE16894, DANRE16891, DANRE16893, DANRE16892	SCHMD00617
OG0003343	DANRE07919	SCHMD22696
OG0003344	DANRE18124, DANRE18125	SCHMD12946, SCHMD01887
OG0003345	DANRE11339, DANRE11338	SCHMD29662
OG0003347	DANRE41449, DANRE35758	SCHMD05565, SCHMD05566
OG0003349	DANRE15993, DANRE05369, DANRE04342	SCHMD04642, SCHMD00847
OG0003354	DANRE29835, DANRE29834	SCHMD00933
OG0003356	DANRE15474, DANRE30339, DANRE30340, DANRE30341	SCHMD07762
OG0003357	DANRE07394	SCHMD05234
OG0003358	DANRE02479, DANRE02478, DANRE02477, DANRE02476	SCHMD00069
OG0003359	DANRE18616, DANRE18617	SCHMD28721, SCHMD10516, SCHMD28861
OG0003360	DANRE05510, DANRE05508, DANRE05507, DANRE05509	SCHMD04932
OG0003361	DANRE05842, DANRE05843, DANRE05841, DANRE08075	SCHMD21246, SCHMD23595, SCHMD19820
OG0003366	DANRE04648, DANRE04649	SCHMD14890
OG0003369	DANRE34343	SCHMD01240
OG0003370	DANRE10592, DANRE15077, DANRE15078, DANRE15079	SCHMD17768, SCHMD19553, SCHMD19950, SCHMD26676
OG0003372	DANRE23620, DANRE04361	SCHMD20234
OG0003373	DANRE30795, DANRE25514	SCHMD21509, SCHMD21699
OG0003374	DANRE10573, DANRE14737, DANRE12074, DANRE12073	SCHMD04840
OG0003375	DANRE39521, DANRE39522	SCHMD08102
OG0003378	DANRE29519, DANRE29520, DANRE12800	SCHMD07045
OG0003380	DANRE00132, DANRE39588, DANRE00756	SCHMD05800
OG0003381	DANRE39290, DANRE39291, DANRE39289	SCHMD19752
OG0003382	DANRE26481, DANRE09915	SCHMD05894
OG0003384	DANRE16877, DANRE16878, DANRE05733, DANRE00623	SCHMD08925
OG0003385	DANRE23352	SCHMD09120
OG0003386	DANRE36331, DANRE26427, DANRE36330	SCHMD08232
OG0003388	DANRE03541, DANRE03539, DANRE03540, DANRE11313	SCHMD09453, SCHMD01066, SCHMD01067
OG0003391	DANRE05822, DANRE05819, DANRE05820	SCHMD15661, SCHMD24921, SCHMD27033
OG0003392	DANRE36118, DANRE36119, DANRE15512	SCHMD20046
OG0003410	DANRE01992, DANRE01990, DANRE01983, DANRE01991, DANRE01982, DANRE01979, DANRE02053, DANRE43380, DANRE01985, DANRE01977, DANRE02065, DANRE02046, DANRE02049, DANRE02057, DANRE02034, DANRE02035, DANRE02036, DANRE02051, DANRE02056, DANRE02055, DANRE02038, DANRE02062, DANRE02063, DANRE01980, DANRE02060, DANRE02032, DANRE02033, DANRE02030, DANRE02064, DANRE02037, DANRE02044, DANRE02059, DANRE01988, DANRE02054, DANRE02047, DANRE02040, DANRE29839	SCHMD03286
OG0003411	DANRE42195, DANRE42199, DANRE40693, DANRE40686, DANRE40687, DANRE40689, DANRE40691, DANRE40699, DANRE40694, DANRE40696, DANRE16063, DANRE42196, DANRE42194, DANRE42201, DANRE42197, DANRE40714, DANRE40717, DANRE40715, DANRE40711, DANRE40698, DANRE40704, DANRE40708, DANRE40709, DANRE12965, DANRE40713, DANRE40707, DANRE40700, DANRE40703, DANRE40701, DANRE40688, DANRE40690, DANRE40710, DANRE40712, DANRE40716, DANRE43338, DANRE40692, DANRE40702, DANRE40697, DANRE40695	SCHMD09736
OG0003419	DANRE37837, DANRE37839, DANRE37838	SCHMD02792
OG0003421	DANRE07102, DANRE07103	SCHMD25644, SCHMD14414
OG0003422	DANRE31337, DANRE31335, DANRE31336	SCHMD12042, SCHMD24053, SCHMD12041, SCHMD24054
OG0003425	DANRE00220, DANRE00221	SCHMD01460, SCHMD01462, SCHMD23127, SCHMD15363, SCHMD21761, SCHMD19976
OG0003426	DANRE06294	SCHMD11714
OG0003430	DANRE14092, DANRE09762, DANRE09764, DANRE09763	SCHMD03690
OG0003431	DANRE37082, DANRE37083, DANRE39962	SCHMD16123, SCHMD22497, SCHMD25670, SCHMD27682, SCHMD20542, SCHMD20522
OG0003434	DANRE24886, DANRE24887	SCHMD05639, SCHMD06055
OG0003435	DANRE17574, DANRE17573, DANRE12047	SCHMD22101, SCHMD18693
OG0003439	DANRE35606, DANRE35605, DANRE35604, DANRE35607, DANRE36234, DANRE36232, DANRE36233, DANRE36235	SCHMD00949
OG0003443	DANRE03345, DANRE05497	SCHMD25759, SCHMD22118, SCHMD05361
OG0003444	DANRE12955, DANRE25459, DANRE25458	SCHMD23653, SCHMD04739, SCHMD04740, SCHMD08337
OG0003445	DANRE19529, DANRE19528	SCHMD02071
OG0003449	DANRE38813	SCHMD06404
