Orthogroup	DANRE	ASTMX
OG0002358	DANRE12934, DANRE12933	ASTMX22042
OG0002358	DANRE02324	ASTMX13487
OG0002359	DANRE11586, DANRE11587, DANRE11585	ASTMX09668
OG0002360	DANRE14891, DANRE14892, DANRE14890	ASTMX12013
OG0002361	DANRE11141	ASTMX04855
OG0002362	DANRE33948	ASTMX19719
OG0002362	DANRE37578, DANRE37580, DANRE33949	ASTMX02033
OG0002362	DANRE37579	ASTMX11025
OG0002362	DANRE40121, DANRE28144	ASTMX22283
OG0002363	DANRE15421, DANRE15420, DANRE15422	ASTMX18218
OG0002363	DANRE29848, DANRE29849	ASTMX21167
OG0002363	DANRE43078	ASTMX18786
OG0002363	DANRE03692, DANRE03693	ASTMX19618
OG0002366	DANRE23406	ASTMX17624
OG0002366	DANRE24099	ASTMX12737
OG0002366	DANRE27226	ASTMX08031
OG0002366	DANRE39161	ASTMX01714
OG0002366	DANRE25332	ASTMX18594
OG0002367	DANRE21483	ASTMX02846
OG0002367	DANRE34909	ASTMX18373
OG0002368	DANRE11442, DANRE11443, DANRE11444	ASTMX21883
OG0002368	DANRE04658, DANRE04657	ASTMX10606
OG0002369	DANRE10691	ASTMX12274
OG0002370	DANRE09330, DANRE09329	ASTMX10099
OG0002370	DANRE14032, DANRE14030, DANRE14029	ASTMX11503
OG0002371	DANRE04441	ASTMX08458
OG0002371	DANRE11569	ASTMX18459
OG0002372	DANRE28952, DANRE28951	ASTMX20544
OG0002373	DANRE17559	ASTMX08070
OG0002373	DANRE11721	ASTMX07572
OG0002373	DANRE11249	ASTMX14150
OG0002373	DANRE15758, DANRE15757	ASTMX21613
OG0002373	DANRE11720	ASTMX07573
OG0002374	DANRE28397	ASTMX21311, ASTMX18359
OG0002374	DANRE36862	ASTMX00512
OG0002375	DANRE08588, DANRE08589	ASTMX16254
OG0002376	DANRE20015, DANRE20014	ASTMX13052
OG0002376	DANRE38107, DANRE38106, DANRE38108	ASTMX05618
OG0002377	DANRE18217, DANRE18218, DANRE18216	ASTMX16584
OG0002378	DANRE25436, DANRE25437, DANRE25438	ASTMX01073
OG0002378	DANRE37678, DANRE37679, DANRE37683, DANRE37676	ASTMX20058
OG0002379	DANRE22137, DANRE22136	ASTMX16904
OG0002380	DANRE40905, DANRE40903	ASTMX14458
OG0002380	DANRE00644, DANRE00643	ASTMX09970
OG0002380	DANRE05387, DANRE05386	ASTMX06641
OG0002380	DANRE00439, DANRE00438	ASTMX13355
OG0002383	DANRE25117, DANRE25112, DANRE25116, DANRE25113, DANRE24953, DANRE24952, DANRE24951	ASTMX07054, ASTMX02183, ASTMX02182
OG0002384	DANRE24344	ASTMX06160
OG0002385	DANRE29842, DANRE29841	ASTMX21398
OG0002385	DANRE28561, DANRE28560, DANRE28554, DANRE28555	ASTMX19889
OG0002385	DANRE03634	ASTMX07728
OG0002385	DANRE36152, DANRE36153	ASTMX11375
OG0002385	DANRE29812	ASTMX18961
OG0002395	DANRE39980, DANRE39979	ASTMX17062
OG0002395	DANRE39377, DANRE39375, DANRE39378, DANRE39376	ASTMX20445
OG0002396	DANRE37808, DANRE37806	ASTMX10463
OG0002396	DANRE00883, DANRE00884	ASTMX18535
OG0002396	DANRE11328, DANRE11327	ASTMX03266
OG0002398	DANRE16041	ASTMX11892
OG0002398	DANRE07025	ASTMX08836
OG0002398	DANRE39921, DANRE39920, DANRE39919	ASTMX02058
OG0002399	DANRE18376	ASTMX03862
OG0002399	DANRE02239, DANRE02238	ASTMX05513
OG0002399	DANRE24087, DANRE24086	ASTMX12752
OG0002400	DANRE39733, DANRE39734	ASTMX04030
OG0002400	DANRE36047, DANRE36048	ASTMX00974
OG0002400	DANRE31486	ASTMX22321, ASTMX15885
OG0002400	DANRE01746	ASTMX05534
OG0002400	DANRE40363	ASTMX01788
OG0002401	DANRE41812, DANRE41811	ASTMX00549, ASTMX07544
OG0002401	DANRE17853	ASTMX11090
OG0002401	DANRE06370	ASTMX01153
OG0002402	DANRE18877, DANRE18878, DANRE18797, DANRE18796	ASTMX18742, ASTMX18741, ASTMX10229
OG0002403	DANRE26493	ASTMX06486
OG0002404	DANRE01918	ASTMX02367
OG0002404	DANRE16949, DANRE16950, DANRE16948, DANRE30128	ASTMX14159
OG0002405	DANRE15704, DANRE15703	ASTMX15902
OG0002405	DANRE06806	ASTMX11799
OG0002405	DANRE24393	ASTMX07938
OG0002405	DANRE33748	ASTMX09093
OG0002406	DANRE23473, DANRE23475, DANRE23474, DANRE01770	ASTMX20656
OG0002407	DANRE05096, DANRE05097	ASTMX12131
OG0002407	DANRE03785	ASTMX20210
OG0002408	DANRE38556, DANRE38555, DANRE38557	ASTMX00216
OG0002408	DANRE09803, DANRE09804	ASTMX18400
OG0002409	DANRE31062	ASTMX07143
OG0002409	DANRE43320, DANRE43319	ASTMX09222
OG0002410	DANRE22719	ASTMX06429
OG0002410	DANRE40305	ASTMX01757
OG0002411	DANRE38371	ASTMX14297
OG0002411	DANRE13902	ASTMX15378
OG0002412	DANRE25099	ASTMX02195
OG0002413	DANRE30178, DANRE30179	ASTMX20536
OG0002414	DANRE21494	ASTMX02838
OG0002414	DANRE22531, DANRE22530	ASTMX10763
OG0002414	DANRE23247	ASTMX05209
OG0002415	DANRE05251, DANRE05250	ASTMX07615
OG0002416	DANRE10842, DANRE10843, DANRE30621, DANRE30620	ASTMX08126
OG0002418	DANRE00142	ASTMX05969
OG0002418	DANRE22967, DANRE22966	ASTMX05236
OG0002418	DANRE09980	ASTMX10643
OG0002419	DANRE09808, DANRE09809	ASTMX18398
OG0002419	DANRE03573, DANRE03574	ASTMX21195, ASTMX07692
OG0002420	DANRE13319, DANRE13318	ASTMX11294
OG0002420	DANRE12102	ASTMX01380
OG0002420	DANRE16729, DANRE16730	ASTMX11595
OG0002420	DANRE04597, DANRE04596	ASTMX04219
OG0002421	DANRE24979, DANRE24978	ASTMX15153
OG0002421	DANRE38875, DANRE38878, DANRE38876	ASTMX14700
OG0002422	DANRE07168, DANRE07169, DANRE07170, DANRE07166	ASTMX04519
OG0002423	DANRE42835, DANRE42834, DANRE42825, DANRE42824	ASTMX14771
OG0002424	DANRE06511	ASTMX16372
OG0002424	DANRE07185	ASTMX19121
OG0002425	DANRE22894, DANRE22893	ASTMX05277, ASTMX05276
OG0002426	DANRE03071	ASTMX11681
OG0002426	DANRE29062	ASTMX21194
OG0002426	DANRE28444, DANRE28456	ASTMX19607
OG0002427	DANRE33043	ASTMX17490
OG0002427	DANRE38738, DANRE38737	ASTMX03609
OG0002428	DANRE14864, DANRE14867, DANRE14866, DANRE14865	ASTMX12003
OG0002428	DANRE01600, DANRE01601	ASTMX05342
OG0002429	DANRE12510	ASTMX07201
OG0002429	DANRE22357, DANRE22358, DANRE22359	ASTMX15801
OG0002430	DANRE28030	ASTMX06677, ASTMX21737
OG0002430	DANRE22083	ASTMX21493
OG0002431	DANRE08655, DANRE08653, DANRE08654	ASTMX15544
OG0002431	DANRE09977	ASTMX10646
OG0002431	DANRE23181, DANRE23180	ASTMX04787
OG0002432	DANRE06643	ASTMX16700
OG0002432	DANRE42921	ASTMX16699
OG0002432	DANRE17868, DANRE17867	ASTMX09945
OG0002433	DANRE04279	ASTMX21961
OG0002433	DANRE30376	ASTMX22099
OG0002434	DANRE23360, DANRE23359, DANRE23358	ASTMX15466
OG0002436	DANRE33714, DANRE33713	ASTMX13710
OG0002436	DANRE20406, DANRE20405	ASTMX03924
OG0002436	DANRE07419	ASTMX16203
OG0002437	DANRE35170, DANRE35172, DANRE35173, DANRE35171	ASTMX08613
OG0002438	DANRE36809	ASTMX01020
OG0002438	DANRE41415, DANRE41414	ASTMX12047
OG0002439	DANRE31516, DANRE31514, DANRE31515	ASTMX02029
OG0002439	DANRE25773	ASTMX00348
OG0002439	DANRE38938	ASTMX14494
OG0002441	DANRE20092, DANRE20093, DANRE20091, DANRE20094, DANRE20090	ASTMX09326
OG0002442	DANRE05982	ASTMX11614
OG0002442	DANRE37141, DANRE37140	ASTMX03388
OG0002443	DANRE24993, DANRE24992	ASTMX15145
OG0002444	DANRE02469	ASTMX15845
OG0002444	DANRE25326	ASTMX18596
OG0002444	DANRE02953	ASTMX04885
OG0002445	DANRE05848	ASTMX02528
OG0002447	DANRE36511	ASTMX06035
OG0002447	DANRE36512	ASTMX06034
OG0002448	DANRE04305	ASTMX07638
OG0002448	DANRE05209	ASTMX07637
OG0002449	DANRE37893	ASTMX05600
OG0002449	DANRE17401	ASTMX14070
OG0002449	DANRE12094	ASTMX01349
OG0002450	DANRE10330	ASTMX06804
OG0002450	DANRE14502	ASTMX09847
OG0002450	DANRE34843	ASTMX03358
OG0002451	DANRE01617, DANRE01619, DANRE01620	ASTMX05346
OG0002451	DANRE25569	ASTMX16623
OG0002452	DANRE42822, DANRE42821, DANRE42823	ASTMX14667
OG0002452	DANRE35803	ASTMX05391
OG0002452	DANRE29202	ASTMX13228
OG0002452	DANRE03137	ASTMX13227
OG0002453	DANRE19771, DANRE19770	ASTMX06099
OG0002454	DANRE01438, DANRE01437, DANRE01439	ASTMX09992
OG0002454	DANRE07934	ASTMX05893
OG0002455	DANRE41076, DANRE41075	ASTMX05679
OG0002455	DANRE08641	ASTMX19027
OG0002456	DANRE09104, DANRE09103	ASTMX07428
OG0002456	DANRE15143, DANRE15144	ASTMX03657
OG0002456	DANRE13804, DANRE13805	ASTMX21273
OG0002456	DANRE02002, DANRE02003	ASTMX02870
OG0002457	DANRE11158, DANRE11157	ASTMX14828
OG0002458	DANRE24964, DANRE25019	ASTMX02231
OG0002459	DANRE30429	ASTMX13218
OG0002461	DANRE08555	ASTMX11228
OG0002461	DANRE42520	ASTMX00155
OG0002462	DANRE22773	ASTMX11215
OG0002462	DANRE03026, DANRE03027	ASTMX11662
OG0002464	DANRE05364	ASTMX06575, ASTMX06630
OG0002464	DANRE06078, DANRE06077, DANRE06076	ASTMX00273
OG0002465	DANRE10481, DANRE04620, DANRE10480	ASTMX16497
OG0002465	DANRE10479	ASTMX16493, ASTMX14710
OG0002465	DANRE15064	ASTMX04311
OG0002465	DANRE14818, DANRE14819	ASTMX14557
OG0002466	DANRE26863	ASTMX03115
OG0002466	DANRE18267, DANRE18269, DANRE18268	ASTMX03843
OG0002466	DANRE11229, DANRE11230, DANRE11227, DANRE11228	ASTMX03274
OG0002467	DANRE11459, DANRE11458	ASTMX20832
OG0002467	DANRE14149	ASTMX09831
OG0002467	DANRE09213	ASTMX07442
OG0002467	DANRE11623, DANRE11622, DANRE11625	ASTMX22359
OG0002468	DANRE21637, DANRE21624, DANRE21620, DANRE21619, DANRE21618, DANRE21629, DANRE21627, DANRE21628, DANRE21635, DANRE21636, DANRE21634, DANRE21622, DANRE21623, DANRE21621, DANRE21644, DANRE21639, DANRE21631, DANRE21630, DANRE21633, DANRE21653, DANRE21654, DANRE21643, DANRE21640, DANRE21625, DANRE21626, DANRE21617, DANRE21632, DANRE21663, DANRE21659, DANRE21658, DANRE21660, DANRE21642, DANRE21646, DANRE21661, DANRE21664, DANRE21641, DANRE21645, DANRE21662, DANRE21648, DANRE21649, DANRE21657, DANRE21652, DANRE21650, DANRE21615, DANRE21616, DANRE21647	ASTMX16911
OG0002476	DANRE12704, DANRE12705	ASTMX06243
OG0002477	DANRE16912	ASTMX13178
OG0002477	DANRE06179	ASTMX04655
OG0002478	DANRE07221, DANRE07222	ASTMX03668
OG0002479	DANRE08383, DANRE08382	ASTMX13727
OG0002479	DANRE34067, DANRE34066	ASTMX21981
OG0002480	DANRE03687	ASTMX20642, ASTMX21106
OG0002480	DANRE04131	ASTMX20302
OG0002481	DANRE37881	ASTMX05592
OG0002481	DANRE19898	ASTMX09370
OG0002482	DANRE12622, DANRE12621, DANRE12624	ASTMX06282
OG0002482	DANRE31376	ASTMX16082
OG0002482	DANRE20670, DANRE20668	ASTMX09276
OG0002484	DANRE33442, DANRE33443	ASTMX22016
OG0002486	DANRE40075, DANRE40078, DANRE40077, DANRE40076	ASTMX18070
OG0002487	DANRE05658, DANRE05657	ASTMX05808
OG0002487	DANRE17413, DANRE17414	ASTMX14078
OG0002489	DANRE03917	ASTMX01485
OG0002489	DANRE04889, DANRE04890	ASTMX14792
OG0002490	DANRE39794	ASTMX04045
OG0002490	DANRE30724	ASTMX19318
OG0002491	DANRE00085, DANRE00084, DANRE00083	ASTMX05910
OG0002491	DANRE01904, DANRE01905	ASTMX02919
OG0002492	DANRE22193, DANRE22192, DANRE22194	ASTMX11151
OG0002493	DANRE11960, DANRE11961	ASTMX04824
OG0002494	DANRE01719	ASTMX05312
OG0002495	DANRE42688	ASTMX00658
OG0002496	DANRE34710, DANRE34708	ASTMX12090
OG0002496	DANRE15510, DANRE15511	ASTMX20618
OG0002497	DANRE29032, DANRE29031	ASTMX10180
OG0002497	DANRE14380	ASTMX20439
OG0002499	DANRE34499	ASTMX11347
OG0002499	DANRE23471	ASTMX19185
OG0002500	DANRE28865	ASTMX22152
OG0002501	DANRE20289	ASTMX12227
OG0002503	DANRE06479, DANRE06478	ASTMX16607
OG0002504	DANRE01537, DANRE08086	ASTMX06003
OG0002504	DANRE20125, DANRE20124	ASTMX09344
OG0002504	DANRE08084, DANRE08085	ASTMX04447
OG0002505	DANRE03563, DANRE03564	ASTMX07686
OG0002506	DANRE18713	ASTMX12882
OG0002506	DANRE12086, DANRE12085	ASTMX01358
OG0002506	DANRE18416, DANRE18417	ASTMX03882
OG0002507	DANRE39545, DANRE39546	ASTMX09030
OG0002507	DANRE00093	ASTMX05914
OG0002507	DANRE21304, DANRE21305	ASTMX18616
OG0002507	DANRE27686	ASTMX17516
OG0002508	DANRE00553, DANRE00554	ASTMX15331
OG0002508	DANRE19926	ASTMX09350
OG0002508	DANRE07892, DANRE07893, DANRE07894	ASTMX05869
OG0002509	DANRE05213, DANRE05214, DANRE05215, DANRE05212	ASTMX07635
OG0002509	DANRE04302	ASTMX21407
OG0002510	DANRE07592, DANRE07591	ASTMX08039
OG0002511	DANRE13627, DANRE13626	ASTMX12574
OG0002511	DANRE41316, DANRE41315, DANRE41314, DANRE41313, DANRE41317	ASTMX14781, ASTMX07165
OG0002512	DANRE42317	ASTMX00104
OG0002512	DANRE16107	ASTMX04149
OG0002514	DANRE22431	ASTMX15942
OG0002514	DANRE36853	ASTMX00988
OG0002514	DANRE30763	ASTMX08547
OG0002514	DANRE38433, DANRE38434, DANRE38432, DANRE38431	ASTMX00236
OG0002515	DANRE37598	ASTMX11013
OG0002516	DANRE34987	ASTMX03483
OG0002517	DANRE03260, DANRE03258, DANRE03259	ASTMX15620
OG0002517	DANRE29686	ASTMX17277
OG0002517	DANRE03262, DANRE03261	ASTMX15619
OG0002517	DANRE03136	ASTMX20192
OG0002518	DANRE02842, DANRE02843	ASTMX00752
OG0002519	DANRE42883	ASTMX04082
OG0002519	DANRE35553	ASTMX00475
OG0002520	DANRE06700, DANRE06697, DANRE06696, DANRE06699, DANRE06698	ASTMX04728
OG0002520	DANRE23643, DANRE23644, DANRE23642, DANRE23645, DANRE15997	ASTMX19586
OG0002521	DANRE04879	ASTMX11479
OG0002522	DANRE02356, DANRE02354, DANRE02355	ASTMX17445
OG0002522	DANRE23490	ASTMX21599
OG0002522	DANRE09442	ASTMX06873
OG0002523	DANRE01637, DANRE01636, DANRE01639, DANRE01635, DANRE01638	ASTMX14276
OG0002523	DANRE31095, DANRE31097	ASTMX12607
OG0002524	DANRE34607	ASTMX19017, ASTMX05941
OG0002524	DANRE13279	ASTMX17686
OG0002524	DANRE01032	ASTMX12154
OG0002525	DANRE22325	ASTMX01951
OG0002525	DANRE10830	ASTMX08136
OG0002525	DANRE19792	ASTMX06110
OG0002525	DANRE19793	ASTMX14922, ASTMX06111
OG0002526	DANRE10766	ASTMX08174
OG0002527	DANRE18271, DANRE18272, DANRE18270	ASTMX20817
OG0002527	DANRE26864, DANRE26865	ASTMX03116
OG0002527	DANRE40881, DANRE40882, DANRE34220, DANRE34219, DANRE34221	ASTMX14442, ASTMX15761
OG0002528	DANRE00652	ASTMX18959
OG0002528	DANRE43080	ASTMX00274
OG0002529	DANRE08901, DANRE08902	ASTMX20200
OG0002529	DANRE07700, DANRE07699	ASTMX02302
OG0002530	DANRE39526, DANRE39527	ASTMX13631
OG0002530	DANRE43341, DANRE43340	ASTMX03600
OG0002530	DANRE25149	ASTMX02168
OG0002531	DANRE02940	ASTMX04891
OG0002531	DANRE06723	ASTMX04741
OG0002532	DANRE04296, DANRE04297, DANRE04294, DANRE04293, DANRE04295, DANRE04299, DANRE04298	ASTMX21406
OG0002533	DANRE08254, DANRE08253	ASTMX04394
OG0002533	DANRE20307, DANRE20308	ASTMX13039
OG0002533	DANRE39667	ASTMX05099
OG0002534	DANRE25896	ASTMX21738
OG0002534	DANRE10262	ASTMX20367
OG0002535	DANRE34930, DANRE34929	ASTMX15739
OG0002536	DANRE03908, DANRE03907	ASTMX01477
OG0002536	DANRE39399	ASTMX10073
OG0002536	DANRE40785, DANRE40784	ASTMX12489
OG0002537	DANRE28763, DANRE28762, DANRE21953, DANRE21952	ASTMX21847
OG0002538	DANRE41736	ASTMX13618
OG0002538	DANRE35824	ASTMX15034
OG0002538	DANRE14528	ASTMX18489
OG0002538	DANRE10463	ASTMX01885
OG0002538	DANRE29143	ASTMX17069
OG0002538	DANRE03351	ASTMX10437
OG0002539	DANRE25919	ASTMX00577
OG0002539	DANRE25695, DANRE25696	ASTMX08315
OG0002539	DANRE30606	ASTMX03050
OG0002540	DANRE18306, DANRE18307	ASTMX03797
OG0002540	DANRE11112, DANRE11113, DANRE11111	ASTMX04841
OG0002540	DANRE14706	ASTMX00848
OG0002540	DANRE22643, DANRE22644	ASTMX13742
OG0002541	DANRE22436	ASTMX21295
OG0002542	DANRE24145	ASTMX09595
OG0002542	DANRE26876	ASTMX18343
OG0002542	DANRE01720	ASTMX05316
OG0002543	DANRE19491, DANRE19490, DANRE19489	ASTMX07787
OG0002545	DANRE40358, DANRE40357	ASTMX01785
OG0002545	DANRE30987	ASTMX07112
OG0002545	DANRE12443	ASTMX07197
OG0002547	DANRE24900, DANRE24901, DANRE24899	ASTMX15896
OG0002547	DANRE17346	ASTMX12376
OG0002548	DANRE13389	ASTMX06315
OG0002548	DANRE06722, DANRE06721	ASTMX04740
OG0002548	DANRE35567	ASTMX01600
OG0002549	DANRE26569	ASTMX06491
OG0002550	DANRE16363, DANRE16366	ASTMX13897
OG0002550	DANRE16364, DANRE16362, DANRE16365	ASTMX22395
OG0002550	DANRE37817, DANRE37818	ASTMX09655
OG0002551	DANRE06934	ASTMX08789
OG0002551	DANRE20548, DANRE20551, DANRE20549, DANRE20550	ASTMX21275
OG0002551	DANRE39074, DANRE39075	ASTMX20547
OG0002552	DANRE09916	ASTMX06859
OG0002552	DANRE13197	ASTMX16646
OG0002552	DANRE25194, DANRE25193, DANRE25195, DANRE25196	ASTMX02204
OG0002553	DANRE09881	ASTMX06814
OG0002553	DANRE14483, DANRE14482	ASTMX09861
OG0002553	DANRE33394	ASTMX05897
OG0002554	DANRE14712, DANRE14713	ASTMX00854
OG0002554	DANRE38054	ASTMX16976
OG0002555	DANRE10942, DANRE10941, DANRE10940	ASTMX08115
OG0002555	DANRE05921	ASTMX02493
OG0002556	DANRE42915	ASTMX16695
OG0002556	DANRE11452	ASTMX20338
OG0002557	DANRE27777	ASTMX10062
OG0002557	DANRE13862	ASTMX08730
OG0002557	DANRE22315	ASTMX10061, ASTMX01948
OG0002558	DANRE16714	ASTMX11569
OG0002558	DANRE12060, DANRE12061	ASTMX01324
OG0002559	DANRE15635	ASTMX21285
OG0002559	DANRE07229, DANRE07227, DANRE07228	ASTMX03665
OG0002560	DANRE34080, DANRE34079, DANRE34078	ASTMX14336
OG0002560	DANRE19453, DANRE19454	ASTMX15075
OG0002561	DANRE37878	ASTMX05589
OG0002562	DANRE16224, DANRE16226, DANRE16225	ASTMX14920
OG0002562	DANRE40166, DANRE40165	ASTMX03986
OG0002563	DANRE06959	ASTMX08801
OG0002563	DANRE06729	ASTMX04744
OG0002563	DANRE08934	ASTMX04347
OG0002564	DANRE29870	ASTMX16398
OG0002564	DANRE30022	ASTMX04969
OG0002565	DANRE23205	ASTMX04798
OG0002565	DANRE27797, DANRE27796	ASTMX12769
OG0002567	DANRE40492, DANRE40491, DANRE40490	ASTMX19620
OG0002567	DANRE41303	ASTMX02094
OG0002568	DANRE22314	ASTMX01947
OG0002568	DANRE08742, DANRE08741, DANRE08740	ASTMX11299
OG0002569	DANRE08122	ASTMX14893
OG0002569	DANRE34130	ASTMX11172
OG0002570	DANRE02350	ASTMX17442
OG0002571	DANRE04039	ASTMX06567
OG0002571	DANRE04040	ASTMX15352
OG0002571	DANRE03610, DANRE03612, DANRE03611	ASTMX22347
OG0002572	DANRE31472	ASTMX16129
OG0002572	DANRE38430	ASTMX00237
OG0002572	DANRE29580, DANRE29581	ASTMX07373
OG0002573	DANRE03819, DANRE03820	ASTMX01555
OG0002574	DANRE04394	ASTMX01572
OG0002574	DANRE17690, DANRE17689	ASTMX08092
OG0002576	DANRE18812, DANRE12000	ASTMX09504
OG0002576	DANRE08074, DANRE08073, DANRE08072	ASTMX04441
OG0002576	DANRE03771	ASTMX14413
OG0002577	DANRE07682	ASTMX20478, ASTMX22633, ASTMX21491, ASTMX18094, ASTMX18093, ASTMX21489, ASTMX21490, ASTMX02294
OG0002577	DANRE19706, DANRE19712, DANRE19713, DANRE19707, DANRE19708, DANRE19709, DANRE19711, DANRE19710	ASTMX06076
OG0002577	DANRE07664, DANRE07662, DANRE07663, DANRE07665, DANRE07666, DANRE07667, DANRE07680, DANRE07681	ASTMX02293, ASTMX02292, ASTMX02291
OG0002578	DANRE33848, DANRE33850, DANRE33849, DANRE33847, DANRE28346, DANRE33854, DANRE33853, DANRE33852, DANRE33851, DANRE33919, DANRE33855, DANRE33859, DANRE33858, DANRE33857, DANRE33860	ASTMX08964
OG0002579	DANRE14895, DANRE14896	ASTMX12015
OG0002579	DANRE29125	ASTMX20277
OG0002579	DANRE24634, DANRE24635	ASTMX17484
OG0002579	DANRE42092, DANRE42093	ASTMX19223
OG0002587	DANRE22785	ASTMX06393
OG0002587	DANRE14541	ASTMX13780
OG0002587	DANRE09744	ASTMX06748
OG0002587	DANRE12828	ASTMX10896
OG0002589	DANRE06011	ASTMX11622
OG0002590	DANRE37063, DANRE37062	ASTMX07472
OG0002590	DANRE09406	ASTMX16287
OG0002590	DANRE26039	ASTMX18576
OG0002592	DANRE41188, DANRE41190, DANRE41189	ASTMX17562
OG0002593	DANRE42208	ASTMX12997
OG0002593	DANRE03221, DANRE03220	ASTMX04493, ASTMX04494
OG0002594	DANRE39363, DANRE39361	ASTMX18794
OG0002594	DANRE27772, DANRE27774, DANRE27773	ASTMX10058
OG0002595	DANRE30013, DANRE30012	ASTMX04978
OG0002595	DANRE04076	ASTMX01537
OG0002595	DANRE30377	ASTMX22436
OG0002598	DANRE36372	ASTMX05485
OG0002598	DANRE40584	ASTMX21419
OG0002599	DANRE40775	ASTMX21157
OG0002599	DANRE02283	ASTMX05551
OG0002599	DANRE02652	ASTMX08346
OG0002600	DANRE02606, DANRE02605, DANRE02604	ASTMX14521
OG0002601	DANRE04611	ASTMX04225
OG0002602	DANRE30154, DANRE30155	ASTMX20043
OG0002605	DANRE24544	ASTMX22634
OG0002605	DANRE26839, DANRE26842, DANRE26843, DANRE26840, DANRE26841	ASTMX15597
OG0002607	DANRE25966	ASTMX05156
OG0002608	DANRE25760	ASTMX00356
OG0002609	DANRE13534, DANRE13535	ASTMX21088
OG0002609	DANRE34581, DANRE34582	ASTMX06939
OG0002609	DANRE00342	ASTMX12865
OG0002610	DANRE38839, DANRE38838	ASTMX12835
OG0002611	DANRE24475, DANRE24476	ASTMX16649
OG0002611	DANRE36577, DANRE36576	ASTMX09404
OG0002611	DANRE23123, DANRE23125, DANRE23124	ASTMX04752
OG0002612	DANRE02656	ASTMX08359
OG0002614	DANRE24069	ASTMX12742
OG0002614	DANRE36802, DANRE36801, DANRE36800	ASTMX01026
OG0002615	DANRE40779	ASTMX12485
OG0002615	DANRE00710, DANRE00713, DANRE00711, DANRE00709, DANRE00707, DANRE00712, DANRE00708	ASTMX14819
OG0002615	DANRE06184	ASTMX04651
OG0002616	DANRE05962, DANRE05963	ASTMX13505
OG0002617	DANRE20081	ASTMX09319
OG0002618	DANRE30009	ASTMX04981
OG0002619	DANRE38306	ASTMX21026
OG0002619	DANRE38307	ASTMX20293
OG0002619	DANRE19312	ASTMX21029
OG0002619	DANRE19311	ASTMX21028, ASTMX03403
OG0002620	DANRE34196, DANRE34197	ASTMX09607
OG0002620	DANRE39617, DANRE39616	ASTMX13458
OG0002620	DANRE18238	ASTMX03856
OG0002620	DANRE28059, DANRE28058	ASTMX18048
OG0002621	DANRE04531	ASTMX04243
OG0002622	DANRE15665, DANRE17843	ASTMX11095
OG0002622	DANRE17842	ASTMX11096
OG0002624	DANRE09957	ASTMX06829
OG0002624	DANRE09955, DANRE09956	ASTMX06830
OG0002625	DANRE30623, DANRE30622, DANRE30625, DANRE30624	ASTMX18581
OG0002627	DANRE10182, DANRE10181, DANRE13899	ASTMX15376
OG0002628	DANRE21793, DANRE21792	ASTMX02392
OG0002628	DANRE39626, DANRE39627	ASTMX13456
OG0002628	DANRE19288	ASTMX04075
OG0002629	DANRE30826, DANRE30827	ASTMX13284
OG0002629	DANRE12546	ASTMX07247
OG0002630	DANRE18375	ASTMX03861
OG0002630	DANRE27217	ASTMX08028
OG0002631	DANRE41886	ASTMX07525
OG0002632	DANRE25136, DANRE25134, DANRE25135	ASTMX02161
OG0002632	DANRE19233	ASTMX22937
OG0002633	DANRE03007, DANRE03005, DANRE03006	ASTMX01695
OG0002633	DANRE03008	ASTMX01694
OG0002633	DANRE05640	ASTMX04611
OG0002634	DANRE24976, DANRE24975, DANRE24977	ASTMX15154
OG0002635	DANRE11470	ASTMX19544
OG0002635	DANRE11678	ASTMX07598
OG0002635	DANRE02240	ASTMX17636, ASTMX05514
OG0002635	DANRE09215	ASTMX07440
OG0002636	DANRE14028, DANRE14027, DANRE14026	ASTMX11502
OG0002636	DANRE10013, DANRE10012	ASTMX09064
OG0002637	DANRE19804, DANRE19805	ASTMX06116
OG0002638	DANRE09616, DANRE09617, DANRE09618	ASTMX09169
OG0002639	DANRE16898	ASTMX13169
OG0002639	DANRE16899	ASTMX22853
OG0002640	DANRE31363	ASTMX16090
OG0002641	DANRE12703	ASTMX06244
OG0002641	DANRE13751, DANRE13748, DANRE13747, DANRE13749, DANRE13750, DANRE13753, DANRE13752	ASTMX20282, ASTMX20283
OG0002641	DANRE13746	ASTMX20284
OG0002641	DANRE14287	ASTMX21259
OG0002641	DANRE02465, DANRE02466	ASTMX19953
OG0002642	DANRE03138	ASTMX16445
OG0002642	DANRE29963, DANRE29964	ASTMX17263
OG0002643	DANRE13575	ASTMX21893
OG0002644	DANRE38999, DANRE38997	ASTMX02694
OG0002645	DANRE23173, DANRE23174	ASTMX04781
OG0002646	DANRE31094	ASTMX12608
OG0002646	DANRE25657, DANRE25658	ASTMX08291
OG0002647	DANRE05750	ASTMX02798
OG0002647	DANRE05751	ASTMX20077
OG0002648	DANRE39158	ASTMX01711
OG0002648	DANRE14476, DANRE14478, DANRE14477	ASTMX09864
OG0002649	DANRE00561, DANRE00558, DANRE00560, DANRE00559	ASTMX15328
OG0002649	DANRE05305, DANRE05307	ASTMX06600
OG0002649	DANRE16142	ASTMX08580
OG0002651	DANRE11751, DANRE11750	ASTMX08506
OG0002652	DANRE39146, DANRE39145, DANRE39147	ASTMX01699
OG0002653	DANRE19495	ASTMX10355
OG0002653	DANRE07344	ASTMX17583
OG0002654	DANRE40241	ASTMX08867
