Orthogroup	DANRE	CAEEL
OG0003016	DANRE15754, DANRE07659, DANRE07660	CAEEL09225
OG0003017	DANRE10652, DANRE14386	CAEEL07049, CAEEL16441
OG0003018	DANRE20107	CAEEL08487
OG0003019	DANRE17944	CAEEL04592
OG0003022	DANRE06631	CAEEL19598
OG0003024	DANRE10956, DANRE10955, DANRE10957, DANRE10954, DANRE18319	CAEEL13204, CAEEL13203
OG0003025	DANRE40022, DANRE28911, DANRE28912, DANRE28914, DANRE28913, DANRE27235, DANRE27234, DANRE27233	CAEEL08836
OG0003026	DANRE02962, DANRE02961, DANRE02966, DANRE02965, DANRE02964, DANRE02963	CAEEL10688, CAEEL12186
OG0003027	DANRE39832, DANRE25253, DANRE25255, DANRE25254	CAEEL06663
OG0003028	DANRE14928, DANRE14929, DANRE14927	CAEEL02985
OG0003029	DANRE14128, DANRE12524	CAEEL01558
OG0003030	DANRE17646, DANRE17647, DANRE17166, DANRE30218	CAEEL11859
OG0003031	DANRE29907, DANRE29909, DANRE29910, DANRE24162, DANRE24161, DANRE24164	CAEEL06431
OG0003033	DANRE15199	CAEEL00703
OG0003035	DANRE21581, DANRE21582, DANRE34776	CAEEL02722
OG0003036	DANRE28031, DANRE21834	CAEEL01143
OG0003038	DANRE08049, DANRE08047, DANRE00008, DANRE10299, DANRE10300	CAEEL20474
OG0003040	DANRE37975	CAEEL02041
OG0003042	DANRE41500, DANRE41501	CAEEL04188
OG0003043	DANRE17899	CAEEL07390
OG0003044	DANRE35015	CAEEL07715
OG0003046	DANRE25428, DANRE28175	CAEEL04364
OG0003049	DANRE39565, DANRE36440, DANRE26464, DANRE26462, DANRE26463	CAEEL04812
OG0003050	DANRE16020, DANRE16022, DANRE43079, DANRE16021	CAEEL15836
OG0003054	DANRE15239, DANRE15238, DANRE15240, DANRE42471, DANRE15241	CAEEL04777
OG0003055	DANRE28317, DANRE20958, DANRE20959, DANRE20960, DANRE40002	CAEEL14225
OG0003059	DANRE16710, DANRE11335, DANRE11333, DANRE11334	CAEEL09323
OG0003060	DANRE30122, DANRE26566, DANRE20937	CAEEL07468, CAEEL11354
OG0003061	DANRE05258, DANRE05257, DANRE35570, DANRE11148, DANRE11147, DANRE11149, DANRE17428	CAEEL14261
OG0003062	DANRE26319, DANRE26318, DANRE26317, DANRE12172	CAEEL00660
OG0003063	DANRE30956, DANRE30955, DANRE30954, DANRE25886, DANRE25887	CAEEL03076
OG0003064	DANRE01811	CAEEL02598
OG0003065	DANRE09785, DANRE09786, DANRE09784, DANRE14089, DANRE14090	CAEEL18732
OG0003066	DANRE25448, DANRE31281	CAEEL05161
OG0003072	DANRE21203, DANRE21204, DANRE30787, DANRE30788	CAEEL04836
OG0003073	DANRE36055, DANRE36054, DANRE36053	CAEEL14099
OG0003079	DANRE21757, DANRE19386, DANRE28143, DANRE21756	CAEEL00217
OG0003086	DANRE36754	CAEEL18437
OG0003086	DANRE04961, DANRE04960	CAEEL13186, CAEEL17050, CAEEL13185, CAEEL13183
OG0003104	DANRE34200, DANRE36452, DANRE36450, DANRE36451, DANRE36453	CAEEL07227
OG0003106	DANRE12715	CAEEL16128
OG0003107	DANRE12324, DANRE39342	CAEEL20421, CAEEL01359
OG0003108	DANRE25882, DANRE25879, DANRE25880	CAEEL04120
OG0003110	DANRE42418, DANRE42417	CAEEL17888
OG0003111	DANRE24570, DANRE35647, DANRE35648, DANRE35646	CAEEL01566
OG0003112	DANRE04574, DANRE04573, DANRE04575	CAEEL12136
OG0003113	DANRE18781, DANRE18782, DANRE11714	CAEEL16673, CAEEL01071
OG0003114	DANRE39250, DANRE39249, DANRE19962	CAEEL15726
OG0003115	DANRE43104, DANRE37595, DANRE37596, DANRE33395, DANRE10457	CAEEL00022
OG0003116	DANRE02637, DANRE02636, DANRE07107	CAEEL07734
OG0003118	DANRE23397, DANRE42064, DANRE21364, DANRE21362, DANRE21363	CAEEL08193, CAEEL08192
OG0003119	DANRE33891, DANRE24253	CAEEL16382
OG0003121	DANRE12731, DANRE28362, DANRE21700	CAEEL00414
OG0003124	DANRE19479, DANRE19478	CAEEL07676
OG0003127	DANRE15881, DANRE05414	CAEEL15413
OG0003128	DANRE16305	CAEEL04713
OG0003129	DANRE12463, DANRE12464, DANRE12462	CAEEL06414, CAEEL06415
OG0003130	DANRE08300, DANRE08301, DANRE08299	CAEEL08052
OG0003132	DANRE15062, DANRE15060, DANRE15061	CAEEL15119
OG0003135	DANRE08191	CAEEL06638
OG0003136	DANRE35065, DANRE12101, DANRE11278	CAEEL10810
OG0003141	DANRE20615, DANRE14046, DANRE14045, DANRE20616	CAEEL03719, CAEEL03720
OG0003142	DANRE34782, DANRE34781, DANRE14504, DANRE14505, DANRE10324, DANRE10323	CAEEL00482
OG0003144	DANRE11627, DANRE11628, DANRE00783, DANRE00782, DANRE00786, DANRE00785	CAEEL01625
OG0003145	DANRE36307, DANRE36308, DANRE26624	CAEEL05190
OG0003146	DANRE17747, DANRE17748	CAEEL20170
OG0003147	DANRE06463, DANRE06464	CAEEL17136, CAEEL18421
OG0003148	DANRE18741, DANRE18742, DANRE09008, DANRE09007, DANRE00993	CAEEL16560
OG0003149	DANRE09385	CAEEL12742, CAEEL12743, CAEEL10324, CAEEL03531, CAEEL03530
OG0003150	DANRE06878, DANRE06879, DANRE42088	CAEEL11024
OG0003151	DANRE24023, DANRE36876, DANRE40976, DANRE40977	CAEEL04570, CAEEL14681, CAEEL04711
OG0003153	DANRE36866, DANRE36864	CAEEL07561
OG0003154	DANRE26477	CAEEL15184
OG0003157	DANRE19807	CAEEL07518, CAEEL07519
OG0003158	DANRE42210, DANRE23852, DANRE23851, DANRE23850, DANRE23849	CAEEL08310
OG0003160	DANRE05430, DANRE03119, DANRE03120, DANRE03118, DANRE03117	CAEEL18381, CAEEL02061
OG0003161	DANRE18063, DANRE18059, DANRE18061, DANRE18060, DANRE18062	CAEEL15582, CAEEL20219
OG0003164	DANRE06387, DANRE06389, DANRE06388, DANRE15695, DANRE15696, DANRE15697	CAEEL08130
OG0003169	DANRE42633, DANRE42632	CAEEL11868
OG0003172	DANRE42756	CAEEL06299
OG0003173	DANRE16308	CAEEL09228
OG0003174	DANRE06246, DANRE06247, DANRE06245	CAEEL11561
OG0003176	DANRE13495, DANRE13496	CAEEL02038
OG0003178	DANRE08963, DANRE08964, DANRE11055	CAEEL14891
OG0003181	DANRE29811, DANRE29810, DANRE36146, DANRE36147, DANRE36145, DANRE36148	CAEEL11684
OG0003182	DANRE28251	CAEEL01167
OG0003184	DANRE08170, DANRE08169, DANRE39240	CAEEL10967
OG0003185	DANRE39287, DANRE31275, DANRE31276, DANRE31274	CAEEL04813
OG0003187	DANRE20980, DANRE20979	CAEEL16181
OG0003188	DANRE00343	CAEEL00953
OG0003189	DANRE00005, DANRE00004	CAEEL04624
OG0003191	DANRE35621, DANRE35620, DANRE23032, DANRE23033	CAEEL09839
OG0003193	DANRE16196, DANRE16197, DANRE41842, DANRE16198	CAEEL17615
OG0003197	DANRE08921	CAEEL11467
OG0003199	DANRE22632, DANRE22631	CAEEL11688
OG0003202	DANRE25272, DANRE00416, DANRE00417	CAEEL12123
OG0003203	DANRE14965, DANRE13754	CAEEL08247
OG0003206	DANRE28861	CAEEL08436
OG0003207	DANRE36071, DANRE30681	CAEEL11116
OG0003210	DANRE19116, DANRE19117, DANRE40210, DANRE26478	CAEEL11876
OG0003212	DANRE39811, DANRE39812, DANRE31617, DANRE31616	CAEEL11323
OG0003214	DANRE41512	CAEEL08551
OG0003215	DANRE02939, DANRE02937, DANRE02938, DANRE11053, DANRE11054, DANRE11051, DANRE11052	CAEEL02895
OG0003217	DANRE01890, DANRE19010	CAEEL06035, CAEEL06032
OG0003218	DANRE20503, DANRE20504	CAEEL08847
OG0003219	DANRE15939, DANRE15938, DANRE15940	CAEEL16215
OG0003221	DANRE15085, DANRE15029, DANRE15030	CAEEL20740, CAEEL00629, CAEEL00088
OG0003222	DANRE39352, DANRE12322, DANRE24319	CAEEL00115
OG0003223	DANRE22864, DANRE22860, DANRE22861, DANRE22862, DANRE22863	CAEEL00485
OG0003224	DANRE21388, DANRE21387, DANRE42645, DANRE01731	CAEEL05675
OG0003225	DANRE00960	CAEEL04615, CAEEL20133
OG0003226	DANRE38654	CAEEL04904, CAEEL04903
OG0003228	DANRE17723, DANRE17725, DANRE17724, DANRE17726	CAEEL14683
OG0003229	DANRE00332	CAEEL10166
OG0003230	DANRE04385	CAEEL06311
OG0003231	DANRE02077, DANRE02078, DANRE02079, DANRE02076	CAEEL02077
OG0003232	DANRE18030, DANRE11764, DANRE04528, DANRE04092, DANRE35235, DANRE07262	CAEEL04540
OG0003235	DANRE22427, DANRE22430, DANRE22429	CAEEL11765
OG0003236	DANRE36167, DANRE28793	CAEEL15067
OG0003251	DANRE14601, DANRE38610	CAEEL01743
OG0003252	DANRE18828, DANRE11674, DANRE11673, DANRE11671, DANRE11675, DANRE11672, DANRE18829, DANRE18830	CAEEL19657
OG0003254	DANRE06282, DANRE19948, DANRE19947	CAEEL15715
OG0003255	DANRE14794	CAEEL01327
OG0003257	DANRE17792, DANRE05536, DANRE05537	CAEEL04888
OG0003258	DANRE22153, DANRE22152	CAEEL04539
OG0003259	DANRE41234	CAEEL11844
OG0003263	DANRE09441, DANRE09439, DANRE09440	CAEEL12235
OG0003266	DANRE01238, DANRE01236, DANRE01237, DANRE19820, DANRE19821	CAEEL05061
OG0003267	DANRE33615, DANRE33614, DANRE03537	CAEEL11406
OG0003268	DANRE14424	CAEEL00711
OG0003269	DANRE03374, DANRE30416, DANRE30418, DANRE30419, DANRE30420, DANRE30417	CAEEL07652, CAEEL20534, CAEEL06740, CAEEL19993
OG0003270	DANRE26120, DANRE09021	CAEEL17531, CAEEL17532, CAEEL07171
OG0003272	DANRE23623	CAEEL19188, CAEEL20088
OG0003273	DANRE14068, DANRE14069, DANRE19959	CAEEL08538
OG0003275	DANRE03448, DANRE37102, DANRE37101	CAEEL01894
OG0003276	DANRE19900, DANRE19899, DANRE37886, DANRE11593, DANRE11594, DANRE10725, DANRE18841	CAEEL05343
OG0003277	DANRE40517, DANRE40516, DANRE36836	CAEEL10684
OG0003279	DANRE06635, DANRE06634, DANRE06174	CAEEL09246
OG0003280	DANRE08669, DANRE08670	CAEEL20448
OG0003283	DANRE30682, DANRE30683	CAEEL10540
OG0003284	DANRE42349, DANRE42348, DANRE42346, DANRE42345, DANRE42347, DANRE42350	CAEEL20144
OG0003286	DANRE30520	CAEEL11061
OG0003287	DANRE22777, DANRE18646	CAEEL09759
OG0003288	DANRE06393, DANRE06392, DANRE06391	CAEEL07836
OG0003289	DANRE24116, DANRE27232, DANRE12400, DANRE12399, DANRE12398	CAEEL00474
OG0003290	DANRE27116, DANRE37909	CAEEL07995, CAEEL07996
OG0003291	DANRE20382	CAEEL07282
OG0003293	DANRE01751	CAEEL09078
OG0003296	DANRE00126, DANRE33544, DANRE33545, DANRE33543	CAEEL07972
OG0003297	DANRE30439, DANRE30438	CAEEL06799, CAEEL06798, CAEEL02997
OG0003298	DANRE06755, DANRE06756, DANRE06754	CAEEL00404
OG0003301	DANRE05125	CAEEL11183
OG0003303	DANRE04326, DANRE04325, DANRE04327, DANRE28350	CAEEL08080
OG0003305	DANRE19351, DANRE19350, DANRE19352, DANRE19348, DANRE19349, DANRE34110, DANRE34111	CAEEL04396
OG0003306	DANRE43404, DANRE43405	CAEEL11131
OG0003307	DANRE16254, DANRE06704, DANRE06703, DANRE06702, DANRE06701	CAEEL09527
OG0003309	DANRE23795, DANRE26902, DANRE23796, DANRE42524	CAEEL07134
OG0003311	DANRE33784, DANRE24297, DANRE24298, DANRE43051, DANRE43050, DANRE43048, DANRE43049	CAEEL06729
OG0003316	DANRE26440, DANRE26441	CAEEL06426
OG0003317	DANRE35985, DANRE35986	CAEEL11191
OG0003318	DANRE25493, DANRE22611, DANRE23177, DANRE22612	CAEEL00777
OG0003320	DANRE41193	CAEEL05307
OG0003323	DANRE00405, DANRE00404	CAEEL08557, CAEEL08556
OG0003325	DANRE05384	CAEEL11598
OG0003327	DANRE19103, DANRE26550	CAEEL15863
OG0003329	DANRE34804, DANRE34803, DANRE34805, DANRE34806, DANRE19075, DANRE19074	CAEEL02070
OG0003330	DANRE25990, DANRE25989, DANRE25988	CAEEL02745
OG0003331	DANRE08202	CAEEL07758
OG0003332	DANRE27038, DANRE14192, DANRE14193	CAEEL15994, CAEEL15100
OG0003333	DANRE38670	CAEEL05869
OG0003335	DANRE43040, DANRE43039	CAEEL06219
OG0003336	DANRE18247, DANRE18248, DANRE18245, DANRE18246, DANRE30254, DANRE30253, DANRE33367, DANRE40677	CAEEL18158
OG0003337	DANRE20593	CAEEL05608
OG0003340	DANRE04514, DANRE15040, DANRE15039	CAEEL05767
OG0003341	DANRE16894, DANRE16891, DANRE16893, DANRE16892	CAEEL15411
OG0003343	DANRE07919	CAEEL02966
OG0003344	DANRE18124, DANRE18125	CAEEL04271
OG0003348	DANRE27276, DANRE27277, DANRE27275, DANRE42542	CAEEL00995
OG0003349	DANRE15993, DANRE05369, DANRE04342	CAEEL11343
OG0003350	DANRE42148, DANRE42147, DANRE35728, DANRE08759, DANRE28114	CAEEL18859
OG0003354	DANRE29835, DANRE29834	CAEEL07057
OG0003356	DANRE15474, DANRE30339, DANRE30340, DANRE30341	CAEEL05068
OG0003357	DANRE07394	CAEEL05202
OG0003358	DANRE02479, DANRE02478, DANRE02477, DANRE02476	CAEEL15398
OG0003359	DANRE18616, DANRE18617	CAEEL08412
OG0003360	DANRE05510, DANRE05508, DANRE05507, DANRE05509	CAEEL09119
OG0003361	DANRE05842, DANRE05843, DANRE05841, DANRE08075	CAEEL15297, CAEEL13464, CAEEL07044
OG0003364	DANRE12639, DANRE29498, DANRE29497, DANRE29496	CAEEL06262
OG0003366	DANRE04648, DANRE04649	CAEEL13316, CAEEL13290
OG0003368	DANRE00653, DANRE00654, DANRE43081	CAEEL04652
OG0003369	DANRE34344, DANRE05188, DANRE05189, DANRE34343	CAEEL11911
OG0003370	DANRE10592, DANRE15077, DANRE15078, DANRE15079	CAEEL19630, CAEEL09274
OG0003372	DANRE23620, DANRE04361	CAEEL04956
OG0003374	DANRE10573, DANRE14737, DANRE12074, DANRE12073	CAEEL09698
OG0003375	DANRE39521, DANRE39522	CAEEL04860
OG0003377	DANRE38960, DANRE38961, DANRE38962	CAEEL19646
OG0003378	DANRE29519, DANRE29520, DANRE12800	CAEEL04638
OG0003380	DANRE00132, DANRE39588, DANRE00756	CAEEL07698, CAEEL08643
OG0003384	DANRE16877, DANRE16878, DANRE05733, DANRE00623	CAEEL12353
OG0003386	DANRE26427, DANRE36330	CAEEL04616
OG0003387	DANRE30095	CAEEL12649, CAEEL12648
OG0003392	DANRE36118, DANRE36119, DANRE15512	CAEEL18713
OG0003394	DANRE42576, DANRE42577	CAEEL09212
OG0003401	DANRE37593, DANRE37592	CAEEL18173, CAEEL19529
OG0003402	DANRE43274, DANRE16861, DANRE16860, DANRE30567, DANRE30568, DANRE04142	CAEEL10926
OG0003419	DANRE37837, DANRE37839, DANRE37838	CAEEL20583, CAEEL07865
OG0003421	DANRE07102, DANRE07103	CAEEL18393
OG0003425	DANRE00220, DANRE00221	CAEEL12188
OG0003426	DANRE06294	CAEEL06462
OG0003429	DANRE40348, DANRE40349	CAEEL00390
OG0003430	DANRE14092, DANRE09762, DANRE09764, DANRE09763	CAEEL05290
OG0003433	DANRE00751, DANRE38175, DANRE00750	CAEEL17744
OG0003434	DANRE24886, DANRE24887	CAEEL08434
OG0003435	DANRE17574, DANRE17573, DANRE12047	CAEEL04157
OG0003439	DANRE36235	CAEEL10524
OG0003443	DANRE03345, DANRE05497	CAEEL18884
OG0003444	DANRE12955, DANRE25459, DANRE25458	CAEEL04842
OG0003448	DANRE10237, DANRE38893, DANRE10238	CAEEL01220
OG0003450	DANRE27355	CAEEL06420
OG0003451	DANRE42271	CAEEL02776, CAEEL02805
OG0003452	DANRE05237, DANRE05236	CAEEL02730
OG0003454	DANRE29968, DANRE29967, DANRE09859, DANRE03480	CAEEL07771
OG0003455	DANRE22409	CAEEL01134
OG0003456	DANRE28799, DANRE43150, DANRE15409, DANRE15410, DANRE30024, DANRE30026, DANRE30025	CAEEL00212, CAEEL00213
OG0003457	DANRE24648, DANRE24647, DANRE10726, DANRE10727	CAEEL19244
OG0003459	DANRE04665, DANRE04666, DANRE11726	CAEEL16050
OG0003462	DANRE30211	CAEEL11837
OG0003463	DANRE10783, DANRE18440, DANRE18439, DANRE18438, DANRE07859	CAEEL07464
OG0003464	DANRE03547, DANRE03548	CAEEL15673
OG0003465	DANRE35168, DANRE35169	CAEEL00222
OG0003466	DANRE04060, DANRE04824, DANRE20160, DANRE06040, DANRE06041	CAEEL06482
OG0003467	DANRE14132, DANRE14134, DANRE14133, DANRE14135	CAEEL09664
OG0003469	DANRE12392, DANRE12391	CAEEL09108
OG0003472	DANRE42905	CAEEL07680, CAEEL07681
OG0003473	DANRE20209, DANRE20208	CAEEL09171
OG0003474	DANRE17745	CAEEL03909, CAEEL19331
OG0003475	DANRE24337, DANRE24338	CAEEL01731
OG0003477	DANRE05139, DANRE05138	CAEEL02502
OG0003478	DANRE11874, DANRE11876, DANRE11873, DANRE11875, DANRE11877	CAEEL00398, CAEEL07105, CAEEL19934
OG0003479	DANRE20647, DANRE36733, DANRE02669	CAEEL12384
OG0003484	DANRE19021, DANRE19020, DANRE12207, DANRE12208	CAEEL02712
OG0003486	DANRE17309	CAEEL04926
OG0003487	DANRE14100, DANRE09209, DANRE14099	CAEEL02123
OG0003489	DANRE11374, DANRE04492, DANRE04493	CAEEL00223
OG0003491	DANRE06868, DANRE08758, DANRE16579, DANRE16578	CAEEL18627, CAEEL05479
OG0003498	DANRE15885, DANRE15884, DANRE15882, DANRE15883	CAEEL16452
OG0003500	DANRE17365, DANRE17364	CAEEL01330
OG0003500	DANRE10703	CAEEL01125
OG0003501	DANRE21717, DANRE21718	CAEEL00307, CAEEL19975, CAEEL19935, CAEEL19957, CAEEL20040, CAEEL18302
OG0003502	DANRE19909	CAEEL02400, CAEEL02281
OG0003503	DANRE04139	CAEEL04457, CAEEL04454
OG0003505	DANRE25526, DANRE25525	CAEEL07950
OG0003506	DANRE20226, DANRE07785, DANRE15693, DANRE15694	CAEEL05248
OG0003507	DANRE26962, DANRE26963, DANRE40163, DANRE02096	CAEEL05679
OG0003508	DANRE24205, DANRE24206, DANRE27009, DANRE42781, DANRE27008	CAEEL17418
OG0003509	DANRE39373, DANRE39370, DANRE39371, DANRE33870, DANRE39372	CAEEL04891
OG0003510	DANRE09753, DANRE14711, DANRE39368	CAEEL01116
OG0003511	DANRE34748, DANRE34747	CAEEL08351
OG0003513	DANRE42231, DANRE42230, DANRE21349, DANRE21350, DANRE09800	CAEEL07182
OG0003514	DANRE02666, DANRE02665, DANRE36724, DANRE25580	CAEEL12733, CAEEL12734
OG0003515	DANRE07283, DANRE07282, DANRE16347, DANRE16345, DANRE16346, DANRE16343, DANRE16344	CAEEL06636
OG0003517	DANRE25023, DANRE25024, DANRE32952, DANRE32953	CAEEL05196
OG0003518	DANRE14130	CAEEL01719
OG0003519	DANRE10230	CAEEL07239
OG0003522	DANRE17299, DANRE17298, DANRE17297	CAEEL06276
OG0003523	DANRE13372, DANRE26579, DANRE26580, DANRE13371, DANRE26578, DANRE13369, DANRE13370, DANRE26581	CAEEL18694
OG0003524	DANRE02746, DANRE02745, DANRE02747	CAEEL04264, CAEEL04265
OG0003526	DANRE05935, DANRE05934, DANRE02941, DANRE02942, DANRE02943, DANRE11038, DANRE11039, DANRE11037, DANRE17564	CAEEL16001
OG0003528	DANRE41938, DANRE41935, DANRE41937, DANRE41936	CAEEL00365
OG0003530	DANRE35714, DANRE35715, DANRE41750, DANRE41749, DANRE41748	CAEEL19423
OG0003531	DANRE11886, DANRE35312, DANRE35311, DANRE35310, DANRE07249, DANRE07248, DANRE11887	CAEEL15168, CAEEL18062
OG0003532	DANRE41953, DANRE41951, DANRE41952	CAEEL05027
OG0003538	DANRE11317	CAEEL11099
OG0003539	DANRE15875	CAEEL05895
OG0003541	DANRE13009, DANRE13008	CAEEL01632
OG0003542	DANRE24829, DANRE24828, DANRE24825, DANRE24826, DANRE24827	CAEEL01115
OG0003543	DANRE38886, DANRE10232	CAEEL08637
OG0003544	DANRE09057, DANRE09055, DANRE09056, DANRE17347	CAEEL06236, CAEEL08896
OG0003545	DANRE29386, DANRE30468	CAEEL12984
OG0003548	DANRE39407, DANRE16310	CAEEL19888
OG0003550	DANRE14900, DANRE35543, DANRE35542	CAEEL06728
OG0003551	DANRE16754, DANRE19012, DANRE20957	CAEEL05919
OG0003552	DANRE26596, DANRE40134, DANRE40135, DANRE40136	CAEEL18151
OG0003554	DANRE01464, DANRE01465, DANRE01463, DANRE05784	CAEEL05099
OG0003556	DANRE18452, DANRE22626, DANRE22624, DANRE22625, DANRE40295	CAEEL11919
OG0003560	DANRE10897, DANRE10896, DANRE10898	CAEEL04113
OG0003561	DANRE17387, DANRE24268	CAEEL01643
OG0003562	DANRE41112, DANRE41113, DANRE15063, DANRE10483	CAEEL19208, CAEEL04183
OG0003563	DANRE03372, DANRE03371	CAEEL07782
OG0003564	DANRE34009, DANRE35412, DANRE35411, DANRE06720	CAEEL18104
OG0003566	DANRE25553	CAEEL04246
OG0003566	DANRE39313, DANRE25552	CAEEL04245
OG0003567	DANRE29406, DANRE29405	CAEEL15549
OG0003569	DANRE22491, DANRE25140, DANRE31204, DANRE20629	CAEEL10722
OG0003570	DANRE27969, DANRE27968, DANRE27970	CAEEL08761
OG0003571	DANRE09814, DANRE02349, DANRE12394, DANRE12393	CAEEL00659
OG0003573	DANRE28941, DANRE28942, DANRE28940	CAEEL10174, CAEEL18886
OG0003577	DANRE09820, DANRE09819	CAEEL07169
OG0003578	DANRE34970	CAEEL08037
OG0003579	DANRE33558, DANRE01556, DANRE33559	CAEEL10103
OG0003581	DANRE00804	CAEEL04793, CAEEL19859, CAEEL09422
OG0003582	DANRE40963, DANRE02380, DANRE02379	CAEEL10165, CAEEL10958
OG0003585	DANRE23537, DANRE09077, DANRE09076, DANRE28300, DANRE23249, DANRE22529, DANRE22528, DANRE23536	CAEEL19947
OG0003587	DANRE08794	CAEEL01025
OG0003597	DANRE38639, DANRE38640	CAEEL05204
OG0003598	DANRE19280, DANRE19281	CAEEL20069
OG0003599	DANRE38092, DANRE38093, DANRE38091	CAEEL01022
OG0003603	DANRE03093	CAEEL00903
OG0003604	DANRE20298, DANRE08319, DANRE40835, DANRE29646	CAEEL08873
OG0003607	DANRE04316, DANRE04314, DANRE04315	CAEEL05764
OG0003611	DANRE07270	CAEEL15351
OG0003612	DANRE08753, DANRE08754	CAEEL12107
OG0003613	DANRE02664, DANRE39801, DANRE39802, DANRE02439	CAEEL10330
OG0003615	DANRE28288, DANRE01856, DANRE01857	CAEEL04572
OG0003617	DANRE41693, DANRE41694	CAEEL08768, CAEEL00622
OG0003618	DANRE24326	CAEEL10379
OG0003619	DANRE07157	CAEEL19948, CAEEL09130
OG0003620	DANRE23470, DANRE23467, DANRE23468, DANRE23469	CAEEL05074
OG0003621	DANRE00821	CAEEL18738
OG0003623	DANRE09047	CAEEL11847
OG0003624	DANRE01669, DANRE01670	CAEEL11456
OG0003626	DANRE09128, DANRE09127	CAEEL01251
OG0003629	DANRE07526, DANRE07525	CAEEL18064
OG0003630	DANRE03159, DANRE03160, DANRE03158	CAEEL01945
OG0003632	DANRE02527, DANRE24456	CAEEL04287
OG0003634	DANRE40258, DANRE40257	CAEEL05819, CAEEL05206, CAEEL08505
OG0003638	DANRE17696, DANRE17697, DANRE10884	CAEEL14206
OG0003640	DANRE21358	CAEEL01151
OG0003641	DANRE09735, DANRE37139	CAEEL02290
OG0003644	DANRE34251, DANRE34253, DANRE34252	CAEEL07060
OG0003645	DANRE28492, DANRE30536	CAEEL08952
OG0003646	DANRE12206, DANRE12205	CAEEL04268
OG0003647	DANRE34807, DANRE19073	CAEEL08061
OG0003649	DANRE20924, DANRE20925	CAEEL02106
OG0003650	DANRE43429	CAEEL01596
OG0003652	DANRE19740, DANRE19741, DANRE08247, DANRE08248, DANRE18541	CAEEL00198, CAEEL00197
OG0003655	DANRE17873, DANRE01135	CAEEL01543
OG0003656	DANRE13213, DANRE13214, DANRE09925	CAEEL00717
OG0003657	DANRE35762, DANRE35761, DANRE35760, DANRE41443, DANRE41444, DANRE41442	CAEEL18724
OG0003658	DANRE09535, DANRE14324, DANRE14323, DANRE14322	CAEEL17892
OG0003659	DANRE29175, DANRE29174, DANRE29172, DANRE29173	CAEEL00820
OG0003660	DANRE04952, DANRE04951, DANRE04374, DANRE04375	CAEEL11348
OG0003661	DANRE37093, DANRE37094	CAEEL11758
OG0003664	DANRE28770, DANRE28769	CAEEL10164
OG0003667	DANRE20304, DANRE20305, DANRE08259, DANRE08261, DANRE08260, DANRE33525	CAEEL14775
OG0003668	DANRE12750	CAEEL09161, CAEEL09163
OG0003669	DANRE15781, DANRE15782	CAEEL08786, CAEEL08784
OG0003672	DANRE03570, DANRE03571	CAEEL12653
OG0003676	DANRE39857	CAEEL00672
OG0003677	DANRE42049, DANRE38826, DANRE38825, DANRE28975	CAEEL08632
OG0003678	DANRE27131, DANRE27133, DANRE27132, DANRE29806, DANRE29807	CAEEL03764
OG0003679	DANRE42539, DANRE42541, DANRE42540, DANRE39212	CAEEL14380
OG0003680	DANRE01725, DANRE35666, DANRE42127, DANRE42126	CAEEL10627
OG0003681	DANRE12417, DANRE25412, DANRE25413, DANRE39449	CAEEL03276
OG0003686	DANRE12684, DANRE12685	CAEEL01983
OG0003688	DANRE39820, DANRE39819, DANRE39818	CAEEL03025
OG0003689	DANRE13806, DANRE02010, DANRE02009, DANRE14314, DANRE35759, DANRE41448	CAEEL07514
OG0003690	DANRE11515, DANRE11514	CAEEL08798
OG0003692	DANRE01457, DANRE01458, DANRE41224, DANRE41225, DANRE20247	CAEEL09322
OG0003693	DANRE31444, DANRE31443, DANRE41258	CAEEL09517
OG0003694	DANRE09191, DANRE09192, DANRE09193	CAEEL08779
OG0003695	DANRE35139, DANRE35387, DANRE17667, DANRE17668	CAEEL18980
OG0003696	DANRE24939, DANRE24937, DANRE24938, DANRE24941	CAEEL15341
OG0003697	DANRE29085, DANRE29084, DANRE04036	CAEEL07546
OG0003698	DANRE05742, DANRE41164	CAEEL05872
OG0003700	DANRE36114, DANRE43116, DANRE30469, DANRE30470, DANRE30471, DANRE36113	CAEEL08489
OG0003701	DANRE42586, DANRE42585, DANRE42588, DANRE42587	CAEEL04838
OG0003702	DANRE04621, DANRE04774, DANRE05652, DANRE05653	CAEEL19917
OG0003704	DANRE16910, DANRE26809, DANRE26810	CAEEL02747
OG0003708	DANRE11487, DANRE11489, DANRE11488, DANRE11485, DANRE11486	CAEEL02697, CAEEL19979
OG0003710	DANRE33869, DANRE33868, DANRE24366, DANRE24365	CAEEL05057
OG0003712	DANRE28597, DANRE15505	CAEEL12274
OG0003716	DANRE02645, DANRE02644	CAEEL00239
OG0003718	DANRE35702, DANRE35699, DANRE35700, DANRE35701, DANRE35698	CAEEL00456
OG0003719	DANRE09387	CAEEL01088
OG0003721	DANRE11800, DANRE06295, DANRE06296	CAEEL19092
OG0003724	DANRE41054	CAEEL04996
OG0003725	DANRE39997, DANRE39998, DANRE28902, DANRE23715	CAEEL04639
OG0003727	DANRE13820, DANRE13821, DANRE09248	CAEEL20128
OG0003729	DANRE35811	CAEEL01397
OG0003729	DANRE35810	CAEEL16477
OG0003731	DANRE01973, DANRE01974	CAEEL14842
OG0003732	DANRE41533, DANRE41532	CAEEL10948
