Orthogroup	APOSJ_ok	DANRE
OG0003439	APOSJ_62344, APOSJ_30526, APOSJ_30524	DANRE35606, DANRE35605, DANRE35604, DANRE35607, DANRE36234, DANRE36232, DANRE36233, DANRE36235
OG0003441	APOSJ_57100, APOSJ_55744, APOSJ_44521, APOSJ_48084, APOSJ_48065, APOSJ_42164, APOSJ_64547, APOSJ_48090, APOSJ_48073, APOSJ_42165	DANRE31537, DANRE31538, DANRE31536, DANRE31539, DANRE02227
OG0003442	APOSJ_57203, APOSJ_31276	DANRE38103, DANRE19200, DANRE02920, DANRE36343
OG0003443	APOSJ_51731, APOSJ_29125, APOSJ_29126, APOSJ_29124	DANRE03345, DANRE05497
OG0003445	APOSJ_56147, APOSJ_56146	DANRE19529, DANRE19528
OG0003447	APOSJ_32799, APOSJ_02909, APOSJ_22891	DANRE31018, DANRE31019
OG0003448	APOSJ_55045, APOSJ_55046	DANRE38893
OG0003449	APOSJ_45224, APOSJ_45223	DANRE38813
OG0003450	APOSJ_50911, APOSJ_48555, APOSJ_44587, APOSJ_64002, APOSJ_64000, APOSJ_61853, APOSJ_50910, APOSJ_61854, APOSJ_64001, APOSJ_61855, APOSJ_36182	DANRE27355
OG0003451	APOSJ_13827, APOSJ_65399, APOSJ_21500, APOSJ_13828, APOSJ_65408, APOSJ_37443, APOSJ_36988, APOSJ_65403	DANRE42271
OG0003452	APOSJ_44164, APOSJ_44163, APOSJ_44165, APOSJ_23561	DANRE05237, DANRE05236
OG0003453	APOSJ_29872	DANRE33702, DANRE33701
OG0003454	APOSJ_50587	DANRE29968, DANRE29967, DANRE09859, DANRE03480
OG0003455	APOSJ_62454	DANRE22409
OG0003456	APOSJ_61395, APOSJ_39505, APOSJ_61391, APOSJ_61394, APOSJ_61392, APOSJ_61393	DANRE28799, DANRE43150, DANRE15409, DANRE15410, DANRE30024, DANRE30026, DANRE30025
OG0003458	APOSJ_14252	DANRE13525, DANRE13524
OG0003459	APOSJ_55064, APOSJ_40801	DANRE04665, DANRE04666, DANRE11726
OG0003460	APOSJ_61762	DANRE11271, DANRE11270
OG0003461	APOSJ_11251	DANRE36984
OG0003462	APOSJ_61238, APOSJ_40240, APOSJ_40241, APOSJ_61237, APOSJ_61236	DANRE30211
OG0003463	APOSJ_26680	DANRE10783, DANRE18440, DANRE18439, DANRE18438
OG0003464	APOSJ_23668, APOSJ_17824, APOSJ_23656, APOSJ_23661	DANRE03547, DANRE03548
OG0003465	APOSJ_38324, APOSJ_40009, APOSJ_38325, APOSJ_38328, APOSJ_38326, APOSJ_31820, APOSJ_38327, APOSJ_31821, APOSJ_38322, APOSJ_31819, APOSJ_38329, APOSJ_40006	DANRE35168, DANRE35169
OG0003466	APOSJ_23052	DANRE04060, DANRE04824, DANRE20160, DANRE06040, DANRE06041
OG0003467	APOSJ_64197, APOSJ_64196, APOSJ_64198	DANRE14132, DANRE14134, DANRE14133, DANRE14135
OG0003468	APOSJ_50367, APOSJ_50366, APOSJ_50363, APOSJ_50362	DANRE11504, DANRE11503
OG0003469	APOSJ_55719, APOSJ_55718	DANRE14810, DANRE14808, DANRE14807, DANRE14809
OG0003470	APOSJ_50785, APOSJ_36009, APOSJ_36012, APOSJ_36008, APOSJ_36011, APOSJ_50787, APOSJ_36013, APOSJ_50781, APOSJ_36006, APOSJ_36007, APOSJ_36010, APOSJ_50783, APOSJ_50786, APOSJ_50784, APOSJ_50782	DANRE33636, DANRE33637
OG0003471	APOSJ_17808, APOSJ_19930, APOSJ_19931, APOSJ_46623, APOSJ_17809, APOSJ_17807, APOSJ_13612, APOSJ_13611, APOSJ_27339	DANRE04396, DANRE04397
OG0003472	APOSJ_40914, APOSJ_12293, APOSJ_12280, APOSJ_12292, APOSJ_12276, APOSJ_12295, APOSJ_12294	DANRE42905
OG0003473	APOSJ_42904, APOSJ_42906, APOSJ_42905, APOSJ_42903	DANRE13404
OG0003474	APOSJ_14679, APOSJ_14680	DANRE14141, DANRE14804
OG0003475	APOSJ_12646, APOSJ_12644, APOSJ_12645, APOSJ_12643, APOSJ_12642, APOSJ_12647	DANRE24337, DANRE24338
OG0003476	APOSJ_56013, APOSJ_58389, APOSJ_56018, APOSJ_56014, APOSJ_56019	DANRE31061
OG0003477	APOSJ_35125, APOSJ_35129, APOSJ_26366, APOSJ_26365	DANRE05139, DANRE05138
OG0003478	APOSJ_04734	DANRE11874, DANRE11876, DANRE11873, DANRE11875, DANRE11877
OG0003479	APOSJ_53984, APOSJ_53983, APOSJ_53982, APOSJ_53985	DANRE20647, DANRE36733, DANRE02669
OG0003480	APOSJ_07810, APOSJ_48944, APOSJ_07812	DANRE43412, DANRE43414, DANRE43413, DANRE36860
OG0003481	APOSJ_64732, APOSJ_53659	DANRE42759, DANRE42760
OG0003482	APOSJ_09857, APOSJ_14641, APOSJ_62163, APOSJ_14642, APOSJ_62164, APOSJ_14643, APOSJ_14639, APOSJ_14640, APOSJ_64958, APOSJ_14644, APOSJ_62165, APOSJ_64924	DANRE12605, DANRE12606, DANRE25490
OG0003483	APOSJ_56426, APOSJ_56424, APOSJ_56422	DANRE05923, DANRE05924, DANRE05925
OG0003485	APOSJ_13378, APOSJ_45484, APOSJ_45483, APOSJ_42479, APOSJ_45479, APOSJ_09606, APOSJ_45482, APOSJ_45485, APOSJ_58642, APOSJ_45481, APOSJ_42480, APOSJ_45480	DANRE31137
OG0003486	APOSJ_06971, APOSJ_31834, APOSJ_36459, APOSJ_31830, APOSJ_27840, APOSJ_31835, APOSJ_36453, APOSJ_36454, APOSJ_36451, APOSJ_36449, APOSJ_31836, APOSJ_02614, APOSJ_36455, APOSJ_36452, APOSJ_55158, APOSJ_31832	DANRE17309
OG0003488	APOSJ_46430, APOSJ_46429, APOSJ_46434, APOSJ_47017, APOSJ_46432, APOSJ_46435, APOSJ_47018, APOSJ_32284, APOSJ_46433, APOSJ_46431	DANRE24327
OG0003489	APOSJ_14050	DANRE11374, DANRE04492, DANRE04493
OG0003490	APOSJ_22697, APOSJ_22696	DANRE42249
OG0003491	APOSJ_03302, APOSJ_03301	DANRE06868, DANRE08758, DANRE16579, DANRE16578
OG0003492	APOSJ_54504, APOSJ_54500, APOSJ_54501, APOSJ_54503, APOSJ_54502, APOSJ_54505	DANRE01447, DANRE41235, DANRE41236, DANRE03530, DANRE03529, DANRE41237
OG0003495	APOSJ_21128	DANRE22502, DANRE23306, DANRE39202
OG0003497	APOSJ_02854, APOSJ_02856, APOSJ_02855, APOSJ_02857	DANRE08177, DANRE08176, DANRE34150, DANRE34151, DANRE08178, DANRE08179, DANRE34149
OG0003498	APOSJ_27522	DANRE15885, DANRE15884, DANRE15882, DANRE15883
OG0003499	APOSJ_09620, APOSJ_44781, APOSJ_44786, APOSJ_61997, APOSJ_09623, APOSJ_44779, APOSJ_44780, APOSJ_50143, APOSJ_44782, APOSJ_09619, APOSJ_26414, APOSJ_44789, APOSJ_09622, APOSJ_38315, APOSJ_09621, APOSJ_62003	DANRE25933
OG0003500	APOSJ_59360, APOSJ_59358, APOSJ_59359, APOSJ_59361	DANRE17365, DANRE17364
OG0003501	APOSJ_34944, APOSJ_33033, APOSJ_37508	DANRE21717, DANRE21718
OG0003502	APOSJ_20693, APOSJ_20695, APOSJ_20694	DANRE19909
OG0003503	APOSJ_26546, APOSJ_26545, APOSJ_26547	DANRE04139
OG0003504	APOSJ_14973	DANRE09341, DANRE09340, DANRE09339, DANRE09338
OG0003505	APOSJ_43745	DANRE25526, DANRE25525
OG0003506	APOSJ_09434, APOSJ_09433	DANRE20226, DANRE07785, DANRE15693, DANRE15694
OG0003507	APOSJ_31824, APOSJ_48709, APOSJ_31823, APOSJ_31822	DANRE26962, DANRE26963, DANRE40163, DANRE02096
OG0003508	APOSJ_01348, APOSJ_01347	DANRE24205, DANRE24206, DANRE27009
OG0003509	APOSJ_57120, APOSJ_62132, APOSJ_42699, APOSJ_42697, APOSJ_42700, APOSJ_42698	DANRE39373, DANRE39370, DANRE39371, DANRE33870, DANRE39372
OG0003511	APOSJ_63590, APOSJ_63588, APOSJ_63589	DANRE34748, DANRE34747
OG0003512	APOSJ_35947, APOSJ_35948	DANRE39649, DANRE33304
OG0003513	APOSJ_17806, APOSJ_17803	DANRE42231, DANRE42230, DANRE21349, DANRE21350, DANRE09800
OG0003514	APOSJ_51367, APOSJ_51366	DANRE02666, DANRE02665, DANRE36724, DANRE25580
OG0003515	APOSJ_29411	DANRE07283, DANRE07282, DANRE16347, DANRE16345, DANRE16346, DANRE16343, DANRE16344
OG0003516	APOSJ_49024, APOSJ_44090, APOSJ_44092, APOSJ_09725, APOSJ_49025, APOSJ_49023, APOSJ_44089, APOSJ_38055, APOSJ_38058, APOSJ_49022, APOSJ_49021, APOSJ_49019, APOSJ_49020, APOSJ_44091, APOSJ_09726, APOSJ_09721	DANRE11222
OG0003517	APOSJ_03436, APOSJ_03437, APOSJ_03438, APOSJ_03435	DANRE25023, DANRE25024, DANRE32952, DANRE32953
OG0003518	APOSJ_11964, APOSJ_11966	DANRE14130
OG0003519	APOSJ_07940, APOSJ_08823, APOSJ_08824, APOSJ_08822, APOSJ_62957, APOSJ_52402, APOSJ_07939, APOSJ_08825	DANRE10230
OG0003520	APOSJ_37439, APOSJ_14883, APOSJ_60708, APOSJ_31034, APOSJ_22167	DANRE11516
OG0003521	APOSJ_45511, APOSJ_28204, APOSJ_28205, APOSJ_28202, APOSJ_45513, APOSJ_28203	DANRE07880, DANRE07881
OG0003522	APOSJ_38533, APOSJ_41392, APOSJ_54241	DANRE17299, DANRE17298, DANRE17297
OG0003523	APOSJ_38644, APOSJ_62815	DANRE13372, DANRE26579, DANRE26580, DANRE13371, DANRE26578, DANRE13369, DANRE13370
OG0003524	APOSJ_32945, APOSJ_32943, APOSJ_32947, APOSJ_32944, APOSJ_32948, APOSJ_32946, APOSJ_32949, APOSJ_32950	DANRE02746, DANRE02745, DANRE02747
OG0003525	APOSJ_60338, APOSJ_01690	DANRE27714, DANRE27715
OG0003526	APOSJ_02851, APOSJ_01925, APOSJ_11862	DANRE05935, DANRE05934, DANRE02941, DANRE02942, DANRE02943, DANRE11038, DANRE11039, DANRE11037, DANRE17564
OG0003527	APOSJ_29449	DANRE12230, DANRE12229, DANRE01188, DANRE01187, DANRE01189
OG0003527	APOSJ_20682	DANRE12231, DANRE01190
OG0003528	APOSJ_11865, APOSJ_11867, APOSJ_11864, APOSJ_11866	DANRE41938, DANRE41935, DANRE41937, DANRE41936
OG0003529	APOSJ_52288	DANRE15370, DANRE15371, DANRE15369, DANRE29917
OG0003530	APOSJ_22332, APOSJ_22328, APOSJ_22331, APOSJ_22329, APOSJ_22330, APOSJ_18493	DANRE35714, DANRE35715, DANRE41750, DANRE41749, DANRE41748
OG0003531	APOSJ_27815, APOSJ_27816	DANRE11886, DANRE35312, DANRE35311, DANRE35310, DANRE07249, DANRE07248
OG0003532	APOSJ_12859, APOSJ_20021, APOSJ_15636, APOSJ_45999, APOSJ_24878, APOSJ_09308, APOSJ_09303, APOSJ_09305, APOSJ_54670, APOSJ_07088, APOSJ_21782	DANRE41953, DANRE41951, DANRE41952
OG0003533	APOSJ_43363, APOSJ_06858, APOSJ_61990, APOSJ_06857, APOSJ_06859, APOSJ_06856, APOSJ_06860	DANRE21269, DANRE21268
OG0003534	APOSJ_61555	DANRE02903, DANRE11809, DANRE11808, DANRE11807
OG0003535	APOSJ_52788, APOSJ_52787, APOSJ_52785	DANRE01473, DANRE41171, DANRE41170, DANRE03303, DANRE34688, DANRE34689
OG0003536	APOSJ_14777	DANRE23235, DANRE23236, DANRE11711
OG0003537	APOSJ_48379, APOSJ_48383, APOSJ_48382, APOSJ_48380, APOSJ_22821, APOSJ_44109, APOSJ_34498, APOSJ_48381	DANRE00475, DANRE00474
OG0003538	APOSJ_27043, APOSJ_47278, APOSJ_24562, APOSJ_27038, APOSJ_27040, APOSJ_47276, APOSJ_27037, APOSJ_24188, APOSJ_47277, APOSJ_47275, APOSJ_27039, APOSJ_47279, APOSJ_27042, APOSJ_27041	DANRE11317
OG0003539	APOSJ_13942, APOSJ_14999, APOSJ_13943, APOSJ_28976, APOSJ_15000, APOSJ_13941, APOSJ_14998, APOSJ_13940, APOSJ_15002, APOSJ_15001, APOSJ_15004, APOSJ_15003	DANRE15875
OG0003541	APOSJ_04774	DANRE13009, DANRE13008
OG0003542	APOSJ_39788, APOSJ_39789	DANRE24826, DANRE24827
OG0003543	APOSJ_34101	DANRE10232
OG0003544	APOSJ_21081	DANRE09057, DANRE09055, DANRE09056, DANRE17347
OG0003545	APOSJ_56610, APOSJ_56937, APOSJ_56931	DANRE29386, DANRE30468
OG0003546	APOSJ_01873, APOSJ_01872	DANRE35129, DANRE35130, DANRE35372, DANRE27446
OG0003547	APOSJ_16070	DANRE12351, DANRE13445, DANRE13444, DANRE13446, DANRE25756
OG0003548	APOSJ_00645, APOSJ_30958, APOSJ_30957, APOSJ_30955, APOSJ_30954, APOSJ_30956, APOSJ_62587, APOSJ_30959	DANRE39407, DANRE16310
OG0003549	APOSJ_56397, APOSJ_56398, APOSJ_34785	DANRE17328, DANRE17330, DANRE17329, DANRE40096, DANRE40095, DANRE40097
OG0003550	APOSJ_43269, APOSJ_43268	DANRE14900, DANRE35543, DANRE35542
OG0003551	APOSJ_23011	DANRE16754, DANRE19012, DANRE20957
OG0003552	APOSJ_12526, APOSJ_12527, APOSJ_12528, APOSJ_12529, APOSJ_12524, APOSJ_12530, APOSJ_12523, APOSJ_12525	DANRE26596, DANRE40134, DANRE40135, DANRE40136
OG0003553	APOSJ_13296, APOSJ_49900, APOSJ_13291, APOSJ_13297, APOSJ_49897, APOSJ_49898, APOSJ_49894, APOSJ_13295, APOSJ_49893, APOSJ_13293, APOSJ_49895, APOSJ_13294, APOSJ_13290, APOSJ_49896, APOSJ_49899, APOSJ_13298, APOSJ_18965, APOSJ_13292	DANRE34953, DANRE34952
OG0003554	APOSJ_54832	DANRE01464, DANRE01465, DANRE01463, DANRE05784
OG0003556	APOSJ_31011, APOSJ_04977	DANRE18452, DANRE22626, DANRE22624, DANRE22625, DANRE40295
OG0003557	APOSJ_28950, APOSJ_28951	DANRE33572, DANRE05211, DANRE05210
OG0003558	APOSJ_46903, APOSJ_43488, APOSJ_64026, APOSJ_43485, APOSJ_64033, APOSJ_43487, APOSJ_46904, APOSJ_06259, APOSJ_43486, APOSJ_43489, APOSJ_46905, APOSJ_43484	DANRE12166, DANRE12165, DANRE01863, DANRE01861, DANRE01862
OG0003560	APOSJ_15875	DANRE10895, DANRE10897, DANRE10896, DANRE10898
OG0003561	APOSJ_16281	DANRE17387, DANRE24268
OG0003562	APOSJ_16527, APOSJ_16528	DANRE41112, DANRE41113, DANRE15063, DANRE10483
OG0003563	APOSJ_36771	DANRE03372, DANRE03371
OG0003564	APOSJ_22081, APOSJ_22079, APOSJ_22080	DANRE34009, DANRE35412, DANRE35411, DANRE06720
OG0003565	APOSJ_38469, APOSJ_38886, APOSJ_49185, APOSJ_49183	DANRE41169, DANRE41168
OG0003566	APOSJ_23756, APOSJ_23755	DANRE39313, DANRE25552
OG0003567	APOSJ_26858, APOSJ_26859	DANRE29406, DANRE29405
OG0003568	APOSJ_04219, APOSJ_11473, APOSJ_11478, APOSJ_11479, APOSJ_11472, APOSJ_12091, APOSJ_12143, APOSJ_04220, APOSJ_11476, APOSJ_11480	DANRE40875, DANRE40876
OG0003569	APOSJ_19174, APOSJ_19175	DANRE25140, DANRE31204, DANRE20629
OG0003570	APOSJ_07061, APOSJ_07059, APOSJ_07060, APOSJ_23074	DANRE27969, DANRE27968, DANRE27970
OG0003571	APOSJ_29259, APOSJ_29260	DANRE09814, DANRE02349, DANRE12394, DANRE12393
OG0003572	APOSJ_60321, APOSJ_60322	DANRE06293, DANRE07588, DANRE19704, DANRE09005, DANRE06292, DANRE12089
OG0003573	APOSJ_04385, APOSJ_04381, APOSJ_04382, APOSJ_04383, APOSJ_04386, APOSJ_04384	DANRE28941, DANRE28942, DANRE28940
OG0003576	APOSJ_30810	DANRE22366, DANRE39120
OG0003577	APOSJ_53825, APOSJ_53826	DANRE09775, DANRE09820, DANRE09819
OG0003578	APOSJ_01112	DANRE34970
OG0003579	APOSJ_06615	DANRE33559
OG0003582	APOSJ_08826, APOSJ_56387, APOSJ_31300, APOSJ_31298	DANRE40963, DANRE02380, DANRE02379
OG0003597	APOSJ_58116, APOSJ_58112, APOSJ_58117, APOSJ_30348, APOSJ_13060, APOSJ_29762, APOSJ_58111, APOSJ_30350, APOSJ_30346, APOSJ_51920, APOSJ_58115, APOSJ_58114, APOSJ_39126, APOSJ_39127	DANRE38639, DANRE38640
OG0003598	APOSJ_09285, APOSJ_09284, APOSJ_09283	DANRE19280, DANRE19281
OG0003599	APOSJ_51609	DANRE38092, DANRE38093, DANRE38091
OG0003600	APOSJ_63300, APOSJ_63296, APOSJ_63297, APOSJ_63301, APOSJ_63294, APOSJ_45458, APOSJ_17617, APOSJ_17619, APOSJ_63295, APOSJ_63299, APOSJ_63298, APOSJ_52163	DANRE26177, DANRE26178
OG0003601	APOSJ_53543	DANRE13547, DANRE35781, DANRE35782
OG0003603	APOSJ_16153, APOSJ_16154	DANRE03093
OG0003604	APOSJ_11206	DANRE20298, DANRE08319, DANRE40835, DANRE29646
OG0003607	APOSJ_37037, APOSJ_37038	DANRE04316, DANRE04314, DANRE04315
OG0003608	APOSJ_00224, APOSJ_60067, APOSJ_09361, APOSJ_00221, APOSJ_09360, APOSJ_09362, APOSJ_09358, APOSJ_00223, APOSJ_00222, APOSJ_09359, APOSJ_00220	DANRE21525, DANRE21526
OG0003610	APOSJ_41838	DANRE17750, DANRE17749, DANRE17751
OG0003611	APOSJ_58421	DANRE07270
OG0003612	APOSJ_10880, APOSJ_10881, APOSJ_10882	DANRE08753, DANRE08754
OG0003613	APOSJ_09180, APOSJ_09181, APOSJ_09179	DANRE02664, DANRE39801, DANRE39802, DANRE02439
OG0003615	APOSJ_63995, APOSJ_63996, APOSJ_63993, APOSJ_63994	DANRE28288, DANRE01856, DANRE01857
OG0003616	APOSJ_46947, APOSJ_46945, APOSJ_56448, APOSJ_46946, APOSJ_62998	DANRE01653, DANRE01652, DANRE22423, DANRE22422, DANRE40618
OG0003617	APOSJ_38825, APOSJ_38826	DANRE41693, DANRE41694
OG0003618	APOSJ_41380, APOSJ_58189, APOSJ_23320, APOSJ_61743, APOSJ_41378, APOSJ_52928, APOSJ_51639, APOSJ_41381, APOSJ_32988, APOSJ_52927, APOSJ_51640	DANRE24326
OG0003619	APOSJ_63145, APOSJ_33903, APOSJ_33902	DANRE07157
OG0003620	APOSJ_31171, APOSJ_31170, APOSJ_31168, APOSJ_63738, APOSJ_31172, APOSJ_31169	DANRE23467, DANRE23468, DANRE23469
OG0003621	APOSJ_00688, APOSJ_20627, APOSJ_20626, APOSJ_20625	DANRE00821
OG0003622	APOSJ_29152, APOSJ_29151, APOSJ_29153, APOSJ_51976	DANRE18315, DANRE10975
OG0003623	APOSJ_32094, APOSJ_32091, APOSJ_32093, APOSJ_39728, APOSJ_27217, APOSJ_50614, APOSJ_39732, APOSJ_39729, APOSJ_32087, APOSJ_32089, APOSJ_32090, APOSJ_27219, APOSJ_27220, APOSJ_50615, APOSJ_32086, APOSJ_27216, APOSJ_04033, APOSJ_27218, APOSJ_32092, APOSJ_32088	DANRE09047
OG0003627	APOSJ_14223, APOSJ_14224	DANRE21501, DANRE01204, DANRE01205
OG0003628	APOSJ_61936, APOSJ_09989, APOSJ_09988	DANRE12190, DANRE12189, DANRE12188, DANRE25898, DANRE34577, DANRE25897
OG0003630	APOSJ_00695, APOSJ_00696, APOSJ_00693, APOSJ_00692, APOSJ_00694	DANRE03159, DANRE03160, DANRE03158
OG0003631	APOSJ_50747, APOSJ_59918	DANRE20236
OG0003632	APOSJ_47100	DANRE02527, DANRE24456
OG0003633	APOSJ_19883	DANRE00949, DANRE00948, DANRE00950, DANRE00947
OG0003635	APOSJ_04083	DANRE06305, DANRE06306, DANRE06304
OG0003636	APOSJ_33666, APOSJ_06255, APOSJ_62298, APOSJ_62294, APOSJ_37331, APOSJ_62296, APOSJ_62297, APOSJ_62292, APOSJ_62295, APOSJ_45930, APOSJ_37332, APOSJ_37330	DANRE02585, DANRE02586
OG0003638	APOSJ_08758, APOSJ_20093	DANRE17696, DANRE17697, DANRE10884
OG0003639	APOSJ_09402, APOSJ_09401	DANRE01131
OG0003640	APOSJ_37892, APOSJ_37893	DANRE21358
OG0003641	APOSJ_05920, APOSJ_05922	DANRE09735, DANRE37139
OG0003642	APOSJ_38601, APOSJ_38600, APOSJ_38599, APOSJ_41842	DANRE25168, DANRE25167, DANRE15765
OG0003643	APOSJ_55403, APOSJ_55405, APOSJ_55402, APOSJ_08512	DANRE22737, DANRE22739, DANRE22738, DANRE22740
OG0003644	APOSJ_55993, APOSJ_55994	DANRE34251, DANRE34253, DANRE34252
OG0003645	APOSJ_37449	DANRE28492, DANRE30536
OG0003646	APOSJ_23541, APOSJ_23542, APOSJ_23537, APOSJ_23543, APOSJ_23535, APOSJ_23540, APOSJ_23536, APOSJ_27104, APOSJ_23539, APOSJ_23538	DANRE12206, DANRE12205
OG0003647	APOSJ_49067, APOSJ_49068, APOSJ_49065, APOSJ_49066	DANRE34807, DANRE19073
OG0003648	APOSJ_09163, APOSJ_09164, APOSJ_09166, APOSJ_09162, APOSJ_09161, APOSJ_09165	DANRE11773, DANRE11774
OG0003649	APOSJ_60879, APOSJ_60878, APOSJ_60881, APOSJ_56606, APOSJ_60876, APOSJ_56605, APOSJ_60882, APOSJ_56608, APOSJ_60880, APOSJ_15298	DANRE20924
OG0003650	APOSJ_45185	DANRE43429
OG0003651	APOSJ_05909, APOSJ_37499, APOSJ_05907, APOSJ_05912, APOSJ_05908, APOSJ_05911	DANRE22669, DANRE22670, DANRE39196, DANRE39195
OG0003652	APOSJ_29336, APOSJ_00750, APOSJ_29335, APOSJ_29333, APOSJ_29338, APOSJ_29334	DANRE19740, DANRE19741, DANRE08247, DANRE08248, DANRE18541
OG0003653	APOSJ_08528	DANRE14179, DANRE14177, DANRE14178, DANRE38622, DANRE38058
OG0003654	APOSJ_46134, APOSJ_46135	DANRE24374, DANRE24376, DANRE24375
OG0003655	APOSJ_23658, APOSJ_18181, APOSJ_23659	DANRE17873, DANRE01135
OG0003656	APOSJ_33366, APOSJ_33372, APOSJ_12381, APOSJ_60063, APOSJ_60064	DANRE13213, DANRE13214, DANRE09925
OG0003657	APOSJ_51021, APOSJ_02905, APOSJ_02906, APOSJ_02903	DANRE35762, DANRE35761, DANRE35760, DANRE41443, DANRE41444, DANRE41442
OG0003658	APOSJ_36597, APOSJ_28693	DANRE09535, DANRE14324, DANRE14323, DANRE14322
OG0003659	APOSJ_21711	DANRE29175, DANRE29174, DANRE29172, DANRE29173
OG0003660	APOSJ_08560, APOSJ_08561	DANRE04952, DANRE04951, DANRE04374, DANRE04375
OG0003662	APOSJ_51160, APOSJ_11554	DANRE11824, DANRE11823, DANRE19340, DANRE34693, DANRE34694
OG0003663	APOSJ_35375, APOSJ_35370, APOSJ_04955, APOSJ_35371, APOSJ_21861, APOSJ_35369, APOSJ_04956, APOSJ_04952, APOSJ_30850, APOSJ_14972, APOSJ_35368, APOSJ_35372	DANRE20138, DANRE04641, DANRE04640, DANRE06217, DANRE06216, DANRE20137
OG0003664	APOSJ_04762, APOSJ_04763	DANRE28770, DANRE28769
OG0003665	APOSJ_49931, APOSJ_22988	DANRE35842
OG0003666	APOSJ_22692	DANRE10552, DANRE10553, DANRE18264, DANRE26861
OG0003669	APOSJ_12392, APOSJ_12390, APOSJ_12393, APOSJ_12389	DANRE15781, DANRE15782
OG0003671	APOSJ_03493, APOSJ_03495, APOSJ_03496, APOSJ_03494	DANRE03115, DANRE05428, DANRE05429, DANRE20214
OG0003672	APOSJ_16743, APOSJ_43097, APOSJ_43093, APOSJ_16742, APOSJ_43094, APOSJ_43091, APOSJ_04069, APOSJ_16745, APOSJ_43096, APOSJ_43095, APOSJ_43092	DANRE03570, DANRE03571
OG0003674	APOSJ_60765, APOSJ_57464, APOSJ_57468, APOSJ_14240, APOSJ_20112, APOSJ_20113, APOSJ_14239, APOSJ_14241, APOSJ_57470, APOSJ_46123	DANRE36174
OG0003675	APOSJ_02105, APOSJ_02107, APOSJ_02106, APOSJ_02102, APOSJ_02108, APOSJ_02103, APOSJ_02104	DANRE09100, DANRE09099, DANRE09098, DANRE09102, DANRE09101, DANRE09097
OG0003677	APOSJ_63538	DANRE42049, DANRE38826, DANRE38825, DANRE28975
OG0003678	APOSJ_05396	DANRE27131, DANRE27133, DANRE27132, DANRE29806, DANRE29807
OG0003679	APOSJ_61299, APOSJ_40884	DANRE42539, DANRE42541, DANRE42540, DANRE39212
OG0003680	APOSJ_00568, APOSJ_00569	DANRE01725, DANRE35666, DANRE42127, DANRE42126
OG0003681	APOSJ_48058, APOSJ_48057, APOSJ_32259, APOSJ_48059	DANRE12417, DANRE25412, DANRE25413, DANRE39449
OG0003682	APOSJ_56030	DANRE08998, DANRE18739
OG0003683	APOSJ_16704, APOSJ_56879	DANRE01520, DANRE01519
OG0003684	APOSJ_25969, APOSJ_25971	DANRE24181, DANRE24179, DANRE24178, DANRE24180
OG0003685	APOSJ_42667, APOSJ_42670, APOSJ_01529, APOSJ_42669, APOSJ_42668	DANRE13195, DANRE13196
OG0003686	APOSJ_43211	DANRE12684, DANRE12685
OG0003688	APOSJ_26717, APOSJ_47129	DANRE39820, DANRE39819, DANRE39818
OG0003689	APOSJ_25714, APOSJ_25713	DANRE13806, DANRE02010, DANRE02009, DANRE14314, DANRE35759, DANRE41448
OG0003690	APOSJ_32760	DANRE11515, DANRE11514
OG0003691	APOSJ_20048, APOSJ_20051, APOSJ_20050, APOSJ_20049, APOSJ_36955	DANRE15708, DANRE15710, DANRE15711, DANRE15709
OG0003692	APOSJ_36675, APOSJ_36676	DANRE01457, DANRE01458, DANRE41224, DANRE41225, DANRE20247
OG0003693	APOSJ_38592	DANRE31444, DANRE31443, DANRE41258
OG0003694	APOSJ_47953, APOSJ_07614, APOSJ_50346, APOSJ_45550, APOSJ_50345, APOSJ_07613, APOSJ_50347	DANRE09191, DANRE09192, DANRE09193
OG0003695	APOSJ_11769, APOSJ_18638	DANRE35139, DANRE35387, DANRE17667, DANRE17668
OG0003696	APOSJ_64668, APOSJ_64669, APOSJ_12262	DANRE24939, DANRE24937, DANRE24938, DANRE24941
OG0003697	APOSJ_29486, APOSJ_29484	DANRE04036
OG0003698	APOSJ_58545, APOSJ_58546, APOSJ_58544	DANRE05742, DANRE41164
OG0003700	APOSJ_18156, APOSJ_18155	DANRE43116, DANRE30469, DANRE30470, DANRE30471, DANRE36113
OG0003701	APOSJ_19104, APOSJ_19103, APOSJ_19105, APOSJ_19106, APOSJ_55915, APOSJ_55914	DANRE42586, DANRE42585, DANRE42588, DANRE42587
OG0003702	APOSJ_30962, APOSJ_59589, APOSJ_08837	DANRE04621, DANRE04774, DANRE05652, DANRE05653
OG0003703	APOSJ_14567, APOSJ_14568	DANRE16794, DANRE16793, DANRE03417
OG0003704	APOSJ_18927, APOSJ_18925	DANRE16910, DANRE26809, DANRE26810
OG0003706	APOSJ_07480, APOSJ_46991, APOSJ_07482, APOSJ_01299	DANRE14653, DANRE14652, DANRE08597
OG0003707	APOSJ_41770, APOSJ_62148	DANRE37652
OG0003708	APOSJ_63440, APOSJ_63444, APOSJ_53033, APOSJ_63442, APOSJ_63443	DANRE11487, DANRE11489, DANRE11488
OG0003709	APOSJ_03118, APOSJ_42938, APOSJ_42936, APOSJ_42937	DANRE38887, DANRE12499, DANRE12500, DANRE38889, DANRE38888
