Orthogroup	APOSJ_ok	ORYLA
OG0003183	APOSJ_55161, APOSJ_44506, APOSJ_44507, APOSJ_44505, APOSJ_44509	ORYLA16117, ORYLA02124
OG0003184	APOSJ_55407, APOSJ_55409, APOSJ_55410, APOSJ_55408	ORYLA01211, ORYLA07345
OG0003185	APOSJ_32400	ORYLA12363, ORYLA15072
OG0003187	APOSJ_30111, APOSJ_30112, APOSJ_30114, APOSJ_30113, APOSJ_02519	ORYLA12776
OG0003188	APOSJ_32903, APOSJ_32904	ORYLA12586, ORYLA14947
OG0003189	APOSJ_36317, APOSJ_04556, APOSJ_36316, APOSJ_04558, APOSJ_36318, APOSJ_36315	ORYLA04108
OG0003190	APOSJ_49718, APOSJ_49721, APOSJ_49724, APOSJ_49723, APOSJ_49719, APOSJ_49722, APOSJ_49720	ORYLA00506
OG0003191	APOSJ_11431, APOSJ_11427, APOSJ_11429, APOSJ_11434, APOSJ_11433, APOSJ_11430, APOSJ_11426, APOSJ_11428	ORYLA18538, ORYLA15754
OG0003192	APOSJ_58378, APOSJ_61697, APOSJ_61698, APOSJ_61696, APOSJ_61699, APOSJ_61700, APOSJ_61701, APOSJ_61695	ORYLA09709, ORYLA08386
OG0003193	APOSJ_00532	ORYLA12245, ORYLA09712
OG0003195	APOSJ_46035, APOSJ_32408, APOSJ_46033, APOSJ_46034, APOSJ_46038, APOSJ_46037, APOSJ_32407	ORYLA16742
OG0003196	APOSJ_52449, APOSJ_37298, APOSJ_52450, APOSJ_52451	ORYLA06022
OG0003197	APOSJ_57136, APOSJ_57140, APOSJ_57137, APOSJ_57134, APOSJ_09752, APOSJ_57138, APOSJ_57133, APOSJ_57139	ORYLA18639
OG0003199	APOSJ_06417, APOSJ_50357, APOSJ_06415, APOSJ_06416, APOSJ_06414, APOSJ_06418, APOSJ_40507, APOSJ_06413	ORYLA15973, ORYLA15714
OG0003200	APOSJ_56645, APOSJ_15587, APOSJ_15589	ORYLA05114
OG0003202	APOSJ_62049	ORYLA02354
OG0003203	APOSJ_10922, APOSJ_10923, APOSJ_10921, APOSJ_10920	ORYLA02126, ORYLA16448
OG0003204	APOSJ_55199, APOSJ_26853, APOSJ_26857, APOSJ_26856, APOSJ_26852, APOSJ_26855, APOSJ_26854, APOSJ_26850, APOSJ_28831, APOSJ_26851	ORYLA08375
OG0003205	APOSJ_26076	ORYLA12978, ORYLA12979, ORYLA17330
OG0003206	APOSJ_42271, APOSJ_57448, APOSJ_42268, APOSJ_42269, APOSJ_65050, APOSJ_42266, APOSJ_42272, APOSJ_65052, APOSJ_42267, APOSJ_42270	ORYLA16318
OG0003207	APOSJ_53468, APOSJ_53467	ORYLA14484, ORYLA19094
OG0003208	APOSJ_40495, APOSJ_40494	ORYLA13040
OG0003210	APOSJ_15249, APOSJ_15248	ORYLA02461, ORYLA06655
OG0003211	APOSJ_03604, APOSJ_03608, APOSJ_31045, APOSJ_09022, APOSJ_03606, APOSJ_31048, APOSJ_03603, APOSJ_22500	ORYLA20322
OG0003212	APOSJ_40742	ORYLA15489, ORYLA10940
OG0003213	APOSJ_62042, APOSJ_62043, APOSJ_62044	ORYLA06531
OG0003214	APOSJ_30849, APOSJ_30835	ORYLA09799
OG0003215	APOSJ_30430	ORYLA00108, ORYLA19619
OG0003216	APOSJ_46437, APOSJ_24532, APOSJ_45488, APOSJ_45489, APOSJ_50451	ORYLA19919, ORYLA19002, ORYLA05782
OG0003217	APOSJ_38588, APOSJ_25460, APOSJ_38604, APOSJ_38597	ORYLA13146, ORYLA02509
OG0003218	APOSJ_10871, APOSJ_10868, APOSJ_10873, APOSJ_47482, APOSJ_17947, APOSJ_03784, APOSJ_59373, APOSJ_17946, APOSJ_17951, APOSJ_10870, APOSJ_10869	ORYLA19022
OG0003219	APOSJ_51906	ORYLA07225, ORYLA00485
OG0003220	APOSJ_62682	ORYLA01985, ORYLA05947
OG0003221	APOSJ_53881, APOSJ_53880	ORYLA02164, ORYLA02047
OG0003222	APOSJ_53811, APOSJ_03374, APOSJ_42728	ORYLA15011, ORYLA12395, ORYLA09003
OG0003223	APOSJ_01786, APOSJ_01785	ORYLA15511
OG0003224	APOSJ_06577, APOSJ_55082, APOSJ_55083, APOSJ_55085	ORYLA08420
OG0003225	APOSJ_64620, APOSJ_18658, APOSJ_53640, APOSJ_53642, APOSJ_53639, APOSJ_34446, APOSJ_53641, APOSJ_64628, APOSJ_18935, APOSJ_53643	ORYLA19236, ORYLA19235
OG0003226	APOSJ_18811, APOSJ_03066, APOSJ_18809, APOSJ_03063, APOSJ_03064, APOSJ_03065	ORYLA12048
OG0003227	APOSJ_29380, APOSJ_29382, APOSJ_29379, APOSJ_29381	ORYLA15109
OG0003228	APOSJ_15473, APOSJ_15470	ORYLA10708
OG0003229	APOSJ_54883, APOSJ_05246, APOSJ_54880, APOSJ_05243, APOSJ_54882, APOSJ_05244, APOSJ_54881, APOSJ_14048, APOSJ_05245, APOSJ_05241, APOSJ_05242	ORYLA07923, ORYLA01487
OG0003230	APOSJ_24729, APOSJ_40527, APOSJ_40529, APOSJ_40528, APOSJ_40525, APOSJ_40524, APOSJ_40531, APOSJ_24730, APOSJ_40530, APOSJ_40523, APOSJ_40526, APOSJ_24731	ORYLA08114
OG0003234	APOSJ_35347	ORYLA01163
OG0003235	APOSJ_56012, APOSJ_56016	ORYLA20268
OG0003237	APOSJ_05354, APOSJ_46295	ORYLA04328, ORYLA07454, ORYLA09177
OG0003238	APOSJ_13700, APOSJ_50826, APOSJ_13694, APOSJ_56279, APOSJ_13702, APOSJ_56278, APOSJ_32202, APOSJ_50828, APOSJ_56280, APOSJ_50829, APOSJ_56282, APOSJ_50824, APOSJ_50825, APOSJ_50827, APOSJ_50830, APOSJ_56281	ORYLA12178
OG0003239	APOSJ_55600, APOSJ_55604, APOSJ_23595, APOSJ_29631, APOSJ_23590, APOSJ_29635, APOSJ_55602, APOSJ_23589, APOSJ_40825, APOSJ_55606, APOSJ_55607, APOSJ_56527, APOSJ_55603, APOSJ_23594, APOSJ_56504, APOSJ_29632, APOSJ_29634, APOSJ_55605, APOSJ_09653, APOSJ_17814, APOSJ_29633, APOSJ_17813, APOSJ_23593	ORYLA15027
OG0003240	APOSJ_51092	ORYLA15566, ORYLA13941, ORYLA16395
OG0003250	APOSJ_16548, APOSJ_56142, APOSJ_56534, APOSJ_56535	ORYLA11719, ORYLA16208
OG0003251	APOSJ_54466	ORYLA05486, ORYLA12659
OG0003252	APOSJ_51617	ORYLA11431, ORYLA10758
OG0003253	APOSJ_36002	ORYLA14109, ORYLA17719, ORYLA12706
OG0003254	APOSJ_62720, APOSJ_62718, APOSJ_62717, APOSJ_62719	ORYLA01055
OG0003255	APOSJ_37992, APOSJ_37996, APOSJ_50042, APOSJ_37991, APOSJ_37994, APOSJ_37989, APOSJ_37995, APOSJ_50045, APOSJ_50044, APOSJ_37993, APOSJ_37909, APOSJ_50043, APOSJ_37990	ORYLA01639
OG0003258	APOSJ_29538, APOSJ_29539, APOSJ_54086, APOSJ_00171, APOSJ_16181, APOSJ_29536, APOSJ_54083, APOSJ_29537	ORYLA13111
OG0003259	APOSJ_15841, APOSJ_15837, APOSJ_09994, APOSJ_15839, APOSJ_15838, APOSJ_09993, APOSJ_41545, APOSJ_15840, APOSJ_09995, APOSJ_41547, APOSJ_41546, APOSJ_41549, APOSJ_49815, APOSJ_34266, APOSJ_41548, APOSJ_41550, APOSJ_41551, APOSJ_15836, APOSJ_15835	ORYLA17769
OG0003260	APOSJ_08169, APOSJ_08171, APOSJ_08170, APOSJ_08167, APOSJ_08168, APOSJ_08166	ORYLA13208, ORYLA02958
OG0003261	APOSJ_41161, APOSJ_41164, APOSJ_41163, APOSJ_41162	ORYLA06345, ORYLA06344, ORYLA06346, ORYLA03623
OG0003262	APOSJ_22581, APOSJ_22582	ORYLA04363, ORYLA17978
OG0003263	APOSJ_41168	ORYLA05786
OG0003264	APOSJ_26140, APOSJ_26142, APOSJ_33770, APOSJ_26141	ORYLA08989, ORYLA06289
OG0003265	APOSJ_34472, APOSJ_17018, APOSJ_49524, APOSJ_34474, APOSJ_49518, APOSJ_17020, APOSJ_34469, APOSJ_34470	ORYLA14054, ORYLA11239
OG0003266	APOSJ_61414, APOSJ_61413	ORYLA03848, ORYLA04542
OG0003267	APOSJ_30035, APOSJ_30027, APOSJ_30031, APOSJ_30028, APOSJ_30029, APOSJ_30034, APOSJ_30033, APOSJ_30030, APOSJ_30032	ORYLA19756
OG0003268	APOSJ_65180, APOSJ_65183, APOSJ_65174, APOSJ_51480, APOSJ_20455, APOSJ_20454, APOSJ_65185, APOSJ_20452, APOSJ_20456, APOSJ_20453	ORYLA01959
OG0003269	APOSJ_20442, APOSJ_20443, APOSJ_20445, APOSJ_65142, APOSJ_20440	ORYLA07800, ORYLA16726
OG0003270	APOSJ_39577, APOSJ_47534, APOSJ_39578	ORYLA14592
OG0003272	APOSJ_62776, APOSJ_62775	ORYLA19655, ORYLA19654, ORYLA07229
OG0003275	APOSJ_33405, APOSJ_11411, APOSJ_33404, APOSJ_08128, APOSJ_11412	ORYLA09029, ORYLA13943
OG0003276	APOSJ_40980, APOSJ_40981	ORYLA07362, ORYLA10391, ORYLA00852, ORYLA11438
OG0003277	APOSJ_64925	ORYLA20336, ORYLA15828, ORYLA13998
OG0003278	APOSJ_56401	ORYLA12553
OG0003279	APOSJ_49088, APOSJ_44687, APOSJ_44688, APOSJ_44689	ORYLA01238
OG0003280	APOSJ_05123, APOSJ_33236	ORYLA05574
OG0003282	APOSJ_00228, APOSJ_00227	ORYLA04149, ORYLA01430
OG0003283	APOSJ_14970	ORYLA19093
OG0003286	APOSJ_25492, APOSJ_25491, APOSJ_25493	ORYLA16774
OG0003287	APOSJ_35942	ORYLA15508, ORYLA11362
OG0003288	APOSJ_00605, APOSJ_00604, APOSJ_00602, APOSJ_00603	ORYLA04254
OG0003289	APOSJ_43060	ORYLA09052, ORYLA09053, ORYLA15034, ORYLA12726
OG0003290	APOSJ_53361	ORYLA06270, ORYLA06269
OG0003291	APOSJ_06987, APOSJ_38387, APOSJ_06993, APOSJ_38386, APOSJ_38383, APOSJ_06988, APOSJ_06990, APOSJ_40455, APOSJ_38389, APOSJ_44035, APOSJ_38382, APOSJ_06989, APOSJ_38388, APOSJ_40453, APOSJ_38385, APOSJ_38384, APOSJ_06986, APOSJ_06992	ORYLA04004
OG0003293	APOSJ_55383, APOSJ_55380, APOSJ_29797, APOSJ_29796	ORYLA14350
OG0003294	APOSJ_47167, APOSJ_46923, APOSJ_09688, APOSJ_01552, APOSJ_09683, APOSJ_26080, APOSJ_09685, APOSJ_26071	ORYLA12880
OG0003295	APOSJ_19312, APOSJ_22148, APOSJ_22150, APOSJ_22149	ORYLA04874, ORYLA19440
OG0003296	APOSJ_17865	ORYLA18095, ORYLA02301
OG0003297	APOSJ_30618	ORYLA16817
OG0003298	APOSJ_21365, APOSJ_21366, APOSJ_21369, APOSJ_31701, APOSJ_25496, APOSJ_21367, APOSJ_57916, APOSJ_15785, APOSJ_63798, APOSJ_01743, APOSJ_63835	ORYLA01355
OG0003299	APOSJ_54120, APOSJ_54121	ORYLA12913
OG0003301	APOSJ_13270, APOSJ_13273, APOSJ_13271, APOSJ_13272	ORYLA03284, ORYLA12501
OG0003302	APOSJ_56909	ORYLA01208
OG0003304	APOSJ_14274, APOSJ_14271, APOSJ_14272, APOSJ_24301, APOSJ_14270, APOSJ_14273	ORYLA05709
OG0003306	APOSJ_55395	ORYLA15915
OG0003307	APOSJ_03839, APOSJ_03837, APOSJ_03841, APOSJ_03840, APOSJ_23792, APOSJ_03838, APOSJ_03842, APOSJ_03836	ORYLA00404, ORYLA01512
OG0003310	APOSJ_31114, APOSJ_30062, APOSJ_39330, APOSJ_20545, APOSJ_57449, APOSJ_55151	ORYLA19305
OG0003311	APOSJ_37968	ORYLA01367, ORYLA08826, ORYLA06226
OG0003314	APOSJ_34487	ORYLA04286, ORYLA00307
OG0003315	APOSJ_44709	ORYLA05354
OG0003316	APOSJ_22523, APOSJ_13980, APOSJ_13981	ORYLA06489
OG0003317	APOSJ_63724	ORYLA00142
OG0003318	APOSJ_60634, APOSJ_60633, APOSJ_60632	ORYLA14596, ORYLA15728
OG0003319	APOSJ_58641	ORYLA15491, ORYLA07033
OG0003320	APOSJ_38819, APOSJ_48775, APOSJ_27049, APOSJ_07781, APOSJ_27047, APOSJ_27050, APOSJ_07780, APOSJ_48777, APOSJ_07782, APOSJ_27048, APOSJ_38820, APOSJ_27046, APOSJ_07778, APOSJ_07779, APOSJ_27044, APOSJ_27045	ORYLA17866
OG0003323	APOSJ_01721, APOSJ_01720	ORYLA02747
OG0003325	APOSJ_31506, APOSJ_31505, APOSJ_31507, APOSJ_31508	ORYLA08076, ORYLA04984
OG0003326	APOSJ_02365	ORYLA04931
OG0003327	APOSJ_54640	ORYLA02456, ORYLA06278
OG0003329	APOSJ_07960, APOSJ_43774, APOSJ_07953, APOSJ_43773	ORYLA17667, ORYLA02366
OG0003330	APOSJ_50342, APOSJ_30425, APOSJ_64177, APOSJ_50341, APOSJ_40087, APOSJ_48585	ORYLA14948
OG0003331	APOSJ_57011, APOSJ_57010, APOSJ_57008, APOSJ_57009	ORYLA03745
OG0003332	APOSJ_02848	ORYLA06788, ORYLA02078
OG0003335	APOSJ_08677, APOSJ_08675, APOSJ_08678, APOSJ_31091, APOSJ_23252, APOSJ_23251	ORYLA10536
OG0003336	APOSJ_28561	ORYLA13585, ORYLA16595, ORYLA17841
OG0003337	APOSJ_55482, APOSJ_08942, APOSJ_55484, APOSJ_55483, APOSJ_55485, APOSJ_25252	ORYLA20124
OG0003340	APOSJ_34485, APOSJ_34486, APOSJ_05198	ORYLA05123, ORYLA01941
OG0003341	APOSJ_45924	ORYLA00218
OG0003342	APOSJ_29624, APOSJ_29622	ORYLA05754, ORYLA12334
OG0003343	APOSJ_05903, APOSJ_05901	ORYLA03249
OG0003344	APOSJ_44660, APOSJ_44661, APOSJ_44656, APOSJ_44658, APOSJ_12791, APOSJ_44657	ORYLA11978
OG0003347	APOSJ_61426, APOSJ_13501, APOSJ_62825, APOSJ_13499, APOSJ_53359, APOSJ_19251, APOSJ_13500, APOSJ_53358, APOSJ_53357, APOSJ_53356, APOSJ_13502	ORYLA09885, ORYLA04679
OG0003348	APOSJ_36909, APOSJ_36910	ORYLA07117, ORYLA09434
OG0003349	APOSJ_31148, APOSJ_31149	ORYLA00427, ORYLA04988, ORYLA08086
OG0003351	APOSJ_37147	ORYLA14628
OG0003352	APOSJ_18566, APOSJ_18563	ORYLA08412, ORYLA10054
OG0003353	APOSJ_41464, APOSJ_41465, APOSJ_41463, APOSJ_59718	ORYLA10916
OG0003354	APOSJ_62214, APOSJ_41780, APOSJ_41782, APOSJ_41781, APOSJ_41778, APOSJ_41779	ORYLA19460, ORYLA19459, ORYLA00204
OG0003355	APOSJ_59542, APOSJ_57392, APOSJ_57388	ORYLA02544, ORYLA05076, ORYLA07720
OG0003356	APOSJ_58430, APOSJ_58431	ORYLA00555, ORYLA16745
OG0003357	APOSJ_32102, APOSJ_32646	ORYLA01325
OG0003358	APOSJ_05051, APOSJ_57073, APOSJ_41119, APOSJ_28856, APOSJ_05049, APOSJ_05047, APOSJ_05050, APOSJ_05052, APOSJ_05053, APOSJ_05045, APOSJ_05048, APOSJ_05046	ORYLA14258
OG0003359	APOSJ_58549, APOSJ_58548, APOSJ_58547, APOSJ_58550	ORYLA11531
OG0003360	APOSJ_56352	ORYLA10113
OG0003361	APOSJ_00610, APOSJ_27424, APOSJ_27425	ORYLA10105, ORYLA03006
OG0003364	APOSJ_19020, APOSJ_45760	ORYLA14543, ORYLA16352
OG0003365	APOSJ_53888, APOSJ_53889, APOSJ_42007	ORYLA11052, ORYLA14488
OG0003366	APOSJ_04282, APOSJ_04280, APOSJ_04281	ORYLA19482
OG0003367	APOSJ_01083	ORYLA19314
OG0003368	APOSJ_18080	ORYLA01157
OG0003369	APOSJ_46922	ORYLA17954, ORYLA05099
OG0003370	APOSJ_15527	ORYLA02169, ORYLA05635
OG0003372	APOSJ_07507	ORYLA13263, ORYLA19929
OG0003373	APOSJ_27159, APOSJ_27158, APOSJ_18321	ORYLA11155, ORYLA15306
OG0003374	APOSJ_06681, APOSJ_06684	ORYLA05369
OG0003375	APOSJ_38227, APOSJ_38228, APOSJ_38229	ORYLA17409
OG0003376	APOSJ_02960, APOSJ_02957, APOSJ_02962, APOSJ_02963, APOSJ_02959, APOSJ_02961, APOSJ_02958	ORYLA07502
OG0003377	APOSJ_10134, APOSJ_20954, APOSJ_10130, APOSJ_10136, APOSJ_00057, APOSJ_10137, APOSJ_16398, APOSJ_16397, APOSJ_37839, APOSJ_16399, APOSJ_10135, APOSJ_16400	ORYLA12102
OG0003378	APOSJ_58126	ORYLA12071
OG0003379	APOSJ_10196	ORYLA05666
OG0003380	APOSJ_34055, APOSJ_07322, APOSJ_07324, APOSJ_07321, APOSJ_34056, APOSJ_07326, APOSJ_07325, APOSJ_07323	ORYLA02294, ORYLA17353
OG0003381	APOSJ_25111	ORYLA10983, ORYLA12366
OG0003382	APOSJ_58634, APOSJ_52650, APOSJ_39445	ORYLA06657, ORYLA06055
OG0003383	APOSJ_18248, APOSJ_55840	ORYLA08272
OG0003384	APOSJ_31645, APOSJ_31642, APOSJ_31643, APOSJ_31644	ORYLA00693, ORYLA05038, ORYLA17993, ORYLA17992, ORYLA14121
OG0003385	APOSJ_43801, APOSJ_43811, APOSJ_20737, APOSJ_61918, APOSJ_61914, APOSJ_20736, APOSJ_20738, APOSJ_01605, APOSJ_61921, APOSJ_01220, APOSJ_61917, APOSJ_28525, APOSJ_01218, APOSJ_61919, APOSJ_01210, APOSJ_13897, APOSJ_61916	ORYLA16115
OG0003386	APOSJ_22721, APOSJ_22627, APOSJ_62015, APOSJ_62014, APOSJ_62013, APOSJ_36229	ORYLA06516, ORYLA12917
OG0003387	APOSJ_04175, APOSJ_12111, APOSJ_01954, APOSJ_04174	ORYLA16634
OG0003391	APOSJ_52096, APOSJ_52092, APOSJ_52095, APOSJ_52094, APOSJ_09559	ORYLA10703
OG0003392	APOSJ_23836	ORYLA00140, ORYLA00535
OG0003393	APOSJ_05723, APOSJ_20802, APOSJ_20798, APOSJ_29367, APOSJ_58697, APOSJ_20799, APOSJ_20801, APOSJ_47174, APOSJ_01488, APOSJ_20800, APOSJ_20803, APOSJ_30470, APOSJ_30459	ORYLA08548
OG0003394	APOSJ_58681, APOSJ_58682	ORYLA09650
OG0003396	APOSJ_43769, APOSJ_46583, APOSJ_43764, APOSJ_25368, APOSJ_46585, APOSJ_43771, APOSJ_46584, APOSJ_43766, APOSJ_43768, APOSJ_46582, APOSJ_46587, APOSJ_25370, APOSJ_43765, APOSJ_43767, APOSJ_43770, APOSJ_28750, APOSJ_46586, APOSJ_43772, APOSJ_25372, APOSJ_25371	ORYLA20291
OG0003419	APOSJ_49930, APOSJ_28655, APOSJ_49929, APOSJ_28653, APOSJ_43121, APOSJ_28654	ORYLA07674
OG0003420	APOSJ_35438, APOSJ_35436	ORYLA13381, ORYLA02466
OG0003421	APOSJ_62121, APOSJ_62118	ORYLA20432
OG0003422	APOSJ_60475, APOSJ_36170, APOSJ_65089, APOSJ_65088	ORYLA11143
OG0003424	APOSJ_53384, APOSJ_37437, APOSJ_37436	ORYLA16837
OG0003425	APOSJ_59503, APOSJ_59500, APOSJ_59499	ORYLA19551, ORYLA19552
OG0003426	APOSJ_54168, APOSJ_06465, APOSJ_06462, APOSJ_06463, APOSJ_06464	ORYLA01060
OG0003428	APOSJ_63827, APOSJ_61092, APOSJ_61091, APOSJ_63825, APOSJ_63826, APOSJ_61095, APOSJ_61094, APOSJ_55474, APOSJ_61093, APOSJ_63828, APOSJ_61096, APOSJ_61088	ORYLA07230
OG0003429	APOSJ_01497, APOSJ_34185	ORYLA15696
OG0003430	APOSJ_50132, APOSJ_08009, APOSJ_08010	ORYLA04134, ORYLA05926
OG0003431	APOSJ_55815, APOSJ_55814	ORYLA13930, ORYLA13647
OG0003432	APOSJ_34876, APOSJ_34872	ORYLA09229
OG0003433	APOSJ_08732, APOSJ_08734, APOSJ_08733	ORYLA04481
OG0003434	APOSJ_03266, APOSJ_23693, APOSJ_23694, APOSJ_03263, APOSJ_45087, APOSJ_23692, APOSJ_03260, APOSJ_03264, APOSJ_52653, APOSJ_03267, APOSJ_52820, APOSJ_03262	ORYLA08873
OG0003435	APOSJ_38352, APOSJ_40169	ORYLA11612, ORYLA10262
OG0003437	APOSJ_57851, APOSJ_30171, APOSJ_57852, APOSJ_57847, APOSJ_57854, APOSJ_37704	ORYLA16686, ORYLA18274, ORYLA16631
OG0003439	APOSJ_62344, APOSJ_30526, APOSJ_30524	ORYLA08660
OG0003441	APOSJ_57100, APOSJ_55744, APOSJ_44521, APOSJ_48084, APOSJ_48065, APOSJ_42164, APOSJ_64547, APOSJ_48090, APOSJ_48073, APOSJ_42165	ORYLA11240, ORYLA14053
OG0003442	APOSJ_57203, APOSJ_31276	ORYLA03904, ORYLA07561, ORYLA08501, ORYLA13557
OG0003443	APOSJ_51731, APOSJ_29125, APOSJ_29126, APOSJ_29124	ORYLA08295, ORYLA10121
OG0003444	APOSJ_20997, APOSJ_20996	ORYLA12477, ORYLA15139
OG0003445	APOSJ_56147, APOSJ_56146	ORYLA02950
OG0003448	APOSJ_55045, APOSJ_55046	ORYLA12750
OG0003449	APOSJ_45224, APOSJ_45223	ORYLA08945
OG0003450	APOSJ_50911, APOSJ_48555, APOSJ_44587, APOSJ_64002, APOSJ_64000, APOSJ_61853, APOSJ_50910, APOSJ_61854, APOSJ_64001, APOSJ_61855, APOSJ_36182	ORYLA06472
OG0003451	APOSJ_13827, APOSJ_65399, APOSJ_21500, APOSJ_13828, APOSJ_65408, APOSJ_37443, APOSJ_36988, APOSJ_65403	ORYLA09529
OG0003452	APOSJ_44164, APOSJ_44163, APOSJ_44165, APOSJ_23561	ORYLA05284
OG0003453	APOSJ_29872	ORYLA17585
OG0003454	APOSJ_50587	ORYLA16419, ORYLA05702, ORYLA07880
OG0003455	APOSJ_62454	ORYLA15928
OG0003456	APOSJ_61395, APOSJ_39505, APOSJ_61391, APOSJ_61394, APOSJ_61392, APOSJ_61393	ORYLA16281
OG0003459	APOSJ_55064, APOSJ_40801	ORYLA04696, ORYLA10058
OG0003460	APOSJ_61762	ORYLA20040, ORYLA04718
OG0003461	APOSJ_11251	ORYLA14029
OG0003462	APOSJ_61238, APOSJ_40240, APOSJ_40241, APOSJ_61237, APOSJ_61236	ORYLA16610
OG0003463	APOSJ_26680	ORYLA18517, ORYLA11792
OG0003464	APOSJ_23668, APOSJ_17824, APOSJ_23656, APOSJ_23661	ORYLA07795
OG0003465	APOSJ_38324, APOSJ_40009, APOSJ_38325, APOSJ_38328, APOSJ_38326, APOSJ_31820, APOSJ_38327, APOSJ_31821, APOSJ_38322, APOSJ_31819, APOSJ_38329, APOSJ_40006	ORYLA17241
OG0003466	APOSJ_23052	ORYLA08173, ORYLA02600, ORYLA01193
OG0003467	APOSJ_64197, APOSJ_64196, APOSJ_64198	ORYLA02217
OG0003468	APOSJ_50367, APOSJ_50366, APOSJ_50363, APOSJ_50362	ORYLA10155
OG0003469	APOSJ_55719, APOSJ_55718	ORYLA02002
OG0003470	APOSJ_50785, APOSJ_36009, APOSJ_36012, APOSJ_36008, APOSJ_36011, APOSJ_50787, APOSJ_36013, APOSJ_50781, APOSJ_36006, APOSJ_36007, APOSJ_36010, APOSJ_50783, APOSJ_50786, APOSJ_50784, APOSJ_50782	ORYLA17233
OG0003471	APOSJ_17808, APOSJ_19930, APOSJ_19931, APOSJ_46623, APOSJ_17809, APOSJ_17807, APOSJ_13612, APOSJ_13611, APOSJ_27339	ORYLA05163
OG0003472	APOSJ_40914, APOSJ_12293, APOSJ_12280, APOSJ_12292, APOSJ_12276, APOSJ_12295, APOSJ_12294	ORYLA09943
OG0003473	APOSJ_42904, APOSJ_42906, APOSJ_42905, APOSJ_42903	ORYLA03676
OG0003474	APOSJ_14679, APOSJ_14680	ORYLA05348, ORYLA01720, ORYLA01933
OG0003475	APOSJ_12646, APOSJ_12644, APOSJ_12645, APOSJ_12643, APOSJ_12642, APOSJ_12647	ORYLA09037
OG0003476	APOSJ_56013, APOSJ_58389, APOSJ_56018, APOSJ_56014, APOSJ_56019	ORYLA10956
OG0003477	APOSJ_35125, APOSJ_35129, APOSJ_26366, APOSJ_26365	ORYLA05136
OG0003478	APOSJ_04734	ORYLA10473
OG0003479	APOSJ_53984, APOSJ_53983, APOSJ_53982, APOSJ_53985	ORYLA19858, ORYLA19857, ORYLA19376, ORYLA14248
OG0003480	APOSJ_07810, APOSJ_48944, APOSJ_07812	ORYLA14009
OG0003481	APOSJ_64732, APOSJ_53659	ORYLA09851
OG0003482	APOSJ_09857, APOSJ_14641, APOSJ_62163, APOSJ_14642, APOSJ_62164, APOSJ_14643, APOSJ_14639, APOSJ_14640, APOSJ_64958, APOSJ_14644, APOSJ_62165, APOSJ_64924	ORYLA19870
OG0003483	APOSJ_56426, APOSJ_56424, APOSJ_56422	ORYLA05235
OG0003486	APOSJ_06971, APOSJ_31834, APOSJ_36459, APOSJ_31830, APOSJ_27840, APOSJ_31835, APOSJ_36453, APOSJ_36454, APOSJ_36451, APOSJ_36449, APOSJ_31836, APOSJ_02614, APOSJ_36455, APOSJ_36452, APOSJ_55158, APOSJ_31832	ORYLA11922
OG0003488	APOSJ_46430, APOSJ_46429, APOSJ_46434, APOSJ_47017, APOSJ_46432, APOSJ_46435, APOSJ_47018, APOSJ_32284, APOSJ_46433, APOSJ_46431	ORYLA09086
OG0003489	APOSJ_14050	ORYLA10608, ORYLA05128
OG0003490	APOSJ_22697, APOSJ_22696	ORYLA09588
OG0003491	APOSJ_03302, APOSJ_03301	ORYLA01435, ORYLA03786, ORYLA08768
OG0003492	APOSJ_54504, APOSJ_54500, APOSJ_54501, APOSJ_54503, APOSJ_54502, APOSJ_54505	ORYLA19071
OG0003495	APOSJ_21128	ORYLA15496, ORYLA20263, ORYLA20109
OG0003496	APOSJ_02291	ORYLA03579
OG0003497	APOSJ_02854, APOSJ_02856, APOSJ_02855, APOSJ_02857	ORYLA03780
OG0003498	APOSJ_27522	ORYLA00351
OG0003499	APOSJ_09620, APOSJ_44781, APOSJ_44786, APOSJ_61997, APOSJ_09623, APOSJ_44779, APOSJ_44780, APOSJ_50143, APOSJ_44782, APOSJ_09619, APOSJ_26414, APOSJ_44789, APOSJ_09622, APOSJ_38315, APOSJ_09621, APOSJ_62003	ORYLA14587
OG0003500	APOSJ_59360, APOSJ_59358, APOSJ_59359, APOSJ_59361	ORYLA11323
OG0003501	APOSJ_34944, APOSJ_33033, APOSJ_37508	ORYLA13017
OG0003502	APOSJ_20693, APOSJ_20695, APOSJ_20694	ORYLA03987
OG0003503	APOSJ_26546, APOSJ_26545, APOSJ_26547	ORYLA08311
OG0003504	APOSJ_14973	ORYLA00809, ORYLA05813, ORYLA05814
OG0003505	APOSJ_43745	ORYLA15188
OG0003506	APOSJ_09434, APOSJ_09433	ORYLA03663, ORYLA07315
OG0003507	APOSJ_31824, APOSJ_48709, APOSJ_31823, APOSJ_31822	ORYLA13206, ORYLA13567
OG0003508	APOSJ_01348, APOSJ_01347	ORYLA09159, ORYLA06715
OG0003509	APOSJ_57120, APOSJ_62132, APOSJ_42699, APOSJ_42697, APOSJ_42700, APOSJ_42698	ORYLA07419
OG0003510	APOSJ_44718, APOSJ_44720	ORYLA14280
OG0003511	APOSJ_63590, APOSJ_63588, APOSJ_63589	ORYLA17668
OG0003512	APOSJ_35947, APOSJ_35948	ORYLA17979, ORYLA14116
