Orthogroup	APOSJ_ok	DROME
OG0002073	APOSJ_48634, APOSJ_48635	DROME02887, DROME17696
OG0002074	APOSJ_39894	DROME01991, DROME01990, DROME21599
OG0002075	APOSJ_09915	DROME02656
OG0002075	APOSJ_11927, APOSJ_62783	DROME15499
OG0002076	APOSJ_31268, APOSJ_31267	DROME15179, DROME15178
OG0002077	APOSJ_43823	DROME13449, DROME13454, DROME13450, DROME13452, DROME13453, DROME13455, DROME13451, DROME13448, DROME13443, DROME13445, DROME13447, DROME13446, DROME13444
OG0002078	APOSJ_50570, APOSJ_50569, APOSJ_50568, APOSJ_50567	DROME10262, DROME10261, DROME10264, DROME10263, DROME10265
OG0002079	APOSJ_04020	DROME05628
OG0002080	APOSJ_64872, APOSJ_64871	DROME04483, DROME04484, DROME04485
OG0002081	APOSJ_59328	DROME20778
OG0002086	APOSJ_65241	DROME13913, DROME13914
OG0002087	APOSJ_50256, APOSJ_50255, APOSJ_50257, APOSJ_44986, APOSJ_34831	DROME20417, DROME20418
OG0002088	APOSJ_01094	DROME13167, DROME13168
OG0002090	APOSJ_33838, APOSJ_33837, APOSJ_33834, APOSJ_33835, APOSJ_33836	DROME21229
OG0002091	APOSJ_18507	DROME17168, DROME17169, DROME17167, DROME17170
OG0002093	APOSJ_57977, APOSJ_57978, APOSJ_57981, APOSJ_57979	DROME10388
OG0002097	APOSJ_61809, APOSJ_61810	DROME08772, DROME08771
OG0002101	APOSJ_43611, APOSJ_43614, APOSJ_07049, APOSJ_34535, APOSJ_54008, APOSJ_40599, APOSJ_46691, APOSJ_40596, APOSJ_43613, APOSJ_17281, APOSJ_07047, APOSJ_54005, APOSJ_17279, APOSJ_40597, APOSJ_43615, APOSJ_58476, APOSJ_40595, APOSJ_21903, APOSJ_40600, APOSJ_34536, APOSJ_07045, APOSJ_40598, APOSJ_17285	DROME06706, DROME06705, DROME16968
OG0002103	APOSJ_63012, APOSJ_63007, APOSJ_41925, APOSJ_41924	DROME11171, DROME20108
OG0002107	APOSJ_02190, APOSJ_17328, APOSJ_17322, APOSJ_07942, APOSJ_02187, APOSJ_17329, APOSJ_17327, APOSJ_17325, APOSJ_17326, APOSJ_02188, APOSJ_02189, APOSJ_02193, APOSJ_02194, APOSJ_17324, APOSJ_02195, APOSJ_17330, APOSJ_17331, APOSJ_02191, APOSJ_17323, APOSJ_02192	DROME12159
OG0002108	APOSJ_47225	DROME07243, DROME07242
OG0002122	APOSJ_55583, APOSJ_55582	DROME15052
OG0002123	APOSJ_15971, APOSJ_15972	DROME20895, DROME02760
OG0002125	APOSJ_43469	DROME20833, DROME20832, DROME20829, DROME20830, DROME20831, DROME20834, DROME20835
OG0002128	APOSJ_06783	DROME12011
OG0002131	APOSJ_60608, APOSJ_45858, APOSJ_52755, APOSJ_52754	DROME03421, DROME03420
OG0002134	APOSJ_17795, APOSJ_17794, APOSJ_17792, APOSJ_64413, APOSJ_17793, APOSJ_64416, APOSJ_64415, APOSJ_64414, APOSJ_17791, APOSJ_46460, APOSJ_64412, APOSJ_17790	DROME02377
OG0002135	APOSJ_00726, APOSJ_00724, APOSJ_00725, APOSJ_04446, APOSJ_07337, APOSJ_25326	DROME20033, DROME20034, DROME20032, DROME17825
OG0002137	APOSJ_54937, APOSJ_54935, APOSJ_54936, APOSJ_54934	DROME03541
OG0002138	APOSJ_53475, APOSJ_29069, APOSJ_29071, APOSJ_29072, APOSJ_29068, APOSJ_29070	DROME17634
OG0002139	APOSJ_47646, APOSJ_32624, APOSJ_32626, APOSJ_54215, APOSJ_54217, APOSJ_54214, APOSJ_54220, APOSJ_54218, APOSJ_06909, APOSJ_32627, APOSJ_54221, APOSJ_65038, APOSJ_54219, APOSJ_32625, APOSJ_65013, APOSJ_32628	DROME01483
OG0002141	APOSJ_32536	DROME13208, DROME13209, DROME13210, DROME13207, DROME13206
OG0002143	APOSJ_12724, APOSJ_14885	DROME03802, DROME03800, DROME03799, DROME03803, DROME03804, DROME03801
OG0002144	APOSJ_65349	DROME15087, DROME15088, DROME15089
OG0002146	APOSJ_63597, APOSJ_63598	DROME20089
OG0002147	APOSJ_40781, APOSJ_18263, APOSJ_40780	DROME18735, DROME18736
OG0002148	APOSJ_16831	DROME16614
OG0002149	APOSJ_19833, APOSJ_19835, APOSJ_19832, APOSJ_19834	DROME00514
OG0002151	APOSJ_13063, APOSJ_13064, APOSJ_13061, APOSJ_45732, APOSJ_18738, APOSJ_02216, APOSJ_18737, APOSJ_02217, APOSJ_13062, APOSJ_13065, APOSJ_45733, APOSJ_02218, APOSJ_15355, APOSJ_53536, APOSJ_18736, APOSJ_02220, APOSJ_18739, APOSJ_62438, APOSJ_07268, APOSJ_55051	DROME14316
OG0002152	APOSJ_18991, APOSJ_18990	DROME10626
OG0002155	APOSJ_57387, APOSJ_57386, APOSJ_58142	DROME08485
OG0002156	APOSJ_05013, APOSJ_18331, APOSJ_22577, APOSJ_05010, APOSJ_05014, APOSJ_28467, APOSJ_22580, APOSJ_18330, APOSJ_22575, APOSJ_22574, APOSJ_22576, APOSJ_05006, APOSJ_22578, APOSJ_22579, APOSJ_05008, APOSJ_28464, APOSJ_28468, APOSJ_05011, APOSJ_47391, APOSJ_05009, APOSJ_60409	DROME12292
OG0002157	APOSJ_54949, APOSJ_54950	DROME18538, DROME18535, DROME18537, DROME18536, DROME18539
OG0002158	APOSJ_27030, APOSJ_10572, APOSJ_10571, APOSJ_21165, APOSJ_10568, APOSJ_21154, APOSJ_10569, APOSJ_21161, APOSJ_10575, APOSJ_10206, APOSJ_21155, APOSJ_21160, APOSJ_27028, APOSJ_27029, APOSJ_21159, APOSJ_10570, APOSJ_21157, APOSJ_21164, APOSJ_21158, APOSJ_27031, APOSJ_10574, APOSJ_10573, APOSJ_13982, APOSJ_21156, APOSJ_02235	DROME08010
OG0002159	APOSJ_50964	DROME17743, DROME17744
OG0002160	APOSJ_02524	DROME12795
OG0002163	APOSJ_51698, APOSJ_51699, APOSJ_51697	DROME16612, DROME16611
OG0002166	APOSJ_19862, APOSJ_19865, APOSJ_19864, APOSJ_19863	DROME06834, DROME06833
OG0002167	APOSJ_42100, APOSJ_42102, APOSJ_42103, APOSJ_42101	DROME18309, DROME18308, DROME18307, DROME18306
OG0002168	APOSJ_51816, APOSJ_54136	DROME20356
OG0002168	APOSJ_61808	DROME07753
OG0002169	APOSJ_40833, APOSJ_61359, APOSJ_51678, APOSJ_40829	DROME16101
OG0002170	APOSJ_30257, APOSJ_30256, APOSJ_30255, APOSJ_30254, APOSJ_30260, APOSJ_30258	DROME18118, DROME08334
OG0002171	APOSJ_57721, APOSJ_29857, APOSJ_57719, APOSJ_57720, APOSJ_29851, APOSJ_57723, APOSJ_29850, APOSJ_57722, APOSJ_29854, APOSJ_29856, APOSJ_29848, APOSJ_29853, APOSJ_21218, APOSJ_29852	DROME01331
OG0002172	APOSJ_52574, APOSJ_52575, APOSJ_45136, APOSJ_45137	DROME16091
OG0002173	APOSJ_10791	DROME18848
OG0002175	APOSJ_31355, APOSJ_31356	DROME15015
OG0002177	APOSJ_10335, APOSJ_25446, APOSJ_25456, APOSJ_10337, APOSJ_01658, APOSJ_25479	DROME06974, DROME06976, DROME06975
OG0002179	APOSJ_24992, APOSJ_38918, APOSJ_49195, APOSJ_49193, APOSJ_26236, APOSJ_49192, APOSJ_49194, APOSJ_49196, APOSJ_24993, APOSJ_49197, APOSJ_24996, APOSJ_24994, APOSJ_26239, APOSJ_24991, APOSJ_49191, APOSJ_24995	DROME10648, DROME10649
OG0002180	APOSJ_62228, APOSJ_19681, APOSJ_44525, APOSJ_44527, APOSJ_44524, APOSJ_44526	DROME10251, DROME10250, DROME10248, DROME10249, DROME10252
OG0002182	APOSJ_17234, APOSJ_17236, APOSJ_17233, APOSJ_17235	DROME12410
OG0002184	APOSJ_43748, APOSJ_43747, APOSJ_43749, APOSJ_43750	DROME09706, DROME09707
OG0002185	APOSJ_43987, APOSJ_09124	DROME03508, DROME03506
OG0002187	APOSJ_45726, APOSJ_37635, APOSJ_43646, APOSJ_35587, APOSJ_45727, APOSJ_37636, APOSJ_45718, APOSJ_43641, APOSJ_45724, APOSJ_56209, APOSJ_43643, APOSJ_45723, APOSJ_37632, APOSJ_45719, APOSJ_37637, APOSJ_45729, APOSJ_43642, APOSJ_37633, APOSJ_37634, APOSJ_07351, APOSJ_37629, APOSJ_43644, APOSJ_45728, APOSJ_43645, APOSJ_35584	DROME02679, DROME18572
OG0002188	APOSJ_53727, APOSJ_53725, APOSJ_06881, APOSJ_06882, APOSJ_64916, APOSJ_55512, APOSJ_44448, APOSJ_53729, APOSJ_53730, APOSJ_53728	DROME16936
OG0002189	APOSJ_12416, APOSJ_12421, APOSJ_02030, APOSJ_09347, APOSJ_12418, APOSJ_12415, APOSJ_12187, APOSJ_12201	DROME00632
OG0002190	APOSJ_63085, APOSJ_09769	DROME10141, DROME10140
OG0002191	APOSJ_49589, APOSJ_49586, APOSJ_49587, APOSJ_49588	DROME00418
OG0002192	APOSJ_22974, APOSJ_16315, APOSJ_59878	DROME08748, DROME08749, DROME08746, DROME08740
OG0002196	APOSJ_15226, APOSJ_02186, APOSJ_20930, APOSJ_01926, APOSJ_54057, APOSJ_20933, APOSJ_15222, APOSJ_20932, APOSJ_54056, APOSJ_54061, APOSJ_54055, APOSJ_43627, APOSJ_54058, APOSJ_54059, APOSJ_20934, APOSJ_15225, APOSJ_54060, APOSJ_20931, APOSJ_15227, APOSJ_48045, APOSJ_15223, APOSJ_43663	DROME00892
OG0002201	APOSJ_02445, APOSJ_43677, APOSJ_43678, APOSJ_07360, APOSJ_61687, APOSJ_35803, APOSJ_43679, APOSJ_38813, APOSJ_38812, APOSJ_43671, APOSJ_49918, APOSJ_43682, APOSJ_25248, APOSJ_61677, APOSJ_49920, APOSJ_07362, APOSJ_43035, APOSJ_38811, APOSJ_43031, APOSJ_43680, APOSJ_43672, APOSJ_49919, APOSJ_43029, APOSJ_07822, APOSJ_38814	DROME05210
OG0002212	APOSJ_06555, APOSJ_43555, APOSJ_43556	DROME01495, DROME01494
OG0002213	APOSJ_06786, APOSJ_42872	DROME03210
OG0002217	APOSJ_23998, APOSJ_23999	DROME12049, DROME12050, DROME12047, DROME12048, DROME12051, DROME12045, DROME07473, DROME14498, DROME00688, DROME00689
OG0002218	APOSJ_24795, APOSJ_24796, APOSJ_24794, APOSJ_24793	DROME01993
OG0002219	APOSJ_44098, APOSJ_10672, APOSJ_44103, APOSJ_64168, APOSJ_44097, APOSJ_09772, APOSJ_64174, APOSJ_44101	DROME12262, DROME10717, DROME10716, DROME12261
OG0002221	APOSJ_30581, APOSJ_30582	DROME10875, DROME10876
OG0002222	APOSJ_10001	DROME06941
OG0002223	APOSJ_55874, APOSJ_55876, APOSJ_55873, APOSJ_55875	DROME03530
OG0002224	APOSJ_17622, APOSJ_17623	DROME11780, DROME11781, DROME11779, DROME08782, DROME08783, DROME08784
OG0002225	APOSJ_19485, APOSJ_19478, APOSJ_19480, APOSJ_19483, APOSJ_19484, APOSJ_19477, APOSJ_19479, APOSJ_19481	DROME17292, DROME17293, DROME17294
OG0002226	APOSJ_01862, APOSJ_01863	DROME09270
OG0002227	APOSJ_52616	DROME08754, DROME08753
OG0002228	APOSJ_00991, APOSJ_00172	DROME20233, DROME09088
OG0002229	APOSJ_17656, APOSJ_45678, APOSJ_17653, APOSJ_14342, APOSJ_11938, APOSJ_45680, APOSJ_45697, APOSJ_45700, APOSJ_45684, APOSJ_11939, APOSJ_18715, APOSJ_17659, APOSJ_45696, APOSJ_45701, APOSJ_45698, APOSJ_11940, APOSJ_17657, APOSJ_45699, APOSJ_17655, APOSJ_11941, APOSJ_18716, APOSJ_17654	DROME19744
OG0002231	APOSJ_56096, APOSJ_56098	DROME05022, DROME05021
OG0002233	APOSJ_00558	DROME20355, DROME20354, DROME14932, DROME14933
OG0002235	APOSJ_27060, APOSJ_27059, APOSJ_44984, APOSJ_28112, APOSJ_27058, APOSJ_28114, APOSJ_44983, APOSJ_01744, APOSJ_25920	DROME19571
OG0002236	APOSJ_42597, APOSJ_42598, APOSJ_42602, APOSJ_42600, APOSJ_42601, APOSJ_42599	DROME15247
OG0002237	APOSJ_49927	DROME08069, DROME08068
OG0002239	APOSJ_55654, APOSJ_55656, APOSJ_55661, APOSJ_55658	DROME02338, DROME02339
OG0002240	APOSJ_42565, APOSJ_29802, APOSJ_06745, APOSJ_56303	DROME05992, DROME05991, DROME05989, DROME05990, DROME05993
OG0002241	APOSJ_20961, APOSJ_57652, APOSJ_57651, APOSJ_57650	DROME11351, DROME20942, DROME20943
OG0002243	APOSJ_51191, APOSJ_51190, APOSJ_51189, APOSJ_51188	DROME12880, DROME12875, DROME12879, DROME12878, DROME12873, DROME12874, DROME12877, DROME12876, DROME17551
OG0002244	APOSJ_48093, APOSJ_42931	DROME13379, DROME13383, DROME13382, DROME13384, DROME13380, DROME13381
OG0002246	APOSJ_08296, APOSJ_08297	DROME20742
OG0002249	APOSJ_54302, APOSJ_58406	DROME04220
OG0002251	APOSJ_38209, APOSJ_38208	DROME08201, DROME08200, DROME08199, DROME08202
OG0002252	APOSJ_23311, APOSJ_23312	DROME12224
OG0002253	APOSJ_53327, APOSJ_57513	DROME20279
OG0002255	APOSJ_60216, APOSJ_04013	DROME08255
OG0002258	APOSJ_37150, APOSJ_37151, APOSJ_48926, APOSJ_48923, APOSJ_48925, APOSJ_48924, APOSJ_37538	DROME01179, DROME01180, DROME03335
OG0002259	APOSJ_49444, APOSJ_19611, APOSJ_49442, APOSJ_49440, APOSJ_49443, APOSJ_49445, APOSJ_49441, APOSJ_49439	DROME06618, DROME06619, DROME21171, DROME21170
OG0002260	APOSJ_24370, APOSJ_46715, APOSJ_46714, APOSJ_46713	DROME14297, DROME14296, DROME14298, DROME14300, DROME14299, DROME14295
OG0002261	APOSJ_61035	DROME02617
OG0002262	APOSJ_09911, APOSJ_09909	DROME20107, DROME20103, DROME20106, DROME20105, DROME20104
OG0002263	APOSJ_59018, APOSJ_09216, APOSJ_09218, APOSJ_59016, APOSJ_09215, APOSJ_09217, APOSJ_09214, APOSJ_61971, APOSJ_61975, APOSJ_61970, APOSJ_61973, APOSJ_61976, APOSJ_61972	DROME07437
OG0002264	APOSJ_22659, APOSJ_22657, APOSJ_22658, APOSJ_22656, APOSJ_08922, APOSJ_08924, APOSJ_08923, APOSJ_56966	DROME18761
OG0002265	APOSJ_19519, APOSJ_59864, APOSJ_19520, APOSJ_59863, APOSJ_06736, APOSJ_32442, APOSJ_59862, APOSJ_59865, APOSJ_19521, APOSJ_32427, APOSJ_19522, APOSJ_47716, APOSJ_59031, APOSJ_24487, APOSJ_24489	DROME10782
OG0002266	APOSJ_50835, APOSJ_48162, APOSJ_50839, APOSJ_50836, APOSJ_48163, APOSJ_50837	DROME16417, DROME16419, DROME16420, DROME16416, DROME16418
OG0002268	APOSJ_13886, APOSJ_49288, APOSJ_13889, APOSJ_13879, APOSJ_31146, APOSJ_13882, APOSJ_31199, APOSJ_13878, APOSJ_33927	DROME04571, DROME04570, DROME04569, DROME04572
OG0002270	APOSJ_08724, APOSJ_08725, APOSJ_08723, APOSJ_08726	DROME13109
OG0002271	APOSJ_40815, APOSJ_32096	DROME08491
OG0002272	APOSJ_41581, APOSJ_65236, APOSJ_65234, APOSJ_41580, APOSJ_41576, APOSJ_41579, APOSJ_41577, APOSJ_41583, APOSJ_41582, APOSJ_65235, APOSJ_41575, APOSJ_41578	DROME16098
OG0002274	APOSJ_53049, APOSJ_28411, APOSJ_28412, APOSJ_28413, APOSJ_28414	DROME06566
OG0002275	APOSJ_45935, APOSJ_45933	DROME07558, DROME07557, DROME07561, DROME07559, DROME07555, DROME07554, DROME07560, DROME07556
OG0002278	APOSJ_37850	DROME01800, DROME01801
OG0002279	APOSJ_05574, APOSJ_41132	DROME12023
OG0002280	APOSJ_36112, APOSJ_25750	DROME09572
OG0002281	APOSJ_59848, APOSJ_59845, APOSJ_59846, APOSJ_59847	DROME19826, DROME19827
OG0002282	APOSJ_05829, APOSJ_18182, APOSJ_05830, APOSJ_05827, APOSJ_05828	DROME01014
OG0002284	APOSJ_29799, APOSJ_29801, APOSJ_29800, APOSJ_29798, APOSJ_62060, APOSJ_62059, APOSJ_62058, APOSJ_44644	DROME05630
OG0002286	APOSJ_31493, APOSJ_49912, APOSJ_64221, APOSJ_37669, APOSJ_56968, APOSJ_49911, APOSJ_37673, APOSJ_19173, APOSJ_25276, APOSJ_49908, APOSJ_37674, APOSJ_37668, APOSJ_25275, APOSJ_25279, APOSJ_19170, APOSJ_21234, APOSJ_25274, APOSJ_25280, APOSJ_25273, APOSJ_37671, APOSJ_49910, APOSJ_59596, APOSJ_03400, APOSJ_19181, APOSJ_37670, APOSJ_25278	DROME21403
OG0002287	APOSJ_29150	DROME11553, DROME11555, DROME11551, DROME11552, DROME11554
OG0002288	APOSJ_59817, APOSJ_12429, APOSJ_12432, APOSJ_12431, APOSJ_12425, APOSJ_59819, APOSJ_59820, APOSJ_52619, APOSJ_59818, APOSJ_12430	DROME04961, DROME04960
OG0002289	APOSJ_13520	DROME18311
OG0002292	APOSJ_19734, APOSJ_19733	DROME14281
OG0002293	APOSJ_00433, APOSJ_00434	DROME17161
OG0002294	APOSJ_06354	DROME20817, DROME17002, DROME17003, DROME22093, DROME02763
OG0002295	APOSJ_43970	DROME12214
OG0002296	APOSJ_23796, APOSJ_23800, APOSJ_23799, APOSJ_53329, APOSJ_18701, APOSJ_23798, APOSJ_53314, APOSJ_06426, APOSJ_23802, APOSJ_18695, APOSJ_23804, APOSJ_18698, APOSJ_18696, APOSJ_23797, APOSJ_23803, APOSJ_36989, APOSJ_18699, APOSJ_18697, APOSJ_06427, APOSJ_06425, APOSJ_23801, APOSJ_06424, APOSJ_23805	DROME17890
OG0002311	APOSJ_19068, APOSJ_11724, APOSJ_22609, APOSJ_37287, APOSJ_37288, APOSJ_19064, APOSJ_22612, APOSJ_19065, APOSJ_19069, APOSJ_22611, APOSJ_22607, APOSJ_19067, APOSJ_19071, APOSJ_22608, APOSJ_37289, APOSJ_22610, APOSJ_19066, APOSJ_19070, APOSJ_37290, APOSJ_41313, APOSJ_00168, APOSJ_19072	DROME01828
OG0002312	APOSJ_55381, APOSJ_52066, APOSJ_52067, APOSJ_52068	DROME13329, DROME13331, DROME13332, DROME13330
OG0002316	APOSJ_24883	DROME15000, DROME15001
OG0002317	APOSJ_11249	DROME19699, DROME19700
OG0002319	APOSJ_57975, APOSJ_22284, APOSJ_22254	DROME00109
OG0002320	APOSJ_10289, APOSJ_10291, APOSJ_10290	DROME00593, DROME00595, DROME00594, DROME01888, DROME00596, DROME00468, DROME00469, DROME10767, DROME00038, DROME00304, DROME00765, DROME00764, DROME00042, DROME00043
OG0002321	APOSJ_06004, APOSJ_15266, APOSJ_31636, APOSJ_31635, APOSJ_15235, APOSJ_37907, APOSJ_05999, APOSJ_31633, APOSJ_31634, APOSJ_11856, APOSJ_06000, APOSJ_06001, APOSJ_11855, APOSJ_31637, APOSJ_05997, APOSJ_31639, APOSJ_01324, APOSJ_06003, APOSJ_06002, APOSJ_15250, APOSJ_05998, APOSJ_15258	DROME20195
OG0002322	APOSJ_34778	DROME02003
OG0002323	APOSJ_62733, APOSJ_50292, APOSJ_62736	DROME04035, DROME04036, DROME04037, DROME04034
OG0002324	APOSJ_07129, APOSJ_44822	DROME12479
OG0002325	APOSJ_04063, APOSJ_04064	DROME00088
OG0002326	APOSJ_31024, APOSJ_31028, APOSJ_31027, APOSJ_63076, APOSJ_63071, APOSJ_31025, APOSJ_31026, APOSJ_31023	DROME14169, DROME14168, DROME14170
OG0002327	APOSJ_26562, APOSJ_26563	DROME11958, DROME13738, DROME13737
OG0002329	APOSJ_60120, APOSJ_54600, APOSJ_54594, APOSJ_54593, APOSJ_54599, APOSJ_03160, APOSJ_60121	DROME08481, DROME08482, DROME08483, DROME08484
OG0002331	APOSJ_14971	DROME02521, DROME02520, DROME02522, DROME02523
OG0002332	APOSJ_33477	DROME03257, DROME03259, DROME03258
OG0002334	APOSJ_46315, APOSJ_47603, APOSJ_39374, APOSJ_03412, APOSJ_39380, APOSJ_46318, APOSJ_39376, APOSJ_46317, APOSJ_39375, APOSJ_39379	DROME10869, DROME10870
OG0002335	APOSJ_52173, APOSJ_52172	DROME21269, DROME21268, DROME21267, DROME21270, DROME21271
OG0002336	APOSJ_63397	DROME15876
OG0002337	APOSJ_12001, APOSJ_13587	DROME12455, DROME12454, DROME12456
OG0002338	APOSJ_42933, APOSJ_42930, APOSJ_42935, APOSJ_42934, APOSJ_54694, APOSJ_42932	DROME15146
OG0002340	APOSJ_40147, APOSJ_50768, APOSJ_40149, APOSJ_40151, APOSJ_50767, APOSJ_40150, APOSJ_50758, APOSJ_40148	DROME04094
OG0002341	APOSJ_23660	DROME16633, DROME16634
OG0002343	APOSJ_15184, APOSJ_15185, APOSJ_29865, APOSJ_15183	DROME14435, DROME14437, DROME14438
OG0002344	APOSJ_44249	DROME12813, DROME12814, DROME12816, DROME12815
OG0002346	APOSJ_29498, APOSJ_29497	DROME12738, DROME12737, DROME12739, DROME12741, DROME12740
OG0002348	APOSJ_36746, APOSJ_48285, APOSJ_48286, APOSJ_48287	DROME21704
OG0002349	APOSJ_18451, APOSJ_18450, APOSJ_14405, APOSJ_31233, APOSJ_31232	DROME00071
OG0002352	APOSJ_64093, APOSJ_64092, APOSJ_13686, APOSJ_13688, APOSJ_13687, APOSJ_20378, APOSJ_20382, APOSJ_20379	DROME11967, DROME11966, DROME11968
OG0002354	APOSJ_04864, APOSJ_04863	DROME22022
OG0002354	APOSJ_27525, APOSJ_27523	DROME00577
OG0002355	APOSJ_20448, APOSJ_20447	DROME17701, DROME17700, DROME20376, DROME21160
OG0002356	APOSJ_54515	DROME14202
OG0002357	APOSJ_29235, APOSJ_52490, APOSJ_29237, APOSJ_29233, APOSJ_29232, APOSJ_29230, APOSJ_29236, APOSJ_29234	DROME13155, DROME13156
OG0002359	APOSJ_13589, APOSJ_02241, APOSJ_50264, APOSJ_15350, APOSJ_30825, APOSJ_62074, APOSJ_50263, APOSJ_30826	DROME10172
OG0002360	APOSJ_37236, APOSJ_14997, APOSJ_37233, APOSJ_37232, APOSJ_37231	DROME01602, DROME01603, DROME01604
OG0002361	APOSJ_02850, APOSJ_45157	DROME02804
OG0002362	APOSJ_08484, APOSJ_08485	DROME16995
OG0002363	APOSJ_08096, APOSJ_08095	DROME06162, DROME06161, DROME06163
OG0002366	APOSJ_05676	DROME01813, DROME01814
OG0002368	APOSJ_48265, APOSJ_48263, APOSJ_48266, APOSJ_48267, APOSJ_48264	DROME04055, DROME04054
OG0002369	APOSJ_34403, APOSJ_06315, APOSJ_34402	DROME09488, DROME09483, DROME09484, DROME09482, DROME09487, DROME09485, DROME09481, DROME09486
OG0002370	APOSJ_54447, APOSJ_54451, APOSJ_54450, APOSJ_54449, APOSJ_01610, APOSJ_54452, APOSJ_54454, APOSJ_54448, APOSJ_54453	DROME07944, DROME21065, DROME21066, DROME21064
OG0002371	APOSJ_02284, APOSJ_02285	DROME01097
OG0002374	APOSJ_22863	DROME19078, DROME19077
OG0002376	APOSJ_33444, APOSJ_33446, APOSJ_33443, APOSJ_57483, APOSJ_33442, APOSJ_33445	DROME01976
OG0002377	APOSJ_49451, APOSJ_49453, APOSJ_07886, APOSJ_07888	DROME14764, DROME14765
OG0002378	APOSJ_14057, APOSJ_14061	DROME18364, DROME18365
OG0002379	APOSJ_53283, APOSJ_53284	DROME13342
OG0002395	APOSJ_41593, APOSJ_41592	DROME12069
OG0002396	APOSJ_08474, APOSJ_08473	DROME06620, DROME06622, DROME06623, DROME06621
OG0002398	APOSJ_26663, APOSJ_26662	DROME09990
OG0002400	APOSJ_15533, APOSJ_15534, APOSJ_15532, APOSJ_15535	DROME08881
OG0002402	APOSJ_26768, APOSJ_04299, APOSJ_04296, APOSJ_04297, APOSJ_04300, APOSJ_04298, APOSJ_64172, APOSJ_04301	DROME07877
OG0002403	APOSJ_29450, APOSJ_49976, APOSJ_62467, APOSJ_49978, APOSJ_09694, APOSJ_49973, APOSJ_09695, APOSJ_49974, APOSJ_49977, APOSJ_09698, APOSJ_62469, APOSJ_49972, APOSJ_62468, APOSJ_27194, APOSJ_15685, APOSJ_09697, APOSJ_49975, APOSJ_39561, APOSJ_25583, APOSJ_49980, APOSJ_62466, APOSJ_09696, APOSJ_39547, APOSJ_27191	DROME01478, DROME01477, DROME01476
OG0002404	APOSJ_58159, APOSJ_10395, APOSJ_05300, APOSJ_05298, APOSJ_10394, APOSJ_10396, APOSJ_01349, APOSJ_05299, APOSJ_40878, APOSJ_05293, APOSJ_05301, APOSJ_05297	DROME18933
OG0002405	APOSJ_46669	DROME07984, DROME07985, DROME07986
OG0002406	APOSJ_64758, APOSJ_64760	DROME12854, DROME12851, DROME12852, DROME12850, DROME12853
OG0002407	APOSJ_08648, APOSJ_22087, APOSJ_08654, APOSJ_08647	DROME16665, DROME16666, DROME16663, DROME16664
OG0002408	APOSJ_39742, APOSJ_39740, APOSJ_39741, APOSJ_39743	DROME06297, DROME06296, DROME06298, DROME06295, DROME06300, DROME06299
OG0002409	APOSJ_37130, APOSJ_37132	DROME01803
OG0002410	APOSJ_48448	DROME00789
OG0002412	APOSJ_59797	DROME02298
OG0002413	APOSJ_58317	DROME03087
OG0002413	APOSJ_19819	DROME15635, DROME15636
OG0002414	APOSJ_44310, APOSJ_44309	DROME08162, DROME08163
OG0002415	APOSJ_00024, APOSJ_43754, APOSJ_50049, APOSJ_50046, APOSJ_50047, APOSJ_50048, APOSJ_15038, APOSJ_15039	DROME06652
OG0002416	APOSJ_39417, APOSJ_39415, APOSJ_39414, APOSJ_39416, APOSJ_46491, APOSJ_39418	DROME17460, DROME17458, DROME17459
OG0002418	APOSJ_56139, APOSJ_56141, APOSJ_56140	DROME18804, DROME18803, DROME18801, DROME18802
OG0002420	APOSJ_27467, APOSJ_25152	DROME06099, DROME06098, DROME06100
OG0002421	APOSJ_38501, APOSJ_38502	DROME07380, DROME07379
OG0002422	APOSJ_18666	DROME15666
OG0002424	APOSJ_08861, APOSJ_08860, APOSJ_56522, APOSJ_08866, APOSJ_08863, APOSJ_08864, APOSJ_08862, APOSJ_08865, APOSJ_52791, APOSJ_56530	DROME16265
OG0002425	APOSJ_63943	DROME01518
OG0002426	APOSJ_17085	DROME02031
OG0002428	APOSJ_26346, APOSJ_57585, APOSJ_57586, APOSJ_20486, APOSJ_32549, APOSJ_32546, APOSJ_26348, APOSJ_26349, APOSJ_36708, APOSJ_20481, APOSJ_29085, APOSJ_42340, APOSJ_32545, APOSJ_64207, APOSJ_20482, APOSJ_29438	DROME06522
OG0002429	APOSJ_56689, APOSJ_56683, APOSJ_56686, APOSJ_56685, APOSJ_21438, APOSJ_30457, APOSJ_24227, APOSJ_21437, APOSJ_24229	DROME21063
OG0002432	APOSJ_64892, APOSJ_64893, APOSJ_64891	DROME06764
OG0002433	APOSJ_41004, APOSJ_41005, APOSJ_41008, APOSJ_41003, APOSJ_41007, APOSJ_41006, APOSJ_41010, APOSJ_41009	DROME05519
OG0002434	APOSJ_51439, APOSJ_52716, APOSJ_51567, APOSJ_61498, APOSJ_51438, APOSJ_51578, APOSJ_61497, APOSJ_51569, APOSJ_61496, APOSJ_51441, APOSJ_51437, APOSJ_51568	DROME13503, DROME13502, DROME05894
OG0002437	APOSJ_61331, APOSJ_16035, APOSJ_61330, APOSJ_14905, APOSJ_16031, APOSJ_61332, APOSJ_01593, APOSJ_16033, APOSJ_16034, APOSJ_16032, APOSJ_16036	DROME10916
OG0002438	APOSJ_58277	DROME02545, DROME02547, DROME02544, DROME02546, DROME02543, DROME02548
