Orthogroup	APOSJ_ok	SACKO_ok
OG0003598	APOSJ_09285, APOSJ_09284, APOSJ_09283	SACKO_18642
OG0003599	APOSJ_32960	SACKO_29256
OG0003600	APOSJ_63300, APOSJ_63296, APOSJ_63297, APOSJ_63301, APOSJ_63294, APOSJ_45458, APOSJ_17617, APOSJ_17619, APOSJ_63295, APOSJ_63299, APOSJ_63298, APOSJ_52163	SACKO_26845
OG0003601	APOSJ_53543	SACKO_22940, SACKO_22950, SACKO_22963, SACKO_22970
OG0003603	APOSJ_16153, APOSJ_16154	SACKO_20353
OG0003604	APOSJ_11206	SACKO_02211
OG0003606	APOSJ_31709	SACKO_14800
OG0003607	APOSJ_37037, APOSJ_37038	SACKO_11384
OG0003608	APOSJ_00224, APOSJ_60067, APOSJ_09361, APOSJ_00221, APOSJ_09360, APOSJ_09362, APOSJ_09358	SACKO_31522, SACKO_25828
OG0003610	APOSJ_41838	SACKO_11265
OG0003611	APOSJ_58421	SACKO_17082
OG0003612	APOSJ_10880	SACKO_07192
OG0003613	APOSJ_09180, APOSJ_09181, APOSJ_09179	SACKO_09649
OG0003615	APOSJ_63995, APOSJ_63996, APOSJ_63993, APOSJ_63994	SACKO_03496
OG0003616	APOSJ_46947, APOSJ_46945, APOSJ_56448, APOSJ_46946, APOSJ_62998	SACKO_25465
OG0003617	APOSJ_38825, APOSJ_38826	SACKO_22185
OG0003618	APOSJ_41380, APOSJ_58189, APOSJ_23320, APOSJ_61743, APOSJ_41378, APOSJ_52928, APOSJ_51639, APOSJ_41381, APOSJ_32988, APOSJ_52927, APOSJ_51640	SACKO_02416
OG0003619	APOSJ_63145, APOSJ_33903, APOSJ_33902	SACKO_04087
OG0003620	APOSJ_31171, APOSJ_31170, APOSJ_31168, APOSJ_63738, APOSJ_31172, APOSJ_31169	SACKO_04500
OG0003621	APOSJ_00688, APOSJ_20627, APOSJ_20626, APOSJ_20625	SACKO_01826, SACKO_01831
OG0003622	APOSJ_29152, APOSJ_29151	SACKO_14629
OG0003622	APOSJ_29153, APOSJ_51976	SACKO_28093
OG0003623	APOSJ_32094, APOSJ_32091, APOSJ_32093, APOSJ_39728, APOSJ_27217, APOSJ_50614, APOSJ_39732, APOSJ_39729, APOSJ_32087, APOSJ_32089, APOSJ_32090, APOSJ_27219, APOSJ_27220, APOSJ_50615, APOSJ_32086, APOSJ_27216, APOSJ_04033, APOSJ_27218, APOSJ_32092, APOSJ_32088	SACKO_00865
OG0003624	APOSJ_50717	SACKO_32508, SACKO_30807
OG0003625	APOSJ_38667	SACKO_04426, SACKO_08104, SACKO_04454, SACKO_08112
OG0003626	APOSJ_54979, APOSJ_54983, APOSJ_54980, APOSJ_54982, APOSJ_54981, APOSJ_50348	SACKO_07911
OG0003627	APOSJ_14223, APOSJ_14224	SACKO_03623
OG0003628	APOSJ_61936, APOSJ_09989, APOSJ_09988	SACKO_29894, SACKO_29904
OG0003629	APOSJ_37717, APOSJ_17126, APOSJ_37956, APOSJ_37954, APOSJ_17127, APOSJ_27303, APOSJ_17125, APOSJ_37952, APOSJ_37950, APOSJ_37955, APOSJ_47532	SACKO_12633
OG0003630	APOSJ_00695, APOSJ_00696, APOSJ_00693, APOSJ_00692, APOSJ_00694	SACKO_05455
OG0003631	APOSJ_50747, APOSJ_59918	SACKO_08255
OG0003632	APOSJ_47100	SACKO_10570
OG0003633	APOSJ_19883	SACKO_04000
OG0003634	APOSJ_06198, APOSJ_01007	SACKO_28339
OG0003635	APOSJ_04083	SACKO_20382
OG0003636	APOSJ_33666, APOSJ_06255, APOSJ_62298, APOSJ_62294, APOSJ_37331, APOSJ_62296, APOSJ_62297, APOSJ_62292, APOSJ_62295, APOSJ_45930, APOSJ_37332, APOSJ_37330	SACKO_32398
OG0003637	APOSJ_41945, APOSJ_38623	SACKO_19974
OG0003638	APOSJ_08758, APOSJ_20093	SACKO_04756
OG0003639	APOSJ_09402, APOSJ_09401	SACKO_08531
OG0003639	APOSJ_62933	SACKO_07106
OG0003640	APOSJ_37892, APOSJ_37893	SACKO_16698
OG0003641	APOSJ_05920, APOSJ_05922	SACKO_25568
OG0003642	APOSJ_38601, APOSJ_38600, APOSJ_38599, APOSJ_41842	SACKO_29276
OG0003643	APOSJ_55403, APOSJ_55405, APOSJ_55402, APOSJ_08512	SACKO_24533
OG0003644	APOSJ_55993, APOSJ_55994	SACKO_09283
OG0003645	APOSJ_37449	SACKO_23291
OG0003646	APOSJ_23541, APOSJ_23542, APOSJ_23537, APOSJ_23543, APOSJ_23535, APOSJ_23540, APOSJ_23536, APOSJ_27104, APOSJ_23539, APOSJ_23538	SACKO_03457
OG0003647	APOSJ_49067, APOSJ_49068, APOSJ_49065, APOSJ_49066	SACKO_09851
OG0003648	APOSJ_09163, APOSJ_09164, APOSJ_09166, APOSJ_09162, APOSJ_09161, APOSJ_09165	SACKO_11947
OG0003649	APOSJ_60879, APOSJ_60878, APOSJ_60881, APOSJ_56606, APOSJ_60876, APOSJ_56605, APOSJ_60882, APOSJ_56608, APOSJ_60880, APOSJ_15298	SACKO_04513
OG0003650	APOSJ_45185	SACKO_09653, SACKO_34048
OG0003651	APOSJ_05909, APOSJ_37499, APOSJ_05907, APOSJ_05912, APOSJ_05908, APOSJ_05911	SACKO_13985
OG0003652	APOSJ_29336, APOSJ_00750, APOSJ_29335, APOSJ_29333, APOSJ_29338, APOSJ_29334	SACKO_24298
OG0003653	APOSJ_08528	SACKO_18995
OG0003654	APOSJ_46134, APOSJ_46135	SACKO_34038
OG0003655	APOSJ_23658, APOSJ_18181, APOSJ_23659	SACKO_24287
OG0003656	APOSJ_33366, APOSJ_33372, APOSJ_12381, APOSJ_60063, APOSJ_60064	SACKO_13038
OG0003657	APOSJ_51021, APOSJ_02905, APOSJ_02906, APOSJ_02903	SACKO_16386
OG0003658	APOSJ_36597, APOSJ_28693	SACKO_28365, SACKO_28351, SACKO_16579, SACKO_05605, SACKO_28276, SACKO_10742, SACKO_09971
OG0003659	APOSJ_21711	SACKO_30164
OG0003661	APOSJ_04144, APOSJ_04143	SACKO_30405
OG0003664	APOSJ_04762, APOSJ_04763	SACKO_00324
OG0003665	APOSJ_49931, APOSJ_22988	SACKO_18081, SACKO_18084, SACKO_18052
OG0003666	APOSJ_22692	SACKO_16204
OG0003667	APOSJ_19401	SACKO_07527
OG0003669	APOSJ_12392, APOSJ_12390, APOSJ_12393, APOSJ_12389	SACKO_29388, SACKO_29382
OG0003670	APOSJ_15191, APOSJ_57462	SACKO_09520
OG0003671	APOSJ_03493, APOSJ_03495, APOSJ_03496, APOSJ_03494	SACKO_06102
OG0003672	APOSJ_16743, APOSJ_43097, APOSJ_43093, APOSJ_16742, APOSJ_43094, APOSJ_43091, APOSJ_04069, APOSJ_16745, APOSJ_43096, APOSJ_43095, APOSJ_43092	SACKO_22038
OG0003673	APOSJ_09825, APOSJ_09824, APOSJ_56916	SACKO_20751
OG0003674	APOSJ_60765, APOSJ_57464, APOSJ_57468, APOSJ_14240, APOSJ_20112, APOSJ_20113, APOSJ_14239, APOSJ_14241, APOSJ_57470, APOSJ_46123	SACKO_16258
OG0003675	APOSJ_02105, APOSJ_02107, APOSJ_02106, APOSJ_02102, APOSJ_02108, APOSJ_02103, APOSJ_02104	SACKO_02504
OG0003677	APOSJ_63538	SACKO_22925
OG0003678	APOSJ_05396	SACKO_00514
OG0003679	APOSJ_61299, APOSJ_40884	SACKO_05594
OG0003680	APOSJ_00568, APOSJ_00569	SACKO_07919
OG0003681	APOSJ_48058, APOSJ_48057, APOSJ_32259, APOSJ_48059	SACKO_22429
OG0003682	APOSJ_56030	SACKO_09118
OG0003683	APOSJ_16704, APOSJ_56879	SACKO_19239, SACKO_13327
OG0003684	APOSJ_25969, APOSJ_25971	SACKO_16167
OG0003685	APOSJ_42667, APOSJ_42670, APOSJ_01529, APOSJ_42669, APOSJ_42668	SACKO_17420
OG0003688	APOSJ_26717, APOSJ_47129	SACKO_15602
OG0003689	APOSJ_25714, APOSJ_25713	SACKO_12938, SACKO_04151
OG0003690	APOSJ_32760	SACKO_17688
OG0003691	APOSJ_20048, APOSJ_20051, APOSJ_20050, APOSJ_20049	SACKO_06838
OG0003692	APOSJ_36675, APOSJ_36676	SACKO_30272
OG0003693	APOSJ_38592	SACKO_30147, SACKO_30156
OG0003694	APOSJ_47953, APOSJ_07614, APOSJ_50346, APOSJ_45550, APOSJ_50345, APOSJ_07613, APOSJ_50347	SACKO_13899
OG0003695	APOSJ_11769, APOSJ_18638	SACKO_15073
OG0003696	APOSJ_64668, APOSJ_64669, APOSJ_12262	SACKO_23747
OG0003697	APOSJ_29486, APOSJ_29484	SACKO_33327
OG0003699	APOSJ_19695, APOSJ_19694, APOSJ_19693	SACKO_28921
OG0003699	APOSJ_54001, APOSJ_25082, APOSJ_44775, APOSJ_54000, APOSJ_26797, APOSJ_35286, APOSJ_54003, APOSJ_54002	SACKO_22459
OG0003700	APOSJ_18156, APOSJ_18155	SACKO_28036
OG0003701	APOSJ_55915, APOSJ_55914	SACKO_29992
OG0003702	APOSJ_30962, APOSJ_59589, APOSJ_08837	SACKO_09365
OG0003703	APOSJ_14567, APOSJ_14568	SACKO_22461
OG0003704	APOSJ_18927, APOSJ_18925	SACKO_18437
OG0003705	APOSJ_39944, APOSJ_39943, APOSJ_49390, APOSJ_22824, APOSJ_22822, APOSJ_04658, APOSJ_49391, APOSJ_39946, APOSJ_39947, APOSJ_55225, APOSJ_49392, APOSJ_49389	SACKO_07440
OG0003706	APOSJ_07480, APOSJ_46991, APOSJ_07482, APOSJ_01299	SACKO_21403
OG0003707	APOSJ_41770, APOSJ_62148	SACKO_10232
OG0003708	APOSJ_63440, APOSJ_63444, APOSJ_53033, APOSJ_63442, APOSJ_63443	SACKO_10347
OG0003709	APOSJ_03118, APOSJ_42938, APOSJ_42936, APOSJ_42937	SACKO_29614, SACKO_29630, SACKO_29613
OG0003710	APOSJ_49432, APOSJ_49431	SACKO_14655
OG0003711	APOSJ_28877, APOSJ_50162, APOSJ_28879, APOSJ_28880, APOSJ_28878	SACKO_19684
OG0003712	APOSJ_43349, APOSJ_46239	SACKO_24483
OG0003713	APOSJ_28572, APOSJ_28574	SACKO_23814
OG0003714	APOSJ_62240, APOSJ_62243, APOSJ_00456, APOSJ_00455, APOSJ_57329, APOSJ_29225, APOSJ_29220, APOSJ_37841, APOSJ_62242, APOSJ_21479	SACKO_12574
OG0003717	APOSJ_06227, APOSJ_06228	SACKO_18355
OG0003718	APOSJ_08670, APOSJ_08671	SACKO_13035
OG0003719	APOSJ_41819, APOSJ_41713, APOSJ_41715, APOSJ_41820, APOSJ_41815, APOSJ_41714, APOSJ_41816, APOSJ_41818, APOSJ_62384, APOSJ_62397, APOSJ_61565, APOSJ_41817	SACKO_21324
OG0003720	APOSJ_12013, APOSJ_12014, APOSJ_12015	SACKO_27787
OG0003721	APOSJ_38023	SACKO_27819
OG0003722	APOSJ_26303	SACKO_09342
OG0003723	APOSJ_09549	SACKO_27460, SACKO_16643, SACKO_29190, SACKO_22272, SACKO_29155, SACKO_29187
OG0003723	APOSJ_12862, APOSJ_04991, APOSJ_04992	SACKO_25867, SACKO_03743, SACKO_03722
OG0003724	APOSJ_55389	SACKO_31074
OG0003725	APOSJ_50821	SACKO_29232
OG0003726	APOSJ_08579, APOSJ_08580, APOSJ_08582, APOSJ_08581, APOSJ_50172, APOSJ_30196	SACKO_21238, SACKO_21229, SACKO_21266, SACKO_21234
OG0003727	APOSJ_44176, APOSJ_44177, APOSJ_44179, APOSJ_44181, APOSJ_57383, APOSJ_44178	SACKO_09908
OG0003728	APOSJ_45747, APOSJ_42885, APOSJ_02942, APOSJ_42889, APOSJ_42888	SACKO_28519
OG0003729	APOSJ_03980	SACKO_10462
OG0003730	APOSJ_62030, APOSJ_47765, APOSJ_47763, APOSJ_25164, APOSJ_25154, APOSJ_47764	SACKO_07057
OG0003731	APOSJ_05515, APOSJ_05519, APOSJ_05517, APOSJ_05518, APOSJ_05516	SACKO_09116
OG0003732	APOSJ_15999, APOSJ_15995, APOSJ_15997, APOSJ_15998, APOSJ_15996, APOSJ_05689	SACKO_33518
OG0003733	APOSJ_45706, APOSJ_18728, APOSJ_45704, APOSJ_45703, APOSJ_45707, APOSJ_45705	SACKO_25639
OG0003734	APOSJ_10018, APOSJ_40237	SACKO_10298
OG0003735	APOSJ_19361	SACKO_27359
OG0003736	APOSJ_26482, APOSJ_47642, APOSJ_47639, APOSJ_07570, APOSJ_07574, APOSJ_07573, APOSJ_07571, APOSJ_07577, APOSJ_47643, APOSJ_65237, APOSJ_07578, APOSJ_26483	SACKO_08001
OG0003737	APOSJ_06544	SACKO_21407
OG0003738	APOSJ_30831, APOSJ_62127, APOSJ_62128, APOSJ_62126, APOSJ_44442, APOSJ_44444	SACKO_02219
OG0003739	APOSJ_51985, APOSJ_59856, APOSJ_59860, APOSJ_59858, APOSJ_05627, APOSJ_63277, APOSJ_32386, APOSJ_59854, APOSJ_63278, APOSJ_59855, APOSJ_59859, APOSJ_59857	SACKO_32965
OG0003740	APOSJ_53050	SACKO_08475
OG0003741	APOSJ_52967, APOSJ_52968	SACKO_23163
OG0003742	APOSJ_57497, APOSJ_46994	SACKO_16317
OG0003743	APOSJ_13721, APOSJ_13720, APOSJ_31955	SACKO_20767
OG0003744	APOSJ_04329, APOSJ_04330	SACKO_15973
OG0003745	APOSJ_40164, APOSJ_32998	SACKO_21997, SACKO_21973
OG0003746	APOSJ_52228	SACKO_04162
OG0003747	APOSJ_05609, APOSJ_05610	SACKO_02548
OG0003748	APOSJ_29990, APOSJ_29989	SACKO_12145
OG0003749	APOSJ_44308, APOSJ_44307	SACKO_08322
OG0003750	APOSJ_50371, APOSJ_50373, APOSJ_50370, APOSJ_50372, APOSJ_50374, APOSJ_50369	SACKO_12535, SACKO_09051
OG0003751	APOSJ_34295	SACKO_27798, SACKO_28378, SACKO_28809, SACKO_28818, SACKO_28814
OG0003752	APOSJ_49396, APOSJ_49397, APOSJ_49393, APOSJ_49395, APOSJ_49394, APOSJ_05438, APOSJ_33907	SACKO_12922
OG0003754	APOSJ_24772, APOSJ_60257, APOSJ_60279	SACKO_08508
OG0003755	APOSJ_55619, APOSJ_55620, APOSJ_55621, APOSJ_55618	SACKO_29745
OG0003756	APOSJ_31907, APOSJ_31906, APOSJ_31905	SACKO_18779
OG0003757	APOSJ_41305, APOSJ_62442, APOSJ_64911, APOSJ_64910, APOSJ_60966, APOSJ_24442, APOSJ_64913, APOSJ_60991, APOSJ_61001	SACKO_06078
OG0003758	APOSJ_53340, APOSJ_61521, APOSJ_53338	SACKO_22893
OG0003759	APOSJ_33874, APOSJ_33875, APOSJ_13678	SACKO_28661, SACKO_18691
OG0003760	APOSJ_54190	SACKO_23820
OG0003761	APOSJ_48576	SACKO_10184
OG0003761	APOSJ_44996, APOSJ_47246	SACKO_16376
OG0003762	APOSJ_43942, APOSJ_29508, APOSJ_29483, APOSJ_14767, APOSJ_08898, APOSJ_08894, APOSJ_43941, APOSJ_08896	SACKO_02218
OG0003763	APOSJ_49216	SACKO_12262
OG0003764	APOSJ_54964	SACKO_05674, SACKO_05695, SACKO_05671, SACKO_09985
OG0003766	APOSJ_34957, APOSJ_34952, APOSJ_34951, APOSJ_34956, APOSJ_34954, APOSJ_34955, APOSJ_34958, APOSJ_34953	SACKO_29018
OG0003767	APOSJ_36366, APOSJ_51604, APOSJ_36367, APOSJ_51601, APOSJ_36370, APOSJ_51621, APOSJ_41528, APOSJ_36369, APOSJ_42739	SACKO_34036, SACKO_34061, SACKO_34034
OG0003768	APOSJ_10006	SACKO_08292
OG0003769	APOSJ_33263, APOSJ_33265	SACKO_26729
OG0003770	APOSJ_17183	SACKO_30113
OG0003771	APOSJ_12160, APOSJ_12161	SACKO_24472
OG0003772	APOSJ_03930, APOSJ_32070, APOSJ_32066, APOSJ_32068, APOSJ_32067, APOSJ_32069, APOSJ_61073, APOSJ_32071	SACKO_12861
OG0003773	APOSJ_55090, APOSJ_43504, APOSJ_38895, APOSJ_38894, APOSJ_38896, APOSJ_38893	SACKO_25570
OG0003775	APOSJ_42128, APOSJ_11186, APOSJ_11184, APOSJ_27632, APOSJ_11187, APOSJ_11188	SACKO_31359
OG0003776	APOSJ_13346	SACKO_19961, SACKO_22793, SACKO_32454
OG0003777	APOSJ_20636, APOSJ_20637	SACKO_18112
OG0003778	APOSJ_25166, APOSJ_25167, APOSJ_08214, APOSJ_25165	SACKO_19167
OG0003779	APOSJ_36800, APOSJ_36797, APOSJ_30266, APOSJ_36794, APOSJ_36795, APOSJ_36796, APOSJ_36798, APOSJ_43526, APOSJ_30271, APOSJ_36799	SACKO_17816
OG0003780	APOSJ_10641	SACKO_32052
OG0003795	APOSJ_61385, APOSJ_61384, APOSJ_40895, APOSJ_61386	SACKO_26427
OG0003798	APOSJ_12428, APOSJ_13043	SACKO_04965
OG0003802	APOSJ_32521, APOSJ_31706, APOSJ_35830, APOSJ_03269	SACKO_00977
OG0003803	APOSJ_63490, APOSJ_44795, APOSJ_44796, APOSJ_44797	SACKO_16018
OG0003806	APOSJ_61479, APOSJ_61478, APOSJ_61477, APOSJ_61475, APOSJ_61476	SACKO_25022
OG0003807	APOSJ_38997	SACKO_28702
OG0003808	APOSJ_56880, APOSJ_56881, APOSJ_16708, APOSJ_56882, APOSJ_04168, APOSJ_62230, APOSJ_56883	SACKO_11285
OG0003811	APOSJ_10829, APOSJ_10830, APOSJ_23632, APOSJ_10831	SACKO_23286, SACKO_31701
OG0003812	APOSJ_54158, APOSJ_01747, APOSJ_60218, APOSJ_54157, APOSJ_54156	SACKO_19469
OG0003813	APOSJ_38319, APOSJ_38320	SACKO_02012
OG0003815	APOSJ_25606, APOSJ_25608, APOSJ_25605, APOSJ_25610, APOSJ_25607, APOSJ_25609	SACKO_29542
OG0003816	APOSJ_12414, APOSJ_42543, APOSJ_45648, APOSJ_12413, APOSJ_42540, APOSJ_42541, APOSJ_42542, APOSJ_23138, APOSJ_60193, APOSJ_34311, APOSJ_53287	SACKO_29848
OG0003817	APOSJ_26815, APOSJ_16794, APOSJ_36258, APOSJ_16807	SACKO_07220
OG0003818	APOSJ_04525, APOSJ_04528, APOSJ_04527, APOSJ_04524, APOSJ_04523, APOSJ_04526	SACKO_15857
OG0003819	APOSJ_38897, APOSJ_38898	SACKO_14551
OG0003820	APOSJ_09672	SACKO_04478
OG0003821	APOSJ_47118, APOSJ_47115, APOSJ_47113, APOSJ_47117, APOSJ_47116, APOSJ_47114, APOSJ_47112	SACKO_23600
OG0003823	APOSJ_26903	SACKO_05580
OG0003824	APOSJ_33742, APOSJ_18170, APOSJ_33739, APOSJ_33740, APOSJ_33738, APOSJ_06733, APOSJ_33744, APOSJ_33745, APOSJ_33743, APOSJ_33741	SACKO_12746
OG0003825	APOSJ_11859	SACKO_00319, SACKO_24145
OG0003826	APOSJ_01356, APOSJ_01357	SACKO_00714
OG0003827	APOSJ_58974, APOSJ_58973, APOSJ_09426, APOSJ_58972	SACKO_27592
OG0003828	APOSJ_09885, APOSJ_35825, APOSJ_24369, APOSJ_35820, APOSJ_55660, APOSJ_55659, APOSJ_35827, APOSJ_09883, APOSJ_35824, APOSJ_35826, APOSJ_35822, APOSJ_58629, APOSJ_35821, APOSJ_35823	SACKO_16727
OG0003829	APOSJ_42034, APOSJ_63776, APOSJ_63772, APOSJ_63770, APOSJ_42035	SACKO_06553
OG0003830	APOSJ_46693	SACKO_27382
OG0003832	APOSJ_43248	SACKO_16929
OG0003833	APOSJ_30468, APOSJ_30469, APOSJ_03956, APOSJ_03955	SACKO_15586, SACKO_23901
OG0003834	APOSJ_32235	SACKO_32127
OG0003835	APOSJ_17249, APOSJ_17252, APOSJ_17255, APOSJ_27742, APOSJ_17254, APOSJ_27743, APOSJ_43051, APOSJ_17251, APOSJ_17253, APOSJ_17248	SACKO_00089
OG0003836	APOSJ_19571, APOSJ_19573, APOSJ_19572, APOSJ_19574	SACKO_30569
OG0003837	APOSJ_31977, APOSJ_31976, APOSJ_31979	SACKO_26489, SACKO_21340
OG0003838	APOSJ_61074	SACKO_16736
OG0003839	APOSJ_46438, APOSJ_39403, APOSJ_46439, APOSJ_39406	SACKO_03944
OG0003840	APOSJ_51046	SACKO_04971
OG0003841	APOSJ_23433, APOSJ_23444, APOSJ_23441, APOSJ_23431	SACKO_22771
OG0003842	APOSJ_53084, APOSJ_23246	SACKO_21861
OG0003844	APOSJ_54763, APOSJ_11210	SACKO_31459
OG0003845	APOSJ_46010, APOSJ_46011, APOSJ_28260	SACKO_11086
OG0003846	APOSJ_50869	SACKO_25269
OG0003847	APOSJ_65396	SACKO_33045
OG0003848	APOSJ_04335, APOSJ_26933	SACKO_14467
OG0003849	APOSJ_51408	SACKO_29260
OG0003850	APOSJ_33809, APOSJ_33808, APOSJ_13314, APOSJ_33810	SACKO_27365
OG0003852	APOSJ_52160	SACKO_19687
OG0003853	APOSJ_22563, APOSJ_22564, APOSJ_22566	SACKO_06109
OG0003854	APOSJ_34788, APOSJ_34789, APOSJ_34787	SACKO_07817
OG0003855	APOSJ_18900	SACKO_20717
OG0003857	APOSJ_05750, APOSJ_05749, APOSJ_05751, APOSJ_05756, APOSJ_05755, APOSJ_05753, APOSJ_05754, APOSJ_05752	SACKO_19253
OG0003858	APOSJ_46741, APOSJ_46742, APOSJ_46743, APOSJ_46744, APOSJ_46739, APOSJ_46740	SACKO_32375
OG0003859	APOSJ_09877, APOSJ_09876, APOSJ_09875, APOSJ_09873, APOSJ_09872, APOSJ_09868	SACKO_08127, SACKO_30566
OG0003860	APOSJ_62081	SACKO_18729
OG0003861	APOSJ_50689, APOSJ_50692, APOSJ_50688, APOSJ_50691, APOSJ_50690, APOSJ_62729	SACKO_06020
OG0003862	APOSJ_28388, APOSJ_28387	SACKO_10381
OG0003863	APOSJ_58367, APOSJ_30244, APOSJ_30243	SACKO_16685
OG0003864	APOSJ_55808, APOSJ_33985, APOSJ_55805, APOSJ_55807, APOSJ_10875, APOSJ_55806, APOSJ_26079, APOSJ_12876	SACKO_22188
OG0003865	APOSJ_61984, APOSJ_41752	SACKO_07903
OG0003866	APOSJ_24282, APOSJ_24283	SACKO_20784
OG0003867	APOSJ_60752, APOSJ_60753	SACKO_16952
OG0003868	APOSJ_64684, APOSJ_25045	SACKO_03942
OG0003869	APOSJ_29377, APOSJ_29373, APOSJ_29376, APOSJ_29378, APOSJ_29372, APOSJ_29375, APOSJ_29371, APOSJ_29374	SACKO_04979
OG0003870	APOSJ_23016, APOSJ_06665, APOSJ_23017, APOSJ_06660, APOSJ_11376, APOSJ_23015	SACKO_31960
OG0003871	APOSJ_52590	SACKO_17842
OG0003872	APOSJ_05120, APOSJ_28547, APOSJ_24592, APOSJ_24596, APOSJ_28540, APOSJ_24598, APOSJ_05119, APOSJ_24597	SACKO_01636
OG0003873	APOSJ_11172	SACKO_11339
OG0003874	APOSJ_17301, APOSJ_17304, APOSJ_49370, APOSJ_17303, APOSJ_50898, APOSJ_17302, APOSJ_17300, APOSJ_17299, APOSJ_06136, APOSJ_57345, APOSJ_50894, APOSJ_50896, APOSJ_50897, APOSJ_50895	SACKO_11855
OG0003875	APOSJ_46925, APOSJ_46926, APOSJ_46924	SACKO_23361
OG0003876	APOSJ_55351, APOSJ_55353, APOSJ_55352, APOSJ_55355, APOSJ_55354, APOSJ_03915, APOSJ_55350, APOSJ_03914, APOSJ_03913	SACKO_25638
OG0003877	APOSJ_11307, APOSJ_11303, APOSJ_11306, APOSJ_11308, APOSJ_11304, APOSJ_11305, APOSJ_49244, APOSJ_39123	SACKO_03342
OG0003878	APOSJ_11385, APOSJ_11383, APOSJ_11384, APOSJ_11386	SACKO_30808, SACKO_14176
OG0003879	APOSJ_33787, APOSJ_33786	SACKO_05101
OG0003880	APOSJ_17964, APOSJ_17963	SACKO_08397
OG0003881	APOSJ_17185, APOSJ_17184, APOSJ_17186, APOSJ_40103	SACKO_26611, SACKO_26599
OG0003882	APOSJ_34819, APOSJ_32141, APOSJ_01045, APOSJ_06437, APOSJ_60271, APOSJ_04288, APOSJ_04295, APOSJ_32142, APOSJ_60270, APOSJ_12511, APOSJ_12510, APOSJ_32140	SACKO_25551
OG0003883	APOSJ_10347	SACKO_13711
OG0003884	APOSJ_00562, APOSJ_03381, APOSJ_00563	SACKO_06475
OG0003885	APOSJ_63866	SACKO_26956
OG0003886	APOSJ_13752, APOSJ_33893, APOSJ_33892, APOSJ_33894	SACKO_05656
OG0003888	APOSJ_13717	SACKO_14950
OG0003889	APOSJ_01456	SACKO_01038, SACKO_05220
OG0003890	APOSJ_37127	SACKO_02054
OG0003892	APOSJ_49727, APOSJ_49728, APOSJ_49730, APOSJ_49729, APOSJ_49726	SACKO_01168
OG0003893	APOSJ_03597	SACKO_09957
OG0003894	APOSJ_33184, APOSJ_58008, APOSJ_58009, APOSJ_60026, APOSJ_60023, APOSJ_58006, APOSJ_60025, APOSJ_60024, APOSJ_22372, APOSJ_58004, APOSJ_58005, APOSJ_58388	SACKO_00239
OG0003895	APOSJ_23140, APOSJ_15271, APOSJ_15272, APOSJ_47883, APOSJ_23143, APOSJ_47884, APOSJ_26564, APOSJ_47888, APOSJ_44417, APOSJ_47886, APOSJ_15274, APOSJ_23142, APOSJ_23144, APOSJ_47885, APOSJ_23141, APOSJ_47887	SACKO_00396
OG0003896	APOSJ_07288, APOSJ_07289, APOSJ_07287	SACKO_28766
OG0003897	APOSJ_63844, APOSJ_31200, APOSJ_31201, APOSJ_63847, APOSJ_31202, APOSJ_31203	SACKO_11326
OG0003898	APOSJ_06075	SACKO_25332
OG0003899	APOSJ_11868, APOSJ_19887, APOSJ_19885, APOSJ_11869, APOSJ_19889, APOSJ_19888, APOSJ_23150, APOSJ_11870, APOSJ_19886, APOSJ_61318	SACKO_14433
OG0003900	APOSJ_30080, APOSJ_01157, APOSJ_30082, APOSJ_59401, APOSJ_01158, APOSJ_01159, APOSJ_59405, APOSJ_59402, APOSJ_59406, APOSJ_59403, APOSJ_59404, APOSJ_59400	SACKO_06116
OG0003901	APOSJ_16327, APOSJ_16328	SACKO_09866, SACKO_09871
OG0003902	APOSJ_06629, APOSJ_06628, APOSJ_01360, APOSJ_01359	SACKO_19014, SACKO_19000, SACKO_10415, SACKO_19017, SACKO_33670, SACKO_24175
OG0003903	APOSJ_56037, APOSJ_56036, APOSJ_56038, APOSJ_56039	SACKO_12461
OG0003905	APOSJ_47298, APOSJ_47297	SACKO_20255
OG0003906	APOSJ_10444, APOSJ_10449, APOSJ_10448, APOSJ_54044, APOSJ_01703, APOSJ_10450, APOSJ_16538, APOSJ_10447, APOSJ_10451, APOSJ_01700	SACKO_07504
OG0003909	APOSJ_09845	SACKO_18772
OG0003910	APOSJ_45369, APOSJ_45364, APOSJ_45365, APOSJ_45367, APOSJ_45368, APOSJ_45371, APOSJ_45370, APOSJ_45366	SACKO_25193
OG0003911	APOSJ_45226, APOSJ_45227, APOSJ_15903, APOSJ_15901, APOSJ_55208, APOSJ_45225	SACKO_05574
OG0003912	APOSJ_24016	SACKO_19964
OG0003913	APOSJ_63633	SACKO_21819
OG0003915	APOSJ_64945, APOSJ_21997	SACKO_17445
OG0003916	APOSJ_53458, APOSJ_53460	SACKO_16565, SACKO_16337
OG0003918	APOSJ_31056	SACKO_03476
OG0003919	APOSJ_46801	SACKO_15041
OG0003919	APOSJ_35625, APOSJ_35627, APOSJ_35626	SACKO_15063, SACKO_15040
OG0003920	APOSJ_58724, APOSJ_58723	SACKO_25068
OG0003921	APOSJ_28730, APOSJ_28728	SACKO_23005
OG0003922	APOSJ_25574, APOSJ_04472, APOSJ_57037, APOSJ_04475, APOSJ_27911, APOSJ_04476	SACKO_28487
