Orthogroup	APOSJ_ok	MOUSE
OG0002749	APOSJ_34941, APOSJ_15942	MOUSE54472, MOUSE54475, MOUSE54473, MOUSE54474, MOUSE19498, MOUSE36890
OG0002751	APOSJ_17474, APOSJ_17471, APOSJ_17473, APOSJ_17475, APOSJ_17472, APOSJ_17476	MOUSE01097, MOUSE01096, MOUSE01095
OG0002752	APOSJ_60381, APOSJ_60392, APOSJ_32917, APOSJ_19099, APOSJ_60369, APOSJ_19100, APOSJ_19101, APOSJ_32916, APOSJ_60374, APOSJ_55917	MOUSE38806, MOUSE38803, MOUSE38799, MOUSE38800
OG0002753	APOSJ_63092, APOSJ_63089, APOSJ_29370, APOSJ_63091, APOSJ_63090, APOSJ_42366	MOUSE40931, MOUSE40932, MOUSE35437, MOUSE35440, MOUSE35441, MOUSE35438
OG0002754	APOSJ_18246, APOSJ_31278, APOSJ_64305, APOSJ_64308, APOSJ_49558, APOSJ_49563, APOSJ_18242, APOSJ_18245, APOSJ_18247, APOSJ_49561, APOSJ_18243, APOSJ_18244	MOUSE55406, MOUSE55407
OG0002755	APOSJ_35349, APOSJ_24973	MOUSE32749, MOUSE32748, MOUSE32747
OG0002756	APOSJ_06329	MOUSE50617
OG0002757	APOSJ_52815, APOSJ_51626, APOSJ_51624	MOUSE28677, MOUSE36233, MOUSE36229, MOUSE36231, MOUSE36232, MOUSE36230
OG0002758	APOSJ_08249, APOSJ_29321, APOSJ_58263	MOUSE38046, MOUSE38045, MOUSE38044
OG0002759	APOSJ_31890, APOSJ_31888, APOSJ_31894, APOSJ_31893, APOSJ_31889, APOSJ_31891, APOSJ_31373, APOSJ_31892	MOUSE12488, MOUSE12487, MOUSE12489
OG0002760	APOSJ_38596	MOUSE01943, MOUSE01945
OG0002762	APOSJ_00439, APOSJ_04500, APOSJ_04499	MOUSE40795, MOUSE31051, MOUSE31053, MOUSE31052, MOUSE02339
OG0002763	APOSJ_22568, APOSJ_18212, APOSJ_10731, APOSJ_22570, APOSJ_18214, APOSJ_20683, APOSJ_18209, APOSJ_18213, APOSJ_22572, APOSJ_18211	MOUSE05252, MOUSE05253
OG0002764	APOSJ_42508	MOUSE34877, MOUSE52301, MOUSE52303, MOUSE52304, MOUSE52302
OG0002765	APOSJ_11905	MOUSE23918, MOUSE28206, MOUSE49199, MOUSE49200, MOUSE49197
OG0002766	APOSJ_23221	MOUSE08094, MOUSE08096
OG0002767	APOSJ_60003, APOSJ_60004, APOSJ_60002	MOUSE38888, MOUSE38886, MOUSE38887, MOUSE38885, MOUSE36318
OG0002768	APOSJ_51813, APOSJ_49968, APOSJ_40309, APOSJ_40310, APOSJ_49969, APOSJ_51814, APOSJ_40308, APOSJ_40306, APOSJ_40305, APOSJ_51809, APOSJ_51811, APOSJ_47062, APOSJ_26767, APOSJ_47060, APOSJ_47059, APOSJ_26332, APOSJ_47063, APOSJ_26336, APOSJ_47061	MOUSE02302
OG0002769	APOSJ_55086, APOSJ_40803	MOUSE36757, MOUSE55277, MOUSE55278, MOUSE55279
OG0002770	APOSJ_38958, APOSJ_38959	MOUSE03174, MOUSE03172, MOUSE03173, MOUSE03170, MOUSE12839, MOUSE12838, MOUSE12841, MOUSE12840
OG0002771	APOSJ_33188, APOSJ_26046, APOSJ_26047, APOSJ_26048	MOUSE16702, MOUSE16698, MOUSE16704, MOUSE25182, MOUSE25183
OG0002772	APOSJ_20285, APOSJ_20284, APOSJ_52303, APOSJ_20282, APOSJ_20283, APOSJ_51738	MOUSE01653, MOUSE01652, MOUSE01655, MOUSE01654, MOUSE01651
OG0002773	APOSJ_24254, APOSJ_24252, APOSJ_24253	MOUSE19490
OG0002774	APOSJ_64842, APOSJ_64843, APOSJ_64844, APOSJ_58205	MOUSE17487, MOUSE17486, MOUSE51862
OG0002775	APOSJ_50552, APOSJ_50548, APOSJ_50551, APOSJ_46523, APOSJ_31437, APOSJ_50555, APOSJ_50553, APOSJ_50549, APOSJ_31435, APOSJ_50554, APOSJ_50550, APOSJ_31436	MOUSE07212, MOUSE07211, MOUSE07210
OG0002776	APOSJ_02124, APOSJ_13622, APOSJ_13620, APOSJ_23394, APOSJ_29397, APOSJ_39434, APOSJ_16653, APOSJ_13616, APOSJ_19943, APOSJ_02116, APOSJ_39727, APOSJ_23395, APOSJ_29398, APOSJ_23393	MOUSE19559, MOUSE19560
OG0002777	APOSJ_54233, APOSJ_54234	MOUSE41933, MOUSE44389, MOUSE16520, MOUSE44378, MOUSE44386, MOUSE44380, MOUSE44379
OG0002778	APOSJ_34736, APOSJ_34734, APOSJ_59480, APOSJ_34735	MOUSE44589, MOUSE19553
OG0002780	APOSJ_48451, APOSJ_48449, APOSJ_48450, APOSJ_48452, APOSJ_48447, APOSJ_48453, APOSJ_48454, APOSJ_07716	MOUSE06132, MOUSE06136
OG0002781	APOSJ_28539	MOUSE02499, MOUSE02500, MOUSE02498, MOUSE22135, MOUSE22136
OG0002782	APOSJ_10841, APOSJ_53882	MOUSE02962, MOUSE20119, MOUSE02961, MOUSE02964
OG0002783	APOSJ_10533, APOSJ_55166, APOSJ_07046, APOSJ_55168, APOSJ_48553, APOSJ_48548, APOSJ_35505, APOSJ_10534, APOSJ_10535, APOSJ_55167, APOSJ_10531, APOSJ_55164, APOSJ_35504, APOSJ_48552, APOSJ_07041, APOSJ_55169, APOSJ_37692, APOSJ_48554, APOSJ_10536, APOSJ_55165, APOSJ_48547, APOSJ_59696, APOSJ_59796, APOSJ_10532	MOUSE13167, MOUSE13168, MOUSE13165
OG0002785	APOSJ_47547, APOSJ_50712, APOSJ_09205	MOUSE33416, MOUSE10309, MOUSE10367, MOUSE10366
OG0002786	APOSJ_46976, APOSJ_46977	MOUSE30836, MOUSE44652, MOUSE44653, MOUSE44654, MOUSE44651, MOUSE16714
OG0002787	APOSJ_29276, APOSJ_29279, APOSJ_29277, APOSJ_29278	MOUSE39863, MOUSE39864, MOUSE39865, MOUSE49599, MOUSE49597
OG0002788	APOSJ_44752, APOSJ_49851	MOUSE27191
OG0002790	APOSJ_59369, APOSJ_03416, APOSJ_29918, APOSJ_59367, APOSJ_10811, APOSJ_64134, APOSJ_03418, APOSJ_03415, APOSJ_64151, APOSJ_59366, APOSJ_10810, APOSJ_64139	MOUSE45273, MOUSE45274, MOUSE45272
OG0002791	APOSJ_62540	MOUSE48609, MOUSE23809, MOUSE23808, MOUSE25572
OG0002792	APOSJ_21150, APOSJ_21151, APOSJ_35971, APOSJ_35973, APOSJ_21152, APOSJ_35977, APOSJ_21147, APOSJ_21148, APOSJ_35972, APOSJ_21153, APOSJ_35974, APOSJ_21149, APOSJ_25090, APOSJ_35978, APOSJ_35975, APOSJ_21146, APOSJ_35976	MOUSE44628, MOUSE44629, MOUSE44630, MOUSE13252
OG0002794	APOSJ_54777, APOSJ_54776	MOUSE26037, MOUSE26038, MOUSE26039, MOUSE23997, MOUSE23996
OG0002795	APOSJ_28457, APOSJ_28453, APOSJ_28455, APOSJ_28454, APOSJ_28456, APOSJ_28458	MOUSE44829, MOUSE44826, MOUSE18520, MOUSE18519
OG0002797	APOSJ_32890	MOUSE20127, MOUSE28162, MOUSE28131, MOUSE28130, MOUSE28134, MOUSE28135, MOUSE28139, MOUSE28140
OG0002799	APOSJ_30946, APOSJ_30944, APOSJ_30945, APOSJ_30943	MOUSE16859, MOUSE16862
OG0002811	APOSJ_39522, APOSJ_27187	MOUSE01738, MOUSE01736, MOUSE01737, MOUSE01735, MOUSE01734, MOUSE01739
OG0002812	APOSJ_14711	MOUSE10239, MOUSE33414, MOUSE33413, MOUSE33412
OG0002813	APOSJ_11945, APOSJ_11946	MOUSE28850, MOUSE08964, MOUSE08961, MOUSE08965, MOUSE08960, MOUSE08963, MOUSE49374, MOUSE08962
OG0002814	APOSJ_38259, APOSJ_38260	MOUSE00755, MOUSE00754, MOUSE00753, MOUSE31639, MOUSE19210
OG0002815	APOSJ_21190, APOSJ_21191, APOSJ_03444, APOSJ_21192, APOSJ_21193, APOSJ_21194	MOUSE33877, MOUSE32216
OG0002816	APOSJ_64186, APOSJ_46639	MOUSE33649, MOUSE33650, MOUSE33653, MOUSE33651, MOUSE33652
OG0002817	APOSJ_16949	MOUSE07753, MOUSE07754
OG0002818	APOSJ_53205, APOSJ_38620, APOSJ_38621, APOSJ_41940, APOSJ_44944, APOSJ_44945, APOSJ_44946	MOUSE46440, MOUSE24914
OG0002819	APOSJ_00416	MOUSE12443, MOUSE19687, MOUSE40979, MOUSE40977, MOUSE40978
OG0002822	APOSJ_09867, APOSJ_09866	MOUSE38613, MOUSE38615, MOUSE38614, MOUSE06406
OG0002823	APOSJ_31174	MOUSE32396, MOUSE32399, MOUSE21431, MOUSE21432
OG0002824	APOSJ_35964	MOUSE18912, MOUSE18914, MOUSE18913, MOUSE26147, MOUSE26148, MOUSE18915
OG0002825	APOSJ_31910, APOSJ_03146, APOSJ_31911, APOSJ_31909	MOUSE02236, MOUSE02238, MOUSE02233, MOUSE02234, MOUSE02235
OG0002826	APOSJ_18654, APOSJ_51917, APOSJ_10888, APOSJ_01897, APOSJ_41432, APOSJ_18655	MOUSE28123, MOUSE28122, MOUSE42625
OG0002827	APOSJ_53626	MOUSE00490, MOUSE00492
OG0002828	APOSJ_34741	MOUSE51012, MOUSE51013, MOUSE51015, MOUSE51014
OG0002829	APOSJ_53648, APOSJ_53650, APOSJ_65394, APOSJ_10762, APOSJ_37284, APOSJ_10761, APOSJ_10760, APOSJ_16549, APOSJ_38584, APOSJ_22964, APOSJ_03204, APOSJ_48873, APOSJ_37280, APOSJ_48870	MOUSE38643, MOUSE38644, MOUSE38642
OG0002830	APOSJ_23697, APOSJ_23698	MOUSE07601, MOUSE07600, MOUSE42624, MOUSE42623
OG0002831	APOSJ_36477, APOSJ_26584	MOUSE39381, MOUSE39380, MOUSE39379
OG0002833	APOSJ_35386, APOSJ_35388	MOUSE16893, MOUSE16891, MOUSE16892, MOUSE16890, MOUSE16894
OG0002834	APOSJ_57628, APOSJ_38922, APOSJ_38920, APOSJ_38921	MOUSE30356, MOUSE30354, MOUSE30355, MOUSE30353, MOUSE19451, MOUSE19450
OG0002835	APOSJ_56726, APOSJ_56725, APOSJ_21812, APOSJ_21814, APOSJ_56727, APOSJ_63362, APOSJ_63361, APOSJ_63360, APOSJ_21813, APOSJ_21815, APOSJ_63363	MOUSE33882, MOUSE32196, MOUSE32195, MOUSE32194
OG0002836	APOSJ_04656, APOSJ_04657, APOSJ_04655, APOSJ_04654	MOUSE22891, MOUSE34627
OG0002837	APOSJ_18732, APOSJ_18729, APOSJ_18731, APOSJ_18730	MOUSE38781, MOUSE36488, MOUSE36489
OG0002838	APOSJ_45261, APOSJ_45262, APOSJ_45260, APOSJ_16084	MOUSE47899
OG0002839	APOSJ_27083, APOSJ_27082, APOSJ_27084, APOSJ_27088, APOSJ_32565, APOSJ_27085, APOSJ_27089, APOSJ_27087, APOSJ_27090, APOSJ_27086	MOUSE53028, MOUSE53027, MOUSE53026, MOUSE53024, MOUSE53023
OG0002840	APOSJ_62308, APOSJ_30887, APOSJ_30885, APOSJ_30886, APOSJ_30888, APOSJ_30884, APOSJ_30883, APOSJ_62313	MOUSE43716, MOUSE13817, MOUSE13818, MOUSE13816
OG0002841	APOSJ_20424	MOUSE39274, MOUSE39273, MOUSE39272, MOUSE39270, MOUSE39271
OG0002842	APOSJ_58956	MOUSE47906, MOUSE47910, MOUSE47914, MOUSE47915, MOUSE47912, MOUSE47907, MOUSE47911, MOUSE47913, MOUSE47908, MOUSE47909
OG0002843	APOSJ_29444, APOSJ_37419, APOSJ_37208, APOSJ_37207, APOSJ_37420, APOSJ_53182, APOSJ_37206, APOSJ_37205, APOSJ_29451	MOUSE37407, MOUSE37409, MOUSE37410, MOUSE37408, MOUSE37411
OG0002844	APOSJ_02179, APOSJ_02177, APOSJ_10554, APOSJ_10553, APOSJ_02180, APOSJ_10552	MOUSE52858
OG0002845	APOSJ_41336, APOSJ_53174, APOSJ_46685, APOSJ_46687, APOSJ_41332, APOSJ_00584, APOSJ_00581, APOSJ_46684, APOSJ_53173, APOSJ_00585, APOSJ_41333, APOSJ_00576, APOSJ_27474, APOSJ_00577, APOSJ_46690, APOSJ_00580, APOSJ_24230	MOUSE51587, MOUSE51586, MOUSE51588
OG0002846	APOSJ_45964, APOSJ_45588	MOUSE29671, MOUSE29674
OG0002846	APOSJ_45966, APOSJ_28256, APOSJ_45970, APOSJ_45968, APOSJ_45963	MOUSE29672, MOUSE29675, MOUSE29673, MOUSE29670
OG0002848	APOSJ_03978	MOUSE09195, MOUSE09197, MOUSE09196, MOUSE09193, MOUSE09192
OG0002849	APOSJ_51136, APOSJ_51137	MOUSE51938, MOUSE51937, MOUSE51939, MOUSE30674, MOUSE30677, MOUSE30672, MOUSE30676, MOUSE30671, MOUSE30675, MOUSE30670, MOUSE30673
OG0002850	APOSJ_51285, APOSJ_51282, APOSJ_51283, APOSJ_51284, APOSJ_51287, APOSJ_51286	MOUSE29946, MOUSE35117, MOUSE35118
OG0002851	APOSJ_62786, APOSJ_12424	MOUSE16262, MOUSE16261, MOUSE16507
OG0002853	APOSJ_59651, APOSJ_28071, APOSJ_14866, APOSJ_14868, APOSJ_14867	MOUSE01702, MOUSE01701, MOUSE30855, MOUSE13254, MOUSE13253, MOUSE01700, MOUSE01699, MOUSE01697
OG0002854	APOSJ_25148, APOSJ_13047, APOSJ_16816, APOSJ_24828, APOSJ_25140, APOSJ_13046, APOSJ_13048, APOSJ_24832, APOSJ_13049, APOSJ_24827, APOSJ_13045	MOUSE24041, MOUSE24039, MOUSE24038, MOUSE24040
OG0002856	APOSJ_36875, APOSJ_36874	MOUSE48401, MOUSE48402, MOUSE48400, MOUSE48403, MOUSE48404, MOUSE30483, MOUSE30481, MOUSE30482
OG0002857	APOSJ_30419, APOSJ_55427	MOUSE50294, MOUSE50298, MOUSE50295, MOUSE50297, MOUSE50296
OG0002858	APOSJ_32827, APOSJ_32828, APOSJ_32829, APOSJ_08111	MOUSE53144, MOUSE49269, MOUSE49270, MOUSE49268
OG0002859	APOSJ_26622, APOSJ_26623, APOSJ_63027, APOSJ_26624, APOSJ_26621, APOSJ_26625	MOUSE21517, MOUSE21514, MOUSE21515, MOUSE21518, MOUSE21520, MOUSE21519, MOUSE21516, MOUSE21521
OG0002860	APOSJ_33844	MOUSE17139, MOUSE17144, MOUSE17145, MOUSE17142, MOUSE17147, MOUSE17146, MOUSE17136, MOUSE17133, MOUSE17134, MOUSE17135, MOUSE17140, MOUSE17137
OG0002861	APOSJ_35852, APOSJ_35851, APOSJ_46755, APOSJ_35849, APOSJ_35850, APOSJ_35848	MOUSE27136, MOUSE27137, MOUSE27134, MOUSE27135
OG0002862	APOSJ_22210, APOSJ_05803, APOSJ_22209, APOSJ_21167, APOSJ_22206, APOSJ_22211	MOUSE45187, MOUSE52142
OG0002863	APOSJ_53428, APOSJ_46630, APOSJ_46632, APOSJ_48601, APOSJ_48599, APOSJ_46628, APOSJ_48598, APOSJ_46629, APOSJ_48603, APOSJ_53461, APOSJ_35835, APOSJ_46631, APOSJ_48600, APOSJ_46627, APOSJ_48602, APOSJ_23896	MOUSE13226, MOUSE13228, MOUSE13230, MOUSE13231, MOUSE13229, MOUSE13227
OG0002864	APOSJ_42693, APOSJ_42695	MOUSE01567, MOUSE01566, MOUSE01568, MOUSE01565, MOUSE01569, MOUSE05787, MOUSE05786, MOUSE27747, MOUSE27746
OG0002865	APOSJ_62439, APOSJ_01468, APOSJ_01467, APOSJ_01465, APOSJ_01466, APOSJ_01462, APOSJ_01463, APOSJ_01464, APOSJ_01461	MOUSE13949, MOUSE13948, MOUSE13947
OG0002866	APOSJ_18570, APOSJ_18569	MOUSE20818, MOUSE20819, MOUSE20817, MOUSE20816, MOUSE20815, MOUSE50338, MOUSE50339
OG0002868	APOSJ_24238, APOSJ_24239, APOSJ_24237, APOSJ_24236	MOUSE33845, MOUSE33859, MOUSE13152, MOUSE13153
OG0002869	APOSJ_38172	MOUSE29505, MOUSE29506, MOUSE29504, MOUSE29503, MOUSE35068, MOUSE35067
OG0002870	APOSJ_23719, APOSJ_23718, APOSJ_59990, APOSJ_06668, APOSJ_47672, APOSJ_23712, APOSJ_59988, APOSJ_50074, APOSJ_14175, APOSJ_59985, APOSJ_59989, APOSJ_59991, APOSJ_59987, APOSJ_59986, APOSJ_14173, APOSJ_30456	MOUSE32219, MOUSE32218, MOUSE32217
OG0002871	APOSJ_11950, APOSJ_12239, APOSJ_12242, APOSJ_12238, APOSJ_11949, APOSJ_55307, APOSJ_12241, APOSJ_55306, APOSJ_53855, APOSJ_12243, APOSJ_53918	MOUSE27163
OG0002872	APOSJ_33725, APOSJ_57180, APOSJ_18572, APOSJ_26124, APOSJ_57178, APOSJ_26123, APOSJ_57183, APOSJ_26127, APOSJ_33729, APOSJ_33726, APOSJ_26129, APOSJ_57184, APOSJ_60944, APOSJ_26126, APOSJ_57181, APOSJ_57179, APOSJ_64747, APOSJ_57182	MOUSE13951, MOUSE13950
OG0002873	APOSJ_14384, APOSJ_14383, APOSJ_24938, APOSJ_14380, APOSJ_24940, APOSJ_14382, APOSJ_24951, APOSJ_14381	MOUSE15070, MOUSE15076, MOUSE15069, MOUSE15071, MOUSE15072, MOUSE15074, MOUSE15073
OG0002874	APOSJ_55452, APOSJ_51205, APOSJ_18413, APOSJ_55439	MOUSE40765, MOUSE40768, MOUSE40766, MOUSE01998
OG0002875	APOSJ_17891, APOSJ_04454, APOSJ_04452, APOSJ_27739, APOSJ_04451, APOSJ_08308, APOSJ_35833, APOSJ_04453, APOSJ_35836, APOSJ_27740	MOUSE24731, MOUSE24726, MOUSE24727, MOUSE24729, MOUSE24728, MOUSE24725, MOUSE24730
OG0002876	APOSJ_08793, APOSJ_08790, APOSJ_56117, APOSJ_08792	MOUSE12960, MOUSE00037
OG0002877	APOSJ_02089, APOSJ_60900, APOSJ_02092, APOSJ_02088, APOSJ_60905, APOSJ_60909, APOSJ_53024, APOSJ_02090, APOSJ_60903, APOSJ_53028, APOSJ_60899, APOSJ_53023, APOSJ_02091	MOUSE48589, MOUSE48590, MOUSE48587, MOUSE48588
OG0002878	APOSJ_02885	MOUSE49446, MOUSE13893, MOUSE13892
OG0002879	APOSJ_41050, APOSJ_60981	MOUSE15832, MOUSE15836, MOUSE15837, MOUSE15834, MOUSE15838, MOUSE15833, MOUSE34097, MOUSE34099, MOUSE34096
OG0002880	APOSJ_63786, APOSJ_62485, APOSJ_62484, APOSJ_10125	MOUSE00478
OG0002881	APOSJ_64404	MOUSE34597, MOUSE34598
OG0002883	APOSJ_12928, APOSJ_12929, APOSJ_12927, APOSJ_12924, APOSJ_19958, APOSJ_12923, APOSJ_19960, APOSJ_12926	MOUSE00879, MOUSE00880
OG0002884	APOSJ_42468, APOSJ_26803, APOSJ_00564, APOSJ_26806, APOSJ_42472, APOSJ_26801, APOSJ_26805, APOSJ_42469, APOSJ_42470, APOSJ_42471, APOSJ_26804	MOUSE18338, MOUSE18339, MOUSE18337, MOUSE14316, MOUSE14317
OG0002885	APOSJ_25927, APOSJ_53416, APOSJ_53411, APOSJ_63131, APOSJ_53415, APOSJ_63123, APOSJ_01287, APOSJ_63126	MOUSE25787
OG0002887	APOSJ_01678, APOSJ_01680, APOSJ_01682, APOSJ_36289, APOSJ_01679, APOSJ_36286, APOSJ_01681, APOSJ_36290, APOSJ_26914, APOSJ_36285, APOSJ_36288, APOSJ_36292, APOSJ_36291, APOSJ_36287	MOUSE20832, MOUSE20831, MOUSE20830, MOUSE20829
OG0002888	APOSJ_59922, APOSJ_59919, APOSJ_59920, APOSJ_59921	MOUSE46136, MOUSE03962, MOUSE03961
OG0002889	APOSJ_05177	MOUSE54307, MOUSE54308, MOUSE54309, MOUSE01746, MOUSE01747, MOUSE01745
OG0002890	APOSJ_11570, APOSJ_11571	MOUSE09294, MOUSE09292, MOUSE09287, MOUSE09293, MOUSE09289, MOUSE09291, MOUSE09286, MOUSE09288, MOUSE09290
OG0002891	APOSJ_25188, APOSJ_27730, APOSJ_25189, APOSJ_12575, APOSJ_12567, APOSJ_25185, APOSJ_12342, APOSJ_29943, APOSJ_25187, APOSJ_25186, APOSJ_29944	MOUSE48810, MOUSE00680, MOUSE00679, MOUSE00681
OG0002893	APOSJ_37643, APOSJ_48470	MOUSE12910, MOUSE12909
OG0002894	APOSJ_11324, APOSJ_11322, APOSJ_11323, APOSJ_11321	MOUSE07245, MOUSE07246, MOUSE28169, MOUSE28168
OG0002895	APOSJ_26606, APOSJ_26608, APOSJ_26610, APOSJ_26609, APOSJ_26605	MOUSE41196, MOUSE23585
OG0002896	APOSJ_45523, APOSJ_45520, APOSJ_45522, APOSJ_45521, APOSJ_45519	MOUSE22004, MOUSE52360, MOUSE52361, MOUSE52363, MOUSE52362, MOUSE22005, MOUSE22006, MOUSE22003
OG0002897	APOSJ_33105, APOSJ_26458	MOUSE26136, MOUSE26137, MOUSE26135, MOUSE26134, MOUSE26133
OG0002898	APOSJ_00660, APOSJ_02099, APOSJ_43120, APOSJ_43119	MOUSE48263, MOUSE48262
OG0002899	APOSJ_53924, APOSJ_53927, APOSJ_53926, APOSJ_53925	MOUSE41425, MOUSE41426, MOUSE41424, MOUSE41423, MOUSE29542, MOUSE29545, MOUSE29543, MOUSE29544
OG0002900	APOSJ_56992, APOSJ_30063	MOUSE44758, MOUSE30850, MOUSE30851, MOUSE30848
OG0002901	APOSJ_65273, APOSJ_65272, APOSJ_65274, APOSJ_65271	MOUSE00118, MOUSE00119, MOUSE00117, MOUSE00116, MOUSE00114
OG0002902	APOSJ_31066, APOSJ_62531	MOUSE46102, MOUSE46104, MOUSE46103
OG0002902	APOSJ_05793, APOSJ_05792	MOUSE46101
OG0002903	APOSJ_51359, APOSJ_51107, APOSJ_51361, APOSJ_51360	MOUSE53344, MOUSE53343
OG0002904	APOSJ_19129, APOSJ_19131, APOSJ_19134, APOSJ_19135, APOSJ_23721, APOSJ_19130, APOSJ_19127, APOSJ_23720, APOSJ_23722, APOSJ_19128, APOSJ_19133, APOSJ_19132	MOUSE19444, MOUSE19443
OG0002905	APOSJ_43847, APOSJ_43845, APOSJ_37810, APOSJ_43843, APOSJ_37809, APOSJ_37811, APOSJ_36736, APOSJ_36735, APOSJ_43846, APOSJ_36734, APOSJ_43844	MOUSE35165, MOUSE35166, MOUSE35167, MOUSE35168
OG0002906	APOSJ_49358, APOSJ_49363, APOSJ_28749, APOSJ_49362	MOUSE49581, MOUSE49582, MOUSE49580, MOUSE49583
OG0002907	APOSJ_06904, APOSJ_59419, APOSJ_06902, APOSJ_06900, APOSJ_06908	MOUSE16709, MOUSE16711, MOUSE16710, MOUSE44655
OG0002909	APOSJ_42655, APOSJ_42656	MOUSE52675, MOUSE52674, MOUSE52672, MOUSE52673, MOUSE06991, MOUSE06992, MOUSE06990, MOUSE06996, MOUSE06993, MOUSE06995, MOUSE06994
OG0002910	APOSJ_19905, APOSJ_19904	MOUSE01881, MOUSE01882, MOUSE01880
OG0002911	APOSJ_38670, APOSJ_38671	MOUSE46627, MOUSE47883, MOUSE47884, MOUSE47882, MOUSE47879, MOUSE47880, MOUSE47881
OG0002912	APOSJ_60908, APOSJ_41772, APOSJ_60894, APOSJ_60897, APOSJ_05122, APOSJ_05121, APOSJ_54754	MOUSE43731
OG0002913	APOSJ_47280, APOSJ_26666	MOUSE54048
OG0002915	APOSJ_21025, APOSJ_52601, APOSJ_52602	MOUSE09272, MOUSE49393, MOUSE09270, MOUSE09268
OG0002916	APOSJ_45207, APOSJ_45206, APOSJ_45205, APOSJ_15779, APOSJ_45203, APOSJ_45204	MOUSE01587, MOUSE01588, MOUSE01585, MOUSE01586, MOUSE10473, MOUSE10472, MOUSE10474
OG0002917	APOSJ_48174	MOUSE22778, MOUSE22783, MOUSE22784, MOUSE22777, MOUSE22779
OG0002919	APOSJ_18306, APOSJ_19042, APOSJ_19041	MOUSE30475, MOUSE30474, MOUSE44841, MOUSE48457
OG0002921	APOSJ_00219, APOSJ_53869, APOSJ_15921, APOSJ_53867, APOSJ_53871, APOSJ_00226, APOSJ_53868, APOSJ_53870	MOUSE46392, MOUSE46390, MOUSE46393, MOUSE46391, MOUSE46389, MOUSE46394, MOUSE46388
OG0002922	APOSJ_63518, APOSJ_42218, APOSJ_05816, APOSJ_17087	MOUSE46631, MOUSE46632, MOUSE46630, MOUSE47876, MOUSE47875, MOUSE47873, MOUSE47878
OG0002923	APOSJ_24415, APOSJ_50520, APOSJ_22686, APOSJ_24417, APOSJ_24414, APOSJ_24420	MOUSE49680, MOUSE32102, MOUSE28330, MOUSE28329, MOUSE28328
OG0002924	APOSJ_52951, APOSJ_52952, APOSJ_52954, APOSJ_52953, APOSJ_59897, APOSJ_52950, APOSJ_52955, APOSJ_60511	MOUSE51671, MOUSE19807, MOUSE19805, MOUSE19806
OG0002925	APOSJ_38140, APOSJ_33448, APOSJ_38141, APOSJ_38135, APOSJ_38142, APOSJ_38712, APOSJ_38139, APOSJ_38137, APOSJ_38136, APOSJ_38138	MOUSE13500
OG0002926	APOSJ_06972, APOSJ_06973, APOSJ_06975, APOSJ_06974	MOUSE10357, MOUSE10361, MOUSE10362, MOUSE10360, MOUSE10359, MOUSE10358, MOUSE48416, MOUSE48415
OG0002927	APOSJ_16768, APOSJ_00529, APOSJ_62091, APOSJ_16769, APOSJ_00530, APOSJ_16771, APOSJ_00531, APOSJ_03211, APOSJ_16772, APOSJ_16770, APOSJ_16767, APOSJ_40156	MOUSE32596, MOUSE32595, MOUSE32594
OG0002929	APOSJ_34840	MOUSE39114, MOUSE39116, MOUSE39115, MOUSE39113, MOUSE39112, MOUSE54379, MOUSE54380, MOUSE54382, MOUSE54384, MOUSE54381, MOUSE10872, MOUSE16488, MOUSE10873
OG0002944	APOSJ_59286, APOSJ_30367, APOSJ_06364	MOUSE21675, MOUSE31441, MOUSE21607
OG0002945	APOSJ_48648, APOSJ_20590, APOSJ_17785, APOSJ_47516, APOSJ_12046, APOSJ_12047, APOSJ_12049, APOSJ_47519, APOSJ_12048, APOSJ_47515, APOSJ_47520, APOSJ_47514, APOSJ_12044, APOSJ_12045, APOSJ_47517	MOUSE05901
OG0002947	APOSJ_02647, APOSJ_02648, APOSJ_54387, APOSJ_46768	MOUSE08979
OG0002948	APOSJ_47013	MOUSE34612, MOUSE03993, MOUSE03992
OG0002949	APOSJ_12144	MOUSE42154, MOUSE42159, MOUSE42155, MOUSE42158, MOUSE42157, MOUSE42156
OG0002952	APOSJ_38185	MOUSE48059, MOUSE48060, MOUSE03617, MOUSE03616
OG0002953	APOSJ_06750, APOSJ_21712	MOUSE41032, MOUSE41030, MOUSE41027, MOUSE41028, MOUSE41034, MOUSE41033, MOUSE41035, MOUSE41036, MOUSE41029, MOUSE41031
OG0002954	APOSJ_16784, APOSJ_40213, APOSJ_16782	MOUSE27193
OG0002955	APOSJ_15246, APOSJ_63353, APOSJ_57546, APOSJ_15247, APOSJ_57547, APOSJ_63355, APOSJ_63354, APOSJ_57548, APOSJ_57549, APOSJ_30136, APOSJ_03062, APOSJ_63356, APOSJ_63352, APOSJ_57550, APOSJ_57545, APOSJ_52427	MOUSE07922, MOUSE07923
OG0002956	APOSJ_24900, APOSJ_14367	MOUSE01483, MOUSE01481, MOUSE01482, MOUSE01479, MOUSE01480, MOUSE19774, MOUSE19773
OG0002957	APOSJ_56271, APOSJ_56272	MOUSE12879, MOUSE12881, MOUSE12882, MOUSE12884, MOUSE12883, MOUSE12885, MOUSE12880, MOUSE12886
OG0002959	APOSJ_47581, APOSJ_29476	MOUSE24594, MOUSE07746
