Orthogroup	APOSJ_ok	AMPFI_ok
OG0004535	APOSJ_47903	AMPFI_22124
OG0004536	APOSJ_30797, APOSJ_30781, APOSJ_64543, APOSJ_30824, APOSJ_65051, APOSJ_23331	AMPFI_09383
OG0004537	APOSJ_21776	AMPFI_02558
OG0004540	APOSJ_48384	AMPFI_19729
OG0004541	APOSJ_28476, APOSJ_28477	AMPFI_15230
OG0004542	APOSJ_09798	AMPFI_08760
OG0004543	APOSJ_54199, APOSJ_54198, APOSJ_54196	AMPFI_14671
OG0004544	APOSJ_37300, APOSJ_37299, APOSJ_37301	AMPFI_08264
OG0004545	APOSJ_18825, APOSJ_05936	AMPFI_16865
OG0004546	APOSJ_60136	AMPFI_07412
OG0004548	APOSJ_21825, APOSJ_21828, APOSJ_21824, APOSJ_15509	AMPFI_12848
OG0004550	APOSJ_25995, APOSJ_25996, APOSJ_25997, APOSJ_25994	AMPFI_09808
OG0004552	APOSJ_33901, APOSJ_33900, APOSJ_33899	AMPFI_12028
OG0004553	APOSJ_41265	AMPFI_10799
OG0004554	APOSJ_64349	AMPFI_11889
OG0004555	APOSJ_54457, APOSJ_50416, APOSJ_50418, APOSJ_54446	AMPFI_09909
OG0004556	APOSJ_10497, APOSJ_10498	AMPFI_07468
OG0004558	APOSJ_36231, APOSJ_26581, APOSJ_36230	AMPFI_12132
OG0004559	APOSJ_32584, APOSJ_32583, APOSJ_32588, APOSJ_32585, APOSJ_32586	AMPFI_05855
OG0004560	APOSJ_60748, APOSJ_21003, APOSJ_21005, APOSJ_21000, APOSJ_21004, APOSJ_21001, APOSJ_21002, APOSJ_19527	AMPFI_08766, AMPFI_25022
OG0004561	APOSJ_49661	AMPFI_23817
OG0004562	APOSJ_13023	AMPFI_22675
OG0004563	APOSJ_17800, APOSJ_34022	AMPFI_02876
OG0004564	APOSJ_32192, APOSJ_32191	AMPFI_15864
OG0004565	APOSJ_21058	AMPFI_12894
OG0004566	APOSJ_47264, APOSJ_18488	AMPFI_06008
OG0004567	APOSJ_14393, APOSJ_14394	AMPFI_25564
OG0004568	APOSJ_42107, APOSJ_42106, APOSJ_04156	AMPFI_08069
OG0004569	APOSJ_21788, APOSJ_21786	AMPFI_06989
OG0004570	APOSJ_06313	AMPFI_18640
OG0004571	APOSJ_54565, APOSJ_65127	AMPFI_12508
OG0004572	APOSJ_30482	AMPFI_02363
OG0004572	APOSJ_58234	AMPFI_14593
OG0004573	APOSJ_29168, APOSJ_29167	AMPFI_12921
OG0004574	APOSJ_64086, APOSJ_48202	AMPFI_03207
OG0004576	APOSJ_48247	AMPFI_18731
OG0004577	APOSJ_23049, APOSJ_24477	AMPFI_07656
OG0004578	APOSJ_20375	AMPFI_07486
OG0004579	APOSJ_08004, APOSJ_08003, APOSJ_08002	AMPFI_25677
OG0004580	APOSJ_23037, APOSJ_46297, APOSJ_46296, APOSJ_21578, APOSJ_18707, APOSJ_16927	AMPFI_24353
OG0004581	APOSJ_63248, APOSJ_63250, APOSJ_63247, APOSJ_63249	AMPFI_12919
OG0004582	APOSJ_01551, APOSJ_01550	AMPFI_07633
OG0004583	APOSJ_12812	AMPFI_16407
OG0004584	APOSJ_16039, APOSJ_35634, APOSJ_16042, APOSJ_64128, APOSJ_64306, APOSJ_64119, APOSJ_16041, APOSJ_16040, APOSJ_64011, APOSJ_25630	AMPFI_09000
OG0004585	APOSJ_11065, APOSJ_04735, APOSJ_44625, APOSJ_44624, APOSJ_04738, APOSJ_26795	AMPFI_13089
OG0004587	APOSJ_23195, APOSJ_23198, APOSJ_23199, APOSJ_23197	AMPFI_10457
OG0004588	APOSJ_02882, APOSJ_02878, APOSJ_02880, APOSJ_37559	AMPFI_06362
OG0004589	APOSJ_21337, APOSJ_03420, APOSJ_21336, APOSJ_03419	AMPFI_18880
OG0004590	APOSJ_40761	AMPFI_08462
OG0004591	APOSJ_02770, APOSJ_54374, APOSJ_54375	AMPFI_15332
OG0004591	APOSJ_13760, APOSJ_13759, APOSJ_13761, APOSJ_13758	AMPFI_13076
OG0004592	APOSJ_44999, APOSJ_45000, APOSJ_44997, APOSJ_04490, APOSJ_04492, APOSJ_44998, APOSJ_04491, APOSJ_14627	AMPFI_06517
OG0004593	APOSJ_32587	AMPFI_22728
OG0004594	APOSJ_30740, APOSJ_26381, APOSJ_30743, APOSJ_24650, APOSJ_48746, APOSJ_48749, APOSJ_30741, APOSJ_48751, APOSJ_30742, APOSJ_30745, APOSJ_48753, APOSJ_48747, APOSJ_30744, APOSJ_48752, APOSJ_61688, APOSJ_48748	AMPFI_13047
OG0004595	APOSJ_55655	AMPFI_16519
OG0004596	APOSJ_09196	AMPFI_07402
OG0004597	APOSJ_25436, APOSJ_25439	AMPFI_21018
OG0004597	APOSJ_17381, APOSJ_18510, APOSJ_18509, APOSJ_18511, APOSJ_18508, APOSJ_31951	AMPFI_06253
OG0004599	APOSJ_63216	AMPFI_24936
OG0004600	APOSJ_55066, APOSJ_55069	AMPFI_15811
OG0004601	APOSJ_63796, APOSJ_09879	AMPFI_06159
OG0004602	APOSJ_47785, APOSJ_47786	AMPFI_04968
OG0004603	APOSJ_49049, APOSJ_04054	AMPFI_00218
OG0004604	APOSJ_04380, APOSJ_31868, APOSJ_47978, APOSJ_48186, APOSJ_31872, APOSJ_47979, APOSJ_31869, APOSJ_46177	AMPFI_17258, AMPFI_19495
OG0004605	APOSJ_40720	AMPFI_03873
OG0004606	APOSJ_07080, APOSJ_07081	AMPFI_09369
OG0004608	APOSJ_17360, APOSJ_03537	AMPFI_23131
OG0004609	APOSJ_02939, APOSJ_02938	AMPFI_07011
OG0004610	APOSJ_39988	AMPFI_23354
OG0004611	APOSJ_36155, APOSJ_36154	AMPFI_14900
OG0004613	APOSJ_41183, APOSJ_41184, APOSJ_41182, APOSJ_41186	AMPFI_14336
OG0004614	APOSJ_34012, APOSJ_60149	AMPFI_01955
OG0004615	APOSJ_16248, APOSJ_49467, APOSJ_34360, APOSJ_34362	AMPFI_25915, AMPFI_22837
OG0004616	APOSJ_54508, APOSJ_54510	AMPFI_24754
OG0004617	APOSJ_64617	AMPFI_09144
OG0004619	APOSJ_24437, APOSJ_57786	AMPFI_01685
OG0004620	APOSJ_54660, APOSJ_63700, APOSJ_19013, APOSJ_54661, APOSJ_54662	AMPFI_00400
OG0004620	APOSJ_30634, APOSJ_09955, APOSJ_39663	AMPFI_03563
OG0004621	APOSJ_20142, APOSJ_20141, APOSJ_20140	AMPFI_06893
OG0004622	APOSJ_46724, APOSJ_46723, APOSJ_07422, APOSJ_07423	AMPFI_02037, AMPFI_16727
OG0004623	APOSJ_15744, APOSJ_42274, APOSJ_49515, APOSJ_15747, APOSJ_15742, APOSJ_49503, APOSJ_15741	AMPFI_22400
OG0004625	APOSJ_04687, APOSJ_04688, APOSJ_29218, APOSJ_04686	AMPFI_01520
OG0004626	APOSJ_09432	AMPFI_11099
OG0004627	APOSJ_20369	AMPFI_12291
OG0004628	APOSJ_06675	AMPFI_05837
OG0004629	APOSJ_12868, APOSJ_12867	AMPFI_13756
OG0004630	APOSJ_06481	AMPFI_01226
OG0004631	APOSJ_52750, APOSJ_52749, APOSJ_59294, APOSJ_52751	AMPFI_06399
OG0004632	APOSJ_56744, APOSJ_29040, APOSJ_44369, APOSJ_44371, APOSJ_44368, APOSJ_50523, APOSJ_50497, APOSJ_11341	AMPFI_12681
OG0004633	APOSJ_60295, APOSJ_05589	AMPFI_16969
OG0004634	APOSJ_52595	AMPFI_11161
OG0004635	APOSJ_20471, APOSJ_20472	AMPFI_08678
OG0004636	APOSJ_25377, APOSJ_63426, APOSJ_04510	AMPFI_16521, AMPFI_00819, AMPFI_21964
OG0004637	APOSJ_34563, APOSJ_34565, APOSJ_34564, APOSJ_02620, APOSJ_02619	AMPFI_14539
OG0004639	APOSJ_29227, APOSJ_12315, APOSJ_12317, APOSJ_12314, APOSJ_12312, APOSJ_12318, APOSJ_12358, APOSJ_52398	AMPFI_11319
OG0004641	APOSJ_12751, APOSJ_15019, APOSJ_48985, APOSJ_12750	AMPFI_00011
OG0004642	APOSJ_37200, APOSJ_37201	AMPFI_02074
OG0004643	APOSJ_15305, APOSJ_30475, APOSJ_15308, APOSJ_30477, APOSJ_30476, APOSJ_15307	AMPFI_18899
OG0004644	APOSJ_64949, APOSJ_64952	AMPFI_15338
OG0004645	APOSJ_56935, APOSJ_56936, APOSJ_56933, APOSJ_56934	AMPFI_23655
OG0004646	APOSJ_14569, APOSJ_14566, APOSJ_44992, APOSJ_44991, APOSJ_44989, APOSJ_14571	AMPFI_07710
OG0004647	APOSJ_27558, APOSJ_27556, APOSJ_27557, APOSJ_41727	AMPFI_08211
OG0004648	APOSJ_51789	AMPFI_19599
OG0004649	APOSJ_03738	AMPFI_17558
OG0004651	APOSJ_37202, APOSJ_16304, APOSJ_16306, APOSJ_37198, APOSJ_16305	AMPFI_25330
OG0004652	APOSJ_64103, APOSJ_56192, APOSJ_56186	AMPFI_15198
OG0004654	APOSJ_04717	AMPFI_15662
OG0004656	APOSJ_13371, APOSJ_13372, APOSJ_18597	AMPFI_14771
OG0004657	APOSJ_58513, APOSJ_58512	AMPFI_11594
OG0004658	APOSJ_35592, APOSJ_35591	AMPFI_10523
OG0004659	APOSJ_57778, APOSJ_57779	AMPFI_00122
OG0004660	APOSJ_58983, APOSJ_58984	AMPFI_11809
OG0004661	APOSJ_46015, APOSJ_20509, APOSJ_46014, APOSJ_46017, APOSJ_46016, APOSJ_46018, APOSJ_46020, APOSJ_20511	AMPFI_11308
OG0004661	APOSJ_46019	AMPFI_23656
OG0004662	APOSJ_07206, APOSJ_07207	AMPFI_22692
OG0004663	APOSJ_25139, APOSJ_27412, APOSJ_27413, APOSJ_25138	AMPFI_06374
OG0004664	APOSJ_05055	AMPFI_09717
OG0004665	APOSJ_34443, APOSJ_02908	AMPFI_01944, AMPFI_21039, AMPFI_22602, AMPFI_00259
OG0004666	APOSJ_49210, APOSJ_49209	AMPFI_11616
OG0004667	APOSJ_31884, APOSJ_31886, APOSJ_24515, APOSJ_31885, APOSJ_55687	AMPFI_09564
OG0004669	APOSJ_11523, APOSJ_11521, APOSJ_11520, APOSJ_11522, APOSJ_11527, APOSJ_11519, APOSJ_11524, APOSJ_29240	AMPFI_05954
OG0004670	APOSJ_27560, APOSJ_27559	AMPFI_24511
OG0004671	APOSJ_29692	AMPFI_05739
OG0004672	APOSJ_26705, APOSJ_26711, APOSJ_26704, APOSJ_26706, APOSJ_26710, APOSJ_26709, APOSJ_26707, APOSJ_26708, APOSJ_26712	AMPFI_03359
OG0004673	APOSJ_05844, APOSJ_37096, APOSJ_37095	AMPFI_15351
OG0004674	APOSJ_60649, APOSJ_60648, APOSJ_22858, APOSJ_60653, APOSJ_60650, APOSJ_60652, APOSJ_60647, APOSJ_22857	AMPFI_07603
OG0004675	APOSJ_44812	AMPFI_03184
OG0004676	APOSJ_49947, APOSJ_49945, APOSJ_49946	AMPFI_12971
OG0004677	APOSJ_64654, APOSJ_25017	AMPFI_05730
OG0004678	APOSJ_37602	AMPFI_09587
OG0004679	APOSJ_17546, APOSJ_17547, APOSJ_17545, APOSJ_17544	AMPFI_00361
OG0004681	APOSJ_38004	AMPFI_18210
OG0004682	APOSJ_07286	AMPFI_13322
OG0004683	APOSJ_37936, APOSJ_03233, APOSJ_37937, APOSJ_36657, APOSJ_36656, APOSJ_37685, APOSJ_37935, APOSJ_37684, APOSJ_37938	AMPFI_13090
OG0004685	APOSJ_31674	AMPFI_00210
OG0004686	APOSJ_62898, APOSJ_62899	AMPFI_00052, AMPFI_07335
OG0004687	APOSJ_05747, APOSJ_09827, APOSJ_10413, APOSJ_09822	AMPFI_00174
OG0004689	APOSJ_65069	AMPFI_21900
OG0004691	APOSJ_51209, APOSJ_45335, APOSJ_45338, APOSJ_45337, APOSJ_50580, APOSJ_51208, APOSJ_59390, APOSJ_51210	AMPFI_01160
OG0004694	APOSJ_33201, APOSJ_10108, APOSJ_33203, APOSJ_33202	AMPFI_20042
OG0004695	APOSJ_50921, APOSJ_65379, APOSJ_65378, APOSJ_50925, APOSJ_50924, APOSJ_50923, APOSJ_65377, APOSJ_65381, APOSJ_65386, APOSJ_65385, APOSJ_65383, APOSJ_53857, APOSJ_65380, APOSJ_65382	AMPFI_16067
OG0004695	APOSJ_63789	AMPFI_13908
OG0004696	APOSJ_48922, APOSJ_48909, APOSJ_48917, APOSJ_32968, APOSJ_18169, APOSJ_53346, APOSJ_18167, APOSJ_48912	AMPFI_05610
OG0004697	APOSJ_54716, APOSJ_33100, APOSJ_33104, APOSJ_33103, APOSJ_33102, APOSJ_33101	AMPFI_06656
OG0004698	APOSJ_58882	AMPFI_06996
OG0004699	APOSJ_55894, APOSJ_02063, APOSJ_02062, APOSJ_02060, APOSJ_02061, APOSJ_02064	AMPFI_08943
OG0004700	APOSJ_42227, APOSJ_64831, APOSJ_64833, APOSJ_16671, APOSJ_42225, APOSJ_16664, APOSJ_16665, APOSJ_16668, APOSJ_16667, APOSJ_42228, APOSJ_16669, APOSJ_55120, APOSJ_16666	AMPFI_08984
OG0004701	APOSJ_35794, APOSJ_24174, APOSJ_35796, APOSJ_35795, APOSJ_08293, APOSJ_08289, APOSJ_08290, APOSJ_52546, APOSJ_52544, APOSJ_52543	AMPFI_19797, AMPFI_09187, AMPFI_09188
OG0004702	APOSJ_45920, APOSJ_45921, APOSJ_45922, APOSJ_45923	AMPFI_11335
OG0004703	APOSJ_53719	AMPFI_11441
OG0004704	APOSJ_33545, APOSJ_33550, APOSJ_33546, APOSJ_63041, APOSJ_33543, APOSJ_33548, APOSJ_33547, APOSJ_33551, APOSJ_33544	AMPFI_12602
OG0004705	APOSJ_61910, APOSJ_61909, APOSJ_61911	AMPFI_13411
OG0004706	APOSJ_52432	AMPFI_14171
OG0004707	APOSJ_43731, APOSJ_43728, APOSJ_43729, APOSJ_07683, APOSJ_44246	AMPFI_17110
OG0004708	APOSJ_30532, APOSJ_41458, APOSJ_41460, APOSJ_49611, APOSJ_41457, APOSJ_41461, APOSJ_41456, APOSJ_41459	AMPFI_25265
OG0004709	APOSJ_19407, APOSJ_19405, APOSJ_19403, APOSJ_19406, APOSJ_19402, APOSJ_51450, APOSJ_51452	AMPFI_20143
OG0004710	APOSJ_12448, APOSJ_18200, APOSJ_12444, APOSJ_10634, APOSJ_12446, APOSJ_18203, APOSJ_12443, APOSJ_18204, APOSJ_10631, APOSJ_10638, APOSJ_18198, APOSJ_13166, APOSJ_55425, APOSJ_18201, APOSJ_10637, APOSJ_12447, APOSJ_10635, APOSJ_10632, APOSJ_18202, APOSJ_55464, APOSJ_10633, APOSJ_49255, APOSJ_10636, APOSJ_12445	AMPFI_21960
OG0004711	APOSJ_65085	AMPFI_22007
OG0004728	APOSJ_07236	AMPFI_04640
OG0004729	APOSJ_57171, APOSJ_57175, APOSJ_57172, APOSJ_57174, APOSJ_57173, APOSJ_57170, APOSJ_57169	AMPFI_10812
OG0004730	APOSJ_44722, APOSJ_44723	AMPFI_05571
OG0004731	APOSJ_44124, APOSJ_12560	AMPFI_11718
OG0004732	APOSJ_53216	AMPFI_04115, AMPFI_18249
OG0004733	APOSJ_23791, APOSJ_10251, APOSJ_33490, APOSJ_26084, APOSJ_20287, APOSJ_26089	AMPFI_22957, AMPFI_11858
OG0004735	APOSJ_46617, APOSJ_63492, APOSJ_23807, APOSJ_60864, APOSJ_53268, APOSJ_46622, APOSJ_46621, APOSJ_46618	AMPFI_25124
OG0004735	APOSJ_46620, APOSJ_46619, APOSJ_63494, APOSJ_63493	AMPFI_02637
OG0004736	APOSJ_63005, APOSJ_63004, APOSJ_63002, APOSJ_63003	AMPFI_11087
OG0004736	APOSJ_08557	AMPFI_07818
OG0004738	APOSJ_57047, APOSJ_57046, APOSJ_57043, APOSJ_57042, APOSJ_57041, APOSJ_57048, APOSJ_57049, APOSJ_57044	AMPFI_07087
OG0004739	APOSJ_02843, APOSJ_31863, APOSJ_31865, APOSJ_31862, APOSJ_31867, APOSJ_31866, APOSJ_35447, APOSJ_31864	AMPFI_08184
OG0004742	APOSJ_60759, APOSJ_60760, APOSJ_29193, APOSJ_29189, APOSJ_60761, APOSJ_60757, APOSJ_52187, APOSJ_29192, APOSJ_29190, APOSJ_29191, APOSJ_29194, APOSJ_60758	AMPFI_16024
OG0004744	APOSJ_61510	AMPFI_19272
OG0004746	APOSJ_03727, APOSJ_03726	AMPFI_19674, AMPFI_18690
OG0004747	APOSJ_18401, APOSJ_18402	AMPFI_10895
OG0004748	APOSJ_43496, APOSJ_43495, APOSJ_06318, APOSJ_62904, APOSJ_62906, APOSJ_62903, APOSJ_62905	AMPFI_16408
OG0004749	APOSJ_52342, APOSJ_52343, APOSJ_52341, APOSJ_52346, APOSJ_52344	AMPFI_15286
OG0004750	APOSJ_45104, APOSJ_03044, APOSJ_45102	AMPFI_10971, AMPFI_20422
OG0004752	APOSJ_17842, APOSJ_17845, APOSJ_17844, APOSJ_17841, APOSJ_17850, APOSJ_47299, APOSJ_17840, APOSJ_17839	AMPFI_22656
OG0004753	APOSJ_07565, APOSJ_44749	AMPFI_08914
OG0004754	APOSJ_28668, APOSJ_28670, APOSJ_28667, APOSJ_28669	AMPFI_15484
OG0004755	APOSJ_26865, APOSJ_40488	AMPFI_08870
OG0004756	APOSJ_45019, APOSJ_45026, APOSJ_14678, APOSJ_45021, APOSJ_41788, APOSJ_45023, APOSJ_45020, APOSJ_45022	AMPFI_06143
OG0004757	APOSJ_30058, APOSJ_30054, APOSJ_30059, APOSJ_15233, APOSJ_30057, APOSJ_30053	AMPFI_11259
OG0004758	APOSJ_04913, APOSJ_04914, APOSJ_04915, APOSJ_04916	AMPFI_16926
OG0004759	APOSJ_44279, APOSJ_34124, APOSJ_14850, APOSJ_14849, APOSJ_44277, APOSJ_44278, APOSJ_34121, APOSJ_34122	AMPFI_10483
OG0004760	APOSJ_22764, APOSJ_22765	AMPFI_11919
OG0004761	APOSJ_60746	AMPFI_03402
OG0004762	APOSJ_62500, APOSJ_62501	AMPFI_12646
OG0004763	APOSJ_30066, APOSJ_30067	AMPFI_06171
OG0004764	APOSJ_38514, APOSJ_38515, APOSJ_38516, APOSJ_41282	AMPFI_10963
OG0004765	APOSJ_30265	AMPFI_16840
OG0004766	APOSJ_20896	AMPFI_10947
OG0004767	APOSJ_23070, APOSJ_03714, APOSJ_03716, APOSJ_03715, APOSJ_23071, APOSJ_03713, APOSJ_33008, APOSJ_08452	AMPFI_03725
OG0004768	APOSJ_42734, APOSJ_62922	AMPFI_02297
OG0004769	APOSJ_08618	AMPFI_12928
OG0004770	APOSJ_22519, APOSJ_22520	AMPFI_09864
OG0004771	APOSJ_18500, APOSJ_51742	AMPFI_03956, AMPFI_24380
OG0004773	APOSJ_60246	AMPFI_12207
OG0004773	APOSJ_54091	AMPFI_00395
OG0004774	APOSJ_31368	AMPFI_08296
OG0004774	APOSJ_31374, APOSJ_31378, APOSJ_31360	AMPFI_17254
OG0004775	APOSJ_47432, APOSJ_47433, APOSJ_47434, APOSJ_47435	AMPFI_08271
OG0004776	APOSJ_27577, APOSJ_27576, APOSJ_27578, APOSJ_27581, APOSJ_27575, APOSJ_27580, APOSJ_27579, APOSJ_27582	AMPFI_06080
OG0004777	APOSJ_10578	AMPFI_15904
OG0004779	APOSJ_16109	AMPFI_05691
OG0004780	APOSJ_24499	AMPFI_17581, AMPFI_18799
OG0004781	APOSJ_34448, APOSJ_34449	AMPFI_00874
OG0004782	APOSJ_61768, APOSJ_45121	AMPFI_12306
OG0004783	APOSJ_62975	AMPFI_11121
OG0004784	APOSJ_04586, APOSJ_04585	AMPFI_12120
OG0004785	APOSJ_01639	AMPFI_04729
OG0004786	APOSJ_11054	AMPFI_14608
OG0004787	APOSJ_58791, APOSJ_02693	AMPFI_11451
OG0004788	APOSJ_14228, APOSJ_14227, APOSJ_14230, APOSJ_14231, APOSJ_14226, APOSJ_14229	AMPFI_04021
OG0004789	APOSJ_15043, APOSJ_15042, APOSJ_15041	AMPFI_21163
OG0004790	APOSJ_10352	AMPFI_12637
OG0004791	APOSJ_00289, APOSJ_00285, APOSJ_00284	AMPFI_10450
OG0004793	APOSJ_18122	AMPFI_02788
OG0004794	APOSJ_27753, APOSJ_27755, APOSJ_27754	AMPFI_07779
OG0004795	APOSJ_64010, APOSJ_64009	AMPFI_14570
OG0004796	APOSJ_18297	AMPFI_00112
OG0004797	APOSJ_14889	AMPFI_08354
OG0004798	APOSJ_16047, APOSJ_16048, APOSJ_55977, APOSJ_55982, APOSJ_55978, APOSJ_55976, APOSJ_55983, APOSJ_11898, APOSJ_55981, APOSJ_55979	AMPFI_21019
OG0004799	APOSJ_19062, APOSJ_19061	AMPFI_03436
OG0004800	APOSJ_48281, APOSJ_48282	AMPFI_13583, AMPFI_02779
OG0004801	APOSJ_55821	AMPFI_05782
OG0004802	APOSJ_34931, APOSJ_13567, APOSJ_12373, APOSJ_12370, APOSJ_12371, APOSJ_12368, APOSJ_41222, APOSJ_41221, APOSJ_57882, APOSJ_41220	AMPFI_22430
OG0004803	APOSJ_47031	AMPFI_16240
OG0004804	APOSJ_24020, APOSJ_24019, APOSJ_24018, APOSJ_24021, APOSJ_24022	AMPFI_11776
OG0004805	APOSJ_22548	AMPFI_10996
OG0004806	APOSJ_40069, APOSJ_03916	AMPFI_21112
OG0004807	APOSJ_63391, APOSJ_63390, APOSJ_43822, APOSJ_63389	AMPFI_01734
OG0004808	APOSJ_06149, APOSJ_06135, APOSJ_24939, APOSJ_11042	AMPFI_18270
OG0004809	APOSJ_19872, APOSJ_19868, APOSJ_61178, APOSJ_19870, APOSJ_19871, APOSJ_19874, APOSJ_19873, APOSJ_19867	AMPFI_01159
OG0004810	APOSJ_11272, APOSJ_11270, APOSJ_11273, APOSJ_29159, APOSJ_11271	AMPFI_07979
OG0004811	APOSJ_46141, APOSJ_46140, APOSJ_46142, APOSJ_46138, APOSJ_25933	AMPFI_12149
OG0004813	APOSJ_31074, APOSJ_36905	AMPFI_11409
OG0004814	APOSJ_40107, APOSJ_38254, APOSJ_38049, APOSJ_38048, APOSJ_38045, APOSJ_38050, APOSJ_40125, APOSJ_38047	AMPFI_09238
OG0004815	APOSJ_43578, APOSJ_43580, APOSJ_43579	AMPFI_03206
OG0004816	APOSJ_14946	AMPFI_05512
OG0004816	APOSJ_59629	AMPFI_23576
OG0004817	APOSJ_06092, APOSJ_06091	AMPFI_04912
OG0004818	APOSJ_21320, APOSJ_21319	AMPFI_00367
OG0004819	APOSJ_56296	AMPFI_18033
OG0004820	APOSJ_04253, APOSJ_04254	AMPFI_10350
OG0004822	APOSJ_06528	AMPFI_10239
OG0004823	APOSJ_08585, APOSJ_08584	AMPFI_10528
OG0004825	APOSJ_28793	AMPFI_09412
OG0004826	APOSJ_09026, APOSJ_57560, APOSJ_53310, APOSJ_09024, APOSJ_09025, APOSJ_53311, APOSJ_53309, APOSJ_09027, APOSJ_57569	AMPFI_16801
OG0004827	APOSJ_28745, APOSJ_03515, APOSJ_43002, APOSJ_43005, APOSJ_43003, APOSJ_28744, APOSJ_43004, APOSJ_39964, APOSJ_03518, APOSJ_43006, APOSJ_28746, APOSJ_43001	AMPFI_07773, AMPFI_07702
OG0004828	APOSJ_04111	AMPFI_05734
OG0004829	APOSJ_43699, APOSJ_43700	AMPFI_14364
OG0004830	APOSJ_19759, APOSJ_19756, APOSJ_19757, APOSJ_19758	AMPFI_14688
OG0004831	APOSJ_02023, APOSJ_44925, APOSJ_44924	AMPFI_23688
OG0004832	APOSJ_65220, APOSJ_65219, APOSJ_29675	AMPFI_13436
OG0004833	APOSJ_62403	AMPFI_15371
OG0004834	APOSJ_49766, APOSJ_21109, APOSJ_03086, APOSJ_21106, APOSJ_03089, APOSJ_03087, APOSJ_21104, APOSJ_26958	AMPFI_06390
OG0004835	APOSJ_04057	AMPFI_18648
OG0004836	APOSJ_27697, APOSJ_40200, APOSJ_40202	AMPFI_09314
OG0004837	APOSJ_38702	AMPFI_07200
OG0004838	APOSJ_48544, APOSJ_48545, APOSJ_48546	AMPFI_00523
OG0004839	APOSJ_07569, APOSJ_15767	AMPFI_22867
OG0004840	APOSJ_14016, APOSJ_14014, APOSJ_22814, APOSJ_14017	AMPFI_15455
OG0004841	APOSJ_41059	AMPFI_04987
OG0004842	APOSJ_12601, APOSJ_12602	AMPFI_12464
OG0004843	APOSJ_57351	AMPFI_05999
OG0004844	APOSJ_56125, APOSJ_51902	AMPFI_06737
OG0004845	APOSJ_24305, APOSJ_21881, APOSJ_24306	AMPFI_23989
OG0004846	APOSJ_22797, APOSJ_15878, APOSJ_15880, APOSJ_23224, APOSJ_22798, APOSJ_23233, APOSJ_22802, APOSJ_23227, APOSJ_22803, APOSJ_23225, APOSJ_23232, APOSJ_22800	AMPFI_05670
OG0004847	APOSJ_29914, APOSJ_56206	AMPFI_24455
OG0004848	APOSJ_10669, APOSJ_36872	AMPFI_01262
OG0004848	APOSJ_49939	AMPFI_04293
OG0004849	APOSJ_44960	AMPFI_05494
OG0004850	APOSJ_07487, APOSJ_07486, APOSJ_07488, APOSJ_07489	AMPFI_12227
OG0004852	APOSJ_13803	AMPFI_02203, AMPFI_02204
OG0004854	APOSJ_43354	AMPFI_09220
OG0004855	APOSJ_57740, APOSJ_09034	AMPFI_05138
OG0004856	APOSJ_49434	AMPFI_08133
OG0004857	APOSJ_51216	AMPFI_24333, AMPFI_18826
OG0004858	APOSJ_28651	AMPFI_04485
OG0004859	APOSJ_53179, APOSJ_53180, APOSJ_53181	AMPFI_07001
OG0004860	APOSJ_59363, APOSJ_59362, APOSJ_40508, APOSJ_40493	AMPFI_21186
OG0004861	APOSJ_09013, APOSJ_09012	AMPFI_14242
OG0004862	APOSJ_53590, APOSJ_53591	AMPFI_07100
OG0004863	APOSJ_33599, APOSJ_33600, APOSJ_33597, APOSJ_33596, APOSJ_33601, APOSJ_33598	AMPFI_07510
OG0004864	APOSJ_15572, APOSJ_32233	AMPFI_12101
OG0004865	APOSJ_34087	AMPFI_20573, AMPFI_25525
OG0004866	APOSJ_02533	AMPFI_18789
OG0004867	APOSJ_09961	AMPFI_06982, AMPFI_08324
OG0004868	APOSJ_55092	AMPFI_16937
OG0004869	APOSJ_48806, APOSJ_48809, APOSJ_48807, APOSJ_48808	AMPFI_06152
OG0004870	APOSJ_35481, APOSJ_35479, APOSJ_35480, APOSJ_56402	AMPFI_12026
OG0004871	APOSJ_32100, APOSJ_32099	AMPFI_25922
OG0004872	APOSJ_51727	AMPFI_13216
OG0004873	APOSJ_22465, APOSJ_22464	AMPFI_06741
OG0004874	APOSJ_20925, APOSJ_20929, APOSJ_20928	AMPFI_25899
OG0004875	APOSJ_09138, APOSJ_09135, APOSJ_56143, APOSJ_09134, APOSJ_56160, APOSJ_56101, APOSJ_58595, APOSJ_58585	AMPFI_05988
OG0004876	APOSJ_06322	AMPFI_03923
OG0004879	APOSJ_50430, APOSJ_10723, APOSJ_50429, APOSJ_02936, APOSJ_10719, APOSJ_50431, APOSJ_02935, APOSJ_10717	AMPFI_08418
OG0004880	APOSJ_32271, APOSJ_32273, APOSJ_32272	AMPFI_19336
OG0004881	APOSJ_17490, APOSJ_17492, APOSJ_17493, APOSJ_17491, APOSJ_17489, APOSJ_44532	AMPFI_17196
OG0004882	APOSJ_46031, APOSJ_46030	AMPFI_11328, AMPFI_23979
OG0004883	APOSJ_33989	AMPFI_02640
OG0004884	APOSJ_54189, APOSJ_39642, APOSJ_39641	AMPFI_23984
OG0004885	APOSJ_57784	AMPFI_10375
OG0004886	APOSJ_20094	AMPFI_08413
OG0004887	APOSJ_38011, APOSJ_38012, APOSJ_38010, APOSJ_38013	AMPFI_11151
