Orthogroup	APOSJ_ok	CAPO3
OG0002953	APOSJ_06750, APOSJ_21712	CAPO305937
OG0002954	APOSJ_16784, APOSJ_40213, APOSJ_16782	CAPO303510
OG0002955	APOSJ_15246, APOSJ_63353, APOSJ_57546, APOSJ_15247, APOSJ_57547, APOSJ_63355, APOSJ_63354, APOSJ_57548, APOSJ_57549, APOSJ_30136, APOSJ_03062, APOSJ_63356, APOSJ_63352, APOSJ_57550, APOSJ_57545, APOSJ_52427	CAPO305617
OG0002957	APOSJ_56271, APOSJ_56272	CAPO303846
OG0002959	APOSJ_47581, APOSJ_29476	CAPO305557
OG0002960	APOSJ_46873	CAPO301301
OG0002961	APOSJ_48061, APOSJ_48062, APOSJ_48060	CAPO306313
OG0002962	APOSJ_52064, APOSJ_61205, APOSJ_52061, APOSJ_52063	CAPO302937
OG0002965	APOSJ_52959	CAPO304902
OG0002968	APOSJ_21357, APOSJ_21358	CAPO306161
OG0002969	APOSJ_08429, APOSJ_61844, APOSJ_61847, APOSJ_06792, APOSJ_06793, APOSJ_06791, APOSJ_61848, APOSJ_61843, APOSJ_42911, APOSJ_06790, APOSJ_43501, APOSJ_61845	CAPO301408
OG0002973	APOSJ_42996	CAPO301405
OG0002974	APOSJ_65070	CAPO300358
OG0002976	APOSJ_48119, APOSJ_39713, APOSJ_39711, APOSJ_39712	CAPO304649
OG0002977	APOSJ_04874, APOSJ_04873	CAPO306762
OG0002979	APOSJ_30422, APOSJ_30421	CAPO300623
OG0002981	APOSJ_48720, APOSJ_61926, APOSJ_10226, APOSJ_42619, APOSJ_48721, APOSJ_34442, APOSJ_10225, APOSJ_30362, APOSJ_42621, APOSJ_61925, APOSJ_59198, APOSJ_48719, APOSJ_48722, APOSJ_42620, APOSJ_43870, APOSJ_48718	CAPO305421
OG0002982	APOSJ_31495, APOSJ_31494	CAPO306469
OG0002983	APOSJ_56071, APOSJ_38421, APOSJ_56069, APOSJ_12311	CAPO302346
OG0002985	APOSJ_18108, APOSJ_18105, APOSJ_48529, APOSJ_18109, APOSJ_18107, APOSJ_18106	CAPO300589
OG0002987	APOSJ_41363	CAPO306603
OG0002988	APOSJ_07996, APOSJ_08001, APOSJ_07997, APOSJ_07995	CAPO300003
OG0002990	APOSJ_41926, APOSJ_41927	CAPO304869
OG0002991	APOSJ_05218	CAPO300778
OG0002992	APOSJ_16883	CAPO307180
OG0002994	APOSJ_09954, APOSJ_47149, APOSJ_23648	CAPO307303
OG0002997	APOSJ_21870, APOSJ_58621, APOSJ_53452	CAPO307685
OG0002998	APOSJ_24675, APOSJ_24674	CAPO302958
OG0003001	APOSJ_21263	CAPO302423
OG0003002	APOSJ_37421, APOSJ_26772	CAPO304848
OG0003004	APOSJ_36401, APOSJ_36403, APOSJ_36404	CAPO304489
OG0003005	APOSJ_08591, APOSJ_22078, APOSJ_56538, APOSJ_22076	CAPO302452, CAPO300516
OG0003006	APOSJ_48218, APOSJ_48216, APOSJ_48215, APOSJ_48217	CAPO302605
OG0003010	APOSJ_52409, APOSJ_52410	CAPO303642
OG0003012	APOSJ_17930, APOSJ_17929	CAPO302272
OG0003014	APOSJ_06510, APOSJ_06511, APOSJ_06508, APOSJ_30699, APOSJ_20310, APOSJ_20309	CAPO304419
OG0003016	APOSJ_16130, APOSJ_54698	CAPO301025
OG0003017	APOSJ_42744	CAPO303755
OG0003018	APOSJ_38423, APOSJ_16519, APOSJ_38426, APOSJ_16518, APOSJ_53246, APOSJ_19550, APOSJ_05374, APOSJ_16520, APOSJ_16514, APOSJ_00869, APOSJ_05375, APOSJ_16521	CAPO301697
OG0003019	APOSJ_24408, APOSJ_24407	CAPO302687
OG0003019	APOSJ_27921, APOSJ_36468	CAPO307689
OG0003020	APOSJ_53224, APOSJ_53221, APOSJ_53222, APOSJ_53226, APOSJ_48872, APOSJ_48874, APOSJ_36674	CAPO306543, CAPO306821
OG0003022	APOSJ_49552, APOSJ_49553	CAPO308155
OG0003024	APOSJ_04367, APOSJ_54344, APOSJ_28757, APOSJ_51861, APOSJ_54346, APOSJ_28758, APOSJ_54345, APOSJ_28921, APOSJ_28920	CAPO300933
OG0003025	APOSJ_19466, APOSJ_34959	CAPO306077
OG0003026	APOSJ_14693, APOSJ_11899, APOSJ_11900, APOSJ_14691, APOSJ_09657, APOSJ_14692, APOSJ_11901	CAPO304742
OG0003027	APOSJ_45013, APOSJ_45012	CAPO302145
OG0003028	APOSJ_16632, APOSJ_45345, APOSJ_53091, APOSJ_53098, APOSJ_53093, APOSJ_45344, APOSJ_53096, APOSJ_53097, APOSJ_53095, APOSJ_53090, APOSJ_53094, APOSJ_53092	CAPO307794
OG0003029	APOSJ_24858, APOSJ_24860, APOSJ_24857, APOSJ_24859	CAPO301992
OG0003030	APOSJ_50713	CAPO304737
OG0003033	APOSJ_22116, APOSJ_22716, APOSJ_55466	CAPO300181
OG0003034	APOSJ_25543	CAPO300214, CAPO307271
OG0003037	APOSJ_52298	CAPO305626
OG0003038	APOSJ_10168	CAPO300861
OG0003041	APOSJ_64655, APOSJ_33811	CAPO306033
OG0003042	APOSJ_22633, APOSJ_06070, APOSJ_06068	CAPO301480
OG0003043	APOSJ_51495, APOSJ_40245, APOSJ_40246, APOSJ_51491, APOSJ_51493, APOSJ_40247, APOSJ_51496, APOSJ_62284	CAPO304921
OG0003044	APOSJ_33046, APOSJ_00068, APOSJ_00067, APOSJ_00069, APOSJ_00070	CAPO300082
OG0003046	APOSJ_33073, APOSJ_53211, APOSJ_53213, APOSJ_53212	CAPO302851
OG0003048	APOSJ_40872, APOSJ_40873	CAPO300169
OG0003049	APOSJ_37374, APOSJ_37376	CAPO300501, CAPO307086, CAPO305726
OG0003053	APOSJ_02807, APOSJ_10684, APOSJ_10683, APOSJ_10688, APOSJ_10691, APOSJ_10686, APOSJ_10687, APOSJ_13757, APOSJ_10690, APOSJ_10689	CAPO305034
OG0003054	APOSJ_09930, APOSJ_09928, APOSJ_09929, APOSJ_09931	CAPO305605
OG0003055	APOSJ_01314, APOSJ_01317, APOSJ_01316, APOSJ_01315	CAPO307832
OG0003056	APOSJ_35147	CAPO300334
OG0003058	APOSJ_32369, APOSJ_32371, APOSJ_32372, APOSJ_32370	CAPO305219
OG0003059	APOSJ_54868	CAPO307928
OG0003060	APOSJ_25972	CAPO300265
OG0003063	APOSJ_10490, APOSJ_39056, APOSJ_04759, APOSJ_49230, APOSJ_49232, APOSJ_49231, APOSJ_04757, APOSJ_04758, APOSJ_01115, APOSJ_39075, APOSJ_10491	CAPO306091
OG0003064	APOSJ_61339, APOSJ_26092, APOSJ_61340, APOSJ_26093, APOSJ_09903, APOSJ_22685, APOSJ_09910, APOSJ_04197, APOSJ_57984, APOSJ_61337, APOSJ_09904, APOSJ_09906, APOSJ_63933, APOSJ_15734, APOSJ_61338, APOSJ_26094, APOSJ_09902, APOSJ_04195, APOSJ_09905	CAPO303600
OG0003065	APOSJ_56569, APOSJ_56571, APOSJ_56572, APOSJ_14977, APOSJ_56568	CAPO305486
OG0003067	APOSJ_20684, APOSJ_20685	CAPO301062
OG0003072	APOSJ_04105, APOSJ_04104, APOSJ_25387	CAPO300719
OG0003073	APOSJ_43163, APOSJ_26792, APOSJ_26794, APOSJ_26791	CAPO300571
OG0003074	APOSJ_50683, APOSJ_50682	CAPO305232
OG0003079	APOSJ_59437, APOSJ_59436	CAPO303732
OG0003103	APOSJ_56241, APOSJ_56240, APOSJ_13496	CAPO300058
OG0003104	APOSJ_41239, APOSJ_30663	CAPO300208
OG0003106	APOSJ_00837, APOSJ_00832, APOSJ_00838, APOSJ_00834, APOSJ_05167, APOSJ_21338, APOSJ_04469, APOSJ_00835, APOSJ_00840, APOSJ_21340, APOSJ_00836, APOSJ_00833, APOSJ_21339	CAPO300222
OG0003107	APOSJ_26201, APOSJ_34016, APOSJ_36925, APOSJ_36926, APOSJ_26198, APOSJ_26196, APOSJ_36923, APOSJ_26200	CAPO305408
OG0003108	APOSJ_53894, APOSJ_60356, APOSJ_53893, APOSJ_53895	CAPO307100
OG0003110	APOSJ_33346, APOSJ_01571, APOSJ_56560, APOSJ_24671	CAPO302380
OG0003111	APOSJ_08555, APOSJ_30833, APOSJ_32697	CAPO305398
OG0003112	APOSJ_13161, APOSJ_13163	CAPO305044
OG0003113	APOSJ_58854, APOSJ_61212, APOSJ_41642	CAPO303380
OG0003114	APOSJ_17648	CAPO305811
OG0003116	APOSJ_63747	CAPO304220
OG0003119	APOSJ_39538, APOSJ_39533, APOSJ_39534, APOSJ_39531	CAPO301756
OG0003120	APOSJ_28666, APOSJ_28664, APOSJ_61061, APOSJ_51622, APOSJ_52804, APOSJ_47641	CAPO301313
OG0003121	APOSJ_01530, APOSJ_27238, APOSJ_55020, APOSJ_07217	CAPO300078
OG0003122	APOSJ_36414, APOSJ_50972	CAPO305152
OG0003124	APOSJ_60072, APOSJ_60073	CAPO307110
OG0003125	APOSJ_13170, APOSJ_13174, APOSJ_13167, APOSJ_55545, APOSJ_13169, APOSJ_13172, APOSJ_13171, APOSJ_55528	CAPO308199
OG0003128	APOSJ_01878, APOSJ_54178, APOSJ_54176, APOSJ_54177	CAPO300639
OG0003130	APOSJ_34706, APOSJ_34707	CAPO308112
OG0003131	APOSJ_58708	CAPO301104
OG0003135	APOSJ_18751, APOSJ_18755, APOSJ_18749, APOSJ_18753, APOSJ_18754, APOSJ_18752, APOSJ_20256, APOSJ_53592, APOSJ_18750	CAPO304970
OG0003136	APOSJ_47787	CAPO303233
OG0003138	APOSJ_00752, APOSJ_40281, APOSJ_33077, APOSJ_33076, APOSJ_33075	CAPO307798
OG0003141	APOSJ_16442	CAPO300915
OG0003144	APOSJ_48852, APOSJ_48851	CAPO304802
OG0003145	APOSJ_45278, APOSJ_50052, APOSJ_22385	CAPO301669
OG0003146	APOSJ_07935, APOSJ_07938, APOSJ_21949, APOSJ_23349, APOSJ_47106, APOSJ_21948	CAPO304953
OG0003147	APOSJ_21036, APOSJ_21034, APOSJ_21035	CAPO305754
OG0003149	APOSJ_20169, APOSJ_20168, APOSJ_00806	CAPO303321
OG0003150	APOSJ_46061, APOSJ_24496, APOSJ_30861, APOSJ_24495	CAPO304553
OG0003151	APOSJ_05170	CAPO302311
OG0003152	APOSJ_48510, APOSJ_48508, APOSJ_48509, APOSJ_48511	CAPO306395
OG0003153	APOSJ_35785, APOSJ_35782, APOSJ_35780, APOSJ_35783, APOSJ_35778, APOSJ_35779, APOSJ_52381, APOSJ_22926, APOSJ_35781	CAPO305242
OG0003154	APOSJ_51181, APOSJ_51185, APOSJ_50159, APOSJ_50161, APOSJ_51180, APOSJ_51183	CAPO308152
OG0003157	APOSJ_26289, APOSJ_26292, APOSJ_26290, APOSJ_26287, APOSJ_26291, APOSJ_26288	CAPO300659
OG0003158	APOSJ_48827, APOSJ_48829, APOSJ_48828, APOSJ_48826	CAPO304754
OG0003159	APOSJ_34339	CAPO307514
OG0003160	APOSJ_52005, APOSJ_52006	CAPO305734
OG0003161	APOSJ_12427, APOSJ_12426	CAPO307952, CAPO307190, CAPO305141
OG0003162	APOSJ_43039, APOSJ_21099, APOSJ_21100, APOSJ_21101	CAPO303406
OG0003163	APOSJ_53589	CAPO300707, CAPO304931, CAPO305637, CAPO307669, CAPO300284
OG0003164	APOSJ_27152	CAPO302879
OG0003165	APOSJ_55300	CAPO302597
OG0003166	APOSJ_26522, APOSJ_21441, APOSJ_02622, APOSJ_42363, APOSJ_02624, APOSJ_62139, APOSJ_20651, APOSJ_62130, APOSJ_42335, APOSJ_02621, APOSJ_62116, APOSJ_00768, APOSJ_26518, APOSJ_36016, APOSJ_21450, APOSJ_00767, APOSJ_21446, APOSJ_21455, APOSJ_26517, APOSJ_26521, APOSJ_21477	CAPO306562
OG0003169	APOSJ_40105, APOSJ_01487, APOSJ_09186, APOSJ_57600, APOSJ_57601, APOSJ_57604, APOSJ_01486, APOSJ_20667, APOSJ_57602, APOSJ_57605, APOSJ_20668, APOSJ_59291	CAPO302137
OG0003172	APOSJ_37760, APOSJ_48896, APOSJ_37761, APOSJ_37762, APOSJ_37759, APOSJ_50968, APOSJ_37764, APOSJ_37763, APOSJ_50967, APOSJ_37765, APOSJ_56161	CAPO306984
OG0003174	APOSJ_17036	CAPO306817
OG0003175	APOSJ_12763, APOSJ_12764	CAPO306274
OG0003176	APOSJ_23689, APOSJ_23690	CAPO307890
OG0003177	APOSJ_63830, APOSJ_56009, APOSJ_63824, APOSJ_56011, APOSJ_56010	CAPO305441
OG0003178	APOSJ_17779, APOSJ_17780	CAPO303283
OG0003179	APOSJ_56598, APOSJ_53571, APOSJ_53563, APOSJ_53567, APOSJ_53565, APOSJ_08422, APOSJ_56597, APOSJ_56600, APOSJ_53564, APOSJ_08421, APOSJ_53568	CAPO300801
OG0003181	APOSJ_20951, APOSJ_20952, APOSJ_59228	CAPO304354
OG0003182	APOSJ_40788	CAPO308003
OG0003184	APOSJ_55407, APOSJ_55409, APOSJ_55410, APOSJ_55408	CAPO303123
OG0003185	APOSJ_32400	CAPO301951
OG0003187	APOSJ_30115, APOSJ_30111, APOSJ_30112, APOSJ_30114, APOSJ_30113, APOSJ_02519, APOSJ_30110	CAPO303479
OG0003189	APOSJ_36317, APOSJ_04556, APOSJ_36316, APOSJ_04558, APOSJ_36318, APOSJ_36315	CAPO303157
OG0003190	APOSJ_49718, APOSJ_49721, APOSJ_49724, APOSJ_49723, APOSJ_49719, APOSJ_49722, APOSJ_49720	CAPO303910
OG0003191	APOSJ_11431, APOSJ_11427, APOSJ_11429, APOSJ_11434, APOSJ_11433, APOSJ_11430, APOSJ_11426, APOSJ_11428	CAPO306279
OG0003192	APOSJ_58378, APOSJ_61697, APOSJ_61698, APOSJ_61696, APOSJ_61699, APOSJ_61700, APOSJ_61701, APOSJ_61695	CAPO301014
OG0003193	APOSJ_00532	CAPO301211
OG0003194	APOSJ_63402, APOSJ_44634, APOSJ_63401	CAPO301882
OG0003196	APOSJ_52449, APOSJ_37298, APOSJ_52450, APOSJ_52451	CAPO306231
OG0003198	APOSJ_36767	CAPO304417
OG0003199	APOSJ_06417, APOSJ_50357, APOSJ_06415, APOSJ_06416, APOSJ_06414, APOSJ_06418, APOSJ_40507, APOSJ_06413	CAPO305890
OG0003200	APOSJ_20611, APOSJ_62441, APOSJ_15656, APOSJ_20618, APOSJ_20615, APOSJ_20613, APOSJ_20614, APOSJ_20612, APOSJ_62440, APOSJ_20617, APOSJ_56645, APOSJ_15587, APOSJ_15589	CAPO301026
OG0003202	APOSJ_62049	CAPO307016
OG0003203	APOSJ_10922, APOSJ_10923, APOSJ_10921, APOSJ_10920	CAPO305085
OG0003206	APOSJ_42271, APOSJ_57448, APOSJ_42268, APOSJ_42269, APOSJ_65050, APOSJ_42266, APOSJ_42272, APOSJ_65052, APOSJ_42267, APOSJ_42270	CAPO306250
OG0003207	APOSJ_53468, APOSJ_53467	CAPO301521
OG0003210	APOSJ_15249, APOSJ_15248	CAPO303247
OG0003211	APOSJ_03604, APOSJ_03608, APOSJ_31045, APOSJ_09022, APOSJ_03606, APOSJ_31048, APOSJ_03603, APOSJ_22500	CAPO307771
OG0003212	APOSJ_40742	CAPO300076
OG0003214	APOSJ_30849, APOSJ_30835	CAPO305438
OG0003215	APOSJ_30430	CAPO305646
OG0003217	APOSJ_38588, APOSJ_25460, APOSJ_38604, APOSJ_38597	CAPO304366
OG0003218	APOSJ_10871, APOSJ_10868, APOSJ_10873, APOSJ_47482, APOSJ_17947, APOSJ_03784, APOSJ_59373, APOSJ_17946, APOSJ_17951, APOSJ_10870, APOSJ_10869	CAPO308113
OG0003219	APOSJ_52235, APOSJ_51906	CAPO306660
OG0003220	APOSJ_62682	CAPO304799
OG0003221	APOSJ_53881, APOSJ_53880	CAPO300283
OG0003223	APOSJ_01786, APOSJ_01785	CAPO307650
OG0003225	APOSJ_64620, APOSJ_18658, APOSJ_53640, APOSJ_53642, APOSJ_53639, APOSJ_34446, APOSJ_53641, APOSJ_64628, APOSJ_18935, APOSJ_53643	CAPO303179
OG0003227	APOSJ_29380, APOSJ_29382, APOSJ_29379, APOSJ_29381	CAPO306597
OG0003228	APOSJ_15473, APOSJ_15470	CAPO305495
OG0003230	APOSJ_24729, APOSJ_40527, APOSJ_40529, APOSJ_40528, APOSJ_40525, APOSJ_40524, APOSJ_40531, APOSJ_24730, APOSJ_40530, APOSJ_40523, APOSJ_40526, APOSJ_24731	CAPO301507
OG0003231	APOSJ_36521, APOSJ_36520	CAPO301890
OG0003235	APOSJ_56012, APOSJ_56016	CAPO301047
OG0003238	APOSJ_13700, APOSJ_50826, APOSJ_13694, APOSJ_56279, APOSJ_13702, APOSJ_56278, APOSJ_32202, APOSJ_50828, APOSJ_56280, APOSJ_50829, APOSJ_56282, APOSJ_50824, APOSJ_50825, APOSJ_50827, APOSJ_50830, APOSJ_56281	CAPO305586
OG0003240	APOSJ_51092	CAPO303081
OG0003251	APOSJ_54466	CAPO307251
OG0003252	APOSJ_51617	CAPO305303
OG0003254	APOSJ_62720, APOSJ_62718, APOSJ_62717, APOSJ_62719	CAPO307938
OG0003255	APOSJ_37992, APOSJ_37996, APOSJ_50042, APOSJ_37991, APOSJ_37994, APOSJ_37989, APOSJ_37995, APOSJ_50045, APOSJ_50044, APOSJ_37993, APOSJ_37909, APOSJ_50043, APOSJ_37990	CAPO301338
OG0003257	APOSJ_11591, APOSJ_11592, APOSJ_11593, APOSJ_11624, APOSJ_07998	CAPO303231
OG0003263	APOSJ_41168, APOSJ_38823	CAPO303458
OG0003264	APOSJ_26140, APOSJ_26142, APOSJ_33770, APOSJ_26141	CAPO306409
OG0003266	APOSJ_61414, APOSJ_61413	CAPO303168
OG0003267	APOSJ_30035, APOSJ_30027, APOSJ_30031, APOSJ_30028, APOSJ_30029, APOSJ_30034, APOSJ_30033, APOSJ_30030, APOSJ_30032	CAPO300914
OG0003268	APOSJ_65180, APOSJ_65183, APOSJ_65174, APOSJ_51480, APOSJ_20455, APOSJ_20454, APOSJ_65185, APOSJ_20452, APOSJ_20456, APOSJ_20453	CAPO301821
OG0003269	APOSJ_20442, APOSJ_20443, APOSJ_20445, APOSJ_65142, APOSJ_20440	CAPO304139
OG0003272	APOSJ_62776, APOSJ_62775	CAPO300665
OG0003277	APOSJ_64925	CAPO306142
OG0003278	APOSJ_56401	CAPO306634
OG0003279	APOSJ_49088, APOSJ_44687, APOSJ_44688, APOSJ_44689	CAPO306251
OG0003282	APOSJ_00228, APOSJ_00227, APOSJ_26406	CAPO305239
OG0003283	APOSJ_14970	CAPO304400
OG0003284	APOSJ_10702, APOSJ_10699, APOSJ_02860, APOSJ_10701, APOSJ_10700	CAPO302648
OG0003287	APOSJ_35942	CAPO306546
OG0003288	APOSJ_00605, APOSJ_00604, APOSJ_00602, APOSJ_00603	CAPO307866
OG0003290	APOSJ_53361	CAPO307662, CAPO300441
OG0003291	APOSJ_06987, APOSJ_38387, APOSJ_06993, APOSJ_38386, APOSJ_38383, APOSJ_06988, APOSJ_06990, APOSJ_40455, APOSJ_38389, APOSJ_44035, APOSJ_38382, APOSJ_06989, APOSJ_38388, APOSJ_40453, APOSJ_38385, APOSJ_38384, APOSJ_06986, APOSJ_06992	CAPO306657
OG0003293	APOSJ_55383, APOSJ_55380, APOSJ_29797, APOSJ_29796	CAPO300956
OG0003294	APOSJ_47167, APOSJ_46923, APOSJ_09688, APOSJ_01552, APOSJ_09683, APOSJ_26080, APOSJ_09685, APOSJ_26071	CAPO303988
OG0003296	APOSJ_17865	CAPO301282
OG0003297	APOSJ_30618	CAPO307941
OG0003298	APOSJ_21365, APOSJ_21366, APOSJ_21369, APOSJ_31701, APOSJ_25496, APOSJ_21367, APOSJ_57916, APOSJ_15785, APOSJ_63798, APOSJ_01743, APOSJ_63835	CAPO306456
OG0003300	APOSJ_40504, APOSJ_53374, APOSJ_52277, APOSJ_53371	CAPO307904
OG0003301	APOSJ_13270, APOSJ_13273, APOSJ_13271, APOSJ_13272	CAPO300201
OG0003302	APOSJ_06175, APOSJ_56909	CAPO303848
OG0003306	APOSJ_55395	CAPO303291
OG0003309	APOSJ_62401	CAPO301499
OG0003315	APOSJ_44709	CAPO301649
OG0003316	APOSJ_22523, APOSJ_13980, APOSJ_13981	CAPO300235
OG0003317	APOSJ_63724	CAPO304285
OG0003318	APOSJ_60634, APOSJ_60633, APOSJ_60632	CAPO302830
OG0003320	APOSJ_38819, APOSJ_48775, APOSJ_27049, APOSJ_07781, APOSJ_27047, APOSJ_27050, APOSJ_07780, APOSJ_48777, APOSJ_07782, APOSJ_27048, APOSJ_38820, APOSJ_27046, APOSJ_07778, APOSJ_07779, APOSJ_27044, APOSJ_27045	CAPO303640
OG0003323	APOSJ_01721, APOSJ_01720, APOSJ_55778, APOSJ_08744, APOSJ_31616, APOSJ_31613, APOSJ_31612, APOSJ_08743, APOSJ_31619, APOSJ_31614, APOSJ_31615, APOSJ_31617	CAPO304122
OG0003324	APOSJ_19156, APOSJ_19155	CAPO308312
OG0003325	APOSJ_31506, APOSJ_31505, APOSJ_31507, APOSJ_31508, APOSJ_43550, APOSJ_43549	CAPO300972, CAPO304961
OG0003326	APOSJ_02365	CAPO308259
OG0003331	APOSJ_57011, APOSJ_57010, APOSJ_57008, APOSJ_57009	CAPO303947
OG0003332	APOSJ_02848	CAPO307894
OG0003333	APOSJ_38810	CAPO307836
OG0003334	APOSJ_55844, APOSJ_55845, APOSJ_11136	CAPO305710
OG0003335	APOSJ_08677, APOSJ_08675, APOSJ_08678, APOSJ_31091, APOSJ_23252, APOSJ_23251	CAPO302255
OG0003340	APOSJ_34485, APOSJ_34486, APOSJ_05198	CAPO305389
OG0003341	APOSJ_45924	CAPO301683
OG0003345	APOSJ_63892, APOSJ_63885	CAPO302682
OG0003348	APOSJ_36909, APOSJ_36910	CAPO308059, CAPO308052
OG0003349	APOSJ_31148, APOSJ_31149	CAPO300780
OG0003353	APOSJ_41464, APOSJ_41465, APOSJ_41463, APOSJ_59718	CAPO304897
OG0003354	APOSJ_62214, APOSJ_41780, APOSJ_41782, APOSJ_41781, APOSJ_41778, APOSJ_41779	CAPO300396
OG0003355	APOSJ_59542, APOSJ_57392, APOSJ_57388	CAPO308186
OG0003356	APOSJ_58430, APOSJ_58431	CAPO306224
OG0003357	APOSJ_32102, APOSJ_32646	CAPO307953
OG0003358	APOSJ_05051, APOSJ_57073, APOSJ_41119, APOSJ_28856, APOSJ_05049, APOSJ_05047, APOSJ_05050, APOSJ_05052, APOSJ_05053, APOSJ_05045, APOSJ_05048, APOSJ_05046	CAPO307281
OG0003359	APOSJ_58549, APOSJ_58548, APOSJ_58547, APOSJ_58550	CAPO303262, CAPO304527
OG0003360	APOSJ_56352	CAPO301722
OG0003361	APOSJ_00610, APOSJ_27424, APOSJ_27425	CAPO301802
OG0003362	APOSJ_17078, APOSJ_17080, APOSJ_02774, APOSJ_02776, APOSJ_02775	CAPO306572
OG0003364	APOSJ_19020, APOSJ_45760, APOSJ_49080	CAPO301569
OG0003365	APOSJ_53888, APOSJ_53889, APOSJ_42007	CAPO301538
OG0003366	APOSJ_04282, APOSJ_04280, APOSJ_04281	CAPO302011
OG0003368	APOSJ_18080	CAPO307793
OG0003369	APOSJ_46922	CAPO305084
OG0003370	APOSJ_15527	CAPO302725
OG0003373	APOSJ_27159, APOSJ_27158, APOSJ_18321	CAPO301869
OG0003374	APOSJ_06681, APOSJ_06684	CAPO305683
OG0003375	APOSJ_38227, APOSJ_38228, APOSJ_38229	CAPO301633, CAPO305837
OG0003376	APOSJ_02960, APOSJ_02957, APOSJ_02962, APOSJ_02963, APOSJ_02959, APOSJ_02961, APOSJ_02958	CAPO306560
OG0003377	APOSJ_37835, APOSJ_10139, APOSJ_10138, APOSJ_10131, APOSJ_10134, APOSJ_20954, APOSJ_10130, APOSJ_10136, APOSJ_00057, APOSJ_10137, APOSJ_16398, APOSJ_16397, APOSJ_37839, APOSJ_16399, APOSJ_10135, APOSJ_16400	CAPO301205
OG0003378	APOSJ_58126	CAPO305510
OG0003379	APOSJ_10196	CAPO301575
OG0003380	APOSJ_34055, APOSJ_07322, APOSJ_07324, APOSJ_07321, APOSJ_34056, APOSJ_07326, APOSJ_07325, APOSJ_07323	CAPO301115
OG0003382	APOSJ_58634, APOSJ_52650, APOSJ_39445	CAPO302262
OG0003383	APOSJ_18248, APOSJ_55840	CAPO305778
OG0003384	APOSJ_31645, APOSJ_31642, APOSJ_31643, APOSJ_31644	CAPO306617
OG0003386	APOSJ_22721, APOSJ_22627, APOSJ_62015, APOSJ_62014, APOSJ_62013, APOSJ_36229	CAPO300917
OG0003391	APOSJ_52096, APOSJ_52092, APOSJ_52095, APOSJ_52094, APOSJ_09559	CAPO301846
OG0003392	APOSJ_30179, APOSJ_23836, APOSJ_50664	CAPO304278
OG0003393	APOSJ_05723, APOSJ_20802, APOSJ_20798, APOSJ_29367, APOSJ_58697, APOSJ_20799, APOSJ_20801, APOSJ_47174, APOSJ_01488, APOSJ_20800, APOSJ_20803, APOSJ_30470, APOSJ_30459	CAPO304102
OG0003419	APOSJ_49930, APOSJ_28655, APOSJ_49929, APOSJ_28653, APOSJ_43121, APOSJ_28654	CAPO301040
OG0003421	APOSJ_62121, APOSJ_62118	CAPO300028
OG0003422	APOSJ_60475, APOSJ_36170, APOSJ_65089, APOSJ_65088	CAPO300121
OG0003424	APOSJ_53384, APOSJ_37437, APOSJ_37436	CAPO307323
OG0003425	APOSJ_59503, APOSJ_59500, APOSJ_59499	CAPO304371
OG0003426	APOSJ_54168, APOSJ_06465, APOSJ_06462, APOSJ_06463, APOSJ_06464	CAPO301532
OG0003428	APOSJ_63827, APOSJ_61092, APOSJ_61091, APOSJ_63825, APOSJ_63826, APOSJ_61095, APOSJ_61094, APOSJ_55474, APOSJ_61093, APOSJ_63828, APOSJ_61096, APOSJ_61088	CAPO300586
OG0003429	APOSJ_01497, APOSJ_34185	CAPO307638
OG0003430	APOSJ_50132, APOSJ_08009, APOSJ_08010	CAPO305848
OG0003431	APOSJ_55815, APOSJ_55814	CAPO308284
OG0003434	APOSJ_03266, APOSJ_23693, APOSJ_23694, APOSJ_03263, APOSJ_45087, APOSJ_23692, APOSJ_03260, APOSJ_03264, APOSJ_52653, APOSJ_03267, APOSJ_52820, APOSJ_03262	CAPO303572
OG0003435	APOSJ_38352, APOSJ_40169	CAPO300552
OG0003438	APOSJ_59335, APOSJ_59332	CAPO305664
OG0003438	APOSJ_54382, APOSJ_54383, APOSJ_54385, APOSJ_54384, APOSJ_02830, APOSJ_59333, APOSJ_37585, APOSJ_37561, APOSJ_59334	CAPO304548, CAPO305602, CAPO302554
OG0003443	APOSJ_51731, APOSJ_29125, APOSJ_29126, APOSJ_29124	CAPO306901, CAPO306924
OG0003447	APOSJ_32799, APOSJ_02909, APOSJ_22891, APOSJ_05681, APOSJ_41166, APOSJ_41167, APOSJ_58256	CAPO304621, CAPO305856
OG0003448	APOSJ_55045, APOSJ_55046	CAPO305307
OG0003449	APOSJ_45224, APOSJ_45223	CAPO304421
OG0003450	APOSJ_50911, APOSJ_48555, APOSJ_44587, APOSJ_64002, APOSJ_64000, APOSJ_61853, APOSJ_50910, APOSJ_61854, APOSJ_64001, APOSJ_61855, APOSJ_36182	CAPO304313
OG0003451	APOSJ_13827, APOSJ_65399, APOSJ_21500, APOSJ_13828, APOSJ_65408, APOSJ_37443, APOSJ_36988, APOSJ_65403	CAPO302760
OG0003453	APOSJ_29872, APOSJ_11738, APOSJ_11740, APOSJ_11742, APOSJ_11737, APOSJ_08636, APOSJ_08641, APOSJ_11739, APOSJ_11741	CAPO304718
OG0003454	APOSJ_50587	CAPO305798
OG0003455	APOSJ_62454	CAPO300221
