Orthogroup	APOSJ_ok	BRALA
OG0003600	APOSJ_63300, APOSJ_63296, APOSJ_63297, APOSJ_63301, APOSJ_63294, APOSJ_45458, APOSJ_17617, APOSJ_17619, APOSJ_63295, APOSJ_63299, APOSJ_63298, APOSJ_52163	BRALA22014
OG0003601	APOSJ_53543	BRALA18126
OG0003603	APOSJ_16153, APOSJ_16154	BRALA06241
OG0003604	APOSJ_11206	BRALA31536
OG0003607	APOSJ_37037, APOSJ_37038	BRALA10883
OG0003608	APOSJ_00224, APOSJ_60067, APOSJ_09361, APOSJ_00221, APOSJ_09360, APOSJ_09362, APOSJ_09358, APOSJ_00223, APOSJ_00222, APOSJ_09359, APOSJ_00220	BRALA18469
OG0003610	APOSJ_41838	BRALA09770
OG0003611	APOSJ_58421	BRALA24495
OG0003613	APOSJ_09180, APOSJ_09181, APOSJ_09179	BRALA11000
OG0003615	APOSJ_63995, APOSJ_63996, APOSJ_63993, APOSJ_63994	BRALA05371
OG0003616	APOSJ_46947, APOSJ_46945, APOSJ_56448, APOSJ_46946, APOSJ_62998	BRALA20439
OG0003617	APOSJ_38825, APOSJ_38826	BRALA23864
OG0003618	APOSJ_41380, APOSJ_58189, APOSJ_23320, APOSJ_61743, APOSJ_41378, APOSJ_52928, APOSJ_51639, APOSJ_41381, APOSJ_32988, APOSJ_52927, APOSJ_51640	BRALA30067
OG0003619	APOSJ_63145, APOSJ_33903, APOSJ_33902	BRALA28306
OG0003620	APOSJ_31171, APOSJ_31170, APOSJ_31168, APOSJ_63738, APOSJ_31172, APOSJ_31169	BRALA15834
OG0003621	APOSJ_00688, APOSJ_20627, APOSJ_20626, APOSJ_20625	BRALA15694
OG0003622	APOSJ_29152, APOSJ_29151, APOSJ_29153, APOSJ_51976	BRALA13428
OG0003623	APOSJ_32094, APOSJ_32091, APOSJ_32093, APOSJ_39728, APOSJ_27217, APOSJ_50614, APOSJ_39732, APOSJ_39729, APOSJ_32087, APOSJ_32089, APOSJ_32090, APOSJ_27219, APOSJ_27220, APOSJ_50615, APOSJ_32086, APOSJ_27216, APOSJ_04033, APOSJ_27218, APOSJ_32092, APOSJ_32088	BRALA13875
OG0003624	APOSJ_50717	BRALA32206
OG0003625	APOSJ_38667	BRALA29309, BRALA10329, BRALA10330, BRALA16006
OG0003626	APOSJ_54979, APOSJ_54983, APOSJ_54980, APOSJ_54982, APOSJ_54981, APOSJ_50348	BRALA04725
OG0003627	APOSJ_14223, APOSJ_14224	BRALA16210
OG0003628	APOSJ_61936, APOSJ_09989, APOSJ_09988	BRALA15102
OG0003629	APOSJ_37717, APOSJ_17126, APOSJ_37956, APOSJ_37954, APOSJ_17127, APOSJ_27303, APOSJ_17125, APOSJ_37952, APOSJ_37950, APOSJ_37955, APOSJ_47532	BRALA05892
OG0003630	APOSJ_00695, APOSJ_00696, APOSJ_00693, APOSJ_00692, APOSJ_00694	BRALA29277
OG0003631	APOSJ_50747, APOSJ_59918	BRALA33910, BRALA32757, BRALA35489, BRALA34452, BRALA34595
OG0003632	APOSJ_47100	BRALA35240, BRALA22349
OG0003634	APOSJ_06198, APOSJ_01007	BRALA14363
OG0003635	APOSJ_04083	BRALA18691
OG0003636	APOSJ_33666, APOSJ_06255, APOSJ_62298, APOSJ_62294, APOSJ_37331, APOSJ_62296, APOSJ_62297, APOSJ_62292, APOSJ_62295, APOSJ_45930, APOSJ_37332, APOSJ_37330	BRALA30883
OG0003638	APOSJ_08758, APOSJ_20093	BRALA12059
OG0003639	APOSJ_09402, APOSJ_09401	BRALA34621, BRALA34483, BRALA34678
OG0003640	APOSJ_37892, APOSJ_37893	BRALA04598
OG0003641	APOSJ_05920, APOSJ_05922	BRALA22029
OG0003642	APOSJ_38601, APOSJ_38600, APOSJ_38599, APOSJ_41842	BRALA14568
OG0003643	APOSJ_55403, APOSJ_55405, APOSJ_55402, APOSJ_08512	BRALA20230, BRALA05378, BRALA17185, BRALA07011
OG0003644	APOSJ_55993, APOSJ_55994	BRALA10140
OG0003645	APOSJ_37449	BRALA13185
OG0003646	APOSJ_23541, APOSJ_23542, APOSJ_23537, APOSJ_23543, APOSJ_23535, APOSJ_23540, APOSJ_23536, APOSJ_27104, APOSJ_23539, APOSJ_23538	BRALA22868
OG0003647	APOSJ_49067, APOSJ_49068, APOSJ_49065, APOSJ_49066	BRALA16527
OG0003648	APOSJ_09163, APOSJ_09164, APOSJ_09166, APOSJ_09162, APOSJ_09161, APOSJ_09165	BRALA17389
OG0003649	APOSJ_60879, APOSJ_60878, APOSJ_60881, APOSJ_56606, APOSJ_60876, APOSJ_56605, APOSJ_60882, APOSJ_56608, APOSJ_60880, APOSJ_15298	BRALA01612
OG0003650	APOSJ_45185	BRALA13666
OG0003651	APOSJ_05909, APOSJ_37499, APOSJ_05907, APOSJ_05912, APOSJ_05908, APOSJ_05911	BRALA21916
OG0003652	APOSJ_29336, APOSJ_00750, APOSJ_29335, APOSJ_29333, APOSJ_29338, APOSJ_29334	BRALA34260
OG0003653	APOSJ_08528	BRALA33747, BRALA20594, BRALA35513
OG0003654	APOSJ_46134, APOSJ_46135	BRALA21275
OG0003655	APOSJ_23658, APOSJ_18181, APOSJ_23659	BRALA33353
OG0003656	APOSJ_33366, APOSJ_33372, APOSJ_12381, APOSJ_60063, APOSJ_60064	BRALA04460
OG0003657	APOSJ_51021, APOSJ_02905, APOSJ_02906, APOSJ_02903	BRALA00140
OG0003658	APOSJ_36597, APOSJ_28693	BRALA00325
OG0003659	APOSJ_21711	BRALA07055
OG0003660	APOSJ_08560, APOSJ_08561	BRALA03685
OG0003662	APOSJ_51160, APOSJ_11554	BRALA28700
OG0003663	APOSJ_35375, APOSJ_35370, APOSJ_04955, APOSJ_35371, APOSJ_21861, APOSJ_35369, APOSJ_04956, APOSJ_04952, APOSJ_30850, APOSJ_14972, APOSJ_35368, APOSJ_35372	BRALA03839, BRALA03841
OG0003664	APOSJ_04762, APOSJ_04763, APOSJ_08391	BRALA25355
OG0003665	APOSJ_49931, APOSJ_22988	BRALA15969, BRALA08702
OG0003666	APOSJ_22692	BRALA25648
OG0003667	APOSJ_19401	BRALA23582
OG0003669	APOSJ_12392, APOSJ_12390, APOSJ_12393, APOSJ_12389, APOSJ_43894	BRALA01156
OG0003671	APOSJ_03493, APOSJ_03495, APOSJ_03496, APOSJ_03494	BRALA32769
OG0003672	APOSJ_16743, APOSJ_43097, APOSJ_43093, APOSJ_16742, APOSJ_43094, APOSJ_43091, APOSJ_04069, APOSJ_16745, APOSJ_43096, APOSJ_43095, APOSJ_43092	BRALA18633
OG0003673	APOSJ_09825, APOSJ_09824, APOSJ_56916	BRALA19291
OG0003674	APOSJ_60765, APOSJ_57464, APOSJ_57468, APOSJ_14240, APOSJ_20112, APOSJ_20113, APOSJ_14239, APOSJ_14241, APOSJ_57470, APOSJ_46123	BRALA13017
OG0003675	APOSJ_02105, APOSJ_02107, APOSJ_02106, APOSJ_02102, APOSJ_02108, APOSJ_02103, APOSJ_02104	BRALA11375
OG0003676	APOSJ_26585, APOSJ_26583	BRALA14472
OG0003677	APOSJ_63538	BRALA09088
OG0003678	APOSJ_05396	BRALA05291
OG0003679	APOSJ_61299, APOSJ_40884	BRALA16005, BRALA21232, BRALA26522, BRALA26365, BRALA21231
OG0003680	APOSJ_00568, APOSJ_00569	BRALA09741
OG0003681	APOSJ_48058, APOSJ_48057, APOSJ_32259, APOSJ_48059	BRALA02162
OG0003682	APOSJ_56030	BRALA10785, BRALA10910
OG0003683	APOSJ_16704, APOSJ_56879	BRALA22205
OG0003684	APOSJ_25969, APOSJ_25971	BRALA26598
OG0003685	APOSJ_42667, APOSJ_42670, APOSJ_01529, APOSJ_42669, APOSJ_42668	BRALA04329
OG0003686	APOSJ_43211	BRALA12463
OG0003688	APOSJ_26717, APOSJ_47129	BRALA26787
OG0003689	APOSJ_25714, APOSJ_25713	BRALA09157
OG0003690	APOSJ_32760	BRALA33355, BRALA34982
OG0003691	APOSJ_20048, APOSJ_20051, APOSJ_20050, APOSJ_20049	BRALA22954
OG0003692	APOSJ_36675, APOSJ_36676	BRALA28877
OG0003693	APOSJ_38592	BRALA09225
OG0003694	APOSJ_47953, APOSJ_07614, APOSJ_50346, APOSJ_45550, APOSJ_50345, APOSJ_07613, APOSJ_50347	BRALA07902
OG0003695	APOSJ_11769, APOSJ_18638	BRALA21829
OG0003696	APOSJ_64668, APOSJ_64669, APOSJ_12262	BRALA20035
OG0003697	APOSJ_29486, APOSJ_29484	BRALA16767
OG0003699	APOSJ_19695, APOSJ_19694, APOSJ_19693, APOSJ_54001, APOSJ_25082, APOSJ_44775, APOSJ_54000, APOSJ_26797, APOSJ_35286, APOSJ_54003, APOSJ_54002	BRALA35351
OG0003700	APOSJ_18156, APOSJ_18155	BRALA23022
OG0003701	APOSJ_55915, APOSJ_55914	BRALA16004
OG0003702	APOSJ_30962, APOSJ_59589, APOSJ_08837	BRALA28909
OG0003703	APOSJ_14567, APOSJ_14568	BRALA02399
OG0003704	APOSJ_18927, APOSJ_18925	BRALA17852
OG0003705	APOSJ_39944, APOSJ_39943, APOSJ_49390, APOSJ_22824, APOSJ_22822, APOSJ_04658, APOSJ_49391, APOSJ_39946, APOSJ_39947, APOSJ_55225, APOSJ_49392, APOSJ_49389	BRALA17124
OG0003706	APOSJ_07480, APOSJ_46991, APOSJ_07482, APOSJ_01299	BRALA21768
OG0003707	APOSJ_41770, APOSJ_62148	BRALA13435
OG0003708	APOSJ_63440, APOSJ_63444, APOSJ_53033, APOSJ_63442, APOSJ_63443	BRALA19031
OG0003709	APOSJ_03118, APOSJ_42938, APOSJ_42936, APOSJ_42937	BRALA03316
OG0003710	APOSJ_49432, APOSJ_49431	BRALA29789
OG0003711	APOSJ_28877, APOSJ_50162, APOSJ_28879, APOSJ_28880, APOSJ_28878	BRALA03254
OG0003712	APOSJ_43349, APOSJ_46239	BRALA11231
OG0003713	APOSJ_28572, APOSJ_28574	BRALA01757
OG0003714	APOSJ_62240, APOSJ_62243, APOSJ_00456, APOSJ_00455, APOSJ_57329, APOSJ_29225, APOSJ_29220, APOSJ_37841, APOSJ_62242, APOSJ_21479	BRALA14362
OG0003716	APOSJ_39158, APOSJ_39155, APOSJ_39154, APOSJ_39156, APOSJ_39157, APOSJ_39159	BRALA32334
OG0003717	APOSJ_06227, APOSJ_06228	BRALA21117
OG0003718	APOSJ_08670, APOSJ_08671	BRALA07126
OG0003719	APOSJ_41819, APOSJ_41713, APOSJ_41715, APOSJ_41820, APOSJ_41815, APOSJ_41714, APOSJ_41816, APOSJ_41818, APOSJ_62384, APOSJ_62397, APOSJ_61565, APOSJ_41817	BRALA14607
OG0003720	APOSJ_12013, APOSJ_12014, APOSJ_12015	BRALA02638
OG0003721	APOSJ_38023	BRALA12038
OG0003722	APOSJ_26303	BRALA24100
OG0003724	APOSJ_55389	BRALA05473
OG0003725	APOSJ_50821	BRALA00696
OG0003726	APOSJ_08579, APOSJ_08580, APOSJ_08582, APOSJ_08581, APOSJ_50172, APOSJ_30196	BRALA15025, BRALA15024
OG0003727	APOSJ_44176, APOSJ_44177, APOSJ_44179, APOSJ_44181, APOSJ_57383, APOSJ_44178	BRALA25125
OG0003728	APOSJ_42886, APOSJ_45752, APOSJ_45750, APOSJ_42884, APOSJ_60414, APOSJ_45749, APOSJ_45748, APOSJ_45753, APOSJ_09737, APOSJ_45751, APOSJ_42890, APOSJ_42887, APOSJ_06618, APOSJ_45747, APOSJ_42885, APOSJ_02942, APOSJ_42889, APOSJ_42888	BRALA23646
OG0003729	APOSJ_03980	BRALA06888, BRALA06951
OG0003730	APOSJ_62030, APOSJ_47765, APOSJ_47763, APOSJ_25164, APOSJ_25154, APOSJ_47764	BRALA29533
OG0003731	APOSJ_05515, APOSJ_05519, APOSJ_05517, APOSJ_05518, APOSJ_05516	BRALA21198
OG0003732	APOSJ_15999, APOSJ_15995, APOSJ_15997, APOSJ_15998, APOSJ_15996, APOSJ_05689	BRALA11685
OG0003733	APOSJ_45706, APOSJ_18728, APOSJ_45704, APOSJ_45703, APOSJ_45707, APOSJ_45705	BRALA01134
OG0003734	APOSJ_10018, APOSJ_40237	BRALA21794
OG0003735	APOSJ_19361	BRALA34167
OG0003736	APOSJ_26482, APOSJ_47642, APOSJ_47639, APOSJ_07570, APOSJ_07574, APOSJ_07573, APOSJ_07571, APOSJ_07577, APOSJ_47643, APOSJ_65237, APOSJ_07578, APOSJ_26483	BRALA33666, BRALA33744
OG0003737	APOSJ_06544	BRALA17522
OG0003738	APOSJ_30831, APOSJ_62127, APOSJ_62128, APOSJ_62126, APOSJ_44442, APOSJ_44444	BRALA18659
OG0003739	APOSJ_51985, APOSJ_59856, APOSJ_59860, APOSJ_59858, APOSJ_05627, APOSJ_63277, APOSJ_32386, APOSJ_59854, APOSJ_63278, APOSJ_59855, APOSJ_59859, APOSJ_59857	BRALA14467
OG0003742	APOSJ_57497, APOSJ_46994	BRALA18578
OG0003743	APOSJ_13721, APOSJ_13720, APOSJ_31955	BRALA23724
OG0003744	APOSJ_04329, APOSJ_04330	BRALA24796
OG0003745	APOSJ_40164, APOSJ_32998	BRALA06719, BRALA03263, BRALA30410
OG0003746	APOSJ_52228	BRALA17015
OG0003747	APOSJ_05609, APOSJ_05610	BRALA30716
OG0003748	APOSJ_29990, APOSJ_29989	BRALA12755
OG0003749	APOSJ_44308, APOSJ_44307	BRALA26426, BRALA26425
OG0003750	APOSJ_50371, APOSJ_50373, APOSJ_50370, APOSJ_50372, APOSJ_50374, APOSJ_50369	BRALA18863
OG0003751	APOSJ_34295	BRALA32676, BRALA06904
OG0003752	APOSJ_49396, APOSJ_49397, APOSJ_49393, APOSJ_49395, APOSJ_49394, APOSJ_05438, APOSJ_33907	BRALA25856
OG0003753	APOSJ_07576	BRALA16740
OG0003754	APOSJ_24772, APOSJ_60257, APOSJ_60279	BRALA29308
OG0003755	APOSJ_55619, APOSJ_55620, APOSJ_55621, APOSJ_55618	BRALA35547, BRALA34607
OG0003756	APOSJ_31907, APOSJ_31906, APOSJ_31905	BRALA19970
OG0003757	APOSJ_41305, APOSJ_62442, APOSJ_64911, APOSJ_64910, APOSJ_60966, APOSJ_24442, APOSJ_64913, APOSJ_60991, APOSJ_61001	BRALA13359
OG0003758	APOSJ_53340, APOSJ_61521, APOSJ_53338	BRALA00093
OG0003759	APOSJ_33874, APOSJ_33875, APOSJ_13678	BRALA05624
OG0003760	APOSJ_54190	BRALA17848
OG0003761	APOSJ_48576, APOSJ_44996, APOSJ_47246	BRALA04263
OG0003762	APOSJ_43942, APOSJ_29508, APOSJ_29483, APOSJ_14767, APOSJ_08898, APOSJ_08894, APOSJ_43941, APOSJ_08896	BRALA18646
OG0003764	APOSJ_54964	BRALA25043
OG0003767	APOSJ_36366, APOSJ_51604, APOSJ_36367, APOSJ_51601, APOSJ_36370, APOSJ_51621, APOSJ_41528, APOSJ_36369, APOSJ_42739	BRALA03143
OG0003768	APOSJ_10006	BRALA11897
OG0003769	APOSJ_33263, APOSJ_33265	BRALA26566
OG0003770	APOSJ_17183	BRALA19409
OG0003771	APOSJ_12160, APOSJ_12161	BRALA16711
OG0003772	APOSJ_03930, APOSJ_32070, APOSJ_32066, APOSJ_32068, APOSJ_32067, APOSJ_32069, APOSJ_61073, APOSJ_32071	BRALA31033
OG0003773	APOSJ_55090, APOSJ_43504, APOSJ_38895, APOSJ_38894, APOSJ_38896, APOSJ_38893	BRALA23295, BRALA25770, BRALA25032
OG0003776	APOSJ_13346	BRALA09052
OG0003777	APOSJ_20636, APOSJ_20637	BRALA06297
OG0003778	APOSJ_25166, APOSJ_25167, APOSJ_08214, APOSJ_25165	BRALA19187
OG0003779	APOSJ_36800, APOSJ_36797, APOSJ_30266, APOSJ_36794, APOSJ_36795, APOSJ_36796, APOSJ_36798, APOSJ_43526, APOSJ_30271, APOSJ_36799	BRALA31824
OG0003795	APOSJ_61385, APOSJ_61384, APOSJ_40895, APOSJ_61386	BRALA19714
OG0003798	APOSJ_12428, APOSJ_13043	BRALA18800
OG0003803	APOSJ_63490, APOSJ_44795, APOSJ_44796, APOSJ_44797	BRALA01090
OG0003805	APOSJ_22439	BRALA28947, BRALA34265, BRALA29646, BRALA19070, BRALA24692
OG0003806	APOSJ_61479, APOSJ_61478, APOSJ_61477, APOSJ_61475, APOSJ_61476	BRALA06429
OG0003807	APOSJ_38997	BRALA25353
OG0003808	APOSJ_56880, APOSJ_56881, APOSJ_16708, APOSJ_56882, APOSJ_04168, APOSJ_62230, APOSJ_56883	BRALA10356
OG0003809	APOSJ_10476, APOSJ_10474, APOSJ_10469, APOSJ_10470, APOSJ_10471, APOSJ_10472, APOSJ_10473, APOSJ_10475	BRALA03811
OG0003810	APOSJ_28030, APOSJ_28032, APOSJ_28031, APOSJ_28029	BRALA11857
OG0003811	APOSJ_10829, APOSJ_10830, APOSJ_23632, APOSJ_10831	BRALA19420
OG0003812	APOSJ_54158, APOSJ_01747, APOSJ_60218, APOSJ_54157, APOSJ_54156	BRALA05555
OG0003813	APOSJ_38319, APOSJ_38320	BRALA03804
OG0003815	APOSJ_25606, APOSJ_25608, APOSJ_25605, APOSJ_25610, APOSJ_25607, APOSJ_25609	BRALA24118
OG0003816	APOSJ_12414, APOSJ_42543, APOSJ_45648, APOSJ_12413, APOSJ_42540, APOSJ_42541, APOSJ_42542, APOSJ_23138, APOSJ_60193, APOSJ_34311, APOSJ_53287	BRALA06868
OG0003818	APOSJ_04525, APOSJ_04528, APOSJ_04527, APOSJ_04524, APOSJ_04523, APOSJ_04526	BRALA21446
OG0003820	APOSJ_09672	BRALA22842, BRALA27361, BRALA30515, BRALA22840, BRALA29767, BRALA22841
OG0003821	APOSJ_47118, APOSJ_47115, APOSJ_47113, APOSJ_47117, APOSJ_47116, APOSJ_47114, APOSJ_47112	BRALA15354, BRALA15353
OG0003823	APOSJ_26903	BRALA13717
OG0003824	APOSJ_33742, APOSJ_18170, APOSJ_33739, APOSJ_33740, APOSJ_33738, APOSJ_06733, APOSJ_33744, APOSJ_33745, APOSJ_33743, APOSJ_33741	BRALA21415
OG0003825	APOSJ_11859	BRALA17596
OG0003826	APOSJ_01356, APOSJ_01357	BRALA34230
OG0003827	APOSJ_58974, APOSJ_58973, APOSJ_09426, APOSJ_58972	BRALA00778, BRALA00768
OG0003828	APOSJ_09885, APOSJ_35825, APOSJ_24369, APOSJ_35820, APOSJ_55660, APOSJ_55659, APOSJ_35827, APOSJ_09883, APOSJ_35824, APOSJ_35826, APOSJ_35822, APOSJ_58629, APOSJ_35821, APOSJ_35823	BRALA27337
OG0003829	APOSJ_42034, APOSJ_63776, APOSJ_63772, APOSJ_63770, APOSJ_42035	BRALA02842
OG0003830	APOSJ_46693	BRALA15659
OG0003831	APOSJ_16069	BRALA11875
OG0003832	APOSJ_43248	BRALA17319
OG0003833	APOSJ_30468, APOSJ_30469, APOSJ_03956, APOSJ_03955	BRALA19235
OG0003834	APOSJ_32235	BRALA27607
OG0003835	APOSJ_17249, APOSJ_17252, APOSJ_17255, APOSJ_27742, APOSJ_17254, APOSJ_27743, APOSJ_43051, APOSJ_17251, APOSJ_17253, APOSJ_17248	BRALA21118
OG0003836	APOSJ_19571, APOSJ_19573, APOSJ_19572, APOSJ_19574	BRALA34236, BRALA34753
OG0003837	APOSJ_31977, APOSJ_31976, APOSJ_31979	BRALA19478
OG0003839	APOSJ_46438, APOSJ_39403, APOSJ_46439, APOSJ_39406	BRALA02789
OG0003840	APOSJ_51046	BRALA04449
OG0003842	APOSJ_53084, APOSJ_23246	BRALA00315
OG0003843	APOSJ_59611	BRALA33818
OG0003844	APOSJ_54763, APOSJ_11210	BRALA16546
OG0003845	APOSJ_46010, APOSJ_46011, APOSJ_28260	BRALA30351
OG0003846	APOSJ_50869	BRALA21704
OG0003847	APOSJ_65396	BRALA03050
OG0003848	APOSJ_04335, APOSJ_26933	BRALA21811
OG0003849	APOSJ_51408	BRALA21745, BRALA21651
OG0003850	APOSJ_33809, APOSJ_33808, APOSJ_13314, APOSJ_33810	BRALA19297
OG0003851	APOSJ_39165	BRALA10712
OG0003852	APOSJ_52160	BRALA04443
OG0003853	APOSJ_22563, APOSJ_22564, APOSJ_22566	BRALA15182
OG0003854	APOSJ_34788, APOSJ_34789, APOSJ_34787	BRALA15033
OG0003855	APOSJ_18900	BRALA15994
OG0003857	APOSJ_05750, APOSJ_05749, APOSJ_05751, APOSJ_05756, APOSJ_05755, APOSJ_05753, APOSJ_05754, APOSJ_05752	BRALA06379
OG0003858	APOSJ_46741, APOSJ_46742, APOSJ_46743, APOSJ_46744, APOSJ_46739, APOSJ_46740	BRALA15163
OG0003859	APOSJ_09877, APOSJ_09876, APOSJ_09875, APOSJ_09873, APOSJ_09872, APOSJ_09868	BRALA26266
OG0003861	APOSJ_50689, APOSJ_50692, APOSJ_50688, APOSJ_50691, APOSJ_50690, APOSJ_62729	BRALA12361
OG0003862	APOSJ_28388, APOSJ_28387	BRALA30431
OG0003863	APOSJ_58367, APOSJ_30244, APOSJ_30243	BRALA16261
OG0003864	APOSJ_55808, APOSJ_33985, APOSJ_55805, APOSJ_55807, APOSJ_10875, APOSJ_55806, APOSJ_26079, APOSJ_12876	BRALA28844
OG0003865	APOSJ_61984, APOSJ_41752	BRALA11341
OG0003866	APOSJ_24282, APOSJ_24283	BRALA23698
OG0003868	APOSJ_64684, APOSJ_25045	BRALA21807
OG0003869	APOSJ_29377, APOSJ_29373, APOSJ_29376, APOSJ_29378, APOSJ_29372, APOSJ_29375, APOSJ_29371, APOSJ_29374	BRALA14443
OG0003870	APOSJ_23016, APOSJ_06665, APOSJ_23017, APOSJ_06660, APOSJ_11376, APOSJ_23015	BRALA07708
OG0003872	APOSJ_05120, APOSJ_28547, APOSJ_24592, APOSJ_24596, APOSJ_28540, APOSJ_24598, APOSJ_05119, APOSJ_24597	BRALA30315
OG0003873	APOSJ_11172	BRALA05761
OG0003874	APOSJ_17301, APOSJ_17304, APOSJ_49370, APOSJ_17303, APOSJ_50898, APOSJ_17302, APOSJ_17300, APOSJ_17299, APOSJ_06136, APOSJ_57345, APOSJ_50894, APOSJ_50896, APOSJ_50897, APOSJ_50895	BRALA01611
OG0003875	APOSJ_46925, APOSJ_46926, APOSJ_46924	BRALA35166
OG0003876	APOSJ_55351, APOSJ_55353, APOSJ_55352, APOSJ_55355, APOSJ_55354, APOSJ_03915, APOSJ_55350, APOSJ_03914, APOSJ_03913	BRALA00896
OG0003877	APOSJ_11307, APOSJ_11303, APOSJ_11306, APOSJ_11308, APOSJ_11304, APOSJ_11305, APOSJ_49244, APOSJ_39123	BRALA23816
OG0003878	APOSJ_11385, APOSJ_11383, APOSJ_11384, APOSJ_11386	BRALA20063
OG0003879	APOSJ_33787, APOSJ_33786	BRALA15031
OG0003880	APOSJ_17964, APOSJ_17963	BRALA11582
OG0003881	APOSJ_17185, APOSJ_17184, APOSJ_17186, APOSJ_40103	BRALA24783
OG0003882	APOSJ_34819, APOSJ_32141, APOSJ_01045, APOSJ_06437, APOSJ_60271, APOSJ_04288, APOSJ_04295, APOSJ_32142, APOSJ_60270, APOSJ_12511, APOSJ_12510, APOSJ_32140	BRALA03161
OG0003883	APOSJ_10347	BRALA11445
OG0003884	APOSJ_00562, APOSJ_03381, APOSJ_00563	BRALA08005
OG0003885	APOSJ_63866	BRALA23768
OG0003886	APOSJ_13752, APOSJ_33893, APOSJ_33892, APOSJ_33894	BRALA04852
OG0003888	APOSJ_13717	BRALA19321
OG0003889	APOSJ_01456	BRALA06547, BRALA06540, BRALA02812, BRALA02816, BRALA30158
OG0003890	APOSJ_37127	BRALA26936
OG0003892	APOSJ_49727, APOSJ_49728, APOSJ_49730, APOSJ_49729, APOSJ_49726	BRALA22723
OG0003893	APOSJ_03597	BRALA24429
OG0003894	APOSJ_33184, APOSJ_58008, APOSJ_58009, APOSJ_60026, APOSJ_60023, APOSJ_58006, APOSJ_60025, APOSJ_60024, APOSJ_22372, APOSJ_58004, APOSJ_58005, APOSJ_58388	BRALA10135, BRALA10136
OG0003895	APOSJ_23140, APOSJ_15271, APOSJ_15272, APOSJ_47883, APOSJ_23143, APOSJ_47884, APOSJ_26564, APOSJ_47888, APOSJ_44417, APOSJ_47886, APOSJ_15274, APOSJ_23142, APOSJ_23144, APOSJ_47885, APOSJ_23141, APOSJ_47887	BRALA13986
OG0003896	APOSJ_07288, APOSJ_07289, APOSJ_07287	BRALA13108
OG0003897	APOSJ_63844, APOSJ_31200, APOSJ_31201, APOSJ_63847, APOSJ_31202, APOSJ_31203	BRALA24446
OG0003898	APOSJ_06075	BRALA06113
OG0003899	APOSJ_11868, APOSJ_19887, APOSJ_19885, APOSJ_11869, APOSJ_19889, APOSJ_19888, APOSJ_23150, APOSJ_11870, APOSJ_19886, APOSJ_61318	BRALA08278
OG0003900	APOSJ_30080, APOSJ_01157, APOSJ_30082, APOSJ_59401, APOSJ_01158, APOSJ_01159, APOSJ_59405, APOSJ_59402, APOSJ_59406, APOSJ_59403, APOSJ_59404, APOSJ_59400	BRALA17436
OG0003901	APOSJ_16327, APOSJ_16328	BRALA14426, BRALA08560, BRALA08561
OG0003902	APOSJ_30073, APOSJ_13714, APOSJ_44063, APOSJ_06629, APOSJ_06628, APOSJ_01360, APOSJ_01359	BRALA28272, BRALA09979, BRALA18180, BRALA17740
OG0003903	APOSJ_56037, APOSJ_56036, APOSJ_56038, APOSJ_56039	BRALA12337
OG0003905	APOSJ_47298, APOSJ_47297	BRALA08898
OG0003906	APOSJ_10444, APOSJ_10449, APOSJ_10448, APOSJ_54044, APOSJ_01703, APOSJ_10450, APOSJ_16538, APOSJ_10447, APOSJ_10451, APOSJ_01700	BRALA18512
OG0003910	APOSJ_45369, APOSJ_45364, APOSJ_45365, APOSJ_45367, APOSJ_45368, APOSJ_45371, APOSJ_45370, APOSJ_45366	BRALA23005
OG0003912	APOSJ_24016	BRALA26575
OG0003913	APOSJ_63633	BRALA05130
OG0003914	APOSJ_07145, APOSJ_27190, APOSJ_11455, APOSJ_27243, APOSJ_27231, APOSJ_11457, APOSJ_11456, APOSJ_27235	BRALA04182
OG0003915	APOSJ_64945, APOSJ_21997	BRALA12140
OG0003916	APOSJ_53458, APOSJ_53460	BRALA19092
OG0003917	APOSJ_36856	BRALA18730
OG0003918	APOSJ_31056	BRALA03733
OG0003919	APOSJ_46801	BRALA27666
OG0003920	APOSJ_58724, APOSJ_58723	BRALA23721
OG0003921	APOSJ_28730, APOSJ_28728	BRALA09641
OG0003922	APOSJ_25574, APOSJ_04472, APOSJ_57037, APOSJ_04475, APOSJ_27911, APOSJ_04476	BRALA25868, BRALA02161
OG0003923	APOSJ_24976, APOSJ_33618, APOSJ_33619	BRALA14453
OG0003925	APOSJ_08132	BRALA05610
OG0003926	APOSJ_02594	BRALA05443
OG0003928	APOSJ_12613, APOSJ_12612, APOSJ_08396, APOSJ_25107	BRALA03296
OG0003929	APOSJ_09142, APOSJ_53843	BRALA34730, BRALA06612
OG0003930	APOSJ_48107, APOSJ_42192, APOSJ_42191, APOSJ_48106, APOSJ_42194, APOSJ_42196, APOSJ_42195, APOSJ_42193	BRALA02295
OG0003931	APOSJ_19698, APOSJ_59773	BRALA25275
OG0003932	APOSJ_52360	BRALA01444
OG0003932	APOSJ_53529	BRALA02585
OG0003933	APOSJ_45359, APOSJ_45360, APOSJ_45358, APOSJ_45363, APOSJ_45361, APOSJ_45362	BRALA28039
OG0003934	APOSJ_39940, APOSJ_39939, APOSJ_39942, APOSJ_39941	BRALA01058
OG0003935	APOSJ_23217, APOSJ_40665, APOSJ_54353, APOSJ_60655	BRALA13280, BRALA03846, BRALA20864
