Orthogroup	APOSJ_ok	CAEEL
OG0002710	APOSJ_40007	CAEEL00009
OG0002712	APOSJ_34314, APOSJ_46766, APOSJ_15976, APOSJ_15974, APOSJ_24586, APOSJ_46767, APOSJ_24585, APOSJ_46764, APOSJ_46765	CAEEL06583, CAEEL15212
OG0002714	APOSJ_63663, APOSJ_54386, APOSJ_52175, APOSJ_63662, APOSJ_40953, APOSJ_62185	CAEEL02672, CAEEL09684, CAEEL16105, CAEEL16248, CAEEL20570
OG0002715	APOSJ_06762, APOSJ_16711	CAEEL09830
OG0002717	APOSJ_07495	CAEEL10017
OG0002718	APOSJ_22645, APOSJ_03637, APOSJ_03634, APOSJ_22646, APOSJ_03635	CAEEL00842
OG0002720	APOSJ_09655, APOSJ_00201, APOSJ_00200	CAEEL01232
OG0002722	APOSJ_18147, APOSJ_35558, APOSJ_35556, APOSJ_35559, APOSJ_18145, APOSJ_18149, APOSJ_18146, APOSJ_18148, APOSJ_35562, APOSJ_36107, APOSJ_35557, APOSJ_18144, APOSJ_35555, APOSJ_18143, APOSJ_41555, APOSJ_35554, APOSJ_35560, APOSJ_35561	CAEEL10808
OG0002723	APOSJ_62182	CAEEL15616
OG0002728	APOSJ_21767	CAEEL08620
OG0002729	APOSJ_04670, APOSJ_24561, APOSJ_42531	CAEEL07853
OG0002732	APOSJ_27736, APOSJ_63545, APOSJ_27735, APOSJ_42788, APOSJ_27737, APOSJ_27738, APOSJ_42787	CAEEL18402
OG0002736	APOSJ_06435, APOSJ_60090, APOSJ_60089, APOSJ_60091	CAEEL02362
OG0002739	APOSJ_24129, APOSJ_24131, APOSJ_20890, APOSJ_24128, APOSJ_24130	CAEEL18472
OG0002740	APOSJ_18081, APOSJ_17735, APOSJ_46100, APOSJ_46102, APOSJ_17736, APOSJ_17732, APOSJ_17734, APOSJ_46099, APOSJ_17733	CAEEL08842
OG0002742	APOSJ_01176, APOSJ_01175	CAEEL11403
OG0002743	APOSJ_06403, APOSJ_15493	CAEEL15922, CAEEL10167
OG0002744	APOSJ_21384, APOSJ_04646	CAEEL19735
OG0002745	APOSJ_31585, APOSJ_31586, APOSJ_17205, APOSJ_49772, APOSJ_31581	CAEEL19081
OG0002746	APOSJ_37776	CAEEL01862
OG0002747	APOSJ_16814, APOSJ_16813	CAEEL02596
OG0002749	APOSJ_34941, APOSJ_15942	CAEEL04068
OG0002750	APOSJ_05418	CAEEL15826
OG0002752	APOSJ_60381, APOSJ_60392, APOSJ_32917, APOSJ_19099, APOSJ_60369, APOSJ_19100, APOSJ_19101, APOSJ_32916, APOSJ_60374, APOSJ_55917	CAEEL08631
OG0002754	APOSJ_18246, APOSJ_31278, APOSJ_64305, APOSJ_64308, APOSJ_49558, APOSJ_49563, APOSJ_18242, APOSJ_18245, APOSJ_18247, APOSJ_49561, APOSJ_18243, APOSJ_18244	CAEEL05821
OG0002756	APOSJ_06329	CAEEL15160
OG0002757	APOSJ_52815, APOSJ_51626, APOSJ_51624	CAEEL10443, CAEEL10442
OG0002758	APOSJ_08249, APOSJ_29321, APOSJ_58263	CAEEL08816
OG0002759	APOSJ_31890, APOSJ_31888, APOSJ_31894, APOSJ_31893, APOSJ_31889, APOSJ_31891, APOSJ_31373, APOSJ_31892	CAEEL05573
OG0002760	APOSJ_38596	CAEEL01867, CAEEL04221, CAEEL15912, CAEEL11644
OG0002762	APOSJ_00439, APOSJ_04500, APOSJ_04499	CAEEL09378
OG0002763	APOSJ_22568, APOSJ_18212, APOSJ_10731, APOSJ_22570, APOSJ_18214, APOSJ_20683, APOSJ_18209, APOSJ_18213, APOSJ_22572, APOSJ_18211	CAEEL07952
OG0002764	APOSJ_42508	CAEEL05636
OG0002765	APOSJ_11905	CAEEL02125
OG0002766	APOSJ_39716, APOSJ_58172, APOSJ_58171, APOSJ_39717, APOSJ_58170, APOSJ_39718, APOSJ_23221, APOSJ_42807	CAEEL17597
OG0002767	APOSJ_60003, APOSJ_60004, APOSJ_60002	CAEEL07319
OG0002769	APOSJ_55086, APOSJ_40803	CAEEL06751
OG0002770	APOSJ_38958, APOSJ_38959	CAEEL15397
OG0002771	APOSJ_33188, APOSJ_26046, APOSJ_26047, APOSJ_26048	CAEEL08070
OG0002772	APOSJ_20285, APOSJ_20284, APOSJ_52303, APOSJ_20282, APOSJ_20283, APOSJ_51738	CAEEL05686
OG0002773	APOSJ_24254, APOSJ_24252, APOSJ_24253	CAEEL08029
OG0002774	APOSJ_64842, APOSJ_64843, APOSJ_64844, APOSJ_58205	CAEEL01682
OG0002776	APOSJ_02124, APOSJ_13622, APOSJ_13620, APOSJ_23394, APOSJ_29397, APOSJ_39434, APOSJ_16653, APOSJ_13616, APOSJ_19943, APOSJ_02116, APOSJ_39727, APOSJ_23395, APOSJ_29398, APOSJ_23393	CAEEL10866
OG0002777	APOSJ_54233, APOSJ_54234	CAEEL05935
OG0002778	APOSJ_34736, APOSJ_34734, APOSJ_59480, APOSJ_34735	CAEEL01937
OG0002780	APOSJ_48451, APOSJ_48449, APOSJ_48450, APOSJ_48452, APOSJ_48447, APOSJ_48453, APOSJ_48454, APOSJ_07716	CAEEL00693
OG0002781	APOSJ_28539	CAEEL07517
OG0002782	APOSJ_10841, APOSJ_53882	CAEEL13024
OG0002785	APOSJ_47547, APOSJ_50712, APOSJ_09205	CAEEL04710
OG0002786	APOSJ_46976, APOSJ_46977	CAEEL00215
OG0002787	APOSJ_29276, APOSJ_29279, APOSJ_29277, APOSJ_29278	CAEEL00388
OG0002788	APOSJ_44752, APOSJ_49851	CAEEL06416, CAEEL06417, CAEEL06418
OG0002790	APOSJ_59369, APOSJ_03416, APOSJ_29918, APOSJ_59367, APOSJ_10811, APOSJ_64134, APOSJ_03418, APOSJ_03415, APOSJ_64151, APOSJ_59366, APOSJ_10810, APOSJ_64139	CAEEL07625
OG0002791	APOSJ_62540	CAEEL08790
OG0002793	APOSJ_31275, APOSJ_03020, APOSJ_03018, APOSJ_41393, APOSJ_57352, APOSJ_03022, APOSJ_03017, APOSJ_03019, APOSJ_03021, APOSJ_31254	CAEEL00646
OG0002794	APOSJ_54777, APOSJ_54776	CAEEL08878
OG0002795	APOSJ_28457, APOSJ_28453, APOSJ_28455, APOSJ_28454, APOSJ_28456, APOSJ_28458	CAEEL01282, CAEEL11361, CAEEL01243, CAEEL04352
OG0002799	APOSJ_30946, APOSJ_30944, APOSJ_30945, APOSJ_30943	CAEEL06026
OG0002812	APOSJ_14711	CAEEL04925
OG0002813	APOSJ_11945, APOSJ_11946	CAEEL12256
OG0002814	APOSJ_38259, APOSJ_38260	CAEEL11682
OG0002817	APOSJ_16949	CAEEL16563
OG0002818	APOSJ_53205, APOSJ_38620, APOSJ_38621, APOSJ_41940, APOSJ_44944, APOSJ_44945, APOSJ_44946	CAEEL12185
OG0002821	APOSJ_53860, APOSJ_53861, APOSJ_34489, APOSJ_34491, APOSJ_34488, APOSJ_34490	CAEEL04059, CAEEL05816, CAEEL08337, CAEEL05031
OG0002824	APOSJ_35964	CAEEL09125
OG0002825	APOSJ_31910, APOSJ_03146, APOSJ_31911, APOSJ_31909	CAEEL11091
OG0002826	APOSJ_18654, APOSJ_51917, APOSJ_10888, APOSJ_01897, APOSJ_41432, APOSJ_18655	CAEEL14759
OG0002828	APOSJ_34741	CAEEL01168, CAEEL15704, CAEEL02989, CAEEL10595
OG0002832	APOSJ_31562, APOSJ_02845, APOSJ_02844, APOSJ_02847, APOSJ_31563, APOSJ_02846, APOSJ_31561	CAEEL09361
OG0002833	APOSJ_35386, APOSJ_35388	CAEEL18192
OG0002835	APOSJ_56726, APOSJ_56725, APOSJ_21812, APOSJ_21814, APOSJ_56727, APOSJ_63362, APOSJ_63361, APOSJ_63360, APOSJ_21813, APOSJ_21815, APOSJ_63363	CAEEL11751
OG0002836	APOSJ_04656, APOSJ_04657, APOSJ_04655, APOSJ_04654	CAEEL06399
OG0002837	APOSJ_18732, APOSJ_18729, APOSJ_18731, APOSJ_18730	CAEEL08616
OG0002839	APOSJ_27083, APOSJ_27082, APOSJ_27084, APOSJ_27088, APOSJ_32565, APOSJ_27085, APOSJ_27089, APOSJ_27087, APOSJ_27090, APOSJ_27086	CAEEL19253, CAEEL00645
OG0002841	APOSJ_20424	CAEEL12135, CAEEL12134
OG0002842	APOSJ_58956	CAEEL06196
OG0002843	APOSJ_29444, APOSJ_37419, APOSJ_37208, APOSJ_37207, APOSJ_37420, APOSJ_53182, APOSJ_37206, APOSJ_37205, APOSJ_29451	CAEEL07774, CAEEL07773
OG0002844	APOSJ_02179, APOSJ_02177, APOSJ_10554, APOSJ_10553, APOSJ_02180, APOSJ_10552	CAEEL10756
OG0002845	APOSJ_41336, APOSJ_53174, APOSJ_46685, APOSJ_46687, APOSJ_41332, APOSJ_00584, APOSJ_00581, APOSJ_46684, APOSJ_53173, APOSJ_00585, APOSJ_41333, APOSJ_00576, APOSJ_27474, APOSJ_00577, APOSJ_46690, APOSJ_00580, APOSJ_24230	CAEEL09656
OG0002847	APOSJ_44697, APOSJ_44698, APOSJ_56334	CAEEL06961
OG0002848	APOSJ_09676, APOSJ_32851, APOSJ_32850, APOSJ_03976, APOSJ_03975, APOSJ_03979, APOSJ_09674, APOSJ_03977, APOSJ_24672, APOSJ_09677, APOSJ_09675, APOSJ_03978	CAEEL07668
OG0002850	APOSJ_51285, APOSJ_51282, APOSJ_51283, APOSJ_51284, APOSJ_51287, APOSJ_51286	CAEEL15763
OG0002851	APOSJ_62786, APOSJ_12424	CAEEL00708
OG0002854	APOSJ_25148, APOSJ_13047, APOSJ_16816, APOSJ_24828, APOSJ_25140, APOSJ_13046, APOSJ_13048, APOSJ_24832, APOSJ_13049, APOSJ_24827, APOSJ_13045	CAEEL10560
OG0002856	APOSJ_36875, APOSJ_36874	CAEEL01393
OG0002858	APOSJ_32827, APOSJ_32828, APOSJ_32829, APOSJ_08111	CAEEL12093
OG0002859	APOSJ_26622, APOSJ_26623, APOSJ_63027, APOSJ_26624, APOSJ_26621, APOSJ_26625	CAEEL19186
OG0002860	APOSJ_33844	CAEEL11643
OG0002864	APOSJ_42694	CAEEL01656
OG0002866	APOSJ_18570, APOSJ_18569	CAEEL03096
OG0002868	APOSJ_24238, APOSJ_24239, APOSJ_24237, APOSJ_24236	CAEEL05539
OG0002873	APOSJ_14384, APOSJ_14383, APOSJ_24938, APOSJ_14380, APOSJ_24940, APOSJ_14382, APOSJ_24951, APOSJ_14381	CAEEL07574
OG0002876	APOSJ_08793, APOSJ_08790, APOSJ_56117, APOSJ_08792	CAEEL10277
OG0002877	APOSJ_02089, APOSJ_60900, APOSJ_02092, APOSJ_02088, APOSJ_60905, APOSJ_60909, APOSJ_53024, APOSJ_02090, APOSJ_60903, APOSJ_53028, APOSJ_60899, APOSJ_53023, APOSJ_02091	CAEEL02920
OG0002880	APOSJ_63786, APOSJ_62485, APOSJ_62484, APOSJ_10125	CAEEL11517
OG0002883	APOSJ_51983, APOSJ_12925, APOSJ_12928, APOSJ_12929, APOSJ_12927, APOSJ_12924, APOSJ_19958, APOSJ_12923, APOSJ_19960, APOSJ_12926	CAEEL05948
OG0002884	APOSJ_12840, APOSJ_58678, APOSJ_42468, APOSJ_26803, APOSJ_00564, APOSJ_26806, APOSJ_42472, APOSJ_26801, APOSJ_26805, APOSJ_42469, APOSJ_42470, APOSJ_42471, APOSJ_26804	CAEEL01828
OG0002887	APOSJ_01678, APOSJ_01680, APOSJ_01682, APOSJ_36289, APOSJ_01679, APOSJ_36286, APOSJ_01681, APOSJ_36290, APOSJ_26914, APOSJ_36285, APOSJ_36288, APOSJ_36292, APOSJ_36291, APOSJ_36287	CAEEL06082, CAEEL06083
OG0002889	APOSJ_05177	CAEEL10804
OG0002891	APOSJ_25188, APOSJ_27730, APOSJ_25189, APOSJ_12575, APOSJ_12567, APOSJ_25185, APOSJ_12342, APOSJ_29943, APOSJ_25187, APOSJ_25186, APOSJ_29944	CAEEL04184, CAEEL01874
OG0002893	APOSJ_48470	CAEEL02075
OG0002894	APOSJ_11324, APOSJ_11322, APOSJ_11323, APOSJ_11321	CAEEL14713
OG0002895	APOSJ_26606, APOSJ_26608, APOSJ_26610, APOSJ_26609, APOSJ_26605	CAEEL07602, CAEEL10533
OG0002896	APOSJ_45523, APOSJ_45520, APOSJ_45522, APOSJ_45521, APOSJ_45519	CAEEL18643
OG0002898	APOSJ_00660, APOSJ_02099, APOSJ_43120, APOSJ_43119	CAEEL13137
OG0002899	APOSJ_53924, APOSJ_53927, APOSJ_53926, APOSJ_53925	CAEEL01046
OG0002906	APOSJ_49358, APOSJ_49363, APOSJ_28749, APOSJ_49362	CAEEL05147
OG0002907	APOSJ_06904, APOSJ_59419, APOSJ_06902, APOSJ_06900, APOSJ_06908	CAEEL01271
OG0002909	APOSJ_42655, APOSJ_42656	CAEEL11759
OG0002910	APOSJ_19905, APOSJ_19904	CAEEL04697
OG0002912	APOSJ_60908, APOSJ_41772, APOSJ_60894, APOSJ_60897, APOSJ_05122, APOSJ_05121, APOSJ_54754	CAEEL00640
OG0002913	APOSJ_47280, APOSJ_26666	CAEEL02893
OG0002915	APOSJ_21025, APOSJ_52601, APOSJ_52602	CAEEL02902
OG0002916	APOSJ_45207, APOSJ_45206, APOSJ_45205, APOSJ_15779, APOSJ_45203, APOSJ_45204	CAEEL04244
OG0002919	APOSJ_18306, APOSJ_19042, APOSJ_19041	CAEEL00259
OG0002921	APOSJ_00219, APOSJ_53869, APOSJ_15921, APOSJ_53867, APOSJ_53871, APOSJ_00226, APOSJ_53868, APOSJ_53870	CAEEL06148
OG0002925	APOSJ_38140, APOSJ_33448, APOSJ_38141, APOSJ_38135, APOSJ_38142, APOSJ_38712, APOSJ_38139, APOSJ_38137, APOSJ_38136, APOSJ_38138	CAEEL01723, CAEEL07404
OG0002927	APOSJ_16768, APOSJ_00529, APOSJ_62091, APOSJ_16769, APOSJ_00530, APOSJ_16771, APOSJ_00531, APOSJ_03211, APOSJ_16772, APOSJ_16770, APOSJ_16767, APOSJ_40156	CAEEL01626
OG0002944	APOSJ_59286, APOSJ_30367, APOSJ_06364	CAEEL11414
OG0002947	APOSJ_02647, APOSJ_02648, APOSJ_54387, APOSJ_46768	CAEEL06268
OG0002949	APOSJ_15646, APOSJ_12144	CAEEL05799
OG0002952	APOSJ_38185	CAEEL09036
OG0002953	APOSJ_06750, APOSJ_21712	CAEEL11622
OG0002955	APOSJ_15246, APOSJ_63353, APOSJ_57546, APOSJ_15247, APOSJ_57547, APOSJ_63355, APOSJ_63354, APOSJ_57548, APOSJ_57549, APOSJ_30136, APOSJ_03062, APOSJ_63356, APOSJ_63352, APOSJ_57550, APOSJ_57545, APOSJ_52427	CAEEL01420
OG0002957	APOSJ_56271, APOSJ_56272	CAEEL02702
OG0002959	APOSJ_47581, APOSJ_29476	CAEEL12413, CAEEL12412
OG0002960	APOSJ_46873	CAEEL01541
OG0002961	APOSJ_48061, APOSJ_48062, APOSJ_48060	CAEEL16453, CAEEL14328
OG0002962	APOSJ_52064, APOSJ_61205, APOSJ_52061, APOSJ_52063	CAEEL20383
OG0002964	APOSJ_46194	CAEEL19811
OG0002965	APOSJ_52959	CAEEL01992
OG0002966	APOSJ_19690, APOSJ_19691	CAEEL08468, CAEEL19347
OG0002967	APOSJ_44455, APOSJ_44454	CAEEL20418, CAEEL02925
OG0002968	APOSJ_21357, APOSJ_21358	CAEEL01853
OG0002969	APOSJ_08429, APOSJ_61844, APOSJ_61847, APOSJ_06792, APOSJ_06793, APOSJ_06791, APOSJ_61848, APOSJ_61843, APOSJ_42911, APOSJ_06790, APOSJ_43501, APOSJ_61845	CAEEL14216
OG0002973	APOSJ_42996	CAEEL09565
OG0002974	APOSJ_65070	CAEEL01320
OG0002976	APOSJ_48119, APOSJ_39713, APOSJ_39711, APOSJ_39712	CAEEL01120, CAEEL01119, CAEEL01121
OG0002977	APOSJ_04874, APOSJ_04873	CAEEL07234, CAEEL07233
OG0002978	APOSJ_64685, APOSJ_45730	CAEEL16463
OG0002982	APOSJ_31495, APOSJ_31494	CAEEL01855
OG0002983	APOSJ_56071, APOSJ_38421, APOSJ_56069, APOSJ_12311	CAEEL01433
OG0002985	APOSJ_18108, APOSJ_18105, APOSJ_48529, APOSJ_18109, APOSJ_18107, APOSJ_18106	CAEEL08353
OG0002986	APOSJ_15496, APOSJ_15495	CAEEL10835
OG0002987	APOSJ_41363	CAEEL17800, CAEEL18018
OG0002990	APOSJ_41926, APOSJ_41927	CAEEL08773
OG0002991	APOSJ_05218	CAEEL09004
OG0002995	APOSJ_23130	CAEEL07264
OG0002996	APOSJ_47942, APOSJ_47943, APOSJ_47941, APOSJ_47944, APOSJ_19884, APOSJ_47945, APOSJ_47946	CAEEL10716
OG0003001	APOSJ_21263	CAEEL10876
OG0003003	APOSJ_02299, APOSJ_02300, APOSJ_13906	CAEEL14387
OG0003004	APOSJ_36401, APOSJ_36403, APOSJ_36404	CAEEL15423
OG0003005	APOSJ_08591, APOSJ_22078, APOSJ_56538, APOSJ_22076	CAEEL16758
OG0003006	APOSJ_48218, APOSJ_48216, APOSJ_48215, APOSJ_48217	CAEEL10145
OG0003008	APOSJ_46376	CAEEL20335
OG0003012	APOSJ_17930, APOSJ_17929	CAEEL05983
OG0003013	APOSJ_07123, APOSJ_07124, APOSJ_55779	CAEEL00274, CAEEL13050, CAEEL13680
OG0003014	APOSJ_06510, APOSJ_06511, APOSJ_06508, APOSJ_30699, APOSJ_20310, APOSJ_20309	CAEEL14320, CAEEL13006, CAEEL13007, CAEEL15758, CAEEL17062, CAEEL16651, CAEEL19058, CAEEL15767
OG0003015	APOSJ_02966	CAEEL19016
OG0003016	APOSJ_16130, APOSJ_54698	CAEEL09225
OG0003017	APOSJ_42744	CAEEL07049, CAEEL16441
OG0003018	APOSJ_38423, APOSJ_16519, APOSJ_38426, APOSJ_16518, APOSJ_53246, APOSJ_19550, APOSJ_05374, APOSJ_16520, APOSJ_16514, APOSJ_00869, APOSJ_05375, APOSJ_16521	CAEEL08487
OG0003019	APOSJ_24408, APOSJ_24407	CAEEL04592
OG0003024	APOSJ_04367, APOSJ_54344, APOSJ_28757, APOSJ_51861, APOSJ_54346, APOSJ_28758, APOSJ_54345, APOSJ_28921, APOSJ_28920	CAEEL13204, CAEEL13203
OG0003025	APOSJ_19466, APOSJ_34959	CAEEL08836
OG0003026	APOSJ_14693, APOSJ_11899, APOSJ_11900, APOSJ_14691, APOSJ_09657, APOSJ_14692, APOSJ_11901	CAEEL10688, CAEEL12186
OG0003027	APOSJ_45013, APOSJ_45012	CAEEL06663
OG0003028	APOSJ_16632, APOSJ_45345, APOSJ_53091, APOSJ_53098, APOSJ_53093, APOSJ_45344, APOSJ_53096, APOSJ_53097, APOSJ_53095, APOSJ_53090, APOSJ_53094, APOSJ_53092	CAEEL02985
OG0003029	APOSJ_24858, APOSJ_24860, APOSJ_24857, APOSJ_24859	CAEEL01558
OG0003030	APOSJ_50713	CAEEL11859
OG0003031	APOSJ_05271	CAEEL06431
OG0003033	APOSJ_22116, APOSJ_22716, APOSJ_55466	CAEEL00703
OG0003035	APOSJ_05130, APOSJ_05133, APOSJ_05131, APOSJ_05132, APOSJ_63200	CAEEL02722
OG0003036	APOSJ_42114, APOSJ_21847, APOSJ_64267, APOSJ_64264, APOSJ_42116, APOSJ_21846, APOSJ_42115, APOSJ_21849, APOSJ_21848, APOSJ_42112, APOSJ_21850, APOSJ_21845	CAEEL01143
OG0003038	APOSJ_10168	CAEEL20474
OG0003040	APOSJ_53236, APOSJ_62151, APOSJ_53237, APOSJ_53240, APOSJ_11957, APOSJ_62162, APOSJ_62156, APOSJ_53238, APOSJ_54547	CAEEL02041
OG0003043	APOSJ_51495, APOSJ_40245, APOSJ_40246, APOSJ_51491, APOSJ_51493, APOSJ_40247, APOSJ_51496, APOSJ_62284	CAEEL07390
OG0003044	APOSJ_33046, APOSJ_00068, APOSJ_00067, APOSJ_00069, APOSJ_00070	CAEEL07715
OG0003046	APOSJ_53211, APOSJ_53213, APOSJ_53212	CAEEL04364
OG0003049	APOSJ_37374, APOSJ_37376	CAEEL04812
OG0003054	APOSJ_09930, APOSJ_09928, APOSJ_09929, APOSJ_09931	CAEEL04777
OG0003055	APOSJ_01314, APOSJ_01317, APOSJ_01316, APOSJ_01315	CAEEL14225
OG0003056	APOSJ_35147	CAEEL19070
OG0003059	APOSJ_54868	CAEEL09323
OG0003060	APOSJ_25972	CAEEL07468, CAEEL11354
OG0003061	APOSJ_34451	CAEEL14261
OG0003063	APOSJ_10490, APOSJ_39056, APOSJ_04759, APOSJ_49230, APOSJ_49232, APOSJ_49231, APOSJ_04757, APOSJ_04758, APOSJ_01115, APOSJ_39075, APOSJ_10491	CAEEL03076
OG0003064	APOSJ_61339, APOSJ_26092, APOSJ_61340, APOSJ_26093, APOSJ_09903, APOSJ_22685, APOSJ_09910, APOSJ_04197, APOSJ_57984, APOSJ_61337, APOSJ_09904, APOSJ_09906, APOSJ_63933, APOSJ_15734, APOSJ_61338, APOSJ_26094, APOSJ_09902, APOSJ_04195, APOSJ_09905	CAEEL02598
OG0003065	APOSJ_56569, APOSJ_56571, APOSJ_56572, APOSJ_14977, APOSJ_56568	CAEEL18732
OG0003072	APOSJ_04105, APOSJ_04104, APOSJ_25387	CAEEL04836
OG0003073	APOSJ_26792, APOSJ_26794, APOSJ_26791	CAEEL14099
OG0003079	APOSJ_59437, APOSJ_59436	CAEEL00217
OG0003085	APOSJ_46191, APOSJ_52203	CAEEL07775, CAEEL11921, CAEEL07769, CAEEL03836
OG0003085	APOSJ_15664	CAEEL07275, CAEEL07867, CAEEL11727, CAEEL08918
OG0003086	APOSJ_10849, APOSJ_10848, APOSJ_15453, APOSJ_37352, APOSJ_34330	CAEEL18437
OG0003104	APOSJ_41239, APOSJ_30663	CAEEL07227
OG0003106	APOSJ_00837, APOSJ_00832, APOSJ_00838, APOSJ_00834, APOSJ_05167, APOSJ_21338, APOSJ_04469, APOSJ_00835, APOSJ_00840, APOSJ_21340, APOSJ_00836, APOSJ_00833, APOSJ_21339	CAEEL16128
OG0003107	APOSJ_26201, APOSJ_34016, APOSJ_36925, APOSJ_36926, APOSJ_26198, APOSJ_26196, APOSJ_36923, APOSJ_26200	CAEEL20421, CAEEL01359
OG0003108	APOSJ_53894, APOSJ_60356, APOSJ_53893, APOSJ_53895	CAEEL04120
OG0003110	APOSJ_56560, APOSJ_24671	CAEEL17888
OG0003111	APOSJ_08555, APOSJ_30833, APOSJ_32697	CAEEL01566
OG0003112	APOSJ_13161, APOSJ_13163	CAEEL12136
OG0003113	APOSJ_58854, APOSJ_61212, APOSJ_41642	CAEEL16673, CAEEL01071
OG0003114	APOSJ_17648	CAEEL15726
OG0003118	APOSJ_63592, APOSJ_63594, APOSJ_63593	CAEEL08193, CAEEL08192
OG0003119	APOSJ_39538, APOSJ_39533, APOSJ_39534, APOSJ_39531	CAEEL16382
OG0003121	APOSJ_01530, APOSJ_27238, APOSJ_55020, APOSJ_07217	CAEEL00414
OG0003124	APOSJ_60072, APOSJ_60073	CAEEL07676
OG0003128	APOSJ_01878, APOSJ_54178, APOSJ_54176, APOSJ_54177	CAEEL04713
OG0003130	APOSJ_34706, APOSJ_34707	CAEEL08052
OG0003132	APOSJ_14212, APOSJ_42354, APOSJ_42357, APOSJ_00023, APOSJ_14211, APOSJ_42359, APOSJ_14215, APOSJ_14214, APOSJ_42355, APOSJ_14213, APOSJ_42358, APOSJ_14216, APOSJ_42356	CAEEL15119
OG0003135	APOSJ_18751, APOSJ_18755, APOSJ_18749	CAEEL06639
OG0003135	APOSJ_18754, APOSJ_18752, APOSJ_20256, APOSJ_53592, APOSJ_18750	CAEEL06638
OG0003136	APOSJ_47787	CAEEL10810
OG0003138	APOSJ_33077, APOSJ_33076	CAEEL05894
OG0003141	APOSJ_16442	CAEEL03719, CAEEL03720
OG0003142	APOSJ_40273, APOSJ_14398, APOSJ_14400, APOSJ_14399, APOSJ_14397, APOSJ_27324, APOSJ_27321, APOSJ_27323	CAEEL00482
OG0003144	APOSJ_48852, APOSJ_48851	CAEEL01625
OG0003145	APOSJ_45278, APOSJ_50052, APOSJ_22385	CAEEL05190
OG0003146	APOSJ_07935, APOSJ_07938, APOSJ_21949, APOSJ_23349, APOSJ_47106, APOSJ_21948	CAEEL20170
OG0003147	APOSJ_21036, APOSJ_21034, APOSJ_21035	CAEEL17136, CAEEL18421
OG0003148	APOSJ_47587	CAEEL16560
OG0003149	APOSJ_20169, APOSJ_20168, APOSJ_00806	CAEEL12742, CAEEL12743, CAEEL10324, CAEEL03531, CAEEL03530
OG0003150	APOSJ_46061, APOSJ_24496, APOSJ_30861, APOSJ_24495	CAEEL11024
OG0003151	APOSJ_05170	CAEEL04570, CAEEL14681, CAEEL04711
OG0003152	APOSJ_48510, APOSJ_48508, APOSJ_48509, APOSJ_48511	CAEEL20815, CAEEL20802, CAEEL20805
OG0003153	APOSJ_35785, APOSJ_35782, APOSJ_35780, APOSJ_35783, APOSJ_35778, APOSJ_35779, APOSJ_52381, APOSJ_22926, APOSJ_35781	CAEEL07561
OG0003154	APOSJ_51181, APOSJ_51185, APOSJ_50159, APOSJ_50161, APOSJ_51180, APOSJ_51183	CAEEL15184
OG0003156	APOSJ_47122, APOSJ_47125	CAEEL00516
OG0003157	APOSJ_26289, APOSJ_26292, APOSJ_26290, APOSJ_26287, APOSJ_26291, APOSJ_26288	CAEEL07518, CAEEL07519
OG0003158	APOSJ_48827, APOSJ_48829, APOSJ_48828, APOSJ_48826	CAEEL08310
OG0003160	APOSJ_52005, APOSJ_52006	CAEEL18381, CAEEL02061
OG0003161	APOSJ_12427, APOSJ_12426	CAEEL15582, CAEEL20219
OG0003164	APOSJ_27152	CAEEL08130
OG0003169	APOSJ_40105, APOSJ_01487, APOSJ_09186, APOSJ_57600, APOSJ_57601, APOSJ_57604, APOSJ_01486, APOSJ_20667, APOSJ_57602, APOSJ_57605, APOSJ_20668, APOSJ_59291	CAEEL11868
OG0003171	APOSJ_51434, APOSJ_64269, APOSJ_51436	CAEEL08054
OG0003172	APOSJ_37760, APOSJ_48896, APOSJ_37761, APOSJ_37762, APOSJ_37759, APOSJ_50968, APOSJ_37764, APOSJ_37763, APOSJ_50967, APOSJ_37765, APOSJ_56161	CAEEL06299
OG0003174	APOSJ_17036	CAEEL11561
OG0003177	APOSJ_63830, APOSJ_56009	CAEEL19619
OG0003178	APOSJ_17779, APOSJ_17780	CAEEL14891
OG0003179	APOSJ_56598, APOSJ_53571, APOSJ_53563, APOSJ_53567, APOSJ_53565, APOSJ_08422, APOSJ_56597, APOSJ_56600, APOSJ_53564, APOSJ_08421, APOSJ_53568	CAEEL12173
OG0003181	APOSJ_20951, APOSJ_20952, APOSJ_59228	CAEEL11684
OG0003182	APOSJ_40788	CAEEL01167
OG0003184	APOSJ_55407, APOSJ_55409, APOSJ_55410, APOSJ_55408	CAEEL10967
OG0003185	APOSJ_32400	CAEEL04813
OG0003187	APOSJ_30115, APOSJ_30111, APOSJ_30112, APOSJ_30114, APOSJ_30113, APOSJ_02519, APOSJ_30110	CAEEL16181
OG0003188	APOSJ_32903, APOSJ_32904	CAEEL00953
OG0003189	APOSJ_36317, APOSJ_04556, APOSJ_36316, APOSJ_04558, APOSJ_36318, APOSJ_36315	CAEEL04624
OG0003191	APOSJ_11431, APOSJ_11427, APOSJ_11429, APOSJ_11434, APOSJ_11433, APOSJ_11430, APOSJ_11426, APOSJ_11428	CAEEL09839
OG0003193	APOSJ_00532	CAEEL17615
OG0003197	APOSJ_57136, APOSJ_57140, APOSJ_57137, APOSJ_57134, APOSJ_09752, APOSJ_57138, APOSJ_57133, APOSJ_57139	CAEEL11467
