Orthogroup	APOSJ_ok	HUMAN
OG0002228	APOSJ_00991, APOSJ_00172	HUMAN13403, HUMAN15939
OG0002229	APOSJ_17656, APOSJ_45678, APOSJ_17653, APOSJ_14342, APOSJ_11938, APOSJ_45680, APOSJ_45697, APOSJ_45700, APOSJ_45684, APOSJ_11939, APOSJ_18715, APOSJ_17659, APOSJ_45696, APOSJ_45701, APOSJ_45698, APOSJ_11940, APOSJ_17657, APOSJ_45699, APOSJ_17655, APOSJ_11941, APOSJ_18716, APOSJ_17654	HUMAN19714
OG0002231	APOSJ_56096, APOSJ_56098	HUMAN29992, HUMAN29990, HUMAN29991
OG0002233	APOSJ_00558	HUMAN29780
OG0002234	APOSJ_15221, APOSJ_15219, APOSJ_15220	HUMAN20083
OG0002235	APOSJ_27060, APOSJ_27059, APOSJ_44984, APOSJ_28112, APOSJ_27058, APOSJ_28114, APOSJ_44983, APOSJ_01744, APOSJ_25920	HUMAN17190, HUMAN24315, HUMAN24316, HUMAN27517
OG0002236	APOSJ_42597, APOSJ_42598, APOSJ_42602, APOSJ_42600, APOSJ_42601, APOSJ_42599	HUMAN19127, HUMAN27901
OG0002237	APOSJ_49927	HUMAN00596, HUMAN05367, HUMAN25446
OG0002239	APOSJ_55654, APOSJ_55656, APOSJ_55661, APOSJ_55658	HUMAN10125, HUMAN23236
OG0002240	APOSJ_42565, APOSJ_29802, APOSJ_06745, APOSJ_56303	HUMAN21963
OG0002241	APOSJ_20961, APOSJ_57652, APOSJ_57651, APOSJ_57650	HUMAN20013
OG0002243	APOSJ_51191, APOSJ_51190, APOSJ_51189, APOSJ_51188	HUMAN24387, HUMAN17085
OG0002244	APOSJ_48093, APOSJ_42931	HUMAN30021, HUMAN30020, HUMAN28593
OG0002245	APOSJ_31857, APOSJ_31860, APOSJ_31859, APOSJ_47809, APOSJ_15904	HUMAN12770, HUMAN05328
OG0002246	APOSJ_08296, APOSJ_08297	HUMAN09200, HUMAN01582, HUMAN23227
OG0002248	APOSJ_19992, APOSJ_19989, APOSJ_19991, APOSJ_19990, APOSJ_19988, APOSJ_19993	HUMAN23118, HUMAN03283, HUMAN23117
OG0002249	APOSJ_54302, APOSJ_58406	HUMAN01133, HUMAN28857, HUMAN14282, HUMAN14281
OG0002251	APOSJ_38209, APOSJ_38208	HUMAN22625, HUMAN27738
OG0002252	APOSJ_23311, APOSJ_23312	HUMAN06074, HUMAN13562, HUMAN13563, HUMAN13561, HUMAN10150, HUMAN10149
OG0002253	APOSJ_53327, APOSJ_57513	HUMAN08536
OG0002255	APOSJ_60216	HUMAN15235
OG0002255	APOSJ_04013	HUMAN15234, HUMAN19154
OG0002256	APOSJ_30800, APOSJ_30803, APOSJ_30802, APOSJ_30799, APOSJ_30801	HUMAN01451, HUMAN27022
OG0002258	APOSJ_48926, APOSJ_48923, APOSJ_48925, APOSJ_48924, APOSJ_37538	HUMAN22190
OG0002259	APOSJ_49444, APOSJ_19611, APOSJ_49442, APOSJ_49440, APOSJ_49443, APOSJ_49445, APOSJ_49441, APOSJ_49439	HUMAN11708, HUMAN20011
OG0002260	APOSJ_24370, APOSJ_46715, APOSJ_46714, APOSJ_46713	HUMAN02500, HUMAN08659
OG0002261	APOSJ_61035	HUMAN26610, HUMAN26609
OG0002262	APOSJ_09911, APOSJ_09909	HUMAN12924, HUMAN26068, HUMAN21912
OG0002263	APOSJ_59018, APOSJ_09216, APOSJ_09218, APOSJ_59016, APOSJ_09215, APOSJ_09217, APOSJ_09214, APOSJ_61971, APOSJ_61975, APOSJ_61970, APOSJ_61973, APOSJ_61976, APOSJ_61972	HUMAN21617
OG0002264	APOSJ_22659, APOSJ_22657, APOSJ_22658, APOSJ_22656, APOSJ_08922, APOSJ_08924, APOSJ_08923, APOSJ_56966	HUMAN30321, HUMAN00757
OG0002265	APOSJ_19519, APOSJ_59864, APOSJ_19520, APOSJ_59863, APOSJ_06736, APOSJ_32442, APOSJ_59862, APOSJ_59865, APOSJ_19521, APOSJ_32427, APOSJ_19522, APOSJ_47716, APOSJ_59031, APOSJ_24487, APOSJ_24489	HUMAN27342, HUMAN28204
OG0002266	APOSJ_50835, APOSJ_48162, APOSJ_50839, APOSJ_50836, APOSJ_48163, APOSJ_50837	HUMAN13024, HUMAN13023, HUMAN13025
OG0002267	APOSJ_56392	HUMAN24827, HUMAN29511
OG0002268	APOSJ_13886, APOSJ_49288, APOSJ_13889, APOSJ_13879, APOSJ_31146, APOSJ_13882, APOSJ_31199, APOSJ_13878, APOSJ_33927	HUMAN26212
OG0002270	APOSJ_08724, APOSJ_08725, APOSJ_08723, APOSJ_08726	HUMAN17941, HUMAN20351
OG0002271	APOSJ_40815	HUMAN29779, HUMAN23811, HUMAN22864
OG0002272	APOSJ_41581, APOSJ_65236, APOSJ_65234, APOSJ_41580, APOSJ_41576, APOSJ_41579, APOSJ_41577, APOSJ_41583, APOSJ_41582, APOSJ_65235, APOSJ_41575, APOSJ_41578	HUMAN28420
OG0002274	APOSJ_53049, APOSJ_28411, APOSJ_28412, APOSJ_28413, APOSJ_28414	HUMAN10933, HUMAN10930, HUMAN10931, HUMAN10934, HUMAN26362
OG0002275	APOSJ_45935, APOSJ_45933	HUMAN16653, HUMAN16654, HUMAN00621, HUMAN19061, HUMAN28062, HUMAN16655
OG0002276	APOSJ_02667, APOSJ_37928	HUMAN26111, HUMAN06508
OG0002277	APOSJ_10628	HUMAN21137
OG0002278	APOSJ_37850	HUMAN15574, HUMAN08614
OG0002279	APOSJ_05574, APOSJ_41132	HUMAN07773, HUMAN17618
OG0002280	APOSJ_36112, APOSJ_25750	HUMAN25412, HUMAN00533
OG0002281	APOSJ_59848, APOSJ_59845, APOSJ_59846, APOSJ_59847	HUMAN27514, HUMAN03556, HUMAN18635
OG0002282	APOSJ_05829, APOSJ_18182, APOSJ_05830, APOSJ_05827, APOSJ_05828	HUMAN24779, HUMAN24778, HUMAN24777
OG0002284	APOSJ_29799, APOSJ_29801, APOSJ_29800, APOSJ_29798, APOSJ_62060, APOSJ_62059, APOSJ_62058, APOSJ_44644	HUMAN28860
OG0002285	APOSJ_51257, APOSJ_27787, APOSJ_02806, APOSJ_58543, APOSJ_27786, APOSJ_58490, APOSJ_02801, APOSJ_35810, APOSJ_20810, APOSJ_35818, APOSJ_02802, APOSJ_02805, APOSJ_27785, APOSJ_59001, APOSJ_58289, APOSJ_21832	HUMAN26249, HUMAN26250, HUMAN26248, HUMAN26247, HUMAN03480
OG0002286	APOSJ_31493, APOSJ_49912, APOSJ_64221, APOSJ_37669, APOSJ_56968, APOSJ_49911, APOSJ_37673, APOSJ_19173, APOSJ_25276, APOSJ_49908, APOSJ_37674, APOSJ_37668, APOSJ_25275, APOSJ_25279, APOSJ_19170, APOSJ_21234, APOSJ_25274, APOSJ_25280, APOSJ_25273, APOSJ_37671, APOSJ_49910, APOSJ_59596, APOSJ_03400, APOSJ_19181, APOSJ_37670, APOSJ_25278	HUMAN25154
OG0002287	APOSJ_29150	HUMAN19237, HUMAN13819
OG0002288	APOSJ_59817, APOSJ_12429, APOSJ_12432, APOSJ_12431, APOSJ_12425, APOSJ_59819, APOSJ_59820, APOSJ_52619, APOSJ_59818, APOSJ_12430	HUMAN22780, HUMAN23814
OG0002289	APOSJ_13520	HUMAN07829, HUMAN29986, HUMAN11955
OG0002291	APOSJ_51885, APOSJ_51907, APOSJ_27572, APOSJ_27569, APOSJ_27570	HUMAN23415
OG0002292	APOSJ_19734, APOSJ_19733	HUMAN20567
OG0002292	APOSJ_11259, APOSJ_11260	HUMAN04304
OG0002293	APOSJ_00433, APOSJ_00434	HUMAN29640, HUMAN00645
OG0002294	APOSJ_06354	HUMAN28915, HUMAN01132
OG0002295	APOSJ_43970	HUMAN23610, HUMAN15037, HUMAN23609, HUMAN15036, HUMAN23608
OG0002296	APOSJ_23796, APOSJ_23800, APOSJ_23799, APOSJ_53329, APOSJ_18701, APOSJ_23798, APOSJ_53314, APOSJ_06426, APOSJ_23802, APOSJ_18695, APOSJ_23804, APOSJ_18698, APOSJ_18696, APOSJ_23797, APOSJ_23803, APOSJ_36989, APOSJ_18699, APOSJ_18697, APOSJ_06427, APOSJ_06425, APOSJ_23801, APOSJ_06424, APOSJ_23805	HUMAN03478, HUMAN03479
OG0002312	APOSJ_55381, APOSJ_52066, APOSJ_52067, APOSJ_52068	HUMAN24016
OG0002314	APOSJ_22949, APOSJ_22945, APOSJ_44750, APOSJ_22948, APOSJ_22947, APOSJ_22942	HUMAN22428
OG0002316	APOSJ_24883	HUMAN00675, HUMAN00674, HUMAN29642, HUMAN29641
OG0002317	APOSJ_11249	HUMAN08597, HUMAN15545, HUMAN02658, HUMAN04899
OG0002319	APOSJ_57975, APOSJ_22284, APOSJ_22254	HUMAN30619, HUMAN29581, HUMAN21817, HUMAN21816, HUMAN21815
OG0002320	APOSJ_10289, APOSJ_10291, APOSJ_10290	HUMAN05611, HUMAN19558, HUMAN19557
OG0002321	APOSJ_06004, APOSJ_15266, APOSJ_31636, APOSJ_31635, APOSJ_15235, APOSJ_37907, APOSJ_05999, APOSJ_31633, APOSJ_31634, APOSJ_11856, APOSJ_06000, APOSJ_06001, APOSJ_11855, APOSJ_31637, APOSJ_05997, APOSJ_31639, APOSJ_01324, APOSJ_06003, APOSJ_06002, APOSJ_15250, APOSJ_05998, APOSJ_15258	HUMAN17177
OG0002324	APOSJ_07129, APOSJ_44822	HUMAN26593
OG0002325	APOSJ_04063, APOSJ_04064	HUMAN19341, HUMAN19574
OG0002326	APOSJ_31024, APOSJ_31028, APOSJ_31027, APOSJ_63076, APOSJ_63071, APOSJ_31025, APOSJ_31026, APOSJ_31023	HUMAN08506, HUMAN25742
OG0002327	APOSJ_26562, APOSJ_26563	HUMAN30541, HUMAN23011, HUMAN21036
OG0002328	APOSJ_31479	HUMAN23263
OG0002329	APOSJ_60120, APOSJ_54600, APOSJ_54594, APOSJ_54593, APOSJ_54599, APOSJ_03160, APOSJ_60121	HUMAN24515, HUMAN11414, HUMAN11413, HUMAN24518, HUMAN24517
OG0002330	APOSJ_14318, APOSJ_14317	HUMAN19770, HUMAN11705, HUMAN11704
OG0002331	APOSJ_14971	HUMAN19166, HUMAN14100, HUMAN14101
OG0002332	APOSJ_33477	HUMAN22581, HUMAN17089, HUMAN17088
OG0002333	APOSJ_14033, APOSJ_04239, APOSJ_04238, APOSJ_14032, APOSJ_04234, APOSJ_14040, APOSJ_56194, APOSJ_04236, APOSJ_63951, APOSJ_14028, APOSJ_04240, APOSJ_04233, APOSJ_14031, APOSJ_14030, APOSJ_63952, APOSJ_14041, APOSJ_26339, APOSJ_14021, APOSJ_63950, APOSJ_04237, APOSJ_14024	HUMAN23504
OG0002334	APOSJ_46315, APOSJ_47603, APOSJ_39374, APOSJ_03412, APOSJ_39380, APOSJ_46318, APOSJ_39376, APOSJ_46317, APOSJ_39375, APOSJ_39379	HUMAN23188, HUMAN21398
OG0002335	APOSJ_52173, APOSJ_52172	HUMAN02991, HUMAN02989
OG0002336	APOSJ_63397	HUMAN07774, HUMAN17619, HUMAN30346
OG0002337	APOSJ_12001, APOSJ_13587	HUMAN07216, HUMAN13125
OG0002337	APOSJ_63000	HUMAN07217
OG0002340	APOSJ_40147, APOSJ_50768, APOSJ_40149, APOSJ_40151, APOSJ_50767, APOSJ_40150, APOSJ_50758, APOSJ_40148	HUMAN27845
OG0002341	APOSJ_23660	HUMAN03985
OG0002342	APOSJ_37723	HUMAN24578, HUMAN24577
OG0002343	APOSJ_15184, APOSJ_15185, APOSJ_29865, APOSJ_15183	HUMAN03892, HUMAN19683
OG0002344	APOSJ_44249	HUMAN11772, HUMAN07290, HUMAN07289
OG0002345	APOSJ_40233, APOSJ_61432, APOSJ_61431, APOSJ_61433, APOSJ_09289	HUMAN04408, HUMAN20313, HUMAN04406, HUMAN04409, HUMAN04407
OG0002346	APOSJ_29498, APOSJ_29497	HUMAN20281, HUMAN04431, HUMAN04432
OG0002347	APOSJ_44020, APOSJ_44411	HUMAN06036, HUMAN05049
OG0002348	APOSJ_36746, APOSJ_48285, APOSJ_48286, APOSJ_48287	HUMAN04091
OG0002349	APOSJ_18451, APOSJ_18450	HUMAN11133
OG0002349	APOSJ_14405	HUMAN22174
OG0002350	APOSJ_49042, APOSJ_49041	HUMAN02297, HUMAN02294, HUMAN29151
OG0002352	APOSJ_64093, APOSJ_64092, APOSJ_13686, APOSJ_13688, APOSJ_13687, APOSJ_20378, APOSJ_20382, APOSJ_20379	HUMAN26134, HUMAN26135, HUMAN26133
OG0002353	APOSJ_28894, APOSJ_28893	HUMAN19515
OG0002354	APOSJ_04864, APOSJ_04863	HUMAN13758
OG0002354	APOSJ_27525, APOSJ_27523	HUMAN19183
OG0002355	APOSJ_20448, APOSJ_20447	HUMAN22890, HUMAN24369, HUMAN24368, HUMAN24367
OG0002356	APOSJ_54515	HUMAN05813, HUMAN16034
OG0002357	APOSJ_29235, APOSJ_52490, APOSJ_29237, APOSJ_29233, APOSJ_29232, APOSJ_29230, APOSJ_29236, APOSJ_29234	HUMAN25726
OG0002358	APOSJ_33320, APOSJ_33319	HUMAN04218, HUMAN02383
OG0002359	APOSJ_13589, APOSJ_02241, APOSJ_50264, APOSJ_15350, APOSJ_30825, APOSJ_62074, APOSJ_50263, APOSJ_30826	HUMAN09279, HUMAN09277
OG0002360	APOSJ_37236, APOSJ_14997, APOSJ_37233, APOSJ_37232, APOSJ_37231	HUMAN12956, HUMAN12957, HUMAN26564
OG0002361	APOSJ_02850, APOSJ_45157	HUMAN18700, HUMAN08727
OG0002362	APOSJ_08484, APOSJ_08485	HUMAN28776, HUMAN09925, HUMAN14237
OG0002363	APOSJ_08096, APOSJ_08095	HUMAN10308, HUMAN13337
OG0002364	APOSJ_12244, APOSJ_42230, APOSJ_12248, APOSJ_11979, APOSJ_38782, APOSJ_09468, APOSJ_09467	HUMAN11399, HUMAN11400
OG0002366	APOSJ_05676	HUMAN19021, HUMAN27927, HUMAN11549
OG0002367	APOSJ_64373, APOSJ_42132	HUMAN23440, HUMAN23441
OG0002368	APOSJ_48265, APOSJ_48263, APOSJ_48266, APOSJ_48267, APOSJ_48264	HUMAN08785, HUMAN08788, HUMAN16937
OG0002369	APOSJ_34403, APOSJ_06315, APOSJ_34402	HUMAN08931
OG0002370	APOSJ_54447, APOSJ_54451, APOSJ_54450, APOSJ_54449, APOSJ_01610, APOSJ_54452, APOSJ_54454, APOSJ_54448, APOSJ_54453	HUMAN16385
OG0002371	APOSJ_02284, APOSJ_02285	HUMAN02548, HUMAN08900
OG0002372	APOSJ_18471, APOSJ_18472, APOSJ_18470	HUMAN10836, HUMAN10835
OG0002374	APOSJ_22863	HUMAN13711, HUMAN19212
OG0002375	APOSJ_60710, APOSJ_60709, APOSJ_60711, APOSJ_60714, APOSJ_60716, APOSJ_60715, APOSJ_60713, APOSJ_60712, APOSJ_59787, APOSJ_59786	HUMAN26013
OG0002376	APOSJ_33444, APOSJ_33446, APOSJ_33443, APOSJ_57483, APOSJ_33442, APOSJ_33445	HUMAN08832, HUMAN04793, HUMAN04794
OG0002377	APOSJ_49451, APOSJ_49453, APOSJ_07886, APOSJ_07888	HUMAN16997, HUMAN29697, HUMAN08799
OG0002378	APOSJ_14057, APOSJ_14061	HUMAN04312
OG0002379	APOSJ_53283, APOSJ_53284	HUMAN21651, HUMAN11813, HUMAN11812
OG0002380	APOSJ_23677, APOSJ_23678, APOSJ_23676, APOSJ_23679	HUMAN18660, HUMAN03060, HUMAN03059, HUMAN03058, HUMAN03061, HUMAN22512
OG0002395	APOSJ_41593, APOSJ_41592	HUMAN00976, HUMAN00977, HUMAN28470, HUMAN28469, HUMAN28468
OG0002396	APOSJ_08474, APOSJ_08473	HUMAN04896, HUMAN17031
OG0002398	APOSJ_26663, APOSJ_26662	HUMAN30259, HUMAN30258, HUMAN17416, HUMAN27452
OG0002399	APOSJ_51020	HUMAN16692, HUMAN19126, HUMAN27904
OG0002400	APOSJ_15533, APOSJ_15534, APOSJ_15532, APOSJ_15535	HUMAN20450, HUMAN26787, HUMAN24957
OG0002401	APOSJ_63288	HUMAN07751, HUMAN07750, HUMAN07749, HUMAN22384, HUMAN22383
OG0002402	APOSJ_26768, APOSJ_04299, APOSJ_04296, APOSJ_04297, APOSJ_04300, APOSJ_04298, APOSJ_64172, APOSJ_04301	HUMAN28349
OG0002403	APOSJ_29450, APOSJ_49976, APOSJ_62467, APOSJ_49978, APOSJ_09694, APOSJ_49973, APOSJ_09695, APOSJ_49974, APOSJ_49977, APOSJ_09698, APOSJ_62469, APOSJ_49972, APOSJ_62468, APOSJ_27194, APOSJ_15685, APOSJ_09697, APOSJ_49975, APOSJ_39561, APOSJ_25583, APOSJ_49980, APOSJ_62466, APOSJ_09696, APOSJ_39547, APOSJ_27191	HUMAN21748
OG0002404	APOSJ_58159, APOSJ_10395, APOSJ_05300, APOSJ_05298, APOSJ_10394, APOSJ_10396, APOSJ_01349, APOSJ_05299, APOSJ_40878, APOSJ_05293, APOSJ_05301, APOSJ_05297	HUMAN01200, HUMAN01199, HUMAN14844
OG0002406	APOSJ_64758, APOSJ_64760	HUMAN05709, HUMAN11344, HUMAN05707, HUMAN05708
OG0002407	APOSJ_08648, APOSJ_22087, APOSJ_08654, APOSJ_08647	HUMAN30305, HUMAN03387
OG0002408	APOSJ_39742, APOSJ_39740, APOSJ_39741, APOSJ_39743	HUMAN28040
OG0002409	APOSJ_37130, APOSJ_37132	HUMAN30558, HUMAN02835
OG0002410	APOSJ_48448	HUMAN19269, HUMAN19268
OG0002411	APOSJ_47231, APOSJ_47234, APOSJ_47239, APOSJ_47232, APOSJ_47235, APOSJ_47237, APOSJ_47236, APOSJ_18139, APOSJ_18138, APOSJ_47240, APOSJ_47238	HUMAN09554, HUMAN01620
OG0002412	APOSJ_59797	HUMAN03845
OG0002413	APOSJ_58317	HUMAN14693
OG0002414	APOSJ_44310, APOSJ_44309	HUMAN13805, HUMAN19247
OG0002415	APOSJ_00024, APOSJ_43754, APOSJ_50049, APOSJ_50046, APOSJ_50047, APOSJ_50048, APOSJ_15038, APOSJ_15039	HUMAN03247
OG0002418	APOSJ_56139, APOSJ_56141, APOSJ_56140	HUMAN07184, HUMAN05898
OG0002419	APOSJ_60312, APOSJ_60313, APOSJ_60314	HUMAN10282
OG0002420	APOSJ_27467, APOSJ_25152	HUMAN15452, HUMAN15451, HUMAN09249, HUMAN17056, HUMAN17055
OG0002421	APOSJ_38501, APOSJ_38502	HUMAN09616, HUMAN09615
OG0002422	APOSJ_18666	HUMAN30114, HUMAN03138
OG0002423	APOSJ_61871	HUMAN21560, HUMAN21559
OG0002426	APOSJ_17085	HUMAN20163
OG0002427	APOSJ_48738	HUMAN06811, HUMAN06810, HUMAN04260, HUMAN04261, HUMAN02336, HUMAN02335
OG0002428	APOSJ_26346, APOSJ_57585, APOSJ_57586, APOSJ_20486, APOSJ_32549, APOSJ_32546, APOSJ_26348, APOSJ_26349, APOSJ_36708, APOSJ_20481, APOSJ_29085, APOSJ_42340, APOSJ_32545, APOSJ_64207, APOSJ_20482, APOSJ_29438	HUMAN26546, HUMAN06692, HUMAN06691
OG0002429	APOSJ_56689, APOSJ_56683, APOSJ_56686, APOSJ_56685, APOSJ_21438, APOSJ_30457, APOSJ_24227, APOSJ_21437, APOSJ_24229	HUMAN19001
OG0002432	APOSJ_64892, APOSJ_64893, APOSJ_64891	HUMAN24011
OG0002433	APOSJ_41004, APOSJ_41005, APOSJ_41008, APOSJ_41003, APOSJ_41007, APOSJ_41006, APOSJ_41010, APOSJ_41009	HUMAN13299
OG0002434	APOSJ_51439, APOSJ_52716, APOSJ_51567, APOSJ_61498, APOSJ_51438, APOSJ_51578, APOSJ_61497, APOSJ_51569, APOSJ_61496, APOSJ_51441, APOSJ_51437, APOSJ_51568	HUMAN06382, HUMAN06381
OG0002435	APOSJ_63528, APOSJ_30637, APOSJ_30638, APOSJ_30633, APOSJ_30627, APOSJ_63527, APOSJ_61135, APOSJ_30636, APOSJ_30628	HUMAN28995, HUMAN28997
OG0002436	APOSJ_18295	HUMAN20017, HUMAN20016, HUMAN20015, HUMAN26419
OG0002437	APOSJ_16035, APOSJ_61330, APOSJ_14905, APOSJ_16031, APOSJ_61332, APOSJ_01593, APOSJ_16033, APOSJ_16034, APOSJ_16032, APOSJ_16036	HUMAN29423
OG0002438	APOSJ_58277	HUMAN06499, HUMAN06500, HUMAN17923, HUMAN17922
OG0002439	APOSJ_48496, APOSJ_50855, APOSJ_50856, APOSJ_48499, APOSJ_48495, APOSJ_43047, APOSJ_50857, APOSJ_48498, APOSJ_48497, APOSJ_07732, APOSJ_07731	HUMAN02864
OG0002441	APOSJ_63235, APOSJ_37619	HUMAN30009
OG0002442	APOSJ_60666, APOSJ_08135	HUMAN19185
OG0002443	APOSJ_23434, APOSJ_14134, APOSJ_14133, APOSJ_14128, APOSJ_14127, APOSJ_14131, APOSJ_14129, APOSJ_14130	HUMAN06723
OG0002444	APOSJ_52502, APOSJ_52503	HUMAN18878, HUMAN18877, HUMAN07218, HUMAN11544
OG0002444	APOSJ_06500	HUMAN02705
OG0002445	APOSJ_35777, APOSJ_23633, APOSJ_34729, APOSJ_37662, APOSJ_14160, APOSJ_37657, APOSJ_23631, APOSJ_19491, APOSJ_37665, APOSJ_37661, APOSJ_37667, APOSJ_14165, APOSJ_14161, APOSJ_14159, APOSJ_19489, APOSJ_14162, APOSJ_14164, APOSJ_58324, APOSJ_37664, APOSJ_19488, APOSJ_37663, APOSJ_37666, APOSJ_37656, APOSJ_19486, APOSJ_14163	HUMAN00497
OG0002446	APOSJ_35604, APOSJ_28532, APOSJ_28530	HUMAN20216, HUMAN20215
OG0002448	APOSJ_15187, APOSJ_15188, APOSJ_15189, APOSJ_52207, APOSJ_56122	HUMAN03308
OG0002449	APOSJ_38589, APOSJ_38590	HUMAN08662, HUMAN08661
OG0002450	APOSJ_34234, APOSJ_15550	HUMAN01809, HUMAN23540, HUMAN23541
OG0002451	APOSJ_56994	HUMAN06898, HUMAN06896
OG0002452	APOSJ_46005, APOSJ_46006	HUMAN17771, HUMAN13134, HUMAN13136
OG0002453	APOSJ_40651, APOSJ_31343, APOSJ_54262, APOSJ_23892, APOSJ_55455, APOSJ_31337, APOSJ_45762, APOSJ_06518, APOSJ_49759, APOSJ_54263, APOSJ_19438, APOSJ_06517	HUMAN05698, HUMAN05699
OG0002454	APOSJ_51370, APOSJ_51375, APOSJ_51377, APOSJ_51373, APOSJ_51372, APOSJ_51374, APOSJ_51371	HUMAN26457, HUMAN07300, HUMAN26455, HUMAN26456
OG0002456	APOSJ_16131, APOSJ_36238	HUMAN20719
OG0002461	APOSJ_08997	HUMAN07558, HUMAN22942
OG0002476	APOSJ_31340, APOSJ_59656	HUMAN25139
OG0002476	APOSJ_20187, APOSJ_65314	HUMAN11340, HUMAN11341
OG0002478	APOSJ_04596, APOSJ_04594, APOSJ_04595	HUMAN24277, HUMAN28699, HUMAN24276
OG0002479	APOSJ_51339, APOSJ_51341, APOSJ_51340, APOSJ_51338, APOSJ_51335, APOSJ_51342	HUMAN11863, HUMAN11862, HUMAN11864, HUMAN11865, HUMAN11861, HUMAN07179, HUMAN07180
OG0002480	APOSJ_05982, APOSJ_05987, APOSJ_05988, APOSJ_05980, APOSJ_05981, APOSJ_05983, APOSJ_05984, APOSJ_05985, APOSJ_05986	HUMAN13414, HUMAN13413, HUMAN13415, HUMAN13416, HUMAN13412
OG0002482	APOSJ_59823, APOSJ_59822	HUMAN04165, HUMAN04166, HUMAN24944
OG0002484	APOSJ_36964, APOSJ_36962, APOSJ_36965, APOSJ_36961, APOSJ_61300, APOSJ_54784	HUMAN22078, HUMAN22079, HUMAN22077
OG0002487	APOSJ_16496, APOSJ_16495	HUMAN08389, HUMAN02641
OG0002489	APOSJ_07228, APOSJ_43667, APOSJ_43665, APOSJ_43666, APOSJ_43664	HUMAN03674, HUMAN03675, HUMAN18641
OG0002490	APOSJ_40490, APOSJ_40489, APOSJ_57482, APOSJ_57479, APOSJ_40123, APOSJ_57478, APOSJ_57477, APOSJ_57480, APOSJ_57481, APOSJ_38273, APOSJ_53233	HUMAN30506, HUMAN26817, HUMAN26816, HUMAN26815
OG0002491	APOSJ_04387, APOSJ_04389, APOSJ_04388, APOSJ_04390, APOSJ_04391	HUMAN23660, HUMAN14212, HUMAN23661
OG0002492	APOSJ_04118, APOSJ_04119	HUMAN18351
OG0002493	APOSJ_02118	HUMAN25011, HUMAN25012
OG0002494	APOSJ_06827, APOSJ_06823	HUMAN27784, HUMAN19149, HUMAN27783, HUMAN19150, HUMAN19148, HUMAN27785
OG0002495	APOSJ_39410	HUMAN17937
OG0002496	APOSJ_07227, APOSJ_07231, APOSJ_07229, APOSJ_07230, APOSJ_45497, APOSJ_60483, APOSJ_45498, APOSJ_07232	HUMAN28683, HUMAN28684, HUMAN10156
OG0002497	APOSJ_44682, APOSJ_13034, APOSJ_44681, APOSJ_44678, APOSJ_44679, APOSJ_13035	HUMAN12673, HUMAN20584
OG0002499	APOSJ_33792, APOSJ_33794, APOSJ_33788, APOSJ_33789, APOSJ_33790, APOSJ_33791, APOSJ_33793, APOSJ_33795	HUMAN00044
OG0002501	APOSJ_34478, APOSJ_53771, APOSJ_17027, APOSJ_53742, APOSJ_34475, APOSJ_53738, APOSJ_02058, APOSJ_34479, APOSJ_48293, APOSJ_17025, APOSJ_48294, APOSJ_34480, APOSJ_53731, APOSJ_48295, APOSJ_34477, APOSJ_34476, APOSJ_48292, APOSJ_48296, APOSJ_53765	HUMAN13100, HUMAN13102
OG0002503	APOSJ_41941, APOSJ_41942, APOSJ_04354	HUMAN24375, HUMAN24374
OG0002504	APOSJ_61202	HUMAN19930, HUMAN19931, HUMAN26369
OG0002506	APOSJ_50804, APOSJ_50803	HUMAN08683, HUMAN08684, HUMAN02496
OG0002508	APOSJ_63558, APOSJ_60435	HUMAN19864, HUMAN12274, HUMAN12277, HUMAN12275
OG0002509	APOSJ_48076, APOSJ_54727, APOSJ_48075, APOSJ_48077, APOSJ_48079, APOSJ_48078	HUMAN03306
OG0002510	APOSJ_00271, APOSJ_00276, APOSJ_00274, APOSJ_38368, APOSJ_00275, APOSJ_00273, APOSJ_19919, APOSJ_40278, APOSJ_40275, APOSJ_26171	HUMAN05353
OG0002511	APOSJ_38585, APOSJ_16487	HUMAN26058, HUMAN26057, HUMAN18058
OG0002512	APOSJ_47033	HUMAN07718, HUMAN30099
OG0002514	APOSJ_42053	HUMAN15979, HUMAN15980, HUMAN01461, HUMAN05839, HUMAN04291
OG0002515	APOSJ_54977, APOSJ_54976, APOSJ_54975, APOSJ_54978	HUMAN28526, HUMAN09941
OG0002516	APOSJ_04191	HUMAN05465, HUMAN05466, HUMAN05464, HUMAN16177, HUMAN16175
OG0002517	APOSJ_45842, APOSJ_45840, APOSJ_45841, APOSJ_45839	HUMAN17827, HUMAN12718, HUMAN12763
OG0002518	APOSJ_15205, APOSJ_24026, APOSJ_24031, APOSJ_24025, APOSJ_15204, APOSJ_15202, APOSJ_24030, APOSJ_15201, APOSJ_24029, APOSJ_24033, APOSJ_24028, APOSJ_15203, APOSJ_24034, APOSJ_15199, APOSJ_15200, APOSJ_24027	HUMAN00380
OG0002519	APOSJ_55470, APOSJ_55472, APOSJ_55471	HUMAN24014, HUMAN07755
OG0002520	APOSJ_53146, APOSJ_53145	HUMAN24112, HUMAN24111, HUMAN22540
OG0002521	APOSJ_26113, APOSJ_26112, APOSJ_40683	HUMAN21534
OG0002522	APOSJ_04157, APOSJ_27300, APOSJ_26304, APOSJ_27279, APOSJ_27304	HUMAN05846, HUMAN05845
OG0002523	APOSJ_64867	HUMAN20518, HUMAN27049, HUMAN09159, HUMAN09158
