Orthogroup	APOSJ_ok	PFLAV
OG0003012	APOSJ_17930, APOSJ_17929	TCONS_00013995.p1, TCONS_00048089.p1
OG0003013	APOSJ_07123, APOSJ_07124, APOSJ_55779	TCONS_00056297.p1, TCONS_00056301.p1, TCONS_00028450.p1, TCONS_00056300.p1, TCONS_00056296.p1
OG0003014	APOSJ_06510, APOSJ_06511, APOSJ_06508, APOSJ_30699, APOSJ_20310, APOSJ_20309	TCONS_00018508.p1
OG0003016	APOSJ_16130, APOSJ_54698	TCONS_00041684.p1
OG0003017	APOSJ_42744	TCONS_00025399.p1
OG0003018	APOSJ_38423, APOSJ_16519, APOSJ_38426, APOSJ_16518, APOSJ_53246, APOSJ_19550, APOSJ_05374, APOSJ_16520, APOSJ_16514, APOSJ_00869, APOSJ_05375, APOSJ_16521	TCONS_00042596.p1
OG0003019	APOSJ_24408, APOSJ_24407	TCONS_00051034.p1
OG0003019	APOSJ_27921, APOSJ_36468	TCONS_00011573.p1
OG0003020	APOSJ_53224, APOSJ_53221, APOSJ_53222, APOSJ_53226	TCONS_00052089.p1, TCONS_00052085.p1, TCONS_00052088.p1
OG0003021	APOSJ_48823, APOSJ_48822, APOSJ_48825, APOSJ_09832	TCONS_00050470.p1
OG0003022	APOSJ_49552, APOSJ_49553	TCONS_00021935.p1
OG0003024	APOSJ_04367, APOSJ_54344, APOSJ_28757, APOSJ_51861, APOSJ_54346, APOSJ_28758, APOSJ_54345, APOSJ_28921, APOSJ_28920	TCONS_00014173.p1
OG0003025	APOSJ_19466, APOSJ_34959	TCONS_00044903.p1
OG0003026	APOSJ_14693, APOSJ_11899, APOSJ_11900, APOSJ_14691, APOSJ_09657, APOSJ_14692, APOSJ_11901	TCONS_00014720.p1, TCONS_00015662.p1
OG0003027	APOSJ_45013, APOSJ_45012	TCONS_00018446.p1
OG0003028	APOSJ_16632, APOSJ_45345, APOSJ_53091, APOSJ_53098, APOSJ_53093, APOSJ_45344, APOSJ_53096, APOSJ_53097, APOSJ_53095, APOSJ_53090, APOSJ_53094, APOSJ_53092	TCONS_00044915.p1
OG0003029	APOSJ_24858, APOSJ_24860, APOSJ_24857, APOSJ_24859	TCONS_00008363.p1
OG0003030	APOSJ_50713	TCONS_00055499.p1
OG0003031	APOSJ_05271	TCONS_00004052.p1
OG0003034	APOSJ_25543	TCONS_00042530.p1
OG0003035	APOSJ_05130, APOSJ_05133, APOSJ_05131, APOSJ_05132, APOSJ_63200	TCONS_00019341.p1
OG0003036	APOSJ_42114, APOSJ_21847, APOSJ_64267, APOSJ_64264, APOSJ_42116, APOSJ_21846, APOSJ_42115, APOSJ_21849, APOSJ_21848, APOSJ_42112, APOSJ_21850, APOSJ_21845	TCONS_00014973.p1
OG0003037	APOSJ_52298	TCONS_00012033.p1
OG0003038	APOSJ_10168	TCONS_00039831.p1
OG0003039	APOSJ_35715	TCONS_00029796.p1
OG0003040	APOSJ_53236, APOSJ_62151, APOSJ_53237, APOSJ_53240, APOSJ_11957, APOSJ_62162, APOSJ_62156, APOSJ_53238, APOSJ_54547	TCONS_00021633.p1, TCONS_00021160.p1
OG0003041	APOSJ_64655, APOSJ_33811	TCONS_00017725.p1, TCONS_00044813.p1
OG0003042	APOSJ_22633, APOSJ_06070, APOSJ_06068	TCONS_00054889.p1
OG0003043	APOSJ_51495, APOSJ_40245, APOSJ_40246, APOSJ_51491, APOSJ_51493, APOSJ_40247, APOSJ_51496, APOSJ_62284	TCONS_00042430.p1
OG0003044	APOSJ_33046, APOSJ_00068, APOSJ_00067, APOSJ_00069, APOSJ_00070	TCONS_00004867.p1
OG0003045	APOSJ_07018	TCONS_00056867.p1
OG0003045	APOSJ_54974	TCONS_00021219.p1
OG0003046	APOSJ_53211, APOSJ_53213, APOSJ_53212	TCONS_00018079.p1
OG0003047	APOSJ_00078, APOSJ_12808, APOSJ_00075, APOSJ_00419, APOSJ_00074, APOSJ_12809, APOSJ_00071, APOSJ_12810, APOSJ_00077, APOSJ_00072, APOSJ_12806, APOSJ_56709, APOSJ_12811, APOSJ_00073, APOSJ_12807, APOSJ_04748, APOSJ_42723, APOSJ_09497, APOSJ_04749, APOSJ_42721, APOSJ_42722, APOSJ_42720, APOSJ_29676, APOSJ_01830, APOSJ_42718, APOSJ_09506, APOSJ_09487, APOSJ_01833, APOSJ_42719	TCONS_00022457.p1
OG0003048	APOSJ_40872, APOSJ_40873	TCONS_00009304.p1
OG0003049	APOSJ_37374, APOSJ_37376	TCONS_00054626.p1, TCONS_00054702.p1
OG0003051	APOSJ_16434	TCONS_00026476.p1
OG0003051	APOSJ_27454	TCONS_00022396.p1
OG0003052	APOSJ_03550, APOSJ_28486, APOSJ_03551, APOSJ_28481, APOSJ_28483, APOSJ_28482, APOSJ_28485, APOSJ_03549, APOSJ_28480, APOSJ_28484, APOSJ_28487	TCONS_00027167.p1
OG0003053	APOSJ_10684, APOSJ_10683, APOSJ_10688, APOSJ_10691, APOSJ_10686, APOSJ_10687, APOSJ_13757, APOSJ_10690, APOSJ_10689	TCONS_00054310.p1
OG0003054	APOSJ_09930, APOSJ_09928, APOSJ_09929, APOSJ_09931	TCONS_00021522.p1
OG0003055	APOSJ_01314, APOSJ_01317, APOSJ_01316, APOSJ_01315	TCONS_00054282.p1
OG0003056	APOSJ_35147	TCONS_00000638.p1
OG0003057	APOSJ_52902, APOSJ_52903, APOSJ_05351, APOSJ_05353, APOSJ_52901, APOSJ_05350, APOSJ_52904, APOSJ_36941	TCONS_00000589.p1
OG0003058	APOSJ_32369, APOSJ_32371, APOSJ_32372, APOSJ_32370	TCONS_00017801.p1
OG0003059	APOSJ_54868	TCONS_00010865.p1, TCONS_00009506.p1, TCONS_00010866.p1
OG0003060	APOSJ_25972	TCONS_00053579.p1
OG0003061	APOSJ_34451	TCONS_00010070.p1
OG0003063	APOSJ_10490, APOSJ_39056, APOSJ_04759, APOSJ_49230, APOSJ_49232, APOSJ_49231, APOSJ_04757, APOSJ_04758, APOSJ_01115, APOSJ_39075, APOSJ_10491	TCONS_00047299.p1
OG0003064	APOSJ_61339, APOSJ_26092, APOSJ_61340, APOSJ_26093, APOSJ_09903, APOSJ_22685, APOSJ_09910, APOSJ_04197, APOSJ_57984, APOSJ_61337, APOSJ_09904, APOSJ_09906, APOSJ_63933, APOSJ_15734, APOSJ_61338, APOSJ_26094, APOSJ_09902, APOSJ_04195, APOSJ_09905	TCONS_00032013.p2
OG0003065	APOSJ_56569, APOSJ_56571, APOSJ_56572, APOSJ_14977, APOSJ_56568	TCONS_00040405.p1
OG0003067	APOSJ_20684, APOSJ_20685	TCONS_00027360.p1
OG0003069	APOSJ_57953, APOSJ_28657, APOSJ_28656, APOSJ_31953, APOSJ_31954	TCONS_00022197.p1, TCONS_00022198.p1, TCONS_00036468.p1
OG0003072	APOSJ_04105, APOSJ_04104, APOSJ_25387	TCONS_00048899.p1
OG0003074	APOSJ_50683, APOSJ_50682	TCONS_00008081.p1
OG0003075	APOSJ_40427, APOSJ_11846, APOSJ_11318, APOSJ_26476, APOSJ_64957, APOSJ_55960, APOSJ_55961, APOSJ_40428, APOSJ_55959, APOSJ_49477, APOSJ_26480, APOSJ_55958, APOSJ_55962, APOSJ_01147, APOSJ_55957, APOSJ_40429, APOSJ_55963, APOSJ_26479, APOSJ_35814	TCONS_00042477.p1
OG0003077	APOSJ_22530, APOSJ_22531	TCONS_00012670.p1
OG0003078	APOSJ_00148	TCONS_00011470.p1
OG0003079	APOSJ_59437, APOSJ_59436	TCONS_00029793.p1
OG0003083	APOSJ_48053, APOSJ_48055, APOSJ_32232, APOSJ_48051, APOSJ_32226, APOSJ_48054, APOSJ_48052, APOSJ_48056	TCONS_00016010.p1
OG0003084	APOSJ_63819	TCONS_00042337.p1, TCONS_00042338.p1
OG0003085	APOSJ_46191, APOSJ_52203	TCONS_00055899.p1
OG0003085	APOSJ_15664	TCONS_00056482.p1, TCONS_00056499.p1, TCONS_00056497.p1, TCONS_00056481.p1
OG0003101	APOSJ_39132	TCONS_00017184.p1
OG0003103	APOSJ_56241, APOSJ_56240, APOSJ_13496	TCONS_00013562.p1
OG0003104	APOSJ_41239, APOSJ_30663	TCONS_00055183.p1, TCONS_00055155.p1
OG0003105	APOSJ_38611, APOSJ_41890, APOSJ_34439, APOSJ_41886, APOSJ_41888, APOSJ_40124	TCONS_00028837.p1
OG0003107	APOSJ_26201, APOSJ_34016, APOSJ_36925, APOSJ_36926, APOSJ_26198, APOSJ_26196, APOSJ_36923, APOSJ_26200	TCONS_00007437.p1
OG0003108	APOSJ_53894, APOSJ_60356, APOSJ_53893, APOSJ_53895	TCONS_00035993.p1
OG0003109	APOSJ_62661, APOSJ_18097, APOSJ_62762, APOSJ_48506, APOSJ_48512, APOSJ_48515, APOSJ_51956	TCONS_00014595.p1
OG0003110	APOSJ_56560, APOSJ_24671	TCONS_00021811.p1
OG0003111	APOSJ_08555, APOSJ_30833, APOSJ_32697	TCONS_00053315.p1, TCONS_00053316.p1, TCONS_00053005.p1, TCONS_00053006.p1
OG0003112	APOSJ_13161, APOSJ_13163	TCONS_00030053.p1
OG0003113	APOSJ_58854, APOSJ_61212, APOSJ_41642	TCONS_00045447.p1, TCONS_00045473.p1
OG0003114	APOSJ_17648	TCONS_00011587.p1
OG0003118	APOSJ_63592, APOSJ_63594, APOSJ_63593	TCONS_00020273.p1
OG0003119	APOSJ_39538, APOSJ_39533, APOSJ_39534, APOSJ_39531	TCONS_00041056.p1
OG0003120	APOSJ_28666, APOSJ_28664, APOSJ_61061, APOSJ_51622, APOSJ_52804	TCONS_00022866.p1, TCONS_00022865.p1, TCONS_00022605.p1
OG0003120	APOSJ_47641	TCONS_00030230.p1
OG0003121	APOSJ_01530, APOSJ_27238, APOSJ_55020, APOSJ_07217	TCONS_00028552.p1
OG0003122	APOSJ_36414, APOSJ_50972	TCONS_00009581.p1
OG0003124	APOSJ_60072, APOSJ_60073	TCONS_00005423.p1
OG0003125	APOSJ_13170, APOSJ_13174, APOSJ_13167, APOSJ_55545, APOSJ_13169, APOSJ_13172, APOSJ_13171, APOSJ_55528	TCONS_00039975.p1
OG0003127	APOSJ_10132, APOSJ_10133	TCONS_00010397.p1
OG0003128	APOSJ_01878, APOSJ_54178, APOSJ_54176, APOSJ_54177	TCONS_00006238.p1
OG0003130	APOSJ_34706, APOSJ_34707	TCONS_00006397.p1
OG0003131	APOSJ_58708	TCONS_00005152.p1
OG0003132	APOSJ_14212, APOSJ_42354, APOSJ_42357, APOSJ_00023, APOSJ_14211, APOSJ_42359, APOSJ_14215, APOSJ_14214, APOSJ_42355, APOSJ_14213, APOSJ_42358, APOSJ_14216, APOSJ_42356	TCONS_00044476.p1, TCONS_00044485.p1, TCONS_00044491.p1, TCONS_00018768.p1
OG0003133	APOSJ_30270, APOSJ_30654	TCONS_00007944.p1
OG0003134	APOSJ_36702, APOSJ_36700, APOSJ_36703, APOSJ_36701	TCONS_00008606.p1
OG0003135	APOSJ_18753, APOSJ_18754, APOSJ_18752, APOSJ_20256, APOSJ_53592, APOSJ_18750	TCONS_00011843.p1
OG0003136	APOSJ_47787	TCONS_00010930.p1
OG0003137	APOSJ_36852, APOSJ_30580, APOSJ_36853, APOSJ_06208, APOSJ_36851, APOSJ_36855, APOSJ_36854, APOSJ_36850	TCONS_00007039.p1
OG0003138	APOSJ_00752, APOSJ_40281	TCONS_00050755.p1
OG0003140	APOSJ_35312	TCONS_00028144.p1
OG0003141	APOSJ_16442	TCONS_00050306.p1
OG0003142	APOSJ_40273, APOSJ_14398, APOSJ_14400, APOSJ_14399, APOSJ_14397, APOSJ_27324, APOSJ_27321, APOSJ_27323	TCONS_00029198.p1
OG0003143	APOSJ_44144, APOSJ_44145	TCONS_00028047.p1
OG0003144	APOSJ_48852, APOSJ_48851	TCONS_00000595.p1
OG0003145	APOSJ_22385	TCONS_00014971.p1
OG0003146	APOSJ_07935, APOSJ_07938, APOSJ_21949, APOSJ_23349, APOSJ_47106, APOSJ_21948	TCONS_00018409.p1, TCONS_00018423.p1
OG0003147	APOSJ_21036, APOSJ_21034, APOSJ_21035	TCONS_00026561.p1
OG0003148	APOSJ_47587	TCONS_00011185.p1
OG0003149	APOSJ_00806	TCONS_00029158.p1
OG0003150	APOSJ_46061, APOSJ_24496, APOSJ_30861, APOSJ_24495	TCONS_00021955.p1
OG0003151	APOSJ_05170	TCONS_00020486.p1
OG0003152	APOSJ_48510, APOSJ_48508, APOSJ_48509, APOSJ_48511	TCONS_00013455.p1
OG0003153	APOSJ_35785, APOSJ_35782, APOSJ_35780, APOSJ_35783, APOSJ_35778, APOSJ_35779, APOSJ_52381, APOSJ_22926, APOSJ_35781	TCONS_00007590.p1
OG0003154	APOSJ_51181, APOSJ_51185, APOSJ_50159, APOSJ_50161, APOSJ_51180, APOSJ_51183	TCONS_00052774.p1, TCONS_00052813.p1
OG0003155	APOSJ_59259	TCONS_00014093.p1
OG0003156	APOSJ_34701, APOSJ_34703, APOSJ_34702, APOSJ_34704	TCONS_00002247.p1
OG0003156	APOSJ_47122, APOSJ_47125	TCONS_00002246.p1
OG0003157	APOSJ_26289, APOSJ_26292, APOSJ_26290, APOSJ_26287, APOSJ_26291, APOSJ_26288	TCONS_00043932.p1
OG0003158	APOSJ_48827, APOSJ_48829, APOSJ_48828, APOSJ_48826	TCONS_00002576.p1
OG0003160	APOSJ_52005, APOSJ_52006	TCONS_00026054.p1
OG0003161	APOSJ_12427, APOSJ_12426	TCONS_00011327.p1
OG0003163	APOSJ_53589	TCONS_00029492.p1
OG0003164	APOSJ_27152	TCONS_00044053.p1
OG0003165	APOSJ_55300	TCONS_00002241.p1
OG0003167	APOSJ_08242, APOSJ_08241, APOSJ_08243, APOSJ_08244	TCONS_00006140.p1, TCONS_00006160.p1
OG0003169	APOSJ_40105, APOSJ_01487, APOSJ_09186, APOSJ_57600, APOSJ_57601, APOSJ_57604, APOSJ_01486, APOSJ_20667, APOSJ_57602, APOSJ_57605, APOSJ_20668, APOSJ_59291	TCONS_00053814.p1
OG0003171	APOSJ_22135, APOSJ_64270, APOSJ_51435	TCONS_00037765.p1
OG0003172	APOSJ_37760, APOSJ_48896, APOSJ_37761, APOSJ_37762, APOSJ_37759, APOSJ_50968, APOSJ_37764, APOSJ_37763, APOSJ_50967, APOSJ_37765, APOSJ_56161	TCONS_00004769.p1, TCONS_00057202.p1
OG0003173	APOSJ_04953, APOSJ_04954	TCONS_00005903.p1
OG0003174	APOSJ_17036	TCONS_00049142.p1, TCONS_00049139.p1, TCONS_00035661.p1, TCONS_00035570.p1, TCONS_00042946.p1
OG0003175	APOSJ_12763, APOSJ_12764	TCONS_00003127.p1
OG0003176	APOSJ_23689, APOSJ_23690	TCONS_00030621.p1, TCONS_00030620.p1
OG0003177	APOSJ_63824, APOSJ_56011	TCONS_00026401.p1
OG0003179	APOSJ_56598, APOSJ_53571, APOSJ_53563, APOSJ_53567, APOSJ_53565, APOSJ_08422, APOSJ_56597, APOSJ_56600, APOSJ_53564, APOSJ_08421, APOSJ_53568	TCONS_00031402.p1
OG0003180	APOSJ_18815, APOSJ_18814, APOSJ_54053, APOSJ_18813	TCONS_00006051.p1
OG0003181	APOSJ_20951, APOSJ_20952, APOSJ_59228	TCONS_00012251.p1
OG0003182	APOSJ_40788	TCONS_00007597.p1
OG0003183	APOSJ_55161, APOSJ_44506, APOSJ_44507, APOSJ_44505, APOSJ_44509	TCONS_00020630.p1
OG0003184	APOSJ_55407, APOSJ_55409, APOSJ_55410, APOSJ_55408	TCONS_00031430.p1
OG0003185	APOSJ_32400	TCONS_00036463.p1
OG0003187	APOSJ_30111, APOSJ_30112, APOSJ_30114, APOSJ_30113, APOSJ_02519	TCONS_00054634.p1
OG0003188	APOSJ_32903, APOSJ_32904	TCONS_00027939.p1
OG0003189	APOSJ_36317, APOSJ_04556, APOSJ_36316, APOSJ_04558, APOSJ_36318, APOSJ_36315	TCONS_00001707.p1
OG0003190	APOSJ_49718, APOSJ_49721, APOSJ_49724, APOSJ_49723, APOSJ_49719, APOSJ_49722, APOSJ_49720	TCONS_00000091.p1, TCONS_00047115.p1, TCONS_00047116.p1, TCONS_00038643.p1, TCONS_00038635.p1, TCONS_00044569.p1
OG0003191	APOSJ_11431, APOSJ_11427, APOSJ_11429, APOSJ_11434, APOSJ_11433, APOSJ_11430, APOSJ_11426, APOSJ_11428	TCONS_00003984.p1
OG0003192	APOSJ_58378, APOSJ_61697, APOSJ_61698, APOSJ_61696, APOSJ_61699, APOSJ_61700, APOSJ_61701, APOSJ_61695	TCONS_00003034.p1
OG0003193	APOSJ_00532	TCONS_00022403.p1
OG0003194	APOSJ_63402, APOSJ_44634, APOSJ_63401	TCONS_00015839.p1
OG0003195	APOSJ_46035, APOSJ_32408, APOSJ_46033, APOSJ_46034, APOSJ_46038, APOSJ_46037, APOSJ_32407	TCONS_00012666.p1
OG0003196	APOSJ_52449, APOSJ_37298, APOSJ_52450, APOSJ_52451	TCONS_00007011.p1
OG0003197	APOSJ_57136, APOSJ_57140, APOSJ_57137, APOSJ_57134, APOSJ_09752, APOSJ_57138, APOSJ_57133, APOSJ_57139	TCONS_00021731.p1
OG0003198	APOSJ_36767	TCONS_00052157.p1, TCONS_00052173.p1
OG0003199	APOSJ_06417, APOSJ_50357, APOSJ_06415, APOSJ_06416, APOSJ_06414, APOSJ_06418, APOSJ_40507, APOSJ_06413	TCONS_00054865.p1
OG0003200	APOSJ_56645, APOSJ_15587, APOSJ_15589	TCONS_00045357.p1
OG0003201	APOSJ_41425, APOSJ_41427	TCONS_00023667.p1, TCONS_00018270.p1, TCONS_00020144.p1, TCONS_00023662.p1, TCONS_00025378.p1
OG0003201	APOSJ_41426	TCONS_00025381.p1, TCONS_00023661.p1
OG0003202	APOSJ_62049	TCONS_00030468.p1
OG0003203	APOSJ_10923, APOSJ_10921, APOSJ_10920	TCONS_00033348.p1
OG0003204	APOSJ_55199, APOSJ_26853, APOSJ_26857, APOSJ_26856, APOSJ_26852, APOSJ_26855, APOSJ_26854, APOSJ_26850, APOSJ_28831, APOSJ_26851	TCONS_00041693.p1
OG0003205	APOSJ_26076	TCONS_00028178.p1
OG0003206	APOSJ_42271, APOSJ_57448, APOSJ_42268, APOSJ_42269, APOSJ_65050, APOSJ_42266, APOSJ_42272, APOSJ_65052, APOSJ_42267, APOSJ_42270	TCONS_00042722.p1
OG0003207	APOSJ_53468, APOSJ_53467	TCONS_00043267.p1, TCONS_00030185.p1
OG0003208	APOSJ_40496, APOSJ_40497	TCONS_00048913.p1
OG0003210	APOSJ_15249, APOSJ_15248	TCONS_00014945.p1
OG0003211	APOSJ_03604, APOSJ_03608, APOSJ_31045, APOSJ_09022, APOSJ_03606, APOSJ_31048, APOSJ_03603, APOSJ_22500	TCONS_00038940.p1, TCONS_00006794.p1
OG0003212	APOSJ_40742	TCONS_00038921.p1, TCONS_00005698.p1
OG0003213	APOSJ_62042, APOSJ_62043, APOSJ_62044	TCONS_00029459.p1
OG0003214	APOSJ_30849, APOSJ_30835	TCONS_00056343.p1, TCONS_00056311.p1
OG0003215	APOSJ_30430	TCONS_00004511.p1, TCONS_00004510.p1
OG0003217	APOSJ_38588, APOSJ_25460, APOSJ_38604, APOSJ_38597	TCONS_00053417.p1
OG0003218	APOSJ_10871, APOSJ_10868, APOSJ_10873, APOSJ_47482, APOSJ_17947, APOSJ_03784, APOSJ_59373, APOSJ_17946, APOSJ_17951, APOSJ_10870, APOSJ_10869	TCONS_00022948.p1
OG0003220	APOSJ_62682	TCONS_00000598.p1
OG0003222	APOSJ_53811, APOSJ_03374, APOSJ_42728	TCONS_00008423.p1
OG0003223	APOSJ_01786, APOSJ_01785	TCONS_00008858.p1
OG0003224	APOSJ_06577, APOSJ_55082, APOSJ_55083, APOSJ_55085	TCONS_00019205.p1
OG0003225	APOSJ_64620, APOSJ_18658, APOSJ_53640, APOSJ_53642, APOSJ_53639, APOSJ_34446, APOSJ_53641, APOSJ_64628, APOSJ_18935, APOSJ_53643	TCONS_00034983.p1
OG0003226	APOSJ_18811, APOSJ_03066, APOSJ_18809, APOSJ_03063, APOSJ_03064, APOSJ_03065	TCONS_00037381.p1
OG0003227	APOSJ_29380, APOSJ_29382, APOSJ_29379, APOSJ_29381	TCONS_00026520.p1
OG0003228	APOSJ_15473, APOSJ_15470	TCONS_00010782.p1
OG0003229	APOSJ_54883, APOSJ_05246, APOSJ_54880, APOSJ_05243, APOSJ_54882, APOSJ_05244, APOSJ_54881, APOSJ_14048, APOSJ_05245, APOSJ_05241, APOSJ_05242	TCONS_00054940.p1
OG0003230	APOSJ_24729, APOSJ_40527, APOSJ_40529, APOSJ_40528, APOSJ_40525, APOSJ_40524, APOSJ_40531, APOSJ_24730, APOSJ_40530, APOSJ_40523, APOSJ_40526, APOSJ_24731	TCONS_00027696.p1
OG0003231	APOSJ_36521, APOSJ_36520	TCONS_00045218.p1
OG0003234	APOSJ_35347	TCONS_00043599.p1
OG0003235	APOSJ_56012, APOSJ_56016	TCONS_00049408.p1
OG0003238	APOSJ_13700, APOSJ_50826, APOSJ_13694, APOSJ_56279, APOSJ_13702, APOSJ_56278, APOSJ_32202, APOSJ_50828, APOSJ_56280, APOSJ_50829, APOSJ_56282, APOSJ_50824, APOSJ_50825, APOSJ_50827, APOSJ_50830, APOSJ_56281	TCONS_00019863.p1
OG0003239	APOSJ_55600, APOSJ_55604, APOSJ_23595, APOSJ_29631, APOSJ_23590, APOSJ_29635, APOSJ_55602, APOSJ_23589, APOSJ_40825, APOSJ_55606, APOSJ_55607, APOSJ_56527, APOSJ_55603, APOSJ_23594, APOSJ_56504, APOSJ_29632, APOSJ_29634, APOSJ_55605, APOSJ_09653, APOSJ_17814, APOSJ_29633, APOSJ_17813, APOSJ_23593	TCONS_00029442.p1
OG0003250	APOSJ_16548, APOSJ_56142, APOSJ_56534, APOSJ_56535	TCONS_00046236.p1
OG0003251	APOSJ_54466	TCONS_00007188.p1
OG0003252	APOSJ_51617	TCONS_00003543.p1
OG0003253	APOSJ_36002	TCONS_00029368.p1
OG0003254	APOSJ_62720, APOSJ_62718, APOSJ_62717, APOSJ_62719	TCONS_00010837.p1
OG0003255	APOSJ_37992, APOSJ_37996, APOSJ_50042, APOSJ_37991, APOSJ_37994, APOSJ_37989, APOSJ_37995, APOSJ_50045, APOSJ_50044, APOSJ_37993, APOSJ_37909, APOSJ_50043, APOSJ_37990	TCONS_00020100.p1
OG0003257	APOSJ_11591, APOSJ_11592, APOSJ_11593, APOSJ_11624, APOSJ_07998	TCONS_00010797.p1
OG0003258	APOSJ_29538, APOSJ_29539, APOSJ_54086, APOSJ_00171, APOSJ_16181, APOSJ_29536, APOSJ_54083, APOSJ_29537	TCONS_00051629.p1
OG0003259	APOSJ_15841, APOSJ_15837, APOSJ_09994, APOSJ_15839, APOSJ_15838, APOSJ_09993, APOSJ_41545, APOSJ_15840, APOSJ_09995, APOSJ_41547, APOSJ_41546, APOSJ_41549, APOSJ_49815, APOSJ_34266, APOSJ_41548, APOSJ_41550, APOSJ_41551, APOSJ_15836, APOSJ_15835	TCONS_00030717.p1
OG0003260	APOSJ_08169, APOSJ_08171, APOSJ_08170, APOSJ_08167, APOSJ_08168, APOSJ_08166	TCONS_00054519.p1
OG0003261	APOSJ_41161, APOSJ_41164, APOSJ_41163, APOSJ_41162	TCONS_00018872.p1
OG0003263	APOSJ_38823	TCONS_00013622.p1
OG0003264	APOSJ_26140, APOSJ_26142, APOSJ_33770, APOSJ_26141	TCONS_00046364.p2
OG0003265	APOSJ_34472, APOSJ_17018, APOSJ_49524, APOSJ_34474, APOSJ_49518, APOSJ_17020, APOSJ_34469, APOSJ_34470	TCONS_00049250.p1
OG0003266	APOSJ_61414, APOSJ_61413	TCONS_00041005.p1, TCONS_00040991.p1, TCONS_00040993.p1
OG0003267	APOSJ_30035, APOSJ_30027, APOSJ_30031, APOSJ_30028, APOSJ_30029, APOSJ_30034, APOSJ_30033, APOSJ_30030, APOSJ_30032	TCONS_00031423.p1
OG0003268	APOSJ_65180, APOSJ_65183, APOSJ_65174, APOSJ_51480, APOSJ_20455, APOSJ_20454, APOSJ_65185, APOSJ_20452, APOSJ_20456, APOSJ_20453	TCONS_00008149.p1
OG0003269	APOSJ_20442, APOSJ_20443, APOSJ_20445, APOSJ_65142, APOSJ_20440	TCONS_00013521.p1
OG0003270	APOSJ_39577, APOSJ_47534, APOSJ_39578	TCONS_00049296.p1
OG0003271	APOSJ_31072, APOSJ_31073	TCONS_00029343.p1, TCONS_00028333.p1
OG0003272	APOSJ_62776, APOSJ_62775	TCONS_00043871.p1
OG0003274	APOSJ_37792	TCONS_00008525.p1, TCONS_00003310.p1, TCONS_00020324.p1, TCONS_00038139.p1, TCONS_00022850.p1, TCONS_00051398.p1, TCONS_00042916.p1, TCONS_00020652.p1, TCONS_00040604.p1, TCONS_00010616.p1, TCONS_00038140.p1, TCONS_00035438.p1, TCONS_00006863.p1, TCONS_00045465.p1, TCONS_00032909.p1, TCONS_00033396.p1
OG0003275	APOSJ_33405, APOSJ_11411, APOSJ_33404, APOSJ_08128, APOSJ_11412	TCONS_00020755.p1
OG0003276	APOSJ_40980, APOSJ_40981	TCONS_00016002.p1, TCONS_00010557.p1
OG0003277	APOSJ_64925	TCONS_00049210.p1
OG0003278	APOSJ_56401	TCONS_00010775.p1
OG0003279	APOSJ_49088, APOSJ_44687, APOSJ_44688, APOSJ_44689	TCONS_00041744.p1
OG0003280	APOSJ_05123, APOSJ_33236	TCONS_00039790.p1, TCONS_00039792.p1
OG0003281	APOSJ_20687	TCONS_00021791.p1
OG0003282	APOSJ_00228, APOSJ_00227	TCONS_00027650.p1
OG0003283	APOSJ_14970	TCONS_00049262.p1
OG0003284	APOSJ_10702, APOSJ_10699, APOSJ_02860, APOSJ_10701, APOSJ_10700	TCONS_00002839.p1, TCONS_00002854.p1
OG0003286	APOSJ_25492, APOSJ_25491, APOSJ_25493	TCONS_00013948.p1
OG0003287	APOSJ_35942	TCONS_00057175.p1
OG0003288	APOSJ_00605, APOSJ_00604, APOSJ_00602, APOSJ_00603	TCONS_00043817.p1
OG0003289	APOSJ_43060	TCONS_00044248.p1
OG0003290	APOSJ_53361	TCONS_00015060.p1
OG0003291	APOSJ_06987, APOSJ_38387, APOSJ_06993, APOSJ_38386, APOSJ_38383, APOSJ_06988, APOSJ_06990, APOSJ_40455, APOSJ_38389, APOSJ_44035, APOSJ_38382, APOSJ_06989, APOSJ_38388, APOSJ_40453, APOSJ_38385, APOSJ_38384, APOSJ_06986, APOSJ_06992	TCONS_00005261.p1
OG0003292	APOSJ_09346	TCONS_00010779.p1
OG0003293	APOSJ_55383, APOSJ_55380, APOSJ_29797, APOSJ_29796	TCONS_00019456.p1
OG0003294	APOSJ_47167, APOSJ_46923, APOSJ_09688, APOSJ_01552, APOSJ_09683, APOSJ_26080, APOSJ_09685, APOSJ_26071	TCONS_00042669.p1
OG0003295	APOSJ_19312, APOSJ_22148, APOSJ_22150, APOSJ_22149	TCONS_00027108.p1
OG0003296	APOSJ_17865	TCONS_00006223.p1
OG0003297	APOSJ_30618	TCONS_00013842.p1
OG0003298	APOSJ_21365, APOSJ_21366, APOSJ_21369, APOSJ_31701, APOSJ_25496, APOSJ_21367, APOSJ_57916, APOSJ_15785, APOSJ_63798, APOSJ_01743, APOSJ_63835	TCONS_00043866.p1
OG0003299	APOSJ_54120, APOSJ_54121	TCONS_00053494.p1
OG0003301	APOSJ_13270, APOSJ_13273, APOSJ_13271, APOSJ_13272	TCONS_00056136.p1
OG0003302	APOSJ_56909	TCONS_00030954.p1
OG0003303	APOSJ_16243, APOSJ_16242	TCONS_00010442.p1
