Orthogroup	APOSJ_ok	NEMVE
OG0003150	APOSJ_46061, APOSJ_24496, APOSJ_30861, APOSJ_24495	NEMVE11610, NEMVE19993, NEMVE19992, NEMVE00919
OG0003151	APOSJ_05170	NEMVE16806, NEMVE23231
OG0003153	APOSJ_35785, APOSJ_35782, APOSJ_35780, APOSJ_35783, APOSJ_35778, APOSJ_35779, APOSJ_52381, APOSJ_22926, APOSJ_35781	NEMVE14674
OG0003154	APOSJ_51181, APOSJ_51185, APOSJ_50159, APOSJ_50161, APOSJ_51180, APOSJ_51183	NEMVE25099
OG0003155	APOSJ_31752, APOSJ_31751, APOSJ_53334, APOSJ_07192, APOSJ_32689, APOSJ_32683, APOSJ_32686, APOSJ_32690, APOSJ_32688, APOSJ_32687, APOSJ_59259	NEMVE02938
OG0003156	APOSJ_34701, APOSJ_34703, APOSJ_34702, APOSJ_34704	NEMVE19363
OG0003156	APOSJ_47122, APOSJ_47125	NEMVE21986
OG0003157	APOSJ_26289, APOSJ_26292, APOSJ_26290, APOSJ_26287, APOSJ_26291, APOSJ_26288	NEMVE04632
OG0003158	APOSJ_48827, APOSJ_48829, APOSJ_48828, APOSJ_48826	NEMVE04924
OG0003159	APOSJ_34339	NEMVE13613, NEMVE14314
OG0003160	APOSJ_52005, APOSJ_52006	NEMVE13326
OG0003161	APOSJ_12427, APOSJ_12426	NEMVE04772
OG0003162	APOSJ_43039, APOSJ_21099, APOSJ_21100, APOSJ_21101	NEMVE13463
OG0003163	APOSJ_53589	NEMVE21987
OG0003164	APOSJ_27152	NEMVE17247
OG0003165	APOSJ_55300	NEMVE08402
OG0003166	APOSJ_26522, APOSJ_21441, APOSJ_02622, APOSJ_42363, APOSJ_02624, APOSJ_62139, APOSJ_20651, APOSJ_62130, APOSJ_42335, APOSJ_02621, APOSJ_62116, APOSJ_00768, APOSJ_26518, APOSJ_36016, APOSJ_21450, APOSJ_00767, APOSJ_21446, APOSJ_21455, APOSJ_26517, APOSJ_26521, APOSJ_21477	NEMVE23899
OG0003167	APOSJ_08242, APOSJ_08241, APOSJ_08243, APOSJ_08244	NEMVE20093, NEMVE19857, NEMVE11737, NEMVE25876
OG0003169	APOSJ_40105, APOSJ_01487, APOSJ_09186, APOSJ_57600, APOSJ_57601, APOSJ_57604, APOSJ_01486, APOSJ_20667, APOSJ_57602, APOSJ_57605, APOSJ_20668, APOSJ_59291	NEMVE23426
OG0003171	APOSJ_51434, APOSJ_64269, APOSJ_51436, APOSJ_22135, APOSJ_64270, APOSJ_51435	NEMVE00958
OG0003172	APOSJ_37760, APOSJ_48896, APOSJ_37761, APOSJ_37762, APOSJ_37759, APOSJ_50968, APOSJ_37764, APOSJ_37763, APOSJ_50967, APOSJ_37765, APOSJ_56161	NEMVE13880
OG0003173	APOSJ_04953, APOSJ_04954	NEMVE05436
OG0003174	APOSJ_17036	NEMVE00181, NEMVE14667
OG0003175	APOSJ_12763, APOSJ_12764	NEMVE10111, NEMVE15002
OG0003176	APOSJ_23689, APOSJ_23690	NEMVE05784, NEMVE14676
OG0003177	APOSJ_63830, APOSJ_56009	NEMVE21516, NEMVE20645, NEMVE15289, NEMVE21095
OG0003178	APOSJ_17779, APOSJ_17780	NEMVE05084
OG0003179	APOSJ_56598, APOSJ_53571, APOSJ_53563, APOSJ_53567, APOSJ_53565, APOSJ_08422, APOSJ_56597, APOSJ_56600, APOSJ_53564, APOSJ_08421, APOSJ_53568	NEMVE14494, NEMVE20675
OG0003180	APOSJ_18815, APOSJ_18814, APOSJ_54053, APOSJ_18813	NEMVE24273
OG0003181	APOSJ_20951, APOSJ_20952, APOSJ_59228	NEMVE09804
OG0003182	APOSJ_40788	NEMVE14953
OG0003183	APOSJ_55161, APOSJ_44506, APOSJ_44507, APOSJ_44505, APOSJ_44509	NEMVE14853
OG0003184	APOSJ_55407, APOSJ_55409, APOSJ_55410, APOSJ_55408	NEMVE14706
OG0003185	APOSJ_32400	NEMVE11278
OG0003187	APOSJ_30115, APOSJ_30111, APOSJ_30112, APOSJ_30114, APOSJ_30113, APOSJ_02519, APOSJ_30110	NEMVE20444, NEMVE23086
OG0003188	APOSJ_32903, APOSJ_32904	NEMVE13336
OG0003189	APOSJ_36317, APOSJ_04556, APOSJ_36316, APOSJ_04558, APOSJ_36318, APOSJ_36315	NEMVE07613
OG0003191	APOSJ_11431, APOSJ_11427, APOSJ_11429, APOSJ_11434, APOSJ_11433, APOSJ_11430, APOSJ_11426, APOSJ_11428	NEMVE13976
OG0003192	APOSJ_58378, APOSJ_61697, APOSJ_61698, APOSJ_61696, APOSJ_61699, APOSJ_61700, APOSJ_61701, APOSJ_61695	NEMVE03402
OG0003193	APOSJ_00532	NEMVE09272
OG0003194	APOSJ_63402, APOSJ_44634, APOSJ_63401	NEMVE21245, NEMVE03000
OG0003195	APOSJ_46035, APOSJ_32408, APOSJ_46033, APOSJ_46034, APOSJ_46038, APOSJ_46037, APOSJ_32407	NEMVE25963, NEMVE10862
OG0003196	APOSJ_52449, APOSJ_37298, APOSJ_52450, APOSJ_52451	NEMVE09009, NEMVE09005
OG0003197	APOSJ_57136, APOSJ_57140, APOSJ_57137, APOSJ_57134, APOSJ_09752, APOSJ_57138, APOSJ_57133, APOSJ_57139	NEMVE09274
OG0003199	APOSJ_06417, APOSJ_50357, APOSJ_06415, APOSJ_06416, APOSJ_06414, APOSJ_06418, APOSJ_40507, APOSJ_06413	NEMVE25466
OG0003200	APOSJ_56645, APOSJ_15587, APOSJ_15589	NEMVE06404, NEMVE11235
OG0003202	APOSJ_62049	NEMVE08285
OG0003203	APOSJ_10922	NEMVE23504
OG0003204	APOSJ_55199, APOSJ_26853, APOSJ_26857, APOSJ_26856, APOSJ_26852, APOSJ_26855, APOSJ_26854, APOSJ_26850, APOSJ_28831, APOSJ_26851	NEMVE04641
OG0003205	APOSJ_26076	NEMVE11482
OG0003206	APOSJ_42271, APOSJ_57448, APOSJ_42268, APOSJ_42269, APOSJ_65050, APOSJ_42266, APOSJ_42272, APOSJ_65052, APOSJ_42267, APOSJ_42270	NEMVE13786
OG0003207	APOSJ_53468, APOSJ_53467	NEMVE13760
OG0003208	APOSJ_40495, APOSJ_40494, APOSJ_40496, APOSJ_40497	NEMVE13391
OG0003211	APOSJ_03604, APOSJ_03608, APOSJ_31045, APOSJ_09022, APOSJ_03606, APOSJ_31048, APOSJ_03603, APOSJ_22500	NEMVE25111
OG0003212	APOSJ_40742	NEMVE08610
OG0003213	APOSJ_62042, APOSJ_62043, APOSJ_62044	NEMVE20699, NEMVE15231, NEMVE07326, NEMVE05132, NEMVE04700, NEMVE04710, NEMVE08152, NEMVE07683, NEMVE06438, NEMVE09861, NEMVE25336
OG0003214	APOSJ_30849, APOSJ_30835	NEMVE19887
OG0003215	APOSJ_30430	NEMVE05074
OG0003217	APOSJ_38588, APOSJ_25460, APOSJ_38604, APOSJ_38597	NEMVE25774
OG0003218	APOSJ_10871, APOSJ_10868, APOSJ_10873, APOSJ_47482, APOSJ_17947, APOSJ_03784, APOSJ_59373, APOSJ_17946, APOSJ_17951, APOSJ_10870, APOSJ_10869	NEMVE06170
OG0003219	APOSJ_51906	NEMVE24114
OG0003220	APOSJ_62682	NEMVE23346, NEMVE12080
OG0003221	APOSJ_53881, APOSJ_53880	NEMVE13322
OG0003223	APOSJ_01786, APOSJ_01785	NEMVE13687
OG0003224	APOSJ_06577, APOSJ_55082, APOSJ_55083, APOSJ_55085	NEMVE07475
OG0003225	APOSJ_64620, APOSJ_18658, APOSJ_53640, APOSJ_53642, APOSJ_53639, APOSJ_34446, APOSJ_53641, APOSJ_64628, APOSJ_18935, APOSJ_53643	NEMVE14015
OG0003226	APOSJ_18811, APOSJ_03066, APOSJ_18809, APOSJ_03063, APOSJ_03064, APOSJ_03065	NEMVE20833, NEMVE10372, NEMVE19663
OG0003227	APOSJ_29380, APOSJ_29382, APOSJ_29379, APOSJ_29381	NEMVE21244
OG0003228	APOSJ_15473, APOSJ_15470	NEMVE06914
OG0003230	APOSJ_24729, APOSJ_40527, APOSJ_40529, APOSJ_40528, APOSJ_40525, APOSJ_40524, APOSJ_40531, APOSJ_24730, APOSJ_40530, APOSJ_40523, APOSJ_40526, APOSJ_24731	NEMVE21692
OG0003231	APOSJ_36521, APOSJ_36520	NEMVE13764
OG0003234	APOSJ_35347	NEMVE03676
OG0003235	APOSJ_56012, APOSJ_56016	NEMVE11954, NEMVE22173
OG0003237	APOSJ_05354, APOSJ_46295	NEMVE07360, NEMVE04584, NEMVE02216, NEMVE02163, NEMVE23129, NEMVE13075, NEMVE01809, NEMVE06075
OG0003238	APOSJ_13700, APOSJ_50826, APOSJ_13694, APOSJ_56279, APOSJ_13702, APOSJ_56278, APOSJ_32202, APOSJ_50828, APOSJ_56280, APOSJ_50829, APOSJ_56282, APOSJ_50824, APOSJ_50825, APOSJ_50827, APOSJ_50830, APOSJ_56281	NEMVE23364
OG0003239	APOSJ_55600, APOSJ_55604, APOSJ_23595, APOSJ_29631, APOSJ_23590, APOSJ_29635, APOSJ_55602, APOSJ_23589, APOSJ_40825, APOSJ_55606, APOSJ_55607, APOSJ_56527, APOSJ_55603, APOSJ_23594, APOSJ_56504, APOSJ_29632, APOSJ_29634, APOSJ_55605, APOSJ_09653, APOSJ_17814, APOSJ_29633, APOSJ_17813, APOSJ_23593	NEMVE13113
OG0003240	APOSJ_51092	NEMVE15334
OG0003251	APOSJ_54466	NEMVE01548
OG0003252	APOSJ_51617	NEMVE13979
OG0003253	APOSJ_36002	NEMVE23463
OG0003254	APOSJ_62720, APOSJ_62718, APOSJ_62717, APOSJ_62719	NEMVE05092
OG0003255	APOSJ_37992, APOSJ_37996, APOSJ_50042, APOSJ_37991, APOSJ_37994, APOSJ_37989, APOSJ_37995, APOSJ_50045, APOSJ_50044, APOSJ_37993, APOSJ_37909, APOSJ_50043, APOSJ_37990	NEMVE09782
OG0003257	APOSJ_11591, APOSJ_11592, APOSJ_11593, APOSJ_11624, APOSJ_07998	NEMVE13838
OG0003258	APOSJ_29538, APOSJ_29539, APOSJ_54086, APOSJ_00171, APOSJ_16181, APOSJ_29536, APOSJ_54083, APOSJ_29537	NEMVE07151
OG0003260	APOSJ_08169, APOSJ_08171, APOSJ_08170, APOSJ_08167, APOSJ_08168, APOSJ_08166	NEMVE15106
OG0003261	APOSJ_41161, APOSJ_41164, APOSJ_41163, APOSJ_41162	NEMVE25094
OG0003262	APOSJ_22581, APOSJ_22582	NEMVE01475
OG0003263	APOSJ_41168, APOSJ_38823	NEMVE22513
OG0003264	APOSJ_26140, APOSJ_26142, APOSJ_33770, APOSJ_26141	NEMVE15698
OG0003265	APOSJ_34472, APOSJ_17018, APOSJ_49524, APOSJ_34474, APOSJ_49518, APOSJ_17020, APOSJ_34469, APOSJ_34470	NEMVE09756
OG0003266	APOSJ_61414, APOSJ_61413	NEMVE14097
OG0003267	APOSJ_30035, APOSJ_30027, APOSJ_30031, APOSJ_30028, APOSJ_30029, APOSJ_30034, APOSJ_30033, APOSJ_30030, APOSJ_30032	NEMVE16965
OG0003268	APOSJ_65180, APOSJ_65183, APOSJ_65174, APOSJ_51480, APOSJ_20455, APOSJ_20454, APOSJ_65185, APOSJ_20452, APOSJ_20456, APOSJ_20453	NEMVE11716, NEMVE22429
OG0003269	APOSJ_20442, APOSJ_20443, APOSJ_20445, APOSJ_65142, APOSJ_20440	NEMVE24476
OG0003270	APOSJ_39577, APOSJ_47534, APOSJ_39578	NEMVE21786
OG0003271	APOSJ_31072, APOSJ_31073	NEMVE16628
OG0003272	APOSJ_62776, APOSJ_62775	NEMVE06426
OG0003274	APOSJ_37792	NEMVE02609, NEMVE02509
OG0003276	APOSJ_40980, APOSJ_40981	NEMVE23236
OG0003277	APOSJ_64925	NEMVE24088
OG0003278	APOSJ_56401	NEMVE03405
OG0003279	APOSJ_49088, APOSJ_44687, APOSJ_44688, APOSJ_44689	NEMVE14441
OG0003281	APOSJ_20687	NEMVE23592
OG0003283	APOSJ_14970	NEMVE00381, NEMVE23430
OG0003284	APOSJ_10702, APOSJ_10699, APOSJ_02860, APOSJ_10701, APOSJ_10700	NEMVE16097, NEMVE21149
OG0003286	APOSJ_37025, APOSJ_37024, APOSJ_07980, APOSJ_07982, APOSJ_07970, APOSJ_07969, APOSJ_07981, APOSJ_07979, APOSJ_07976, APOSJ_50001, APOSJ_07975, APOSJ_25492, APOSJ_25491, APOSJ_25493	NEMVE10573
OG0003287	APOSJ_35942	NEMVE08529
OG0003288	APOSJ_00605, APOSJ_00604, APOSJ_00602, APOSJ_00603	NEMVE04690, NEMVE13954
OG0003290	APOSJ_53361	NEMVE01103
OG0003291	APOSJ_06987, APOSJ_38387, APOSJ_06993, APOSJ_38386, APOSJ_38383, APOSJ_06988, APOSJ_06990, APOSJ_40455, APOSJ_38389, APOSJ_44035, APOSJ_38382, APOSJ_06989, APOSJ_38388, APOSJ_40453, APOSJ_38385, APOSJ_38384, APOSJ_06986, APOSJ_06992	NEMVE10692, NEMVE20230
OG0003293	APOSJ_55383, APOSJ_55380, APOSJ_29797, APOSJ_29796	NEMVE04909, NEMVE20380
OG0003294	APOSJ_47167, APOSJ_46923, APOSJ_09688, APOSJ_01552, APOSJ_09683, APOSJ_26080, APOSJ_09685, APOSJ_26071	NEMVE06441
OG0003295	APOSJ_19312, APOSJ_22148, APOSJ_22150, APOSJ_22149	NEMVE04859
OG0003296	APOSJ_17865	NEMVE22460
OG0003297	APOSJ_30618	NEMVE11100
OG0003298	APOSJ_21365, APOSJ_21366, APOSJ_21369, APOSJ_31701, APOSJ_25496, APOSJ_21367, APOSJ_57916, APOSJ_15785, APOSJ_63798, APOSJ_01743, APOSJ_63835	NEMVE04703
OG0003299	APOSJ_54120, APOSJ_54121	NEMVE13192
OG0003301	APOSJ_13270, APOSJ_13273, APOSJ_13271, APOSJ_13272	NEMVE21850, NEMVE21705
OG0003303	APOSJ_16243, APOSJ_16242	NEMVE22702, NEMVE04361
OG0003304	APOSJ_14274, APOSJ_14271, APOSJ_14272, APOSJ_24301, APOSJ_14270, APOSJ_14273	NEMVE18141
OG0003306	APOSJ_55395	NEMVE24655
OG0003309	APOSJ_62401	NEMVE14486
OG0003311	APOSJ_37968	NEMVE17780
OG0003312	APOSJ_51688	NEMVE19774, NEMVE20883
OG0003312	APOSJ_51683, APOSJ_51686, APOSJ_51684, APOSJ_51685, APOSJ_51682, APOSJ_51687, APOSJ_28661	NEMVE19875, NEMVE20841
OG0003314	APOSJ_34487	NEMVE13216
OG0003316	APOSJ_22523, APOSJ_13980, APOSJ_13981	NEMVE07618
OG0003317	APOSJ_63724	NEMVE05254
OG0003318	APOSJ_60634, APOSJ_60633, APOSJ_60632	NEMVE22763
OG0003319	APOSJ_58641	NEMVE11076
OG0003320	APOSJ_38819, APOSJ_48775, APOSJ_27049, APOSJ_07781, APOSJ_27047, APOSJ_27050, APOSJ_07780, APOSJ_48777, APOSJ_07782, APOSJ_27048, APOSJ_38820, APOSJ_27046, APOSJ_07778, APOSJ_07779, APOSJ_27044, APOSJ_27045	NEMVE13147
OG0003324	APOSJ_19156, APOSJ_19155	NEMVE17427
OG0003325	APOSJ_31506, APOSJ_31505, APOSJ_31507, APOSJ_31508	NEMVE07678
OG0003325	APOSJ_43550, APOSJ_43549	NEMVE04776
OG0003326	APOSJ_02365	NEMVE23156
OG0003327	APOSJ_54640	NEMVE06800
OG0003329	APOSJ_07960, APOSJ_43774, APOSJ_07953, APOSJ_43773	NEMVE22267
OG0003330	APOSJ_50342, APOSJ_30425, APOSJ_64177, APOSJ_50341, APOSJ_40087, APOSJ_48585	NEMVE17547
OG0003331	APOSJ_57011, APOSJ_57010, APOSJ_57008, APOSJ_57009	NEMVE24492
OG0003332	APOSJ_02848	NEMVE25694
OG0003333	APOSJ_38810	NEMVE00058
OG0003334	APOSJ_55844, APOSJ_55845, APOSJ_11136	NEMVE03565
OG0003335	APOSJ_08677, APOSJ_08675, APOSJ_08678, APOSJ_31091, APOSJ_23252, APOSJ_23251	NEMVE01928, NEMVE19241
OG0003336	APOSJ_28561	NEMVE06507
OG0003337	APOSJ_55482, APOSJ_08942, APOSJ_55484, APOSJ_55483, APOSJ_55485, APOSJ_25252	NEMVE13578
OG0003338	APOSJ_18258	NEMVE06602
OG0003340	APOSJ_34485, APOSJ_34486, APOSJ_05198	NEMVE15762, NEMVE20934
OG0003341	APOSJ_45924	NEMVE01952
OG0003342	APOSJ_29624, APOSJ_29622	NEMVE17096
OG0003343	APOSJ_05903, APOSJ_05901	NEMVE24170
OG0003344	APOSJ_44660, APOSJ_44661, APOSJ_44656, APOSJ_44658, APOSJ_12791, APOSJ_44657	NEMVE24619
OG0003347	APOSJ_61426, APOSJ_13501, APOSJ_62825, APOSJ_13499, APOSJ_53359, APOSJ_19251, APOSJ_13500, APOSJ_53358, APOSJ_53357, APOSJ_53356, APOSJ_13502	NEMVE23886
OG0003348	APOSJ_36909, APOSJ_36910	NEMVE23418
OG0003349	APOSJ_31148, APOSJ_31149	NEMVE14973
OG0003351	APOSJ_37147	NEMVE22797
OG0003351	APOSJ_09328, APOSJ_30074	NEMVE22733
OG0003352	APOSJ_18566, APOSJ_18563	NEMVE24015
OG0003353	APOSJ_41464, APOSJ_41465, APOSJ_41463, APOSJ_59718	NEMVE06482
OG0003354	APOSJ_62214, APOSJ_41780, APOSJ_41782, APOSJ_41781, APOSJ_41778, APOSJ_41779	NEMVE14304
OG0003355	APOSJ_59542, APOSJ_57392, APOSJ_57388	NEMVE08592
OG0003356	APOSJ_58430, APOSJ_58431	NEMVE06309
OG0003357	APOSJ_32102	NEMVE22497, NEMVE12768
OG0003358	APOSJ_05051, APOSJ_57073, APOSJ_41119, APOSJ_28856, APOSJ_05049, APOSJ_05047, APOSJ_05050, APOSJ_05052, APOSJ_05053, APOSJ_05045, APOSJ_05048, APOSJ_05046	NEMVE23739
OG0003359	APOSJ_58549, APOSJ_58548, APOSJ_58547, APOSJ_58550	NEMVE13744
OG0003360	APOSJ_56352	NEMVE20499
OG0003361	APOSJ_00610, APOSJ_27424, APOSJ_27425	NEMVE14739
OG0003362	APOSJ_17078, APOSJ_17080, APOSJ_02774, APOSJ_02776, APOSJ_02775	NEMVE00976
OG0003363	APOSJ_48043, APOSJ_48046, APOSJ_48042, APOSJ_48039, APOSJ_32171, APOSJ_48041, APOSJ_48044, APOSJ_48040	NEMVE17304, NEMVE16720, NEMVE16221
OG0003364	APOSJ_19020, APOSJ_45760	NEMVE01971
OG0003365	APOSJ_42007	NEMVE23416
OG0003366	APOSJ_04282, APOSJ_04280, APOSJ_04281	NEMVE21908
OG0003368	APOSJ_18080	NEMVE21767, NEMVE00061
OG0003369	APOSJ_46922	NEMVE09534, NEMVE11386
OG0003370	APOSJ_15527	NEMVE18949, NEMVE19237
OG0003372	APOSJ_07507	NEMVE24037, NEMVE01226
OG0003373	APOSJ_27159, APOSJ_27158, APOSJ_18321	NEMVE24072
OG0003374	APOSJ_06681, APOSJ_06684	NEMVE13211
OG0003375	APOSJ_38227, APOSJ_38228, APOSJ_38229	NEMVE19185
OG0003376	APOSJ_02960, APOSJ_02957, APOSJ_02962, APOSJ_02963, APOSJ_02959, APOSJ_02961, APOSJ_02958	NEMVE16260, NEMVE11402, NEMVE11401
OG0003377	APOSJ_37835, APOSJ_10139, APOSJ_10138, APOSJ_10131, APOSJ_10134, APOSJ_20954, APOSJ_10130, APOSJ_10136, APOSJ_00057, APOSJ_10137, APOSJ_16398, APOSJ_16397, APOSJ_37839, APOSJ_16399, APOSJ_10135, APOSJ_16400	NEMVE15318
OG0003378	APOSJ_58126	NEMVE16798
OG0003379	APOSJ_10196	NEMVE20545, NEMVE16052
OG0003380	APOSJ_34055, APOSJ_07322, APOSJ_07324, APOSJ_07321, APOSJ_34056, APOSJ_07326, APOSJ_07325, APOSJ_07323	NEMVE22683
OG0003381	APOSJ_25111	NEMVE14322
OG0003382	APOSJ_39445	NEMVE15638
OG0003383	APOSJ_18248, APOSJ_55840	NEMVE23495
OG0003384	APOSJ_31645, APOSJ_31642, APOSJ_31643, APOSJ_31644	NEMVE00423
OG0003385	APOSJ_43801, APOSJ_43811, APOSJ_20737, APOSJ_61918, APOSJ_61914, APOSJ_20736, APOSJ_20738, APOSJ_01605, APOSJ_61921, APOSJ_01220, APOSJ_61917, APOSJ_28525, APOSJ_01218, APOSJ_61919, APOSJ_01210, APOSJ_13897, APOSJ_61916	NEMVE24878
OG0003386	APOSJ_22721, APOSJ_22627, APOSJ_62015, APOSJ_62014, APOSJ_62013, APOSJ_36229	NEMVE24105
OG0003387	APOSJ_04175, APOSJ_12111, APOSJ_01954, APOSJ_04174	NEMVE13639
OG0003391	APOSJ_52096, APOSJ_52092, APOSJ_52095, APOSJ_52094, APOSJ_09559	NEMVE17395
OG0003392	APOSJ_30179, APOSJ_23836	NEMVE09110
OG0003393	APOSJ_05723, APOSJ_20802, APOSJ_20798, APOSJ_29367, APOSJ_58697, APOSJ_20799, APOSJ_20801, APOSJ_47174, APOSJ_01488, APOSJ_20800, APOSJ_20803, APOSJ_30470, APOSJ_30459	NEMVE10476, NEMVE13045, NEMVE23905
OG0003394	APOSJ_58681, APOSJ_58682	NEMVE16445
OG0003396	APOSJ_43769, APOSJ_46583, APOSJ_43764, APOSJ_25368, APOSJ_46585, APOSJ_43771, APOSJ_46584, APOSJ_43766, APOSJ_43768, APOSJ_46582, APOSJ_46587, APOSJ_25370, APOSJ_43765, APOSJ_43767, APOSJ_43770, APOSJ_28750, APOSJ_46586, APOSJ_43772, APOSJ_25372, APOSJ_25371	NEMVE24075
OG0003418	APOSJ_06940, APOSJ_30541	NEMVE18263
OG0003418	APOSJ_44761	NEMVE19471, NEMVE18913
OG0003418	APOSJ_08137, APOSJ_08138	NEMVE19523
OG0003418	APOSJ_52850	NEMVE17307
OG0003419	APOSJ_49930, APOSJ_28655, APOSJ_49929, APOSJ_28653, APOSJ_43121, APOSJ_28654	NEMVE08218
OG0003420	APOSJ_35438, APOSJ_35436	NEMVE19645
OG0003421	APOSJ_62121, APOSJ_62118	NEMVE04651
OG0003422	APOSJ_60475, APOSJ_36170, APOSJ_65089, APOSJ_65088	NEMVE07883, NEMVE20521, NEMVE01482
OG0003424	APOSJ_53384	NEMVE00293
OG0003424	APOSJ_37437, APOSJ_37436	NEMVE16825
OG0003425	APOSJ_59503, APOSJ_59500, APOSJ_59499	NEMVE02069
OG0003426	APOSJ_54168, APOSJ_06465, APOSJ_06462, APOSJ_06463, APOSJ_06464	NEMVE04788
OG0003428	APOSJ_63827, APOSJ_61092, APOSJ_61091, APOSJ_63825, APOSJ_63826, APOSJ_61095, APOSJ_61094, APOSJ_55474, APOSJ_61093, APOSJ_63828, APOSJ_61096, APOSJ_61088	NEMVE22338
OG0003429	APOSJ_01497, APOSJ_34185	NEMVE22490
OG0003430	APOSJ_50132, APOSJ_08009, APOSJ_08010	NEMVE24395
OG0003431	APOSJ_55815, APOSJ_55814	NEMVE04794
OG0003432	APOSJ_34875, APOSJ_34873, APOSJ_34877, APOSJ_34876, APOSJ_34872	NEMVE13929
OG0003433	APOSJ_08732, APOSJ_08734, APOSJ_08733	NEMVE22730
OG0003434	APOSJ_03266, APOSJ_23693, APOSJ_23694, APOSJ_03263, APOSJ_45087, APOSJ_23692, APOSJ_03260, APOSJ_03264, APOSJ_52653, APOSJ_03267, APOSJ_52820, APOSJ_03262	NEMVE19996, NEMVE14429
OG0003435	APOSJ_38352, APOSJ_40169	NEMVE13652
OG0003438	APOSJ_54382, APOSJ_54383, APOSJ_54385, APOSJ_54384, APOSJ_02830, APOSJ_59333, APOSJ_37585, APOSJ_37561, APOSJ_59334	NEMVE17966
OG0003439	APOSJ_62344, APOSJ_30526, APOSJ_30524	NEMVE25599
OG0003441	APOSJ_57100, APOSJ_55744, APOSJ_44521, APOSJ_48084, APOSJ_48065, APOSJ_42164, APOSJ_64547, APOSJ_48090, APOSJ_48073, APOSJ_42165	NEMVE08561, NEMVE06221
OG0003442	APOSJ_57203, APOSJ_31276	NEMVE13895
OG0003443	APOSJ_51731, APOSJ_29125, APOSJ_29126, APOSJ_29124	NEMVE23998
OG0003444	APOSJ_20997, APOSJ_20996	NEMVE04612
OG0003445	APOSJ_56147, APOSJ_56146	NEMVE01424
OG0003446	APOSJ_43654, APOSJ_21522	NEMVE19684
OG0003447	APOSJ_32799, APOSJ_02909, APOSJ_22891	NEMVE24666
OG0003447	APOSJ_58256	NEMVE08211
OG0003448	APOSJ_55045, APOSJ_55046	NEMVE10129
OG0003449	APOSJ_45224, APOSJ_45223	NEMVE09972, NEMVE16813, NEMVE09971, NEMVE09976, NEMVE11728, NEMVE00441
OG0003450	APOSJ_50911, APOSJ_48555, APOSJ_44587, APOSJ_64002, APOSJ_64000, APOSJ_61853, APOSJ_50910, APOSJ_61854, APOSJ_64001, APOSJ_61855, APOSJ_36182	NEMVE23497
OG0003451	APOSJ_13827, APOSJ_65399, APOSJ_21500, APOSJ_13828, APOSJ_65408, APOSJ_37443, APOSJ_36988, APOSJ_65403	NEMVE07235
OG0003452	APOSJ_44164, APOSJ_44163, APOSJ_44165, APOSJ_23561	NEMVE21083, NEMVE23965
OG0003453	APOSJ_11738, APOSJ_11740, APOSJ_11742, APOSJ_11737, APOSJ_08636, APOSJ_08641, APOSJ_11739, APOSJ_11741	NEMVE20495
OG0003454	APOSJ_50587	NEMVE14065
OG0003455	APOSJ_62454	NEMVE24559, NEMVE20985
OG0003456	APOSJ_61395, APOSJ_39505, APOSJ_61391, APOSJ_61394, APOSJ_61392, APOSJ_61393	NEMVE14823
OG0003458	APOSJ_14252	NEMVE04918
OG0003459	APOSJ_55064, APOSJ_40801	NEMVE06913, NEMVE20106
OG0003460	APOSJ_61762	NEMVE05656, NEMVE12240, NEMVE19324
OG0003461	APOSJ_11251, APOSJ_63814	NEMVE23166
OG0003462	APOSJ_61238, APOSJ_40240, APOSJ_40241, APOSJ_61237, APOSJ_61236	NEMVE15109
OG0003463	APOSJ_26680	NEMVE08123
OG0003464	APOSJ_23668, APOSJ_17824, APOSJ_23656, APOSJ_23661	NEMVE21995, NEMVE25422
OG0003465	APOSJ_38324, APOSJ_40009, APOSJ_38325, APOSJ_38328, APOSJ_38326, APOSJ_31820, APOSJ_38327, APOSJ_31821, APOSJ_38322, APOSJ_31819, APOSJ_38329, APOSJ_40006	NEMVE00981
OG0003466	APOSJ_23052	NEMVE19302
OG0003467	APOSJ_64196, APOSJ_64198	NEMVE11976
OG0003468	APOSJ_50364	NEMVE01447, NEMVE21354
OG0003468	APOSJ_50367, APOSJ_50366, APOSJ_50363, APOSJ_50362	NEMVE01555
OG0003469	APOSJ_55719, APOSJ_55718	NEMVE23482
OG0003470	APOSJ_50785, APOSJ_36009, APOSJ_36012, APOSJ_36008, APOSJ_36011, APOSJ_50787, APOSJ_36013, APOSJ_50781, APOSJ_36006, APOSJ_36007, APOSJ_36010, APOSJ_50783, APOSJ_50786, APOSJ_50784, APOSJ_50782	NEMVE08394
OG0003471	APOSJ_17808, APOSJ_19930, APOSJ_19931, APOSJ_46623, APOSJ_17809, APOSJ_17807, APOSJ_13612, APOSJ_13611, APOSJ_27339	NEMVE13566
OG0003472	APOSJ_40914, APOSJ_12293, APOSJ_12280, APOSJ_12292, APOSJ_12276, APOSJ_12295, APOSJ_12294	NEMVE23741
OG0003473	APOSJ_42904, APOSJ_42906, APOSJ_42905, APOSJ_42903	NEMVE02684
OG0003474	APOSJ_14679, APOSJ_14680	NEMVE00065
OG0003475	APOSJ_12646, APOSJ_12644, APOSJ_12645, APOSJ_12643, APOSJ_12642, APOSJ_12647	NEMVE00257
