Orthogroup	YEAST	STRPU_ok
OG0002715	YEAST01174, YEAST04131	STRPU_22385
OG0002717	YEAST02430	STRPU_05918
OG0002718	YEAST03380, YEAST03502	STRPU_11194, STRPU_11192
OG0002720	YEAST01914	STRPU_25908
OG0002722	YEAST04059	STRPU_20668
OG0002726	YEAST02958	STRPU_04170
OG0002729	YEAST01155	STRPU_04189, STRPU_05017
OG0002737	YEAST02827	STRPU_22219
OG0002739	YEAST01877	STRPU_05782
OG0002740	YEAST01658	STRPU_07027
OG0002742	YEAST03713	STRPU_04623, STRPU_04645
OG0002743	YEAST01824, YEAST03362	STRPU_13731, STRPU_13730, STRPU_13561
OG0002745	YEAST04244	STRPU_02101, STRPU_09128
OG0002746	YEAST04902, YEAST05332	STRPU_02712
OG0002747	YEAST05617	STRPU_19987
OG0002749	YEAST02810	STRPU_03742
OG0002750	YEAST04952	STRPU_05890, STRPU_05883, STRPU_05889
OG0002752	YEAST03686	STRPU_05098, STRPU_05177
OG0002753	YEAST03742	STRPU_23629
OG0002754	YEAST03620	STRPU_19146
OG0002756	YEAST04058	STRPU_22617, STRPU_15483
OG0002758	YEAST04409	STRPU_14770, STRPU_02553
OG0002760	YEAST01927	STRPU_21963, STRPU_02056, STRPU_09083
OG0002761	YEAST03261	STRPU_22391
OG0002763	YEAST00260	STRPU_02576, STRPU_13132
OG0002764	YEAST00423	STRPU_00371, STRPU_11033
OG0002765	YEAST01667, YEAST05523	STRPU_25983
OG0002766	YEAST05357	STRPU_16287, STRPU_20947
OG0002767	YEAST04591	STRPU_05363
OG0002771	YEAST02043	STRPU_21371
OG0002772	YEAST03384	STRPU_18998
OG0002773	YEAST03677	STRPU_06531, STRPU_06568
OG0002774	YEAST03575	STRPU_27389
OG0002781	YEAST05450	STRPU_13462
OG0002782	YEAST02121	STRPU_21282
OG0002785	YEAST06106, YEAST01228	STRPU_18431, STRPU_18474
OG0002788	YEAST02578, YEAST01232	STRPU_11931, STRPU_11886
OG0002789	YEAST05269	STRPU_05799, STRPU_05797, STRPU_05802, STRPU_05801, STRPU_05798, STRPU_05800, STRPU_05796
OG0002793	YEAST01371	STRPU_22931
OG0002799	YEAST01461	STRPU_15407
OG0002817	YEAST01189, YEAST04922	STRPU_20552
OG0002824	YEAST02137	STRPU_22435
OG0002826	YEAST00174	STRPU_21882
OG0002827	YEAST05976	STRPU_17647, STRPU_02276, STRPU_02275
OG0002828	YEAST00227, YEAST00963	STRPU_03094
OG0002831	YEAST03282	STRPU_11759
OG0002835	YEAST02656	STRPU_24399
OG0002837	YEAST01987, YEAST00157	STRPU_05330
OG0002839	YEAST03148	STRPU_25051
OG0002843	YEAST04737	STRPU_03092
OG0002844	YEAST05563	STRPU_22625
OG0002847	YEAST02294	STRPU_15551, STRPU_02248
OG0002851	YEAST04951	STRPU_17907
OG0002855	YEAST00137	STRPU_17098, STRPU_17094
OG0002860	YEAST02712	STRPU_08076, STRPU_08077
OG0002866	YEAST01136	STRPU_11829
OG0002876	YEAST02348	STRPU_15672, STRPU_15655
OG0002877	YEAST04537	STRPU_27251
OG0002883	YEAST03027	STRPU_24957
OG0002891	YEAST03205	STRPU_18851
OG0002893	YEAST03653	STRPU_06956, STRPU_06938
OG0002894	YEAST00906	STRPU_21472
OG0002895	YEAST01471, YEAST05353, YEAST05456	STRPU_26434
OG0002897	YEAST06308	STRPU_23652, STRPU_23677
OG0002899	YEAST00283	STRPU_10901
OG0002900	YEAST05306	STRPU_22201, STRPU_27158
OG0002907	YEAST02061	STRPU_27080
OG0002910	YEAST00223	STRPU_12097, STRPU_00039, STRPU_12098
OG0002915	YEAST02264	STRPU_25487
OG0002917	YEAST03703	STRPU_06220, STRPU_06199
OG0002921	YEAST06254	STRPU_14716
OG0002922	YEAST01261	STRPU_09603
OG0002947	YEAST00232	STRPU_01950, STRPU_22791, STRPU_22790, STRPU_01949
OG0002948	YEAST03584	STRPU_10465, STRPU_10463, STRPU_10464, STRPU_10466, STRPU_10462
OG0002949	YEAST00419, YEAST06063	STRPU_09008
OG0002952	YEAST05257	STRPU_05886
OG0002953	YEAST03034	STRPU_01982, STRPU_22822
OG0002957	YEAST03253	STRPU_06043
OG0002960	YEAST05502	STRPU_19700, STRPU_19616
OG0002965	YEAST03804	STRPU_04332, STRPU_04305
OG0002966	YEAST06059	STRPU_20155
OG0002968	YEAST00199	STRPU_19889, STRPU_19862, STRPU_17604
OG0002969	YEAST00655	STRPU_13535
OG0002982	YEAST02471	STRPU_17079
OG0002984	YEAST00961, YEAST01144	STRPU_09124, STRPU_02096
OG0002985	YEAST02147	STRPU_04999
OG0002987	YEAST02970, YEAST00081, YEAST02488	STRPU_10336
OG0002991	YEAST03345, YEAST01842	STRPU_04324, STRPU_04294
OG0002997	YEAST02374	STRPU_19304, STRPU_01837, STRPU_06052
OG0003001	YEAST01497	STRPU_24021
OG0003006	YEAST00899	STRPU_02186, STRPU_09223
OG0003010	YEAST03035	STRPU_02659, STRPU_25901, STRPU_02660
OG0003012	YEAST04512	STRPU_22688
OG0003016	YEAST04810	STRPU_05410
OG0003017	YEAST02213	STRPU_12917
OG0003018	YEAST01635, YEAST01949	STRPU_05028
OG0003020	YEAST04851	STRPU_10822, STRPU_10821
OG0003027	YEAST05498	STRPU_24061
OG0003028	YEAST05822	STRPU_07523
OG0003029	YEAST04523	STRPU_26298, STRPU_26272
OG0003033	YEAST02457, YEAST02640	STRPU_18122
OG0003039	YEAST00055	STRPU_26340
OG0003043	YEAST02551	STRPU_04974
OG0003046	YEAST01632	STRPU_24271, STRPU_24903
OG0003054	YEAST04909, YEAST05341	STRPU_06124
OG0003056	YEAST02257	STRPU_17530
OG0003059	YEAST02832, YEAST03675	STRPU_21505
OG0003063	YEAST00204	STRPU_23254
OG0003066	YEAST00969	STRPU_01624, STRPU_11963
OG0003067	YEAST03159	STRPU_09682
OG0003072	YEAST05076	STRPU_23989
OG0003073	YEAST00167	STRPU_14167, STRPU_26986
OG0003079	YEAST01019	STRPU_26570
OG0003101	YEAST01357	STRPU_24565
OG0003104	YEAST00861	STRPU_16886
OG0003105	YEAST04282	STRPU_27399
OG0003106	YEAST03619	STRPU_26456
OG0003107	YEAST00029	STRPU_25358
OG0003108	YEAST00796	STRPU_12185
OG0003110	YEAST02197	STRPU_06774, STRPU_06764
OG0003114	YEAST00453, YEAST02426	STRPU_20444
OG0003119	YEAST00778	STRPU_03214, STRPU_03229, STRPU_02657
OG0003121	YEAST03190	STRPU_26433
OG0003131	YEAST04435, YEAST04350	STRPU_15359
OG0003135	YEAST02069	STRPU_20819
OG0003138	YEAST01790, YEAST00784	STRPU_11161
OG0003145	YEAST06012	STRPU_19760, STRPU_19761
OG0003147	YEAST03729	STRPU_09368
OG0003151	YEAST03910	STRPU_25230
OG0003153	YEAST05438	STRPU_25878
OG0003154	YEAST00694	STRPU_18558
OG0003157	YEAST01203	STRPU_05197
OG0003164	YEAST05549, YEAST04492	STRPU_05342
OG0003169	YEAST04410	STRPU_18714
OG0003172	YEAST06030	STRPU_13537
OG0003174	YEAST06178	STRPU_05745
OG0003178	YEAST05823	STRPU_21387
OG0003179	YEAST00905	STRPU_04747
OG0003182	YEAST05565	STRPU_25667
OG0003189	YEAST00820	STRPU_17091
OG0003190	YEAST02550	STRPU_22540, STRPU_14018, STRPU_13852
OG0003191	YEAST01068	STRPU_02638, STRPU_24024
OG0003193	YEAST02494	STRPU_06138
OG0003197	YEAST06274	STRPU_06595
OG0003199	YEAST04961	STRPU_22302
OG0003207	YEAST04056	STRPU_23438, STRPU_00999
OG0003212	YEAST05531	STRPU_23992
OG0003214	YEAST03701	STRPU_02469, STRPU_13596
OG0003215	YEAST04373	STRPU_21290
OG0003218	YEAST04068	STRPU_05952
OG0003219	YEAST01656	STRPU_05483
OG0003220	YEAST03417, YEAST00186	STRPU_17156
OG0003221	YEAST05064	STRPU_24811
OG0003223	YEAST04472	STRPU_08794
OG0003228	YEAST06187	STRPU_21707, STRPU_21643
OG0003230	YEAST05487	STRPU_09762, STRPU_09718
OG0003234	YEAST00760	STRPU_08533
OG0003235	YEAST06282	STRPU_22687
OG0003251	YEAST05338, YEAST04904	STRPU_26207
OG0003254	YEAST03911	STRPU_21153
OG0003257	YEAST02741	STRPU_20833, STRPU_20870
OG0003263	YEAST05333	STRPU_08829
OG0003264	YEAST03398	STRPU_07699, STRPU_07685
OG0003266	YEAST05585	STRPU_03311
OG0003267	YEAST02516	STRPU_04175
OG0003270	YEAST01372, YEAST05351, YEAST01476	STRPU_23005, STRPU_00880
OG0003277	YEAST03706	STRPU_22845
OG0003283	YEAST02779	STRPU_23176
OG0003284	YEAST02184	STRPU_24635, STRPU_24634
OG0003287	YEAST00166	STRPU_16133, STRPU_16118
OG0003288	YEAST05062	STRPU_05660
OG0003290	YEAST06325	STRPU_19995
OG0003293	YEAST04930	STRPU_22259
OG0003295	YEAST06127	STRPU_10117, STRPU_10043, STRPU_00141
OG0003300	YEAST03316	STRPU_08671, STRPU_01641, STRPU_11977, STRPU_07721, STRPU_12287
OG0003301	YEAST03267	STRPU_16244, STRPU_16205
OG0003302	YEAST04633	STRPU_04486
OG0003303	YEAST05878	STRPU_21624
OG0003304	YEAST01018	STRPU_02452
OG0003316	YEAST04887	STRPU_00352, STRPU_11013
OG0003317	YEAST03051	STRPU_09007
OG0003318	YEAST02158	STRPU_23527
OG0003332	YEAST02945, YEAST00447	STRPU_07786
OG0003335	YEAST01260	STRPU_20823
OG0003340	YEAST04972	STRPU_24554
OG0003341	YEAST00990	STRPU_21771
OG0003343	YEAST04356, YEAST06258	STRPU_15384
OG0003344	YEAST04764	STRPU_07542, STRPU_00574
OG0003345	YEAST02133	STRPU_03274, STRPU_03496, STRPU_03234, STRPU_03275
OG0003348	YEAST02844	STRPU_24382
OG0003349	YEAST00235, YEAST04798	STRPU_04798, STRPU_04805
OG0003356	YEAST02937	STRPU_08703, STRPU_01469
OG0003357	YEAST04240, YEAST02522	STRPU_09879
OG0003364	YEAST00730	STRPU_12256
OG0003366	YEAST05276, YEAST03075	STRPU_20477, STRPU_20476, STRPU_20479, STRPU_20478
OG0003373	YEAST03755	STRPU_11782, STRPU_11541, STRPU_11733
OG0003374	YEAST03627	STRPU_16743, STRPU_01716
OG0003375	YEAST03722	STRPU_27269, STRPU_27284
OG0003377	YEAST03340	STRPU_12932
OG0003380	YEAST00529	STRPU_14745
OG0003381	YEAST03447, YEAST01380	STRPU_12349
OG0003382	YEAST01627	STRPU_00632, STRPU_12505
OG0003386	YEAST02725	STRPU_10904
OG0003425	YEAST05084	STRPU_27213
OG0003426	YEAST05251	STRPU_21596
OG0003428	YEAST04550, YEAST01154	STRPU_04993
OG0003429	YEAST05921	STRPU_11803
OG0003430	YEAST04732	STRPU_03710
OG0003434	YEAST02689	STRPU_22971
OG0003435	YEAST05483	STRPU_20684
OG0003441	YEAST05981	STRPU_23175
OG0003443	YEAST06032	STRPU_21532
OG0003454	YEAST04088	STRPU_13689, STRPU_02387
OG0003458	YEAST00169	STRPU_07419
OG0003461	YEAST05752, YEAST04759	STRPU_12813
OG0003463	YEAST02371	STRPU_21459
OG0003464	YEAST05120	STRPU_08415
OG0003465	YEAST02874	STRPU_19515
OG0003467	YEAST01278	STRPU_04467, STRPU_04466
OG0003477	YEAST03665	STRPU_07450, STRPU_07441
OG0003483	YEAST06074	STRPU_04672
OG0003487	YEAST03066	STRPU_10374
OG0003491	YEAST03514	STRPU_06727
OG0003493	YEAST01076	STRPU_19324
OG0003497	YEAST00758	STRPU_03308
OG0003498	YEAST05680	STRPU_24846
OG0003500	YEAST03303, YEAST02683	STRPU_02909, STRPU_21217
OG0003501	YEAST01421	STRPU_18507
OG0003502	YEAST02519	STRPU_14905
OG0003503	YEAST00400	STRPU_09082, STRPU_02055
OG0003505	YEAST00697	STRPU_26126
OG0003509	YEAST02850	STRPU_10961
OG0003515	YEAST00923	STRPU_05774
OG0003518	YEAST04809	STRPU_26026
OG0003523	YEAST05393	STRPU_11145
OG0003531	YEAST00465	STRPU_20597
OG0003532	YEAST05810	STRPU_10739
OG0003539	YEAST03774	STRPU_22523
OG0003541	YEAST01314	STRPU_25471
OG0003543	YEAST01290	STRPU_16716
OG0003544	YEAST00251	STRPU_07440, STRPU_07449
OG0003550	YEAST06166	STRPU_01035, STRPU_23404
OG0003551	YEAST01826	STRPU_18972, STRPU_18959
OG0003552	YEAST04163	STRPU_20147
OG0003556	YEAST05216	STRPU_08012
OG0003560	YEAST02357, YEAST05925	STRPU_20500
OG0003561	YEAST06100	STRPU_17360, STRPU_17346
OG0003562	YEAST00960	STRPU_24859
OG0003565	YEAST03392	STRPU_15924, STRPU_00493, STRPU_08942, STRPU_12900
OG0003567	YEAST04838	STRPU_02062, STRPU_09090
OG0003568	YEAST04328	STRPU_14841
OG0003570	YEAST03562, YEAST04635	STRPU_02794
OG0003571	YEAST05553	STRPU_26236
OG0003573	YEAST00597	STRPU_14812
OG0003578	YEAST05031	STRPU_14245
OG0003579	YEAST05446	STRPU_04470
OG0003582	YEAST03174	STRPU_22683
OG0003598	YEAST00803	STRPU_00768, STRPU_19800
OG0003599	YEAST04133	STRPU_26822
OG0003603	YEAST03529	STRPU_08310
OG0003610	YEAST02573	STRPU_01053, STRPU_24252
OG0003611	YEAST01054	STRPU_09452, STRPU_01510
OG0003612	YEAST00808	STRPU_18968, STRPU_18969, STRPU_18956
OG0003613	YEAST02366	STRPU_12108, STRPU_12143
OG0003615	YEAST01638	STRPU_19046
OG0003617	YEAST01843	STRPU_13092, STRPU_13104
OG0003618	YEAST00747	STRPU_08027, STRPU_02032
OG0003619	YEAST04756	STRPU_05456
OG0003624	YEAST00147	STRPU_23504
OG0003630	YEAST04845	STRPU_14988, STRPU_14958
OG0003632	YEAST02125	STRPU_11322
OG0003638	YEAST00956	STRPU_21025
OG0003641	YEAST04061, YEAST01158	STRPU_00224, STRPU_25964
OG0003643	YEAST03144	STRPU_23157
OG0003644	YEAST01545	STRPU_19783, STRPU_00787
OG0003645	YEAST05809, YEAST05493	STRPU_05770
OG0003646	YEAST02349	STRPU_26839
OG0003647	YEAST04352, YEAST04433	STRPU_27138
OG0003649	YEAST00203	STRPU_26514
OG0003650	YEAST00737, YEAST04997	STRPU_07527
OG0003659	YEAST00140	STRPU_24909
OG0003661	YEAST02758	STRPU_23064, STRPU_00650
OG0003664	YEAST03791	STRPU_08332
OG0003668	YEAST06168	STRPU_26719
OG0003669	YEAST02813	STRPU_19296, STRPU_01851
OG0003672	YEAST03137	STRPU_08809
OG0003676	YEAST03110	STRPU_13154, STRPU_13134
OG0003678	YEAST02330	STRPU_19225
OG0003679	YEAST03223	STRPU_24398
OG0003682	YEAST00571	STRPU_20705
OG0003687	YEAST02527, YEAST04246	STRPU_13921, STRPU_13934
OG0003688	YEAST01333, YEAST05362, YEAST00376	STRPU_11389
OG0003689	YEAST04232	STRPU_01600, STRPU_13582
OG0003690	YEAST01162	STRPU_21873
OG0003692	YEAST00692	STRPU_01575, STRPU_09381
OG0003693	YEAST05304	STRPU_22769, STRPU_01926
OG0003694	YEAST01453	STRPU_00897, STRPU_23023
OG0003696	YEAST05704	STRPU_23695, STRPU_23693
OG0003697	YEAST04962	STRPU_00014, STRPU_08308
OG0003698	YEAST03764, YEAST03185	STRPU_09884
OG0003703	YEAST00683	STRPU_12263
OG0003710	YEAST02077	STRPU_17764
OG0003712	YEAST02114	STRPU_02201, STRPU_09234, STRPU_09233, STRPU_02200
OG0003713	YEAST01549, YEAST03807	STRPU_07731
OG0003716	YEAST02390	STRPU_11467
OG0003718	YEAST05772	STRPU_24139
OG0003719	YEAST06338	STRPU_26767, STRPU_26753
OG0003721	YEAST04960	STRPU_21833
OG0003724	YEAST02365, YEAST06120	STRPU_11103, STRPU_11128
OG0003729	YEAST01543	STRPU_24047, STRPU_02614
OG0003731	YEAST04486	STRPU_20490
OG0003733	YEAST03492	STRPU_18985
OG0003734	YEAST02809, YEAST03842	STRPU_20278, STRPU_20274, STRPU_20313, STRPU_00129
OG0003735	YEAST06115	STRPU_17084
OG0003738	YEAST05605	STRPU_08163
OG0003740	YEAST01029	STRPU_12532
OG0003741	YEAST01379	STRPU_02688, STRPU_01677
OG0003743	YEAST06008, YEAST05688	STRPU_18134
OG0003744	YEAST01207	STRPU_22977
OG0003745	YEAST02618	STRPU_14449, STRPU_14432
OG0003749	YEAST04441	STRPU_12317
OG0003750	YEAST00149	STRPU_03777
OG0003756	YEAST01878	STRPU_25349, STRPU_25348
OG0003758	YEAST06133	STRPU_21990, STRPU_21988
OG0003759	YEAST03315	STRPU_10861, STRPU_10841
OG0003766	YEAST03336	STRPU_25294
OG0003767	YEAST01933, YEAST01650	STRPU_07021
OG0003769	YEAST01999	STRPU_26020, STRPU_26021
OG0003770	YEAST01234, YEAST03860	STRPU_05109, STRPU_05036, STRPU_05110, STRPU_05108, STRPU_05035
OG0003778	YEAST05796	STRPU_11538
OG0003779	YEAST04431	STRPU_06113
OG0003806	YEAST02367	STRPU_00975, STRPU_08841
OG0003807	YEAST04265, YEAST03128	STRPU_08093
OG0003808	YEAST01201	STRPU_24251, STRPU_01054
OG0003811	YEAST00417	STRPU_05891
OG0003812	YEAST00287	STRPU_11207
OG0003813	YEAST00254	STRPU_04220, STRPU_04255
OG0003818	YEAST04318	STRPU_05558, STRPU_05616
OG0003824	YEAST01468	STRPU_09421, STRPU_01538
OG0003828	YEAST02448	STRPU_20403
OG0003829	YEAST02032, YEAST01031	STRPU_20384
OG0003831	YEAST03010, YEAST05137, YEAST02344	STRPU_05243
OG0003834	YEAST06322	STRPU_26294, STRPU_26268
OG0003837	YEAST02586	STRPU_08087
OG0003838	YEAST03413	STRPU_05727
OG0003839	YEAST01736	STRPU_19903
OG0003844	YEAST06054	STRPU_27219
OG0003846	YEAST00356	STRPU_10200
OG0003848	YEAST01654	STRPU_19765
OG0003850	YEAST00228	STRPU_17743
OG0003851	YEAST06169	STRPU_22235
OG0003852	YEAST03296	STRPU_22104
OG0003853	YEAST06251	STRPU_21495, STRPU_21486
OG0003855	YEAST04936	STRPU_24429
OG0003856	YEAST03934, YEAST02710	STRPU_09243
OG0003858	YEAST01401	STRPU_20968
OG0003860	YEAST01412	STRPU_24611
OG0003866	YEAST01895	STRPU_17669, STRPU_02253
OG0003867	YEAST03558	STRPU_10594
OG0003868	YEAST01448	STRPU_19663, STRPU_19655
OG0003869	YEAST02771	STRPU_00857, STRPU_14063
OG0003875	YEAST05070	STRPU_12470
OG0003876	YEAST02423	STRPU_18481, STRPU_18439
OG0003877	YEAST04860, YEAST05867, YEAST03825	STRPU_06336
OG0003879	YEAST00463	STRPU_26896
OG0003881	YEAST03851	STRPU_23870, STRPU_23833
OG0003882	YEAST03663	STRPU_25867
OG0003886	YEAST06023	STRPU_25179
OG0003887	YEAST00028	STRPU_15393, STRPU_04757
OG0003893	YEAST05028	STRPU_20997, STRPU_20996
OG0003897	YEAST01270	STRPU_10680, STRPU_00559
OG0003899	YEAST04954	STRPU_24703, STRPU_24689
OG0003904	YEAST01732	STRPU_23136
OG0003907	YEAST02999, YEAST02288	STRPU_05704, STRPU_03722, STRPU_10190, STRPU_17845
OG0003908	YEAST06330	STRPU_23887
OG0003910	YEAST03780	STRPU_16982
OG0003911	YEAST00032	STRPU_24667
OG0003913	YEAST03258	STRPU_18325, STRPU_01122
OG0003918	YEAST00058	STRPU_04601
OG0003921	YEAST06181	STRPU_24499
OG0003926	YEAST04138	STRPU_10755
OG0003929	YEAST04489, YEAST01422	STRPU_25575
OG0003930	YEAST03969	STRPU_11790
OG0003931	YEAST01142	STRPU_08493
OG0003934	YEAST00084	STRPU_24564
OG0003938	YEAST01566, YEAST05133	STRPU_17909
OG0003939	YEAST03211	STRPU_18436, STRPU_18437, STRPU_18479
OG0003944	YEAST01186	STRPU_26716
OG0003946	YEAST03220	STRPU_09832
OG0003947	YEAST06266, YEAST05428	STRPU_09926
OG0003949	YEAST01888	STRPU_12187
OG0003950	YEAST01409	STRPU_12188
OG0003954	YEAST02764	STRPU_07256, STRPU_07231
OG0003955	YEAST03951	STRPU_05331
OG0003959	YEAST02778	STRPU_20127
OG0003961	YEAST01991	STRPU_24706
OG0003967	YEAST05935	STRPU_08909, STRPU_00918
OG0003969	YEAST02146	STRPU_21355
OG0003971	YEAST00520	STRPU_03433
OG0003972	YEAST06331	STRPU_25335
OG0003973	YEAST06329	STRPU_21229, STRPU_21231
OG0003999	YEAST05604	STRPU_01968, STRPU_22810
OG0004000	YEAST06060	STRPU_24949
OG0004005	YEAST06216	STRPU_16657, STRPU_16683
OG0004007	YEAST01456	STRPU_19148
OG0004012	YEAST00755	STRPU_09870
OG0004017	YEAST03019	STRPU_14536
OG0004023	YEAST04349	STRPU_25909
OG0004027	YEAST03587	STRPU_13511
OG0004032	YEAST02562	STRPU_06807
OG0004033	YEAST02572	STRPU_21510
OG0004035	YEAST02134	STRPU_25661
OG0004037	YEAST03371	STRPU_06495
OG0004042	YEAST05578	STRPU_16694, STRPU_16667
OG0004044	YEAST05367	STRPU_24535
OG0004047	YEAST02496	STRPU_08496
OG0004051	YEAST01772	STRPU_22150
OG0004052	YEAST03705	STRPU_23378
OG0004054	YEAST05576	STRPU_20700
OG0004056	YEAST05698	STRPU_23719
OG0004057	YEAST05620	STRPU_11804
OG0004059	YEAST00030	STRPU_21348
OG0004065	YEAST00772	STRPU_11423
OG0004067	YEAST02665	STRPU_06102
OG0004068	YEAST03461	STRPU_17877
OG0004071	YEAST02893	STRPU_20340
OG0004072	YEAST02440	STRPU_14126, STRPU_14112
OG0004075	YEAST02332	STRPU_13427, STRPU_13424, STRPU_13422, STRPU_13420
OG0004076	YEAST05461	STRPU_00594, STRPU_07563
OG0004079	YEAST04385	STRPU_05743
OG0004080	YEAST00812	STRPU_13277
OG0004082	YEAST00063, YEAST05409	STRPU_24384
OG0004090	YEAST02301, YEAST02021	STRPU_24163
OG0004091	YEAST04715	STRPU_19319
OG0004092	YEAST03564, YEAST06307	STRPU_13303
OG0004096	YEAST00160	STRPU_20338
OG0004097	YEAST05039	STRPU_11558
OG0004101	YEAST03547, YEAST02901	STRPU_24073
OG0004102	YEAST05787	STRPU_09962, STRPU_09983
OG0004103	YEAST05061	STRPU_24486, STRPU_24316
OG0004105	YEAST01700, YEAST01565	STRPU_24009
OG0004110	YEAST02825	STRPU_02810
OG0004113	YEAST02059	STRPU_23577
OG0004115	YEAST00325	STRPU_00175, STRPU_10848, STRPU_10829
OG0004116	YEAST00481	STRPU_03821, STRPU_03835
OG0004118	YEAST01855	STRPU_01975, STRPU_22816
OG0004119	YEAST02170	STRPU_25283
OG0004120	YEAST01953	STRPU_04036
OG0004123	YEAST04761	STRPU_24495
OG0004124	YEAST01139	STRPU_07572
OG0004127	YEAST06097	STRPU_00575, STRPU_07543
OG0004130	YEAST03149	STRPU_16002
OG0004134	YEAST05611	STRPU_10399
OG0004136	YEAST01084	STRPU_18932
OG0004142	YEAST05774	STRPU_22286
OG0004148	YEAST00867	STRPU_13669, STRPU_02401
OG0004150	YEAST04690	STRPU_17897
OG0004151	YEAST04284	STRPU_25469
OG0004153	YEAST05958, YEAST04386, YEAST00290	STRPU_04733, STRPU_04726
OG0004154	YEAST05587	STRPU_23784
OG0004158	YEAST03379	STRPU_24023, STRPU_02639
OG0004161	YEAST04124	STRPU_24354
OG0004162	YEAST04517	STRPU_08075
OG0004164	YEAST05923	STRPU_04686
OG0004166	YEAST00189	STRPU_09733, STRPU_09689
OG0004168	YEAST03028	STRPU_14329
OG0004169	YEAST05813	STRPU_08900, STRPU_00919, STRPU_08901, STRPU_08902
OG0004170	YEAST05906	STRPU_12942, STRPU_12955
OG0004171	YEAST04501	STRPU_16148
OG0004179	YEAST01050	STRPU_08384
OG0004181	YEAST03406	STRPU_05420, STRPU_05421
OG0004182	YEAST03699	STRPU_17424
OG0004184	YEAST00127	STRPU_08996
OG0004186	YEAST04981	STRPU_21395
OG0004188	YEAST02761	STRPU_16239, STRPU_16200, STRPU_10934
OG0004198	YEAST02869, YEAST03548	STRPU_22505
OG0004215	YEAST04590	STRPU_14765, STRPU_02559
OG0004217	YEAST01257	STRPU_04965
OG0004219	YEAST00912	STRPU_24948
OG0004222	YEAST05826	STRPU_21148
OG0004230	YEAST02220	STRPU_03309
OG0004232	YEAST05931	STRPU_10212
OG0004236	YEAST05432	STRPU_20693
OG0004237	YEAST04445, YEAST04344	STRPU_05856
OG0004239	YEAST05144	STRPU_20308
OG0004243	YEAST00306	STRPU_25021
OG0004245	YEAST00859	STRPU_09672
OG0004248	YEAST03678	STRPU_11280, STRPU_11242, STRPU_11281
OG0004249	YEAST02740	STRPU_05688
OG0004250	YEAST05543	STRPU_20579
OG0004252	YEAST05178	STRPU_06470, STRPU_06473
OG0004254	YEAST03900	STRPU_04154
OG0004258	YEAST00665	STRPU_05921
OG0004259	YEAST03730	STRPU_27359
OG0004261	YEAST02564	STRPU_25985
OG0004262	YEAST02368	STRPU_21542
OG0004268	YEAST00496	STRPU_04469
OG0004269	YEAST04758	STRPU_09465, STRPU_09466
OG0004273	YEAST02547	STRPU_08464
OG0004278	YEAST00243	STRPU_26571
OG0004280	YEAST05895	STRPU_16617
OG0004282	YEAST02575, YEAST06242	STRPU_24365
OG0004283	YEAST04184	STRPU_05367
OG0004287	YEAST01708	STRPU_20550
OG0004289	YEAST05719	STRPU_20972
OG0004291	YEAST00852	STRPU_21078
OG0004292	YEAST02537	STRPU_18201
OG0004295	YEAST05946	STRPU_18784
OG0004297	YEAST01463	STRPU_20036
OG0004300	YEAST05309	STRPU_21999
OG0004301	YEAST03850	STRPU_02519, STRPU_15137
OG0004302	YEAST05203	STRPU_14723
OG0004303	YEAST02492	STRPU_06629
OG0004304	YEAST02425, YEAST05929	STRPU_10222
OG0004305	YEAST02123	STRPU_10897, STRPU_10895
OG0004307	YEAST04592	STRPU_08356
OG0004308	YEAST04835	STRPU_17528
OG0004309	YEAST05924	STRPU_11289
OG0004310	YEAST05001	STRPU_22930
OG0004312	YEAST03330	STRPU_26183
OG0004314	YEAST00500	STRPU_19410
OG0004324	YEAST04322	STRPU_24904
OG0004330	YEAST06277	STRPU_21871
OG0004331	YEAST06230	STRPU_21658, STRPU_21723
OG0004333	YEAST01391	STRPU_24897
OG0004335	YEAST01057	STRPU_05371
OG0004337	YEAST05652	STRPU_01557, STRPU_09403, STRPU_01558, STRPU_01556, STRPU_09401, STRPU_09400
OG0004338	YEAST05023	STRPU_05398
OG0004344	YEAST02441	STRPU_22062
OG0004345	YEAST04894	STRPU_19863, STRPU_19890
OG0004347	YEAST04515	STRPU_02516, STRPU_15134
OG0004348	YEAST03956	STRPU_06508
OG0004350	YEAST04742	STRPU_16900
OG0004351	YEAST04167	STRPU_10892
OG0004353	YEAST05143	STRPU_10473
OG0004356	YEAST02877	STRPU_16141, STRPU_16134
OG0004357	YEAST02304	STRPU_07481
OG0004358	YEAST01304	STRPU_23362
OG0004359	YEAST01873	STRPU_23834, STRPU_23872
OG0004364	YEAST00647	STRPU_21818
OG0004366	YEAST01097	STRPU_25733
OG0004369	YEAST04013	STRPU_19645, STRPU_19675
OG0004370	YEAST02378	STRPU_06731
OG0004374	YEAST00556	STRPU_14956, STRPU_14987
OG0004377	YEAST05181	STRPU_13587, STRPU_01605
OG0004378	YEAST03291	STRPU_14220
OG0004379	YEAST02180, YEAST04152	STRPU_12632
OG0004380	YEAST04825	STRPU_04047
OG0004382	YEAST03218	STRPU_26803
OG0004394	YEAST00619	STRPU_05865
OG0004396	YEAST01668	STRPU_10960
OG0004400	YEAST03238, YEAST03731	STRPU_24835
OG0004401	YEAST04219	STRPU_00105, STRPU_22184
OG0004404	YEAST00833, YEAST00883	STRPU_03631
