Orthogroup	YEAST	HUMAN
OG0002001	YEAST00502, YEAST03944	HUMAN06657, HUMAN12156
OG0002003	YEAST02826, YEAST03671	HUMAN09340, HUMAN17505, HUMAN09339, HUMAN09338
OG0002008	YEAST00768	HUMAN03542, HUMAN22606
OG0002010	YEAST00609	HUMAN20263, HUMAN13434, HUMAN13440, HUMAN10451, HUMAN10452, HUMAN13438, HUMAN13437
OG0002014	YEAST02422	HUMAN01361, HUMAN26801, HUMAN26800, HUMAN26799, HUMAN01362, HUMAN21111
OG0002015	YEAST05525	HUMAN20193, HUMAN20194, HUMAN10277, HUMAN20192
OG0002025	YEAST03650	HUMAN10728
OG0002026	YEAST01247	HUMAN30074, HUMAN07690
OG0002029	YEAST02646	HUMAN19340, HUMAN19571, HUMAN19572
OG0002031	YEAST02752	HUMAN12775, HUMAN26512
OG0002032	YEAST01221	HUMAN05596, HUMAN05597
OG0002042	YEAST02880	HUMAN03199, HUMAN03198, HUMAN03197
OG0002043	YEAST04003	HUMAN00470, HUMAN00469, HUMAN27809
OG0002059	YEAST05893, YEAST04718	HUMAN14516, HUMAN01268, HUMAN01269
OG0002062	YEAST05454	HUMAN09834, HUMAN14941, HUMAN14940
OG0002063	YEAST00838	HUMAN23748, HUMAN23747, HUMAN23746, HUMAN28682, HUMAN23745
OG0002067	YEAST03444	HUMAN10471, HUMAN27448, HUMAN27449, HUMAN10470, HUMAN05101, HUMAN05100, HUMAN05102, HUMAN27447, HUMAN27451, HUMAN27446, HUMAN10469
OG0002069	YEAST05962	HUMAN28251, HUMAN28252, HUMAN28249, HUMAN18933, HUMAN18934, HUMAN28250
OG0002073	YEAST04552	HUMAN23862, HUMAN23861, HUMAN20828, HUMAN18650
OG0002076	YEAST02206	HUMAN06613, HUMAN20823
OG0002078	YEAST06232	HUMAN13179
OG0002079	YEAST05765, YEAST00483	HUMAN22905, HUMAN30320
OG0002080	YEAST05220, YEAST04736	HUMAN07100, HUMAN12467
OG0002084	YEAST04529	HUMAN03437, HUMAN03435, HUMAN03436, HUMAN17130, HUMAN17131
OG0002087	YEAST05702	HUMAN29203
OG0002090	YEAST02246	HUMAN24839
OG0002093	YEAST02255	HUMAN25025
OG0002097	YEAST02697	HUMAN22005, HUMAN29689, HUMAN22006, HUMAN22007
OG0002101	YEAST03902	HUMAN28559, HUMAN28561, HUMAN28560, HUMAN28558
OG0002103	YEAST05974	HUMAN04751, HUMAN30155, HUMAN30139, HUMAN30145, HUMAN30144
OG0002106	YEAST03654	HUMAN23038, HUMAN24893
OG0002108	YEAST03715	HUMAN17009, HUMAN25939, HUMAN08879
OG0002123	YEAST03709	HUMAN00460, HUMAN27805, HUMAN19320, HUMAN27807, HUMAN27806, HUMAN19319
OG0002125	YEAST05183	HUMAN29833, HUMAN20376
OG0002131	YEAST04275	HUMAN28897, HUMAN28898
OG0002137	YEAST04320	HUMAN16869, HUMAN21685
OG0002138	YEAST02406	HUMAN06987, HUMAN06986
OG0002144	YEAST02673	HUMAN07163, HUMAN10788, HUMAN10789, HUMAN07164, HUMAN07161
OG0002146	YEAST04333, YEAST00109, YEAST03088, YEAST04454	HUMAN26928, HUMAN20884
OG0002147	YEAST04532, YEAST01219	HUMAN05917, HUMAN21834, HUMAN21835, HUMAN21833
OG0002148	YEAST02060	HUMAN09309, HUMAN16972
OG0002152	YEAST05624	HUMAN29898, HUMAN29896, HUMAN06918, HUMAN24926
OG0002156	YEAST03007	HUMAN23074
OG0002160	YEAST03960	HUMAN30547, HUMAN30546, HUMAN08352, HUMAN30545, HUMAN30548, HUMAN30549, HUMAN30550
OG0002168	YEAST00516	HUMAN28277, HUMAN28276, HUMAN28275, HUMAN17195
OG0002169	YEAST02258	HUMAN17132, HUMAN03434
OG0002175	YEAST04956	HUMAN01262, HUMAN29256, HUMAN28064, HUMAN25497, HUMAN16983, HUMAN25495
OG0002184	YEAST00242	HUMAN23481, HUMAN14768
OG0002185	YEAST05212	HUMAN11287, HUMAN11285, HUMAN11271
OG0002188	YEAST04638, YEAST03913	HUMAN18175
OG0002189	YEAST02882, YEAST04447	HUMAN09640
OG0002213	YEAST01241, YEAST05495	HUMAN02703
OG0002216	YEAST06040	HUMAN26776
OG0002217	YEAST06033	HUMAN18668, HUMAN18667
OG0002222	YEAST03240	HUMAN18518, HUMAN18519
OG0002224	YEAST01574	HUMAN03121, HUMAN26274
OG0002225	YEAST04939	HUMAN15442, HUMAN15441, HUMAN04945, HUMAN04946
OG0002226	YEAST00948	HUMAN14861, HUMAN14859, HUMAN22446, HUMAN14860
OG0002228	YEAST04154, YEAST05632	HUMAN13403, HUMAN15939
OG0002233	YEAST00277	HUMAN29780
OG0002239	YEAST03509	HUMAN01599
OG0002239	YEAST01621	HUMAN10125, HUMAN23236
OG0002241	YEAST02005	HUMAN20013, HUMAN24854, HUMAN20014
OG0002243	YEAST04599, YEAST03601, YEAST04600	HUMAN24387, HUMAN17085
OG0002244	YEAST02768	HUMAN30021, HUMAN30020, HUMAN28593
OG0002252	YEAST00826	HUMAN06074, HUMAN13562, HUMAN13563, HUMAN13561, HUMAN10150, HUMAN10149
OG0002261	YEAST00472	HUMAN26610, HUMAN26609
OG0002264	YEAST01705	HUMAN30321, HUMAN00757
OG0002279	YEAST05800	HUMAN17617, HUMAN07773, HUMAN17618
OG0002282	YEAST00881	HUMAN14852, HUMAN24776, HUMAN24779, HUMAN24778, HUMAN24777
OG0002288	YEAST01591, YEAST05154	HUMAN22780, HUMAN23814
OG0002292	YEAST00152	HUMAN20567
OG0002292	YEAST03411	HUMAN04308
OG0002297	YEAST01217	HUMAN00943
OG0002312	YEAST06295	HUMAN03791, HUMAN24016
OG0002316	YEAST01805	HUMAN00675, HUMAN00674, HUMAN29642, HUMAN29641
OG0002318	YEAST02923	HUMAN14764
OG0002319	YEAST00329	HUMAN30619, HUMAN29581, HUMAN21817, HUMAN21816, HUMAN21815
OG0002321	YEAST02461	HUMAN17177
OG0002324	YEAST02615, YEAST06287	HUMAN26593
OG0002326	YEAST00310, YEAST02699	HUMAN08506, HUMAN25742
OG0002327	YEAST00346, YEAST06217	HUMAN30541, HUMAN23011, HUMAN21036, HUMAN30542
OG0002331	YEAST01653	HUMAN19166, HUMAN14100, HUMAN14101
OG0002332	YEAST01606, YEAST05184, YEAST00285	HUMAN22581, HUMAN17089, HUMAN17088
OG0002341	YEAST03640, YEAST04562	HUMAN03984, HUMAN03985
OG0002344	YEAST02312, YEAST02019	HUMAN11772, HUMAN07290, HUMAN07289
OG0002346	YEAST02012	HUMAN20281, HUMAN04431, HUMAN04432
OG0002348	YEAST01845	HUMAN08458, HUMAN04091
OG0002355	YEAST00016	HUMAN22890, HUMAN24369, HUMAN24368, HUMAN24367
OG0002356	YEAST00259	HUMAN05813, HUMAN16034
OG0002361	YEAST01027	HUMAN18700, HUMAN08727
OG0002367	YEAST01179	HUMAN01315, HUMAN23440, HUMAN23441
OG0002369	YEAST03766	HUMAN08931
OG0002374	YEAST02010, YEAST00133	HUMAN13712, HUMAN13711, HUMAN19212
OG0002377	YEAST05000	HUMAN16997, HUMAN29697, HUMAN08799
OG0002385	YEAST03974	HUMAN10731, HUMAN10730, HUMAN20212, HUMAN13442
OG0002406	YEAST05509	HUMAN05709, HUMAN11344, HUMAN05707, HUMAN05708, HUMAN11342, HUMAN11345, HUMAN11346
OG0002407	YEAST00012	HUMAN30305, HUMAN03387
OG0002409	YEAST02027	HUMAN30558, HUMAN02835
OG0002411	YEAST05950, YEAST02407	HUMAN01621, HUMAN09554, HUMAN01620
OG0002412	YEAST06171	HUMAN03845
OG0002413	YEAST01196	HUMAN14693, HUMAN14692
OG0002415	YEAST01271	HUMAN03247
OG0002421	YEAST02982	HUMAN09616, HUMAN09615, HUMAN11189, HUMAN11188
OG0002422	YEAST05026	HUMAN30114, HUMAN03138
OG0002426	YEAST00184	HUMAN25972, HUMAN15924, HUMAN25971, HUMAN20163
OG0002441	YEAST00068, YEAST02278, YEAST05821	HUMAN30009, HUMAN25440, HUMAN25441
OG0002442	YEAST05932	HUMAN11990, HUMAN16430, HUMAN19185, HUMAN16431
OG0002443	YEAST04906	HUMAN06724, HUMAN06723
OG0002446	YEAST04254	HUMAN20214, HUMAN20213, HUMAN20216, HUMAN20215
OG0002450	YEAST04575	HUMAN01809, HUMAN23540, HUMAN23541
OG0002453	YEAST00512	HUMAN05698, HUMAN05699
OG0002476	YEAST05799	HUMAN25139, HUMAN11340, HUMAN11341
OG0002486	YEAST01433	HUMAN02600, HUMAN02597, HUMAN02601, HUMAN02598, HUMAN02599
OG0002492	YEAST01624	HUMAN18352, HUMAN18351
OG0002494	YEAST02402	HUMAN27784, HUMAN19149, HUMAN27783, HUMAN19150, HUMAN19148, HUMAN27785
OG0002495	YEAST02772	HUMAN17937
OG0002497	YEAST02747	HUMAN12673, HUMAN20584
OG0002500	YEAST05648	HUMAN10791
OG0002505	YEAST02959	HUMAN26605
OG0002510	YEAST04753	HUMAN05353
OG0002516	YEAST00066	HUMAN05465, HUMAN05466, HUMAN05464, HUMAN16177, HUMAN16175
OG0002518	YEAST02890	HUMAN00380
OG0002520	YEAST05256	HUMAN24112, HUMAN24111, HUMAN22540
OG0002523	YEAST06234	HUMAN20518, HUMAN27049, HUMAN09159, HUMAN09158
OG0002527	YEAST01639	HUMAN02229, HUMAN29157
OG0002528	YEAST00372	HUMAN23868
OG0002530	YEAST05530, YEAST03790	HUMAN23709, HUMAN09617
OG0002532	YEAST03235	HUMAN13394, HUMAN13393, HUMAN13392
OG0002533	YEAST04525	HUMAN11744
OG0002543	YEAST00527	HUMAN19881
OG0002557	YEAST06243	HUMAN08141, HUMAN08142, HUMAN08140, HUMAN24875, HUMAN24874, HUMAN08143
OG0002561	YEAST04438, YEAST02106	HUMAN04664, HUMAN04663
OG0002562	YEAST03992	HUMAN14234, HUMAN14233
OG0002564	YEAST02186	HUMAN13229, HUMAN13228, HUMAN25943
OG0002565	YEAST04224, YEAST02499	HUMAN00212, HUMAN21579
OG0002570	YEAST00592	HUMAN18921, HUMAN18922, HUMAN18920, HUMAN18918
OG0002574	YEAST05657	HUMAN16956, HUMAN08751, HUMAN08750, HUMAN16955
OG0002594	YEAST06174	HUMAN11372, HUMAN08170, HUMAN11373
OG0002598	YEAST04621, YEAST03577	HUMAN01102, HUMAN01103, HUMAN28755
OG0002605	YEAST06332	HUMAN01301
OG0002608	YEAST03716, YEAST02846	HUMAN06843, HUMAN03969
OG0002609	YEAST01355	HUMAN01607, HUMAN23225, HUMAN23226
OG0002610	YEAST01078, YEAST03973	HUMAN10997, HUMAN28410
OG0002612	YEAST03508	HUMAN20533
OG0002617	YEAST00866	HUMAN23924
OG0002618	YEAST06247	HUMAN13257, HUMAN13256, HUMAN26619, HUMAN26618, HUMAN26621, HUMAN26620
OG0002629	YEAST05919	HUMAN20374
OG0002630	YEAST05202	HUMAN25070
OG0002632	YEAST02755	HUMAN09952, HUMAN23528, HUMAN09954
OG0002633	YEAST04206	HUMAN16875, HUMAN08371, HUMAN08372
OG0002636	YEAST01664, YEAST06215	HUMAN16278, HUMAN16274, HUMAN16276, HUMAN16277, HUMAN16275
OG0002638	YEAST04703	HUMAN01787, HUMAN01789, HUMAN01788
OG0002643	YEAST01938	HUMAN20604
OG0002644	YEAST00724	HUMAN29591, HUMAN29590, HUMAN30338
OG0002645	YEAST01436	HUMAN29930, HUMAN29929
OG0002646	YEAST01946	HUMAN27004, HUMAN27005
OG0002651	YEAST02247, YEAST02868	HUMAN02517
OG0002652	YEAST04937	HUMAN11375, HUMAN11376
OG0002656	YEAST05701	HUMAN13128, HUMAN26931, HUMAN26932, HUMAN26934, HUMAN17858
OG0002659	YEAST06290	HUMAN16666, HUMAN16665
OG0002666	YEAST02507	HUMAN10480, HUMAN10479
OG0002668	YEAST02324	HUMAN11506, HUMAN21494
OG0002677	YEAST05210	HUMAN13550, HUMAN13549
OG0002681	YEAST04585	HUMAN10827, HUMAN10831, HUMAN10830, HUMAN13043, HUMAN10829, HUMAN10826, HUMAN10828
OG0002683	YEAST03676	HUMAN00986
OG0002705	YEAST00553	HUMAN14290, HUMAN14291, HUMAN14293, HUMAN14292, HUMAN23419
OG0002713	YEAST00413, YEAST06057	HUMAN05228, HUMAN05231, HUMAN05229, HUMAN05230
OG0002715	YEAST01174, YEAST04131	HUMAN21069
OG0002717	YEAST02430	HUMAN23809, HUMAN30267, HUMAN23808, HUMAN30266
OG0002718	YEAST03380, YEAST03502	HUMAN00242
OG0002720	YEAST01914	HUMAN18873
OG0002722	YEAST04059	HUMAN08443
OG0002726	YEAST02958	HUMAN22818, HUMAN03294
OG0002729	YEAST01155	HUMAN17408, HUMAN17407, HUMAN17406
OG0002739	YEAST01877	HUMAN22427
OG0002740	YEAST01658	HUMAN25260, HUMAN00797, HUMAN00798
OG0002742	YEAST03713	HUMAN03393, HUMAN22768
OG0002743	YEAST01824, YEAST03362	HUMAN26086
OG0002745	YEAST04244	HUMAN13551, HUMAN13554, HUMAN13552
OG0002746	YEAST04902, YEAST05332	HUMAN15625, HUMAN15627, HUMAN15626
OG0002747	YEAST05617	HUMAN11270, HUMAN11269, HUMAN29148, HUMAN29149
OG0002749	YEAST02810	HUMAN29710, HUMAN29709, HUMAN23025, HUMAN22585, HUMAN29711
OG0002750	YEAST04952	HUMAN23773, HUMAN23772, HUMAN23774
OG0002752	YEAST03686	HUMAN07518
OG0002753	YEAST03742	HUMAN20449, HUMAN26788
OG0002754	YEAST03620	HUMAN29589
OG0002756	YEAST04058	HUMAN20470, HUMAN20472, HUMAN20471, HUMAN20473, HUMAN05711
OG0002758	YEAST04409	HUMAN26372
OG0002760	YEAST01927	HUMAN06968, HUMAN06969
OG0002761	YEAST03261	HUMAN10768, HUMAN10770, HUMAN10765, HUMAN10769
OG0002763	YEAST00260	HUMAN12876, HUMAN12877
OG0002764	YEAST00423	HUMAN00203, HUMAN21583, HUMAN21584
OG0002765	YEAST01667, YEAST05523	HUMAN18571, HUMAN04184, HUMAN11132
OG0002766	YEAST05357	HUMAN08906, HUMAN08907
OG0002767	YEAST04591	HUMAN05408, HUMAN07551, HUMAN22340
OG0002771	YEAST02043	HUMAN25873, HUMAN08432
OG0002772	YEAST03384	HUMAN14317, HUMAN14316
OG0002773	YEAST03677	HUMAN29570, HUMAN29569
OG0002774	YEAST03575	HUMAN14548, HUMAN09559
OG0002775	YEAST03021	HUMAN08367, HUMAN08366
OG0002781	YEAST05450	HUMAN06619, HUMAN06620, HUMAN18025
OG0002782	YEAST02121	HUMAN04941, HUMAN17052
OG0002785	YEAST06106, YEAST01228	HUMAN01002, HUMAN23487
OG0002788	YEAST02578, YEAST01232	HUMAN04344
OG0002793	YEAST01371	HUMAN04912, HUMAN04911
OG0002799	YEAST01461	HUMAN26462, HUMAN26461, HUMAN10338
OG0002817	YEAST01189, YEAST04922	HUMAN17019, HUMAN17018, HUMAN08723, HUMAN08722
OG0002824	YEAST02137	HUMAN17718, HUMAN17717, HUMAN03006, HUMAN17716
OG0002826	YEAST00174	HUMAN18765, HUMAN15887
OG0002827	YEAST05976	HUMAN25478, HUMAN30650, HUMAN25479
OG0002828	YEAST00227, YEAST00963	HUMAN05585
OG0002831	YEAST03282	HUMAN27007, HUMAN27006
OG0002835	YEAST02656	HUMAN00763, HUMAN25369
OG0002837	YEAST01987, YEAST00157	HUMAN07500, HUMAN22403, HUMAN07501
OG0002839	YEAST03148	HUMAN20812
OG0002843	YEAST04737	HUMAN07115, HUMAN07114, HUMAN07116
OG0002844	YEAST05563	HUMAN20872, HUMAN20871
OG0002847	YEAST02294	HUMAN07253
OG0002851	YEAST04951	HUMAN19430, HUMAN25764
OG0002855	YEAST00137	HUMAN05441
OG0002860	YEAST02712	HUMAN10172, HUMAN10171, HUMAN10173, HUMAN10175
OG0002866	YEAST01136	HUMAN14628, HUMAN28472, HUMAN14625, HUMAN14627, HUMAN14626
OG0002876	YEAST02348	HUMAN07598, HUMAN07597, HUMAN25757, HUMAN25758
OG0002877	YEAST04537	HUMAN14970, HUMAN14971
OG0002883	YEAST03027	HUMAN03205, HUMAN03204
OG0002891	YEAST03205	HUMAN14847, HUMAN14848, HUMAN25521
OG0002893	YEAST03653	HUMAN07626
OG0002894	YEAST00906	HUMAN18791, HUMAN08388, HUMAN18790
OG0002895	YEAST01471, YEAST05353, YEAST05456	HUMAN05785, HUMAN02351
OG0002897	YEAST06308	HUMAN17714
OG0002899	YEAST00283	HUMAN05885, HUMAN21832
OG0002900	YEAST05306	HUMAN10028, HUMAN10029, HUMAN01530
OG0002907	YEAST02061	HUMAN23627, HUMAN10077
OG0002910	YEAST00223	HUMAN06997
OG0002915	YEAST02264	HUMAN11256, HUMAN11257, HUMAN24540
OG0002917	YEAST03703	HUMAN18334
OG0002921	YEAST06254	HUMAN10838, HUMAN10837
OG0002922	YEAST01261	HUMAN03714, HUMAN27706, HUMAN27705
OG0002947	YEAST00232	HUMAN24582
OG0002948	YEAST03584	HUMAN00328, HUMAN11994, HUMAN11995
OG0002949	YEAST00419, YEAST06063	HUMAN16285, HUMAN16286
OG0002952	YEAST05257	HUMAN27469, HUMAN27471, HUMAN24130, HUMAN24129
OG0002953	YEAST03034	HUMAN20502, HUMAN20503
OG0002957	YEAST03253	HUMAN07640, HUMAN07639
OG0002960	YEAST05502	HUMAN24799, HUMAN24800, HUMAN24798
OG0002965	YEAST03804	HUMAN03579
OG0002966	YEAST06059	HUMAN29424, HUMAN29425, HUMAN02172
OG0002968	YEAST00199	HUMAN24820, HUMAN00733
OG0002969	YEAST00655	HUMAN12534, HUMAN12532
OG0002982	YEAST02471	HUMAN03720, HUMAN03721
OG0002984	YEAST00961, YEAST01144	HUMAN16272
OG0002985	YEAST02147	HUMAN10424
OG0002987	YEAST02970, YEAST00081, YEAST02488	HUMAN26273, HUMAN24326
OG0002991	YEAST03345, YEAST01842	HUMAN03582
OG0002997	YEAST02374	HUMAN00852
OG0003001	YEAST01497	HUMAN17856, HUMAN17855, HUMAN20696, HUMAN20697, HUMAN20695, HUMAN17854
OG0003004	YEAST02183	HUMAN16853, HUMAN15812
OG0003006	YEAST00899	HUMAN10234, HUMAN10235
OG0003010	YEAST03035	HUMAN03814, HUMAN03815
OG0003012	YEAST04512	HUMAN21461
OG0003016	YEAST04810	HUMAN22317, HUMAN22316, HUMAN05184
OG0003017	YEAST02213	HUMAN14079, HUMAN14078, HUMAN14075, HUMAN14074
OG0003018	YEAST01635, YEAST01949	HUMAN03994
OG0003027	YEAST05498	HUMAN12410, HUMAN10065
OG0003028	YEAST05822	HUMAN00807, HUMAN00806, HUMAN00805
OG0003029	YEAST04523	HUMAN14111, HUMAN14113, HUMAN14112, HUMAN14110
OG0003033	YEAST02457, YEAST02640	HUMAN21249, HUMAN21248
OG0003039	YEAST00055	HUMAN09904, HUMAN23553
OG0003043	YEAST02551	HUMAN11992
OG0003046	YEAST01632	HUMAN11214, HUMAN23145
OG0003054	YEAST04909, YEAST05341	HUMAN07888, HUMAN07887
OG0003056	YEAST02257	HUMAN19464, HUMAN19465, HUMAN18715
OG0003059	YEAST02832, YEAST03675	HUMAN17041
OG0003063	YEAST00204	HUMAN07039
OG0003066	YEAST00969	HUMAN07058, HUMAN30146, HUMAN30147, HUMAN24936, HUMAN24937, HUMAN04324, HUMAN04323, HUMAN04325, HUMAN07057
OG0003067	YEAST01070	HUMAN18654
OG0003067	YEAST03159	HUMAN27679
OG0003072	YEAST05076	HUMAN01387, HUMAN26957
OG0003073	YEAST00167	HUMAN13091
OG0003079	YEAST01019	HUMAN28617, HUMAN14136
OG0003101	YEAST01357	HUMAN00608, HUMAN27861, HUMAN19271
OG0003104	YEAST00861	HUMAN29466, HUMAN29467, HUMAN02051
OG0003105	YEAST04282	HUMAN29008
OG0003106	YEAST03619	HUMAN09821
OG0003107	YEAST00029	HUMAN11467, HUMAN11466
OG0003108	YEAST00796	HUMAN06800, HUMAN06805
OG0003110	YEAST02197	HUMAN28424
OG0003114	YEAST00453, YEAST02426	HUMAN04985, HUMAN04984
OG0003119	YEAST00778	HUMAN21319
OG0003121	YEAST03190	HUMAN09673, HUMAN14356, HUMAN26950
OG0003126	YEAST00300	HUMAN28486
OG0003131	YEAST04435, YEAST04350	HUMAN07183
OG0003135	YEAST02069	HUMAN15787
OG0003138	YEAST01790, YEAST00784	HUMAN18543, HUMAN18544, HUMAN18545, HUMAN18546
OG0003145	YEAST06012	HUMAN01270
OG0003147	YEAST03729	HUMAN17255
OG0003151	YEAST03910	HUMAN27968, HUMAN18869, HUMAN08206
OG0003153	YEAST05438	HUMAN19216, HUMAN19215
OG0003154	YEAST00694	HUMAN01026
OG0003157	YEAST01203	HUMAN05273, HUMAN05272
OG0003164	YEAST05549, YEAST04492	HUMAN30072, HUMAN27461
OG0003169	YEAST04410	HUMAN17978
OG0003172	YEAST06030	HUMAN01490
OG0003174	YEAST06178	HUMAN23922, HUMAN23921, HUMAN23923
OG0003178	YEAST05823	HUMAN15504, HUMAN08420, HUMAN08421
OG0003179	YEAST00905	HUMAN22541
OG0003182	YEAST05565	HUMAN08117, HUMAN08118
OG0003189	YEAST00820	HUMAN19512, HUMAN19511
OG0003190	YEAST02550	HUMAN23026
OG0003191	YEAST01068	HUMAN06605
OG0003193	YEAST02494	HUMAN07624
OG0003197	YEAST06274	HUMAN17605, HUMAN17604, HUMAN17603
OG0003199	YEAST04961	HUMAN30572
OG0003207	YEAST04056	HUMAN26778, HUMAN20856, HUMAN20855, HUMAN26777
OG0003212	YEAST05531	HUMAN24989, HUMAN20352, HUMAN20354
OG0003214	YEAST03701	HUMAN06365, HUMAN17740
OG0003215	YEAST04373	HUMAN02681, HUMAN08405
OG0003218	YEAST04068	HUMAN30583
OG0003219	YEAST01656	HUMAN22950, HUMAN22949
OG0003220	YEAST03417, YEAST00186	HUMAN29636, HUMAN00810
OG0003221	YEAST05064	HUMAN24556, HUMAN00790
OG0003223	YEAST04472	HUMAN19114
OG0003228	YEAST06187	HUMAN08956
OG0003230	YEAST05487	HUMAN03745
OG0003234	YEAST00760	HUMAN23993
OG0003235	YEAST06282	HUMAN30554, HUMAN30553, HUMAN30552
OG0003251	YEAST05338, YEAST04904	HUMAN23183, HUMAN11019
OG0003254	YEAST03911	HUMAN04752
OG0003257	YEAST02741	HUMAN09013, HUMAN09014, HUMAN09015
OG0003263	YEAST05333	HUMAN15937, HUMAN15936
OG0003264	YEAST03398	HUMAN24506, HUMAN24505, HUMAN24504, HUMAN24507, HUMAN24503, HUMAN24508, HUMAN24502, HUMAN25197
OG0003266	YEAST05585	HUMAN05508, HUMAN19360, HUMAN05507, HUMAN05506
OG0003267	YEAST02516	HUMAN03394
OG0003270	YEAST01372, YEAST05351, YEAST01476	HUMAN06226
OG0003277	YEAST03706	HUMAN06094, HUMAN26863, HUMAN01427, HUMAN26861
OG0003283	YEAST02779	HUMAN26779
OG0003284	YEAST02184	HUMAN18141
OG0003287	YEAST00166	HUMAN27838, HUMAN27837, HUMAN18594, HUMAN18593, HUMAN16672
OG0003288	YEAST05062	HUMAN30308
OG0003290	YEAST06325	HUMAN01175
OG0003293	YEAST04930	HUMAN06629
OG0003295	YEAST06127	HUMAN03174
OG0003301	YEAST03267	HUMAN05757, HUMAN03223
OG0003302	YEAST04633	HUMAN24407, HUMAN24404, HUMAN24408, HUMAN24406, HUMAN24405
OG0003303	YEAST05878	HUMAN02696
OG0003304	YEAST01018	HUMAN26514, HUMAN12786
OG0003316	YEAST04887	HUMAN17612, HUMAN17611
OG0003317	YEAST03051	HUMAN13511
OG0003318	YEAST02158	HUMAN20325, HUMAN29926
OG0003332	YEAST02945, YEAST00447	HUMAN00604
OG0003335	YEAST01260	HUMAN09257
OG0003340	YEAST04972	HUMAN13928, HUMAN13927, HUMAN13924, HUMAN13926, HUMAN13925, HUMAN00467
OG0003341	YEAST00990	HUMAN17044, HUMAN17043
OG0003343	YEAST04356, YEAST06258	HUMAN12267
OG0003344	YEAST04764	HUMAN16583, HUMAN16582
OG0003348	YEAST02844	HUMAN02924, HUMAN17738
OG0003349	YEAST00235, YEAST04798	HUMAN22753, HUMAN03238
OG0003356	YEAST02937	HUMAN10721, HUMAN13177, HUMAN13178
OG0003357	YEAST04240, YEAST02522	HUMAN12004, HUMAN12005, HUMAN24237, HUMAN12003
OG0003364	YEAST00730	HUMAN06821, HUMAN16054
OG0003366	YEAST05276, YEAST03075	HUMAN16863, HUMAN16862
OG0003373	YEAST03755	HUMAN05820
OG0003374	YEAST03627	HUMAN28112, HUMAN16615
OG0003375	YEAST03722	HUMAN23698
OG0003377	YEAST03340	HUMAN04348
OG0003380	YEAST00529	HUMAN19717
OG0003381	YEAST03447, YEAST01380	HUMAN06186, HUMAN06188, HUMAN06184, HUMAN06185, HUMAN04158
OG0003382	YEAST01627	HUMAN19968, HUMAN01608
OG0003386	YEAST02725	HUMAN05900, HUMAN05902, HUMAN05903
OG0003425	YEAST05084	HUMAN23668, HUMAN23669
OG0003426	YEAST05251	HUMAN04822, HUMAN04821
OG0003428	YEAST04550, YEAST01154	HUMAN22929
OG0003429	YEAST05921	HUMAN24947
OG0003430	YEAST04732	HUMAN15764, HUMAN02017
OG0003434	YEAST02689	HUMAN20686
OG0003435	YEAST05483	HUMAN08411
OG0003441	YEAST05981	HUMAN21029, HUMAN21027
OG0003443	YEAST06032	HUMAN25588, HUMAN08555
OG0003454	YEAST04088	HUMAN12804, HUMAN12803, HUMAN02907
OG0003458	YEAST00169	HUMAN28214, HUMAN28215, HUMAN28213, HUMAN28212
OG0003461	YEAST05752, YEAST04759	HUMAN24927, HUMAN24928
OG0003463	YEAST02371	HUMAN02584, HUMAN15575
OG0003464	YEAST05120	HUMAN25957
OG0003465	YEAST02874	HUMAN29422, HUMAN29421
OG0003467	YEAST01278	HUMAN28399
OG0003477	YEAST03665	HUMAN25241
OG0003483	YEAST06074	HUMAN02672
OG0003487	YEAST03066	HUMAN01641, HUMAN01639
OG0003491	YEAST03514	HUMAN18345, HUMAN07660
OG0003493	YEAST01076	HUMAN01078
OG0003497	YEAST00758	HUMAN05604
OG0003498	YEAST05680	HUMAN22332, HUMAN22333
OG0003500	YEAST03303, YEAST02683	HUMAN17492, HUMAN09263
OG0003501	YEAST01421	HUMAN14260, HUMAN14259, HUMAN14258
OG0003502	YEAST02519	HUMAN26410, HUMAN26411
OG0003503	YEAST00400	HUMAN13541
OG0003505	YEAST00697	HUMAN11145
OG0003509	YEAST02850	HUMAN11891
OG0003515	YEAST00923	HUMAN07599, HUMAN22879
OG0003518	YEAST04809	HUMAN14108
OG0003523	YEAST05393	HUMAN21871, HUMAN21873
OG0003531	YEAST00465	HUMAN09342, HUMAN04724
OG0003532	YEAST05810	HUMAN17410
OG0003539	YEAST03774	HUMAN27654
OG0003541	YEAST01314	HUMAN11650, HUMAN11649, HUMAN11651, HUMAN11648
OG0003543	YEAST01290	HUMAN15202, HUMAN28052
OG0003544	YEAST00251	HUMAN00617, HUMAN00616
OG0003550	YEAST06166	HUMAN26578, HUMAN17867
OG0003551	YEAST01826	HUMAN29004, HUMAN14799, HUMAN29003
OG0003552	YEAST04163	HUMAN01497
OG0003556	YEAST05216	HUMAN19312
OG0003560	YEAST02357, YEAST05925	HUMAN08292, HUMAN08294
OG0003561	YEAST06100	HUMAN25470, HUMAN07496
OG0003562	YEAST00960	HUMAN18584, HUMAN18585, HUMAN28168
OG0003565	YEAST03392	HUMAN27729, HUMAN27728
OG0003567	YEAST04838	HUMAN10488
OG0003568	YEAST04328	HUMAN07271, HUMAN07272
OG0003570	YEAST03562, YEAST04635	HUMAN02027, HUMAN02024, HUMAN02025, HUMAN02026
OG0003571	YEAST05553	HUMAN28033, HUMAN11183
