Orthogroup	YEAST	HELIO_ok
OG0003741	YEAST01379	HELIO_02790
OG0003743	YEAST06008, YEAST05688	HELIO_02787
OG0003744	YEAST01207	HELIO_04674
OG0003745	YEAST02618	HELIO_09559
OG0003749	YEAST04441	HELIO_02988
OG0003750	YEAST00149	HELIO_02076
OG0003758	YEAST06133	HELIO_04986
OG0003759	YEAST03315	HELIO_08276
OG0003767	YEAST01933, YEAST01650	HELIO_03825
OG0003769	YEAST01999	HELIO_09666
OG0003770	YEAST01234, YEAST03860	HELIO_06598
OG0003778	YEAST05796	HELIO_12734
OG0003779	YEAST04431	HELIO_09039
OG0003806	YEAST02367	HELIO_00384
OG0003807	YEAST04265, YEAST03128	HELIO_07147
OG0003808	YEAST01201	HELIO_04304
OG0003811	YEAST00417	HELIO_07404
OG0003812	YEAST00287	HELIO_07959
OG0003813	YEAST00254	HELIO_02391
OG0003818	YEAST04318	HELIO_04533
OG0003824	YEAST01468	HELIO_02077
OG0003828	YEAST02448	HELIO_03989
OG0003829	YEAST02032, YEAST01031	HELIO_04115
OG0003831	YEAST03010, YEAST05137, YEAST02344	HELIO_00414
OG0003834	YEAST06322	HELIO_10627
OG0003837	YEAST02586	HELIO_01037
OG0003838	YEAST03413	HELIO_09299
OG0003839	YEAST01736	HELIO_00548
OG0003844	YEAST06054	HELIO_00051
OG0003846	YEAST00356	HELIO_07722
OG0003848	YEAST01654	HELIO_02520
OG0003850	YEAST00228	HELIO_01423
OG0003851	YEAST06169	HELIO_06451
OG0003852	YEAST03296	HELIO_11600
OG0003853	YEAST06251	HELIO_12441
OG0003855	YEAST04936	HELIO_07181
OG0003856	YEAST03934, YEAST02710	HELIO_05722
OG0003858	YEAST01401	HELIO_08687
OG0003860	YEAST01412	HELIO_03691
OG0003866	YEAST01895	HELIO_03099
OG0003867	YEAST03558	HELIO_01829
OG0003868	YEAST01448	HELIO_08898
OG0003869	YEAST02771	HELIO_08492
OG0003875	YEAST05070	HELIO_08274, HELIO_08273
OG0003876	YEAST02423	HELIO_02667
OG0003877	YEAST04860, YEAST05867, YEAST03825	HELIO_08344
OG0003879	YEAST00463	HELIO_05565
OG0003881	YEAST03851	HELIO_07709
OG0003882	YEAST03663	HELIO_05979
OG0003886	YEAST06023	HELIO_06325
OG0003887	YEAST00028	HELIO_07770
OG0003893	YEAST05028	HELIO_05290
OG0003897	YEAST01270	HELIO_07895
OG0003899	YEAST04954	HELIO_00617
OG0003904	YEAST01732	HELIO_03811
OG0003907	YEAST02999, YEAST02288	HELIO_06149, HELIO_04626
OG0003911	YEAST00032	HELIO_02034
OG0003913	YEAST03258	HELIO_06151
OG0003918	YEAST00058	HELIO_12096
OG0003921	YEAST06181	HELIO_11518
OG0003926	YEAST04138	HELIO_01471
OG0003929	YEAST04489, YEAST01422	HELIO_09096
OG0003930	YEAST03969	HELIO_03284
OG0003931	YEAST01142	HELIO_04058
OG0003934	YEAST00084	HELIO_00565
OG0003938	YEAST01566, YEAST05133	HELIO_03125
OG0003939	YEAST03211	HELIO_10160
OG0003944	YEAST01186	HELIO_01693
OG0003946	YEAST03220	HELIO_10205
OG0003947	YEAST06266, YEAST05428	HELIO_08689
OG0003949	YEAST01888	HELIO_10884
OG0003950	YEAST01409	HELIO_06986
OG0003954	YEAST02764	HELIO_06270
OG0003955	YEAST03951	HELIO_02651
OG0003959	YEAST02778	HELIO_12450
OG0003961	YEAST01991	HELIO_06293
OG0003967	YEAST05935	HELIO_01824
OG0003969	YEAST02146	HELIO_08398
OG0003971	YEAST00520	HELIO_09511
OG0003972	YEAST06331	HELIO_01757
OG0003973	YEAST06329	HELIO_12484
OG0003999	YEAST05604	HELIO_02420
OG0004000	YEAST06060	HELIO_09085
OG0004005	YEAST06216	HELIO_02225
OG0004007	YEAST01456	HELIO_06360
OG0004017	YEAST03019	HELIO_04459
OG0004023	YEAST04349	HELIO_00840
OG0004027	YEAST03587	HELIO_11552
OG0004032	YEAST02562	HELIO_06753
OG0004035	YEAST02134	HELIO_09748
OG0004037	YEAST03371	HELIO_05087
OG0004042	YEAST05578	HELIO_09649
OG0004044	YEAST05367	HELIO_01126
OG0004047	YEAST02496	HELIO_11567
OG0004051	YEAST01772	HELIO_01563
OG0004052	YEAST03705	HELIO_04471
OG0004054	YEAST05576	HELIO_06113
OG0004056	YEAST05698	HELIO_06474
OG0004057	YEAST05620	HELIO_08994
OG0004059	YEAST00030	HELIO_11889
OG0004065	YEAST00772	HELIO_02317
OG0004067	YEAST02665	HELIO_11851
OG0004068	YEAST03461	HELIO_04572
OG0004075	YEAST02332	HELIO_12102, HELIO_07242
OG0004079	YEAST04385	HELIO_11417
OG0004080	YEAST00812	HELIO_12370
OG0004082	YEAST00063, YEAST05409	HELIO_03318, HELIO_03319
OG0004090	YEAST02301, YEAST02021	HELIO_00003
OG0004091	YEAST04715	HELIO_07817
OG0004092	YEAST03564, YEAST06307	HELIO_00826
OG0004096	YEAST00160	HELIO_09267
OG0004097	YEAST05039	HELIO_00420
OG0004101	YEAST03547, YEAST02901	HELIO_10904
OG0004102	YEAST05787	HELIO_11193
OG0004103	YEAST05061	HELIO_08288, HELIO_12649
OG0004105	YEAST01700, YEAST01565	HELIO_07467
OG0004113	YEAST02059	HELIO_04150, HELIO_08443
OG0004115	YEAST00325	HELIO_08676
OG0004116	YEAST00481	HELIO_11516
OG0004118	YEAST01855	HELIO_03448
OG0004119	YEAST02170	HELIO_04014
OG0004120	YEAST01953	HELIO_04260
OG0004123	YEAST04761	HELIO_10333
OG0004124	YEAST01139	HELIO_09543
OG0004127	YEAST06097	HELIO_08267
OG0004130	YEAST03149	HELIO_11752
OG0004134	YEAST05611	HELIO_03479
OG0004136	YEAST01084	HELIO_06715
OG0004142	YEAST05774	HELIO_03819
OG0004148	YEAST00867	HELIO_00788
OG0004150	YEAST04690	HELIO_10914
OG0004151	YEAST04284	HELIO_03120
OG0004153	YEAST05958, YEAST04386, YEAST00290	HELIO_03342
OG0004154	YEAST05587	HELIO_11120
OG0004158	YEAST03379	HELIO_08947
OG0004161	YEAST04124	HELIO_08593
OG0004162	YEAST04517	HELIO_03885
OG0004164	YEAST05923	HELIO_04076
OG0004166	YEAST00189	HELIO_06402
OG0004168	YEAST03028	HELIO_10439, HELIO_10438
OG0004169	YEAST05813	HELIO_10123
OG0004170	YEAST05906	HELIO_02685
OG0004171	YEAST04501	HELIO_01888
OG0004179	YEAST01050	HELIO_02899
OG0004181	YEAST03406	HELIO_03220
OG0004182	YEAST03699	HELIO_10355, HELIO_10354
OG0004184	YEAST00127	HELIO_02910
OG0004186	YEAST04981	HELIO_03712
OG0004188	YEAST02761	HELIO_05848
OG0004215	YEAST04590	HELIO_12650
OG0004217	YEAST01257	HELIO_12612
OG0004219	YEAST00912	HELIO_03890
OG0004222	YEAST05826	HELIO_01516
OG0004230	YEAST02220	HELIO_03067
OG0004232	YEAST05931	HELIO_08424
OG0004236	YEAST05432	HELIO_09356
OG0004237	YEAST04445, YEAST04344	HELIO_00276
OG0004239	YEAST05144	HELIO_10562
OG0004243	YEAST00306	HELIO_08298
OG0004245	YEAST00859	HELIO_07870
OG0004248	YEAST03678	HELIO_05247, HELIO_06414
OG0004249	YEAST02740	HELIO_00455, HELIO_00454
OG0004250	YEAST05543	HELIO_10569
OG0004252	YEAST05178	HELIO_01174
OG0004254	YEAST03900	HELIO_03429
OG0004258	YEAST00665	HELIO_08732
OG0004259	YEAST03730	HELIO_07775
OG0004261	YEAST02564	HELIO_00002
OG0004262	YEAST02368	HELIO_03447
OG0004268	YEAST00496	HELIO_09066
OG0004269	YEAST04758	HELIO_06762
OG0004273	YEAST02547	HELIO_01145
OG0004278	YEAST00243	HELIO_12691
OG0004280	YEAST05895	HELIO_01147
OG0004282	YEAST02575, YEAST06242	HELIO_05309
OG0004283	YEAST04184	HELIO_02458, HELIO_02459
OG0004287	YEAST01708	HELIO_08219, HELIO_08218
OG0004289	YEAST05719	HELIO_05881
OG0004291	YEAST00852	HELIO_06310
OG0004292	YEAST02537	HELIO_01648
OG0004295	YEAST05946	HELIO_07746
OG0004300	YEAST05309	HELIO_03164, HELIO_05762, HELIO_03166
OG0004301	YEAST03850	HELIO_02301
OG0004302	YEAST05203	HELIO_11348
OG0004303	YEAST02492	HELIO_05977
OG0004304	YEAST02425, YEAST05929	HELIO_10121
OG0004305	YEAST02123	HELIO_02999
OG0004307	YEAST04592	HELIO_06021
OG0004308	YEAST04835	HELIO_02621
OG0004309	YEAST05924	HELIO_02544, HELIO_11686
OG0004310	YEAST05001	HELIO_05755
OG0004312	YEAST03330	HELIO_09858
OG0004314	YEAST00500	HELIO_11288
OG0004324	YEAST04322	HELIO_06380
OG0004331	YEAST06230	HELIO_04862
OG0004333	YEAST01391	HELIO_03394
OG0004335	YEAST01057	HELIO_10063
OG0004337	YEAST05652	HELIO_09677
OG0004338	YEAST05023	HELIO_02735
OG0004344	YEAST02441	HELIO_05104
OG0004345	YEAST04894	HELIO_11483
OG0004348	YEAST03956	HELIO_02969
OG0004350	YEAST04742	HELIO_09167
OG0004351	YEAST04167	HELIO_03403, HELIO_03402
OG0004353	YEAST05143	HELIO_05842
OG0004356	YEAST02877	HELIO_08069
OG0004357	YEAST02304	HELIO_08001
OG0004359	YEAST01873	HELIO_12437
OG0004364	YEAST00647	HELIO_04246
OG0004366	YEAST01097	HELIO_12347
OG0004369	YEAST04013	HELIO_12496
OG0004370	YEAST02378	HELIO_03960
OG0004374	YEAST00556	HELIO_04430
OG0004377	YEAST05181	HELIO_08549
OG0004378	YEAST03291	HELIO_09047
OG0004379	YEAST02180, YEAST04152	HELIO_02169
OG0004380	YEAST04825	HELIO_02081
OG0004382	YEAST03218	HELIO_05962
OG0004394	YEAST00619	HELIO_11388
OG0004396	YEAST01668	HELIO_05800
OG0004400	YEAST03238, YEAST03731	HELIO_06143
OG0004401	YEAST04219	HELIO_00357
OG0004402	YEAST05942	HELIO_12319
OG0004404	YEAST00833, YEAST00883	HELIO_00365
OG0004417	YEAST03358	HELIO_12409
OG0004460	YEAST06162	HELIO_11544
OG0004462	YEAST03397	HELIO_10916
OG0004468	YEAST04439	HELIO_01285
OG0004472	YEAST06199	HELIO_06484
OG0004479	YEAST00474	HELIO_09869
OG0004486	YEAST00968	HELIO_09931
OG0004489	YEAST03700	HELIO_04543
OG0004490	YEAST02887	HELIO_01426
OG0004494	YEAST03738	HELIO_01937
OG0004495	YEAST00946	HELIO_05252
OG0004498	YEAST02716	HELIO_05086
OG0004500	YEAST04651	HELIO_00985
OG0004503	YEAST02385	HELIO_11512
OG0004505	YEAST01701	HELIO_05492
OG0004506	YEAST06061	HELIO_06458
OG0004507	YEAST04994	HELIO_11682
OG0004512	YEAST01510	HELIO_09740, HELIO_09741
OG0004513	YEAST04235	HELIO_06065
OG0004515	YEAST05737	HELIO_07915
OG0004519	YEAST01596	HELIO_02070
OG0004520	YEAST06001, YEAST05696	HELIO_02470
OG0004525	YEAST03937	HELIO_11194
OG0004526	YEAST02603	HELIO_09082
OG0004529	YEAST03981	HELIO_04437
OG0004538	YEAST02750	HELIO_08825
OG0004541	YEAST02645, YEAST03788, YEAST04781	HELIO_11072, HELIO_07529, HELIO_10987
OG0004542	YEAST04816, YEAST04623	HELIO_06841
OG0004545	YEAST02071	HELIO_12540
OG0004551	YEAST00426	HELIO_10162, HELIO_05424
OG0004554	YEAST05640, YEAST04172	HELIO_08526
OG0004559	YEAST04428	HELIO_05624
OG0004563	YEAST04325	HELIO_10963
OG0004566	YEAST02192	HELIO_12744
OG0004567	YEAST05747	HELIO_07623
OG0004571	YEAST02127	HELIO_02695
OG0004573	YEAST00677	HELIO_11161
OG0004577	YEAST02283	HELIO_01659
OG0004579	YEAST00134	HELIO_04280
OG0004581	YEAST03583, YEAST04618	HELIO_05498
OG0004582	YEAST04377	HELIO_08565
OG0004583	YEAST05833	HELIO_00209
OG0004584	YEAST03457	HELIO_11293
OG0004585	YEAST01153	HELIO_05321
OG0004590	YEAST03622, YEAST00886	HELIO_05349
OG0004593	YEAST01231	HELIO_00714
OG0004606	YEAST05926	HELIO_10022
OG0004609	YEAST05326	HELIO_00052
OG0004610	YEAST04487, YEAST01427	HELIO_00082
OG0004611	YEAST04613	HELIO_04196
OG0004612	YEAST02359	HELIO_01397
OG0004616	YEAST00250, YEAST02830	HELIO_01195
OG0004619	YEAST03531	HELIO_09992
OG0004621	YEAST00178	HELIO_04659
OG0004623	YEAST04421	HELIO_06064, HELIO_06434
OG0004626	YEAST00427	HELIO_09727
OG0004630	YEAST01322, YEAST02951	HELIO_07827
OG0004633	YEAST03510	HELIO_01232
OG0004634	YEAST00262, YEAST00249	HELIO_03114
OG0004639	YEAST02924	HELIO_02889
OG0004648	YEAST04721, YEAST05892	HELIO_00369
OG0004649	YEAST02284	HELIO_03519
OG0004651	YEAST01146	HELIO_01360
OG0004655	YEAST01640	HELIO_05420
OG0004656	YEAST04281	HELIO_07103
OG0004657	YEAST00473	HELIO_01936
OG0004658	YEAST04140	HELIO_07890
OG0004659	YEAST02251	HELIO_03428
OG0004660	YEAST06221, YEAST00721	HELIO_10181
OG0004663	YEAST01161	HELIO_11837
OG0004664	YEAST05162	HELIO_11551
OG0004668	YEAST01610	HELIO_08315
OG0004669	YEAST00949	HELIO_09536
OG0004670	YEAST03416	HELIO_02134
OG0004671	YEAST02606	HELIO_07461
OG0004674	YEAST05448	HELIO_03310
OG0004675	YEAST05072, YEAST02983	HELIO_01458
OG0004676	YEAST05785, YEAST00056, YEAST02694	HELIO_00427
OG0004678	YEAST02777, YEAST04846	HELIO_04212
OG0004682	YEAST02876	HELIO_10128
OG0004683	YEAST00676	HELIO_11352
OG0004684	YEAST05643	HELIO_03586
OG0004685	YEAST04200	HELIO_10246, HELIO_10245
OG0004687	YEAST00982	HELIO_08862
OG0004691	YEAST00819	HELIO_08399
OG0004699	YEAST05453	HELIO_08731
OG0004702	YEAST03387	HELIO_04400
OG0004703	YEAST00841	HELIO_04914
OG0004705	YEAST05591	HELIO_04709
OG0004708	YEAST04540	HELIO_11900
OG0004711	YEAST03281	HELIO_02943
OG0004728	YEAST04662, YEAST00882	HELIO_00269
OG0004733	YEAST06337	HELIO_10171
OG0004735	YEAST04508	HELIO_02328, HELIO_02327
OG0004739	YEAST01817	HELIO_02404
OG0004740	YEAST04029	HELIO_09419
OG0004743	YEAST04299	HELIO_00353
OG0004747	YEAST01134	HELIO_00610
OG0004748	YEAST03942	HELIO_03593
OG0004749	YEAST05904	HELIO_03717
OG0004753	YEAST04746	HELIO_01929
OG0004755	YEAST03690	HELIO_02844
OG0004756	YEAST03704	HELIO_08574
OG0004759	YEAST02912	HELIO_02858
OG0004760	YEAST01847	HELIO_03633
OG0004764	YEAST04443, YEAST04345	HELIO_05384
OG0004765	YEAST02487	HELIO_12222
OG0004766	YEAST01053	HELIO_04193
OG0004769	YEAST06228	HELIO_01733
OG0004770	YEAST03432	HELIO_04370
OG0004774	YEAST06062	HELIO_10117
OG0004786	YEAST01015	HELIO_09763
OG0004787	YEAST02164	HELIO_11880
OG0004792	YEAST02299	HELIO_00048
OG0004795	YEAST02163	HELIO_04401
OG0004797	YEAST00371	HELIO_09940
OG0004805	YEAST03570	HELIO_08364
OG0004808	YEAST02354	HELIO_09802
OG0004811	YEAST01683	HELIO_06670
OG0004814	YEAST05710	HELIO_10146
OG0004816	YEAST04664	HELIO_09964
OG0004819	YEAST00279	HELIO_07897
OG0004820	YEAST05404	HELIO_06487
OG0004822	YEAST03199	HELIO_06062
OG0004836	YEAST00658	HELIO_02324
OG0004840	YEAST01399	HELIO_02085
OG0004841	YEAST01375	HELIO_02585
OG0004842	YEAST05083	HELIO_11832
OG0004843	YEAST03163	HELIO_00834
OG0004844	YEAST01571	HELIO_10522
OG0004848	YEAST02387	HELIO_00069
OG0004849	YEAST06335	HELIO_05423
OG0004850	YEAST05082, YEAST02977	HELIO_00704
OG0004851	YEAST02907	HELIO_09616
OG0004854	YEAST00889, YEAST04304	HELIO_03818
OG0004855	YEAST03252	HELIO_02533
OG0004856	YEAST05973	HELIO_07832
OG0004858	YEAST04268	HELIO_00650
OG0004863	YEAST00862	HELIO_03006
OG0004864	YEAST00264	HELIO_00612
OG0004874	YEAST04564	HELIO_08597
OG0004875	YEAST02491	HELIO_06367
OG0004877	YEAST05247	HELIO_07852
OG0004879	YEAST01311	HELIO_00955
OG0004880	YEAST06046	HELIO_05730
OG0004881	YEAST00141	HELIO_09700
OG0004886	YEAST05077	HELIO_12663
OG0004887	YEAST05734	HELIO_07078
OG0004893	YEAST04667	HELIO_09946
OG0004896	YEAST06193	HELIO_06128
OG0004898	YEAST01269	HELIO_03240
OG0004902	YEAST00933	HELIO_00778
OG0004903	YEAST03539	HELIO_11087
OG0004906	YEAST02770	HELIO_11147
OG0004911	YEAST04765	HELIO_07544
OG0004913	YEAST01636	HELIO_03203
OG0004914	YEAST03369	HELIO_01774
OG0004917	YEAST00244	HELIO_12189
OG0004922	YEAST03302	HELIO_01685
OG0004924	YEAST03555, YEAST03277	HELIO_01952
OG0004928	YEAST00311	HELIO_07307
OG0004932	YEAST04654	HELIO_07987
OG0004935	YEAST02167	HELIO_10326
OG0004940	YEAST05107, YEAST05559	HELIO_00273
OG0004941	YEAST03194	HELIO_05073
OG0004947	YEAST05164	HELIO_05661
OG0004948	YEAST02275	HELIO_02547
OG0004949	YEAST04201	HELIO_02589
OG0004952	YEAST02477	HELIO_07510
OG0004954	YEAST06058	HELIO_00661
OG0004962	YEAST04400	HELIO_08746
OG0004963	YEAST04940	HELIO_03790
OG0004964	YEAST04104	HELIO_08341
OG0004968	YEAST03489	HELIO_02336
OG0004969	YEAST02591	HELIO_09351
OG0004971	YEAST05364	HELIO_11333
OG0004972	YEAST03511	HELIO_04464
OG0004975	YEAST00144, YEAST01994	HELIO_10270
OG0004976	YEAST05983	HELIO_01915
OG0004977	YEAST06017	HELIO_09387
OG0004979	YEAST06027	HELIO_00535
OG0004980	YEAST05221	HELIO_11727
OG0004981	YEAST03914, YEAST04639	HELIO_00009
OG0004982	YEAST03625	HELIO_02000
OG0004985	YEAST03498	HELIO_04047
OG0004988	YEAST05990	HELIO_09379
OG0004989	YEAST04576	HELIO_10003
OG0004990	YEAST04419	HELIO_07049
OG0004992	YEAST05627	HELIO_08240
OG0004996	YEAST04793	HELIO_07732
OG0004997	YEAST01342	HELIO_02145
OG0005002	YEAST05414	HELIO_00270
OG0005003	YEAST02467, YEAST00216	HELIO_12173
OG0005006	YEAST06096	HELIO_11768
OG0005014	YEAST02538	HELIO_08846
OG0005015	YEAST01649, YEAST01932	HELIO_00171
OG0005038	YEAST02861	HELIO_08881
OG0005040	YEAST04778	HELIO_03252
OG0005047	YEAST01837	HELIO_00479
OG0005053	YEAST00680	HELIO_06875
OG0005055	YEAST02159	HELIO_10170
OG0005059	YEAST03737	HELIO_07564
OG0005067	YEAST06051	HELIO_09151
OG0005069	YEAST03130	HELIO_00608
OG0005073	YEAST00873	HELIO_01773
OG0005076	YEAST04563	HELIO_03009, HELIO_03970
OG0005081	YEAST03124	HELIO_10431
OG0005083	YEAST00678, YEAST05235	HELIO_09753
OG0005084	YEAST03782	HELIO_04922
OG0005086	YEAST00205	HELIO_12467
OG0005087	YEAST00816	HELIO_03767
OG0005088	YEAST05769, YEAST03125	HELIO_03847
OG0005089	YEAST04644	HELIO_03232
OG0005090	YEAST00338	HELIO_07695
OG0005093	YEAST01810	HELIO_11993
OG0005095	YEAST04437	HELIO_02872
OG0005096	YEAST00667	HELIO_05731
OG0005097	YEAST05071	HELIO_03002
OG0005099	YEAST01396	HELIO_10118
OG0005100	YEAST02389	HELIO_05545
OG0005104	YEAST05248	HELIO_08531
OG0005106	YEAST06065, YEAST00421	HELIO_00174
OG0005109	YEAST05204, YEAST00612	HELIO_06364
OG0005111	YEAST06212, YEAST04032	HELIO_00407
OG0005114	YEAST02131	HELIO_08371
OG0005121	YEAST02052	HELIO_07490
OG0005124	YEAST04099	HELIO_09426
OG0005130	YEAST03863	HELIO_07663
OG0005139	YEAST04015	HELIO_08484, HELIO_08485
OG0005142	YEAST03890	HELIO_08045
OG0005143	YEAST00443	HELIO_09545
OG0005144	YEAST04065	HELIO_08022
OG0005146	YEAST02971	HELIO_10854
OG0005149	YEAST03025, YEAST02738	HELIO_11654
OG0005151	YEAST03382	HELIO_08645
OG0005152	YEAST00847	HELIO_00544
OG0005157	YEAST02981	HELIO_00904
OG0005160	YEAST06113	HELIO_01025
OG0005164	YEAST06283	HELIO_11468
OG0005168	YEAST06272	HELIO_01751
OG0005169	YEAST00459	HELIO_04343
OG0005175	YEAST05445	HELIO_00780
OG0005176	YEAST00218	HELIO_10190
OG0005178	YEAST04497	HELIO_00616
OG0005179	YEAST05659	HELIO_06111
OG0005183	YEAST05308	HELIO_02806
OG0005184	YEAST00492	HELIO_00770
OG0005187	YEAST05234	HELIO_07825
OG0005188	YEAST01554	HELIO_01778
OG0005191	YEAST00993	HELIO_04472, HELIO_12152
OG0005192	YEAST05720	HELIO_00944
OG0005194	YEAST04086	HELIO_07040
OG0005196	YEAST01388	HELIO_04481
OG0005198	YEAST00327	HELIO_04715
OG0005200	YEAST01016	HELIO_05628
OG0005201	YEAST00082	HELIO_00986
OG0005203	YEAST02207	HELIO_10134
OG0005204	YEAST01178	HELIO_02257
OG0005205	YEAST01046	HELIO_09166
OG0005208	YEAST01429	HELIO_08730
OG0005212	YEAST06147	HELIO_11385
OG0005220	YEAST04357	HELIO_11906
OG0005221	YEAST03209	HELIO_12033
OG0005222	YEAST05518	HELIO_11738
OG0005224	YEAST06324	HELIO_12119
OG0005227	YEAST05529	HELIO_04033
OG0005228	YEAST05916	HELIO_05235
OG0005229	YEAST04766	HELIO_05105
OG0005231	YEAST02681	HELIO_08456, HELIO_03312
OG0005233	YEAST00564	HELIO_11325
OG0005237	YEAST05398	HELIO_12667
OG0005238	YEAST00351	HELIO_08810
OG0005239	YEAST04499	HELIO_01800
OG0005240	YEAST03058	HELIO_07718
OG0005247	YEAST06314	HELIO_03585
OG0005249	YEAST03446	HELIO_09091
OG0005251	YEAST00934	HELIO_03357, HELIO_08572
OG0005254	YEAST00814	HELIO_11756
OG0005259	YEAST04276	HELIO_05855
OG0005261	YEAST01831	HELIO_01034
OG0005262	YEAST05458	HELIO_01811
OG0005264	YEAST03506	HELIO_03632
OG0005267	YEAST03513	HELIO_12160
OG0005269	YEAST03314	HELIO_01373
OG0005273	YEAST04916	HELIO_05543
OG0005275	YEAST03695	HELIO_00836
OG0005277	YEAST04186	HELIO_11392
OG0005279	YEAST05219	HELIO_10579
OG0005280	YEAST00305	HELIO_08673
OG0005281	YEAST05694	HELIO_12345
OG0005285	YEAST03115	HELIO_08821
OG0005289	YEAST03438	HELIO_02712
OG0005292	YEAST01718	HELIO_09153
OG0005293	YEAST03033	HELIO_02688
OG0005294	YEAST01981	HELIO_02763
OG0005298	YEAST03696	HELIO_05115
OG0005299	YEAST00788	HELIO_01167
OG0005300	YEAST04941	HELIO_08983
OG0005304	YEAST05397	HELIO_10382
OG0005309	YEAST03670	HELIO_11500
OG0005312	YEAST05201, YEAST04689	HELIO_02639, HELIO_04406
OG0005314	YEAST05231, YEAST01835	HELIO_05050
OG0005316	YEAST02690	HELIO_01782
OG0005317	YEAST03232	HELIO_03663
OG0005318	YEAST02932	HELIO_12485
OG0005323	YEAST01809	HELIO_11320
OG0005324	YEAST02894	HELIO_04253
OG0005326	YEAST02113	HELIO_11652
OG0005360	YEAST05037	HELIO_02653
OG0005365	YEAST00555	HELIO_00310
OG0005366	YEAST05488	HELIO_04540
OG0005370	YEAST06092	HELIO_01028
OG0005371	YEAST06170	HELIO_08495
OG0005373	YEAST05422	HELIO_09089
OG0005374	YEAST05714	HELIO_10087
OG0005375	YEAST03962	HELIO_01790
OG0005390	YEAST03532	HELIO_07360
OG0005391	YEAST02166	HELIO_09908
OG0005393	YEAST04280	HELIO_10078
OG0005394	YEAST00853	HELIO_01932
OG0005396	YEAST05100	HELIO_03256
OG0005399	YEAST03052	HELIO_05950
OG0005402	YEAST00454, YEAST00455	HELIO_11168
OG0005403	YEAST03894	HELIO_09292
OG0005406	YEAST00801	HELIO_10339
OG0005409	YEAST01305	HELIO_00987
OG0005413	YEAST00212	HELIO_09672
OG0005417	YEAST02517	HELIO_02576
OG0005422	YEAST00744	HELIO_04622, HELIO_02941
OG0005430	YEAST02046	HELIO_10193
OG0005432	YEAST00083	HELIO_03463
OG0005433	YEAST00126	HELIO_07260
OG0005435	YEAST02973	HELIO_09064
OG0005437	YEAST04554	HELIO_05520
OG0005438	YEAST03985	HELIO_05940
OG0005439	YEAST00480, YEAST02388	HELIO_07098
OG0005446	YEAST02856	HELIO_07330
OG0005448	YEAST00061	HELIO_11633
OG0005451	YEAST02174	HELIO_06353
OG0005455	YEAST01906	HELIO_12494
OG0005464	YEAST03289	HELIO_12674
OG0005465	YEAST02925	HELIO_07862
OG0005466	YEAST04413	HELIO_09523
OG0005468	YEAST03549	HELIO_08530
OG0005469	YEAST03750	HELIO_04725
OG0005470	YEAST05805	HELIO_10445
OG0005474	YEAST05625	HELIO_10650
OG0005476	YEAST00929	HELIO_11936
OG0005479	YEAST06140	HELIO_12634
OG0005484	YEAST05993	HELIO_01473
OG0005488	YEAST02834	HELIO_02338
OG0005489	YEAST02006	HELIO_00008
OG0005490	YEAST02289	HELIO_09891
OG0005493	YEAST03669	HELIO_04632
OG0005495	YEAST04982	HELIO_03871
OG0005498	YEAST02944	HELIO_05149, HELIO_03772
OG0005499	YEAST00316	HELIO_10102
OG0005504	YEAST02859	HELIO_01863
OG0005508	YEAST05735	HELIO_03029
OG0005514	YEAST00756	HELIO_01597
OG0005524	YEAST04752	HELIO_11281
OG0005527	YEAST05177	HELIO_11676
OG0005533	YEAST05670	HELIO_08785
OG0005535	YEAST03305	HELIO_12073
OG0005537	YEAST00932	HELIO_02860
OG0005539	YEAST01881	HELIO_03565
OG0005545	YEAST06273	HELIO_06185
OG0005554	YEAST01003	HELIO_12200
OG0005556	YEAST01807	HELIO_05299
OG0005559	YEAST02680	HELIO_07651
OG0005560	YEAST01996	HELIO_12588
OG0005562	YEAST02317	HELIO_11203
OG0005563	YEAST03552	HELIO_12594
OG0005564	YEAST02525	HELIO_01761
OG0005566	YEAST02934	HELIO_11917
OG0005569	YEAST01288	HELIO_06580
OG0005570	YEAST05155	HELIO_06433
OG0005572	YEAST04844	HELIO_02918
OG0005573	YEAST00059	HELIO_05439
OG0005575	YEAST02256	HELIO_01578
OG0005580	YEAST03612	HELIO_08762, HELIO_08763
OG0005582	YEAST06134	HELIO_11627, HELIO_11626
OG0005590	YEAST05462	HELIO_05815
OG0005592	YEAST02743, YEAST03026, YEAST00679, YEAST05239	HELIO_01301
OG0005594	YEAST04980	HELIO_02380
OG0005595	YEAST01803	HELIO_05119
OG0005597	YEAST02753	HELIO_05212
OG0005598	YEAST01870	HELIO_03089
OG0005599	YEAST01798	HELIO_03289
OG0005600	YEAST00206	HELIO_04745
OG0005604	YEAST03276	HELIO_08231
OG0005605	YEAST01083	HELIO_00585
OG0005613	YEAST02714	HELIO_01777
OG0005617	YEAST02068	HELIO_03588
OG0005618	YEAST04830	HELIO_03025
OG0005620	YEAST04915	HELIO_09238
OG0005622	YEAST05142	HELIO_07879
OG0005623	YEAST01590	HELIO_02211
OG0005626	YEAST02896	HELIO_02428
OG0005632	YEAST01025	HELIO_12577
OG0005636	YEAST04250, YEAST02533	HELIO_12502
OG0005641	YEAST05413	HELIO_00958
OG0005645	YEAST03386	HELIO_00410
OG0005649	YEAST03683	HELIO_12421
OG0005652	YEAST02748	HELIO_07272
OG0005656	YEAST05558	HELIO_10016
