Orthogroup	YEAST	OWEFU
OG0001520	YEAST03872	OFUSG17134.1.p1
OG0001524	YEAST03912	OFUSG05517.1.p1, OFUSG20787.1.p1
OG0001525	YEAST00757	OFUSG15472.1.p1, OFUSG22614.1.p1, OFUSG07123.1.p1, OFUSG15288.1.p1
OG0001527	YEAST01395	OFUSG15032.1.p1, OFUSG20384.1.p1
OG0001529	YEAST01143	OFUSG12625.1.p1
OG0001530	YEAST00643	OFUSG10223.1.p1
OG0001546	YEAST03111	OFUSG11978.1.p1
OG0001550	YEAST02405, YEAST05953	OFUSG21577.1.p1
OG0001551	YEAST04817	OFUSG25055.1.p1
OG0001553	YEAST05147, YEAST01586	OFUSG10097.1.p1
OG0001557	YEAST04671	OFUSG07059.1.p1
OG0001557	YEAST04551	OFUSG05825.1.p1
OG0001558	YEAST04449	OFUSG09924.1.p1, OFUSG09924.2.p1, OFUSG09922.1.p1, OFUSG09922.2.p1
OG0001559	YEAST00445, YEAST02434	OFUSG21941.1.p1
OG0001561	YEAST06176	OFUSG06786.2.p1, OFUSG06786.3.p1, OFUSG06786.1.p1
OG0001564	YEAST05390	OFUSG14697.1.p1
OG0001570	YEAST04678	OFUSG10338.1.p1, OFUSG23609.1.p1, OFUSG22787.1.p1
OG0001573	YEAST03285	OFUSG14864.2.p1, OFUSG14864.1.p1
OG0001578	YEAST01872	OFUSG05992.3.p1, OFUSG05992.4.p1, OFUSG05992.2.p1, OFUSG05992.1.p1
OG0001580	YEAST06270	OFUSG20608.1.p1, OFUSG20608.2.p1
OG0001590	YEAST03476, YEAST00717, YEAST03955	OFUSG09309.1.p1, OFUSG07871.1.p1, OFUSG09584.1.p1, OFUSG09775.1.p1
OG0001594	YEAST03418	OFUSG16704.2.p1, OFUSG16704.1.p1, OFUSG17600.1.p1, OFUSG00456.1.p1
OG0001597	YEAST01702	OFUSG07388.1.p1, OFUSG26679.2.p1, OFUSG26679.1.p1
OG0001603	YEAST02584	OFUSG12852.1.p1, OFUSG12851.1.p1, OFUSG08350.1.p1
OG0001604	YEAST01428	OFUSG25740.1.p1, OFUSG24197.1.p1
OG0001605	YEAST04101	OFUSG23142.1.p1
OG0001609	YEAST02739	OFUSG14330.1.p1, OFUSG19250.1.p1
OG0001610	YEAST00596, YEAST02062	OFUSG17088.1.p1
OG0001612	YEAST01109	OFUSG01293.1.p1, OFUSG01299.1.p1, OFUSG01298.1.p1, OFUSG01298.2.p1, OFUSG01296.1.p1, OFUSG01297.1.p1
OG0001628	YEAST04790	OFUSG26818.1.p1, OFUSG26810.1.p1, OFUSG22011.1.p1
OG0001653	YEAST01151	OFUSG13617.1.p1
OG0001655	YEAST03354	OFUSG19612.1.p1
OG0001657	YEAST00101, YEAST00944	OFUSG15406.1.p1, OFUSG15406.3.p1, OFUSG15406.2.p1
OG0001663	YEAST05642	OFUSG06909.1.p1
OG0001676	YEAST02848	OFUSG10790.1.p1
OG0001676	YEAST06155	OFUSG03925.1.p1
OG0001679	YEAST05302, YEAST02334, YEAST02449, YEAST01523	OFUSG24986.1.p1, OFUSG24986.2.p1
OG0001680	YEAST01119, YEAST04022	OFUSG26807.1.p1
OG0001685	YEAST01147	OFUSG03463.1.p1
OG0001687	YEAST05279	OFUSG21593.1.p1, OFUSG21593.2.p1
OG0001691	YEAST01315	OFUSG15006.2.p1, OFUSG15006.1.p1
OG0001704	YEAST01293	OFUSG09797.1.p1
OG0001706	YEAST03424	OFUSG02180.1.p1
OG0001707	YEAST06049, YEAST00407, YEAST04739	OFUSG23536.1.p1
OG0001708	YEAST05744, YEAST05745	OFUSG14193.1.p1, OFUSG14192.1.p1, OFUSG14192.2.p1
OG0001709	YEAST04440	OFUSG18239.1.p1, OFUSG18240.1.p1, OFUSG22770.1.p1
OG0001713	YEAST04039	OFUSG17447.2.p1, OFUSG17447.1.p1, OFUSG20590.1.p1, OFUSG20591.1.p1
OG0001718	YEAST01537	OFUSG12593.1.p1
OG0001721	YEAST04881, YEAST05253, YEAST00698	OFUSG07044.1.p1
OG0001723	YEAST01435	OFUSG14623.2.p1, OFUSG14623.1.p1, OFUSG14623.3.p1
OG0001727	YEAST04543	OFUSG11770.1.p1
OG0001728	YEAST03347	OFUSG09660.1.p1
OG0001730	YEAST00177	OFUSG02130.1.p1
OG0001736	YEAST04588	OFUSG23191.3.p1, OFUSG23191.4.p1, OFUSG23191.2.p1, OFUSG23191.1.p1
OG0001739	YEAST03760	OFUSG26004.1.p1, OFUSG26004.2.p1
OG0001745	YEAST01431	OFUSG25050.1.p1, OFUSG25049.1.p1, OFUSG22567.1.p1, OFUSG22566.1.p1, OFUSG22568.1.p1, OFUSG02091.1.p1, OFUSG17121.1.p1, OFUSG13699.1.p1
OG0001750	YEAST03628	OFUSG24361.1.p1
OG0001754	YEAST03682	OFUSG00177.1.p1, OFUSG08904.1.p1
OG0001755	YEAST05131	OFUSG21511.1.p1
OG0001756	YEAST00620	OFUSG08592.1.p1, OFUSG10747.1.p1
OG0001769	YEAST04726	OFUSG10234.1.p1, OFUSG12391.1.p1
OG0001770	YEAST02590	OFUSG07903.2.p1, OFUSG07903.1.p1
OG0001774	YEAST05166	OFUSG05793.1.p1, OFUSG06044.1.p1, OFUSG06044.2.p1
OG0001775	YEAST05594	OFUSG08849.1.p1, OFUSG08850.1.p1
OG0001780	YEAST03768	OFUSG15520.2.p1, OFUSG15520.1.p1
OG0001781	YEAST01882	OFUSG16705.1.p1, OFUSG05822.1.p1
OG0001782	YEAST02421	OFUSG09109.2.p1, OFUSG09109.1.p1
OG0001785	YEAST02713	OFUSG24818.1.p1
OG0001787	YEAST03546	OFUSG00916.1.p1
OG0001792	YEAST04331	OFUSG00241.1.p1, OFUSG00240.1.p1
OG0001793	YEAST02466	OFUSG23631.1.p1, OFUSG13358.1.p1
OG0001805	YEAST05496, YEAST01242	OFUSG07794.1.p1
OG0001807	YEAST05464	OFUSG16465.1.p1
OG0001808	YEAST01298	OFUSG17082.1.p1, OFUSG17082.2.p1
OG0001818	YEAST05902, YEAST04712	OFUSG25019.1.p1
OG0001822	YEAST04378, YEAST01659	OFUSG09898.2.p1, OFUSG09898.1.p1
OG0001826	YEAST04777, YEAST01697, YEAST05781	OFUSG25985.1.p1
OG0001828	YEAST04676	OFUSG17814.1.p1, OFUSG04325.1.p1
OG0001829	YEAST01613, YEAST00136, YEAST02008	OFUSG05123.1.p1
OG0001831	YEAST00024	OFUSG10355.1.p1, OFUSG10355.2.p1
OG0001832	YEAST05376	OFUSG09159.1.p1, OFUSG04392.1.p1
OG0001846	YEAST04351, YEAST04434	OFUSG09080.1.p1
OG0001846	YEAST05067	OFUSG13671.1.p1
OG0001850	YEAST01913	OFUSG04411.1.p1, OFUSG20805.1.p1
OG0001852	YEAST03121	OFUSG06932.1.p1
OG0001853	YEAST05176	OFUSG20572.1.p1, OFUSG04900.1.p1
OG0001857	YEAST04741	OFUSG12646.1.p1, OFUSG12646.2.p1
OG0001860	YEAST00188	OFUSG26072.1.p1
OG0001861	YEAST05779, YEAST04773	OFUSG07846.1.p1
OG0001863	YEAST03017	OFUSG08250.1.p1
OG0001866	YEAST05095, YEAST05570	OFUSG26706.1.p1
OG0001867	YEAST01669	OFUSG10616.2.p1, OFUSG10616.1.p1
OG0001873	YEAST00981, YEAST00267	OFUSG21524.1.p1
OG0001875	YEAST04137	OFUSG17004.1.p1, OFUSG10883.1.p1
OG0001877	YEAST04134	OFUSG22014.1.p1, OFUSG22014.5.p1, OFUSG22014.2.p1, OFUSG22014.4.p1, OFUSG22014.3.p1
OG0001886	YEAST03260	OFUSG07453.1.p1
OG0001888	YEAST05749, YEAST01573	OFUSG21284.1.p1
OG0001893	YEAST01023	OFUSG25638.1.p1
OG0001894	YEAST00433	OFUSG15416.1.p1, OFUSG06027.1.p1
OG0001899	YEAST01210, YEAST04466	OFUSG22049.1.p1
OG0001903	YEAST06020	OFUSG12193.1.p1, OFUSG12044.1.p1
OG0001913	YEAST05520	OFUSG06981.1.p1, OFUSG06981.2.p1, OFUSG06981.4.p1, OFUSG06981.3.p1
OG0001915	YEAST04791	OFUSG23826.1.p1, OFUSG23826.2.p1, OFUSG00902.1.p1
OG0001917	YEAST01859	OFUSG17278.1.p1
OG0001923	YEAST05881	OFUSG26579.3.p1, OFUSG26579.2.p1, OFUSG26579.1.p1
OG0001926	YEAST02948	OFUSG21452.1.p1
OG0001932	YEAST03770, YEAST03179	OFUSG13988.1.p1
OG0001934	YEAST00877	OFUSG10456.3.p1, OFUSG10456.1.p1, OFUSG10456.2.p1
OG0001935	YEAST00431	OFUSG17306.1.p1, OFUSG17306.2.p1, OFUSG24584.1.p1
OG0001938	YEAST03931	OFUSG07379.1.p1, OFUSG07379.2.p1
OG0001940	YEAST04188, YEAST05646	OFUSG22335.1.p1
OG0001943	YEAST02393, YEAST05966	OFUSG16984.3.p1, OFUSG16984.1.p1, OFUSG16984.2.p1
OG0001945	YEAST01671	OFUSG01546.1.p1
OG0001947	YEAST02570	OFUSG19153.1.p1
OG0001951	YEAST00941, YEAST05396	OFUSG23273.1.p1
OG0001952	YEAST04673, YEAST01990, YEAST00155	OFUSG01479.1.p1
OG0001965	YEAST04582	OFUSG18303.1.p1
OG0001968	YEAST04910	OFUSG07229.2.p1, OFUSG07229.1.p1
OG0001969	YEAST06173	OFUSG09530.1.p1
OG0001972	YEAST01822, YEAST03363	OFUSG21157.2.p1, OFUSG21157.1.p1
OG0001985	YEAST04959	OFUSG15038.1.p1, OFUSG15038.2.p1
OG0001992	YEAST02679	OFUSG11780.1.p1, OFUSG11780.2.p1
OG0001998	YEAST00890	OFUSG15491.1.p1
OG0002001	YEAST00502, YEAST03944	OFUSG21514.1.p1, OFUSG10947.1.p1
OG0002003	YEAST02826, YEAST03671	OFUSG22036.1.p1
OG0002008	YEAST00768	OFUSG10990.1.p1, OFUSG10989.2.p1, OFUSG10989.1.p1
OG0002013	YEAST03040	OFUSG20345.1.p1
OG0002014	YEAST02422	OFUSG05819.1.p1
OG0002015	YEAST05525	OFUSG11071.1.p1
OG0002025	YEAST03650	OFUSG10330.2.p1, OFUSG10330.1.p1
OG0002026	YEAST01247	OFUSG03429.1.p1
OG0002029	YEAST02646	OFUSG09043.1.p1, OFUSG19624.1.p1
OG0002031	YEAST02752	OFUSG21499.1.p1
OG0002032	YEAST01221	OFUSG09126.1.p1
OG0002042	YEAST02880	OFUSG02182.1.p1
OG0002043	YEAST04003	OFUSG12846.4.p1, OFUSG12846.2.p1, OFUSG12846.3.p1, OFUSG12846.1.p1
OG0002059	YEAST05893, YEAST04718	OFUSG08313.2.p1, OFUSG08313.1.p1
OG0002062	YEAST05454	OFUSG03994.1.p1
OG0002063	YEAST00838	OFUSG01652.1.p1, OFUSG16113.1.p1
OG0002067	YEAST03444	OFUSG17986.1.p1
OG0002069	YEAST05962	OFUSG23391.4.p1, OFUSG23391.3.p1, OFUSG23391.5.p1, OFUSG23391.2.p1, OFUSG23391.1.p1
OG0002073	YEAST04552	OFUSG19553.2.p1, OFUSG19553.1.p1
OG0002076	YEAST02206	OFUSG17692.2.p1, OFUSG17692.1.p1
OG0002078	YEAST06232	OFUSG10584.1.p1
OG0002079	YEAST05765, YEAST00483	OFUSG02215.1.p1
OG0002080	YEAST05220, YEAST04736	OFUSG15846.1.p1
OG0002084	YEAST04529	OFUSG24095.1.p1, OFUSG06979.1.p1, OFUSG06870.1.p1, OFUSG06847.1.p1
OG0002087	YEAST05702	OFUSG07750.1.p1
OG0002090	YEAST02246	OFUSG11828.1.p1
OG0002093	YEAST02255	OFUSG19055.1.p1, OFUSG07928.2.p1, OFUSG07928.1.p1
OG0002097	YEAST02697	OFUSG14425.2.p1, OFUSG14425.1.p1
OG0002101	YEAST03902	OFUSG16892.1.p1
OG0002103	YEAST05974	OFUSG11310.1.p1
OG0002106	YEAST03654	OFUSG13347.1.p1, OFUSG10174.1.p1
OG0002108	YEAST03715	OFUSG12155.1.p1
OG0002123	YEAST02444	OFUSG21149.1.p1
OG0002125	YEAST05183	OFUSG06747.1.p1
OG0002131	YEAST04275	OFUSG09026.1.p1
OG0002137	YEAST04320	OFUSG17532.1.p1
OG0002138	YEAST02406	OFUSG25383.3.p1, OFUSG25383.1.p1, OFUSG25383.2.p1, OFUSG23438.2.p1, OFUSG23438.1.p1
OG0002144	YEAST02673	OFUSG24102.1.p1
OG0002146	YEAST04333, YEAST00109, YEAST03088, YEAST04454	OFUSG18785.1.p1, OFUSG18785.2.p1, OFUSG18786.1.p1
OG0002147	YEAST04532, YEAST01219	OFUSG26367.1.p1
OG0002148	YEAST02060	OFUSG11337.1.p1, OFUSG22046.1.p1
OG0002152	YEAST05624	OFUSG17316.1.p1
OG0002156	YEAST03007	OFUSG25160.1.p1
OG0002165	YEAST04504	OFUSG05436.1.p1
OG0002168	YEAST00516	OFUSG13363.1.p1, OFUSG17489.1.p1
OG0002169	YEAST02258	OFUSG19247.1.p1
OG0002175	YEAST04956	OFUSG08053.1.p1
OG0002184	YEAST00242	OFUSG20986.1.p1
OG0002185	YEAST05212	OFUSG22959.1.p1
OG0002188	YEAST04638, YEAST03913	OFUSG21291.1.p1
OG0002189	YEAST02882, YEAST04447	OFUSG02716.1.p1
OG0002213	YEAST01241, YEAST05495	OFUSG12268.1.p1
OG0002216	YEAST06040	OFUSG06412.1.p1, OFUSG06412.2.p1
OG0002217	YEAST06033	OFUSG25610.2.p1, OFUSG25610.1.p1
OG0002222	YEAST03240	OFUSG13640.1.p1, OFUSG13641.1.p2
OG0002224	YEAST01574	OFUSG10227.1.p1
OG0002225	YEAST04939	OFUSG21717.2.p1, OFUSG21717.3.p1, OFUSG21717.4.p1, OFUSG21717.1.p1
OG0002226	YEAST00948	OFUSG17344.1.p1
OG0002228	YEAST04154, YEAST05632	OFUSG09952.1.p1, OFUSG09955.1.p1, OFUSG09954.1.p1
OG0002233	YEAST00277	OFUSG26452.1.p1, OFUSG26450.1.p1, OFUSG26451.1.p1
OG0002239	YEAST01621	OFUSG08605.1.p1
OG0002241	YEAST02005	OFUSG24226.1.p1
OG0002243	YEAST04599, YEAST03601, YEAST04600	OFUSG10749.1.p1, OFUSG10749.2.p1
OG0002244	YEAST02768	OFUSG02664.1.p1, OFUSG02664.2.p1
OG0002252	YEAST00826	OFUSG18396.1.p1
OG0002261	YEAST00472	OFUSG10665.1.p1
OG0002264	YEAST01705	OFUSG00924.1.p1
OG0002279	YEAST05800	OFUSG13940.1.p1
OG0002282	YEAST00881	OFUSG08347.1.p1
OG0002288	YEAST01591, YEAST05154	OFUSG17857.1.p1
OG0002297	YEAST01217	OFUSG23666.1.p1, OFUSG12692.1.p1
OG0002312	YEAST06295	OFUSG05458.2.p1, OFUSG05458.1.p1, OFUSG05457.1.p1
OG0002316	YEAST01805	OFUSG01417.2.p1, OFUSG01417.1.p1
OG0002318	YEAST02923	OFUSG07256.1.p1, OFUSG07256.2.p1, OFUSG07257.1.p1
OG0002319	YEAST00329	OFUSG13997.1.p1
OG0002321	YEAST02461	OFUSG05596.1.p1
OG0002324	YEAST02615, YEAST06287	OFUSG16215.2.p1, OFUSG16215.1.p1, OFUSG16217.1.p1, OFUSG16218.1.p1, OFUSG16216.1.p1
OG0002326	YEAST00310, YEAST02699	OFUSG21629.1.p1, OFUSG06753.1.p1
OG0002327	YEAST00346, YEAST06217	OFUSG19345.1.p1
OG0002331	YEAST01653	OFUSG05478.1.p1
OG0002332	YEAST01606, YEAST05184, YEAST00285	OFUSG10307.1.p1
OG0002341	YEAST03640, YEAST04562	OFUSG03071.1.p1
OG0002344	YEAST02312, YEAST02019	OFUSG15752.1.p1, OFUSG15752.2.p1
OG0002346	YEAST02012	OFUSG00688.5.p1, OFUSG00688.1.p1, OFUSG00688.2.p1, OFUSG00688.3.p1, OFUSG00688.4.p1
OG0002348	YEAST01845	OFUSG11697.1.p1, OFUSG11697.2.p1, OFUSG02389.1.p1
OG0002355	YEAST00016	OFUSG03175.2.p1, OFUSG03175.1.p1
OG0002356	YEAST00259	OFUSG08833.1.p1, OFUSG07009.2.p1, OFUSG07009.1.p1, OFUSG07009.4.p1, OFUSG07009.3.p1
OG0002361	YEAST01027	OFUSG11307.1.p1
OG0002367	YEAST01179	OFUSG13528.1.p1, OFUSG09353.1.p1
OG0002369	YEAST03766	OFUSG12559.1.p1
OG0002374	YEAST02010, YEAST00133	OFUSG04950.1.p1
OG0002377	YEAST05000	OFUSG12385.1.p1
OG0002406	YEAST05509	OFUSG16824.1.p1
OG0002407	YEAST00012	OFUSG18601.2.p1, OFUSG18601.1.p1
OG0002409	YEAST02027	OFUSG19120.1.p1, OFUSG08432.1.p1
OG0002411	YEAST05950, YEAST02407	OFUSG07054.1.p1
OG0002412	YEAST06171	OFUSG25314.1.p1, OFUSG13670.1.p1, OFUSG25247.1.p1, OFUSG25316.1.p1
OG0002413	YEAST01196	OFUSG17059.1.p1, OFUSG17215.1.p1
OG0002415	YEAST01271	OFUSG13171.1.p1, OFUSG11039.1.p1
OG0002421	YEAST02982	OFUSG09668.1.p1, OFUSG05244.1.p1
OG0002422	YEAST05026	OFUSG01919.1.p1
OG0002426	YEAST00184	OFUSG11183.3.p1, OFUSG11183.2.p1, OFUSG11183.1.p1
OG0002441	YEAST00068, YEAST02278, YEAST05821	OFUSG01034.2.p1, OFUSG01034.1.p1
OG0002442	YEAST05932	OFUSG05230.1.p1
OG0002443	YEAST04906	OFUSG06545.1.p1
OG0002446	YEAST04254	OFUSG18231.1.p1
OG0002448	YEAST00626	OFUSG11028.1.p1, OFUSG11028.2.p1
OG0002448	YEAST03419	OFUSG08514.1.p1
OG0002450	YEAST04575	OFUSG09508.1.p1
OG0002453	YEAST00512	OFUSG08448.1.p1
OG0002476	YEAST05799	OFUSG20822.1.p1
OG0002486	YEAST01433	OFUSG04060.1.p1, OFUSG04060.2.p1, OFUSG04060.3.p1
OG0002492	YEAST01624	OFUSG14228.1.p1
OG0002494	YEAST02402	OFUSG20687.1.p1
OG0002495	YEAST02772	OFUSG04196.1.p1
OG0002497	YEAST02747	OFUSG15954.1.p1
OG0002500	YEAST05648	OFUSG22275.1.p1, OFUSG09778.1.p1
OG0002505	YEAST02959	OFUSG16451.1.p1
OG0002510	YEAST04753	OFUSG10521.1.p1
OG0002516	YEAST00066	OFUSG09041.2.p1, OFUSG09041.1.p1
OG0002518	YEAST02890	OFUSG21316.1.p1
OG0002520	YEAST05256	OFUSG10725.1.p1
OG0002523	YEAST06234	OFUSG19122.1.p1
OG0002528	YEAST00372	OFUSG06864.1.p1
OG0002530	YEAST05530, YEAST03790	OFUSG08652.2.p1, OFUSG08652.4.p1, OFUSG08652.1.p1, OFUSG08652.3.p1
OG0002532	YEAST03235	OFUSG10787.1.p1, OFUSG10787.2.p1
OG0002533	YEAST04525	OFUSG23755.1.p1
OG0002543	YEAST00527	OFUSG15203.1.p1, OFUSG15203.2.p1
OG0002557	YEAST06243	OFUSG05156.1.p1
OG0002561	YEAST04438, YEAST02106	OFUSG25117.2.p1, OFUSG25117.1.p1
OG0002562	YEAST03992	OFUSG13027.1.p1
OG0002564	YEAST02186	OFUSG18079.1.p1, OFUSG18079.2.p1
OG0002565	YEAST04224, YEAST02499	OFUSG18956.1.p1
OG0002570	YEAST00592	OFUSG20725.1.p1
OG0002574	YEAST05657	OFUSG25082.1.p1, OFUSG25082.3.p1, OFUSG25082.2.p1
OG0002594	YEAST06174	OFUSG05055.1.p1
OG0002598	YEAST04621, YEAST03577	OFUSG17203.1.p1
OG0002605	YEAST06332	OFUSG17629.1.p1
OG0002608	YEAST03716, YEAST02846	OFUSG26704.2.p1, OFUSG26704.1.p1
OG0002609	YEAST01355	OFUSG08608.1.p1
OG0002610	YEAST01078, YEAST03973	OFUSG22781.2.p1, OFUSG22781.1.p1
OG0002612	YEAST03508	OFUSG18866.1.p1
OG0002617	YEAST00866	OFUSG03235.1.p1
OG0002618	YEAST06247	OFUSG11127.1.p1
OG0002621	YEAST05551	OFUSG21193.1.p1, OFUSG21193.2.p1, OFUSG08722.1.p1
OG0002629	YEAST05919	OFUSG21491.1.p1, OFUSG15216.1.p1
OG0002630	YEAST05202, YEAST05943, YEAST02413	OFUSG13735.1.p1
OG0002632	YEAST02755	OFUSG09288.1.p1
OG0002633	YEAST04206	OFUSG12394.1.p1
OG0002636	YEAST01664, YEAST06215	OFUSG10080.1.p1
OG0002638	YEAST00919	OFUSG07849.1.p1
OG0002643	YEAST01938	OFUSG25517.1.p1, OFUSG25504.1.p1
OG0002644	YEAST00724	OFUSG03807.1.p1
OG0002645	YEAST01436	OFUSG19077.1.p1, OFUSG19077.2.p1
OG0002646	YEAST01946	OFUSG07340.4.p1, OFUSG07340.1.p1, OFUSG07340.2.p1, OFUSG07340.3.p1
OG0002651	YEAST02247, YEAST02868	OFUSG09970.1.p1
OG0002652	YEAST04937	OFUSG01040.1.p1, OFUSG05127.1.p1
OG0002656	YEAST05701	OFUSG24257.1.p1
OG0002659	YEAST06290	OFUSG13732.1.p1, OFUSG13734.1.p1
OG0002666	YEAST02507	OFUSG02440.2.p1, OFUSG02440.1.p1, OFUSG18088.1.p1, OFUSG10943.1.p1
OG0002668	YEAST02324	OFUSG05098.1.p1, OFUSG05098.2.p1
OG0002677	YEAST05210	OFUSG17880.1.p1, OFUSG17880.2.p1
OG0002683	YEAST03676	OFUSG07966.1.p1, OFUSG17573.1.p2
OG0002705	YEAST00553	OFUSG23521.2.p1, OFUSG23521.1.p1
OG0002713	YEAST00413, YEAST06057	OFUSG14155.1.p1
OG0002715	YEAST01174, YEAST04131	OFUSG06599.1.p1, OFUSG06599.3.p1, OFUSG06599.2.p1
OG0002717	YEAST02430	OFUSG02824.1.p1
OG0002718	YEAST03380, YEAST03502	OFUSG20941.1.p1, OFUSG20941.2.p1
OG0002720	YEAST01914	OFUSG20349.1.p1
OG0002722	YEAST04059	OFUSG21829.1.p1
OG0002726	YEAST02958	OFUSG10760.1.p1
OG0002729	YEAST01155	OFUSG25664.1.p1, OFUSG02975.1.p1
OG0002737	YEAST02827	OFUSG04358.1.p1, OFUSG04359.1.p1, OFUSG04361.1.p1, OFUSG04361.2.p1, OFUSG04286.1.p1, OFUSG03042.1.p1, OFUSG04916.1.p1, OFUSG02781.1.p1, OFUSG06185.1.p1, OFUSG03712.2.p1, OFUSG03712.1.p1, OFUSG24489.1.p1, OFUSG24483.1.p1, OFUSG24844.1.p1, OFUSG24844.2.p1, OFUSG18958.1.p1, OFUSG18959.1.p1, OFUSG18960.1.p1, OFUSG14169.1.p1, OFUSG18635.1.p1, OFUSG04226.1.p1, OFUSG05959.1.p1, OFUSG17009.1.p1, OFUSG06687.1.p1
OG0002739	YEAST01877	OFUSG02929.1.p1
OG0002740	YEAST01658	OFUSG17183.1.p1
OG0002742	YEAST03713	OFUSG18256.1.p1
OG0002743	YEAST01824, YEAST03362	OFUSG16819.1.p1
OG0002745	YEAST04244	OFUSG18242.2.p1, OFUSG18242.1.p1
OG0002746	YEAST04902, YEAST05332	OFUSG09016.1.p1
OG0002747	YEAST05617	OFUSG25884.2.p1, OFUSG25884.1.p1
OG0002749	YEAST02810	OFUSG08546.1.p1
OG0002750	YEAST04952	OFUSG02806.1.p1
OG0002752	YEAST03686	OFUSG01980.2.p1, OFUSG01980.1.p1
OG0002753	YEAST03742	OFUSG05932.1.p1
OG0002754	YEAST03620	OFUSG21211.1.p1, OFUSG21211.2.p1
OG0002756	YEAST04058	OFUSG24104.1.p1
OG0002758	YEAST04409	OFUSG15087.1.p1
OG0002760	YEAST01927	OFUSG19010.1.p1, OFUSG19009.1.p1
OG0002761	YEAST03261	OFUSG26078.1.p1
OG0002763	YEAST00260	OFUSG04521.1.p1, OFUSG04521.2.p1
OG0002764	YEAST00423	OFUSG23602.1.p1
OG0002765	YEAST01667, YEAST05523	OFUSG20514.1.p1
OG0002766	YEAST05357	OFUSG25034.1.p1
OG0002767	YEAST04591	OFUSG03685.1.p1
OG0002771	YEAST02043	OFUSG11277.1.p1
OG0002772	YEAST03384	OFUSG06709.1.p1
OG0002773	YEAST03677	OFUSG26880.2.p1, OFUSG26880.1.p1
OG0002774	YEAST03575	OFUSG08706.1.p1, OFUSG08706.2.p1
OG0002775	YEAST03021	OFUSG22089.1.p1, OFUSG08707.1.p1
OG0002781	YEAST05450	OFUSG15810.1.p1
OG0002785	YEAST06106, YEAST01228	OFUSG17300.1.p1
OG0002788	YEAST02578, YEAST01232	OFUSG01564.1.p1
OG0002789	YEAST05269	OFUSG22548.1.p1, OFUSG26403.1.p1, OFUSG15445.1.p1
OG0002793	YEAST01371	OFUSG11358.1.p1, OFUSG11360.1.p1
OG0002799	YEAST01461	OFUSG15023.2.p1, OFUSG15023.1.p1
OG0002817	YEAST01189, YEAST04922	OFUSG22074.1.p1
OG0002824	YEAST02137	OFUSG16938.1.p1
OG0002826	YEAST00174	OFUSG25180.1.p1
OG0002827	YEAST05976	OFUSG01136.1.p1, OFUSG01132.1.p1
OG0002828	YEAST00227, YEAST00963	OFUSG20560.1.p1, OFUSG19694.1.p1
OG0002831	YEAST03282	OFUSG00744.1.p1
OG0002835	YEAST02656	OFUSG13154.1.p1
OG0002837	YEAST01987, YEAST00157	OFUSG03666.1.p1
OG0002839	YEAST03148	OFUSG04543.1.p1
OG0002843	YEAST04737	OFUSG22264.1.p1
OG0002844	YEAST05563	OFUSG06933.1.p1
OG0002847	YEAST02294	OFUSG15328.1.p1
OG0002851	YEAST04951	OFUSG00457.1.p1
OG0002855	YEAST00137	OFUSG01482.2.p1, OFUSG01482.1.p1
OG0002860	YEAST02712	OFUSG10816.1.p1
OG0002866	YEAST01136	OFUSG00718.1.p1
OG0002876	YEAST02348	OFUSG07618.1.p1
OG0002877	YEAST04537	OFUSG09062.2.p1, OFUSG09062.1.p1
OG0002883	YEAST03027	OFUSG22592.1.p1, OFUSG22588.1.p1
OG0002891	YEAST03205	OFUSG13187.1.p1
OG0002893	YEAST03653	OFUSG14671.1.p1, OFUSG14674.1.p1
OG0002894	YEAST00906	OFUSG25047.1.p1
OG0002895	YEAST01471, YEAST05353, YEAST05456	OFUSG18676.1.p1
OG0002897	YEAST06308	OFUSG17101.1.p1
OG0002899	YEAST00283	OFUSG21253.1.p1
OG0002900	YEAST05306	OFUSG19632.1.p1
OG0002907	YEAST02061	OFUSG19626.1.p1
OG0002910	YEAST00223	OFUSG01086.1.p1
OG0002915	YEAST02264	OFUSG20878.1.p1
OG0002917	YEAST03703	OFUSG14554.1.p1
OG0002921	YEAST06254	OFUSG15321.1.p1
OG0002922	YEAST01261	OFUSG06794.1.p1
OG0002947	YEAST00232	OFUSG06938.1.p1, OFUSG05617.1.p1
OG0002948	YEAST03584	OFUSG13662.1.p1, OFUSG13656.1.p1
OG0002949	YEAST00419, YEAST06063	OFUSG18300.1.p1
OG0002952	YEAST05257	OFUSG03363.1.p1
OG0002953	YEAST03034	OFUSG21854.1.p1
OG0002957	YEAST03253	OFUSG26845.2.p1, OFUSG26845.1.p1
OG0002960	YEAST05502	OFUSG07939.1.p1
OG0002965	YEAST03804	OFUSG00878.1.p1
OG0002966	YEAST06059	OFUSG08150.1.p1, OFUSG08150.2.p1
OG0002968	YEAST00199	OFUSG13570.1.p1
OG0002969	YEAST00655	OFUSG04125.1.p1
OG0002982	YEAST02471	OFUSG01882.1.p1, OFUSG01880.1.p1, OFUSG01879.1.p1
OG0002984	YEAST00961, YEAST01144	OFUSG04262.1.p1
OG0002985	YEAST02147	OFUSG03673.2.p1, OFUSG03673.1.p1
OG0002987	YEAST02970, YEAST00081, YEAST02488	OFUSG18861.2.p1, OFUSG18861.1.p1
OG0002991	YEAST03345, YEAST01842	OFUSG11187.1.p1, OFUSG11187.2.p1, OFUSG11186.1.p1
