Orthogroup	YEAST	PFLAV
OG0001527	YEAST01395	TCONS_00005265.p1, TCONS_00007061.p1
OG0001529	YEAST01143	TCONS_00056759.p1
OG0001530	YEAST00643	TCONS_00029931.p1
OG0001546	YEAST03111	TCONS_00011885.p1
OG0001550	YEAST02405, YEAST05953	TCONS_00010161.p1
OG0001551	YEAST04817	TCONS_00004441.p1, TCONS_00024900.p1
OG0001553	YEAST05147, YEAST01586	TCONS_00030374.p1
OG0001557	YEAST04671	TCONS_00023130.p1
OG0001557	YEAST04551	TCONS_00048377.p1
OG0001558	YEAST04449	TCONS_00014783.p1
OG0001559	YEAST00445, YEAST02434	TCONS_00009527.p2, TCONS_00011061.p1
OG0001561	YEAST06176	TCONS_00049740.p1
OG0001564	YEAST05390	TCONS_00022177.p1
OG0001570	YEAST04678	TCONS_00054652.p1, TCONS_00008646.p1
OG0001573	YEAST03285	TCONS_00052758.p1
OG0001578	YEAST01872	TCONS_00027776.p1
OG0001580	YEAST06270	TCONS_00008057.p1
OG0001590	YEAST03476, YEAST00717, YEAST03955	TCONS_00000643.p1, TCONS_00029503.p1
OG0001594	YEAST03418	TCONS_00030470.p1, TCONS_00030579.p1, TCONS_00001392.p1
OG0001597	YEAST01702	TCONS_00057088.p1, TCONS_00055827.p1
OG0001603	YEAST02584	TCONS_00015489.p1
OG0001604	YEAST01428	TCONS_00011772.p1, TCONS_00005646.p1
OG0001605	YEAST04101	TCONS_00009214.p1, TCONS_00009213.p1, TCONS_00009211.p1
OG0001609	YEAST02739	TCONS_00022339.p1, TCONS_00048452.p1
OG0001610	YEAST00596, YEAST02062	TCONS_00017836.p1
OG0001612	YEAST01109	TCONS_00000496.p1, TCONS_00000497.p1
OG0001628	YEAST04790	TCONS_00009571.p2, TCONS_00009573.p1, TCONS_00010344.p1
OG0001653	YEAST01151	TCONS_00054239.p1
OG0001655	YEAST03354	TCONS_00043175.p1
OG0001657	YEAST00101, YEAST00944	TCONS_00006047.p1, TCONS_00006048.p1
OG0001663	YEAST05642	TCONS_00048413.p1, TCONS_00048414.p1, TCONS_00048415.p1, TCONS_00048410.p1, TCONS_00048408.p1
OG0001676	YEAST02848	TCONS_00030827.p1, TCONS_00030826.p1
OG0001676	YEAST06155	TCONS_00020219.p1
OG0001679	YEAST05302, YEAST02334, YEAST02449, YEAST01523	TCONS_00031399.p1, TCONS_00031400.p1, TCONS_00031396.p1
OG0001680	YEAST01119, YEAST04022	TCONS_00002528.p1
OG0001685	YEAST01147	TCONS_00041682.p1
OG0001687	YEAST05279	TCONS_00020979.p1, TCONS_00021891.p1, TCONS_00022000.p1, TCONS_00001384.p1
OG0001691	YEAST01315	TCONS_00004699.p1
OG0001704	YEAST01293	TCONS_00029822.p1, TCONS_00041966.p1, TCONS_00021119.p1, TCONS_00000482.p1, TCONS_00041963.p1, TCONS_00041964.p1, TCONS_00041965.p1
OG0001706	YEAST03424	TCONS_00042964.p1
OG0001707	YEAST06049, YEAST00407, YEAST04739	TCONS_00017739.p1
OG0001708	YEAST05744, YEAST05745	TCONS_00022224.p1
OG0001709	YEAST04440	TCONS_00053991.p1, TCONS_00053988.p1, TCONS_00042778.p1
OG0001713	YEAST04039	TCONS_00051909.p1, TCONS_00007484.p1
OG0001718	YEAST01537	TCONS_00009996.p1
OG0001721	YEAST04881, YEAST05253, YEAST00698	TCONS_00055327.p1
OG0001723	YEAST01435	TCONS_00021858.p1
OG0001727	YEAST04543	TCONS_00009887.p1
OG0001728	YEAST03347	TCONS_00029816.p1
OG0001730	YEAST00177	TCONS_00052824.p1
OG0001739	YEAST03760	TCONS_00000275.p1, TCONS_00013298.p1, TCONS_00024001.p1
OG0001745	YEAST01431	TCONS_00004621.p1, TCONS_00013940.p1
OG0001750	YEAST03628	TCONS_00054872.p1
OG0001754	YEAST03682	TCONS_00000340.p1
OG0001755	YEAST05131	TCONS_00018757.p1
OG0001756	YEAST00620	TCONS_00027499.p1, TCONS_00031245.p1
OG0001769	YEAST04726	TCONS_00030498.p1, TCONS_00011524.p1
OG0001770	YEAST02590	TCONS_00056943.p1
OG0001774	YEAST05166	TCONS_00027565.p1, TCONS_00049423.p1
OG0001775	YEAST05594	TCONS_00028517.p1, TCONS_00029000.p1
OG0001780	YEAST03768	TCONS_00005814.p1, TCONS_00000875.p1
OG0001781	YEAST01882	TCONS_00055581.p1, TCONS_00014649.p1
OG0001782	YEAST02421	TCONS_00028322.p1, TCONS_00031327.p1
OG0001785	YEAST02713	TCONS_00008315.p1, TCONS_00008311.p1, TCONS_00008317.p1, TCONS_00008307.p1
OG0001787	YEAST03546	TCONS_00001441.p1
OG0001792	YEAST04331	TCONS_00036348.p1
OG0001792	YEAST04595	TCONS_00027948.p1
OG0001793	YEAST02466	TCONS_00054783.p1, TCONS_00044544.p1, TCONS_00046501.p1
OG0001805	YEAST05496, YEAST01242	TCONS_00024371.p1, TCONS_00024407.p1
OG0001807	YEAST05464	TCONS_00004151.p1
OG0001808	YEAST01298	TCONS_00054314.p1
OG0001818	YEAST05902, YEAST04712	TCONS_00011281.p1, TCONS_00011301.p1
OG0001822	YEAST04378, YEAST01659	TCONS_00024091.p1
OG0001826	YEAST04777, YEAST01697, YEAST05781	TCONS_00022799.p1
OG0001828	YEAST04676	TCONS_00056449.p1
OG0001829	YEAST01613, YEAST00136, YEAST02008	TCONS_00052963.p1, TCONS_00041921.p1
OG0001831	YEAST00024	TCONS_00014358.p1
OG0001832	YEAST05376	TCONS_00033405.p1, TCONS_00032919.p1
OG0001842	YEAST00524	TCONS_00052789.p1, TCONS_00052783.p1, TCONS_00053889.p1, TCONS_00052784.p1, TCONS_00052791.p1, TCONS_00053105.p1, TCONS_00053062.p1, TCONS_00052787.p1, TCONS_00052785.p1, TCONS_00053888.p1, TCONS_00053887.p1, TCONS_00054453.p1, TCONS_00054122.p1, TCONS_00054159.p1, TCONS_00053057.p1, TCONS_00053100.p1, TCONS_00054156.p1, TCONS_00054121.p1, TCONS_00053099.p1, TCONS_00053056.p1, TCONS_00018047.p1
OG0001846	YEAST05067	TCONS_00045551.p1
OG0001850	YEAST01913	TCONS_00008712.p1, TCONS_00030918.p1
OG0001852	YEAST03121	TCONS_00047986.p1
OG0001853	YEAST05176	TCONS_00007694.p1, TCONS_00008915.p1
OG0001857	YEAST04741	TCONS_00046697.p1
OG0001860	YEAST00188	TCONS_00023437.p1
OG0001861	YEAST05779, YEAST04773	TCONS_00025446.p1, TCONS_00025445.p1
OG0001863	YEAST03017	TCONS_00054880.p1, TCONS_00045380.p1
OG0001866	YEAST05095, YEAST05570	TCONS_00056589.p1
OG0001867	YEAST01669	TCONS_00013831.p1
OG0001873	YEAST00981, YEAST00267	TCONS_00010780.p1
OG0001875	YEAST04137	TCONS_00020254.p1, TCONS_00048169.p2
OG0001877	YEAST04134	TCONS_00011472.p1
OG0001886	YEAST03260	TCONS_00015547.p1
OG0001888	YEAST05749, YEAST01573	TCONS_00053299.p1
OG0001893	YEAST01023	TCONS_00015681.p1
OG0001894	YEAST00433	TCONS_00027496.p1
OG0001899	YEAST01210, YEAST04466	TCONS_00012134.p1
OG0001903	YEAST06020	TCONS_00011167.p1, TCONS_00011133.p1, TCONS_00011134.p1, TCONS_00011135.p1
OG0001913	YEAST05520	TCONS_00026681.p1
OG0001915	YEAST04791	TCONS_00000141.p1
OG0001917	YEAST01859	TCONS_00053574.p1
OG0001923	YEAST05881	TCONS_00053625.p1
OG0001926	YEAST02948	TCONS_00054101.p1
OG0001932	YEAST03770, YEAST03179	TCONS_00020887.p1
OG0001934	YEAST00877	TCONS_00012883.p1
OG0001935	YEAST00431	TCONS_00018756.p1, TCONS_00002846.p1, TCONS_00002856.p1
OG0001938	YEAST03931	TCONS_00024127.p1
OG0001940	YEAST04188, YEAST05646	TCONS_00005635.p1
OG0001943	YEAST02393, YEAST05966	TCONS_00046367.p1
OG0001945	YEAST01671	TCONS_00001704.p1
OG0001947	YEAST02570	TCONS_00048361.p1
OG0001951	YEAST00941, YEAST05396	TCONS_00044564.p1
OG0001952	YEAST04673, YEAST01990, YEAST00155	TCONS_00038302.p1, TCONS_00038277.p1, TCONS_00038281.p1, TCONS_00002307.p1
OG0001965	YEAST04582	TCONS_00012740.p1
OG0001968	YEAST04910	TCONS_00027006.p1, TCONS_00016338.p1
OG0001969	YEAST06173	TCONS_00029792.p1
OG0001972	YEAST01822, YEAST03363	TCONS_00051254.p1
OG0001985	YEAST04959	TCONS_00005786.p1, TCONS_00005800.p1
OG0001992	YEAST02679	TCONS_00002537.p1, TCONS_00002538.p1
OG0001998	YEAST00890	TCONS_00006078.p1
OG0002001	YEAST00502, YEAST03944	TCONS_00032791.p1, TCONS_00013838.p1
OG0002003	YEAST02826, YEAST03671	TCONS_00010056.p1
OG0002008	YEAST00768	TCONS_00031340.p1
OG0002010	YEAST00609	TCONS_00013063.p1
OG0002013	YEAST03040	TCONS_00009307.p1, TCONS_00009308.p1, TCONS_00009314.p1, TCONS_00009315.p1, TCONS_00009310.p1
OG0002014	YEAST02422	TCONS_00048978.p1
OG0002015	YEAST05525	TCONS_00013617.p1, TCONS_00013618.p1
OG0002025	YEAST03650	TCONS_00012686.p1
OG0002026	YEAST01247	TCONS_00043777.p1, TCONS_00006684.p1, TCONS_00006660.p1, TCONS_00042481.p1
OG0002029	YEAST02646	TCONS_00017766.p1
OG0002031	YEAST02752	TCONS_00020688.p1
OG0002032	YEAST01221	TCONS_00034955.p1
OG0002042	YEAST02880	TCONS_00029328.p1, TCONS_00029332.p1, TCONS_00030271.p1
OG0002043	YEAST04003	TCONS_00046268.p1
OG0002059	YEAST05893, YEAST04718	TCONS_00016534.p1
OG0002062	YEAST05454	TCONS_00033556.p1
OG0002063	YEAST00838	TCONS_00001535.p1, TCONS_00032872.p2
OG0002067	YEAST03444	TCONS_00012901.p1
OG0002069	YEAST05962	TCONS_00016808.p1
OG0002073	YEAST04552	TCONS_00026684.p1
OG0002076	YEAST02206	TCONS_00020196.p1
OG0002078	YEAST06232	TCONS_00014129.p1
OG0002079	YEAST05765, YEAST00483	TCONS_00043334.p1, TCONS_00043336.p1, TCONS_00043347.p1, TCONS_00043335.p1
OG0002080	YEAST05220, YEAST04736	TCONS_00037400.p1, TCONS_00037399.p1
OG0002084	YEAST04529	TCONS_00027488.p1, TCONS_00026209.p1, TCONS_00026576.p1
OG0002087	YEAST05702	TCONS_00016257.p1
OG0002090	YEAST02246	TCONS_00014219.p1
OG0002093	YEAST02255	TCONS_00024002.p1
OG0002097	YEAST02697	TCONS_00021590.p1
OG0002101	YEAST03902	TCONS_00054289.p1
OG0002103	YEAST05974	TCONS_00012029.p1
OG0002106	YEAST03654	TCONS_00045048.p1, TCONS_00015164.p1, TCONS_00015165.p1
OG0002108	YEAST03715	TCONS_00002654.p1
OG0002123	YEAST02444	TCONS_00046235.p1
OG0002125	YEAST05183	TCONS_00006001.p1
OG0002131	YEAST04275	TCONS_00028419.p1
OG0002137	YEAST04320	TCONS_00044929.p1
OG0002138	YEAST02406	TCONS_00023522.p1, TCONS_00023530.p1, TCONS_00023531.p1
OG0002144	YEAST02673	TCONS_00004896.p1
OG0002146	YEAST04333, YEAST00109, YEAST03088, YEAST04454	TCONS_00048234.p1
OG0002147	YEAST04532, YEAST01219	TCONS_00052186.p1
OG0002148	YEAST02060	TCONS_00014776.p1, TCONS_00010216.p1, TCONS_00009582.p1
OG0002152	YEAST05624	TCONS_00046182.p1
OG0002156	YEAST03007	TCONS_00042375.p1
OG0002160	YEAST03960	TCONS_00012905.p1
OG0002165	YEAST04504	TCONS_00036251.p1, TCONS_00036249.p1, TCONS_00036250.p1, TCONS_00038997.p1, TCONS_00023828.p1, TCONS_00023829.p1, TCONS_00036034.p1, TCONS_00055391.p1, TCONS_00053255.p1, TCONS_00055389.p1, TCONS_00055388.p1, TCONS_00007406.p1
OG0002168	YEAST00516	TCONS_00017536.p1, TCONS_00052942.p1
OG0002169	YEAST02258	TCONS_00026602.p1
OG0002175	YEAST04956	TCONS_00047282.p1, TCONS_00015704.p1
OG0002184	YEAST00242	TCONS_00052864.p1
OG0002185	YEAST05212	TCONS_00008754.p1
OG0002188	YEAST04638, YEAST03913	TCONS_00035784.p1, TCONS_00041270.p1, TCONS_00035796.p1, TCONS_00035733.p1, TCONS_00035732.p1, TCONS_00035728.p1
OG0002189	YEAST02882, YEAST04447	TCONS_00046357.p1, TCONS_00035977.p1, TCONS_00035976.p1, TCONS_00052736.p1, TCONS_00041437.p1
OG0002213	YEAST01241, YEAST05495	TCONS_00010729.p1, TCONS_00037423.p1, TCONS_00003327.p1, TCONS_00027615.p1, TCONS_00010799.p1, TCONS_00000026.p1, TCONS_00044630.p1
OG0002216	YEAST06040	TCONS_00028918.p1
OG0002217	YEAST06033	TCONS_00016609.p1
OG0002222	YEAST03240	TCONS_00051114.p1
OG0002224	YEAST01574	TCONS_00030817.p1
OG0002225	YEAST04939	TCONS_00009830.p1
OG0002226	YEAST00948	TCONS_00054518.p1
OG0002228	YEAST04154, YEAST05632	TCONS_00013201.p1
OG0002233	YEAST00277	TCONS_00046719.p1, TCONS_00045705.p1
OG0002239	YEAST01621	TCONS_00029057.p1
OG0002241	YEAST02005	TCONS_00004764.p1, TCONS_00015855.p1
OG0002243	YEAST04599, YEAST03601, YEAST04600	TCONS_00030813.p1
OG0002244	YEAST02768	TCONS_00042618.p1
OG0002252	YEAST00826	TCONS_00014590.p1
OG0002261	YEAST00472	TCONS_00013936.p1
OG0002264	YEAST01705	TCONS_00000524.p1
OG0002279	YEAST05800	TCONS_00022560.p1
OG0002282	YEAST00881	TCONS_00015711.p1
OG0002288	YEAST01591, YEAST05154	TCONS_00030208.p1
OG0002297	YEAST01217	TCONS_00047346.p1, TCONS_00047347.p1, TCONS_00053171.p1, TCONS_00005206.p1, TCONS_00052473.p1
OG0002312	YEAST06295	TCONS_00026434.p1
OG0002316	YEAST01805	TCONS_00001203.p1
OG0002318	YEAST02923	TCONS_00016156.p1
OG0002319	YEAST00329	TCONS_00021816.p1
OG0002321	YEAST02461	TCONS_00027515.p1
OG0002324	YEAST02615, YEAST06287	TCONS_00056780.p1
OG0002326	YEAST00310, YEAST02699	TCONS_00011828.p1
OG0002327	YEAST00346, YEAST06217	TCONS_00048456.p1
OG0002331	YEAST01653	TCONS_00008912.p1
OG0002332	YEAST01606, YEAST05184, YEAST00285	TCONS_00030224.p1
OG0002341	YEAST03640, YEAST04562	TCONS_00042785.p1, TCONS_00042784.p1
OG0002344	YEAST02312, YEAST02019	TCONS_00005287.p1
OG0002346	YEAST02012	TCONS_00036837.p1
OG0002348	YEAST01845	TCONS_00043603.p1, TCONS_00043631.p1
OG0002355	YEAST00016	TCONS_00042577.p1
OG0002356	YEAST00259	TCONS_00023766.p1
OG0002361	YEAST01027	TCONS_00010585.p1, TCONS_00010566.p1
OG0002367	YEAST01179	TCONS_00053007.p1, TCONS_00028626.p1
OG0002369	YEAST03766	TCONS_00011196.p1
OG0002374	YEAST02010, YEAST00133	TCONS_00007577.p1
OG0002377	YEAST05000	TCONS_00010351.p1
OG0002385	YEAST03974	TCONS_00014131.p1
OG0002406	YEAST05509	TCONS_00050817.p1
OG0002407	YEAST00012	TCONS_00030158.p1
OG0002409	YEAST05834	TCONS_00048657.p1, TCONS_00047320.p1
OG0002411	YEAST05950, YEAST02407	TCONS_00056393.p1
OG0002412	YEAST06171	TCONS_00026364.p1, TCONS_00026349.p1, TCONS_00026360.p1, TCONS_00026362.p1, TCONS_00054369.p1, TCONS_00040476.p1, TCONS_00001862.p1
OG0002413	YEAST01196	TCONS_00054299.p1, TCONS_00040471.p2
OG0002415	YEAST01271	TCONS_00017250.p1, TCONS_00030241.p1
OG0002421	YEAST02982	TCONS_00029462.p1, TCONS_00008938.p1
OG0002422	YEAST05026	TCONS_00002027.p1
OG0002426	YEAST00184	TCONS_00014333.p1, TCONS_00014321.p1
OG0002441	YEAST00068, YEAST02278, YEAST05821	TCONS_00002029.p1
OG0002442	YEAST05932	TCONS_00008462.p1
OG0002443	YEAST04906	TCONS_00048568.p1
OG0002446	YEAST04254	TCONS_00013566.p1
OG0002448	YEAST00626	TCONS_00031004.p1
OG0002450	YEAST04575	TCONS_00029123.p1, TCONS_00029128.p1
OG0002453	YEAST00512	TCONS_00034175.p1
OG0002476	YEAST05799	TCONS_00004020.p1, TCONS_00008371.p1
OG0002486	YEAST01433	TCONS_00002955.p1
OG0002492	YEAST01624	TCONS_00021054.p1
OG0002494	YEAST02402	TCONS_00009396.p1
OG0002495	YEAST02772	TCONS_00002586.p1
OG0002497	YEAST02747	TCONS_00055160.p1, TCONS_00055194.p1
OG0002500	YEAST05648	TCONS_00004990.p1
OG0002505	YEAST02959	TCONS_00056754.p1
OG0002510	YEAST04753	TCONS_00040530.p1, TCONS_00040524.p1
OG0002516	YEAST00066	TCONS_00034986.p1
OG0002518	YEAST02890	TCONS_00051026.p1
OG0002520	YEAST05256	TCONS_00031059.p1
OG0002523	YEAST06234	TCONS_00047652.p1
OG0002527	YEAST01639	TCONS_00015718.p2
OG0002528	YEAST00372	TCONS_00026494.p1
OG0002530	YEAST05530, YEAST03790	TCONS_00028798.p1
OG0002532	YEAST03235	TCONS_00012757.p1
OG0002533	YEAST04525	TCONS_00005106.p1
OG0002543	YEAST00527	TCONS_00004943.p1
OG0002557	YEAST06243	TCONS_00008156.p1
OG0002561	YEAST04438, YEAST02106	TCONS_00055930.p1
OG0002562	YEAST03992	TCONS_00053582.p1
OG0002564	YEAST02186	TCONS_00012617.p1
OG0002565	YEAST04224, YEAST02499	TCONS_00026110.p1
OG0002570	YEAST00592	TCONS_00009301.p1
OG0002574	YEAST05657	TCONS_00011783.p1
OG0002594	YEAST06174	TCONS_00008434.p1
OG0002598	YEAST04621, YEAST03577	TCONS_00052855.p1
OG0002605	YEAST06332	TCONS_00053210.p1
OG0002608	YEAST03716, YEAST02846	TCONS_00023837.p1
OG0002609	YEAST01355	TCONS_00029035.p1
OG0002610	YEAST01078, YEAST03973	TCONS_00008605.p1
OG0002612	YEAST03508	TCONS_00047747.p1
OG0002617	YEAST00866	TCONS_00043160.p1
OG0002618	YEAST06247	TCONS_00013692.p1
OG0002621	YEAST05551	TCONS_00025101.p1, TCONS_00025102.p1, TCONS_00023156.p1, TCONS_00045456.p1, TCONS_00045431.p1, TCONS_00045457.p1, TCONS_00045432.p1, TCONS_00045458.p1, TCONS_00045460.p1, TCONS_00045434.p1, TCONS_00045225.p1, TCONS_00045234.p1, TCONS_00045461.p1, TCONS_00045435.p1, TCONS_00046213.p1, TCONS_00045459.p1
OG0002629	YEAST05919	TCONS_00047518.p1, TCONS_00001710.p1
OG0002632	YEAST02755	TCONS_00028955.p1
OG0002633	YEAST04206	TCONS_00009804.p1
OG0002636	YEAST01664, YEAST06215	TCONS_00012778.p1
OG0002638	YEAST00919, YEAST04703	TCONS_00023645.p1
OG0002643	YEAST01938	TCONS_00035689.p1, TCONS_00035551.p1
OG0002644	YEAST00724	TCONS_00044196.p1
OG0002645	YEAST01436	TCONS_00047832.p1, TCONS_00047846.p1
OG0002646	YEAST01946	TCONS_00056457.p1
OG0002651	YEAST02247	TCONS_00010767.p1
OG0002652	YEAST04937	TCONS_00007635.p1
OG0002656	YEAST05701	TCONS_00052428.p1, TCONS_00055307.p1
OG0002659	YEAST06290	TCONS_00017232.p1
OG0002666	YEAST02507	TCONS_00013352.p1, TCONS_00032472.p1
OG0002668	YEAST02324	TCONS_00009177.p1
OG0002677	YEAST05210	TCONS_00013321.p1
OG0002683	YEAST03676	TCONS_00054134.p1
OG0002705	YEAST00553	TCONS_00053434.p1
OG0002713	YEAST00413, YEAST06057	TCONS_00021380.p1
OG0002715	YEAST01174, YEAST04131	TCONS_00049245.p1
OG0002717	YEAST02430	TCONS_00042110.p1
OG0002718	YEAST03380, YEAST03502	TCONS_00050365.p1
OG0002720	YEAST01914	TCONS_00008062.p1, TCONS_00010232.p1
OG0002722	YEAST04059	TCONS_00011837.p1
OG0002726	YEAST02958	TCONS_00031105.p1
OG0002729	YEAST01155	TCONS_00024186.p1, TCONS_00043122.p1
OG0002737	YEAST02827	TCONS_00041341.p1, TCONS_00032990.p1, TCONS_00041327.p1, TCONS_00041343.p1
OG0002739	YEAST01877	TCONS_00043001.p1
OG0002740	YEAST01658	TCONS_00046160.p1
OG0002742	YEAST03713	TCONS_00031180.p1, TCONS_00031206.p1
OG0002743	YEAST01824, YEAST03362	TCONS_00055209.p1
OG0002745	YEAST04244	TCONS_00014235.p1
OG0002746	YEAST04902, YEAST05332	TCONS_00039793.p1
OG0002747	YEAST05617	TCONS_00016131.p1
OG0002749	YEAST02810	TCONS_00034797.p1
OG0002750	YEAST04952	TCONS_00047460.p1
OG0002752	YEAST03686	TCONS_00042881.p1
OG0002753	YEAST03742	TCONS_00047595.p1
OG0002754	YEAST03620	TCONS_00054318.p1
OG0002756	YEAST04058	TCONS_00048920.p1, TCONS_00006067.p1
OG0002758	YEAST04409	TCONS_00006270.p1
OG0002760	YEAST01927	TCONS_00049773.p1
OG0002761	YEAST03261	TCONS_00010302.p1
OG0002763	YEAST00260	TCONS_00055749.p1
OG0002764	YEAST00423	TCONS_00050931.p1
OG0002765	YEAST01667, YEAST05523	TCONS_00009341.p1
OG0002766	YEAST05357	TCONS_00049553.p1, TCONS_00049554.p1, TCONS_00004496.p1
OG0002767	YEAST04591	TCONS_00043030.p1
OG0002771	YEAST02043	TCONS_00011580.p1
OG0002772	YEAST03384	TCONS_00053759.p1
OG0002773	YEAST03677	TCONS_00022345.p1, TCONS_00022344.p1
OG0002774	YEAST03575	TCONS_00028627.p1
OG0002775	YEAST03021	TCONS_00004466.p1, TCONS_00029656.p1
OG0002781	YEAST05450	TCONS_00056768.p1
OG0002782	YEAST02121	TCONS_00011132.p1
OG0002785	YEAST06106, YEAST01228	TCONS_00054448.p1
OG0002788	YEAST02578, YEAST01232	TCONS_00038074.p1
OG0002789	YEAST05269	TCONS_00054494.p1, TCONS_00053396.p1
OG0002793	YEAST01371	TCONS_00003882.p1
OG0002799	YEAST01461	TCONS_00004881.p1
OG0002817	YEAST01189, YEAST04922	TCONS_00009559.p1
OG0002824	YEAST02137	TCONS_00019599.p1
OG0002826	YEAST00174	TCONS_00009663.p1
OG0002827	YEAST05976	TCONS_00001793.p1, TCONS_00001794.p1, TCONS_00001795.p2
OG0002828	YEAST00227, YEAST00963	TCONS_00034310.p1
OG0002831	YEAST03282	TCONS_00035950.p1, TCONS_00035945.p1
OG0002835	YEAST02656	TCONS_00018725.p1, TCONS_00017643.p1
OG0002837	YEAST01987, YEAST00157	TCONS_00042766.p1
OG0002839	YEAST03148	TCONS_00004451.p1
OG0002843	YEAST04737	TCONS_00030426.p1
OG0002844	YEAST05563	TCONS_00049299.p1, TCONS_00048042.p1
OG0002847	YEAST02294	TCONS_00006483.p1
OG0002851	YEAST04951	TCONS_00000274.p1
OG0002855	YEAST00137	TCONS_00004539.p1, TCONS_00001780.p1, TCONS_00001781.p1, TCONS_00004538.p1, TCONS_00001782.p1
OG0002860	YEAST02712	TCONS_00013248.p1
OG0002866	YEAST01136	TCONS_00037598.p1
OG0002876	YEAST02348	TCONS_00055182.p1, TCONS_00055153.p1, TCONS_00055154.p1
OG0002877	YEAST04537	TCONS_00027894.p1
OG0002883	YEAST03027	TCONS_00003183.p1
OG0002891	YEAST03205	TCONS_00053738.p1
OG0002893	YEAST03653	TCONS_00022744.p1
OG0002894	YEAST00906	TCONS_00010576.p1
OG0002895	YEAST01471, YEAST05353, YEAST05456	TCONS_00029819.p1
OG0002897	YEAST06308	TCONS_00041365.p1, TCONS_00031606.p1, TCONS_00041377.p1, TCONS_00032281.p1, TCONS_00041351.p1, TCONS_00041379.p1, TCONS_00031603.p1, TCONS_00031601.p1, TCONS_00031610.p1, TCONS_00031602.p1, TCONS_00041359.p1, TCONS_00041348.p1, TCONS_00041353.p1
OG0002899	YEAST00283	TCONS_00051403.p1, TCONS_00051402.p1
OG0002900	YEAST05306	TCONS_00020534.p1, TCONS_00029824.p1
OG0002907	YEAST02061	TCONS_00028502.p1
OG0002910	YEAST00223	TCONS_00028540.p1, TCONS_00028541.p1
OG0002915	YEAST02264	TCONS_00020490.p1
OG0002917	YEAST03703	TCONS_00021044.p1
OG0002921	YEAST06254	TCONS_00005612.p1, TCONS_00005613.p2
OG0002922	YEAST01261	TCONS_00025977.p1
OG0002947	YEAST00232	TCONS_00049003.p1, TCONS_00047564.p1
OG0002948	YEAST03584	TCONS_00050545.p1
OG0002949	YEAST00419, YEAST06063	TCONS_00014445.p1
OG0002952	YEAST05257	TCONS_00042673.p1
OG0002953	YEAST03034	TCONS_00048395.p1
OG0002957	YEAST03253	TCONS_00022513.p1
OG0002960	YEAST05502	TCONS_00016533.p1, TCONS_00039602.p1, TCONS_00039603.p1
OG0002965	YEAST03804	TCONS_00030551.p1
OG0002966	YEAST06059	TCONS_00016413.p1, TCONS_00016414.p1
OG0002968	YEAST00199	TCONS_00000180.p1
OG0002969	YEAST00655	TCONS_00055983.p1
OG0002982	YEAST02471	TCONS_00002363.p1, TCONS_00002375.p1
OG0002984	YEAST01144	TCONS_00014608.p1
OG0002985	YEAST02147	TCONS_00042833.p1
OG0002987	YEAST02970, YEAST00081, YEAST02488	TCONS_00026946.p1
OG0002991	YEAST03345, YEAST01842	TCONS_00030348.p1
OG0002997	YEAST02374	TCONS_00053213.p1, TCONS_00021746.p1
OG0003001	YEAST01497	TCONS_00002698.p1
OG0003004	YEAST02183	TCONS_00010525.p1
OG0003006	YEAST00899	TCONS_00014322.p1, TCONS_00014334.p1
OG0003010	YEAST03035	TCONS_00036755.p1
OG0003012	YEAST04512	TCONS_00013995.p1, TCONS_00048089.p1, TCONS_00013996.p1, TCONS_00013997.p2
OG0003016	YEAST04810	TCONS_00041684.p1
OG0003017	YEAST02213	TCONS_00025399.p1
OG0003018	YEAST01635, YEAST01949	TCONS_00042596.p1
OG0003020	YEAST04851	TCONS_00052089.p1, TCONS_00052085.p1, TCONS_00052088.p1
OG0003027	YEAST05498	TCONS_00018446.p1
OG0003028	YEAST05822	TCONS_00044915.p1
OG0003029	YEAST04523	TCONS_00008363.p1
OG0003033	YEAST02457, YEAST02640	TCONS_00000889.p1
OG0003039	YEAST00055	TCONS_00029796.p1
OG0003043	YEAST02551	TCONS_00042430.p1
OG0003046	YEAST01632	TCONS_00018079.p1
OG0003054	YEAST04909, YEAST05341	TCONS_00021522.p1
OG0003056	YEAST02257	TCONS_00000638.p1
OG0003059	YEAST02832, YEAST03675	TCONS_00010865.p1, TCONS_00009506.p1, TCONS_00010866.p1
OG0003063	YEAST00204	TCONS_00047299.p1
OG0003066	YEAST00969	TCONS_00037980.p1
OG0003067	YEAST03159	TCONS_00027360.p1
OG0003072	YEAST05076	TCONS_00048899.p1
OG0003079	YEAST01019	TCONS_00029793.p1
OG0003101	YEAST01357	TCONS_00017184.p1
OG0003104	YEAST00861	TCONS_00055183.p1, TCONS_00055155.p1
OG0003105	YEAST04282	TCONS_00028837.p1
OG0003107	YEAST00029	TCONS_00007437.p1
OG0003108	YEAST00796	TCONS_00035993.p1
OG0003110	YEAST02197	TCONS_00021811.p1
OG0003114	YEAST00453, YEAST02426	TCONS_00011587.p1
OG0003119	YEAST00778	TCONS_00041056.p1
OG0003121	YEAST03190	TCONS_00028552.p1
OG0003131	YEAST04435, YEAST04350	TCONS_00005152.p1
OG0003135	YEAST02069	TCONS_00011843.p1
OG0003138	YEAST01790, YEAST00784	TCONS_00050755.p1
OG0003145	YEAST06012	TCONS_00014971.p1
OG0003147	YEAST03729	TCONS_00026561.p1
OG0003151	YEAST03910	TCONS_00020486.p1
OG0003153	YEAST05438	TCONS_00007590.p1
