Orthogroup	YEAST	APOSJ_ok
OG0003033	YEAST02457, YEAST02640	APOSJ_22116, APOSJ_22716, APOSJ_55466
OG0003039	YEAST00055	APOSJ_35715
OG0003043	YEAST02551	APOSJ_51495, APOSJ_40245, APOSJ_40246, APOSJ_51491, APOSJ_51493, APOSJ_40247, APOSJ_51496, APOSJ_62284
OG0003046	YEAST01632	APOSJ_33073, APOSJ_53211, APOSJ_53213, APOSJ_53212
OG0003054	YEAST04909, YEAST05341	APOSJ_09930, APOSJ_09928, APOSJ_09929, APOSJ_09931
OG0003056	YEAST02257	APOSJ_35147
OG0003059	YEAST02832, YEAST03675	APOSJ_54868
OG0003063	YEAST00204	APOSJ_10490, APOSJ_39056, APOSJ_04759, APOSJ_49230, APOSJ_49232, APOSJ_49231, APOSJ_04757, APOSJ_04758, APOSJ_01115, APOSJ_39075, APOSJ_10491
OG0003067	YEAST03159	APOSJ_20684, APOSJ_20685
OG0003072	YEAST05076	APOSJ_04105, APOSJ_04104, APOSJ_25387
OG0003073	YEAST00167	APOSJ_43163, APOSJ_26792, APOSJ_26794, APOSJ_26791
OG0003079	YEAST01019	APOSJ_59437, APOSJ_59436
OG0003101	YEAST01357	APOSJ_39132
OG0003104	YEAST00861	APOSJ_41239, APOSJ_30663
OG0003105	YEAST04282	APOSJ_38611, APOSJ_41890, APOSJ_34439, APOSJ_41886, APOSJ_41888, APOSJ_40124
OG0003106	YEAST03619	APOSJ_00837, APOSJ_00832, APOSJ_00838, APOSJ_00834, APOSJ_05167, APOSJ_21338, APOSJ_04469, APOSJ_00835, APOSJ_00840, APOSJ_21340, APOSJ_00836, APOSJ_00833, APOSJ_21339
OG0003107	YEAST00029	APOSJ_26201, APOSJ_34016, APOSJ_36925, APOSJ_36926, APOSJ_26198, APOSJ_26196, APOSJ_36923, APOSJ_26200
OG0003108	YEAST00796	APOSJ_53894, APOSJ_60356, APOSJ_53893, APOSJ_53895
OG0003110	YEAST02197	APOSJ_33346, APOSJ_01571, APOSJ_56560, APOSJ_24671
OG0003114	YEAST00453, YEAST02426	APOSJ_17648
OG0003119	YEAST00778	APOSJ_39538, APOSJ_39533, APOSJ_39534, APOSJ_39531
OG0003121	YEAST03190	APOSJ_01530, APOSJ_27238, APOSJ_55020, APOSJ_07217
OG0003131	YEAST04435, YEAST04350	APOSJ_58708
OG0003135	YEAST02069	APOSJ_18751, APOSJ_18755, APOSJ_18749, APOSJ_18753, APOSJ_18754, APOSJ_18752, APOSJ_20256, APOSJ_53592, APOSJ_18750
OG0003138	YEAST01790, YEAST00784	APOSJ_00752, APOSJ_40281, APOSJ_33077, APOSJ_33076, APOSJ_33075
OG0003145	YEAST06012	APOSJ_45278, APOSJ_50052, APOSJ_22385
OG0003147	YEAST03729	APOSJ_21036, APOSJ_21034, APOSJ_21035
OG0003151	YEAST03910	APOSJ_05170
OG0003153	YEAST05438	APOSJ_35785, APOSJ_35782, APOSJ_35780, APOSJ_35783, APOSJ_35778, APOSJ_35779, APOSJ_52381, APOSJ_22926, APOSJ_35781
OG0003154	YEAST00694	APOSJ_51181, APOSJ_51185, APOSJ_50159, APOSJ_50161, APOSJ_51180, APOSJ_51183
OG0003157	YEAST01203	APOSJ_26289, APOSJ_26292, APOSJ_26290, APOSJ_26287, APOSJ_26291, APOSJ_26288
OG0003164	YEAST05549, YEAST04492	APOSJ_27152
OG0003169	YEAST04410	APOSJ_40105, APOSJ_01487, APOSJ_09186, APOSJ_57600, APOSJ_57601, APOSJ_57604, APOSJ_01486, APOSJ_20667, APOSJ_57602, APOSJ_57605, APOSJ_20668, APOSJ_59291
OG0003172	YEAST06030	APOSJ_37760, APOSJ_48896, APOSJ_37761, APOSJ_37762, APOSJ_37759, APOSJ_50968, APOSJ_37764, APOSJ_37763, APOSJ_50967, APOSJ_37765, APOSJ_56161
OG0003174	YEAST06178	APOSJ_17036
OG0003178	YEAST05823	APOSJ_17779, APOSJ_17780
OG0003179	YEAST00905	APOSJ_56598, APOSJ_53571, APOSJ_53563, APOSJ_53567, APOSJ_53565, APOSJ_08422, APOSJ_56597, APOSJ_56600, APOSJ_53564, APOSJ_08421, APOSJ_53568
OG0003182	YEAST05565	APOSJ_40788
OG0003189	YEAST00820	APOSJ_36317, APOSJ_04556, APOSJ_36316, APOSJ_04558, APOSJ_36318, APOSJ_36315
OG0003190	YEAST02550	APOSJ_49718, APOSJ_49721, APOSJ_49724, APOSJ_49723, APOSJ_49719, APOSJ_49722, APOSJ_49720
OG0003191	YEAST01068	APOSJ_11431, APOSJ_11427, APOSJ_11429, APOSJ_11434, APOSJ_11433, APOSJ_11430, APOSJ_11426, APOSJ_11428
OG0003193	YEAST02494	APOSJ_00532
OG0003197	YEAST06274	APOSJ_57136, APOSJ_57140, APOSJ_57137, APOSJ_57134, APOSJ_09752, APOSJ_57138, APOSJ_57133, APOSJ_57139
OG0003199	YEAST04961	APOSJ_06417, APOSJ_50357, APOSJ_06415, APOSJ_06416, APOSJ_06414, APOSJ_06418, APOSJ_40507, APOSJ_06413
OG0003207	YEAST04056	APOSJ_53468, APOSJ_53467
OG0003212	YEAST05531	APOSJ_40742
OG0003214	YEAST03701	APOSJ_30849, APOSJ_30835
OG0003215	YEAST04373	APOSJ_30430
OG0003218	YEAST04068	APOSJ_10871, APOSJ_10868, APOSJ_10873, APOSJ_47482, APOSJ_17947, APOSJ_03784, APOSJ_59373, APOSJ_17946, APOSJ_17951, APOSJ_10870, APOSJ_10869
OG0003219	YEAST01656	APOSJ_52235, APOSJ_51906
OG0003220	YEAST03417, YEAST00186	APOSJ_62682
OG0003221	YEAST05064	APOSJ_53881, APOSJ_53880
OG0003223	YEAST04472	APOSJ_01786, APOSJ_01785
OG0003228	YEAST06187	APOSJ_15473, APOSJ_15470
OG0003230	YEAST05487	APOSJ_24729, APOSJ_40527, APOSJ_40529, APOSJ_40528, APOSJ_40525, APOSJ_40524, APOSJ_40531, APOSJ_24730, APOSJ_40530, APOSJ_40523, APOSJ_40526, APOSJ_24731
OG0003234	YEAST00760	APOSJ_35347
OG0003235	YEAST06282	APOSJ_56012, APOSJ_56016
OG0003251	YEAST05338, YEAST04904	APOSJ_54466
OG0003254	YEAST03911	APOSJ_62720, APOSJ_62718, APOSJ_62717, APOSJ_62719
OG0003257	YEAST02741	APOSJ_11591, APOSJ_11592, APOSJ_11593, APOSJ_11624, APOSJ_07998
OG0003263	YEAST05333	APOSJ_41168, APOSJ_38823
OG0003264	YEAST03398	APOSJ_26140, APOSJ_26142, APOSJ_33770, APOSJ_26141
OG0003266	YEAST05585	APOSJ_61414, APOSJ_61413
OG0003267	YEAST02516	APOSJ_30035, APOSJ_30027, APOSJ_30031, APOSJ_30028, APOSJ_30029, APOSJ_30034, APOSJ_30033, APOSJ_30030, APOSJ_30032
OG0003270	YEAST01372, YEAST05351, YEAST01476	APOSJ_39577, APOSJ_47534, APOSJ_39578
OG0003277	YEAST03706	APOSJ_64925
OG0003283	YEAST02779	APOSJ_14970
OG0003284	YEAST02184	APOSJ_10702, APOSJ_10699, APOSJ_02860, APOSJ_10701, APOSJ_10700
OG0003287	YEAST00166	APOSJ_35942
OG0003288	YEAST05062	APOSJ_00605, APOSJ_00604, APOSJ_00602, APOSJ_00603
OG0003290	YEAST06325	APOSJ_53361
OG0003293	YEAST04930	APOSJ_55383, APOSJ_55380, APOSJ_29797, APOSJ_29796
OG0003295	YEAST06127	APOSJ_19312, APOSJ_22148, APOSJ_22150, APOSJ_22149
OG0003300	YEAST03316	APOSJ_40504, APOSJ_53374, APOSJ_52277, APOSJ_53371
OG0003301	YEAST03267	APOSJ_13270, APOSJ_13273, APOSJ_13271, APOSJ_13272
OG0003302	YEAST04633	APOSJ_06175, APOSJ_56909
OG0003303	YEAST05878	APOSJ_16243, APOSJ_16242
OG0003304	YEAST01018	APOSJ_14274, APOSJ_14271, APOSJ_14272, APOSJ_24301, APOSJ_14270, APOSJ_14273
OG0003316	YEAST04887	APOSJ_22523, APOSJ_13980, APOSJ_13981
OG0003317	YEAST03051	APOSJ_63724
OG0003318	YEAST02158	APOSJ_60634, APOSJ_60633, APOSJ_60632
OG0003332	YEAST02945, YEAST00447	APOSJ_02848
OG0003335	YEAST01260	APOSJ_08677, APOSJ_08675, APOSJ_08678, APOSJ_31091, APOSJ_23252, APOSJ_23251
OG0003340	YEAST04972	APOSJ_34485, APOSJ_34486, APOSJ_05198
OG0003341	YEAST00990	APOSJ_45924
OG0003343	YEAST04356, YEAST06258	APOSJ_05903, APOSJ_05901
OG0003344	YEAST04764	APOSJ_44660, APOSJ_44661, APOSJ_44656, APOSJ_44658, APOSJ_12791, APOSJ_44657
OG0003345	YEAST02133	APOSJ_63892, APOSJ_63885
OG0003348	YEAST02844	APOSJ_36909, APOSJ_36910
OG0003349	YEAST00235, YEAST04798	APOSJ_31148, APOSJ_31149
OG0003356	YEAST02937	APOSJ_58430, APOSJ_58431
OG0003357	YEAST04240, YEAST02522	APOSJ_32102, APOSJ_32646
OG0003364	YEAST00730	APOSJ_19020, APOSJ_45760, APOSJ_49080
OG0003366	YEAST05276, YEAST03075	APOSJ_04282, APOSJ_04280, APOSJ_04281
OG0003373	YEAST03755	APOSJ_27159, APOSJ_27158, APOSJ_18321
OG0003374	YEAST03627	APOSJ_06681, APOSJ_06684
OG0003375	YEAST03722	APOSJ_38227, APOSJ_38228, APOSJ_38229
OG0003377	YEAST03340	APOSJ_37835, APOSJ_10139, APOSJ_10138, APOSJ_10131, APOSJ_10134, APOSJ_20954, APOSJ_10130, APOSJ_10136, APOSJ_00057, APOSJ_10137, APOSJ_16398, APOSJ_16397, APOSJ_37839, APOSJ_16399, APOSJ_10135, APOSJ_16400
OG0003380	YEAST00529	APOSJ_34055, APOSJ_07322, APOSJ_07324, APOSJ_07321, APOSJ_34056, APOSJ_07326, APOSJ_07325, APOSJ_07323
OG0003381	YEAST03447, YEAST01380	APOSJ_25111
OG0003382	YEAST01627	APOSJ_58634, APOSJ_52650, APOSJ_39445
OG0003386	YEAST02725	APOSJ_22721, APOSJ_22627, APOSJ_62015, APOSJ_62014, APOSJ_62013, APOSJ_36229
OG0003425	YEAST05084	APOSJ_59503, APOSJ_59500, APOSJ_59499
OG0003426	YEAST05251	APOSJ_54168, APOSJ_06465, APOSJ_06462, APOSJ_06463, APOSJ_06464
OG0003428	YEAST04550, YEAST01154	APOSJ_63827, APOSJ_61092, APOSJ_61091, APOSJ_63825, APOSJ_63826, APOSJ_61095, APOSJ_61094, APOSJ_55474, APOSJ_61093, APOSJ_63828, APOSJ_61096, APOSJ_61088
OG0003429	YEAST05921	APOSJ_01497, APOSJ_34185
OG0003430	YEAST04732	APOSJ_50132, APOSJ_08009, APOSJ_08010
OG0003434	YEAST02689	APOSJ_03266, APOSJ_23693, APOSJ_23694, APOSJ_03263, APOSJ_45087, APOSJ_23692, APOSJ_03260, APOSJ_03264, APOSJ_52653, APOSJ_03267, APOSJ_52820, APOSJ_03262
OG0003435	YEAST05483	APOSJ_38352, APOSJ_40169
OG0003441	YEAST05981	APOSJ_57100, APOSJ_55744, APOSJ_44521, APOSJ_48084, APOSJ_48065, APOSJ_42164, APOSJ_64547, APOSJ_48090, APOSJ_48073, APOSJ_42165
OG0003443	YEAST06032	APOSJ_51731, APOSJ_29125, APOSJ_29126, APOSJ_29124
OG0003454	YEAST04088	APOSJ_50587
OG0003458	YEAST00169	APOSJ_14252
OG0003461	YEAST05752, YEAST04759	APOSJ_11251, APOSJ_63814
OG0003463	YEAST02371	APOSJ_26680
OG0003464	YEAST05120	APOSJ_23668, APOSJ_17824, APOSJ_23656, APOSJ_23661
OG0003465	YEAST02874	APOSJ_38324, APOSJ_40009, APOSJ_38325, APOSJ_38328, APOSJ_38326, APOSJ_31820, APOSJ_38327, APOSJ_31821, APOSJ_38322, APOSJ_31819, APOSJ_38329, APOSJ_40006
OG0003467	YEAST01278	APOSJ_64197, APOSJ_64196, APOSJ_64198
OG0003477	YEAST03665	APOSJ_35125, APOSJ_35129, APOSJ_26366, APOSJ_26365
OG0003483	YEAST06074	APOSJ_56426, APOSJ_56424, APOSJ_56422
OG0003491	YEAST03514	APOSJ_03302, APOSJ_03301
OG0003493	YEAST01076	APOSJ_03546, APOSJ_03542, APOSJ_03544, APOSJ_03541, APOSJ_40566, APOSJ_03545, APOSJ_12147, APOSJ_03543, APOSJ_04514, APOSJ_03540, APOSJ_12148
OG0003497	YEAST00758	APOSJ_02854, APOSJ_02856, APOSJ_02855, APOSJ_02857
OG0003498	YEAST05680	APOSJ_27522
OG0003500	YEAST03303, YEAST02683	APOSJ_59360, APOSJ_59358, APOSJ_59359, APOSJ_59361
OG0003501	YEAST01421	APOSJ_34944, APOSJ_33033, APOSJ_37508
OG0003502	YEAST02519	APOSJ_20693, APOSJ_20695, APOSJ_20694
OG0003503	YEAST00400	APOSJ_26546, APOSJ_26545, APOSJ_26547
OG0003505	YEAST00697	APOSJ_43745
OG0003509	YEAST02850	APOSJ_57120, APOSJ_62132, APOSJ_42699, APOSJ_42697, APOSJ_42700, APOSJ_42698
OG0003515	YEAST00923	APOSJ_29411
OG0003518	YEAST04809	APOSJ_11964, APOSJ_11966
OG0003523	YEAST05393	APOSJ_38644, APOSJ_62815
OG0003531	YEAST00465	APOSJ_27815, APOSJ_27816
OG0003532	YEAST05810	APOSJ_12859, APOSJ_20021, APOSJ_15636, APOSJ_45999, APOSJ_24878, APOSJ_09308, APOSJ_09303, APOSJ_09305, APOSJ_54670, APOSJ_07088, APOSJ_21782
OG0003539	YEAST03774	APOSJ_13942, APOSJ_14999, APOSJ_13943, APOSJ_28976, APOSJ_15000, APOSJ_13941, APOSJ_14998, APOSJ_13940, APOSJ_15002, APOSJ_15001, APOSJ_15004, APOSJ_15003
OG0003541	YEAST01314	APOSJ_04774
OG0003543	YEAST01290	APOSJ_34101
OG0003544	YEAST00251	APOSJ_21081
OG0003550	YEAST06166	APOSJ_43269, APOSJ_43268
OG0003551	YEAST01826	APOSJ_23011
OG0003552	YEAST04163	APOSJ_12526, APOSJ_12527, APOSJ_12528, APOSJ_12529, APOSJ_12524, APOSJ_12530, APOSJ_12523, APOSJ_12525
OG0003556	YEAST05216	APOSJ_31011, APOSJ_04977, APOSJ_04978
OG0003560	YEAST00307	APOSJ_61062, APOSJ_12965, APOSJ_39201, APOSJ_31216
OG0003560	YEAST02357, YEAST05925	APOSJ_15875
OG0003561	YEAST06100	APOSJ_16281
OG0003562	YEAST00960	APOSJ_16527, APOSJ_16528
OG0003565	YEAST03392	APOSJ_38469, APOSJ_38886, APOSJ_49185, APOSJ_49183
OG0003567	YEAST04838	APOSJ_26858, APOSJ_26859
OG0003568	YEAST04328	APOSJ_04219, APOSJ_11473, APOSJ_11478, APOSJ_11479, APOSJ_11472, APOSJ_12091, APOSJ_12143, APOSJ_04220, APOSJ_11476, APOSJ_11480
OG0003570	YEAST03562, YEAST04635	APOSJ_07061, APOSJ_07059, APOSJ_07060, APOSJ_23074
OG0003571	YEAST05553	APOSJ_29259, APOSJ_29260
OG0003573	YEAST00597	APOSJ_04385, APOSJ_04381, APOSJ_04382, APOSJ_04383, APOSJ_04386, APOSJ_04384
OG0003578	YEAST05031	APOSJ_01112
OG0003579	YEAST05446	APOSJ_06615
OG0003582	YEAST03174	APOSJ_08826, APOSJ_56387, APOSJ_31300, APOSJ_31298
OG0003598	YEAST00803	APOSJ_09285, APOSJ_09284, APOSJ_09283
OG0003599	YEAST04133	APOSJ_51609, APOSJ_32960
OG0003603	YEAST03529	APOSJ_16153, APOSJ_16154
OG0003610	YEAST02573	APOSJ_41838
OG0003611	YEAST01054	APOSJ_58421
OG0003612	YEAST00808	APOSJ_10880, APOSJ_10881, APOSJ_10882
OG0003613	YEAST02366	APOSJ_09180, APOSJ_09181, APOSJ_09179
OG0003615	YEAST01638	APOSJ_63995, APOSJ_63996, APOSJ_63993, APOSJ_63994
OG0003617	YEAST01843	APOSJ_38825, APOSJ_38826
OG0003618	YEAST00747	APOSJ_41380, APOSJ_58189, APOSJ_23320, APOSJ_61743, APOSJ_41378, APOSJ_52928, APOSJ_51639, APOSJ_41381, APOSJ_32988, APOSJ_52927, APOSJ_51640
OG0003619	YEAST04756	APOSJ_63145, APOSJ_33903, APOSJ_33902
OG0003624	YEAST00147	APOSJ_50717
OG0003630	YEAST04845	APOSJ_00695, APOSJ_00696, APOSJ_00693, APOSJ_00692, APOSJ_00694
OG0003632	YEAST02125	APOSJ_47100, APOSJ_28613
OG0003638	YEAST00956	APOSJ_08758, APOSJ_20093
OG0003641	YEAST04061, YEAST01158	APOSJ_05920, APOSJ_05922
OG0003643	YEAST03144	APOSJ_55403, APOSJ_55405, APOSJ_55402, APOSJ_08512
OG0003644	YEAST01545	APOSJ_55993, APOSJ_55994
OG0003645	YEAST05809, YEAST05493	APOSJ_37449
OG0003646	YEAST02349	APOSJ_23541, APOSJ_23542, APOSJ_23537, APOSJ_23543, APOSJ_23535, APOSJ_23540, APOSJ_23536, APOSJ_27104, APOSJ_23539, APOSJ_23538
OG0003647	YEAST04352, YEAST04433	APOSJ_49067, APOSJ_49068, APOSJ_49065, APOSJ_49066
OG0003649	YEAST00203	APOSJ_60879, APOSJ_60878, APOSJ_60881, APOSJ_56606, APOSJ_60876, APOSJ_56605, APOSJ_60882, APOSJ_56608, APOSJ_60880, APOSJ_15298
OG0003650	YEAST00737, YEAST04997	APOSJ_45185
OG0003659	YEAST00140	APOSJ_21711
OG0003661	YEAST02758	APOSJ_04144, APOSJ_04143
OG0003664	YEAST03791	APOSJ_04762, APOSJ_04763, APOSJ_08391
OG0003669	YEAST02813	APOSJ_12392, APOSJ_12390, APOSJ_12393, APOSJ_12389, APOSJ_43894
OG0003672	YEAST03137	APOSJ_16743, APOSJ_43097, APOSJ_43093, APOSJ_16742, APOSJ_43094, APOSJ_43091, APOSJ_04069, APOSJ_16745, APOSJ_43096, APOSJ_43095, APOSJ_43092
OG0003676	YEAST03110	APOSJ_26585, APOSJ_26583
OG0003678	YEAST02330	APOSJ_05396
OG0003679	YEAST03223	APOSJ_61299, APOSJ_40884
OG0003682	YEAST00571	APOSJ_56030
OG0003688	YEAST01333, YEAST05362, YEAST00376	APOSJ_26717, APOSJ_47129
OG0003689	YEAST04232	APOSJ_25714, APOSJ_25713
OG0003690	YEAST01162	APOSJ_32760
OG0003692	YEAST00692	APOSJ_36675, APOSJ_36676
OG0003693	YEAST05304	APOSJ_38592
OG0003694	YEAST01453	APOSJ_47953, APOSJ_07614, APOSJ_50346, APOSJ_45550, APOSJ_50345, APOSJ_07613, APOSJ_50347
OG0003696	YEAST05704	APOSJ_64668, APOSJ_64669, APOSJ_12262
OG0003697	YEAST04962	APOSJ_29486, APOSJ_29484
OG0003698	YEAST03764, YEAST03185	APOSJ_58545, APOSJ_58546, APOSJ_58544
OG0003703	YEAST00683	APOSJ_14567, APOSJ_14568
OG0003710	YEAST02077	APOSJ_49432, APOSJ_49431
OG0003712	YEAST02114	APOSJ_43349, APOSJ_46239
OG0003713	YEAST01549, YEAST03807	APOSJ_28572, APOSJ_28574
OG0003716	YEAST02390	APOSJ_39158, APOSJ_39155, APOSJ_39154, APOSJ_39156, APOSJ_39157, APOSJ_39159
OG0003718	YEAST05772	APOSJ_08670, APOSJ_08671
OG0003719	YEAST06338	APOSJ_41819, APOSJ_41713, APOSJ_41715, APOSJ_41820, APOSJ_41815, APOSJ_41714, APOSJ_41816, APOSJ_41818, APOSJ_62384, APOSJ_62397, APOSJ_61565, APOSJ_41817
OG0003721	YEAST04960	APOSJ_38023
OG0003724	YEAST02365, YEAST06120	APOSJ_55389
OG0003729	YEAST01543	APOSJ_03980
OG0003731	YEAST04486	APOSJ_05515, APOSJ_05519, APOSJ_05517, APOSJ_05518, APOSJ_05516
OG0003733	YEAST03492	APOSJ_45706, APOSJ_18728, APOSJ_45704, APOSJ_45703, APOSJ_45707, APOSJ_45705
OG0003734	YEAST02809, YEAST03842	APOSJ_10018, APOSJ_40237
OG0003735	YEAST06115	APOSJ_19361
OG0003738	YEAST05605	APOSJ_30831, APOSJ_62127, APOSJ_62128, APOSJ_62126, APOSJ_44442, APOSJ_44444
OG0003740	YEAST01029	APOSJ_53050
OG0003741	YEAST01379	APOSJ_52967, APOSJ_52968
OG0003743	YEAST06008, YEAST05688	APOSJ_13721, APOSJ_13720, APOSJ_31955
OG0003744	YEAST01207	APOSJ_04329, APOSJ_04330
OG0003745	YEAST02618	APOSJ_40164, APOSJ_32998
OG0003749	YEAST04441	APOSJ_44308, APOSJ_44307
OG0003750	YEAST00149	APOSJ_50371, APOSJ_50373, APOSJ_50370, APOSJ_50372, APOSJ_50374, APOSJ_50369
OG0003756	YEAST01878	APOSJ_31907, APOSJ_31906, APOSJ_31905
OG0003758	YEAST06133	APOSJ_53340, APOSJ_61521, APOSJ_53338
OG0003759	YEAST03315	APOSJ_33874, APOSJ_33875, APOSJ_13678
OG0003766	YEAST03336	APOSJ_34957, APOSJ_34952, APOSJ_34951, APOSJ_34956, APOSJ_34954, APOSJ_34955, APOSJ_34958, APOSJ_34953
OG0003767	YEAST01933, YEAST01650	APOSJ_36366, APOSJ_51604, APOSJ_36367, APOSJ_51601, APOSJ_36370, APOSJ_51621, APOSJ_41528, APOSJ_36369, APOSJ_42739
OG0003769	YEAST01999	APOSJ_33264, APOSJ_33263, APOSJ_33265
OG0003770	YEAST01234, YEAST03860	APOSJ_17183
OG0003778	YEAST05796	APOSJ_25166, APOSJ_25167, APOSJ_08214, APOSJ_25165
OG0003779	YEAST04431	APOSJ_36800, APOSJ_36797, APOSJ_30266, APOSJ_36794, APOSJ_36795, APOSJ_36796, APOSJ_36798, APOSJ_43526, APOSJ_30271, APOSJ_36799
OG0003806	YEAST02367	APOSJ_54690, APOSJ_61479, APOSJ_61478, APOSJ_61477, APOSJ_61475, APOSJ_61476
OG0003807	YEAST04265, YEAST03128	APOSJ_38997
OG0003808	YEAST01201	APOSJ_56880, APOSJ_56881, APOSJ_16708, APOSJ_56882, APOSJ_04168, APOSJ_62230, APOSJ_56883
OG0003811	YEAST00417	APOSJ_10829, APOSJ_10830, APOSJ_23632, APOSJ_10831
OG0003812	YEAST00287	APOSJ_54158, APOSJ_01747, APOSJ_60218, APOSJ_54157, APOSJ_54156
OG0003813	YEAST00254	APOSJ_38319, APOSJ_38320
OG0003818	YEAST04318	APOSJ_04525, APOSJ_04528, APOSJ_04527, APOSJ_04524, APOSJ_04523, APOSJ_04526
OG0003824	YEAST01468	APOSJ_33742, APOSJ_18170, APOSJ_33739, APOSJ_33740, APOSJ_33738, APOSJ_06733, APOSJ_33744, APOSJ_33745, APOSJ_33743, APOSJ_33741
OG0003828	YEAST02448	APOSJ_09885, APOSJ_35825, APOSJ_24369, APOSJ_35820, APOSJ_55660, APOSJ_55659, APOSJ_35827, APOSJ_09883, APOSJ_35824, APOSJ_35826, APOSJ_35822, APOSJ_58629, APOSJ_35821, APOSJ_35823
OG0003829	YEAST02032, YEAST01031	APOSJ_42034, APOSJ_63776, APOSJ_63772, APOSJ_63770, APOSJ_42035
OG0003831	YEAST03010, YEAST05137, YEAST02344	APOSJ_16069
OG0003834	YEAST06322	APOSJ_32235
OG0003837	YEAST02586	APOSJ_31977, APOSJ_31976, APOSJ_31979
OG0003838	YEAST03413	APOSJ_61074
OG0003839	YEAST01736	APOSJ_46438, APOSJ_39403, APOSJ_46439, APOSJ_39406
OG0003844	YEAST06054	APOSJ_54763, APOSJ_11210
OG0003846	YEAST00356	APOSJ_50869
OG0003848	YEAST01654	APOSJ_04335, APOSJ_26933
OG0003850	YEAST00228	APOSJ_33809, APOSJ_33808, APOSJ_13314, APOSJ_33810
OG0003851	YEAST06169	APOSJ_39165
OG0003852	YEAST03296	APOSJ_52160
OG0003853	YEAST06251	APOSJ_22563, APOSJ_22564, APOSJ_22566
OG0003855	YEAST04936	APOSJ_18900
OG0003856	YEAST03934, YEAST02710	APOSJ_28239, APOSJ_26874
OG0003858	YEAST01401	APOSJ_46741, APOSJ_46742, APOSJ_46743, APOSJ_46744, APOSJ_46739, APOSJ_46740
OG0003860	YEAST01412	APOSJ_62081
OG0003866	YEAST01895	APOSJ_24282, APOSJ_24283
OG0003867	YEAST03558	APOSJ_60752, APOSJ_60753
OG0003868	YEAST01448	APOSJ_64684, APOSJ_25045
OG0003869	YEAST02771	APOSJ_29377, APOSJ_29373, APOSJ_29376, APOSJ_29378, APOSJ_29372, APOSJ_29375, APOSJ_29371, APOSJ_29374
OG0003875	YEAST05070	APOSJ_46925, APOSJ_46926, APOSJ_46924
OG0003876	YEAST02423	APOSJ_55351, APOSJ_55353, APOSJ_55352, APOSJ_55355, APOSJ_55354, APOSJ_03915, APOSJ_55350, APOSJ_03914, APOSJ_03913
OG0003877	YEAST04860, YEAST05867, YEAST03825	APOSJ_11307, APOSJ_11303, APOSJ_11306, APOSJ_11308, APOSJ_11304, APOSJ_11305, APOSJ_49244, APOSJ_39123
OG0003879	YEAST00463	APOSJ_33787, APOSJ_33786
OG0003881	YEAST03851	APOSJ_17185, APOSJ_17184, APOSJ_17186, APOSJ_40103
OG0003882	YEAST03663	APOSJ_34819, APOSJ_32141, APOSJ_01045, APOSJ_06437, APOSJ_60271, APOSJ_04288, APOSJ_04295, APOSJ_32142, APOSJ_60270, APOSJ_12511, APOSJ_12510, APOSJ_32140
OG0003886	YEAST06023	APOSJ_13752, APOSJ_33893, APOSJ_33892, APOSJ_33894
OG0003893	YEAST05028	APOSJ_03597
OG0003897	YEAST01270	APOSJ_63844, APOSJ_31200, APOSJ_31201, APOSJ_63847, APOSJ_31202, APOSJ_31203
OG0003899	YEAST04954	APOSJ_11868, APOSJ_19887, APOSJ_19885, APOSJ_11869, APOSJ_19889, APOSJ_19888, APOSJ_23150, APOSJ_11870, APOSJ_19886, APOSJ_61318
OG0003910	YEAST03780	APOSJ_45369, APOSJ_45364, APOSJ_45365, APOSJ_45367, APOSJ_45368, APOSJ_45371, APOSJ_45370, APOSJ_45366
OG0003911	YEAST00032	APOSJ_45226, APOSJ_45227, APOSJ_15903, APOSJ_15901, APOSJ_55208, APOSJ_45225
OG0003913	YEAST03258	APOSJ_63633
OG0003918	YEAST00058	APOSJ_31056
OG0003921	YEAST06181	APOSJ_28730, APOSJ_28728
OG0003926	YEAST04138	APOSJ_02594
OG0003929	YEAST04489, YEAST01422	APOSJ_09142, APOSJ_53843
OG0003930	YEAST03969	APOSJ_48107, APOSJ_42192, APOSJ_42191, APOSJ_48106, APOSJ_42194, APOSJ_42196, APOSJ_42195, APOSJ_42193
OG0003931	YEAST01142	APOSJ_19698, APOSJ_59773
OG0003934	YEAST00084	APOSJ_50302, APOSJ_28917, APOSJ_39940, APOSJ_39939, APOSJ_39942, APOSJ_39941
OG0003938	YEAST01566, YEAST05133	APOSJ_24745, APOSJ_49626
OG0003939	YEAST03211	APOSJ_62479
OG0003944	YEAST01186	APOSJ_26373, APOSJ_33928, APOSJ_33930, APOSJ_33932, APOSJ_33931, APOSJ_33929, APOSJ_26391
OG0003946	YEAST03220	APOSJ_04811, APOSJ_04812
OG0003947	YEAST06266, YEAST05428	APOSJ_17650, APOSJ_57003, APOSJ_57002
OG0003949	YEAST01888	APOSJ_56406
OG0003950	YEAST01409	APOSJ_42086, APOSJ_64031, APOSJ_42088
OG0003954	YEAST02764	APOSJ_58828
OG0003955	YEAST03951	APOSJ_61724, APOSJ_61726, APOSJ_61721, APOSJ_09331, APOSJ_24651, APOSJ_09332, APOSJ_59968, APOSJ_21983, APOSJ_61725, APOSJ_61722, APOSJ_42707
OG0003959	YEAST02778	APOSJ_05692
OG0003961	YEAST01991	APOSJ_41306, APOSJ_41307, APOSJ_42022, APOSJ_30782
