Orthogroup	YEAST	CAEEL
OG0003571	YEAST05553	CAEEL00659
OG0003573	YEAST00597	CAEEL10174, CAEEL18886
OG0003578	YEAST05031	CAEEL08037
OG0003579	YEAST05446	CAEEL10103
OG0003582	YEAST03174	CAEEL10165, CAEEL10958
OG0003598	YEAST00803	CAEEL20069
OG0003599	YEAST04133	CAEEL01022
OG0003603	YEAST03529	CAEEL00903
OG0003610	YEAST02573	CAEEL15111
OG0003611	YEAST01054	CAEEL15351
OG0003612	YEAST00808	CAEEL12107
OG0003613	YEAST02366	CAEEL10330
OG0003615	YEAST01638	CAEEL04572
OG0003617	YEAST04802, YEAST04398	CAEEL00622
OG0003618	YEAST00747	CAEEL10379
OG0003619	YEAST04756	CAEEL19948, CAEEL09130
OG0003624	YEAST00147	CAEEL11456
OG0003630	YEAST04845	CAEEL01945
OG0003632	YEAST02125	CAEEL04287
OG0003638	YEAST00956	CAEEL01092, CAEEL14206
OG0003641	YEAST04061, YEAST01158	CAEEL02290
OG0003644	YEAST01545	CAEEL07060
OG0003645	YEAST05809, YEAST05493	CAEEL08952
OG0003646	YEAST02349	CAEEL04268
OG0003647	YEAST04352, YEAST04433	CAEEL08061
OG0003649	YEAST00203	CAEEL02106
OG0003650	YEAST00737, YEAST04997	CAEEL01596
OG0003659	YEAST00140	CAEEL00820
OG0003661	YEAST02758	CAEEL11758
OG0003664	YEAST03791	CAEEL10164
OG0003668	YEAST06168	CAEEL09161, CAEEL09163
OG0003669	YEAST02813	CAEEL08786, CAEEL08784
OG0003672	YEAST03137	CAEEL12653
OG0003676	YEAST03110	CAEEL00672
OG0003678	YEAST02330	CAEEL03764
OG0003679	YEAST03223	CAEEL14380
OG0003682	YEAST00571	CAEEL13670
OG0003688	YEAST01333, YEAST05362, YEAST00376	CAEEL03025
OG0003689	YEAST04232	CAEEL07514
OG0003690	YEAST01162	CAEEL08798
OG0003692	YEAST00692	CAEEL09322
OG0003693	YEAST05304	CAEEL09517
OG0003694	YEAST01453	CAEEL08779
OG0003696	YEAST05704	CAEEL15341
OG0003697	YEAST04962	CAEEL07546
OG0003698	YEAST03764, YEAST03185	CAEEL05872
OG0003703	YEAST00683	CAEEL05947
OG0003710	YEAST02077	CAEEL05057
OG0003712	YEAST02114	CAEEL12274
OG0003716	YEAST02390	CAEEL00239
OG0003718	YEAST05772	CAEEL00456
OG0003719	YEAST06338	CAEEL01088
OG0003721	YEAST04960	CAEEL19092
OG0003724	YEAST02365, YEAST06120	CAEEL04996
OG0003729	YEAST01543	CAEEL01397, CAEEL16477
OG0003731	YEAST04486	CAEEL14842
OG0003733	YEAST03492	CAEEL05542
OG0003734	YEAST02809, YEAST03842	CAEEL18003, CAEEL10089
OG0003735	YEAST06115	CAEEL04830, CAEEL04829
OG0003740	YEAST01029	CAEEL07837
OG0003741	YEAST01379	CAEEL07870
OG0003743	YEAST06008, YEAST05688	CAEEL12238
OG0003745	YEAST02618	CAEEL16018, CAEEL17606
OG0003749	YEAST04441	CAEEL20507
OG0003750	YEAST00149	CAEEL05076
OG0003756	YEAST01878	CAEEL01606
OG0003758	YEAST06133	CAEEL05748
OG0003759	YEAST03315	CAEEL09625
OG0003766	YEAST03336	CAEEL04438, CAEEL13937, CAEEL13938, CAEEL18113, CAEEL04435, CAEEL04439, CAEEL02710
OG0003767	YEAST01933, YEAST01650	CAEEL07794
OG0003778	YEAST05796	CAEEL10576
OG0003779	YEAST04431	CAEEL12785
OG0003806	YEAST02367	CAEEL10842
OG0003807	YEAST04265, YEAST03128	CAEEL06933
OG0003808	YEAST01201	CAEEL08177
OG0003811	YEAST00417	CAEEL07020
OG0003812	YEAST00287	CAEEL07296
OG0003813	YEAST00254	CAEEL10820
OG0003818	YEAST04318	CAEEL15512
OG0003824	YEAST01468	CAEEL17849
OG0003829	YEAST02032, YEAST01031	CAEEL08428
OG0003831	YEAST03010, YEAST05137, YEAST02344	CAEEL08097
OG0003834	YEAST06322	CAEEL00145
OG0003837	YEAST02586	CAEEL11909, CAEEL11910
OG0003838	YEAST03413	CAEEL14290, CAEEL14289, CAEEL14291
OG0003839	YEAST01736	CAEEL11415
OG0003844	YEAST06054	CAEEL02775
OG0003846	YEAST00356	CAEEL00811, CAEEL18648
OG0003848	YEAST01654	CAEEL08837
OG0003850	YEAST00228	CAEEL11705
OG0003851	YEAST06169	CAEEL08777
OG0003852	YEAST03296	CAEEL00155
OG0003853	YEAST06251	CAEEL13793
OG0003855	YEAST04936	CAEEL18132
OG0003856	YEAST03934, YEAST02710	CAEEL07428
OG0003858	YEAST01401	CAEEL06932
OG0003866	YEAST01895	CAEEL00295
OG0003867	YEAST03558	CAEEL15761
OG0003868	YEAST01448	CAEEL18485
OG0003869	YEAST02771	CAEEL00094
OG0003875	YEAST05070	CAEEL00868
OG0003876	YEAST02423	CAEEL04369
OG0003877	YEAST04860, YEAST05867, YEAST03825	CAEEL18175
OG0003879	YEAST00463	CAEEL00338, CAEEL01399
OG0003881	YEAST03851	CAEEL12169
OG0003886	YEAST06023	CAEEL10383
OG0003887	YEAST00028	CAEEL09306, CAEEL09446
OG0003893	YEAST05028	CAEEL05797
OG0003897	YEAST01270	CAEEL07613
OG0003904	YEAST01732	CAEEL00419
OG0003908	YEAST01362	CAEEL00218
OG0003908	YEAST06330	CAEEL08148
OG0003910	YEAST03780	CAEEL08553
OG0003911	YEAST00032	CAEEL20590
OG0003913	YEAST03258	CAEEL05199
OG0003918	YEAST00058	CAEEL11925, CAEEL11924
OG0003921	YEAST06181	CAEEL14832, CAEEL18358
OG0003926	YEAST04138	CAEEL10754, CAEEL19332
OG0003929	YEAST04489, YEAST01422	CAEEL00949
OG0003930	YEAST03969	CAEEL05047
OG0003931	YEAST01142	CAEEL15548
OG0003934	YEAST00084	CAEEL10046
OG0003938	YEAST01566, YEAST05133	CAEEL07167
OG0003939	YEAST03211	CAEEL04128
OG0003944	YEAST01186	CAEEL05219
OG0003946	YEAST03220	CAEEL18782, CAEEL16148
OG0003947	YEAST06266, YEAST05428	CAEEL16177
OG0003949	YEAST01888	CAEEL02494
OG0003950	YEAST01409	CAEEL05823
OG0003954	YEAST02764	CAEEL11860
OG0003955	YEAST03951	CAEEL08204
OG0003959	YEAST02778	CAEEL18903, CAEEL01523
OG0003961	YEAST01991	CAEEL10706
OG0003967	YEAST05935	CAEEL07562, CAEEL16234, CAEEL19590, CAEEL10714, CAEEL10713
OG0003969	YEAST02146	CAEEL01428, CAEEL15342
OG0003971	YEAST00520	CAEEL03035
OG0003972	YEAST06331	CAEEL09414
OG0003973	YEAST06329	CAEEL17822
OG0003999	YEAST05604	CAEEL08414
OG0004000	YEAST06060	CAEEL02254
OG0004005	YEAST06216	CAEEL09757
OG0004007	YEAST01456	CAEEL08380, CAEEL20738
OG0004012	YEAST00755	CAEEL08889
OG0004017	YEAST03019	CAEEL08935
OG0004023	YEAST04349	CAEEL00807
OG0004027	YEAST03587	CAEEL07583
OG0004032	YEAST02562	CAEEL15185
OG0004033	YEAST02572	CAEEL15848, CAEEL02280
OG0004035	YEAST02134	CAEEL06509
OG0004037	YEAST03371	CAEEL05545
OG0004042	YEAST05578	CAEEL00958
OG0004044	YEAST05367	CAEEL07379
OG0004047	YEAST02496	CAEEL19277, CAEEL00270
OG0004051	YEAST01772	CAEEL06861
OG0004052	YEAST03705	CAEEL02741
OG0004054	YEAST05576	CAEEL15244
OG0004056	YEAST05698	CAEEL01652
OG0004057	YEAST05620	CAEEL03603
OG0004059	YEAST00030	CAEEL14867
OG0004065	YEAST00772	CAEEL05056
OG0004067	YEAST02665	CAEEL02869
OG0004068	YEAST03461	CAEEL10640
OG0004071	YEAST02893	CAEEL00928
OG0004072	YEAST02440	CAEEL09095, CAEEL07075
OG0004076	YEAST05461	CAEEL07566
OG0004080	YEAST00812	CAEEL12810
OG0004090	YEAST02301, YEAST02021	CAEEL02918
OG0004091	YEAST04715	CAEEL04573
OG0004092	YEAST03564, YEAST06307	CAEEL07326
OG0004096	YEAST00160	CAEEL09363
OG0004097	YEAST05039	CAEEL05789
OG0004101	YEAST03547, YEAST02901	CAEEL10753
OG0004102	YEAST05787	CAEEL20123
OG0004103	YEAST05061	CAEEL10626
OG0004105	YEAST01700, YEAST01565	CAEEL05115
OG0004110	YEAST02825	CAEEL01260
OG0004113	YEAST02059	CAEEL09663
OG0004115	YEAST00325	CAEEL05975
OG0004116	YEAST00481	CAEEL17798
OG0004118	YEAST01855	CAEEL09754
OG0004119	YEAST02170	CAEEL00177
OG0004120	YEAST01953	CAEEL09396
OG0004123	YEAST04761	CAEEL05731
OG0004124	YEAST01139	CAEEL02724, CAEEL02723
OG0004127	YEAST06097	CAEEL19955, CAEEL18275, CAEEL06860
OG0004130	YEAST03149	CAEEL02356
OG0004134	YEAST05611	CAEEL07495
OG0004136	YEAST01084	CAEEL04479
OG0004142	YEAST05774	CAEEL10168
OG0004148	YEAST00867	CAEEL07951
OG0004150	YEAST04690	CAEEL09285
OG0004151	YEAST04284	CAEEL01499
OG0004153	YEAST05958, YEAST04386, YEAST00290	CAEEL11562
OG0004158	YEAST03379	CAEEL00394
OG0004161	YEAST04124	CAEEL18958
OG0004164	YEAST05923	CAEEL10119
OG0004166	YEAST00189	CAEEL04359
OG0004168	YEAST03028	CAEEL08233
OG0004169	YEAST05813	CAEEL01556
OG0004170	YEAST05906	CAEEL10605
OG0004171	YEAST04501	CAEEL11852
OG0004179	YEAST01050	CAEEL10656
OG0004181	YEAST03406	CAEEL13830
OG0004182	YEAST03699	CAEEL14269
OG0004184	YEAST00127	CAEEL15780, CAEEL15781
OG0004186	YEAST04981	CAEEL13926
OG0004188	YEAST02761	CAEEL15410
OG0004198	YEAST02869, YEAST03548	CAEEL12770
OG0004215	YEAST04590	CAEEL08870
OG0004217	YEAST01257	CAEEL08020
OG0004219	YEAST00912	CAEEL00713
OG0004222	YEAST05826	CAEEL05571
OG0004230	YEAST02220	CAEEL07897
OG0004232	YEAST05931	CAEEL03690
OG0004236	YEAST05432	CAEEL15188
OG0004237	YEAST04445, YEAST04344	CAEEL07362
OG0004243	YEAST00306	CAEEL01439
OG0004245	YEAST00859	CAEEL11730
OG0004248	YEAST03678	CAEEL11465
OG0004249	YEAST02740	CAEEL17634
OG0004250	YEAST05543	CAEEL16187
OG0004252	YEAST05178	CAEEL07003
OG0004254	YEAST03900	CAEEL05989
OG0004258	YEAST00665	CAEEL00939
OG0004259	YEAST03730	CAEEL12479, CAEEL01029, CAEEL01027, CAEEL01028
OG0004261	YEAST02564	CAEEL04677
OG0004262	YEAST02368	CAEEL13871
OG0004268	YEAST00496	CAEEL02406
OG0004269	YEAST04758	CAEEL07842
OG0004273	YEAST02547	CAEEL04799
OG0004278	YEAST00243	CAEEL07238
OG0004280	YEAST05895	CAEEL16211, CAEEL16212
OG0004282	YEAST02575, YEAST06242	CAEEL18359, CAEEL13638
OG0004283	YEAST04184	CAEEL08314
OG0004287	YEAST01708	CAEEL00835
OG0004289	YEAST05719	CAEEL02984
OG0004291	YEAST00852	CAEEL04748
OG0004292	YEAST02537	CAEEL15301
OG0004295	YEAST05946	CAEEL03919
OG0004297	YEAST01463	CAEEL19228
OG0004301	YEAST03850	CAEEL07551
OG0004302	YEAST05203	CAEEL07295
OG0004303	YEAST02492	CAEEL12783
OG0004304	YEAST02425, YEAST05929	CAEEL17137
OG0004305	YEAST02123	CAEEL02874
OG0004307	YEAST04592	CAEEL00090
OG0004308	YEAST04835	CAEEL00320
OG0004309	YEAST05924	CAEEL13877
OG0004310	YEAST05001	CAEEL02565
OG0004312	YEAST03330	CAEEL05846
OG0004314	YEAST00500	CAEEL00001
OG0004324	YEAST04322	CAEEL07830
OG0004330	YEAST06277	CAEEL15513
OG0004331	YEAST06230	CAEEL11038
OG0004333	YEAST01391	CAEEL19900
OG0004335	YEAST01057	CAEEL09206
OG0004337	YEAST05652	CAEEL11698, CAEEL01133
OG0004338	YEAST05023	CAEEL07793
OG0004344	YEAST02441	CAEEL16267
OG0004345	YEAST04894	CAEEL06934
OG0004347	YEAST04515	CAEEL07276
OG0004348	YEAST03956	CAEEL08518
OG0004350	YEAST04742	CAEEL01588
OG0004351	YEAST04167	CAEEL08854
OG0004353	YEAST05143	CAEEL03078
OG0004356	YEAST02877	CAEEL10602
OG0004357	YEAST02304	CAEEL01908
OG0004358	YEAST01304	CAEEL10874
OG0004359	YEAST01873	CAEEL05118
OG0004364	YEAST00647	CAEEL05913
OG0004369	YEAST04013	CAEEL08210
OG0004370	YEAST02378	CAEEL03244, CAEEL09918
OG0004374	YEAST00556	CAEEL07100
OG0004377	YEAST05181	CAEEL07838
OG0004378	YEAST03291	CAEEL08612
OG0004379	YEAST02180, YEAST04152	CAEEL06174
OG0004380	YEAST04825	CAEEL04195
OG0004382	YEAST03218	CAEEL06795
OG0004394	YEAST00619	CAEEL00556
OG0004396	YEAST01668	CAEEL05746
OG0004398	YEAST01259, YEAST02217, YEAST00962	CAEEL09179
OG0004401	YEAST04219	CAEEL08851
OG0004402	YEAST05942, YEAST03617	CAEEL07455
OG0004404	YEAST00833, YEAST00883	CAEEL00266
OG0004417	YEAST03358	CAEEL04605
OG0004425	YEAST04958	CAEEL04267
OG0004426	YEAST01028	CAEEL06644
OG0004460	YEAST06162	CAEEL05618, CAEEL12160
OG0004462	YEAST03397	CAEEL07505
OG0004468	YEAST04439	CAEEL08068, CAEEL00974
OG0004472	YEAST06199	CAEEL02040
OG0004479	YEAST00474	CAEEL01982
OG0004484	YEAST01989	CAEEL03718, CAEEL03716
OG0004486	YEAST00968	CAEEL02086
OG0004489	YEAST03700	CAEEL07471
OG0004490	YEAST02887	CAEEL15483
OG0004492	YEAST05415, YEAST01368	CAEEL12152, CAEEL01223
OG0004494	YEAST03738	CAEEL06691
OG0004495	YEAST00946	CAEEL00990
OG0004498	YEAST02716	CAEEL07493
OG0004500	YEAST04651	CAEEL07302, CAEEL06408
OG0004505	YEAST01701	CAEEL02342, CAEEL10487
OG0004506	YEAST06061	CAEEL09652
OG0004507	YEAST04994	CAEEL02892
OG0004513	YEAST04235	CAEEL02074
OG0004519	YEAST01596	CAEEL09657
OG0004520	YEAST06001, YEAST05696	CAEEL04837
OG0004525	YEAST03937	CAEEL03911
OG0004526	YEAST02603	CAEEL07101
OG0004535	YEAST02221	CAEEL05920
OG0004538	YEAST02750	CAEEL15076
OG0004542	YEAST04816, YEAST04623	CAEEL08914
OG0004545	YEAST02071	CAEEL06229
OG0004546	YEAST04485	CAEEL12390
OG0004551	YEAST00426	CAEEL07605
OG0004554	YEAST04172	CAEEL12132
OG0004559	YEAST04428	CAEEL01667
OG0004563	YEAST04325	CAEEL05628
OG0004566	YEAST02192	CAEEL08060
OG0004567	YEAST05747	CAEEL19136, CAEEL09098
OG0004573	YEAST00677	CAEEL03080
OG0004577	YEAST02283	CAEEL02135, CAEEL02134
OG0004579	YEAST00134	CAEEL12615
OG0004581	YEAST03583, YEAST04618	CAEEL20357
OG0004582	YEAST04377	CAEEL14132
OG0004583	YEAST05833	CAEEL07667
OG0004584	YEAST03457	CAEEL07066
OG0004585	YEAST01153	CAEEL02092
OG0004590	YEAST03622, YEAST00886	CAEEL07891
OG0004593	YEAST01231	CAEEL18389
OG0004606	YEAST05926	CAEEL07463
OG0004609	YEAST05326	CAEEL01549, CAEEL18748
OG0004610	YEAST04487, YEAST01427	CAEEL01077
OG0004611	YEAST04613	CAEEL06872
OG0004612	YEAST02359	CAEEL17404
OG0004616	YEAST00250, YEAST02830	CAEEL02677
OG0004619	YEAST03531	CAEEL07756
OG0004621	YEAST00178	CAEEL01185
OG0004626	YEAST00427	CAEEL02718
OG0004630	YEAST01322, YEAST02951	CAEEL04593
OG0004633	YEAST03510	CAEEL05017, CAEEL04995, CAEEL07556
OG0004634	YEAST00262, YEAST00249	CAEEL04100
OG0004635	YEAST02703	CAEEL00310
OG0004639	YEAST02924	CAEEL10507
OG0004642	YEAST01912, YEAST03591	CAEEL00483
OG0004648	YEAST04721, YEAST05892	CAEEL08010
OG0004649	YEAST02284	CAEEL08731
OG0004654	YEAST00988	CAEEL11750
OG0004655	YEAST01640	CAEEL08002
OG0004656	YEAST04281	CAEEL20024, CAEEL05907
OG0004657	YEAST00473	CAEEL03111
OG0004658	YEAST04140	CAEEL10598, CAEEL10597
OG0004663	YEAST01161	CAEEL07711
OG0004664	YEAST05162	CAEEL14781
OG0004668	YEAST01610	CAEEL08996
OG0004669	YEAST00949	CAEEL16538
OG0004670	YEAST03416	CAEEL02555
OG0004671	YEAST02606	CAEEL07417
OG0004674	YEAST05448	CAEEL04819
OG0004675	YEAST05072, YEAST02983	CAEEL00752
OG0004678	YEAST02777, YEAST04846	CAEEL08038
OG0004682	YEAST02876	CAEEL05023
OG0004683	YEAST00676	CAEEL15952
OG0004684	YEAST05643	CAEEL14663
OG0004685	YEAST04200	CAEEL09080
OG0004687	YEAST00982	CAEEL14139
OG0004691	YEAST00819	CAEEL06746
OG0004699	YEAST05453	CAEEL06377
OG0004703	YEAST00841	CAEEL06877
OG0004705	YEAST05591	CAEEL07549
OG0004708	YEAST04540	CAEEL19872
OG0004711	YEAST03281	CAEEL00544
OG0004728	YEAST04662, YEAST00882	CAEEL00538
OG0004733	YEAST06337	CAEEL14033
OG0004735	YEAST04508	CAEEL15164
OG0004739	YEAST01817	CAEEL11525, CAEEL11526
OG0004740	YEAST04029	CAEEL00607
OG0004743	YEAST04299	CAEEL09903
OG0004747	YEAST01134	CAEEL05338
OG0004749	YEAST05904	CAEEL01493
OG0004753	YEAST04746	CAEEL05745
OG0004755	YEAST03690	CAEEL05081
OG0004756	YEAST03704	CAEEL04839
OG0004759	YEAST02912	CAEEL14427
OG0004760	YEAST01847	CAEEL04521
OG0004764	YEAST04443, YEAST04345	CAEEL08826
OG0004765	YEAST02487	CAEEL05458
OG0004766	YEAST01053	CAEEL11340
OG0004767	YEAST03559	CAEEL15300
OG0004768	YEAST02666	CAEEL15484
OG0004769	YEAST06228	CAEEL12780
OG0004770	YEAST03432	CAEEL01889
OG0004774	YEAST06062	CAEEL06238
OG0004785	YEAST04153	CAEEL06884
OG0004786	YEAST01015	CAEEL08213
OG0004787	YEAST02164	CAEEL05444
OG0004792	YEAST02299	CAEEL07537
OG0004795	YEAST02163	CAEEL08472
OG0004797	YEAST00371	CAEEL00938
OG0004805	YEAST03570	CAEEL12139
OG0004808	YEAST02354	CAEEL02473, CAEEL11207
OG0004811	YEAST01683	CAEEL01647
OG0004814	YEAST05710	CAEEL07145
OG0004816	YEAST04664	CAEEL16537
OG0004819	YEAST00279	CAEEL17427
OG0004820	YEAST05404	CAEEL02793
OG0004822	YEAST03199	CAEEL08056
OG0004833	YEAST01309	CAEEL01811, CAEEL01810, CAEEL17285, CAEEL17797, CAEEL16922
OG0004836	YEAST00658	CAEEL07499
OG0004840	YEAST01399	CAEEL00561
OG0004841	YEAST01375	CAEEL02557
OG0004842	YEAST05083	CAEEL15435
OG0004843	YEAST03163	CAEEL04542
OG0004844	YEAST01571	CAEEL14096
OG0004848	YEAST02387	CAEEL00267
OG0004849	YEAST06335	CAEEL05685
OG0004850	YEAST05082, YEAST02977	CAEEL08379
OG0004851	YEAST02907	CAEEL09166
OG0004852	YEAST00825	CAEEL08142
OG0004854	YEAST00889, YEAST04304	CAEEL02729
OG0004855	YEAST03252	CAEEL07990
OG0004856	YEAST05973	CAEEL19311
OG0004858	YEAST04268	CAEEL09152
OG0004863	YEAST00862	CAEEL15773
OG0004864	YEAST00264	CAEEL09721, CAEEL09722
OG0004874	YEAST04564	CAEEL06394
OG0004875	YEAST02491	CAEEL02867
OG0004877	YEAST05247	CAEEL07946, CAEEL07947
OG0004880	YEAST06046	CAEEL10160
OG0004881	YEAST00141	CAEEL06389
OG0004887	YEAST05734	CAEEL07579
OG0004893	YEAST04667	CAEEL00322
OG0004896	YEAST06193	CAEEL17820
OG0004897	YEAST03127, YEAST00642	CAEEL08009
OG0004898	YEAST01269	CAEEL09548
OG0004902	YEAST00933	CAEEL15345
OG0004903	YEAST03539	CAEEL00424
OG0004906	YEAST02770	CAEEL14478
OG0004911	YEAST04765	CAEEL08171
OG0004913	YEAST01636	CAEEL04759, CAEEL19345
OG0004917	YEAST00244	CAEEL02599
OG0004922	YEAST03302	CAEEL03541
OG0004924	YEAST03555, YEAST03277	CAEEL19399, CAEEL02108
OG0004928	YEAST00311	CAEEL00896
OG0004932	YEAST04654	CAEEL13052
OG0004935	YEAST02167	CAEEL05576, CAEEL06452, CAEEL08089
OG0004940	YEAST05107, YEAST05559	CAEEL02013
OG0004941	YEAST03194	CAEEL09039
OG0004947	YEAST05164	CAEEL00845
OG0004952	YEAST02477	CAEEL16397
OG0004954	YEAST06058	CAEEL15813
OG0004962	YEAST04400	CAEEL12650
OG0004963	YEAST04940	CAEEL02957
OG0004964	YEAST04104	CAEEL08584
OG0004968	YEAST03489	CAEEL01209
OG0004969	YEAST02591	CAEEL00449
OG0004970	YEAST04414	CAEEL00883
OG0004971	YEAST05364	CAEEL00518
OG0004972	YEAST03511	CAEEL09033, CAEEL08011
OG0004975	YEAST00144, YEAST01994	CAEEL09604, CAEEL09605, CAEEL09603
OG0004976	YEAST05983	CAEEL07289
OG0004977	YEAST06017	CAEEL02171
OG0004979	YEAST06027	CAEEL08214
OG0004980	YEAST05221	CAEEL02291
OG0004981	YEAST03914, YEAST04639	CAEEL09447
OG0004982	YEAST03625	CAEEL04257
OG0004985	YEAST03498	CAEEL12156
OG0004988	YEAST05990	CAEEL17794, CAEEL18022
OG0004989	YEAST04576	CAEEL05203
OG0004996	YEAST04793	CAEEL17438, CAEEL11752
OG0004997	YEAST01342	CAEEL04822
OG0005002	YEAST05414	CAEEL01672
OG0005003	YEAST02467, YEAST00216	CAEEL01322, CAEEL00099
OG0005007	YEAST03893	CAEEL00948
OG0005014	YEAST02538	CAEEL11918
OG0005015	YEAST01649, YEAST01932	CAEEL11900
OG0005038	YEAST02861	CAEEL10919
OG0005040	YEAST04778	CAEEL00444
OG0005047	YEAST05907	CAEEL09699, CAEEL08619, CAEEL08618
OG0005053	YEAST00680	CAEEL05072
OG0005055	YEAST02159	CAEEL15917
OG0005067	YEAST06051	CAEEL09402
OG0005069	YEAST03130	CAEEL20392, CAEEL03480, CAEEL07766, CAEEL05483, CAEEL05440
OG0005076	YEAST04563	CAEEL00314
OG0005081	YEAST03124	CAEEL00648
OG0005084	YEAST03782	CAEEL10424
OG0005086	YEAST00205	CAEEL10116
OG0005087	YEAST00816	CAEEL00397
OG0005089	YEAST04644	CAEEL01129
OG0005090	YEAST00338	CAEEL07862
OG0005091	YEAST05089	CAEEL08585
OG0005093	YEAST01810	CAEEL01263
OG0005095	YEAST04437	CAEEL09367
OG0005096	YEAST00667	CAEEL01063
OG0005097	YEAST05071	CAEEL03077
OG0005100	YEAST02389	CAEEL09224
OG0005104	YEAST05248	CAEEL06404
OG0005106	YEAST06065, YEAST00421	CAEEL08221
OG0005107	YEAST06099	CAEEL06519
OG0005109	YEAST05204, YEAST00612	CAEEL08735
OG0005111	YEAST06212, YEAST04032	CAEEL06161
OG0005114	YEAST02131	CAEEL05264
OG0005117	YEAST06050	CAEEL05287
OG0005121	YEAST02052	CAEEL15242
OG0005124	YEAST04099	CAEEL15904
OG0005130	YEAST03863	CAEEL09169
OG0005139	YEAST04015	CAEEL04623
OG0005142	YEAST03890	CAEEL08707
OG0005143	YEAST00443	CAEEL11317
OG0005144	YEAST04065	CAEEL05847
OG0005146	YEAST02971	CAEEL10882
OG0005149	YEAST03025, YEAST02738	CAEEL00546
OG0005151	YEAST03382	CAEEL07956
OG0005157	YEAST02981	CAEEL08876
OG0005160	YEAST06113	CAEEL07790
OG0005164	YEAST06283	CAEEL05870, CAEEL01827, CAEEL00921
OG0005167	YEAST03924	CAEEL07061
OG0005168	YEAST06272	CAEEL14712
OG0005169	YEAST00459	CAEEL09655
OG0005175	YEAST05445	CAEEL15716
OG0005176	YEAST00218	CAEEL07557
OG0005178	YEAST04497	CAEEL07469
OG0005179	YEAST05659	CAEEL07168
OG0005183	YEAST05308	CAEEL08543
OG0005184	YEAST00492	CAEEL18223
OG0005187	YEAST05234	CAEEL14730
OG0005188	YEAST01554	CAEEL08965
OG0005191	YEAST00993	CAEEL05362
OG0005192	YEAST05720	CAEEL04804
OG0005194	YEAST04086	CAEEL05882
OG0005196	YEAST01388	CAEEL01072
OG0005200	YEAST01016	CAEEL05998
OG0005201	YEAST00082	CAEEL04588
OG0005204	YEAST01178	CAEEL00557
OG0005205	YEAST01046	CAEEL18834
OG0005212	YEAST06147	CAEEL01431
OG0005221	YEAST03209	CAEEL13148
OG0005222	YEAST05518	CAEEL00417
OG0005224	YEAST06324	CAEEL11021
OG0005225	YEAST05094	CAEEL11736, CAEEL02890
OG0005227	YEAST05529	CAEEL05528
OG0005228	YEAST05916	CAEEL02900
OG0005229	YEAST04766	CAEEL09302
OG0005231	YEAST02681	CAEEL04101
OG0005233	YEAST00564	CAEEL03305
OG0005237	YEAST05398	CAEEL01570
OG0005238	YEAST00351	CAEEL07258
OG0005239	YEAST04499	CAEEL15608
OG0005240	YEAST03058	CAEEL00076
OG0005244	YEAST06021	CAEEL12471
OG0005247	YEAST06314	CAEEL05013
OG0005249	YEAST03446	CAEEL18813, CAEEL11117
OG0005254	YEAST00814	CAEEL04182
OG0005259	YEAST04276	CAEEL12389
OG0005261	YEAST01831	CAEEL16553
OG0005262	YEAST05458	CAEEL05690
OG0005264	YEAST03506	CAEEL20384
OG0005267	YEAST03513	CAEEL15615
OG0005269	YEAST03314	CAEEL10603
OG0005273	YEAST04916	CAEEL00093
OG0005275	YEAST03695	CAEEL10805, CAEEL10806
OG0005277	YEAST04186	CAEEL02345
OG0005279	YEAST05219	CAEEL02901
OG0005280	YEAST00305	CAEEL08138
OG0005281	YEAST05694	CAEEL07157
OG0005285	YEAST03115	CAEEL03081
OG0005289	YEAST03438	CAEEL11634
OG0005292	YEAST01718	CAEEL09126
OG0005293	YEAST03033	CAEEL01396
OG0005294	YEAST01981	CAEEL06222
OG0005295	YEAST06195	CAEEL14047
OG0005298	YEAST03696	CAEEL01976, CAEEL00675
OG0005299	YEAST00788	CAEEL15482
OG0005300	YEAST04941	CAEEL11534
OG0005309	YEAST03670	CAEEL11459
OG0005312	YEAST05201	CAEEL11093
OG0005314	YEAST05231, YEAST01835	CAEEL00759
OG0005316	YEAST02690	CAEEL12094
OG0005318	YEAST02932	CAEEL11412
OG0005319	YEAST00507	CAEEL01211
OG0005323	YEAST01809	CAEEL14840
OG0005324	YEAST02894	CAEEL15302
OG0005342	YEAST03421	CAEEL20286, CAEEL09590, CAEEL04531, CAEEL18286, CAEEL20217, CAEEL17502, CAEEL17510, CAEEL17509, CAEEL13167, CAEEL00822, CAEEL14242, CAEEL13136, CAEEL09107, CAEEL12580, CAEEL06965, CAEEL09104, CAEEL08501, CAEEL08502, CAEEL08500, CAEEL08504, CAEEL09589, CAEEL09774, CAEEL09115, CAEEL06788, CAEEL13141, CAEEL13014, CAEEL13013, CAEEL15451, CAEEL11683
OG0005360	YEAST05037	CAEEL01919
OG0005366	YEAST05488	CAEEL12942
OG0005370	YEAST06092	CAEEL00421
OG0005371	YEAST06170	CAEEL03912
OG0005373	YEAST05422	CAEEL09399
OG0005374	YEAST05714	CAEEL02806
OG0005375	YEAST03962	CAEEL19544, CAEEL14120
OG0005379	YEAST03216	CAEEL09264
OG0005390	YEAST03532	CAEEL04490
OG0005391	YEAST02166	CAEEL00272
OG0005393	YEAST04280	CAEEL01376
OG0005394	YEAST00853	CAEEL17986
OG0005396	YEAST05100	CAEEL08913
OG0005399	YEAST03052	CAEEL03245
OG0005402	YEAST00454, YEAST00455	CAEEL05349
