Orthogroup	YEAST	SACKO_ok
OG0002833	YEAST00253, YEAST01446, YEAST05354, YEAST01469	SACKO_15553
OG0002835	YEAST02656	SACKO_15153
OG0002837	YEAST01987, YEAST00157	SACKO_14528
OG0002839	YEAST03148	SACKO_29169
OG0002843	YEAST04737	SACKO_05859
OG0002844	YEAST05563	SACKO_23634
OG0002847	YEAST02294	SACKO_19881
OG0002851	YEAST04951	SACKO_18925
OG0002855	YEAST00137	SACKO_05275
OG0002866	YEAST01136	SACKO_19174
OG0002876	YEAST02348	SACKO_11226
OG0002877	YEAST04537	SACKO_09233, SACKO_22408
OG0002883	YEAST03027	SACKO_28241
OG0002891	YEAST03205	SACKO_25660
OG0002893	YEAST03653	SACKO_26406
OG0002894	YEAST00906	SACKO_02334
OG0002895	YEAST01471, YEAST05353, YEAST05456	SACKO_07081
OG0002897	YEAST06308	SACKO_11527
OG0002899	YEAST00283	SACKO_20293
OG0002900	YEAST05306	SACKO_23521, SACKO_11843
OG0002907	YEAST02061	SACKO_16536
OG0002910	YEAST00223	SACKO_29263
OG0002915	YEAST02264	SACKO_04947
OG0002917	YEAST03703	SACKO_26409
OG0002920	YEAST04043, YEAST04055	SACKO_13867, SACKO_14229
OG0002921	YEAST06254	SACKO_33268
OG0002922	YEAST01261	SACKO_17100
OG0002947	YEAST00232	SACKO_28885, SACKO_15400
OG0002948	YEAST03584	SACKO_14209
OG0002949	YEAST00419, YEAST06063	SACKO_05711
OG0002952	YEAST05257	SACKO_25112
OG0002953	YEAST03034	SACKO_25506
OG0002957	YEAST03253	SACKO_29770
OG0002960	YEAST05502	SACKO_10276
OG0002965	YEAST03804	SACKO_32335, SACKO_14337
OG0002966	YEAST06059	SACKO_04692
OG0002968	YEAST00199	SACKO_17591, SACKO_06975
OG0002969	YEAST00655	SACKO_02667
OG0002982	YEAST02471	SACKO_13358, SACKO_12260
OG0002984	YEAST00961, YEAST01144	SACKO_19745
OG0002985	YEAST02147	SACKO_30570
OG0002987	YEAST02970, YEAST00081, YEAST02488	SACKO_24109
OG0002991	YEAST03345, YEAST01842	SACKO_16196
OG0002997	YEAST02374	SACKO_03884, SACKO_17459
OG0003001	YEAST01497	SACKO_02123
OG0003004	YEAST02183	SACKO_15243, SACKO_08904, SACKO_15252
OG0003006	YEAST00899	SACKO_09983
OG0003010	YEAST03035	SACKO_04866, SACKO_33454
OG0003012	YEAST04512	SACKO_26048
OG0003016	YEAST04810	SACKO_10325, SACKO_10324
OG0003017	YEAST02213	SACKO_30528, SACKO_28070
OG0003018	YEAST01635, YEAST01949	SACKO_21884, SACKO_15715
OG0003020	YEAST04851	SACKO_29408, SACKO_10424, SACKO_10423
OG0003027	YEAST05498	SACKO_17441, SACKO_20718
OG0003028	YEAST05822	SACKO_26969
OG0003029	YEAST04523	SACKO_23336
OG0003033	YEAST02457, YEAST02640	SACKO_21096
OG0003039	YEAST00055	SACKO_17992
OG0003043	YEAST02551	SACKO_04083, SACKO_02021, SACKO_04094
OG0003046	YEAST01632	SACKO_19289
OG0003054	YEAST04909, YEAST05341	SACKO_23775
OG0003056	YEAST02257	SACKO_30441
OG0003059	YEAST02832, YEAST03675	SACKO_10958, SACKO_20443
OG0003063	YEAST00204	SACKO_07757
OG0003066	YEAST00969	SACKO_05874
OG0003067	YEAST03159	SACKO_24076
OG0003072	YEAST05076	SACKO_22003
OG0003073	YEAST00167	SACKO_19888, SACKO_03463
OG0003079	YEAST01019	SACKO_01137
OG0003101	YEAST01357	SACKO_20862
OG0003104	YEAST00861	SACKO_11227
OG0003105	YEAST04282	SACKO_04098
OG0003106	YEAST03619	SACKO_29288
OG0003107	YEAST00029	SACKO_16349
OG0003108	YEAST00796	SACKO_22455, SACKO_26646
OG0003110	YEAST02197	SACKO_26390
OG0003114	YEAST00453, YEAST02426	SACKO_15238
OG0003119	YEAST00778	SACKO_13546
OG0003121	YEAST03190	SACKO_16521
OG0003126	YEAST00300	SACKO_18141
OG0003131	YEAST04435, YEAST04350	SACKO_18830
OG0003135	YEAST02069	SACKO_03116
OG0003138	YEAST01790, YEAST00784	SACKO_22321
OG0003145	YEAST06012	SACKO_14415
OG0003147	YEAST03729	SACKO_09203, SACKO_13733
OG0003151	YEAST03910	SACKO_18699, SACKO_01605
OG0003153	YEAST05438	SACKO_16378
OG0003154	YEAST00694	SACKO_22446
OG0003157	YEAST01203	SACKO_30627
OG0003164	YEAST05549, YEAST04492	SACKO_24629
OG0003169	YEAST04410	SACKO_19322, SACKO_19319
OG0003172	YEAST06030	SACKO_02203, SACKO_02691
OG0003174	YEAST06178	SACKO_14589
OG0003178	YEAST05823	SACKO_18493, SACKO_11994
OG0003179	YEAST00905	SACKO_33031, SACKO_21707
OG0003182	YEAST05565	SACKO_16383
OG0003189	YEAST00820	SACKO_10353
OG0003190	YEAST02550	SACKO_23848
OG0003191	YEAST01068	SACKO_03093
OG0003193	YEAST02494	SACKO_21175
OG0003197	YEAST06274	SACKO_29949
OG0003199	YEAST04961	SACKO_33150
OG0003207	YEAST04056	SACKO_07582
OG0003212	YEAST05531	SACKO_00699
OG0003214	YEAST03701	SACKO_22648, SACKO_02358
OG0003215	YEAST04373	SACKO_14011
OG0003218	YEAST04068	SACKO_33469
OG0003219	YEAST01656	SACKO_24194
OG0003220	YEAST03417, YEAST00186	SACKO_26339, SACKO_03695
OG0003223	YEAST04472	SACKO_26827
OG0003228	YEAST06187	SACKO_07288
OG0003230	YEAST05487	SACKO_19470
OG0003234	YEAST00760	SACKO_06768
OG0003235	YEAST06282	SACKO_26089
OG0003251	YEAST05338, YEAST04904	SACKO_32082
OG0003254	YEAST03911	SACKO_11378
OG0003257	YEAST02741	SACKO_04676
OG0003263	YEAST05333	SACKO_24493
OG0003266	YEAST05585	SACKO_05971, SACKO_26552, SACKO_12236
OG0003267	YEAST02516	SACKO_32336
OG0003270	YEAST01372, YEAST05351, YEAST01476	SACKO_25439
OG0003277	YEAST03706	SACKO_01244
OG0003283	YEAST02779	SACKO_28354, SACKO_30822
OG0003284	YEAST02184	SACKO_30896
OG0003287	YEAST00166	SACKO_28184
OG0003288	YEAST05062	SACKO_10698
OG0003290	YEAST06325	SACKO_27393
OG0003293	YEAST04930	SACKO_06484, SACKO_23226
OG0003295	YEAST06127	SACKO_10530
OG0003301	YEAST03267	SACKO_27778
OG0003302	YEAST04633	SACKO_17873
OG0003303	YEAST05878	SACKO_11752
OG0003304	YEAST01018	SACKO_33198, SACKO_06173
OG0003316	YEAST04887	SACKO_26650, SACKO_02137
OG0003317	YEAST03051	SACKO_05670
OG0003318	YEAST02158	SACKO_23709
OG0003332	YEAST02945, YEAST00447	SACKO_23821, SACKO_23810, SACKO_23819
OG0003335	YEAST01260	SACKO_15302
OG0003340	YEAST04972	SACKO_04037
OG0003341	YEAST00990	SACKO_02787, SACKO_02784, SACKO_02780
OG0003343	YEAST04356, YEAST06258	SACKO_29714
OG0003344	YEAST04764	SACKO_26970
OG0003345	YEAST02133	SACKO_06543, SACKO_11884
OG0003348	YEAST02844	SACKO_18275
OG0003349	YEAST00235, YEAST04798	SACKO_20573
OG0003356	YEAST02937	SACKO_19552, SACKO_19562
OG0003357	YEAST04240, YEAST02522	SACKO_12468
OG0003364	YEAST00730	SACKO_11623
OG0003366	YEAST05276, YEAST03075	SACKO_31581
OG0003373	YEAST03755	SACKO_09624
OG0003374	YEAST03627	SACKO_32930
OG0003375	YEAST03722	SACKO_08712, SACKO_08748
OG0003377	YEAST03340	SACKO_23381
OG0003380	YEAST00529	SACKO_05451
OG0003381	YEAST03447, YEAST01380	SACKO_04584
OG0003382	YEAST01627	SACKO_12662, SACKO_12632
OG0003386	YEAST02725	SACKO_01067
OG0003425	YEAST05084	SACKO_21290
OG0003426	YEAST05251	SACKO_29295
OG0003428	YEAST04550, YEAST01154	SACKO_19906
OG0003429	YEAST05921	SACKO_18851
OG0003434	YEAST02689	SACKO_27927
OG0003435	YEAST05483	SACKO_25724
OG0003441	YEAST05981	SACKO_30707, SACKO_33516, SACKO_30700
OG0003443	YEAST06032	SACKO_22199
OG0003454	YEAST04088	SACKO_30324
OG0003458	YEAST00169	SACKO_24689, SACKO_13988, SACKO_07225
OG0003461	YEAST05752, YEAST04759	SACKO_03545
OG0003463	YEAST02371	SACKO_31602
OG0003464	YEAST05120	SACKO_26254
OG0003465	YEAST02874	SACKO_23058
OG0003467	YEAST01278	SACKO_32119
OG0003477	YEAST03665	SACKO_20610
OG0003483	YEAST06074	SACKO_18557
OG0003487	YEAST03066	SACKO_25911, SACKO_25905
OG0003491	YEAST03514	SACKO_26412
OG0003493	YEAST01076	SACKO_15477, SACKO_31955
OG0003497	YEAST00758	SACKO_02621
OG0003498	YEAST05680	SACKO_01996, SACKO_01988, SACKO_01980
OG0003500	YEAST03303, YEAST02683	SACKO_07628
OG0003501	YEAST01421	SACKO_30952
OG0003502	YEAST02519	SACKO_20189
OG0003503	YEAST00400	SACKO_09739
OG0003505	YEAST00697	SACKO_26757
OG0003509	YEAST02850	SACKO_34164
OG0003515	YEAST00923	SACKO_30659
OG0003518	YEAST04809	SACKO_26760, SACKO_26732
OG0003523	YEAST05393	SACKO_34177, SACKO_33207
OG0003531	YEAST00465	SACKO_00165
OG0003532	YEAST05810	SACKO_31069
OG0003539	YEAST03774	SACKO_02852
OG0003541	YEAST01314	SACKO_26803
OG0003543	YEAST01290	SACKO_32884
OG0003544	YEAST00251	SACKO_26949, SACKO_12520, SACKO_09816
OG0003550	YEAST06166	SACKO_21635
OG0003551	YEAST01826	SACKO_25700
OG0003552	YEAST04163	SACKO_04703
OG0003556	YEAST05216	SACKO_20857
OG0003561	YEAST06100	SACKO_31413
OG0003562	YEAST00960	SACKO_19186
OG0003565	YEAST03392	SACKO_33328, SACKO_08612
OG0003567	YEAST04838	SACKO_04644, SACKO_17659
OG0003568	YEAST04328	SACKO_29348
OG0003570	YEAST03562, YEAST04635	SACKO_10065
OG0003571	YEAST05553	SACKO_20473
OG0003573	YEAST00597	SACKO_03300
OG0003578	YEAST05031	SACKO_25432
OG0003579	YEAST05446	SACKO_31496
OG0003582	YEAST03174	SACKO_20514, SACKO_20506
OG0003598	YEAST00803	SACKO_18642
OG0003599	YEAST04133	SACKO_29256
OG0003603	YEAST03529	SACKO_20353
OG0003610	YEAST02573	SACKO_11265
OG0003611	YEAST01054	SACKO_17082
OG0003612	YEAST00808	SACKO_07192
OG0003613	YEAST02366	SACKO_09649
OG0003615	YEAST01638	SACKO_03496
OG0003617	YEAST01843	SACKO_22185
OG0003618	YEAST00747	SACKO_02416
OG0003619	YEAST04756	SACKO_04087
OG0003624	YEAST00147	SACKO_32508, SACKO_30807
OG0003630	YEAST04845	SACKO_05455
OG0003632	YEAST02125	SACKO_10570
OG0003638	YEAST00956	SACKO_04756
OG0003641	YEAST04061, YEAST01158	SACKO_25568
OG0003643	YEAST03144	SACKO_24533
OG0003644	YEAST01545	SACKO_09283
OG0003645	YEAST05809, YEAST05493	SACKO_23291
OG0003646	YEAST02349	SACKO_03457
OG0003647	YEAST04352, YEAST04433	SACKO_09851
OG0003649	YEAST00203	SACKO_04513
OG0003650	YEAST00737, YEAST04997	SACKO_09653, SACKO_34048
OG0003659	YEAST00140	SACKO_30164
OG0003661	YEAST02758	SACKO_30405, SACKO_27413, SACKO_00300, SACKO_17621
OG0003664	YEAST03791	SACKO_00324
OG0003668	YEAST06168	SACKO_16542, SACKO_07937
OG0003669	YEAST02813	SACKO_29388, SACKO_29382
OG0003672	YEAST03137	SACKO_22038
OG0003676	YEAST03110	SACKO_32292
OG0003678	YEAST02330	SACKO_00514
OG0003679	YEAST03223	SACKO_05594
OG0003682	YEAST00571	SACKO_09145, SACKO_09118
OG0003687	YEAST02527, YEAST04246	SACKO_02692
OG0003688	YEAST01333, YEAST05362, YEAST00376	SACKO_15602
OG0003689	YEAST04232	SACKO_12938, SACKO_04151
OG0003690	YEAST01162	SACKO_17688
OG0003692	YEAST00692	SACKO_30272
OG0003693	YEAST05304	SACKO_30147, SACKO_30156
OG0003694	YEAST01453	SACKO_13899
OG0003696	YEAST05704	SACKO_23747, SACKO_23745
OG0003697	YEAST04962	SACKO_33327
OG0003698	YEAST03764, YEAST03185	SACKO_23560
OG0003703	YEAST00683	SACKO_22461
OG0003710	YEAST02077	SACKO_14655
OG0003712	YEAST02114	SACKO_24483
OG0003713	YEAST01549, YEAST03807	SACKO_23814, SACKO_24761
OG0003716	YEAST02390	SACKO_26660, SACKO_26655
OG0003718	YEAST05772	SACKO_13035
OG0003719	YEAST06338	SACKO_21324
OG0003721	YEAST04960	SACKO_27819
OG0003724	YEAST02365, YEAST06120	SACKO_31074
OG0003729	YEAST01543	SACKO_10462, SACKO_10479
OG0003731	YEAST04486	SACKO_09116
OG0003733	YEAST03492	SACKO_25639
OG0003734	YEAST02809, YEAST03842	SACKO_10298
OG0003735	YEAST06115	SACKO_27359
OG0003738	YEAST05605	SACKO_02219
OG0003740	YEAST01029	SACKO_08475
OG0003741	YEAST01379	SACKO_23163
OG0003743	YEAST06008, YEAST05688	SACKO_20767
OG0003744	YEAST01207	SACKO_15973
OG0003745	YEAST02618	SACKO_21997, SACKO_21973
OG0003749	YEAST04441	SACKO_08322
OG0003750	YEAST00149	SACKO_12535, SACKO_09051
OG0003756	YEAST01878	SACKO_18779
OG0003758	YEAST06133	SACKO_22893
OG0003759	YEAST03315	SACKO_28661, SACKO_18691
OG0003766	YEAST03336	SACKO_29018
OG0003767	YEAST01933, YEAST01650	SACKO_34036, SACKO_34061, SACKO_34034
OG0003769	YEAST01999	SACKO_26729
OG0003770	YEAST01234, YEAST03860	SACKO_30113
OG0003778	YEAST05796	SACKO_19167
OG0003779	YEAST04431	SACKO_17816
OG0003806	YEAST02367	SACKO_25022
OG0003807	YEAST04265, YEAST03128	SACKO_28702
OG0003808	YEAST01201	SACKO_11285
OG0003811	YEAST00417	SACKO_23286, SACKO_31701
OG0003812	YEAST00287	SACKO_20919, SACKO_19469
OG0003813	YEAST00254	SACKO_02012
OG0003818	YEAST04318	SACKO_15857
OG0003824	YEAST01468	SACKO_12746
OG0003828	YEAST02448	SACKO_16727
OG0003829	YEAST02032, YEAST01031	SACKO_06553
OG0003834	YEAST06322	SACKO_32127
OG0003837	YEAST02586	SACKO_26489, SACKO_21340
OG0003838	YEAST03413	SACKO_16736
OG0003839	YEAST01736	SACKO_12965, SACKO_03944
OG0003844	YEAST06054	SACKO_31459
OG0003846	YEAST00356	SACKO_25269
OG0003848	YEAST01654	SACKO_14467
OG0003850	YEAST00228	SACKO_27365
OG0003852	YEAST03296	SACKO_19687
OG0003853	YEAST06251	SACKO_33439, SACKO_06109
OG0003855	YEAST04936	SACKO_20717
OG0003856	YEAST03934, YEAST02710	SACKO_00893
OG0003858	YEAST01401	SACKO_32375
OG0003860	YEAST01412	SACKO_18729
OG0003866	YEAST01895	SACKO_20784
OG0003867	YEAST03558	SACKO_16952
OG0003868	YEAST01448	SACKO_03942
OG0003869	YEAST02771	SACKO_04979
OG0003875	YEAST05070	SACKO_23361
OG0003876	YEAST02423	SACKO_25638
OG0003877	YEAST04860, YEAST05867, YEAST03825	SACKO_03342
OG0003879	YEAST00463	SACKO_05101
OG0003881	YEAST03851	SACKO_26611, SACKO_26599
OG0003882	YEAST03663	SACKO_25551
OG0003886	YEAST06023	SACKO_05656
OG0003887	YEAST00028	SACKO_31240, SACKO_34171
OG0003893	YEAST05028	SACKO_09957, SACKO_09958
OG0003897	YEAST01270	SACKO_11326
OG0003899	YEAST04954	SACKO_14433
OG0003904	YEAST01732	SACKO_29661, SACKO_07963
OG0003907	YEAST02999, YEAST02288	SACKO_16578, SACKO_29890
OG0003908	YEAST01362	SACKO_23098
OG0003908	YEAST06330	SACKO_14104
OG0003910	YEAST03780	SACKO_25193
OG0003911	YEAST00032	SACKO_05574
OG0003913	YEAST03258	SACKO_21819
OG0003918	YEAST00058	SACKO_03476
OG0003921	YEAST06181	SACKO_23005
OG0003926	YEAST04138	SACKO_31099, SACKO_18838, SACKO_29131
OG0003929	YEAST04489, YEAST01422	SACKO_13523
OG0003930	YEAST03969	SACKO_32200
OG0003931	YEAST01142	SACKO_31562
OG0003934	YEAST00084	SACKO_18213
OG0003938	YEAST01566, YEAST05133	SACKO_13881
OG0003939	YEAST03211	SACKO_15117
OG0003944	YEAST01186	SACKO_16910, SACKO_18909
OG0003946	YEAST03220	SACKO_03399
OG0003947	YEAST06266, YEAST05428	SACKO_25687
OG0003949	YEAST01888	SACKO_15085, SACKO_24451
OG0003950	YEAST01409	SACKO_29340
OG0003954	YEAST02764	SACKO_02352
OG0003955	YEAST03951	SACKO_14555
OG0003959	YEAST02778	SACKO_27466
OG0003961	YEAST01991	SACKO_15157
OG0003967	YEAST05935	SACKO_05891, SACKO_19262
OG0003969	YEAST02146	SACKO_19412
OG0003971	YEAST00520	SACKO_11184
OG0003972	YEAST06331	SACKO_18971
OG0003973	YEAST06329	SACKO_17940, SACKO_17922
OG0003999	YEAST05604	SACKO_18525
OG0004000	YEAST06060	SACKO_20194
OG0004005	YEAST06216	SACKO_17133, SACKO_17154
OG0004007	YEAST01456	SACKO_27467
OG0004012	YEAST00755	SACKO_03401
OG0004017	YEAST03019	SACKO_31378
OG0004023	YEAST04349	SACKO_12120
OG0004027	YEAST03587	SACKO_27291
OG0004032	YEAST02562	SACKO_05148
OG0004033	YEAST02572	SACKO_32338
OG0004035	YEAST02134	SACKO_05264
OG0004037	YEAST03371	SACKO_11842
OG0004042	YEAST05578	SACKO_29359
OG0004044	YEAST05367	SACKO_31712
OG0004047	YEAST02496	SACKO_00930
OG0004051	YEAST01772	SACKO_17893
OG0004052	YEAST03705	SACKO_11790, SACKO_11768, SACKO_11774, SACKO_11776, SACKO_11791, SACKO_00197
OG0004054	YEAST05576	SACKO_22145
OG0004056	YEAST05698	SACKO_02937, SACKO_02933
OG0004057	YEAST05620	SACKO_20234
OG0004059	YEAST00030	SACKO_04014
OG0004065	YEAST00772	SACKO_31120
OG0004067	YEAST02665	SACKO_06615
OG0004068	YEAST03461	SACKO_03077
OG0004071	YEAST02893	SACKO_17358
OG0004072	YEAST02440	SACKO_06639
OG0004075	YEAST02332	SACKO_16055, SACKO_16079
OG0004076	YEAST05461	SACKO_25245
OG0004079	YEAST04385	SACKO_14566
OG0004080	YEAST00812	SACKO_22943
OG0004082	YEAST00063, YEAST05409	SACKO_02002
OG0004090	YEAST02301, YEAST02021	SACKO_02550
OG0004091	YEAST04715	SACKO_07509
OG0004092	YEAST03564, YEAST06307	SACKO_04140
OG0004096	YEAST00160	SACKO_22778
OG0004097	YEAST05039	SACKO_13213
OG0004101	YEAST03547, YEAST02901	SACKO_05006
OG0004102	YEAST05787	SACKO_06536
OG0004103	YEAST05061	SACKO_11477, SACKO_25893
OG0004105	YEAST01700, YEAST01565	SACKO_08461
OG0004110	YEAST02825	SACKO_33407
OG0004113	YEAST02059	SACKO_07968
OG0004115	YEAST00325	SACKO_04614
OG0004116	YEAST00481	SACKO_12551
OG0004118	YEAST01855	SACKO_08745
OG0004119	YEAST02170	SACKO_16359
OG0004120	YEAST01953	SACKO_22425
OG0004123	YEAST04761	SACKO_05474
OG0004124	YEAST01139	SACKO_01623
OG0004127	YEAST06097	SACKO_30149
OG0004130	YEAST03149	SACKO_04539, SACKO_29058
OG0004134	YEAST05611	SACKO_21471
OG0004136	YEAST01084	SACKO_00526
OG0004142	YEAST05774	SACKO_15937
OG0004148	YEAST00867	SACKO_04179
OG0004150	YEAST04690	SACKO_06062
OG0004151	YEAST04284	SACKO_17397
OG0004153	YEAST05958, YEAST04386, YEAST00290	SACKO_17489
OG0004154	YEAST05587	SACKO_33248, SACKO_26314, SACKO_13527, SACKO_26315, SACKO_00413, SACKO_16309
OG0004158	YEAST03379	SACKO_18616
OG0004161	YEAST04124	SACKO_22482, SACKO_22491
OG0004162	YEAST04517	SACKO_22066
OG0004164	YEAST05923	SACKO_05848
OG0004166	YEAST00189	SACKO_12473
OG0004168	YEAST03028	SACKO_24506
OG0004169	YEAST05813	SACKO_10004
OG0004170	YEAST05906	SACKO_26580, SACKO_03612
OG0004171	YEAST04501	SACKO_29940
OG0004179	YEAST01050	SACKO_01013
OG0004181	YEAST03406	SACKO_24938
OG0004182	YEAST03699	SACKO_03645, SACKO_27354
OG0004184	YEAST00127	SACKO_11934
OG0004186	YEAST04981	SACKO_12502
OG0004188	YEAST02761	SACKO_12003
OG0004198	YEAST02869, YEAST03548	SACKO_11238, SACKO_12328
OG0004215	YEAST04590	SACKO_02214
OG0004217	YEAST01257	SACKO_09269
OG0004219	YEAST00912	SACKO_03103
OG0004222	YEAST05826	SACKO_12358
OG0004230	YEAST02220	SACKO_30089
OG0004232	YEAST05931	SACKO_13258
OG0004236	YEAST05432	SACKO_11379
OG0004237	YEAST04445, YEAST04344	SACKO_33563
OG0004239	YEAST05144	SACKO_08658
OG0004243	YEAST00306	SACKO_21841
OG0004245	YEAST00859	SACKO_12744
OG0004248	YEAST03678	SACKO_26657
OG0004249	YEAST02740	SACKO_09516
OG0004250	YEAST05543	SACKO_07268
OG0004252	YEAST05178	SACKO_16333
OG0004254	YEAST03900	SACKO_18552
OG0004258	YEAST00665	SACKO_16352, SACKO_16395
OG0004259	YEAST03730	SACKO_29831
OG0004261	YEAST02564	SACKO_29025
OG0004262	YEAST02368	SACKO_23794
OG0004268	YEAST00496	SACKO_32110
OG0004269	YEAST04758	SACKO_21474, SACKO_02690, SACKO_17980, SACKO_17981
OG0004273	YEAST02547	SACKO_09932
OG0004278	YEAST00243	SACKO_21185
OG0004280	YEAST05895	SACKO_28223
OG0004282	YEAST02575, YEAST06242	SACKO_29038
OG0004283	YEAST04184	SACKO_08259
OG0004289	YEAST05719	SACKO_32406
OG0004291	YEAST00852	SACKO_14905
OG0004292	YEAST02537	SACKO_03502
OG0004295	YEAST05946	SACKO_04249
OG0004297	YEAST01463	SACKO_28535
OG0004300	YEAST05309	SACKO_30810
OG0004301	YEAST03850	SACKO_20227
OG0004302	YEAST05203	SACKO_18458, SACKO_18457
OG0004303	YEAST02492	SACKO_26532
OG0004304	YEAST02425, YEAST05929	SACKO_20533
OG0004305	YEAST02123	SACKO_12408
OG0004307	YEAST04592	SACKO_33572
OG0004308	YEAST04835	SACKO_01785
OG0004309	YEAST05924	SACKO_30754
OG0004310	YEAST05001	SACKO_10532
OG0004312	YEAST03330	SACKO_10930
OG0004314	YEAST00500	SACKO_11572
OG0004324	YEAST04322	SACKO_12104, SACKO_08113
OG0004330	YEAST06277	SACKO_07866
OG0004331	YEAST06230	SACKO_06087
OG0004333	YEAST01391	SACKO_09526
OG0004335	YEAST01057	SACKO_30625, SACKO_16024, SACKO_30637
OG0004337	YEAST05652	SACKO_10301
OG0004338	YEAST05023	SACKO_24216
OG0004344	YEAST02441	SACKO_02938
OG0004345	YEAST04894	SACKO_24990
OG0004347	YEAST04515	SACKO_18290
OG0004348	YEAST03956	SACKO_00059
OG0004350	YEAST04742	SACKO_33866
OG0004351	YEAST04167	SACKO_14866
OG0004353	YEAST05143	SACKO_09595
OG0004356	YEAST02877	SACKO_08790
OG0004357	YEAST02304	SACKO_30143
OG0004358	YEAST01304	SACKO_23737
OG0004359	YEAST01873	SACKO_07960
OG0004364	YEAST00647	SACKO_23778
OG0004366	YEAST01097	SACKO_02101, SACKO_28270, SACKO_28259
OG0004369	YEAST04013	SACKO_34043, SACKO_22812, SACKO_34059
OG0004370	YEAST02378	SACKO_26120
OG0004374	YEAST00556	SACKO_27657, SACKO_05442
OG0004377	YEAST05181	SACKO_04189
OG0004378	YEAST03291	SACKO_21719
OG0004379	YEAST02180, YEAST04152	SACKO_04588
OG0004380	YEAST04825	SACKO_08279
OG0004382	YEAST03218	SACKO_16501
OG0004394	YEAST00619	SACKO_06802
OG0004396	YEAST01668	SACKO_09175
OG0004400	YEAST03238, YEAST03731	SACKO_18353
OG0004401	YEAST04219	SACKO_22723
OG0004404	YEAST00833, YEAST00883	SACKO_09881
OG0004417	YEAST03358	SACKO_27616
OG0004425	YEAST04958	SACKO_07906
OG0004426	YEAST01028	SACKO_09068
OG0004460	YEAST06162	SACKO_19002
OG0004462	YEAST03397	SACKO_05077
OG0004468	YEAST04439	SACKO_33156
OG0004472	YEAST06199	SACKO_27165
OG0004479	YEAST00474	SACKO_15668
OG0004484	YEAST01989	SACKO_24669, SACKO_24665
OG0004486	YEAST00968	SACKO_13395
OG0004489	YEAST03700	SACKO_11062
OG0004490	YEAST02887	SACKO_01568
OG0004492	YEAST05415, YEAST01368	SACKO_04355
OG0004494	YEAST03738	SACKO_24457
OG0004495	YEAST00946	SACKO_09341
OG0004498	YEAST02716	SACKO_29609
OG0004500	YEAST04651	SACKO_18016
OG0004503	YEAST02385	SACKO_30080, SACKO_30085
OG0004505	YEAST01701	SACKO_07933
OG0004506	YEAST06061	SACKO_22735
OG0004507	YEAST04994	SACKO_01169, SACKO_28863, SACKO_01183
OG0004512	YEAST01510	SACKO_32401
OG0004513	YEAST04235	SACKO_34197
OG0004515	YEAST05737	SACKO_10522
OG0004519	YEAST01596	SACKO_01174
OG0004520	YEAST06001, YEAST05696	SACKO_26274
OG0004525	YEAST03937	SACKO_19797
OG0004526	YEAST02603	SACKO_10282
OG0004529	YEAST03981	SACKO_19291
OG0004535	YEAST02221	SACKO_03150
OG0004538	YEAST02750	SACKO_09085
OG0004541	YEAST02645, YEAST03788, YEAST04781	SACKO_03899, SACKO_15485, SACKO_17639
OG0004542	YEAST04816, YEAST04623	SACKO_06292
OG0004545	YEAST02071	SACKO_15736
OG0004546	YEAST04485	SACKO_28524
OG0004551	YEAST00426	SACKO_04145
OG0004554	YEAST05640, YEAST04172	SACKO_00814
OG0004559	YEAST04428	SACKO_28715
OG0004563	YEAST04325	SACKO_33905
OG0004566	YEAST02192	SACKO_17991
OG0004567	YEAST05747	SACKO_07155, SACKO_28403
OG0004571	YEAST02127	SACKO_31573
OG0004573	YEAST00677	SACKO_18454
OG0004577	YEAST02283	SACKO_15685
OG0004579	YEAST00134	SACKO_17206
OG0004581	YEAST03583, YEAST04618	SACKO_30000
OG0004582	YEAST04377	SACKO_20979, SACKO_20988
OG0004583	YEAST05833	SACKO_05163
OG0004584	YEAST03457	SACKO_03076
OG0004585	YEAST01153	SACKO_13522
OG0004590	YEAST03622, YEAST00886	SACKO_24523
OG0004593	YEAST01231	SACKO_12736
OG0004606	YEAST05926	SACKO_29308
OG0004609	YEAST05326	SACKO_02975
OG0004610	YEAST04487, YEAST01427	SACKO_21418
OG0004611	YEAST04613	SACKO_19720
OG0004612	YEAST02359	SACKO_29135
OG0004616	YEAST00250, YEAST02830	SACKO_18631
OG0004619	YEAST03531	SACKO_13215
OG0004621	YEAST00178	SACKO_14185
OG0004623	YEAST04421	SACKO_12927, SACKO_20389
OG0004626	YEAST00427	SACKO_32091
OG0004630	YEAST01322, YEAST02951	SACKO_24304, SACKO_18921
OG0004633	YEAST03510	SACKO_12575
OG0004634	YEAST00262, YEAST00249	SACKO_31100
OG0004635	YEAST02703	SACKO_11047
OG0004639	YEAST02924	SACKO_03968
OG0004648	YEAST04721, YEAST05892	SACKO_17990
OG0004649	YEAST02284	SACKO_18305
OG0004651	YEAST01146	SACKO_04435
OG0004654	YEAST00988	SACKO_14273
OG0004655	YEAST01640	SACKO_08288
OG0004656	YEAST04281	SACKO_08515, SACKO_08512
OG0004657	YEAST00473	SACKO_26287, SACKO_21555
OG0004658	YEAST04140	SACKO_03635
OG0004659	YEAST02251	SACKO_29850
OG0004660	YEAST06221, YEAST00721	SACKO_08980
OG0004663	YEAST01161	SACKO_18226
OG0004664	YEAST05162	SACKO_08400
OG0004668	YEAST01610	SACKO_01265
