Orthogroup	YEAST	DROME
OG0003012	YEAST04512	DROME16686
OG0003016	YEAST04810	DROME06109, DROME04760
OG0003017	YEAST02213	DROME03993, DROME03994
OG0003018	YEAST01635, YEAST01949	DROME01985
OG0003027	YEAST05498	DROME13632
OG0003028	YEAST05822	DROME19503
OG0003029	YEAST04523	DROME01355, DROME01353, DROME01354, DROME01356
OG0003033	YEAST02457, YEAST02640	DROME02552
OG0003043	YEAST02551	DROME01115
OG0003046	YEAST01632	DROME06986
OG0003054	YEAST04909, YEAST05341	DROME15214
OG0003056	YEAST02257	DROME01323, DROME01324
OG0003059	YEAST02832, YEAST03675	DROME10348, DROME10347, DROME10349, DROME10350
OG0003063	YEAST00204	DROME03416
OG0003066	YEAST00969	DROME19326
OG0003072	YEAST05076	DROME09180, DROME09181
OG0003073	YEAST00167	DROME13385, DROME14642
OG0003079	YEAST01019	DROME11418, DROME11417
OG0003101	YEAST01357	DROME16966, DROME16965, DROME16967
OG0003104	YEAST00861	DROME01186, DROME01187
OG0003105	YEAST04282	DROME14362, DROME14361, DROME14360
OG0003106	YEAST03619	DROME07627
OG0003107	YEAST00029	DROME12506
OG0003108	YEAST00796	DROME13177, DROME13178, DROME02795, DROME10233
OG0003110	YEAST02197	DROME09020
OG0003114	YEAST00453, YEAST02426	DROME04951, DROME04952
OG0003119	YEAST00778	DROME02450, DROME02453, DROME02451
OG0003121	YEAST03190	DROME19886, DROME19887
OG0003126	YEAST00300	DROME07155, DROME07156, DROME07159, DROME07160, DROME07161, DROME07158, DROME07157, DROME05531, DROME05529, DROME05530, DROME05534, DROME05533, DROME05532, DROME07164, DROME07165, DROME07163, DROME07162
OG0003131	YEAST04435, YEAST04350	DROME18130, DROME18131
OG0003135	YEAST02069	DROME07491
OG0003138	YEAST01790, YEAST00784	DROME18809
OG0003145	YEAST06012	DROME03862
OG0003147	YEAST03729	DROME16290, DROME16289
OG0003151	YEAST03910	DROME04792
OG0003153	YEAST05438	DROME21845
OG0003154	YEAST00694	DROME05761
OG0003157	YEAST01203	DROME06121, DROME06123, DROME06124, DROME06122, DROME06125, DROME06126
OG0003164	YEAST05549, YEAST04492	DROME01606
OG0003169	YEAST04410	DROME03939
OG0003172	YEAST06030	DROME02195
OG0003174	YEAST06178	DROME21527, DROME21526, DROME21528
OG0003178	YEAST05823	DROME10286, DROME10285
OG0003179	YEAST00905	DROME19635
OG0003182	YEAST05565	DROME01632
OG0003189	YEAST00820	DROME13140, DROME13139, DROME13141, DROME13138
OG0003191	YEAST01068	DROME09590
OG0003193	YEAST02494	DROME14192
OG0003197	YEAST06274	DROME21048
OG0003199	YEAST04961	DROME12668, DROME21725, DROME21726
OG0003207	YEAST04056	DROME14952
OG0003212	YEAST05531	DROME16100
OG0003214	YEAST03701	DROME00548
OG0003215	YEAST04373	DROME09352
OG0003218	YEAST04068	DROME08231, DROME08230
OG0003219	YEAST01656	DROME09373
OG0003220	YEAST03417, YEAST00186	DROME11342, DROME11341
OG0003221	YEAST05064	DROME00225, DROME00224
OG0003223	YEAST04472	DROME09209
OG0003228	YEAST06187	DROME21008
OG0003230	YEAST05487	DROME17741
OG0003235	YEAST06282	DROME05661, DROME05663, DROME05662
OG0003251	YEAST05338, YEAST04904	DROME19769, DROME19768, DROME16949
OG0003254	YEAST03911	DROME02901
OG0003257	YEAST02741	DROME15418
OG0003263	YEAST05333	DROME09851
OG0003264	YEAST03398	DROME08076
OG0003267	YEAST02516	DROME01973, DROME01974, DROME02727
OG0003277	YEAST03706	DROME07456
OG0003283	YEAST02779	DROME12472
OG0003284	YEAST02184	DROME06818
OG0003287	YEAST00166	DROME04328, DROME08276
OG0003288	YEAST05062	DROME00366, DROME00364, DROME00365
OG0003290	YEAST06325	DROME00517
OG0003293	YEAST04930	DROME14676
OG0003300	YEAST03316	DROME16959
OG0003301	YEAST03267	DROME18741
OG0003302	YEAST04633	DROME01479, DROME01480
OG0003303	YEAST05878	DROME19468, DROME19469, DROME10718, DROME01925, DROME19470
OG0003304	YEAST01018	DROME02914, DROME02913
OG0003316	YEAST04887	DROME13200
OG0003317	YEAST03051	DROME19362
OG0003318	YEAST02158	DROME16706
OG0003332	YEAST02945, YEAST00447	DROME00791
OG0003335	YEAST01260	DROME18113, DROME18112
OG0003340	YEAST04972	DROME16534, DROME16533
OG0003341	YEAST00990	DROME01797
OG0003343	YEAST04356, YEAST06258	DROME09151
OG0003344	YEAST04764	DROME04462, DROME04461
OG0003345	YEAST02133	DROME17585, DROME17584, DROME17586, DROME17581, DROME17582, DROME17583, DROME17240, DROME17239, DROME01046
OG0003348	YEAST02844	DROME02128
OG0003349	YEAST00235, YEAST04798	DROME08306, DROME08305, DROME08304
OG0003356	YEAST02937	DROME15849
OG0003357	YEAST04240, YEAST02522	DROME12029
OG0003364	YEAST00730	DROME00064
OG0003366	YEAST05276, YEAST03075	DROME12603, DROME20629, DROME02253, DROME12602, DROME09664
OG0003374	YEAST03627	DROME06476, DROME06475, DROME06474
OG0003375	YEAST03722	DROME21029
OG0003377	YEAST03340	DROME20606
OG0003380	YEAST00529	DROME14333
OG0003381	YEAST03447, YEAST01380	DROME10051
OG0003386	YEAST02725	DROME07039, DROME07040, DROME07041
OG0003425	YEAST05084	DROME11464, DROME11465, DROME11463
OG0003426	YEAST05251	DROME12495
OG0003429	YEAST05921	DROME10811, DROME14963, DROME10812
OG0003430	YEAST04732	DROME19610, DROME04057
OG0003434	YEAST02689	DROME00166, DROME15353
OG0003443	YEAST06032	DROME18500
OG0003454	YEAST04088	DROME10067
OG0003458	YEAST00169	DROME04148, DROME16139
OG0003461	YEAST05752, YEAST04759	DROME17474, DROME21694
OG0003463	YEAST02371	DROME20444
OG0003464	YEAST05120	DROME06231
OG0003465	YEAST02874	DROME04464
OG0003467	YEAST01278	DROME06043, DROME06042
OG0003477	YEAST03665	DROME12317
OG0003483	YEAST06074	DROME09876, DROME09877
OG0003487	YEAST03066	DROME12571
OG0003491	YEAST03514	DROME11698
OG0003493	YEAST01076	DROME09294
OG0003497	YEAST00758	DROME08732
OG0003498	YEAST05680	DROME13034, DROME13035
OG0003500	YEAST03303, YEAST02683	DROME04015, DROME00982
OG0003501	YEAST01421	DROME13347, DROME13346, DROME13348
OG0003502	YEAST02519	DROME19567, DROME14375
OG0003503	YEAST00400	DROME17101, DROME17102
OG0003505	YEAST00697	DROME04896, DROME04894, DROME04898, DROME04897, DROME04895
OG0003509	YEAST02850	DROME09159, DROME09158, DROME04643, DROME21960, DROME21962, DROME21961
OG0003515	YEAST00923	DROME21652
OG0003518	YEAST04809	DROME08309
OG0003523	YEAST05393	DROME16368
OG0003531	YEAST00465	DROME21993
OG0003532	YEAST05810	DROME08605
OG0003539	YEAST03774	DROME09387, DROME09386
OG0003541	YEAST01314	DROME10049, DROME10048
OG0003543	YEAST01290	DROME18669
OG0003544	YEAST00251	DROME05896
OG0003550	YEAST06166	DROME17938, DROME17942, DROME17940, DROME17941, DROME17939
OG0003551	YEAST01826	DROME18271, DROME18270, DROME16713
OG0003552	YEAST04163	DROME18554, DROME18555
OG0003556	YEAST05216	DROME06703, DROME06702
OG0003560	YEAST02357, YEAST05925	DROME18173
OG0003561	YEAST06100	DROME10510
OG0003562	YEAST00960	DROME12847, DROME12848
OG0003567	YEAST04838	DROME20360, DROME20359
OG0003568	YEAST04328	DROME08773
OG0003570	YEAST03562, YEAST04635	DROME14267, DROME14246
OG0003571	YEAST05553	DROME19608
OG0003573	YEAST00597	DROME07521
OG0003578	YEAST05031	DROME16703
OG0003579	YEAST05446	DROME17312
OG0003582	YEAST03174	DROME21943, DROME02803, DROME12866, DROME13082, DROME14515, DROME13104
OG0003599	YEAST04133	DROME08018
OG0003603	YEAST03529	DROME05424
OG0003610	YEAST02573	DROME07982, DROME07983
OG0003611	YEAST01054	DROME17638
OG0003613	YEAST02366	DROME00856
OG0003615	YEAST01638	DROME16618, DROME16617
OG0003617	YEAST01843, YEAST04802, YEAST04398	DROME16095
OG0003618	YEAST00747	DROME15284, DROME15283
OG0003619	YEAST04756	DROME13589, DROME13590
OG0003624	YEAST00147	DROME12696
OG0003630	YEAST04845	DROME06784
OG0003632	YEAST02125	DROME18545
OG0003638	YEAST00956	DROME16659
OG0003641	YEAST04061, YEAST01158	DROME01116
OG0003644	YEAST01545	DROME00616
OG0003645	YEAST05809, YEAST05493	DROME12178
OG0003646	YEAST02349	DROME09249, DROME09250
OG0003647	YEAST04352, YEAST04433	DROME16616
OG0003649	YEAST00203	DROME12148, DROME12149
OG0003650	YEAST00737, YEAST04997	DROME10934, DROME10933
OG0003659	YEAST00140	DROME09855
OG0003661	YEAST02758	DROME07051
OG0003664	YEAST03791	DROME05104
OG0003668	YEAST06168	DROME15022, DROME15023
OG0003669	YEAST02813	DROME05487
OG0003672	YEAST03137	DROME03649
OG0003676	YEAST03110	DROME14242, DROME00396, DROME05478
OG0003678	YEAST02330	DROME20450
OG0003679	YEAST03223	DROME02313
OG0003682	YEAST00571	DROME12564
OG0003687	YEAST02527, YEAST04246	DROME12601
OG0003690	YEAST01162	DROME00439
OG0003692	YEAST00692	DROME11124
OG0003693	YEAST05304	DROME08115
OG0003694	YEAST01453	DROME12215, DROME12216
OG0003696	YEAST05704	DROME10156
OG0003697	YEAST04962	DROME03932, DROME03930, DROME03929, DROME03931
OG0003698	YEAST03764, YEAST03185	DROME17520
OG0003703	YEAST00683	DROME15370
OG0003710	YEAST02077	DROME19166, DROME19168, DROME19167, DROME19169
OG0003712	YEAST02114	DROME10970
OG0003713	YEAST01549, YEAST03807	DROME05410
OG0003716	YEAST02390	DROME18657
OG0003718	YEAST05772	DROME01297
OG0003719	YEAST06338	DROME14563
OG0003721	YEAST04960	DROME09052
OG0003724	YEAST02365, YEAST06120	DROME10712
OG0003729	YEAST01543	DROME04356, DROME06341, DROME02593, DROME02592
OG0003731	YEAST04486	DROME02907
OG0003733	YEAST03492	DROME00230
OG0003734	YEAST02809, YEAST03842	DROME19430
OG0003735	YEAST06115	DROME19631
OG0003738	YEAST05605	DROME11561, DROME11562
OG0003740	YEAST01029	DROME01620
OG0003741	YEAST01379	DROME14002, DROME20156
OG0003743	YEAST06008, YEAST05688	DROME13785
OG0003744	YEAST01207	DROME08150
OG0003745	YEAST02618	DROME20574, DROME20575
OG0003749	YEAST04441	DROME18502, DROME18501
OG0003750	YEAST00149	DROME15590
OG0003756	YEAST01878	DROME21916, DROME21915, DROME03180, DROME21917
OG0003758	YEAST06133	DROME11710, DROME11712, DROME11711
OG0003759	YEAST03315	DROME06383
OG0003767	YEAST01933, YEAST01650	DROME02791
OG0003769	YEAST01999	DROME11691, DROME11690, DROME11693, DROME11692
OG0003778	YEAST05796	DROME13171
OG0003779	YEAST04431	DROME17898
OG0003806	YEAST02367	DROME01868
OG0003807	YEAST04265, YEAST03128	DROME20522, DROME05215
OG0003808	YEAST01201	DROME08174
OG0003811	YEAST00417	DROME14988, DROME14990, DROME14989
OG0003812	YEAST00287	DROME16112, DROME15368
OG0003813	YEAST00254	DROME10056
OG0003818	YEAST04318	DROME11129
OG0003824	YEAST01468	DROME17215
OG0003828	YEAST02448	DROME10911
OG0003829	YEAST02032, YEAST01031	DROME01864
OG0003831	YEAST03010	DROME02158
OG0003834	YEAST06322	DROME21433
OG0003837	YEAST02586	DROME14236, DROME08398
OG0003838	YEAST03413	DROME00382, DROME00383
OG0003839	YEAST01736	DROME21710
OG0003844	YEAST06054	DROME19636, DROME19637
OG0003846	YEAST00356	DROME14576
OG0003848	YEAST01654	DROME19059, DROME03440, DROME21451, DROME09630
OG0003850	YEAST00228	DROME19645
OG0003851	YEAST06169	DROME07873, DROME07872, DROME07874
OG0003852	YEAST03296	DROME08152
OG0003853	YEAST06251	DROME00889
OG0003855	YEAST04936	DROME08550, DROME08549
OG0003856	YEAST03934, YEAST02710	DROME18670
OG0003858	YEAST01401	DROME12659
OG0003860	YEAST01412	DROME03956
OG0003866	YEAST01895	DROME15012, DROME15013
OG0003867	YEAST03558	DROME04382
OG0003868	YEAST01448	DROME05264, DROME05265, DROME05263
OG0003869	YEAST02771	DROME09592
OG0003875	YEAST05070	DROME19790, DROME19791
OG0003876	YEAST02423	DROME09112
OG0003877	YEAST04860, YEAST05867, YEAST03825	DROME03255, DROME03256
OG0003879	YEAST00463	DROME15863, DROME15864
OG0003881	YEAST03851	DROME06398
OG0003886	YEAST06023	DROME16702
OG0003887	YEAST00028	DROME05627, DROME16856
OG0003893	YEAST05028	DROME20864
OG0003897	YEAST01270	DROME08504, DROME08505
OG0003899	YEAST04954	DROME15608
OG0003904	YEAST01732	DROME13386
OG0003908	YEAST01362	DROME07423
OG0003908	YEAST06330	DROME05483
OG0003910	YEAST03780	DROME10387
OG0003911	YEAST00032	DROME11361
OG0003913	YEAST03258	DROME04350
OG0003918	YEAST00058	DROME16748, DROME16746, DROME16745, DROME16747
OG0003921	YEAST06181	DROME02956, DROME02955, DROME02957
OG0003926	YEAST04138	DROME01565, DROME01567, DROME01566
OG0003929	YEAST04489, YEAST01422	DROME08880
OG0003930	YEAST03969	DROME20922
OG0003931	YEAST01142	DROME02384, DROME02385
OG0003934	YEAST00084	DROME11280
OG0003938	YEAST01566, YEAST05133	DROME13183
OG0003939	YEAST03211	DROME01287
OG0003944	YEAST01186	DROME18760
OG0003946	YEAST03220	DROME13159, DROME13158
OG0003947	YEAST06266, YEAST05428	DROME08292
OG0003949	YEAST01888	DROME09152
OG0003950	YEAST01409	DROME16615
OG0003955	YEAST03951	DROME16756
OG0003959	YEAST02778	DROME15055
OG0003961	YEAST01991	DROME17804
OG0003967	YEAST05935	DROME15281
OG0003969	YEAST02146	DROME17765, DROME17762, DROME17766, DROME17763, DROME17764, DROME17767
OG0003971	YEAST00520	DROME06198
OG0003972	YEAST06331	DROME03377
OG0003973	YEAST06329	DROME13196, DROME13195, DROME13194
OG0003978	YEAST03551, YEAST00942, YEAST05399	DROME14494, DROME17669, DROME16351, DROME16350, DROME16349
OG0003999	YEAST05604	DROME14381, DROME14380
OG0004000	YEAST06060	DROME11283
OG0004005	YEAST06216	DROME14778, DROME14779, DROME14780
OG0004007	YEAST01456	DROME18644
OG0004012	YEAST00755	DROME11288
OG0004017	YEAST03019	DROME02036
OG0004023	YEAST04349	DROME16512, DROME19067
OG0004027	YEAST03587	DROME13967
OG0004032	YEAST02562	DROME08117
OG0004033	YEAST02572	DROME14180, DROME12245
OG0004035	YEAST02134	DROME03941, DROME03943, DROME03942, DROME03940
OG0004037	YEAST03371	DROME06863
OG0004042	YEAST05578	DROME16619
OG0004044	YEAST05367	DROME05299, DROME05298
OG0004047	YEAST02496	DROME02487, DROME02484, DROME02486, DROME02485
OG0004051	YEAST01772	DROME18087, DROME18086
OG0004054	YEAST05576	DROME15059
OG0004056	YEAST05698	DROME15287
OG0004057	YEAST05620	DROME06677, DROME00479
OG0004059	YEAST00030	DROME13217
OG0004065	YEAST00772	DROME02456
OG0004067	YEAST02665	DROME14860
OG0004068	YEAST03461	DROME11057
OG0004071	YEAST02893	DROME15812
OG0004072	YEAST02440	DROME21957, DROME17982
OG0004075	YEAST02332	DROME21242
OG0004076	YEAST05461	DROME00303
OG0004079	YEAST04385	DROME14266, DROME14264, DROME14261, DROME14262, DROME14263, DROME14265
OG0004080	YEAST00812	DROME06468, DROME06467
OG0004082	YEAST00063, YEAST05409	DROME08161
OG0004090	YEAST02301, YEAST02021	DROME03177
OG0004091	YEAST04715	DROME14119
OG0004092	YEAST03564, YEAST06307	DROME12563
OG0004096	YEAST00160	DROME05141, DROME05140, DROME05135, DROME00515
OG0004097	YEAST05039	DROME01515
OG0004101	YEAST03547, YEAST02901	DROME08755, DROME08757, DROME08756
OG0004102	YEAST05787	DROME12666
OG0004105	YEAST01700, YEAST01565	DROME04809, DROME04810, DROME04811
OG0004110	YEAST02825	DROME17755
OG0004113	YEAST01291	DROME06224
OG0004113	YEAST02059	DROME06222, DROME06223
OG0004115	YEAST00325	DROME13846, DROME13845, DROME13844
OG0004116	YEAST00481	DROME02477
OG0004118	YEAST01855	DROME19673
OG0004119	YEAST02170	DROME14543
OG0004120	YEAST01953	DROME07794
OG0004123	YEAST04761	DROME12798
OG0004124	YEAST01139	DROME02608
OG0004127	YEAST06097	DROME07186
OG0004130	YEAST03149	DROME05314
OG0004134	YEAST05611	DROME14839
OG0004136	YEAST01084	DROME17670
OG0004142	YEAST05774	DROME06754
OG0004148	YEAST00867	DROME06090, DROME06089
OG0004150	YEAST04690	DROME04551, DROME04550
OG0004151	YEAST04284	DROME14564
OG0004153	YEAST05958, YEAST04386, YEAST00290	DROME12893
OG0004158	YEAST03379	DROME10050
OG0004164	YEAST05923	DROME16332
OG0004166	YEAST00189	DROME17896
OG0004168	YEAST03028	DROME05468
OG0004169	YEAST05813	DROME00368
OG0004170	YEAST05906	DROME12078
OG0004171	YEAST04501	DROME07182
OG0004179	YEAST01050	DROME10276, DROME10274, DROME10275, DROME10273
OG0004181	YEAST03406	DROME12964
OG0004182	YEAST03699	DROME16363
OG0004184	YEAST00127	DROME04419
OG0004186	YEAST04981	DROME16037
OG0004188	YEAST02761	DROME07492, DROME07494, DROME07493
OG0004198	YEAST02869, YEAST03548	DROME17028
OG0004215	YEAST04590	DROME19401
OG0004217	YEAST01257	DROME21224
OG0004219	YEAST00912	DROME03490
OG0004222	YEAST05826	DROME04949
OG0004230	YEAST02220	DROME18730, DROME18729
OG0004232	YEAST05931	DROME01342, DROME15977
OG0004236	YEAST05432	DROME17566
OG0004237	YEAST04445, YEAST04344	DROME18213, DROME18214
OG0004239	YEAST05144	DROME15568
OG0004243	YEAST00306	DROME14802, DROME20505
OG0004245	YEAST00859	DROME02038
OG0004248	YEAST03678	DROME14001
OG0004249	YEAST02740	DROME04762
OG0004250	YEAST05543	DROME18272, DROME18273
OG0004252	YEAST05178	DROME14951
OG0004254	YEAST03900	DROME16850, DROME16851, DROME16852
OG0004258	YEAST00665	DROME05217
OG0004259	YEAST03730	DROME21474, DROME10563
OG0004261	YEAST02564	DROME10981
OG0004262	YEAST02368	DROME16780
OG0004268	YEAST00496	DROME10031
OG0004269	YEAST04758	DROME16782
OG0004273	YEAST02547	DROME09850
OG0004278	YEAST00243	DROME01231
OG0004280	YEAST05895	DROME22015
OG0004282	YEAST02575, YEAST06242	DROME07183
OG0004283	YEAST04184	DROME21977
OG0004287	YEAST01708	DROME16211
OG0004289	YEAST05719	DROME10833, DROME19397
OG0004291	YEAST00852	DROME16342
OG0004292	YEAST02537	DROME06641
OG0004295	YEAST05946	DROME20603, DROME20604, DROME20602
OG0004297	YEAST01463	DROME01005
OG0004300	YEAST05309	DROME21737
OG0004301	YEAST03850	DROME06959
OG0004302	YEAST05203	DROME01833
OG0004303	YEAST02492	DROME02789, DROME02790
OG0004304	YEAST02425, YEAST05929	DROME15979, DROME15978
OG0004305	YEAST02123	DROME00211
OG0004307	YEAST04592	DROME07784
OG0004308	YEAST04835	DROME08791, DROME08790
OG0004309	YEAST05924	DROME11787
OG0004310	YEAST05001	DROME20002
OG0004312	YEAST03330	DROME07615
OG0004314	YEAST00500	DROME04957
OG0004324	YEAST04322	DROME19211, DROME05925, DROME05924
OG0004330	YEAST06277	DROME05935
OG0004331	YEAST06230	DROME09522
OG0004333	YEAST01391	DROME03525
OG0004335	YEAST01057	DROME10278
OG0004337	YEAST05652	DROME13597
OG0004338	YEAST05023	DROME16553
OG0004344	YEAST02441	DROME17664
OG0004345	YEAST04894	DROME20919, DROME20924
OG0004347	YEAST04515	DROME18052, DROME18053, DROME21288, DROME21289
OG0004348	YEAST03956	DROME08598, DROME08597
OG0004350	YEAST04742	DROME08566
OG0004351	YEAST04167	DROME17742
OG0004353	YEAST05143	DROME05577
OG0004356	YEAST02877	DROME12218
OG0004357	YEAST02304	DROME01205, DROME01203
OG0004358	YEAST01304	DROME01539
OG0004359	YEAST01873	DROME15372
OG0004364	YEAST00647	DROME18518, DROME02371
OG0004366	YEAST01097	DROME02176
OG0004369	YEAST04013	DROME08156
OG0004370	YEAST02378	DROME13154, DROME12142, DROME12141
OG0004374	YEAST00556	DROME21010
OG0004377	YEAST05181	DROME02771, DROME02772, DROME02773, DROME02770
OG0004378	YEAST03291	DROME00771
OG0004379	YEAST02180, YEAST04152	DROME14972, DROME14973
OG0004380	YEAST04825	DROME21035, DROME21034
OG0004382	YEAST03218	DROME16408, DROME16407
OG0004394	YEAST00619	DROME00472, DROME00473, DROME00475
OG0004396	YEAST01668	DROME00290, DROME00291
OG0004401	YEAST04219	DROME15904
OG0004404	YEAST00833, YEAST00883	DROME00111
OG0004417	YEAST03358	DROME08382
OG0004425	YEAST04958	DROME09154
OG0004426	YEAST01028	DROME02898
OG0004460	YEAST06162	DROME01612
OG0004462	YEAST03397	DROME10763
OG0004468	YEAST04439	DROME08086
OG0004472	YEAST06199	DROME13220
OG0004479	YEAST00474	DROME02751
OG0004484	YEAST01989	DROME15453
OG0004486	YEAST00968	DROME03906
OG0004489	YEAST03700	DROME01140
OG0004490	YEAST02887	DROME02420
OG0004492	YEAST05415, YEAST01368	DROME06523
OG0004494	YEAST03738	DROME12460, DROME12459
OG0004495	YEAST00946	DROME19461, DROME19460, DROME03167
OG0004498	YEAST02716	DROME20932
OG0004500	YEAST04651	DROME19536
OG0004503	YEAST02385	DROME04705
OG0004506	YEAST06061	DROME10904
OG0004507	YEAST04994	DROME17036
OG0004512	YEAST01510	DROME10927
OG0004513	YEAST04235	DROME12675
OG0004515	YEAST05737	DROME15124, DROME19804
OG0004519	YEAST01596	DROME13472
OG0004520	YEAST06001, YEAST05696	DROME13131
OG0004525	YEAST03937	DROME13522
OG0004526	YEAST02603	DROME09780
OG0004529	YEAST03981	DROME14562
OG0004535	YEAST02221	DROME11313, DROME11681
OG0004538	YEAST02750	DROME01010
OG0004542	YEAST04623	DROME14306, DROME14305
OG0004545	YEAST02071	DROME14918
OG0004546	YEAST04485	DROME07299
OG0004551	YEAST00426	DROME17768, DROME17769
OG0004554	YEAST04172	DROME15667
OG0004559	YEAST04428	DROME00073
OG0004563	YEAST04325	DROME01043
OG0004566	YEAST02192	DROME09871
OG0004567	YEAST05747	DROME02916
OG0004571	YEAST02127	DROME15691, DROME15692
OG0004573	YEAST00677	DROME00139
OG0004577	YEAST02283	DROME08875, DROME08876
OG0004579	YEAST00134	DROME01846
OG0004581	YEAST03583, YEAST04618	DROME17808, DROME17807, DROME17806
OG0004582	YEAST04377	DROME06477
OG0004583	YEAST05833	DROME11053
OG0004584	YEAST03457	DROME21581
OG0004585	YEAST01153	DROME01558, DROME01556, DROME01557
OG0004590	YEAST03622, YEAST00886	DROME15582, DROME11041, DROME11040
OG0004593	YEAST01231	DROME07438
OG0004606	YEAST05926	DROME09779
OG0004609	YEAST05326	DROME08817
OG0004610	YEAST04487, YEAST01427	DROME10381
OG0004611	YEAST04613	DROME16445
OG0004612	YEAST02359	DROME00790
OG0004616	YEAST00250, YEAST02830	DROME19950, DROME19951
OG0004619	YEAST03531	DROME17529
OG0004621	YEAST00178	DROME20061, DROME20060
OG0004626	YEAST00427	DROME04697
OG0004630	YEAST01322, YEAST02951	DROME13583
OG0004633	YEAST03510	DROME15422
OG0004634	YEAST00262, YEAST00249	DROME00888
OG0004635	YEAST02703	DROME17782
OG0004639	YEAST02924	DROME08016
OG0004642	YEAST03591	DROME06579
OG0004648	YEAST04721, YEAST05892	DROME18522
OG0004649	YEAST02284	DROME20953
OG0004651	YEAST01146	DROME21452, DROME21453
OG0004654	YEAST00988	DROME05489, DROME05488
OG0004655	YEAST01640	DROME01318
OG0004656	YEAST04281	DROME16743
OG0004657	YEAST00473	DROME03195
OG0004658	YEAST04140	DROME09698
OG0004659	YEAST02251	DROME14307
OG0004660	YEAST06221, YEAST00721	DROME17308, DROME17309, DROME17306, DROME17307
OG0004663	YEAST01161	DROME20926
OG0004664	YEAST05162	DROME04843, DROME04844
OG0004668	YEAST01610	DROME08135
OG0004669	YEAST00949	DROME07920
OG0004670	YEAST03416	DROME04629
OG0004671	YEAST02606	DROME19389
OG0004674	YEAST05448	DROME20610
OG0004675	YEAST05072, YEAST02983	DROME01467, DROME01466, DROME03380
OG0004676	YEAST05785, YEAST00056, YEAST02694	DROME18548
OG0004678	YEAST02777, YEAST04846	DROME04998, DROME04997
OG0004682	YEAST02876	DROME14960, DROME14957
OG0004683	YEAST00676	DROME20448
OG0004684	YEAST05643	DROME16043
OG0004685	YEAST04200	DROME18917, DROME18916
OG0004687	YEAST00982	DROME02093
OG0004691	YEAST00819	DROME17121
OG0004699	YEAST05453	DROME03068
OG0004703	YEAST00841	DROME19325
OG0004705	YEAST05591	DROME20075, DROME20076
OG0004708	YEAST04540	DROME00172
OG0004711	YEAST03281	DROME06479
OG0004728	YEAST04662, YEAST00882	DROME01900
OG0004733	YEAST06337	DROME04757
OG0004739	YEAST01817	DROME16590
OG0004740	YEAST04029	DROME20299
OG0004743	YEAST04299	DROME03419
OG0004747	YEAST01134	DROME00628
OG0004749	YEAST05904	DROME10966
OG0004753	YEAST04746	DROME03636
OG0004755	YEAST03690	DROME16542
OG0004756	YEAST03704	DROME05028
OG0004759	YEAST02912	DROME14009
OG0004760	YEAST01847	DROME20882, DROME20886, DROME20887, DROME20888, DROME11853
OG0004764	YEAST04443, YEAST04345	DROME04351
OG0004765	YEAST02487	DROME08142, DROME19163
OG0004766	YEAST01053	DROME02533
OG0004767	YEAST03559	DROME10770
OG0004768	YEAST02666	DROME02452
OG0004769	YEAST06228	DROME02034
OG0004770	YEAST03432	DROME06615
OG0004774	YEAST06062	DROME15180
OG0004785	YEAST04153	DROME20154, DROME01032, DROME00155, DROME02565
OG0004787	YEAST02164	DROME07713
OG0004792	YEAST02299	DROME06361, DROME08012
OG0004795	YEAST02163	DROME13666
OG0004797	YEAST00371	DROME07303
OG0004805	YEAST03570	DROME04002
OG0004808	YEAST02354	DROME02542
OG0004811	YEAST01683	DROME02621
OG0004814	YEAST05710	DROME05830
OG0004816	YEAST04664	DROME07783
OG0004819	YEAST00279	DROME12033
OG0004820	YEAST05404	DROME01989
OG0004822	YEAST03199	DROME04359
OG0004833	YEAST01309	DROME21757, DROME21758, DROME07997, DROME05462, DROME18534
OG0004836	YEAST00658	DROME13630
OG0004840	YEAST01399	DROME05865
OG0004841	YEAST01375	DROME10055
OG0004842	YEAST05083	DROME03366
OG0004843	YEAST03163	DROME07719, DROME07718
OG0004844	YEAST01571	DROME13071
OG0004848	YEAST02387	DROME00795
OG0004849	YEAST06335	DROME13112
OG0004850	YEAST05082, YEAST02977	DROME02318
OG0004851	YEAST02907	DROME14412
OG0004852	YEAST00825	DROME19281, DROME19280
OG0004854	YEAST00889, YEAST04304	DROME04906
OG0004855	YEAST03252	DROME06480
OG0004856	YEAST05973	DROME20969, DROME02553
OG0004858	YEAST04268	DROME21278, DROME21279, DROME15142
OG0004863	YEAST00862	DROME11509
OG0004864	YEAST00264	DROME17771
OG0004874	YEAST04564	DROME06823
OG0004875	YEAST02491	DROME07370
OG0004877	YEAST05247	DROME13683
OG0004879	YEAST01311	DROME00897
OG0004880	YEAST06046	DROME08365
OG0004881	YEAST00141	DROME08062
OG0004886	YEAST05077	DROME20605
OG0004887	YEAST05734	DROME16935
OG0004893	YEAST04667	DROME00887
OG0004896	YEAST06193	DROME10135
OG0004897	YEAST03127, YEAST00642	DROME19647, DROME19646
OG0004898	YEAST01269	DROME20157
OG0004902	YEAST00933	DROME21164, DROME21163
OG0004903	YEAST03539	DROME05016
OG0004906	YEAST02770	DROME09739
OG0004911	YEAST04765	DROME03353, DROME03354
OG0004913	YEAST01636	DROME03983, DROME03981, DROME03982, DROME03984
OG0004914	YEAST03369	DROME06293
OG0004917	YEAST00244	DROME08602
