Orthogroup	YEAST	BRAFL
OG0002953	YEAST03034	bflo_11098
OG0002957	YEAST03253	bflo_21819, bflo_21211
OG0002960	YEAST05502	bflo_16007
OG0002965	YEAST03804	bflo_01675, bflo_07078
OG0002966	YEAST06059	bflo_16916
OG0002968	YEAST00199	bflo_16573, bflo_17865
OG0002969	YEAST00655	bflo_19693, bflo_19691, bflo_19692
OG0002982	YEAST02471	bflo_17282
OG0002984	YEAST00961, YEAST01144	bflo_23742
OG0002985	YEAST02147	bflo_14855
OG0002987	YEAST02970, YEAST00081, YEAST02488	bflo_08736
OG0002991	YEAST03345, YEAST01842	bflo_07835
OG0002997	YEAST02374	bflo_25686
OG0003001	YEAST01497	bflo_02143
OG0003004	YEAST02183	bflo_10517
OG0003006	YEAST00899	bflo_23446
OG0003010	YEAST03035	bflo_04794
OG0003012	YEAST04512	bflo_05326
OG0003016	YEAST04810	bflo_14974
OG0003017	YEAST02213	bflo_09191, bflo_09195
OG0003018	YEAST01635, YEAST01949	bflo_14657, bflo_17790
OG0003020	YEAST04851	bflo_12891
OG0003027	YEAST05498	bflo_01434
OG0003028	YEAST05822	bflo_02463
OG0003029	YEAST04523	bflo_13998
OG0003033	YEAST02457, YEAST02640	bflo_17532
OG0003039	YEAST00055	bflo_05560, bflo_05558, bflo_06154
OG0003043	YEAST02551	bflo_14220
OG0003046	YEAST01632	bflo_11903
OG0003054	YEAST04909, YEAST05341	bflo_22442
OG0003056	YEAST02257	bflo_18212
OG0003059	YEAST02832, YEAST03675	bflo_08502
OG0003063	YEAST00204	bflo_11663
OG0003066	YEAST00969	bflo_03016
OG0003067	YEAST03159	bflo_10237
OG0003072	YEAST05076	bflo_12228
OG0003073	YEAST00167	bflo_04952, bflo_06059
OG0003079	YEAST01019	bflo_06301
OG0003101	YEAST01357	bflo_01542
OG0003104	YEAST00861	bflo_16005
OG0003105	YEAST04282	bflo_07269
OG0003106	YEAST03619	bflo_19114
OG0003107	YEAST00029	bflo_12594
OG0003108	YEAST00796	bflo_23281
OG0003110	YEAST02197	bflo_22448
OG0003114	YEAST00453, YEAST02426	bflo_20937
OG0003119	YEAST00778	bflo_09328
OG0003121	YEAST03190	bflo_05128
OG0003126	YEAST00300	bflo_25347
OG0003131	YEAST04435, YEAST04350	bflo_20297
OG0003135	YEAST02069	bflo_11156
OG0003138	YEAST01790, YEAST00784	bflo_18045, bflo_24475
OG0003145	YEAST06012	bflo_16411
OG0003147	YEAST03729	bflo_10687
OG0003153	YEAST05438	bflo_13277
OG0003154	YEAST00694	bflo_15309, bflo_20484, bflo_01436
OG0003157	YEAST01203	bflo_14340
OG0003164	YEAST05549, YEAST04492	bflo_15147
OG0003169	YEAST04410	bflo_05306, bflo_26358
OG0003172	YEAST06030	bflo_19337
OG0003174	YEAST06178	bflo_15477
OG0003178	YEAST05823	bflo_21644
OG0003179	YEAST00905	bflo_07971
OG0003182	YEAST05565	bflo_13801
OG0003189	YEAST00820	bflo_17966, bflo_17711
OG0003190	YEAST02550	bflo_26454, bflo_00272
OG0003191	YEAST01068	bflo_02395
OG0003193	YEAST02494	bflo_22117
OG0003197	YEAST06274	bflo_21320
OG0003199	YEAST04961	bflo_11640
OG0003207	YEAST04056	bflo_11574
OG0003212	YEAST05531	bflo_11237, bflo_11720
OG0003214	YEAST03701	bflo_15011
OG0003215	YEAST04373	bflo_23368
OG0003218	YEAST04068	bflo_21266
OG0003219	YEAST01656	bflo_14338
OG0003220	YEAST03417, YEAST00186	bflo_17426
OG0003221	YEAST05064	bflo_01510
OG0003223	YEAST04472	bflo_13052
OG0003228	YEAST06187	bflo_11373
OG0003230	YEAST05487	bflo_10210
OG0003234	YEAST00760	bflo_14580, bflo_14579
OG0003235	YEAST06282	bflo_14854
OG0003251	YEAST05338, YEAST04904	bflo_12651
OG0003254	YEAST03911	bflo_05940
OG0003257	YEAST02741	bflo_05917, bflo_05925
OG0003263	YEAST05333	bflo_23703
OG0003264	YEAST03398	bflo_04822
OG0003266	YEAST05585	bflo_10178
OG0003267	YEAST02516	bflo_26847, bflo_07095
OG0003270	YEAST01372, YEAST05351, YEAST01476	bflo_12004
OG0003277	YEAST03706	bflo_11010
OG0003283	YEAST02779	bflo_27041, bflo_12474
OG0003284	YEAST02184	bflo_02462
OG0003287	YEAST00166	bflo_03086
OG0003288	YEAST05062	bflo_14155
OG0003290	YEAST06325	bflo_07091
OG0003293	YEAST04930	bflo_00129
OG0003300	YEAST03316	bflo_03067, bflo_03066
OG0003301	YEAST03267	bflo_01141
OG0003302	YEAST04633	bflo_07345
OG0003303	YEAST05878	bflo_15649
OG0003304	YEAST01018	bflo_18183, bflo_25914, bflo_18739
OG0003316	YEAST04887	bflo_24864
OG0003317	YEAST03051	bflo_23280, bflo_23472
OG0003318	YEAST02158	bflo_11452
OG0003332	YEAST02945, YEAST00447	bflo_06531
OG0003335	YEAST01260	bflo_16036
OG0003340	YEAST04972	bflo_00966
OG0003341	YEAST00990	bflo_13784
OG0003343	YEAST04356, YEAST06258	bflo_21197
OG0003344	YEAST04764	bflo_06379
OG0003348	YEAST02844	bflo_01497
OG0003349	YEAST00235, YEAST04798	bflo_08162
OG0003356	YEAST02937	bflo_13961
OG0003357	YEAST04240, YEAST02522	bflo_10674
OG0003364	YEAST00730	bflo_03561
OG0003366	YEAST05276, YEAST03075	bflo_23663
OG0003373	YEAST03755	bflo_04729
OG0003374	YEAST03627	bflo_01562
OG0003375	YEAST03722	bflo_05681
OG0003377	YEAST03340	bflo_09240, bflo_09241
OG0003380	YEAST00529	bflo_20421
OG0003381	YEAST03447, YEAST01380	bflo_09923
OG0003382	YEAST01627	bflo_03233
OG0003386	YEAST02725	bflo_24755
OG0003425	YEAST05084	bflo_06597
OG0003426	YEAST05251	bflo_17220
OG0003428	YEAST04550, YEAST01154	bflo_15063
OG0003429	YEAST05921	bflo_03695
OG0003430	YEAST04732	bflo_10656
OG0003434	YEAST02689	bflo_00872
OG0003435	YEAST05483	bflo_21768
OG0003441	YEAST05981	bflo_12321
OG0003443	YEAST06032	bflo_23995
OG0003454	YEAST04088	bflo_18619
OG0003458	YEAST00169	bflo_05669, bflo_03987
OG0003461	YEAST05752, YEAST04759	bflo_10235
OG0003463	YEAST02371	bflo_24804
OG0003464	YEAST05120	bflo_22976
OG0003465	YEAST02874	bflo_16970
OG0003467	YEAST01278	bflo_12624
OG0003477	YEAST03665	bflo_05188
OG0003483	YEAST06074	bflo_15095
OG0003487	YEAST03066	bflo_10772
OG0003491	YEAST03514	bflo_22547
OG0003493	YEAST01076	bflo_25210
OG0003497	YEAST00758	bflo_06218
OG0003498	YEAST05680	bflo_01724
OG0003500	YEAST03303, YEAST02683	bflo_07514, bflo_20102
OG0003501	YEAST01421	bflo_25164
OG0003502	YEAST02519	bflo_20275
OG0003503	YEAST00400	bflo_23296
OG0003505	YEAST00697	bflo_12682
OG0003509	YEAST02850	bflo_24353
OG0003515	YEAST00923	bflo_14188
OG0003518	YEAST04809	bflo_25746
OG0003523	YEAST05393	bflo_24396
OG0003531	YEAST00465	bflo_24099
OG0003532	YEAST05810	bflo_09668
OG0003539	YEAST03774	bflo_11094
OG0003541	YEAST01314	bflo_13586
OG0003543	YEAST01290	bflo_03236, bflo_03111
OG0003544	YEAST00251	bflo_07217
OG0003550	YEAST06166	bflo_00232
OG0003551	YEAST01826	bflo_25362
OG0003552	YEAST04163	bflo_16108
OG0003556	YEAST05216	bflo_06642
OG0003560	YEAST02357, YEAST05925	bflo_11890
OG0003561	YEAST06100	bflo_04334
OG0003562	YEAST00960	bflo_01200
OG0003565	YEAST03392	bflo_25721
OG0003567	YEAST04838	bflo_04792
OG0003568	YEAST04328	bflo_20229
OG0003570	YEAST03562, YEAST04635	bflo_26249
OG0003571	YEAST05553	bflo_05241
OG0003573	YEAST00597	bflo_20068
OG0003578	YEAST05031	bflo_20566, bflo_14712
OG0003579	YEAST05446	bflo_07074
OG0003582	YEAST03174	bflo_10944
OG0003598	YEAST00803	bflo_16711
OG0003599	YEAST04133	bflo_06072
OG0003603	YEAST03529	bflo_23649
OG0003610	YEAST02573	bflo_01164
OG0003611	YEAST01054	bflo_09170
OG0003612	YEAST00808	bflo_25558
OG0003613	YEAST02366	bflo_12262
OG0003615	YEAST01638	bflo_26275
OG0003618	YEAST00747	bflo_01473
OG0003619	YEAST04756	bflo_14248
OG0003624	YEAST00147	bflo_11072
OG0003630	YEAST04845	bflo_20004
OG0003632	YEAST02125	bflo_03937
OG0003638	YEAST00956	bflo_17869
OG0003641	YEAST04061, YEAST01158	bflo_13272
OG0003643	YEAST03144	bflo_10320, bflo_24819, bflo_24817, bflo_09628, bflo_02964, bflo_24044
OG0003644	YEAST01545	bflo_16458
OG0003645	YEAST05809, YEAST05493	bflo_14727
OG0003646	YEAST02349	bflo_03551
OG0003647	YEAST04352, YEAST04433	bflo_06536
OG0003649	YEAST00203	bflo_06468
OG0003650	YEAST00737, YEAST04997	bflo_21715
OG0003659	YEAST00140	bflo_02419
OG0003661	YEAST02758	bflo_26559, bflo_21119
OG0003664	YEAST03791	bflo_23017, bflo_23489
OG0003668	YEAST06168	bflo_06147
OG0003669	YEAST02813	bflo_25341
OG0003672	YEAST03137	bflo_23403
OG0003676	YEAST03110	bflo_15747, bflo_04781, bflo_04777
OG0003678	YEAST02330	bflo_25551
OG0003679	YEAST03223	bflo_02036, bflo_13294
OG0003682	YEAST00571	bflo_07489
OG0003687	YEAST02527, YEAST04246	bflo_19027
OG0003688	YEAST01333, YEAST05362, YEAST00376	bflo_24589, bflo_24522
OG0003689	YEAST04232	bflo_19565
OG0003690	YEAST01162	bflo_13292
OG0003692	YEAST00692	bflo_09441
OG0003693	YEAST05304	bflo_11485
OG0003694	YEAST01453	bflo_07368
OG0003696	YEAST05704	bflo_11319
OG0003697	YEAST04962	bflo_23717
OG0003698	YEAST03764, YEAST03185	bflo_10629
OG0003703	YEAST00683	bflo_03241
OG0003710	YEAST02077	bflo_18086
OG0003712	YEAST02114	bflo_23878
OG0003713	YEAST01549, YEAST03807	bflo_02056
OG0003716	YEAST02390	bflo_24004
OG0003718	YEAST05772	bflo_02164
OG0003719	YEAST06338	bflo_04239
OG0003721	YEAST04960	bflo_09733
OG0003724	YEAST02365, YEAST06120	bflo_24348
OG0003729	YEAST01543	bflo_02888
OG0003731	YEAST04486	bflo_09228
OG0003733	YEAST03492	bflo_25583
OG0003734	YEAST02809, YEAST03842	bflo_15650
OG0003735	YEAST06115	bflo_17363
OG0003738	YEAST05605	bflo_23120, bflo_23509
OG0003740	YEAST01029	bflo_09974
OG0003741	YEAST01379	bflo_10194
OG0003743	YEAST06008, YEAST05688	bflo_17350
OG0003744	YEAST01207	bflo_11052
OG0003745	YEAST02618	bflo_13758, bflo_07859
OG0003749	YEAST04441	bflo_09949, bflo_09953
OG0003750	YEAST00149	bflo_14314
OG0003756	YEAST01878	bflo_13745
OG0003759	YEAST03315	bflo_25051
OG0003767	YEAST01933, YEAST01650	bflo_13723, bflo_13725, bflo_13724
OG0003769	YEAST01999	bflo_13838
OG0003770	YEAST01234, YEAST03860	bflo_14290
OG0003778	YEAST05796	bflo_03437
OG0003779	YEAST04431	bflo_10120
OG0003806	YEAST02367	bflo_23190, bflo_00688
OG0003807	YEAST04265, YEAST03128	bflo_23696
OG0003808	YEAST01201	bflo_01527
OG0003811	YEAST00417	bflo_14145
OG0003812	YEAST00287	bflo_24338
OG0003813	YEAST00254	bflo_08536
OG0003818	YEAST04318	bflo_26938, bflo_10045
OG0003824	YEAST01468	bflo_01655
OG0003828	YEAST02448	bflo_16758
OG0003829	YEAST02032, YEAST01031	bflo_16298
OG0003831	YEAST03010, YEAST05137, YEAST02344	bflo_15015
OG0003834	YEAST06322	bflo_13313
OG0003837	YEAST02586	bflo_04359
OG0003838	YEAST03413	bflo_14249
OG0003839	YEAST01736	bflo_15827
OG0003844	YEAST06054	bflo_05707
OG0003846	YEAST00356	bflo_08816
OG0003848	YEAST01654	bflo_27156, bflo_15576
OG0003850	YEAST00228	bflo_11358
OG0003851	YEAST06169	bflo_00415, bflo_00554, bflo_00750
OG0003852	YEAST03296	bflo_07596
OG0003853	YEAST06251	bflo_21440
OG0003855	YEAST04936	bflo_01488
OG0003856	YEAST03934, YEAST02710	bflo_23888
OG0003858	YEAST01401	bflo_16889
OG0003866	YEAST01895	bflo_18467, bflo_18468
OG0003867	YEAST03558	bflo_24398
OG0003868	YEAST01448	bflo_15648
OG0003869	YEAST02771	bflo_18781
OG0003875	YEAST05070	bflo_10585
OG0003876	YEAST02423	bflo_25231
OG0003877	YEAST04860, YEAST05867, YEAST03825	bflo_22483
OG0003879	YEAST00463	bflo_01976
OG0003881	YEAST03851	bflo_12239
OG0003882	YEAST03663	bflo_12728
OG0003886	YEAST06023	bflo_02594
OG0003887	YEAST00028	bflo_07640
OG0003893	YEAST05028	bflo_18061
OG0003897	YEAST01270	bflo_24684
OG0003899	YEAST04954	bflo_04990, bflo_04991
OG0003904	YEAST01732	bflo_13785, bflo_08053
OG0003907	YEAST02999, YEAST02288	bflo_15071, bflo_14277
OG0003910	YEAST03780	bflo_17784
OG0003911	YEAST00032	bflo_01450
OG0003913	YEAST03258	bflo_25822
OG0003918	YEAST00058	bflo_07118
OG0003921	YEAST06181	bflo_01051
OG0003926	YEAST04138	bflo_24571
OG0003929	YEAST04489, YEAST01422	bflo_07561, bflo_05243
OG0003930	YEAST03969	bflo_03015
OG0003931	YEAST01142	bflo_23064
OG0003934	YEAST00084	bflo_25582
OG0003938	YEAST01566, YEAST05133	bflo_17513
OG0003939	YEAST03211	bflo_25332
OG0003944	YEAST01186	bflo_17891
OG0003946	YEAST03220	bflo_08890
OG0003947	YEAST06266, YEAST05428	bflo_10038, bflo_26937
OG0003949	YEAST01888	bflo_04795, bflo_20040, bflo_04980
OG0003950	YEAST01409	bflo_04796
OG0003954	YEAST02764	bflo_06529
OG0003955	YEAST03951	bflo_15067
OG0003959	YEAST02778	bflo_16654, bflo_16392
OG0003961	YEAST01991	bflo_01052
OG0003967	YEAST05935	bflo_23352
OG0003969	YEAST02146	bflo_11550
OG0003971	YEAST00520	bflo_09929
OG0003972	YEAST06331	bflo_13739
OG0003973	YEAST06329	bflo_07614
OG0003999	YEAST05604	bflo_00820
OG0004000	YEAST06060	bflo_02654
OG0004005	YEAST06216	bflo_05822
OG0004007	YEAST01456	bflo_25579
OG0004012	YEAST00755	bflo_10107
OG0004017	YEAST03019	bflo_06408
OG0004023	YEAST04349	bflo_13771, bflo_13445
OG0004027	YEAST03587	bflo_19261
OG0004032	YEAST02562	bflo_22471
OG0004033	YEAST02572	bflo_10163
OG0004035	YEAST02134	bflo_13352
OG0004037	YEAST03371	bflo_21736
OG0004042	YEAST05578	bflo_01092
OG0004044	YEAST05367	bflo_01005
OG0004047	YEAST02496	bflo_07563, bflo_15046, bflo_16184, bflo_14780
OG0004051	YEAST01772	bflo_00363
OG0004052	YEAST03705	bflo_07404
OG0004054	YEAST05576	bflo_17321
OG0004056	YEAST05698	bflo_08362
OG0004057	YEAST05620	bflo_03481
OG0004059	YEAST00030	bflo_09431
OG0004065	YEAST00772	bflo_24951
OG0004067	YEAST02665	bflo_21757
OG0004068	YEAST03461	bflo_04452
OG0004071	YEAST02893	bflo_16403
OG0004072	YEAST02440	bflo_19459
OG0004075	YEAST02332	bflo_12360
OG0004076	YEAST05461	bflo_06535
OG0004079	YEAST04385	bflo_15451
OG0004080	YEAST00812	bflo_18882
OG0004082	YEAST00063, YEAST05409	bflo_00978
OG0004090	YEAST02301, YEAST02021	bflo_02550
OG0004091	YEAST04715	bflo_25644, bflo_25537
OG0004092	YEAST03564, YEAST06307	bflo_18722
OG0004096	YEAST00160	bflo_25120, bflo_16105, bflo_16136
OG0004097	YEAST05039	bflo_23785
OG0004101	YEAST03547, YEAST02901	bflo_02365, bflo_02328
OG0004102	YEAST05787	bflo_10530
OG0004103	YEAST05061	bflo_18116, bflo_01589
OG0004105	YEAST01700, YEAST01565	bflo_05301
OG0004110	YEAST02825	bflo_06903
OG0004113	YEAST02059	bflo_11906
OG0004115	YEAST00325	bflo_24357
OG0004116	YEAST00481	bflo_14868
OG0004118	YEAST01855	bflo_11032
OG0004119	YEAST02170	bflo_05817
OG0004120	YEAST01953	bflo_06902
OG0004123	YEAST04761	bflo_01120
OG0004124	YEAST01139	bflo_01444
OG0004130	YEAST03149	bflo_05927
OG0004134	YEAST05611	bflo_09300
OG0004136	YEAST01084	bflo_25663, bflo_25662
OG0004142	YEAST05774	bflo_11007
OG0004148	YEAST00867	bflo_18685
OG0004150	YEAST04690	bflo_09053
OG0004151	YEAST04284	bflo_13322
OG0004153	YEAST05958, YEAST04386, YEAST00290	bflo_07572, bflo_07571
OG0004154	YEAST05587	bflo_05130, bflo_01086
OG0004158	YEAST03379	bflo_02113
OG0004161	YEAST04124	bflo_13481, bflo_27086
OG0004162	YEAST04517	bflo_23463
OG0004164	YEAST05923	bflo_07953
OG0004166	YEAST00189	bflo_10003
OG0004168	YEAST03028	bflo_03869
OG0004169	YEAST05813	bflo_23613
OG0004170	YEAST05906	bflo_08931
OG0004171	YEAST04501	bflo_08244
OG0004179	YEAST01050	bflo_23006
OG0004181	YEAST03406	bflo_14869
OG0004182	YEAST03699	bflo_27213, bflo_17268, bflo_17270, bflo_04774
OG0004184	YEAST00127	bflo_17251
OG0004186	YEAST04981	bflo_07573
OG0004188	YEAST02761	bflo_11714, bflo_16377
OG0004215	YEAST04590	bflo_20025
OG0004217	YEAST01257	bflo_14087
OG0004219	YEAST00912	bflo_02280
OG0004230	YEAST02220	bflo_14845
OG0004232	YEAST05931	bflo_10173
OG0004236	YEAST05432	bflo_07373
OG0004237	YEAST04445, YEAST04344	bflo_14843
OG0004239	YEAST05144	bflo_16055
OG0004243	YEAST00306	bflo_02341
OG0004245	YEAST00859	bflo_10377
OG0004248	YEAST03678	bflo_24542, bflo_24543
OG0004249	YEAST02740	bflo_14267
OG0004250	YEAST05543	bflo_20438
OG0004252	YEAST05178	bflo_03055
OG0004254	YEAST03900	bflo_08133
OG0004258	YEAST00665	bflo_14122
OG0004259	YEAST03730	bflo_03895
OG0004262	YEAST02368	bflo_17291
OG0004268	YEAST00496	bflo_13534
OG0004269	YEAST04758	bflo_23956
OG0004273	YEAST02547	bflo_23163
OG0004278	YEAST00243	bflo_26456
OG0004280	YEAST05895	bflo_05742, bflo_18667
OG0004282	YEAST02575, YEAST06242	bflo_01697
OG0004283	YEAST04184	bflo_14369
OG0004287	YEAST01708	bflo_22517
OG0004289	YEAST05719	bflo_16900
OG0004291	YEAST00852	bflo_09709
OG0004292	YEAST02537	bflo_24769
OG0004295	YEAST05946	bflo_25243
OG0004297	YEAST01463	bflo_01520
OG0004301	YEAST03850	bflo_21149
OG0004302	YEAST05203	bflo_20299
OG0004303	YEAST02492	bflo_21593
OG0004304	YEAST02425, YEAST05929	bflo_10723
OG0004305	YEAST02123	bflo_05913
OG0004307	YEAST04592	bflo_23131
OG0004308	YEAST04835	bflo_17611
OG0004309	YEAST05924	bflo_07674
OG0004310	YEAST05001	bflo_07406
OG0004312	YEAST03330	bflo_18032
OG0004314	YEAST00500	bflo_15802
OG0004324	YEAST04322	bflo_01085
OG0004330	YEAST06277	bflo_18848
OG0004331	YEAST06230	bflo_18890
OG0004333	YEAST01391	bflo_01460
OG0004335	YEAST01057	bflo_14442
OG0004337	YEAST05652	bflo_09505
OG0004338	YEAST05023	bflo_14114
OG0004344	YEAST02441	bflo_07396
OG0004345	YEAST04894	bflo_16427
OG0004347	YEAST04515	bflo_20345
OG0004348	YEAST03956	bflo_21350
OG0004350	YEAST04742	bflo_18288, bflo_18444
OG0004351	YEAST04167	bflo_24757
OG0004353	YEAST05143	bflo_24646
OG0004356	YEAST02877	bflo_23965, bflo_24929
OG0004357	YEAST02304	bflo_11494
OG0004358	YEAST01304	bflo_11539
OG0004359	YEAST01873	bflo_15102
OG0004364	YEAST00647	bflo_13993
OG0004366	YEAST01097	bflo_12765
OG0004369	YEAST04013	bflo_16942
OG0004370	YEAST02378	bflo_21301
OG0004374	YEAST00556	bflo_20012
OG0004377	YEAST05181	bflo_19356
OG0004378	YEAST03291	bflo_07641
OG0004379	YEAST02180, YEAST04152	bflo_09448
OG0004382	YEAST03218	bflo_06113
OG0004394	YEAST00619	bflo_14723
OG0004396	YEAST01668	bflo_24471
OG0004400	YEAST03238, YEAST03731	bflo_01509
OG0004401	YEAST04219	bflo_00348
OG0004404	YEAST00833, YEAST00883	bflo_21918
OG0004417	YEAST03358	bflo_25703
OG0004425	YEAST04958	bflo_02356
OG0004426	YEAST01028	bflo_13509
OG0004460	YEAST06162	bflo_12840
OG0004462	YEAST03397	bflo_21993
OG0004468	YEAST04439	bflo_20382
OG0004472	YEAST06199	bflo_10789
OG0004479	YEAST00474	bflo_13215
OG0004484	YEAST01989	bflo_24462
OG0004486	YEAST00968	bflo_12928
OG0004489	YEAST03700	bflo_11412
OG0004490	YEAST02887	bflo_16236, bflo_03321
OG0004492	YEAST05415, YEAST01368	bflo_20550
OG0004494	YEAST03738	bflo_22629
OG0004495	YEAST00946	bflo_13385
OG0004498	YEAST02716	bflo_13885
OG0004500	YEAST04651	bflo_06052
OG0004503	YEAST02385	bflo_14782
OG0004505	YEAST01701	bflo_02172, bflo_02171
OG0004506	YEAST06061	bflo_23062
OG0004507	YEAST04994	bflo_06594
OG0004512	YEAST01510	bflo_23496, bflo_16546
OG0004513	YEAST04235	bflo_08350
OG0004515	YEAST05737	bflo_26975, bflo_10817
OG0004519	YEAST01596	bflo_11096
OG0004520	YEAST06001, YEAST05696	bflo_21786
OG0004525	YEAST03937	bflo_15861
OG0004526	YEAST02603	bflo_15645
OG0004529	YEAST03981	bflo_24826
OG0004535	YEAST02221	bflo_06382
OG0004538	YEAST02750	bflo_06518
OG0004541	YEAST02645, YEAST03788, YEAST04781	bflo_17993
OG0004542	YEAST04816, YEAST04623	bflo_09402
OG0004545	YEAST02071	bflo_16418
OG0004546	YEAST04485	bflo_06485
OG0004551	YEAST00426	bflo_23479
OG0004554	YEAST05640, YEAST04172	bflo_24473
OG0004559	YEAST04428	bflo_23454
OG0004563	YEAST04325	bflo_01881
OG0004566	YEAST02192	bflo_05496
OG0004567	YEAST05747	bflo_01420
OG0004571	YEAST02127	bflo_00878
OG0004573	YEAST00677	bflo_20186
OG0004577	YEAST02283	bflo_12511
OG0004579	YEAST00134	bflo_11289
OG0004581	YEAST03583, YEAST04618	bflo_22410
OG0004582	YEAST04377	bflo_25760, bflo_25502
OG0004583	YEAST05833	bflo_26211
OG0004584	YEAST03457	bflo_18182
OG0004585	YEAST01153	bflo_13881
OG0004590	YEAST03622, YEAST00886	bflo_20267
OG0004593	YEAST01231	bflo_10126
OG0004606	YEAST05926	bflo_01880
OG0004609	YEAST05326	bflo_20965
OG0004610	YEAST04487, YEAST01427	bflo_06351
OG0004611	YEAST04613	bflo_14611
OG0004612	YEAST02359	bflo_00158
OG0004616	YEAST00250, YEAST02830	bflo_02456
OG0004619	YEAST03531	bflo_18891
OG0004621	YEAST00178	bflo_11024
OG0004623	YEAST04421	bflo_06270, bflo_19298
OG0004626	YEAST00427	bflo_13446
OG0004630	YEAST01322, YEAST02951	bflo_18024
OG0004633	YEAST03510	bflo_24095
OG0004634	YEAST00262, YEAST00249	bflo_24560
OG0004635	YEAST02703	bflo_16335
OG0004639	YEAST02924	bflo_17059
OG0004648	YEAST04721, YEAST05892	bflo_12258
OG0004649	YEAST02284	bflo_20493
OG0004651	YEAST01146	bflo_17981
OG0004654	YEAST00988	bflo_09378
OG0004655	YEAST01640	bflo_09012
OG0004656	YEAST04281	bflo_05812
OG0004657	YEAST00473	bflo_24670
OG0004658	YEAST04140	bflo_17408
OG0004659	YEAST02251	bflo_11250
OG0004660	YEAST06221, YEAST00721	bflo_18417
OG0004663	YEAST01161	bflo_20810
OG0004664	YEAST05162	bflo_16198
OG0004668	YEAST01610	bflo_04113
OG0004669	YEAST00949	bflo_17570
OG0004670	YEAST03416	bflo_02470
OG0004671	YEAST02606	bflo_20944
OG0004674	YEAST05448	bflo_05749
OG0004675	YEAST05072, YEAST02983	bflo_06236
OG0004676	YEAST05785, YEAST00056, YEAST02694	bflo_05171
OG0004678	YEAST02777, YEAST04846	bflo_15606
OG0004682	YEAST02876	bflo_08235
OG0004683	YEAST00676	bflo_06703
OG0004684	YEAST05643	bflo_18861
OG0004685	YEAST04200	bflo_05949
OG0004687	YEAST00982	bflo_11035
OG0004691	YEAST00819	bflo_11450
OG0004699	YEAST05453	bflo_03925
OG0004702	YEAST03387	bflo_21187, bflo_04948
OG0004703	YEAST00841	bflo_02735
OG0004705	YEAST05591	bflo_14925
OG0004708	YEAST04540	bflo_00244
OG0004711	YEAST03281	bflo_15142
OG0004715	YEAST00409	bflo_04075, bflo_04885, bflo_04105, bflo_04114, bflo_06749, bflo_06020, bflo_06731, bflo_06735, bflo_04883, bflo_06145, bflo_05482, bflo_19563, bflo_06271, bflo_06743, bflo_06040
OG0004728	YEAST04662, YEAST00882	bflo_13486
OG0004733	YEAST06337	bflo_06188
OG0004735	YEAST04508	bflo_25045
OG0004739	YEAST01817	bflo_13471
OG0004740	YEAST04029	bflo_10418
OG0004743	YEAST04299	bflo_15127
OG0004747	YEAST01134	bflo_12691
OG0004748	YEAST03942	bflo_01673
OG0004749	YEAST05904	bflo_13392
OG0004753	YEAST04746	bflo_09370
OG0004755	YEAST03690	bflo_21777
OG0004756	YEAST03704	bflo_01688
OG0004759	YEAST02912	bflo_12064
OG0004760	YEAST01847	bflo_01599
OG0004764	YEAST04443, YEAST04345	bflo_26083
OG0004765	YEAST02487	bflo_02347, bflo_25288
OG0004766	YEAST01053	bflo_10868
OG0004767	YEAST03559	bflo_23754, bflo_23555
OG0004768	YEAST02666	bflo_14539
OG0004769	YEAST06228	bflo_05382, bflo_15999
OG0004770	YEAST03432	bflo_04459, bflo_03900
OG0004774	YEAST06062	bflo_22864
OG0004785	YEAST04153	bflo_19212
OG0004786	YEAST01015	bflo_19673
OG0004787	YEAST02164	bflo_17213
OG0004792	YEAST02299	bflo_18016
OG0004795	YEAST02163	bflo_20953
OG0004797	YEAST00371	bflo_04765
OG0004805	YEAST03570	bflo_21807
OG0004808	YEAST02354	bflo_24087
OG0004811	YEAST01683	bflo_11368
OG0004814	YEAST05710	bflo_18711
OG0004816	YEAST04664	bflo_09257
OG0004819	YEAST00279	bflo_01447
OG0004820	YEAST05404	bflo_04335
OG0004822	YEAST03199	bflo_04058
OG0004833	YEAST01309	bflo_07551
OG0004836	YEAST00658	bflo_20378
OG0004840	YEAST01399	bflo_15568
OG0004841	YEAST01375	bflo_12560
OG0004842	YEAST05083	bflo_06212
OG0004843	YEAST03163	bflo_13843
OG0004844	YEAST01571	bflo_09755
OG0004848	YEAST02387	bflo_10512
OG0004849	YEAST06335	bflo_17431
OG0004850	YEAST05082, YEAST02977	bflo_08911
OG0004851	YEAST02907	bflo_05688
OG0004852	YEAST00825	bflo_15961
OG0004854	YEAST00889, YEAST04304	bflo_14278
OG0004855	YEAST03252	bflo_21051
OG0004856	YEAST05973	bflo_14646
OG0004858	YEAST04268	bflo_20586
OG0004863	YEAST00862	bflo_10166
OG0004864	YEAST00264	bflo_11500
OG0004874	YEAST04564	bflo_12683
OG0004875	YEAST02491	bflo_26219
OG0004877	YEAST05247	bflo_15518
OG0004879	YEAST01311	bflo_21810
OG0004880	YEAST06046	bflo_23275
OG0004881	YEAST00141	bflo_24775
OG0004886	YEAST05077	bflo_21794
OG0004887	YEAST05734	bflo_05853
OG0004893	YEAST04667, YEAST00405	bflo_05758
OG0004896	YEAST06193	bflo_16531
