Orthogroup	YEAST	XENTR
OG0003072	YEAST05076	XENTR02567, XENTR00734
OG0003073	YEAST00167	XENTR04061
OG0003079	YEAST01019	XENTR14327, XENTR13284
OG0003101	YEAST01357	XENTR05478, XENTR07812, XENTR18234
OG0003104	YEAST00861	XENTR06110, XENTR04678
OG0003105	YEAST04282	XENTR04336
OG0003106	YEAST03619	XENTR12128
OG0003107	YEAST00029	XENTR10986
OG0003108	YEAST00796	XENTR11504, XENTR11503
OG0003110	YEAST02197	XENTR02312
OG0003114	YEAST00453, YEAST02426	XENTR18657, XENTR06619
OG0003119	YEAST00778	XENTR16252, XENTR18505
OG0003121	YEAST03190	XENTR11254
OG0003126	YEAST00300	XENTR04714
OG0003131	YEAST04435, YEAST04350	XENTR13920
OG0003135	YEAST02069	XENTR02084
OG0003138	YEAST01790, YEAST00784	XENTR08591
OG0003145	YEAST06012	XENTR04007
OG0003147	YEAST03729	XENTR09759
OG0003151	YEAST03910	XENTR08206, XENTR02485, XENTR02484
OG0003153	YEAST05438	XENTR18452
OG0003154	YEAST00694	XENTR00073
OG0003157	YEAST01203	XENTR16641
OG0003164	YEAST05549, YEAST04492	XENTR00718, XENTR05518
OG0003169	YEAST04410	XENTR00138
OG0003172	YEAST06030	XENTR14668
OG0003174	YEAST06178	XENTR07544, XENTR18836
OG0003178	YEAST05823	XENTR11667, XENTR09042
OG0003179	YEAST00905	XENTR11724
OG0003182	YEAST05565	XENTR13629
OG0003189	YEAST00820	XENTR15950
OG0003190	YEAST02550	XENTR05661
OG0003191	YEAST01068	XENTR05225
OG0003193	YEAST02494	XENTR09215
OG0003197	YEAST06274	XENTR08587
OG0003199	YEAST04961	XENTR13157
OG0003207	YEAST04056	XENTR17115, XENTR02861
OG0003212	YEAST05531	XENTR07956, XENTR01342
OG0003214	YEAST03701	XENTR08605, XENTR08604, XENTR06201
OG0003215	YEAST04373	XENTR07497, XENTR09047
OG0003218	YEAST04068	XENTR12593
OG0003219	YEAST01656	XENTR18931, XENTR19001, XENTR15987, XENTR18951, XENTR19285, XENTR18736, XENTR15986, XENTR03560, XENTR03559
OG0003220	YEAST03417, YEAST00186	XENTR11144, XENTR12866
OG0003221	YEAST05064	XENTR02159, XENTR04079
OG0003223	YEAST04472	XENTR06905
OG0003228	YEAST06187	XENTR13523
OG0003230	YEAST05487	XENTR10511, XENTR10510
OG0003235	YEAST06282	XENTR17209
OG0003251	YEAST05338, YEAST04904	XENTR09756
OG0003254	YEAST03911	XENTR15784
OG0003257	YEAST02741	XENTR11651
OG0003263	YEAST05333	XENTR11183
OG0003264	YEAST03398	XENTR02125, XENTR05760
OG0003266	YEAST05585	XENTR12815, XENTR10446
OG0003267	YEAST02516	XENTR06701
OG0003270	YEAST01372, YEAST05351, YEAST01476	XENTR19012, XENTR01357
OG0003277	YEAST03706	XENTR01225, XENTR05973
OG0003283	YEAST02779	XENTR02862
OG0003284	YEAST02184	XENTR09406, XENTR09408, XENTR09407
OG0003287	YEAST00166	XENTR07598
OG0003288	YEAST05062	XENTR00671
OG0003290	YEAST06325	XENTR07784
OG0003293	YEAST04930	XENTR05206
OG0003295	YEAST06127	XENTR13148
OG0003301	YEAST03267	XENTR10815, XENTR08929
OG0003302	YEAST04633	XENTR02111
OG0003303	YEAST05878	XENTR07483
OG0003304	YEAST01018	XENTR08010, XENTR06925
OG0003316	YEAST04887	XENTR08584
OG0003317	YEAST03051	XENTR09784
OG0003318	YEAST02158	XENTR17690, XENTR06814
OG0003332	YEAST02945, YEAST00447	XENTR17058, XENTR17059
OG0003335	YEAST01260	XENTR09006
OG0003340	YEAST04972	XENTR05753, XENTR04075
OG0003341	YEAST00990	XENTR12776
OG0003343	YEAST04356, YEAST06258	XENTR10202
OG0003344	YEAST04764	XENTR06071, XENTR06072, XENTR06070
OG0003348	YEAST02844	XENTR12378, XENTR08608
OG0003349	YEAST00235, YEAST04798	XENTR05563, XENTR07550
OG0003356	YEAST02937	XENTR01788, XENTR19056
OG0003357	YEAST04240, YEAST02522	XENTR08718
OG0003364	YEAST00730	XENTR14029, XENTR16714
OG0003366	YEAST05276, YEAST03075	XENTR04144
OG0003373	YEAST03755	XENTR14268
OG0003374	YEAST03627	XENTR00231, XENTR13931
OG0003375	YEAST03722	XENTR18878, XENTR00570
OG0003377	YEAST03340	XENTR09874
OG0003380	YEAST00529	XENTR00830
OG0003381	YEAST03447, YEAST01380	XENTR16745, XENTR08704
OG0003382	YEAST01627	XENTR06748
OG0003386	YEAST02725	XENTR15284
OG0003425	YEAST05084	XENTR08256
OG0003426	YEAST05251	XENTR14116
OG0003428	YEAST04550, YEAST01154	XENTR12198
OG0003429	YEAST05921	XENTR12279
OG0003430	YEAST04732	XENTR15234, XENTR15219
OG0003434	YEAST02689	XENTR01877
OG0003441	YEAST05981	XENTR00766, XENTR04826
OG0003443	YEAST06032	XENTR07991, XENTR13306
OG0003454	YEAST04088	XENTR06943, XENTR12431
OG0003458	YEAST00169	XENTR11788
OG0003461	YEAST05752, YEAST04759	XENTR19131, XENTR15751
OG0003463	YEAST02371	XENTR11861, XENTR11992
OG0003464	YEAST05120	XENTR00966
OG0003465	YEAST02874	XENTR06176
OG0003467	YEAST01278	XENTR17927
OG0003477	YEAST03665	XENTR08073
OG0003483	YEAST06074	XENTR07509
OG0003487	YEAST03066	XENTR18643
OG0003491	YEAST03514	XENTR03228, XENTR07233
OG0003493	YEAST01076	XENTR00341
OG0003497	YEAST00758	XENTR06024, XENTR18982
OG0003498	YEAST05680	XENTR03494
OG0003500	YEAST03303, YEAST02683	XENTR14238, XENTR02385
OG0003501	YEAST01421	XENTR10636
OG0003502	YEAST02519	XENTR06321
OG0003503	YEAST00400	XENTR13845
OG0003505	YEAST00697	XENTR00482
OG0003509	YEAST02850	XENTR18947
OG0003515	YEAST00923	XENTR10827, XENTR01032
OG0003518	YEAST04809	XENTR08349
OG0003523	YEAST05393	XENTR06238
OG0003531	YEAST00465	XENTR02395, XENTR17644
OG0003532	YEAST05810	XENTR10579
OG0003539	YEAST03774	XENTR17518
OG0003541	YEAST01314	XENTR10222
OG0003543	YEAST01290	XENTR16314, XENTR00214
OG0003544	YEAST00251	XENTR13004, XENTR07985
OG0003550	YEAST06166	XENTR11802, XENTR05398
OG0003551	YEAST01826	XENTR04301
OG0003552	YEAST04163	XENTR01989
OG0003560	YEAST02357, YEAST05925	XENTR06670
OG0003561	YEAST06100	XENTR09143, XENTR09144, XENTR15956
OG0003562	YEAST00960	XENTR13770
OG0003565	YEAST03392	XENTR01961
OG0003567	YEAST04838	XENTR12992
OG0003568	YEAST04328	XENTR01200
OG0003570	YEAST03562, YEAST04635	XENTR15222
OG0003571	YEAST05553	XENTR05133, XENTR16524
OG0003573	YEAST00597	XENTR18024
OG0003578	YEAST05031	XENTR14689, XENTR00880
OG0003579	YEAST05446	XENTR01923, XENTR05581, XENTR05580
OG0003582	YEAST03174	XENTR13303
OG0003598	YEAST00803	XENTR12005, XENTR01306
OG0003599	YEAST04133	XENTR06077
OG0003603	YEAST03529	XENTR07586
OG0003610	YEAST02573	XENTR18364
OG0003611	YEAST01054	XENTR13792
OG0003612	YEAST00808	XENTR12924
OG0003613	YEAST02366	XENTR07063, XENTR18350
OG0003615	YEAST01638	XENTR11541
OG0003617	YEAST01843	XENTR18835
OG0003618	YEAST00747	XENTR06591
OG0003619	YEAST04756	XENTR14382
OG0003624	YEAST00147	XENTR04842
OG0003630	YEAST04845	XENTR17948
OG0003632	YEAST02125	XENTR10135, XENTR00270
OG0003638	YEAST00956	XENTR03036
OG0003641	YEAST04061, YEAST01158	XENTR07679
OG0003643	YEAST03144	XENTR16883
OG0003644	YEAST01545	XENTR17108
OG0003645	YEAST05809, YEAST05493	XENTR03915, XENTR07317
OG0003646	YEAST02349	XENTR17031, XENTR17030
OG0003647	YEAST04352, YEAST04433	XENTR05840
OG0003649	YEAST00203	XENTR11535
OG0003650	YEAST00737, YEAST04997	XENTR18719
OG0003659	YEAST00140	XENTR06944
OG0003661	YEAST02758	XENTR03758
OG0003664	YEAST03791	XENTR01685
OG0003668	YEAST06168	XENTR02672
OG0003669	YEAST02813	XENTR08683
OG0003672	YEAST03137	XENTR07314
OG0003676	YEAST03110	XENTR00677, XENTR01874
OG0003678	YEAST02330	XENTR00079, XENTR17514
OG0003679	YEAST03223	XENTR18397, XENTR12379
OG0003682	YEAST00571	XENTR13445
OG0003687	YEAST02527, YEAST04246	XENTR05213, XENTR00134
OG0003688	YEAST01333, YEAST05362, YEAST00376	XENTR03091, XENTR16481, XENTR16482, XENTR16476
OG0003689	YEAST04232	XENTR14093, XENTR05380
OG0003690	YEAST01162	XENTR02409
OG0003692	YEAST00692	XENTR01955
OG0003693	YEAST05304	XENTR10718, XENTR18258
OG0003694	YEAST01453	XENTR17179
OG0003696	YEAST05704	XENTR02869
OG0003697	YEAST04962	XENTR07348, XENTR07379
OG0003698	YEAST03764, YEAST03185	XENTR09545, XENTR01970
OG0003703	YEAST00683	XENTR16337, XENTR12841
OG0003710	YEAST02077	XENTR06304
OG0003712	YEAST02114	XENTR01274, XENTR12990
OG0003713	YEAST01549, YEAST03807	XENTR03924
OG0003716	YEAST02390	XENTR10549
OG0003718	YEAST05772	XENTR10379
OG0003721	YEAST04960	XENTR07713, XENTR09504
OG0003724	YEAST02365, YEAST06120	XENTR10087
OG0003729	YEAST01543	XENTR03157
OG0003731	YEAST04486	XENTR04923
OG0003733	YEAST03492	XENTR04294
OG0003734	YEAST02809, YEAST03842	XENTR16422
OG0003735	YEAST06115	XENTR05792
OG0003738	YEAST05605	XENTR17869
OG0003740	YEAST01029	XENTR15199
OG0003741	YEAST01379	XENTR17057
OG0003743	YEAST06008, YEAST05688	XENTR12518
OG0003744	YEAST01207	XENTR06835, XENTR16465
OG0003745	YEAST02618	XENTR00802
OG0003749	YEAST04441	XENTR16748
OG0003750	YEAST00149	XENTR02453
OG0003756	YEAST01878	XENTR06642
OG0003758	YEAST06133	XENTR10842, XENTR07110
OG0003759	YEAST03315	XENTR16557, XENTR14606
OG0003766	YEAST03336	XENTR01718
OG0003769	YEAST01999	XENTR12425
OG0003770	YEAST01234, YEAST03860	XENTR14731
OG0003778	YEAST05796	XENTR10711
OG0003779	YEAST04431	XENTR17121
OG0003806	YEAST02367	XENTR07356
OG0003807	YEAST04265, YEAST03128	XENTR01368, XENTR01369, XENTR01367
OG0003808	YEAST01201	XENTR13676
OG0003811	YEAST00417	XENTR05500
OG0003812	YEAST00287	XENTR18891
OG0003813	YEAST00254	XENTR10561, XENTR06474
OG0003818	YEAST04318	XENTR08826
OG0003824	YEAST01468	XENTR02218
OG0003828	YEAST02448	XENTR14525
OG0003829	YEAST02032, YEAST01031	XENTR04012
OG0003831	YEAST03010, YEAST05137, YEAST02344	XENTR03490
OG0003834	YEAST06322	XENTR04978, XENTR18533
OG0003837	YEAST02586	XENTR02506
OG0003838	YEAST03413	XENTR00914, XENTR03476
OG0003839	YEAST01736	XENTR13884
OG0003844	YEAST06054	XENTR07150
OG0003846	YEAST00356	XENTR02190, XENTR11317
OG0003848	YEAST01654	XENTR09160
OG0003850	YEAST00228	XENTR05454
OG0003851	YEAST06169	XENTR02901
OG0003852	YEAST03296	XENTR01443, XENTR00580
OG0003853	YEAST06251	XENTR16563
OG0003855	YEAST04936	XENTR18199
OG0003856	YEAST03934, YEAST02710	XENTR05612
OG0003860	YEAST01412	XENTR19064, XENTR06357
OG0003866	YEAST01895	XENTR06311
OG0003867	YEAST03558	XENTR02863
OG0003868	YEAST01448	XENTR14790, XENTR09159, XENTR09158
OG0003869	YEAST02771	XENTR16798
OG0003875	YEAST05070	XENTR04436
OG0003876	YEAST02423	XENTR17136
OG0003877	YEAST04860, YEAST05867, YEAST03825	XENTR02745
OG0003879	YEAST00463	XENTR11236
OG0003881	YEAST03851	XENTR04081
OG0003882	YEAST03663	XENTR16402
OG0003886	YEAST06023	XENTR01682
OG0003887	YEAST00028	XENTR18026, XENTR11440
OG0003893	YEAST05028	XENTR13880
OG0003897	YEAST01270	XENTR09637
OG0003899	YEAST04954	XENTR07459
OG0003904	YEAST01732	XENTR08625, XENTR05314
OG0003907	YEAST02999, YEAST02288	XENTR03299
OG0003908	YEAST01362	XENTR12199
OG0003908	YEAST06330	XENTR15544
OG0003910	YEAST03780	XENTR11171, XENTR07945
OG0003911	YEAST00032	XENTR02501
OG0003913	YEAST03258	XENTR15388
OG0003918	YEAST00058	XENTR06731
OG0003921	YEAST06181	XENTR04630
OG0003929	YEAST04489, YEAST01422	XENTR03727
OG0003930	YEAST03969	XENTR10794
OG0003931	YEAST01142	XENTR10403
OG0003934	YEAST00084	XENTR05679
OG0003938	YEAST01566, YEAST05133	XENTR15244
OG0003939	YEAST03211	XENTR04150
OG0003944	YEAST01186	XENTR06236
OG0003946	YEAST03220	XENTR08261, XENTR12173
OG0003947	YEAST06266, YEAST05428	XENTR08870, XENTR02239
OG0003949	YEAST01888	XENTR02519
OG0003950	YEAST01409	XENTR10159
OG0003954	YEAST02764	XENTR15739, XENTR07597
OG0003955	YEAST03951	XENTR03281
OG0003959	YEAST02778	XENTR14787, XENTR19068, XENTR16821
OG0003961	YEAST01991	XENTR09360
OG0003967	YEAST05935	XENTR01385
OG0003969	YEAST02146	XENTR09036
OG0003971	YEAST00520	XENTR16415
OG0003972	YEAST06331	XENTR02960
OG0003973	YEAST06329	XENTR02390, XENTR13883
OG0003978	YEAST03551, YEAST00942, YEAST05399	XENTR01603, XENTR13382, XENTR01941
OG0003999	YEAST05604	XENTR13639
OG0004000	YEAST06060	XENTR16850
OG0004005	YEAST06216	XENTR08022
OG0004007	YEAST01456	XENTR00335, XENTR12145
OG0004012	YEAST00755	XENTR08974
OG0004017	YEAST03019	XENTR14676
OG0004023	YEAST04349	XENTR12549, XENTR09886
OG0004027	YEAST03587	XENTR05193, XENTR01694
OG0004032	YEAST02562	XENTR14175, XENTR14174, XENTR10565
OG0004033	YEAST02572	XENTR07511
OG0004035	YEAST02134	XENTR18213, XENTR18419
OG0004037	YEAST03371	XENTR08593
OG0004042	YEAST05578	XENTR16635
OG0004044	YEAST05367	XENTR01872
OG0004047	YEAST02496	XENTR09809
OG0004051	YEAST01772	XENTR17604, XENTR07177
OG0004052	YEAST03705	XENTR14748
OG0004054	YEAST05576	XENTR03843, XENTR02105
OG0004056	YEAST05698	XENTR16767, XENTR16960
OG0004057	YEAST05620	XENTR00723
OG0004059	YEAST00030	XENTR02089
OG0004065	YEAST00772	XENTR13020
OG0004067	YEAST02665	XENTR14385
OG0004068	YEAST03461	XENTR08780
OG0004071	YEAST02893	XENTR01305, XENTR15592, XENTR09667, XENTR09668
OG0004072	YEAST02440	XENTR02752
OG0004075	YEAST02332	XENTR00982
OG0004076	YEAST05461	XENTR13769
OG0004079	YEAST04385	XENTR01034
OG0004080	YEAST00812	XENTR04210, XENTR17702
OG0004082	YEAST00063, YEAST05409	XENTR03276
OG0004090	YEAST02301, YEAST02021	XENTR05223
OG0004091	YEAST04715	XENTR04711
OG0004092	YEAST03564, YEAST06307	XENTR15001, XENTR15101
OG0004096	YEAST00160	XENTR04695
OG0004097	YEAST05039	XENTR14379
OG0004101	YEAST03547, YEAST02901	XENTR13964
OG0004102	YEAST05787	XENTR02021
OG0004103	YEAST05061	XENTR02995, XENTR02996
OG0004105	YEAST01700, YEAST01565	XENTR00235
OG0004110	YEAST02825	XENTR18262
OG0004113	YEAST02059	XENTR11125
OG0004115	YEAST00325	XENTR10408
OG0004116	YEAST00481	XENTR06030
OG0004118	YEAST01855	XENTR00736
OG0004119	YEAST02170	XENTR07270
OG0004120	YEAST01953	XENTR09438
OG0004123	YEAST04761	XENTR18443, XENTR02606
OG0004124	YEAST01139	XENTR02997, XENTR06594
OG0004127	YEAST06097	XENTR09339
OG0004134	YEAST05611	XENTR10228
OG0004136	YEAST01084	XENTR14548
OG0004142	YEAST05774	XENTR15552
OG0004148	YEAST00867	XENTR06933
OG0004150	YEAST04690	XENTR03403
OG0004151	YEAST04284	XENTR00487
OG0004153	YEAST05958, YEAST04386, YEAST00290	XENTR02143
OG0004154	YEAST05587	XENTR06055
OG0004158	YEAST03379	XENTR18490
OG0004161	YEAST04124	XENTR09910
OG0004164	YEAST05923	XENTR07551, XENTR07533
OG0004166	YEAST00189	XENTR02693
OG0004168	YEAST03028	XENTR07704
OG0004169	YEAST05813	XENTR16574
OG0004170	YEAST05906	XENTR12679
OG0004171	YEAST04501	XENTR11673
OG0004179	YEAST01050	XENTR12520, XENTR09133
OG0004181	YEAST03406	XENTR05491
OG0004182	YEAST03699	XENTR11405
OG0004184	YEAST00127	XENTR07501
OG0004186	YEAST04981	XENTR14918, XENTR07489
OG0004188	YEAST02761	XENTR01635, XENTR09043
OG0004198	YEAST02869, YEAST03548	XENTR05295
OG0004215	YEAST04590	XENTR11110
OG0004217	YEAST01257	XENTR12749
OG0004219	YEAST00912	XENTR05410
OG0004222	YEAST05826	XENTR03863
OG0004230	YEAST02220	XENTR06029, XENTR18693
OG0004232	YEAST05931	XENTR14755
OG0004236	YEAST05432	XENTR09087
OG0004237	YEAST04445, YEAST04344	XENTR03566
OG0004239	YEAST05144	XENTR02464
OG0004243	YEAST00306	XENTR02756
OG0004245	YEAST00859	XENTR13102
OG0004248	YEAST03678	XENTR02442
OG0004249	YEAST02740	XENTR14714
OG0004250	YEAST05543	XENTR06656, XENTR13434
OG0004252	YEAST05178	XENTR01265
OG0004254	YEAST03900	XENTR02285
OG0004258	YEAST00665	XENTR15149
OG0004259	YEAST03730	XENTR05280
OG0004261	YEAST02564	XENTR17138
OG0004262	YEAST02368	XENTR03026
OG0004268	YEAST00496	XENTR16315
OG0004269	YEAST04758	XENTR08648
OG0004273	YEAST02547	XENTR07324
OG0004278	YEAST00243	XENTR18016, XENTR18015
OG0004280	YEAST05895	XENTR10748
OG0004282	YEAST02575, YEAST06242	XENTR04076
OG0004283	YEAST04184	XENTR03463
OG0004287	YEAST01708	XENTR14573, XENTR10948
OG0004289	YEAST05719	XENTR09034
OG0004291	YEAST00852	XENTR07498
OG0004292	YEAST02537	XENTR16091
OG0004295	YEAST05946	XENTR10638
OG0004297	YEAST01463	XENTR11758
OG0004300	YEAST05309	XENTR04840
OG0004301	YEAST03850	XENTR16663
OG0004302	YEAST05203	XENTR16178
OG0004303	YEAST02492	XENTR15590
OG0004304	YEAST02425, YEAST05929	XENTR01480, XENTR00786
OG0004305	YEAST02123	XENTR13288
OG0004307	YEAST04592	XENTR09783
OG0004308	YEAST04835	XENTR00676
OG0004309	YEAST05924	XENTR16255, XENTR16256
OG0004310	YEAST05001	XENTR12153, XENTR08109
OG0004312	YEAST03330	XENTR06276
OG0004314	YEAST00500	XENTR03952, XENTR14943
OG0004324	YEAST04322	XENTR13333
OG0004330	YEAST06277	XENTR09044
OG0004331	YEAST06230	XENTR06669
OG0004333	YEAST01391	XENTR05026
OG0004335	YEAST01057	XENTR13834
OG0004337	YEAST05652	XENTR18995
OG0004338	YEAST05023	XENTR09719
OG0004344	YEAST02441	XENTR10220
OG0004345	YEAST04894	XENTR06180
OG0004347	YEAST04515	XENTR14829, XENTR07124
OG0004348	YEAST03956	XENTR02314
OG0004350	YEAST04742	XENTR03571
OG0004351	YEAST04167	XENTR16067
OG0004353	YEAST05143	XENTR16070
OG0004356	YEAST02877	XENTR06247
OG0004357	YEAST02304	XENTR08914, XENTR01920
OG0004358	YEAST01304	XENTR11117
OG0004359	YEAST01873	XENTR06807
OG0004364	YEAST00647	XENTR11370
OG0004366	YEAST01097	XENTR00500
OG0004369	YEAST04013	XENTR11040
OG0004370	YEAST02378	XENTR15518
OG0004374	YEAST00556	XENTR16529
OG0004377	YEAST05181	XENTR06554
OG0004378	YEAST03291	XENTR04941
OG0004379	YEAST02180, YEAST04152	XENTR12677
OG0004380	YEAST04825	XENTR19120
OG0004382	YEAST03218	XENTR05834
OG0004394	YEAST00619	XENTR14178
OG0004396	YEAST01668	XENTR16480
OG0004400	YEAST03238, YEAST03731	XENTR04523, XENTR04524
OG0004401	YEAST04219	XENTR00790
OG0004404	YEAST00833, YEAST00883	XENTR05022
OG0004417	YEAST03358	XENTR00369
OG0004425	YEAST04958	XENTR17641, XENTR12250
OG0004426	YEAST01028	XENTR09040, XENTR14296
OG0004460	YEAST06162	XENTR13298
OG0004462	YEAST03397	XENTR02713
OG0004468	YEAST04439	XENTR14274
OG0004472	YEAST06199	XENTR00749, XENTR00750
OG0004479	YEAST00474	XENTR07670
OG0004484	YEAST01989	XENTR11603
OG0004489	YEAST03700	XENTR16138
OG0004490	YEAST02887	XENTR11487
OG0004492	YEAST05415, YEAST01368	XENTR07645, XENTR11376
OG0004494	YEAST03738	XENTR00973, XENTR00972
OG0004495	YEAST00946	XENTR04018
OG0004498	YEAST02716	XENTR10412
OG0004500	YEAST04651	XENTR10700, XENTR10699
OG0004503	YEAST02385	XENTR14221
OG0004505	YEAST01701	XENTR01116, XENTR01117
OG0004506	YEAST06061	XENTR13727
OG0004507	YEAST04994	XENTR03425
OG0004512	YEAST01510	XENTR03832
OG0004513	YEAST04235	XENTR01189
OG0004515	YEAST05737	XENTR02016
OG0004519	YEAST01596	XENTR11913
OG0004520	YEAST06001, YEAST05696	XENTR09651
OG0004525	YEAST03937	XENTR09291
OG0004526	YEAST02603	XENTR15609
OG0004529	YEAST03981	XENTR05758
OG0004535	YEAST02221	XENTR12654
OG0004538	YEAST02750	XENTR11687
OG0004542	YEAST04816, YEAST04623	XENTR01276
OG0004545	YEAST02071	XENTR05802
OG0004546	YEAST04485	XENTR11757
OG0004551	YEAST00426	XENTR13993
OG0004554	YEAST05640	XENTR06056
OG0004559	YEAST04428	XENTR09793
OG0004563	YEAST04325	XENTR04438
OG0004566	YEAST02192	XENTR15836, XENTR04511
OG0004567	YEAST05747	XENTR13930
OG0004571	YEAST02127	XENTR02902
OG0004573	YEAST00677	XENTR04046
OG0004577	YEAST02283	XENTR13602
OG0004579	YEAST00134	XENTR17330
OG0004581	YEAST03583, YEAST04618	XENTR13391
OG0004582	YEAST04377	XENTR02772
OG0004583	YEAST05833	XENTR07476
OG0004584	YEAST03457	XENTR11392
OG0004585	YEAST01153	XENTR07684
OG0004590	YEAST03622, YEAST00886	XENTR04031
OG0004593	YEAST01231	XENTR09764
OG0004606	YEAST05926	XENTR15899
OG0004609	YEAST05326	XENTR16103
OG0004610	YEAST04487, YEAST01427	XENTR12122
OG0004611	YEAST04613	XENTR13026
OG0004612	YEAST02359	XENTR12441
OG0004616	YEAST00250, YEAST02830	XENTR05385
OG0004619	YEAST03531	XENTR06929
OG0004621	YEAST00178	XENTR11915
OG0004626	YEAST00427	XENTR07264
OG0004630	YEAST01322, YEAST02951	XENTR04232
OG0004633	YEAST03510	XENTR03277
OG0004634	YEAST00262, YEAST00249	XENTR06011
OG0004635	YEAST02703	XENTR11060
OG0004639	YEAST02924	XENTR07750
OG0004642	YEAST01912	XENTR16263
OG0004648	YEAST04721, YEAST05892	XENTR13808
OG0004649	YEAST02284	XENTR04062, XENTR00829
OG0004651	YEAST01146	XENTR16137
OG0004654	YEAST00988	XENTR15245
OG0004655	YEAST01640	XENTR12684
OG0004656	YEAST04281	XENTR05154
OG0004657	YEAST00473	XENTR09633, XENTR18378
OG0004658	YEAST04140	XENTR00211
OG0004659	YEAST02251	XENTR13300
OG0004660	YEAST06221, YEAST00721	XENTR04105
OG0004663	YEAST01161	XENTR07128
OG0004664	YEAST05162	XENTR08819
OG0004668	YEAST01610	XENTR05524
OG0004669	YEAST00949	XENTR17310
OG0004670	YEAST03416	XENTR01679
OG0004671	YEAST02606	XENTR10200
OG0004674	YEAST05448	XENTR04721
OG0004675	YEAST05072, YEAST02983	XENTR10690
OG0004676	YEAST05785, YEAST00056, YEAST02694	XENTR12097
OG0004678	YEAST02777, YEAST04846	XENTR09245
OG0004682	YEAST02876	XENTR00011
OG0004683	YEAST00676	XENTR09470
OG0004684	YEAST05643	XENTR09471
OG0004685	YEAST04200	XENTR00826
OG0004687	YEAST00982	XENTR08376
OG0004691	YEAST00819	XENTR12526
OG0004699	YEAST05453	XENTR04958
OG0004702	YEAST03387	XENTR07319
OG0004703	YEAST00841	XENTR01132
OG0004705	YEAST05591	XENTR05923, XENTR08822, XENTR08821
OG0004708	YEAST04540	XENTR04042
OG0004711	YEAST03281	XENTR12598
OG0004728	YEAST04662, YEAST00882	XENTR03737
OG0004733	YEAST06337	XENTR03412
OG0004735	YEAST04508	XENTR12602
OG0004739	YEAST01817	XENTR07591
OG0004740	YEAST04029	XENTR02419
OG0004743	YEAST04299	XENTR05342
OG0004747	YEAST01134	XENTR08164
OG0004749	YEAST05904	XENTR02480
OG0004753	YEAST04746	XENTR03105
OG0004755	YEAST03690	XENTR10564, XENTR18902
OG0004756	YEAST03704	XENTR17924
OG0004759	YEAST02912	XENTR08995
OG0004764	YEAST04443, YEAST04345	XENTR00062
OG0004765	YEAST02487	XENTR10970
OG0004766	YEAST01053	XENTR17353
OG0004767	YEAST03559	XENTR03910
OG0004768	YEAST02666	XENTR06426
OG0004769	YEAST06228	XENTR15393
OG0004770	YEAST03432	XENTR08456
OG0004774	YEAST06062	XENTR12450, XENTR18887
OG0004785	YEAST04153	XENTR00119
OG0004786	YEAST01015	XENTR04209
OG0004787	YEAST02164	XENTR14690
OG0004792	YEAST02299	XENTR01195, XENTR16182
OG0004795	YEAST02163	XENTR06349
OG0004797	YEAST00371	XENTR03068
OG0004805	YEAST03570	XENTR11662
OG0004808	YEAST02354	XENTR03219
OG0004811	YEAST01683	XENTR00465, XENTR00466
OG0004814	YEAST05710	XENTR15350
OG0004816	YEAST04664	XENTR00384
OG0004819	YEAST00279	XENTR18290
OG0004820	YEAST05404	XENTR09145
OG0004822	YEAST03199	XENTR08415
OG0004833	YEAST01309	XENTR07540
OG0004836	YEAST00658	XENTR03675
OG0004840	YEAST01399	XENTR15873
OG0004841	YEAST01375	XENTR07261
OG0004842	YEAST05083	XENTR03722
OG0004843	YEAST03163	XENTR00524
OG0004844	YEAST01571	XENTR13385
OG0004848	YEAST02387	XENTR14338
OG0004849	YEAST06335	XENTR04783
OG0004850	YEAST05082, YEAST02977	XENTR13562
OG0004851	YEAST02907	XENTR10062
OG0004852	YEAST00825	XENTR16100
OG0004854	YEAST00889, YEAST04304	XENTR05196
OG0004855	YEAST03252	XENTR01667
OG0004856	YEAST05973	XENTR01049, XENTR05246
OG0004858	YEAST04268	XENTR10303
OG0004863	YEAST00862	XENTR05424
OG0004864	YEAST00264	XENTR00771
OG0004875	YEAST02491	XENTR00005
OG0004877	YEAST05247	XENTR08283
OG0004879	YEAST01311	XENTR17744
OG0004880	YEAST06046	XENTR16782
OG0004881	YEAST00141	XENTR06242
OG0004886	YEAST05077	XENTR02719
OG0004887	YEAST05734	XENTR16111
OG0004893	YEAST04667, YEAST00405	XENTR12758
OG0004896	YEAST06193	XENTR11036, XENTR11035
OG0004897	YEAST03127, YEAST00642	XENTR09725
OG0004898	YEAST01269	XENTR14341, XENTR18232
OG0004902	YEAST00933	XENTR00620
OG0004903	YEAST03539	XENTR04968
OG0004906	YEAST02770	XENTR00992
OG0004911	YEAST04765	XENTR04772
OG0004913	YEAST01636	XENTR14597
OG0004914	YEAST03369	XENTR02587
OG0004917	YEAST00244	XENTR04073
OG0004922	YEAST03302	XENTR19289
OG0004924	YEAST03555, YEAST03277	XENTR12207
OG0004928	YEAST00311	XENTR15107
OG0004932	YEAST04654	XENTR18768
OG0004935	YEAST02167	XENTR02108
OG0004940	YEAST05107, YEAST05559	XENTR06069
OG0004941	YEAST03194	XENTR17552
OG0004948	YEAST02275	XENTR12682, XENTR12681, XENTR10040
OG0004949	YEAST04201	XENTR10188
