Orthogroup	YEAST	CAPO3
OG0004351	YEAST04167	CAPO307239
OG0004353	YEAST05143	CAPO306055, CAPO306087
OG0004356	YEAST02877	CAPO300159
OG0004357	YEAST02304	CAPO303880
OG0004358	YEAST01304	CAPO301323
OG0004359	YEAST01873	CAPO305703
OG0004364	YEAST00647	CAPO305213
OG0004366	YEAST01097	CAPO307988, CAPO307987
OG0004369	YEAST04013	CAPO305592
OG0004370	YEAST02378	CAPO302143
OG0004374	YEAST00556	CAPO306983
OG0004377	YEAST05181	CAPO303614
OG0004378	YEAST03291	CAPO303140
OG0004379	YEAST02180, YEAST04152	CAPO300162
OG0004380	YEAST04825	CAPO307847
OG0004382	YEAST03218	CAPO308307
OG0004394	YEAST00619	CAPO305886
OG0004396	YEAST01668	CAPO300955
OG0004398	YEAST02217, YEAST00962	CAPO306029
OG0004400	YEAST03238, YEAST03731	CAPO304368, CAPO302395
OG0004401	YEAST04219	CAPO307684
OG0004402	YEAST03617	CAPO301470
OG0004404	YEAST00833, YEAST00883	CAPO300907
OG0004417	YEAST03358	CAPO302119
OG0004425	YEAST04958	CAPO302090
OG0004426	YEAST01028	CAPO301784, CAPO307715
OG0004460	YEAST06162	CAPO307206
OG0004462	YEAST03397	CAPO302893
OG0004468	YEAST04439	CAPO307854
OG0004472	YEAST06199	CAPO303803
OG0004479	YEAST00474	CAPO303963
OG0004484	YEAST01989	CAPO302152
OG0004486	YEAST00968	CAPO307639
OG0004489	YEAST03700	CAPO305447
OG0004492	YEAST05415, YEAST01368	CAPO307196
OG0004494	YEAST03738	CAPO306570
OG0004495	YEAST00946	CAPO306359
OG0004498	YEAST02716	CAPO305224
OG0004500	YEAST04651	CAPO301850
OG0004503	YEAST02385	CAPO300332
OG0004506	YEAST06061	CAPO305016
OG0004507	YEAST04994	CAPO301894
OG0004512	YEAST01510	CAPO302842
OG0004513	YEAST04235	CAPO303104
OG0004515	YEAST05737	CAPO305182
OG0004519	YEAST01596	CAPO307914
OG0004520	YEAST06001, YEAST05696	CAPO300090
OG0004525	YEAST03937	CAPO303518
OG0004526	YEAST02603	CAPO302498
OG0004529	YEAST03981	CAPO306628
OG0004535	YEAST02221	CAPO307124
OG0004541	YEAST02645, YEAST03788, YEAST04781	CAPO307806
OG0004542	YEAST04816, YEAST04623	CAPO306706
OG0004545	YEAST02071	CAPO307212
OG0004546	YEAST04485	CAPO306808
OG0004551	YEAST00426	CAPO301498
OG0004554	YEAST04172	CAPO300747
OG0004559	YEAST04428	CAPO303756
OG0004563	YEAST04325	CAPO303030
OG0004566	YEAST02192	CAPO302081
OG0004571	YEAST02127	CAPO305226, CAPO300305, CAPO300903
OG0004573	YEAST00677	CAPO302070, CAPO305859
OG0004577	YEAST02283	CAPO307905
OG0004579	YEAST00134	CAPO308171
OG0004581	YEAST03583, YEAST04618	CAPO305629
OG0004582	YEAST04377	CAPO304857
OG0004583	YEAST05833	CAPO301319
OG0004584	YEAST03457	CAPO307051
OG0004585	YEAST01153	CAPO307959
OG0004590	YEAST03622, YEAST00886	CAPO307910
OG0004593	YEAST01231	CAPO306311
OG0004609	YEAST05326	CAPO305274
OG0004610	YEAST04487, YEAST01427	CAPO308217
OG0004611	YEAST04613	CAPO305879, CAPO305850
OG0004612	YEAST02359	CAPO307176
OG0004616	YEAST00250, YEAST02830	CAPO302661, CAPO307774
OG0004619	YEAST03531	CAPO306976
OG0004621	YEAST00178	CAPO301592
OG0004623	YEAST04421	CAPO303271
OG0004626	YEAST00427	CAPO304074
OG0004630	YEAST01322, YEAST02951	CAPO300032
OG0004633	YEAST03510	CAPO306431
OG0004634	YEAST00262, YEAST00249	CAPO306443
OG0004635	YEAST02703	CAPO305826
OG0004639	YEAST02924	CAPO304960
OG0004642	YEAST01912, YEAST03591	CAPO303810
OG0004648	YEAST04721, YEAST05892	CAPO306796
OG0004649	YEAST02284	CAPO308035
OG0004651	YEAST01146	CAPO307192
OG0004654	YEAST00988	CAPO304098
OG0004655	YEAST01640	CAPO300932
OG0004656	YEAST04281	CAPO306315
OG0004657	YEAST00473	CAPO300965
OG0004658	YEAST04140	CAPO302853
OG0004659	YEAST02251	CAPO305571
OG0004660	YEAST06221, YEAST00721	CAPO302190, CAPO304191
OG0004663	YEAST01161	CAPO307060
OG0004664	YEAST05162	CAPO304024
OG0004668	YEAST01610	CAPO307032
OG0004669	YEAST00949	CAPO301719
OG0004670	YEAST03416	CAPO301141
OG0004671	YEAST02606	CAPO303199
OG0004674	YEAST05448	CAPO301298
OG0004675	YEAST05072, YEAST02983	CAPO300152
OG0004676	YEAST00869, YEAST00871	CAPO302564, CAPO302347
OG0004676	YEAST05785, YEAST00056, YEAST02694	CAPO305483
OG0004678	YEAST02777, YEAST04846	CAPO306062
OG0004682	YEAST02876	CAPO302643
OG0004685	YEAST04200	CAPO300514
OG0004687	YEAST00982	CAPO300850
OG0004691	YEAST00819	CAPO301832
OG0004699	YEAST05453	CAPO305801
OG0004702	YEAST03387	CAPO301451, CAPO306323
OG0004703	YEAST00841	CAPO302281
OG0004708	YEAST04540	CAPO302589
OG0004711	YEAST03281	CAPO307614
OG0004728	YEAST04662, YEAST00882	CAPO306092
OG0004733	YEAST06337	CAPO303723
OG0004739	YEAST01817	CAPO305372
OG0004740	YEAST04029	CAPO303587
OG0004743	YEAST04299	CAPO305537
OG0004747	YEAST01134	CAPO305266
OG0004748	YEAST03942	CAPO300851
OG0004749	YEAST05904	CAPO303738
OG0004753	YEAST04746	CAPO307970
OG0004755	YEAST03690	CAPO304664
OG0004756	YEAST03704	CAPO300650
OG0004759	YEAST02912	CAPO301731
OG0004760	YEAST01847	CAPO302986
OG0004764	YEAST04443, YEAST04345	CAPO306665
OG0004765	YEAST02487	CAPO300145
OG0004766	YEAST01053	CAPO300107
OG0004767	YEAST03559	CAPO304258
OG0004768	YEAST02666	CAPO302814
OG0004769	YEAST06228	CAPO305909
OG0004770	YEAST03432	CAPO306549
OG0004774	YEAST06062	CAPO302467
OG0004785	YEAST04153	CAPO301223
OG0004786	YEAST01015	CAPO306813
OG0004787	YEAST02164	CAPO300677
OG0004792	YEAST02299	CAPO304121, CAPO301355
OG0004795	YEAST02163	CAPO306522
OG0004797	YEAST00371	CAPO308248
OG0004805	YEAST03570	CAPO301148
OG0004808	YEAST02354	CAPO300921
OG0004811	YEAST01683	CAPO304670
OG0004814	YEAST05710	CAPO305193
OG0004816	YEAST04664	CAPO306093
OG0004819	YEAST00279	CAPO303489
OG0004820	YEAST05404	CAPO301474
OG0004822	YEAST03199	CAPO303272
OG0004833	YEAST01309	CAPO307386, CAPO307385
OG0004836	YEAST00658	CAPO300476
OG0004840	YEAST01399	CAPO301303
OG0004841	YEAST01375	CAPO301073
OG0004842	YEAST05083	CAPO307208
OG0004843	YEAST03163	CAPO302296
OG0004844	YEAST01571	CAPO308225
OG0004848	YEAST02387	CAPO305802
OG0004849	YEAST06335	CAPO302897
OG0004850	YEAST05082, YEAST02977	CAPO302165
OG0004851	YEAST02907	CAPO304052
OG0004852	YEAST00825	CAPO305241
OG0004854	YEAST00889, YEAST04304	CAPO307677
OG0004855	YEAST03252	CAPO307136
OG0004856	YEAST05973	CAPO307877
OG0004858	YEAST04268	CAPO306514
OG0004863	YEAST00862	CAPO300215
OG0004864	YEAST00264	CAPO306175
OG0004874	YEAST04564	CAPO302314
OG0004875	YEAST02491	CAPO305599
OG0004879	YEAST01311	CAPO304570
OG0004880	YEAST06046	CAPO307520
OG0004881	YEAST00141	CAPO301856
OG0004886	YEAST05077	CAPO304598
OG0004887	YEAST05734	CAPO303252
OG0004893	YEAST04667	CAPO305797
OG0004896	YEAST06193	CAPO301146, CAPO308332
OG0004897	YEAST03127, YEAST00642	CAPO300624
OG0004898	YEAST01269	CAPO300846
OG0004902	YEAST00933	CAPO305853
OG0004903	YEAST03539	CAPO304775
OG0004906	YEAST02770	CAPO303480
OG0004911	YEAST04765	CAPO305750
OG0004913	YEAST01636	CAPO306717
OG0004914	YEAST03369	CAPO301519
OG0004917	YEAST00244	CAPO303374
OG0004922	YEAST03302	CAPO306550
OG0004924	YEAST03555, YEAST03277	CAPO304606
OG0004928	YEAST00311	CAPO304691
OG0004932	YEAST04654	CAPO306081, CAPO305804
OG0004935	YEAST02167	CAPO302835
OG0004940	YEAST05107, YEAST05559	CAPO305630
OG0004947	YEAST05164	CAPO307579
OG0004948	YEAST02275	CAPO305331
OG0004949	YEAST04201	CAPO304026
OG0004952	YEAST02477	CAPO301776
OG0004954	YEAST06058	CAPO303229
OG0004962	YEAST04400	CAPO301438, CAPO307178
OG0004963	YEAST04940	CAPO303805
OG0004964	YEAST04104	CAPO302916
OG0004968	YEAST03489	CAPO307145
OG0004969	YEAST02591	CAPO306497, CAPO303678
OG0004970	YEAST04414	CAPO303748
OG0004971	YEAST05364	CAPO302327
OG0004972	YEAST03511	CAPO304289
OG0004976	YEAST05983	CAPO304478
OG0004977	YEAST06017	CAPO304350
OG0004979	YEAST06027	CAPO303118
OG0004980	YEAST05221	CAPO300807
OG0004981	YEAST03914, YEAST04639	CAPO306326
OG0004982	YEAST03625	CAPO301351
OG0004985	YEAST03498	CAPO304816
OG0004988	YEAST05990	CAPO305623
OG0004989	YEAST04576	CAPO300323
OG0004990	YEAST04419	CAPO305712
OG0004992	YEAST05627	CAPO301159
OG0004997	YEAST01342	CAPO300456
OG0005002	YEAST05414	CAPO305114
OG0005003	YEAST02467, YEAST00216	CAPO303837
OG0005006	YEAST06096	CAPO301015
OG0005007	YEAST03893	CAPO300658
OG0005014	YEAST02538	CAPO307825
OG0005015	YEAST01649, YEAST01932	CAPO300946
OG0005038	YEAST02861	CAPO301658
OG0005040	YEAST04778	CAPO300876
OG0005047	YEAST01837	CAPO305932
OG0005053	YEAST00680	CAPO302547
OG0005055	YEAST02159	CAPO308273
OG0005059	YEAST03737	CAPO300063
OG0005067	YEAST06051	CAPO302289
OG0005069	YEAST03130	CAPO300204
OG0005073	YEAST00873	CAPO305547
OG0005076	YEAST04563	CAPO302885
OG0005081	YEAST03124	CAPO307065
OG0005083	YEAST00678, YEAST05235	CAPO302388
OG0005084	YEAST03782	CAPO307421, CAPO301121
OG0005086	YEAST00205	CAPO302959
OG0005088	YEAST05769, YEAST03125	CAPO307772
OG0005089	YEAST04644	CAPO303888
OG0005090	YEAST00338	CAPO303909
OG0005091	YEAST05089	CAPO305179
OG0005093	YEAST01810	CAPO303716
OG0005095	YEAST04437	CAPO301660
OG0005096	YEAST00667	CAPO301964
OG0005097	YEAST05071	CAPO304365
OG0005099	YEAST01396	CAPO305916
OG0005100	YEAST02389	CAPO306219
OG0005104	YEAST05248	CAPO303053
OG0005106	YEAST06065, YEAST00421	CAPO301403
OG0005107	YEAST06099	CAPO304194
OG0005109	YEAST05204, YEAST00612	CAPO301209
OG0005111	YEAST06212, YEAST04032	CAPO302727
OG0005114	YEAST02131	CAPO305096
OG0005121	YEAST02052	CAPO301715
OG0005124	YEAST04099	CAPO305507
OG0005130	YEAST03863	CAPO305368
OG0005139	YEAST04015	CAPO302205
OG0005142	YEAST03890	CAPO304715
OG0005143	YEAST00443	CAPO304926
OG0005144	YEAST04065	CAPO306416
OG0005146	YEAST02971	CAPO303659
OG0005149	YEAST03025, YEAST02738	CAPO302171
OG0005151	YEAST03382	CAPO302626
OG0005152	YEAST00847	CAPO307737
OG0005157	YEAST02981	CAPO301711
OG0005160	YEAST06113	CAPO300741
OG0005164	YEAST06283	CAPO307846
OG0005167	YEAST03924	CAPO303298
OG0005168	YEAST06272	CAPO306745
OG0005169	YEAST00459	CAPO303904, CAPO303886
OG0005175	YEAST05445	CAPO305645
OG0005176	YEAST05501	CAPO300767
OG0005178	YEAST04497	CAPO300199
OG0005179	YEAST05659	CAPO306190
OG0005183	YEAST05308	CAPO304256
OG0005184	YEAST00492	CAPO307619
OG0005187	YEAST05234	CAPO300108
OG0005188	YEAST01554	CAPO307366, CAPO308331
OG0005191	YEAST00993	CAPO301264
OG0005192	YEAST05720	CAPO302320
OG0005194	YEAST04086	CAPO306243
OG0005196	YEAST01388	CAPO306636
OG0005200	YEAST01016	CAPO307301
OG0005201	YEAST00082	CAPO300421
OG0005203	YEAST02207	CAPO304416
OG0005205	YEAST01046	CAPO302576
OG0005208	YEAST01429	CAPO303001
OG0005212	YEAST06147	CAPO300331
OG0005220	YEAST04357	CAPO305962, CAPO306192
OG0005221	YEAST03209	CAPO306723
OG0005222	YEAST05518	CAPO305567
OG0005224	YEAST06324	CAPO300521
OG0005225	YEAST05094	CAPO302563, CAPO301901
OG0005227	YEAST05529	CAPO300666
OG0005228	YEAST05916	CAPO300902
OG0005229	YEAST04766	CAPO300950
OG0005231	YEAST02681	CAPO307526
OG0005233	YEAST00564	CAPO307259
OG0005237	YEAST05398	CAPO300405
OG0005238	YEAST00351	CAPO307942
OG0005239	YEAST04499	CAPO305851
OG0005240	YEAST03058	CAPO302162
OG0005241	YEAST03917	CAPO302848
OG0005241	YEAST00343	CAPO300177, CAPO304647
OG0005244	YEAST06021	CAPO301413
OG0005247	YEAST06314	CAPO305218
OG0005249	YEAST03446	CAPO306769
OG0005251	YEAST00934	CAPO306449
OG0005254	YEAST00814	CAPO304356
OG0005259	YEAST04276	CAPO303873
OG0005261	YEAST01831	CAPO305240
OG0005262	YEAST05458	CAPO301884
OG0005264	YEAST03506	CAPO302695, CAPO300033
OG0005267	YEAST03513	CAPO300315
OG0005269	YEAST03314	CAPO303868
OG0005273	YEAST04916	CAPO302742
OG0005275	YEAST03695	CAPO301557
OG0005277	YEAST04186	CAPO302973, CAPO308033
OG0005279	YEAST05219	CAPO304182
OG0005280	YEAST00305	CAPO306635
OG0005285	YEAST03115	CAPO302006
OG0005289	YEAST03438	CAPO304679
OG0005292	YEAST01718	CAPO300881
OG0005293	YEAST03033	CAPO303402
OG0005294	YEAST01981	CAPO306913
OG0005295	YEAST06195, YEAST04584	CAPO304907
OG0005298	YEAST03696	CAPO307279
OG0005299	YEAST00788	CAPO304069
OG0005300	YEAST04941	CAPO304452
OG0005304	YEAST05397	CAPO307658
OG0005309	YEAST03670	CAPO306631
OG0005312	YEAST05201	CAPO307454
OG0005312	YEAST04689	CAPO303466
OG0005314	YEAST05231, YEAST01835	CAPO302074
OG0005316	YEAST02690	CAPO301704
OG0005317	YEAST03232	CAPO307168
OG0005318	YEAST02932	CAPO308249
OG0005319	YEAST00507	CAPO302638
OG0005323	YEAST01809	CAPO307349
OG0005324	YEAST02894	CAPO303901
OG0005326	YEAST02113	CAPO303331
OG0005342	YEAST03421	CAPO308274
OG0005360	YEAST05037	CAPO303782
OG0005365	YEAST00555	CAPO303866
OG0005366	YEAST05488	CAPO300645
OG0005370	YEAST06092	CAPO303423
OG0005371	YEAST06170	CAPO306407
OG0005373	YEAST05422	CAPO302507
OG0005374	YEAST05714	CAPO300609
OG0005375	YEAST03962	CAPO305216
OG0005379	YEAST03216	CAPO303714
OG0005390	YEAST03532	CAPO301450
OG0005391	YEAST02166	CAPO302409
OG0005393	YEAST04280	CAPO302465
OG0005394	YEAST00853	CAPO306444
OG0005396	YEAST05100	CAPO301185
OG0005399	YEAST03052	CAPO306277
OG0005402	YEAST00454, YEAST00455	CAPO307246
OG0005403	YEAST03894	CAPO303785
OG0005406	YEAST00801	CAPO301050
OG0005409	YEAST01305	CAPO304722
OG0005412	YEAST00286	CAPO300143
OG0005413	YEAST00212	CAPO304093
OG0005417	YEAST02517	CAPO302063
OG0005417	YEAST06183	CAPO308189
OG0005422	YEAST00744	CAPO303205
OG0005430	YEAST02046	CAPO302295
OG0005431	YEAST00653	CAPO304591
OG0005432	YEAST00083	CAPO305563
OG0005433	YEAST00126	CAPO303786
OG0005435	YEAST02973	CAPO303045
OG0005437	YEAST04554	CAPO308137
OG0005438	YEAST03985	CAPO302494
OG0005439	YEAST00480, YEAST02388	CAPO304206
OG0005446	YEAST02856	CAPO300144
OG0005451	YEAST02174	CAPO300480
OG0005455	YEAST01906	CAPO301855
OG0005464	YEAST03289	CAPO307986
OG0005465	YEAST02925	CAPO300347
OG0005466	YEAST04413	CAPO300596
OG0005468	YEAST03549	CAPO306414
OG0005469	YEAST03750	CAPO301614
OG0005470	YEAST05805	CAPO300654
OG0005471	YEAST02704	CAPO300819
OG0005474	YEAST05625	CAPO304412
OG0005476	YEAST00929	CAPO305577, CAPO305762
OG0005479	YEAST06140	CAPO300550
OG0005481	YEAST02988	CAPO306697, CAPO301416
OG0005482	YEAST06080	CAPO307925
OG0005484	YEAST05993	CAPO307524
OG0005488	YEAST02834	CAPO301054
OG0005489	YEAST02006	CAPO305322
OG0005490	YEAST02289	CAPO300839
OG0005493	YEAST03669	CAPO304618
OG0005495	YEAST04982	CAPO305673
OG0005498	YEAST02944	CAPO303826
OG0005499	YEAST00316	CAPO306730
OG0005503	YEAST01883	CAPO307437
OG0005504	YEAST02859	CAPO300995
OG0005508	YEAST05735	CAPO308142
OG0005511	YEAST04889	CAPO304438
OG0005514	YEAST00756	CAPO305223
OG0005524	YEAST04752	CAPO307077
OG0005527	YEAST05177	CAPO307337
OG0005533	YEAST05670	CAPO308156
OG0005535	YEAST03305	CAPO306427
OG0005537	YEAST00932	CAPO305006
OG0005539	YEAST01881	CAPO300487
OG0005540	YEAST04214	CAPO307739
OG0005545	YEAST06273	CAPO307853
OG0005554	YEAST01003	CAPO307360
OG0005556	YEAST01807	CAPO301726
OG0005559	YEAST02680	CAPO302392
OG0005560	YEAST01996	CAPO302459
OG0005561	YEAST05048	CAPO307649
OG0005562	YEAST02317	CAPO300157
OG0005563	YEAST03552	CAPO300985
OG0005564	YEAST02525	CAPO307593
OG0005566	YEAST02934	CAPO308091
OG0005569	YEAST01288	CAPO301394
OG0005570	YEAST05155	CAPO301459
OG0005572	YEAST04844	CAPO300415
OG0005574	YEAST02083	CAPO305418
OG0005575	YEAST02256	CAPO301354
OG0005580	YEAST03612	CAPO308283
OG0005582	YEAST06134	CAPO306123
OG0005584	YEAST03140, YEAST03524	CAPO302871
OG0005586	YEAST00364	CAPO303784
OG0005589	YEAST06142	CAPO305989
OG0005590	YEAST05462	CAPO302905
OG0005592	YEAST02743, YEAST03026, YEAST00679, YEAST05239	CAPO305870
OG0005594	YEAST04980	CAPO306885
OG0005595	YEAST01803	CAPO306737
OG0005597	YEAST02753	CAPO301334
OG0005598	YEAST01870	CAPO300035
OG0005599	YEAST01798	CAPO302061
OG0005600	YEAST00206	CAPO300445
OG0005604	YEAST03276	CAPO303855
OG0005605	YEAST01083	CAPO300782
OG0005613	YEAST02714	CAPO301790
OG0005617	YEAST02068	CAPO300131
OG0005618	YEAST04830	CAPO307702
OG0005620	YEAST04915	CAPO306094
OG0005622	YEAST05142	CAPO307903
OG0005623	YEAST01590	CAPO300779
OG0005626	YEAST02896	CAPO308220
OG0005632	YEAST01025	CAPO303472
OG0005636	YEAST04250, YEAST02533	CAPO302060
OG0005641	YEAST05413	CAPO302343
OG0005643	YEAST05368	CAPO307244
OG0005645	YEAST03386	CAPO300279
OG0005649	YEAST03683	CAPO304011
OG0005652	YEAST02748	CAPO301437
OG0005656	YEAST05558	CAPO306816
OG0005660	YEAST04813	CAPO305277
OG0005665	YEAST05074	CAPO306931
OG0005681	YEAST01514	CAPO302618
OG0005694	YEAST02311	CAPO302741
OG0005701	YEAST03349	CAPO304311
OG0005702	YEAST02337	CAPO302394
OG0005703	YEAST00484	CAPO307490
OG0005707	YEAST01682	CAPO303751
OG0005715	YEAST05111	CAPO302774
OG0005719	YEAST01866	CAPO300934
OG0005723	YEAST05629	CAPO301560
OG0005724	YEAST03029	CAPO305737
OG0005728	YEAST03877	CAPO300070
OG0005729	YEAST04879	CAPO306373
OG0005731	YEAST04127	CAPO304326
OG0005732	YEAST05411, YEAST00067	CAPO306509
OG0005734	YEAST03845	CAPO307857
OG0005747	YEAST02338	CAPO300949
OG0005749	YEAST00550	CAPO300768
OG0005750	YEAST05318	CAPO304369
OG0005758	YEAST03970	CAPO304832
OG0005764	YEAST03256	CAPO302285
OG0005769	YEAST05614	CAPO301036
OG0005774	YEAST01218	CAPO303542
OG0005775	YEAST04199	CAPO306153
OG0005775	YEAST03118	CAPO302525
OG0005779	YEAST03322	CAPO306436
OG0005783	YEAST04090	CAPO303474
OG0005784	YEAST06131	CAPO302307
OG0005787	YEAST03651	CAPO307830
OG0005789	YEAST06245	CAPO303327
OG0005790	YEAST01022	CAPO304988
OG0005792	YEAST02379	CAPO301624
OG0005793	YEAST03437	CAPO300669
OG0005794	YEAST03999	CAPO302027
OG0005796	YEAST02169	CAPO305004
OG0005797	YEAST04949	CAPO301712
OG0005799	YEAST05573	CAPO305503
OG0005800	YEAST03278	CAPO306663, CAPO303116
OG0005801	YEAST00340	CAPO305293
OG0005803	YEAST05968	CAPO307068
OG0005805	YEAST01806	CAPO302538
OG0005807	YEAST01275	CAPO304282
OG0005811	YEAST01007	CAPO304151
OG0005812	YEAST06095, YEAST02696, YEAST03626	CAPO305500
OG0005814	YEAST01475	CAPO301343
OG0005815	YEAST03739	CAPO306106
OG0005819	YEAST04896	CAPO301574
OG0005823	YEAST01415	CAPO300775
OG0005828	YEAST00547	CAPO303954
OG0005831	YEAST05339	CAPO302864
OG0005832	YEAST00468	CAPO302018
OG0005835	YEAST01714	CAPO306285
OG0005837	YEAST02139	CAPO300250
OG0005842	YEAST02254	CAPO304596
OG0005843	YEAST02236	CAPO307528
OG0005845	YEAST00903	CAPO307070
OG0005848	YEAST01451, YEAST02858	CAPO307829
OG0005849	YEAST01002	CAPO303230
OG0005850	YEAST01618	CAPO307194
OG0005860	YEAST01211	CAPO300029
OG0005864	YEAST04171	CAPO301932
OG0005865	YEAST02036	CAPO303346
OG0005866	YEAST02662, YEAST00926, YEAST05389	CAPO302021
OG0005869	YEAST04361	CAPO305217
OG0005872	YEAST00119	CAPO301101
OG0005874	YEAST05241	CAPO301503
OG0005880	YEAST00456	CAPO303914
OG0005886	YEAST01320	CAPO302755
OG0005887	YEAST02429, YEAST01660	CAPO307435, CAPO303666
OG0005888	YEAST01289, YEAST02921	CAPO305237
OG0005889	YEAST02568	CAPO306476
OG0005893	YEAST05434	CAPO302656
OG0005897	YEAST04730	CAPO306226
OG0005898	YEAST04411	CAPO304352
OG0005899	YEAST01832	CAPO306295
OG0005901	YEAST04462	CAPO307343
OG0005902	YEAST03800	CAPO305014, CAPO305124
OG0005909	YEAST01623	CAPO304980
OG0005919	YEAST06039	CAPO301677
OG0005921	YEAST01856	CAPO301707
OG0005922	YEAST03364	CAPO301561
OG0005925	YEAST05583	CAPO304879
OG0005931	YEAST04950	CAPO306162
OG0005932	YEAST02495	CAPO300797
OG0005933	YEAST05705	CAPO301858
OG0005936	YEAST03224	CAPO302424
OG0005940	YEAST04035	CAPO300232
OG0005943	YEAST00579	CAPO304448
OG0005944	YEAST01316	CAPO302321
OG0005946	YEAST05608	CAPO302043
OG0005949	YEAST06253	CAPO305776
OG0005952	YEAST03507	CAPO302748
OG0005954	YEAST01233	CAPO300472
OG0005955	YEAST00616	CAPO308169
OG0005960	YEAST04608	CAPO306619
OG0005961	YEAST00672	CAPO301401
OG0005965	YEAST02033	CAPO304971
OG0005966	YEAST04113	CAPO303149
OG0005968	YEAST05417	CAPO307899
OG0005969	YEAST04558, YEAST04559	CAPO304815
OG0005970	YEAST05328	CAPO300012
OG0005974	YEAST06068	CAPO300269
OG0005976	YEAST02136	CAPO304330
OG0005978	YEAST01891	CAPO302579
OG0005980	YEAST06132	CAPO303105, CAPO302151
OG0005984	YEAST04078, YEAST01479	CAPO303854
OG0005985	YEAST00726	CAPO305361
OG0005986	YEAST02056	CAPO306131
OG0005987	YEAST05748	CAPO307262
OG0005989	YEAST04850	CAPO304449
OG0005991	YEAST06034	CAPO304070
OG0005993	YEAST04496	CAPO301813
OG0005996	YEAST02670	CAPO304073
OG0005998	YEAST04034	CAPO304281
OG0006001	YEAST02335	CAPO300287
OG0006003	YEAST05889	CAPO307004
OG0006005	YEAST05024	CAPO300498
OG0006011	YEAST02553	CAPO305929
OG0006031	YEAST00879	CAPO307805
OG0006059	YEAST03490	CAPO306968
OG0006063	YEAST00475	CAPO300774
OG0006064	YEAST03138	CAPO304870
OG0006065	YEAST06018	CAPO301967
OG0006069	YEAST00670	CAPO305608
OG0006072	YEAST03317	CAPO303438
OG0006073	YEAST06328	CAPO303232
OG0006074	YEAST00045	CAPO305192
OG0006079	YEAST05794	CAPO300122
OG0006084	YEAST02308	CAPO303975
OG0006087	YEAST02260	CAPO307633
OG0006090	YEAST03852	CAPO303628
OG0006095	YEAST03334	CAPO308333, CAPO301147
OG0006096	YEAST03331	CAPO305316
OG0006098	YEAST06192	CAPO300607
OG0006103	YEAST01110	CAPO308138
OG0006106	YEAST00295	CAPO301749
OG0006113	YEAST06164	CAPO307626
OG0006114	YEAST05960	CAPO304178
OG0006115	YEAST01346	CAPO306466
OG0006116	YEAST05770	CAPO304187
OG0006117	YEAST05899	CAPO302456
OG0006122	YEAST05199	CAPO302744
OG0006127	YEAST04711	CAPO301362
OG0006134	YEAST00416	CAPO307652
OG0006135	YEAST00161	CAPO307747
OG0006136	YEAST05740	CAPO304577
OG0006140	YEAST05182	CAPO301396
OG0006141	YEAST02626	CAPO302378
OG0006144	YEAST04770	CAPO307727
OG0006145	YEAST01394	CAPO304370
OG0006147	YEAST05179	CAPO306222, CAPO300242
OG0006149	YEAST05979	CAPO301175
OG0006152	YEAST03796	CAPO306493
OG0006155	YEAST04800	CAPO301956
OG0006156	YEAST00437	CAPO304652
OG0006157	YEAST02465	CAPO300095, CAPO303951
OG0006159	YEAST06098	CAPO307030
OG0006160	YEAST01548	CAPO304978
OG0006161	YEAST04301	CAPO301615
OG0006168	YEAST01411	CAPO306154
OG0006169	YEAST02933	CAPO305149
OG0006176	YEAST03164	CAPO304797
OG0006177	YEAST01871, YEAST01295	CAPO306017
OG0006180	YEAST00504	CAPO303592, CAPO308064
OG0006181	YEAST02419	CAPO308207
OG0006185	YEAST05986	CAPO301640
OG0006186	YEAST01010	CAPO304672
OG0006188	YEAST05311	CAPO307979
OG0006191	YEAST02336	CAPO301907
OG0006192	YEAST06153	CAPO308099
OG0006196	YEAST03954	CAPO304854
OG0006199	YEAST06121	CAPO307861
OG0006200	YEAST05079	CAPO306047
OG0006202	YEAST00362	CAPO307311
OG0006204	YEAST02271	CAPO307074
OG0006209	YEAST04555	CAPO303208
OG0006210	YEAST00201	CAPO301051, CAPO305579
OG0006213	YEAST03554	CAPO301176
OG0006214	YEAST04089	CAPO305313
OG0006216	YEAST01089	CAPO304328
OG0006224	YEAST02751, YEAST03048	CAPO304007
OG0006225	YEAST04875	CAPO307529
OG0006227	YEAST00128	CAPO304192
OG0006229	YEAST00143	CAPO306729
OG0006230	YEAST03869	CAPO303003
OG0006233	YEAST04247	CAPO307263
OG0006237	YEAST02126	CAPO302524
OG0006245	YEAST05732	CAPO307777
OG0006249	YEAST00821	CAPO304667
OG0006250	YEAST05424	CAPO301165, CAPO306538
OG0006251	YEAST04963	CAPO302342
OG0006258	YEAST05637	CAPO300398
OG0006260	YEAST04100	CAPO300587
OG0006263	YEAST02521	CAPO307994
OG0006271	YEAST00375	CAPO306714
OG0006275	YEAST06102	CAPO304219
OG0006277	YEAST02811	CAPO307602
OG0006279	YEAST04402	CAPO307288
OG0006280	YEAST04541	CAPO308182
OG0006281	YEAST04979	CAPO302129
OG0006284	YEAST04213	CAPO301681
OG0006288	YEAST02860	CAPO300129
OG0006289	YEAST06209	CAPO306652
OG0006293	YEAST05380	CAPO307067
OG0006294	YEAST04000	CAPO301151
OG0006295	YEAST05360	CAPO307143
OG0006306	YEAST00230	CAPO303905
OG0006311	YEAST01145	CAPO300748
