Orthogroup	YEAST	NEMVE
OG0002831	YEAST03282	NEMVE11024, NEMVE20982, NEMVE20267
OG0002833	YEAST00253	NEMVE12900
OG0002833	YEAST01446, YEAST05354, YEAST01469	NEMVE12242
OG0002835	YEAST02656	NEMVE13928
OG0002837	YEAST01987, YEAST00157	NEMVE22356
OG0002839	YEAST03148	NEMVE06645, NEMVE01567
OG0002843	YEAST04737	NEMVE25122
OG0002844	YEAST05563	NEMVE15610, NEMVE16546, NEMVE14077, NEMVE24215
OG0002847	YEAST02294	NEMVE13774, NEMVE01467
OG0002851	YEAST04951	NEMVE03383
OG0002855	YEAST00137	NEMVE13942
OG0002860	YEAST02712	NEMVE07076
OG0002866	YEAST01136	NEMVE17504
OG0002876	YEAST02348	NEMVE13019, NEMVE07039
OG0002877	YEAST04537	NEMVE12637
OG0002883	YEAST03027	NEMVE06407, NEMVE09679
OG0002891	YEAST03205	NEMVE14385
OG0002893	YEAST03653	NEMVE10580
OG0002894	YEAST00906	NEMVE03536
OG0002895	YEAST01471, YEAST05353, YEAST05456	NEMVE21938
OG0002897	YEAST06308	NEMVE06961
OG0002899	YEAST00283	NEMVE04557
OG0002900	YEAST05306	NEMVE23547
OG0002907	YEAST02061	NEMVE02943
OG0002910	YEAST00223	NEMVE12389, NEMVE11186, NEMVE10376, NEMVE06917, NEMVE21001
OG0002915	YEAST02264	NEMVE19643
OG0002917	YEAST03703	NEMVE14947, NEMVE20867
OG0002920	YEAST04043, YEAST04055	NEMVE12717, NEMVE12675, NEMVE00532, NEMVE01362, NEMVE04248, NEMVE12883, NEMVE03991, NEMVE04313, NEMVE03904, NEMVE04312, NEMVE12774, NEMVE10000, NEMVE11601, NEMVE12711, NEMVE11786, NEMVE10661, NEMVE21641, NEMVE11451, NEMVE22009, NEMVE03890, NEMVE12980, NEMVE04526, NEMVE03964, NEMVE03961, NEMVE13041, NEMVE05292
OG0002921	YEAST06254	NEMVE25771
OG0002922	YEAST01261	NEMVE10039
OG0002947	YEAST00232	NEMVE06658, NEMVE13386, NEMVE12405
OG0002948	YEAST03584	NEMVE08172
OG0002949	YEAST00419, YEAST06063	NEMVE02841, NEMVE22682
OG0002952	YEAST05257	NEMVE14872
OG0002953	YEAST03034	NEMVE01967
OG0002957	YEAST03253	NEMVE24351
OG0002960	YEAST05502	NEMVE17296, NEMVE24935
OG0002968	YEAST00199	NEMVE14045, NEMVE08461
OG0002969	YEAST00655	NEMVE16923
OG0002982	YEAST02471	NEMVE19019
OG0002984	YEAST00961, YEAST01144	NEMVE24430
OG0002985	YEAST02147	NEMVE09374
OG0002987	YEAST02970, YEAST00081, YEAST02488	NEMVE13966
OG0002991	YEAST03345, YEAST01842	NEMVE10995, NEMVE19941, NEMVE20870
OG0002997	YEAST02374	NEMVE10464, NEMVE15011, NEMVE11044, NEMVE10721
OG0003001	YEAST01497	NEMVE04781
OG0003004	YEAST02183	NEMVE01048
OG0003006	YEAST00899	NEMVE05380, NEMVE13182
OG0003010	YEAST03035	NEMVE05883, NEMVE21378, NEMVE21355
OG0003012	YEAST04512	NEMVE14500
OG0003016	YEAST04810	NEMVE13442
OG0003017	YEAST02213	NEMVE14592, NEMVE20788
OG0003018	YEAST01635, YEAST01949	NEMVE00752, NEMVE13086
OG0003020	YEAST04851	NEMVE13860, NEMVE14831
OG0003027	YEAST05498	NEMVE12034, NEMVE01646, NEMVE24954
OG0003028	YEAST05822	NEMVE23714
OG0003029	YEAST04523	NEMVE01153
OG0003033	YEAST02457, YEAST02640	NEMVE12220, NEMVE10638, NEMVE10429, NEMVE11260, NEMVE11231, NEMVE10428, NEMVE11218, NEMVE19978, NEMVE25621
OG0003039	YEAST00055	NEMVE01445
OG0003043	YEAST02551	NEMVE04685
OG0003046	YEAST01632	NEMVE00912
OG0003054	YEAST04909, YEAST05341	NEMVE10073
OG0003056	YEAST02257	NEMVE08587, NEMVE03915
OG0003059	YEAST02832, YEAST03675	NEMVE14365
OG0003063	YEAST00204	NEMVE05637
OG0003066	YEAST00969	NEMVE23872
OG0003067	YEAST03159	NEMVE22043
OG0003072	YEAST05076	NEMVE06185
OG0003073	YEAST00167	NEMVE14699, NEMVE15009
OG0003079	YEAST01019	NEMVE15110
OG0003101	YEAST01357	NEMVE07960
OG0003104	YEAST00861	NEMVE05338
OG0003105	YEAST04282	NEMVE20895, NEMVE14871, NEMVE08962
OG0003106	YEAST03619	NEMVE13367
OG0003107	YEAST00029	NEMVE04878
OG0003108	YEAST00796	NEMVE21879
OG0003110	YEAST02197	NEMVE22391
OG0003114	YEAST00453, YEAST02426	NEMVE14366, NEMVE00009, NEMVE13168, NEMVE12974, NEMVE03951
OG0003119	YEAST00778	NEMVE25471
OG0003121	YEAST03190	NEMVE06066
OG0003126	YEAST00300	NEMVE22974
OG0003131	YEAST04435, YEAST04350	NEMVE22604
OG0003135	YEAST02069	NEMVE14450
OG0003138	YEAST01790, YEAST00784	NEMVE08372
OG0003145	YEAST06012	NEMVE00755, NEMVE22594, NEMVE14437
OG0003147	YEAST03729	NEMVE02983
OG0003151	YEAST03910	NEMVE16806, NEMVE23231
OG0003153	YEAST05438	NEMVE14674
OG0003154	YEAST00694	NEMVE25099
OG0003157	YEAST01203	NEMVE04632
OG0003164	YEAST05549, YEAST04492	NEMVE17247
OG0003169	YEAST04410	NEMVE23426
OG0003172	YEAST06030	NEMVE13880
OG0003174	YEAST06178	NEMVE00181, NEMVE14667
OG0003178	YEAST05823	NEMVE05084
OG0003179	YEAST00905	NEMVE14494, NEMVE20675
OG0003182	YEAST05565	NEMVE14953
OG0003189	YEAST00820	NEMVE07613
OG0003191	YEAST01068	NEMVE13976
OG0003193	YEAST02494	NEMVE09272
OG0003197	YEAST06274	NEMVE09274
OG0003199	YEAST04961	NEMVE25466
OG0003207	YEAST04056	NEMVE13760
OG0003212	YEAST05531	NEMVE08610
OG0003214	YEAST03701	NEMVE11275, NEMVE11276, NEMVE19887
OG0003215	YEAST04373	NEMVE05074
OG0003218	YEAST04068	NEMVE06170
OG0003219	YEAST01656	NEMVE24114
OG0003220	YEAST03417, YEAST00186	NEMVE23346, NEMVE12080
OG0003221	YEAST05064	NEMVE24005, NEMVE13322
OG0003223	YEAST04472	NEMVE13687
OG0003228	YEAST06187	NEMVE06914
OG0003230	YEAST05487	NEMVE21692
OG0003234	YEAST00760	NEMVE03676
OG0003235	YEAST06282	NEMVE11954, NEMVE22173
OG0003251	YEAST05338, YEAST04904	NEMVE01548
OG0003254	YEAST03911	NEMVE05092
OG0003257	YEAST02741	NEMVE12072, NEMVE13838
OG0003263	YEAST05333	NEMVE22513
OG0003264	YEAST03398	NEMVE15698
OG0003266	YEAST05585	NEMVE14097
OG0003267	YEAST02516	NEMVE16965
OG0003270	YEAST01372, YEAST05351, YEAST01476	NEMVE21786
OG0003277	YEAST03706	NEMVE24088
OG0003283	YEAST02779	NEMVE00381, NEMVE23430
OG0003284	YEAST02184	NEMVE16097, NEMVE21149
OG0003287	YEAST00166	NEMVE08529
OG0003288	YEAST05062	NEMVE04690, NEMVE13954, NEMVE00637
OG0003290	YEAST06325	NEMVE01103
OG0003293	YEAST04930	NEMVE20379, NEMVE04909, NEMVE20380
OG0003295	YEAST06127	NEMVE04859, NEMVE04828
OG0003301	YEAST03267	NEMVE21850, NEMVE21705
OG0003302	YEAST04633	NEMVE13748, NEMVE24532
OG0003303	YEAST05878	NEMVE22702, NEMVE04361
OG0003304	YEAST01018	NEMVE18141
OG0003316	YEAST04887	NEMVE07618, NEMVE23898, NEMVE17189
OG0003317	YEAST03051	NEMVE05254, NEMVE21332
OG0003318	YEAST02158	NEMVE22763
OG0003332	YEAST02945, YEAST00447	NEMVE25694
OG0003335	YEAST01260	NEMVE01928, NEMVE19241
OG0003340	YEAST04972	NEMVE15762, NEMVE20934
OG0003341	YEAST00990	NEMVE01952
OG0003343	YEAST04356, YEAST06258	NEMVE18683, NEMVE24170, NEMVE18685, NEMVE17001
OG0003344	YEAST04764	NEMVE24619
OG0003345	YEAST02133	NEMVE12668
OG0003348	YEAST02844	NEMVE23418
OG0003349	YEAST00235, YEAST04798	NEMVE14973
OG0003356	YEAST02937	NEMVE06309
OG0003357	YEAST04240, YEAST02522	NEMVE22497, NEMVE12768
OG0003364	YEAST00730	NEMVE01971
OG0003366	YEAST05276, YEAST03075	NEMVE21908
OG0003373	YEAST03755	NEMVE24072
OG0003374	YEAST03627	NEMVE13211
OG0003375	YEAST03722	NEMVE19185
OG0003377	YEAST03340	NEMVE15318
OG0003380	YEAST00529	NEMVE22683
OG0003381	YEAST03447, YEAST01380	NEMVE14322
OG0003382	YEAST01627	NEMVE15638
OG0003386	YEAST02725	NEMVE24105
OG0003414	YEAST04044	NEMVE04370, NEMVE04524, NEMVE04493, NEMVE04439, NEMVE03922, NEMVE04407, NEMVE04402, NEMVE03857, NEMVE03970, NEMVE04464, NEMVE04413, NEMVE04416, NEMVE03969, NEMVE04405, NEMVE03856, NEMVE04496, NEMVE04401, NEMVE04415, NEMVE04424, NEMVE04530, NEMVE04504, NEMVE04432, NEMVE04503, NEMVE03859, NEMVE04412, NEMVE04497, NEMVE03973, NEMVE04475, NEMVE04403, NEMVE04499, NEMVE03944, NEMVE04400, NEMVE03902, NEMVE04411, NEMVE04418, NEMVE03921, NEMVE04433, NEMVE03868, NEMVE03861
OG0003425	YEAST05084	NEMVE02069
OG0003426	YEAST05251	NEMVE04788
OG0003428	YEAST04550, YEAST01154	NEMVE22338
OG0003429	YEAST05921	NEMVE22490
OG0003430	YEAST04732	NEMVE24395
OG0003434	YEAST02689	NEMVE19996, NEMVE14429, NEMVE02925
OG0003435	YEAST05483	NEMVE13652
OG0003441	YEAST05981	NEMVE08561, NEMVE06221
OG0003443	YEAST06032	NEMVE23998, NEMVE21086
OG0003454	YEAST04088	NEMVE14065
OG0003458	YEAST00169	NEMVE04918, NEMVE17272
OG0003461	YEAST05752, YEAST04759	NEMVE23166
OG0003463	YEAST02371	NEMVE08123
OG0003464	YEAST05120	NEMVE21995, NEMVE25422
OG0003465	YEAST02874	NEMVE00981
OG0003467	YEAST01278	NEMVE14975, NEMVE20626, NEMVE11976
OG0003477	YEAST03665	NEMVE15677, NEMVE14421
OG0003483	YEAST06074	NEMVE22468
OG0003487	YEAST03066	NEMVE22483
OG0003491	YEAST03514	NEMVE14708
OG0003493	YEAST01076	NEMVE15798
OG0003497	YEAST00758	NEMVE01002
OG0003498	YEAST05680	NEMVE10613, NEMVE20419
OG0003500	YEAST03303, YEAST02683	NEMVE05089, NEMVE12196
OG0003501	YEAST01421	NEMVE13383
OG0003502	YEAST02519	NEMVE06419
OG0003503	YEAST00400	NEMVE14218, NEMVE14261
OG0003505	YEAST00697	NEMVE05913
OG0003509	YEAST02850	NEMVE10409
OG0003515	YEAST00923	NEMVE07802
OG0003518	YEAST04809	NEMVE17403, NEMVE07929
OG0003523	YEAST05393	NEMVE07334
OG0003531	YEAST00465	NEMVE23009
OG0003532	YEAST05810	NEMVE01942
OG0003539	YEAST03774	NEMVE14225
OG0003541	YEAST01314	NEMVE05768
OG0003543	YEAST01290	NEMVE21904
OG0003544	YEAST00251	NEMVE21778
OG0003550	YEAST06166	NEMVE14633
OG0003551	YEAST01826	NEMVE25468
OG0003552	YEAST04163	NEMVE13583
OG0003556	YEAST05216	NEMVE17151
OG0003560	YEAST02357, YEAST05925	NEMVE06594
OG0003561	YEAST06100	NEMVE01009, NEMVE02397
OG0003562	YEAST00960	NEMVE13820
OG0003565	YEAST03392	NEMVE24799
OG0003567	YEAST04838	NEMVE14039
OG0003568	YEAST04328	NEMVE23185
OG0003570	YEAST03562, YEAST04635	NEMVE24756
OG0003571	YEAST05553	NEMVE07104, NEMVE21760
OG0003573	YEAST00597	NEMVE15669
OG0003578	YEAST05031	NEMVE14882, NEMVE12325
OG0003579	YEAST05446	NEMVE14468
OG0003582	YEAST03174	NEMVE05180
OG0003598	YEAST00803	NEMVE09849
OG0003599	YEAST04133	NEMVE20749, NEMVE06057, NEMVE00164
OG0003603	YEAST03529	NEMVE12029, NEMVE13720
OG0003610	YEAST02573	NEMVE07493, NEMVE14129
OG0003611	YEAST01054	NEMVE20829, NEMVE07655, NEMVE15407
OG0003612	YEAST00808	NEMVE22973, NEMVE00312
OG0003613	YEAST02366	NEMVE08287
OG0003615	YEAST01638	NEMVE03122
OG0003617	YEAST01843	NEMVE04879
OG0003617	YEAST04802, YEAST04398	NEMVE02770
OG0003618	YEAST00747	NEMVE14538
OG0003619	YEAST04756	NEMVE25213
OG0003624	YEAST00147	NEMVE13806, NEMVE20665
OG0003630	YEAST04845	NEMVE01474
OG0003632	YEAST02125	NEMVE09812
OG0003638	YEAST00956	NEMVE14258
OG0003641	YEAST04061, YEAST01158	NEMVE25925, NEMVE21020
OG0003643	YEAST03144	NEMVE21963
OG0003644	YEAST01545	NEMVE14219, NEMVE19898
OG0003645	YEAST05809, YEAST05493	NEMVE06456, NEMVE06446
OG0003646	YEAST02349	NEMVE06017
OG0003647	YEAST04352, YEAST04433	NEMVE10850, NEMVE18107
OG0003649	YEAST00203	NEMVE10970
OG0003650	YEAST00737, YEAST04997	NEMVE01779
OG0003659	YEAST00140	NEMVE01974
OG0003661	YEAST02758	NEMVE00922, NEMVE12947
OG0003664	YEAST03791	NEMVE01033, NEMVE07963
OG0003668	YEAST06168	NEMVE14297
OG0003669	YEAST02813	NEMVE07090
OG0003672	YEAST03137	NEMVE08668
OG0003676	YEAST03110	NEMVE21802, NEMVE07553
OG0003678	YEAST02330	NEMVE25356
OG0003679	YEAST03223	NEMVE11368
OG0003682	YEAST00571	NEMVE22975, NEMVE12062
OG0003687	YEAST02527, YEAST04246	NEMVE23894, NEMVE12128
OG0003689	YEAST04232	NEMVE15357
OG0003690	YEAST01162	NEMVE15068
OG0003692	YEAST00692	NEMVE20806, NEMVE11090
OG0003693	YEAST05304	NEMVE09308
OG0003694	YEAST01453	NEMVE22408
OG0003696	YEAST05704	NEMVE11320
OG0003697	YEAST04962	NEMVE17845
OG0003698	YEAST03764, YEAST03185	NEMVE22878
OG0003703	YEAST00683	NEMVE24764
OG0003710	YEAST02077	NEMVE22261
OG0003712	YEAST02114	NEMVE13197
OG0003716	YEAST02390	NEMVE21119, NEMVE13656
OG0003718	YEAST05772	NEMVE22937
OG0003719	YEAST06338	NEMVE08960
OG0003721	YEAST04960	NEMVE13053, NEMVE10208, NEMVE18963
OG0003724	YEAST02365, YEAST06120	NEMVE13663, NEMVE17013, NEMVE22380, NEMVE03637
OG0003729	YEAST01543	NEMVE25381
OG0003731	YEAST04486	NEMVE23012, NEMVE12940
OG0003733	YEAST03492	NEMVE13938, NEMVE18879
OG0003734	YEAST02809, YEAST03842	NEMVE22526
OG0003735	YEAST06115	NEMVE02733, NEMVE23342
OG0003738	YEAST05605	NEMVE24821, NEMVE25967
OG0003740	YEAST01029	NEMVE22455
OG0003741	YEAST01379	NEMVE00260, NEMVE22579
OG0003743	YEAST06008, YEAST05688	NEMVE21709
OG0003744	YEAST01207	NEMVE05864
OG0003745	YEAST02618	NEMVE24615
OG0003749	YEAST04441	NEMVE12728, NEMVE22325
OG0003750	YEAST00149	NEMVE13166
OG0003756	YEAST01878	NEMVE08256
OG0003758	YEAST06133	NEMVE24097
OG0003759	YEAST03315	NEMVE07147
OG0003766	YEAST03336	NEMVE12147
OG0003767	YEAST01933, YEAST01650	NEMVE24136
OG0003769	YEAST01999	NEMVE25860
OG0003770	YEAST01234, YEAST03860	NEMVE14300, NEMVE12978
OG0003778	YEAST05796	NEMVE22626
OG0003779	YEAST04431	NEMVE22651
OG0003806	YEAST02367	NEMVE14378
OG0003807	YEAST04265, YEAST03128	NEMVE13183
OG0003808	YEAST01201	NEMVE11383
OG0003811	YEAST00417	NEMVE12033, NEMVE10353
OG0003812	YEAST00287	NEMVE18581
OG0003813	YEAST00254	NEMVE22400
OG0003818	YEAST04318	NEMVE20836, NEMVE05581
OG0003824	YEAST01468	NEMVE12681, NEMVE22639
OG0003828	YEAST02448	NEMVE13970
OG0003829	YEAST02032, YEAST01031	NEMVE16467, NEMVE20813, NEMVE16466
OG0003831	YEAST03010, YEAST05137, YEAST02344	NEMVE24194
OG0003834	YEAST06322	NEMVE25157
OG0003837	YEAST02586	NEMVE15152
OG0003838	YEAST03413	NEMVE07828
OG0003839	YEAST01736	NEMVE09947
OG0003844	YEAST06054	NEMVE24944
OG0003846	YEAST00356	NEMVE07025
OG0003848	YEAST01654	NEMVE01752, NEMVE03237
OG0003850	YEAST00228	NEMVE14788
OG0003851	YEAST06169	NEMVE13091
OG0003852	YEAST03296	NEMVE07134
OG0003853	YEAST06251	NEMVE09522
OG0003855	YEAST04936	NEMVE01478
OG0003856	YEAST03934, YEAST02710	NEMVE15583
OG0003858	YEAST01401	NEMVE07192, NEMVE12146, NEMVE03523, NEMVE21504
OG0003860	YEAST01412	NEMVE07587, NEMVE05689
OG0003866	YEAST01895	NEMVE14786
OG0003867	YEAST03558	NEMVE02347, NEMVE14855
OG0003868	YEAST01448	NEMVE23932
OG0003869	YEAST02771	NEMVE25452
OG0003875	YEAST05070	NEMVE04885
OG0003876	YEAST02423	NEMVE06222, NEMVE12361
OG0003877	YEAST04860, YEAST05867, YEAST03825	NEMVE20725, NEMVE07878
OG0003879	YEAST00463	NEMVE00015
OG0003881	YEAST03851	NEMVE21229, NEMVE25591
OG0003882	YEAST03663	NEMVE25838
OG0003886	YEAST06023	NEMVE07112
OG0003887	YEAST00028	NEMVE13010
OG0003893	YEAST05028	NEMVE17393, NEMVE17391
OG0003897	YEAST01270	NEMVE01514
OG0003899	YEAST04954	NEMVE25516
OG0003904	YEAST01732	NEMVE13657
OG0003907	YEAST02999, YEAST02288	NEMVE20188, NEMVE11822
OG0003908	YEAST01362	NEMVE15062
OG0003908	YEAST06330	NEMVE13469
OG0003910	YEAST03780	NEMVE11947, NEMVE14228
OG0003911	YEAST00032	NEMVE13548
OG0003913	YEAST03258	NEMVE06219, NEMVE06190
OG0003918	YEAST00058	NEMVE15132
OG0003921	YEAST06181	NEMVE13546, NEMVE03026
OG0003926	YEAST04138	NEMVE18036
OG0003929	YEAST04489, YEAST01422	NEMVE15034
OG0003930	YEAST03969	NEMVE11142
OG0003931	YEAST01142	NEMVE05283
OG0003934	YEAST00084	NEMVE10808
OG0003938	YEAST01566, YEAST05133	NEMVE14790
OG0003939	YEAST03211	NEMVE25295, NEMVE20805, NEMVE20363
OG0003944	YEAST01186	NEMVE25693, NEMVE10205, NEMVE21561
OG0003946	YEAST03220	NEMVE09626
OG0003947	YEAST06266, YEAST05428	NEMVE01496, NEMVE12187
OG0003949	YEAST01888	NEMVE07570, NEMVE23133, NEMVE11025
OG0003950	YEAST01409	NEMVE04576
OG0003954	YEAST02764	NEMVE08288, NEMVE00930
OG0003955	YEAST03951	NEMVE06429
OG0003959	YEAST02778	NEMVE23777
OG0003961	YEAST01991	NEMVE15127
OG0003967	YEAST05935	NEMVE23105, NEMVE23282
OG0003969	YEAST02146	NEMVE07890
OG0003971	YEAST00520	NEMVE22272
OG0003972	YEAST06331	NEMVE13775, NEMVE12907
OG0003973	YEAST06329	NEMVE14779
OG0003999	YEAST05604	NEMVE21965
OG0004005	YEAST06216	NEMVE23848
OG0004007	YEAST01456	NEMVE02737, NEMVE13953
OG0004012	YEAST00755	NEMVE12899, NEMVE22318
OG0004017	YEAST03019	NEMVE16055, NEMVE14537
OG0004023	YEAST04349	NEMVE10125
OG0004032	YEAST02562	NEMVE11647, NEMVE08726
OG0004033	YEAST02572	NEMVE05049
OG0004035	YEAST02134	NEMVE23476
OG0004037	YEAST03371	NEMVE24489
OG0004042	YEAST05578	NEMVE24907
OG0004044	YEAST05367	NEMVE14670
OG0004047	YEAST02496	NEMVE14207
OG0004051	YEAST01772	NEMVE12658, NEMVE16748
OG0004052	YEAST03705	NEMVE04588
OG0004056	YEAST05698	NEMVE11824, NEMVE12001, NEMVE17803
OG0004057	YEAST05620	NEMVE17724, NEMVE14174
OG0004059	YEAST00030	NEMVE02059, NEMVE10461
OG0004065	YEAST00772	NEMVE13633
OG0004068	YEAST03461	NEMVE14104
OG0004071	YEAST02893	NEMVE14977
OG0004072	YEAST02440	NEMVE15269
OG0004075	YEAST02332	NEMVE15118
OG0004076	YEAST05461	NEMVE11675, NEMVE01100
OG0004079	YEAST04385	NEMVE25325
OG0004080	YEAST00812	NEMVE06984
OG0004082	YEAST00063, YEAST05409	NEMVE11384, NEMVE01381
OG0004090	YEAST02301, YEAST02021	NEMVE14306
OG0004091	YEAST04715	NEMVE14085, NEMVE18417, NEMVE16497, NEMVE21080, NEMVE00934
OG0004092	YEAST03564, YEAST06307	NEMVE12115, NEMVE21794
OG0004096	YEAST00160	NEMVE22332
OG0004097	YEAST05039	NEMVE14807, NEMVE22196
OG0004101	YEAST03547, YEAST02901	NEMVE23681
OG0004102	YEAST05787	NEMVE00016, NEMVE08375
OG0004103	YEAST05061	NEMVE23564
OG0004105	YEAST01700, YEAST01565	NEMVE12111, NEMVE13481
OG0004110	YEAST02825	NEMVE08007, NEMVE20745, NEMVE22977
OG0004113	YEAST02059	NEMVE19649, NEMVE02452
OG0004115	YEAST00325	NEMVE00036, NEMVE17538
OG0004116	YEAST00481	NEMVE02528, NEMVE25696
OG0004118	YEAST01855	NEMVE13160
OG0004119	YEAST02170	NEMVE13042, NEMVE11744, NEMVE22499, NEMVE11571, NEMVE11572
OG0004120	YEAST01953	NEMVE24901
OG0004123	YEAST04761	NEMVE17411, NEMVE17410
OG0004124	YEAST01139	NEMVE07304
OG0004127	YEAST06097	NEMVE18642
OG0004130	YEAST03149	NEMVE14705
OG0004134	YEAST05611	NEMVE14887
OG0004136	YEAST01084	NEMVE14508
OG0004142	YEAST05774	NEMVE13449
OG0004148	YEAST00867	NEMVE19504
OG0004150	YEAST04690	NEMVE13741
OG0004151	YEAST04284	NEMVE14229
OG0004153	YEAST05958, YEAST04386, YEAST00290	NEMVE00083
OG0004154	YEAST05587	NEMVE05816
OG0004158	YEAST03379	NEMVE13617
OG0004161	YEAST04124	NEMVE22412, NEMVE12531
OG0004162	YEAST04517	NEMVE25750
OG0004164	YEAST05923	NEMVE22345, NEMVE25928
OG0004166	YEAST00189	NEMVE11924, NEMVE21562, NEMVE14358
OG0004168	YEAST03028	NEMVE14660
OG0004169	YEAST05813	NEMVE09703
OG0004170	YEAST05906	NEMVE24511, NEMVE04516
OG0004171	YEAST04501	NEMVE13975, NEMVE07139
OG0004179	YEAST01050	NEMVE13848
OG0004181	YEAST03406	NEMVE18763
OG0004184	YEAST00127	NEMVE14561, NEMVE16222, NEMVE06168, NEMVE21069
OG0004186	YEAST04981	NEMVE14257, NEMVE25645
OG0004188	YEAST02761	NEMVE15828
OG0004198	YEAST02869, YEAST03548	NEMVE22383
OG0004215	YEAST04590	NEMVE23791
OG0004217	YEAST01257	NEMVE07703
OG0004219	YEAST00912	NEMVE22540, NEMVE20986
OG0004222	YEAST05826	NEMVE22431
OG0004230	YEAST02220	NEMVE20221, NEMVE15013
OG0004232	YEAST05931	NEMVE05374
OG0004236	YEAST05432	NEMVE22021, NEMVE01769, NEMVE21449, NEMVE08213
OG0004237	YEAST04445, YEAST04344	NEMVE24212
OG0004239	YEAST05144	NEMVE09798
OG0004243	YEAST00306	NEMVE13950
OG0004245	YEAST00859	NEMVE22952
OG0004248	YEAST03678	NEMVE20564, NEMVE10713
OG0004249	YEAST02740	NEMVE07696
OG0004250	YEAST05543	NEMVE05051
OG0004252	YEAST05178	NEMVE15040
OG0004254	YEAST03900	NEMVE02453
OG0004258	YEAST00665	NEMVE23518
OG0004259	YEAST03730	NEMVE22430
OG0004261	YEAST02564	NEMVE20799, NEMVE22436
OG0004262	YEAST02368	NEMVE04762
OG0004268	YEAST00496	NEMVE09145
OG0004269	YEAST04758	NEMVE24672, NEMVE11658, NEMVE11660
OG0004273	YEAST02547	NEMVE01963
OG0004278	YEAST00243	NEMVE11125
OG0004280	YEAST05895	NEMVE06242
OG0004282	YEAST02575, YEAST06242	NEMVE15059
OG0004283	YEAST04184	NEMVE07709, NEMVE00512
OG0004287	YEAST01708	NEMVE10700
OG0004289	YEAST05719	NEMVE18867
OG0004291	YEAST00852	NEMVE06141
OG0004292	YEAST02537	NEMVE11084
OG0004295	YEAST05946	NEMVE08615
OG0004297	YEAST01463	NEMVE05511
OG0004300	YEAST05309	NEMVE08965
OG0004301	YEAST03850	NEMVE15665
OG0004302	YEAST05203	NEMVE13868
OG0004303	YEAST02492	NEMVE14939, NEMVE00925
OG0004304	YEAST02425, YEAST05929	NEMVE02041
OG0004305	YEAST02123	NEMVE07351, NEMVE23119, NEMVE14272
OG0004307	YEAST04592	NEMVE14393
OG0004308	YEAST04835	NEMVE25489, NEMVE20752
OG0004309	YEAST05924	NEMVE21890
OG0004310	YEAST05001	NEMVE21788
OG0004312	YEAST03330	NEMVE14123
OG0004314	YEAST00500	NEMVE10498
OG0004324	YEAST04322	NEMVE07951
OG0004330	YEAST06277	NEMVE01493
OG0004331	YEAST06230	NEMVE22843, NEMVE02042
OG0004333	YEAST01391	NEMVE26003, NEMVE02002
OG0004335	YEAST01057	NEMVE03938
OG0004338	YEAST05023	NEMVE13087
OG0004344	YEAST02441	NEMVE02635
OG0004345	YEAST04894	NEMVE06527
OG0004347	YEAST04515	NEMVE25932
OG0004348	YEAST03956	NEMVE25252
OG0004350	YEAST04742	NEMVE13828
OG0004351	YEAST04167	NEMVE00918
OG0004353	YEAST05143	NEMVE13665
OG0004356	YEAST02877	NEMVE00913
OG0004357	YEAST02304	NEMVE08918
OG0004358	YEAST01304	NEMVE08331
OG0004359	YEAST01873	NEMVE11194, NEMVE05627
OG0004364	YEAST00647	NEMVE20700, NEMVE22420, NEMVE15837
OG0004366	YEAST01097	NEMVE12546, NEMVE01469
OG0004369	YEAST04013	NEMVE10451
OG0004370	YEAST02378	NEMVE13399, NEMVE21469
OG0004374	YEAST00556	NEMVE23199, NEMVE20953, NEMVE13234
OG0004377	YEAST05181	NEMVE23502
OG0004378	YEAST03291	NEMVE08774
OG0004379	YEAST02180, YEAST04152	NEMVE13525
OG0004380	YEAST04825	NEMVE13704
OG0004382	YEAST03218	NEMVE12708
OG0004394	YEAST00619	NEMVE13031
OG0004396	YEAST01668	NEMVE14513
OG0004400	YEAST03238, YEAST03731	NEMVE09297
OG0004401	YEAST04219	NEMVE15063
OG0004404	YEAST00833, YEAST00883	NEMVE14747
OG0004417	YEAST03358	NEMVE05869
OG0004425	YEAST04958	NEMVE23884
OG0004426	YEAST01028	NEMVE14125
OG0004460	YEAST06162	NEMVE18796
OG0004462	YEAST03397	NEMVE13727
OG0004468	YEAST04439	NEMVE08237
OG0004472	YEAST06199	NEMVE00917, NEMVE12825
OG0004479	YEAST00474	NEMVE01055
OG0004484	YEAST01989	NEMVE13818
OG0004486	YEAST00968	NEMVE14675
OG0004489	YEAST03700	NEMVE22535
OG0004490	YEAST02887	NEMVE03491
OG0004492	YEAST05415, YEAST01368	NEMVE13230
OG0004494	YEAST03738	NEMVE01991, NEMVE12026
OG0004495	YEAST00946	NEMVE18943
OG0004498	YEAST02716	NEMVE21495, NEMVE10128
OG0004500	YEAST04651	NEMVE13883
OG0004503	YEAST02385	NEMVE12347, NEMVE05528
OG0004505	YEAST01701	NEMVE13485, NEMVE17550, NEMVE17551
OG0004506	YEAST06061	NEMVE15612
OG0004507	YEAST04994	NEMVE21959
OG0004512	YEAST01510	NEMVE15458, NEMVE05081
OG0004513	YEAST04235	NEMVE22677
OG0004515	YEAST05737	NEMVE16698
OG0004519	YEAST01596	NEMVE01745
OG0004520	YEAST06001, YEAST05696	NEMVE23460
OG0004525	YEAST03937	NEMVE09848
