Orthogroup	YEAST	AMPFI_ok
OG0003020	YEAST04851	AMPFI_20210, AMPFI_04178, AMPFI_21161, AMPFI_24069
OG0003027	YEAST05498	AMPFI_03279
OG0003028	YEAST05822	AMPFI_20635
OG0003029	YEAST04523	AMPFI_10314
OG0003033	YEAST02457, YEAST02640	AMPFI_17482
OG0003043	YEAST02551	AMPFI_19900, AMPFI_18996, AMPFI_18326, AMPFI_18940
OG0003046	YEAST01632	AMPFI_18791
OG0003054	YEAST04909, YEAST05341	AMPFI_22668
OG0003056	YEAST02257	AMPFI_09035
OG0003059	YEAST02832, YEAST03675	AMPFI_15093
OG0003063	YEAST00204	AMPFI_19748
OG0003066	YEAST00969	AMPFI_04842
OG0003067	YEAST03159	AMPFI_00869
OG0003072	YEAST05076	AMPFI_06677
OG0003073	YEAST00167	AMPFI_22163, AMPFI_07918
OG0003079	YEAST01019	AMPFI_20005
OG0003101	YEAST01357	AMPFI_08193
OG0003104	YEAST00861	AMPFI_15625
OG0003105	YEAST04282	AMPFI_14075, AMPFI_15981, AMPFI_22515
OG0003107	YEAST00029	AMPFI_06817
OG0003108	YEAST00796	AMPFI_12830, AMPFI_07552
OG0003110	YEAST02197	AMPFI_05396
OG0003114	YEAST00453, YEAST02426	AMPFI_08644
OG0003119	YEAST00778	AMPFI_08478
OG0003121	YEAST03190	AMPFI_05935
OG0003126	YEAST00300	AMPFI_13956, AMPFI_24434, AMPFI_01995
OG0003131	YEAST04435, YEAST04350	AMPFI_20126, AMPFI_03461
OG0003135	YEAST02069	AMPFI_07186
OG0003138	YEAST01790, YEAST00784	AMPFI_18700
OG0003145	YEAST06012	AMPFI_23822, AMPFI_00786, AMPFI_00787
OG0003147	YEAST03729	AMPFI_17466, AMPFI_01604
OG0003151	YEAST03910	AMPFI_17711
OG0003153	YEAST05438	AMPFI_03883
OG0003154	YEAST00694	AMPFI_15942
OG0003157	YEAST01203	AMPFI_06068, AMPFI_24828
OG0003164	YEAST05549, YEAST04492	AMPFI_11016
OG0003172	YEAST06030	AMPFI_08998
OG0003174	YEAST06178	AMPFI_17590
OG0003178	YEAST05823	AMPFI_21542
OG0003179	YEAST00905	AMPFI_06154
OG0003182	YEAST05565	AMPFI_06707
OG0003189	YEAST00820	AMPFI_11974
OG0003190	YEAST02550	AMPFI_13799
OG0003191	YEAST01068	AMPFI_23926
OG0003193	YEAST02494	AMPFI_08357
OG0003199	YEAST04961	AMPFI_12162
OG0003207	YEAST04056	AMPFI_20327
OG0003212	YEAST05531	AMPFI_00027
OG0003214	YEAST03701	AMPFI_06762
OG0003215	YEAST04373	AMPFI_14832
OG0003218	YEAST04068	AMPFI_26015
OG0003219	YEAST01656	AMPFI_06216
OG0003220	YEAST03417, YEAST00186	AMPFI_12091
OG0003221	YEAST05064	AMPFI_11291
OG0003223	YEAST04472	AMPFI_04078, AMPFI_25143
OG0003228	YEAST06187	AMPFI_18339
OG0003230	YEAST05487	AMPFI_01229
OG0003234	YEAST00760	AMPFI_08950
OG0003235	YEAST06282	AMPFI_16999
OG0003251	YEAST05338, YEAST04904	AMPFI_06867
OG0003254	YEAST03911	AMPFI_09205
OG0003257	YEAST02741	AMPFI_11835
OG0003263	YEAST05333	AMPFI_13017
OG0003264	YEAST03398	AMPFI_17248
OG0003266	YEAST05585	AMPFI_04526
OG0003267	YEAST02516	AMPFI_05887
OG0003270	YEAST01372, YEAST05351, YEAST01476	AMPFI_18632, AMPFI_13601, AMPFI_02798
OG0003277	YEAST03706	AMPFI_09116
OG0003283	YEAST02779	AMPFI_02177, AMPFI_00946
OG0003287	YEAST00166	AMPFI_05397
OG0003288	YEAST05062	AMPFI_21742, AMPFI_06784
OG0003290	YEAST06325	AMPFI_06287
OG0003293	YEAST04930	AMPFI_18756, AMPFI_02819
OG0003295	YEAST06127	AMPFI_06218
OG0003300	YEAST03316	AMPFI_19704, AMPFI_05469
OG0003301	YEAST03267	AMPFI_14530
OG0003302	YEAST04633	AMPFI_16898
OG0003303	YEAST05878	AMPFI_23138, AMPFI_03102
OG0003304	YEAST01018	AMPFI_11135
OG0003316	YEAST04887	AMPFI_14046, AMPFI_14047
OG0003317	YEAST03051	AMPFI_09168, AMPFI_09167
OG0003318	YEAST02158	AMPFI_08330
OG0003332	YEAST02945, YEAST00447	AMPFI_08196
OG0003335	YEAST01260	AMPFI_09229
OG0003340	YEAST04972	AMPFI_22094
OG0003341	YEAST00990	AMPFI_20951, AMPFI_16730, AMPFI_00777
OG0003343	YEAST04356, YEAST06258	AMPFI_06750, AMPFI_13994, AMPFI_13993, AMPFI_16154, AMPFI_00649, AMPFI_16870, AMPFI_25524
OG0003344	YEAST04764	AMPFI_09335, AMPFI_24611
OG0003345	YEAST02133	AMPFI_24924, AMPFI_21362
OG0003348	YEAST02844	AMPFI_05356
OG0003349	YEAST00235, YEAST04798	AMPFI_05046
OG0003356	YEAST02937	AMPFI_21630
OG0003357	YEAST04240, YEAST02522	AMPFI_11721
OG0003364	YEAST00730	AMPFI_22450
OG0003366	YEAST05276, YEAST03075	AMPFI_25322
OG0003373	YEAST03755	AMPFI_06232
OG0003374	YEAST03627	AMPFI_21401
OG0003375	YEAST03722	AMPFI_21891
OG0003380	YEAST00529	AMPFI_09994
OG0003381	YEAST03447, YEAST01380	AMPFI_19093
OG0003386	YEAST02725	AMPFI_09487
OG0003425	YEAST05084	AMPFI_09816
OG0003426	YEAST05251	AMPFI_00436
OG0003428	YEAST04550, YEAST01154	AMPFI_00454
OG0003429	YEAST05921	AMPFI_24807, AMPFI_20170
OG0003430	YEAST04732	AMPFI_06485
OG0003435	YEAST05483	AMPFI_19921, AMPFI_14379, AMPFI_18337
OG0003441	YEAST05981	AMPFI_12076
OG0003443	YEAST06032	AMPFI_21912
OG0003454	YEAST04088	AMPFI_07469
OG0003458	YEAST00169	AMPFI_25375
OG0003461	YEAST05752, YEAST04759	AMPFI_08837
OG0003463	YEAST02371	AMPFI_25834
OG0003465	YEAST02874	AMPFI_12228
OG0003467	YEAST01278	AMPFI_25477, AMPFI_05595
OG0003476	YEAST02726	AMPFI_21659
OG0003477	YEAST03665	AMPFI_11760
OG0003483	YEAST06074	AMPFI_09299
OG0003487	YEAST03066	AMPFI_23106
OG0003491	YEAST03514	AMPFI_11101
OG0003493	YEAST01076	AMPFI_16534, AMPFI_17852
OG0003497	YEAST00758	AMPFI_04681
OG0003498	YEAST05680	AMPFI_14554
OG0003500	YEAST03303, YEAST02683	AMPFI_12019
OG0003501	YEAST01421	AMPFI_09583
OG0003502	YEAST02519	AMPFI_22051
OG0003503	YEAST00400	AMPFI_19098, AMPFI_05344
OG0003505	YEAST00697	AMPFI_07475
OG0003509	YEAST02850	AMPFI_07776
OG0003515	YEAST00923	AMPFI_20138
OG0003518	YEAST04809	AMPFI_13631
OG0003523	YEAST05393	AMPFI_07760
OG0003531	YEAST00465	AMPFI_10001
OG0003532	YEAST05810	AMPFI_24750
OG0003539	YEAST03774	AMPFI_00975
OG0003541	YEAST01314	AMPFI_21493, AMPFI_04066, AMPFI_25161
OG0003543	YEAST01290	AMPFI_24581
OG0003544	YEAST00251	AMPFI_19004, AMPFI_17826
OG0003550	YEAST06166	AMPFI_22499, AMPFI_18741
OG0003551	YEAST01826	AMPFI_07598
OG0003552	YEAST04163	AMPFI_05955
OG0003556	YEAST05216	AMPFI_08098
OG0003560	YEAST00307	AMPFI_10029
OG0003560	YEAST02357, YEAST05925	AMPFI_04633
OG0003561	YEAST06100	AMPFI_06137
OG0003562	YEAST00960	AMPFI_06538
OG0003565	YEAST03392	AMPFI_03548, AMPFI_00450, AMPFI_22462
OG0003567	YEAST04838	AMPFI_14197, AMPFI_22713
OG0003568	YEAST04328	AMPFI_06943
OG0003570	YEAST03562, YEAST04635	AMPFI_06993
OG0003571	YEAST05553	AMPFI_12433
OG0003573	YEAST00597	AMPFI_10938
OG0003578	YEAST05031	AMPFI_08173
OG0003579	YEAST05446	AMPFI_22532
OG0003598	YEAST00803	AMPFI_08091
OG0003599	YEAST04133	AMPFI_21824, AMPFI_03084
OG0003603	YEAST03529	AMPFI_14800
OG0003610	YEAST02573	AMPFI_08064
OG0003611	YEAST01054	AMPFI_06217, AMPFI_03674
OG0003612	YEAST00808	AMPFI_22358, AMPFI_00951
OG0003613	YEAST02366	AMPFI_14181
OG0003615	YEAST01638	AMPFI_05633
OG0003617	YEAST01843	AMPFI_00387
OG0003618	YEAST00747	AMPFI_07271
OG0003619	YEAST04756	AMPFI_10351
OG0003624	YEAST00147	AMPFI_03514
OG0003630	YEAST04845	AMPFI_13915
OG0003638	YEAST00956	AMPFI_07537
OG0003641	YEAST04061, YEAST01158	AMPFI_07323
OG0003643	YEAST03144	AMPFI_12454
OG0003644	YEAST01545	AMPFI_06306
OG0003645	YEAST05809, YEAST05493	AMPFI_16881
OG0003646	YEAST02349	AMPFI_06564
OG0003647	YEAST04352, YEAST04433	AMPFI_00053
OG0003649	YEAST00203	AMPFI_09951
OG0003650	YEAST00737, YEAST04997	AMPFI_12108
OG0003659	YEAST00140	AMPFI_02966
OG0003661	YEAST02758	AMPFI_09102
OG0003664	YEAST03791	AMPFI_15265, AMPFI_25223
OG0003668	YEAST06168	AMPFI_07166, AMPFI_05843
OG0003669	YEAST02813	AMPFI_11157
OG0003672	YEAST03137	AMPFI_09980
OG0003676	YEAST03110	AMPFI_18881
OG0003678	YEAST02330	AMPFI_07460
OG0003679	YEAST03223	AMPFI_07845
OG0003682	YEAST00571	AMPFI_07578
OG0003687	YEAST02527, YEAST04246	AMPFI_00830
OG0003688	YEAST01333, YEAST05362, YEAST00376	AMPFI_03029
OG0003689	YEAST04232	AMPFI_14009
OG0003690	YEAST01162	AMPFI_05747
OG0003692	YEAST00692	AMPFI_04386, AMPFI_03589
OG0003693	YEAST05304	AMPFI_18222, AMPFI_02553
OG0003694	YEAST01453	AMPFI_08303
OG0003696	YEAST05704	AMPFI_04491, AMPFI_03543, AMPFI_02677
OG0003697	YEAST04962	AMPFI_11115
OG0003698	YEAST03764, YEAST03185	AMPFI_19011
OG0003703	YEAST00683	AMPFI_10771
OG0003710	YEAST02077	AMPFI_12106, AMPFI_01123
OG0003712	YEAST02114	AMPFI_04984
OG0003713	YEAST01549, YEAST03807	AMPFI_04283, AMPFI_20888
OG0003716	YEAST02390	AMPFI_04436, AMPFI_02826
OG0003718	YEAST05772	AMPFI_18529
OG0003719	YEAST06338	AMPFI_04202, AMPFI_25426
OG0003721	YEAST04960	AMPFI_08300
OG0003724	YEAST02365, YEAST06120	AMPFI_09411
OG0003729	YEAST01543	AMPFI_24000
OG0003731	YEAST04486	AMPFI_22155
OG0003733	YEAST03492	AMPFI_08970, AMPFI_15657
OG0003734	YEAST02809, YEAST03842	AMPFI_18672
OG0003735	YEAST06115	AMPFI_19574
OG0003738	YEAST05605	AMPFI_15996
OG0003740	YEAST01029	AMPFI_12630
OG0003741	YEAST01379	AMPFI_21028
OG0003743	YEAST06008, YEAST05688	AMPFI_21068
OG0003744	YEAST01207	AMPFI_11890
OG0003745	YEAST02618	AMPFI_06392
OG0003749	YEAST04441	AMPFI_09561
OG0003750	YEAST00149	AMPFI_19492
OG0003756	YEAST01878	AMPFI_17707
OG0003758	YEAST06133	AMPFI_19318
OG0003759	YEAST03315	AMPFI_06066
OG0003766	YEAST03336	AMPFI_01207
OG0003767	YEAST01933, YEAST01650	AMPFI_01797
OG0003769	YEAST01999	AMPFI_03104, AMPFI_18255, AMPFI_04434, AMPFI_04953, AMPFI_03825
OG0003770	YEAST01234, YEAST03860	AMPFI_04882
OG0003778	YEAST05796	AMPFI_24942
OG0003806	YEAST02367	AMPFI_05818
OG0003807	YEAST04265, YEAST03128	AMPFI_03351
OG0003808	YEAST01201	AMPFI_14079
OG0003811	YEAST00417	AMPFI_10478
OG0003812	YEAST00287	AMPFI_10138
OG0003813	YEAST00254	AMPFI_07875
OG0003818	YEAST04318	AMPFI_01575, AMPFI_17759
OG0003824	YEAST01468	AMPFI_06085
OG0003828	YEAST02448	AMPFI_11909
OG0003829	YEAST02032, YEAST01031	AMPFI_00127, AMPFI_00025
OG0003831	YEAST03010, YEAST05137, YEAST02344	AMPFI_12797
OG0003834	YEAST06322	AMPFI_10226
OG0003837	YEAST02586	AMPFI_17550, AMPFI_24684
OG0003838	YEAST03413	AMPFI_19657
OG0003839	YEAST01736	AMPFI_07382
OG0003844	YEAST06054	AMPFI_14349
OG0003846	YEAST00356	AMPFI_06425
OG0003848	YEAST01654	AMPFI_17686, AMPFI_23978
OG0003850	YEAST00228	AMPFI_10267
OG0003851	YEAST06169	AMPFI_11201, AMPFI_00905, AMPFI_11200, AMPFI_16652
OG0003852	YEAST03296	AMPFI_10208
OG0003853	YEAST06251	AMPFI_21676
OG0003855	YEAST04936	AMPFI_13948, AMPFI_20260
OG0003856	YEAST03934, YEAST02710	AMPFI_08524, AMPFI_02809
OG0003858	YEAST01401	AMPFI_25088, AMPFI_00370
OG0003860	YEAST01412	AMPFI_12427
OG0003866	YEAST01895	AMPFI_14452
OG0003867	YEAST03558	AMPFI_17746
OG0003868	YEAST01448	AMPFI_11838
OG0003869	YEAST02771	AMPFI_17164
OG0003875	YEAST05070	AMPFI_06901
OG0003876	YEAST02423	AMPFI_22260
OG0003877	YEAST04860, YEAST05867, YEAST03825	AMPFI_15725, AMPFI_00796
OG0003879	YEAST00463	AMPFI_02846, AMPFI_04216, AMPFI_06329
OG0003881	YEAST03851	AMPFI_15319, AMPFI_15320
OG0003886	YEAST06023	AMPFI_05835
OG0003887	YEAST00028	AMPFI_10957
OG0003893	YEAST05028	AMPFI_02785, AMPFI_26011, AMPFI_15310
OG0003899	YEAST04954	AMPFI_00789
OG0003904	YEAST01732	AMPFI_04520
OG0003907	YEAST02999, YEAST02288	AMPFI_00935, AMPFI_25753
OG0003910	YEAST03780	AMPFI_04464
OG0003911	YEAST00032	AMPFI_08416
OG0003913	YEAST03258	AMPFI_21191, AMPFI_21520, AMPFI_15449
OG0003918	YEAST00058	AMPFI_05529
OG0003921	YEAST06181	AMPFI_13490
OG0003929	YEAST04489, YEAST01422	AMPFI_10054
OG0003930	YEAST03969	AMPFI_07230
OG0003931	YEAST01142	AMPFI_26056
OG0003934	YEAST00084	AMPFI_16560
OG0003938	YEAST01566, YEAST05133	AMPFI_22623
OG0003939	YEAST03211	AMPFI_06063
OG0003944	YEAST01186	AMPFI_07557
OG0003946	YEAST03220	AMPFI_00888
OG0003947	YEAST06266, YEAST05428	AMPFI_23175
OG0003949	YEAST01888	AMPFI_12679
OG0003950	YEAST01409	AMPFI_25875
OG0003954	YEAST02764	AMPFI_06716
OG0003955	YEAST03951	AMPFI_11128
OG0003959	YEAST02778	AMPFI_04671
OG0003961	YEAST01991	AMPFI_06314
OG0003967	YEAST05935	AMPFI_05943, AMPFI_08131
OG0003969	YEAST02146	AMPFI_07721
OG0003971	YEAST00520	AMPFI_14528
OG0003972	YEAST06331	AMPFI_15565
OG0003973	YEAST06329	AMPFI_20438
OG0004000	YEAST06060	AMPFI_21623, AMPFI_16405, AMPFI_21863
OG0004005	YEAST06216	AMPFI_05677
OG0004007	YEAST01456	AMPFI_00209
OG0004012	YEAST00755	AMPFI_11587
OG0004017	YEAST03019	AMPFI_05329, AMPFI_16787
OG0004023	YEAST04349	AMPFI_19933, AMPFI_24548
OG0004027	YEAST03587	AMPFI_22283
OG0004032	YEAST02562	AMPFI_18750
OG0004033	YEAST02572	AMPFI_03927
OG0004035	YEAST02134	AMPFI_24745
OG0004037	YEAST03371	AMPFI_03972
OG0004042	YEAST05578	AMPFI_16992
OG0004044	YEAST05367	AMPFI_00282
OG0004047	YEAST02496	AMPFI_19469
OG0004051	YEAST01772	AMPFI_17845
OG0004052	YEAST03705	AMPFI_05448
OG0004054	YEAST05576	AMPFI_08608
OG0004056	YEAST05698	AMPFI_02644, AMPFI_12573
OG0004057	YEAST05620	AMPFI_09381
OG0004059	YEAST00030	AMPFI_10187
OG0004065	YEAST00772	AMPFI_19408
OG0004067	YEAST02665	AMPFI_09979
OG0004068	YEAST03461	AMPFI_18859
OG0004071	YEAST02893	AMPFI_07328
OG0004072	YEAST02440	AMPFI_04941
OG0004075	YEAST02332	AMPFI_22791
OG0004076	YEAST05461	AMPFI_08732
OG0004079	YEAST04385	AMPFI_22149
OG0004080	YEAST00812	AMPFI_07191
OG0004082	YEAST00063, YEAST05409	AMPFI_08776
OG0004090	YEAST02301, YEAST02021	AMPFI_22810
OG0004091	YEAST04715	AMPFI_15165
OG0004092	YEAST03564, YEAST06307	AMPFI_06912
OG0004096	YEAST00160	AMPFI_17501
OG0004097	YEAST05039	AMPFI_07052
OG0004101	YEAST03547, YEAST02901	AMPFI_18949
OG0004102	YEAST05787	AMPFI_15461
OG0004103	YEAST05061	AMPFI_17250, AMPFI_04569
OG0004105	YEAST01700, YEAST01565	AMPFI_00050
OG0004110	YEAST02825	AMPFI_12307
OG0004113	YEAST02059	AMPFI_14558, AMPFI_10578
OG0004115	YEAST00325	AMPFI_13715, AMPFI_12783
OG0004116	YEAST00481	AMPFI_14003
OG0004118	YEAST01855	AMPFI_15447
OG0004119	YEAST02170	AMPFI_07138
OG0004120	YEAST01953	AMPFI_07749
OG0004123	YEAST04761	AMPFI_13800, AMPFI_02624
OG0004124	YEAST01139	AMPFI_07154
OG0004127	YEAST06097	AMPFI_23987
OG0004130	YEAST03149	AMPFI_17105
OG0004134	YEAST05611	AMPFI_11318
OG0004136	YEAST01084	AMPFI_23022, AMPFI_00272
OG0004142	YEAST05774	AMPFI_18239
OG0004148	YEAST00867	AMPFI_12585
OG0004150	YEAST04690	AMPFI_21548, AMPFI_13804
OG0004151	YEAST04284	AMPFI_00134, AMPFI_15889
OG0004153	YEAST05958, YEAST04386, YEAST00290	AMPFI_22147
OG0004154	YEAST05587	AMPFI_13478
OG0004158	YEAST03379	AMPFI_07649
OG0004161	YEAST04124	AMPFI_14248, AMPFI_05464
OG0004162	YEAST04517	AMPFI_16383
OG0004164	YEAST05923	AMPFI_05757
OG0004166	YEAST00189	AMPFI_19424
OG0004168	YEAST03028	AMPFI_12418
OG0004169	YEAST05813	AMPFI_09723
OG0004170	YEAST05906	AMPFI_18162
OG0004171	YEAST04501	AMPFI_05713
OG0004179	YEAST01050	AMPFI_06442
OG0004181	YEAST03406	AMPFI_10263
OG0004182	YEAST03699	AMPFI_14315, AMPFI_15250, AMPFI_11529
OG0004184	YEAST00127	AMPFI_12472
OG0004186	YEAST04981	AMPFI_18492
OG0004188	YEAST02761	AMPFI_24196
OG0004215	YEAST04590	AMPFI_05972
OG0004217	YEAST01257	AMPFI_11613
OG0004219	YEAST00912	AMPFI_05687
OG0004222	YEAST05826	AMPFI_22508
OG0004230	YEAST02220	AMPFI_16103
OG0004232	YEAST05931	AMPFI_18466
OG0004236	YEAST05432	AMPFI_18952
OG0004237	YEAST04445, YEAST04344	AMPFI_10494
OG0004239	YEAST05144	AMPFI_05780, AMPFI_05779
OG0004243	YEAST00306	AMPFI_10050
OG0004245	YEAST00859	AMPFI_14565
OG0004248	YEAST03678	AMPFI_06429
OG0004249	YEAST02740	AMPFI_13244
OG0004250	YEAST05543	AMPFI_12407
OG0004252	YEAST05178	AMPFI_09692
OG0004254	YEAST03900	AMPFI_23528, AMPFI_05020
OG0004258	YEAST00665	AMPFI_04576
OG0004259	YEAST03730	AMPFI_05436
OG0004261	YEAST02564	AMPFI_09942
OG0004262	YEAST02368	AMPFI_15895
OG0004268	YEAST00496	AMPFI_19077
OG0004269	YEAST04758	AMPFI_19802, AMPFI_02131
OG0004273	YEAST02547	AMPFI_20320, AMPFI_02222, AMPFI_01584
OG0004278	YEAST00243	AMPFI_00741
OG0004280	YEAST05895	AMPFI_08532
OG0004282	YEAST02575, YEAST06242	AMPFI_03603
OG0004283	YEAST04184	AMPFI_04258, AMPFI_22058
OG0004287	YEAST01708	AMPFI_18985, AMPFI_03750, AMPFI_16572
OG0004289	YEAST05719	AMPFI_15989
OG0004295	YEAST05946	AMPFI_09939
OG0004297	YEAST01463	AMPFI_04000
OG0004300	YEAST05309	AMPFI_20207
OG0004301	YEAST03850	AMPFI_21938
OG0004302	YEAST05203	AMPFI_16467
OG0004303	YEAST02492	AMPFI_18613
OG0004305	YEAST02123	AMPFI_12729
OG0004307	YEAST04592	AMPFI_10120
OG0004308	YEAST04835	AMPFI_06434
OG0004309	YEAST05924	AMPFI_07893, AMPFI_01305
OG0004310	YEAST05001	AMPFI_01502
OG0004312	YEAST03330	AMPFI_14477
OG0004314	YEAST00500	AMPFI_17299
OG0004324	YEAST04322	AMPFI_13538
OG0004330	YEAST06277	AMPFI_21323, AMPFI_04638
OG0004331	YEAST06230	AMPFI_13825
OG0004333	YEAST01391	AMPFI_16945, AMPFI_02290, AMPFI_02368
OG0004335	YEAST01057	AMPFI_01647
OG0004337	YEAST05652	AMPFI_08351
OG0004338	YEAST05023	AMPFI_03726
OG0004344	YEAST02441	AMPFI_24893
OG0004345	YEAST04894	AMPFI_12564
OG0004348	YEAST03956	AMPFI_02439
OG0004350	YEAST04742	AMPFI_18421
OG0004351	YEAST04167	AMPFI_20164
OG0004353	YEAST05143	AMPFI_13654
OG0004356	YEAST02877	AMPFI_05341
OG0004357	YEAST02304	AMPFI_08395
OG0004358	YEAST01304	AMPFI_22150, AMPFI_25051, AMPFI_19007
OG0004359	YEAST01873	AMPFI_05530
OG0004364	YEAST00647	AMPFI_11780
OG0004366	YEAST01097	AMPFI_11770, AMPFI_21975
OG0004369	YEAST04013	AMPFI_22531
OG0004370	YEAST02378	AMPFI_05169
OG0004374	YEAST00556	AMPFI_07980
OG0004377	YEAST05181	AMPFI_03913
OG0004378	YEAST03291	AMPFI_09387
OG0004379	YEAST02180, YEAST04152	AMPFI_07942
OG0004380	YEAST04825	AMPFI_00883
OG0004382	YEAST03218	AMPFI_13422
OG0004394	YEAST00619	AMPFI_13243
OG0004396	YEAST01668	AMPFI_14937
OG0004398	YEAST01259, YEAST02217, YEAST00962	AMPFI_23415
OG0004400	YEAST03238, YEAST03731	AMPFI_13995
OG0004401	YEAST04219	AMPFI_12672
OG0004402	YEAST05942	AMPFI_17914
OG0004402	YEAST03617	AMPFI_15548
OG0004404	YEAST00833, YEAST00883	AMPFI_14466
OG0004417	YEAST03358	AMPFI_06225
OG0004425	YEAST04958	AMPFI_21164
OG0004426	YEAST01028	AMPFI_21633
OG0004460	YEAST06162	AMPFI_25193
OG0004462	YEAST03397	AMPFI_08624
OG0004468	YEAST04439	AMPFI_16351
OG0004472	YEAST06199	AMPFI_16513, AMPFI_11440
OG0004479	YEAST00474	AMPFI_09403
OG0004484	YEAST01989	AMPFI_19765
OG0004486	YEAST00968	AMPFI_08587
OG0004489	YEAST03700	AMPFI_09296, AMPFI_09295
OG0004490	YEAST02887	AMPFI_22429
OG0004492	YEAST05415, YEAST01368	AMPFI_09360
OG0004494	YEAST03738	AMPFI_05453
OG0004495	YEAST00946	AMPFI_07695
OG0004498	YEAST02716	AMPFI_06947
OG0004500	YEAST04651	AMPFI_13920
OG0004505	YEAST01701	AMPFI_08535
OG0004506	YEAST06061	AMPFI_12628, AMPFI_09386
OG0004507	YEAST04994	AMPFI_07072
OG0004512	YEAST01510	AMPFI_11410
OG0004513	YEAST04235	AMPFI_09034
OG0004515	YEAST05737	AMPFI_01381
OG0004519	YEAST01596	AMPFI_04665, AMPFI_14654
OG0004520	YEAST06001, YEAST05696	AMPFI_06584
OG0004525	YEAST03937	AMPFI_07588
OG0004526	YEAST02603	AMPFI_10087
OG0004529	YEAST03981	AMPFI_09696
OG0004535	YEAST02221	AMPFI_22124
OG0004538	YEAST02750	AMPFI_18278
OG0004541	YEAST02645, YEAST03788, YEAST04781	AMPFI_15230
OG0004542	YEAST04816, YEAST04623	AMPFI_08760
OG0004545	YEAST02071	AMPFI_16865
OG0004546	YEAST04485	AMPFI_07412
OG0004551	YEAST00426	AMPFI_09413
OG0004554	YEAST05640, YEAST04172	AMPFI_11889
OG0004559	YEAST04428	AMPFI_05855
OG0004563	YEAST04325	AMPFI_02876
OG0004566	YEAST02192	AMPFI_06008
OG0004567	YEAST05747	AMPFI_25564
OG0004571	YEAST02127	AMPFI_12508, AMPFI_13100
OG0004573	YEAST00677	AMPFI_12921
OG0004577	YEAST02283	AMPFI_07656
OG0004579	YEAST00134	AMPFI_25677
OG0004581	YEAST03583, YEAST04618	AMPFI_12919
OG0004582	YEAST04377	AMPFI_07633
OG0004583	YEAST05833	AMPFI_16407
OG0004584	YEAST03457	AMPFI_09000
OG0004585	YEAST01153	AMPFI_13089
OG0004590	YEAST03622, YEAST00886	AMPFI_08462
OG0004593	YEAST01231	AMPFI_22728
OG0004606	YEAST05926	AMPFI_09369
OG0004609	YEAST05326	AMPFI_07011
OG0004610	YEAST04487, YEAST01427	AMPFI_23354, AMPFI_17805
OG0004611	YEAST04613	AMPFI_02638, AMPFI_14900
OG0004612	YEAST02359	AMPFI_06798
OG0004616	YEAST00250, YEAST02830	AMPFI_24754
OG0004619	YEAST03531	AMPFI_01685
OG0004621	YEAST00178	AMPFI_06893
OG0004623	YEAST04421	AMPFI_22400
OG0004626	YEAST00427	AMPFI_11099
OG0004630	YEAST01322, YEAST02951	AMPFI_01226
OG0004633	YEAST03510	AMPFI_16969
OG0004634	YEAST00262, YEAST00249	AMPFI_11161
OG0004635	YEAST02703	AMPFI_08678
OG0004639	YEAST02924	AMPFI_11319
OG0004648	YEAST04721, YEAST05892	AMPFI_19599
OG0004649	YEAST02284	AMPFI_17558
OG0004651	YEAST01146	AMPFI_25330
OG0004654	YEAST00988	AMPFI_15662
OG0004655	YEAST01640	AMPFI_07555
OG0004656	YEAST04281	AMPFI_18886, AMPFI_14771
OG0004657	YEAST00473	AMPFI_11594
OG0004658	YEAST04140	AMPFI_10523, AMPFI_16629
OG0004659	YEAST02251	AMPFI_20843, AMPFI_21179, AMPFI_00122, AMPFI_24972
OG0004660	YEAST06221, YEAST00721	AMPFI_20962, AMPFI_11809, AMPFI_21268
OG0004663	YEAST01161	AMPFI_06374
OG0004664	YEAST05162	AMPFI_09717
OG0004668	YEAST01610	AMPFI_02377
OG0004669	YEAST00949	AMPFI_05954
OG0004670	YEAST03416	AMPFI_24511
OG0004671	YEAST02606	AMPFI_20913, AMPFI_05739
OG0004674	YEAST05448	AMPFI_07603
OG0004675	YEAST05072, YEAST02983	AMPFI_04426, AMPFI_03184
OG0004676	YEAST05785, YEAST00056, YEAST02694	AMPFI_12971
OG0004678	YEAST02777, YEAST04846	AMPFI_09587
OG0004682	YEAST02876	AMPFI_13322
OG0004683	YEAST00676	AMPFI_13090
OG0004684	YEAST05643	AMPFI_05507
OG0004685	YEAST04200	AMPFI_00210
OG0004687	YEAST00982	AMPFI_00174
OG0004691	YEAST00819	AMPFI_01160
OG0004699	YEAST05453	AMPFI_08943
OG0004702	YEAST03387	AMPFI_11335
OG0004703	YEAST00841	AMPFI_13400, AMPFI_11441
OG0004705	YEAST05591	AMPFI_13411
OG0004708	YEAST04540	AMPFI_19549, AMPFI_25265
OG0004711	YEAST03281	AMPFI_22007
OG0004728	YEAST04662, YEAST00882	AMPFI_04640
OG0004733	YEAST06337	AMPFI_22957, AMPFI_11858
OG0004735	YEAST04508	AMPFI_25124, AMPFI_02637
OG0004739	YEAST01817	AMPFI_08184
OG0004743	YEAST04299	AMPFI_10767
OG0004747	YEAST01134	AMPFI_10933, AMPFI_00266, AMPFI_10895
OG0004748	YEAST03942	AMPFI_16408
OG0004749	YEAST05904	AMPFI_15286
OG0004753	YEAST04746	AMPFI_08914
OG0004755	YEAST03690	AMPFI_08870
OG0004756	YEAST03704	AMPFI_06143
OG0004759	YEAST02912	AMPFI_10483
