Orthogroup	YEAST	ORYLA
OG0002443	YEAST04906	ORYLA14682
OG0002450	YEAST04575	ORYLA06178, ORYLA17657
OG0002453	YEAST00512	ORYLA04128
OG0002476	YEAST05799	ORYLA19661, ORYLA15177
OG0002486	YEAST01433	ORYLA13034, ORYLA13035, ORYLA07046
OG0002492	YEAST01624	ORYLA13129
OG0002494	YEAST02402	ORYLA07030, ORYLA16085, ORYLA14151, ORYLA14152
OG0002495	YEAST02772	ORYLA09473
OG0002497	YEAST02747	ORYLA16464, ORYLA02147
OG0002500	YEAST05648	ORYLA16848
OG0002505	YEAST02959	ORYLA07786, ORYLA07785
OG0002510	YEAST04753	ORYLA03417
OG0002516	YEAST00066	ORYLA03425
OG0002518	YEAST02890	ORYLA14184
OG0002520	YEAST05256	ORYLA01513, ORYLA00444
OG0002523	YEAST06234	ORYLA14147, ORYLA10998, ORYLA15698
OG0002527	YEAST01639	ORYLA13223, ORYLA06375
OG0002528	YEAST00372	ORYLA01158
OG0002530	YEAST05530, YEAST03790	ORYLA18063, ORYLA12134, ORYLA12135, ORYLA14668
OG0002532	YEAST03235	ORYLA08319
OG0002533	YEAST04525	ORYLA03460, ORYLA03976, ORYLA17638
OG0002543	YEAST00527	ORYLA19583, ORYLA02866
OG0002557	YEAST06243	ORYLA18369, ORYLA01908, ORYLA13544
OG0002561	YEAST04438, YEAST02106	ORYLA19312, ORYLA19311
OG0002562	YEAST03992	ORYLA17234, ORYLA13205
OG0002564	YEAST02186	ORYLA07814, ORYLA07815, ORYLA17199, ORYLA16968
OG0002565	YEAST04224, YEAST02499	ORYLA15639, ORYLA06815, ORYLA06816
OG0002570	YEAST00592	ORYLA19454
OG0002574	YEAST05657	ORYLA11393
OG0002594	YEAST06174	ORYLA12400, ORYLA06743
OG0002598	YEAST04621, YEAST03577	ORYLA06646, ORYLA13242, ORYLA06645, ORYLA17458
OG0002605	YEAST06332	ORYLA06378
OG0002608	YEAST03716, YEAST02846	ORYLA10964, ORYLA12757, ORYLA12758
OG0002609	YEAST01355	ORYLA18074, ORYLA02468
OG0002610	YEAST01078, YEAST03973	ORYLA07009, ORYLA13355, ORYLA07078, ORYLA09028
OG0002612	YEAST03508	ORYLA13437, ORYLA14479
OG0002617	YEAST00866	ORYLA03861
OG0002618	YEAST06247	ORYLA16976
OG0002629	YEAST05919	ORYLA15355
OG0002630	YEAST05202	ORYLA18441
OG0002632	YEAST02755	ORYLA14670, ORYLA02377
OG0002633	YEAST04206	ORYLA10087, ORYLA19492
OG0002636	YEAST01664, YEAST06215	ORYLA01876, ORYLA05794
OG0002643	YEAST01938	ORYLA01997
OG0002644	YEAST00724	ORYLA09932, ORYLA08726, ORYLA07585
OG0002645	YEAST01436	ORYLA15725
OG0002646	YEAST01946	ORYLA14734
OG0002651	YEAST02247, YEAST02868	ORYLA12710
OG0002652	YEAST04937	ORYLA12314
OG0002656	YEAST05701	ORYLA16439, ORYLA09865
OG0002659	YEAST06290	ORYLA19731
OG0002666	YEAST02507	ORYLA18360, ORYLA18361
OG0002668	YEAST02324	ORYLA18626
OG0002677	YEAST05210	ORYLA16626
OG0002681	YEAST04585	ORYLA03754, ORYLA04305, ORYLA16245, ORYLA07931, ORYLA16246
OG0002683	YEAST03676	ORYLA15226, ORYLA00261, ORYLA07021, ORYLA13641
OG0002705	YEAST00553	ORYLA12908, ORYLA02396
OG0002715	YEAST01174, YEAST04131	ORYLA14520
OG0002717	YEAST02430	ORYLA03883, ORYLA00959, ORYLA09994
OG0002718	YEAST03380, YEAST03502	ORYLA15396
OG0002720	YEAST01914	ORYLA14256
OG0002722	YEAST04059	ORYLA10461
OG0002726	YEAST02958	ORYLA07332, ORYLA08157
OG0002729	YEAST01155	ORYLA09551
OG0002739	YEAST01877	ORYLA12804
OG0002740	YEAST01658	ORYLA20028, ORYLA00750, ORYLA01841
OG0002742	YEAST03713	ORYLA04963, ORYLA00437
OG0002743	YEAST01824, YEAST03362	ORYLA19035, ORYLA09902
OG0002745	YEAST04244	ORYLA00687
OG0002746	YEAST04902, YEAST05332	ORYLA05943
OG0002747	YEAST05617	ORYLA19242, ORYLA02887
OG0002749	YEAST02810	ORYLA09355, ORYLA08642
OG0002750	YEAST04952	ORYLA03923
OG0002752	YEAST03686	ORYLA09106
OG0002753	YEAST03742	ORYLA14155, ORYLA11165
OG0002754	YEAST03620	ORYLA18568
OG0002756	YEAST04058	ORYLA13793
OG0002758	YEAST04409	ORYLA03351, ORYLA04510, ORYLA17536
OG0002760	YEAST01927	ORYLA10884
OG0002761	YEAST03261	ORYLA17179
OG0002763	YEAST00260	ORYLA08239
OG0002764	YEAST00423	ORYLA15656, ORYLA06813, ORYLA03798
OG0002765	YEAST01667, YEAST05523	ORYLA05581, ORYLA15145, ORYLA12027
OG0002766	YEAST05357	ORYLA10349
OG0002767	YEAST04591	ORYLA04026, ORYLA00357, ORYLA00358
OG0002771	YEAST02043	ORYLA12518
OG0002772	YEAST03384	ORYLA12777
OG0002773	YEAST03677	ORYLA19216
OG0002774	YEAST03575	ORYLA13210, ORYLA12404, ORYLA19635
OG0002775	YEAST03021	ORYLA10242, ORYLA10244, ORYLA08215
OG0002781	YEAST05450	ORYLA16475, ORYLA16109, ORYLA19361
OG0002782	YEAST02121	ORYLA03021, ORYLA04664, ORYLA18620
OG0002785	YEAST06106, YEAST01228	ORYLA06284, ORYLA17343, ORYLA02417
OG0002788	YEAST02578, YEAST01232	ORYLA14654
OG0002793	YEAST01371	ORYLA07270
OG0002799	YEAST01461	ORYLA04398, ORYLA16295
OG0002817	YEAST01189, YEAST04922	ORYLA10713, ORYLA11993
OG0002824	YEAST02137	ORYLA09339, ORYLA06204
OG0002826	YEAST00174	ORYLA11355, ORYLA03113
OG0002827	YEAST05976	ORYLA11598
OG0002828	YEAST00227, YEAST00963	ORYLA03128
OG0002831	YEAST03282	ORYLA15327
OG0002835	YEAST02656	ORYLA05983, ORYLA02044
OG0002837	YEAST01987, YEAST00157	ORYLA09113, ORYLA07584, ORYLA12792, ORYLA07482
OG0002839	YEAST03148	ORYLA05647
OG0002843	YEAST04737	ORYLA17609
OG0002844	YEAST05563	ORYLA20136
OG0002847	YEAST02294	ORYLA19257, ORYLA19258
OG0002851	YEAST04951	ORYLA04060, ORYLA10594, ORYLA03173
OG0002855	YEAST00137	ORYLA03649
OG0002860	YEAST02712	ORYLA16257
OG0002866	YEAST01136	ORYLA02748, ORYLA00604, ORYLA16564
OG0002876	YEAST02348	ORYLA08640, ORYLA04839
OG0002877	YEAST04537	ORYLA13198
OG0002883	YEAST03027	ORYLA12507
OG0002891	YEAST03205	ORYLA16619, ORYLA00864
OG0002893	YEAST03653	ORYLA09714
OG0002894	YEAST00906	ORYLA04778, ORYLA10079, ORYLA05303
OG0002895	YEAST01471, YEAST05353, YEAST05456	ORYLA11053, ORYLA14341
OG0002897	YEAST06308	ORYLA08407
OG0002899	YEAST00283	ORYLA05880, ORYLA13052
OG0002900	YEAST05306	ORYLA14973, ORYLA02100
OG0002907	YEAST02061	ORYLA02959, ORYLA14978
OG0002910	YEAST00223	ORYLA10834
OG0002915	YEAST02264	ORYLA15159, ORYLA06424
OG0002917	YEAST03703	ORYLA03614
OG0002920	YEAST04043, YEAST04055	ORYLA12554, ORYLA06438
OG0002921	YEAST06254	ORYLA16247
OG0002922	YEAST01261	ORYLA05263, ORYLA05264, ORYLA17370
OG0002947	YEAST00232	ORYLA18625
OG0002948	YEAST03584	ORYLA20132, ORYLA04220
OG0002949	YEAST00419, YEAST06063	ORYLA05800
OG0002952	YEAST05257	ORYLA04612
OG0002953	YEAST03034	ORYLA13902
OG0002957	YEAST03253	ORYLA09640
OG0002960	YEAST05502	ORYLA01661, ORYLA05586
OG0002965	YEAST03804	ORYLA05185, ORYLA05184
OG0002966	YEAST06059	ORYLA02492
OG0002968	YEAST00199	ORYLA02038
OG0002969	YEAST00655	ORYLA07908
OG0002982	YEAST02471	ORYLA05260
OG0002984	YEAST00961, YEAST01144	ORYLA05793
OG0002985	YEAST02147	ORYLA16699, ORYLA00625
OG0002987	YEAST02970, YEAST00081, YEAST02488	ORYLA15486, ORYLA01526, ORYLA00907
OG0002991	YEAST03345, YEAST01842	ORYLA04672
OG0002997	YEAST02374	ORYLA06949
OG0003001	YEAST01497	ORYLA09162, ORYLA09863, ORYLA06603
OG0003004	YEAST02183	ORYLA10597, ORYLA03379
OG0003006	YEAST00899	ORYLA16962
OG0003010	YEAST03035	ORYLA08264
OG0003012	YEAST04512	ORYLA13725, ORYLA14487
OG0003016	YEAST04810	ORYLA00344, ORYLA19566
OG0003017	YEAST02213	ORYLA05397, ORYLA19080
OG0003018	YEAST01635, YEAST01949	ORYLA04241, ORYLA03378
OG0003027	YEAST05498	ORYLA17665, ORYLA15116
OG0003028	YEAST05822	ORYLA02137
OG0003029	YEAST04523	ORYLA02221, ORYLA15312
OG0003033	YEAST02457, YEAST02640	ORYLA09580
OG0003039	YEAST00055	ORYLA12596, ORYLA14963, ORYLA17391, ORYLA17390, ORYLA02299
OG0003043	YEAST02551	ORYLA13460
OG0003046	YEAST01632	ORYLA15260, ORYLA06310
OG0003054	YEAST04909, YEAST05341	ORYLA12266, ORYLA09573
OG0003056	YEAST02257	ORYLA08794
OG0003059	YEAST02832, YEAST03675	ORYLA00217, ORYLA04759
OG0003063	YEAST00204	ORYLA10950
OG0003066	YEAST00969	ORYLA15142, ORYLA14035, ORYLA11126
OG0003067	YEAST01070	ORYLA00413
OG0003067	YEAST03159	ORYLA17416
OG0003072	YEAST05076	ORYLA13683, ORYLA10914
OG0003073	YEAST00167	ORYLA04415, ORYLA14154
OG0003079	YEAST01019	ORYLA14096, ORYLA06851, ORYLA13613
OG0003101	YEAST01357	ORYLA10329, ORYLA09097, ORYLA16063, ORYLA15863
OG0003104	YEAST00861	ORYLA02871, ORYLA13475
OG0003105	YEAST04282	ORYLA01500
OG0003106	YEAST03619	ORYLA14898
OG0003107	YEAST00029	ORYLA15014, ORYLA12389
OG0003108	YEAST00796	ORYLA11282, ORYLA15369
OG0003110	YEAST02197	ORYLA09478
OG0003114	YEAST00453, YEAST02426	ORYLA07363
OG0003119	YEAST00778	ORYLA09125, ORYLA04168, ORYLA20444
OG0003121	YEAST03190	ORYLA14892, ORYLA13008
OG0003126	YEAST00300	ORYLA02613
OG0003131	YEAST04435, YEAST04350	ORYLA17361, ORYLA20425
OG0003135	YEAST02069	ORYLA03082
OG0003138	YEAST01790, YEAST00784	ORYLA10305
OG0003145	YEAST06012	ORYLA13404, ORYLA06360
OG0003147	YEAST03729	ORYLA20499
OG0003151	YEAST03910	ORYLA09212, ORYLA15558, ORYLA14255
OG0003153	YEAST05438	ORYLA18339
OG0003154	YEAST00694	ORYLA06654
OG0003157	YEAST01203	ORYLA04495
OG0003164	YEAST05549, YEAST04492	ORYLA20487, ORYLA00816
OG0003169	YEAST04410	ORYLA09698
OG0003172	YEAST06030	ORYLA09854
OG0003174	YEAST06178	ORYLA20481
OG0003178	YEAST05823	ORYLA03270
OG0003179	YEAST00905	ORYLA18480, ORYLA00445
OG0003182	YEAST05565	ORYLA06751
OG0003189	YEAST00820	ORYLA04108
OG0003190	YEAST02550	ORYLA00506
OG0003191	YEAST01068	ORYLA18538, ORYLA15754
OG0003193	YEAST02494	ORYLA12245, ORYLA09712
OG0003197	YEAST06274	ORYLA18639
OG0003199	YEAST04961	ORYLA15973, ORYLA15714
OG0003207	YEAST04056	ORYLA14484, ORYLA19094
OG0003212	YEAST05531	ORYLA15489, ORYLA10940
OG0003214	YEAST03701	ORYLA09799
OG0003215	YEAST04373	ORYLA00108, ORYLA19619
OG0003218	YEAST04068	ORYLA19022
OG0003219	YEAST01656	ORYLA07225, ORYLA00485
OG0003220	YEAST03417, YEAST00186	ORYLA01985, ORYLA05947
OG0003221	YEAST05064	ORYLA02164, ORYLA02047
OG0003223	YEAST04472	ORYLA15511
OG0003228	YEAST06187	ORYLA10708
OG0003230	YEAST05487	ORYLA08114
OG0003234	YEAST00760	ORYLA01163
OG0003235	YEAST06282	ORYLA20268
OG0003251	YEAST05338, YEAST04904	ORYLA05486, ORYLA12659
OG0003254	YEAST03911	ORYLA01055
OG0003257	YEAST02741	ORYLA11994, ORYLA10700
OG0003263	YEAST05333	ORYLA05786
OG0003264	YEAST03398	ORYLA08989, ORYLA06289
OG0003266	YEAST05585	ORYLA03848, ORYLA04542
OG0003267	YEAST02516	ORYLA17915, ORYLA19756
OG0003270	YEAST01372, YEAST05351, YEAST01476	ORYLA14592
OG0003277	YEAST03706	ORYLA20336, ORYLA15828, ORYLA13998
OG0003283	YEAST02779	ORYLA19093
OG0003284	YEAST02184	ORYLA18705
OG0003287	YEAST00166	ORYLA15508, ORYLA11362
OG0003288	YEAST05062	ORYLA04254
OG0003290	YEAST06325	ORYLA06270, ORYLA06269
OG0003293	YEAST04930	ORYLA14350
OG0003295	YEAST06127	ORYLA04874, ORYLA19440, ORYLA17764
OG0003301	YEAST03267	ORYLA03284, ORYLA12501
OG0003302	YEAST04633	ORYLA01208
OG0003303	YEAST05878	ORYLA13616
OG0003304	YEAST01018	ORYLA05709
OG0003316	YEAST04887	ORYLA06489
OG0003317	YEAST03051	ORYLA00142
OG0003318	YEAST02158	ORYLA14596, ORYLA15728
OG0003332	YEAST02945, YEAST00447	ORYLA06788, ORYLA02078
OG0003335	YEAST01260	ORYLA10536
OG0003340	YEAST04972	ORYLA05123, ORYLA01941
OG0003341	YEAST00990	ORYLA00218
OG0003343	YEAST04356, YEAST06258	ORYLA03249
OG0003344	YEAST04764	ORYLA11978
OG0003348	YEAST02844	ORYLA07117, ORYLA09434
OG0003349	YEAST00235, YEAST04798	ORYLA00427, ORYLA04988, ORYLA08086
OG0003356	YEAST02937	ORYLA00555, ORYLA16745
OG0003357	YEAST04240, YEAST02522	ORYLA01325
OG0003364	YEAST00730	ORYLA14543, ORYLA16352
OG0003366	YEAST05276, YEAST03075	ORYLA19482
OG0003373	YEAST03755	ORYLA11155, ORYLA15306
OG0003374	YEAST03627	ORYLA05369
OG0003375	YEAST03722	ORYLA17409
OG0003377	YEAST03340	ORYLA12102
OG0003380	YEAST00529	ORYLA02294, ORYLA17353
OG0003381	YEAST03447, YEAST01380	ORYLA10983, ORYLA12366
OG0003382	YEAST01627	ORYLA06657, ORYLA06055
OG0003386	YEAST02725	ORYLA06516, ORYLA12917
OG0003425	YEAST05084	ORYLA19551, ORYLA19552
OG0003426	YEAST05251	ORYLA01060
OG0003428	YEAST04550, YEAST01154	ORYLA07230
OG0003429	YEAST05921	ORYLA15696
OG0003430	YEAST04732	ORYLA04134, ORYLA05926
OG0003434	YEAST02689	ORYLA08873
OG0003435	YEAST05483	ORYLA11612, ORYLA10262
OG0003441	YEAST05981	ORYLA11240, ORYLA14053
OG0003443	YEAST06032	ORYLA08295, ORYLA10121
OG0003454	YEAST04088	ORYLA16419, ORYLA05702, ORYLA07880
OG0003461	YEAST05752, YEAST04759	ORYLA14029
OG0003463	YEAST02371	ORYLA18517, ORYLA11792, ORYLA03505
OG0003464	YEAST05120	ORYLA07795
OG0003465	YEAST02874	ORYLA17241
OG0003467	YEAST01278	ORYLA02217
OG0003477	YEAST03665	ORYLA05136
OG0003483	YEAST06074	ORYLA05235
OG0003487	YEAST03066	ORYLA01531
OG0003491	YEAST03514	ORYLA01435, ORYLA03786, ORYLA08768
OG0003493	YEAST01076	ORYLA06634
OG0003497	YEAST00758	ORYLA03780
OG0003498	YEAST05680	ORYLA00351
OG0003500	YEAST03303, YEAST02683	ORYLA11323
OG0003501	YEAST01421	ORYLA13017
OG0003502	YEAST02519	ORYLA03987
OG0003503	YEAST00400	ORYLA08311
OG0003505	YEAST00697	ORYLA15188
OG0003509	YEAST02850	ORYLA07419
OG0003515	YEAST00923	ORYLA00165
OG0003518	YEAST04809	ORYLA02219
OG0003523	YEAST05393	ORYLA06822
OG0003531	YEAST00465	ORYLA10765, ORYLA01076
OG0003532	YEAST05810	ORYLA09550
OG0003539	YEAST03774	ORYLA00317
OG0003541	YEAST01314	ORYLA12459
OG0003543	YEAST01290	ORYLA17038, ORYLA06025
OG0003544	YEAST00251	ORYLA05956
OG0003550	YEAST06166	ORYLA06826, ORYLA09869
OG0003551	YEAST01826	ORYLA17122, ORYLA02512, ORYLA02511
OG0003552	YEAST04163	ORYLA06559, ORYLA12973
OG0003556	YEAST05216	ORYLA11308, ORYLA15858, ORYLA16060
OG0003560	YEAST02357, YEAST05925	ORYLA10146
OG0003561	YEAST06100	ORYLA11603, ORYLA09116
OG0003562	YEAST00960	ORYLA16057, ORYLA05508
OG0003565	YEAST03392	ORYLA04938, ORYLA17732
OG0003567	YEAST04838	ORYLA16922
OG0003568	YEAST04328	ORYLA17899
OG0003570	YEAST03562, YEAST04635	ORYLA06235, ORYLA06236
OG0003571	YEAST05553	ORYLA05684, ORYLA15032
OG0003573	YEAST00597	ORYLA18884
OG0003578	YEAST05031	ORYLA19177
OG0003579	YEAST05446	ORYLA07706
OG0003582	YEAST03174	ORYLA13955
OG0003598	YEAST00803	ORYLA13193, ORYLA02886
OG0003599	YEAST04133	ORYLA07506
OG0003610	YEAST02573	ORYLA11705
OG0003611	YEAST01054	ORYLA01222
OG0003612	YEAST00808	ORYLA05697
OG0003613	YEAST02366	ORYLA14322, ORYLA13861
OG0003615	YEAST01638	ORYLA07166
OG0003617	YEAST01843, YEAST04802, YEAST04398	ORYLA20096
OG0003618	YEAST00747	ORYLA09085
OG0003619	YEAST04756	ORYLA00995
OG0003624	YEAST00147	ORYLA13908
OG0003630	YEAST04845	ORYLA07936
OG0003632	YEAST02125	ORYLA14509, ORYLA20230, ORYLA20231, ORYLA20232, ORYLA08834
OG0003638	YEAST00956	ORYLA11662
OG0003641	YEAST04061, YEAST01158	ORYLA05514, ORYLA13948, ORYLA15562
OG0003643	YEAST03144	ORYLA16013
OG0003644	YEAST01545	ORYLA19217, ORYLA19218
OG0003645	YEAST05809, YEAST05493	ORYLA17019, ORYLA16769
OG0003646	YEAST02349	ORYLA12425
OG0003647	YEAST04352, YEAST04433	ORYLA18090, ORYLA02365
OG0003649	YEAST00203	ORYLA12909
OG0003650	YEAST00737, YEAST04997	ORYLA14386
OG0003659	YEAST00140	ORYLA19260, ORYLA13374
OG0003661	YEAST02758	ORYLA13934
OG0003664	YEAST03791	ORYLA16286
OG0003668	YEAST06168	ORYLA12159, ORYLA14882
OG0003669	YEAST02813	ORYLA00310
OG0003672	YEAST03137	ORYLA07781
OG0003676	YEAST03110	ORYLA18000
OG0003678	YEAST02330	ORYLA19111, ORYLA18850
OG0003679	YEAST03223	ORYLA09435, ORYLA09221
OG0003682	YEAST00571	ORYLA05336, ORYLA11752
OG0003687	YEAST02527, YEAST04246	ORYLA16099, ORYLA09689
OG0003688	YEAST01333, YEAST05362, YEAST00376	ORYLA15391
OG0003689	YEAST04232	ORYLA00037
OG0003690	YEAST01162	ORYLA10151
OG0003692	YEAST00692	ORYLA17765, ORYLA17766
OG0003693	YEAST05304	ORYLA11068, ORYLA15548
OG0003694	YEAST01453	ORYLA05766
OG0003696	YEAST05704	ORYLA14696
OG0003697	YEAST04962	ORYLA16755, ORYLA18863
OG0003698	YEAST03764, YEAST03185	ORYLA05043, ORYLA17728
OG0003703	YEAST00683	ORYLA07914, ORYLA19118, ORYLA07915
OG0003710	YEAST02077	ORYLA04163, ORYLA08822
OG0003712	YEAST02114	ORYLA16996, ORYLA19025
OG0003713	YEAST01549, YEAST03807	ORYLA13219, ORYLA06802
OG0003716	YEAST02390	ORYLA13136
OG0003718	YEAST05772	ORYLA08634
OG0003719	YEAST06338	ORYLA05761
OG0003721	YEAST04960	ORYLA10476, ORYLA01061
OG0003724	YEAST02365, YEAST06120	ORYLA20221
OG0003729	YEAST01543	ORYLA08395
OG0003731	YEAST04486	ORYLA00028
OG0003733	YEAST03492	ORYLA07355
OG0003734	YEAST02809, YEAST03842	ORYLA02449
OG0003735	YEAST06115	ORYLA18227
OG0003738	YEAST05605	ORYLA16804
OG0003740	YEAST01029	ORYLA14622
OG0003741	YEAST01379	ORYLA06173
OG0003743	YEAST06008, YEAST05688	ORYLA02655, ORYLA17586
OG0003744	YEAST01207	ORYLA15613, ORYLA13913
OG0003745	YEAST02618	ORYLA17929
OG0003749	YEAST04441	ORYLA15075, ORYLA11168
OG0003750	YEAST00149	ORYLA15854
OG0003756	YEAST01878	ORYLA15160
OG0003758	YEAST06133	ORYLA15779
OG0003759	YEAST03315	ORYLA16410, ORYLA01905, ORYLA01906
OG0003766	YEAST03336	ORYLA14216
OG0003767	YEAST01933, YEAST01650	ORYLA05360
OG0003769	YEAST01999	ORYLA08980
OG0003770	YEAST01234, YEAST03860	ORYLA03596
OG0003778	YEAST05796	ORYLA11149, ORYLA15322
OG0003779	YEAST04431	ORYLA16409
OG0003806	YEAST02367	ORYLA16763
OG0003807	YEAST04265, YEAST03128	ORYLA00781
OG0003808	YEAST01201	ORYLA01934
OG0003811	YEAST00417	ORYLA12803
OG0003812	YEAST00287	ORYLA19278
OG0003813	YEAST00254	ORYLA18042, ORYLA17950
OG0003818	YEAST04318	ORYLA04078
OG0003824	YEAST01468	ORYLA17763
OG0003828	YEAST02448	ORYLA02923
OG0003829	YEAST02032, YEAST01031	ORYLA06358
OG0003831	YEAST03010, YEAST05137, YEAST02344	ORYLA00352
OG0003834	YEAST06322	ORYLA06974, ORYLA12844, ORYLA15270
OG0003837	YEAST02586	ORYLA16787
OG0003838	YEAST03413	ORYLA09504, ORYLA00494
OG0003839	YEAST01736	ORYLA06804
OG0003844	YEAST06054	ORYLA00410
OG0003846	YEAST00356	ORYLA04676
OG0003848	YEAST01654	ORYLA06527, ORYLA13653
OG0003850	YEAST00228	ORYLA05996
OG0003851	YEAST06169	ORYLA09286, ORYLA06613
OG0003852	YEAST03296	ORYLA17405, ORYLA12702
OG0003853	YEAST06251	ORYLA18272
OG0003855	YEAST04936	ORYLA01615, ORYLA19634
OG0003856	YEAST03934, YEAST02710	ORYLA17087
OG0003858	YEAST01401	ORYLA04975
OG0003860	YEAST01412	ORYLA06391
OG0003866	YEAST01895	ORYLA08827
OG0003867	YEAST03558	ORYLA19092
OG0003868	YEAST01448	ORYLA19824, ORYLA12769
OG0003869	YEAST02771	ORYLA08057
OG0003875	YEAST05070	ORYLA14787
OG0003876	YEAST02423	ORYLA05675
OG0003877	YEAST04860, YEAST05867, YEAST03825	ORYLA13505
OG0003879	YEAST00463	ORYLA14824
OG0003881	YEAST03851	ORYLA19792, ORYLA19793
OG0003882	YEAST03663	ORYLA10836, ORYLA15325
OG0003886	YEAST06023	ORYLA07850
OG0003887	YEAST00028	ORYLA06119
OG0003893	YEAST05028	ORYLA04836
OG0003897	YEAST01270	ORYLA06606
OG0003899	YEAST04954	ORYLA00332
OG0003904	YEAST01732	ORYLA12590
OG0003907	YEAST02999, YEAST02288	ORYLA07524
OG0003908	YEAST01362	ORYLA00464
OG0003908	YEAST06330	ORYLA11218
OG0003910	YEAST03780	ORYLA01842
OG0003911	YEAST00032	ORYLA18945
OG0003913	YEAST03258	ORYLA01416
OG0003918	YEAST00058	ORYLA01197, ORYLA19012
OG0003921	YEAST06181	ORYLA07105
OG0003926	YEAST04138	ORYLA14433
OG0003930	YEAST03969	ORYLA15221
OG0003931	YEAST01142	ORYLA07756
OG0003934	YEAST00084	ORYLA18259, ORYLA18258
OG0003938	YEAST01566, YEAST05133	ORYLA10357
OG0003939	YEAST03211	ORYLA08294
OG0003944	YEAST01186	ORYLA06722
OG0003946	YEAST03220	ORYLA00695, ORYLA00840
OG0003947	YEAST06266, YEAST05428	ORYLA17372
OG0003949	YEAST01888	ORYLA13984
OG0003950	YEAST01409	ORYLA12030
OG0003954	YEAST02764	ORYLA05547, ORYLA11360
OG0003955	YEAST03951	ORYLA00673
OG0003959	YEAST02778	ORYLA02587
OG0003961	YEAST01991	ORYLA06267
OG0003967	YEAST05935	ORYLA00887
OG0003969	YEAST02146	ORYLA12575
OG0003971	YEAST00520	ORYLA18033
OG0003972	YEAST06331	ORYLA15470
OG0003973	YEAST06329	ORYLA18600, ORYLA00775
OG0003978	YEAST03551, YEAST00942, YEAST05399	ORYLA14729, ORYLA05034, ORYLA02781
OG0003999	YEAST05604	ORYLA09012
OG0004000	YEAST06060	ORYLA06063
OG0004005	YEAST06216	ORYLA11539
OG0004007	YEAST01456	ORYLA12862, ORYLA02441
OG0004012	YEAST00755	ORYLA03859, ORYLA03860
OG0004017	YEAST03019	ORYLA16378
OG0004023	YEAST04349	ORYLA19712
OG0004027	YEAST03587	ORYLA15966
OG0004032	YEAST02562	ORYLA00963, ORYLA09486
OG0004033	YEAST02572	ORYLA00102, ORYLA05233
OG0004035	YEAST02134	ORYLA13967, ORYLA19169
OG0004037	YEAST03371	ORYLA12889
OG0004042	YEAST05578	ORYLA12519
OG0004044	YEAST05367	ORYLA06709
OG0004047	YEAST02496	ORYLA00724, ORYLA16680
OG0004051	YEAST01772	ORYLA12291, ORYLA09890
OG0004052	YEAST03705	ORYLA13663
OG0004054	YEAST05576	ORYLA20246
OG0004056	YEAST05698	ORYLA15361, ORYLA13016
OG0004057	YEAST05620	ORYLA18803
OG0004059	YEAST00030	ORYLA09700
OG0004065	YEAST00772	ORYLA15637
OG0004067	YEAST02665	ORYLA00948
OG0004068	YEAST03461	ORYLA07587
OG0004071	YEAST02893	ORYLA19319
OG0004072	YEAST02440	ORYLA07888
OG0004076	YEAST05461	ORYLA01649, ORYLA01648
OG0004079	YEAST04385	ORYLA20439, ORYLA00169
OG0004080	YEAST00812	ORYLA10289, ORYLA07044
OG0004082	YEAST00063, YEAST05409	ORYLA06902
OG0004090	YEAST02301, YEAST02021	ORYLA13744
OG0004091	YEAST04715	ORYLA17298
OG0004092	YEAST03564, YEAST06307	ORYLA16447
OG0004096	YEAST00160	ORYLA06633, ORYLA13446
OG0004097	YEAST05039	ORYLA00951
OG0004101	YEAST03547, YEAST02901	ORYLA00034
OG0004102	YEAST05787	ORYLA08051, ORYLA05259
OG0004103	YEAST05061	ORYLA16172
OG0004105	YEAST01700, YEAST01565	ORYLA05328
OG0004110	YEAST02825	ORYLA03874, ORYLA05290
OG0004113	YEAST02059	ORYLA15528
OG0004115	YEAST00325	ORYLA06190, ORYLA19621
OG0004116	YEAST00481	ORYLA04207
OG0004118	YEAST01855	ORYLA11078, ORYLA15080, ORYLA11077
OG0004119	YEAST02170	ORYLA12671
OG0004120	YEAST01953	ORYLA04987
OG0004123	YEAST04761	ORYLA19290
OG0004124	YEAST01139	ORYLA15467, ORYLA09082
OG0004127	YEAST06097	ORYLA09061
OG0004130	YEAST03149	ORYLA05755, ORYLA05756
OG0004134	YEAST05611	ORYLA20471
OG0004136	YEAST01084	ORYLA15892
OG0004142	YEAST05774	ORYLA19228
OG0004148	YEAST00867	ORYLA08231, ORYLA19465
OG0004150	YEAST04690	ORYLA18859
OG0004151	YEAST04284	ORYLA16600
OG0004153	YEAST05958, YEAST04386, YEAST00290	ORYLA01191
OG0004154	YEAST05587	ORYLA10398
OG0004158	YEAST03379	ORYLA08591, ORYLA09357, ORYLA08876
OG0004161	YEAST04124	ORYLA08743
OG0004162	YEAST04517	ORYLA16508
OG0004164	YEAST05923	ORYLA03880, ORYLA08087, ORYLA04989
OG0004166	YEAST00189	ORYLA15487
OG0004168	YEAST03028	ORYLA03465
OG0004169	YEAST05813	ORYLA16635
OG0004170	YEAST05906	ORYLA04409
OG0004171	YEAST04501	ORYLA03005
OG0004179	YEAST01050	ORYLA15111, ORYLA16660, ORYLA08320
OG0004181	YEAST03406	ORYLA00305
OG0004182	YEAST03699	ORYLA03175, ORYLA03174
OG0004184	YEAST00127	ORYLA04652, ORYLA04653
