Orthogroup	YEAST	BRALA
OG0002847	YEAST02294	BRALA34792, BRALA32784, BRALA33572, BRALA35862, BRALA34974, BRALA35961, BRALA35427, BRALA33880, BRALA34783, BRALA32785
OG0002851	YEAST04951	BRALA08964, BRALA08963
OG0002855	YEAST00137	BRALA23875
OG0002860	YEAST02712	BRALA13051
OG0002866	YEAST01136	BRALA08893
OG0002876	YEAST02348	BRALA19475
OG0002877	YEAST04537	BRALA08464
OG0002891	YEAST03205	BRALA00908
OG0002893	YEAST03653	BRALA05902, BRALA13319, BRALA12122, BRALA13317, BRALA13318
OG0002894	YEAST00906	BRALA23468
OG0002895	YEAST01471, YEAST05353, YEAST05456	BRALA28500
OG0002897	YEAST06308	BRALA00556
OG0002899	YEAST00283	BRALA34979, BRALA32336
OG0002900	YEAST05306	BRALA10711
OG0002907	YEAST02061	BRALA09540
OG0002910	YEAST00223	BRALA02029
OG0002915	YEAST02264	BRALA03120
OG0002917	YEAST03703	BRALA11721
OG0002921	YEAST06254	BRALA17412, BRALA29375
OG0002922	YEAST01261	BRALA16350
OG0002947	YEAST00232	BRALA04381, BRALA04382
OG0002948	YEAST03584	BRALA08604, BRALA08603
OG0002949	YEAST00419, YEAST06063	BRALA34128
OG0002952	YEAST05257	BRALA16977
OG0002953	YEAST03034	BRALA20438
OG0002957	YEAST03253	BRALA29901
OG0002960	YEAST05502	BRALA17530
OG0002965	YEAST03804	BRALA06727
OG0002966	YEAST06059	BRALA23093
OG0002968	YEAST00199	BRALA10191, BRALA16921, BRALA16922
OG0002969	YEAST00655	BRALA14067, BRALA14066
OG0002982	YEAST02471	BRALA31857
OG0002984	YEAST00961, YEAST01144	BRALA10452
OG0002985	YEAST02147	BRALA16955
OG0002987	YEAST02970, YEAST00081, YEAST02488	BRALA16295
OG0002991	YEAST03345, YEAST01842	BRALA24373
OG0002997	YEAST02374	BRALA22094, BRALA00683
OG0003001	YEAST01497	BRALA11352
OG0003004	YEAST02183	BRALA28835
OG0003006	YEAST00899	BRALA30180
OG0003010	YEAST03035	BRALA02051
OG0003012	YEAST04512	BRALA17182
OG0003016	YEAST04810	BRALA08068
OG0003017	YEAST02213	BRALA18273
OG0003018	YEAST01635, YEAST01949	BRALA31319
OG0003020	YEAST04851	BRALA19979
OG0003027	YEAST05498	BRALA09779
OG0003028	YEAST05822	BRALA01708
OG0003029	YEAST04523	BRALA19961
OG0003033	YEAST02457, YEAST02640	BRALA33535
OG0003039	YEAST00055	BRALA09562
OG0003043	YEAST02551	BRALA15954
OG0003046	YEAST01632	BRALA09266
OG0003054	YEAST04909, YEAST05341	BRALA14292
OG0003056	YEAST02257	BRALA16866
OG0003059	YEAST02832, YEAST03675	BRALA24717
OG0003063	YEAST00204	BRALA20041
OG0003066	YEAST00969	BRALA02294
OG0003067	YEAST03159	BRALA16399
OG0003072	YEAST05076	BRALA28497
OG0003073	YEAST00167	BRALA07212
OG0003079	YEAST01019	BRALA14566
OG0003101	YEAST01357	BRALA14766
OG0003104	YEAST00861	BRALA17529
OG0003105	YEAST04282	BRALA29850
OG0003106	YEAST03619	BRALA09165
OG0003107	YEAST00029	BRALA03151
OG0003108	YEAST00796	BRALA23025
OG0003110	YEAST02197	BRALA14243
OG0003114	YEAST00453, YEAST02426	BRALA15227
OG0003119	YEAST00778	BRALA29056
OG0003121	YEAST03190	BRALA15041
OG0003126	YEAST00300	BRALA01091
OG0003131	YEAST04435, YEAST04350	BRALA24254
OG0003135	YEAST02069	BRALA26114, BRALA34295
OG0003138	YEAST01790, YEAST00784	BRALA24387
OG0003145	YEAST06012	BRALA23671
OG0003147	YEAST03729	BRALA16312
OG0003151	YEAST03910	BRALA28902
OG0003153	YEAST05438	BRALA20237
OG0003154	YEAST00694	BRALA09778
OG0003157	YEAST01203	BRALA18717
OG0003164	YEAST05549, YEAST04492	BRALA08232
OG0003169	YEAST04410	BRALA01179
OG0003172	YEAST06030	BRALA14091
OG0003174	YEAST06178	BRALA15910
OG0003178	YEAST05823	BRALA30304
OG0003179	YEAST00905	BRALA04006
OG0003182	YEAST05565	BRALA19997
OG0003189	YEAST00820	BRALA28089, BRALA26188
OG0003190	YEAST02550	BRALA00193, BRALA00194
OG0003191	YEAST01068	BRALA04704
OG0003193	YEAST02494	BRALA06151
OG0003197	YEAST06274	BRALA14254
OG0003199	YEAST04961	BRALA17301
OG0003207	YEAST04056	BRALA19743
OG0003212	YEAST05531	BRALA21845
OG0003214	YEAST03701	BRALA11877
OG0003215	YEAST04373	BRALA11919
OG0003218	YEAST04068	BRALA27140
OG0003220	YEAST03417, YEAST00186	BRALA35865, BRALA29359, BRALA35967
OG0003221	YEAST05064	BRALA13791
OG0003223	YEAST04472	BRALA03348
OG0003228	YEAST06187	BRALA28908
OG0003230	YEAST05487	BRALA16395
OG0003234	YEAST00760	BRALA08065
OG0003235	YEAST06282	BRALA28961
OG0003251	YEAST05338, YEAST04904	BRALA03131
OG0003254	YEAST03911	BRALA10884
OG0003257	YEAST02741	BRALA10821
OG0003263	YEAST05333	BRALA27485
OG0003264	YEAST03398	BRALA16693
OG0003266	YEAST05585	BRALA25697
OG0003267	YEAST02516	BRALA06736
OG0003270	YEAST01372, YEAST05351, YEAST01476	BRALA10979, BRALA10980, BRALA10981
OG0003277	YEAST03706	BRALA12741
OG0003283	YEAST02779	BRALA09386
OG0003284	YEAST02184	BRALA07080
OG0003287	YEAST00166	BRALA23219
OG0003288	YEAST05062	BRALA18702
OG0003290	YEAST06325	BRALA03644
OG0003295	YEAST06127	BRALA35560, BRALA35974, BRALA29714
OG0003300	YEAST03316	BRALA02469, BRALA02470, BRALA02468, BRALA02471, BRALA02472
OG0003301	YEAST03267	BRALA12896
OG0003302	YEAST04633	BRALA03648
OG0003303	YEAST05878	BRALA31282
OG0003304	YEAST01018	BRALA25466, BRALA01097, BRALA14452
OG0003316	YEAST04887	BRALA05665
OG0003317	YEAST03051	BRALA25346, BRALA25347
OG0003318	YEAST02158	BRALA25729
OG0003332	YEAST02945, YEAST00447	BRALA16700
OG0003335	YEAST01260	BRALA18893
OG0003340	YEAST04972	BRALA13754
OG0003341	YEAST00990	BRALA22123
OG0003343	YEAST04356, YEAST06258	BRALA14934
OG0003344	YEAST04764	BRALA16634
OG0003348	YEAST02844	BRALA15993
OG0003349	YEAST00235, YEAST04798	BRALA03624
OG0003356	YEAST02937	BRALA20221
OG0003357	YEAST04240, YEAST02522	BRALA28370
OG0003364	YEAST00730	BRALA19189
OG0003366	YEAST05276, YEAST03075	BRALA13308
OG0003373	YEAST03755	BRALA02259
OG0003374	YEAST03627	BRALA32765
OG0003375	YEAST03722	BRALA16607
OG0003377	YEAST03340	BRALA30976
OG0003380	YEAST00529	BRALA19352
OG0003381	YEAST03447, YEAST01380	BRALA18296
OG0003382	YEAST01627	BRALA02288, BRALA02289, BRALA02290
OG0003386	YEAST02725	BRALA30819
OG0003425	YEAST05084	BRALA13514, BRALA13513
OG0003426	YEAST05251	BRALA28983
OG0003428	YEAST04550, YEAST01154	BRALA26986, BRALA33909
OG0003429	YEAST05921	BRALA02516
OG0003430	YEAST04732	BRALA25695
OG0003434	YEAST02689	BRALA00541
OG0003435	YEAST05483	BRALA26136, BRALA30163, BRALA35827
OG0003441	YEAST05981	BRALA20520
OG0003443	YEAST06032	BRALA15200
OG0003454	YEAST04088	BRALA14039
OG0003458	YEAST00169	BRALA21912, BRALA09460
OG0003461	YEAST05752, YEAST04759	BRALA29779
OG0003463	YEAST02371	BRALA13330
OG0003464	YEAST05120	BRALA27365, BRALA23056
OG0003465	YEAST02874	BRALA21319
OG0003467	YEAST01278	BRALA12491
OG0003476	YEAST01588	BRALA34458
OG0003477	YEAST03665	BRALA21273
OG0003483	YEAST06074	BRALA32124
OG0003487	YEAST03066	BRALA16372
OG0003491	YEAST03514	BRALA06006
OG0003493	YEAST01076	BRALA05370
OG0003497	YEAST00758	BRALA17605
OG0003498	YEAST05680	BRALA09693
OG0003500	YEAST03303, YEAST02683	BRALA15207
OG0003501	YEAST01421	BRALA01350
OG0003502	YEAST02519	BRALA34217, BRALA32822
OG0003503	YEAST00400	BRALA35054, BRALA35912
OG0003505	YEAST00697	BRALA03121
OG0003509	YEAST02850	BRALA05520
OG0003515	YEAST00923	BRALA18725
OG0003518	YEAST04809	BRALA01598, BRALA01597
OG0003523	YEAST05393	BRALA15819
OG0003531	YEAST00465	BRALA34155
OG0003532	YEAST05810	BRALA28381
OG0003539	YEAST03774	BRALA09265
OG0003541	YEAST01314	BRALA19973
OG0003543	YEAST01290	BRALA02287, BRALA02291
OG0003544	YEAST00251	BRALA04094
OG0003550	YEAST06166	BRALA18608
OG0003551	YEAST01826	BRALA01030
OG0003552	YEAST04163	BRALA23094
OG0003556	YEAST05216	BRALA01809
OG0003560	YEAST02357, YEAST05925	BRALA26145
OG0003561	YEAST06100	BRALA28633
OG0003562	YEAST00960	BRALA14777
OG0003565	YEAST03392	BRALA01127
OG0003567	YEAST04838	BRALA02050, BRALA28180, BRALA33385, BRALA28183, BRALA35371
OG0003568	YEAST04328	BRALA25412, BRALA28427
OG0003570	YEAST03562, YEAST04635	BRALA00798
OG0003571	YEAST05553	BRALA31602, BRALA34916
OG0003573	YEAST00597	BRALA14969
OG0003578	YEAST05031	BRALA29478, BRALA23275
OG0003579	YEAST05446	BRALA03835
OG0003582	YEAST03174	BRALA19721
OG0003598	YEAST00803	BRALA18339, BRALA18340
OG0003599	YEAST04133	BRALA30350, BRALA33877
OG0003603	YEAST03529	BRALA06241
OG0003610	YEAST02573	BRALA09770
OG0003611	YEAST01054	BRALA24495
OG0003612	YEAST00808	BRALA00833, BRALA00834
OG0003613	YEAST02366	BRALA11000, BRALA11079
OG0003615	YEAST01638	BRALA05371
OG0003617	YEAST01843	BRALA23864
OG0003617	YEAST04802, YEAST04398	BRALA23865
OG0003618	YEAST00747	BRALA30067
OG0003619	YEAST04756	BRALA28306
OG0003624	YEAST00147	BRALA32206, BRALA34546, BRALA32644, BRALA32425
OG0003630	YEAST04845	BRALA29277
OG0003632	YEAST02125	BRALA35240, BRALA22349
OG0003638	YEAST00956	BRALA12059
OG0003641	YEAST04061, YEAST01158	BRALA22029
OG0003643	YEAST03144	BRALA20230, BRALA05378, BRALA17185, BRALA07011
OG0003644	YEAST01545	BRALA10140
OG0003645	YEAST05809, YEAST05493	BRALA13185
OG0003646	YEAST02349	BRALA22868
OG0003647	YEAST04352, YEAST04433	BRALA16527
OG0003649	YEAST00203	BRALA01612
OG0003650	YEAST00737, YEAST04997	BRALA13666
OG0003659	YEAST00140	BRALA07055
OG0003661	YEAST02758	BRALA00518, BRALA23938
OG0003664	YEAST03791	BRALA25355
OG0003668	YEAST06168	BRALA16595
OG0003669	YEAST02813	BRALA01156
OG0003672	YEAST03137	BRALA18633
OG0003676	YEAST03110	BRALA10096, BRALA14472
OG0003678	YEAST02330	BRALA05291
OG0003679	YEAST03223	BRALA16005, BRALA21232, BRALA26522, BRALA26365, BRALA21231
OG0003682	YEAST00571	BRALA10785, BRALA10910
OG0003687	YEAST02527, YEAST04246	BRALA14064
OG0003688	YEAST01333, YEAST05362, YEAST00376	BRALA26787, BRALA05434
OG0003689	YEAST04232	BRALA09157
OG0003690	YEAST01162	BRALA33355, BRALA34982
OG0003692	YEAST00692	BRALA28877
OG0003693	YEAST05304	BRALA09225
OG0003694	YEAST01453	BRALA07902
OG0003696	YEAST05704	BRALA20035
OG0003697	YEAST04962	BRALA16767
OG0003698	YEAST03764, YEAST03185	BRALA21409
OG0003703	YEAST00683	BRALA02399
OG0003710	YEAST02077	BRALA29789
OG0003712	YEAST02114	BRALA11231
OG0003713	YEAST01549, YEAST03807	BRALA01757
OG0003716	YEAST02390	BRALA32334
OG0003718	YEAST05772	BRALA07126
OG0003719	YEAST06338	BRALA14607
OG0003721	YEAST04960	BRALA12038
OG0003724	YEAST02365, YEAST06120	BRALA05473
OG0003729	YEAST01543	BRALA06888, BRALA06951
OG0003731	YEAST04486	BRALA21198
OG0003733	YEAST03492	BRALA01134, BRALA01135
OG0003734	YEAST02809, YEAST03842	BRALA21794
OG0003735	YEAST06115	BRALA34167
OG0003738	YEAST05605	BRALA18659
OG0003741	YEAST01379	BRALA29769
OG0003743	YEAST06008, YEAST05688	BRALA23724
OG0003744	YEAST01207	BRALA24796
OG0003745	YEAST02618	BRALA06719, BRALA03263, BRALA30410
OG0003749	YEAST04441	BRALA26426, BRALA26425
OG0003750	YEAST00149	BRALA18863
OG0003756	YEAST01878	BRALA19970
OG0003758	YEAST06133	BRALA00093
OG0003759	YEAST03315	BRALA05624
OG0003767	YEAST01933, YEAST01650	BRALA03143
OG0003769	YEAST01999	BRALA26566
OG0003770	YEAST01234, YEAST03860	BRALA19409
OG0003778	YEAST05796	BRALA19187
OG0003779	YEAST04431	BRALA31824
OG0003806	YEAST02367	BRALA06429
OG0003807	YEAST04265, YEAST03128	BRALA25353
OG0003808	YEAST01201	BRALA10356
OG0003811	YEAST00417	BRALA19420
OG0003812	YEAST00287	BRALA05555
OG0003813	YEAST00254	BRALA03804
OG0003818	YEAST04318	BRALA21446
OG0003824	YEAST01468	BRALA21415
OG0003828	YEAST02448	BRALA27337
OG0003829	YEAST02032, YEAST01031	BRALA02842
OG0003831	YEAST03010, YEAST05137, YEAST02344	BRALA11875
OG0003834	YEAST06322	BRALA27607
OG0003837	YEAST02586	BRALA19478
OG0003839	YEAST01736	BRALA02789
OG0003844	YEAST06054	BRALA16546
OG0003846	YEAST00356	BRALA21704
OG0003848	YEAST01654	BRALA21811
OG0003850	YEAST00228	BRALA19297
OG0003851	YEAST06169	BRALA10650, BRALA10712
OG0003852	YEAST03296	BRALA04443
OG0003853	YEAST06251	BRALA15182
OG0003855	YEAST04936	BRALA15994
OG0003856	YEAST03934, YEAST02710	BRALA06378
OG0003858	YEAST01401	BRALA15163
OG0003866	YEAST01895	BRALA23698
OG0003867	YEAST03558	BRALA19611
OG0003868	YEAST01448	BRALA21807
OG0003869	YEAST02771	BRALA14443
OG0003875	YEAST05070	BRALA35166, BRALA34606, BRALA35940, BRALA34443
OG0003876	YEAST02423	BRALA00896
OG0003877	YEAST04860, YEAST05867, YEAST03825	BRALA23816
OG0003879	YEAST00463	BRALA15031
OG0003881	YEAST03851	BRALA24783
OG0003882	YEAST03663	BRALA03161
OG0003886	YEAST06023	BRALA04852
OG0003887	YEAST00028	BRALA26855, BRALA20668
OG0003893	YEAST05028	BRALA24429
OG0003897	YEAST01270	BRALA24446
OG0003899	YEAST04954	BRALA08278
OG0003904	YEAST01732	BRALA04276, BRALA04277, BRALA04278
OG0003907	YEAST02999, YEAST02288	BRALA11770, BRALA22735
OG0003908	YEAST01362	BRALA16606
OG0003908	YEAST06330	BRALA17141
OG0003910	YEAST03780	BRALA23005
OG0003911	YEAST00032	BRALA13724
OG0003913	YEAST03258	BRALA05130
OG0003918	YEAST00058	BRALA03733
OG0003921	YEAST06181	BRALA09641
OG0003926	YEAST04138	BRALA05443
OG0003929	YEAST04489, YEAST01422	BRALA34730, BRALA06612
OG0003930	YEAST03969	BRALA02295
OG0003931	YEAST01142	BRALA25275
OG0003934	YEAST00084	BRALA01058
OG0003938	YEAST01566, YEAST05133	BRALA24502
OG0003939	YEAST03211	BRALA05196
OG0003944	YEAST01186	BRALA12422
OG0003946	YEAST03220	BRALA21665
OG0003947	YEAST06266, YEAST05428	BRALA29298
OG0003949	YEAST01888	BRALA02048, BRALA07193, BRALA30122, BRALA20244, BRALA02045
OG0003950	YEAST01409	BRALA02049
OG0003954	YEAST02764	BRALA16702
OG0003955	YEAST03951	BRALA20185
OG0003959	YEAST02778	BRALA02632, BRALA23661
OG0003961	YEAST01991	BRALA09640
OG0003967	YEAST05935	BRALA26387
OG0003969	YEAST02146	BRALA31035
OG0003971	YEAST00520	BRALA17785
OG0003972	YEAST06331	BRALA03399
OG0003973	YEAST06329	BRALA22301
OG0003999	YEAST05604	BRALA00082
OG0004000	YEAST06060	BRALA28671
OG0004005	YEAST06216	BRALA14573
OG0004007	YEAST01456	BRALA01057
OG0004012	YEAST00755	BRALA21712
OG0004017	YEAST03019	BRALA15067
OG0004023	YEAST04349	BRALA27308
OG0004027	YEAST03587	BRALA35222
OG0004032	YEAST02562	BRALA12147
OG0004033	YEAST02572	BRALA13287
OG0004035	YEAST02134	BRALA20551
OG0004037	YEAST03371	BRALA29961
OG0004042	YEAST05578	BRALA14677
OG0004044	YEAST05367	BRALA10276
OG0004047	YEAST02496	BRALA04429, BRALA18670, BRALA08115
OG0004051	YEAST01772	BRALA10732
OG0004052	YEAST03705	BRALA07966
OG0004054	YEAST05576	BRALA28842
OG0004056	YEAST05698	BRALA04140
OG0004057	YEAST05620	BRALA08841
OG0004059	YEAST00030	BRALA22286
OG0004065	YEAST00772	BRALA17282
OG0004067	YEAST02665	BRALA11637
OG0004068	YEAST03461	BRALA34877, BRALA19301
OG0004071	YEAST02893	BRALA18327
OG0004072	YEAST02440	BRALA17054
OG0004075	YEAST02332	BRALA26090
OG0004076	YEAST05461	BRALA15154
OG0004079	YEAST04385	BRALA08294
OG0004080	YEAST00812	BRALA20296
OG0004082	YEAST00063, YEAST05409	BRALA01474
OG0004090	YEAST02301, YEAST02021	BRALA11298
OG0004091	YEAST04715	BRALA00652
OG0004092	YEAST03564, YEAST06307	BRALA07368
OG0004096	YEAST00160	BRALA14331, BRALA21352, BRALA21353
OG0004097	YEAST05039	BRALA13028
OG0004101	YEAST03547, YEAST02901	BRALA04835
OG0004102	YEAST05787	BRALA35263, BRALA34474
OG0004103	YEAST05061	BRALA12428, BRALA14730
OG0004105	YEAST01700, YEAST01565	BRALA13768
OG0004110	YEAST02825	BRALA23943
OG0004113	YEAST02059	BRALA20061
OG0004115	YEAST00325	BRALA19617
OG0004116	YEAST00481	BRALA25003
OG0004118	YEAST01855	BRALA12736
OG0004119	YEAST02170	BRALA11157, BRALA08493
OG0004120	YEAST01953	BRALA23954
OG0004123	YEAST04761	BRALA14695
OG0004124	YEAST01139	BRALA30068
OG0004127	YEAST06097	BRALA16633
OG0004130	YEAST03149	BRALA09545
OG0004134	YEAST05611	BRALA16353
OG0004136	YEAST01084	BRALA00698, BRALA29816
OG0004142	YEAST05774	BRALA19738
OG0004148	YEAST00867	BRALA18127
OG0004150	YEAST04690	BRALA21716
OG0004151	YEAST04284	BRALA19064
OG0004153	YEAST05958, YEAST04386, YEAST00290	BRALA03854
OG0004154	YEAST05587	BRALA10484, BRALA09813
OG0004158	YEAST03379	BRALA04798
OG0004161	YEAST04124	BRALA34496, BRALA03572
OG0004162	YEAST04517	BRALA23043
OG0004164	YEAST05923	BRALA03976, BRALA31557, BRALA03977
OG0004166	YEAST00189	BRALA16339
OG0004168	YEAST03028	BRALA19364
OG0004169	YEAST05813	BRALA13050
OG0004170	YEAST05906	BRALA34920, BRALA22914
OG0004171	YEAST04501	BRALA08003
OG0004179	YEAST01050	BRALA16718
OG0004181	YEAST03406	BRALA15876
OG0004182	YEAST03699	BRALA19314
OG0004184	YEAST00127	BRALA33857, BRALA35027
OG0004186	YEAST04981	BRALA20859
OG0004188	YEAST02761	BRALA30311
OG0004198	YEAST02869, YEAST03548	BRALA04321
OG0004215	YEAST04590	BRALA22830
OG0004217	YEAST01257	BRALA11886
OG0004219	YEAST00912	BRALA29982, BRALA29983, BRALA33234
OG0004222	YEAST05826	BRALA26148
OG0004230	YEAST02220	BRALA25002
OG0004232	YEAST05931	BRALA35546, BRALA35590, BRALA34888, BRALA34160
OG0004236	YEAST05432	BRALA21571
OG0004237	YEAST04445, YEAST04344	BRALA11898
OG0004239	YEAST05144	BRALA02912
OG0004243	YEAST00306	BRALA11315
OG0004245	YEAST00859	BRALA35301, BRALA34355
OG0004248	YEAST03678	BRALA05741
OG0004249	YEAST02740	BRALA08296
OG0004250	YEAST05543	BRALA29141
OG0004252	YEAST05178	BRALA02512
OG0004254	YEAST03900	BRALA03749
OG0004258	YEAST00665	BRALA19445
OG0004259	YEAST03730	BRALA09457
OG0004261	YEAST02564	BRALA19111
OG0004262	YEAST02368	BRALA34766, BRALA21467
OG0004268	YEAST00496	BRALA12493
OG0004269	YEAST04758	BRALA05544
OG0004273	YEAST02547	BRALA06404
OG0004278	YEAST00243	BRALA14565
OG0004280	YEAST05895	BRALA23682, BRALA18212
OG0004282	YEAST02575, YEAST06242	BRALA14728
OG0004283	YEAST04184	BRALA22939
OG0004287	YEAST01708	BRALA17769
OG0004289	YEAST05719	BRALA15160
OG0004291	YEAST00852	BRALA31457
OG0004292	YEAST02537	BRALA05406
OG0004295	YEAST05946	BRALA01000
OG0004297	YEAST01463	BRALA10358
OG0004300	YEAST05309	BRALA32511
OG0004301	YEAST03850	BRALA32145
OG0004302	YEAST05203	BRALA29476
OG0004303	YEAST02492	BRALA05979
OG0004304	YEAST02425, YEAST05929	BRALA29843
OG0004305	YEAST02123	BRALA14639
OG0004307	YEAST04592	BRALA11162
OG0004308	YEAST04835	BRALA23893
OG0004309	YEAST05924	BRALA03711
OG0004310	YEAST05001	BRALA07958
OG0004312	YEAST03330	BRALA16894
OG0004314	YEAST00500	BRALA02958
OG0004324	YEAST04322	BRALA09811
OG0004330	YEAST06277	BRALA10844
OG0004331	YEAST06230	BRALA25017
OG0004333	YEAST01391	BRALA14711
OG0004335	YEAST01057	BRALA11786
OG0004337	YEAST05652	BRALA11506
OG0004338	YEAST05023	BRALA22739
OG0004344	YEAST02441	BRALA04177
OG0004345	YEAST04894	BRALA10189
OG0004347	YEAST04515	BRALA23589
OG0004348	YEAST03956	BRALA12127
OG0004350	YEAST04742	BRALA12360
OG0004351	YEAST04167	BRALA18778
OG0004353	YEAST05143	BRALA26681
OG0004356	YEAST02877	BRALA18746
OG0004357	YEAST02304	BRALA09608
OG0004358	YEAST01304	BRALA15298
OG0004359	YEAST01873	BRALA22732
OG0004364	YEAST00647	BRALA23445
OG0004366	YEAST01097	BRALA20008, BRALA20010
OG0004369	YEAST04013	BRALA02910
OG0004370	YEAST02378	BRALA13645
OG0004374	YEAST00556	BRALA29279
OG0004377	YEAST05181	BRALA22650, BRALA22649
OG0004378	YEAST03291	BRALA29460
OG0004380	YEAST04825	BRALA31059
OG0004382	YEAST03218	BRALA01390
OG0004394	YEAST00619	BRALA31576
OG0004396	YEAST01668	BRALA05724
OG0004400	YEAST03238, YEAST03731	BRALA09786
OG0004401	YEAST04219	BRALA00557
OG0004402	YEAST05942	BRALA35050
OG0004404	YEAST00833, YEAST00883	BRALA12217
OG0004417	YEAST03358	BRALA00783
OG0004426	YEAST01028	BRALA30364
OG0004460	YEAST06162	BRALA12464
OG0004462	YEAST03397	BRALA14199
OG0004468	YEAST04439	BRALA29411
OG0004472	YEAST06199	BRALA29153
OG0004479	YEAST00474	BRALA28094, BRALA03563, BRALA28093
OG0004484	YEAST01989	BRALA08580
OG0004486	YEAST00968	BRALA03457
OG0004489	YEAST03700	BRALA18946
OG0004490	YEAST02887	BRALA08921
OG0004494	YEAST03738	BRALA21955
OG0004495	YEAST00946	BRALA13392
OG0004498	YEAST02716	BRALA03323
OG0004500	YEAST04651	BRALA01903
OG0004503	YEAST02385	BRALA08167, BRALA18736
OG0004505	YEAST01701	BRALA04628
OG0004506	YEAST06061	BRALA18627
OG0004507	YEAST04994	BRALA21608
OG0004512	YEAST01510	BRALA22481
OG0004513	YEAST04235	BRALA04514
OG0004515	YEAST05737	BRALA24074
OG0004519	YEAST01596	BRALA09425
OG0004520	YEAST06001, YEAST05696	BRALA12190
OG0004525	YEAST03937	BRALA20597
OG0004526	YEAST02603	BRALA21793
OG0004529	YEAST03981	BRALA18758
OG0004535	YEAST02221	BRALA26230
OG0004538	YEAST02750	BRALA12040
OG0004541	YEAST02645, YEAST03788, YEAST04781	BRALA29235
OG0004542	YEAST04816, YEAST04623	BRALA24298
OG0004545	YEAST02071	BRALA28871
OG0004546	YEAST04485	BRALA21732
OG0004551	YEAST00426	BRALA32474, BRALA32475
OG0004554	YEAST05640, YEAST04172	BRALA14413
OG0004559	YEAST04428	BRALA23018
OG0004563	YEAST04325	BRALA15038
OG0004566	YEAST02192	BRALA01904
OG0004567	YEAST05747	BRALA12845, BRALA12850
OG0004571	YEAST02127	BRALA10635
OG0004573	YEAST00677	BRALA32832, BRALA34747, BRALA35237
OG0004579	YEAST00134	BRALA09331
OG0004581	YEAST03583, YEAST04618	BRALA14290
OG0004582	YEAST04377	BRALA00706
OG0004583	YEAST05833	BRALA01776
OG0004584	YEAST03457	BRALA22981
OG0004585	YEAST01153	BRALA25633
OG0004590	YEAST03622, YEAST00886	BRALA28418
OG0004593	YEAST01231	BRALA28884
OG0004606	YEAST05926	BRALA21148, BRALA34943
OG0004609	YEAST05326	BRALA33091
OG0004610	YEAST04487, YEAST01427	BRALA17107
OG0004611	YEAST04613	BRALA12585
OG0004612	YEAST02359	BRALA28657, BRALA00024
OG0004616	YEAST00250, YEAST02830	BRALA06969
OG0004619	YEAST03531	BRALA20299
OG0004623	YEAST04421	BRALA01754, BRALA09097
OG0004626	YEAST00427	BRALA16134
OG0004630	YEAST01322, YEAST02951	BRALA27521
OG0004633	YEAST03510	BRALA27276
OG0004634	YEAST00262, YEAST00249	BRALA05479
OG0004635	YEAST02703	BRALA31719
OG0004639	YEAST02924	BRALA23114
OG0004648	YEAST04721, YEAST05892	BRALA27204
OG0004649	YEAST02284	BRALA26873
OG0004651	YEAST01146	BRALA28079
OG0004654	YEAST00988	BRALA25532
OG0004655	YEAST01640	BRALA07762
OG0004656	YEAST04281	BRALA23741
OG0004657	YEAST00473	BRALA05637
OG0004658	YEAST04140	BRALA23896
OG0004659	YEAST02251	BRALA19760
OG0004660	YEAST06221, YEAST00721	BRALA18844
OG0004663	YEAST01161	BRALA33957, BRALA33872
OG0004664	YEAST05162	BRALA28864, BRALA28863
OG0004668	YEAST01610	BRALA26953
OG0004669	YEAST00949	BRALA31710
OG0004670	YEAST03416	BRALA11400
OG0004671	YEAST02606	BRALA34470, BRALA34664, BRALA33814, BRALA34282, BRALA34594
OG0004674	YEAST05448	BRALA21747
OG0004675	YEAST05072, YEAST02983	BRALA01751
OG0004676	YEAST05785, YEAST00056, YEAST02694	BRALA22511
OG0004678	YEAST02777, YEAST04846	BRALA10033
OG0004682	YEAST02876	BRALA03899
OG0004683	YEAST00676	BRALA26125
OG0004684	YEAST05643	BRALA26124
OG0004685	YEAST04200	BRALA29447
OG0004687	YEAST00982	BRALA19729
OG0004691	YEAST00819	BRALA31036
OG0004699	YEAST05453	BRALA07186
OG0004702	YEAST03387	BRALA32995, BRALA07211
OG0004703	YEAST00841	BRALA26823
OG0004705	YEAST05591	BRALA08213
OG0004708	YEAST04540	BRALA00406
OG0004711	YEAST03281	BRALA08263
OG0004715	YEAST00409	BRALA01981, BRALA01859, BRALA10682, BRALA24686, BRALA24655, BRALA27737, BRALA01858, BRALA32726, BRALA09174, BRALA24685, BRALA00478
OG0004728	YEAST04662, YEAST00882	BRALA19112
OG0004733	YEAST06337	BRALA17604
OG0004735	YEAST04508	BRALA05427
OG0004739	YEAST01817	BRALA03271, BRALA03272
OG0004740	YEAST04029	BRALA29145, BRALA20852
OG0004743	YEAST04299	BRALA08286
OG0004747	YEAST01134	BRALA28438
OG0004748	YEAST03942	BRALA09674
OG0004749	YEAST05904	BRALA20020
OG0004753	YEAST04746	BRALA13874
OG0004755	YEAST03690	BRALA27359, BRALA27358
OG0004756	YEAST03704	BRALA09680
OG0004759	YEAST02912	BRALA22261
OG0004760	YEAST01847	BRALA13716
OG0004764	YEAST04443, YEAST04345	BRALA05324
OG0004765	YEAST02487	BRALA00991
OG0004766	YEAST01053	BRALA24690
OG0004767	YEAST03559	BRALA10440
OG0004768	YEAST02666	BRALA11889
