Orthogroup	PFLAV	AENJA_ok
OG0002224	TCONS_00030817.p1	AENJA_02077
OG0002225	TCONS_00009830.p1	AENJA_02179
OG0002226	TCONS_00054518.p1	AENJA_02285
OG0002227	TCONS_00031331.p1	AENJA_02304
OG0002228	TCONS_00013201.p1	AENJA_02422
OG0002229	TCONS_00006706.p1	AENJA_02540
OG0002230	TCONS_00045471.p1, TCONS_00023786.p1, TCONS_00051178.p1, TCONS_00045676.p1, TCONS_00023363.p1	AENJA_02575
OG0002231	TCONS_00021859.p1	AENJA_04090
OG0002231	TCONS_00021288.p1, TCONS_00021282.p1, TCONS_00021301.p1, TCONS_00021280.p1, TCONS_00021283.p1	AENJA_03185
OG0002232	TCONS_00049393.p1	AENJA_03588, AENJA_03587
OG0002233	TCONS_00046719.p1, TCONS_00045705.p1	AENJA_04151
OG0002234	TCONS_00014124.p1	AENJA_04207
OG0002235	TCONS_00026289.p1	AENJA_04311
OG0002236	TCONS_00017143.p1	AENJA_04718
OG0002237	TCONS_00000299.p1	AENJA_04721
OG0002238	TCONS_00001668.p1	AENJA_26044
OG0002238	TCONS_00010736.p1	AENJA_05072
OG0002238	TCONS_00028720.p1	AENJA_17042
OG0002239	TCONS_00029057.p1	AENJA_05630
OG0002240	TCONS_00050321.p1, TCONS_00050336.p1	AENJA_05936, AENJA_05935
OG0002241	TCONS_00004764.p1	AENJA_06217
OG0002243	TCONS_00030813.p1	AENJA_06283
OG0002244	TCONS_00042618.p1	AENJA_11508
OG0002245	TCONS_00017353.p1, TCONS_00017373.p1, TCONS_00017375.p1	AENJA_06958
OG0002246	TCONS_00029421.p1	AENJA_07026
OG0002248	TCONS_00030500.p1	AENJA_08886
OG0002249	TCONS_00052793.p1, TCONS_00053885.p1	AENJA_08994
OG0002251	TCONS_00026075.p1	AENJA_09492
OG0002252	TCONS_00014590.p1	AENJA_09873
OG0002253	TCONS_00009959.p1	AENJA_10170
OG0002254	TCONS_00026133.p1, TCONS_00026132.p1, TCONS_00026129.p1, TCONS_00026127.p1	AENJA_10285, AENJA_10284
OG0002255	TCONS_00009456.p1	AENJA_11216
OG0002255	TCONS_00008291.p1	AENJA_22320
OG0002256	TCONS_00024045.p1	AENJA_11307
OG0002257	TCONS_00020278.p1	AENJA_13140
OG0002257	TCONS_00020279.p1, TCONS_00020290.p1	AENJA_23797
OG0002258	TCONS_00004999.p1	AENJA_13193
OG0002259	TCONS_00006203.p1	AENJA_13195
OG0002260	TCONS_00010143.p1	AENJA_13335
OG0002261	TCONS_00013936.p1	AENJA_13619
OG0002262	TCONS_00054929.p1	AENJA_14021
OG0002263	TCONS_00022686.p1	AENJA_14525
OG0002264	TCONS_00000524.p1	AENJA_14565
OG0002265	TCONS_00045650.p1	AENJA_14678
OG0002266	TCONS_00012478.p1	AENJA_15317
OG0002267	TCONS_00018583.p1, TCONS_00015111.p1	AENJA_15978
OG0002268	TCONS_00056448.p1	AENJA_16347
OG0002270	TCONS_00055223.p1	AENJA_17477
OG0002271	TCONS_00044049.p1	AENJA_17870
OG0002272	TCONS_00015510.p1	AENJA_18110
OG0002273	TCONS_00042913.p1	AENJA_18824
OG0002274	TCONS_00005633.p1	AENJA_19538
OG0002275	TCONS_00018355.p1	AENJA_19831
OG0002276	TCONS_00044539.p1	AENJA_19898
OG0002277	TCONS_00047447.p1	AENJA_19978
OG0002278	TCONS_00012104.p1	AENJA_20031
OG0002279	TCONS_00022560.p1	AENJA_21727
OG0002281	TCONS_00026389.p1	AENJA_23222
OG0002282	TCONS_00015711.p1	AENJA_23640
OG0002283	TCONS_00031429.p1	AENJA_23706, AENJA_24995
OG0002284	TCONS_00020854.p1	AENJA_23854
OG0002285	TCONS_00027771.p1	AENJA_24807
OG0002286	TCONS_00014384.p1	AENJA_24864
OG0002287	TCONS_00008056.p1	AENJA_25167
OG0002288	TCONS_00030208.p1	AENJA_25474
OG0002289	TCONS_00056098.p1, TCONS_00054885.p1	AENJA_26047
OG0002290	TCONS_00005176.p1	AENJA_26344
OG0002291	TCONS_00054594.p1	AENJA_26389
OG0002309	TCONS_00035445.p1, TCONS_00004147.p1, TCONS_00024192.p1, TCONS_00032681.p1, TCONS_00000052.p1, TCONS_00016485.p1, TCONS_00035168.p1, TCONS_00018878.p1, TCONS_00045221.p1	AENJA_25394, AENJA_25438
OG0002309	TCONS_00035167.p1	AENJA_07333, AENJA_26004, AENJA_23182
OG0002310	TCONS_00010131.p1, TCONS_00004261.p1, TCONS_00004263.p1, TCONS_00004260.p1, TCONS_00004262.p1, TCONS_00004265.p1, TCONS_00004264.p1, TCONS_00017047.p1, TCONS_00001364.p1, TCONS_00043249.p1, TCONS_00043243.p1, TCONS_00043250.p1, TCONS_00000204.p1, TCONS_00001369.p1, TCONS_00001367.p1, TCONS_00002036.p1	AENJA_09000, AENJA_00492, AENJA_01848, AENJA_17863, AENJA_08227, AENJA_21744, AENJA_26119, AENJA_22622, AENJA_09526, AENJA_19534, AENJA_19537, AENJA_19539, AENJA_15355
OG0002310	TCONS_00005989.p1, TCONS_00037606.p2	AENJA_19947
OG0002311	TCONS_00053391.p1, TCONS_00053394.p1	AENJA_01007, AENJA_00721
OG0002312	TCONS_00026434.p1	AENJA_00869
OG0002314	TCONS_00042852.p1	AENJA_01738
OG0002315	TCONS_00054580.p1, TCONS_00054577.p1	AENJA_01741, AENJA_24886, AENJA_10485
OG0002316	TCONS_00001203.p1	AENJA_01956
OG0002317	TCONS_00012174.p1	AENJA_02641
OG0002318	TCONS_00016156.p1	AENJA_02715, AENJA_16923, AENJA_16483
OG0002319	TCONS_00021816.p1	AENJA_03189
OG0002320	TCONS_00040905.p1	AENJA_03520
OG0002321	TCONS_00027515.p1	AENJA_03802
OG0002322	TCONS_00013261.p1	AENJA_08237
OG0002323	TCONS_00018068.p1	AENJA_05749
OG0002324	TCONS_00056780.p1	AENJA_19401, AENJA_05816
OG0002326	TCONS_00011828.p1	AENJA_06622, AENJA_06618
OG0002327	TCONS_00048456.p1	AENJA_22580
OG0002328	TCONS_00053183.p1, TCONS_00053184.p1	AENJA_13021
OG0002329	TCONS_00008153.p1	AENJA_07016
OG0002330	TCONS_00056438.p1	AENJA_07882
OG0002331	TCONS_00008912.p1	AENJA_08499
OG0002332	TCONS_00030224.p1	AENJA_09253
OG0002333	TCONS_00019342.p1	AENJA_09721
OG0002334	TCONS_00020195.p1	AENJA_26330, AENJA_09745
OG0002335	TCONS_00003868.p1	AENJA_09844
OG0002336	TCONS_00020845.p1	AENJA_10053
OG0002337	TCONS_00006322.p1	AENJA_10208
OG0002338	TCONS_00052966.p1	AENJA_17364
OG0002338	TCONS_00053673.p1	AENJA_17365
OG0002339	TCONS_00026981.p1, TCONS_00014294.p1	AENJA_13772
OG0002340	TCONS_00007178.p1	AENJA_11499
OG0002341	TCONS_00042785.p1	AENJA_11703
OG0002342	TCONS_00018453.p1	AENJA_12561
OG0002343	TCONS_00037477.p1	AENJA_12852
OG0002344	TCONS_00005287.p1	AENJA_13013
OG0002345	TCONS_00024484.p1	AENJA_13482
OG0002346	TCONS_00036837.p1	AENJA_13792
OG0002347	TCONS_00025840.p1, TCONS_00024453.p1	AENJA_15109
OG0002349	TCONS_00008121.p1	AENJA_16480
OG0002349	TCONS_00012939.p1	AENJA_15652
OG0002350	TCONS_00016106.p1	AENJA_16160
OG0002351	TCONS_00029519.p1, TCONS_00029518.p1, TCONS_00029515.p1, TCONS_00029511.p1, TCONS_00029517.p1, TCONS_00029521.p1, TCONS_00029522.p1, TCONS_00029524.p1, TCONS_00029821.p1, TCONS_00046459.p1, TCONS_00029820.p1	AENJA_16334
OG0002352	TCONS_00013463.p1, TCONS_00031163.p1, TCONS_00030373.p1, TCONS_00008840.p1, TCONS_00008839.p1	AENJA_16506
OG0002353	TCONS_00023602.p1	AENJA_17527
OG0002354	TCONS_00009012.p1	AENJA_18103
OG0002354	TCONS_00007154.p1	AENJA_19512
OG0002355	TCONS_00042577.p1	AENJA_18224
OG0002356	TCONS_00023766.p1	AENJA_18622
OG0002357	TCONS_00040377.p1	AENJA_18771
OG0002358	TCONS_00025352.p1, TCONS_00025353.p1, TCONS_00025346.p1	AENJA_19054
OG0002359	TCONS_00030335.p1, TCONS_00030343.p1, TCONS_00030342.p1, TCONS_00030334.p1	AENJA_19066
OG0002360	TCONS_00002723.p1	AENJA_19252
OG0002361	TCONS_00010585.p1, TCONS_00010566.p1	AENJA_19370
OG0002362	TCONS_00027971.p1	AENJA_20934
OG0002363	TCONS_00013126.p1	AENJA_21374
OG0002364	TCONS_00009364.p1, TCONS_00009365.p1	AENJA_25896, AENJA_21537
OG0002366	TCONS_00009306.p1	AENJA_22329
OG0002367	TCONS_00053007.p1	AENJA_22340
OG0002367	TCONS_00028626.p1	AENJA_23782
OG0002368	TCONS_00011160.p1	AENJA_22527
OG0002369	TCONS_00011196.p1	AENJA_22567
OG0002370	TCONS_00012629.p1	AENJA_22954
OG0002371	TCONS_00014361.p1, TCONS_00011477.p1	AENJA_23878, AENJA_23873
OG0002372	TCONS_00005388.p1	AENJA_25318
OG0002372	TCONS_00026786.p1	AENJA_26244
OG0002373	TCONS_00031420.p1	AENJA_25475
OG0002374	TCONS_00007577.p1	AENJA_25507
OG0002375	TCONS_00019563.p1, TCONS_00019570.p1, TCONS_00019565.p1, TCONS_00019569.p1	AENJA_25871
OG0002376	TCONS_00011736.p1	AENJA_25963
OG0002377	TCONS_00010351.p1	AENJA_26503
OG0002378	TCONS_00023129.p1	AENJA_26694
OG0002395	TCONS_00052552.p1	AENJA_01011
OG0002397	TCONS_00008314.p1, TCONS_00031531.p1, TCONS_00020108.p1, TCONS_00021146.p1	AENJA_08434
OG0002397	TCONS_00044389.p1, TCONS_00031360.p1, TCONS_00041839.p1	AENJA_01744
OG0002397	TCONS_00034332.p1, TCONS_00053358.p1, TCONS_00004564.p1, TCONS_00030686.p1, TCONS_00035998.p1, TCONS_00044215.p1, TCONS_00035946.p1	AENJA_09270, AENJA_17084, AENJA_04914
OG0002398	TCONS_00042725.p1	AENJA_02292, AENJA_04636, AENJA_02050, AENJA_21990, AENJA_02984
OG0002399	TCONS_00018322.p1	AENJA_02567
OG0002400	TCONS_00047626.p1	AENJA_02731
OG0002401	TCONS_00043742.p1	AENJA_06356, AENJA_02821
OG0002402	TCONS_00036943.p1, TCONS_00036940.p1, TCONS_00036945.p1, TCONS_00036946.p1, TCONS_00038093.p1	AENJA_03150
OG0002403	TCONS_00022487.p1	AENJA_03266
OG0002404	TCONS_00052498.p1	AENJA_03555
OG0002406	TCONS_00050817.p1	AENJA_04613
OG0002407	TCONS_00030158.p1	AENJA_04703
OG0002408	TCONS_00008145.p1	AENJA_04822
OG0002410	TCONS_00046159.p1, TCONS_00046151.p1	AENJA_07499
OG0002411	TCONS_00056393.p1	AENJA_07684
OG0002412	TCONS_00026364.p1, TCONS_00026349.p1, TCONS_00026360.p1, TCONS_00026362.p1, TCONS_00054369.p1, TCONS_00040476.p1, TCONS_00001862.p1	AENJA_07876
OG0002413	TCONS_00054299.p1	AENJA_18117
OG0002413	TCONS_00040471.p2	AENJA_07911
OG0002414	TCONS_00017193.p1	AENJA_07916
OG0002415	TCONS_00030241.p1	AENJA_08809, AENJA_08808
OG0002416	TCONS_00001817.p1	AENJA_09369
OG0002418	TCONS_00052229.p1	AENJA_09768
OG0002419	TCONS_00007289.p1	AENJA_10609
OG0002419	TCONS_00012748.p1	AENJA_24868
OG0002420	TCONS_00003472.p1	AENJA_10932
OG0002421	TCONS_00029462.p1	AENJA_11342
OG0002421	TCONS_00008938.p1	AENJA_23395
OG0002422	TCONS_00002027.p1	AENJA_11769
OG0002423	TCONS_00003797.p1, TCONS_00003822.p1	AENJA_12063
OG0002423	TCONS_00003823.p1	AENJA_23143
OG0002424	TCONS_00027023.p1	AENJA_12073
OG0002425	TCONS_00016319.p1	AENJA_12278
OG0002426	TCONS_00014333.p1, TCONS_00014321.p1	AENJA_12348
OG0002427	TCONS_00024876.p1, TCONS_00024852.p1	AENJA_12737
OG0002428	TCONS_00033176.p1	AENJA_13302
OG0002430	TCONS_00036360.p1, TCONS_00041119.p1	AENJA_13607
OG0002431	TCONS_00051703.p1, TCONS_00051701.p1	AENJA_13672, AENJA_13666
OG0002432	TCONS_00043661.p1	AENJA_13818
OG0002434	TCONS_00055848.p1	AENJA_22387, AENJA_14358
OG0002435	TCONS_00053680.p1	AENJA_14503
OG0002436	TCONS_00004761.p1	AENJA_14734
OG0002437	TCONS_00015963.p1	AENJA_15689
OG0002438	TCONS_00057283.p1	AENJA_15802
OG0002439	TCONS_00036465.p1	AENJA_16773
OG0002440	TCONS_00021566.p1, TCONS_00022707.p1, TCONS_00022709.p1, TCONS_00022705.p1	AENJA_16803, AENJA_16802
OG0002440	TCONS_00022295.p1, TCONS_00054214.p1	AENJA_22111, AENJA_22108, AENJA_22106, AENJA_22110
OG0002441	TCONS_00002029.p1	AENJA_17578
OG0002442	TCONS_00008462.p1	AENJA_19513
OG0002443	TCONS_00048568.p1	AENJA_19789
OG0002444	TCONS_00055415.p1	AENJA_21660
OG0002444	TCONS_00010204.p1	AENJA_19993
OG0002445	TCONS_00000749.p1	AENJA_20517
OG0002446	TCONS_00013566.p1	AENJA_21367
OG0002447	TCONS_00043698.p1	AENJA_21647
OG0002448	TCONS_00031004.p1	AENJA_23309
OG0002449	TCONS_00009909.p1	AENJA_22488
OG0002450	TCONS_00029123.p1, TCONS_00029128.p1	AENJA_22561
OG0002451	TCONS_00049726.p1	AENJA_22783
OG0002452	TCONS_00019286.p1	AENJA_22977
OG0002453	TCONS_00034175.p1	AENJA_24398
OG0002454	TCONS_00004815.p1	AENJA_24945
OG0002455	TCONS_00051523.p1, TCONS_00051524.p1	AENJA_26439
OG0002456	TCONS_00003612.p1	AENJA_26722
OG0002476	TCONS_00004020.p1	AENJA_00015
OG0002476	TCONS_00008371.p1	AENJA_24202
OG0002478	TCONS_00024704.p1	AENJA_01503
OG0002478	TCONS_00026683.p1	AENJA_00225
OG0002479	TCONS_00005104.p1	AENJA_00227
OG0002480	TCONS_00010201.p2, TCONS_00010202.p1, TCONS_00029227.p1	AENJA_00480
OG0002481	TCONS_00040791.p1	AENJA_00695
OG0002482	TCONS_00006443.p1	AENJA_00860, AENJA_26704
OG0002484	TCONS_00026141.p1	AENJA_01091
OG0002486	TCONS_00002955.p1	AENJA_12065, AENJA_02025
OG0002487	TCONS_00009739.p1	AENJA_02170
OG0002489	TCONS_00026979.p1	AENJA_02297
OG0002490	TCONS_00048564.p1	AENJA_06970, AENJA_02506
OG0002491	TCONS_00020746.p1	AENJA_02657
OG0002492	TCONS_00021054.p1	AENJA_02686
OG0002493	TCONS_00023855.p1	AENJA_06934, AENJA_21170
OG0002494	TCONS_00009396.p1	AENJA_03043
OG0002495	TCONS_00002586.p1	AENJA_03162
OG0002496	TCONS_00052872.p1	AENJA_06671
OG0002497	TCONS_00055160.p1, TCONS_00055194.p1	AENJA_04655
OG0002499	TCONS_00024739.p1, TCONS_00002026.p1	AENJA_04717
OG0002500	TCONS_00004990.p1	AENJA_05082
OG0002501	TCONS_00005124.p1	AENJA_05178
OG0002502	TCONS_00017694.p1, TCONS_00018676.p1, TCONS_00050911.p1, TCONS_00050907.p1, TCONS_00054538.p1	AENJA_05628
OG0002503	TCONS_00043780.p1	AENJA_06122
OG0002504	TCONS_00005313.p1	AENJA_06491
OG0002505	TCONS_00056754.p1	AENJA_07007
OG0002507	TCONS_00052598.p1	AENJA_20718
OG0002508	TCONS_00005957.p1, TCONS_00005945.p1	AENJA_07478
OG0002509	TCONS_00055432.p1	AENJA_07539
OG0002509	TCONS_00055419.p1	AENJA_07540
OG0002511	TCONS_00004072.p1	AENJA_08228
OG0002512	TCONS_00044153.p1, TCONS_00044151.p1	AENJA_08398
OG0002514	TCONS_00036921.p1	AENJA_09244
OG0002515	TCONS_00029618.p1, TCONS_00029716.p1	AENJA_09299
OG0002515	TCONS_00027377.p1	AENJA_10866
OG0002516	TCONS_00034986.p1	AENJA_22367
OG0002517	TCONS_00019431.p1	AENJA_09720
OG0002518	TCONS_00051026.p1	AENJA_09754
OG0002519	TCONS_00043575.p1	AENJA_10809
OG0002520	TCONS_00031059.p1	AENJA_10489
OG0002521	TCONS_00037198.p1, TCONS_00037197.p1, TCONS_00037188.p1, TCONS_00037297.p1, TCONS_00037296.p1, TCONS_00037295.p1, TCONS_00028527.p1	AENJA_15581
OG0002522	TCONS_00052057.p1	AENJA_10782
OG0002523	TCONS_00047652.p1	AENJA_11036
OG0002524	TCONS_00006722.p1	AENJA_11252
OG0002525	TCONS_00055411.p1	AENJA_11314
OG0002526	TCONS_00045530.p1	AENJA_11377
OG0002527	TCONS_00015718.p2	AENJA_11560
OG0002528	TCONS_00026494.p1	AENJA_11715
OG0002529	TCONS_00021072.p1	AENJA_11778, AENJA_17626
OG0002530	TCONS_00028798.p1	AENJA_12467
OG0002531	TCONS_00003492.p1	AENJA_12613
OG0002532	TCONS_00012757.p1	AENJA_13222
OG0002533	TCONS_00005106.p1	AENJA_13514
OG0002535	TCONS_00027133.p1	AENJA_13909
OG0002536	TCONS_00027134.p1	AENJA_13911
OG0002537	TCONS_00043022.p1	AENJA_13991
OG0002538	TCONS_00055126.p1	AENJA_14879
OG0002539	TCONS_00036371.p1	AENJA_15179
OG0002540	TCONS_00017267.p1	AENJA_15563
OG0002541	TCONS_00025377.p1	AENJA_22473
OG0002541	TCONS_00023654.p1	AENJA_15867
OG0002542	TCONS_00056409.p1	AENJA_15884
OG0002543	TCONS_00004943.p1	AENJA_15970
OG0002544	TCONS_00012744.p1	AENJA_16689
OG0002544	TCONS_00012742.p1, TCONS_00045789.p1, TCONS_00022467.p1, TCONS_00013452.p1, TCONS_00013451.p1, TCONS_00013509.p1, TCONS_00021942.p1	AENJA_17086
OG0002545	TCONS_00041144.p1, TCONS_00038916.p1	AENJA_16977
OG0002547	TCONS_00045453.p1, TCONS_00045484.p1, TCONS_00045452.p1	AENJA_17597
OG0002548	TCONS_00019309.p1, TCONS_00019311.p1	AENJA_17766
OG0002549	TCONS_00021796.p1	AENJA_17970
OG0002550	TCONS_00027289.p1	AENJA_18609
OG0002551	TCONS_00042821.p1	AENJA_18656
OG0002552	TCONS_00028491.p1	AENJA_18799
OG0002553	TCONS_00018976.p1	AENJA_18919
OG0002554	TCONS_00008559.p1, TCONS_00008530.p1	AENJA_20632
OG0002555	TCONS_00003499.p1	AENJA_20940
OG0002556	TCONS_00050930.p1, TCONS_00053043.p1, TCONS_00053085.p1, TCONS_00050929.p1, TCONS_00045658.p1, TCONS_00050928.p1, TCONS_00050641.p1, TCONS_00051717.p1, TCONS_00021319.p1, TCONS_00027059.p1, TCONS_00006645.p1, TCONS_00041792.p1, TCONS_00056858.p1	AENJA_21852
OG0002557	TCONS_00008156.p1	AENJA_22119
OG0002558	TCONS_00011130.p1	AENJA_22200
OG0002559	TCONS_00017224.p1	AENJA_23435
OG0002560	TCONS_00016273.p1	AENJA_23661
OG0002561	TCONS_00055930.p1	AENJA_23733
OG0002562	TCONS_00053582.p1	AENJA_24354
OG0002564	TCONS_00012617.p1	AENJA_24782
OG0002565	TCONS_00026110.p1	AENJA_24939
OG0002566	TCONS_00018257.p1	AENJA_25083
OG0002567	TCONS_00047678.p1, TCONS_00047681.p1	AENJA_25882, AENJA_25883
OG0002568	TCONS_00017767.p1	AENJA_25923
OG0002569	TCONS_00034967.p1	AENJA_26162
OG0002570	TCONS_00009301.p1	AENJA_26246
OG0002587	TCONS_00008891.p1	AENJA_00149
OG0002589	TCONS_00004590.p1	AENJA_11808
OG0002589	TCONS_00043322.p1	AENJA_00238
OG0002590	TCONS_00007453.p1	AENJA_00515
OG0002591	TCONS_00000004.p1	AENJA_00587
OG0002592	TCONS_00027490.p1	AENJA_00877
OG0002593	TCONS_00050855.p1	AENJA_01089
OG0002594	TCONS_00008434.p1	AENJA_08034
OG0002595	TCONS_00014309.p1	AENJA_01480
OG0002596	TCONS_00016127.p1, TCONS_00039519.p1, TCONS_00037754.p1, TCONS_00004555.p1, TCONS_00049332.p1, TCONS_00014963.p1, TCONS_00038848.p1, TCONS_00024579.p1	AENJA_04752, AENJA_10041, AENJA_02020
OG0002596	TCONS_00010002.p1, TCONS_00034008.p1, TCONS_00025751.p1, TCONS_00031777.p1	AENJA_01804
OG0002597	TCONS_00054800.p1	AENJA_25946, AENJA_14932, AENJA_12694, AENJA_12701, AENJA_11865, AENJA_02047
OG0002598	TCONS_00052855.p1	AENJA_19208
OG0002599	TCONS_00047444.p1	AENJA_02912
OG0002600	TCONS_00030280.p1, TCONS_00006237.p1	AENJA_12156
OG0002601	TCONS_00010418.p1	AENJA_04980, AENJA_03275
OG0002602	TCONS_00014207.p1	AENJA_03376
OG0002603	TCONS_00052514.p1	AENJA_03644
OG0002603	TCONS_00052519.p1	AENJA_04621
OG0002603	TCONS_00013259.p1	AENJA_09462
OG0002604	TCONS_00000089.p1, TCONS_00035859.p1	AENJA_17777, AENJA_09836, AENJA_03871, AENJA_24699, AENJA_19840
OG0002605	TCONS_00053210.p1	AENJA_04724, AENJA_04725
OG0002606	TCONS_00040313.p1, TCONS_00031016.p1, TCONS_00020584.p1	AENJA_12017
OG0002607	TCONS_00055152.p1, TCONS_00055181.p1, TCONS_00027852.p1	AENJA_05065, AENJA_22227
OG0002608	TCONS_00023837.p1	AENJA_05149
OG0002609	TCONS_00029035.p1	AENJA_05158
OG0002610	TCONS_00008605.p1	AENJA_05401
OG0002611	TCONS_00004066.p1	AENJA_06053
OG0002612	TCONS_00047747.p1	AENJA_06862
OG0002614	TCONS_00017955.p1	AENJA_24393, AENJA_07227
OG0002615	TCONS_00026882.p1	AENJA_07470
OG0002616	TCONS_00027743.p1	AENJA_07476
OG0002616	TCONS_00027742.p1	AENJA_20801
OG0002617	TCONS_00043160.p1	AENJA_07485
OG0002618	TCONS_00013692.p1	AENJA_26393, AENJA_07573
OG0002619	TCONS_00028823.p1	AENJA_07621, AENJA_07622, AENJA_10601
OG0002620	TCONS_00015581.p1	AENJA_07830
OG0002621	TCONS_00025101.p1, TCONS_00025102.p1, TCONS_00023156.p1, TCONS_00045456.p1, TCONS_00045431.p1, TCONS_00045457.p1, TCONS_00045432.p1, TCONS_00045458.p1, TCONS_00045460.p1, TCONS_00045434.p1, TCONS_00045225.p1, TCONS_00045234.p1, TCONS_00045461.p1, TCONS_00045435.p1, TCONS_00046213.p1	AENJA_23070
OG0002621	TCONS_00045459.p1	AENJA_07837
OG0002622	TCONS_00043892.p1, TCONS_00043902.p1	AENJA_07839
OG0002624	TCONS_00009152.p1, TCONS_00009151.p1	AENJA_08628
OG0002625	TCONS_00000742.p1	AENJA_08713
OG0002628	TCONS_00015492.p1	AENJA_09556
OG0002629	TCONS_00047518.p1	AENJA_09742
OG0002629	TCONS_00001710.p1	AENJA_14911
OG0002630	TCONS_00006926.p1, TCONS_00017759.p1	AENJA_10052
OG0002631	TCONS_00000293.p1	AENJA_26139, AENJA_10329
OG0002632	TCONS_00028955.p1	AENJA_10800
OG0002633	TCONS_00009804.p1	AENJA_10970
OG0002634	TCONS_00028514.p1	AENJA_11190
OG0002634	TCONS_00028515.p1	AENJA_15209
OG0002635	TCONS_00046180.p1	AENJA_11764
OG0002636	TCONS_00012778.p1	AENJA_11871
OG0002637	TCONS_00000797.p1, TCONS_00000795.p1, TCONS_00000787.p1	AENJA_12551
OG0002638	TCONS_00023645.p1	AENJA_12588
OG0002639	TCONS_00009797.p1	AENJA_12816
OG0002640	TCONS_00047424.p1	AENJA_13038
OG0002641	TCONS_00007360.p1	AENJA_13630
OG0002642	TCONS_00056643.p1, TCONS_00056642.p1	AENJA_13768
OG0002643	TCONS_00035689.p1, TCONS_00035551.p1	AENJA_13808
OG0002644	TCONS_00044196.p1	AENJA_13822
OG0002645	TCONS_00047832.p1, TCONS_00047846.p1	AENJA_16911, AENJA_13967
OG0002646	TCONS_00056457.p1	AENJA_14082
OG0002647	TCONS_00017755.p1, TCONS_00026751.p1	AENJA_14210, AENJA_23912
OG0002648	TCONS_00002157.p1	AENJA_14226
OG0002649	TCONS_00027226.p1	AENJA_15416
OG0002652	TCONS_00007635.p1	AENJA_17178
OG0002653	TCONS_00006738.p1	AENJA_17514
OG0002654	TCONS_00052014.p1	AENJA_17992
OG0002655	TCONS_00030420.p1	AENJA_18523
OG0002657	TCONS_00056535.p1	AENJA_18808, AENJA_18809
OG0002658	TCONS_00023141.p1	AENJA_19213
OG0002659	TCONS_00017232.p1	AENJA_19544
OG0002660	TCONS_00048912.p1	AENJA_19796
OG0002661	TCONS_00024795.p1, TCONS_00024755.p1	AENJA_20280
OG0002662	TCONS_00013016.p1	AENJA_20497
OG0002663	TCONS_00022107.p1	AENJA_20588
OG0002664	TCONS_00028993.p1	AENJA_20730
OG0002665	TCONS_00006695.p1, TCONS_00006689.p1	AENJA_21246
OG0002666	TCONS_00013352.p1, TCONS_00032472.p1	AENJA_21371
OG0002667	TCONS_00015951.p1	AENJA_21967
OG0002668	TCONS_00009177.p1	AENJA_22301
OG0002669	TCONS_00010762.p1, TCONS_00010419.p1	AENJA_22640
OG0002670	TCONS_00010164.p1	AENJA_22806
OG0002671	TCONS_00008833.p1	AENJA_22822
OG0002672	TCONS_00046517.p1	AENJA_23316
OG0002673	TCONS_00026782.p1	AENJA_23396
OG0002674	TCONS_00029780.p1	AENJA_23679
OG0002675	TCONS_00007280.p1, TCONS_00007281.p1	AENJA_24042
OG0002676	TCONS_00010952.p1	AENJA_24079, AENJA_24080
OG0002677	TCONS_00013321.p1	AENJA_24115
OG0002678	TCONS_00043278.p1, TCONS_00043276.p1	AENJA_25983
OG0002679	TCONS_00051947.p1, TCONS_00050858.p1	AENJA_26173
OG0002703	TCONS_00038338.p1, TCONS_00038287.p1	AENJA_00057
OG0002705	TCONS_00053434.p1	AENJA_00396
OG0002706	TCONS_00014276.p1	AENJA_00487
OG0002707	TCONS_00011640.p1	AENJA_00731
OG0002708	TCONS_00001336.p1	AENJA_01064
OG0002709	TCONS_00053614.p1, TCONS_00053516.p1, TCONS_00053456.p1	AENJA_16832, AENJA_01161, AENJA_12650
OG0002710	TCONS_00029431.p1	AENJA_10283
OG0002712	TCONS_00041645.p1	AENJA_14333, AENJA_02619
OG0002713	TCONS_00021380.p1	AENJA_24272
OG0002714	TCONS_00022426.p1	AENJA_02697
OG0002715	TCONS_00049245.p1	AENJA_02725
OG0002716	TCONS_00007711.p1	AENJA_03328
OG0002717	TCONS_00042110.p1	AENJA_03489
OG0002718	TCONS_00050365.p1	AENJA_03576
OG0002720	TCONS_00008062.p1, TCONS_00010232.p1	AENJA_04824
OG0002721	TCONS_00014473.p1	AENJA_04852
OG0002722	TCONS_00011837.p1	AENJA_05319
OG0002723	TCONS_00009848.p1	AENJA_05322, AENJA_19139
OG0002724	TCONS_00013956.p1, TCONS_00013957.p1	AENJA_23032, AENJA_05583
OG0002725	TCONS_00022209.p1	AENJA_06691, AENJA_22591, AENJA_14368, AENJA_06690, AENJA_08428, AENJA_05870
OG0002726	TCONS_00031105.p1	AENJA_17586, AENJA_06393
OG0002727	TCONS_00027122.p1	AENJA_06475
OG0002728	TCONS_00006650.p1, TCONS_00006633.p2	AENJA_06707
OG0002729	TCONS_00024186.p1	AENJA_10262
OG0002729	TCONS_00043122.p1	AENJA_07855, AENJA_13538, AENJA_11456
OG0002730	TCONS_00002286.p1	AENJA_08819
OG0002732	TCONS_00027362.p1	AENJA_19283, AENJA_09229
OG0002733	TCONS_00037583.p1	AENJA_09247
OG0002734	TCONS_00010818.p1	AENJA_09357
OG0002736	TCONS_00000152.p1	AENJA_09727
