Orthogroup	PFLAV	OWEFU
OG0002347	TCONS_00025840.p1, TCONS_00024453.p1, TCONS_00024429.p1, TCONS_00025843.p1, TCONS_00025838.p1	OFUSG07953.1.p1
OG0002348	TCONS_00043603.p1, TCONS_00043631.p1	OFUSG02389.1.p1
OG0002349	TCONS_00008121.p1	OFUSG20513.1.p1
OG0002349	TCONS_00012939.p1	OFUSG10197.2.p1, OFUSG10197.1.p1
OG0002350	TCONS_00016106.p1	OFUSG26636.1.p1
OG0002351	TCONS_00029519.p1, TCONS_00029518.p1, TCONS_00029515.p1, TCONS_00029511.p1, TCONS_00029517.p1, TCONS_00029521.p1, TCONS_00029522.p1, TCONS_00029524.p1, TCONS_00029821.p1, TCONS_00046459.p1, TCONS_00029820.p1	OFUSG09101.1.p1, OFUSG09102.1.p1, OFUSG22024.1.p1, OFUSG22024.2.p1
OG0002352	TCONS_00013463.p1, TCONS_00031163.p1, TCONS_00030373.p1, TCONS_00008840.p1, TCONS_00008839.p1	OFUSG23208.1.p1
OG0002353	TCONS_00023597.p1, TCONS_00023558.p1, TCONS_00023557.p1	OFUSG08883.2.p1, OFUSG08883.1.p1
OG0002354	TCONS_00009012.p1	OFUSG05225.1.p1
OG0002354	TCONS_00007154.p1, TCONS_00007153.p1	OFUSG04895.2.p2
OG0002355	TCONS_00042577.p1	OFUSG03175.2.p1, OFUSG03175.1.p1
OG0002356	TCONS_00023766.p1	OFUSG07009.2.p1, OFUSG07009.1.p1, OFUSG07009.4.p1, OFUSG07009.3.p1
OG0002357	TCONS_00039407.p1, TCONS_00040390.p1, TCONS_00039408.p1, TCONS_00010931.p1, TCONS_00040377.p1	OFUSG12105.1.p1
OG0002358	TCONS_00025352.p1, TCONS_00025353.p1, TCONS_00025346.p1	OFUSG08087.1.p1
OG0002359	TCONS_00030335.p1, TCONS_00030343.p1, TCONS_00030342.p1, TCONS_00030334.p1	OFUSG18075.1.p1
OG0002360	TCONS_00002723.p1	OFUSG18737.1.p1, OFUSG18730.1.p1
OG0002361	TCONS_00010585.p1, TCONS_00010566.p1	OFUSG11307.1.p1
OG0002362	TCONS_00027971.p1	OFUSG09059.1.p1
OG0002363	TCONS_00013126.p1	OFUSG11178.1.p1
OG0002364	TCONS_00009364.p1, TCONS_00009365.p1	OFUSG13668.1.p1
OG0002366	TCONS_00009306.p1	OFUSG20617.1.p1
OG0002367	TCONS_00053007.p1	OFUSG13528.1.p1
OG0002367	TCONS_00028626.p1	OFUSG09353.1.p1
OG0002368	TCONS_00011160.p1	OFUSG21932.1.p1
OG0002369	TCONS_00011196.p1	OFUSG12559.1.p1
OG0002370	TCONS_00012629.p1	OFUSG05661.1.p1
OG0002371	TCONS_00014361.p1, TCONS_00011477.p1	OFUSG11761.1.p1
OG0002372	TCONS_00005388.p1	OFUSG15268.2.p1, OFUSG15268.1.p1
OG0002372	TCONS_00026786.p1	OFUSG06968.1.p1
OG0002373	TCONS_00031420.p1	OFUSG03405.1.p1
OG0002374	TCONS_00007577.p1	OFUSG04950.1.p1
OG0002375	TCONS_00019563.p1, TCONS_00019570.p1, TCONS_00019565.p1, TCONS_00019569.p1	OFUSG23278.1.p1, OFUSG23277.1.p1, OFUSG23278.2.p1
OG0002376	TCONS_00011736.p1	OFUSG11481.1.p1, OFUSG11481.2.p1
OG0002377	TCONS_00010351.p1	OFUSG12385.1.p1
OG0002378	TCONS_00034370.p1, TCONS_00033882.p1, TCONS_00023129.p1	OFUSG25633.2.p1, OFUSG25633.1.p1, OFUSG25633.4.p1, OFUSG25633.3.p1, OFUSG25633.5.p1
OG0002379	TCONS_00021268.p1	OFUSG24762.2.p1, OFUSG24762.1.p1
OG0002380	TCONS_00029925.p1	OFUSG10674.1.p1
OG0002395	TCONS_00052552.p1	OFUSG13085.3.p1, OFUSG13085.1.p1, OFUSG13085.2.p1, OFUSG13085.4.p1
OG0002396	TCONS_00011493.p1	OFUSG11528.2.p1, OFUSG11528.1.p1
OG0002397	TCONS_00008314.p1, TCONS_00031531.p1, TCONS_00020108.p1, TCONS_00021146.p1, TCONS_00018895.p1, TCONS_00044389.p1, TCONS_00031360.p1, TCONS_00041839.p1, TCONS_00034332.p1, TCONS_00053358.p1, TCONS_00004564.p1, TCONS_00030686.p1, TCONS_00035998.p1, TCONS_00044215.p1, TCONS_00035946.p1	OFUSG19933.1.p1
OG0002398	TCONS_00042725.p1	OFUSG02916.1.p1
OG0002399	TCONS_00018322.p1	OFUSG13169.1.p1
OG0002400	TCONS_00047626.p1	OFUSG19175.1.p1
OG0002401	TCONS_00043742.p1	OFUSG03038.1.p1
OG0002402	TCONS_00036943.p1, TCONS_00036940.p1, TCONS_00036945.p1, TCONS_00036946.p1, TCONS_00038093.p1	OFUSG01670.1.p1
OG0002403	TCONS_00022487.p1	OFUSG13860.1.p1
OG0002404	TCONS_00052498.p1	OFUSG23437.1.p1
OG0002405	TCONS_00043959.p1	OFUSG02647.3.p1, OFUSG02647.2.p1, OFUSG02647.1.p1
OG0002406	TCONS_00050817.p1	OFUSG16824.1.p1
OG0002407	TCONS_00030158.p1	OFUSG18601.2.p1, OFUSG18601.1.p1
OG0002408	TCONS_00008145.p1	OFUSG05347.2.p1, OFUSG05347.1.p1
OG0002410	TCONS_00046159.p1, TCONS_00046151.p1, TCONS_00045061.p1, TCONS_00045059.p1, TCONS_00030582.p1, TCONS_00045063.p1, TCONS_00045068.p1, TCONS_00045066.p1, TCONS_00045069.p1, TCONS_00045058.p1	OFUSG17404.3.p1, OFUSG17404.4.p1, OFUSG17404.2.p1, OFUSG17404.1.p1, OFUSG17404.5.p1
OG0002411	TCONS_00056393.p1	OFUSG07054.1.p1
OG0002412	TCONS_00026364.p1, TCONS_00026349.p1, TCONS_00026360.p1, TCONS_00026362.p1	OFUSG13670.1.p1
OG0002412	TCONS_00054369.p1	OFUSG25247.1.p1, OFUSG25316.1.p1
OG0002413	TCONS_00054299.p1	OFUSG17059.1.p1
OG0002413	TCONS_00040471.p2	OFUSG17215.1.p1
OG0002414	TCONS_00017193.p1	OFUSG13155.1.p1
OG0002415	TCONS_00017250.p1	OFUSG13171.1.p1
OG0002415	TCONS_00030241.p1	OFUSG11039.1.p1
OG0002416	TCONS_00001817.p1	OFUSG01491.1.p1
OG0002419	TCONS_00007289.p1	OFUSG05029.1.p1
OG0002420	TCONS_00003472.p1	OFUSG12264.1.p1
OG0002421	TCONS_00029462.p1	OFUSG09668.1.p1
OG0002421	TCONS_00008938.p1	OFUSG05244.1.p1
OG0002422	TCONS_00002027.p1	OFUSG01919.1.p1
OG0002423	TCONS_00003797.p1, TCONS_00003822.p1, TCONS_00003823.p1	OFUSG16605.1.p1, OFUSG16605.2.p1, OFUSG16605.3.p1, OFUSG16605.5.p1, OFUSG16605.4.p1
OG0002424	TCONS_00051347.p1, TCONS_00027025.p1, TCONS_00027023.p1	OFUSG19041.1.p1
OG0002425	TCONS_00016319.p1	OFUSG07217.1.p1
OG0002426	TCONS_00014321.p1	OFUSG11183.3.p1, OFUSG11183.2.p1, OFUSG11183.1.p1
OG0002427	TCONS_00024876.p1, TCONS_00024852.p1	OFUSG07186.1.p1
OG0002427	TCONS_00024853.p1, TCONS_00028403.p1	OFUSG08544.1.p1
OG0002428	TCONS_00033176.p1	OFUSG13032.1.p1
OG0002429	TCONS_00007109.p1	OFUSG22991.1.p1
OG0002432	TCONS_00043661.p1	OFUSG02177.1.p1
OG0002433	TCONS_00012775.p1	OFUSG10077.1.p1
OG0002434	TCONS_00055848.p1	OFUSG03953.1.p1, OFUSG03953.2.p1
OG0002435	TCONS_00053680.p1	OFUSG26590.1.p1
OG0002436	TCONS_00004761.p1	OFUSG22464.1.p1
OG0002437	TCONS_00015963.p1	OFUSG26151.1.p1
OG0002438	TCONS_00057283.p1	OFUSG16092.1.p1, OFUSG16092.2.p1
OG0002439	TCONS_00036465.p1	OFUSG01753.1.p1
OG0002440	TCONS_00022295.p1, TCONS_00054214.p1	OFUSG13981.2.p1, OFUSG13981.1.p1
OG0002441	TCONS_00002029.p1	OFUSG01034.2.p1, OFUSG01034.1.p1
OG0002442	TCONS_00008462.p1	OFUSG05230.1.p1
OG0002443	TCONS_00048568.p1	OFUSG06545.1.p1
OG0002444	TCONS_00055415.p1	OFUSG26842.1.p1
OG0002445	TCONS_00000749.p1	OFUSG16789.1.p1
OG0002446	TCONS_00013566.p1	OFUSG18231.1.p1
OG0002447	TCONS_00043698.p1	OFUSG02199.1.p1
OG0002448	TCONS_00031004.p1	OFUSG11028.1.p1, OFUSG11028.2.p1
OG0002449	TCONS_00009909.p1	OFUSG11324.1.p1
OG0002450	TCONS_00029123.p1, TCONS_00029128.p1	OFUSG09508.1.p1
OG0002451	TCONS_00049726.p1	OFUSG05788.1.p1
OG0002452	TCONS_00019286.p1	OFUSG26480.1.p1
OG0002453	TCONS_00034175.p1	OFUSG08448.1.p1
OG0002454	TCONS_00004815.p1	OFUSG15471.1.p1
OG0002455	TCONS_00051523.p1, TCONS_00051524.p1	OFUSG17445.1.p1
OG0002456	TCONS_00003612.p1	OFUSG16583.1.p1
OG0002457	TCONS_00009534.p1	OFUSG12506.1.p1
OG0002458	TCONS_00005688.p1, TCONS_00047187.p1, TCONS_00015501.p1, TCONS_00005673.p1	OFUSG00677.1.p1
OG0002458	TCONS_00033898.p1, TCONS_00024563.p1, TCONS_00045233.p1, TCONS_00038544.p1, TCONS_00040902.p1, TCONS_00034888.p1, TCONS_00024638.p1, TCONS_00007994.p1, TCONS_00033900.p1, TCONS_00007270.p1, TCONS_00023768.p1, TCONS_00024964.p1, TCONS_00055168.p1, TCONS_00006687.p1, TCONS_00034862.p2, TCONS_00046379.p1, TCONS_00012441.p1	OFUSG11361.1.p1
OG0002458	TCONS_00022032.p1, TCONS_00034781.p1, TCONS_00034637.p1, TCONS_00027077.p1	OFUSG05193.1.p1
OG0002459	TCONS_00021117.p1, TCONS_00017711.p1, TCONS_00017706.p1	OFUSG10630.1.p1, OFUSG11102.2.p1, OFUSG11102.1.p1, OFUSG11115.1.p1
OG0002460	TCONS_00035124.p1, TCONS_00001237.p1, TCONS_00019183.p1, TCONS_00037080.p1, TCONS_00040498.p1, TCONS_00030329.p1, TCONS_00034233.p1, TCONS_00035123.p1, TCONS_00031713.p1, TCONS_00009824.p1, TCONS_00034262.p1, TCONS_00048596.p1, TCONS_00050517.p1, TCONS_00031714.p1, TCONS_00014184.p1, TCONS_00016734.p1, TCONS_00035058.p1, TCONS_00035853.p1, TCONS_00035835.p1, TCONS_00037081.p1, TCONS_00041517.p1, TCONS_00001236.p1, TCONS_00035125.p1	OFUSG14088.1.p1, OFUSG02594.1.p1, OFUSG10741.1.p1, OFUSG12456.1.p1, OFUSG24123.1.p1, OFUSG04537.1.p1, OFUSG24192.1.p1, OFUSG14733.1.p1, OFUSG25780.1.p1, OFUSG14739.1.p1, OFUSG07000.1.p1, OFUSG14396.1.p1, OFUSG11950.1.p1
OG0002461	TCONS_00042535.p1	OFUSG02255.1.p1
OG0002461	TCONS_00008923.p1, TCONS_00008926.p1	OFUSG11723.1.p1
OG0002476	TCONS_00008371.p1	OFUSG20822.1.p1
OG0002478	TCONS_00026683.p1	OFUSG06982.1.p1
OG0002479	TCONS_00005104.p1	OFUSG24200.1.p1
OG0002481	TCONS_00040791.p1	OFUSG02906.1.p1
OG0002482	TCONS_00006443.p1	OFUSG15156.1.p1, OFUSG15156.2.p1
OG0002484	TCONS_00026141.p1	OFUSG05595.1.p1
OG0002486	TCONS_00002955.p1	OFUSG04060.1.p1, OFUSG04060.2.p1, OFUSG04060.3.p1
OG0002487	TCONS_00009739.p1	OFUSG12083.1.p1
OG0002489	TCONS_00026979.p1	OFUSG05890.1.p1
OG0002490	TCONS_00048564.p1, TCONS_00013196.p1	OFUSG19344.1.p1
OG0002491	TCONS_00020746.p1	OFUSG04294.1.p1
OG0002492	TCONS_00021054.p1	OFUSG14228.1.p1
OG0002493	TCONS_00023855.p1	OFUSG07409.1.p1, OFUSG07409.2.p1
OG0002493	TCONS_00011369.p1	OFUSG26755.1.p1
OG0002494	TCONS_00009396.p1	OFUSG20687.1.p1
OG0002495	TCONS_00002586.p1	OFUSG04196.1.p1
OG0002496	TCONS_00052872.p1	OFUSG08219.1.p1
OG0002497	TCONS_00055160.p1, TCONS_00055194.p1	OFUSG15954.1.p1
OG0002499	TCONS_00024739.p1, TCONS_00002026.p1	OFUSG17264.1.p1
OG0002500	TCONS_00004990.p1	OFUSG09778.1.p1
OG0002501	TCONS_00005124.p1	OFUSG22538.1.p1
OG0002502	TCONS_00017694.p1, TCONS_00018676.p1, TCONS_00050911.p1, TCONS_00050907.p1, TCONS_00054538.p1	OFUSG20157.3.p1, OFUSG20157.1.p1, OFUSG20157.2.p1
OG0002503	TCONS_00043780.p1	OFUSG02978.1.p1
OG0002504	TCONS_00005313.p1	OFUSG15438.1.p1
OG0002505	TCONS_00056754.p1	OFUSG16451.1.p1
OG0002507	TCONS_00052598.p1	OFUSG21406.2.p1, OFUSG21406.1.p1
OG0002508	TCONS_00005957.p1, TCONS_00005945.p1	OFUSG23888.1.p1, OFUSG23888.2.p1, OFUSG23888.3.p1
OG0002509	TCONS_00055419.p1	OFUSG08169.3.p1, OFUSG08169.2.p1, OFUSG08169.1.p1
OG0002511	TCONS_00004072.p1	OFUSG03967.2.p1, OFUSG03967.1.p1
OG0002512	TCONS_00044153.p1, TCONS_00044151.p1	OFUSG02637.2.p1, OFUSG02637.3.p1, OFUSG02637.1.p1
OG0002514	TCONS_00036921.p1	OFUSG00594.1.p1
OG0002515	TCONS_00029618.p1, TCONS_00029716.p1	OFUSG08459.2.p1, OFUSG08459.1.p1
OG0002515	TCONS_00027377.p1	OFUSG05455.1.p1
OG0002516	TCONS_00034986.p1	OFUSG09041.2.p1, OFUSG09041.1.p1
OG0002517	TCONS_00019431.p1	OFUSG21417.1.p1, OFUSG21417.2.p1
OG0002518	TCONS_00051026.p1	OFUSG21316.1.p1
OG0002519	TCONS_00043575.p1	OFUSG02909.1.p1
OG0002520	TCONS_00031059.p1	OFUSG10725.1.p1
OG0002522	TCONS_00052058.p1	OFUSG13443.1.p1
OG0002523	TCONS_00047652.p1	OFUSG19122.1.p1
OG0002524	TCONS_00006722.p1	OFUSG15171.1.p1
OG0002525	TCONS_00055411.p1	OFUSG07025.1.p1
OG0002526	TCONS_00045530.p1	OFUSG13383.1.p1
OG0002528	TCONS_00026494.p1	OFUSG06864.1.p1
OG0002529	TCONS_00021072.p1	OFUSG14696.1.p1
OG0002530	TCONS_00028798.p1	OFUSG08652.2.p1, OFUSG08652.4.p1, OFUSG08652.1.p1, OFUSG08652.3.p1
OG0002531	TCONS_00003492.p1	OFUSG12367.1.p1
OG0002532	TCONS_00012757.p1	OFUSG10787.1.p1, OFUSG10787.2.p1
OG0002533	TCONS_00005106.p1	OFUSG23755.1.p1
OG0002535	TCONS_00027133.p1	OFUSG06873.1.p1, OFUSG06873.2.p1
OG0002536	TCONS_00027134.p1	OFUSG05531.1.p1
OG0002537	TCONS_00043022.p1	OFUSG02726.1.p1
OG0002538	TCONS_00055126.p1	OFUSG03933.1.p1
OG0002539	TCONS_00036371.p1	OFUSG06058.2.p1, OFUSG06058.1.p1
OG0002540	TCONS_00017267.p1	OFUSG12631.1.p1
OG0002541	TCONS_00023654.p1	OFUSG07799.1.p1
OG0002542	TCONS_00056409.p1	OFUSG04467.1.p1
OG0002543	TCONS_00004943.p1	OFUSG15203.1.p1, OFUSG15203.2.p1
OG0002544	TCONS_00012744.p1	OFUSG22721.1.p1
OG0002544	TCONS_00022467.p1	OFUSG00130.1.p1, OFUSG00181.1.p1, OFUSG06629.1.p1, OFUSG06630.1.p1
OG0002545	TCONS_00041144.p1, TCONS_00038916.p1	OFUSG18706.1.p1
OG0002547	TCONS_00045453.p1, TCONS_00045484.p1, TCONS_00045452.p1	OFUSG17495.1.p1
OG0002548	TCONS_00019309.p1, TCONS_00019311.p1	OFUSG25116.1.p1
OG0002549	TCONS_00021796.p1	OFUSG25833.1.p1, OFUSG25833.2.p1, OFUSG25833.3.p1
OG0002550	TCONS_00027283.p1, TCONS_00027288.p1, TCONS_00027289.p1	OFUSG06676.4.p1, OFUSG06676.1.p1, OFUSG06676.3.p1, OFUSG06676.2.p1
OG0002551	TCONS_00042821.p1	OFUSG26610.1.p1
OG0002552	TCONS_00028491.p1	OFUSG09823.1.p1
OG0002553	TCONS_00018976.p1	OFUSG04243.1.p1
OG0002554	TCONS_00008559.p1, TCONS_00008530.p1	OFUSG20321.1.p1
OG0002555	TCONS_00003499.p1	OFUSG21622.1.p1
OG0002556	TCONS_00050930.p1, TCONS_00053043.p1, TCONS_00053085.p1, TCONS_00050929.p1, TCONS_00045658.p1, TCONS_00050928.p1, TCONS_00050641.p1, TCONS_00051717.p1, TCONS_00021319.p1, TCONS_00027059.p1, TCONS_00006645.p1, TCONS_00041792.p1, TCONS_00056858.p1	OFUSG26698.1.p1, OFUSG09591.1.p1
OG0002557	TCONS_00008156.p1	OFUSG05156.1.p1
OG0002558	TCONS_00011130.p1	OFUSG12162.1.p1, OFUSG12162.2.p1
OG0002559	TCONS_00017224.p1	OFUSG17135.4.p1, OFUSG17135.5.p1, OFUSG17135.3.p1, OFUSG17135.1.p1, OFUSG17135.2.p1
OG0002560	TCONS_00016273.p1	OFUSG09866.1.p1, OFUSG09866.2.p1
OG0002561	TCONS_00055930.p1	OFUSG25117.2.p1, OFUSG25117.1.p1
OG0002562	TCONS_00053582.p1	OFUSG13027.1.p1
OG0002563	TCONS_00043033.p1	OFUSG02827.1.p1
OG0002564	TCONS_00012617.p1	OFUSG18079.1.p1, OFUSG18079.2.p1
OG0002565	TCONS_00026110.p1	OFUSG18956.1.p1
OG0002566	TCONS_00018257.p1	OFUSG23549.1.p1
OG0002567	TCONS_00047678.p1, TCONS_00047681.p1	OFUSG05913.1.p1
OG0002568	TCONS_00017767.p1	OFUSG09132.1.p1, OFUSG17897.1.p1
OG0002569	TCONS_00034967.p1	OFUSG23886.1.p1
OG0002570	TCONS_00009301.p1	OFUSG20725.1.p1
OG0002571	TCONS_00043132.p1	OFUSG03586.1.p1
OG0002572	TCONS_00024912.p1	OFUSG07142.1.p1
OG0002573	TCONS_00012988.p1, TCONS_00012985.p1	OFUSG18076.1.p1
OG0002574	TCONS_00011783.p1	OFUSG25082.1.p1, OFUSG25082.3.p1, OFUSG25082.2.p1
OG0002576	TCONS_00009863.p1	OFUSG25248.1.p1
OG0002587	TCONS_00008891.p1	OFUSG20335.1.p1
OG0002589	TCONS_00004590.p1	OFUSG15607.1.p1
OG0002590	TCONS_00007453.p1	OFUSG23108.1.p1
OG0002591	TCONS_00000004.p1	OFUSG00503.1.p1
OG0002592	TCONS_00027490.p1	OFUSG18883.1.p1
OG0002593	TCONS_00050855.p1	OFUSG21331.1.p1, OFUSG21331.2.p1
OG0002594	TCONS_00008434.p1	OFUSG05055.1.p1
OG0002595	TCONS_00014309.p1	OFUSG17825.1.p1, OFUSG17825.3.p1, OFUSG17825.4.p1, OFUSG17825.2.p1, OFUSG19931.1.p1, OFUSG19932.1.p1
OG0002597	TCONS_00054800.p1	OFUSG08063.1.p1
OG0002598	TCONS_00052855.p1	OFUSG17203.1.p1
OG0002599	TCONS_00047444.p1	OFUSG05928.1.p1
OG0002600	TCONS_00030280.p1, TCONS_00006237.p1	OFUSG17834.1.p1, OFUSG17834.2.p1
OG0002601	TCONS_00010418.p1	OFUSG25340.1.p1
OG0002602	TCONS_00014207.p1	OFUSG10300.1.p1, OFUSG10300.2.p1
OG0002603	TCONS_00052522.p1, TCONS_00052514.p1	OFUSG12842.1.p1
OG0002603	TCONS_00052519.p1	OFUSG13715.1.p1
OG0002605	TCONS_00053210.p1	OFUSG17629.1.p1
OG0002606	TCONS_00040313.p1, TCONS_00031016.p1, TCONS_00020584.p1	OFUSG22054.1.p1, OFUSG22019.1.p1
OG0002607	TCONS_00055152.p1, TCONS_00055181.p1, TCONS_00027852.p1	OFUSG19565.1.p1
OG0002608	TCONS_00023837.p1	OFUSG26704.2.p1, OFUSG26704.1.p1
OG0002609	TCONS_00029035.p1	OFUSG08608.1.p1
OG0002610	TCONS_00008605.p1	OFUSG22781.2.p1, OFUSG22781.1.p1
OG0002611	TCONS_00004066.p1	OFUSG16338.1.p1
OG0002612	TCONS_00047747.p1	OFUSG18866.1.p1
OG0002614	TCONS_00017955.p1	OFUSG13501.1.p1
OG0002615	TCONS_00026882.p1	OFUSG18924.1.p1
OG0002616	TCONS_00027743.p1	OFUSG05626.1.p1
OG0002617	TCONS_00043160.p1	OFUSG03235.1.p1
OG0002618	TCONS_00013692.p1	OFUSG11127.1.p1
OG0002619	TCONS_00028823.p1	OFUSG09296.1.p1
OG0002620	TCONS_00015581.p1	OFUSG07487.1.p1
OG0002621	TCONS_00025101.p1, TCONS_00025102.p1, TCONS_00023156.p1, TCONS_00045456.p1, TCONS_00045431.p1, TCONS_00045457.p1, TCONS_00045432.p1, TCONS_00045458.p1, TCONS_00045460.p1, TCONS_00045434.p1, TCONS_00045225.p1, TCONS_00045234.p1, TCONS_00045461.p1, TCONS_00045435.p1, TCONS_00046213.p1	OFUSG21193.1.p1, OFUSG21193.2.p1
OG0002621	TCONS_00045459.p1	OFUSG08722.1.p1
OG0002622	TCONS_00043892.p1, TCONS_00043902.p1	OFUSG02644.1.p1
OG0002623	TCONS_00021118.p1	OFUSG01571.2.p1, OFUSG01571.1.p1
OG0002624	TCONS_00009152.p1	OFUSG20261.1.p1
OG0002624	TCONS_00009151.p1	OFUSG20262.1.p1
OG0002625	TCONS_00000742.p1	OFUSG00455.1.p1
OG0002626	TCONS_00004560.p1, TCONS_00023309.p1, TCONS_00036211.p1, TCONS_00036214.p1	OFUSG23756.1.p1, OFUSG09385.1.p1
OG0002628	TCONS_00015492.p1	OFUSG25722.1.p1
OG0002629	TCONS_00047518.p1	OFUSG21491.1.p1
OG0002629	TCONS_00001710.p1	OFUSG15216.1.p1
OG0002630	TCONS_00006926.p1, TCONS_00017759.p1	OFUSG13735.1.p1
OG0002631	TCONS_00000293.p1	OFUSG00256.1.p1
OG0002632	TCONS_00028955.p1	OFUSG09288.1.p1
OG0002633	TCONS_00009804.p1	OFUSG12394.1.p1
OG0002634	TCONS_00028514.p1	OFUSG09093.1.p1
OG0002634	TCONS_00028515.p1	OFUSG09096.1.p1
OG0002636	TCONS_00012778.p1	OFUSG10080.1.p1
OG0002637	TCONS_00000794.p1, TCONS_00000786.p1	OFUSG00789.1.p1
OG0002637	TCONS_00000797.p1, TCONS_00000795.p1, TCONS_00000787.p1	OFUSG00782.1.p1
OG0002638	TCONS_00023645.p1	OFUSG07849.1.p1
OG0002639	TCONS_00009797.p1	OFUSG11435.2.p1, OFUSG11435.1.p1
OG0002640	TCONS_00047421.p1, TCONS_00047408.p1, TCONS_00047409.p1, TCONS_00047424.p1, TCONS_00047422.p1	OFUSG06099.1.p1, OFUSG06099.4.p1, OFUSG06099.2.p1, OFUSG06099.3.p1
OG0002642	TCONS_00056643.p1, TCONS_00056642.p1	OFUSG16050.1.p1
OG0002643	TCONS_00035689.p1, TCONS_00035551.p1	OFUSG25517.1.p1, OFUSG25504.1.p1
OG0002644	TCONS_00044196.p1	OFUSG03807.1.p1
OG0002645	TCONS_00047832.p1, TCONS_00047846.p1	OFUSG19077.1.p1, OFUSG19077.2.p1
OG0002646	TCONS_00056457.p1	OFUSG07340.4.p1, OFUSG07340.1.p1, OFUSG07340.2.p1, OFUSG07340.3.p1
OG0002647	TCONS_00017755.p1, TCONS_00026751.p1	OFUSG19431.1.p1, OFUSG18928.1.p1
OG0002648	TCONS_00002157.p1	OFUSG23133.1.p1, OFUSG00217.1.p1
OG0002649	TCONS_00027226.p1	OFUSG19035.2.p1, OFUSG19035.1.p1
OG0002651	TCONS_00010767.p1	OFUSG09970.1.p1
OG0002652	TCONS_00007635.p1	OFUSG01040.1.p1, OFUSG05127.1.p1
OG0002653	TCONS_00005624.p1, TCONS_00005622.p1, TCONS_00005623.p2, TCONS_00005620.p1, TCONS_00005619.p1	OFUSG22197.1.p1
OG0002654	TCONS_00052014.p1	OFUSG21242.1.p1
OG0002655	TCONS_00030420.p1	OFUSG18613.1.p1
OG0002657	TCONS_00056535.p1	OFUSG16068.1.p1
OG0002658	TCONS_00023141.p1	OFUSG07805.2.p1, OFUSG07805.1.p1
OG0002659	TCONS_00017232.p1	OFUSG13732.1.p1, OFUSG13734.1.p1
OG0002661	TCONS_00024756.p1, TCONS_00024795.p1, TCONS_00024755.p1	OFUSG07563.1.p1
OG0002662	TCONS_00013016.p1	OFUSG10564.1.p1
OG0002663	TCONS_00022107.p1	OFUSG26952.1.p1
OG0002664	TCONS_00028993.p1	OFUSG08813.1.p1
OG0002665	TCONS_00006695.p1, TCONS_00006689.p1	OFUSG15552.1.p1
OG0002666	TCONS_00013352.p1, TCONS_00032472.p1	OFUSG02440.2.p1, OFUSG02440.1.p1, OFUSG18088.1.p1, OFUSG10943.1.p1
OG0002667	TCONS_00015951.p1	OFUSG07660.1.p1
OG0002668	TCONS_00009177.p1	OFUSG05098.1.p1, OFUSG05098.2.p1
OG0002669	TCONS_00010421.p1, TCONS_00011735.p1, TCONS_00010420.p1	OFUSG11370.1.p1
OG0002670	TCONS_00010164.p1	OFUSG12187.4.p1, OFUSG12187.1.p1, OFUSG12187.2.p1, OFUSG12187.3.p1
OG0002671	TCONS_00008833.p1	OFUSG20832.1.p1
OG0002672	TCONS_00046517.p1	OFUSG23393.1.p1
OG0002673	TCONS_00026782.p1	OFUSG05576.1.p1
OG0002674	TCONS_00029780.p1	OFUSG09685.1.p1
OG0002675	TCONS_00007280.p1, TCONS_00007281.p1	OFUSG05238.1.p1
OG0002677	TCONS_00013321.p1	OFUSG17880.1.p1, OFUSG17880.2.p1
OG0002678	TCONS_00043278.p1, TCONS_00043276.p1	OFUSG03008.1.p1
OG0002679	TCONS_00051947.p1, TCONS_00050858.p1	OFUSG21039.1.p1
OG0002682	TCONS_00052478.p1	OFUSG17355.1.p1
OG0002683	TCONS_00054134.p1	OFUSG17573.1.p2
OG0002685	TCONS_00001020.p1	OFUSG01490.1.p1
OG0002688	TCONS_00010793.p1, TCONS_00010791.p1, TCONS_00012047.p1, TCONS_00012049.p1	OFUSG03402.1.p1
OG0002703	TCONS_00038338.p1, TCONS_00038287.p1	OFUSG19745.2.p1, OFUSG19745.1.p1
OG0002705	TCONS_00053434.p1	OFUSG23521.2.p1, OFUSG23521.1.p1
OG0002706	TCONS_00014276.p1	OFUSG10469.1.p1
OG0002707	TCONS_00011640.p1	OFUSG12558.1.p1
OG0002708	TCONS_00001336.p1	OFUSG00085.1.p1
OG0002709	TCONS_00053614.p1, TCONS_00053516.p1, TCONS_00053456.p1	OFUSG01022.2.p1, OFUSG01022.1.p1
OG0002710	TCONS_00029431.p1	OFUSG09390.1.p1
OG0002712	TCONS_00041645.p1	OFUSG02353.1.p1
OG0002714	TCONS_00022426.p1, TCONS_00039260.p1, TCONS_00039300.p1, TCONS_00039213.p1	OFUSG00220.1.p1, OFUSG06935.1.p1, OFUSG06937.1.p1
OG0002715	TCONS_00049245.p1	OFUSG06599.1.p1, OFUSG06599.3.p1, OFUSG06599.2.p1
OG0002716	TCONS_00007711.p1	OFUSG09527.1.p1
OG0002718	TCONS_00050365.p1	OFUSG20941.1.p1, OFUSG20941.2.p1
OG0002719	TCONS_00057167.p1	OFUSG04545.1.p1
OG0002720	TCONS_00008062.p1, TCONS_00010232.p1	OFUSG20349.1.p1
OG0002721	TCONS_00014473.p1	OFUSG09992.1.p1
OG0002722	TCONS_00011837.p1	OFUSG21829.1.p1
OG0002723	TCONS_00009848.p1	OFUSG25295.1.p1
