Orthogroup	PFLAV	BRALA
OG0001807	TCONS_00004151.p1	BRALA16684, BRALA16683, BRALA22880, BRALA07117
OG0001808	TCONS_00054314.p1	BRALA28858, BRALA32877
OG0001809	TCONS_00015676.p1	BRALA23647
OG0001810	TCONS_00002619.p1	BRALA04842
OG0001811	TCONS_00023968.p1	BRALA00154
OG0001812	TCONS_00009931.p1, TCONS_00009944.p1, TCONS_00019807.p1	BRALA03406
OG0001813	TCONS_00028161.p1	BRALA01571
OG0001814	TCONS_00003986.p1	BRALA04666
OG0001815	TCONS_00011904.p1	BRALA10900
OG0001815	TCONS_00009607.p1	BRALA20868
OG0001816	TCONS_00053591.p1, TCONS_00053506.p1	BRALA05148
OG0001817	TCONS_00013466.p1	BRALA19506
OG0001818	TCONS_00011281.p1, TCONS_00011301.p1	BRALA12031, BRALA23438
OG0001819	TCONS_00048851.p1, TCONS_00048848.p1, TCONS_00048849.p1, TCONS_00019291.p1	BRALA00196
OG0001820	TCONS_00031298.p1	BRALA23960
OG0001821	TCONS_00013104.p1	BRALA10468
OG0001822	TCONS_00024091.p1	BRALA03090
OG0001823	TCONS_00056526.p1	BRALA04091, BRALA22312
OG0001824	TCONS_00037763.p1	BRALA02591
OG0001824	TCONS_00012032.p1	BRALA22639, BRALA22640
OG0001825	TCONS_00046124.p1	BRALA16641
OG0001826	TCONS_00022799.p1	BRALA16175
OG0001827	TCONS_00014648.p1	BRALA02872
OG0001828	TCONS_00056449.p1	BRALA07406
OG0001829	TCONS_00052963.p1, TCONS_00041921.p1	BRALA05641
OG0001830	TCONS_00046062.p1	BRALA16627
OG0001831	TCONS_00014358.p1	BRALA25354
OG0001832	TCONS_00033405.p1, TCONS_00032919.p1	BRALA04342
OG0001834	TCONS_00054877.p1	BRALA14532
OG0001835	TCONS_00024789.p1, TCONS_00024784.p1, TCONS_00024817.p1, TCONS_00024785.p1, TCONS_00024820.p1, TCONS_00024787.p1, TCONS_00024819.p1, TCONS_00024818.p1, TCONS_00024788.p1, TCONS_00024821.p1, TCONS_00024824.p1, TCONS_00024790.p1, TCONS_00024823.p1, TCONS_00025823.p1, TCONS_00024464.p1	BRALA15076
OG0001842	TCONS_00052789.p1, TCONS_00052783.p1, TCONS_00053889.p1, TCONS_00052784.p1, TCONS_00052791.p1, TCONS_00053105.p1, TCONS_00053062.p1, TCONS_00052787.p1, TCONS_00052785.p1, TCONS_00053888.p1, TCONS_00053887.p1, TCONS_00054453.p1, TCONS_00054122.p1, TCONS_00054159.p1, TCONS_00053057.p1, TCONS_00053100.p1, TCONS_00054156.p1, TCONS_00054121.p1, TCONS_00053099.p1, TCONS_00053056.p1, TCONS_00018047.p1	BRALA26095, BRALA08852, BRALA26094, BRALA26092, BRALA26091, BRALA20499, BRALA20514, BRALA20497, BRALA20513, BRALA18791, BRALA18792, BRALA24488
OG0001846	TCONS_00045551.p1	BRALA01789
OG0001848	TCONS_00032607.p1	BRALA10654
OG0001848	TCONS_00032005.p1	BRALA10653
OG0001849	TCONS_00052728.p1	BRALA01071
OG0001849	TCONS_00057244.p1	BRALA07421
OG0001850	TCONS_00008712.p1	BRALA03142
OG0001851	TCONS_00008655.p1, TCONS_00008653.p1, TCONS_00007389.p1, TCONS_00010289.p1, TCONS_00007388.p1, TCONS_00007745.p1, TCONS_00007385.p1, TCONS_00007387.p1, TCONS_00022824.p1, TCONS_00007382.p1	BRALA20584
OG0001852	TCONS_00047986.p1	BRALA18937
OG0001853	TCONS_00007694.p1	BRALA03265
OG0001854	TCONS_00018404.p1, TCONS_00018414.p1	BRALA06560
OG0001855	TCONS_00014230.p1	BRALA23029
OG0001856	TCONS_00012575.p1	BRALA11158
OG0001857	TCONS_00046697.p1	BRALA08335
OG0001858	TCONS_00030929.p1	BRALA03719
OG0001859	TCONS_00001087.p1	BRALA12427
OG0001861	TCONS_00025446.p1	BRALA29583
OG0001862	TCONS_00010459.p1	BRALA16620
OG0001863	TCONS_00054880.p1	BRALA07880
OG0001863	TCONS_00045380.p1	BRALA14579
OG0001864	TCONS_00046707.p1, TCONS_00045713.p1	BRALA08212
OG0001865	TCONS_00043409.p1	BRALA18719
OG0001866	TCONS_00056589.p1	BRALA33651
OG0001867	TCONS_00013831.p1	BRALA13098
OG0001868	TCONS_00008969.p1	BRALA20581
OG0001869	TCONS_00052244.p1	BRALA05557
OG0001870	TCONS_00018207.p1	BRALA09761
OG0001871	TCONS_00042422.p1	BRALA26798
OG0001872	TCONS_00021215.p1	BRALA20547
OG0001872	TCONS_00021214.p1	BRALA06161
OG0001873	TCONS_00010780.p1	BRALA33467, BRALA10007, BRALA33548
OG0001874	TCONS_00048055.p1, TCONS_00048050.p1	BRALA09243
OG0001875	TCONS_00020254.p1	BRALA00199
OG0001875	TCONS_00048169.p2	BRALA04016
OG0001876	TCONS_00042166.p1	BRALA15947
OG0001877	TCONS_00011472.p1	BRALA10772, BRALA10771, BRALA10773, BRALA10933
OG0001878	TCONS_00042105.p1	BRALA22747
OG0001879	TCONS_00006652.p1	BRALA33781
OG0001879	TCONS_00012793.p1	BRALA06196
OG0001880	TCONS_00026935.p1	BRALA06304, BRALA22590
OG0001881	TCONS_00025066.p1	BRALA19925
OG0001882	TCONS_00055985.p1, TCONS_00055984.p1	BRALA14072, BRALA14071, BRALA14070
OG0001883	TCONS_00013916.p1	BRALA21969
OG0001884	TCONS_00019811.p1	BRALA19935
OG0001886	TCONS_00015547.p1	BRALA10021
OG0001887	TCONS_00041596.p1	BRALA19248
OG0001888	TCONS_00053299.p1	BRALA01341
OG0001889	TCONS_00056959.p1	BRALA16751
OG0001890	TCONS_00023143.p1, TCONS_00023144.p1	BRALA26409
OG0001891	TCONS_00044300.p1, TCONS_00044303.p1, TCONS_00015756.p1	BRALA29944, BRALA27709, BRALA26038, BRALA27798, BRALA33143
OG0001892	TCONS_00001671.p1, TCONS_00042382.p1, TCONS_00001673.p1	BRALA18822, BRALA18821
OG0001893	TCONS_00015681.p1	BRALA02794
OG0001894	TCONS_00027496.p1	BRALA25056
OG0001895	TCONS_00007692.p1, TCONS_00007691.p1	BRALA19090, BRALA27263, BRALA28261
OG0001896	TCONS_00016058.p1	BRALA18432
OG0001899	TCONS_00012134.p1	BRALA30884
OG0001900	TCONS_00009905.p1	BRALA22276
OG0001901	TCONS_00042236.p1, TCONS_00042282.p1	BRALA22456
OG0001902	TCONS_00029883.p1, TCONS_00050508.p2	BRALA21815, BRALA32241, BRALA07843, BRALA09330, BRALA26065, BRALA16232, BRALA09304, BRALA32214, BRALA08193, BRALA00134, BRALA02762, BRALA22233, BRALA29612, BRALA09894, BRALA31385, BRALA29601, BRALA27039, BRALA26982, BRALA02106, BRALA01922, BRALA31734, BRALA16839, BRALA24649, BRALA32363, BRALA26832, BRALA27753, BRALA11991, BRALA11985, BRALA33953, BRALA09555, BRALA26665, BRALA06658, BRALA20416, BRALA21770, BRALA23781, BRALA25543, BRALA08820, BRALA33528, BRALA22906, BRALA25865, BRALA14148, BRALA32316, BRALA20865, BRALA02068, BRALA03842, BRALA22641, BRALA10575, BRALA16581
OG0001903	TCONS_00011133.p1, TCONS_00011134.p1, TCONS_00011135.p1	BRALA07353
OG0001904	TCONS_00027844.p1, TCONS_00042039.p1, TCONS_00002367.p1	BRALA18377, BRALA25206, BRALA32106, BRALA10389, BRALA29719, BRALA00918, BRALA15144, BRALA28286, BRALA12210, BRALA16858, BRALA05035, BRALA13056, BRALA20942, BRALA20797, BRALA33483, BRALA27433, BRALA32435, BRALA08191, BRALA33188, BRALA04474, BRALA27246, BRALA28178, BRALA32598, BRALA22882, BRALA02583, BRALA15885, BRALA24037, BRALA24750, BRALA10906, BRALA26740, BRALA30222, BRALA29684, BRALA31679, BRALA27017, BRALA16830, BRALA32985, BRALA12355, BRALA24334, BRALA03138, BRALA23143, BRALA16869, BRALA06828, BRALA03803, BRALA05251
OG0001906	TCONS_00042258.p1	BRALA34902, BRALA34252, BRALA08413, BRALA22736
OG0001913	TCONS_00026681.p1	BRALA24497
OG0001914	TCONS_00006127.p1	BRALA02840
OG0001914	TCONS_00013820.p1	BRALA13023
OG0001915	TCONS_00000141.p1	BRALA35550
OG0001916	TCONS_00010890.p1	BRALA13432, BRALA13431
OG0001916	TCONS_00011586.p1	BRALA13430
OG0001917	TCONS_00053574.p1	BRALA00831
OG0001918	TCONS_00056777.p1	BRALA14482
OG0001918	TCONS_00031699.p1	BRALA16247
OG0001919	TCONS_00044099.p1	BRALA04529
OG0001919	TCONS_00029934.p1	BRALA06853
OG0001920	TCONS_00053812.p1	BRALA05363
OG0001922	TCONS_00051059.p1	BRALA02636
OG0001923	TCONS_00053625.p1	BRALA01345
OG0001924	TCONS_00032066.p1, TCONS_00032067.p1, TCONS_00051492.p1	BRALA33222
OG0001924	TCONS_00008214.p1, TCONS_00021808.p1, TCONS_00038408.p1, TCONS_00015536.p1, TCONS_00037012.p1, TCONS_00032065.p1, TCONS_00002822.p1, TCONS_00042015.p1	BRALA32795
OG0001925	TCONS_00032482.p1, TCONS_00032477.p1	BRALA00423
OG0001926	TCONS_00054101.p1	BRALA01100
OG0001927	TCONS_00026088.p1	BRALA35455, BRALA21711
OG0001929	TCONS_00050916.p1	BRALA08609
OG0001929	TCONS_00038525.p1	BRALA01963
OG0001930	TCONS_00045862.p1	BRALA01543
OG0001930	TCONS_00028827.p1	BRALA16547
OG0001931	TCONS_00029051.p1, TCONS_00005718.p1, TCONS_00029542.p1	BRALA13445
OG0001932	TCONS_00020887.p1	BRALA12072
OG0001933	TCONS_00020709.p1	BRALA28907
OG0001933	TCONS_00020655.p1	BRALA17607
OG0001934	TCONS_00012883.p1	BRALA10404
OG0001935	TCONS_00018756.p1	BRALA21169
OG0001935	TCONS_00002846.p1, TCONS_00002856.p1	BRALA06005
OG0001936	TCONS_00031231.p1	BRALA03951
OG0001936	TCONS_00030847.p1	BRALA06824
OG0001937	TCONS_00019595.p1, TCONS_00019593.p1, TCONS_00019596.p1, TCONS_00019592.p1, TCONS_00019594.p1	BRALA10961, BRALA10962, BRALA19735, BRALA08657, BRALA08656
OG0001938	TCONS_00024127.p1	BRALA25398
OG0001940	TCONS_00005635.p1	BRALA29696
OG0001941	TCONS_00003928.p1	BRALA11387
OG0001942	TCONS_00011638.p1	BRALA23064
OG0001943	TCONS_00046367.p1	BRALA16392
OG0001944	TCONS_00010102.p1	BRALA11918
OG0001945	TCONS_00001704.p1	BRALA27519
OG0001946	TCONS_00030261.p1	BRALA24921
OG0001946	TCONS_00030253.p1, TCONS_00030260.p1	BRALA24922
OG0001947	TCONS_00048361.p1	BRALA12828
OG0001949	TCONS_00004879.p1	BRALA24727
OG0001950	TCONS_00053780.p1, TCONS_00053783.p1	BRALA26750, BRALA05287
OG0001951	TCONS_00044564.p1	BRALA10600
OG0001952	TCONS_00038302.p1, TCONS_00038277.p1, TCONS_00038281.p1	BRALA16632
OG0001952	TCONS_00002307.p1	BRALA28198
OG0001953	TCONS_00012313.p1	BRALA16748
OG0001954	TCONS_00010074.p1	BRALA25967, BRALA25979
OG0001955	TCONS_00028723.p1	BRALA01686
OG0001957	TCONS_00005252.p1	BRALA19367
OG0001958	TCONS_00018445.p1	BRALA33388, BRALA12840
OG0001959	TCONS_00042046.p1	BRALA29341
OG0001960	TCONS_00052179.p1	BRALA15779
OG0001961	TCONS_00016718.p1, TCONS_00016717.p1	BRALA13794
OG0001962	TCONS_00000684.p1	BRALA29361
OG0001963	TCONS_00028704.p1	BRALA14625
OG0001964	TCONS_00020853.p1	BRALA06090, BRALA06079
OG0001965	TCONS_00012740.p1	BRALA18639
OG0001966	TCONS_00028386.p1	BRALA16509, BRALA01132, BRALA05602, BRALA01095
OG0001967	TCONS_00052748.p1, TCONS_00052753.p1	BRALA00859
OG0001968	TCONS_00016338.p1	BRALA02743
OG0001969	TCONS_00029792.p1	BRALA08425
OG0001970	TCONS_00011713.p1	BRALA34104
OG0001971	TCONS_00056455.p1	BRALA04350
OG0001972	TCONS_00051254.p1	BRALA15770
OG0001973	TCONS_00028793.p1, TCONS_00003854.p1, TCONS_00003856.p1, TCONS_00003851.p1, TCONS_00003853.p1	BRALA25537, BRALA25538
OG0001974	TCONS_00014591.p1	BRALA06213
OG0001975	TCONS_00050086.p1, TCONS_00051277.p1	BRALA10519, BRALA24319, BRALA02225, BRALA11207, BRALA09733
OG0001976	TCONS_00023651.p1, TCONS_00025057.p1, TCONS_00025526.p1, TCONS_00025528.p1, TCONS_00025071.p1, TCONS_00037207.p1, TCONS_00026840.p1	BRALA27832, BRALA27831, BRALA27835, BRALA27834, BRALA27833
OG0001977	TCONS_00034418.p1, TCONS_00034424.p1, TCONS_00034591.p1, TCONS_00034409.p1, TCONS_00034513.p1, TCONS_00034574.p1, TCONS_00034576.p1, TCONS_00034590.p1, TCONS_00034572.p1, TCONS_00034570.p1, TCONS_00034571.p1, TCONS_00034593.p1, TCONS_00034415.p1, TCONS_00034422.p1, TCONS_00034519.p1, TCONS_00034414.p1, TCONS_00034517.p1, TCONS_00034518.p1, TCONS_00034833.p1, TCONS_00034725.p1, TCONS_00034832.p1, TCONS_00034827.p1, TCONS_00034849.p1, TCONS_00034729.p1, TCONS_00035059.p1, TCONS_00034520.p1, TCONS_00034423.p1, TCONS_00034417.p1, TCONS_00034521.p1, TCONS_00034425.p1, TCONS_00034524.p1, TCONS_00034429.p1, TCONS_00034522.p1, TCONS_00034523.p1, TCONS_00034430.p1, TCONS_00035204.p1	BRALA24669
OG0001985	TCONS_00005786.p1, TCONS_00005800.p1	BRALA31266
OG0001986	TCONS_00053112.p1, TCONS_00053113.p1	BRALA10262, BRALA10769, BRALA10936
OG0001987	TCONS_00004907.p1	BRALA25500
OG0001988	TCONS_00046879.p1, TCONS_00045602.p1	BRALA17550
OG0001989	TCONS_00025198.p1, TCONS_00023838.p1	BRALA07557
OG0001990	TCONS_00014976.p1	BRALA17559
OG0001990	TCONS_00045534.p1	BRALA17849
OG0001991	TCONS_00046868.p1	BRALA17546
OG0001992	TCONS_00002537.p1, TCONS_00002538.p1	BRALA35422, BRALA35278, BRALA34802
OG0001993	TCONS_00026056.p1	BRALA16354
OG0001994	TCONS_00005754.p1	BRALA29381
OG0001995	TCONS_00013651.p1, TCONS_00013774.p1, TCONS_00013770.p1, TCONS_00013765.p1, TCONS_00013355.p1	BRALA19063
OG0001996	TCONS_00011649.p1	BRALA34756, BRALA06545, BRALA26156
OG0001998	TCONS_00006078.p1	BRALA29050
OG0001999	TCONS_00013479.p1	BRALA30184
OG0001999	TCONS_00036366.p1	BRALA25298, BRALA35444
OG0002000	TCONS_00041180.p1	BRALA04183
OG0002001	TCONS_00013838.p1	BRALA00220
OG0002002	TCONS_00019631.p1, TCONS_00055103.p1	BRALA21013
OG0002003	TCONS_00010056.p1	BRALA11915
OG0002004	TCONS_00029284.p1	BRALA30344
OG0002005	TCONS_00055784.p1	BRALA29387
OG0002006	TCONS_00014867.p1, TCONS_00056040.p1	BRALA09070
OG0002007	TCONS_00030680.p1	BRALA18083
OG0002009	TCONS_00021320.p1	BRALA21922
OG0002010	TCONS_00013063.p1	BRALA06492
OG0002011	TCONS_00008082.p1	BRALA20225
OG0002012	TCONS_00006059.p1, TCONS_00006200.p1, TCONS_00006056.p1	BRALA23568
OG0002013	TCONS_00009307.p1, TCONS_00009308.p1, TCONS_00009314.p1, TCONS_00009315.p1, TCONS_00009310.p1	BRALA12490, BRALA13240, BRALA30429, BRALA20683, BRALA32151, BRALA00130, BRALA00131, BRALA12565, BRALA00129
OG0002014	TCONS_00048978.p1	BRALA11040
OG0002015	TCONS_00013617.p1, TCONS_00013618.p1	BRALA06336
OG0002016	TCONS_00029913.p1	BRALA20669
OG0002017	TCONS_00050927.p1	BRALA15768
OG0002018	TCONS_00042093.p1	BRALA26984, BRALA26983
OG0002020	TCONS_00026937.p1	BRALA32768, BRALA35646, BRALA33976
OG0002021	TCONS_00048868.p1	BRALA01246, BRALA20516, BRALA20515, BRALA16102, BRALA16106, BRALA16105
OG0002022	TCONS_00016182.p1, TCONS_00044299.p1	BRALA02885, BRALA27335, BRALA02917, BRALA02878
OG0002023	TCONS_00010184.p1	BRALA10833
OG0002024	TCONS_00016678.p1	BRALA03055, BRALA03051
OG0002026	TCONS_00042481.p1	BRALA16933
OG0002027	TCONS_00021839.p1	BRALA06049
OG0002028	TCONS_00009869.p1	BRALA31054
OG0002029	TCONS_00017766.p1	BRALA29066
OG0002030	TCONS_00017784.p1	BRALA18492
OG0002031	TCONS_00020688.p1	BRALA00375
OG0002032	TCONS_00034955.p1	BRALA26240
OG0002033	TCONS_00055425.p1	BRALA00224
OG0002034	TCONS_00007407.p1	BRALA22423
OG0002035	TCONS_00054366.p1	BRALA00648, BRALA22063, BRALA35832
OG0002036	TCONS_00004483.p1	BRALA29526
OG0002037	TCONS_00019983.p1	BRALA00391
OG0002038	TCONS_00016128.p1	BRALA18313
OG0002041	TCONS_00014767.p1	BRALA18321, BRALA04630, BRALA18483, BRALA18482, BRALA18481
OG0002042	TCONS_00029328.p1, TCONS_00029332.p1	BRALA03747
OG0002043	TCONS_00046268.p1	BRALA14578
OG0002044	TCONS_00049038.p1, TCONS_00049055.p1	BRALA19010, BRALA19011, BRALA19008, BRALA10152
OG0002049	TCONS_00023249.p1	BRALA32067, BRALA28538, BRALA09701, BRALA09250, BRALA18104, BRALA09251, BRALA12798, BRALA09246, BRALA22256, BRALA33699, BRALA13801, BRALA16016, BRALA35787, BRALA35537
OG0002057	TCONS_00054563.p1	BRALA01255
OG0002059	TCONS_00016534.p1	BRALA19536
OG0002060	TCONS_00010367.p1	BRALA22621
OG0002061	TCONS_00026721.p1, TCONS_00041534.p1	BRALA21414
OG0002062	TCONS_00033556.p1	BRALA04513
OG0002063	TCONS_00001535.p1	BRALA02335
OG0002064	TCONS_00011769.p1	BRALA29142
OG0002064	TCONS_00011397.p1	BRALA13346
OG0002065	TCONS_00039908.p1, TCONS_00040850.p1	BRALA34424, BRALA33901, BRALA33556, BRALA05661
OG0002066	TCONS_00046853.p1	BRALA18537
OG0002067	TCONS_00012901.p1	BRALA23033
OG0002068	TCONS_00011296.p1, TCONS_00011273.p1	BRALA12029
OG0002069	TCONS_00016808.p1	BRALA09642
OG0002070	TCONS_00015699.p1	BRALA18425, BRALA35408
OG0002071	TCONS_00006179.p1	BRALA27764
OG0002072	TCONS_00046000.p1	BRALA14687
OG0002073	TCONS_00026684.p1	BRALA24409
OG0002074	TCONS_00025128.p1, TCONS_00028366.p1	BRALA27583
OG0002074	TCONS_00055532.p1	BRALA12197, BRALA24726
OG0002075	TCONS_00010439.p1	BRALA26127
OG0002076	TCONS_00020196.p1	BRALA00516
OG0002077	TCONS_00055941.p1	BRALA14130
OG0002079	TCONS_00043334.p1	BRALA35611
OG0002079	TCONS_00043336.p1	BRALA35108, BRALA31898
OG0002080	TCONS_00037400.p1	BRALA01983
OG0002080	TCONS_00037399.p1	BRALA01982
OG0002081	TCONS_00042932.p1	BRALA15912
OG0002081	TCONS_00015660.p1	BRALA15914
OG0002081	TCONS_00042929.p1	BRALA15913
OG0002082	TCONS_00036519.p1, TCONS_00024319.p1	BRALA11047, BRALA20051, BRALA09259, BRALA20050
OG0002084	TCONS_00027488.p1, TCONS_00026209.p1, TCONS_00026576.p1	BRALA33469, BRALA31763, BRALA32157
OG0002085	TCONS_00048259.p1	BRALA25730
OG0002086	TCONS_00028785.p1	BRALA23177
OG0002087	TCONS_00016257.p1	BRALA02631
OG0002088	TCONS_00023919.p2	BRALA23353
OG0002088	TCONS_00023929.p1, TCONS_00023917.p1, TCONS_00023922.p1	BRALA25517, BRALA25515
OG0002089	TCONS_00026923.p1	BRALA15679, BRALA00234, BRALA26307
OG0002090	TCONS_00014219.p1	BRALA10471
OG0002091	TCONS_00005208.p1, TCONS_00005207.p1	BRALA22175
OG0002093	TCONS_00024002.p1	BRALA25514
OG0002094	TCONS_00049467.p1	BRALA12707
OG0002095	TCONS_00042605.p1	BRALA28303
OG0002096	TCONS_00006797.p1, TCONS_00038941.p1	BRALA26857
OG0002097	TCONS_00021590.p1	BRALA05973
OG0002098	TCONS_00037499.p1, TCONS_00036367.p1, TCONS_00036368.p1, TCONS_00036167.p1	BRALA08891
OG0002099	TCONS_00012044.p1	BRALA24109
OG0002100	TCONS_00005530.p1	BRALA16479
OG0002101	TCONS_00054289.p1	BRALA01147
OG0002102	TCONS_00021480.p1	BRALA13643
OG0002103	TCONS_00012029.p1	BRALA12125, BRALA22500
OG0002104	TCONS_00019372.p1	BRALA03456
OG0002105	TCONS_00023242.p1	BRALA30841
OG0002106	TCONS_00045048.p1	BRALA21267
OG0002106	TCONS_00015164.p1, TCONS_00015165.p1	BRALA20596, BRALA19126, BRALA35167, BRALA06177, BRALA03236, BRALA30663, BRALA30901, BRALA02993
OG0002107	TCONS_00026918.p1	BRALA28882
OG0002108	TCONS_00002654.p1	BRALA26237
OG0002112	TCONS_00020355.p1	BRALA04147
OG0002122	TCONS_00027841.p1	BRALA19240
OG0002123	TCONS_00046235.p1	BRALA29680
OG0002124	TCONS_00011690.p1, TCONS_00011693.p1, TCONS_00011694.p1	BRALA35178, BRALA22483
OG0002124	TCONS_00015538.p1, TCONS_00015539.p1	BRALA13512, BRALA20658, BRALA06874, BRALA20657, BRALA28525
OG0002126	TCONS_00017522.p1, TCONS_00017518.p1, TCONS_00017519.p1, TCONS_00017520.p1, TCONS_00018033.p1, TCONS_00017547.p1, TCONS_00017545.p1, TCONS_00017546.p1	BRALA06866, BRALA11474
OG0002127	TCONS_00021347.p1	BRALA12199
OG0002128	TCONS_00022935.p1	BRALA06097
OG0002129	TCONS_00042981.p1	BRALA28316
OG0002130	TCONS_00000887.p1	BRALA19628
OG0002131	TCONS_00028419.p1	BRALA22859
OG0002132	TCONS_00019566.p1, TCONS_00038484.p1, TCONS_00050516.p1	BRALA28861
OG0002133	TCONS_00039866.p1, TCONS_00039039.p1	BRALA30711, BRALA25457
OG0002134	TCONS_00009356.p1	BRALA03169
OG0002135	TCONS_00002121.p1	BRALA19276
OG0002136	TCONS_00056305.p1, TCONS_00056335.p1	BRALA21701
OG0002138	TCONS_00023522.p1, TCONS_00023530.p1	BRALA07695
OG0002140	TCONS_00045963.p1	BRALA19372
OG0002141	TCONS_00043161.p1	BRALA28309
OG0002142	TCONS_00031698.p1	BRALA26757
OG0002144	TCONS_00004896.p1	BRALA33560
OG0002145	TCONS_00049559.p1	BRALA17357
OG0002147	TCONS_00052186.p1	BRALA15803
OG0002148	TCONS_00010216.p1	BRALA15940
OG0002148	TCONS_00009582.p1	BRALA31289
OG0002149	TCONS_00020444.p1	BRALA10667
OG0002150	TCONS_00032563.p1, TCONS_00032550.p1	BRALA04285
OG0002152	TCONS_00046182.p1	BRALA17103
OG0002154	TCONS_00027805.p1	BRALA31825
OG0002155	TCONS_00051210.p1	BRALA19605
OG0002155	TCONS_00048168.p1	BRALA17312
OG0002156	TCONS_00042375.p1	BRALA19453
OG0002157	TCONS_00012637.p1	BRALA06421
OG0002158	TCONS_00044976.p1	BRALA29886
OG0002159	TCONS_00023453.p1, TCONS_00023496.p1	BRALA07565
OG0002159	TCONS_00023988.p1, TCONS_00023989.p1, TCONS_00033763.p1, TCONS_00023498.p1, TCONS_00023455.p1, TCONS_00023454.p1, TCONS_00023497.p1	BRALA35722, BRALA18927
OG0002160	TCONS_00012905.p1	BRALA06348
OG0002161	TCONS_00055486.p1	BRALA07343
OG0002162	TCONS_00016712.p1	BRALA21828
OG0002163	TCONS_00038001.p1	BRALA02388, BRALA02390, BRALA02387, BRALA02389
OG0002164	TCONS_00053248.p1, TCONS_00053122.p1	BRALA00799, BRALA16827
OG0002165	TCONS_00036251.p1, TCONS_00036249.p1, TCONS_00036250.p1, TCONS_00038997.p1, TCONS_00023828.p1, TCONS_00023829.p1, TCONS_00036034.p1	BRALA03144, BRALA03158
OG0002165	TCONS_00055391.p1, TCONS_00053255.p1, TCONS_00055389.p1, TCONS_00055388.p1, TCONS_00007406.p1	BRALA03145
OG0002166	TCONS_00005655.p1, TCONS_00005656.p1	BRALA34998
OG0002167	TCONS_00056140.p1	BRALA00107
OG0002168	TCONS_00017536.p1	BRALA21154
OG0002168	TCONS_00052942.p1	BRALA01161
OG0002169	TCONS_00026602.p1	BRALA35441
OG0002170	TCONS_00019118.p1	BRALA15225
OG0002170	TCONS_00056271.p1	BRALA25274
OG0002171	TCONS_00009303.p1	BRALA31606
OG0002174	TCONS_00012285.p1	BRALA06503
OG0002174	TCONS_00028328.p1	BRALA01580
OG0002175	TCONS_00047282.p1	BRALA15343
OG0002176	TCONS_00023093.p1	BRALA18242
OG0002177	TCONS_00009605.p1	BRALA25710
OG0002178	TCONS_00013019.p1	BRALA10470
OG0002179	TCONS_00010125.p1	BRALA17768
OG0002180	TCONS_00044953.p1	BRALA01899
OG0002182	TCONS_00048307.p1	BRALA17354
OG0002183	TCONS_00036511.p1	BRALA02511
OG0002184	TCONS_00052864.p1	BRALA05306
OG0002185	TCONS_00008754.p1	BRALA03464
OG0002187	TCONS_00014770.p1	BRALA21795
OG0002188	TCONS_00035732.p1, TCONS_00035728.p1	BRALA05642
OG0002189	TCONS_00046357.p1, TCONS_00035977.p1, TCONS_00035976.p1	BRALA14619
OG0002189	TCONS_00041437.p1	BRALA34565
OG0002190	TCONS_00034775.p1	BRALA24660
OG0002191	TCONS_00003677.p1	BRALA21363
OG0002193	TCONS_00053913.p1	BRALA11442
OG0002195	TCONS_00054859.p1	BRALA18764, BRALA33787, BRALA18752
OG0002196	TCONS_00031158.p1	BRALA27055
OG0002198	TCONS_00042316.p1, TCONS_00042263.p1	BRALA22825, BRALA22813, BRALA17694, BRALA00738, BRALA00707, BRALA01997, BRALA09044, BRALA00772, BRALA07134, BRALA12065, BRALA17697, BRALA17698, BRALA22826, BRALA17696, BRALA22823, BRALA22812, BRALA17699, BRALA22814, BRALA11807
OG0002201	TCONS_00009369.p1	BRALA12527
OG0002209	TCONS_00049779.p1	BRALA19715
OG0002211	TCONS_00005307.p1	BRALA10238
OG0002211	TCONS_00037549.p1	BRALA26427
OG0002213	TCONS_00037423.p1, TCONS_00003327.p1, TCONS_00027615.p1, TCONS_00010799.p1, TCONS_00000026.p1, TCONS_00044630.p1	BRALA28796, BRALA27801, BRALA30492
OG0002214	TCONS_00055395.p1	BRALA34191, BRALA35761
OG0002215	TCONS_00028975.p1, TCONS_00028977.p1, TCONS_00028985.p1, TCONS_00028986.p1	BRALA20562
OG0002216	TCONS_00028918.p1	BRALA21038
OG0002217	TCONS_00016609.p1	BRALA20635
OG0002219	TCONS_00017952.p1	BRALA34790, BRALA33634, BRALA17537, BRALA29885
OG0002220	TCONS_00047259.p1	BRALA20472
OG0002221	TCONS_00051631.p1	BRALA26673
OG0002222	TCONS_00051114.p1	BRALA19604
OG0002223	TCONS_00049010.p1	BRALA06051, BRALA02219
OG0002224	TCONS_00030817.p1	BRALA06615
OG0002225	TCONS_00009830.p1	BRALA24494
OG0002227	TCONS_00031331.p1	BRALA21714
OG0002228	TCONS_00013201.p1	BRALA34398, BRALA26579, BRALA27484
OG0002229	TCONS_00006706.p1	BRALA29368
OG0002231	TCONS_00021204.p1	BRALA06002
OG0002231	TCONS_00021859.p1	BRALA05999
OG0002231	TCONS_00021282.p1, TCONS_00021301.p1, TCONS_00021280.p1	BRALA06000
OG0002233	TCONS_00046719.p1, TCONS_00045705.p1	BRALA22951, BRALA22952, BRALA22953
OG0002234	TCONS_00014124.p1	BRALA25993, BRALA25047, BRALA25045, BRALA25046
OG0002235	TCONS_00026289.p1	BRALA29529, BRALA21221
OG0002236	TCONS_00017143.p1	BRALA13750
OG0002237	TCONS_00000299.p1	BRALA35902
