Orthogroup	PFLAV	DROME
OG0002960	TCONS_00039602.p1, TCONS_00039603.p1	DROME20297, DROME20296, DROME20294, DROME20295, DROME20293
OG0002962	TCONS_00013946.p1	DROME20600
OG0002964	TCONS_00013728.p1	DROME17991, DROME17992, DROME17989, DROME17985, DROME17987, DROME17984, DROME17988, DROME17990, DROME17986
OG0002966	TCONS_00016413.p1, TCONS_00016414.p1	DROME20414, DROME20412, DROME20411, DROME20415, DROME20410, DROME20413
OG0002967	TCONS_00034167.p1, TCONS_00034173.p1	DROME18521, DROME18520
OG0002968	TCONS_00000180.p1	DROME05214
OG0002969	TCONS_00055983.p1	DROME04084, DROME04085
OG0002973	TCONS_00048192.p1	DROME19229, DROME19228
OG0002974	TCONS_00009337.p1	DROME01465
OG0002975	TCONS_00010555.p1	DROME00051, DROME00050
OG0002976	TCONS_00028969.p1	DROME16320, DROME20322, DROME20323
OG0002977	TCONS_00004747.p1	DROME10042, DROME10040, DROME10039, DROME10038, DROME10036, DROME10037, DROME10041, DROME10043
OG0002978	TCONS_00010996.p1	DROME09324, DROME11790
OG0002979	TCONS_00000115.p1	DROME15607
OG0002982	TCONS_00002363.p1, TCONS_00002375.p1	DROME07294, DROME07292, DROME07295, DROME07293
OG0002983	TCONS_00002109.p1, TCONS_00002101.p1	DROME12376
OG0002984	TCONS_00014608.p1	DROME11997
OG0002985	TCONS_00042833.p1	DROME08067, DROME08066, DROME08064, DROME08065, DROME08063
OG0002986	TCONS_00049664.p1	DROME06888
OG0002987	TCONS_00026946.p1	DROME13970, DROME13977
OG0002990	TCONS_00027688.p1	DROME12949, DROME12950
OG0002991	TCONS_00030348.p1	DROME05520, DROME05522, DROME05521
OG0002992	TCONS_00020442.p1	DROME16899, DROME16900
OG0002994	TCONS_00008401.p1	DROME07777, DROME07776
OG0002995	TCONS_00010897.p1	DROME15764, DROME15763, DROME15761, DROME15762, DROME15765
OG0002997	TCONS_00053213.p1	DROME02903
OG0002998	TCONS_00022351.p1	DROME04901, DROME04900, DROME04899
OG0003001	TCONS_00002698.p1	DROME12222
OG0003005	TCONS_00003466.p1	DROME19774
OG0003006	TCONS_00014322.p1, TCONS_00014334.p1	DROME00129
OG0003008	TCONS_00014834.p1	DROME10417, DROME10419, DROME10418
OG0003010	TCONS_00036755.p1	DROME09942, DROME21676, DROME21680, DROME21679, DROME21678, DROME21677
OG0003011	TCONS_00044235.p1	DROME17655, DROME17656
OG0003012	TCONS_00013995.p1, TCONS_00048089.p1	DROME16686
OG0003014	TCONS_00018508.p1	DROME20620
OG0003016	TCONS_00041684.p1	DROME06109, DROME04760
OG0003017	TCONS_00025399.p1	DROME03993, DROME03994
OG0003018	TCONS_00042596.p1	DROME01985
OG0003019	TCONS_00051034.p1	DROME14436
OG0003021	TCONS_00050470.p1, TCONS_00044206.p1	DROME11191
OG0003022	TCONS_00021935.p1	DROME12200
OG0003023	TCONS_00042741.p1	DROME04319, DROME04320, DROME04322, DROME19161, DROME19162, DROME20477, DROME20476
OG0003024	TCONS_00014173.p1	DROME14540, DROME13066
OG0003025	TCONS_00044903.p1	DROME16128
OG0003026	TCONS_00014720.p1, TCONS_00015662.p1	DROME01191
OG0003027	TCONS_00018446.p1	DROME13632
OG0003028	TCONS_00044915.p1	DROME19503
OG0003029	TCONS_00008363.p1	DROME01355, DROME01353, DROME01354, DROME01356
OG0003030	TCONS_00055499.p1	DROME20783, DROME03164
OG0003031	TCONS_00004052.p1	DROME10589, DROME10590
OG0003033	TCONS_00000889.p1	DROME02552
OG0003034	TCONS_00042530.p1	DROME13458
OG0003035	TCONS_00019341.p1	DROME10664
OG0003036	TCONS_00014973.p1	DROME08134
OG0003038	TCONS_00039831.p1	DROME21419, DROME21417, DROME21418, DROME21415, DROME21416
OG0003041	TCONS_00017725.p1, TCONS_00044813.p1	DROME13990, DROME13989
OG0003042	TCONS_00054889.p1	DROME19648, DROME19650, DROME19649
OG0003043	TCONS_00042430.p1	DROME01115
OG0003044	TCONS_00004867.p1	DROME07467
OG0003045	TCONS_00021219.p1	DROME10689, DROME10687, DROME10688
OG0003046	TCONS_00018079.p1	DROME06986
OG0003048	TCONS_00009304.p1	DROME03285
OG0003049	TCONS_00054626.p1, TCONS_00054702.p1	DROME11842
OG0003050	TCONS_00029314.p1	DROME21024, DROME21025
OG0003052	TCONS_00027167.p1	DROME17384, DROME22105, DROME17383
OG0003053	TCONS_00054310.p1	DROME05736
OG0003054	TCONS_00021522.p1	DROME15214
OG0003055	TCONS_00054282.p1	DROME13955
OG0003058	TCONS_00017801.p1	DROME03947
OG0003059	TCONS_00010865.p1, TCONS_00009506.p1, TCONS_00010866.p1	DROME10348, DROME10347, DROME10349, DROME10350
OG0003060	TCONS_00053579.p1, TCONS_00053576.p1	DROME04543
OG0003062	TCONS_00009277.p1	DROME19727
OG0003063	TCONS_00047299.p1	DROME03416
OG0003064	TCONS_00032013.p2	DROME05139, DROME16537, DROME16536
OG0003065	TCONS_00040405.p1	DROME07296
OG0003066	TCONS_00037980.p1	DROME19326
OG0003072	TCONS_00048899.p1	DROME09180, DROME09181
OG0003074	TCONS_00008081.p1	DROME08737, DROME08738, DROME08736, DROME08735
OG0003078	TCONS_00011470.p1	DROME02073, DROME02074, DROME05944, DROME15126, DROME02635, DROME13619, DROME00990
OG0003079	TCONS_00029793.p1	DROME11418, DROME11417
OG0003085	TCONS_00055899.p1	DROME18955
OG0003085	TCONS_00034701.p1, TCONS_00034698.p1, TCONS_00056482.p1, TCONS_00056499.p1, TCONS_00056497.p1, TCONS_00056481.p1	DROME11671
OG0003090	TCONS_00022504.p1, TCONS_00022507.p1, TCONS_00050796.p1, TCONS_00051891.p1, TCONS_00051894.p1, TCONS_00022509.p1	DROME08348, DROME08349
OG0003101	TCONS_00017184.p1	DROME16966, DROME16965, DROME16967
OG0003103	TCONS_00013562.p1, TCONS_00012395.p1	DROME19370, DROME19375, DROME19374, DROME19371, DROME19372
OG0003104	TCONS_00055183.p1, TCONS_00055155.p1	DROME01186, DROME01187
OG0003105	TCONS_00028837.p1	DROME14362, DROME14361, DROME14360
OG0003107	TCONS_00007437.p1	DROME12506
OG0003108	TCONS_00035993.p1	DROME13177, DROME13178
OG0003109	TCONS_00014595.p1	DROME00284
OG0003110	TCONS_00021811.p1	DROME09020
OG0003112	TCONS_00030053.p1, TCONS_00030052.p1	DROME16468, DROME01349, DROME01348
OG0003113	TCONS_00045447.p1, TCONS_00045473.p1	DROME01816, DROME01817
OG0003114	TCONS_00011587.p1	DROME04951, DROME04952
OG0003115	TCONS_00028290.p1	DROME18331
OG0003116	TCONS_00043730.p1	DROME20130
OG0003118	TCONS_00020273.p1	DROME11873, DROME11872
OG0003119	TCONS_00041056.p1	DROME02450, DROME02453, DROME02451
OG0003120	TCONS_00022866.p1, TCONS_00022865.p1, TCONS_00022605.p1	DROME17944
OG0003121	TCONS_00028552.p1	DROME19886, DROME19887
OG0003125	TCONS_00039975.p1	DROME08841, DROME08840
OG0003128	TCONS_00006238.p1	DROME20310, DROME20309
OG0003130	TCONS_00006397.p1	DROME20301, DROME20300
OG0003132	TCONS_00044476.p1, TCONS_00044485.p1, TCONS_00044491.p1, TCONS_00018768.p1	DROME12375
OG0003135	TCONS_00011843.p1	DROME07491
OG0003136	TCONS_00010930.p1	DROME17171
OG0003137	TCONS_00007039.p1	DROME01904, DROME12782
OG0003138	TCONS_00050755.p1	DROME18809
OG0003140	TCONS_00028144.p1	DROME06905, DROME06907, DROME06906, DROME06909, DROME06908
OG0003141	TCONS_00050305.p1, TCONS_00050154.p1, TCONS_00050309.p1, TCONS_00050306.p1	DROME21226, DROME21227
OG0003142	TCONS_00029198.p1	DROME11840
OG0003144	TCONS_00000595.p1	DROME13433
OG0003145	TCONS_00014971.p1	DROME03862
OG0003146	TCONS_00018409.p1, TCONS_00018423.p1	DROME01929
OG0003147	TCONS_00026561.p1	DROME16290, DROME16289
OG0003148	TCONS_00011185.p1	DROME18800, DROME18799
OG0003149	TCONS_00029158.p1	DROME16606, DROME16608
OG0003150	TCONS_00021955.p1	DROME19300
OG0003151	TCONS_00020486.p1	DROME04792
OG0003152	TCONS_00013455.p1	DROME17760
OG0003153	TCONS_00007590.p1	DROME21845
OG0003154	TCONS_00052774.p1, TCONS_00052813.p1	DROME05761
OG0003156	TCONS_00002246.p1	DROME13943
OG0003157	TCONS_00043932.p1	DROME06121, DROME06123, DROME06124, DROME06122, DROME06125, DROME06126
OG0003158	TCONS_00002576.p1	DROME02271
OG0003160	TCONS_00026054.p1	DROME17382
OG0003161	TCONS_00011327.p1	DROME12081
OG0003163	TCONS_00029491.p1	DROME02661, DROME02659
OG0003164	TCONS_00044053.p1	DROME01606
OG0003165	TCONS_00002241.p1	DROME00374, DROME00377, DROME00375, DROME00376
OG0003169	TCONS_00053814.p1	DROME03939
OG0003172	TCONS_00004769.p1, TCONS_00057202.p1	DROME02195
OG0003173	TCONS_00005896.p1	DROME03095, DROME15988
OG0003173	TCONS_00005903.p1	DROME20160, DROME20161
OG0003174	TCONS_00049142.p1, TCONS_00049139.p1, TCONS_00035661.p1, TCONS_00035570.p1, TCONS_00042946.p1	DROME21527, DROME21526, DROME21528
OG0003175	TCONS_00003127.p1	DROME02106
OG0003176	TCONS_00030621.p1, TCONS_00030620.p1	DROME19128
OG0003178	TCONS_00012175.p1	DROME10286, DROME10285
OG0003179	TCONS_00031402.p1	DROME19635
OG0003180	TCONS_00006051.p1	DROME11167, DROME11166
OG0003181	TCONS_00012251.p1	DROME02965, DROME02966, DROME02967, DROME02968, DROME02969
OG0003182	TCONS_00007597.p1	DROME01632
OG0003183	TCONS_00020630.p1	DROME05040, DROME05042, DROME05041
OG0003184	TCONS_00031430.p1	DROME11152
OG0003185	TCONS_00036463.p1	DROME08767, DROME08766
OG0003188	TCONS_00027939.p1	DROME03250, DROME03249
OG0003189	TCONS_00001707.p1	DROME13140, DROME13139, DROME13141, DROME13138
OG0003191	TCONS_00003984.p1	DROME09590
OG0003192	TCONS_00003034.p1	DROME12610
OG0003193	TCONS_00022403.p1	DROME14192
OG0003194	TCONS_00016610.p1, TCONS_00016612.p1, TCONS_00051910.p1, TCONS_00015839.p1	DROME19483
OG0003197	TCONS_00021731.p1	DROME21048
OG0003198	TCONS_00052157.p1, TCONS_00052173.p1	DROME07357
OG0003199	TCONS_00054864.p1, TCONS_00054865.p1	DROME12668, DROME21725, DROME21726
OG0003202	TCONS_00030468.p1	DROME05838, DROME05839
OG0003203	TCONS_00033348.p1	DROME05382, DROME05385, DROME05386, DROME05383, DROME05384
OG0003205	TCONS_00028178.p1	DROME06205, DROME06206
OG0003206	TCONS_00042722.p1	DROME21836, DROME21837
OG0003207	TCONS_00043267.p1, TCONS_00030185.p1	DROME14952
OG0003210	TCONS_00014945.p1	DROME16773, DROME16774
OG0003212	TCONS_00038921.p1, TCONS_00005698.p1	DROME16100
OG0003214	TCONS_00056343.p1, TCONS_00056311.p1	DROME00548
OG0003215	TCONS_00004511.p1	DROME09352
OG0003217	TCONS_00053417.p1	DROME21077
OG0003218	TCONS_00022948.p1	DROME08231, DROME08230
OG0003220	TCONS_00000598.p1	DROME11342, DROME11341
OG0003221	TCONS_00018637.p1	DROME00225, DROME00224
OG0003222	TCONS_00008423.p1	DROME18303, DROME18302, DROME18304
OG0003223	TCONS_00008858.p1	DROME09209
OG0003224	TCONS_00019205.p1	DROME09348, DROME09349, DROME09347
OG0003225	TCONS_00034983.p1	DROME18849
OG0003226	TCONS_00037381.p1	DROME19617, DROME08490
OG0003228	TCONS_00010782.p1	DROME21008
OG0003229	TCONS_00054940.p1	DROME01144
OG0003230	TCONS_00027696.p1	DROME17741
OG0003231	TCONS_00045218.p1	DROME19301
OG0003235	TCONS_00049408.p1	DROME05661, DROME05663, DROME05662
OG0003238	TCONS_00019863.p1	DROME10776
OG0003245	TCONS_00014385.p1, TCONS_00037504.p1, TCONS_00037276.p1, TCONS_00008410.p1, TCONS_00007101.p1, TCONS_00010293.p1, TCONS_00010294.p1, TCONS_00008409.p1, TCONS_00007097.p1, TCONS_00036120.p1, TCONS_00036105.p1, TCONS_00007098.p1	DROME04935
OG0003251	TCONS_00007188.p1, TCONS_00007189.p1	DROME19769, DROME19768, DROME16949
OG0003252	TCONS_00003543.p1	DROME18445
OG0003254	TCONS_00010837.p1	DROME02901
OG0003255	TCONS_00020100.p1	DROME06336
OG0003257	TCONS_00010798.p1, TCONS_00010797.p1	DROME15418
OG0003261	TCONS_00018872.p1	DROME07634, DROME07633
OG0003263	TCONS_00013622.p1	DROME09851
OG0003264	TCONS_00046364.p2	DROME08076
OG0003267	TCONS_00031423.p1	DROME01973, DROME01974, DROME02727
OG0003268	TCONS_00008149.p1	DROME20306
OG0003269	TCONS_00013521.p1	DROME11682
OG0003272	TCONS_00043871.p1	DROME19754, DROME19755, DROME00829
OG0003273	TCONS_00009692.p1	DROME01509
OG0003275	TCONS_00020755.p1	DROME11988, DROME11987
OG0003277	TCONS_00049210.p1	DROME07456
OG0003279	TCONS_00041744.p1	DROME01016, DROME01017, DROME01018
OG0003280	TCONS_00039790.p1, TCONS_00039792.p1	DROME06169, DROME06168, DROME04670, DROME04668, DROME04669
OG0003281	TCONS_00021791.p1	DROME07833, DROME07834, DROME07829, DROME07830, DROME07831, DROME07832
OG0003282	TCONS_00027650.p1	DROME17686
OG0003283	TCONS_00049262.p1	DROME12472
OG0003284	TCONS_00002839.p1, TCONS_00002854.p1	DROME06818
OG0003286	TCONS_00013948.p1	DROME09199, DROME09198
OG0003287	TCONS_00057175.p1	DROME04328, DROME08276
OG0003288	TCONS_00043817.p1	DROME00366, DROME00364, DROME00365
OG0003289	TCONS_00044248.p1	DROME20541, DROME20542
OG0003290	TCONS_00015060.p1	DROME00517
OG0003291	TCONS_00005261.p1	DROME20523
OG0003293	TCONS_00019456.p1	DROME14676
OG0003294	TCONS_00042669.p1	DROME01659, DROME01660
OG0003296	TCONS_00006223.p1	DROME06822, DROME13531
OG0003297	TCONS_00013842.p1	DROME19465
OG0003298	TCONS_00043866.p1	DROME08089
OG0003299	TCONS_00003948.p1	DROME08284, DROME14772, DROME14767, DROME14773, DROME14768, DROME14774, DROME14769, DROME14771, DROME14770
OG0003301	TCONS_00056136.p1	DROME18741
OG0003302	TCONS_00030954.p1	DROME01480
OG0003303	TCONS_00010442.p1	DROME19468, DROME19469, DROME10718, DROME01925, DROME19470
OG0003304	TCONS_00052730.p1	DROME02914, DROME02913
OG0003305	TCONS_00024351.p1, TCONS_00024385.p1, TCONS_00045454.p1, TCONS_00045430.p1	DROME13149
OG0003306	TCONS_00048857.p1	DROME10136
OG0003307	TCONS_00031062.p1	DROME17313
OG0003309	TCONS_00018873.p1	DROME19043, DROME19042
OG0003311	TCONS_00018844.p1	DROME15213
OG0003314	TCONS_00042277.p1, TCONS_00042229.p1, TCONS_00042276.p1	DROME09986, DROME09988, DROME09987, DROME09985
OG0003316	TCONS_00051522.p1	DROME13200
OG0003317	TCONS_00014439.p1	DROME19362
OG0003318	TCONS_00048242.p1	DROME16706
OG0003320	TCONS_00026069.p1	DROME12326
OG0003327	TCONS_00016375.p1	DROME19734
OG0003330	TCONS_00028960.p1	DROME03252, DROME03251
OG0003331	TCONS_00006506.p1	DROME12208, DROME12210, DROME12207, DROME12209
OG0003332	TCONS_00046195.p1	DROME00791
OG0003333	TCONS_00036252.p1	DROME10886, DROME10885, DROME10884
OG0003335	TCONS_00011485.p1	DROME18113, DROME18112
OG0003336	TCONS_00014647.p1	DROME10919, DROME10920, DROME10917
OG0003337	TCONS_00051325.p1, TCONS_00051418.p1	DROME15232
OG0003340	TCONS_00017094.p1	DROME16534, DROME16533
OG0003341	TCONS_00003609.p1	DROME01797
OG0003343	TCONS_00006521.p1	DROME09151
OG0003344	TCONS_00046687.p1	DROME04462, DROME04461
OG0003345	TCONS_00006815.p1	DROME17585, DROME17584, DROME17586, DROME17581, DROME17582, DROME17583, DROME17240, DROME17239, DROME01046
OG0003346	TCONS_00046360.p1, TCONS_00046351.p1, TCONS_00046362.p1	DROME13869
OG0003347	TCONS_00056116.p1	DROME11879, DROME11880
OG0003348	TCONS_00017611.p1, TCONS_00017647.p1	DROME02128
OG0003349	TCONS_00030123.p1	DROME08306, DROME08305, DROME08304
OG0003350	TCONS_00022739.p1	DROME00177, DROME00176
OG0003352	TCONS_00033183.p1	DROME13172
OG0003353	TCONS_00047823.p1, TCONS_00047834.p1	DROME11820, DROME11822, DROME11821
OG0003354	TCONS_00033398.p1, TCONS_00032835.p1	DROME19858
OG0003356	TCONS_00012900.p1, TCONS_00012899.p1	DROME15849
OG0003357	TCONS_00026252.p1	DROME12029
OG0003358	TCONS_00048237.p1	DROME16921
OG0003359	TCONS_00023445.p1, TCONS_00023479.p1	DROME18758
OG0003360	TCONS_00011165.p1	DROME20878, DROME20879
OG0003361	TCONS_00011047.p1	DROME13197
OG0003362	TCONS_00043774.p1	DROME08296
OG0003364	TCONS_00037083.p1	DROME00064
OG0003365	TCONS_00018439.p1	DROME04108
OG0003366	TCONS_00011117.p1	DROME12603, DROME20629, DROME02253, DROME12602, DROME09664
OG0003367	TCONS_00014336.p1, TCONS_00014325.p1	DROME12239
OG0003368	TCONS_00027072.p1	DROME16106, DROME16107
OG0003370	TCONS_00017723.p1, TCONS_00044503.p1, TCONS_00044812.p1, TCONS_00044504.p1	DROME12377, DROME12378
OG0003372	TCONS_00053297.p1	DROME18186, DROME18187, DROME18189, DROME18182, DROME18183, DROME18184, DROME18185, DROME18188
OG0003374	TCONS_00054992.p1	DROME06476, DROME06475, DROME06474
OG0003375	TCONS_00027996.p1, TCONS_00029030.p1, TCONS_00029032.p1	DROME21029
OG0003376	TCONS_00055205.p1, TCONS_00041457.p1	DROME16130, DROME16131, DROME16129
OG0003377	TCONS_00023122.p1	DROME20606
OG0003378	TCONS_00023058.p1, TCONS_00023089.p1	DROME18533
OG0003380	TCONS_00006819.p1	DROME14333
OG0003381	TCONS_00024085.p1	DROME10051
OG0003384	TCONS_00027067.p1	DROME17249, DROME17250
OG0003386	TCONS_00052234.p1	DROME07039, DROME07040, DROME07041
OG0003388	TCONS_00030400.p1, TCONS_00030384.p1	DROME11674, DROME19363
OG0003392	TCONS_00014589.p1	DROME11355
OG0003394	TCONS_00019998.p1	DROME14094
OG0003396	TCONS_00036037.p1	DROME21609
OG0003401	TCONS_00015311.p1	DROME10424
OG0003419	TCONS_00040540.p1	DROME18310
OG0003421	TCONS_00043655.p1, TCONS_00043654.p1, TCONS_00042652.p1, TCONS_00042813.p1	DROME04908, DROME07137, DROME07651
OG0003422	TCONS_00022982.p1	DROME04814
OG0003425	TCONS_00029551.p1	DROME11464, DROME11465, DROME11463
OG0003426	TCONS_00028995.p1	DROME12495
OG0003430	TCONS_00035290.p1	DROME19610, DROME04057
OG0003431	TCONS_00057200.p1	DROME13747
OG0003433	TCONS_00021164.p1	DROME02216, DROME02219, DROME02218, DROME02217
OG0003434	TCONS_00031599.p1	DROME00166, DROME15353
OG0003437	TCONS_00012557.p1, TCONS_00012556.p1, TCONS_00012555.p1	DROME09807
OG0003439	TCONS_00022916.p1	DROME16821
OG0003443	TCONS_00019758.p1, TCONS_00020819.p1, TCONS_00010416.p1	DROME18500
OG0003444	TCONS_00037790.p1	DROME05516, DROME05517, DROME05515, DROME06639
OG0003445	TCONS_00016588.p1, TCONS_00015497.p1	DROME01285
OG0003448	TCONS_00007006.p1, TCONS_00007007.p1	DROME02828, DROME02829, DROME02830
OG0003450	TCONS_00043348.p1, TCONS_00043337.p1	DROME03280
OG0003452	TCONS_00026077.p1	DROME16213, DROME16214, DROME16217, DROME16216, DROME16215
OG0003453	TCONS_00005573.p1	DROME19225
OG0003454	TCONS_00057051.p1	DROME10067
OG0003456	TCONS_00013273.p1	DROME19556
OG0003457	TCONS_00018135.p1	DROME06510, DROME06508, DROME06509
OG0003458	TCONS_00044748.p1	DROME04148
OG0003458	TCONS_00034693.p1, TCONS_00034755.p1	DROME16139
OG0003459	TCONS_00011141.p1	DROME18560, DROME18559, DROME18562, DROME18558, DROME18564, DROME18561, DROME18557, DROME18563, DROME18556
OG0003460	TCONS_00009899.p1	DROME14130, DROME14131, DROME14132, DROME14133, DROME14134
OG0003461	TCONS_00023345.p1, TCONS_00023217.p1	DROME17474, DROME21694
OG0003462	TCONS_00015415.p1	DROME00239
OG0003463	TCONS_00010682.p1, TCONS_00010685.p1	DROME20444
OG0003464	TCONS_00012311.p1	DROME06231
OG0003465	TCONS_00016466.p1	DROME04464
OG0003466	TCONS_00026627.p1	DROME16278
OG0003467	TCONS_00007054.p1	DROME06043, DROME06042
OG0003468	TCONS_00010320.p1	DROME01968
OG0003469	TCONS_00008558.p1	DROME04366, DROME04367, DROME04365
OG0003470	TCONS_00028699.p1	DROME13653
OG0003472	TCONS_00043524.p1	DROME09631, DROME09633
OG0003473	TCONS_00018879.p1	DROME00049
OG0003475	TCONS_00001181.p1, TCONS_00001191.p1	DROME02190
OG0003477	TCONS_00046338.p1	DROME12317
OG0003478	TCONS_00009936.p1, TCONS_00009948.p1	DROME13904, DROME13905, DROME13903, DROME13902
OG0003479	TCONS_00047360.p1	DROME13645
OG0003481	TCONS_00020337.p1, TCONS_00038309.p1, TCONS_00038320.p1, TCONS_00038317.p1, TCONS_00038284.p1, TCONS_00038307.p1, TCONS_00039218.p1, TCONS_00040387.p1, TCONS_00038312.p1	DROME01114
OG0003482	TCONS_00023584.p1, TCONS_00023547.p1	DROME08487
OG0003483	TCONS_00031009.p1	DROME09876, DROME09877
OG0003485	TCONS_00047225.p1	DROME19488, DROME19487, DROME19486, DROME19489
OG0003487	TCONS_00026217.p1	DROME12571
OG0003489	TCONS_00017830.p1	DROME01312
OG0003490	TCONS_00004980.p1	DROME13468
OG0003491	TCONS_00022792.p1, TCONS_00022795.p1	DROME11698
OG0003492	TCONS_00031295.p1	DROME17943
OG0003493	TCONS_00025636.p1	DROME09294
OG0003496	TCONS_00042095.p1	DROME03124
OG0003497	TCONS_00034974.p1	DROME08732
OG0003498	TCONS_00018101.p1	DROME13034, DROME13035
OG0003499	TCONS_00017602.p1	DROME14561
OG0003501	TCONS_00052580.p1	DROME13347, DROME13346, DROME13348
OG0003502	TCONS_00004748.p1	DROME19567, DROME14375
OG0003503	TCONS_00012915.p1	DROME17101, DROME17102
OG0003504	TCONS_00013392.p1	DROME06794
OG0003505	TCONS_00008629.p1	DROME04896, DROME04894, DROME04898, DROME04897, DROME04895
OG0003506	TCONS_00042743.p1	DROME18707
OG0003507	TCONS_00052832.p1	DROME14387, DROME14388
OG0003508	TCONS_00056773.p1	DROME15658
OG0003509	TCONS_00051123.p1	DROME21960, DROME21962, DROME21961
OG0003510	TCONS_00008128.p1	DROME19505
OG0003513	TCONS_00055574.p1	DROME08556
OG0003515	TCONS_00042609.p1	DROME21652
OG0003518	TCONS_00007976.p1	DROME08309
OG0003519	TCONS_00057255.p1	DROME06802
OG0003520	TCONS_00003471.p1	DROME21807, DROME02028
OG0003523	TCONS_00050093.p1, TCONS_00051275.p1	DROME16368
OG0003524	TCONS_00050096.p1	DROME09643, DROME09639, DROME09640
OG0003526	TCONS_00011200.p1	DROME05107
OG0003528	TCONS_00000892.p1, TCONS_00000893.p1	DROME21047, DROME06070
OG0003531	TCONS_00010091.p1	DROME21993
OG0003532	TCONS_00051905.p1	DROME08605
OG0003533	TCONS_00048487.p1	DROME04480, DROME04479, DROME04481
OG0003535	TCONS_00026200.p1	DROME12323, DROME12324, DROME12325
OG0003536	TCONS_00045108.p1	DROME06045, DROME06046, DROME06044, DROME06047
OG0003538	TCONS_00044141.p1	DROME20330
OG0003539	TCONS_00019206.p1	DROME09387, DROME09386
OG0003541	TCONS_00018913.p1	DROME10049, DROME10048
OG0003543	TCONS_00055790.p1	DROME18669
OG0003544	TCONS_00046341.p1	DROME05896
OG0003545	TCONS_00013272.p1	DROME08949
OG0003547	TCONS_00025320.p1	DROME10735, DROME10734, DROME10733, DROME10732
OG0003548	TCONS_00027368.p1	DROME15072
OG0003550	TCONS_00019051.p1	DROME17938, DROME17942, DROME17940, DROME17941, DROME17939
OG0003551	TCONS_00052907.p1	DROME18271, DROME18270, DROME16713
OG0003552	TCONS_00015339.p1	DROME18554, DROME18555
OG0003553	TCONS_00027833.p1	DROME17708
OG0003554	TCONS_00026112.p1	DROME19011, DROME19012, DROME17407, DROME12945
OG0003556	TCONS_00046619.p1	DROME06703, DROME06702
OG0003558	TCONS_00029710.p1	DROME06037
OG0003560	TCONS_00010190.p1	DROME18173
OG0003561	TCONS_00000395.p1	DROME10510
OG0003562	TCONS_00018209.p1	DROME12847, DROME12848
OG0003564	TCONS_00026983.p1	DROME16736
OG0003566	TCONS_00036670.p1, TCONS_00036691.p1	DROME08493, DROME08492
OG0003567	TCONS_00013825.p1	DROME20360, DROME20359
OG0003568	TCONS_00005329.p1	DROME08773
OG0003569	TCONS_00049703.p1	DROME14126, DROME14122, DROME14123, DROME14127, DROME14124, DROME14125, DROME14128
OG0003570	TCONS_00038273.p1, TCONS_00038298.p1	DROME14267, DROME14246
OG0003571	TCONS_00008075.p1	DROME19608
OG0003573	TCONS_00006509.p1	DROME07521
OG0003577	TCONS_00019459.p1	DROME13612, DROME13617, DROME13613, DROME13615, DROME13614, DROME13616, DROME13611
OG0003578	TCONS_00005625.p1	DROME16703
OG0003579	TCONS_00030567.p1	DROME17312
OG0003581	TCONS_00017960.p1, TCONS_00016901.p1	DROME08243, DROME08242, DROME08244, DROME08245
OG0003582	TCONS_00049811.p1	DROME21943, DROME02803, DROME12866, DROME13082, DROME14515, DROME13104
OG0003597	TCONS_00037741.p1	DROME16622, DROME16621
OG0003599	TCONS_00029425.p1	DROME08018
OG0003603	TCONS_00012634.p1	DROME05424
OG0003604	TCONS_00006087.p1	DROME19568
OG0003606	TCONS_00001243.p1	DROME07484, DROME07483, DROME07482
OG0003610	TCONS_00018565.p1	DROME07982, DROME07983
OG0003611	TCONS_00026984.p1	DROME17638
OG0003613	TCONS_00037548.p1	DROME00856
OG0003615	TCONS_00054640.p1	DROME16618, DROME16617
OG0003617	TCONS_00023003.p1	DROME16095
OG0003618	TCONS_00044972.p1	DROME15284, DROME15283
OG0003619	TCONS_00043918.p1	DROME13589, DROME13590
OG0003620	TCONS_00027300.p1	DROME17770
OG0003621	TCONS_00001275.p1	DROME13714, DROME13715, DROME13713
OG0003623	TCONS_00050642.p1	DROME01675
OG0003624	TCONS_00047934.p1, TCONS_00047920.p1	DROME12696
OG0003629	TCONS_00021339.p1	DROME03564
OG0003630	TCONS_00006358.p1	DROME06784
OG0003631	TCONS_00043632.p1, TCONS_00043605.p1	DROME07363
OG0003632	TCONS_00051362.p1	DROME18545
OG0003635	TCONS_00030553.p1, TCONS_00043850.p1	DROME04946
OG0003638	TCONS_00003511.p1	DROME16659
OG0003641	TCONS_00009159.p1	DROME01116
OG0003644	TCONS_00016060.p1	DROME00616
OG0003645	TCONS_00042488.p1	DROME12178
OG0003646	TCONS_00029784.p1	DROME09249, DROME09250
OG0003647	TCONS_00027854.p1	DROME16616
OG0003649	TCONS_00027915.p1	DROME12148, DROME12149
OG0003650	TCONS_00045964.p1	DROME10934, DROME10933
OG0003655	TCONS_00000200.p1	DROME13069, DROME13070
OG0003656	TCONS_00020357.p1	DROME14867, DROME14868, DROME19174
OG0003657	TCONS_00032983.p1	DROME04619
OG0003658	TCONS_00032273.p1	DROME07032
OG0003659	TCONS_00003686.p1	DROME09855
OG0003660	TCONS_00030797.p1	DROME02231, DROME02233, DROME02232
OG0003661	TCONS_00032274.p1	DROME07051
OG0003664	TCONS_00024736.p1, TCONS_00024643.p1	DROME05104
OG0003666	TCONS_00047691.p1	DROME11426
