Orthogroup	PFLAV	YEAST
OG0001527	TCONS_00005265.p1, TCONS_00007061.p1	YEAST01395
OG0001529	TCONS_00056759.p1	YEAST01143
OG0001530	TCONS_00029931.p1	YEAST00643
OG0001546	TCONS_00011885.p1	YEAST03111
OG0001550	TCONS_00010161.p1	YEAST02405, YEAST05953
OG0001551	TCONS_00004441.p1, TCONS_00024900.p1	YEAST04817
OG0001553	TCONS_00030374.p1	YEAST05147, YEAST01586
OG0001557	TCONS_00023130.p1	YEAST04671
OG0001557	TCONS_00048377.p1	YEAST04551
OG0001558	TCONS_00014783.p1	YEAST04449
OG0001559	TCONS_00009527.p2, TCONS_00011061.p1	YEAST00445, YEAST02434
OG0001561	TCONS_00049740.p1	YEAST06176
OG0001564	TCONS_00022177.p1	YEAST05390
OG0001570	TCONS_00054652.p1, TCONS_00008646.p1	YEAST04678
OG0001573	TCONS_00052758.p1	YEAST03285
OG0001578	TCONS_00027776.p1	YEAST01872
OG0001580	TCONS_00008057.p1	YEAST06270
OG0001590	TCONS_00000643.p1, TCONS_00029503.p1	YEAST03476, YEAST00717, YEAST03955
OG0001594	TCONS_00030470.p1, TCONS_00030579.p1, TCONS_00001392.p1	YEAST03418
OG0001597	TCONS_00057088.p1, TCONS_00055827.p1	YEAST01702
OG0001603	TCONS_00015489.p1	YEAST02584
OG0001604	TCONS_00011772.p1, TCONS_00005646.p1	YEAST01428
OG0001605	TCONS_00009214.p1, TCONS_00009213.p1, TCONS_00009211.p1	YEAST04101
OG0001609	TCONS_00022339.p1, TCONS_00048452.p1	YEAST02739
OG0001610	TCONS_00017836.p1	YEAST00596, YEAST02062
OG0001612	TCONS_00000496.p1, TCONS_00000497.p1	YEAST01109
OG0001628	TCONS_00009571.p2, TCONS_00009573.p1, TCONS_00010344.p1	YEAST04790
OG0001653	TCONS_00054239.p1	YEAST01151
OG0001655	TCONS_00043175.p1	YEAST03354
OG0001657	TCONS_00006047.p1, TCONS_00006048.p1	YEAST00101, YEAST00944
OG0001663	TCONS_00048413.p1, TCONS_00048414.p1, TCONS_00048415.p1, TCONS_00048410.p1, TCONS_00048408.p1	YEAST05642
OG0001676	TCONS_00030827.p1, TCONS_00030826.p1	YEAST02848
OG0001676	TCONS_00020219.p1	YEAST06155
OG0001679	TCONS_00031399.p1, TCONS_00031400.p1, TCONS_00031396.p1	YEAST05302, YEAST02334, YEAST02449, YEAST01523
OG0001680	TCONS_00002528.p1	YEAST01119, YEAST04022
OG0001685	TCONS_00041682.p1	YEAST01147
OG0001687	TCONS_00020979.p1, TCONS_00021891.p1, TCONS_00022000.p1, TCONS_00001384.p1	YEAST05279
OG0001691	TCONS_00004699.p1	YEAST01315
OG0001704	TCONS_00029822.p1, TCONS_00041966.p1, TCONS_00021119.p1, TCONS_00000482.p1, TCONS_00041963.p1, TCONS_00041964.p1, TCONS_00041965.p1	YEAST01293
OG0001706	TCONS_00042964.p1	YEAST03424
OG0001707	TCONS_00017739.p1	YEAST06049, YEAST00407, YEAST04739
OG0001708	TCONS_00022224.p1	YEAST05744, YEAST05745
OG0001709	TCONS_00053991.p1, TCONS_00053988.p1, TCONS_00042778.p1	YEAST04440
OG0001713	TCONS_00051909.p1, TCONS_00007484.p1	YEAST04039
OG0001718	TCONS_00009996.p1	YEAST01537
OG0001721	TCONS_00055327.p1	YEAST04881, YEAST05253, YEAST00698
OG0001723	TCONS_00021858.p1	YEAST01435
OG0001727	TCONS_00009887.p1	YEAST04543
OG0001728	TCONS_00029816.p1	YEAST03347
OG0001730	TCONS_00052824.p1	YEAST00177
OG0001739	TCONS_00000275.p1, TCONS_00013298.p1, TCONS_00024001.p1	YEAST03760
OG0001745	TCONS_00004621.p1, TCONS_00013940.p1	YEAST01431
OG0001750	TCONS_00054872.p1	YEAST03628
OG0001754	TCONS_00000340.p1	YEAST03682
OG0001755	TCONS_00018757.p1	YEAST05131
OG0001756	TCONS_00027499.p1, TCONS_00031245.p1	YEAST00620
OG0001769	TCONS_00030498.p1, TCONS_00011524.p1	YEAST04726
OG0001770	TCONS_00056943.p1	YEAST02590
OG0001774	TCONS_00027565.p1, TCONS_00049423.p1	YEAST05166
OG0001775	TCONS_00028517.p1, TCONS_00029000.p1	YEAST05594
OG0001780	TCONS_00005814.p1, TCONS_00000875.p1	YEAST03768
OG0001781	TCONS_00055581.p1, TCONS_00014649.p1	YEAST01882
OG0001782	TCONS_00028322.p1, TCONS_00031327.p1	YEAST02421
OG0001785	TCONS_00008315.p1, TCONS_00008311.p1, TCONS_00008317.p1, TCONS_00008307.p1	YEAST02713
OG0001787	TCONS_00001441.p1	YEAST03546
OG0001792	TCONS_00036348.p1	YEAST04331
OG0001792	TCONS_00027948.p1	YEAST04595
OG0001793	TCONS_00054783.p1, TCONS_00044544.p1, TCONS_00046501.p1	YEAST02466
OG0001805	TCONS_00024371.p1, TCONS_00024407.p1	YEAST05496, YEAST01242
OG0001807	TCONS_00004151.p1	YEAST05464
OG0001808	TCONS_00054314.p1	YEAST01298
OG0001818	TCONS_00011281.p1, TCONS_00011301.p1	YEAST05902, YEAST04712
OG0001822	TCONS_00024091.p1	YEAST04378, YEAST01659
OG0001826	TCONS_00022799.p1	YEAST04777, YEAST01697, YEAST05781
OG0001828	TCONS_00056449.p1	YEAST04676
OG0001829	TCONS_00052963.p1, TCONS_00041921.p1	YEAST01613, YEAST00136, YEAST02008
OG0001831	TCONS_00014358.p1	YEAST00024
OG0001832	TCONS_00033405.p1, TCONS_00032919.p1	YEAST05376
OG0001842	TCONS_00052789.p1, TCONS_00052783.p1, TCONS_00053889.p1, TCONS_00052784.p1, TCONS_00052791.p1, TCONS_00053105.p1, TCONS_00053062.p1, TCONS_00052787.p1, TCONS_00052785.p1, TCONS_00053888.p1, TCONS_00053887.p1, TCONS_00054453.p1, TCONS_00054122.p1, TCONS_00054159.p1, TCONS_00053057.p1, TCONS_00053100.p1, TCONS_00054156.p1, TCONS_00054121.p1, TCONS_00053099.p1, TCONS_00053056.p1, TCONS_00018047.p1	YEAST00524
OG0001846	TCONS_00045551.p1	YEAST05067
OG0001850	TCONS_00008712.p1, TCONS_00030918.p1	YEAST01913
OG0001852	TCONS_00047986.p1	YEAST03121
OG0001853	TCONS_00007694.p1, TCONS_00008915.p1	YEAST05176
OG0001857	TCONS_00046697.p1	YEAST04741
OG0001860	TCONS_00023437.p1	YEAST00188
OG0001861	TCONS_00025446.p1, TCONS_00025445.p1	YEAST05779, YEAST04773
OG0001863	TCONS_00054880.p1, TCONS_00045380.p1	YEAST03017
OG0001866	TCONS_00056589.p1	YEAST05095, YEAST05570
OG0001867	TCONS_00013831.p1	YEAST01669
OG0001873	TCONS_00010780.p1	YEAST00981, YEAST00267
OG0001875	TCONS_00020254.p1, TCONS_00048169.p2	YEAST04137
OG0001877	TCONS_00011472.p1	YEAST04134
OG0001886	TCONS_00015547.p1	YEAST03260
OG0001888	TCONS_00053299.p1	YEAST05749, YEAST01573
OG0001893	TCONS_00015681.p1	YEAST01023
OG0001894	TCONS_00027496.p1	YEAST00433
OG0001899	TCONS_00012134.p1	YEAST01210, YEAST04466
OG0001903	TCONS_00011167.p1, TCONS_00011133.p1, TCONS_00011134.p1, TCONS_00011135.p1	YEAST06020
OG0001913	TCONS_00026681.p1	YEAST05520
OG0001915	TCONS_00000141.p1	YEAST04791
OG0001917	TCONS_00053574.p1	YEAST01859
OG0001923	TCONS_00053625.p1	YEAST05881
OG0001926	TCONS_00054101.p1	YEAST02948
OG0001932	TCONS_00020887.p1	YEAST03770, YEAST03179
OG0001934	TCONS_00012883.p1	YEAST00877
OG0001935	TCONS_00018756.p1, TCONS_00002846.p1, TCONS_00002856.p1	YEAST00431
OG0001938	TCONS_00024127.p1	YEAST03931
OG0001940	TCONS_00005635.p1	YEAST04188, YEAST05646
OG0001943	TCONS_00046367.p1	YEAST02393, YEAST05966
OG0001945	TCONS_00001704.p1	YEAST01671
OG0001947	TCONS_00048361.p1	YEAST02570
OG0001951	TCONS_00044564.p1	YEAST00941, YEAST05396
OG0001952	TCONS_00038302.p1, TCONS_00038277.p1, TCONS_00038281.p1, TCONS_00002307.p1	YEAST04673, YEAST01990, YEAST00155
OG0001965	TCONS_00012740.p1	YEAST04582
OG0001968	TCONS_00027006.p1, TCONS_00016338.p1	YEAST04910
OG0001969	TCONS_00029792.p1	YEAST06173
OG0001972	TCONS_00051254.p1	YEAST01822, YEAST03363
OG0001985	TCONS_00005786.p1, TCONS_00005800.p1	YEAST04959
OG0001992	TCONS_00002537.p1, TCONS_00002538.p1	YEAST02679
OG0001998	TCONS_00006078.p1	YEAST00890
OG0002001	TCONS_00032791.p1, TCONS_00013838.p1	YEAST00502, YEAST03944
OG0002003	TCONS_00010056.p1	YEAST02826, YEAST03671
OG0002008	TCONS_00031340.p1	YEAST00768
OG0002010	TCONS_00013063.p1	YEAST00609
OG0002013	TCONS_00009307.p1, TCONS_00009308.p1, TCONS_00009314.p1, TCONS_00009315.p1, TCONS_00009310.p1	YEAST03040
OG0002014	TCONS_00048978.p1	YEAST02422
OG0002015	TCONS_00013617.p1, TCONS_00013618.p1	YEAST05525
OG0002025	TCONS_00012686.p1	YEAST03650
OG0002026	TCONS_00043777.p1, TCONS_00006684.p1, TCONS_00006660.p1, TCONS_00042481.p1	YEAST01247
OG0002029	TCONS_00017766.p1	YEAST02646
OG0002031	TCONS_00020688.p1	YEAST02752
OG0002032	TCONS_00034955.p1	YEAST01221
OG0002042	TCONS_00029328.p1, TCONS_00029332.p1, TCONS_00030271.p1	YEAST02880
OG0002043	TCONS_00046268.p1	YEAST04003
OG0002059	TCONS_00016534.p1	YEAST05893, YEAST04718
OG0002062	TCONS_00033556.p1	YEAST05454
OG0002063	TCONS_00001535.p1, TCONS_00032872.p2	YEAST00838
OG0002067	TCONS_00012901.p1	YEAST03444
OG0002069	TCONS_00016808.p1	YEAST05962
OG0002073	TCONS_00026684.p1	YEAST04552
OG0002076	TCONS_00020196.p1	YEAST02206
OG0002078	TCONS_00014129.p1	YEAST06232
OG0002079	TCONS_00043334.p1, TCONS_00043336.p1, TCONS_00043347.p1, TCONS_00043335.p1	YEAST05765, YEAST00483
OG0002080	TCONS_00037400.p1, TCONS_00037399.p1	YEAST05220, YEAST04736
OG0002084	TCONS_00027488.p1, TCONS_00026209.p1, TCONS_00026576.p1	YEAST04529
OG0002087	TCONS_00016257.p1	YEAST05702
OG0002090	TCONS_00014219.p1	YEAST02246
OG0002093	TCONS_00024002.p1	YEAST02255
OG0002097	TCONS_00021590.p1	YEAST02697
OG0002101	TCONS_00054289.p1	YEAST03902
OG0002103	TCONS_00012029.p1	YEAST05974
OG0002106	TCONS_00045048.p1, TCONS_00015164.p1, TCONS_00015165.p1	YEAST03654
OG0002108	TCONS_00002654.p1	YEAST03715
OG0002123	TCONS_00046235.p1	YEAST02444
OG0002125	TCONS_00006001.p1	YEAST05183
OG0002131	TCONS_00028419.p1	YEAST04275
OG0002137	TCONS_00044929.p1	YEAST04320
OG0002138	TCONS_00023522.p1, TCONS_00023530.p1, TCONS_00023531.p1	YEAST02406
OG0002144	TCONS_00004896.p1	YEAST02673
OG0002146	TCONS_00048234.p1	YEAST04333, YEAST00109, YEAST03088, YEAST04454
OG0002147	TCONS_00052186.p1	YEAST04532, YEAST01219
OG0002148	TCONS_00014776.p1, TCONS_00010216.p1, TCONS_00009582.p1	YEAST02060
OG0002152	TCONS_00046182.p1	YEAST05624
OG0002156	TCONS_00042375.p1	YEAST03007
OG0002160	TCONS_00012905.p1	YEAST03960
OG0002165	TCONS_00036251.p1, TCONS_00036249.p1, TCONS_00036250.p1, TCONS_00038997.p1, TCONS_00023828.p1, TCONS_00023829.p1, TCONS_00036034.p1, TCONS_00055391.p1, TCONS_00053255.p1, TCONS_00055389.p1, TCONS_00055388.p1, TCONS_00007406.p1	YEAST04504
OG0002168	TCONS_00017536.p1, TCONS_00052942.p1	YEAST00516
OG0002169	TCONS_00026602.p1	YEAST02258
OG0002175	TCONS_00047282.p1, TCONS_00015704.p1	YEAST04956
OG0002184	TCONS_00052864.p1	YEAST00242
OG0002185	TCONS_00008754.p1	YEAST05212
OG0002188	TCONS_00035784.p1, TCONS_00041270.p1, TCONS_00035796.p1, TCONS_00035733.p1, TCONS_00035732.p1, TCONS_00035728.p1	YEAST04638, YEAST03913
OG0002189	TCONS_00046357.p1, TCONS_00035977.p1, TCONS_00035976.p1, TCONS_00052736.p1, TCONS_00041437.p1	YEAST02882, YEAST04447
OG0002213	TCONS_00010729.p1, TCONS_00037423.p1, TCONS_00003327.p1, TCONS_00027615.p1, TCONS_00010799.p1, TCONS_00000026.p1, TCONS_00044630.p1	YEAST01241, YEAST05495
OG0002216	TCONS_00028918.p1	YEAST06040
OG0002217	TCONS_00016609.p1	YEAST06033
OG0002222	TCONS_00051114.p1	YEAST03240
OG0002224	TCONS_00030817.p1	YEAST01574
OG0002225	TCONS_00009830.p1	YEAST04939
OG0002226	TCONS_00054518.p1	YEAST00948
OG0002228	TCONS_00013201.p1	YEAST04154, YEAST05632
OG0002233	TCONS_00046719.p1, TCONS_00045705.p1	YEAST00277
OG0002239	TCONS_00029057.p1	YEAST01621
OG0002241	TCONS_00004764.p1, TCONS_00015855.p1	YEAST02005
OG0002243	TCONS_00030813.p1	YEAST04599, YEAST03601, YEAST04600
OG0002244	TCONS_00042618.p1	YEAST02768
OG0002252	TCONS_00014590.p1	YEAST00826
OG0002261	TCONS_00013936.p1	YEAST00472
OG0002264	TCONS_00000524.p1	YEAST01705
OG0002279	TCONS_00022560.p1	YEAST05800
OG0002282	TCONS_00015711.p1	YEAST00881
OG0002288	TCONS_00030208.p1	YEAST01591, YEAST05154
OG0002297	TCONS_00047346.p1, TCONS_00047347.p1, TCONS_00053171.p1, TCONS_00005206.p1, TCONS_00052473.p1	YEAST01217
OG0002312	TCONS_00026434.p1	YEAST06295
OG0002316	TCONS_00001203.p1	YEAST01805
OG0002318	TCONS_00016156.p1	YEAST02923
OG0002319	TCONS_00021816.p1	YEAST00329
OG0002321	TCONS_00027515.p1	YEAST02461
OG0002324	TCONS_00056780.p1	YEAST02615, YEAST06287
OG0002326	TCONS_00011828.p1	YEAST00310, YEAST02699
OG0002327	TCONS_00048456.p1	YEAST00346, YEAST06217
OG0002331	TCONS_00008912.p1	YEAST01653
OG0002332	TCONS_00030224.p1	YEAST01606, YEAST05184, YEAST00285
OG0002341	TCONS_00042785.p1, TCONS_00042784.p1	YEAST03640, YEAST04562
OG0002344	TCONS_00005287.p1	YEAST02312, YEAST02019
OG0002346	TCONS_00036837.p1	YEAST02012
OG0002348	TCONS_00043603.p1, TCONS_00043631.p1	YEAST01845
OG0002355	TCONS_00042577.p1	YEAST00016
OG0002356	TCONS_00023766.p1	YEAST00259
OG0002361	TCONS_00010585.p1, TCONS_00010566.p1	YEAST01027
OG0002367	TCONS_00053007.p1, TCONS_00028626.p1	YEAST01179
OG0002369	TCONS_00011196.p1	YEAST03766
OG0002374	TCONS_00007577.p1	YEAST02010, YEAST00133
OG0002377	TCONS_00010351.p1	YEAST05000
OG0002385	TCONS_00014131.p1	YEAST03974
OG0002406	TCONS_00050817.p1	YEAST05509
OG0002407	TCONS_00030158.p1	YEAST00012
OG0002409	TCONS_00048657.p1, TCONS_00047320.p1	YEAST05834
OG0002411	TCONS_00056393.p1	YEAST05950, YEAST02407
OG0002412	TCONS_00026364.p1, TCONS_00026349.p1, TCONS_00026360.p1, TCONS_00026362.p1, TCONS_00054369.p1, TCONS_00040476.p1, TCONS_00001862.p1	YEAST06171
OG0002413	TCONS_00054299.p1, TCONS_00040471.p2	YEAST01196
OG0002415	TCONS_00017250.p1, TCONS_00030241.p1	YEAST01271
OG0002421	TCONS_00029462.p1, TCONS_00008938.p1	YEAST02982
OG0002422	TCONS_00002027.p1	YEAST05026
OG0002426	TCONS_00014333.p1, TCONS_00014321.p1	YEAST00184
OG0002441	TCONS_00002029.p1	YEAST00068, YEAST02278, YEAST05821
OG0002442	TCONS_00008462.p1	YEAST05932
OG0002443	TCONS_00048568.p1	YEAST04906
OG0002446	TCONS_00013566.p1	YEAST04254
OG0002448	TCONS_00031004.p1	YEAST00626
OG0002450	TCONS_00029123.p1, TCONS_00029128.p1	YEAST04575
OG0002453	TCONS_00034175.p1	YEAST00512
OG0002476	TCONS_00004020.p1, TCONS_00008371.p1	YEAST05799
OG0002486	TCONS_00002955.p1	YEAST01433
OG0002492	TCONS_00021054.p1	YEAST01624
OG0002494	TCONS_00009396.p1	YEAST02402
OG0002495	TCONS_00002586.p1	YEAST02772
OG0002497	TCONS_00055160.p1, TCONS_00055194.p1	YEAST02747
OG0002500	TCONS_00004990.p1	YEAST05648
OG0002505	TCONS_00056754.p1	YEAST02959
OG0002510	TCONS_00040530.p1, TCONS_00040524.p1	YEAST04753
OG0002516	TCONS_00034986.p1	YEAST00066
OG0002518	TCONS_00051026.p1	YEAST02890
OG0002520	TCONS_00031059.p1	YEAST05256
OG0002523	TCONS_00047652.p1	YEAST06234
OG0002527	TCONS_00015718.p2	YEAST01639
OG0002528	TCONS_00026494.p1	YEAST00372
OG0002530	TCONS_00028798.p1	YEAST05530, YEAST03790
OG0002532	TCONS_00012757.p1	YEAST03235
OG0002533	TCONS_00005106.p1	YEAST04525
OG0002543	TCONS_00004943.p1	YEAST00527
OG0002557	TCONS_00008156.p1	YEAST06243
OG0002561	TCONS_00055930.p1	YEAST04438, YEAST02106
OG0002562	TCONS_00053582.p1	YEAST03992
OG0002564	TCONS_00012617.p1	YEAST02186
OG0002565	TCONS_00026110.p1	YEAST04224, YEAST02499
OG0002570	TCONS_00009301.p1	YEAST00592
OG0002574	TCONS_00011783.p1	YEAST05657
OG0002594	TCONS_00008434.p1	YEAST06174
OG0002598	TCONS_00052855.p1	YEAST04621, YEAST03577
OG0002605	TCONS_00053210.p1	YEAST06332
OG0002608	TCONS_00023837.p1	YEAST03716, YEAST02846
OG0002609	TCONS_00029035.p1	YEAST01355
OG0002610	TCONS_00008605.p1	YEAST01078, YEAST03973
OG0002612	TCONS_00047747.p1	YEAST03508
OG0002617	TCONS_00043160.p1	YEAST00866
OG0002618	TCONS_00013692.p1	YEAST06247
OG0002621	TCONS_00025101.p1, TCONS_00025102.p1, TCONS_00023156.p1, TCONS_00045456.p1, TCONS_00045431.p1, TCONS_00045457.p1, TCONS_00045432.p1, TCONS_00045458.p1, TCONS_00045460.p1, TCONS_00045434.p1, TCONS_00045225.p1, TCONS_00045234.p1, TCONS_00045461.p1, TCONS_00045435.p1, TCONS_00046213.p1, TCONS_00045459.p1	YEAST05551
OG0002629	TCONS_00047518.p1, TCONS_00001710.p1	YEAST05919
OG0002632	TCONS_00028955.p1	YEAST02755
OG0002633	TCONS_00009804.p1	YEAST04206
OG0002636	TCONS_00012778.p1	YEAST01664, YEAST06215
OG0002638	TCONS_00023645.p1	YEAST00919, YEAST04703
OG0002643	TCONS_00035689.p1, TCONS_00035551.p1	YEAST01938
OG0002644	TCONS_00044196.p1	YEAST00724
OG0002645	TCONS_00047832.p1, TCONS_00047846.p1	YEAST01436
OG0002646	TCONS_00056457.p1	YEAST01946
OG0002651	TCONS_00010767.p1	YEAST02247
OG0002652	TCONS_00007635.p1	YEAST04937
OG0002656	TCONS_00052428.p1, TCONS_00055307.p1	YEAST05701
OG0002659	TCONS_00017232.p1	YEAST06290
OG0002666	TCONS_00013352.p1, TCONS_00032472.p1	YEAST02507
OG0002668	TCONS_00009177.p1	YEAST02324
OG0002677	TCONS_00013321.p1	YEAST05210
OG0002683	TCONS_00054134.p1	YEAST03676
OG0002705	TCONS_00053434.p1	YEAST00553
OG0002713	TCONS_00021380.p1	YEAST00413, YEAST06057
OG0002715	TCONS_00049245.p1	YEAST01174, YEAST04131
OG0002717	TCONS_00042110.p1	YEAST02430
OG0002718	TCONS_00050365.p1	YEAST03380, YEAST03502
OG0002720	TCONS_00008062.p1, TCONS_00010232.p1	YEAST01914
OG0002722	TCONS_00011837.p1	YEAST04059
OG0002726	TCONS_00031105.p1	YEAST02958
OG0002729	TCONS_00024186.p1, TCONS_00043122.p1	YEAST01155
OG0002737	TCONS_00041341.p1, TCONS_00032990.p1, TCONS_00041327.p1, TCONS_00041343.p1	YEAST02827
OG0002739	TCONS_00043001.p1	YEAST01877
OG0002740	TCONS_00046160.p1	YEAST01658
OG0002742	TCONS_00031180.p1, TCONS_00031206.p1	YEAST03713
OG0002743	TCONS_00055209.p1	YEAST01824, YEAST03362
OG0002745	TCONS_00014235.p1	YEAST04244
OG0002746	TCONS_00039793.p1	YEAST04902, YEAST05332
OG0002747	TCONS_00016131.p1	YEAST05617
OG0002749	TCONS_00034797.p1	YEAST02810
OG0002750	TCONS_00047460.p1	YEAST04952
OG0002752	TCONS_00042881.p1	YEAST03686
OG0002753	TCONS_00047595.p1	YEAST03742
OG0002754	TCONS_00054318.p1	YEAST03620
OG0002756	TCONS_00048920.p1, TCONS_00006067.p1	YEAST04058
OG0002758	TCONS_00006270.p1	YEAST04409
OG0002760	TCONS_00049773.p1	YEAST01927
OG0002761	TCONS_00010302.p1	YEAST03261
OG0002763	TCONS_00055749.p1	YEAST00260
OG0002764	TCONS_00050931.p1	YEAST00423
OG0002765	TCONS_00009341.p1	YEAST01667, YEAST05523
OG0002766	TCONS_00049553.p1, TCONS_00049554.p1, TCONS_00004496.p1	YEAST05357
OG0002767	TCONS_00043030.p1	YEAST04591
OG0002771	TCONS_00011580.p1	YEAST02043
OG0002772	TCONS_00053759.p1	YEAST03384
OG0002773	TCONS_00022345.p1, TCONS_00022344.p1	YEAST03677
OG0002774	TCONS_00028627.p1	YEAST03575
OG0002775	TCONS_00004466.p1, TCONS_00029656.p1	YEAST03021
OG0002781	TCONS_00056768.p1	YEAST05450
OG0002782	TCONS_00011132.p1	YEAST02121
OG0002785	TCONS_00054448.p1	YEAST06106, YEAST01228
OG0002788	TCONS_00038074.p1	YEAST02578, YEAST01232
OG0002789	TCONS_00054494.p1, TCONS_00053396.p1	YEAST05269
OG0002793	TCONS_00003882.p1	YEAST01371
OG0002799	TCONS_00004881.p1	YEAST01461
OG0002817	TCONS_00009559.p1	YEAST01189, YEAST04922
OG0002824	TCONS_00019599.p1	YEAST02137
OG0002826	TCONS_00009663.p1	YEAST00174
OG0002827	TCONS_00001793.p1, TCONS_00001794.p1, TCONS_00001795.p2	YEAST05976
OG0002828	TCONS_00034310.p1	YEAST00227, YEAST00963
OG0002831	TCONS_00035950.p1, TCONS_00035945.p1	YEAST03282
OG0002835	TCONS_00018725.p1, TCONS_00017643.p1	YEAST02656
OG0002837	TCONS_00042766.p1	YEAST01987, YEAST00157
OG0002839	TCONS_00004451.p1	YEAST03148
OG0002843	TCONS_00030426.p1	YEAST04737
OG0002844	TCONS_00049299.p1, TCONS_00048042.p1	YEAST05563
OG0002847	TCONS_00006483.p1	YEAST02294
OG0002851	TCONS_00000274.p1	YEAST04951
OG0002855	TCONS_00004539.p1, TCONS_00001780.p1, TCONS_00001781.p1, TCONS_00004538.p1, TCONS_00001782.p1	YEAST00137
OG0002860	TCONS_00013248.p1	YEAST02712
OG0002866	TCONS_00037598.p1	YEAST01136
OG0002876	TCONS_00055182.p1, TCONS_00055153.p1, TCONS_00055154.p1	YEAST02348
OG0002877	TCONS_00027894.p1	YEAST04537
OG0002883	TCONS_00003183.p1	YEAST03027
OG0002891	TCONS_00053738.p1	YEAST03205
OG0002893	TCONS_00022744.p1	YEAST03653
OG0002894	TCONS_00010576.p1	YEAST00906
OG0002895	TCONS_00029819.p1	YEAST01471, YEAST05353, YEAST05456
OG0002897	TCONS_00041365.p1, TCONS_00031606.p1, TCONS_00041377.p1, TCONS_00032281.p1, TCONS_00041351.p1, TCONS_00041379.p1, TCONS_00031603.p1, TCONS_00031601.p1, TCONS_00031610.p1, TCONS_00031602.p1, TCONS_00041359.p1, TCONS_00041348.p1, TCONS_00041353.p1	YEAST06308
OG0002899	TCONS_00051403.p1, TCONS_00051402.p1	YEAST00283
OG0002900	TCONS_00020534.p1, TCONS_00029824.p1	YEAST05306
OG0002907	TCONS_00028502.p1	YEAST02061
OG0002910	TCONS_00028540.p1, TCONS_00028541.p1	YEAST00223
OG0002915	TCONS_00020490.p1	YEAST02264
OG0002917	TCONS_00021044.p1	YEAST03703
OG0002921	TCONS_00005612.p1, TCONS_00005613.p2	YEAST06254
OG0002922	TCONS_00025977.p1	YEAST01261
OG0002947	TCONS_00049003.p1, TCONS_00047564.p1	YEAST00232
OG0002948	TCONS_00050545.p1	YEAST03584
OG0002949	TCONS_00014445.p1	YEAST00419, YEAST06063
OG0002952	TCONS_00042673.p1	YEAST05257
OG0002953	TCONS_00048395.p1	YEAST03034
OG0002957	TCONS_00022513.p1	YEAST03253
OG0002960	TCONS_00016533.p1, TCONS_00039602.p1, TCONS_00039603.p1	YEAST05502
OG0002965	TCONS_00030551.p1	YEAST03804
OG0002966	TCONS_00016413.p1, TCONS_00016414.p1	YEAST06059
OG0002968	TCONS_00000180.p1	YEAST00199
OG0002969	TCONS_00055983.p1	YEAST00655
OG0002982	TCONS_00002363.p1, TCONS_00002375.p1	YEAST02471
OG0002984	TCONS_00014608.p1	YEAST01144
OG0002985	TCONS_00042833.p1	YEAST02147
OG0002987	TCONS_00026946.p1	YEAST02970, YEAST00081, YEAST02488
OG0002991	TCONS_00030348.p1	YEAST03345, YEAST01842
OG0002997	TCONS_00053213.p1, TCONS_00021746.p1	YEAST02374
OG0003001	TCONS_00002698.p1	YEAST01497
OG0003004	TCONS_00010525.p1	YEAST02183
OG0003006	TCONS_00014322.p1, TCONS_00014334.p1	YEAST00899
OG0003010	TCONS_00036755.p1	YEAST03035
OG0003012	TCONS_00013995.p1, TCONS_00048089.p1, TCONS_00013996.p1, TCONS_00013997.p2	YEAST04512
OG0003016	TCONS_00041684.p1	YEAST04810
OG0003017	TCONS_00025399.p1	YEAST02213
OG0003018	TCONS_00042596.p1	YEAST01635, YEAST01949
OG0003020	TCONS_00052089.p1, TCONS_00052085.p1, TCONS_00052088.p1	YEAST04851
OG0003027	TCONS_00018446.p1	YEAST05498
OG0003028	TCONS_00044915.p1	YEAST05822
OG0003029	TCONS_00008363.p1	YEAST04523
OG0003033	TCONS_00000889.p1	YEAST02457, YEAST02640
OG0003039	TCONS_00029796.p1	YEAST00055
OG0003043	TCONS_00042430.p1	YEAST02551
OG0003046	TCONS_00018079.p1	YEAST01632
OG0003054	TCONS_00021522.p1	YEAST04909, YEAST05341
OG0003056	TCONS_00000638.p1	YEAST02257
OG0003059	TCONS_00010865.p1, TCONS_00009506.p1, TCONS_00010866.p1	YEAST02832, YEAST03675
OG0003063	TCONS_00047299.p1	YEAST00204
OG0003066	TCONS_00037980.p1	YEAST00969
OG0003067	TCONS_00027360.p1	YEAST03159
OG0003072	TCONS_00048899.p1	YEAST05076
OG0003079	TCONS_00029793.p1	YEAST01019
OG0003101	TCONS_00017184.p1	YEAST01357
OG0003104	TCONS_00055183.p1, TCONS_00055155.p1	YEAST00861
OG0003105	TCONS_00028837.p1	YEAST04282
OG0003107	TCONS_00007437.p1	YEAST00029
OG0003108	TCONS_00035993.p1	YEAST00796
OG0003110	TCONS_00021811.p1	YEAST02197
OG0003114	TCONS_00011587.p1	YEAST00453, YEAST02426
OG0003119	TCONS_00041056.p1	YEAST00778
OG0003121	TCONS_00028552.p1	YEAST03190
OG0003131	TCONS_00005152.p1	YEAST04435, YEAST04350
OG0003135	TCONS_00011843.p1	YEAST02069
OG0003138	TCONS_00050755.p1	YEAST01790, YEAST00784
OG0003145	TCONS_00014971.p1	YEAST06012
OG0003147	TCONS_00026561.p1	YEAST03729
OG0003151	TCONS_00020486.p1	YEAST03910
OG0003153	TCONS_00007590.p1	YEAST05438
