Orthogroup	PFLAV	CAEEL
OG0003358	TCONS_00048237.p1	CAEEL15398
OG0003359	TCONS_00023445.p1, TCONS_00023479.p1	CAEEL08412
OG0003360	TCONS_00011165.p1	CAEEL09119
OG0003361	TCONS_00011047.p1	CAEEL15297, CAEEL13464, CAEEL07044
OG0003363	TCONS_00055673.p1	CAEEL04399
OG0003364	TCONS_00037083.p1	CAEEL06262
OG0003366	TCONS_00011117.p1	CAEEL13316, CAEEL13290
OG0003368	TCONS_00027072.p1	CAEEL04652
OG0003369	TCONS_00030861.p1	CAEEL11911
OG0003370	TCONS_00017723.p1, TCONS_00044503.p1, TCONS_00044812.p1, TCONS_00044504.p1	CAEEL19630, CAEEL09274
OG0003372	TCONS_00053297.p1	CAEEL04956
OG0003374	TCONS_00054992.p1	CAEEL09698
OG0003375	TCONS_00027996.p1	CAEEL19093
OG0003375	TCONS_00029030.p1	CAEEL04860
OG0003377	TCONS_00023122.p1	CAEEL19646
OG0003378	TCONS_00023058.p1, TCONS_00023089.p1	CAEEL04638
OG0003380	TCONS_00006819.p1	CAEEL07698, CAEEL08643
OG0003384	TCONS_00027067.p1	CAEEL12353
OG0003386	TCONS_00052234.p1	CAEEL04616
OG0003387	TCONS_00005038.p1	CAEEL12649, CAEEL12648
OG0003392	TCONS_00014589.p1	CAEEL18713
OG0003394	TCONS_00019998.p1	CAEEL09212
OG0003401	TCONS_00015311.p1	CAEEL18173, CAEEL19529
OG0003419	TCONS_00040540.p1	CAEEL20583, CAEEL07865
OG0003421	TCONS_00043655.p1, TCONS_00043654.p1, TCONS_00042652.p1, TCONS_00042813.p1	CAEEL18393
OG0003425	TCONS_00029551.p1	CAEEL12188
OG0003426	TCONS_00028995.p1	CAEEL06462
OG0003429	TCONS_00036739.p1	CAEEL00390
OG0003430	TCONS_00035290.p1	CAEEL05290
OG0003431	TCONS_00057200.p1	CAEEL20649
OG0003433	TCONS_00021164.p1	CAEEL17744
OG0003434	TCONS_00031599.p1	CAEEL08434
OG0003435	TCONS_00010051.p1	CAEEL04157
OG0003439	TCONS_00022916.p1	CAEEL10524
OG0003443	TCONS_00019758.p1, TCONS_00020819.p1, TCONS_00010416.p1	CAEEL18884
OG0003444	TCONS_00037790.p1	CAEEL04842
OG0003448	TCONS_00007006.p1, TCONS_00007007.p1	CAEEL01220
OG0003450	TCONS_00043348.p1, TCONS_00043337.p1	CAEEL06420
OG0003451	TCONS_00002411.p1	CAEEL02776, CAEEL02805
OG0003452	TCONS_00026077.p1	CAEEL02730
OG0003453	TCONS_00005573.p1	CAEEL11697
OG0003454	TCONS_00057051.p1	CAEEL07771
OG0003455	TCONS_00055264.p1	CAEEL01134
OG0003456	TCONS_00013273.p1	CAEEL00212, CAEEL00213
OG0003457	TCONS_00018135.p1	CAEEL19244
OG0003458	TCONS_00034693.p1, TCONS_00034755.p1	CAEEL14113
OG0003459	TCONS_00011141.p1	CAEEL16050
OG0003460	TCONS_00009899.p1	CAEEL19133
OG0003462	TCONS_00015415.p1	CAEEL11837
OG0003463	TCONS_00010682.p1, TCONS_00010685.p1	CAEEL07464
OG0003464	TCONS_00012311.p1	CAEEL15673
OG0003465	TCONS_00016466.p1	CAEEL00222
OG0003466	TCONS_00026627.p1	CAEEL06482
OG0003467	TCONS_00007054.p1	CAEEL09664
OG0003468	TCONS_00010320.p1	CAEEL10655
OG0003469	TCONS_00008558.p1	CAEEL09108
OG0003472	TCONS_00043524.p1	CAEEL07680, CAEEL07681
OG0003473	TCONS_00018879.p1	CAEEL09171
OG0003475	TCONS_00001181.p1, TCONS_00001191.p1	CAEEL01731
OG0003477	TCONS_00046338.p1	CAEEL02502
OG0003478	TCONS_00009936.p1, TCONS_00009948.p1	CAEEL00398, CAEEL07105, CAEEL19934
OG0003479	TCONS_00047360.p1	CAEEL12384
OG0003480	TCONS_00007841.p1	CAEEL01792
OG0003486	TCONS_00001225.p1	CAEEL04926
OG0003487	TCONS_00026217.p1	CAEEL02123
OG0003489	TCONS_00017830.p1	CAEEL00223
OG0003491	TCONS_00022792.p1, TCONS_00022795.p1	CAEEL18627, CAEEL05479
OG0003496	TCONS_00042095.p1	CAEEL01506
OG0003498	TCONS_00018101.p1	CAEEL16452
OG0003500	TCONS_00016487.p1	CAEEL01125
OG0003501	TCONS_00052580.p1	CAEEL00307, CAEEL19975, CAEEL19935, CAEEL19957, CAEEL20040, CAEEL18302
OG0003502	TCONS_00004748.p1	CAEEL02400, CAEEL02281
OG0003503	TCONS_00012915.p1	CAEEL04457, CAEEL04454
OG0003505	TCONS_00008629.p1	CAEEL07950
OG0003506	TCONS_00042743.p1	CAEEL05248
OG0003507	TCONS_00052832.p1	CAEEL05679
OG0003508	TCONS_00056773.p1	CAEEL17418
OG0003509	TCONS_00051123.p1	CAEEL04891
OG0003511	TCONS_00027853.p1	CAEEL08351
OG0003513	TCONS_00055574.p1	CAEEL07182
OG0003514	TCONS_00048015.p1, TCONS_00047997.p1	CAEEL12733, CAEEL12734
OG0003515	TCONS_00042609.p1	CAEEL06636
OG0003517	TCONS_00037571.p1, TCONS_00037565.p1	CAEEL05196
OG0003518	TCONS_00007976.p1	CAEEL01719
OG0003519	TCONS_00057255.p1	CAEEL07239
OG0003522	TCONS_00013623.p1	CAEEL06276
OG0003523	TCONS_00050093.p1, TCONS_00051275.p1	CAEEL18694
OG0003524	TCONS_00050096.p1	CAEEL04264, CAEEL04265
OG0003526	TCONS_00011200.p1	CAEEL16001
OG0003528	TCONS_00000892.p1, TCONS_00000893.p1	CAEEL00365
OG0003531	TCONS_00010091.p1	CAEEL15168, CAEEL18062
OG0003532	TCONS_00051905.p1	CAEEL05027
OG0003538	TCONS_00044141.p1	CAEEL11099
OG0003539	TCONS_00019206.p1	CAEEL05895
OG0003541	TCONS_00018913.p1	CAEEL01632
OG0003542	TCONS_00012622.p1, TCONS_00012623.p1	CAEEL01115
OG0003543	TCONS_00055790.p1	CAEEL08637
OG0003544	TCONS_00046341.p1	CAEEL06236, CAEEL08896
OG0003545	TCONS_00013272.p1	CAEEL12984
OG0003548	TCONS_00027368.p1	CAEEL19888
OG0003550	TCONS_00019051.p1	CAEEL06728
OG0003551	TCONS_00052907.p1	CAEEL05919
OG0003552	TCONS_00015339.p1	CAEEL18151
OG0003554	TCONS_00026112.p1	CAEEL05099
OG0003556	TCONS_00046619.p1	CAEEL11919
OG0003560	TCONS_00010190.p1	CAEEL04113
OG0003561	TCONS_00000395.p1	CAEEL01643
OG0003562	TCONS_00018209.p1	CAEEL19208, CAEEL04183
OG0003563	TCONS_00012912.p1	CAEEL07782
OG0003564	TCONS_00026983.p1	CAEEL18104
OG0003566	TCONS_00036670.p1, TCONS_00036691.p1	CAEEL04245
OG0003567	TCONS_00013825.p1	CAEEL15549
OG0003569	TCONS_00049703.p1	CAEEL10722
OG0003570	TCONS_00038273.p1, TCONS_00038298.p1	CAEEL08761
OG0003571	TCONS_00008075.p1	CAEEL00659
OG0003573	TCONS_00006509.p1	CAEEL10174, CAEEL18886
OG0003577	TCONS_00019459.p1	CAEEL07169
OG0003578	TCONS_00005625.p1	CAEEL08037
OG0003579	TCONS_00030567.p1	CAEEL10103
OG0003581	TCONS_00017960.p1, TCONS_00016901.p1	CAEEL04793, CAEEL19859, CAEEL09422
OG0003582	TCONS_00049811.p1	CAEEL10165, CAEEL10958
OG0003597	TCONS_00037741.p1	CAEEL05204
OG0003598	TCONS_00016130.p1	CAEEL20069
OG0003599	TCONS_00029425.p1	CAEEL01022
OG0003604	TCONS_00006087.p1	CAEEL08873
OG0003606	TCONS_00001243.p1	CAEEL01180
OG0003607	TCONS_00009514.p1	CAEEL05764
OG0003611	TCONS_00026984.p1	CAEEL15351
OG0003612	TCONS_00054661.p1	CAEEL12107
OG0003613	TCONS_00037548.p1	CAEEL10330
OG0003615	TCONS_00054640.p1	CAEEL04572
OG0003618	TCONS_00044972.p1	CAEEL10379
OG0003619	TCONS_00043918.p1	CAEEL19948, CAEEL09130
OG0003620	TCONS_00027300.p1	CAEEL05074
OG0003621	TCONS_00001275.p1	CAEEL18738
OG0003623	TCONS_00050642.p1	CAEEL11847
OG0003624	TCONS_00047934.p1, TCONS_00047920.p1	CAEEL11456
OG0003629	TCONS_00021339.p1	CAEEL18064
OG0003630	TCONS_00006358.p1	CAEEL01945
OG0003632	TCONS_00051362.p1	CAEEL04287
OG0003638	TCONS_00003511.p1	CAEEL14206
OG0003640	TCONS_00004132.p1	CAEEL01151
OG0003641	TCONS_00009159.p1	CAEEL02290
OG0003644	TCONS_00016060.p1	CAEEL07060
OG0003645	TCONS_00042488.p1	CAEEL08952
OG0003646	TCONS_00029784.p1	CAEEL04268
OG0003647	TCONS_00027854.p1	CAEEL08061
OG0003649	TCONS_00027915.p1	CAEEL02106
OG0003650	TCONS_00045964.p1	CAEEL01596
OG0003652	TCONS_00002146.p1	CAEEL00198, CAEEL00197
OG0003655	TCONS_00000200.p1	CAEEL01543
OG0003656	TCONS_00020357.p1	CAEEL00717
OG0003657	TCONS_00032983.p1	CAEEL18724
OG0003658	TCONS_00032273.p1	CAEEL17892
OG0003659	TCONS_00003686.p1	CAEEL00820
OG0003661	TCONS_00032274.p1	CAEEL11758
OG0003664	TCONS_00024736.p1, TCONS_00024643.p1	CAEEL10164
OG0003666	TCONS_00047692.p1	CAEEL12155
OG0003667	TCONS_00005804.p1, TCONS_00005788.p1	CAEEL14775
OG0003668	TCONS_00029645.p1	CAEEL09161, CAEEL09163
OG0003669	TCONS_00053763.p1	CAEEL08786, CAEEL08784
OG0003672	TCONS_00014351.p1	CAEEL12653
OG0003677	TCONS_00056120.p1	CAEEL08632
OG0003678	TCONS_00054343.p1	CAEEL03764
OG0003679	TCONS_00017789.p1	CAEEL14380
OG0003680	TCONS_00002910.p1	CAEEL10627
OG0003681	TCONS_00030595.p1	CAEEL03276
OG0003686	TCONS_00008641.p1	CAEEL01983
OG0003688	TCONS_00036414.p1, TCONS_00036423.p1, TCONS_00050596.p1	CAEEL03025
OG0003689	TCONS_00056117.p1	CAEEL07514
OG0003690	TCONS_00010756.p1	CAEEL08798
OG0003692	TCONS_00026517.p1	CAEEL09322
OG0003693	TCONS_00048357.p1	CAEEL09517
OG0003694	TCONS_00019312.p1	CAEEL08779
OG0003695	TCONS_00015112.p1, TCONS_00014508.p1	CAEEL18980
OG0003697	TCONS_00012511.p1	CAEEL07546
OG0003698	TCONS_00026609.p1	CAEEL05872
OG0003700	TCONS_00012360.p1	CAEEL08489
OG0003701	TCONS_00045362.p1	CAEEL04838
OG0003702	TCONS_00004464.p1	CAEEL19917
OG0003704	TCONS_00046090.p1	CAEEL02747
OG0003708	TCONS_00000585.p1	CAEEL02697, CAEEL19979
OG0003710	TCONS_00001097.p1	CAEEL05057
OG0003712	TCONS_00012419.p1	CAEEL12274
OG0003716	TCONS_00050423.p1	CAEEL00239
OG0003718	TCONS_00003037.p1	CAEEL00456
OG0003719	TCONS_00028257.p1	CAEEL01088
OG0003720	TCONS_00014920.p1	CAEEL18727
OG0003721	TCONS_00009979.p1	CAEEL19092
OG0003724	TCONS_00051898.p1	CAEEL04996
OG0003725	TCONS_00052910.p1	CAEEL04639
OG0003727	TCONS_00039380.p1, TCONS_00040220.p1	CAEEL20128
OG0003729	TCONS_00003109.p1	CAEEL16477
OG0003731	TCONS_00011687.p1	CAEEL14842
OG0003732	TCONS_00021737.p1	CAEEL10948
OG0003733	TCONS_00052651.p1	CAEEL05542
OG0003734	TCONS_00015817.p1	CAEEL18003
OG0003735	TCONS_00002106.p1, TCONS_00002105.p1, TCONS_00002113.p1	CAEEL04830, CAEEL04829
OG0003736	TCONS_00056575.p1	CAEEL10845
OG0003737	TCONS_00016153.p1	CAEEL18594, CAEEL11885, CAEEL18366
OG0003739	TCONS_00055464.p1	CAEEL06789
OG0003740	TCONS_00024141.p1	CAEEL07837
OG0003741	TCONS_00034776.p1	CAEEL07870
OG0003743	TCONS_00000185.p1	CAEEL12238
OG0003745	TCONS_00006756.p1	CAEEL16018, CAEEL17606
OG0003746	TCONS_00055721.p1	CAEEL07398
OG0003747	TCONS_00046166.p1	CAEEL02767
OG0003748	TCONS_00049131.p1	CAEEL00242
OG0003749	TCONS_00025714.p1, TCONS_00025707.p1	CAEEL20507
OG0003750	TCONS_00034398.p1, TCONS_00034464.p1, TCONS_00034397.p1	CAEEL05076
OG0003752	TCONS_00057226.p1	CAEEL04520
OG0003753	TCONS_00012646.p1	CAEEL18657
OG0003754	TCONS_00025033.p1, TCONS_00023166.p1	CAEEL19668, CAEEL05669
OG0003755	TCONS_00005695.p1, TCONS_00038918.p1, TCONS_00005696.p1	CAEEL09173
OG0003756	TCONS_00009191.p1	CAEEL01606
OG0003758	TCONS_00038650.p1	CAEEL05748
OG0003759	TCONS_00050120.p1	CAEEL09625
OG0003761	TCONS_00033664.p1	CAEEL19863
OG0003764	TCONS_00013237.p1, TCONS_00013238.p1, TCONS_00013239.p1	CAEEL15954
OG0003766	TCONS_00009338.p1	CAEEL13937, CAEEL13938, CAEEL18113, CAEEL04435, CAEEL04439
OG0003767	TCONS_00046050.p2	CAEEL07794
OG0003768	TCONS_00024314.p1, TCONS_00024317.p1, TCONS_00024305.p1, TCONS_00024316.p1	CAEEL07458
OG0003771	TCONS_00014140.p1	CAEEL18560, CAEEL05367
OG0003775	TCONS_00012497.p1	CAEEL06672
OG0003776	TCONS_00032725.p1, TCONS_00032743.p1	CAEEL14271
OG0003778	TCONS_00036301.p1, TCONS_00036323.p1, TCONS_00037457.p1, TCONS_00036347.p1	CAEEL10576
OG0003779	TCONS_00021938.p1	CAEEL12785
OG0003780	TCONS_00022119.p1, TCONS_00022118.p1	CAEEL20711
OG0003795	TCONS_00049781.p1	CAEEL09855
OG0003798	TCONS_00016653.p1	CAEEL11938
OG0003803	TCONS_00015861.p1	CAEEL19629
OG0003806	TCONS_00014048.p1	CAEEL10842
OG0003807	TCONS_00012280.p1	CAEEL06933
OG0003808	TCONS_00017543.p1	CAEEL08177
OG0003811	TCONS_00043382.p1	CAEEL07020
OG0003812	TCONS_00050555.p1	CAEEL07296
OG0003813	TCONS_00030409.p1	CAEEL10820
OG0003818	TCONS_00043595.p1	CAEEL15512
OG0003821	TCONS_00048803.p1	CAEEL09346
OG0003824	TCONS_00041559.p1, TCONS_00027662.p1	CAEEL17849
OG0003825	TCONS_00027692.p1, TCONS_00027691.p1	CAEEL18577
OG0003826	TCONS_00006654.p1	CAEEL02634
OG0003827	TCONS_00053570.p1, TCONS_00053571.p1	CAEEL04098
OG0003829	TCONS_00041768.p1	CAEEL08428
OG0003831	TCONS_00041986.p1, TCONS_00041979.p1	CAEEL08097
OG0003832	TCONS_00047965.p1	CAEEL11899
OG0003833	TCONS_00044191.p1, TCONS_00042862.p1, TCONS_00042864.p1	CAEEL05813, CAEEL14180
OG0003834	TCONS_00008744.p1	CAEEL00145
OG0003837	TCONS_00013327.p1	CAEEL11909, CAEEL11910
OG0003838	TCONS_00042726.p1	CAEEL14290, CAEEL14289, CAEEL14291
OG0003839	TCONS_00015241.p1	CAEEL11415
OG0003840	TCONS_00056576.p1	CAEEL01767
OG0003841	TCONS_00015618.p1	CAEEL10859, CAEEL18915
OG0003843	TCONS_00009505.p1, TCONS_00010868.p1	CAEEL14293
OG0003846	TCONS_00027628.p1	CAEEL00811, CAEEL18648
OG0003847	TCONS_00055246.p1	CAEEL07371
OG0003847	TCONS_00001462.p1	CAEEL06874
OG0003848	TCONS_00014970.p1	CAEEL08837
OG0003850	TCONS_00000960.p1	CAEEL11705
OG0003851	TCONS_00032794.p1	CAEEL08777
OG0003852	TCONS_00020658.p1	CAEEL00155
OG0003853	TCONS_00011922.p1	CAEEL13793
OG0003854	TCONS_00029018.p1	CAEEL01789
OG0003856	TCONS_00013066.p1	CAEEL07428
OG0003857	TCONS_00013404.p1	CAEEL19675
OG0003858	TCONS_00011927.p1	CAEEL06932
OG0003863	TCONS_00026709.p1	CAEEL18943
OG0003864	TCONS_00011878.p1	CAEEL01846
OG0003865	TCONS_00003872.p1	CAEEL02514
OG0003866	TCONS_00001305.p1	CAEEL00295
OG0003867	TCONS_00050625.p1	CAEEL15761
OG0003868	TCONS_00014972.p1	CAEEL18485
OG0003869	TCONS_00055343.p1	CAEEL00094
OG0003870	TCONS_00025664.p1	CAEEL17745
OG0003872	TCONS_00006031.p1	CAEEL14869
OG0003873	TCONS_00024533.p1, TCONS_00052093.p1	CAEEL07437
OG0003875	TCONS_00023388.p1, TCONS_00023352.p1	CAEEL00868
OG0003876	TCONS_00053735.p1	CAEEL04369
OG0003877	TCONS_00022731.p1, TCONS_00021597.p1	CAEEL18175
OG0003879	TCONS_00028211.p1	CAEEL00338, CAEEL01399
OG0003881	TCONS_00047720.p1, TCONS_00047725.p1	CAEEL12169
OG0003884	TCONS_00019247.p1	CAEEL01060
OG0003885	TCONS_00046675.p1	CAEEL01791
OG0003886	TCONS_00003927.p1	CAEEL10383
OG0003887	TCONS_00030695.p1	CAEEL09446
OG0003892	TCONS_00048438.p1	CAEEL11760
OG0003893	TCONS_00011425.p1	CAEEL05797
OG0003894	TCONS_00014845.p1	CAEEL01425
OG0003895	TCONS_00013387.p1	CAEEL15379
OG0003897	TCONS_00050998.p1	CAEEL07613
OG0003898	TCONS_00021035.p1	CAEEL05728
OG0003900	TCONS_00010847.p1	CAEEL08813
OG0003901	TCONS_00041073.p1, TCONS_00034799.p1	CAEEL00786, CAEEL18671
OG0003902	TCONS_00007173.p1, TCONS_00007172.p1, TCONS_00008474.p1	CAEEL07968, CAEEL07686
OG0003904	TCONS_00033299.p1	CAEEL00419
OG0003906	TCONS_00029119.p1	CAEEL00814
OG0003910	TCONS_00001878.p1	CAEEL08553
OG0003911	TCONS_00016777.p1	CAEEL20590
OG0003912	TCONS_00009015.p1	CAEEL02731
OG0003913	TCONS_00053946.p1	CAEEL05199
OG0003914	TCONS_00041215.p1, TCONS_00041198.p1	CAEEL19029
OG0003915	TCONS_00021210.p1	CAEEL04887
OG0003916	TCONS_00008484.p1	CAEEL07068
OG0003917	TCONS_00042943.p1	CAEEL07507
OG0003918	TCONS_00030934.p1	CAEEL11925, CAEEL11924
OG0003920	TCONS_00000854.p1	CAEEL00358
OG0003921	TCONS_00017320.p1	CAEEL14832, CAEEL18358
OG0003922	TCONS_00055815.p1, TCONS_00055814.p1, TCONS_00055811.p1	CAEEL11421, CAEEL11420
OG0003923	TCONS_00056321.p1, TCONS_00056382.p1	CAEEL08718
OG0003925	TCONS_00039090.p1, TCONS_00050656.p1, TCONS_00041293.p1	CAEEL04108
OG0003926	TCONS_00052184.p1, TCONS_00052181.p1, TCONS_00006710.p1, TCONS_00043224.p1	CAEEL10754, CAEEL19332
OG0003929	TCONS_00008562.p1, TCONS_00008560.p1	CAEEL00949
OG0003930	TCONS_00036253.p1	CAEEL05047
OG0003931	TCONS_00012638.p1	CAEEL15548
OG0003932	TCONS_00024837.p1	CAEEL12182, CAEEL12183
OG0003933	TCONS_00047268.p1	CAEEL11609
OG0003937	TCONS_00026626.p1	CAEEL19289
OG0003938	TCONS_00000187.p1	CAEEL07167
OG0003939	TCONS_00053724.p1	CAEEL04128
OG0003943	TCONS_00045502.p1	CAEEL00131
OG0003944	TCONS_00029066.p1	CAEEL05219
OG0003945	TCONS_00025621.p1	CAEEL17988
OG0003946	TCONS_00027376.p1	CAEEL18782
OG0003947	TCONS_00027772.p1	CAEEL16177
OG0003949	TCONS_00036172.p1	CAEEL02494
OG0003950	TCONS_00036173.p1	CAEEL05823
OG0003951	TCONS_00049176.p1, TCONS_00049155.p1	CAEEL10367
OG0003954	TCONS_00045854.p1	CAEEL11860
OG0003955	TCONS_00044096.p1	CAEEL08204
OG0003959	TCONS_00014849.p1	CAEEL18903
OG0003961	TCONS_00018472.p1	CAEEL10706
OG0003965	TCONS_00017720.p1	CAEEL09858, CAEEL18478
OG0003967	TCONS_00014234.p1, TCONS_00014232.p1	CAEEL07562, CAEEL16234, CAEEL19590, CAEEL10714, CAEEL10713
OG0003968	TCONS_00017762.p1	CAEEL18441
OG0003969	TCONS_00011049.p1	CAEEL01428, CAEEL15342
OG0003970	TCONS_00006276.p1	CAEEL00141, CAEEL08636
OG0003971	TCONS_00040867.p1	CAEEL03035
OG0003972	TCONS_00007106.p1, TCONS_00007105.p1	CAEEL09414
OG0003973	TCONS_00009676.p1	CAEEL17822
OG0003999	TCONS_00020030.p1	CAEEL08414
OG0004000	TCONS_00002973.p1	CAEEL02254
OG0004004	TCONS_00054890.p1	CAEEL09931
OG0004005	TCONS_00055013.p1, TCONS_00055012.p1	CAEEL09757
OG0004007	TCONS_00054345.p1	CAEEL08380, CAEEL20738
OG0004009	TCONS_00030825.p1	CAEEL10425
OG0004010	TCONS_00053896.p1, TCONS_00052851.p1	CAEEL11606
OG0004012	TCONS_00027244.p1	CAEEL08889
OG0004014	TCONS_00018248.p1	CAEEL07353
OG0004015	TCONS_00053661.p1	CAEEL03765
OG0004016	TCONS_00047337.p1	CAEEL09802
OG0004017	TCONS_00005125.p1	CAEEL08935
OG0004021	TCONS_00006438.p1	CAEEL07321
OG0004023	TCONS_00009288.p1	CAEEL00807
OG0004025	TCONS_00026270.p1	CAEEL20824
OG0004027	TCONS_00054882.p1	CAEEL07583
OG0004028	TCONS_00030295.p1	CAEEL11434
OG0004031	TCONS_00011023.p1	CAEEL15887
OG0004032	TCONS_00021570.p1	CAEEL15185
OG0004033	TCONS_00011608.p1	CAEEL15848
OG0004035	TCONS_00009453.p1	CAEEL06509
OG0004036	TCONS_00000983.p1	CAEEL05364
OG0004037	TCONS_00021625.p1	CAEEL05545
OG0004038	TCONS_00021437.p1	CAEEL04280
OG0004041	TCONS_00010859.p1	CAEEL06388
OG0004042	TCONS_00056008.p1	CAEEL00958
OG0004044	TCONS_00018088.p1	CAEEL07379
OG0004047	TCONS_00014227.p1	CAEEL19277, CAEEL00270
OG0004048	TCONS_00027634.p1	CAEEL05729
OG0004051	TCONS_00031884.p1	CAEEL06861
OG0004052	TCONS_00031689.p1, TCONS_00031687.p1	CAEEL02741
OG0004053	TCONS_00029652.p1	CAEEL01273
OG0004054	TCONS_00011874.p1	CAEEL15244
OG0004056	TCONS_00019098.p1	CAEEL01652
OG0004057	TCONS_00036725.p1	CAEEL03603
OG0004058	TCONS_00028770.p1	CAEEL01468
OG0004059	TCONS_00011709.p1	CAEEL14867
OG0004063	TCONS_00010646.p1	CAEEL02350
OG0004064	TCONS_00003929.p1	CAEEL00654
OG0004065	TCONS_00051172.p1	CAEEL05056
OG0004067	TCONS_00022596.p1	CAEEL02869
OG0004068	TCONS_00001314.p1	CAEEL10640
OG0004071	TCONS_00015780.p1	CAEEL00928
OG0004072	TCONS_00056622.p1	CAEEL09095, CAEEL07075
OG0004076	TCONS_00045999.p1	CAEEL07566
OG0004080	TCONS_00057069.p1	CAEEL12810
OG0004081	TCONS_00021321.p1	CAEEL18163
OG0004084	TCONS_00046143.p1	CAEEL14072
OG0004085	TCONS_00022909.p1	CAEEL04587
OG0004087	TCONS_00033020.p1	CAEEL07761
OG0004089	TCONS_00052009.p1	CAEEL11769, CAEEL11770
OG0004090	TCONS_00003003.p1	CAEEL02918
OG0004091	TCONS_00053676.p1	CAEEL04573
OG0004092	TCONS_00056687.p1	CAEEL07326
OG0004093	TCONS_00025996.p1	CAEEL18523
OG0004095	TCONS_00030160.p1, TCONS_00030161.p1	CAEEL02755
OG0004096	TCONS_00015008.p1	CAEEL09363
OG0004097	TCONS_00055161.p1	CAEEL05789
OG0004098	TCONS_00053174.p1	CAEEL05361
OG0004099	TCONS_00014574.p1	CAEEL07071
OG0004100	TCONS_00048183.p1, TCONS_00049141.p1, TCONS_00049138.p1	CAEEL19773
OG0004101	TCONS_00002991.p1, TCONS_00003971.p1	CAEEL10753
OG0004102	TCONS_00027001.p1	CAEEL20123
OG0004103	TCONS_00017398.p1, TCONS_00016551.p1	CAEEL10626
OG0004104	TCONS_00029688.p1	CAEEL04801
OG0004105	TCONS_00017260.p1	CAEEL05115
OG0004106	TCONS_00051399.p1	CAEEL04225
OG0004110	TCONS_00034163.p1	CAEEL01260
OG0004112	TCONS_00028015.p1	CAEEL00522
OG0004113	TCONS_00048317.p1	CAEEL09663
OG0004114	TCONS_00010503.p1	CAEEL13365
OG0004115	TCONS_00052002.p1	CAEEL05975
OG0004116	TCONS_00040373.p1	CAEEL17798
OG0004118	TCONS_00047218.p1	CAEEL09754
OG0004119	TCONS_00007586.p1	CAEEL00177
OG0004120	TCONS_00031456.p1	CAEEL09396
OG0004121	TCONS_00052021.p1	CAEEL06572, CAEEL06571, CAEEL06570, CAEEL06569
OG0004122	TCONS_00014777.p1	CAEEL20018
OG0004123	TCONS_00016895.p1	CAEEL05731
OG0004124	TCONS_00045725.p1	CAEEL02724, CAEEL02723
OG0004127	TCONS_00046753.p1, TCONS_00045678.p1	CAEEL19955, CAEEL18275, CAEEL06860
OG0004128	TCONS_00047559.p1, TCONS_00010534.p1	CAEEL11738
OG0004133	TCONS_00022682.p1	CAEEL05363
OG0004134	TCONS_00027849.p1	CAEEL07495
OG0004135	TCONS_00012853.p1	CAEEL19516
OG0004136	TCONS_00054339.p1	CAEEL04479
OG0004137	TCONS_00028614.p1, TCONS_00028615.p1	CAEEL00169, CAEEL00170
OG0004142	TCONS_00047653.p1	CAEEL10168
OG0004144	TCONS_00056033.p1	CAEEL00709
OG0004145	TCONS_00011650.p1	CAEEL14333
OG0004147	TCONS_00035866.p1, TCONS_00035865.p1, TCONS_00041247.p1	CAEEL07109
OG0004148	TCONS_00055720.p1, TCONS_00055711.p1	CAEEL07951
OG0004151	TCONS_00009331.p1	CAEEL01499
OG0004153	TCONS_00030135.p1	CAEEL11562
OG0004156	TCONS_00047632.p1	CAEEL05393
OG0004157	TCONS_00054767.p1	CAEEL18994
OG0004158	TCONS_00004246.p1	CAEEL00394
OG0004159	TCONS_00011596.p1	CAEEL16103
OG0004160	TCONS_00052968.p1	CAEEL08700
OG0004161	TCONS_00017748.p1	CAEEL18958
OG0004164	TCONS_00030925.p1	CAEEL10119
OG0004166	TCONS_00027695.p1	CAEEL04359
OG0004167	TCONS_00003611.p1	CAEEL14218
OG0004168	TCONS_00006436.p1, TCONS_00006437.p1	CAEEL08233
OG0004169	TCONS_00014455.p1	CAEEL01556
OG0004170	TCONS_00023955.p1	CAEEL10605
OG0004171	TCONS_00056085.p1	CAEEL11852
OG0004176	TCONS_00042674.p1	CAEEL01489
OG0004178	TCONS_00049594.p1	CAEEL09854
OG0004179	TCONS_00014009.p1	CAEEL10656
OG0004180	TCONS_00055453.p1	CAEEL08381
OG0004181	TCONS_00042164.p1	CAEEL13830
OG0004182	TCONS_00002134.p1	CAEEL14269
OG0004184	TCONS_00024172.p1, TCONS_00004485.p1, TCONS_00011629.p1, TCONS_00011628.p1	CAEEL15780, CAEEL15781
OG0004185	TCONS_00056970.p1	CAEEL19854
OG0004186	TCONS_00010700.p1	CAEEL13926
OG0004187	TCONS_00007370.p1	CAEEL02068
OG0004188	TCONS_00012181.p1	CAEEL15410
OG0004189	TCONS_00006565.p1	CAEEL17811
OG0004215	TCONS_00006088.p1	CAEEL08870
OG0004216	TCONS_00008492.p1	CAEEL02995
OG0004217	TCONS_00044057.p1	CAEEL08020
OG0004218	TCONS_00005905.p1	CAEEL20381, CAEEL08860
OG0004219	TCONS_00003548.p1	CAEEL00713
OG0004222	TCONS_00011581.p1	CAEEL05571
OG0004223	TCONS_00017775.p1	CAEEL05790
OG0004227	TCONS_00050548.p1	CAEEL05233
OG0004228	TCONS_00018265.p1	CAEEL13669
OG0004229	TCONS_00030138.p1	CAEEL11625
OG0004230	TCONS_00034979.p1	CAEEL07897
