Orthogroup	PFLAV	MOUSE
OG0002395	TCONS_00052552.p1	MOUSE33475, MOUSE33478, MOUSE33476, MOUSE33477, MOUSE20808
OG0002396	TCONS_00011493.p1	MOUSE20180, MOUSE20179, MOUSE02991, MOUSE02989, MOUSE02990
OG0002398	TCONS_00042725.p1	MOUSE53838, MOUSE53837, MOUSE21931, MOUSE48036
OG0002399	TCONS_00018322.p1	MOUSE06604, MOUSE06603, MOUSE06599, MOUSE06601, MOUSE06597, MOUSE06598, MOUSE06602, MOUSE06600, MOUSE28800, MOUSE28801, MOUSE21605, MOUSE21604, MOUSE21606
OG0002400	TCONS_00047626.p1	MOUSE40934, MOUSE35436, MOUSE40933, MOUSE35435, MOUSE17294
OG0002401	TCONS_00043742.p1	MOUSE13044, MOUSE13042, MOUSE13043, MOUSE13041, MOUSE36445, MOUSE36444, MOUSE36446
OG0002402	TCONS_00036943.p1, TCONS_00036940.p1, TCONS_00036945.p1, TCONS_00036946.p1, TCONS_00038093.p1	MOUSE13839
OG0002403	TCONS_00022487.p1	MOUSE29997
OG0002404	TCONS_00052498.p1	MOUSE31815, MOUSE31814, MOUSE48813, MOUSE48814
OG0002405	TCONS_00043959.p1	MOUSE48065, MOUSE48062, MOUSE48066, MOUSE48064, MOUSE48063, MOUSE12577, MOUSE12578
OG0002406	TCONS_00050817.p1	MOUSE50625
OG0002407	TCONS_00030158.p1	MOUSE11498
OG0002408	TCONS_00008145.p1	MOUSE32062, MOUSE32060, MOUSE32064, MOUSE32059, MOUSE32063, MOUSE32061
OG0002410	TCONS_00046159.p1, TCONS_00046151.p1, TCONS_00045061.p1, TCONS_00045059.p1, TCONS_00030582.p1, TCONS_00045063.p1, TCONS_00045068.p1, TCONS_00045066.p1, TCONS_00045069.p1, TCONS_00045058.p1	MOUSE29135
OG0002411	TCONS_00056393.p1	MOUSE51872, MOUSE51871, MOUSE30722, MOUSE30723
OG0002412	TCONS_00026364.p1, TCONS_00026349.p1, TCONS_00026360.p1, TCONS_00026362.p1, TCONS_00054369.p1, TCONS_00040476.p1, TCONS_00001862.p1	MOUSE46974, MOUSE46976, MOUSE46975
OG0002413	TCONS_00054299.p1	MOUSE50441, MOUSE50440
OG0002414	TCONS_00017193.p1	MOUSE18989, MOUSE18986, MOUSE18987, MOUSE18985, MOUSE18988, MOUSE29116
OG0002415	TCONS_00030241.p1	MOUSE00788, MOUSE00787
OG0002418	TCONS_00052229.p1	MOUSE37610, MOUSE37611, MOUSE41400, MOUSE41398, MOUSE41397
OG0002420	TCONS_00003472.p1	MOUSE43364, MOUSE27392, MOUSE27393, MOUSE02959, MOUSE02957, MOUSE02958
OG0002421	TCONS_00029462.p1	MOUSE51777
OG0002421	TCONS_00008938.p1	MOUSE49295
OG0002422	TCONS_00002027.p1	MOUSE54864, MOUSE54865, MOUSE54866, MOUSE54863, MOUSE54862, MOUSE54861, MOUSE20863
OG0002423	TCONS_00003823.p1	MOUSE52339
OG0002424	TCONS_00051347.p1, TCONS_00027025.p1	MOUSE47860
OG0002424	TCONS_00027023.p1	MOUSE37171
OG0002425	TCONS_00016319.p1	MOUSE34534, MOUSE34535, MOUSE34533, MOUSE34532
OG0002426	TCONS_00014333.p1	MOUSE44310
OG0002426	TCONS_00014321.p1	MOUSE14116
OG0002427	TCONS_00024876.p1, TCONS_00024852.p1	MOUSE02199, MOUSE02200, MOUSE02198, MOUSE44408, MOUSE23603
OG0002428	TCONS_00033176.p1	MOUSE35172, MOUSE02362, MOUSE02360, MOUSE02358
OG0002429	TCONS_00007109.p1	MOUSE28588, MOUSE28586, MOUSE28585
OG0002430	TCONS_00036360.p1	MOUSE38899
OG0002430	TCONS_00041119.p1	MOUSE38898
OG0002431	TCONS_00051703.p1, TCONS_00051701.p1	MOUSE15536, MOUSE41386, MOUSE41385, MOUSE41389, MOUSE41388, MOUSE41384, MOUSE41383, MOUSE41387, MOUSE34806, MOUSE34805
OG0002432	TCONS_00043661.p1	MOUSE19404, MOUSE19403, MOUSE48289, MOUSE48290, MOUSE00731, MOUSE00732
OG0002433	TCONS_00012775.p1	MOUSE06088, MOUSE06086, MOUSE06087
OG0002434	TCONS_00055848.p1	MOUSE14682
OG0002435	TCONS_00053680.p1	MOUSE32656, MOUSE32658
OG0002436	TCONS_00004761.p1	MOUSE02696, MOUSE02695, MOUSE02697, MOUSE02694, MOUSE38130, MOUSE38132, MOUSE38131
OG0002437	TCONS_00015963.p1	MOUSE25419, MOUSE25416, MOUSE25418
OG0002438	TCONS_00057283.p1	MOUSE14861, MOUSE14859, MOUSE14863, MOUSE14865, MOUSE14858, MOUSE14864, MOUSE26521
OG0002439	TCONS_00036465.p1	MOUSE24943, MOUSE24942
OG0002441	TCONS_00002029.p1	MOUSE54605, MOUSE54604, MOUSE54606
OG0002442	TCONS_00008462.p1	MOUSE28904, MOUSE28905
OG0002443	TCONS_00048568.p1	MOUSE02330, MOUSE02331, MOUSE02329
OG0002444	TCONS_00055415.p1	MOUSE28361, MOUSE49756, MOUSE49758
OG0002445	TCONS_00000749.p1	MOUSE34337
OG0002447	TCONS_00043698.p1	MOUSE44489
OG0002448	TCONS_00031004.p1	MOUSE11077, MOUSE11074, MOUSE11075, MOUSE11076
OG0002449	TCONS_00009909.p1	MOUSE07670, MOUSE07671
OG0002450	TCONS_00029123.p1, TCONS_00029128.p1	MOUSE30343, MOUSE30344, MOUSE30338, MOUSE30342, MOUSE30341, MOUSE30339, MOUSE30337, MOUSE10244, MOUSE10243
OG0002451	TCONS_00049726.p1	MOUSE02051, MOUSE52543, MOUSE02049, MOUSE02048, MOUSE02047, MOUSE02050
OG0002452	TCONS_00019286.p1	MOUSE26238, MOUSE26237, MOUSE05827, MOUSE05830, MOUSE05831
OG0002453	TCONS_00034175.p1	MOUSE50652, MOUSE50651, MOUSE50650
OG0002454	TCONS_00004815.p1	MOUSE37791, MOUSE37793, MOUSE38210, MOUSE38209
OG0002455	TCONS_00051523.p1, TCONS_00051524.p1	MOUSE35024, MOUSE35023, MOUSE35025, MOUSE35026, MOUSE35028, MOUSE35027, MOUSE29474, MOUSE29473, MOUSE29469, MOUSE29466, MOUSE29470, MOUSE29471, MOUSE29467, MOUSE29468, MOUSE29472
OG0002456	TCONS_00003612.p1	MOUSE53275, MOUSE53282, MOUSE53276, MOUSE53280
OG0002457	TCONS_00009534.p1	MOUSE08012
OG0002459	TCONS_00021117.p1, TCONS_00017711.p1, TCONS_00017706.p1	MOUSE46120, MOUSE46124, MOUSE46123, MOUSE46121
OG0002461	TCONS_00042535.p1	MOUSE29823, MOUSE30128
OG0002461	TCONS_00021336.p1, TCONS_00022485.p1, TCONS_00022483.p1, TCONS_00022486.p1, TCONS_00022484.p1	MOUSE30954
OG0002464	TCONS_00030981.p1	MOUSE00761, MOUSE00762, MOUSE09599, MOUSE09598, MOUSE09600, MOUSE09596, MOUSE09597, MOUSE48305, MOUSE48304
OG0002476	TCONS_00004020.p1	MOUSE18114
OG0002476	TCONS_00008371.p1	MOUSE49569
OG0002478	TCONS_00026683.p1	MOUSE32475, MOUSE32476, MOUSE32477, MOUSE32474, MOUSE32473, MOUSE32472, MOUSE09462, MOUSE09460, MOUSE09461
OG0002479	TCONS_00005104.p1	MOUSE04347, MOUSE04349, MOUSE04348, MOUSE04350, MOUSE37622, MOUSE37619, MOUSE37620, MOUSE37618, MOUSE37623, MOUSE37624
OG0002480	TCONS_00010201.p2, TCONS_00010202.p1, TCONS_00029227.p1	MOUSE06240, MOUSE06238
OG0002481	TCONS_00040791.p1	MOUSE43445, MOUSE20163, MOUSE28056, MOUSE28055
OG0002482	TCONS_00006443.p1	MOUSE45847, MOUSE17267
OG0002484	TCONS_00026141.p1	MOUSE37164, MOUSE37166
OG0002487	TCONS_00009739.p1	MOUSE07251, MOUSE07250, MOUSE07256, MOUSE07254, MOUSE07255, MOUSE07249, MOUSE07253, MOUSE07252, MOUSE49926
OG0002489	TCONS_00026979.p1	MOUSE21419, MOUSE27891
OG0002490	TCONS_00048564.p1	MOUSE54267, MOUSE06889
OG0002491	TCONS_00020746.p1	MOUSE19148, MOUSE19150, MOUSE19149, MOUSE01459, MOUSE01463
OG0002492	TCONS_00021054.p1	MOUSE22837
OG0002493	TCONS_00011369.p1	MOUSE18357
OG0002494	TCONS_00009396.p1	MOUSE15175, MOUSE15172, MOUSE28842, MOUSE15173, MOUSE15174, MOUSE28843, MOUSE28845, MOUSE28844
OG0002495	TCONS_00002586.p1	MOUSE26565, MOUSE26564, MOUSE26610, MOUSE26616, MOUSE26608, MOUSE26614, MOUSE26606, MOUSE26612, MOUSE26617, MOUSE26613, MOUSE26611, MOUSE26605, MOUSE26615, MOUSE26607, MOUSE26609, MOUSE26563, MOUSE26561, MOUSE26562, MOUSE26560
OG0002496	TCONS_00052872.p1	MOUSE32442, MOUSE32440, MOUSE32441, MOUSE17163, MOUSE17162
OG0002497	TCONS_00055160.p1, TCONS_00055194.p1	MOUSE05518, MOUSE05517, MOUSE18374
OG0002499	TCONS_00024739.p1, TCONS_00002026.p1	MOUSE35125, MOUSE35126
OG0002500	TCONS_00004990.p1	MOUSE46267
OG0002501	TCONS_00005124.p1	MOUSE04877
OG0002503	TCONS_00043780.p1	MOUSE03370, MOUSE03368, MOUSE03371, MOUSE03369
OG0002504	TCONS_00005313.p1	MOUSE37298, MOUSE37295, MOUSE37297, MOUSE37296, MOUSE38039, MOUSE38040
OG0002505	TCONS_00056754.p1	MOUSE38688, MOUSE38685, MOUSE38684, MOUSE38687, MOUSE38686
OG0002507	TCONS_00052598.p1	MOUSE09837, MOUSE31332, MOUSE31333
OG0002508	TCONS_00005957.p1, TCONS_00005945.p1	MOUSE01046, MOUSE04671, MOUSE04674, MOUSE04670, MOUSE04672
OG0002509	TCONS_00055419.p1	MOUSE11067, MOUSE11066
OG0002510	TCONS_00040530.p1, TCONS_00040524.p1	MOUSE50159, MOUSE50158
OG0002511	TCONS_00004072.p1	MOUSE35458, MOUSE35460, MOUSE35461, MOUSE35459, MOUSE22205, MOUSE22206, MOUSE22208
OG0002512	TCONS_00044153.p1, TCONS_00044151.p1	MOUSE12994, MOUSE12993, MOUSE54804, MOUSE54805, MOUSE54803, MOUSE54801, MOUSE54802
OG0002514	TCONS_00036921.p1	MOUSE44198, MOUSE44197, MOUSE30968, MOUSE30971, MOUSE30970, MOUSE41516, MOUSE41515, MOUSE27271, MOUSE27270, MOUSE27272, MOUSE30969
OG0002515	TCONS_00029618.p1, TCONS_00029716.p1	MOUSE33009, MOUSE44902
OG0002516	TCONS_00034986.p1	MOUSE51264, MOUSE16767, MOUSE51260, MOUSE51259, MOUSE51257, MOUSE51262, MOUSE51261, MOUSE51258
OG0002517	TCONS_00019431.p1	MOUSE26352, MOUSE26351, MOUSE05602, MOUSE05670
OG0002518	TCONS_00051026.p1	MOUSE34539
OG0002519	TCONS_00043575.p1	MOUSE19409, MOUSE19408, MOUSE13052, MOUSE13055, MOUSE13054, MOUSE13053, MOUSE13051
OG0002520	TCONS_00031059.p1	MOUSE36750, MOUSE36751, MOUSE03593, MOUSE36749, MOUSE36748
OG0002521	TCONS_00037198.p1, TCONS_00037197.p1, TCONS_00037188.p1, TCONS_00037297.p1, TCONS_00037296.p1, TCONS_00037295.p1, TCONS_00028527.p1	MOUSE52387
OG0002522	TCONS_00052058.p1	MOUSE34944, MOUSE34945, MOUSE34943, MOUSE34942
OG0002522	TCONS_00052057.p1	MOUSE41506
OG0002523	TCONS_00047652.p1	MOUSE41057, MOUSE39451, MOUSE39450, MOUSE39448, MOUSE39447, MOUSE39449, MOUSE44522
OG0002524	TCONS_00006722.p1	MOUSE37810, MOUSE37811, MOUSE38180, MOUSE38182, MOUSE38179, MOUSE38181, MOUSE46499, MOUSE46502, MOUSE46503, MOUSE46500
OG0002525	TCONS_00055411.p1	MOUSE00130, MOUSE15800
OG0002526	TCONS_00045530.p1	MOUSE35751, MOUSE35750, MOUSE35749
OG0002527	TCONS_00015718.p2	MOUSE23816, MOUSE23815, MOUSE26080
OG0002528	TCONS_00026494.p1	MOUSE19182
OG0002529	TCONS_00021072.p1	MOUSE22924, MOUSE22925, MOUSE22926, MOUSE22923, MOUSE45282, MOUSE45283, MOUSE45284
OG0002530	TCONS_00028798.p1	MOUSE19507, MOUSE51776, MOUSE51775
OG0002531	TCONS_00003492.p1	MOUSE08672, MOUSE08670, MOUSE11680, MOUSE11677, MOUSE11676, MOUSE11678, MOUSE11679, MOUSE20307, MOUSE20308, MOUSE20310, MOUSE20309
OG0002532	TCONS_00012757.p1	MOUSE06202, MOUSE06201, MOUSE06200, MOUSE06199, MOUSE06198
OG0002533	TCONS_00005106.p1	MOUSE04461, MOUSE04460
OG0002535	TCONS_00027133.p1	MOUSE40311, MOUSE40312
OG0002536	TCONS_00027134.p1	MOUSE46860, MOUSE36193, MOUSE47941, MOUSE47940, MOUSE47939, MOUSE47938
OG0002537	TCONS_00043022.p1	MOUSE14976, MOUSE14975
OG0002538	TCONS_00055126.p1	MOUSE22260, MOUSE38986, MOUSE38988, MOUSE38985, MOUSE38987, MOUSE38984, MOUSE22261, MOUSE05178
OG0002539	TCONS_00036371.p1	MOUSE27155, MOUSE27153, MOUSE27154, MOUSE27156, MOUSE27151, MOUSE27152, MOUSE14352, MOUSE14351
OG0002540	TCONS_00017267.p1	MOUSE12683, MOUSE29303, MOUSE29302
OG0002541	TCONS_00023654.p1	MOUSE41743, MOUSE41744, MOUSE41745
OG0002542	TCONS_00056409.p1	MOUSE25108, MOUSE25110, MOUSE05302, MOUSE02385
OG0002543	TCONS_00004943.p1	MOUSE01120, MOUSE01119
OG0002547	TCONS_00045453.p1, TCONS_00045484.p1, TCONS_00045452.p1	MOUSE18564, MOUSE00372, MOUSE00370
OG0002548	TCONS_00019309.p1, TCONS_00019311.p1	MOUSE08254, MOUSE43212, MOUSE24491, MOUSE24489
OG0002549	TCONS_00021796.p1	MOUSE29977, MOUSE29973, MOUSE29976, MOUSE29972, MOUSE29975, MOUSE29974, MOUSE29971
OG0002550	TCONS_00027289.p1	MOUSE35947, MOUSE35946, MOUSE35936, MOUSE35937, MOUSE35940, MOUSE35943, MOUSE35939, MOUSE35941, MOUSE35945, MOUSE35938, MOUSE35942, MOUSE35944
OG0002551	TCONS_00042821.p1	MOUSE53854
OG0002552	TCONS_00028491.p1	MOUSE30754, MOUSE30753, MOUSE51981, MOUSE51979, MOUSE51980, MOUSE51977, MOUSE51978
OG0002554	TCONS_00008559.p1, TCONS_00008530.p1	MOUSE09299, MOUSE09298, MOUSE12427, MOUSE12429, MOUSE12428
OG0002555	TCONS_00003499.p1	MOUSE08698, MOUSE07270, MOUSE07269, MOUSE07271, MOUSE08696, MOUSE08695, MOUSE08694, MOUSE08697
OG0002556	TCONS_00050930.p1, TCONS_00053043.p1, TCONS_00053085.p1, TCONS_00050929.p1, TCONS_00045658.p1, TCONS_00050928.p1, TCONS_00050641.p1, TCONS_00051717.p1, TCONS_00021319.p1, TCONS_00027059.p1, TCONS_00006645.p1, TCONS_00041792.p1, TCONS_00056858.p1	MOUSE55416
OG0002557	TCONS_00008156.p1	MOUSE12279, MOUSE12278, MOUSE17585, MOUSE17586, MOUSE12281
OG0002558	TCONS_00011130.p1	MOUSE24579, MOUSE24578, MOUSE07565
OG0002559	TCONS_00017224.p1	MOUSE09451, MOUSE09450, MOUSE09452, MOUSE32457, MOUSE32459, MOUSE32458, MOUSE32456, MOUSE32460
OG0002560	TCONS_00016273.p1	MOUSE32855, MOUSE32854, MOUSE32853, MOUSE32846, MOUSE32845, MOUSE32847, MOUSE32848, MOUSE32849, MOUSE32850, MOUSE32851
OG0002561	TCONS_00055930.p1	MOUSE20491
OG0002562	TCONS_00053582.p1	MOUSE01503, MOUSE01502, MOUSE01501
OG0002563	TCONS_00043033.p1	MOUSE45287, MOUSE45290, MOUSE45288, MOUSE45289, MOUSE45293, MOUSE45291, MOUSE45294
OG0002564	TCONS_00012617.p1	MOUSE05982, MOUSE05984, MOUSE05983, MOUSE38599, MOUSE38600
OG0002565	TCONS_00026110.p1	MOUSE52310, MOUSE52309, MOUSE52311
OG0002566	TCONS_00018257.p1	MOUSE37161
OG0002567	TCONS_00047678.p1, TCONS_00047681.p1	MOUSE52768, MOUSE52770, MOUSE52769
OG0002568	TCONS_00017767.p1	MOUSE36225
OG0002569	TCONS_00034967.p1	MOUSE17372, MOUSE17371, MOUSE17370, MOUSE50887, MOUSE50888
OG0002570	TCONS_00009301.p1	MOUSE28452, MOUSE28454
OG0002571	TCONS_00043132.p1	MOUSE05093, MOUSE05094, MOUSE05091, MOUSE05092, MOUSE05090, MOUSE14222, MOUSE14221, MOUSE14219, MOUSE14220
OG0002572	TCONS_00024912.p1	MOUSE02126, MOUSE27273, MOUSE44188
OG0002573	TCONS_00012988.p1, TCONS_00012985.p1	MOUSE06517, MOUSE06515, MOUSE06518, MOUSE06516, MOUSE06519
OG0002574	TCONS_00011783.p1	MOUSE18814, MOUSE18813, MOUSE07822, MOUSE07823
OG0002576	TCONS_00009863.p1	MOUSE52085, MOUSE43437, MOUSE43436, MOUSE18738, MOUSE18739
OG0002579	TCONS_00031081.p1	MOUSE38949, MOUSE38948, MOUSE05681, MOUSE35500, MOUSE35502, MOUSE35501, MOUSE22973, MOUSE22974, MOUSE22975, MOUSE22972
OG0002587	TCONS_00008891.p1	MOUSE28851, MOUSE19862, MOUSE49386, MOUSE49384, MOUSE49385, MOUSE49383, MOUSE49382
OG0002589	TCONS_00043322.p1	MOUSE29648, MOUSE29651, MOUSE29650, MOUSE29649, MOUSE29644, MOUSE29645, MOUSE29643, MOUSE29647, MOUSE29646
OG0002590	TCONS_00007453.p1	MOUSE28320, MOUSE28321, MOUSE13583, MOUSE13584, MOUSE49464, MOUSE49465
OG0002592	TCONS_00027490.p1	MOUSE21822, MOUSE21825, MOUSE21823, MOUSE21824, MOUSE21819, MOUSE21820, MOUSE21821
OG0002594	TCONS_00008434.p1	MOUSE49519, MOUSE49520, MOUSE12350
OG0002595	TCONS_00014309.p1	MOUSE38603, MOUSE38604
OG0002599	TCONS_00047444.p1	MOUSE23419
OG0002600	TCONS_00030280.p1, TCONS_00006237.p1	MOUSE48929
OG0002601	TCONS_00010418.p1	MOUSE28163
OG0002602	TCONS_00014207.p1	MOUSE06172, MOUSE06173, MOUSE17039, MOUSE17043, MOUSE18936, MOUSE17042, MOUSE17038
OG0002604	TCONS_00000089.p1, TCONS_00035859.p1	MOUSE54968, MOUSE07599, MOUSE07931, MOUSE54220, MOUSE12730
OG0002605	TCONS_00053210.p1	MOUSE31342, MOUSE31339, MOUSE31338, MOUSE31341
OG0002607	TCONS_00026986.p1	MOUSE27656, MOUSE27661, MOUSE27660, MOUSE27659, MOUSE27657, MOUSE27658
OG0002608	TCONS_00023837.p1	MOUSE02154, MOUSE02153, MOUSE47288, MOUSE47289, MOUSE47290
OG0002609	TCONS_00029035.p1	MOUSE13277, MOUSE13279, MOUSE13278
OG0002610	TCONS_00008605.p1	MOUSE48945, MOUSE13958
OG0002611	TCONS_00004066.p1	MOUSE08616, MOUSE08613, MOUSE08614, MOUSE14706, MOUSE14705
OG0002612	TCONS_00047747.p1	MOUSE54503, MOUSE40743
OG0002614	TCONS_00017955.p1	MOUSE21636, MOUSE21632, MOUSE21634, MOUSE21633, MOUSE21631, MOUSE21630, MOUSE28821, MOUSE28820, MOUSE28819, MOUSE28817, MOUSE28818
OG0002615	TCONS_00026882.p1	MOUSE21202, MOUSE12836, MOUSE12837, MOUSE03165, MOUSE03168, MOUSE03167, MOUSE03166
OG0002616	TCONS_00027743.p1	MOUSE46857, MOUSE46858, MOUSE46859, MOUSE46856
OG0002616	TCONS_00027742.p1	MOUSE46855
OG0002617	TCONS_00043160.p1	MOUSE19262
OG0002618	TCONS_00013692.p1	MOUSE06029, MOUSE06031, MOUSE06032, MOUSE06030, MOUSE38716, MOUSE38713, MOUSE38712, MOUSE38715, MOUSE38714, MOUSE38717
OG0002619	TCONS_00028823.p1	MOUSE51780
OG0002620	TCONS_00015581.p1	MOUSE25804, MOUSE25803, MOUSE25805, MOUSE31259, MOUSE31260
OG0002622	TCONS_00043892.p1, TCONS_00043902.p1	MOUSE36463, MOUSE36460, MOUSE36458, MOUSE36462, MOUSE36459, MOUSE36461, MOUSE36469, MOUSE36467, MOUSE36468, MOUSE36466, MOUSE36465
OG0002623	TCONS_00021118.p1	MOUSE16608
OG0002624	TCONS_00009152.p1	MOUSE13158, MOUSE22954, MOUSE22952, MOUSE22953, MOUSE13916, MOUSE13920, MOUSE13919, MOUSE13921, MOUSE13917, MOUSE13918
OG0002625	TCONS_00000742.p1	MOUSE16545
OG0002628	TCONS_00015492.p1	MOUSE23699, MOUSE23697, MOUSE23698, MOUSE26054, MOUSE26053
OG0002629	TCONS_00047518.p1	MOUSE14418, MOUSE14419
OG0002630	TCONS_00006926.p1, TCONS_00017759.p1	MOUSE21628, MOUSE21627
OG0002631	TCONS_00000293.p1	MOUSE12491
OG0002633	TCONS_00009804.p1	MOUSE18722, MOUSE07220, MOUSE07221, MOUSE07219
OG0002634	TCONS_00028515.p1	MOUSE27649
OG0002635	TCONS_00046180.p1	MOUSE34386, MOUSE06829, MOUSE06828, MOUSE28240, MOUSE28241, MOUSE09335
OG0002636	TCONS_00012778.p1	MOUSE42132, MOUSE42129, MOUSE42130, MOUSE42131, MOUSE42128
OG0002637	TCONS_00000794.p1, TCONS_00000786.p1	MOUSE15801
OG0002638	TCONS_00023645.p1	MOUSE30386, MOUSE30385, MOUSE30383, MOUSE30384
OG0002639	TCONS_00009797.p1	MOUSE02975, MOUSE02972, MOUSE02974, MOUSE02973, MOUSE02971
OG0002640	TCONS_00047421.p1, TCONS_00047408.p1	MOUSE01961, MOUSE01959
OG0002640	TCONS_00047409.p1	MOUSE01956, MOUSE01957, MOUSE01955, MOUSE01953, MOUSE01954
OG0002641	TCONS_00007360.p1	MOUSE49563, MOUSE49564, MOUSE13710
OG0002642	TCONS_00056643.p1, TCONS_00056642.p1	MOUSE40306, MOUSE40302, MOUSE40303, MOUSE40304, MOUSE40305
OG0002643	TCONS_00035689.p1, TCONS_00035551.p1	MOUSE10948
OG0002644	TCONS_00044196.p1	MOUSE55399, MOUSE55398, MOUSE55397, MOUSE55401, MOUSE55400, MOUSE55396, MOUSE54017, MOUSE54016, MOUSE54018
OG0002645	TCONS_00047832.p1, TCONS_00047846.p1	MOUSE55157, MOUSE55156, MOUSE55154
OG0002646	TCONS_00056457.p1	MOUSE39377, MOUSE39378, MOUSE39375, MOUSE39374, MOUSE39376
OG0002647	TCONS_00017755.p1, TCONS_00026751.p1	MOUSE36957, MOUSE36958, MOUSE21118
OG0002648	TCONS_00002157.p1	MOUSE49338, MOUSE50475, MOUSE50474
OG0002649	TCONS_00027226.p1	MOUSE21271, MOUSE21273, MOUSE21272
OG0002651	TCONS_00010767.p1	MOUSE24711
OG0002652	TCONS_00007635.p1	MOUSE49513
OG0002653	TCONS_00006738.p1	MOUSE01102, MOUSE01101
OG0002653	TCONS_00005624.p1, TCONS_00005622.p1, TCONS_00005623.p2, TCONS_00005620.p1, TCONS_00005619.p1	MOUSE01116
OG0002654	TCONS_00052014.p1	MOUSE34629, MOUSE34628
OG0002655	TCONS_00030420.p1, TCONS_00030419.p1	MOUSE51528, MOUSE51524, MOUSE51527
OG0002656	TCONS_00052428.p1, TCONS_00055307.p1	MOUSE05812
OG0002657	TCONS_00056535.p1	MOUSE11391, MOUSE11389, MOUSE11388, MOUSE11390, MOUSE02503, MOUSE02504, MOUSE22130, MOUSE22129, MOUSE22131, MOUSE22128
OG0002658	TCONS_00023141.p1	MOUSE30731, MOUSE30732, MOUSE12555, MOUSE12556, MOUSE12557
OG0002659	TCONS_00017232.p1	MOUSE06645, MOUSE06649, MOUSE06648, MOUSE06643, MOUSE06650, MOUSE06646, MOUSE06647, MOUSE06642
OG0002661	TCONS_00024756.p1	MOUSE27085, MOUSE27080, MOUSE27081, MOUSE27084
OG0002662	TCONS_00013016.p1	MOUSE16889, MOUSE06098, MOUSE06097, MOUSE06096, MOUSE14037, MOUSE14040, MOUSE14039, MOUSE14038, MOUSE14036, MOUSE14035
OG0002663	TCONS_00022107.p1	MOUSE50094, MOUSE50095, MOUSE50093, MOUSE50090, MOUSE50091, MOUSE50092, MOUSE29827, MOUSE29828
OG0002664	TCONS_00028993.p1	MOUSE33031, MOUSE33027, MOUSE18468, MOUSE33028, MOUSE33029, MOUSE33030
OG0002665	TCONS_00006695.p1, TCONS_00006689.p1	MOUSE37716, MOUSE37714, MOUSE37715, MOUSE20031
OG0002666	TCONS_00013352.p1, TCONS_00032472.p1	MOUSE15042, MOUSE15043, MOUSE15041, MOUSE15044, MOUSE15040
OG0002667	TCONS_00015951.p1	MOUSE25997, MOUSE25994, MOUSE25996, MOUSE25993, MOUSE25995, MOUSE31919, MOUSE31922, MOUSE31921, MOUSE31920
OG0002668	TCONS_00009177.p1	MOUSE49696, MOUSE52495, MOUSE52492, MOUSE52493, MOUSE52494, MOUSE52491, MOUSE52490
OG0002669	TCONS_00010421.p1, TCONS_00011735.p1, TCONS_00010420.p1	MOUSE43118
OG0002670	TCONS_00010164.p1	MOUSE07492, MOUSE07491, MOUSE07493, MOUSE16672
OG0002671	TCONS_00008833.p1	MOUSE48999, MOUSE28873, MOUSE28874, MOUSE28877, MOUSE28875, MOUSE19891
OG0002672	TCONS_00046517.p1	MOUSE13862, MOUSE13861, MOUSE35736, MOUSE35735
OG0002673	TCONS_00026782.p1	MOUSE20914, MOUSE20913, MOUSE27932, MOUSE27927, MOUSE03195
OG0002674	TCONS_00029780.p1	MOUSE10125, MOUSE10124, MOUSE10123, MOUSE10127, MOUSE10126
OG0002675	TCONS_00007280.p1	MOUSE28252, MOUSE28253
OG0002677	TCONS_00013321.p1	MOUSE06421, MOUSE06422, MOUSE06419, MOUSE06420, MOUSE06418
OG0002678	TCONS_00043278.p1, TCONS_00043276.p1	MOUSE36234, MOUSE36235, MOUSE45633, MOUSE45632
OG0002679	TCONS_00051947.p1, TCONS_00050858.p1	MOUSE29963, MOUSE29965, MOUSE41439, MOUSE41440, MOUSE41438
OG0002682	TCONS_00052478.p1	MOUSE33417
OG0002683	TCONS_00054134.p1	MOUSE33449, MOUSE33450
OG0002685	TCONS_00001020.p1	MOUSE00646, MOUSE15759
OG0002688	TCONS_00010793.p1, TCONS_00010791.p1, TCONS_00012047.p1, TCONS_00012049.p1	MOUSE12567, MOUSE36375, MOUSE36376
OG0002703	TCONS_00038338.p1, TCONS_00038287.p1	MOUSE51130, MOUSE51129, MOUSE43083, MOUSE43084, MOUSE51133, MOUSE51132, MOUSE51134, MOUSE51131, MOUSE43085, MOUSE43086, MOUSE51135
OG0002705	TCONS_00053434.p1	MOUSE01589, MOUSE10469, MOUSE10471
OG0002706	TCONS_00014277.p1	MOUSE45993, MOUSE45996
OG0002707	TCONS_00011640.p1	MOUSE02977, MOUSE20100, MOUSE20098, MOUSE20099, MOUSE11784, MOUSE11787
OG0002708	TCONS_00001336.p1	MOUSE32181, MOUSE32180, MOUSE32179, MOUSE32178
OG0002710	TCONS_00029431.p1	MOUSE01618, MOUSE01615, MOUSE01616, MOUSE51456
OG0002713	TCONS_00021380.p1	MOUSE45129, MOUSE45128
OG0002714	TCONS_00022426.p1, TCONS_00039260.p1, TCONS_00039300.p1, TCONS_00039213.p1	MOUSE12614, MOUSE12613
OG0002715	TCONS_00049245.p1	MOUSE11203, MOUSE11201, MOUSE11196, MOUSE11202, MOUSE11198, MOUSE11197, MOUSE11200, MOUSE11199
OG0002716	TCONS_00007711.p1	MOUSE38658
