Orthogroup	PFLAV	SCHMD
OG0003578	TCONS_00005625.p1	SCHMD18628, SCHMD18111, SCHMD04183, SCHMD29593
OG0003579	TCONS_00030567.p1	SCHMD23104, SCHMD29386, SCHMD14562, SCHMD15244
OG0003582	TCONS_00049811.p1	SCHMD12451, SCHMD16671
OG0003597	TCONS_00037741.p1	SCHMD07116
OG0003598	TCONS_00016130.p1	SCHMD21244
OG0003599	TCONS_00029425.p1	SCHMD21154
OG0003600	TCONS_00007927.p1	SCHMD02224
OG0003603	TCONS_00012634.p1	SCHMD02011
OG0003604	TCONS_00006087.p1	SCHMD03287
OG0003606	TCONS_00001243.p1	SCHMD17964, SCHMD15106
OG0003607	TCONS_00009514.p1	SCHMD18996, SCHMD19067, SCHMD28540, SCHMD28541
OG0003610	TCONS_00018565.p1	SCHMD10025, SCHMD05007
OG0003611	TCONS_00026984.p1	SCHMD06945, SCHMD08561, SCHMD08562, SCHMD06942, SCHMD06944, SCHMD12203, SCHMD25153
OG0003612	TCONS_00054661.p1	SCHMD05840
OG0003613	TCONS_00037548.p1	SCHMD04176
OG0003615	TCONS_00054640.p1	SCHMD13214
OG0003617	TCONS_00023003.p1	SCHMD19266, SCHMD24604
OG0003618	TCONS_00044972.p1	SCHMD03820
OG0003619	TCONS_00043918.p1	SCHMD13518, SCHMD08597
OG0003620	TCONS_00027300.p1	SCHMD10079, SCHMD29362
OG0003621	TCONS_00001275.p1	SCHMD12479
OG0003622	TCONS_00009864.p1	SCHMD23632
OG0003624	TCONS_00047934.p1, TCONS_00047920.p1	SCHMD09570
OG0003625	TCONS_00017338.p1, TCONS_00017592.p1, TCONS_00018519.p1, TCONS_00016845.p1	SCHMD19163, SCHMD19678, SCHMD22465
OG0003626	TCONS_00002996.p1	SCHMD06623
OG0003627	TCONS_00021203.p1	SCHMD19934, SCHMD24898
OG0003630	TCONS_00006358.p1	SCHMD00976, SCHMD01074, SCHMD00979
OG0003631	TCONS_00043632.p1, TCONS_00043605.p1	SCHMD10913
OG0003632	TCONS_00051362.p1	SCHMD28869
OG0003635	TCONS_00043850.p1	SCHMD09927
OG0003636	TCONS_00011609.p1	SCHMD16813
OG0003638	TCONS_00003511.p1	SCHMD08904, SCHMD12994
OG0003639	TCONS_00005259.p1	SCHMD16338
OG0003640	TCONS_00004132.p1	SCHMD17587, SCHMD23254, SCHMD22170
OG0003641	TCONS_00009159.p1	SCHMD00104
OG0003644	TCONS_00016060.p1	SCHMD03638
OG0003646	TCONS_00029784.p1	SCHMD07544, SCHMD07543, SCHMD06515
OG0003647	TCONS_00027854.p1	SCHMD03661, SCHMD03659
OG0003649	TCONS_00027915.p1	SCHMD11461
OG0003651	TCONS_00045395.p1	SCHMD19273, SCHMD24605
OG0003652	TCONS_00002146.p1	SCHMD11274
OG0003653	TCONS_00020700.p1	SCHMD17511, SCHMD11246
OG0003654	TCONS_00045387.p1	SCHMD08972, SCHMD20129, SCHMD08971, SCHMD21219
OG0003655	TCONS_00000200.p1	SCHMD09541
OG0003657	TCONS_00032983.p1	SCHMD25752, SCHMD28011
OG0003659	TCONS_00003686.p1	SCHMD17601, SCHMD11910, SCHMD20716, SCHMD20715
OG0003661	TCONS_00032274.p1	SCHMD05074, SCHMD11069
OG0003666	TCONS_00047691.p1	SCHMD02137
OG0003668	TCONS_00029645.p1	SCHMD16966
OG0003669	TCONS_00053763.p1	SCHMD19438
OG0003670	TCONS_00044948.p1	SCHMD27614, SCHMD13168
OG0003671	TCONS_00026939.p1	SCHMD11729, SCHMD10695, SCHMD13674
OG0003672	TCONS_00014351.p1	SCHMD06465, SCHMD13496
OG0003673	TCONS_00000153.p1	SCHMD04574
OG0003674	TCONS_00013395.p1	SCHMD19493, SCHMD21241
OG0003675	TCONS_00002929.p1	SCHMD10343
OG0003676	TCONS_00055967.p1	SCHMD09933
OG0003678	TCONS_00054343.p1	SCHMD18909
OG0003679	TCONS_00017789.p1	SCHMD14973
OG0003682	TCONS_00009725.p1	SCHMD00097
OG0003683	TCONS_00004855.p1, TCONS_00004834.p1	SCHMD16793, SCHMD26976, SCHMD08792, SCHMD08791
OG0003685	TCONS_00033332.p1	SCHMD02813
OG0003687	TCONS_00057206.p1	SCHMD06543
OG0003688	TCONS_00036414.p1, TCONS_00036423.p1, TCONS_00050596.p1	SCHMD02218
OG0003690	TCONS_00010756.p1	SCHMD14187, SCHMD29632, SCHMD22946, SCHMD10100, SCHMD01511, SCHMD28775, SCHMD27197
OG0003692	TCONS_00026517.p1	SCHMD07452
OG0003694	TCONS_00019312.p1	SCHMD01774
OG0003695	TCONS_00015112.p1, TCONS_00014508.p1	SCHMD02002
OG0003698	TCONS_00026609.p1	SCHMD04070
OG0003699	TCONS_00035985.p1	SCHMD25089, SCHMD23737
OG0003701	TCONS_00045362.p1	SCHMD15850
OG0003703	TCONS_00035988.p1, TCONS_00035987.p1	SCHMD03850
OG0003705	TCONS_00055975.p1	SCHMD16984
OG0003706	TCONS_00015043.p1	SCHMD03464, SCHMD03465
OG0003708	TCONS_00000585.p1	SCHMD13127
OG0003710	TCONS_00001097.p1	SCHMD01072
OG0003712	TCONS_00012419.p1	SCHMD07204, SCHMD01556
OG0003713	TCONS_00045793.p1	SCHMD09387
OG0003716	TCONS_00050423.p1	SCHMD16362
OG0003717	TCONS_00017571.p1	SCHMD02266
OG0003718	TCONS_00003037.p1	SCHMD19427, SCHMD27978
OG0003720	TCONS_00014920.p1	SCHMD18858
OG0003720	TCONS_00054919.p1	SCHMD23149, SCHMD11812
OG0003721	TCONS_00009979.p1	SCHMD06738
OG0003722	TCONS_00015463.p1	SCHMD13809
OG0003725	TCONS_00052910.p1	SCHMD27474, SCHMD20596
OG0003726	TCONS_00046473.p1, TCONS_00045342.p1, TCONS_00046474.p1, TCONS_00045345.p1	SCHMD25016
OG0003728	TCONS_00016021.p1	SCHMD02160
OG0003729	TCONS_00003109.p1	SCHMD20219, SCHMD24815, SCHMD20218, SCHMD23937
OG0003730	TCONS_00027342.p1	SCHMD22255, SCHMD22853, SCHMD11210, SCHMD01639
OG0003731	TCONS_00011687.p1	SCHMD22514
OG0003732	TCONS_00021737.p1	SCHMD03758
OG0003734	TCONS_00015817.p1	SCHMD00609
OG0003735	TCONS_00002106.p1	SCHMD19484, SCHMD15630, SCHMD01358, SCHMD13365
OG0003736	TCONS_00056575.p1	SCHMD07290, SCHMD09291, SCHMD23683, SCHMD09290
OG0003737	TCONS_00016153.p1	SCHMD26875, SCHMD23789
OG0003739	TCONS_00055464.p1	SCHMD03999
OG0003740	TCONS_00024141.p1	SCHMD13948, SCHMD17686
OG0003741	TCONS_00034776.p1	SCHMD28597, SCHMD28496
OG0003742	TCONS_00019755.p1	SCHMD03803
OG0003743	TCONS_00000185.p1	SCHMD05330, SCHMD03268
OG0003744	TCONS_00047885.p1	SCHMD04258
OG0003746	TCONS_00055721.p1	SCHMD20571
OG0003747	TCONS_00046166.p1	SCHMD25018, SCHMD26084, SCHMD17880
OG0003749	TCONS_00025714.p1	SCHMD12963
OG0003749	TCONS_00025707.p1	SCHMD26791
OG0003750	TCONS_00034398.p1, TCONS_00034464.p1, TCONS_00034397.p1	SCHMD10740, SCHMD21692
OG0003751	TCONS_00050252.p1	SCHMD29178, SCHMD29232
OG0003755	TCONS_00005695.p1, TCONS_00038918.p1, TCONS_00005696.p1	SCHMD24630
OG0003756	TCONS_00009191.p1	SCHMD16272, SCHMD09193, SCHMD09560
OG0003757	TCONS_00010281.p1	SCHMD25168, SCHMD24254, SCHMD29239
OG0003758	TCONS_00038650.p1	SCHMD10568
OG0003759	TCONS_00050120.p1	SCHMD02168
OG0003764	TCONS_00013237.p1, TCONS_00013238.p1, TCONS_00013239.p1	SCHMD03437
OG0003766	TCONS_00009338.p1	SCHMD22112, SCHMD16522
OG0003767	TCONS_00046050.p2	SCHMD06286
OG0003771	TCONS_00014140.p1	SCHMD05134
OG0003774	TCONS_00035640.p1	SCHMD05085
OG0003775	TCONS_00012499.p1	SCHMD09392, SCHMD10879, SCHMD08960, SCHMD01376
OG0003776	TCONS_00032725.p1, TCONS_00032743.p1	SCHMD01854
OG0003777	TCONS_00012320.p1	SCHMD09329, SCHMD03918
OG0003778	TCONS_00036301.p1, TCONS_00036323.p1, TCONS_00037457.p1, TCONS_00036347.p1	SCHMD06996
OG0003779	TCONS_00021938.p1	SCHMD15868, SCHMD25797
OG0003780	TCONS_00022118.p1	SCHMD20733
OG0003794	TCONS_00008804.p1	SCHMD05999
OG0003795	TCONS_00049781.p1	SCHMD22731
OG0003798	TCONS_00016653.p1	SCHMD13971, SCHMD04164
OG0003803	TCONS_00015861.p1	SCHMD27722, SCHMD27442
OG0003806	TCONS_00014048.p1	SCHMD21156
OG0003808	TCONS_00017543.p1	SCHMD27875, SCHMD11284, SCHMD25011
OG0003811	TCONS_00043382.p1	SCHMD22928, SCHMD13669
OG0003812	TCONS_00050555.p1	SCHMD04985
OG0003813	TCONS_00030409.p1	SCHMD01244
OG0003818	TCONS_00043595.p1	SCHMD10822, SCHMD17278
OG0003821	TCONS_00048803.p1	SCHMD10138
OG0003825	TCONS_00027692.p1, TCONS_00027691.p1	SCHMD05990
OG0003826	TCONS_00006654.p1	SCHMD20348
OG0003827	TCONS_00053570.p1	SCHMD03936
OG0003828	TCONS_00015781.p1	SCHMD01189, SCHMD27415
OG0003831	TCONS_00041986.p1, TCONS_00041979.p1	SCHMD17115
OG0003833	TCONS_00044191.p1, TCONS_00042862.p1, TCONS_00042864.p1	SCHMD28965
OG0003834	TCONS_00008744.p1	SCHMD01451
OG0003837	TCONS_00013327.p1	SCHMD17615, SCHMD14383, SCHMD10163
OG0003838	TCONS_00042726.p1	SCHMD05207
OG0003839	TCONS_00015241.p1	SCHMD05702, SCHMD10139
OG0003840	TCONS_00056576.p1	SCHMD12844, SCHMD26426
OG0003841	TCONS_00015618.p1	SCHMD14946
OG0003843	TCONS_00009505.p1, TCONS_00010868.p1	SCHMD03988, SCHMD16160
OG0003844	TCONS_00028970.p1	SCHMD09963
OG0003845	TCONS_00004661.p1	SCHMD00835
OG0003846	TCONS_00027628.p1	SCHMD06517
OG0003849	TCONS_00028619.p1	SCHMD10843
OG0003850	TCONS_00000960.p1	SCHMD24952, SCHMD16801
OG0003853	TCONS_00011922.p1	SCHMD14514, SCHMD07343
OG0003856	TCONS_00013066.p1	SCHMD25122, SCHMD27046, SCHMD07521, SCHMD12531, SCHMD11891
OG0003857	TCONS_00013404.p1	SCHMD05301
OG0003860	TCONS_00003958.p1	SCHMD09480, SCHMD27052, SCHMD27051
OG0003862	TCONS_00020264.p1	SCHMD17392
OG0003863	TCONS_00026709.p1	SCHMD02612
OG0003865	TCONS_00003872.p1	SCHMD10111
OG0003866	TCONS_00001305.p1	SCHMD07937, SCHMD00211
OG0003868	TCONS_00014972.p1	SCHMD15677
OG0003869	TCONS_00055343.p1	SCHMD16637, SCHMD28120, SCHMD25926, SCHMD25661
OG0003872	TCONS_00006031.p1	SCHMD13742, SCHMD13511
OG0003875	TCONS_00023388.p1, TCONS_00023352.p1	SCHMD07244
OG0003876	TCONS_00053735.p1	SCHMD06770
OG0003877	TCONS_00022731.p1, TCONS_00021597.p1	SCHMD08239
OG0003878	TCONS_00049628.p1	SCHMD04321
OG0003879	TCONS_00028211.p1	SCHMD18366
OG0003881	TCONS_00047720.p1, TCONS_00047725.p1	SCHMD06054, SCHMD03369
OG0003882	TCONS_00008643.p1	SCHMD13622
OG0003883	TCONS_00027470.p1	SCHMD24582
OG0003884	TCONS_00019247.p1	SCHMD04417
OG0003885	TCONS_00046675.p1	SCHMD09959
OG0003886	TCONS_00003927.p1	SCHMD12038, SCHMD20172, SCHMD12039, SCHMD20171
OG0003887	TCONS_00030695.p1	SCHMD20058, SCHMD18207
OG0003888	TCONS_00052636.p1	SCHMD05192
OG0003889	TCONS_00012827.p1, TCONS_00010987.p1	SCHMD21799
OG0003892	TCONS_00048438.p1	SCHMD07588
OG0003894	TCONS_00014845.p1	SCHMD11863
OG0003896	TCONS_00042058.p1, TCONS_00012652.p1	SCHMD28716
OG0003897	TCONS_00050997.p1, TCONS_00050998.p1	SCHMD20071
OG0003904	TCONS_00033299.p1	SCHMD00688
OG0003906	TCONS_00029119.p1	SCHMD03168
OG0003910	TCONS_00001878.p1	SCHMD16210, SCHMD14670
OG0003911	TCONS_00016777.p1	SCHMD20892
OG0003912	TCONS_00009015.p1	SCHMD04955
OG0003914	TCONS_00041215.p1, TCONS_00041198.p1	SCHMD00070
OG0003916	TCONS_00008484.p1	SCHMD05573
OG0003917	TCONS_00042943.p1	SCHMD02873
OG0003918	TCONS_00030934.p1	SCHMD00222
OG0003919	TCONS_00005197.p1	SCHMD16851, SCHMD05912, SCHMD24562, SCHMD24561
OG0003920	TCONS_00000854.p1	SCHMD03027
OG0003921	TCONS_00017320.p1	SCHMD06689
OG0003923	TCONS_00056321.p1, TCONS_00056382.p1	SCHMD25596, SCHMD09715
OG0003925	TCONS_00039090.p1, TCONS_00050656.p1, TCONS_00041293.p1	SCHMD25912, SCHMD09602
OG0003926	TCONS_00052184.p1, TCONS_00052181.p1, TCONS_00006710.p1, TCONS_00043224.p1	SCHMD07547, SCHMD26616, SCHMD27475, SCHMD11606
OG0003929	TCONS_00008562.p1, TCONS_00008560.p1	SCHMD28887, SCHMD11401, SCHMD06539
OG0003930	TCONS_00036253.p1	SCHMD03275
OG0003931	TCONS_00012638.p1	SCHMD03615
OG0003933	TCONS_00047268.p1	SCHMD23983
OG0003936	TCONS_00008292.p1	SCHMD01877
OG0003938	TCONS_00000187.p1	SCHMD19197
OG0003939	TCONS_00053724.p1	SCHMD05579
OG0003944	TCONS_00029066.p1	SCHMD10666
OG0003945	TCONS_00025621.p1	SCHMD04737
OG0003946	TCONS_00027376.p1	SCHMD19360, SCHMD00465
OG0003947	TCONS_00027772.p1	SCHMD06484
OG0003950	TCONS_00036173.p1	SCHMD13868, SCHMD23437, SCHMD13869
OG0003951	TCONS_00049176.p1, TCONS_00049155.p1	SCHMD04397
OG0003953	TCONS_00044129.p1	SCHMD22038
OG0003954	TCONS_00045854.p1	SCHMD06088
OG0003955	TCONS_00044096.p1	SCHMD06589
OG0003956	TCONS_00052540.p1	SCHMD07488
OG0003958	TCONS_00030617.p1	SCHMD13631, SCHMD28091
OG0003961	TCONS_00018472.p1	SCHMD04675
OG0003965	TCONS_00017720.p1	SCHMD22279, SCHMD23593, SCHMD11100, SCHMD22031
OG0003968	TCONS_00017762.p1	SCHMD20971, SCHMD24367
OG0003969	TCONS_00011049.p1	SCHMD08592
OG0003972	TCONS_00007106.p1, TCONS_00007105.p1	SCHMD13668
OG0003973	TCONS_00009676.p1	SCHMD06454
OG0003998	TCONS_00010889.p1	SCHMD17536, SCHMD17537
OG0004000	TCONS_00002973.p1	SCHMD05012
OG0004004	TCONS_00054890.p1	SCHMD03888
OG0004007	TCONS_00054345.p1	SCHMD27653
OG0004009	TCONS_00030825.p1	SCHMD12539
OG0004010	TCONS_00053896.p1, TCONS_00052851.p1	SCHMD11857
OG0004012	TCONS_00027244.p1	SCHMD08012, SCHMD16333
OG0004014	TCONS_00018248.p1	SCHMD17730, SCHMD16988, SCHMD25573
OG0004015	TCONS_00053661.p1	SCHMD06396
OG0004016	TCONS_00047337.p1	SCHMD26981
OG0004017	TCONS_00005125.p1	SCHMD27630
OG0004018	TCONS_00049328.p1	SCHMD09657
OG0004020	TCONS_00021521.p1	SCHMD29535, SCHMD26610
OG0004021	TCONS_00006438.p1	SCHMD12686
OG0004023	TCONS_00009288.p1	SCHMD07791
OG0004025	TCONS_00026270.p1	SCHMD25773
OG0004028	TCONS_00030295.p1	SCHMD03770
OG0004029	TCONS_00056028.p1	SCHMD25820
OG0004030	TCONS_00012834.p1	SCHMD13880, SCHMD26900
OG0004032	TCONS_00021570.p1	SCHMD08571
OG0004033	TCONS_00011608.p1	SCHMD06585
OG0004035	TCONS_00009453.p1	SCHMD24932, SCHMD26490, SCHMD22875, SCHMD15041, SCHMD16000
OG0004036	TCONS_00000983.p1	SCHMD07559, SCHMD09846
OG0004037	TCONS_00021625.p1	SCHMD06653
OG0004038	TCONS_00021437.p1	SCHMD08999, SCHMD03883
OG0004039	TCONS_00032659.p1	SCHMD22311
OG0004040	TCONS_00043725.p1	SCHMD09208
OG0004041	TCONS_00010859.p1	SCHMD29278, SCHMD13539, SCHMD13540
OG0004042	TCONS_00056008.p1	SCHMD14638, SCHMD14606, SCHMD28829, SCHMD17629, SCHMD24833, SCHMD19159, SCHMD11836
OG0004043	TCONS_00000189.p1	SCHMD00046
OG0004044	TCONS_00018088.p1	SCHMD16907
OG0004047	TCONS_00014227.p1	SCHMD07813
OG0004048	TCONS_00027634.p1	SCHMD05765
OG0004051	TCONS_00031884.p1	SCHMD05269, SCHMD18831
OG0004052	TCONS_00031689.p1, TCONS_00031687.p1	SCHMD01378
OG0004053	TCONS_00029652.p1	SCHMD09663
OG0004054	TCONS_00011874.p1	SCHMD03170
OG0004056	TCONS_00019098.p1	SCHMD06405
OG0004059	TCONS_00011708.p1, TCONS_00011709.p1	SCHMD09347, SCHMD09893, SCHMD09894, SCHMD09348, SCHMD09349
OG0004060	TCONS_00056984.p1	SCHMD16682, SCHMD21120, SCHMD16351
OG0004064	TCONS_00003929.p1	SCHMD03370
OG0004065	TCONS_00051172.p1	SCHMD04935
OG0004066	TCONS_00015412.p1	SCHMD01420
OG0004067	TCONS_00022596.p1	SCHMD19651, SCHMD28348, SCHMD27778, SCHMD22879
OG0004069	TCONS_00033132.p1	SCHMD07928
OG0004071	TCONS_00015780.p1	SCHMD06667
OG0004072	TCONS_00056622.p1	SCHMD07982
OG0004076	TCONS_00045999.p1	SCHMD19802
OG0004079	TCONS_00043865.p1	SCHMD22313, SCHMD19146
OG0004080	TCONS_00057069.p1	SCHMD18517
OG0004081	TCONS_00021321.p1	SCHMD03804
OG0004083	TCONS_00003483.p1	SCHMD05538
OG0004084	TCONS_00046143.p1	SCHMD13360
OG0004085	TCONS_00022909.p1	SCHMD20233
OG0004087	TCONS_00033020.p1	SCHMD13153, SCHMD13154
OG0004090	TCONS_00003003.p1	SCHMD19142
OG0004091	TCONS_00053676.p1	SCHMD20986, SCHMD10374
OG0004092	TCONS_00056687.p1	SCHMD01973
OG0004094	TCONS_00015342.p1	SCHMD10011
OG0004096	TCONS_00015008.p1	SCHMD01632
OG0004097	TCONS_00055161.p1	SCHMD00017
OG0004099	TCONS_00014574.p1	SCHMD07433
OG0004100	TCONS_00048183.p1	SCHMD17395, SCHMD01145
OG0004101	TCONS_00002991.p1, TCONS_00003971.p1	SCHMD01669
OG0004102	TCONS_00027001.p1	SCHMD16352
OG0004103	TCONS_00017399.p1	SCHMD12056, SCHMD03617, SCHMD06330
OG0004103	TCONS_00017398.p1, TCONS_00016551.p1	SCHMD06708, SCHMD03618
OG0004105	TCONS_00017260.p1	SCHMD08794, SCHMD16310
OG0004106	TCONS_00051399.p1	SCHMD07276, SCHMD19640
OG0004107	TCONS_00040485.p1, TCONS_00039514.p1	SCHMD01035
OG0004110	TCONS_00034163.p1	SCHMD03573
OG0004112	TCONS_00028015.p1, TCONS_00028016.p1	SCHMD04301
OG0004113	TCONS_00048317.p1	SCHMD09954, SCHMD11157
OG0004114	TCONS_00010503.p1	SCHMD11428
OG0004115	TCONS_00052002.p1	SCHMD08639
OG0004116	TCONS_00040373.p1	SCHMD22991, SCHMD19169
OG0004119	TCONS_00007586.p1	SCHMD24339, SCHMD11856
OG0004120	TCONS_00031456.p1	SCHMD02931
OG0004121	TCONS_00052021.p1	SCHMD00644
OG0004122	TCONS_00014777.p1	SCHMD09920
OG0004123	TCONS_00016895.p1	SCHMD24840
OG0004124	TCONS_00045725.p1	SCHMD09788
OG0004125	TCONS_00014192.p1	SCHMD03017
OG0004126	TCONS_00035236.p1	SCHMD18874, SCHMD24485, SCHMD09907, SCHMD21126
OG0004127	TCONS_00046753.p1, TCONS_00045678.p1	SCHMD14115
OG0004128	TCONS_00010534.p1	SCHMD29366
OG0004133	TCONS_00022682.p1	SCHMD08788
OG0004134	TCONS_00027849.p1	SCHMD18880, SCHMD19479, SCHMD15281, SCHMD12962
OG0004136	TCONS_00054339.p1	SCHMD21074, SCHMD14863
OG0004137	TCONS_00028614.p1, TCONS_00028615.p1	SCHMD09676
OG0004138	TCONS_00002355.p1	SCHMD22277, SCHMD19287, SCHMD22278, SCHMD23252
OG0004138	TCONS_00002356.p1	SCHMD22519, SCHMD21342
OG0004140	TCONS_00021890.p1, TCONS_00021889.p1	SCHMD01399
OG0004142	TCONS_00047653.p1	SCHMD08558
OG0004144	TCONS_00056033.p1	SCHMD02257, SCHMD25096, SCHMD15057
OG0004145	TCONS_00011650.p1	SCHMD20449, SCHMD23522, SCHMD01552
OG0004146	TCONS_00004824.p1	SCHMD20063, SCHMD25218
OG0004147	TCONS_00035866.p1, TCONS_00035865.p1, TCONS_00041247.p1	SCHMD09010
OG0004148	TCONS_00055720.p1, TCONS_00055711.p1	SCHMD06808
OG0004150	TCONS_00056906.p1	SCHMD13649
OG0004153	TCONS_00030135.p1	SCHMD07819, SCHMD03631
OG0004154	TCONS_00032903.p1, TCONS_00033373.p1, TCONS_00038771.p1, TCONS_00020814.p1	SCHMD06235
OG0004157	TCONS_00054767.p1	SCHMD05878
OG0004158	TCONS_00004246.p1	SCHMD07419
OG0004161	TCONS_00017748.p1	SCHMD08136
OG0004164	TCONS_00030925.p1	SCHMD24669, SCHMD09145
OG0004166	TCONS_00027695.p1	SCHMD16044
OG0004167	TCONS_00003611.p1	SCHMD10205
OG0004168	TCONS_00006436.p1	SCHMD09579
OG0004168	TCONS_00006437.p1	SCHMD15882, SCHMD09578, SCHMD12788, SCHMD11665
OG0004169	TCONS_00014455.p1	SCHMD20780
OG0004171	TCONS_00056085.p1	SCHMD02047, SCHMD02605, SCHMD02048
OG0004176	TCONS_00042674.p1	SCHMD15010
OG0004178	TCONS_00049594.p1	SCHMD09644, SCHMD15102
OG0004179	TCONS_00014009.p1	SCHMD00790
OG0004181	TCONS_00042164.p1	SCHMD09842
OG0004186	TCONS_00010700.p1	SCHMD22129
OG0004188	TCONS_00012181.p1	SCHMD11027
OG0004190	TCONS_00013159.p1	SCHMD02151, SCHMD21121, SCHMD26044, SCHMD02152, SCHMD02153
OG0004215	TCONS_00006088.p1	SCHMD23456, SCHMD09930
OG0004216	TCONS_00008492.p1	SCHMD19294, SCHMD21480, SCHMD13603, SCHMD15045
OG0004217	TCONS_00044057.p1	SCHMD15443
OG0004218	TCONS_00005905.p1	SCHMD25832
OG0004219	TCONS_00003548.p1	SCHMD02021
OG0004220	TCONS_00028351.p1	SCHMD00817, SCHMD15893, SCHMD24221, SCHMD00816
OG0004222	TCONS_00011581.p1	SCHMD02604
OG0004223	TCONS_00017775.p1	SCHMD04451
OG0004227	TCONS_00050548.p1	SCHMD11794, SCHMD14206
OG0004228	TCONS_00018265.p1	SCHMD22945
OG0004229	TCONS_00030138.p1	SCHMD20367, SCHMD19492
OG0004230	TCONS_00034979.p1	SCHMD12329, SCHMD13516
OG0004231	TCONS_00028285.p1	SCHMD18343, SCHMD20951
OG0004232	TCONS_00026176.p1	SCHMD02245
OG0004233	TCONS_00003431.p1, TCONS_00051973.p1	SCHMD23521
OG0004235	TCONS_00013753.p1	SCHMD00900
OG0004236	TCONS_00011164.p1	SCHMD13419, SCHMD19318
OG0004239	TCONS_00015454.p1	SCHMD04162
OG0004241	TCONS_00021571.p1	SCHMD20634, SCHMD15365
OG0004243	TCONS_00003869.p1	SCHMD02806
OG0004244	TCONS_00049222.p1	SCHMD04165
OG0004246	TCONS_00038726.p1	SCHMD25240, SCHMD27704
OG0004247	TCONS_00039976.p1	SCHMD10596
OG0004249	TCONS_00042977.p1	SCHMD22417, SCHMD22418, SCHMD16976
OG0004250	TCONS_00011396.p1	SCHMD12623
OG0004251	TCONS_00015519.p1	SCHMD08633
OG0004252	TCONS_00014324.p1	SCHMD02811
OG0004253	TCONS_00004772.p1	SCHMD09205
OG0004254	TCONS_00031008.p1	SCHMD07480
OG0004255	TCONS_00050637.p1	SCHMD00865
OG0004257	TCONS_00006703.p1	SCHMD08129
OG0004258	TCONS_00033470.p1	SCHMD13120, SCHMD23840, SCHMD13122
OG0004259	TCONS_00029720.p1	SCHMD18232
OG0004260	TCONS_00019536.p1	SCHMD23376
OG0004261	TCONS_00008123.p1	SCHMD16623
OG0004262	TCONS_00010239.p1	SCHMD16537
OG0004263	TCONS_00009010.p1	SCHMD09819, SCHMD22299, SCHMD18530, SCHMD18529
OG0004265	TCONS_00016664.p1	SCHMD14398
OG0004267	TCONS_00038037.p1	SCHMD14468
OG0004268	TCONS_00007056.p1	SCHMD24258, SCHMD19847
OG0004270	TCONS_00028204.p1	SCHMD06231
OG0004273	TCONS_00014095.p1	SCHMD15470
OG0004276	TCONS_00008374.p1	SCHMD07051
OG0004278	TCONS_00029791.p1	SCHMD07808
OG0004279	TCONS_00016684.p1	SCHMD09109
OG0004280	TCONS_00054869.p1	SCHMD24977
OG0004281	TCONS_00041054.p1	SCHMD15072
OG0004287	TCONS_00003481.p1	SCHMD02791
OG0004288	TCONS_00007996.p1, TCONS_00008003.p1, TCONS_00008014.p1	SCHMD04750
OG0004289	TCONS_00016007.p1, TCONS_00010551.p1	SCHMD10655
OG0004291	TCONS_00003534.p1	SCHMD11768, SCHMD11769
OG0004292	TCONS_00053583.p1	SCHMD02072
OG0004294	TCONS_00036435.p1	SCHMD06402
OG0004295	TCONS_00052529.p1	SCHMD05169
OG0004296	TCONS_00031140.p1, TCONS_00030352.p1	SCHMD13298
OG0004297	TCONS_00014818.p1	SCHMD13807, SCHMD28076, SCHMD24237, SCHMD14756, SCHMD24236
OG0004299	TCONS_00042365.p1	SCHMD15087, SCHMD15086
OG0004301	TCONS_00006202.p1	SCHMD11559, SCHMD11558, SCHMD21370
OG0004302	TCONS_00005132.p1	SCHMD10637, SCHMD22462
OG0004303	TCONS_00021470.p1	SCHMD17944, SCHMD18972
OG0004304	TCONS_00027443.p1	SCHMD17338
OG0004307	TCONS_00013730.p1	SCHMD20615
OG0004308	TCONS_00000991.p1	SCHMD08570
OG0004309	TCONS_00050069.p1	SCHMD11977, SCHMD17117
OG0004310	TCONS_00020243.p1	SCHMD15088
OG0004312	TCONS_00007473.p1	SCHMD10505
OG0004316	TCONS_00056268.p1	SCHMD07217
OG0004317	TCONS_00006086.p1	SCHMD03544
OG0004318	TCONS_00013963.p1	SCHMD07900
OG0004321	TCONS_00030172.p1, TCONS_00030173.p1, TCONS_00030174.p1	SCHMD00773, SCHMD22413
OG0004322	TCONS_00046365.p1	SCHMD06269, SCHMD13954
OG0004324	TCONS_00018780.p1, TCONS_00045901.p1	SCHMD07700
OG0004327	TCONS_00042591.p1, TCONS_00018157.p1, TCONS_00042608.p1	SCHMD11268
OG0004328	TCONS_00018012.p1	SCHMD18966, SCHMD09751
OG0004329	TCONS_00027303.p1, TCONS_00049136.p1, TCONS_00049140.p1, TCONS_00027302.p1	SCHMD17260, SCHMD20883, SCHMD17062, SCHMD18927, SCHMD04963
OG0004330	TCONS_00003506.p1	SCHMD03763
OG0004331	TCONS_00009918.p1	SCHMD28298, SCHMD09132
OG0004332	TCONS_00035313.p1	SCHMD00454
OG0004335	TCONS_00043984.p1	SCHMD29412, SCHMD27303, SCHMD29473, SCHMD29279, SCHMD29277
OG0004338	TCONS_00043688.p1	SCHMD11859, SCHMD21650, SCHMD20028
OG0004341	TCONS_00013791.p1	SCHMD09660, SCHMD01095
OG0004344	TCONS_00019121.p1	SCHMD12044
OG0004347	TCONS_00006658.p1	SCHMD25637, SCHMD11463
OG0004348	TCONS_00021863.p1	SCHMD00729
