Orthogroup	PFLAV	HUMAN
OG0002758	TCONS_00006270.p1	HUMAN26372
OG0002759	TCONS_00002285.p1	HUMAN07485
OG0002760	TCONS_00049773.p1	HUMAN06968, HUMAN06969
OG0002761	TCONS_00010302.p1	HUMAN10768, HUMAN10770, HUMAN10765
OG0002762	TCONS_00047734.p1	HUMAN21120, HUMAN01437, HUMAN06711
OG0002763	TCONS_00055749.p1	HUMAN12876, HUMAN12877
OG0002764	TCONS_00050931.p1	HUMAN00203, HUMAN21583, HUMAN21584
OG0002765	TCONS_00009341.p1	HUMAN18571, HUMAN04184, HUMAN11132
OG0002766	TCONS_00049553.p1, TCONS_00049554.p1, TCONS_00004496.p1	HUMAN08906, HUMAN08907
OG0002767	TCONS_00043030.p1	HUMAN07551, HUMAN22340
OG0002768	TCONS_00049097.p1	HUMAN06740
OG0002769	TCONS_00042280.p1, TCONS_00042232.p1	HUMAN22542, HUMAN29651
OG0002770	TCONS_00026098.p1	HUMAN27518, HUMAN24212, HUMAN27519
OG0002771	TCONS_00011580.p1	HUMAN25873, HUMAN08432
OG0002772	TCONS_00053759.p1	HUMAN14317, HUMAN14316
OG0002773	TCONS_00022345.p1, TCONS_00022344.p1	HUMAN29570, HUMAN29569
OG0002774	TCONS_00028627.p1	HUMAN14548, HUMAN09559
OG0002775	TCONS_00004466.p1	HUMAN08367, HUMAN08366
OG0002776	TCONS_00029914.p1	HUMAN24085
OG0002777	TCONS_00035943.p1	HUMAN06118, HUMAN04250, HUMAN04251, HUMAN09562, HUMAN04247, HUMAN04249
OG0002778	TCONS_00029622.p1	HUMAN10113, HUMAN23744
OG0002779	TCONS_00051889.p1	HUMAN00272
OG0002780	TCONS_00012584.p1	HUMAN13335, HUMAN13336
OG0002781	TCONS_00056768.p1	HUMAN06619, HUMAN06620, HUMAN18025
OG0002782	TCONS_00011132.p1	HUMAN04941, HUMAN17052
OG0002783	TCONS_00053820.p1	HUMAN23293
OG0002785	TCONS_00054448.p1	HUMAN01002, HUMAN23487
OG0002786	TCONS_00029566.p1	HUMAN01536, HUMAN10083, HUMAN23625
OG0002787	TCONS_00020698.p1	HUMAN26131
OG0002788	TCONS_00038074.p1	HUMAN04344
OG0002790	TCONS_00042475.p1	HUMAN05161, HUMAN05162
OG0002791	TCONS_00016217.p1	HUMAN14986, HUMAN02232, HUMAN29243
OG0002792	TCONS_00020366.p1	HUMAN10096, HUMAN10094, HUMAN23250
OG0002794	TCONS_00015595.p1	HUMAN29135, HUMAN29136, HUMAN02150, HUMAN29137
OG0002795	TCONS_00020221.p1	HUMAN10061, HUMAN23644
OG0002797	TCONS_00020292.p1, TCONS_00002919.p1	HUMAN04929, HUMAN18779, HUMAN18769, HUMAN18772, HUMAN18774, HUMAN18773, HUMAN18775, HUMAN18776
OG0002799	TCONS_00004881.p1	HUMAN10338
OG0002811	TCONS_00047302.p1	HUMAN07035
OG0002812	TCONS_00054657.p1	HUMAN23546, HUMAN23547, HUMAN01004
OG0002813	TCONS_00014792.p1	HUMAN19156, HUMAN24589, HUMAN11244
OG0002814	TCONS_00030568.p1	HUMAN03269, HUMAN22722, HUMAN23887
OG0002815	TCONS_00000287.p1	HUMAN00768, HUMAN25357
OG0002816	TCONS_00054308.p1	HUMAN00890, HUMAN00892, HUMAN00891
OG0002817	TCONS_00009559.p1	HUMAN08723, HUMAN08722
OG0002818	TCONS_00049657.p1	HUMAN10886, HUMAN02885
OG0002819	TCONS_00050227.p1	HUMAN08221, HUMAN13735, HUMAN20474, HUMAN00225
OG0002821	TCONS_00052856.p1	HUMAN15011
OG0002822	TCONS_00014245.p1, TCONS_00013412.p1, TCONS_00014423.p1	HUMAN25950, HUMAN13533
OG0002823	TCONS_00015619.p1	HUMAN28662
OG0002823	TCONS_00027448.p1	HUMAN03682
OG0002824	TCONS_00019599.p1	HUMAN17718, HUMAN17717, HUMAN03006, HUMAN17716
OG0002825	TCONS_00024295.p1	HUMAN06784, HUMAN06785
OG0002826	TCONS_00009663.p1	HUMAN18765, HUMAN15887
OG0002827	TCONS_00001794.p1, TCONS_00001795.p2	HUMAN25478
OG0002828	TCONS_00034310.p1	HUMAN05585
OG0002829	TCONS_00013706.p1	HUMAN25974
OG0002830	TCONS_00010894.p1	HUMAN08623, HUMAN25064, HUMAN15889
OG0002831	TCONS_00035950.p1, TCONS_00035945.p1	HUMAN27006
OG0002833	TCONS_00014217.p1	HUMAN10332
OG0002834	TCONS_00051206.p1	HUMAN01804, HUMAN23676, HUMAN23675
OG0002835	TCONS_00018725.p1, TCONS_00017643.p1	HUMAN00763, HUMAN25369
OG0002836	TCONS_00052011.p1	HUMAN00315, HUMAN18388, HUMAN00314
OG0002837	TCONS_00042766.p1	HUMAN07500, HUMAN22403
OG0002838	TCONS_00029902.p1, TCONS_00020903.p1	HUMAN27777, HUMAN27775, HUMAN27776, HUMAN27773
OG0002839	TCONS_00004451.p1	HUMAN20812
OG0002840	TCONS_00009182.p1	HUMAN15229, HUMAN28337
OG0002841	TCONS_00047849.p1, TCONS_00001411.p1, TCONS_00048553.p1	HUMAN26964
OG0002842	TCONS_00054700.p1, TCONS_00054625.p1	HUMAN27767, HUMAN27768
OG0002843	TCONS_00030426.p1	HUMAN07115, HUMAN07114
OG0002844	TCONS_00049299.p1	HUMAN20872
OG0002844	TCONS_00048042.p1	HUMAN20871
OG0002845	TCONS_00049073.p1	HUMAN09735
OG0002846	TCONS_00054878.p1	HUMAN22857
OG0002848	TCONS_00045223.p1	HUMAN24487
OG0002849	TCONS_00020783.p1	HUMAN09535, HUMAN01645
OG0002850	TCONS_00051637.p1	HUMAN21706, HUMAN00050, HUMAN00051
OG0002851	TCONS_00000274.p1	HUMAN19430, HUMAN25764
OG0002853	TCONS_00029548.p1	HUMAN23247, HUMAN23248, HUMAN14359
OG0002854	TCONS_00015088.p1, TCONS_00044327.p1	HUMAN02130
OG0002855	TCONS_00001781.p1, TCONS_00004538.p1	HUMAN05441
OG0002856	TCONS_00028409.p1	HUMAN15088, HUMAN01744, HUMAN01745
OG0002858	TCONS_00007488.p1, TCONS_00007490.p1	HUMAN20634, HUMAN20633, HUMAN20632, HUMAN11174
OG0002859	TCONS_00045580.p1, TCONS_00045581.p1, TCONS_00046896.p1	HUMAN27799, HUMAN27798, HUMAN27796, HUMAN27797
OG0002860	TCONS_00013248.p1	HUMAN10172, HUMAN10171, HUMAN10173, HUMAN10175
OG0002861	TCONS_00025233.p1	HUMAN04368, HUMAN04367
OG0002862	TCONS_00002185.p1	HUMAN05203, HUMAN25316
OG0002863	TCONS_00053234.p1, TCONS_00053235.p1	HUMAN23260, HUMAN23259, HUMAN23258
OG0002864	TCONS_00019063.p1	HUMAN14276, HUMAN12823, HUMAN09490
OG0002865	TCONS_00042624.p1	HUMAN28403
OG0002866	TCONS_00037598.p1	HUMAN28472, HUMAN14625, HUMAN14627, HUMAN14626
OG0002868	TCONS_00052544.p1	HUMAN00784, HUMAN23304
OG0002869	TCONS_00051574.p1	HUMAN21791, HUMAN00096
OG0002870	TCONS_00002023.p1	HUMAN25356
OG0002871	TCONS_00013806.p1	HUMAN04354
OG0002872	TCONS_00009347.p1	HUMAN28405, HUMAN28404
OG0002873	TCONS_00014159.p1	HUMAN10502
OG0002874	TCONS_00049627.p1	HUMAN20545, HUMAN06940, HUMAN20546
OG0002875	TCONS_00009978.p1	HUMAN02510
OG0002876	TCONS_00055182.p1, TCONS_00055153.p1, TCONS_00055154.p1	HUMAN07598, HUMAN07597, HUMAN25757, HUMAN25758
OG0002877	TCONS_00027894.p1	HUMAN14970
OG0002878	TCONS_00007158.p1, TCONS_00007157.p1	HUMAN11292
OG0002879	TCONS_00001819.p1	HUMAN21345, HUMAN00643
OG0002880	TCONS_00045912.p1	HUMAN25485
OG0002883	TCONS_00003183.p1	HUMAN03204
OG0002884	TCONS_00036357.p1	HUMAN25023, HUMAN20289
OG0002887	TCONS_00053132.p1	HUMAN28482
OG0002888	TCONS_00014580.p1	HUMAN10695, HUMAN10696, HUMAN10697, HUMAN12024
OG0002889	TCONS_00049306.p1	HUMAN30528, HUMAN07038
OG0002890	TCONS_00007836.p1	HUMAN24548, HUMAN24546, HUMAN24549, HUMAN24547
OG0002891	TCONS_00053738.p1	HUMAN14847, HUMAN14848, HUMAN25521
OG0002892	TCONS_00001681.p1, TCONS_00014788.p1	HUMAN14882, HUMAN14883, HUMAN01495, HUMAN29426
OG0002893	TCONS_00022744.p1	HUMAN07626
OG0002894	TCONS_00010576.p1	HUMAN18791, HUMAN08388, HUMAN18790
OG0002895	TCONS_00029819.p1	HUMAN05785, HUMAN02351
OG0002896	TCONS_00021246.p1	HUMAN17455, HUMAN21544
OG0002897	TCONS_00041365.p1, TCONS_00031606.p1, TCONS_00041377.p1, TCONS_00032281.p1, TCONS_00041351.p1, TCONS_00041379.p1, TCONS_00031603.p1, TCONS_00031601.p1, TCONS_00031610.p1, TCONS_00031602.p1, TCONS_00041359.p1, TCONS_00041348.p1, TCONS_00041353.p1	HUMAN17714
OG0002898	TCONS_00012139.p1, TCONS_00011793.p1, TCONS_00010413.p1, TCONS_00010440.p1, TCONS_00010414.p1	HUMAN23051, HUMAN23050, HUMAN23049
OG0002899	TCONS_00051403.p1	HUMAN05885, HUMAN21832
OG0002900	TCONS_00029824.p1	HUMAN10029, HUMAN01530
OG0002901	TCONS_00001145.p1	HUMAN25701, HUMAN25704, HUMAN25703
OG0002902	TCONS_00013877.p1	HUMAN10680, HUMAN10681
OG0002903	TCONS_00018225.p1, TCONS_00017180.p1, TCONS_00017183.p1, TCONS_00017182.p1, TCONS_00017176.p1	HUMAN22988, HUMAN22990, HUMAN22989, HUMAN20745
OG0002905	TCONS_00050785.p1	HUMAN00008, HUMAN21782
OG0002906	TCONS_00009274.p1	HUMAN11397
OG0002907	TCONS_00028502.p1	HUMAN23627, HUMAN10077
OG0002909	TCONS_00047561.p1	HUMAN20938, HUMAN26836, HUMAN26837
OG0002910	TCONS_00028540.p1, TCONS_00028541.p1	HUMAN06997
OG0002911	TCONS_00026143.p1	HUMAN03713, HUMAN03712, HUMAN27704
OG0002912	TCONS_00007897.p1, TCONS_00008713.p1, TCONS_00007439.p1, TCONS_00003154.p1, TCONS_00003605.p1, TCONS_00003606.p1	HUMAN15219
OG0002913	TCONS_00056620.p1	HUMAN02967, HUMAN02966, HUMAN30354
OG0002915	TCONS_00020490.p1	HUMAN11256, HUMAN11257, HUMAN24540
OG0002916	TCONS_00054595.p1	HUMAN14289, HUMAN23418
OG0002917	TCONS_00021044.p1	HUMAN18334
OG0002919	TCONS_00029838.p1	HUMAN01747, HUMAN10056, HUMAN10057, HUMAN15052
OG0002921	TCONS_00005612.p1, TCONS_00005613.p2	HUMAN10838, HUMAN10837
OG0002922	TCONS_00025977.p1	HUMAN03714, HUMAN27706, HUMAN27705
OG0002923	TCONS_00007977.p1	HUMAN11494, HUMAN28009, HUMAN18863, HUMAN18862
OG0002924	TCONS_00019349.p1	HUMAN09680, HUMAN13938, HUMAN09681
OG0002925	TCONS_00018459.p1	HUMAN28134
OG0002926	TCONS_00028061.p1	HUMAN23488, HUMAN15077
OG0002927	TCONS_00004135.p1	HUMAN28958, HUMAN28957
OG0002934	TCONS_00015801.p1	HUMAN07883, HUMAN07882, HUMAN30405, HUMAN07881
OG0002944	TCONS_00016891.p1	HUMAN25196, HUMAN22813, HUMAN27905
OG0002945	TCONS_00014323.p1, TCONS_00014335.p1	HUMAN13182
OG0002946	TCONS_00014225.p1, TCONS_00013029.p1	HUMAN13499
OG0002947	TCONS_00049003.p1, TCONS_00047564.p1	HUMAN24582
OG0002948	TCONS_00050545.p1	HUMAN00328, HUMAN11994, HUMAN11995
OG0002949	TCONS_00014445.p1	HUMAN16285, HUMAN16286
OG0002950	TCONS_00014046.p1	HUMAN12148, HUMAN12147
OG0002952	TCONS_00042673.p1	HUMAN27469, HUMAN27471, HUMAN24130, HUMAN24129
OG0002953	TCONS_00048395.p1	HUMAN20502, HUMAN20503
OG0002954	TCONS_00023913.p1	HUMAN04343
OG0002955	TCONS_00011898.p1	HUMAN08814
OG0002956	TCONS_00029297.p1	HUMAN14225, HUMAN13975, HUMAN13973
OG0002957	TCONS_00022513.p1	HUMAN07640, HUMAN07639
OG0002959	TCONS_00010958.p1	HUMAN02575, HUMAN08717
OG0002960	TCONS_00016533.p1	HUMAN24799, HUMAN24800
OG0002960	TCONS_00039602.p1, TCONS_00039603.p1	HUMAN24798
OG0002961	TCONS_00011734.p1	HUMAN08642, HUMAN08644, HUMAN08643, HUMAN08641
OG0002962	TCONS_00013946.p1	HUMAN10441
OG0002964	TCONS_00013728.p1	HUMAN12170, HUMAN12171, HUMAN13401
OG0002965	TCONS_00030551.p1	HUMAN03579
OG0002966	TCONS_00016414.p1	HUMAN29424, HUMAN29425, HUMAN02172
OG0002967	TCONS_00034167.p1, TCONS_00034173.p1	HUMAN05610
OG0002968	TCONS_00000180.p1	HUMAN00733
OG0002969	TCONS_00055983.p1	HUMAN12532
OG0002971	TCONS_00045604.p1, TCONS_00046877.p1	HUMAN28136, HUMAN18579, HUMAN00748, HUMAN25555
OG0002973	TCONS_00048192.p1	HUMAN20383, HUMAN21067
OG0002974	TCONS_00009337.p1	HUMAN23156, HUMAN23155, HUMAN23154, HUMAN11022
OG0002975	TCONS_00016004.p1, TCONS_00010554.p1	HUMAN16798, HUMAN08345
OG0002976	TCONS_00028969.p1	HUMAN23538
OG0002977	TCONS_00004747.p1	HUMAN12250
OG0002978	TCONS_00010996.p1	HUMAN04799, HUMAN18676, HUMAN08410
OG0002979	TCONS_00000115.p1	HUMAN25790
OG0002981	TCONS_00009178.p1	HUMAN02146
OG0002982	TCONS_00002363.p1, TCONS_00002375.p1	HUMAN03720, HUMAN03721
OG0002983	TCONS_00002109.p1, TCONS_00002101.p1	HUMAN25834, HUMAN02094
OG0002984	TCONS_00014608.p1	HUMAN16272
OG0002985	TCONS_00042833.p1	HUMAN10424
OG0002986	TCONS_00049664.p1	HUMAN01423, HUMAN26871
OG0002987	TCONS_00026946.p1	HUMAN26273, HUMAN24326
OG0002988	TCONS_00056009.p1	HUMAN19632, HUMAN19630
OG0002989	TCONS_00049575.p1	HUMAN21053
OG0002990	TCONS_00027688.p1	HUMAN03798, HUMAN22156, HUMAN24023
OG0002991	TCONS_00030348.p1	HUMAN03582
OG0002992	TCONS_00020442.p1	HUMAN27320, HUMAN06343, HUMAN06339
OG0002994	TCONS_00008401.p1	HUMAN24550
OG0002995	TCONS_00010897.p1	HUMAN08825
OG0002996	TCONS_00049228.p1	HUMAN28890
OG0002997	TCONS_00053213.p1	HUMAN00852
OG0002998	TCONS_00022351.p1	HUMAN07028, HUMAN07029, HUMAN21010
OG0003002	TCONS_00056726.p1	HUMAN18280, HUMAN18279
OG0003003	TCONS_00046653.p1	HUMAN00511, HUMAN25192
OG0003005	TCONS_00003466.p1	HUMAN25078
OG0003006	TCONS_00014322.p1	HUMAN10234
OG0003007	TCONS_00053186.p1	HUMAN28566, HUMAN28563, HUMAN28565, HUMAN00984, HUMAN14640
OG0003008	TCONS_00014834.p1	HUMAN02043, HUMAN02044
OG0003009	TCONS_00017797.p1	HUMAN01904, HUMAN01903, HUMAN15651
OG0003010	TCONS_00036755.p1	HUMAN03814
OG0003011	TCONS_00044235.p1	HUMAN27032, HUMAN10458
OG0003012	TCONS_00013995.p1, TCONS_00048089.p1	HUMAN21461
OG0003013	TCONS_00056297.p1, TCONS_00056301.p1, TCONS_00028450.p1, TCONS_00056300.p1, TCONS_00056296.p1	HUMAN17977
OG0003014	TCONS_00018508.p1	HUMAN27437
OG0003016	TCONS_00041684.p1	HUMAN22316, HUMAN05184
OG0003017	TCONS_00025399.p1	HUMAN14079, HUMAN14078, HUMAN14075, HUMAN14074
OG0003018	TCONS_00042596.p1	HUMAN03994
OG0003019	TCONS_00051034.p1	HUMAN16722
OG0003021	TCONS_00050470.p1	HUMAN11904, HUMAN11905
OG0003022	TCONS_00021935.p1	HUMAN21669, HUMAN30014
OG0003023	TCONS_00042741.p1	HUMAN20012
OG0003024	TCONS_00014173.p1	HUMAN02731
OG0003025	TCONS_00044903.p1	HUMAN10201, HUMAN10200, HUMAN23191, HUMAN23190
OG0003026	TCONS_00014720.p1, TCONS_00015662.p1	HUMAN13454
OG0003027	TCONS_00018446.p1	HUMAN12410, HUMAN10065
OG0003028	TCONS_00044915.p1	HUMAN00807, HUMAN00806, HUMAN00805
OG0003029	TCONS_00008363.p1	HUMAN14111, HUMAN14113, HUMAN14112, HUMAN14110
OG0003030	TCONS_00055499.p1	HUMAN01274, HUMAN01273, HUMAN14654
OG0003031	TCONS_00004052.p1	HUMAN12704, HUMAN27203
OG0003032	TCONS_00027563.p1	HUMAN22162, HUMAN24026, HUMAN03796
OG0003033	TCONS_00000889.p1	HUMAN21249, HUMAN21248
OG0003034	TCONS_00042530.p1	HUMAN22892
OG0003035	TCONS_00019341.p1	HUMAN15071, HUMAN23575, HUMAN23574, HUMAN23573
OG0003036	TCONS_00014973.p1	HUMAN01346
OG0003037	TCONS_00012033.p1	HUMAN07328
OG0003038	TCONS_00039831.p1	HUMAN19517, HUMAN15534
OG0003041	TCONS_00017725.p1, TCONS_00044813.p1	HUMAN28108
OG0003042	TCONS_00054889.p1	HUMAN17848, HUMAN17847
OG0003043	TCONS_00042430.p1	HUMAN11992
OG0003044	TCONS_00004867.p1	HUMAN11832, HUMAN11836, HUMAN11835, HUMAN11833, HUMAN11834
OG0003045	TCONS_00056867.p1	HUMAN26142
OG0003046	TCONS_00018079.p1	HUMAN11214, HUMAN23145
OG0003048	TCONS_00009304.p1	HUMAN14031, HUMAN14032
OG0003049	TCONS_00054626.p1, TCONS_00054702.p1	HUMAN28913, HUMAN01126
OG0003050	TCONS_00029314.p1	HUMAN28519, HUMAN28518, HUMAN09970
OG0003051	TCONS_00026476.p1, TCONS_00022396.p1	HUMAN18305, HUMAN18306, HUMAN07678
OG0003052	TCONS_00027167.p1	HUMAN03629, HUMAN03628
OG0003053	TCONS_00054310.p1	HUMAN29024, HUMAN29025
OG0003054	TCONS_00021522.p1	HUMAN07888, HUMAN07887
OG0003055	TCONS_00054282.p1	HUMAN14798
OG0003057	TCONS_00000589.p1	HUMAN05372, HUMAN05370
OG0003058	TCONS_00017801.p1	HUMAN25573, HUMAN13691, HUMAN18992
OG0003059	TCONS_00010865.p1, TCONS_00009506.p1, TCONS_00010866.p1	HUMAN17041
OG0003060	TCONS_00053579.p1	HUMAN14856, HUMAN01188, HUMAN14329
OG0003061	TCONS_00010070.p1	HUMAN17006, HUMAN17008, HUMAN17005, HUMAN17007, HUMAN08886
OG0003062	TCONS_00009277.p1	HUMAN20731
OG0003063	TCONS_00047299.p1	HUMAN07039
OG0003064	TCONS_00032013.p2	HUMAN14490
OG0003065	TCONS_00040405.p1	HUMAN15663, HUMAN15662
OG0003066	TCONS_00037980.p1	HUMAN04324, HUMAN04323, HUMAN04325, HUMAN07057
OG0003067	TCONS_00027360.p1	HUMAN27679
OG0003069	TCONS_00022197.p1, TCONS_00022198.p1, TCONS_00036468.p1	HUMAN01858
OG0003071	TCONS_00043297.p1, TCONS_00045257.p1	HUMAN30173, HUMAN30148, HUMAN30178, HUMAN30177, HUMAN30174, HUMAN30633, HUMAN29599, HUMAN17216
OG0003072	TCONS_00048899.p1	HUMAN01387, HUMAN26957
OG0003074	TCONS_00008081.p1	HUMAN19155, HUMAN13753
OG0003075	TCONS_00042477.p1	HUMAN07516
OG0003077	TCONS_00012670.p1	HUMAN10152, HUMAN13195
OG0003078	TCONS_00011470.p1	HUMAN08671, HUMAN08670, HUMAN16981, HUMAN16979, HUMAN16980, HUMAN16977, HUMAN16982, HUMAN08669
OG0003084	TCONS_00042337.p1, TCONS_00042338.p1	HUMAN07477, HUMAN29981
OG0003086	TCONS_00026260.p1, TCONS_00026114.p1, TCONS_00029205.p1	HUMAN03320
OG0003089	TCONS_00026730.p1, TCONS_00030845.p1	HUMAN19546, HUMAN19547
OG0003090	TCONS_00022504.p1, TCONS_00022507.p1, TCONS_00050796.p1, TCONS_00051891.p1, TCONS_00051894.p1, TCONS_00022509.p1	HUMAN21929, HUMAN21928, HUMAN17460
OG0003101	TCONS_00017184.p1	HUMAN00608, HUMAN27861, HUMAN19271
OG0003103	TCONS_00013562.p1, TCONS_00012395.p1	HUMAN25605, HUMAN25611, HUMAN25608, HUMAN25607, HUMAN25610, HUMAN25609, HUMAN25606, HUMAN20562
OG0003104	TCONS_00055183.p1, TCONS_00055155.p1	HUMAN29466, HUMAN29467, HUMAN02051
OG0003105	TCONS_00028837.p1	HUMAN29008
OG0003107	TCONS_00007437.p1	HUMAN11467, HUMAN11466
OG0003108	TCONS_00035993.p1	HUMAN06800
OG0003109	TCONS_00014595.p1	HUMAN13399, HUMAN13398
OG0003110	TCONS_00021811.p1	HUMAN28424
OG0003111	TCONS_00053315.p1, TCONS_00053316.p1, TCONS_00053005.p1, TCONS_00053006.p1	HUMAN14710
OG0003112	TCONS_00030052.p1	HUMAN03270, HUMAN03271, HUMAN03272
OG0003113	TCONS_00045475.p1	HUMAN16709
OG0003113	TCONS_00045447.p1, TCONS_00045473.p1	HUMAN16708
OG0003114	TCONS_00011587.p1	HUMAN04985, HUMAN04984
OG0003115	TCONS_00028290.p1	HUMAN09937, HUMAN13967, HUMAN01842
OG0003116	TCONS_00043730.p1	HUMAN22981
OG0003118	TCONS_00020273.p1	HUMAN06305, HUMAN17674, HUMAN17675
OG0003119	TCONS_00041056.p1	HUMAN21319
OG0003120	TCONS_00022866.p1, TCONS_00022865.p1, TCONS_00022605.p1	HUMAN03127
OG0003121	TCONS_00028552.p1	HUMAN09673, HUMAN14356, HUMAN26950
OG0003122	TCONS_00009581.p1	HUMAN08549
OG0003122	TCONS_00048359.p1	HUMAN26906
OG0003124	TCONS_00005423.p1	HUMAN07397
OG0003125	TCONS_00039975.p1	HUMAN29700, HUMAN29698, HUMAN01969, HUMAN01968
OG0003127	TCONS_00010397.p1	HUMAN08591, HUMAN08592
OG0003128	TCONS_00006238.p1	HUMAN11847, HUMAN11849, HUMAN05014, HUMAN05013
OG0003130	TCONS_00006397.p1	HUMAN13117
OG0003131	TCONS_00005152.p1	HUMAN07183
OG0003132	TCONS_00044476.p1, TCONS_00044485.p1, TCONS_00044491.p1, TCONS_00018768.p1	HUMAN28059
OG0003133	TCONS_00007944.p1	HUMAN11357
OG0003134	TCONS_00020380.p1	HUMAN12660
OG0003135	TCONS_00011843.p1	HUMAN15787
OG0003136	TCONS_00010930.p1	HUMAN15454, HUMAN15453, HUMAN09250, HUMAN16835
OG0003137	TCONS_00007039.p1	HUMAN15220, HUMAN15221, HUMAN15222
OG0003138	TCONS_00050755.p1	HUMAN18543
OG0003140	TCONS_00028144.p1	HUMAN23718, HUMAN09636, HUMAN09635
OG0003141	TCONS_00050305.p1, TCONS_00050154.p1, TCONS_00050309.p1	HUMAN00353, HUMAN00352, HUMAN00354, HUMAN00355, HUMAN05937
OG0003142	TCONS_00029198.p1	HUMAN23584, HUMAN23583, HUMAN01534
OG0003144	TCONS_00000595.p1	HUMAN19445
OG0003145	TCONS_00014971.p1	HUMAN01270
OG0003146	TCONS_00018409.p1, TCONS_00018423.p1	HUMAN28091, HUMAN16761
OG0003147	TCONS_00026561.p1	HUMAN17255
OG0003148	TCONS_00011185.p1	HUMAN16838, HUMAN05694, HUMAN05693
OG0003149	TCONS_00029158.p1	HUMAN01810
OG0003150	TCONS_00021955.p1	HUMAN07681, HUMAN30374, HUMAN07680
OG0003151	TCONS_00020486.p1	HUMAN08206
OG0003152	TCONS_00013455.p1	HUMAN12025, HUMAN12215, HUMAN12216
OG0003153	TCONS_00007590.p1	HUMAN19216, HUMAN19215
OG0003154	TCONS_00052774.p1, TCONS_00052813.p1	HUMAN01026
OG0003155	TCONS_00014244.p1	HUMAN10683
OG0003156	TCONS_00002247.p1	HUMAN19468, HUMAN19467
OG0003156	TCONS_00002246.p1	HUMAN19466
OG0003157	TCONS_00043932.p1	HUMAN05273, HUMAN05272
OG0003158	TCONS_00002576.p1	HUMAN18128, HUMAN03028
OG0003160	TCONS_00026054.p1	HUMAN03497
OG0003161	TCONS_00011327.p1	HUMAN08529, HUMAN08535, HUMAN08531, HUMAN08534, HUMAN08533, HUMAN08532
OG0003162	TCONS_00011068.p1, TCONS_00011067.p1, TCONS_00011066.p1	HUMAN08502, HUMAN18293
OG0003163	TCONS_00029491.p1	HUMAN09880
OG0003163	TCONS_00029492.p1	HUMAN09879, HUMAN14441
OG0003164	TCONS_00044053.p1	HUMAN30072, HUMAN27461
OG0003165	TCONS_00002241.p1	HUMAN25662, HUMAN00646, HUMAN00647
OG0003167	TCONS_00006140.p1, TCONS_00006160.p1	HUMAN10863, HUMAN13086
OG0003169	TCONS_00053814.p1	HUMAN17978
OG0003171	TCONS_00037765.p1	HUMAN02114
OG0003172	TCONS_00004769.p1, TCONS_00057202.p1	HUMAN01490
OG0003173	TCONS_00005903.p1	HUMAN05016, HUMAN07347
OG0003174	TCONS_00049142.p1, TCONS_00049139.p1, TCONS_00035661.p1, TCONS_00035570.p1, TCONS_00042946.p1	HUMAN23922, HUMAN23921
OG0003175	TCONS_00003127.p1	HUMAN20588, HUMAN17938, HUMAN20593, HUMAN20592, HUMAN20591
OG0003176	TCONS_00030621.p1, TCONS_00030620.p1	HUMAN11334
OG0003177	TCONS_00026401.p1	HUMAN22137
OG0003178	TCONS_00012175.p1	HUMAN15504, HUMAN08420, HUMAN08421
OG0003179	TCONS_00031402.p1	HUMAN22541
OG0003180	TCONS_00006051.p1	HUMAN07250, HUMAN10366, HUMAN07249, HUMAN07248
OG0003181	TCONS_00012251.p1	HUMAN12376
OG0003182	TCONS_00007597.p1	HUMAN08118
OG0003183	TCONS_00020630.p1	HUMAN06415, HUMAN20649, HUMAN20648, HUMAN17584
OG0003184	TCONS_00031430.p1	HUMAN24341, HUMAN22777
OG0003185	TCONS_00036463.p1	HUMAN04154, HUMAN06198
OG0003186	TCONS_00001683.p1	HUMAN30194, HUMAN19505
OG0003187	TCONS_00054634.p1	HUMAN14927
OG0003188	TCONS_00027939.p1	HUMAN09855, HUMAN23332
OG0003189	TCONS_00001707.p1	HUMAN19512, HUMAN19511
OG0003190	TCONS_00000091.p1, TCONS_00047115.p1, TCONS_00047116.p1, TCONS_00038643.p1, TCONS_00038635.p1, TCONS_00044569.p1	HUMAN23026
OG0003191	TCONS_00003984.p1	HUMAN06605
OG0003192	TCONS_00003034.p1	HUMAN18075
OG0003193	TCONS_00022403.p1	HUMAN07624
OG0003195	TCONS_00012666.p1	HUMAN13197, HUMAN13198
OG0003196	TCONS_00007011.p1	HUMAN10463, HUMAN10462
OG0003197	TCONS_00021731.p1	HUMAN17605, HUMAN17604
OG0003199	TCONS_00054865.p1	HUMAN30572
OG0003200	TCONS_00045357.p1	HUMAN27357
OG0003202	TCONS_00030468.p1	HUMAN22610
OG0003203	TCONS_00033348.p1	HUMAN20643, HUMAN12521
OG0003204	TCONS_00041693.p1	HUMAN13014
OG0003205	TCONS_00028178.p1	HUMAN14145, HUMAN23338
OG0003206	TCONS_00042722.p1	HUMAN10329, HUMAN10330
OG0003207	TCONS_00043267.p1, TCONS_00030185.p1	HUMAN20855, HUMAN26777
OG0003210	TCONS_00014945.p1	HUMAN29324, HUMAN02072
OG0003211	TCONS_00038940.p1, TCONS_00006794.p1	HUMAN20350, HUMAN20349
OG0003212	TCONS_00038921.p1, TCONS_00005698.p1	HUMAN24989, HUMAN20352, HUMAN20354
OG0003214	TCONS_00056343.p1, TCONS_00056311.p1	HUMAN06365, HUMAN17740
OG0003215	TCONS_00004511.p1	HUMAN02681, HUMAN08405
