Orthogroup	PFLAV	NEMVE
OG0002640	TCONS_00047421.p1, TCONS_00047408.p1, TCONS_00047409.p1, TCONS_00047424.p1, TCONS_00047422.p1	NEMVE15471
OG0002642	TCONS_00056643.p1, TCONS_00056642.p1	NEMVE14573
OG0002643	TCONS_00035689.p1, TCONS_00035551.p1	NEMVE08951
OG0002644	TCONS_00044196.p1	NEMVE04724
OG0002645	TCONS_00047832.p1, TCONS_00047846.p1	NEMVE01929
OG0002646	TCONS_00056457.p1	NEMVE07455
OG0002647	TCONS_00017755.p1, TCONS_00026751.p1	NEMVE24057, NEMVE10597
OG0002648	TCONS_00002157.p1	NEMVE25486
OG0002649	TCONS_00027226.p1	NEMVE14408
OG0002653	TCONS_00006738.p1, TCONS_00005624.p1, TCONS_00005622.p1, TCONS_00005623.p2, TCONS_00005620.p1, TCONS_00005619.p1	NEMVE14839
OG0002654	TCONS_00052014.p1	NEMVE20378, NEMVE13575
OG0002655	TCONS_00030420.p1, TCONS_00030419.p1	NEMVE25659
OG0002656	TCONS_00052428.p1, TCONS_00055307.p1	NEMVE15375
OG0002657	TCONS_00056535.p1	NEMVE22821
OG0002658	TCONS_00023142.p1, TCONS_00023141.p1	NEMVE09624
OG0002659	TCONS_00017232.p1	NEMVE10090, NEMVE05819
OG0002660	TCONS_00048912.p1	NEMVE00228, NEMVE13381
OG0002661	TCONS_00024756.p1, TCONS_00024795.p1, TCONS_00024755.p1	NEMVE13146
OG0002662	TCONS_00013016.p1	NEMVE13719
OG0002663	TCONS_00022107.p1	NEMVE25219
OG0002664	TCONS_00028993.p1	NEMVE06060
OG0002665	TCONS_00006695.p1, TCONS_00006689.p1	NEMVE09436, NEMVE09422
OG0002667	TCONS_00015951.p1	NEMVE25377
OG0002668	TCONS_00009177.p1	NEMVE14931
OG0002669	TCONS_00010762.p1, TCONS_00010419.p1, TCONS_00010421.p1, TCONS_00011735.p1, TCONS_00010420.p1	NEMVE14602
OG0002670	TCONS_00010164.p1	NEMVE07125, NEMVE12922
OG0002672	TCONS_00046517.p1	NEMVE22653
OG0002673	TCONS_00026782.p1	NEMVE22422
OG0002675	TCONS_00007280.p1, TCONS_00007281.p1	NEMVE09744
OG0002677	TCONS_00013321.p1	NEMVE14524
OG0002679	TCONS_00051947.p1, TCONS_00050858.p1	NEMVE18673
OG0002682	TCONS_00052478.p1	NEMVE13468, NEMVE05362
OG0002683	TCONS_00054134.p1	NEMVE07779
OG0002685	TCONS_00001020.p1	NEMVE25133
OG0002703	TCONS_00038338.p1, TCONS_00038287.p1	NEMVE01236, NEMVE16030
OG0002705	TCONS_00053434.p1	NEMVE14386
OG0002706	TCONS_00014277.p1	NEMVE20591, NEMVE05114
OG0002706	TCONS_00014276.p1	NEMVE13185
OG0002707	TCONS_00011640.p1	NEMVE10215, NEMVE10213, NEMVE11805
OG0002708	TCONS_00001336.p1	NEMVE05514
OG0002709	TCONS_00053614.p1, TCONS_00053516.p1, TCONS_00053456.p1	NEMVE18118
OG0002712	TCONS_00041645.p1	NEMVE13853
OG0002716	TCONS_00007711.p1	NEMVE15936
OG0002717	TCONS_00042110.p1	NEMVE22661
OG0002718	TCONS_00050365.p1	NEMVE13409
OG0002719	TCONS_00057167.p1	NEMVE04964
OG0002720	TCONS_00008062.p1	NEMVE22329
OG0002720	TCONS_00010232.p1	NEMVE14278
OG0002721	TCONS_00014473.p1	NEMVE11852
OG0002722	TCONS_00011837.p1	NEMVE25372
OG0002724	TCONS_00013956.p1, TCONS_00013957.p1, TCONS_00013959.p1	NEMVE22445
OG0002725	TCONS_00022209.p1, TCONS_00022211.p1	NEMVE02531, NEMVE06162, NEMVE08566, NEMVE08564
OG0002726	TCONS_00031105.p1	NEMVE07352
OG0002728	TCONS_00006650.p1, TCONS_00006633.p2	NEMVE23767
OG0002729	TCONS_00024186.p1, TCONS_00043122.p1	NEMVE08752
OG0002730	TCONS_00002286.p1	NEMVE10147
OG0002731	TCONS_00015586.p1	NEMVE23784
OG0002732	TCONS_00027362.p1	NEMVE09100
OG0002734	TCONS_00010818.p1	NEMVE17892
OG0002736	TCONS_00000152.p1	NEMVE17741
OG0002738	TCONS_00013197.p1	NEMVE02040
OG0002739	TCONS_00043001.p1	NEMVE01084, NEMVE21818
OG0002740	TCONS_00046160.p1	NEMVE10432
OG0002741	TCONS_00028376.p1	NEMVE14870
OG0002742	TCONS_00031180.p1, TCONS_00031206.p1	NEMVE22055
OG0002743	TCONS_00055209.p1	NEMVE14452, NEMVE13517
OG0002744	TCONS_00015439.p1	NEMVE05534
OG0002745	TCONS_00014235.p1	NEMVE14885
OG0002746	TCONS_00039793.p1	NEMVE14034
OG0002747	TCONS_00016131.p1	NEMVE10058
OG0002749	TCONS_00034797.p1	NEMVE18522
OG0002750	TCONS_00047460.p1	NEMVE06505
OG0002751	TCONS_00016595.p1	NEMVE13229
OG0002752	TCONS_00042881.p1	NEMVE14798
OG0002753	TCONS_00047595.p1	NEMVE01848
OG0002754	TCONS_00054318.p1	NEMVE21810
OG0002755	TCONS_00054322.p1	NEMVE14620
OG0002755	TCONS_00007276.p1	NEMVE21361
OG0002756	TCONS_00048920.p1, TCONS_00006067.p1	NEMVE15690
OG0002758	TCONS_00006270.p1	NEMVE14585
OG0002760	TCONS_00049773.p1	NEMVE15085
OG0002761	TCONS_00010302.p1	NEMVE10992, NEMVE15148
OG0002762	TCONS_00047734.p1	NEMVE01403, NEMVE23067
OG0002763	TCONS_00055749.p1	NEMVE04792
OG0002764	TCONS_00050931.p1	NEMVE22629, NEMVE15240, NEMVE15234
OG0002765	TCONS_00009341.p1	NEMVE13625
OG0002766	TCONS_00049553.p1, TCONS_00049554.p1, TCONS_00004496.p1	NEMVE19107
OG0002767	TCONS_00043030.p1	NEMVE04648, NEMVE13082
OG0002768	TCONS_00049097.p1	NEMVE04716
OG0002769	TCONS_00042280.p1, TCONS_00042232.p1	NEMVE23276
OG0002770	TCONS_00026098.p1	NEMVE01948
OG0002771	TCONS_00011580.p1	NEMVE16523
OG0002772	TCONS_00053759.p1	NEMVE13724
OG0002773	TCONS_00022345.p1, TCONS_00022344.p1	NEMVE14937
OG0002774	TCONS_00028627.p1	NEMVE11224
OG0002775	TCONS_00004466.p1	NEMVE15309
OG0002776	TCONS_00029914.p1	NEMVE10201
OG0002778	TCONS_00029622.p1, TCONS_00028857.p1, TCONS_00013228.p1	NEMVE23464
OG0002779	TCONS_00051889.p1	NEMVE20429, NEMVE24259
OG0002780	TCONS_00012584.p1	NEMVE17788, NEMVE19824
OG0002781	TCONS_00056768.p1	NEMVE14606
OG0002782	TCONS_00011132.p1	NEMVE13717
OG0002785	TCONS_00054448.p1	NEMVE16275
OG0002786	TCONS_00029566.p1	NEMVE14195
OG0002787	TCONS_00020698.p1	NEMVE07799
OG0002788	TCONS_00038074.p1	NEMVE07382
OG0002790	TCONS_00042475.p1	NEMVE06424
OG0002791	TCONS_00016217.p1	NEMVE21833
OG0002792	TCONS_00020366.p1	NEMVE20428, NEMVE15888
OG0002793	TCONS_00003882.p1	NEMVE01483
OG0002794	TCONS_00015595.p1	NEMVE09879
OG0002795	TCONS_00020221.p1	NEMVE23134
OG0002797	TCONS_00020292.p1, TCONS_00002919.p1	NEMVE16786
OG0002799	TCONS_00004881.p1	NEMVE05411
OG0002811	TCONS_00047302.p1	NEMVE16853
OG0002812	TCONS_00054658.p1, TCONS_00054657.p1	NEMVE09330
OG0002813	TCONS_00014792.p1	NEMVE24107
OG0002814	TCONS_00030568.p1	NEMVE08977
OG0002815	TCONS_00000287.p1	NEMVE22680
OG0002816	TCONS_00054308.p1	NEMVE06143
OG0002817	TCONS_00009559.p1	NEMVE09140
OG0002818	TCONS_00049657.p1	NEMVE06616
OG0002819	TCONS_00050227.p1	NEMVE10321
OG0002821	TCONS_00052856.p1	NEMVE25281, NEMVE14949, NEMVE01772
OG0002822	TCONS_00014245.p1, TCONS_00013412.p1, TCONS_00014423.p1	NEMVE14520
OG0002823	TCONS_00015619.p1	NEMVE19703
OG0002823	TCONS_00027448.p1	NEMVE22966
OG0002824	TCONS_00019599.p1	NEMVE22929
OG0002825	TCONS_00024295.p1	NEMVE24994
OG0002826	TCONS_00009663.p1	NEMVE14159
OG0002827	TCONS_00001793.p1	NEMVE07236
OG0002827	TCONS_00001794.p1	NEMVE07233
OG0002828	TCONS_00034310.p1	NEMVE01026
OG0002829	TCONS_00013706.p1	NEMVE23024, NEMVE15553
OG0002831	TCONS_00035950.p1, TCONS_00035945.p1	NEMVE11024
OG0002832	TCONS_00045155.p1	NEMVE16400
OG0002833	TCONS_00014217.p1	NEMVE05241
OG0002835	TCONS_00018725.p1, TCONS_00017643.p1	NEMVE13928
OG0002836	TCONS_00052011.p1	NEMVE14108
OG0002837	TCONS_00042766.p1	NEMVE22356
OG0002838	TCONS_00029902.p1, TCONS_00020903.p1	NEMVE05515, NEMVE13260
OG0002839	TCONS_00004451.p1	NEMVE06645, NEMVE01567
OG0002840	TCONS_00009182.p1	NEMVE18795
OG0002841	TCONS_00047849.p1, TCONS_00001411.p1, TCONS_00048553.p1	NEMVE15108
OG0002842	TCONS_00054700.p1, TCONS_00054625.p1	NEMVE25355
OG0002843	TCONS_00030426.p1	NEMVE25122
OG0002844	TCONS_00049299.p1	NEMVE15610, NEMVE16546, NEMVE14077
OG0002844	TCONS_00048042.p1	NEMVE24215
OG0002845	TCONS_00049073.p1	NEMVE23061
OG0002846	TCONS_00054878.p1	NEMVE25327
OG0002847	TCONS_00006483.p1	NEMVE01467
OG0002848	TCONS_00045223.p1	NEMVE02441
OG0002849	TCONS_00020783.p1, TCONS_00020774.p1, TCONS_00020784.p1	NEMVE01699
OG0002850	TCONS_00051637.p1	NEMVE09779
OG0002851	TCONS_00000274.p1	NEMVE03383
OG0002852	TCONS_00002074.p1, TCONS_00002075.p1, TCONS_00002077.p1, TCONS_00001080.p1, TCONS_00001078.p1	NEMVE13661
OG0002853	TCONS_00029548.p1	NEMVE19882, NEMVE19935
OG0002854	TCONS_00015088.p1, TCONS_00044327.p1, TCONS_00044326.p1, TCONS_00015094.p1	NEMVE23019, NEMVE20541
OG0002855	TCONS_00001781.p1, TCONS_00004538.p1	NEMVE13942
OG0002856	TCONS_00028409.p1	NEMVE25625
OG0002857	TCONS_00053239.p1	NEMVE13563
OG0002858	TCONS_00007488.p1, TCONS_00007490.p1	NEMVE02414
OG0002859	TCONS_00045579.p1, TCONS_00045580.p1, TCONS_00045581.p1, TCONS_00046896.p1	NEMVE06208
OG0002860	TCONS_00013248.p1	NEMVE07076
OG0002861	TCONS_00025233.p1	NEMVE23961
OG0002863	TCONS_00053234.p1, TCONS_00053235.p1	NEMVE11089
OG0002864	TCONS_00019063.p1	NEMVE00985
OG0002866	TCONS_00037598.p1	NEMVE17504
OG0002868	TCONS_00052544.p1	NEMVE14448
OG0002869	TCONS_00051574.p1	NEMVE01770
OG0002870	TCONS_00002023.p1	NEMVE07654
OG0002872	TCONS_00009347.p1	NEMVE16067
OG0002873	TCONS_00014159.p1	NEMVE21268, NEMVE05265, NEMVE12775
OG0002874	TCONS_00049627.p1	NEMVE17692
OG0002875	TCONS_00009978.p1	NEMVE22501
OG0002876	TCONS_00055182.p1, TCONS_00055153.p1, TCONS_00055154.p1	NEMVE07039
OG0002879	TCONS_00001819.p1	NEMVE16982
OG0002880	TCONS_00045912.p1	NEMVE08232
OG0002881	TCONS_00051615.p1	NEMVE07676
OG0002882	TCONS_00004986.p1	NEMVE13655
OG0002884	TCONS_00036357.p1	NEMVE13675
OG0002886	TCONS_00028689.p1, TCONS_00028683.p1	NEMVE16793, NEMVE02608, NEMVE07918
OG0002887	TCONS_00053132.p1	NEMVE14564
OG0002888	TCONS_00014583.p1, TCONS_00014580.p1	NEMVE09800
OG0002889	TCONS_00049306.p1	NEMVE02255
OG0002890	TCONS_00007836.p1	NEMVE25436
OG0002891	TCONS_00053738.p1	NEMVE14385
OG0002892	TCONS_00001681.p1, TCONS_00014788.p1	NEMVE01470
OG0002893	TCONS_00022744.p1	NEMVE10580
OG0002894	TCONS_00010576.p1	NEMVE03536
OG0002895	TCONS_00029819.p1	NEMVE21938
OG0002897	TCONS_00041365.p1, TCONS_00031606.p1, TCONS_00041377.p1, TCONS_00032281.p1, TCONS_00041351.p1, TCONS_00041379.p1, TCONS_00031603.p1, TCONS_00031601.p1, TCONS_00031610.p1, TCONS_00031602.p1, TCONS_00041359.p1, TCONS_00041348.p1, TCONS_00041353.p1	NEMVE06961
OG0002899	TCONS_00051403.p1	NEMVE04557
OG0002900	TCONS_00029824.p1	NEMVE23547
OG0002901	TCONS_00001145.p1	NEMVE20872, NEMVE23803
OG0002904	TCONS_00031567.p1, TCONS_00031538.p1, TCONS_00031569.p1, TCONS_00031570.p1, TCONS_00031532.p1	NEMVE00938
OG0002906	TCONS_00009274.p1	NEMVE04843
OG0002907	TCONS_00028502.p1	NEMVE02943
OG0002908	TCONS_00055243.p1	NEMVE14541
OG0002908	TCONS_00008542.p1	NEMVE22083
OG0002909	TCONS_00047561.p1	NEMVE04695
OG0002910	TCONS_00028540.p1, TCONS_00028541.p1	NEMVE10376, NEMVE06917, NEMVE21001
OG0002911	TCONS_00026143.p1	NEMVE20293, NEMVE08989
OG0002912	TCONS_00007897.p1, TCONS_00008713.p1, TCONS_00007439.p1, TCONS_00003154.p1, TCONS_00003605.p1, TCONS_00003606.p1	NEMVE02596, NEMVE09847
OG0002913	TCONS_00056620.p1	NEMVE10491
OG0002914	TCONS_00046412.p1	NEMVE23150
OG0002915	TCONS_00020490.p1	NEMVE19643
OG0002917	TCONS_00021044.p1	NEMVE14947, NEMVE20867
OG0002919	TCONS_00029838.p1	NEMVE25654
OG0002921	TCONS_00005612.p1, TCONS_00005613.p2	NEMVE25771
OG0002922	TCONS_00025977.p1	NEMVE10039
OG0002923	TCONS_00007977.p1	NEMVE25758
OG0002924	TCONS_00019349.p1	NEMVE08139
OG0002925	TCONS_00018459.p1	NEMVE07774, NEMVE12372
OG0002926	TCONS_00028061.p1	NEMVE14101
OG0002927	TCONS_00004135.p1	NEMVE23439, NEMVE21167
OG0002944	TCONS_00016891.p1	NEMVE07941, NEMVE14748
OG0002945	TCONS_00014323.p1, TCONS_00014335.p1	NEMVE20667, NEMVE25829, NEMVE19739
OG0002947	TCONS_00047564.p1	NEMVE06658, NEMVE13386
OG0002948	TCONS_00050545.p1	NEMVE08172
OG0002949	TCONS_00014445.p1	NEMVE02841, NEMVE22682
OG0002950	TCONS_00014046.p1	NEMVE08665
OG0002952	TCONS_00042673.p1	NEMVE14872
OG0002953	TCONS_00048395.p1	NEMVE01967
OG0002954	TCONS_00023913.p1	NEMVE09987
OG0002955	TCONS_00011898.p1	NEMVE23334
OG0002956	TCONS_00029297.p1	NEMVE09856
OG0002957	TCONS_00022513.p1	NEMVE24351
OG0002958	TCONS_00035583.p1, TCONS_00035642.p1	NEMVE03054
OG0002958	TCONS_00035641.p1, TCONS_00035584.p1	NEMVE21529
OG0002959	TCONS_00010958.p1	NEMVE17634, NEMVE08292
OG0002960	TCONS_00016533.p1, TCONS_00039602.p1, TCONS_00039603.p1	NEMVE24935
OG0002961	TCONS_00011734.p1	NEMVE15141, NEMVE21670, NEMVE13757, NEMVE24574
OG0002962	TCONS_00013946.p1	NEMVE13850
OG0002964	TCONS_00013728.p1	NEMVE23109, NEMVE00411
OG0002967	TCONS_00034167.p1, TCONS_00034173.p1	NEMVE00059, NEMVE11778
OG0002968	TCONS_00000180.p1	NEMVE08461
OG0002973	TCONS_00048192.p1	NEMVE14446
OG0002974	TCONS_00009337.p1	NEMVE16053, NEMVE12234
OG0002975	TCONS_00010555.p1, TCONS_00016004.p1, TCONS_00010554.p1	NEMVE00359, NEMVE05044
OG0002975	TCONS_00016006.p1	NEMVE05062
OG0002976	TCONS_00028969.p1	NEMVE16983
OG0002977	TCONS_00004747.p1	NEMVE23902
OG0002978	TCONS_00010996.p1	NEMVE18285
OG0002979	TCONS_00000115.p1	NEMVE20703
OG0002981	TCONS_00009178.p1	NEMVE13758
OG0002982	TCONS_00002363.p1, TCONS_00002375.p1	NEMVE19019
OG0002983	TCONS_00002109.p1, TCONS_00002101.p1	NEMVE14799
OG0002984	TCONS_00014608.p1	NEMVE24430
OG0002985	TCONS_00042833.p1	NEMVE09374
OG0002987	TCONS_00026946.p1	NEMVE13966
OG0002988	TCONS_00056009.p1	NEMVE17993, NEMVE18119, NEMVE22698, NEMVE12168, NEMVE21696
OG0002989	TCONS_00049575.p1	NEMVE24838
OG0002990	TCONS_00027689.p1, TCONS_00027688.p1	NEMVE22509
OG0002991	TCONS_00030348.p1	NEMVE10995, NEMVE19941
OG0002992	TCONS_00020442.p1	NEMVE15343
OG0002994	TCONS_00038154.p1	NEMVE07053
OG0002994	TCONS_00008401.p1	NEMVE14678
OG0002995	TCONS_00010900.p1, TCONS_00010896.p1	NEMVE01173
OG0002995	TCONS_00010897.p1	NEMVE20944, NEMVE19293
OG0002996	TCONS_00049228.p1	NEMVE10362, NEMVE17763, NEMVE17761
OG0002997	TCONS_00053213.p1	NEMVE10464, NEMVE15011
OG0002997	TCONS_00021746.p1	NEMVE11044, NEMVE10721
OG0002998	TCONS_00022351.p1	NEMVE21235, NEMVE07505
OG0003000	TCONS_00039107.p1, TCONS_00039126.p1	NEMVE18438
OG0003001	TCONS_00002698.p1	NEMVE04781
OG0003002	TCONS_00056726.p1	NEMVE06701, NEMVE21583, NEMVE01740
OG0003005	TCONS_00053819.p1	NEMVE23085
OG0003005	TCONS_00003466.p1	NEMVE06949
OG0003006	TCONS_00014322.p1, TCONS_00014334.p1	NEMVE13182
OG0003008	TCONS_00014834.p1	NEMVE02620
OG0003010	TCONS_00036755.p1	NEMVE05883
OG0003011	TCONS_00044235.p1	NEMVE16402
OG0003012	TCONS_00048089.p1	NEMVE14500
OG0003013	TCONS_00056297.p1, TCONS_00056301.p1, TCONS_00028450.p1, TCONS_00056300.p1, TCONS_00056296.p1	NEMVE06720
OG0003014	TCONS_00018508.p1	NEMVE14970
OG0003015	TCONS_00054582.p1	NEMVE06632
OG0003015	TCONS_00028099.p1	NEMVE08576, NEMVE00875, NEMVE19921, NEMVE08005, NEMVE07993, NEMVE00671, NEMVE01780, NEMVE06925, NEMVE00193, NEMVE07180, NEMVE07510, NEMVE11766, NEMVE09325, NEMVE04919, NEMVE08420
OG0003017	TCONS_00025399.p1	NEMVE14592, NEMVE20788
OG0003018	TCONS_00042596.p1	NEMVE13086
OG0003020	TCONS_00052089.p1, TCONS_00052085.p1, TCONS_00052088.p1	NEMVE13860, NEMVE14831
OG0003021	TCONS_00050470.p1, TCONS_00044206.p1	NEMVE17537, NEMVE17536
OG0003022	TCONS_00021935.p1	NEMVE16219
OG0003023	TCONS_00042741.p1	NEMVE03872
OG0003024	TCONS_00014173.p1	NEMVE15701, NEMVE14428
OG0003025	TCONS_00044903.p1	NEMVE18058
OG0003026	TCONS_00014720.p1, TCONS_00015662.p1	NEMVE16626
OG0003027	TCONS_00018446.p1	NEMVE24954
OG0003028	TCONS_00044915.p1	NEMVE23714
OG0003029	TCONS_00008363.p1	NEMVE01153
OG0003030	TCONS_00055499.p1	NEMVE22656
OG0003031	TCONS_00004052.p1	NEMVE15133
OG0003032	TCONS_00027563.p1	NEMVE01025
OG0003033	TCONS_00000889.p1	NEMVE12220, NEMVE10638, NEMVE10429, NEMVE11260, NEMVE11231, NEMVE10428, NEMVE11218, NEMVE19978, NEMVE25621
OG0003034	TCONS_00042530.p1	NEMVE18430
OG0003035	TCONS_00019341.p1	NEMVE09016
OG0003036	TCONS_00014973.p1	NEMVE06785, NEMVE14583
OG0003037	TCONS_00012033.p1	NEMVE16728
OG0003038	TCONS_00039831.p1	NEMVE01498
OG0003039	TCONS_00029796.p1	NEMVE01445
OG0003041	TCONS_00017725.p1, TCONS_00044813.p1	NEMVE00931
OG0003042	TCONS_00054889.p1	NEMVE06974, NEMVE01686
OG0003043	TCONS_00042430.p1	NEMVE04685
OG0003044	TCONS_00004867.p1	NEMVE23709, NEMVE22835
OG0003045	TCONS_00056867.p1	NEMVE10197
OG0003045	TCONS_00021219.p1	NEMVE22197
OG0003046	TCONS_00018079.p1	NEMVE00912
OG0003048	TCONS_00009304.p1	NEMVE11900
OG0003049	TCONS_00054626.p1, TCONS_00054702.p1	NEMVE20256
OG0003051	TCONS_00026476.p1, TCONS_00022396.p1	NEMVE13742
OG0003052	TCONS_00027167.p1	NEMVE21843, NEMVE16809
OG0003053	TCONS_00054310.p1	NEMVE09913
OG0003054	TCONS_00021522.p1	NEMVE10073
OG0003055	TCONS_00054282.p1	NEMVE03488
OG0003056	TCONS_00000638.p1	NEMVE08587
OG0003057	TCONS_00000589.p1	NEMVE15860, NEMVE22167
OG0003058	TCONS_00017801.p1	NEMVE02311, NEMVE06214, NEMVE08497
OG0003059	TCONS_00010865.p1, TCONS_00009506.p1, TCONS_00010866.p1	NEMVE14365
OG0003060	TCONS_00053579.p1, TCONS_00053576.p1	NEMVE06198
OG0003062	TCONS_00009277.p1	NEMVE24622
OG0003063	TCONS_00047299.p1	NEMVE05637
OG0003064	TCONS_00032013.p2	NEMVE14804
OG0003065	TCONS_00040405.p1	NEMVE19798, NEMVE01502
OG0003066	TCONS_00037980.p1	NEMVE23872
OG0003067	TCONS_00027360.p1	NEMVE22043
OG0003069	TCONS_00022197.p1, TCONS_00022198.p1, TCONS_00036468.p1	NEMVE09720, NEMVE22839, NEMVE06688
OG0003071	TCONS_00045257.p1	NEMVE22922
OG0003072	TCONS_00048899.p1	NEMVE06185
OG0003074	TCONS_00008081.p1	NEMVE07409
OG0003075	TCONS_00042477.p1	NEMVE08481, NEMVE06766
OG0003077	TCONS_00012670.p1	NEMVE26018, NEMVE14523
OG0003078	TCONS_00011470.p1	NEMVE06351
OG0003079	TCONS_00029793.p1	NEMVE15110
OG0003081	TCONS_00013814.p1, TCONS_00012600.p1, TCONS_00013816.p1, TCONS_00013815.p1	NEMVE03177, NEMVE13909
OG0003084	TCONS_00042337.p1, TCONS_00042338.p1	NEMVE17306
OG0003085	TCONS_00055899.p1	NEMVE02968
OG0003085	TCONS_00034701.p1, TCONS_00034698.p1, TCONS_00056482.p1, TCONS_00056499.p1, TCONS_00056497.p1, TCONS_00056481.p1	NEMVE03695
OG0003086	TCONS_00026260.p1, TCONS_00026114.p1, TCONS_00029205.p1	NEMVE01170, NEMVE01723
OG0003099	TCONS_00025181.p1	NEMVE16155
OG0003101	TCONS_00017184.p1	NEMVE07960
OG0003103	TCONS_00013562.p1, TCONS_00012395.p1	NEMVE17815, NEMVE09551
OG0003104	TCONS_00055183.p1, TCONS_00055155.p1	NEMVE05338
OG0003105	TCONS_00028837.p1	NEMVE20895, NEMVE14871, NEMVE08962
OG0003107	TCONS_00007437.p1	NEMVE04878
OG0003108	TCONS_00035993.p1	NEMVE21879
OG0003109	TCONS_00014595.p1	NEMVE24436, NEMVE19916, NEMVE18091, NEMVE24291
OG0003110	TCONS_00021811.p1	NEMVE22391
OG0003111	TCONS_00053315.p1, TCONS_00053316.p1, TCONS_00053005.p1, TCONS_00053006.p1	NEMVE22410
OG0003112	TCONS_00030053.p1, TCONS_00030052.p1	NEMVE05734
OG0003113	TCONS_00045475.p1	NEMVE15155, NEMVE20084, NEMVE03544
OG0003113	TCONS_00045447.p1, TCONS_00045473.p1	NEMVE14843
OG0003114	TCONS_00011587.p1	NEMVE14366, NEMVE00009, NEMVE13168, NEMVE12974, NEMVE03951
OG0003115	TCONS_00028290.p1	NEMVE00301
OG0003116	TCONS_00043730.p1	NEMVE13077
OG0003118	TCONS_00020273.p1	NEMVE06986
OG0003119	TCONS_00041056.p1	NEMVE25471
OG0003121	TCONS_00028552.p1	NEMVE06066
OG0003122	TCONS_00009581.p1	NEMVE14780
OG0003122	TCONS_00048359.p1	NEMVE01334
OG0003124	TCONS_00005423.p1	NEMVE07294
OG0003125	TCONS_00039975.p1	NEMVE08001
OG0003127	TCONS_00010397.p1	NEMVE23321, NEMVE12556
OG0003128	TCONS_00006238.p1	NEMVE24270
OG0003129	TCONS_00018005.p1, TCONS_00017999.p1, TCONS_00018004.p1, TCONS_00018000.p1, TCONS_00018001.p1	NEMVE13080, NEMVE11504
OG0003130	TCONS_00006397.p1	NEMVE01488, NEMVE21603
OG0003131	TCONS_00005152.p1	NEMVE22604
OG0003132	TCONS_00044476.p1, TCONS_00044485.p1, TCONS_00044491.p1, TCONS_00018768.p1	NEMVE18843
OG0003133	TCONS_00007944.p1	NEMVE01926
OG0003134	TCONS_00008606.p1	NEMVE25482
OG0003135	TCONS_00011843.p1	NEMVE14450
OG0003136	TCONS_00010930.p1	NEMVE18312
OG0003138	TCONS_00050755.p1	NEMVE08372
OG0003140	TCONS_00028144.p1	NEMVE23520
OG0003141	TCONS_00050305.p1, TCONS_00050154.p1, TCONS_00050309.p1	NEMVE13946
OG0003142	TCONS_00029198.p1	NEMVE18327
OG0003143	TCONS_00028047.p1	NEMVE19221
OG0003144	TCONS_00000595.p1	NEMVE13803
OG0003145	TCONS_00014971.p1	NEMVE22594, NEMVE14437
OG0003146	TCONS_00018409.p1, TCONS_00018423.p1	NEMVE21927
OG0003147	TCONS_00026561.p1	NEMVE02983
OG0003148	TCONS_00011185.p1	NEMVE09246
OG0003149	TCONS_00029158.p1	NEMVE13799
OG0003150	TCONS_00021955.p1	NEMVE11610, NEMVE19993, NEMVE19992, NEMVE00919
OG0003151	TCONS_00020486.p1	NEMVE16806, NEMVE23231
OG0003153	TCONS_00007590.p1	NEMVE14674
OG0003154	TCONS_00052774.p1, TCONS_00052813.p1	NEMVE25099
OG0003155	TCONS_00014244.p1, TCONS_00014093.p1	NEMVE02938
OG0003156	TCONS_00002247.p1	NEMVE19363
OG0003156	TCONS_00002246.p1	NEMVE21986
OG0003157	TCONS_00043932.p1	NEMVE04632
OG0003158	TCONS_00002576.p1	NEMVE04924
OG0003159	TCONS_00055457.p1	NEMVE13613, NEMVE14314
OG0003160	TCONS_00026054.p1	NEMVE13326
OG0003161	TCONS_00011327.p1	NEMVE04772
OG0003162	TCONS_00011068.p1, TCONS_00011067.p1, TCONS_00011066.p1	NEMVE13463
OG0003163	TCONS_00029492.p1	NEMVE21987
OG0003164	TCONS_00044053.p1	NEMVE17247
OG0003165	TCONS_00002241.p1	NEMVE08402
OG0003167	TCONS_00006140.p1, TCONS_00006160.p1	NEMVE20093, NEMVE19857, NEMVE11737, NEMVE25876
OG0003169	TCONS_00053814.p1	NEMVE23426
OG0003171	TCONS_00037765.p1	NEMVE00958
OG0003172	TCONS_00004769.p1, TCONS_00057202.p1	NEMVE13880
OG0003173	TCONS_00005896.p1	NEMVE25437
OG0003173	TCONS_00005903.p1	NEMVE05436
OG0003174	TCONS_00049142.p1, TCONS_00049139.p1, TCONS_00035661.p1, TCONS_00035570.p1, TCONS_00042946.p1	NEMVE00181, NEMVE14667
OG0003175	TCONS_00003127.p1	NEMVE10111, NEMVE15002
OG0003176	TCONS_00030621.p1, TCONS_00030620.p1	NEMVE05784, NEMVE14676
OG0003178	TCONS_00012175.p1	NEMVE05084
OG0003179	TCONS_00031402.p1	NEMVE14494, NEMVE20675
OG0003180	TCONS_00006051.p1	NEMVE24273
OG0003181	TCONS_00012251.p1	NEMVE09804
OG0003182	TCONS_00007597.p1	NEMVE14953
OG0003183	TCONS_00020630.p1	NEMVE14853
OG0003184	TCONS_00031430.p1	NEMVE14706
OG0003185	TCONS_00036463.p1	NEMVE11278
OG0003186	TCONS_00001683.p1	NEMVE00674
OG0003187	TCONS_00054634.p1	NEMVE20444, NEMVE23086
OG0003188	TCONS_00027939.p1	NEMVE13336
OG0003189	TCONS_00001707.p1	NEMVE07613
