Orthogroup	PFLAV	ASTMX
OG0003999	TCONS_00020030.p1	ASTMX08675
OG0004000	TCONS_00002973.p1	ASTMX20946, ASTMX22466
OG0004002	TCONS_00012148.p1	ASTMX02497
OG0004004	TCONS_00054890.p1	ASTMX06247
OG0004005	TCONS_00055013.p1, TCONS_00055012.p1	ASTMX20415
OG0004007	TCONS_00054345.p1	ASTMX12778, ASTMX11189
OG0004009	TCONS_00030825.p1	ASTMX13881, ASTMX02524
OG0004010	TCONS_00053896.p1, TCONS_00052851.p1	ASTMX10560
OG0004011	TCONS_00030946.p1	ASTMX20986, ASTMX02746, ASTMX08196, ASTMX11986
OG0004012	TCONS_00027244.p1	ASTMX09322
OG0004014	TCONS_00018248.p1	ASTMX14768
OG0004015	TCONS_00053661.p1	ASTMX06018
OG0004016	TCONS_00054891.p1	ASTMX17626
OG0004017	TCONS_00005125.p1	ASTMX17823
OG0004018	TCONS_00049328.p1	ASTMX08144
OG0004019	TCONS_00024143.p1	ASTMX14129
OG0004020	TCONS_00022627.p1, TCONS_00021521.p1	ASTMX06319
OG0004021	TCONS_00006438.p1	ASTMX13298
OG0004022	TCONS_00002354.p1	ASTMX22526, ASTMX22527
OG0004023	TCONS_00009288.p1	ASTMX00207
OG0004024	TCONS_00002583.p1	ASTMX09124
OG0004025	TCONS_00026270.p1	ASTMX08612
OG0004027	TCONS_00054882.p1	ASTMX15302, ASTMX11055, ASTMX22240
OG0004028	TCONS_00030295.p1	ASTMX12118
OG0004029	TCONS_00056028.p1	ASTMX18232
OG0004031	TCONS_00011023.p1	ASTMX18843, ASTMX17691
OG0004032	TCONS_00021570.p1	ASTMX08807, ASTMX00143
OG0004033	TCONS_00011608.p1	ASTMX04887, ASTMX02492
OG0004034	TCONS_00028005.p1	ASTMX09157, ASTMX11021
OG0004035	TCONS_00009453.p1	ASTMX14250
OG0004036	TCONS_00000983.p1	ASTMX09328, ASTMX07011, ASTMX21036
OG0004037	TCONS_00021625.p1	ASTMX08758
OG0004038	TCONS_00021437.p1	ASTMX17922
OG0004039	TCONS_00000136.p1	ASTMX18412
OG0004041	TCONS_00010859.p1	ASTMX18634
OG0004042	TCONS_00056008.p1	ASTMX03581
OG0004043	TCONS_00000189.p1	ASTMX11048
OG0004044	TCONS_00018088.p1	ASTMX16753, ASTMX06545
OG0004045	TCONS_00027157.p1	ASTMX17396
OG0004046	TCONS_00005077.p1, TCONS_00005078.p1, TCONS_00049198.p1	ASTMX14505
OG0004047	TCONS_00014227.p1	ASTMX17932
OG0004048	TCONS_00027634.p1	ASTMX09318, ASTMX01185
OG0004049	TCONS_00013382.p1, TCONS_00000116.p1	ASTMX09548, ASTMX22169, ASTMX08049, ASTMX18380
OG0004051	TCONS_00031884.p1	ASTMX16044, ASTMX05416
OG0004052	TCONS_00031689.p1, TCONS_00031687.p1	ASTMX04949
OG0004053	TCONS_00029652.p1	ASTMX01877
OG0004054	TCONS_00011874.p1	ASTMX17729, ASTMX17210
OG0004055	TCONS_00001281.p1	ASTMX13414
OG0004057	TCONS_00036725.p1	ASTMX03071
OG0004058	TCONS_00028770.p1	ASTMX16580
OG0004059	TCONS_00011709.p1	ASTMX13060
OG0004060	TCONS_00056984.p1	ASTMX14465
OG0004062	TCONS_00026505.p1	ASTMX04650, ASTMX06591, ASTMX14820, ASTMX00305
OG0004063	TCONS_00010646.p1	ASTMX13281
OG0004064	TCONS_00003929.p1	ASTMX15012, ASTMX15188
OG0004065	TCONS_00051172.p1	ASTMX04796
OG0004066	TCONS_00015438.p1	ASTMX11405
OG0004067	TCONS_00022596.p1	ASTMX11484
OG0004068	TCONS_00001314.p1	ASTMX02692
OG0004069	TCONS_00033132.p1	ASTMX14586
OG0004070	TCONS_00026262.p1	ASTMX22191
OG0004071	TCONS_00015780.p1	ASTMX15749
OG0004072	TCONS_00056622.p1	ASTMX10447
OG0004073	TCONS_00037125.p1	ASTMX21769, ASTMX21216, ASTMX09434
OG0004074	TCONS_00046185.p1	ASTMX01938
OG0004075	TCONS_00014149.p1, TCONS_00012736.p1, TCONS_00014145.p1, TCONS_00014147.p1	ASTMX07747
OG0004076	TCONS_00045999.p1	ASTMX04315
OG0004077	TCONS_00016077.p1	ASTMX13699, ASTMX16009
OG0004079	TCONS_00043865.p1	ASTMX14875
OG0004080	TCONS_00057069.p1	ASTMX05403, ASTMX19661
OG0004081	TCONS_00021321.p1	ASTMX22659, ASTMX16927
OG0004082	TCONS_00017035.p1	ASTMX18322
OG0004083	TCONS_00003483.p1	ASTMX04555
OG0004084	TCONS_00046143.p1	ASTMX11330, ASTMX08178, ASTMX10797
OG0004085	TCONS_00022909.p1	ASTMX19501
OG0004087	TCONS_00033020.p1	ASTMX10679, ASTMX12061
OG0004088	TCONS_00054049.p1	ASTMX08848, ASTMX05956
OG0004089	TCONS_00052009.p1	ASTMX22983
OG0004090	TCONS_00003003.p1	ASTMX00983, ASTMX04761
OG0004091	TCONS_00053676.p1	ASTMX08610
OG0004092	TCONS_00056687.p1	ASTMX02665, ASTMX15369
OG0004093	TCONS_00025996.p1	ASTMX15171
OG0004094	TCONS_00015342.p1	ASTMX11202, ASTMX15659
OG0004095	TCONS_00030160.p1, TCONS_00030161.p1	ASTMX02227
OG0004096	TCONS_00015008.p1	ASTMX11756, ASTMX12440
OG0004097	TCONS_00055161.p1	ASTMX10694
OG0004098	TCONS_00053174.p1	ASTMX10587, ASTMX05486
OG0004099	TCONS_00014574.p1	ASTMX10113, ASTMX01415
OG0004100	TCONS_00048183.p1, TCONS_00049141.p1, TCONS_00049138.p1	ASTMX07137, ASTMX02215
OG0004101	TCONS_00002991.p1, TCONS_00003971.p1	ASTMX02879
OG0004102	TCONS_00027001.p1	ASTMX01503
OG0004103	TCONS_00017398.p1, TCONS_00016551.p1	ASTMX19598
OG0004104	TCONS_00029688.p1	ASTMX14588, ASTMX02857, ASTMX18263
OG0004105	TCONS_00017260.p1	ASTMX09841, ASTMX14708
OG0004106	TCONS_00051399.p1	ASTMX00722, ASTMX04813, ASTMX00723
OG0004110	TCONS_00034163.p1	ASTMX19810, ASTMX07616
OG0004111	TCONS_00046120.p1	ASTMX00868, ASTMX16853, ASTMX08943
OG0004112	TCONS_00028015.p1, TCONS_00028016.p1	ASTMX14225
OG0004114	TCONS_00010503.p1	ASTMX09744
OG0004115	TCONS_00052002.p1	ASTMX13900
OG0004116	TCONS_00040373.p1	ASTMX12803
OG0004117	TCONS_00056306.p1, TCONS_00056337.p1	ASTMX18757
OG0004119	TCONS_00007586.p1	ASTMX07078
OG0004120	TCONS_00031456.p1	ASTMX06636
OG0004121	TCONS_00052021.p1	ASTMX05251, ASTMX12771, ASTMX15858
OG0004122	TCONS_00014777.p1	ASTMX14333, ASTMX15081
OG0004123	TCONS_00016895.p1	ASTMX10854
OG0004124	TCONS_00045725.p1	ASTMX06394, ASTMX08682
OG0004125	TCONS_00014192.p1	ASTMX07853
OG0004126	TCONS_00035236.p1	ASTMX20128, ASTMX16183
OG0004127	TCONS_00046753.p1, TCONS_00045678.p1	ASTMX22216
OG0004128	TCONS_00010534.p1	ASTMX03225
OG0004130	TCONS_00056956.p1, TCONS_00056957.p1, TCONS_00015571.p1	ASTMX10123
OG0004131	TCONS_00006407.p1	ASTMX21499
OG0004132	TCONS_00008475.p1	ASTMX06519, ASTMX02656
OG0004133	TCONS_00022682.p1	ASTMX17631, ASTMX21212
OG0004134	TCONS_00027849.p1	ASTMX11642
OG0004135	TCONS_00012853.p1	ASTMX04961, ASTMX01421, ASTMX16396
OG0004136	TCONS_00054339.p1	ASTMX21158
OG0004137	TCONS_00028614.p1, TCONS_00028615.p1	ASTMX11266
OG0004139	TCONS_00052838.p1	ASTMX10583, ASTMX16679, ASTMX02920
OG0004140	TCONS_00021890.p1, TCONS_00021889.p1	ASTMX22423
OG0004141	TCONS_00047537.p1	ASTMX19067
OG0004142	TCONS_00047653.p1	ASTMX02145
OG0004143	TCONS_00028951.p1	ASTMX08959, ASTMX02134, ASTMX12412
OG0004144	TCONS_00056033.p1	ASTMX14929, ASTMX00175
OG0004145	TCONS_00011650.p1	ASTMX13544, ASTMX09506, ASTMX01256
OG0004146	TCONS_00004845.p1, TCONS_00004826.p1, TCONS_00004825.p1	ASTMX19018
OG0004147	TCONS_00035866.p1, TCONS_00035865.p1, TCONS_00041247.p1	ASTMX17723, ASTMX11442
OG0004148	TCONS_00055720.p1, TCONS_00055711.p1	ASTMX01455, ASTMX21880
OG0004149	TCONS_00021572.p1	ASTMX07554, ASTMX11481
OG0004150	TCONS_00056906.p1	ASTMX22642, ASTMX02487
OG0004153	TCONS_00030135.p1	ASTMX12182, ASTMX07981, ASTMX12181
OG0004154	TCONS_00033373.p1, TCONS_00038771.p1, TCONS_00020814.p1	ASTMX07593
OG0004156	TCONS_00047632.p1	ASTMX10877, ASTMX15457, ASTMX00963
OG0004157	TCONS_00054767.p1, TCONS_00006833.p1	ASTMX01743, ASTMX08856
OG0004158	TCONS_00004246.p1	ASTMX17963, ASTMX13614
OG0004159	TCONS_00011596.p1	ASTMX06317
OG0004160	TCONS_00052968.p1	ASTMX22778, ASTMX12455
OG0004161	TCONS_00017748.p1	ASTMX05466
OG0004162	TCONS_00013138.p1, TCONS_00013139.p1	ASTMX04954
OG0004163	TCONS_00022983.p1	ASTMX09262, ASTMX16594, ASTMX06280
OG0004164	TCONS_00030925.p1	ASTMX21726, ASTMX06576
OG0004166	TCONS_00027695.p1	ASTMX15461
OG0004167	TCONS_00003611.p1	ASTMX03947, ASTMX04645
OG0004168	TCONS_00006436.p1	ASTMX13810
OG0004169	TCONS_00014455.p1	ASTMX13212
OG0004171	TCONS_00056085.p1	ASTMX04439
OG0004172	TCONS_00044672.p1, TCONS_00054816.p1, TCONS_00031553.p1, TCONS_00006933.p1, TCONS_00030647.p1, TCONS_00033753.p1, TCONS_00044464.p1, TCONS_00035839.p1, TCONS_00015290.p1, TCONS_00044444.p2	ASTMX00390
OG0004174	TCONS_00054641.p1	ASTMX15624
OG0004176	TCONS_00042674.p1	ASTMX03670
OG0004178	TCONS_00049594.p1	ASTMX22904, ASTMX19594, ASTMX16994
OG0004179	TCONS_00014009.p1	ASTMX12310
OG0004180	TCONS_00055453.p1	ASTMX14028, ASTMX15191, ASTMX17155
OG0004181	TCONS_00042164.p1	ASTMX16951, ASTMX11104, ASTMX20353
OG0004182	TCONS_00002134.p1	ASTMX20682
OG0004183	TCONS_00016676.p1	ASTMX05065
OG0004184	TCONS_00024172.p1, TCONS_00004485.p1, TCONS_00011629.p1, TCONS_00011628.p1	ASTMX12107
OG0004185	TCONS_00056970.p1	ASTMX12593, ASTMX09426
OG0004186	TCONS_00010700.p1	ASTMX13660, ASTMX03954, ASTMX17709
OG0004187	TCONS_00007370.p1	ASTMX02560, ASTMX16139
OG0004188	TCONS_00012181.p1	ASTMX14408, ASTMX15241
OG0004190	TCONS_00013159.p1	ASTMX20708, ASTMX20709
OG0004197	TCONS_00003015.p1, TCONS_00002767.p1	ASTMX05399, ASTMX01896
OG0004214	TCONS_00018221.p1	ASTMX13901
OG0004215	TCONS_00006088.p1	ASTMX03007
OG0004216	TCONS_00008492.p1	ASTMX16092
OG0004218	TCONS_00005905.p1	ASTMX21114, ASTMX01025, ASTMX12744
OG0004219	TCONS_00003548.p1	ASTMX00489
OG0004220	TCONS_00028351.p1	ASTMX08970
OG0004222	TCONS_00011581.p1	ASTMX08117
OG0004223	TCONS_00017775.p1	ASTMX10659, ASTMX14232
OG0004226	TCONS_00055877.p1	ASTMX13528, ASTMX10820
OG0004227	TCONS_00050548.p1	ASTMX05705
OG0004228	TCONS_00018265.p1	ASTMX11329, ASTMX10796
OG0004229	TCONS_00030138.p1	ASTMX15829, ASTMX03254, ASTMX15578, ASTMX15577
OG0004230	TCONS_00034979.p1	ASTMX14896, ASTMX12799
OG0004231	TCONS_00028285.p1	ASTMX16394
OG0004232	TCONS_00026176.p1	ASTMX11638
OG0004233	TCONS_00051973.p1	ASTMX00748, ASTMX20025
OG0004234	TCONS_00051720.p1	ASTMX14357
OG0004235	TCONS_00013753.p1	ASTMX16132
OG0004236	TCONS_00011164.p1	ASTMX00523
OG0004237	TCONS_00043031.p1	ASTMX01636
OG0004238	TCONS_00017533.p1	ASTMX21024
OG0004239	TCONS_00015454.p1	ASTMX02083
OG0004240	TCONS_00010412.p1	ASTMX04697
OG0004241	TCONS_00021571.p1	ASTMX12979, ASTMX07284
OG0004243	TCONS_00003869.p1	ASTMX13834, ASTMX21975, ASTMX22252
OG0004244	TCONS_00049222.p1	ASTMX14271
OG0004245	TCONS_00027399.p1	ASTMX06607
OG0004246	TCONS_00038726.p1	ASTMX01465
OG0004247	TCONS_00039976.p1	ASTMX09383
OG0004248	TCONS_00051504.p1	ASTMX01974
OG0004249	TCONS_00042977.p1	ASTMX07753
OG0004250	TCONS_00011396.p1	ASTMX12946
OG0004251	TCONS_00015519.p1	ASTMX16878, ASTMX16472, ASTMX16877
OG0004252	TCONS_00014324.p1	ASTMX10281
OG0004253	TCONS_00004772.p1	ASTMX01468, ASTMX09366, ASTMX16197
OG0004254	TCONS_00031008.p1	ASTMX05923
OG0004255	TCONS_00050637.p1	ASTMX08381, ASTMX08382
OG0004256	TCONS_00003000.p1	ASTMX10752
OG0004257	TCONS_00006703.p1	ASTMX17471
OG0004258	TCONS_00033470.p1	ASTMX13308, ASTMX13309
OG0004259	TCONS_00029720.p1	ASTMX12423, ASTMX06239
OG0004260	TCONS_00019536.p1	ASTMX05151
OG0004261	TCONS_00008123.p1	ASTMX12557
OG0004262	TCONS_00010239.p1	ASTMX12887
OG0004263	TCONS_00009010.p1	ASTMX13609
OG0004264	TCONS_00030324.p1	ASTMX07633, ASTMX13474
OG0004265	TCONS_00016664.p1	ASTMX03857
OG0004267	TCONS_00038037.p1	ASTMX10302, ASTMX00358, ASTMX19543
OG0004268	TCONS_00007056.p1	ASTMX17644
OG0004269	TCONS_00026954.p1	ASTMX11915
OG0004270	TCONS_00028204.p1	ASTMX14211, ASTMX09178
OG0004271	TCONS_00049721.p1	ASTMX06423, ASTMX03084, ASTMX00636
OG0004272	TCONS_00029044.p1	ASTMX08634
OG0004273	TCONS_00014095.p1	ASTMX10116
OG0004274	TCONS_00007037.p1	ASTMX09215, ASTMX10132
OG0004275	TCONS_00056700.p1	ASTMX03090, ASTMX00632, ASTMX15947
OG0004277	TCONS_00000888.p1	ASTMX08250, ASTMX16959
OG0004278	TCONS_00029791.p1	ASTMX13360
OG0004279	TCONS_00016684.p1	ASTMX03344
OG0004280	TCONS_00054870.p1	ASTMX07382
OG0004281	TCONS_00041054.p1	ASTMX06190
OG0004282	TCONS_00018461.p1	ASTMX04297
OG0004283	TCONS_00041873.p1	ASTMX04659
OG0004284	TCONS_00026190.p1	ASTMX11089
OG0004285	TCONS_00027256.p1	ASTMX03659
OG0004286	TCONS_00055502.p1	ASTMX17685
OG0004287	TCONS_00003481.p1	ASTMX12282
OG0004288	TCONS_00007996.p1, TCONS_00008003.p1, TCONS_00008014.p1	ASTMX03391
OG0004289	TCONS_00016007.p1, TCONS_00010551.p1	ASTMX08075
OG0004290	TCONS_00008678.p1	ASTMX20359, ASTMX20360, ASTMX17091
OG0004291	TCONS_00003534.p1	ASTMX22975, ASTMX22928, ASTMX08474
OG0004292	TCONS_00053583.p1	ASTMX18740
OG0004294	TCONS_00036435.p1	ASTMX21426, ASTMX08872
OG0004295	TCONS_00052529.p1	ASTMX02439
OG0004296	TCONS_00031140.p1, TCONS_00030352.p1	ASTMX06961, ASTMX13092
OG0004297	TCONS_00014818.p1	ASTMX19299
OG0004298	TCONS_00042080.p1	ASTMX04342
OG0004299	TCONS_00042365.p1	ASTMX04118
OG0004300	TCONS_00049637.p1	ASTMX14260
OG0004301	TCONS_00006202.p1	ASTMX16609
OG0004302	TCONS_00005132.p1	ASTMX17501
OG0004303	TCONS_00021470.p1	ASTMX11689, ASTMX11690, ASTMX15672
OG0004304	TCONS_00027443.p1	ASTMX03416
OG0004305	TCONS_00050049.p1	ASTMX02864
OG0004306	TCONS_00046568.p1, TCONS_00046595.p1	ASTMX13917
OG0004307	TCONS_00013730.p1	ASTMX19099
OG0004308	TCONS_00000991.p1	ASTMX01163
OG0004309	TCONS_00050069.p1	ASTMX01480
OG0004310	TCONS_00020243.p1	ASTMX19710, ASTMX07904
OG0004311	TCONS_00031451.p1	ASTMX18182, ASTMX07914
OG0004312	TCONS_00007473.p1	ASTMX16215
OG0004314	TCONS_00036594.p1	ASTMX03789, ASTMX11206
OG0004315	TCONS_00027429.p1	ASTMX13389
OG0004316	TCONS_00056268.p1	ASTMX20788, ASTMX18209, ASTMX18207
OG0004317	TCONS_00006086.p1	ASTMX05945, ASTMX13809
OG0004318	TCONS_00013963.p1	ASTMX17337, ASTMX20303
OG0004319	TCONS_00037979.p1	ASTMX06281, ASTMX16593, ASTMX10266
OG0004320	TCONS_00021981.p1	ASTMX00043
OG0004321	TCONS_00030172.p1, TCONS_00030173.p1, TCONS_00030174.p1	ASTMX02789, ASTMX21639
OG0004322	TCONS_00046365.p1	ASTMX04317
OG0004323	TCONS_00001109.p1	ASTMX20836
OG0004324	TCONS_00018780.p1, TCONS_00045901.p1	ASTMX10764
OG0004325	TCONS_00031356.p1	ASTMX12840
OG0004326	TCONS_00050977.p1, TCONS_00050965.p1, TCONS_00050975.p1, TCONS_00050964.p1, TCONS_00050963.p1, TCONS_00050974.p1	ASTMX10632
OG0004327	TCONS_00042591.p1, TCONS_00018157.p1, TCONS_00042608.p1	ASTMX22398
OG0004328	TCONS_00018012.p1	ASTMX00686
OG0004329	TCONS_00027303.p1, TCONS_00049136.p1, TCONS_00049140.p1, TCONS_00027302.p1	ASTMX15933
OG0004331	TCONS_00009918.p1	ASTMX20731
OG0004332	TCONS_00035313.p1	ASTMX10855
OG0004333	TCONS_00018561.p1	ASTMX16807
OG0004334	TCONS_00053191.p1	ASTMX17061
OG0004335	TCONS_00043984.p1	ASTMX17573
OG0004336	TCONS_00019643.p1	ASTMX14701, ASTMX17440
OG0004337	TCONS_00027011.p1	ASTMX07526
OG0004338	TCONS_00043688.p1	ASTMX09185
OG0004342	TCONS_00042945.p1	ASTMX19207
OG0004343	TCONS_00027115.p1	ASTMX09486
OG0004344	TCONS_00019121.p1	ASTMX11823
OG0004345	TCONS_00015773.p1	ASTMX10369
OG0004346	TCONS_00023609.p1, TCONS_00023561.p1, TCONS_00056584.p1, TCONS_00056581.p1	ASTMX02371
OG0004347	TCONS_00006658.p1	ASTMX16195
OG0004348	TCONS_00021863.p1	ASTMX00135
OG0004349	TCONS_00048999.p1	ASTMX20719
OG0004350	TCONS_00002092.p1	ASTMX08185
OG0004351	TCONS_00052162.p1, TCONS_00052151.p1, TCONS_00052150.p1	ASTMX18315
OG0004352	TCONS_00050845.p1	ASTMX09143
OG0004353	TCONS_00050632.p1, TCONS_00050634.p1	ASTMX06880
OG0004354	TCONS_00041077.p1	ASTMX15197
OG0004355	TCONS_00017323.p1	ASTMX00798, ASTMX18678
OG0004358	TCONS_00048777.p1, TCONS_00048787.p1	ASTMX19968
OG0004359	TCONS_00048643.p1	ASTMX18605
OG0004360	TCONS_00004058.p1	ASTMX15044
OG0004361	TCONS_00015708.p1	ASTMX02393
OG0004362	TCONS_00027451.p1	ASTMX10177, ASTMX19677
OG0004364	TCONS_00009654.p1	ASTMX04367
OG0004365	TCONS_00033008.p1, TCONS_00033521.p1	ASTMX00459
OG0004366	TCONS_00008682.p1	ASTMX02586
OG0004367	TCONS_00010541.p1	ASTMX16108, ASTMX05798, ASTMX16107, ASTMX05799
OG0004368	TCONS_00015256.p1	ASTMX03854, ASTMX18280
OG0004369	TCONS_00015110.p1	ASTMX18368
OG0004370	TCONS_00021476.p1	ASTMX20634
OG0004371	TCONS_00051821.p1	ASTMX00913, ASTMX00912, ASTMX13533, ASTMX08173, ASTMX10804
OG0004372	TCONS_00054481.p1	ASTMX00507
OG0004373	TCONS_00053379.p1	ASTMX00508
OG0004374	TCONS_00005113.p1	ASTMX04921
OG0004375	TCONS_00033009.p1, TCONS_00033519.p1	ASTMX02200
OG0004376	TCONS_00006571.p1	ASTMX16199, ASTMX15209, ASTMX21366
OG0004377	TCONS_00056907.p1	ASTMX14026
OG0004378	TCONS_00004662.p1	ASTMX04399
OG0004379	TCONS_00025463.p1	ASTMX10194, ASTMX14385
OG0004380	TCONS_00025855.p1	ASTMX13490, ASTMX00413
OG0004381	TCONS_00028923.p1	ASTMX13785
OG0004382	TCONS_00028412.p1	ASTMX12397
OG0004383	TCONS_00011730.p1	ASTMX10971, ASTMX10972
OG0004384	TCONS_00010468.p1	ASTMX14073
OG0004385	TCONS_00016022.p1	ASTMX14351, ASTMX03407
OG0004388	TCONS_00046496.p1	ASTMX12384
OG0004389	TCONS_00053363.p1	ASTMX05471
OG0004390	TCONS_00016442.p1	ASTMX10036
OG0004391	TCONS_00030455.p1	ASTMX21782, ASTMX19036, ASTMX16024, ASTMX23079
OG0004392	TCONS_00030935.p1	ASTMX02501
OG0004393	TCONS_00026831.p1	ASTMX18102, ASTMX07015
OG0004394	TCONS_00043317.p1	ASTMX03919
OG0004397	TCONS_00009273.p1	ASTMX08303, ASTMX07080, ASTMX08925, ASTMX16412
OG0004398	TCONS_00006820.p1	ASTMX08130
OG0004399	TCONS_00049722.p1	ASTMX16848, ASTMX19068, ASTMX16232
OG0004400	TCONS_00017572.p1	ASTMX02836, ASTMX08919
OG0004401	TCONS_00019458.p1	ASTMX07375
OG0004402	TCONS_00041903.p1, TCONS_00041899.p1	ASTMX01626
OG0004403	TCONS_00020817.p1	ASTMX19995, ASTMX02166
OG0004404	TCONS_00041072.p1	ASTMX12554
OG0004405	TCONS_00012993.p1	ASTMX08573
OG0004406	TCONS_00011020.p1	ASTMX02714, ASTMX08096, ASTMX21645
OG0004407	TCONS_00012002.p1	ASTMX01356
OG0004408	TCONS_00021244.p1	ASTMX03723
OG0004409	TCONS_00047261.p1	ASTMX10780, ASTMX00631, ASTMX03091
OG0004413	TCONS_00047265.p1	ASTMX00930
OG0004414	TCONS_00017404.p1	ASTMX12793, ASTMX14372
OG0004415	TCONS_00055882.p1	ASTMX12000
OG0004417	TCONS_00053504.p1	ASTMX06465
OG0004419	TCONS_00027069.p1	ASTMX05029
OG0004420	TCONS_00052037.p1	ASTMX05678, ASTMX16477
OG0004421	TCONS_00049547.p1	ASTMX00927
OG0004422	TCONS_00028201.p1	ASTMX12408, ASTMX12072
OG0004423	TCONS_00046506.p1	ASTMX00839
OG0004424	TCONS_00048574.p1	ASTMX00973
OG0004425	TCONS_00004067.p1	ASTMX05733, ASTMX18057
OG0004426	TCONS_00009724.p1	ASTMX04608, ASTMX16512
OG0004427	TCONS_00000190.p1	ASTMX02579, ASTMX00584, ASTMX18236
OG0004428	TCONS_00019629.p1	ASTMX08433
OG0004430	TCONS_00003630.p1, TCONS_00003633.p1, TCONS_00003634.p1, TCONS_00003632.p1, TCONS_00003631.p1	ASTMX00679, ASTMX00668
OG0004431	TCONS_00052524.p1, TCONS_00052523.p1, TCONS_00052526.p1	ASTMX02376, ASTMX02374, ASTMX02362, ASTMX02375, ASTMX02373
OG0004459	TCONS_00027136.p1, TCONS_00027137.p1	ASTMX01523
OG0004460	TCONS_00007375.p1	ASTMX05378
OG0004461	TCONS_00016625.p1	ASTMX02008, ASTMX09253
OG0004462	TCONS_00022714.p1	ASTMX09565
OG0004463	TCONS_00005439.p1	ASTMX20816, ASTMX17775, ASTMX10719
OG0004465	TCONS_00046667.p1	ASTMX07511
OG0004467	TCONS_00006668.p1	ASTMX18837, ASTMX09624
OG0004468	TCONS_00006107.p1	ASTMX10959, ASTMX17591
OG0004471	TCONS_00019281.p1	ASTMX21908, ASTMX05397
OG0004472	TCONS_00026713.p1	ASTMX10876
OG0004474	TCONS_00029614.p1	ASTMX02122
OG0004475	TCONS_00013966.p1	ASTMX22422, ASTMX08579, ASTMX03628
OG0004476	TCONS_00043597.p1	ASTMX05902, ASTMX20801
OG0004477	TCONS_00029444.p1	ASTMX06949, ASTMX13088, ASTMX13238
OG0004478	TCONS_00008382.p1	ASTMX10885
OG0004479	TCONS_00008588.p1	ASTMX09838
OG0004480	TCONS_00040191.p1, TCONS_00039376.p1, TCONS_00040226.p1, TCONS_00039381.p1, TCONS_00040219.p1	ASTMX07539
OG0004481	TCONS_00028182.p1, TCONS_00028181.p1	ASTMX20550
OG0004482	TCONS_00020052.p1, TCONS_00020001.p1, TCONS_00020002.p1, TCONS_00020006.p1, TCONS_00020000.p1	ASTMX08694
OG0004483	TCONS_00020035.p1	ASTMX22728, ASTMX00569
OG0004484	TCONS_00051027.p1	ASTMX19181
OG0004485	TCONS_00040141.p1, TCONS_00041128.p1, TCONS_00041129.p1, TCONS_00041130.p1, TCONS_00040140.p1	ASTMX11288
OG0004486	TCONS_00020381.p1	ASTMX13480, ASTMX20967
OG0004487	TCONS_00043037.p1	ASTMX12470
OG0004488	TCONS_00028260.p1	ASTMX07090, ASTMX14739
OG0004489	TCONS_00047757.p1	ASTMX09445, ASTMX10741
OG0004490	TCONS_00036947.p1	ASTMX07362
OG0004492	TCONS_00005030.p1	ASTMX12431, ASTMX00984
OG0004493	TCONS_00000774.p1	ASTMX05775, ASTMX16816, ASTMX16815
OG0004494	TCONS_00012910.p1	ASTMX11684
OG0004495	TCONS_00015235.p1	ASTMX16876
OG0004496	TCONS_00016709.p1	ASTMX06198
OG0004497	TCONS_00008860.p1	ASTMX10903
OG0004498	TCONS_00007014.p1	ASTMX21957, ASTMX11988
OG0004499	TCONS_00003603.p1	ASTMX03883, ASTMX01344
OG0004500	TCONS_00046162.p1	ASTMX01231
OG0004501	TCONS_00000515.p1	ASTMX11331
OG0004502	TCONS_00019818.p1, TCONS_00019199.p1	ASTMX21917
OG0004503	TCONS_00043304.p1	ASTMX18826, ASTMX17305
OG0004505	TCONS_00003157.p1	ASTMX00647
OG0004507	TCONS_00028129.p1	ASTMX19380
OG0004508	TCONS_00024187.p1	ASTMX13481
OG0004509	TCONS_00015343.p1	ASTMX06478, ASTMX08851
OG0004510	TCONS_00043121.p1	ASTMX00014
OG0004511	TCONS_00017401.p1	ASTMX13204, ASTMX09352
OG0004512	TCONS_00016000.p1, TCONS_00010558.p1	ASTMX09673
OG0004513	TCONS_00018643.p1	ASTMX09616
OG0004514	TCONS_00006071.p1	ASTMX09457
OG0004515	TCONS_00026135.p1	ASTMX18895
OG0004516	TCONS_00005617.p1	ASTMX09891
OG0004517	TCONS_00012658.p1	ASTMX21079, ASTMX21487
OG0004518	TCONS_00016457.p1	ASTMX11208, ASTMX19137
OG0004519	TCONS_00048430.p1	ASTMX15946
OG0004520	TCONS_00022496.p1	ASTMX09208
OG0004522	TCONS_00045489.p1	ASTMX12625
OG0004523	TCONS_00029039.p1	ASTMX10128
OG0004526	TCONS_00014769.p1	ASTMX11185
OG0004527	TCONS_00012308.p1	ASTMX05479
OG0004528	TCONS_00014343.p1	ASTMX13297
OG0004529	TCONS_00017013.p1	ASTMX20454
OG0004530	TCONS_00042552.p1	ASTMX01177, ASTMX13312, ASTMX00016
OG0004531	TCONS_00041627.p1, TCONS_00042302.p1, TCONS_00042251.p1, TCONS_00019582.p1	ASTMX11848
OG0004532	TCONS_00013260.p1	ASTMX23033
OG0004533	TCONS_00018934.p1	ASTMX05692
OG0004534	TCONS_00042584.p1	ASTMX13982
OG0004535	TCONS_00009599.p1	ASTMX18252
OG0004536	TCONS_00046438.p1	ASTMX08681
OG0004537	TCONS_00015460.p1	ASTMX12398
OG0004538	TCONS_00009730.p1	ASTMX16549
OG0004539	TCONS_00011785.p1	ASTMX01573, ASTMX04849
