Orthogroup	PFLAV	DANRE
OG0003863	TCONS_00026709.p1	DANRE40797
OG0003864	TCONS_00011878.p1	DANRE13127
OG0003865	TCONS_00003872.p1	DANRE42849, DANRE41340, DANRE41339, DANRE41338
OG0003866	TCONS_00001305.p1	DANRE24133, DANRE24132, DANRE24134, DANRE24131
OG0003867	TCONS_00050625.p1	DANRE31225
OG0003868	TCONS_00014972.p1	DANRE02600, DANRE21503
OG0003869	TCONS_00055343.p1	DANRE24691
OG0003870	TCONS_00025664.p1	DANRE29501, DANRE29502
OG0003871	TCONS_00021067.p1	DANRE41821, DANRE41822
OG0003872	TCONS_00006031.p1	DANRE33580
OG0003873	TCONS_00024533.p1, TCONS_00052093.p1	DANRE10964, DANRE10965, DANRE10963
OG0003874	TCONS_00029673.p1	DANRE09593
OG0003876	TCONS_00053735.p1	DANRE09822, DANRE09823
OG0003877	TCONS_00022731.p1, TCONS_00021597.p1	DANRE36315
OG0003878	TCONS_00049628.p1	DANRE31427, DANRE31426, DANRE40405, DANRE02688, DANRE02689
OG0003879	TCONS_00028211.p1	DANRE26116, DANRE37629, DANRE37631
OG0003880	TCONS_00020852.p1	DANRE36266, DANRE36267, DANRE36268
OG0003881	TCONS_00047720.p1, TCONS_00047725.p1	DANRE23015, DANRE23016
OG0003882	TCONS_00008643.p1	DANRE12769, DANRE12770, DANRE12768
OG0003883	TCONS_00027470.p1	DANRE04828, DANRE02957, DANRE39402
OG0003884	TCONS_00019247.p1	DANRE24982, DANRE24981, DANRE24983, DANRE24984, DANRE38541, DANRE38540
OG0003885	TCONS_00046675.p1	DANRE23957, DANRE23956
OG0003886	TCONS_00003927.p1	DANRE03464, DANRE03465
OG0003887	TCONS_00030695.p1	DANRE10423
OG0003888	TCONS_00052636.p1	DANRE03003, DANRE03004, DANRE03002, DANRE03001
OG0003889	TCONS_00012827.p1	DANRE29440
OG0003890	TCONS_00055503.p1	DANRE00279, DANRE20425, DANRE20424
OG0003892	TCONS_00048438.p1	DANRE31548, DANRE31549
OG0003893	TCONS_00011425.p1	DANRE05885, DANRE05887, DANRE05886
OG0003894	TCONS_00014845.p1	DANRE34284
OG0003895	TCONS_00013387.p1	DANRE29856
OG0003896	TCONS_00042058.p1, TCONS_00012652.p1	DANRE29376, DANRE29375, DANRE35458
OG0003897	TCONS_00050998.p1	DANRE26467
OG0003898	TCONS_00021035.p1	DANRE01941, DANRE01939, DANRE01940
OG0003899	TCONS_00042081.p1	DANRE15788
OG0003900	TCONS_00010847.p1	DANRE00881
OG0003901	TCONS_00041073.p1, TCONS_00034799.p1	DANRE18344, DANRE18343
OG0003903	TCONS_00027055.p1	DANRE15774
OG0003904	TCONS_00033299.p1	DANRE12918
OG0003906	TCONS_00029119.p1	DANRE21318, DANRE21317, DANRE21319
OG0003907	TCONS_00043884.p1, TCONS_00043880.p1, TCONS_00043885.p1	DANRE37504
OG0003910	TCONS_00001878.p1	DANRE14816
OG0003911	TCONS_00016777.p1	DANRE36887, DANRE36885, DANRE36886
OG0003912	TCONS_00009015.p1	DANRE22780, DANRE24504, DANRE12988
OG0003913	TCONS_00053946.p1	DANRE06162
OG0003914	TCONS_00041215.p1, TCONS_00041198.p1	DANRE37573
OG0003915	TCONS_00021210.p1	DANRE15235, DANRE06997, DANRE06996
OG0003916	TCONS_00008484.p1	DANRE15537, DANRE27984, DANRE14683
OG0003917	TCONS_00042943.p1	DANRE36320, DANRE36318, DANRE36319
OG0003918	TCONS_00030934.p1	DANRE20155, DANRE07336, DANRE34528
OG0003919	TCONS_00005197.p1	DANRE34144
OG0003920	TCONS_00000854.p1	DANRE13507, DANRE13508, DANRE13506
OG0003921	TCONS_00017320.p1	DANRE27254, DANRE27256
OG0003922	TCONS_00055815.p1, TCONS_00055814.p1, TCONS_00055811.p1	DANRE41706
OG0003923	TCONS_00056321.p1, TCONS_00056382.p1	DANRE41776, DANRE41774, DANRE41775
OG0003925	TCONS_00039090.p1, TCONS_00050656.p1, TCONS_00041293.p1	DANRE14197, DANRE10649, DANRE10648
OG0003926	TCONS_00052184.p1, TCONS_00052181.p1, TCONS_00006710.p1, TCONS_00043224.p1	DANRE01778, DANRE37929
OG0003927	TCONS_00006760.p1	DANRE34037
OG0003929	TCONS_00008562.p1, TCONS_00008560.p1	DANRE39127, DANRE39126
OG0003930	TCONS_00036253.p1	DANRE25628, DANRE25629
OG0003931	TCONS_00012638.p1	DANRE03642, DANRE29896, DANRE29894, DANRE29895
OG0003932	TCONS_00024837.p1	DANRE41855
OG0003933	TCONS_00047268.p1	DANRE36065, DANRE30948
OG0003935	TCONS_00011137.p1, TCONS_00009790.p1, TCONS_00009793.p1, TCONS_00009792.p1	DANRE05444
OG0003936	TCONS_00008292.p1	DANRE12822, DANRE12821, DANRE12820
OG0003937	TCONS_00026626.p1	DANRE04177, DANRE00588, DANRE39693, DANRE11183, DANRE11182, DANRE33380
OG0003939	TCONS_00053724.p1	DANRE03346
OG0003940	TCONS_00048927.p1	DANRE39442
OG0003941	TCONS_00048587.p1	DANRE21275, DANRE31025, DANRE31024, DANRE31023
OG0003942	TCONS_00002163.p1	DANRE17325, DANRE17324, DANRE17327, DANRE17326
OG0003943	TCONS_00045502.p1	DANRE14720, DANRE14718, DANRE14719, DANRE18814, DANRE11116, DANRE11117
OG0003944	TCONS_00029066.p1	DANRE26350
OG0003945	TCONS_00025621.p1	DANRE12335, DANRE12334, DANRE36681
OG0003946	TCONS_00027376.p1	DANRE16868, DANRE15691
OG0003947	TCONS_00027772.p1	DANRE04867, DANRE04866, DANRE04865, DANRE00638
OG0003948	TCONS_00026177.p1	DANRE39685, DANRE39684
OG0003949	TCONS_00036172.p1	DANRE22446, DANRE37005
OG0003951	TCONS_00049176.p1, TCONS_00049155.p1	DANRE40463, DANRE40462
OG0003953	TCONS_00044129.p1	DANRE20584, DANRE43396, DANRE16259
OG0003954	TCONS_00045854.p1	DANRE10352, DANRE10351, DANRE18648, DANRE18649, DANRE18647
OG0003955	TCONS_00044096.p1	DANRE16285, DANRE16284, DANRE16283
OG0003956	TCONS_00052540.p1	DANRE02182, DANRE02183
OG0003957	TCONS_00019641.p1	DANRE27155
OG0003958	TCONS_00030617.p1	DANRE05370, DANRE19939, DANRE19940, DANRE06230, DANRE19659
OG0003959	TCONS_00014849.p1	DANRE35120, DANRE43205
OG0003960	TCONS_00037977.p1	DANRE31202, DANRE31201, DANRE24968, DANRE24967
OG0003961	TCONS_00018472.p1	DANRE27124, DANRE40065
OG0003962	TCONS_00043323.p1	DANRE15346, DANRE06009, DANRE20526
OG0003965	TCONS_00017720.p1	DANRE11346
OG0003966	TCONS_00001179.p1, TCONS_00001190.p1	DANRE16607, DANRE16606
OG0003967	TCONS_00014234.p1, TCONS_00014232.p1	DANRE21964
OG0003968	TCONS_00017762.p1	DANRE42393, DANRE37375
OG0003969	TCONS_00011049.p1	DANRE11066, DANRE11065
OG0003970	TCONS_00006276.p1	DANRE35241, DANRE35240, DANRE35239
OG0003971	TCONS_00040867.p1	DANRE33922
OG0003973	TCONS_00009676.p1	DANRE10902, DANRE35576, DANRE35578, DANRE35577
OG0003974	TCONS_00038159.p1	DANRE25001, DANRE31366, DANRE25187, DANRE38924
OG0003976	TCONS_00027636.p1	DANRE15778
OG0003980	TCONS_00043578.p1, TCONS_00043587.p1	DANRE36826, DANRE36827, DANRE36828
OG0003997	TCONS_00042839.p1	DANRE16277, DANRE16275, DANRE16276
OG0003998	TCONS_00010889.p1	DANRE16820
OG0003999	TCONS_00020030.p1	DANRE24171, DANRE24172
OG0004000	TCONS_00002973.p1	DANRE14303, DANRE10250, DANRE10249
OG0004001	TCONS_00054757.p1, TCONS_00015640.p1, TCONS_00038560.p1, TCONS_00014638.p1, TCONS_00007198.p1, TCONS_00032303.p1, TCONS_00008907.p1	DANRE09236
OG0004002	TCONS_00012148.p1	DANRE05932, DANRE05928, DANRE05930, DANRE05933, DANRE05931
OG0004004	TCONS_00054890.p1	DANRE12698, DANRE12699
OG0004005	TCONS_00055013.p1, TCONS_00055012.p1	DANRE23393, DANRE23392
OG0004007	TCONS_00054345.p1	DANRE17531, DANRE34274
OG0004009	TCONS_00030825.p1	DANRE04572
OG0004010	TCONS_00053896.p1, TCONS_00052851.p1	DANRE00257
OG0004011	TCONS_00030946.p1	DANRE04959, DANRE33896
OG0004012	TCONS_00027244.p1	DANRE20086
OG0004014	TCONS_00018248.p1	DANRE42841, DANRE42839, DANRE42840, DANRE42838
OG0004015	TCONS_00053661.p1	DANRE36484, DANRE36483
OG0004016	TCONS_00054891.p1	DANRE23411, DANRE23410, DANRE23409
OG0004017	TCONS_00005125.p1	DANRE29671, DANRE29669, DANRE29670
OG0004018	TCONS_00049328.p1	DANRE10809, DANRE10810, DANRE10811
OG0004019	TCONS_00024143.p1	DANRE26375
OG0004020	TCONS_00022627.p1, TCONS_00021521.p1	DANRE13395, DANRE13394
OG0004021	TCONS_00006438.p1	DANRE34176
OG0004022	TCONS_00002354.p1	DANRE19882, DANRE19881
OG0004023	TCONS_00009288.p1	DANRE38567, DANRE38568
OG0004024	TCONS_00002583.p1	DANRE23979, DANRE23981, DANRE23980
OG0004025	TCONS_00026270.p1	DANRE35212
OG0004027	TCONS_00054882.p1	DANRE22477, DANRE23101, DANRE03257
OG0004028	TCONS_00030295.p1	DANRE05053, DANRE05054, DANRE05056, DANRE05055
OG0004029	TCONS_00056028.p1	DANRE05899
OG0004031	TCONS_00011023.p1	DANRE11151, DANRE13424
OG0004032	TCONS_00021570.p1	DANRE06973, DANRE42488, DANRE42487, DANRE42486, DANRE42489
OG0004033	TCONS_00011608.p1	DANRE02951, DANRE02950, DANRE05920
OG0004034	TCONS_00028005.p1	DANRE09592, DANRE37587, DANRE37588
OG0004035	TCONS_00009453.p1	DANRE21263, DANRE13578
OG0004036	TCONS_00000983.p1	DANRE20096, DANRE38034, DANRE14234
OG0004037	TCONS_00021625.p1	DANRE36247, DANRE36246
OG0004038	TCONS_00021437.p1	DANRE21930
OG0004039	TCONS_00000136.p1	DANRE10161, DANRE10162
OG0004041	TCONS_00010859.p1	DANRE16723
OG0004042	TCONS_00056008.p1	DANRE38657, DANRE38655
OG0004043	TCONS_00000189.p1	DANRE23254
OG0004044	TCONS_00018088.p1	DANRE43375, DANRE24878, DANRE28162, DANRE24880, DANRE24879
OG0004045	TCONS_00027157.p1	DANRE22126
OG0004046	TCONS_00005077.p1, TCONS_00005078.p1, TCONS_00049198.p1	DANRE35326
OG0004047	TCONS_00014227.p1	DANRE21333, DANRE21332
OG0004048	TCONS_00027634.p1	DANRE20080, DANRE06433, DANRE06434
OG0004049	TCONS_00013382.p1, TCONS_00000116.p1	DANRE06836, DANRE10046, DANRE22341
OG0004051	TCONS_00031884.p1	DANRE29233, DANRE41445, DANRE35765
OG0004052	TCONS_00031689.p1, TCONS_00031687.p1	DANRE20998, DANRE20999
OG0004053	TCONS_00029652.p1	DANRE10451, DANRE10452, DANRE10453
OG0004054	TCONS_00011874.p1	DANRE23307, DANRE07839, DANRE07837
OG0004055	TCONS_00001281.p1	DANRE18129, DANRE18130, DANRE18128, DANRE18127
OG0004056	TCONS_00019098.p1	DANRE33963
OG0004057	TCONS_00036725.p1	DANRE31161, DANRE31160
OG0004058	TCONS_00028770.p1	DANRE18211
OG0004059	TCONS_00011709.p1	DANRE35070, DANRE35069
OG0004060	TCONS_00056984.p1	DANRE10030, DANRE10031
OG0004062	TCONS_00026505.p1	DANRE06186, DANRE06185, DANRE05295, DANRE00700, DANRE43148
OG0004063	TCONS_00010646.p1	DANRE30815, DANRE30816, DANRE30817, DANRE30814, DANRE30819, DANRE30813, DANRE30818
OG0004064	TCONS_00003929.p1	DANRE35866, DANRE41678, DANRE41677
OG0004065	TCONS_00051172.p1	DANRE23201, DANRE23200, DANRE23198, DANRE23202, DANRE23199
OG0004066	TCONS_00015438.p1	DANRE35641
OG0004067	TCONS_00022596.p1	DANRE06632
OG0004068	TCONS_00001314.p1	DANRE39005
OG0004069	TCONS_00033132.p1	DANRE35213, DANRE35214
OG0004070	TCONS_00026262.p1	DANRE15504, DANRE15501, DANRE15503
OG0004071	TCONS_00015780.p1	DANRE34963
OG0004072	TCONS_00056622.p1	DANRE03361
OG0004073	TCONS_00037125.p1	DANRE26024, DANRE30705, DANRE36632
OG0004074	TCONS_00046185.p1	DANRE22339
OG0004075	TCONS_00014149.p1, TCONS_00012736.p1, TCONS_00014145.p1, TCONS_00014147.p1	DANRE03376, DANRE03377, DANRE03378
OG0004076	TCONS_00045999.p1	DANRE15069
OG0004077	TCONS_00016077.p1	DANRE34054, DANRE34052, DANRE34053, DANRE34056, DANRE34055, DANRE19436
OG0004079	TCONS_00043865.p1	DANRE07274, DANRE15648, DANRE15649, DANRE15650
OG0004080	TCONS_00057069.p1	DANRE35778, DANRE24628
OG0004081	TCONS_00021321.p1	DANRE28019, DANRE23662
OG0004083	TCONS_00003483.p1	DANRE05501, DANRE05502
OG0004084	TCONS_00046143.p1	DANRE11402, DANRE17733, DANRE17734, DANRE17736, DANRE17735, DANRE17732
OG0004085	TCONS_00022909.p1	DANRE15264, DANRE15263
OG0004086	TCONS_00010739.p1, TCONS_00010740.p1	DANRE05573
OG0004087	TCONS_00033020.p1	DANRE24876, DANRE24874, DANRE24875, DANRE42789, DANRE42788
OG0004088	TCONS_00054049.p1	DANRE40011, DANRE43235
OG0004089	TCONS_00052009.p1	DANRE08809, DANRE08808
OG0004090	TCONS_00003003.p1	DANRE36859, DANRE23136, DANRE23135
OG0004091	TCONS_00053676.p1	DANRE35209, DANRE35210
OG0004092	TCONS_00056687.p1	DANRE23794, DANRE13755
OG0004093	TCONS_00025996.p1	DANRE19022, DANRE19023
OG0004094	TCONS_00015342.p1	DANRE34257, DANRE34256, DANRE34258, DANRE34259, DANRE41241, DANRE41242, DANRE41240, DANRE41239, DANRE41238
OG0004095	TCONS_00030160.p1, TCONS_00030161.p1	DANRE25028, DANRE43192, DANRE25029
OG0004096	TCONS_00015008.p1	DANRE17669
OG0004097	TCONS_00055161.p1	DANRE33765
OG0004098	TCONS_00053174.p1	DANRE00179, DANRE36368, DANRE36369
OG0004099	TCONS_00014574.p1	DANRE09350, DANRE03606
OG0004100	TCONS_00048183.p1, TCONS_00049141.p1, TCONS_00049138.p1	DANRE25221, DANRE25220
OG0004101	TCONS_00002991.p1, TCONS_00003971.p1	DANRE02022
OG0004102	TCONS_00027001.p1	DANRE03959
OG0004103	TCONS_00017398.p1, TCONS_00016551.p1	DANRE23050
OG0004104	TCONS_00029688.p1	DANRE35218, DANRE35217, DANRE35219, DANRE21466, DANRE12910
OG0004105	TCONS_00017260.p1	DANRE14169, DANRE10477, DANRE14170
OG0004106	TCONS_00051399.p1	DANRE02860, DANRE02861, DANRE23233
OG0004110	TCONS_00034163.p1	DANRE05249
OG0004111	TCONS_00046120.p1	DANRE14732, DANRE18626
OG0004112	TCONS_00028015.p1, TCONS_00028016.p1	DANRE13978, DANRE13976, DANRE13977
OG0004113	TCONS_00048317.p1	DANRE40461
OG0004114	TCONS_00010503.p1	DANRE34872
OG0004115	TCONS_00052002.p1	DANRE10141, DANRE10142
OG0004116	TCONS_00040373.p1	DANRE34155
OG0004117	TCONS_00056306.p1, TCONS_00056337.p1	DANRE27850, DANRE27849
OG0004118	TCONS_00047218.p1	DANRE31237
OG0004119	TCONS_00007586.p1	DANRE12211
OG0004120	TCONS_00031456.p1	DANRE05375, DANRE05376, DANRE05377
OG0004121	TCONS_00052021.p1	DANRE22939, DANRE27805, DANRE08793, DANRE08792
OG0004122	TCONS_00014777.p1	DANRE34074, DANRE34075, DANRE19444
OG0004123	TCONS_00016895.p1	DANRE00959
OG0004124	TCONS_00045725.p1	DANRE22782, DANRE22783, DANRE24184
OG0004126	TCONS_00035236.p1	DANRE07400, DANRE07729, DANRE07730
OG0004127	TCONS_00046753.p1, TCONS_00045678.p1	DANRE24066, DANRE24065, DANRE27220, DANRE27221, DANRE27222
OG0004128	TCONS_00010534.p1	DANRE11350
OG0004130	TCONS_00056956.p1, TCONS_00056957.p1, TCONS_00015571.p1	DANRE09375, DANRE09376, DANRE09377
OG0004131	TCONS_00006407.p1	DANRE40593
OG0004132	TCONS_00008475.p1	DANRE24923, DANRE24922
OG0004133	TCONS_00022682.p1	DANRE08845, DANRE42087
OG0004134	TCONS_00027849.p1	DANRE07379, DANRE07380, DANRE07381, DANRE43376
OG0004135	TCONS_00012853.p1	DANRE30043, DANRE03672, DANRE29872
OG0004136	TCONS_00054339.p1	DANRE40774
OG0004137	TCONS_00028614.p1, TCONS_00028615.p1	DANRE34718
OG0004139	TCONS_00052838.p1	DANRE00188, DANRE27643, DANRE01906
OG0004140	TCONS_00021890.p1, TCONS_00021889.p1	DANRE26029
OG0004142	TCONS_00047653.p1	DANRE30629
OG0004143	TCONS_00028951.p1	DANRE19387, DANRE19388, DANRE25179, DANRE37632, DANRE37633
OG0004144	TCONS_00056033.p1	DANRE09126, DANRE09125, DANRE42052
OG0004145	TCONS_00011650.p1	DANRE10998, DANRE11779, DANRE18791, DANRE18790
OG0004146	TCONS_00004845.p1, TCONS_00004826.p1, TCONS_00004825.p1	DANRE34606, DANRE34605
OG0004147	TCONS_00035866.p1, TCONS_00035865.p1, TCONS_00041247.p1	DANRE42081, DANRE35930
OG0004148	TCONS_00055720.p1, TCONS_00055711.p1	DANRE29829, DANRE03866, DANRE03865, DANRE29828
OG0004149	TCONS_00021572.p1	DANRE41833, DANRE41832, DANRE06625, DANRE06626
OG0004150	TCONS_00056906.p1	DANRE05792
OG0004153	TCONS_00030135.p1	DANRE20163
OG0004154	TCONS_00033373.p1, TCONS_00038771.p1, TCONS_00020814.p1	DANRE11687
OG0004156	TCONS_00047632.p1	DANRE31241, DANRE31240, DANRE31242, DANRE23377, DANRE23376, DANRE35483
OG0004157	TCONS_00054767.p1, TCONS_00006833.p1	DANRE40282, DANRE40281, DANRE40215, DANRE40214
OG0004158	TCONS_00004246.p1	DANRE42931, DANRE42938, DANRE23921, DANRE23922
OG0004159	TCONS_00011596.p1	DANRE13391, DANRE10938
OG0004160	TCONS_00052968.p1	DANRE26485, DANRE18770
OG0004161	TCONS_00017748.p1	DANRE35464
OG0004162	TCONS_00013138.p1, TCONS_00013139.p1	DANRE15596, DANRE15595, DANRE30052, DANRE30053
OG0004163	TCONS_00022983.p1	DANRE20650, DANRE20649, DANRE39331, DANRE12628, DANRE12626, DANRE12627
OG0004164	TCONS_00030925.p1	DANRE20575, DANRE05368
OG0004166	TCONS_00027695.p1	DANRE23367
OG0004167	TCONS_00003611.p1	DANRE19957, DANRE19956, DANRE06196, DANRE06197
OG0004168	TCONS_00006436.p1	DANRE08328, DANRE08330, DANRE08329
OG0004169	TCONS_00014455.p1	DANRE30096
OG0004171	TCONS_00056085.p1	DANRE08068, DANRE08069
OG0004172	TCONS_00044672.p1, TCONS_00054816.p1, TCONS_00031553.p1, TCONS_00006933.p1, TCONS_00030647.p1, TCONS_00033753.p1, TCONS_00044464.p1, TCONS_00035839.p1, TCONS_00015290.p1, TCONS_00044444.p2	DANRE25262
OG0004174	TCONS_00054641.p1	DANRE40570
OG0004176	TCONS_00042674.p1	DANRE07215, DANRE07216
OG0004178	TCONS_00049594.p1	DANRE22426, DANRE23062
OG0004179	TCONS_00014009.p1	DANRE30370, DANRE04292
OG0004180	TCONS_00055453.p1	DANRE38816, DANRE41685, DANRE35870, DANRE35871
OG0004181	TCONS_00042164.p1	DANRE17827, DANRE17828, DANRE17829, DANRE15664
OG0004182	TCONS_00002134.p1	DANRE07705, DANRE07706
OG0004183	TCONS_00016676.p1	DANRE40848, DANRE40849
OG0004184	TCONS_00024172.p1, TCONS_00004485.p1, TCONS_00011629.p1, TCONS_00011628.p1	DANRE05779
OG0004185	TCONS_00056970.p1	DANRE31138, DANRE36620
OG0004186	TCONS_00010700.p1	DANRE10675, DANRE10674, DANRE19945, DANRE04804
OG0004187	TCONS_00007370.p1	DANRE12987, DANRE12986, DANRE03435
OG0004188	TCONS_00012181.p1	DANRE03766, DANRE11056, DANRE11057
OG0004190	TCONS_00013159.p1	DANRE30538
OG0004194	TCONS_00036227.p1, TCONS_00036224.p1, TCONS_00036225.p1, TCONS_00037364.p1, TCONS_00037365.p1, TCONS_00008457.p1, TCONS_00008458.p1	DANRE13561
OG0004197	TCONS_00003015.p1, TCONS_00002767.p1	DANRE35786, DANRE09551, DANRE09552, DANRE14345
OG0004202	TCONS_00043494.p1, TCONS_00010235.p1, TCONS_00010234.p1	DANRE12389
OG0004214	TCONS_00018221.p1	DANRE10156, DANRE10155
OG0004215	TCONS_00006088.p1	DANRE08211, DANRE01210
OG0004216	TCONS_00008492.p1	DANRE31388, DANRE31392
OG0004218	TCONS_00005905.p1	DANRE39587, DANRE39586, DANRE36804, DANRE24073
OG0004219	TCONS_00003548.p1	DANRE35534
OG0004220	TCONS_00028351.p1	DANRE19559, DANRE19555, DANRE19557, DANRE19546, DANRE19545
OG0004222	TCONS_00011581.p1	DANRE10943
OG0004223	TCONS_00017775.p1	DANRE13990
OG0004226	TCONS_00055877.p1	DANRE05686, DANRE17765, DANRE17766
OG0004227	TCONS_00050548.p1	DANRE41048, DANRE41049, DANRE41047, DANRE41050
OG0004228	TCONS_00018265.p1	DANRE11401, DANRE17731
OG0004229	TCONS_00030138.p1	DANRE03287, DANRE03286, DANRE11209, DANRE06138, DANRE06139
OG0004230	TCONS_00034979.p1	DANRE07988, DANRE07987, DANRE34148
OG0004231	TCONS_00028285.p1	DANRE29877, DANRE29878
OG0004232	TCONS_00026176.p1	DANRE06060
OG0004233	TCONS_00051973.p1	DANRE08640, DANRE08639, DANRE08638, DANRE02838
OG0004234	TCONS_00051720.p1	DANRE08774, DANRE08775
OG0004235	TCONS_00013753.p1	DANRE03089
OG0004236	TCONS_00011164.p1	DANRE35563
OG0004237	TCONS_00043031.p1	DANRE15924
OG0004238	TCONS_00017533.p1	DANRE13675, DANRE13674, DANRE10092
OG0004239	TCONS_00015454.p1	DANRE41351
OG0004240	TCONS_00010412.p1	DANRE05545, DANRE05544, DANRE07266, DANRE07267
OG0004241	TCONS_00021571.p1	DANRE42257, DANRE16587
OG0004243	TCONS_00003869.p1	DANRE03711, DANRE03710, DANRE29826, DANRE29827
OG0004244	TCONS_00049222.p1	DANRE01630
OG0004245	TCONS_00027399.p1	DANRE05322
OG0004246	TCONS_00038726.p1	DANRE03879
OG0004247	TCONS_00039976.p1	DANRE19864, DANRE19863, DANRE19865, DANRE19866, DANRE19867
OG0004248	TCONS_00051504.p1	DANRE23609
OG0004249	TCONS_00042977.p1	DANRE19293
OG0004250	TCONS_00011396.p1	DANRE05878
OG0004251	TCONS_00015519.p1	DANRE36303, DANRE26629
OG0004252	TCONS_00014324.p1	DANRE30850
OG0004253	TCONS_00004772.p1	DANRE03888, DANRE19905, DANRE07707
OG0004254	TCONS_00031008.p1	DANRE00107, DANRE00106
OG0004255	TCONS_00050637.p1	DANRE02663
OG0004256	TCONS_00003000.p1	DANRE30838, DANRE30837, DANRE30839, DANRE30840
OG0004257	TCONS_00006703.p1	DANRE19570, DANRE19569, DANRE19572
OG0004258	TCONS_00033470.p1	DANRE16049, DANRE16050
OG0004259	TCONS_00029720.p1	DANRE37622, DANRE12712
OG0004260	TCONS_00019536.p1	DANRE25975, DANRE25976
OG0004261	TCONS_00008123.p1	DANRE13599, DANRE13600
OG0004262	TCONS_00010239.p1	DANRE18725, DANRE18724
OG0004263	TCONS_00009010.p1	DANRE42560, DANRE42559
OG0004264	TCONS_00030324.p1	DANRE05218, DANRE39594
OG0004265	TCONS_00016664.p1	DANRE18237
OG0004267	TCONS_00038037.p1	DANRE30593, DANRE25757, DANRE13443
OG0004268	TCONS_00007056.p1	DANRE38884
OG0004269	TCONS_00026954.p1	DANRE16641, DANRE16642
OG0004270	TCONS_00028204.p1	DANRE13963, DANRE09634
OG0004271	TCONS_00049721.p1	DANRE31170, DANRE31169, DANRE24936
OG0004272	TCONS_00029044.p1	DANRE01493, DANRE34772, DANRE34771
OG0004273	TCONS_00014095.p1	DANRE09358, DANRE09357
OG0004274	TCONS_00007037.p1	DANRE13346, DANRE13345, DANRE13342, DANRE09425
OG0004275	TCONS_00056700.p1	DANRE31178, DANRE24956, DANRE36764
OG0004276	TCONS_00008374.p1	DANRE09737
OG0004277	TCONS_00000888.p1	DANRE16329, DANRE16330, DANRE38084
OG0004278	TCONS_00029791.p1	DANRE00447, DANRE00446, DANRE00445
OG0004279	TCONS_00016684.p1	DANRE34813
OG0004280	TCONS_00054870.p1	DANRE29566
OG0004282	TCONS_00018461.p1	DANRE15036
OG0004283	TCONS_00041873.p1	DANRE06175
OG0004284	TCONS_00026190.p1	DANRE17856, DANRE17855, DANRE17854
OG0004285	TCONS_00027256.p1	DANRE43135, DANRE07213
OG0004286	TCONS_00055502.p1	DANRE13281, DANRE13282, DANRE13280
OG0004287	TCONS_00003481.p1	DANRE10684
OG0004288	TCONS_00007996.p1, TCONS_00008003.p1, TCONS_00008014.p1	DANRE19335
OG0004289	TCONS_00016007.p1, TCONS_00010551.p1	DANRE17569
OG0004290	TCONS_00008678.p1	DANRE12679, DANRE12675, DANRE12677, DANRE12676, DANRE10315
OG0004291	TCONS_00003534.p1	DANRE05724, DANRE05722, DANRE05723
OG0004292	TCONS_00053583.p1	DANRE15377
OG0004294	TCONS_00036435.p1	DANRE38266, DANRE38267, DANRE40449, DANRE40450
OG0004295	TCONS_00052529.p1	DANRE21758, DANRE21759
OG0004296	TCONS_00031140.p1, TCONS_00030352.p1	DANRE34538, DANRE00368
OG0004297	TCONS_00014818.p1	DANRE14286
OG0004298	TCONS_00042080.p1	DANRE08935
OG0004299	TCONS_00042365.p1	DANRE15522, DANRE15521, DANRE20529
OG0004300	TCONS_00049637.p1	DANRE21278, DANRE21279
OG0004301	TCONS_00006202.p1	DANRE06468
OG0004302	TCONS_00005132.p1	DANRE03425, DANRE03424
OG0004303	TCONS_00021470.p1	DANRE07545, DANRE28080, DANRE07544
OG0004304	TCONS_00027443.p1	DANRE19474, DANRE19473
OG0004306	TCONS_00046568.p1, TCONS_00046595.p1	DANRE10245, DANRE10244, DANRE10246
OG0004307	TCONS_00013730.p1	DANRE30227, DANRE30226
OG0004308	TCONS_00000991.p1	DANRE06355
OG0004309	TCONS_00050069.p1	DANRE03911, DANRE03912, DANRE03913
OG0004310	TCONS_00020243.p1	DANRE21587
OG0004311	TCONS_00031451.p1	DANRE28357, DANRE21566
OG0004312	TCONS_00007473.p1	DANRE24921
OG0004313	TCONS_00004961.p1	DANRE33992
OG0004314	TCONS_00036594.p1	DANRE18288, DANRE34249
OG0004315	TCONS_00027429.p1	DANRE43202
OG0004316	TCONS_00056268.p1	DANRE23666, DANRE23667, DANRE36322, DANRE36321
OG0004317	TCONS_00006086.p1	DANRE08327
OG0004318	TCONS_00013963.p1	DANRE04132, DANRE04133
OG0004319	TCONS_00037979.p1	DANRE12625, DANRE12773, DANRE12772, DANRE12774
OG0004320	TCONS_00021981.p1	DANRE42284, DANRE42288, DANRE42285, DANRE42287, DANRE42286
OG0004321	TCONS_00030172.p1, TCONS_00030173.p1, TCONS_00030174.p1	DANRE05768, DANRE05769, DANRE03282, DANRE03281
OG0004322	TCONS_00046365.p1	DANRE15076, DANRE15074
OG0004323	TCONS_00001109.p1	DANRE17273, DANRE17274
OG0004324	TCONS_00018780.p1, TCONS_00045901.p1	DANRE22537, DANRE22536, DANRE22534, DANRE22535
OG0004325	TCONS_00031356.p1	DANRE00284, DANRE00282
