Orthogroup	PFLAV	APOSJ_ok
OG0002212	TCONS_00054062.p1	APOSJ_06555
OG0002212	TCONS_00029439.p1, TCONS_00029011.p1, TCONS_00029014.p1	APOSJ_43555, APOSJ_43556
OG0002213	TCONS_00010729.p1	APOSJ_06786, APOSJ_42872
OG0002216	TCONS_00028918.p1	APOSJ_11612, APOSJ_08112, APOSJ_11613, APOSJ_11614, APOSJ_39301, APOSJ_39300, APOSJ_45800, APOSJ_39302
OG0002217	TCONS_00016609.p1	APOSJ_23998, APOSJ_23999
OG0002218	TCONS_00028703.p1	APOSJ_24795, APOSJ_24796, APOSJ_24794, APOSJ_24793
OG0002219	TCONS_00017952.p1	APOSJ_44098, APOSJ_10672, APOSJ_44103, APOSJ_64168, APOSJ_44097, APOSJ_09772, APOSJ_64174, APOSJ_44101
OG0002221	TCONS_00051631.p1	APOSJ_30581, APOSJ_30582
OG0002222	TCONS_00051114.p1	APOSJ_10001
OG0002223	TCONS_00049010.p1	APOSJ_55874, APOSJ_55876, APOSJ_55873, APOSJ_55875
OG0002225	TCONS_00009830.p1	APOSJ_19485, APOSJ_19478, APOSJ_19480, APOSJ_19483, APOSJ_19484, APOSJ_19477, APOSJ_19479, APOSJ_19481
OG0002226	TCONS_00054518.p1	APOSJ_01862, APOSJ_01863
OG0002227	TCONS_00031331.p1	APOSJ_52616
OG0002228	TCONS_00013201.p1	APOSJ_00991, APOSJ_00172
OG0002229	TCONS_00006706.p1	APOSJ_17656, APOSJ_45678, APOSJ_17653, APOSJ_14342, APOSJ_11938, APOSJ_45680, APOSJ_45697, APOSJ_45700, APOSJ_45684, APOSJ_11939, APOSJ_18715, APOSJ_17659, APOSJ_45696, APOSJ_45701, APOSJ_45698, APOSJ_11940, APOSJ_17657, APOSJ_45699, APOSJ_17655, APOSJ_11941, APOSJ_18716, APOSJ_17654
OG0002230	TCONS_00036796.p1	APOSJ_39289, APOSJ_14884, APOSJ_23190, APOSJ_23191, APOSJ_39286
OG0002230	TCONS_00045471.p1, TCONS_00023786.p1, TCONS_00051178.p1, TCONS_00045676.p1, TCONS_00023363.p1	APOSJ_23691, APOSJ_10899
OG0002231	TCONS_00021204.p1, TCONS_00021281.p1, TCONS_00021859.p1, TCONS_00021288.p1, TCONS_00021282.p1, TCONS_00021301.p1, TCONS_00021280.p1, TCONS_00021283.p1	APOSJ_56096, APOSJ_56098
OG0002232	TCONS_00049393.p1	APOSJ_12170
OG0002233	TCONS_00046719.p1, TCONS_00045705.p1	APOSJ_00558
OG0002234	TCONS_00014124.p1	APOSJ_15221, APOSJ_15219, APOSJ_15220
OG0002235	TCONS_00026289.p1	APOSJ_27060, APOSJ_27059, APOSJ_44984, APOSJ_28112, APOSJ_27058, APOSJ_28114, APOSJ_44983, APOSJ_01744, APOSJ_25920
OG0002236	TCONS_00017143.p1	APOSJ_42597, APOSJ_42598, APOSJ_42602, APOSJ_42600, APOSJ_42601, APOSJ_42599
OG0002237	TCONS_00000299.p1	APOSJ_49927
OG0002238	TCONS_00001668.p1	APOSJ_62574, APOSJ_47586
OG0002238	TCONS_00028720.p1	APOSJ_28117, APOSJ_08102, APOSJ_19711, APOSJ_11398, APOSJ_04503, APOSJ_50862, APOSJ_50861, APOSJ_08101, APOSJ_50863
OG0002239	TCONS_00029057.p1	APOSJ_55654, APOSJ_55656, APOSJ_55661, APOSJ_55658
OG0002240	TCONS_00050321.p1, TCONS_00050336.p1	APOSJ_42565, APOSJ_29802, APOSJ_06745, APOSJ_56303
OG0002241	TCONS_00004764.p1	APOSJ_20961, APOSJ_57652, APOSJ_57651, APOSJ_57650
OG0002243	TCONS_00030813.p1	APOSJ_51191, APOSJ_51190, APOSJ_51189, APOSJ_51188
OG0002244	TCONS_00042618.p1	APOSJ_48093, APOSJ_42931
OG0002245	TCONS_00017353.p1, TCONS_00017373.p1, TCONS_00017375.p1	APOSJ_31857, APOSJ_31860, APOSJ_31859, APOSJ_47809, APOSJ_15904
OG0002246	TCONS_00029421.p1	APOSJ_08296, APOSJ_08297
OG0002248	TCONS_00030500.p1	APOSJ_19992, APOSJ_19989, APOSJ_19991, APOSJ_19990, APOSJ_19988, APOSJ_19993
OG0002249	TCONS_00052793.p1, TCONS_00053885.p1	APOSJ_54302, APOSJ_58406
OG0002251	TCONS_00026075.p1	APOSJ_38209, APOSJ_38208
OG0002252	TCONS_00014590.p1	APOSJ_23311, APOSJ_23312
OG0002253	TCONS_00009959.p1	APOSJ_53327, APOSJ_57513
OG0002255	TCONS_00009456.p1	APOSJ_60216
OG0002255	TCONS_00008291.p1	APOSJ_04013
OG0002256	TCONS_00024045.p1	APOSJ_30800, APOSJ_30803, APOSJ_30802, APOSJ_30799, APOSJ_30801
OG0002257	TCONS_00020278.p1	APOSJ_25733, APOSJ_25732, APOSJ_25735, APOSJ_25734
OG0002258	TCONS_00004999.p1	APOSJ_37150, APOSJ_37151, APOSJ_48926, APOSJ_48923, APOSJ_48925, APOSJ_48924, APOSJ_37538
OG0002259	TCONS_00006203.p1	APOSJ_49444, APOSJ_19611, APOSJ_49442, APOSJ_49440, APOSJ_49443, APOSJ_49445, APOSJ_49441, APOSJ_49439
OG0002260	TCONS_00010143.p1	APOSJ_24370, APOSJ_46715, APOSJ_46714, APOSJ_46713
OG0002261	TCONS_00013936.p1	APOSJ_61035
OG0002262	TCONS_00054929.p1	APOSJ_09911, APOSJ_09909
OG0002263	TCONS_00022686.p1	APOSJ_59018, APOSJ_09216, APOSJ_09218, APOSJ_59016, APOSJ_09215, APOSJ_09217, APOSJ_09214
OG0002264	TCONS_00000524.p1	APOSJ_22659, APOSJ_22657, APOSJ_22658, APOSJ_22656, APOSJ_08922, APOSJ_08924, APOSJ_08923, APOSJ_56966
OG0002265	TCONS_00045650.p1	APOSJ_19519, APOSJ_59864, APOSJ_19520, APOSJ_59863, APOSJ_06736, APOSJ_32442, APOSJ_59862, APOSJ_59865, APOSJ_19521, APOSJ_32427, APOSJ_19522, APOSJ_47716, APOSJ_59031, APOSJ_24487, APOSJ_24489
OG0002266	TCONS_00012478.p1	APOSJ_50835, APOSJ_48162, APOSJ_50839, APOSJ_50836, APOSJ_48163, APOSJ_50837
OG0002267	TCONS_00018583.p1, TCONS_00015111.p1	APOSJ_56392
OG0002268	TCONS_00056448.p1	APOSJ_13886, APOSJ_49288, APOSJ_13889, APOSJ_13879, APOSJ_31146, APOSJ_13882, APOSJ_31199, APOSJ_13878, APOSJ_33927
OG0002270	TCONS_00055223.p1	APOSJ_08724, APOSJ_08725, APOSJ_08723, APOSJ_08726
OG0002271	TCONS_00044049.p1	APOSJ_40815
OG0002272	TCONS_00015510.p1	APOSJ_41581, APOSJ_65236, APOSJ_65234, APOSJ_41580, APOSJ_41576, APOSJ_41579, APOSJ_41577, APOSJ_41583, APOSJ_41582, APOSJ_65235, APOSJ_41575, APOSJ_41578
OG0002274	TCONS_00005633.p1	APOSJ_53049, APOSJ_28411, APOSJ_28412, APOSJ_28413, APOSJ_28414
OG0002275	TCONS_00018355.p1	APOSJ_45935, APOSJ_45933
OG0002276	TCONS_00044539.p1	APOSJ_02667, APOSJ_37928
OG0002277	TCONS_00047447.p1	APOSJ_10628
OG0002278	TCONS_00012104.p1	APOSJ_37850
OG0002279	TCONS_00022560.p1	APOSJ_05574, APOSJ_41132
OG0002281	TCONS_00026389.p1	APOSJ_59848, APOSJ_59845, APOSJ_59846
OG0002282	TCONS_00015711.p1	APOSJ_05829, APOSJ_18182, APOSJ_05830, APOSJ_05827, APOSJ_05828
OG0002283	TCONS_00031429.p1	APOSJ_51005
OG0002284	TCONS_00020854.p1	APOSJ_29799, APOSJ_29801, APOSJ_29800, APOSJ_29798, APOSJ_62060, APOSJ_62059, APOSJ_62058, APOSJ_44644
OG0002285	TCONS_00027771.p1	APOSJ_51257, APOSJ_27787, APOSJ_02806, APOSJ_58543, APOSJ_27786, APOSJ_58490, APOSJ_02801, APOSJ_35810, APOSJ_20810, APOSJ_35818, APOSJ_02802, APOSJ_02805, APOSJ_27785, APOSJ_59001, APOSJ_58289, APOSJ_21832
OG0002286	TCONS_00014384.p1	APOSJ_31493, APOSJ_49912, APOSJ_64221, APOSJ_37669, APOSJ_56968, APOSJ_49911, APOSJ_37673, APOSJ_19173, APOSJ_25276, APOSJ_49908, APOSJ_37674, APOSJ_37668, APOSJ_25275, APOSJ_25279, APOSJ_19170, APOSJ_21234, APOSJ_25274, APOSJ_25280, APOSJ_25273, APOSJ_37671, APOSJ_49910, APOSJ_59596, APOSJ_03400, APOSJ_19181, APOSJ_37670, APOSJ_25278
OG0002287	TCONS_00008056.p1	APOSJ_29150
OG0002288	TCONS_00030208.p1	APOSJ_59817, APOSJ_12429, APOSJ_12432, APOSJ_12431, APOSJ_12425, APOSJ_59819, APOSJ_59820, APOSJ_52619, APOSJ_59818, APOSJ_12430
OG0002289	TCONS_00056098.p1, TCONS_00054885.p1	APOSJ_13520
OG0002291	TCONS_00054594.p1	APOSJ_51885, APOSJ_51907, APOSJ_27572, APOSJ_27569, APOSJ_27570
OG0002292	TCONS_00025703.p1	APOSJ_11259, APOSJ_11260
OG0002293	TCONS_00000166.p1	APOSJ_00433, APOSJ_00434
OG0002294	TCONS_00053250.p1	APOSJ_06354
OG0002295	TCONS_00029445.p1	APOSJ_43970
OG0002296	TCONS_00026903.p1	APOSJ_23796, APOSJ_23800, APOSJ_23799, APOSJ_53329, APOSJ_18701, APOSJ_23798, APOSJ_53314, APOSJ_06426, APOSJ_23802, APOSJ_18695, APOSJ_23804, APOSJ_18698, APOSJ_18696, APOSJ_23797, APOSJ_23803, APOSJ_36989, APOSJ_18699, APOSJ_18697, APOSJ_06427, APOSJ_06425, APOSJ_23801, APOSJ_06424, APOSJ_23805
OG0002309	TCONS_00035445.p1, TCONS_00004147.p1, TCONS_00024192.p1, TCONS_00032681.p1, TCONS_00000052.p1, TCONS_00016485.p1, TCONS_00035168.p1, TCONS_00018878.p1, TCONS_00045221.p1	APOSJ_18616, APOSJ_14412, APOSJ_23316
OG0002311	TCONS_00053391.p1, TCONS_00053394.p1	APOSJ_19068, APOSJ_11724, APOSJ_22609, APOSJ_37287, APOSJ_37288, APOSJ_19064, APOSJ_22612, APOSJ_19065, APOSJ_19069, APOSJ_22611, APOSJ_22607, APOSJ_19067, APOSJ_19071, APOSJ_22608, APOSJ_37289, APOSJ_22610, APOSJ_19066, APOSJ_19070, APOSJ_37290, APOSJ_41313, APOSJ_00168, APOSJ_19072
OG0002312	TCONS_00026434.p1	APOSJ_55381, APOSJ_52066, APOSJ_52067, APOSJ_52068
OG0002314	TCONS_00042852.p1	APOSJ_22949, APOSJ_22945, APOSJ_44750, APOSJ_22948, APOSJ_22947, APOSJ_22942
OG0002315	TCONS_00054580.p1, TCONS_00054577.p1	APOSJ_22901, APOSJ_41497, APOSJ_41496, APOSJ_41495, APOSJ_33040, APOSJ_37959, APOSJ_22904, APOSJ_23003
OG0002316	TCONS_00001203.p1	APOSJ_24883
OG0002317	TCONS_00012174.p1	APOSJ_11249
OG0002318	TCONS_00016156.p1	APOSJ_40113, APOSJ_40110, APOSJ_50571, APOSJ_40111
OG0002319	TCONS_00021816.p1	APOSJ_57975, APOSJ_22284, APOSJ_22254
OG0002320	TCONS_00040905.p1	APOSJ_10289, APOSJ_10291, APOSJ_10290
OG0002321	TCONS_00027515.p1	APOSJ_06004, APOSJ_15266, APOSJ_31636, APOSJ_31635, APOSJ_15235, APOSJ_37907, APOSJ_05999, APOSJ_31633, APOSJ_31634, APOSJ_11856, APOSJ_06000, APOSJ_06001, APOSJ_11855, APOSJ_31637, APOSJ_05997, APOSJ_31639, APOSJ_01324, APOSJ_06003, APOSJ_06002, APOSJ_15250, APOSJ_05998, APOSJ_15258
OG0002322	TCONS_00013261.p1	APOSJ_34778
OG0002323	TCONS_00018068.p1	APOSJ_62733, APOSJ_50292, APOSJ_62736
OG0002324	TCONS_00056780.p1	APOSJ_07129, APOSJ_44822
OG0002325	TCONS_00039418.p1	APOSJ_04063, APOSJ_04064
OG0002326	TCONS_00011828.p1	APOSJ_31024, APOSJ_31028, APOSJ_31027, APOSJ_63076, APOSJ_63071, APOSJ_31025, APOSJ_31026, APOSJ_31023
OG0002327	TCONS_00048456.p1	APOSJ_26562, APOSJ_26563
OG0002328	TCONS_00053183.p1, TCONS_00053184.p1	APOSJ_31479
OG0002329	TCONS_00008153.p1	APOSJ_60120, APOSJ_54600, APOSJ_54594, APOSJ_54593, APOSJ_54599, APOSJ_03160, APOSJ_60121
OG0002330	TCONS_00056438.p1	APOSJ_14318, APOSJ_14317
OG0002331	TCONS_00008912.p1	APOSJ_14971
OG0002332	TCONS_00030224.p1	APOSJ_33477
OG0002333	TCONS_00019342.p1	APOSJ_14033, APOSJ_04239, APOSJ_04238, APOSJ_14032, APOSJ_04234, APOSJ_14040, APOSJ_56194, APOSJ_04236, APOSJ_63951, APOSJ_14028, APOSJ_04240, APOSJ_04233, APOSJ_14031, APOSJ_14030, APOSJ_63952, APOSJ_14041, APOSJ_26339, APOSJ_14021, APOSJ_63950, APOSJ_04237, APOSJ_14024
OG0002334	TCONS_00020195.p1	APOSJ_46315, APOSJ_47603, APOSJ_39374, APOSJ_03412, APOSJ_39380, APOSJ_46318, APOSJ_39376, APOSJ_46317, APOSJ_39375, APOSJ_39379
OG0002335	TCONS_00003868.p1	APOSJ_52173, APOSJ_52172
OG0002336	TCONS_00020845.p1	APOSJ_63397
OG0002337	TCONS_00006322.p1	APOSJ_12001, APOSJ_13587
OG0002337	TCONS_00006323.p1	APOSJ_63000
OG0002338	TCONS_00052527.p1	APOSJ_42933, APOSJ_42930, APOSJ_42935, APOSJ_42934, APOSJ_54694, APOSJ_42932
OG0002339	TCONS_00026981.p1, TCONS_00014294.p1	APOSJ_53768
OG0002340	TCONS_00007178.p1	APOSJ_40147, APOSJ_50768, APOSJ_40149, APOSJ_40151, APOSJ_50767, APOSJ_40150, APOSJ_50758, APOSJ_40148
OG0002341	TCONS_00042785.p1, TCONS_00042784.p1	APOSJ_23660
OG0002342	TCONS_00018453.p1	APOSJ_37723
OG0002343	TCONS_00037477.p1	APOSJ_15184, APOSJ_15185, APOSJ_29865, APOSJ_15183
OG0002345	TCONS_00024484.p1	APOSJ_40233, APOSJ_61432, APOSJ_61431, APOSJ_61433, APOSJ_09289
OG0002346	TCONS_00036837.p1	APOSJ_29498, APOSJ_29497
OG0002347	TCONS_00025840.p1, TCONS_00024453.p1	APOSJ_09862
OG0002347	TCONS_00024455.p1, TCONS_00024456.p1	APOSJ_44020, APOSJ_44411
OG0002348	TCONS_00043603.p1, TCONS_00043631.p1	APOSJ_36746, APOSJ_48285, APOSJ_48286, APOSJ_48287
OG0002349	TCONS_00008121.p1	APOSJ_18451, APOSJ_18450
OG0002349	TCONS_00012939.p1	APOSJ_14405
OG0002350	TCONS_00016106.p1	APOSJ_49042, APOSJ_49041
OG0002351	TCONS_00029519.p1, TCONS_00029518.p1, TCONS_00029515.p1, TCONS_00029511.p1, TCONS_00029517.p1, TCONS_00029521.p1, TCONS_00029522.p1, TCONS_00029524.p1, TCONS_00029821.p1, TCONS_00046459.p1, TCONS_00029820.p1	APOSJ_48723, APOSJ_03015, APOSJ_14073, APOSJ_06041, APOSJ_14072, APOSJ_14071
OG0002352	TCONS_00013463.p1, TCONS_00031163.p1, TCONS_00030373.p1, TCONS_00008840.p1, TCONS_00008839.p1	APOSJ_64093, APOSJ_64092, APOSJ_13686, APOSJ_13688, APOSJ_13687, APOSJ_20378, APOSJ_20382, APOSJ_20379
OG0002353	TCONS_00023602.p1	APOSJ_28894, APOSJ_28893
OG0002354	TCONS_00009012.p1	APOSJ_04864, APOSJ_04863
OG0002354	TCONS_00007154.p1	APOSJ_27525, APOSJ_27523
OG0002355	TCONS_00042577.p1	APOSJ_20448, APOSJ_20447
OG0002356	TCONS_00023766.p1	APOSJ_54515
OG0002357	TCONS_00010931.p1, TCONS_00040377.p1	APOSJ_29235, APOSJ_52490, APOSJ_29237, APOSJ_29233, APOSJ_29232, APOSJ_29230, APOSJ_29236, APOSJ_29234
OG0002358	TCONS_00025352.p1, TCONS_00025353.p1, TCONS_00025346.p1	APOSJ_33320, APOSJ_33319
OG0002359	TCONS_00030335.p1, TCONS_00030343.p1, TCONS_00030342.p1, TCONS_00030334.p1	APOSJ_13589, APOSJ_02241, APOSJ_50264, APOSJ_15350, APOSJ_30825, APOSJ_62074, APOSJ_50263, APOSJ_30826
OG0002360	TCONS_00002723.p1	APOSJ_37236, APOSJ_14997, APOSJ_37233, APOSJ_37232, APOSJ_37231
OG0002361	TCONS_00010585.p1, TCONS_00010566.p1	APOSJ_02850, APOSJ_45157
OG0002362	TCONS_00027971.p1	APOSJ_08484, APOSJ_08485
OG0002363	TCONS_00013126.p1	APOSJ_08096, APOSJ_08095
OG0002364	TCONS_00009364.p1, TCONS_00009365.p1	APOSJ_12244, APOSJ_42230, APOSJ_12248, APOSJ_11979, APOSJ_38782, APOSJ_09468, APOSJ_09467
OG0002366	TCONS_00009306.p1	APOSJ_05676
OG0002367	TCONS_00028626.p1	APOSJ_64373, APOSJ_42132
OG0002368	TCONS_00011160.p1	APOSJ_48265, APOSJ_48263, APOSJ_48266, APOSJ_48267, APOSJ_48264
OG0002369	TCONS_00011196.p1	APOSJ_34403, APOSJ_06315, APOSJ_34402
OG0002370	TCONS_00012629.p1	APOSJ_54447, APOSJ_54451, APOSJ_54450, APOSJ_54449, APOSJ_01610, APOSJ_54452, APOSJ_54454, APOSJ_54448, APOSJ_54453
OG0002371	TCONS_00014361.p1, TCONS_00011477.p1	APOSJ_02284, APOSJ_02285
OG0002372	TCONS_00005388.p1	APOSJ_18471, APOSJ_18472, APOSJ_18470
OG0002372	TCONS_00026786.p1	APOSJ_28096, APOSJ_64775, APOSJ_44932
OG0002374	TCONS_00007577.p1	APOSJ_22863
OG0002375	TCONS_00019563.p1, TCONS_00019570.p1, TCONS_00019565.p1, TCONS_00019569.p1	APOSJ_60710, APOSJ_60709, APOSJ_60711, APOSJ_60714, APOSJ_60716, APOSJ_60715, APOSJ_60713, APOSJ_60712, APOSJ_59787, APOSJ_59786
OG0002376	TCONS_00011736.p1	APOSJ_33444, APOSJ_33446, APOSJ_33443, APOSJ_57483, APOSJ_33442, APOSJ_33445
OG0002377	TCONS_00010351.p1	APOSJ_49451, APOSJ_49453, APOSJ_07886, APOSJ_07888
OG0002378	TCONS_00023129.p1	APOSJ_14057, APOSJ_14061
OG0002379	TCONS_00021268.p1	APOSJ_53283, APOSJ_53284
OG0002380	TCONS_00029925.p1	APOSJ_23677, APOSJ_23678, APOSJ_23676, APOSJ_23679
OG0002395	TCONS_00052552.p1	APOSJ_41593, APOSJ_41592
OG0002396	TCONS_00011493.p1	APOSJ_08474, APOSJ_08473
OG0002397	TCONS_00044389.p1, TCONS_00031360.p1, TCONS_00041839.p1	APOSJ_49845
OG0002397	TCONS_00034332.p1, TCONS_00053358.p1, TCONS_00004564.p1, TCONS_00030686.p1, TCONS_00035998.p1, TCONS_00044215.p1, TCONS_00035946.p1	APOSJ_41200, APOSJ_41202, APOSJ_54859, APOSJ_20628, APOSJ_39086, APOSJ_28762
OG0002398	TCONS_00042725.p1	APOSJ_26663, APOSJ_26662
OG0002399	TCONS_00018322.p1	APOSJ_51020
OG0002400	TCONS_00047626.p1	APOSJ_15533, APOSJ_15534, APOSJ_15532, APOSJ_15535
OG0002401	TCONS_00043742.p1	APOSJ_63288
OG0002402	TCONS_00036943.p1, TCONS_00036940.p1, TCONS_00036945.p1, TCONS_00036946.p1, TCONS_00038093.p1	APOSJ_26768, APOSJ_04299, APOSJ_04296, APOSJ_04297, APOSJ_04300, APOSJ_04298, APOSJ_64172, APOSJ_04301
OG0002403	TCONS_00022487.p1	APOSJ_29450, APOSJ_49976, APOSJ_62467, APOSJ_49978, APOSJ_09694, APOSJ_49973, APOSJ_09695, APOSJ_49974, APOSJ_49977, APOSJ_09698, APOSJ_62469, APOSJ_49972, APOSJ_62468, APOSJ_27194, APOSJ_15685, APOSJ_09697, APOSJ_49975, APOSJ_39561, APOSJ_25583, APOSJ_49980, APOSJ_62466, APOSJ_09696, APOSJ_39547, APOSJ_27191
OG0002404	TCONS_00052498.p1	APOSJ_58159, APOSJ_10395, APOSJ_05300, APOSJ_05298, APOSJ_10394, APOSJ_10396, APOSJ_01349, APOSJ_05299, APOSJ_40878, APOSJ_05293, APOSJ_05301, APOSJ_05297
OG0002406	TCONS_00050817.p1	APOSJ_64758, APOSJ_64760
OG0002407	TCONS_00030158.p1	APOSJ_08648, APOSJ_22087, APOSJ_08654, APOSJ_08647
OG0002408	TCONS_00008145.p1	APOSJ_39742, APOSJ_39740, APOSJ_39741, APOSJ_39743
OG0002410	TCONS_00046159.p1, TCONS_00046151.p1	APOSJ_48448
OG0002411	TCONS_00056393.p1	APOSJ_47231, APOSJ_47234, APOSJ_47239, APOSJ_47232, APOSJ_47235, APOSJ_47237, APOSJ_47236, APOSJ_18139, APOSJ_18138, APOSJ_47240, APOSJ_47238
OG0002412	TCONS_00026364.p1, TCONS_00026349.p1, TCONS_00026360.p1, TCONS_00026362.p1, TCONS_00054369.p1, TCONS_00040476.p1, TCONS_00001862.p1	APOSJ_59797
OG0002413	TCONS_00054299.p1	APOSJ_58317
OG0002413	TCONS_00040471.p2	APOSJ_19819
OG0002414	TCONS_00017193.p1	APOSJ_44310, APOSJ_44309
OG0002415	TCONS_00030241.p1	APOSJ_00024, APOSJ_43754, APOSJ_50049, APOSJ_50046, APOSJ_50047, APOSJ_50048, APOSJ_15038, APOSJ_15039
OG0002416	TCONS_00001817.p1	APOSJ_39417, APOSJ_39415, APOSJ_39414, APOSJ_39416, APOSJ_46491, APOSJ_39418
OG0002418	TCONS_00052229.p1	APOSJ_56139, APOSJ_56141, APOSJ_56140
OG0002419	TCONS_00012748.p1	APOSJ_60312, APOSJ_60313, APOSJ_60314
OG0002420	TCONS_00003472.p1	APOSJ_27467, APOSJ_25152
OG0002421	TCONS_00029462.p1	APOSJ_38501, APOSJ_38502
OG0002422	TCONS_00002027.p1	APOSJ_18666
OG0002423	TCONS_00003797.p1, TCONS_00003822.p1	APOSJ_53191, APOSJ_61870, APOSJ_61869, APOSJ_53189
OG0002423	TCONS_00003823.p1	APOSJ_61871
OG0002424	TCONS_00027023.p1	APOSJ_08861, APOSJ_08860, APOSJ_56522, APOSJ_08866, APOSJ_08863, APOSJ_08864, APOSJ_08862, APOSJ_08865, APOSJ_52791, APOSJ_56530
OG0002426	TCONS_00014321.p1	APOSJ_17085
OG0002427	TCONS_00024876.p1, TCONS_00024852.p1	APOSJ_48738
OG0002428	TCONS_00033176.p1	APOSJ_26346, APOSJ_57585, APOSJ_57586, APOSJ_20486, APOSJ_32549, APOSJ_32546, APOSJ_26348, APOSJ_26349, APOSJ_36708, APOSJ_20481, APOSJ_29085, APOSJ_42340, APOSJ_32545, APOSJ_64207, APOSJ_20482, APOSJ_29438
OG0002429	TCONS_00007109.p1	APOSJ_24229
OG0002432	TCONS_00043661.p1	APOSJ_64892, APOSJ_64893, APOSJ_64891
OG0002433	TCONS_00012775.p1	APOSJ_41004, APOSJ_41005, APOSJ_41008, APOSJ_41003, APOSJ_41007, APOSJ_41006, APOSJ_41010, APOSJ_41009
OG0002434	TCONS_00055848.p1	APOSJ_51439, APOSJ_52716, APOSJ_51567, APOSJ_61498, APOSJ_51438, APOSJ_51578, APOSJ_61497, APOSJ_51569, APOSJ_61496, APOSJ_51441, APOSJ_51437, APOSJ_51568
OG0002435	TCONS_00053680.p1	APOSJ_63528, APOSJ_30637, APOSJ_30638, APOSJ_30633, APOSJ_30627, APOSJ_63527, APOSJ_61135, APOSJ_30636, APOSJ_30628
OG0002436	TCONS_00004761.p1	APOSJ_18295
OG0002437	TCONS_00015963.p1	APOSJ_16035, APOSJ_61330, APOSJ_14905, APOSJ_16031, APOSJ_61332, APOSJ_01593, APOSJ_16033, APOSJ_16034, APOSJ_16032, APOSJ_16036
OG0002438	TCONS_00057283.p1	APOSJ_58277
OG0002439	TCONS_00036465.p1	APOSJ_48496, APOSJ_50855, APOSJ_50856, APOSJ_48499, APOSJ_48495, APOSJ_43047, APOSJ_50857, APOSJ_48498, APOSJ_48497, APOSJ_07732, APOSJ_07731
OG0002440	TCONS_00022295.p1, TCONS_00054214.p1	APOSJ_59417, APOSJ_59429
OG0002441	TCONS_00002029.p1	APOSJ_63235, APOSJ_37619
OG0002442	TCONS_00008462.p1	APOSJ_60666, APOSJ_08135
OG0002443	TCONS_00048568.p1	APOSJ_23434, APOSJ_14134, APOSJ_14133, APOSJ_14128, APOSJ_14127, APOSJ_14131, APOSJ_14129, APOSJ_14130
OG0002444	TCONS_00055415.p1	APOSJ_52502, APOSJ_52503
OG0002444	TCONS_00010204.p1	APOSJ_06500
OG0002445	TCONS_00000749.p1	APOSJ_35777, APOSJ_23633, APOSJ_34729, APOSJ_37662, APOSJ_14160, APOSJ_37657, APOSJ_23631, APOSJ_19491, APOSJ_37665, APOSJ_37661, APOSJ_37667, APOSJ_14165, APOSJ_14161, APOSJ_14159, APOSJ_19489, APOSJ_14162, APOSJ_14164, APOSJ_58324, APOSJ_37664, APOSJ_19488, APOSJ_37663, APOSJ_37666, APOSJ_37656, APOSJ_19486, APOSJ_14163
OG0002446	TCONS_00013566.p1	APOSJ_47649
OG0002447	TCONS_00043698.p1	APOSJ_28710, APOSJ_28709, APOSJ_28711
OG0002448	TCONS_00031004.p1	APOSJ_15187, APOSJ_15188, APOSJ_15189, APOSJ_52207, APOSJ_56122
OG0002449	TCONS_00009909.p1	APOSJ_38589, APOSJ_38590
OG0002450	TCONS_00029123.p1, TCONS_00029128.p1	APOSJ_34234, APOSJ_15550
OG0002451	TCONS_00049726.p1	APOSJ_56994
OG0002452	TCONS_00019286.p1	APOSJ_46005, APOSJ_46006
OG0002453	TCONS_00034175.p1	APOSJ_40651, APOSJ_31343, APOSJ_54262, APOSJ_23892, APOSJ_55455, APOSJ_31337, APOSJ_45762, APOSJ_06518, APOSJ_49759, APOSJ_54263, APOSJ_19438, APOSJ_06517
OG0002454	TCONS_00004815.p1	APOSJ_51370, APOSJ_51375, APOSJ_51377, APOSJ_51373, APOSJ_51372, APOSJ_51374, APOSJ_51371
OG0002456	TCONS_00003612.p1	APOSJ_16131, APOSJ_36238
OG0002459	TCONS_00021117.p1, TCONS_00017711.p1, TCONS_00017706.p1	APOSJ_08292, APOSJ_08291
OG0002461	TCONS_00042535.p1	APOSJ_08997
OG0002476	TCONS_00004020.p1	APOSJ_31340, APOSJ_59656
OG0002476	TCONS_00008371.p1	APOSJ_20187, APOSJ_65314
OG0002478	TCONS_00026683.p1	APOSJ_04596, APOSJ_04594, APOSJ_04595
OG0002479	TCONS_00005104.p1	APOSJ_51339, APOSJ_51341, APOSJ_51340, APOSJ_51338, APOSJ_51335, APOSJ_51342
OG0002480	TCONS_00010201.p2, TCONS_00010202.p1, TCONS_00029227.p1	APOSJ_05982, APOSJ_05987, APOSJ_05988, APOSJ_05980, APOSJ_05981, APOSJ_05983, APOSJ_05984, APOSJ_05985, APOSJ_05986
OG0002482	TCONS_00006443.p1	APOSJ_59823, APOSJ_59822
OG0002484	TCONS_00026141.p1	APOSJ_36964, APOSJ_36962, APOSJ_36965, APOSJ_36961, APOSJ_61300, APOSJ_54784
OG0002486	TCONS_00002955.p1	APOSJ_03153
OG0002487	TCONS_00009739.p1	APOSJ_16496, APOSJ_16495
OG0002489	TCONS_00026979.p1	APOSJ_07228, APOSJ_43667, APOSJ_43665, APOSJ_43666, APOSJ_43664
