Orthogroup	PFLAV	STRPU_ok
OG0004032	TCONS_00021570.p1	STRPU_06807
OG0004033	TCONS_00011608.p1	STRPU_21510
OG0004035	TCONS_00009453.p1	STRPU_25661
OG0004036	TCONS_00000983.p1	STRPU_17564, STRPU_17586
OG0004037	TCONS_00021625.p1	STRPU_06495
OG0004038	TCONS_00021437.p1	STRPU_06801
OG0004039	TCONS_00000136.p1	STRPU_16999
OG0004040	TCONS_00043725.p1	STRPU_05771
OG0004041	TCONS_00010859.p1	STRPU_21042
OG0004042	TCONS_00056008.p1	STRPU_16694, STRPU_16667
OG0004043	TCONS_00000189.p1	STRPU_18032
OG0004044	TCONS_00018088.p1	STRPU_24535
OG0004045	TCONS_00027157.p1	STRPU_09829
OG0004046	TCONS_00005077.p1	STRPU_14361
OG0004047	TCONS_00014227.p1	STRPU_08496
OG0004048	TCONS_00027634.p1	STRPU_10205
OG0004049	TCONS_00013382.p1, TCONS_00000116.p1	STRPU_17384
OG0004050	TCONS_00047585.p1	STRPU_22597
OG0004051	TCONS_00031884.p1	STRPU_22150
OG0004052	TCONS_00031689.p1, TCONS_00031687.p1	STRPU_23378
OG0004053	TCONS_00029652.p1	STRPU_26759, STRPU_26744
OG0004054	TCONS_00011874.p1	STRPU_20700
OG0004055	TCONS_00001281.p1	STRPU_08814
OG0004056	TCONS_00019098.p1	STRPU_23719
OG0004057	TCONS_00036725.p1	STRPU_11804
OG0004058	TCONS_00028769.p1	STRPU_26518
OG0004059	TCONS_00011709.p1	STRPU_21348
OG0004060	TCONS_00056984.p1	STRPU_13836
OG0004062	TCONS_00026505.p1	STRPU_09567
OG0004063	TCONS_00010646.p1	STRPU_17709
OG0004064	TCONS_00003929.p1	STRPU_24939
OG0004065	TCONS_00051172.p1	STRPU_11423
OG0004066	TCONS_00015438.p1	STRPU_19652, STRPU_19669
OG0004066	TCONS_00015412.p1	STRPU_19819, STRPU_19815
OG0004067	TCONS_00022596.p1	STRPU_06102
OG0004068	TCONS_00001314.p1	STRPU_17877
OG0004069	TCONS_00033132.p1	STRPU_23907
OG0004070	TCONS_00026262.p1	STRPU_08271
OG0004071	TCONS_00015780.p1	STRPU_20340
OG0004072	TCONS_00056622.p1	STRPU_14126, STRPU_14112
OG0004073	TCONS_00037125.p1	STRPU_11758
OG0004074	TCONS_00046185.p1	STRPU_07232, STRPU_07258
OG0004075	TCONS_00014149.p1, TCONS_00012736.p1, TCONS_00014145.p1, TCONS_00014147.p1	STRPU_13427, STRPU_13424, STRPU_13422, STRPU_13420
OG0004076	TCONS_00045999.p1	STRPU_00594, STRPU_07563
OG0004077	TCONS_00016077.p1	STRPU_19390
OG0004078	TCONS_00026775.p1	STRPU_09343
OG0004079	TCONS_00043865.p1	STRPU_05743
OG0004080	TCONS_00057069.p1	STRPU_13277
OG0004081	TCONS_00021321.p1	STRPU_06127
OG0004082	TCONS_00017035.p1	STRPU_24384
OG0004083	TCONS_00003483.p1	STRPU_21744, STRPU_21680
OG0004084	TCONS_00046143.p1	STRPU_07666, STRPU_18901
OG0004085	TCONS_00022909.p1	STRPU_06109
OG0004086	TCONS_00010739.p1, TCONS_00010740.p1	STRPU_21572, STRPU_00282
OG0004087	TCONS_00033020.p1	STRPU_23491
OG0004088	TCONS_00054049.p1	STRPU_18617
OG0004089	TCONS_00052009.p1	STRPU_00370, STRPU_11032
OG0004090	TCONS_00003003.p1	STRPU_24163
OG0004091	TCONS_00053676.p1	STRPU_19319
OG0004092	TCONS_00056687.p1	STRPU_13303
OG0004093	TCONS_00025996.p1	STRPU_09708, STRPU_09752
OG0004094	TCONS_00015342.p1	STRPU_20262
OG0004095	TCONS_00030160.p1, TCONS_00030161.p1	STRPU_12681, STRPU_12680
OG0004096	TCONS_00015008.p1	STRPU_20338
OG0004097	TCONS_00055161.p1	STRPU_11558
OG0004098	TCONS_00053174.p1	STRPU_18328, STRPU_01120
OG0004099	TCONS_00014574.p1	STRPU_08317
OG0004100	TCONS_00048183.p1, TCONS_00049141.p1, TCONS_00049138.p1	STRPU_23805
OG0004101	TCONS_00002991.p1, TCONS_00003971.p1	STRPU_24073
OG0004102	TCONS_00027001.p1	STRPU_09962, STRPU_09983
OG0004103	TCONS_00017398.p1, TCONS_00016551.p1	STRPU_24486, STRPU_24316
OG0004104	TCONS_00029688.p1	STRPU_26985
OG0004105	TCONS_00017260.p1	STRPU_24009
OG0004106	TCONS_00051399.p1	STRPU_11447
OG0004107	TCONS_00040485.p1, TCONS_00039514.p1	STRPU_03930
OG0004109	TCONS_00017055.p1, TCONS_00049302.p1, TCONS_00047991.p1, TCONS_00047989.p1, TCONS_00057007.p1	STRPU_07017
OG0004110	TCONS_00034163.p1	STRPU_02810
OG0004111	TCONS_00046120.p1	STRPU_07781, STRPU_07758
OG0004112	TCONS_00028015.p1	STRPU_27383
OG0004114	TCONS_00010503.p1	STRPU_20826
OG0004115	TCONS_00052002.p1	STRPU_00175
OG0004116	TCONS_00040373.p1	STRPU_03821, STRPU_03835
OG0004117	TCONS_00056306.p1, TCONS_00056337.p1	STRPU_16567
OG0004118	TCONS_00047218.p1	STRPU_01975, STRPU_22816
OG0004119	TCONS_00007586.p1	STRPU_25283
OG0004121	TCONS_00052021.p1	STRPU_10753
OG0004122	TCONS_00014777.p1	STRPU_20119, STRPU_20098
OG0004123	TCONS_00016895.p1	STRPU_24495
OG0004124	TCONS_00045725.p1	STRPU_07572
OG0004125	TCONS_00014192.p1	STRPU_08132
OG0004126	TCONS_00035236.p1	STRPU_03872
OG0004127	TCONS_00046753.p1, TCONS_00045678.p1	STRPU_00575, STRPU_07543
OG0004128	TCONS_00010534.p1	STRPU_22275
OG0004129	TCONS_00047443.p1, TCONS_00047441.p1	STRPU_22276
OG0004130	TCONS_00056956.p1, TCONS_00056957.p1, TCONS_00015571.p1	STRPU_16002
OG0004131	TCONS_00006407.p1	STRPU_14462, STRPU_14463
OG0004132	TCONS_00008475.p1	STRPU_26195
OG0004133	TCONS_00022682.p1	STRPU_07007
OG0004134	TCONS_00027849.p1	STRPU_10399
OG0004135	TCONS_00012853.p1	STRPU_00976, STRPU_08840
OG0004136	TCONS_00054339.p1	STRPU_18932
OG0004137	TCONS_00028615.p1	STRPU_26642
OG0004138	TCONS_00002355.p1	STRPU_17076
OG0004139	TCONS_00052838.p1	STRPU_18649
OG0004140	TCONS_00021889.p1	STRPU_25703, STRPU_25684
OG0004141	TCONS_00047537.p1	STRPU_22323, STRPU_22305
OG0004142	TCONS_00047653.p1	STRPU_22286
OG0004143	TCONS_00028951.p1	STRPU_27285
OG0004144	TCONS_00056033.p1	STRPU_13998
OG0004145	TCONS_00011650.p1	STRPU_21032
OG0004146	TCONS_00004825.p1	STRPU_14257
OG0004147	TCONS_00035866.p1, TCONS_00035865.p1, TCONS_00041247.p1	STRPU_22168, STRPU_22175
OG0004148	TCONS_00055720.p1, TCONS_00055711.p1	STRPU_13669, STRPU_02401
OG0004149	TCONS_00021572.p1	STRPU_06926, STRPU_06908
OG0004150	TCONS_00056906.p1	STRPU_17897
OG0004151	TCONS_00009331.p1	STRPU_25469
OG0004153	TCONS_00030135.p1	STRPU_04733, STRPU_04726
OG0004154	TCONS_00033373.p1, TCONS_00038771.p1, TCONS_00020814.p1	STRPU_23784
OG0004156	TCONS_00047632.p1	STRPU_23130
OG0004158	TCONS_00004246.p1	STRPU_24023, STRPU_02639
OG0004159	TCONS_00011596.p1	STRPU_21251
OG0004160	TCONS_00052968.p1	STRPU_19074
OG0004161	TCONS_00017748.p1	STRPU_24354
OG0004162	TCONS_00013138.p1	STRPU_08075
OG0004163	TCONS_00022983.p1	STRPU_12646
OG0004164	TCONS_00030925.p1	STRPU_04686
OG0004166	TCONS_00027695.p1	STRPU_09733, STRPU_09689
OG0004167	TCONS_00003611.p1	STRPU_21156, STRPU_21164
OG0004168	TCONS_00006436.p1	STRPU_14329
OG0004169	TCONS_00014455.p1	STRPU_08900, STRPU_00919
OG0004170	TCONS_00023955.p1	STRPU_12942, STRPU_12955
OG0004171	TCONS_00056085.p1	STRPU_16148
OG0004172	TCONS_00044672.p1, TCONS_00054816.p1, TCONS_00031553.p1, TCONS_00006933.p1, TCONS_00030647.p1	STRPU_25249, STRPU_09051, STRPU_25339
OG0004174	TCONS_00054641.p1	STRPU_18461, STRPU_18420
OG0004175	TCONS_00054534.p1	STRPU_18679
OG0004176	TCONS_00042674.p1	STRPU_05147, STRPU_05071
OG0004178	TCONS_00049594.p1	STRPU_23007, STRPU_00881
OG0004179	TCONS_00014009.p1	STRPU_08384
OG0004180	TCONS_00055453.p1	STRPU_14125, STRPU_14113
OG0004181	TCONS_00042164.p1	STRPU_05420, STRPU_05421
OG0004182	TCONS_00002134.p1	STRPU_17424
OG0004183	TCONS_00016676.p1	STRPU_20295
OG0004184	TCONS_00024172.p1, TCONS_00004485.p1, TCONS_00011629.p1, TCONS_00011628.p1	STRPU_08996
OG0004185	TCONS_00056970.p1	STRPU_15635
OG0004186	TCONS_00010700.p1	STRPU_21395
OG0004187	TCONS_00007370.p1	STRPU_26055
OG0004188	TCONS_00012181.p1	STRPU_16239, STRPU_16200, STRPU_10934
OG0004189	TCONS_00006565.p1	STRPU_15403
OG0004190	TCONS_00013159.p1	STRPU_08808
OG0004197	TCONS_00003015.p1, TCONS_00002767.p1	STRPU_24927, STRPU_24926, STRPU_24925
OG0004214	TCONS_00018221.p1	STRPU_24335
OG0004215	TCONS_00006088.p1	STRPU_14765, STRPU_02559
OG0004216	TCONS_00008492.p1	STRPU_26208
OG0004217	TCONS_00044057.p1	STRPU_04965
OG0004218	TCONS_00005905.p1	STRPU_14308
OG0004219	TCONS_00003548.p1	STRPU_24948
OG0004220	TCONS_00028351.p1	STRPU_26863
OG0004222	TCONS_00011581.p1	STRPU_21148
OG0004223	TCONS_00017775.p1	STRPU_24406
OG0004224	TCONS_00009043.p1	STRPU_09941, STRPU_23925, STRPU_23898
OG0004226	TCONS_00055877.p1	STRPU_13717
OG0004227	TCONS_00050548.p1	STRPU_11362
OG0004229	TCONS_00030138.p1	STRPU_04722
OG0004230	TCONS_00034979.p1	STRPU_03309
OG0004231	TCONS_00028285.p1	STRPU_26733
OG0004232	TCONS_00026176.p1	STRPU_10212
OG0004233	TCONS_00051973.p1	STRPU_11044, STRPU_00382
OG0004234	TCONS_00051720.p1	STRPU_11065
OG0004235	TCONS_00013753.p1	STRPU_02171, STRPU_09204
OG0004236	TCONS_00011164.p1	STRPU_20693
OG0004237	TCONS_00043031.p1	STRPU_05856
OG0004238	TCONS_00017533.p1	STRPU_24793
OG0004239	TCONS_00015454.p1	STRPU_20308
OG0004240	TCONS_00010412.p1	STRPU_20696
OG0004241	TCONS_00021571.p1	STRPU_06100
OG0004243	TCONS_00003869.p1	STRPU_25021
OG0004244	TCONS_00049222.p1	STRPU_22838
OG0004245	TCONS_00027399.p1	STRPU_09672
OG0004246	TCONS_00038726.p1	STRPU_22152
OG0004247	TCONS_00039976.p1	STRPU_03726
OG0004248	TCONS_00051504.p1	STRPU_11280, STRPU_11242, STRPU_11281
OG0004249	TCONS_00042977.p1	STRPU_05688
OG0004250	TCONS_00011396.p1	STRPU_20579
OG0004251	TCONS_00015519.p1	STRPU_01202, STRPU_19972, STRPU_19973
OG0004252	TCONS_00014324.p1	STRPU_06470, STRPU_06473
OG0004253	TCONS_00004772.p1	STRPU_14726
OG0004254	TCONS_00031008.p1	STRPU_04154
OG0004255	TCONS_00050637.p1	STRPU_11353
OG0004257	TCONS_00006703.p1	STRPU_15432
OG0004258	TCONS_00033470.p1	STRPU_05921
OG0004259	TCONS_00029720.p1	STRPU_27359
OG0004260	TCONS_00019536.p1	STRPU_22106
OG0004261	TCONS_00008123.p1	STRPU_25985
OG0004262	TCONS_00010239.p1	STRPU_21542
OG0004263	TCONS_00009010.p1	STRPU_13850
OG0004264	TCONS_00030917.p1, TCONS_00030324.p1	STRPU_04270
OG0004265	TCONS_00016664.p1	STRPU_26380
OG0004266	TCONS_00006074.p1	STRPU_15217, STRPU_15164, STRPU_15165
OG0004267	TCONS_00038037.p1	STRPU_12036
OG0004268	TCONS_00007056.p1	STRPU_04469
OG0004269	TCONS_00026954.p1	STRPU_09466
OG0004270	TCONS_00028204.p1	STRPU_27064
OG0004271	TCONS_00049721.p1	STRPU_21998
OG0004272	TCONS_00029044.p1	STRPU_26435
OG0004273	TCONS_00014095.p1	STRPU_08464
OG0004274	TCONS_00007037.p1	STRPU_25495
OG0004275	TCONS_00056700.p1	STRPU_16562, STRPU_16544
OG0004276	TCONS_00008374.p1	STRPU_25263
OG0004277	TCONS_00000888.p1	STRPU_17561, STRPU_17589
OG0004278	TCONS_00029791.p1	STRPU_26571
OG0004279	TCONS_00016684.p1	STRPU_19399
OG0004280	TCONS_00054869.p1, TCONS_00054870.p1	STRPU_16617
OG0004281	TCONS_00041054.p1	STRPU_03363
OG0004282	TCONS_00018461.p1	STRPU_24365
OG0004283	TCONS_00041873.p1	STRPU_05367
OG0004284	TCONS_00026190.p1	STRPU_10181
OG0004285	TCONS_00027256.p1	STRPU_09806
OG0004286	TCONS_00055502.p1	STRPU_16779, STRPU_01753, STRPU_16776, STRPU_16778
OG0004287	TCONS_00003481.p1	STRPU_20550
OG0004288	TCONS_00007996.p1, TCONS_00008003.p1, TCONS_00008014.p1	STRPU_25897
OG0004289	TCONS_00016007.p1, TCONS_00010551.p1	STRPU_20972
OG0004290	TCONS_00008678.p1	STRPU_25362
OG0004291	TCONS_00003534.p1	STRPU_21078
OG0004292	TCONS_00053583.p1	STRPU_18201
OG0004294	TCONS_00036435.p1	STRPU_11546
OG0004295	TCONS_00052529.p1	STRPU_18784
OG0004296	TCONS_00031140.p1, TCONS_00030352.p1	STRPU_04115
OG0004297	TCONS_00014818.p1	STRPU_20036
OG0004298	TCONS_00042080.p1	STRPU_00904, STRPU_23030
OG0004299	TCONS_00042365.p1	STRPU_05475
OG0004300	TCONS_00049637.p1	STRPU_21999
OG0004301	TCONS_00006202.p1	STRPU_02519, STRPU_15137
OG0004302	TCONS_00005132.p1	STRPU_14723
OG0004303	TCONS_00021470.p1	STRPU_06629
OG0004304	TCONS_00027443.p1	STRPU_10222
OG0004305	TCONS_00050049.p1	STRPU_10897, STRPU_10895
OG0004306	TCONS_00046568.p1, TCONS_00046595.p1	STRPU_00569, STRPU_07534
OG0004307	TCONS_00013730.p1	STRPU_08356
OG0004308	TCONS_00000991.p1	STRPU_17528
OG0004309	TCONS_00050069.p1	STRPU_11289
OG0004310	TCONS_00020243.p1	STRPU_22930
OG0004311	TCONS_00028757.p1, TCONS_00031451.p1	STRPU_26858
OG0004312	TCONS_00007473.p1	STRPU_26183
OG0004313	TCONS_00004961.p1	STRPU_14247
OG0004314	TCONS_00036594.p1	STRPU_19410
OG0004315	TCONS_00027429.p1	STRPU_09779
OG0004316	TCONS_00056268.p1	STRPU_16713
OG0004317	TCONS_00006086.p1	STRPU_14184
OG0004318	TCONS_00013963.p1	STRPU_08553
OG0004319	TCONS_00037979.p1	STRPU_11528
OG0004320	TCONS_00021981.p1	STRPU_06054
OG0004321	TCONS_00030172.p1, TCONS_00030173.p1, TCONS_00030174.p1	STRPU_04553
OG0004322	TCONS_00046365.p1	STRPU_07127
OG0004323	TCONS_00001109.p1	STRPU_17059, STRPU_17055
OG0004324	TCONS_00018780.p1, TCONS_00045901.p1	STRPU_24904
OG0004325	TCONS_00031356.p1	STRPU_13245
OG0004327	TCONS_00042591.p1, TCONS_00018157.p1	STRPU_24331
OG0004327	TCONS_00042608.p1	STRPU_05772
OG0004328	TCONS_00018012.p1	STRPU_24297
OG0004329	TCONS_00027303.p1, TCONS_00049136.p1, TCONS_00049140.p1, TCONS_00027302.p1	STRPU_09615
OG0004330	TCONS_00003506.p1	STRPU_21871
OG0004331	TCONS_00009918.p1	STRPU_21658, STRPU_21723
OG0004332	TCONS_00035313.p1	STRPU_03284, STRPU_03249
OG0004333	TCONS_00018561.p1	STRPU_24897
OG0004334	TCONS_00053191.p1	STRPU_18166, STRPU_18150
OG0004335	TCONS_00043984.p1	STRPU_05371
OG0004336	TCONS_00019643.p1	STRPU_25732
OG0004337	TCONS_00027011.p1	STRPU_09403, STRPU_01558, STRPU_01556, STRPU_09401, STRPU_09400
OG0004338	TCONS_00043688.p1	STRPU_05398
OG0004339	TCONS_00006942.p1, TCONS_00006919.p1	STRPU_14320
OG0004340	TCONS_00013299.p1, TCONS_00013280.p1	STRPU_08486
OG0004341	TCONS_00013791.p1	STRPU_02059, STRPU_09086
OG0004342	TCONS_00042945.p1	STRPU_05762
OG0004343	TCONS_00027115.p1	STRPU_05384
OG0004344	TCONS_00019121.p1	STRPU_22062
OG0004345	TCONS_00015773.p1	STRPU_19863, STRPU_19890
OG0004346	TCONS_00023609.p1, TCONS_00023561.p1, TCONS_00056584.p1, TCONS_00056581.p1	STRPU_16739, STRPU_01711, STRPU_15791, STRPU_15792, STRPU_16173, STRPU_02651
OG0004347	TCONS_00006658.p1	STRPU_02516, STRPU_15134
OG0004348	TCONS_00021863.p1	STRPU_06508
OG0004349	TCONS_00048999.p1	STRPU_23509
OG0004350	TCONS_00002092.p1	STRPU_16900
OG0004351	TCONS_00052162.p1, TCONS_00052151.p1, TCONS_00052150.p1	STRPU_10892
OG0004352	TCONS_00050845.p1	STRPU_10734
OG0004353	TCONS_00050632.p1, TCONS_00050634.p1	STRPU_10473
OG0004354	TCONS_00041077.p1	STRPU_03448
OG0004355	TCONS_00017323.p1	STRPU_24976
OG0004358	TCONS_00048777.p1, TCONS_00048787.p1	STRPU_23362
OG0004359	TCONS_00048643.p1	STRPU_23834, STRPU_23872
OG0004360	TCONS_00004058.p1	STRPU_24625
OG0004361	TCONS_00015708.p1	STRPU_12471
OG0004362	TCONS_00027451.p1	STRPU_01645, STRPU_11982
OG0004363	TCONS_00030407.p1	STRPU_03832, STRPU_04504
OG0004364	TCONS_00009654.p1	STRPU_21818
OG0004365	TCONS_00033008.p1, TCONS_00033521.p1	STRPU_21985
OG0004366	TCONS_00008682.p1	STRPU_25733
OG0004367	TCONS_00010541.p1	STRPU_21494, STRPU_21485
OG0004368	TCONS_00015256.p1	STRPU_19467
OG0004369	TCONS_00015110.p1	STRPU_19645, STRPU_19675
OG0004370	TCONS_00021476.p1	STRPU_06731
OG0004372	TCONS_00054481.p1	STRPU_18917, STRPU_18878, STRPU_18916
OG0004373	TCONS_00053379.p1	STRPU_18651
OG0004374	TCONS_00005113.p1	STRPU_14956, STRPU_14987
OG0004375	TCONS_00033009.p1, TCONS_00033519.p1	STRPU_21903
OG0004376	TCONS_00006571.p1	STRPU_14838
OG0004377	TCONS_00056907.p1	STRPU_13587, STRPU_01605
OG0004378	TCONS_00004662.p1	STRPU_14220
OG0004379	TCONS_00025463.p1	STRPU_12632
OG0004380	TCONS_00025855.p1	STRPU_04047
OG0004381	TCONS_00028923.p1	STRPU_27030
OG0004382	TCONS_00028412.p1	STRPU_26803
OG0004383	TCONS_00011730.p1	STRPU_20811
OG0004384	TCONS_00010468.p1	STRPU_21328
OG0004385	TCONS_00016022.p1	STRPU_20019
OG0004386	TCONS_00006567.p1	STRPU_15588, STRPU_02218
OG0004387	TCONS_00035335.p1, TCONS_00035082.p1, TCONS_00035332.p1, TCONS_00035085.p1, TCONS_00035314.p1, TCONS_00035333.p1, TCONS_00035036.p1	STRPU_03713, STRPU_03716
OG0004389	TCONS_00053363.p1	STRPU_18432, STRPU_18475
OG0004390	TCONS_00016442.p1	STRPU_20364
OG0004391	TCONS_00030455.p1	STRPU_04771
OG0004392	TCONS_00030935.p1	STRPU_04849
OG0004393	TCONS_00026831.p1	STRPU_10284
OG0004394	TCONS_00043317.p1	STRPU_05865
OG0004395	TCONS_00048660.p1	STRPU_23960, STRPU_23934
OG0004396	TCONS_00050867.p1	STRPU_10960
OG0004397	TCONS_00009273.p1	STRPU_25491
OG0004398	TCONS_00006820.p1	STRPU_14743
OG0004399	TCONS_00049722.p1	STRPU_23354
OG0004400	TCONS_00017572.p1	STRPU_24835
OG0004401	TCONS_00019458.p1	STRPU_22184
OG0004402	TCONS_00041903.p1, TCONS_00041899.p1	STRPU_05533, STRPU_05593
OG0004403	TCONS_00020817.p1	STRPU_22439
OG0004404	TCONS_00041072.p1	STRPU_03631
OG0004405	TCONS_00012993.p1	STRPU_09173, STRPU_02136
OG0004406	TCONS_00011020.p1	STRPU_20717
OG0004407	TCONS_00012002.p1	STRPU_21160, STRPU_21168, STRPU_21169
OG0004408	TCONS_00021244.p1	STRPU_06859, STRPU_06855
OG0004409	TCONS_00047261.p1	STRPU_21996
OG0004413	TCONS_00047265.p1	STRPU_23910
OG0004414	TCONS_00017404.p1	STRPU_24538
OG0004415	TCONS_00055882.p1	STRPU_13688, STRPU_02388
OG0004417	TCONS_00053504.p1	STRPU_19276, STRPU_00411
OG0004418	TCONS_00023911.p1, TCONS_00023897.p1	STRPU_12510, STRPU_12484
OG0004419	TCONS_00027069.p1	STRPU_09977, STRPU_09954
OG0004420	TCONS_00052037.p1	STRPU_11444
OG0004421	TCONS_00049547.p1	STRPU_23460, STRPU_00982
OG0004422	TCONS_00028201.p1	STRPU_27279, STRPU_27262
OG0004423	TCONS_00046506.p1	STRPU_07349, STRPU_07348, STRPU_07901, STRPU_07902, STRPU_07928
OG0004424	TCONS_00048574.p1	STRPU_23668, STRPU_23642
OG0004425	TCONS_00004067.p1	STRPU_24641
OG0004426	TCONS_00009724.p1	STRPU_20530, STRPU_20532
OG0004457	TCONS_00007665.p1	STRPU_25739
OG0004458	TCONS_00050738.p1, TCONS_00050739.p1, TCONS_00050741.p1, TCONS_00038212.p1	STRPU_01994, STRPU_16944, STRPU_16959, STRPU_16957, STRPU_02009, STRPU_02007, STRPU_16965, STRPU_18047, STRPU_01757
OG0004459	TCONS_00027136.p1, TCONS_00027137.p1	STRPU_09571
OG0004460	TCONS_00007375.p1	STRPU_26151
OG0004461	TCONS_00016625.p1	STRPU_16622
OG0004462	TCONS_00022714.p1	STRPU_06172
OG0004463	TCONS_00005439.p1	STRPU_15084
OG0004465	TCONS_00046667.p1	STRPU_07028
OG0004467	TCONS_00006668.p1	STRPU_15008
OG0004468	TCONS_00006107.p1	STRPU_15279
OG0004471	TCONS_00019281.p1	STRPU_23984
OG0004472	TCONS_00026713.p1	STRPU_10341
OG0004473	TCONS_00025975.p1	STRPU_17245, STRPU_17246
OG0004474	TCONS_00029614.p1	STRPU_11443
OG0004475	TCONS_00013966.p1	STRPU_02128
OG0004476	TCONS_00043597.p1	STRPU_05459
OG0004477	TCONS_00029444.p1	STRPU_26944
OG0004478	TCONS_00008382.p1	STRPU_25354
OG0004479	TCONS_00008588.p1	STRPU_25490
OG0004480	TCONS_00040191.p1, TCONS_00039376.p1, TCONS_00040226.p1, TCONS_00039381.p1, TCONS_00040219.p1	STRPU_03305
OG0004481	TCONS_00028181.p1	STRPU_27176
OG0004482	TCONS_00020052.p1, TCONS_00020001.p1, TCONS_00020002.p1, TCONS_00020006.p1, TCONS_00020000.p1	STRPU_22933, STRPU_22934
OG0004483	TCONS_00020035.p1	STRPU_22442
OG0004484	TCONS_00051027.p1	STRPU_11038, STRPU_00376
OG0004485	TCONS_00040141.p1, TCONS_00041128.p1, TCONS_00041129.p1, TCONS_00041130.p1, TCONS_00040140.p1	STRPU_02839
OG0004486	TCONS_00020381.p1	STRPU_25549, STRPU_00815
OG0004487	TCONS_00043037.p1	STRPU_05739
OG0004488	TCONS_00028260.p1	STRPU_26430
OG0004489	TCONS_00047757.p1	STRPU_01983, STRPU_22823
OG0004490	TCONS_00036947.p1	STRPU_10416
OG0004491	TCONS_00009272.p1	STRPU_26194
OG0004492	TCONS_00005030.p1	STRPU_14985, STRPU_14954
OG0004493	TCONS_00000774.p1	STRPU_17332, STRPU_17354, STRPU_17317
OG0004494	TCONS_00012910.p1	STRPU_08650
OG0004495	TCONS_00015235.p1	STRPU_20165, STRPU_20159
OG0004497	TCONS_00008860.p1	STRPU_25842
OG0004498	TCONS_00007014.p1	STRPU_25250
OG0004499	TCONS_00003603.p1	STRPU_21553
OG0004500	TCONS_00046162.p1	STRPU_07478
OG0004501	TCONS_00000515.p1	STRPU_16986
OG0004502	TCONS_00019818.p1, TCONS_00019199.p1	STRPU_06181, STRPU_06211, STRPU_06212, STRPU_06185, STRPU_06182
OG0004503	TCONS_00043304.p1	STRPU_05123, STRPU_05048
OG0004505	TCONS_00003157.p1	STRPU_24031, STRPU_02633
OG0004506	TCONS_00013852.p1	STRPU_09238
OG0004507	TCONS_00028129.p1	STRPU_26831
OG0004508	TCONS_00024187.p1	STRPU_12775, STRPU_02362
OG0004509	TCONS_00015343.p1	STRPU_20073, STRPU_19808, STRPU_00760
OG0004510	TCONS_00043121.p1	STRPU_05336
OG0004511	TCONS_00017401.p1	STRPU_25065
OG0004512	TCONS_00016000.p1, TCONS_00010558.p1	STRPU_21468
OG0004513	TCONS_00018643.p1	STRPU_24975
OG0004514	TCONS_00006071.p1	STRPU_14566
OG0004515	TCONS_00026135.p1	STRPU_09715, STRPU_09759
OG0004516	TCONS_00005617.p1	STRPU_15095
OG0004517	TCONS_00012658.p1	STRPU_08537
OG0004518	TCONS_00016457.p1	STRPU_20077, STRPU_20104
OG0004519	TCONS_00048430.p1	STRPU_23291
OG0004520	TCONS_00022496.p1	STRPU_06769
OG0004521	TCONS_00055820.p1	STRPU_15629, STRPU_15616
OG0004522	TCONS_00046107.p1	STRPU_08002
OG0004523	TCONS_00029039.p1	STRPU_26732
OG0004525	TCONS_00014763.p1	STRPU_08186
OG0004526	TCONS_00014769.p1	STRPU_19898, STRPU_19872
OG0004527	TCONS_00012308.p1	STRPU_08149
OG0004528	TCONS_00014343.p1	STRPU_08983
OG0004529	TCONS_00017013.p1	STRPU_24902
OG0004530	TCONS_00042552.p1	STRPU_05253, STRPU_05269
OG0004531	TCONS_00041627.p1	STRPU_05381
OG0004531	TCONS_00042302.p1, TCONS_00042251.p1, TCONS_00019582.p1	STRPU_05466
OG0004532	TCONS_00013260.p1	STRPU_09265
OG0004533	TCONS_00018934.p1	STRPU_22451
OG0004534	TCONS_00042584.p1	STRPU_04976
OG0004535	TCONS_00009599.p1	STRPU_20971
OG0004537	TCONS_00015460.p1	STRPU_12968, STRPU_20100, STRPU_20122
OG0004538	TCONS_00009730.p1	STRPU_21077
OG0004539	TCONS_00011785.p1	STRPU_00731, STRPU_20735
OG0004540	TCONS_00003802.p1, TCONS_00003824.p1	STRPU_24633
OG0004541	TCONS_00018244.p1, TCONS_00018243.p1, TCONS_00018245.p1, TCONS_00044635.p1, TCONS_00030563.p1, TCONS_00014593.p1	STRPU_16941, STRPU_16932, STRPU_11408, STRPU_11409
OG0004542	TCONS_00024746.p1, TCONS_00024656.p1	STRPU_12852, STRPU_12862
OG0004543	TCONS_00020247.p1	STRPU_22430
OG0004544	TCONS_00048345.p1	STRPU_22295
OG0004545	TCONS_00052810.p1, TCONS_00052771.p1	STRPU_18557
OG0004546	TCONS_00015879.p1	STRPU_20037
OG0004547	TCONS_00049128.p1	STRPU_23159
OG0004548	TCONS_00016063.p1	STRPU_20408
OG0004549	TCONS_00023646.p1	STRPU_12501
OG0004550	TCONS_00037471.p1, TCONS_00053721.p1, TCONS_00036317.p1, TCONS_00037474.p1, TCONS_00037434.p1, TCONS_00036309.p1, TCONS_00037465.p1, TCONS_00037472.p1, TCONS_00037443.p1	STRPU_11539
OG0004551	TCONS_00055491.p1	STRPU_13302
OG0004552	TCONS_00021990.p1, TCONS_00021991.p1	STRPU_06150
OG0004553	TCONS_00000170.p1	STRPU_17878
OG0004554	TCONS_00055911.p1, TCONS_00055917.p1	STRPU_16784
OG0004555	TCONS_00009333.p1	STRPU_25721
