Orthogroup	PFLAV	CAPO3
OG0003302	TCONS_00030954.p1	CAPO303848
OG0003306	TCONS_00048857.p1	CAPO303291
OG0003309	TCONS_00018873.p1	CAPO301499
OG0003315	TCONS_00017532.p1	CAPO301649
OG0003316	TCONS_00051522.p1	CAPO300235
OG0003317	TCONS_00014439.p1	CAPO304285
OG0003318	TCONS_00048242.p1	CAPO302830
OG0003320	TCONS_00026069.p1	CAPO303640
OG0003323	TCONS_00015010.p1	CAPO304122
OG0003324	TCONS_00012971.p1	CAPO308312
OG0003325	TCONS_00031296.p1, TCONS_00018365.p1	CAPO300972, CAPO304961
OG0003326	TCONS_00027204.p1, TCONS_00027197.p1	CAPO308259
OG0003329	TCONS_00028898.p1	CAPO303336
OG0003331	TCONS_00006506.p1	CAPO303947
OG0003332	TCONS_00046195.p1, TCONS_00046192.p1	CAPO307894
OG0003333	TCONS_00036252.p1	CAPO307836
OG0003335	TCONS_00011485.p1	CAPO302255
OG0003340	TCONS_00017094.p1	CAPO305389
OG0003341	TCONS_00003609.p1	CAPO301683
OG0003345	TCONS_00006815.p1	CAPO302682
OG0003348	TCONS_00017611.p1, TCONS_00017647.p1	CAPO308059, CAPO308052
OG0003349	TCONS_00030123.p1	CAPO300780
OG0003353	TCONS_00047823.p1, TCONS_00047834.p1	CAPO304897
OG0003354	TCONS_00033398.p1, TCONS_00032835.p1	CAPO300396
OG0003355	TCONS_00031349.p1	CAPO308186
OG0003356	TCONS_00012900.p1, TCONS_00012899.p1	CAPO306224
OG0003357	TCONS_00026252.p1	CAPO307953
OG0003358	TCONS_00048237.p1	CAPO307281
OG0003359	TCONS_00023445.p1, TCONS_00023479.p1	CAPO303262, CAPO304527
OG0003360	TCONS_00011165.p1	CAPO301722
OG0003361	TCONS_00011047.p1	CAPO301802
OG0003362	TCONS_00043774.p1	CAPO306572
OG0003364	TCONS_00037083.p1	CAPO301569
OG0003365	TCONS_00018439.p1	CAPO301538
OG0003366	TCONS_00011117.p1	CAPO302011
OG0003368	TCONS_00027072.p1	CAPO307793
OG0003369	TCONS_00030861.p1	CAPO305084
OG0003370	TCONS_00017723.p1, TCONS_00044503.p1, TCONS_00044812.p1, TCONS_00044504.p1	CAPO302725
OG0003373	TCONS_00037895.p1	CAPO301869
OG0003374	TCONS_00054992.p1	CAPO305683
OG0003375	TCONS_00029030.p1, TCONS_00029032.p1	CAPO301633, CAPO305837
OG0003376	TCONS_00055205.p1, TCONS_00041457.p1	CAPO306560
OG0003377	TCONS_00023122.p1	CAPO301205
OG0003378	TCONS_00023058.p1, TCONS_00023089.p1	CAPO305510
OG0003379	TCONS_00018871.p1	CAPO301575
OG0003380	TCONS_00006819.p1	CAPO301115
OG0003382	TCONS_00023674.p1	CAPO302262
OG0003383	TCONS_00020044.p1, TCONS_00031257.p1	CAPO305778
OG0003384	TCONS_00027067.p1	CAPO306617
OG0003386	TCONS_00052234.p1	CAPO300917
OG0003388	TCONS_00030400.p1, TCONS_00030384.p1	CAPO302657, CAPO304459, CAPO302957
OG0003391	TCONS_00009705.p1	CAPO301846
OG0003392	TCONS_00014589.p1	CAPO304278
OG0003419	TCONS_00040540.p1	CAPO301040
OG0003421	TCONS_00043655.p1, TCONS_00043654.p1, TCONS_00042652.p1, TCONS_00042813.p1, TCONS_00041936.p1	CAPO300028
OG0003422	TCONS_00022982.p1	CAPO300121
OG0003424	TCONS_00013866.p1	CAPO307323
OG0003425	TCONS_00029551.p1	CAPO304371
OG0003426	TCONS_00028995.p1	CAPO301532
OG0003428	TCONS_00043444.p1	CAPO300586
OG0003429	TCONS_00036739.p1	CAPO307638
OG0003430	TCONS_00035290.p1	CAPO305848
OG0003431	TCONS_00057200.p1	CAPO308284
OG0003434	TCONS_00031599.p1	CAPO303572
OG0003435	TCONS_00010051.p1	CAPO300552
OG0003438	TCONS_00006810.p1, TCONS_00005722.p1	CAPO304548, CAPO305602, CAPO302554
OG0003443	TCONS_00019758.p1, TCONS_00020819.p1, TCONS_00010416.p1	CAPO306901, CAPO306924
OG0003447	TCONS_00049275.p1, TCONS_00049278.p1	CAPO304621, CAPO305856
OG0003448	TCONS_00007006.p1, TCONS_00007007.p1	CAPO305307
OG0003449	TCONS_00014387.p1	CAPO304421
OG0003450	TCONS_00043348.p1, TCONS_00043337.p1	CAPO304313
OG0003451	TCONS_00002411.p1	CAPO302760
OG0003453	TCONS_00005573.p1	CAPO304718
OG0003454	TCONS_00057051.p1	CAPO305798
OG0003455	TCONS_00055264.p1	CAPO300221
OG0003456	TCONS_00013273.p1	CAPO305023
OG0003457	TCONS_00018135.p1	CAPO307022
OG0003458	TCONS_00044748.p1, TCONS_00034693.p1, TCONS_00034755.p1	CAPO301287
OG0003459	TCONS_00011141.p1	CAPO304210
OG0003461	TCONS_00023345.p1, TCONS_00023217.p1	CAPO304469
OG0003462	TCONS_00015415.p1	CAPO306452
OG0003464	TCONS_00012311.p1	CAPO306136
OG0003465	TCONS_00016466.p1	CAPO307530
OG0003467	TCONS_00007054.p1	CAPO306150
OG0003471	TCONS_00011334.p1	CAPO304216
OG0003475	TCONS_00001181.p1, TCONS_00001191.p1	CAPO307501
OG0003476	TCONS_00048082.p1	CAPO306987
OG0003477	TCONS_00046338.p1	CAPO308122
OG0003478	TCONS_00009936.p1, TCONS_00009948.p1	CAPO300139
OG0003479	TCONS_00047360.p1	CAPO302288
OG0003480	TCONS_00007841.p1	CAPO303582
OG0003483	TCONS_00031009.p1	CAPO305509
OG0003486	TCONS_00001225.p1	CAPO304249
OG0003487	TCONS_00026217.p1	CAPO300925
OG0003489	TCONS_00017830.p1	CAPO305291
OG0003491	TCONS_00022792.p1, TCONS_00022795.p1	CAPO304911
OG0003492	TCONS_00031295.p1	CAPO306303
OG0003493	TCONS_00025636.p1	CAPO306533
OG0003497	TCONS_00034974.p1	CAPO305660
OG0003498	TCONS_00018101.p1	CAPO306898
OG0003499	TCONS_00017602.p1	CAPO301160
OG0003500	TCONS_00016487.p1	CAPO304927
OG0003501	TCONS_00052580.p1	CAPO303209
OG0003502	TCONS_00004748.p1	CAPO306906
OG0003503	TCONS_00012915.p1	CAPO307158
OG0003504	TCONS_00013392.p1	CAPO304351
OG0003505	TCONS_00008629.p1, TCONS_00008628.p1	CAPO305207
OG0003506	TCONS_00042743.p1	CAPO302826
OG0003507	TCONS_00052832.p1	CAPO303307
OG0003508	TCONS_00056773.p1	CAPO307911
OG0003509	TCONS_00051123.p1	CAPO305689
OG0003511	TCONS_00027853.p1	CAPO307348, CAPO308352
OG0003512	TCONS_00004749.p1	CAPO303631, CAPO302677, CAPO302168
OG0003515	TCONS_00042609.p1	CAPO307211
OG0003518	TCONS_00007976.p1	CAPO307641
OG0003519	TCONS_00057255.p1	CAPO307608
OG0003522	TCONS_00013623.p1	CAPO306659
OG0003523	TCONS_00050093.p1, TCONS_00051275.p1	CAPO304976
OG0003525	TCONS_00038685.p1, TCONS_00038686.p1	CAPO305089
OG0003528	TCONS_00000892.p1, TCONS_00000893.p1	CAPO306484
OG0003531	TCONS_00010091.p1	CAPO300308
OG0003532	TCONS_00051905.p1	CAPO303744
OG0003533	TCONS_00048487.p1	CAPO301327
OG0003537	TCONS_00026578.p1	CAPO301555
OG0003538	TCONS_00044141.p1	CAPO301093
OG0003539	TCONS_00019206.p1	CAPO300449
OG0003541	TCONS_00018913.p1	CAPO300603
OG0003543	TCONS_00055790.p1	CAPO301989
OG0003544	TCONS_00046341.p1	CAPO300418
OG0003546	TCONS_00015103.p1, TCONS_00044318.p1	CAPO303583
OG0003547	TCONS_00025320.p1	CAPO308031
OG0003550	TCONS_00019051.p1	CAPO300137
OG0003551	TCONS_00052907.p1	CAPO308286
OG0003552	TCONS_00015339.p1	CAPO307114
OG0003554	TCONS_00026112.p1	CAPO301001
OG0003556	TCONS_00046619.p1	CAPO302339
OG0003557	TCONS_00014687.p1	CAPO306086
OG0003561	TCONS_00000395.p1	CAPO301198
OG0003562	TCONS_00018209.p1	CAPO303388
OG0003563	TCONS_00012912.p1	CAPO300808, CAPO301102
OG0003564	TCONS_00026983.p1	CAPO300720
OG0003566	TCONS_00036670.p1, TCONS_00036691.p1	CAPO300164
OG0003567	TCONS_00013825.p1	CAPO307296
OG0003568	TCONS_00005329.p1	CAPO303992
OG0003569	TCONS_00049703.p1	CAPO306390
OG0003570	TCONS_00038273.p1, TCONS_00038298.p1	CAPO305849
OG0003573	TCONS_00006509.p1	CAPO300904
OG0003577	TCONS_00019459.p1	CAPO306764
OG0003578	TCONS_00005625.p1	CAPO307426
OG0003579	TCONS_00030567.p1	CAPO300766
OG0003582	TCONS_00049811.p1	CAPO302819
OG0003599	TCONS_00029425.p1	CAPO301420
OG0003600	TCONS_00007927.p1	CAPO305414
OG0003607	TCONS_00009514.p1	CAPO301867
OG0003610	TCONS_00018565.p1	CAPO302401
OG0003611	TCONS_00026984.p1	CAPO306320
OG0003612	TCONS_00054661.p1	CAPO304993
OG0003613	TCONS_00037548.p1	CAPO305029
OG0003617	TCONS_00023003.p1	CAPO306844
OG0003618	TCONS_00044972.p1	CAPO302109
OG0003619	TCONS_00043918.p1	CAPO304837
OG0003620	TCONS_00027300.p1	CAPO306673
OG0003621	TCONS_00001275.p1	CAPO302199
OG0003622	TCONS_00009864.p1	CAPO305075
OG0003624	TCONS_00047934.p1, TCONS_00047920.p1	CAPO303633
OG0003630	TCONS_00006358.p1	CAPO308012
OG0003631	TCONS_00043632.p1, TCONS_00043605.p1	CAPO303610
OG0003633	TCONS_00010384.p1, TCONS_00054784.p1, TCONS_00044543.p1	CAPO300056
OG0003635	TCONS_00030553.p1, TCONS_00043850.p1	CAPO308133
OG0003638	TCONS_00003511.p1	CAPO305555
OG0003640	TCONS_00004132.p1	CAPO301244
OG0003641	TCONS_00009159.p1	CAPO300746
OG0003644	TCONS_00016060.p1	CAPO304835
OG0003645	TCONS_00042488.p1	CAPO307108
OG0003646	TCONS_00029784.p1	CAPO304914
OG0003648	TCONS_00009686.p1	CAPO302617
OG0003649	TCONS_00027915.p1	CAPO301930
OG0003650	TCONS_00045964.p1	CAPO306633
OG0003651	TCONS_00045395.p1	CAPO305370
OG0003652	TCONS_00002146.p1	CAPO300427
OG0003655	TCONS_00000200.p1	CAPO303553
OG0003656	TCONS_00020357.p1	CAPO301350
OG0003657	TCONS_00032983.p1	CAPO305783
OG0003658	TCONS_00032273.p1	CAPO303162
OG0003661	TCONS_00032274.p1	CAPO300815
OG0003664	TCONS_00024736.p1, TCONS_00024643.p1	CAPO305504
OG0003666	TCONS_00047691.p1, TCONS_00047692.p1	CAPO300690
OG0003667	TCONS_00005804.p1, TCONS_00005788.p1	CAPO303859
OG0003668	TCONS_00029645.p1	CAPO300260
OG0003669	TCONS_00053763.p1	CAPO305883
OG0003671	TCONS_00026939.p1	CAPO308173
OG0003672	TCONS_00014351.p1	CAPO300582
OG0003677	TCONS_00056120.p1	CAPO300011
OG0003679	TCONS_00017789.p1	CAPO304696
OG0003680	TCONS_00002910.p1	CAPO300884
OG0003682	TCONS_00009725.p1	CAPO301860
OG0003684	TCONS_00007072.p1	CAPO302734
OG0003685	TCONS_00033332.p1	CAPO305996
OG0003686	TCONS_00008641.p1	CAPO302144
OG0003687	TCONS_00057206.p1	CAPO301501
OG0003688	TCONS_00036414.p1, TCONS_00036423.p1, TCONS_00050596.p1	CAPO307252
OG0003689	TCONS_00056117.p1	CAPO301215
OG0003690	TCONS_00010756.p1	CAPO307478
OG0003693	TCONS_00048357.p1	CAPO302269
OG0003694	TCONS_00019312.p1	CAPO307654
OG0003695	TCONS_00015112.p1, TCONS_00014508.p1	CAPO303363
OG0003696	TCONS_00047294.p1	CAPO304903
OG0003697	TCONS_00012511.p1	CAPO307718
OG0003698	TCONS_00026609.p1	CAPO306302
OG0003700	TCONS_00012360.p1	CAPO304411
OG0003703	TCONS_00035988.p1, TCONS_00035987.p1	CAPO305764
OG0003704	TCONS_00046090.p1	CAPO308213
OG0003710	TCONS_00001097.p1	CAPO301647
OG0003712	TCONS_00012419.p1	CAPO300556
OG0003713	TCONS_00045793.p1	CAPO306178
OG0003716	TCONS_00050423.p1	CAPO303976
OG0003717	TCONS_00017571.p1	CAPO306282
OG0003718	TCONS_00003037.p1	CAPO307310
OG0003719	TCONS_00028257.p1	CAPO300227
OG0003720	TCONS_00014920.p1, TCONS_00054919.p1	CAPO300371
OG0003721	TCONS_00009979.p1	CAPO300976, CAPO300975
OG0003722	TCONS_00015463.p1	CAPO300031
OG0003724	TCONS_00051898.p1	CAPO308007
OG0003730	TCONS_00027342.p1	CAPO305074
OG0003731	TCONS_00011687.p1	CAPO304053
OG0003732	TCONS_00021737.p1	CAPO306498
OG0003733	TCONS_00052651.p1	CAPO305671
OG0003734	TCONS_00015817.p1	CAPO305564
OG0003735	TCONS_00002106.p1, TCONS_00002105.p1, TCONS_00002113.p1	CAPO308150
OG0003738	TCONS_00013945.p1	CAPO304238
OG0003739	TCONS_00055464.p1	CAPO300467
OG0003740	TCONS_00024141.p1	CAPO307238
OG0003741	TCONS_00034776.p1	CAPO305770
OG0003742	TCONS_00019755.p1	CAPO303080
OG0003743	TCONS_00000185.p1	CAPO302360
OG0003744	TCONS_00047885.p1	CAPO306491
OG0003745	TCONS_00006756.p1	CAPO307585
OG0003749	TCONS_00025714.p1, TCONS_00025707.p1	CAPO306992
OG0003750	TCONS_00034398.p1, TCONS_00034464.p1, TCONS_00034397.p1	CAPO304840
OG0003752	TCONS_00057226.p1	CAPO306304
OG0003754	TCONS_00025033.p1, TCONS_00023166.p1	CAPO305643
OG0003755	TCONS_00005695.p1, TCONS_00038918.p1, TCONS_00005696.p1	CAPO300113
OG0003756	TCONS_00009191.p1	CAPO307901
OG0003758	TCONS_00038650.p1	CAPO308214
OG0003759	TCONS_00050120.p1	CAPO307476
OG0003760	TCONS_00046388.p1	CAPO304944
OG0003761	TCONS_00033664.p1	CAPO301690
OG0003762	TCONS_00012749.p1	CAPO303010
OG0003764	TCONS_00013237.p1, TCONS_00013238.p1, TCONS_00013239.p1	CAPO300879
OG0003767	TCONS_00046050.p2	CAPO301363
OG0003769	TCONS_00008637.p1	CAPO305668
OG0003770	TCONS_00043123.p1	CAPO300865, CAPO305387
OG0003771	TCONS_00014140.p1	CAPO300755
OG0003773	TCONS_00013177.p1	CAPO301706
OG0003776	TCONS_00032725.p1, TCONS_00032743.p1	CAPO306521
OG0003778	TCONS_00036301.p1, TCONS_00036323.p1, TCONS_00037457.p1, TCONS_00036347.p1	CAPO302558
OG0003779	TCONS_00021938.p1	CAPO304919
OG0003798	TCONS_00016653.p1	CAPO300229
OG0003803	TCONS_00015861.p1	CAPO307540
OG0003806	TCONS_00014048.p1	CAPO304817
OG0003807	TCONS_00012280.p1	CAPO308021
OG0003808	TCONS_00017543.p1	CAPO308095
OG0003809	TCONS_00030928.p1	CAPO306197
OG0003811	TCONS_00043382.p1	CAPO302863
OG0003812	TCONS_00050555.p1	CAPO300349
OG0003813	TCONS_00030409.p1	CAPO305053
OG0003818	TCONS_00043595.p1	CAPO306945
OG0003820	TCONS_00029649.p1	CAPO302724
OG0003823	TCONS_00017834.p1	CAPO305304
OG0003824	TCONS_00041559.p1, TCONS_00027662.p1	CAPO300109
OG0003826	TCONS_00006654.p1	CAPO303948
OG0003827	TCONS_00053570.p1, TCONS_00053571.p1	CAPO302156
OG0003828	TCONS_00015781.p1	CAPO304442
OG0003829	TCONS_00041768.p1	CAPO304825
OG0003831	TCONS_00041986.p1, TCONS_00041979.p1	CAPO301320
OG0003833	TCONS_00044191.p1, TCONS_00042862.p1, TCONS_00042864.p1	CAPO305448
OG0003834	TCONS_00008744.p1	CAPO307203
OG0003835	TCONS_00018072.p1	CAPO300102
OG0003836	TCONS_00043960.p1	CAPO301610
OG0003837	TCONS_00013327.p1	CAPO304430
OG0003838	TCONS_00042726.p1	CAPO304061, CAPO304064
OG0003839	TCONS_00015241.p1	CAPO300238, CAPO301543, CAPO307066
OG0003840	TCONS_00056576.p1	CAPO300299
OG0003843	TCONS_00009505.p1, TCONS_00010868.p1	CAPO301582
OG0003844	TCONS_00028970.p1	CAPO306235
OG0003845	TCONS_00004661.p1	CAPO302000
OG0003846	TCONS_00027628.p1	CAPO300905
OG0003847	TCONS_00055246.p1	CAPO301495
OG0003847	TCONS_00001462.p1	CAPO300400
OG0003848	TCONS_00014970.p1	CAPO305229, CAPO305228
OG0003850	TCONS_00000960.p1	CAPO306458
OG0003851	TCONS_00032794.p1	CAPO301154
OG0003852	TCONS_00020658.p1	CAPO302241
OG0003853	TCONS_00011922.p1	CAPO308238
OG0003854	TCONS_00029018.p1	CAPO306385
OG0003855	TCONS_00018586.p1	CAPO304198
OG0003856	TCONS_00013066.p1	CAPO308004
OG0003857	TCONS_00013404.p1	CAPO302185
OG0003858	TCONS_00011927.p1	CAPO300728
OG0003859	TCONS_00017915.p1	CAPO306990
OG0003860	TCONS_00003958.p1	CAPO303899
OG0003861	TCONS_00001075.p1	CAPO302754
OG0003862	TCONS_00020264.p1	CAPO301787, CAPO300206
OG0003863	TCONS_00026709.p1	CAPO300200
OG0003864	TCONS_00011878.p1	CAPO300087
OG0003865	TCONS_00003872.p1	CAPO304904
OG0003866	TCONS_00001305.p1	CAPO302683
OG0003867	TCONS_00050625.p1	CAPO301767
OG0003868	TCONS_00014972.p1	CAPO306848
OG0003869	TCONS_00055343.p1	CAPO307094
OG0003870	TCONS_00025664.p1	CAPO305132
OG0003872	TCONS_00006031.p1	CAPO300319
OG0003873	TCONS_00024533.p1, TCONS_00052093.p1	CAPO305775
OG0003875	TCONS_00023388.p1, TCONS_00023352.p1	CAPO303382
OG0003876	TCONS_00053735.p1	CAPO307728
OG0003878	TCONS_00049628.p1	CAPO308329
OG0003881	TCONS_00047720.p1, TCONS_00047725.p1	CAPO303685
OG0003886	TCONS_00003927.p1	CAPO304109
OG0003887	TCONS_00030695.p1	CAPO307036
OG0003888	TCONS_00052636.p1	CAPO302764
OG0003890	TCONS_00055503.p1	CAPO304707
OG0003892	TCONS_00048438.p1	CAPO307708
OG0003893	TCONS_00011425.p1	CAPO300022
OG0003894	TCONS_00014845.p1	CAPO302778
OG0003897	TCONS_00050997.p1, TCONS_00050998.p1	CAPO303759
OG0003898	TCONS_00021035.p1	CAPO307893, CAPO307749, CAPO306069
OG0003899	TCONS_00042081.p1	CAPO300674
OG0003900	TCONS_00010847.p1	CAPO301714
OG0003901	TCONS_00041073.p1, TCONS_00034799.p1	CAPO301256
OG0003903	TCONS_00027055.p1	CAPO305736
OG0003904	TCONS_00033299.p1	CAPO305947
OG0003906	TCONS_00029119.p1	CAPO301369
OG0003907	TCONS_00043884.p1, TCONS_00043880.p1, TCONS_00043885.p1	CAPO306754
OG0003909	TCONS_00007988.p1	CAPO301220
OG0003910	TCONS_00001878.p1	CAPO302786
OG0003911	TCONS_00016777.p1	CAPO305312
OG0003912	TCONS_00009015.p1	CAPO307896
OG0003913	TCONS_00053946.p1	CAPO306587
OG0003914	TCONS_00041215.p1, TCONS_00041198.p1	CAPO301224
OG0003915	TCONS_00021210.p1	CAPO304633
OG0003917	TCONS_00042943.p1	CAPO306797
OG0003920	TCONS_00000854.p1	CAPO301554
OG0003921	TCONS_00017320.p1	CAPO300430
OG0003922	TCONS_00055815.p1, TCONS_00055814.p1, TCONS_00055811.p1, TCONS_00055813.p1	CAPO304241
OG0003924	TCONS_00019267.p1	CAPO302790
OG0003925	TCONS_00039090.p1, TCONS_00050656.p1, TCONS_00041293.p1	CAPO301662
OG0003926	TCONS_00052184.p1, TCONS_00052181.p1, TCONS_00006710.p1, TCONS_00043224.p1	CAPO303036
OG0003927	TCONS_00006760.p1	CAPO304671
OG0003929	TCONS_00008562.p1, TCONS_00008560.p1	CAPO303872
OG0003930	TCONS_00036253.p1	CAPO301599
OG0003931	TCONS_00012638.p1	CAPO304399
OG0003932	TCONS_00024837.p1, TCONS_00054921.p1	CAPO300048, CAPO300047
OG0003936	TCONS_00008292.p1	CAPO302163
OG0003938	TCONS_00000187.p1	CAPO305166
OG0003939	TCONS_00053724.p1	CAPO303853
OG0003942	TCONS_00002163.p1	CAPO300632
OG0003944	TCONS_00029066.p1	CAPO300493
OG0003945	TCONS_00025621.p1	CAPO300812
OG0003946	TCONS_00027376.p1	CAPO303843
OG0003947	TCONS_00027772.p1	CAPO306325
OG0003950	TCONS_00036173.p1	CAPO307097
OG0003954	TCONS_00045854.p1	CAPO304758
OG0003955	TCONS_00044096.p1	CAPO304097
OG0003959	TCONS_00014849.p1	CAPO304028
OG0003961	TCONS_00018472.p1	CAPO303890
OG0003965	TCONS_00017720.p1	CAPO302867
OG0003966	TCONS_00001179.p1, TCONS_00001190.p1	CAPO301181
OG0003969	TCONS_00011049.p1	CAPO304197
OG0003971	TCONS_00040867.p1	CAPO301852
OG0003972	TCONS_00007106.p1, TCONS_00007105.p1	CAPO308018
OG0003973	TCONS_00009676.p1	CAPO307513
OG0003998	TCONS_00010889.p1	CAPO305634
OG0003999	TCONS_00020030.p1	CAPO306327
OG0004000	TCONS_00002973.p1	CAPO302913
OG0004002	TCONS_00012148.p1	CAPO305544
OG0004005	TCONS_00055013.p1, TCONS_00055012.p1	CAPO302213
OG0004007	TCONS_00054345.p1	CAPO307105
OG0004009	TCONS_00030825.p1	CAPO305072
OG0004010	TCONS_00053896.p1, TCONS_00052851.p1	CAPO303524
OG0004012	TCONS_00027244.p1	CAPO308011
OG0004014	TCONS_00018248.p1	CAPO303473
OG0004015	TCONS_00053661.p1	CAPO305112
OG0004016	TCONS_00047337.p1, TCONS_00054891.p1	CAPO303609
OG0004017	TCONS_00005125.p1	CAPO308124
OG0004023	TCONS_00009288.p1	CAPO307204
OG0004027	TCONS_00054882.p1	CAPO301145
OG0004031	TCONS_00011025.p1	CAPO301960
OG0004031	TCONS_00011023.p1	CAPO306218
OG0004032	TCONS_00021570.p1	CAPO300291
OG0004033	TCONS_00011608.p1	CAPO304862
OG0004035	TCONS_00009453.p1	CAPO301995
OG0004037	TCONS_00021625.p1	CAPO306482
OG0004038	TCONS_00021437.p1	CAPO307927
OG0004041	TCONS_00010859.p1	CAPO306646
OG0004042	TCONS_00056008.p1	CAPO302696
OG0004044	TCONS_00018088.p1	CAPO300275
OG0004047	TCONS_00014227.p1	CAPO304083
OG0004048	TCONS_00027634.p1	CAPO304654
OG0004050	TCONS_00047585.p1	CAPO308116
OG0004053	TCONS_00029652.p1	CAPO301919
OG0004054	TCONS_00011874.p1	CAPO308277
OG0004056	TCONS_00019098.p1	CAPO306031
OG0004058	TCONS_00028769.p1, TCONS_00028770.p1	CAPO301904
OG0004059	TCONS_00011708.p1, TCONS_00011709.p1	CAPO301877
OG0004063	TCONS_00010646.p1	CAPO300628
OG0004064	TCONS_00003929.p1	CAPO304453
OG0004065	TCONS_00051172.p1	CAPO304029
OG0004067	TCONS_00022596.p1	CAPO301812
OG0004068	TCONS_00001314.p1	CAPO301030
OG0004069	TCONS_00033132.p1	CAPO307785
OG0004070	TCONS_00026262.p1	CAPO302894
OG0004071	TCONS_00015780.p1	CAPO306388
OG0004072	TCONS_00056622.p1	CAPO305194
OG0004075	TCONS_00014149.p1, TCONS_00012736.p1, TCONS_00014145.p1, TCONS_00014147.p1	CAPO308024
OG0004076	TCONS_00045999.p1	CAPO307967
OG0004079	TCONS_00043865.p1	CAPO300687
OG0004080	TCONS_00057069.p1	CAPO305236
OG0004081	TCONS_00021321.p1	CAPO301069
OG0004082	TCONS_00017035.p1	CAPO305460
OG0004083	TCONS_00003483.p1	CAPO304047
OG0004084	TCONS_00046143.p1	CAPO300193
OG0004085	TCONS_00022909.p1	CAPO307782
OG0004090	TCONS_00003003.p1	CAPO304280
OG0004091	TCONS_00053676.p1	CAPO307795
OG0004092	TCONS_00056687.p1	CAPO301516
OG0004093	TCONS_00025996.p1	CAPO303612
OG0004094	TCONS_00015342.p1	CAPO306112
OG0004095	TCONS_00030160.p1, TCONS_00030161.p1	CAPO302216
OG0004096	TCONS_00015008.p1	CAPO306070
OG0004097	TCONS_00055161.p1	CAPO300790
OG0004099	TCONS_00014574.p1	CAPO306437
OG0004100	TCONS_00048183.p1, TCONS_00049141.p1, TCONS_00049138.p1	CAPO306356
OG0004101	TCONS_00002991.p1, TCONS_00003971.p1	CAPO303749, CAPO302702
OG0004103	TCONS_00017398.p1, TCONS_00016551.p1	CAPO306700
OG0004104	TCONS_00029688.p1	CAPO303684
OG0004105	TCONS_00017260.p1	CAPO308098
OG0004106	TCONS_00051399.p1	CAPO303386
OG0004110	TCONS_00034163.p1	CAPO300855
OG0004112	TCONS_00028015.p1, TCONS_00028016.p1	CAPO304610
OG0004113	TCONS_00048317.p1	CAPO305835
OG0004114	TCONS_00010503.p1	CAPO301854
OG0004115	TCONS_00052002.p1	CAPO306386
OG0004116	TCONS_00040373.p1	CAPO303186
OG0004118	TCONS_00047218.p1	CAPO306139
OG0004119	TCONS_00007586.p1	CAPO303741
OG0004120	TCONS_00031456.p1	CAPO303757
OG0004123	TCONS_00016895.p1	CAPO304624
OG0004124	TCONS_00045725.p1	CAPO302738
OG0004125	TCONS_00014192.p1	CAPO304359
OG0004127	TCONS_00046753.p1, TCONS_00045678.p1	CAPO306895
OG0004130	TCONS_00056956.p1, TCONS_00056957.p1, TCONS_00015571.p1	CAPO307075
OG0004131	TCONS_00006407.p1	CAPO301925
OG0004133	TCONS_00022682.p1	CAPO305598
OG0004134	TCONS_00027849.p1	CAPO304433
OG0004136	TCONS_00054339.p1	CAPO307338
OG0004140	TCONS_00021890.p1, TCONS_00021889.p1	CAPO307995
OG0004142	TCONS_00047653.p1	CAPO300440
OG0004144	TCONS_00056033.p1	CAPO302917
OG0004148	TCONS_00055720.p1, TCONS_00055711.p1	CAPO301152
OG0004150	TCONS_00056906.p1	CAPO303497
OG0004151	TCONS_00009331.p1	CAPO307015
OG0004153	TCONS_00030135.p1	CAPO305022
OG0004154	TCONS_00032903.p1, TCONS_00033373.p1, TCONS_00038771.p1, TCONS_00020814.p1	CAPO308154
OG0004156	TCONS_00047632.p1	CAPO307556
OG0004158	TCONS_00004246.p1	CAPO302219
OG0004160	TCONS_00052968.p1	CAPO302118
OG0004164	TCONS_00030925.p1	CAPO306879
OG0004166	TCONS_00027695.p1	CAPO300703
OG0004167	TCONS_00003611.p1	CAPO305574
OG0004168	TCONS_00006436.p1, TCONS_00006437.p1	CAPO303881
OG0004169	TCONS_00014455.p1	CAPO302967
OG0004170	TCONS_00023955.p1	CAPO305320
OG0004171	TCONS_00056085.p1	CAPO305810
OG0004174	TCONS_00054641.p1	CAPO303644
OG0004176	TCONS_00042674.p1	CAPO304072
OG0004179	TCONS_00014009.p1	CAPO304392
OG0004181	TCONS_00042164.p1	CAPO304353
OG0004182	TCONS_00002134.p1	CAPO305817
OG0004183	TCONS_00016676.p1	CAPO301817
OG0004184	TCONS_00024172.p1, TCONS_00004485.p1, TCONS_00011629.p1, TCONS_00011628.p1	CAPO302251
OG0004186	TCONS_00010700.p1	CAPO307615
OG0004187	TCONS_00007370.p1	CAPO301572
OG0004188	TCONS_00012181.p1	CAPO308209
OG0004194	TCONS_00036227.p1, TCONS_00036224.p1, TCONS_00036225.p1, TCONS_00037364.p1, TCONS_00037365.p1, TCONS_00008457.p1, TCONS_00008458.p1	CAPO301460, CAPO301973
OG0004215	TCONS_00006088.p1	CAPO307025
OG0004216	TCONS_00008492.p1	CAPO304745
OG0004217	TCONS_00044057.p1	CAPO300553
OG0004219	TCONS_00003548.p1	CAPO302642
OG0004222	TCONS_00011581.p1	CAPO307934
OG0004223	TCONS_00017775.p1	CAPO308310
OG0004226	TCONS_00055877.p1	CAPO301388
OG0004227	TCONS_00050548.p1	CAPO302252
