Orthogroup	PFLAV	ORYLA
OG0002705	TCONS_00053434.p1	ORYLA12908, ORYLA02396
OG0002706	TCONS_00014277.p1	ORYLA19542, ORYLA19543
OG0002707	TCONS_00011640.p1	ORYLA04757, ORYLA00219, ORYLA11595, ORYLA10458
OG0002708	TCONS_00001336.p1	ORYLA11930
OG0002710	TCONS_00029431.p1	ORYLA13658, ORYLA12679, ORYLA14789
OG0002715	TCONS_00049245.p1	ORYLA14520
OG0002716	TCONS_00007711.p1	ORYLA07796
OG0002717	TCONS_00042110.p1	ORYLA03883, ORYLA00959, ORYLA09994
OG0002718	TCONS_00050365.p1	ORYLA15396
OG0002719	TCONS_00057167.p1	ORYLA06395, ORYLA09201, ORYLA09758, ORYLA08561
OG0002720	TCONS_00008062.p1, TCONS_00010232.p1	ORYLA14256
OG0002721	TCONS_00014473.p1	ORYLA05835, ORYLA16328, ORYLA00562
OG0002722	TCONS_00011837.p1	ORYLA10461
OG0002723	TCONS_00009848.p1	ORYLA03834, ORYLA03835, ORYLA07370, ORYLA11739
OG0002724	TCONS_00013956.p1, TCONS_00013957.p1	ORYLA00721
OG0002726	TCONS_00031105.p1	ORYLA07332, ORYLA08157
OG0002727	TCONS_00027122.p1	ORYLA19511
OG0002728	TCONS_00006650.p1, TCONS_00006633.p2	ORYLA03244
OG0002729	TCONS_00043122.p1	ORYLA09551
OG0002730	TCONS_00002286.p1	ORYLA05316, ORYLA03165
OG0002731	TCONS_00015586.p1	ORYLA18153, ORYLA02872
OG0002732	TCONS_00027362.p1	ORYLA04732, ORYLA07647
OG0002734	TCONS_00010818.p1	ORYLA04872, ORYLA00771, ORYLA11966, ORYLA10545
OG0002736	TCONS_00000152.p1	ORYLA08695, ORYLA09582
OG0002738	TCONS_00013197.p1	ORYLA08350, ORYLA16506, ORYLA00591
OG0002739	TCONS_00043001.p1	ORYLA12804
OG0002740	TCONS_00046160.p1	ORYLA20028, ORYLA00750, ORYLA01841
OG0002741	TCONS_00028376.p1	ORYLA12192, ORYLA06061
OG0002742	TCONS_00031180.p1, TCONS_00031206.p1	ORYLA04963, ORYLA00437
OG0002743	TCONS_00055209.p1	ORYLA19035, ORYLA09902
OG0002744	TCONS_00015439.p1	ORYLA18974, ORYLA02610
OG0002745	TCONS_00014235.p1	ORYLA00687
OG0002746	TCONS_00039793.p1	ORYLA05943
OG0002747	TCONS_00016131.p1	ORYLA19242, ORYLA02887
OG0002748	TCONS_00015247.p1	ORYLA02879
OG0002749	TCONS_00034797.p1	ORYLA09355, ORYLA08642
OG0002751	TCONS_00016595.p1	ORYLA17875
OG0002752	TCONS_00042881.p1	ORYLA09106
OG0002753	TCONS_00047595.p1	ORYLA14155, ORYLA11165
OG0002754	TCONS_00054318.p1	ORYLA18568
OG0002755	TCONS_00054322.p1	ORYLA19322
OG0002756	TCONS_00006067.p1	ORYLA13793
OG0002757	TCONS_00055221.p1	ORYLA00322, ORYLA00321
OG0002758	TCONS_00006270.p1	ORYLA03351, ORYLA04510, ORYLA17536
OG0002759	TCONS_00002285.p1	ORYLA09586, ORYLA09585
OG0002760	TCONS_00049773.p1	ORYLA10884
OG0002761	TCONS_00010302.p1	ORYLA17179
OG0002762	TCONS_00047734.p1	ORYLA14042, ORYLA10843
OG0002763	TCONS_00055749.p1	ORYLA08239
OG0002764	TCONS_00050931.p1	ORYLA15656, ORYLA06813, ORYLA03798
OG0002765	TCONS_00009341.p1	ORYLA05581, ORYLA15145, ORYLA12027
OG0002766	TCONS_00049553.p1, TCONS_00049554.p1, TCONS_00004496.p1	ORYLA10349
OG0002767	TCONS_00043030.p1	ORYLA04026, ORYLA00357, ORYLA00358
OG0002768	TCONS_00049097.p1	ORYLA02309, ORYLA11235
OG0002769	TCONS_00042280.p1, TCONS_00042232.p1	ORYLA17227, ORYLA02552, ORYLA12217
OG0002771	TCONS_00011580.p1	ORYLA12518
OG0002772	TCONS_00053759.p1	ORYLA12777
OG0002773	TCONS_00022345.p1, TCONS_00022344.p1	ORYLA19216
OG0002774	TCONS_00028627.p1	ORYLA13210, ORYLA12404, ORYLA19635
OG0002775	TCONS_00004466.p1	ORYLA10242, ORYLA10244, ORYLA08215
OG0002776	TCONS_00029914.p1	ORYLA01308
OG0002777	TCONS_00035943.p1	ORYLA14740, ORYLA10885
OG0002779	TCONS_00051889.p1	ORYLA20250
OG0002781	TCONS_00056768.p1	ORYLA16475, ORYLA16109, ORYLA19361
OG0002782	TCONS_00011132.p1	ORYLA04664, ORYLA18620
OG0002783	TCONS_00053820.p1	ORYLA02442
OG0002785	TCONS_00054448.p1	ORYLA06284, ORYLA17343, ORYLA02417
OG0002786	TCONS_00029566.p1	ORYLA06176, ORYLA14979, ORYLA12999, ORYLA12998, ORYLA17650
OG0002787	TCONS_00020698.p1	ORYLA20316
OG0002788	TCONS_00038074.p1	ORYLA14654
OG0002790	TCONS_00042475.p1	ORYLA03569
OG0002791	TCONS_00016217.p1	ORYLA16596, ORYLA00875, ORYLA00876, ORYLA12968, ORYLA18791, ORYLA18124
OG0002793	TCONS_00003882.p1	ORYLA07270
OG0002794	TCONS_00015595.p1	ORYLA02734, ORYLA06923
OG0002795	TCONS_00020221.p1	ORYLA12451, ORYLA19180
OG0002797	TCONS_00020292.p1, TCONS_00002919.p1	ORYLA05207, ORYLA05210, ORYLA05209, ORYLA05208, ORYLA05211, ORYLA05206
OG0002799	TCONS_00004881.p1	ORYLA16295
OG0002811	TCONS_00047302.p1	ORYLA14627
OG0002812	TCONS_00054657.p1	ORYLA02302, ORYLA13564, ORYLA06285
OG0002813	TCONS_00014792.p1	ORYLA13821, ORYLA02183, ORYLA20283
OG0002814	TCONS_00030568.p1	ORYLA04993, ORYLA08092, ORYLA04148
OG0002815	TCONS_00000287.p1	ORYLA05986, ORYLA10370, ORYLA11417
OG0002816	TCONS_00054308.p1	ORYLA13033, ORYLA06757, ORYLA06755, ORYLA06756
OG0002817	TCONS_00009559.p1	ORYLA10713, ORYLA11993
OG0002818	TCONS_00049657.p1	ORYLA15484, ORYLA15048
OG0002819	TCONS_00050227.p1	ORYLA07493, ORYLA08859, ORYLA14483, ORYLA15630
OG0002821	TCONS_00052856.p1	ORYLA13169, ORYLA06382
OG0002822	TCONS_00014245.p1, TCONS_00013412.p1, TCONS_00014423.p1	ORYLA16971, ORYLA00588, ORYLA16668, ORYLA07807
OG0002824	TCONS_00019599.p1	ORYLA09339, ORYLA06204
OG0002825	TCONS_00024295.p1	ORYLA11065
OG0002826	TCONS_00009663.p1	ORYLA11355, ORYLA03113
OG0002827	TCONS_00001794.p1, TCONS_00001795.p2	ORYLA11598
OG0002828	TCONS_00034310.p1	ORYLA03128
OG0002829	TCONS_00013706.p1	ORYLA16753
OG0002830	TCONS_00010894.p1	ORYLA11471, ORYLA10187
OG0002831	TCONS_00035950.p1, TCONS_00035945.p1	ORYLA15327
OG0002833	TCONS_00014217.p1	ORYLA08022
OG0002834	TCONS_00051206.p1	ORYLA05742, ORYLA01543, ORYLA17481
OG0002835	TCONS_00018725.p1, TCONS_00017643.p1	ORYLA05983, ORYLA02044
OG0002836	TCONS_00052011.p1	ORYLA19854, ORYLA03764
OG0002837	TCONS_00042766.p1	ORYLA09113, ORYLA07584, ORYLA12792
OG0002838	TCONS_00029902.p1, TCONS_00020903.p1	ORYLA05289, ORYLA00320
OG0002839	TCONS_00004451.p1	ORYLA05647
OG0002840	TCONS_00009182.p1	ORYLA12723, ORYLA13362
OG0002841	TCONS_00047849.p1, TCONS_00001411.p1, TCONS_00048553.p1	ORYLA15081, ORYLA11075
OG0002842	TCONS_00054700.p1, TCONS_00054625.p1	ORYLA02771, ORYLA13461
OG0002843	TCONS_00030426.p1	ORYLA17609
OG0002844	TCONS_00048042.p1	ORYLA20136
OG0002845	TCONS_00049073.p1	ORYLA12140
OG0002846	TCONS_00054878.p1	ORYLA10441
OG0002847	TCONS_00006483.p1	ORYLA19258
OG0002848	TCONS_00045223.p1	ORYLA08986
OG0002849	TCONS_00020783.p1	ORYLA14814, ORYLA12422, ORYLA14813, ORYLA01616
OG0002850	TCONS_00051637.p1	ORYLA03637
OG0002851	TCONS_00000274.p1	ORYLA04060, ORYLA10594, ORYLA03173
OG0002853	TCONS_00029548.p1	ORYLA02715, ORYLA13602
OG0002854	TCONS_00044326.p1, TCONS_00015094.p1	ORYLA12873
OG0002855	TCONS_00001781.p1, TCONS_00004538.p1	ORYLA03649
OG0002856	TCONS_00028409.p1	ORYLA06874, ORYLA12811, ORYLA02096
OG0002858	TCONS_00007488.p1, TCONS_00007490.p1	ORYLA01755, ORYLA12296
OG0002859	TCONS_00045580.p1, TCONS_00045581.p1, TCONS_00046896.p1	ORYLA07035
OG0002860	TCONS_00013248.p1	ORYLA16257
OG0002861	TCONS_00025233.p1	ORYLA12105
OG0002862	TCONS_00002185.p1	ORYLA04015, ORYLA05434, ORYLA05308
OG0002863	TCONS_00053234.p1, TCONS_00053235.p1	ORYLA17400
OG0002864	TCONS_00019063.p1	ORYLA12604, ORYLA07144, ORYLA07143
OG0002865	TCONS_00042624.p1	ORYLA10366
OG0002866	TCONS_00037598.p1	ORYLA02748, ORYLA00604, ORYLA16564
OG0002869	TCONS_00051574.p1	ORYLA13866, ORYLA16223
OG0002870	TCONS_00002023.p1	ORYLA10371
OG0002871	TCONS_00013806.p1	ORYLA15130
OG0002872	TCONS_00009347.p1	ORYLA02121
OG0002873	TCONS_00014159.p1	ORYLA19407
OG0002874	TCONS_00049627.p1	ORYLA15908, ORYLA14760
OG0002875	TCONS_00009978.p1	ORYLA11748
OG0002876	TCONS_00055182.p1, TCONS_00055153.p1, TCONS_00055154.p1	ORYLA08640, ORYLA04839
OG0002877	TCONS_00027894.p1	ORYLA13198
OG0002878	TCONS_00007158.p1, TCONS_00007157.p1	ORYLA20310, ORYLA05630
OG0002879	TCONS_00001819.p1	ORYLA12228, ORYLA10562
OG0002880	TCONS_00045912.p1	ORYLA11943
OG0002883	TCONS_00003183.p1	ORYLA12507
OG0002884	TCONS_00036357.p1	ORYLA20174
OG0002885	TCONS_00036592.p1	ORYLA07258, ORYLA07265, ORYLA00177
OG0002887	TCONS_00053132.p1	ORYLA02731
OG0002888	TCONS_00014580.p1	ORYLA16529, ORYLA07977, ORYLA17058, ORYLA00234
OG0002889	TCONS_00049306.p1	ORYLA14307, ORYLA10855
OG0002890	TCONS_00007836.p1	ORYLA15943, ORYLA14281, ORYLA05398
OG0002891	TCONS_00053738.p1	ORYLA16619, ORYLA00864
OG0002892	TCONS_00001681.p1, TCONS_00014788.p1	ORYLA16578, ORYLA12974, ORYLA17244, ORYLA02493
OG0002893	TCONS_00022744.p1	ORYLA09714
OG0002894	TCONS_00010576.p1	ORYLA04778, ORYLA10079, ORYLA05303
OG0002895	TCONS_00029819.p1	ORYLA11053, ORYLA14341
OG0002896	TCONS_00021246.p1	ORYLA09565, ORYLA09164
OG0002897	TCONS_00041365.p1, TCONS_00031606.p1, TCONS_00041377.p1, TCONS_00032281.p1, TCONS_00041351.p1, TCONS_00041379.p1, TCONS_00031603.p1, TCONS_00031601.p1, TCONS_00031610.p1, TCONS_00031602.p1, TCONS_00041359.p1, TCONS_00041348.p1, TCONS_00041353.p1	ORYLA08407
OG0002898	TCONS_00012139.p1, TCONS_00011793.p1, TCONS_00010413.p1, TCONS_00010440.p1, TCONS_00010414.p1	ORYLA00671, ORYLA00670
OG0002899	TCONS_00051403.p1	ORYLA05880, ORYLA13052
OG0002900	TCONS_00029824.p1	ORYLA14973, ORYLA02100
OG0002901	TCONS_00001145.p1	ORYLA11557
OG0002902	TCONS_00013877.p1	ORYLA16725, ORYLA07802, ORYLA07801
OG0002903	TCONS_00018225.p1, TCONS_00017180.p1, TCONS_00017183.p1, TCONS_00017182.p1, TCONS_00017176.p1	ORYLA20427
OG0002905	TCONS_00050785.p1	ORYLA15649, ORYLA07137
OG0002906	TCONS_00009274.p1	ORYLA19340, ORYLA14581
OG0002907	TCONS_00028502.p1	ORYLA02959, ORYLA14978
OG0002908	TCONS_00055243.p1	ORYLA16113
OG0002909	TCONS_00047561.p1	ORYLA15541, ORYLA10906
OG0002910	TCONS_00028540.p1, TCONS_00028541.p1	ORYLA10834
OG0002911	TCONS_00026143.p1	ORYLA05286, ORYLA17637
OG0002912	TCONS_00007897.p1, TCONS_00008713.p1, TCONS_00007439.p1, TCONS_00003154.p1, TCONS_00003605.p1, TCONS_00003606.p1	ORYLA12570
OG0002913	TCONS_00056620.p1	ORYLA09301, ORYLA06966, ORYLA01437, ORYLA15057
OG0002915	TCONS_00020490.p1	ORYLA15159, ORYLA06424
OG0002916	TCONS_00054595.p1	ORYLA12904, ORYLA02397
OG0002917	TCONS_00021044.p1	ORYLA03614
OG0002919	TCONS_00029838.p1	ORYLA19627, ORYLA12045, ORYLA13148
OG0002921	TCONS_00005612.p1, TCONS_00005613.p2	ORYLA16247
OG0002922	TCONS_00025977.p1	ORYLA05263, ORYLA05264, ORYLA17370
OG0002923	TCONS_00007977.p1	ORYLA02176, ORYLA15614
OG0002924	TCONS_00019349.p1	ORYLA12165, ORYLA14888, ORYLA02522, ORYLA02521
OG0002925	TCONS_00018459.p1	ORYLA05522, ORYLA14140, ORYLA01643
OG0002926	TCONS_00028061.p1	ORYLA02418, ORYLA12816
OG0002927	TCONS_00004135.p1	ORYLA05678
OG0002934	TCONS_00015801.p1	ORYLA08524, ORYLA08523, ORYLA08521, ORYLA08522
OG0002944	TCONS_00016891.p1	ORYLA11503, ORYLA15960, ORYLA09073
OG0002945	TCONS_00014323.p1, TCONS_00014335.p1	ORYLA00078
OG0002946	TCONS_00014225.p1, TCONS_00013029.p1	ORYLA08309, ORYLA16682
OG0002947	TCONS_00049003.p1, TCONS_00047564.p1	ORYLA18625
OG0002948	TCONS_00050545.p1	ORYLA20132, ORYLA04220
OG0002949	TCONS_00014445.p1	ORYLA05800
OG0002952	TCONS_00042673.p1	ORYLA04612
OG0002953	TCONS_00048395.p1	ORYLA13902
OG0002954	TCONS_00023913.p1	ORYLA12023
OG0002955	TCONS_00011898.p1	ORYLA10112
OG0002956	TCONS_00029297.p1	ORYLA13006, ORYLA06858
OG0002957	TCONS_00022513.p1	ORYLA09640
OG0002959	TCONS_00010958.p1	ORYLA11532, ORYLA10475
OG0002960	TCONS_00039602.p1, TCONS_00039603.p1	ORYLA01661
OG0002961	TCONS_00011734.p1	ORYLA11825
OG0002962	TCONS_00013946.p1	ORYLA16540
OG0002964	TCONS_00013728.p1	ORYLA17126, ORYLA00048, ORYLA16902
OG0002965	TCONS_00030551.p1	ORYLA05184
OG0002966	TCONS_00016414.p1	ORYLA02492
OG0002967	TCONS_00034167.p1, TCONS_00034173.p1	ORYLA03303, ORYLA04206
OG0002968	TCONS_00000180.p1	ORYLA02038
OG0002969	TCONS_00055983.p1	ORYLA07908
OG0002971	TCONS_00045604.p1, TCONS_00046877.p1	ORYLA20367, ORYLA05979, ORYLA05520
OG0002973	TCONS_00048192.p1	ORYLA14521
OG0002974	TCONS_00009337.p1	ORYLA05639, ORYLA12657
OG0002975	TCONS_00016004.p1, TCONS_00010554.p1	ORYLA10560
OG0002976	TCONS_00028969.p1	ORYLA17659
OG0002977	TCONS_00004747.p1	ORYLA03469
OG0002978	TCONS_00010996.p1	ORYLA01067, ORYLA11348, ORYLA10261
OG0002981	TCONS_00009178.p1	ORYLA08734
OG0002982	TCONS_00002363.p1, TCONS_00002375.p1	ORYLA05260
OG0002983	TCONS_00002109.p1, TCONS_00002101.p1	ORYLA05176, ORYLA13535
OG0002984	TCONS_00014608.p1	ORYLA05793
OG0002985	TCONS_00042833.p1	ORYLA16699, ORYLA00625
OG0002986	TCONS_00049664.p1	ORYLA15829, ORYLA13959, ORYLA20331
OG0002987	TCONS_00026946.p1	ORYLA15486, ORYLA01526
OG0002989	TCONS_00049575.p1	ORYLA15869
OG0002990	TCONS_00027688.p1	ORYLA04627
OG0002991	TCONS_00030348.p1	ORYLA04672
OG0002992	TCONS_00020442.p1	ORYLA09196, ORYLA15747
OG0002994	TCONS_00008401.p1	ORYLA02194
OG0002995	TCONS_00010897.p1	ORYLA10446
OG0002996	TCONS_00049228.p1	ORYLA15037, ORYLA15923, ORYLA14260
OG0002997	TCONS_00053213.p1	ORYLA06949
OG0002998	TCONS_00022351.p1	ORYLA14765, ORYLA16031
OG0003001	TCONS_00002698.p1	ORYLA09162
OG0003002	TCONS_00056726.p1	ORYLA14351, ORYLA16094, ORYLA08507, ORYLA09760
OG0003003	TCONS_00046653.p1	ORYLA19741, ORYLA02206, ORYLA11693
OG0003005	TCONS_00003466.p1	ORYLA05246
OG0003006	TCONS_00014322.p1, TCONS_00014334.p1	ORYLA16962
OG0003007	TCONS_00053186.p1	ORYLA13640, ORYLA00272
OG0003008	TCONS_00014834.p1	ORYLA06672, ORYLA13325
OG0003009	TCONS_00017797.p1	ORYLA01927, ORYLA05902, ORYLA05918, ORYLA06229
OG0003010	TCONS_00036755.p1	ORYLA08264
OG0003011	TCONS_00044235.p1	ORYLA00062, ORYLA17088
OG0003012	TCONS_00013995.p1, TCONS_00048089.p1	ORYLA13725, ORYLA14487
OG0003013	TCONS_00056297.p1, TCONS_00056301.p1, TCONS_00028450.p1, TCONS_00056300.p1, TCONS_00056296.p1	ORYLA09697, ORYLA05595
OG0003014	TCONS_00018508.p1	ORYLA11816, ORYLA12535
OG0003016	TCONS_00041684.p1	ORYLA00344, ORYLA19566
OG0003017	TCONS_00025399.p1	ORYLA05397, ORYLA19080
OG0003018	TCONS_00042596.p1	ORYLA04241, ORYLA03378
OG0003019	TCONS_00051034.p1	ORYLA11447
OG0003021	TCONS_00050470.p1	ORYLA07431
OG0003022	TCONS_00021935.p1	ORYLA00947
OG0003023	TCONS_00042741.p1	ORYLA03235, ORYLA02285, ORYLA17780
OG0003024	TCONS_00014173.p1	ORYLA12540
OG0003025	TCONS_00044903.p1	ORYLA16836, ORYLA06771
OG0003026	TCONS_00014720.p1, TCONS_00015662.p1	ORYLA00734
OG0003027	TCONS_00018446.p1	ORYLA17665, ORYLA15116
OG0003028	TCONS_00044915.p1	ORYLA02137
OG0003029	TCONS_00008363.p1	ORYLA02221, ORYLA15312
OG0003030	TCONS_00055499.p1	ORYLA12869, ORYLA12868, ORYLA00872, ORYLA16608
OG0003031	TCONS_00004052.p1	ORYLA16489, ORYLA08839
OG0003032	TCONS_00027563.p1	ORYLA01141, ORYLA08340
OG0003033	TCONS_00000889.p1	ORYLA09580
OG0003034	TCONS_00042530.p1	ORYLA00457
OG0003035	TCONS_00019341.p1	ORYLA12815, ORYLA17690
OG0003036	TCONS_00014973.p1	ORYLA06888, ORYLA13097
OG0003037	TCONS_00012033.p1	ORYLA17542
OG0003038	TCONS_00039831.p1	ORYLA03300, ORYLA05385
OG0003040	TCONS_00021633.p1, TCONS_00021160.p1	ORYLA07281, ORYLA07280
OG0003041	TCONS_00017725.p1, TCONS_00044813.p1	ORYLA05365
OG0003042	TCONS_00054889.p1	ORYLA09859, ORYLA09858
OG0003043	TCONS_00042430.p1	ORYLA13460
OG0003044	TCONS_00004867.p1	ORYLA04573
OG0003046	TCONS_00018079.p1	ORYLA15260, ORYLA06310
OG0003048	TCONS_00009304.p1	ORYLA15156, ORYLA08890
OG0003049	TCONS_00054626.p1, TCONS_00054702.p1	ORYLA17432, ORYLA12852, ORYLA06667
OG0003050	TCONS_00029314.p1	ORYLA00454, ORYLA19968
OG0003051	TCONS_00026476.p1, TCONS_00022396.p1	ORYLA03600, ORYLA09446
OG0003053	TCONS_00054310.p1	ORYLA02834
OG0003054	TCONS_00021522.p1	ORYLA12266, ORYLA09573
OG0003055	TCONS_00054282.p1	ORYLA07154, ORYLA12922, ORYLA13644
OG0003057	TCONS_00000589.p1	ORYLA03418, ORYLA11578
OG0003058	TCONS_00017801.p1	ORYLA11963, ORYLA20118, ORYLA13944
OG0003059	TCONS_00010865.p1, TCONS_00009506.p1, TCONS_00010866.p1	ORYLA00217, ORYLA04759
OG0003060	TCONS_00053579.p1	ORYLA16613, ORYLA06282, ORYLA13094
OG0003061	TCONS_00010070.p1	ORYLA04715, ORYLA00772, ORYLA10167, ORYLA11382
OG0003062	TCONS_00009277.p1	ORYLA12667
OG0003063	TCONS_00047299.p1	ORYLA10950
OG0003064	TCONS_00032013.p2	ORYLA13156
OG0003065	TCONS_00040405.p1	ORYLA05920, ORYLA02018
OG0003066	TCONS_00037980.p1	ORYLA15142, ORYLA14035, ORYLA11126
OG0003067	TCONS_00027360.p1	ORYLA17416
OG0003069	TCONS_00022197.p1, TCONS_00022198.p1, TCONS_00036468.p1	ORYLA13162
OG0003071	TCONS_00043297.p1, TCONS_00045257.p1	ORYLA01342
OG0003072	TCONS_00048899.p1	ORYLA13683, ORYLA10914
OG0003074	TCONS_00008081.p1	ORYLA16081, ORYLA01721, ORYLA05339
OG0003075	TCONS_00042477.p1	ORYLA09107
OG0003077	TCONS_00012670.p1	ORYLA16520, ORYLA00601, ORYLA00159, ORYLA16743
OG0003078	TCONS_00011470.p1	ORYLA10487
OG0003084	TCONS_00042337.p1, TCONS_00042338.p1	ORYLA03661, ORYLA03660
OG0003086	TCONS_00026260.p1, TCONS_00026114.p1, TCONS_00029205.p1	ORYLA08071
OG0003089	TCONS_00026730.p1, TCONS_00030845.p1	ORYLA14073, ORYLA13491
OG0003090	TCONS_00022504.p1, TCONS_00022507.p1, TCONS_00050796.p1, TCONS_00051891.p1, TCONS_00051894.p1, TCONS_00022509.p1	ORYLA19422, ORYLA09568
OG0003101	TCONS_00017184.p1	ORYLA10329, ORYLA09097, ORYLA16063, ORYLA15863
OG0003103	TCONS_00013562.p1, TCONS_00012395.p1	ORYLA01778
OG0003104	TCONS_00055183.p1, TCONS_00055155.p1	ORYLA02871, ORYLA13475
OG0003105	TCONS_00028837.p1	ORYLA01500
OG0003107	TCONS_00007437.p1	ORYLA15014, ORYLA12389
OG0003108	TCONS_00035993.p1	ORYLA11282, ORYLA15369
OG0003109	TCONS_00014595.p1	ORYLA16315
OG0003110	TCONS_00021811.p1	ORYLA09478
OG0003111	TCONS_00053315.p1, TCONS_00053316.p1, TCONS_00053005.p1, TCONS_00053006.p1	ORYLA00857
OG0003112	TCONS_00030052.p1	ORYLA05183
OG0003113	TCONS_00045447.p1, TCONS_00045473.p1	ORYLA10065
OG0003114	TCONS_00011587.p1	ORYLA07363
OG0003115	TCONS_00028290.p1	ORYLA06857, ORYLA17487
OG0003116	TCONS_00043730.p1	ORYLA20434
OG0003118	TCONS_00020273.p1	ORYLA16184, ORYLA10022, ORYLA08702
OG0003119	TCONS_00041056.p1	ORYLA04168, ORYLA20444
OG0003120	TCONS_00022866.p1, TCONS_00022865.p1, TCONS_00022605.p1	ORYLA19924
OG0003121	TCONS_00028552.p1	ORYLA14892, ORYLA13008
OG0003122	TCONS_00009581.p1	ORYLA04700, ORYLA10184
OG0003122	TCONS_00048359.p1	ORYLA11034
OG0003124	TCONS_00005423.p1	ORYLA02774
OG0003127	TCONS_00010397.p1	ORYLA10091
OG0003128	TCONS_00006238.p1	ORYLA00377
OG0003130	TCONS_00006397.p1	ORYLA03739
OG0003131	TCONS_00005152.p1	ORYLA17361, ORYLA20425
OG0003132	TCONS_00044476.p1, TCONS_00044485.p1, TCONS_00044491.p1, TCONS_00018768.p1	ORYLA02170
OG0003133	TCONS_00007944.p1	ORYLA15165
OG0003134	TCONS_00020380.p1	ORYLA05931, ORYLA16455
OG0003135	TCONS_00011843.p1	ORYLA03082
OG0003136	TCONS_00010930.p1	ORYLA03448, ORYLA10254
OG0003138	TCONS_00050755.p1	ORYLA10305
OG0003140	TCONS_00028144.p1	ORYLA18056, ORYLA18057, ORYLA12143, ORYLA20304
OG0003141	TCONS_00050305.p1, TCONS_00050154.p1, TCONS_00050309.p1	ORYLA20129, ORYLA01871, ORYLA05831
OG0003142	TCONS_00029198.p1	ORYLA17712
OG0003144	TCONS_00000595.p1	ORYLA04082
OG0003145	TCONS_00014971.p1	ORYLA13404, ORYLA06360
OG0003146	TCONS_00018409.p1, TCONS_00018423.p1	ORYLA11707
OG0003147	TCONS_00026561.p1	ORYLA20499
OG0003148	TCONS_00011185.p1	ORYLA11751, ORYLA05438, ORYLA19776
OG0003149	TCONS_00029158.p1	ORYLA05759
OG0003150	TCONS_00021955.p1	ORYLA01440, ORYLA09448
OG0003152	TCONS_00013455.p1	ORYLA16325, ORYLA08299, ORYLA16852
OG0003153	TCONS_00007590.p1	ORYLA18339
OG0003154	TCONS_00052774.p1, TCONS_00052813.p1	ORYLA06654
OG0003157	TCONS_00043932.p1	ORYLA04495
OG0003158	TCONS_00002576.p1	ORYLA08610, ORYLA09460, ORYLA08913
OG0003160	TCONS_00026054.p1	ORYLA05070, ORYLA19915
OG0003161	TCONS_00011327.p1	ORYLA18915, ORYLA10523, ORYLA18916
OG0003162	TCONS_00011068.p1, TCONS_00011067.p1, TCONS_00011066.p1	ORYLA11824, ORYLA10738, ORYLA03513
OG0003163	TCONS_00029492.p1	ORYLA13213, ORYLA17286
OG0003164	TCONS_00044053.p1	ORYLA20487, ORYLA00816
OG0003165	TCONS_00002241.p1	ORYLA08595, ORYLA10561
OG0003167	TCONS_00006140.p1, TCONS_00006160.p1	ORYLA16879, ORYLA03605
OG0003169	TCONS_00053814.p1	ORYLA09698
OG0003171	TCONS_00037765.p1	ORYLA06807
OG0003172	TCONS_00004769.p1, TCONS_00057202.p1	ORYLA09854
OG0003173	TCONS_00005903.p1	ORYLA00376, ORYLA02346
OG0003174	TCONS_00049142.p1, TCONS_00049139.p1, TCONS_00035661.p1, TCONS_00035570.p1, TCONS_00042946.p1	ORYLA20481
OG0003175	TCONS_00003127.p1	ORYLA01979, ORYLA06140
OG0003176	TCONS_00030621.p1, TCONS_00030620.p1	ORYLA12690
OG0003177	TCONS_00026401.p1	ORYLA00856
OG0003178	TCONS_00012175.p1	ORYLA03270
OG0003179	TCONS_00031402.p1	ORYLA00445
OG0003180	TCONS_00006051.p1	ORYLA03447, ORYLA03986, ORYLA03985
OG0003181	TCONS_00012251.p1	ORYLA00243
OG0003183	TCONS_00020630.p1	ORYLA16117, ORYLA02124
OG0003184	TCONS_00031430.p1	ORYLA01211, ORYLA07345
OG0003185	TCONS_00036463.p1	ORYLA12363, ORYLA15072
OG0003186	TCONS_00001683.p1	ORYLA01090, ORYLA09963, ORYLA09962
OG0003187	TCONS_00054634.p1	ORYLA12776
OG0003188	TCONS_00027939.p1	ORYLA12586, ORYLA14947
OG0003189	TCONS_00001707.p1	ORYLA04108
OG0003190	TCONS_00000091.p1, TCONS_00047115.p1, TCONS_00047116.p1, TCONS_00038643.p1, TCONS_00038635.p1, TCONS_00044569.p1	ORYLA00506
OG0003191	TCONS_00003984.p1	ORYLA18538, ORYLA15754
OG0003192	TCONS_00003034.p1	ORYLA09709, ORYLA08386
OG0003193	TCONS_00022403.p1	ORYLA12245, ORYLA09712
OG0003195	TCONS_00012666.p1	ORYLA16742
OG0003196	TCONS_00007011.p1	ORYLA06022
OG0003197	TCONS_00021731.p1	ORYLA18639
OG0003199	TCONS_00054865.p1	ORYLA15973, ORYLA15714
OG0003200	TCONS_00045357.p1	ORYLA05114
OG0003202	TCONS_00030468.p1	ORYLA02354
OG0003203	TCONS_00033348.p1	ORYLA02126, ORYLA16448
OG0003204	TCONS_00041693.p1	ORYLA08375
OG0003205	TCONS_00028178.p1	ORYLA12978, ORYLA12979, ORYLA17330
OG0003206	TCONS_00042722.p1	ORYLA16318
OG0003207	TCONS_00043267.p1, TCONS_00030185.p1	ORYLA14484, ORYLA19094
OG0003210	TCONS_00014945.p1	ORYLA02461, ORYLA06655
OG0003211	TCONS_00038940.p1, TCONS_00006794.p1	ORYLA20322
