Orthogroup	PFLAV	XENTR
OG0003997	TCONS_00042839.p1	XENTR03284
OG0003998	TCONS_00010889.p1	XENTR13053
OG0003999	TCONS_00020030.p1	XENTR13639
OG0004000	TCONS_00002973.p1	XENTR16850
OG0004001	TCONS_00054757.p1, TCONS_00015640.p1, TCONS_00038560.p1, TCONS_00014638.p1, TCONS_00007198.p1	XENTR09607
OG0004001	TCONS_00032303.p1, TCONS_00008907.p1	XENTR09154
OG0004002	TCONS_00012148.p1	XENTR07505
OG0004004	TCONS_00054890.p1	XENTR00508
OG0004005	TCONS_00055013.p1, TCONS_00055012.p1	XENTR08022
OG0004007	TCONS_00054345.p1	XENTR00335, XENTR12145
OG0004009	TCONS_00030825.p1	XENTR12738, XENTR07565
OG0004010	TCONS_00053896.p1, TCONS_00052851.p1	XENTR15365
OG0004011	TCONS_00030946.p1	XENTR09432, XENTR02695
OG0004012	TCONS_00027244.p1	XENTR08974
OG0004014	TCONS_00018248.p1	XENTR16545
OG0004015	TCONS_00053661.p1	XENTR07793
OG0004016	TCONS_00054891.p1	XENTR08559
OG0004017	TCONS_00005125.p1	XENTR14676
OG0004018	TCONS_00049328.p1	XENTR14620
OG0004019	TCONS_00024143.p1	XENTR14133
OG0004020	TCONS_00021521.p1	XENTR03214
OG0004021	TCONS_00006438.p1	XENTR01515
OG0004022	TCONS_00002354.p1	XENTR07692
OG0004023	TCONS_00009288.p1	XENTR12549, XENTR09886
OG0004024	TCONS_00002583.p1	XENTR10419
OG0004025	TCONS_00026270.p1	XENTR15063
OG0004027	TCONS_00054882.p1	XENTR05193, XENTR01694
OG0004028	TCONS_00030295.p1	XENTR07292
OG0004029	TCONS_00056028.p1	XENTR14070
OG0004031	TCONS_00011023.p1	XENTR02095
OG0004032	TCONS_00021570.p1	XENTR14175, XENTR14174, XENTR10565
OG0004033	TCONS_00011608.p1	XENTR07511
OG0004034	TCONS_00028005.p1	XENTR01478
OG0004035	TCONS_00009453.p1	XENTR18213, XENTR18419
OG0004036	TCONS_00000983.p1	XENTR00661
OG0004037	TCONS_00021625.p1	XENTR08593
OG0004038	TCONS_00021437.p1	XENTR14795
OG0004039	TCONS_00000136.p1	XENTR14249, XENTR17899
OG0004041	TCONS_00010859.p1	XENTR00599
OG0004042	TCONS_00056008.p1	XENTR16635
OG0004043	TCONS_00000189.p1	XENTR06092
OG0004044	TCONS_00018088.p1	XENTR01872
OG0004045	TCONS_00027157.p1	XENTR13376
OG0004046	TCONS_00005077.p1, TCONS_00005078.p1, TCONS_00049198.p1	XENTR13914
OG0004047	TCONS_00014227.p1	XENTR09809
OG0004048	TCONS_00027634.p1	XENTR08968, XENTR08876
OG0004049	TCONS_00013382.p1, TCONS_00000116.p1	XENTR08475, XENTR05908, XENTR11386
OG0004051	TCONS_00031884.p1	XENTR17604, XENTR07177
OG0004052	TCONS_00031689.p1, TCONS_00031687.p1	XENTR14748
OG0004053	TCONS_00029652.p1	XENTR05712, XENTR12155
OG0004054	TCONS_00011874.p1	XENTR03843, XENTR02105
OG0004055	TCONS_00001281.p1	XENTR07492, XENTR07490, XENTR07491
OG0004056	TCONS_00019098.p1	XENTR16960
OG0004057	TCONS_00036725.p1	XENTR00723
OG0004059	TCONS_00011709.p1	XENTR02089
OG0004060	TCONS_00056984.p1	XENTR10032
OG0004062	TCONS_00026505.p1	XENTR18647, XENTR08862, XENTR10337
OG0004063	TCONS_00010646.p1	XENTR04591
OG0004064	TCONS_00003929.p1	XENTR04196
OG0004065	TCONS_00051172.p1	XENTR13020
OG0004066	TCONS_00015438.p1	XENTR12212
OG0004067	TCONS_00022596.p1	XENTR14385
OG0004068	TCONS_00001314.p1	XENTR08780
OG0004069	TCONS_00033132.p1	XENTR09185
OG0004070	TCONS_00026262.p1	XENTR11830
OG0004071	TCONS_00015780.p1	XENTR01305, XENTR15592, XENTR09667, XENTR09668
OG0004072	TCONS_00056622.p1	XENTR02752
OG0004073	TCONS_00037125.p1	XENTR11511, XENTR02540
OG0004075	TCONS_00014149.p1, TCONS_00012736.p1, TCONS_00014145.p1, TCONS_00014147.p1	XENTR00982
OG0004076	TCONS_00045999.p1	XENTR13769
OG0004077	TCONS_00016077.p1	XENTR16417
OG0004079	TCONS_00043865.p1	XENTR01034
OG0004080	TCONS_00057069.p1	XENTR04210, XENTR17702
OG0004081	TCONS_00021321.p1	XENTR09630, XENTR16082
OG0004082	TCONS_00017035.p1	XENTR03276
OG0004083	TCONS_00003483.p1	XENTR09602
OG0004084	TCONS_00046143.p1	XENTR03635
OG0004085	TCONS_00022909.p1	XENTR02748
OG0004086	TCONS_00010739.p1, TCONS_00010740.p1	XENTR00590
OG0004087	TCONS_00033020.p1	XENTR08763
OG0004088	TCONS_00054049.p1	XENTR12362, XENTR11015
OG0004089	TCONS_00052009.p1	XENTR15591
OG0004090	TCONS_00003003.p1	XENTR05223
OG0004091	TCONS_00053676.p1	XENTR04711
OG0004092	TCONS_00056687.p1	XENTR15001, XENTR15101
OG0004093	TCONS_00025996.p1	XENTR15684
OG0004094	TCONS_00015342.p1	XENTR14516
OG0004095	TCONS_00030160.p1, TCONS_00030161.p1	XENTR04765
OG0004096	TCONS_00015008.p1	XENTR04695
OG0004097	TCONS_00055161.p1	XENTR14379
OG0004098	TCONS_00053174.p1	XENTR09195, XENTR00362
OG0004099	TCONS_00014574.p1	XENTR07018, XENTR03906
OG0004100	TCONS_00048183.p1, TCONS_00049141.p1, TCONS_00049138.p1	XENTR15549, XENTR15547
OG0004101	TCONS_00002991.p1, TCONS_00003971.p1	XENTR13964
OG0004102	TCONS_00027001.p1	XENTR02021
OG0004103	TCONS_00017398.p1, TCONS_00016551.p1	XENTR02995, XENTR02996
OG0004104	TCONS_00029688.p1	XENTR08622
OG0004105	TCONS_00017260.p1	XENTR00235
OG0004106	TCONS_00051399.p1	XENTR04092
OG0004110	TCONS_00034163.p1	XENTR18262
OG0004111	TCONS_00046120.p1	XENTR05171, XENTR05170, XENTR05169, XENTR05168
OG0004112	TCONS_00028015.p1, TCONS_00028016.p1	XENTR18035
OG0004113	TCONS_00048317.p1	XENTR11125
OG0004114	TCONS_00010503.p1	XENTR11643
OG0004115	TCONS_00052002.p1	XENTR10408
OG0004116	TCONS_00040373.p1	XENTR06030
OG0004117	TCONS_00056306.p1, TCONS_00056337.p1	XENTR06588
OG0004118	TCONS_00047218.p1	XENTR00736
OG0004119	TCONS_00007586.p1	XENTR07270
OG0004120	TCONS_00031456.p1	XENTR09438
OG0004121	TCONS_00052021.p1	XENTR08429
OG0004123	TCONS_00016895.p1	XENTR18443, XENTR02606
OG0004124	TCONS_00045725.p1	XENTR02997, XENTR06594
OG0004125	TCONS_00014192.p1	XENTR09786
OG0004126	TCONS_00035236.p1	XENTR02624, XENTR17192
OG0004127	TCONS_00046753.p1, TCONS_00045678.p1	XENTR09339
OG0004128	TCONS_00010534.p1	XENTR04126
OG0004131	TCONS_00006407.p1	XENTR00865
OG0004132	TCONS_00008475.p1	XENTR08207
OG0004133	TCONS_00022682.p1	XENTR08580, XENTR08835
OG0004134	TCONS_00027849.p1	XENTR10228
OG0004135	TCONS_00012853.p1	XENTR14499
OG0004136	TCONS_00054339.p1	XENTR14548
OG0004137	TCONS_00028614.p1, TCONS_00028615.p1	XENTR05727
OG0004138	TCONS_00002356.p1	XENTR03975
OG0004139	TCONS_00052838.p1	XENTR09190, XENTR12366, XENTR15382
OG0004140	TCONS_00021890.p1, TCONS_00021889.p1	XENTR05945
OG0004141	TCONS_00047537.p1	XENTR07977
OG0004142	TCONS_00047653.p1	XENTR15552
OG0004143	TCONS_00028951.p1	XENTR14330
OG0004144	TCONS_00056033.p1	XENTR10488, XENTR16335
OG0004145	TCONS_00011650.p1	XENTR06685
OG0004146	TCONS_00004845.p1, TCONS_00004826.p1, TCONS_00004825.p1	XENTR10320
OG0004147	TCONS_00035866.p1, TCONS_00035865.p1, TCONS_00041247.p1	XENTR18396
OG0004148	TCONS_00055720.p1, TCONS_00055711.p1	XENTR06933
OG0004149	TCONS_00021572.p1	XENTR10834
OG0004150	TCONS_00056906.p1	XENTR03403
OG0004153	TCONS_00030135.p1	XENTR02143
OG0004154	TCONS_00033373.p1, TCONS_00038771.p1, TCONS_00020814.p1	XENTR06055
OG0004156	TCONS_00047632.p1	XENTR00751, XENTR10996
OG0004157	TCONS_00054767.p1, TCONS_00006833.p1	XENTR18358
OG0004158	TCONS_00004246.p1	XENTR18490
OG0004159	TCONS_00011596.p1	XENTR12092
OG0004160	TCONS_00052968.p1	XENTR00315
OG0004161	TCONS_00017748.p1	XENTR09910
OG0004163	TCONS_00022983.p1	XENTR08707
OG0004164	TCONS_00030925.p1	XENTR07551, XENTR07533
OG0004166	TCONS_00027695.p1	XENTR02693
OG0004167	TCONS_00003611.p1	XENTR11620
OG0004168	TCONS_00006436.p1	XENTR07704
OG0004169	TCONS_00014455.p1	XENTR16574
OG0004171	TCONS_00056085.p1	XENTR11673
OG0004172	TCONS_00044672.p1, TCONS_00054816.p1, TCONS_00031553.p1, TCONS_00006933.p1, TCONS_00030647.p1, TCONS_00033753.p1, TCONS_00044464.p1, TCONS_00035839.p1, TCONS_00015290.p1, TCONS_00044444.p2	XENTR09863
OG0004174	TCONS_00054641.p1	XENTR05736
OG0004175	TCONS_00054534.p1	XENTR11021
OG0004176	TCONS_00042674.p1	XENTR01051
OG0004178	TCONS_00049594.p1	XENTR17208
OG0004179	TCONS_00014009.p1	XENTR12520, XENTR09133
OG0004180	TCONS_00055453.p1	XENTR17753, XENTR17078
OG0004181	TCONS_00042164.p1	XENTR05491
OG0004182	TCONS_00002134.p1	XENTR11405
OG0004183	TCONS_00016676.p1	XENTR10310
OG0004184	TCONS_00024172.p1, TCONS_00004485.p1, TCONS_00011629.p1, TCONS_00011628.p1	XENTR07501
OG0004185	TCONS_00056970.p1	XENTR07973
OG0004186	TCONS_00010700.p1	XENTR14918, XENTR07489
OG0004187	TCONS_00007370.p1	XENTR07777, XENTR12420, XENTR19105
OG0004188	TCONS_00012181.p1	XENTR01635, XENTR09043
OG0004190	TCONS_00013159.p1	XENTR07315
OG0004197	TCONS_00003015.p1, TCONS_00002767.p1	XENTR07183, XENTR03350
OG0004214	TCONS_00018221.p1	XENTR02140
OG0004215	TCONS_00006088.p1	XENTR11110
OG0004216	TCONS_00008492.p1	XENTR16489
OG0004218	TCONS_00005905.p1	XENTR09333
OG0004219	TCONS_00003548.p1	XENTR05410
OG0004220	TCONS_00028351.p1	XENTR19132
OG0004222	TCONS_00011581.p1	XENTR03863
OG0004223	TCONS_00017775.p1	XENTR11343
OG0004226	TCONS_00055877.p1	XENTR12961
OG0004227	TCONS_00050548.p1	XENTR09239
OG0004228	TCONS_00018265.p1	XENTR12759, XENTR03636
OG0004229	TCONS_00030138.p1	XENTR09293
OG0004230	TCONS_00034979.p1	XENTR06029, XENTR18693
OG0004231	TCONS_00028285.p1	XENTR07588
OG0004232	TCONS_00026176.p1	XENTR14755
OG0004234	TCONS_00051720.p1	XENTR06240
OG0004235	TCONS_00013753.p1	XENTR07323
OG0004236	TCONS_00011164.p1	XENTR09087
OG0004237	TCONS_00043031.p1	XENTR03566
OG0004238	TCONS_00017533.p1	XENTR02118
OG0004239	TCONS_00015454.p1	XENTR02464
OG0004241	TCONS_00021571.p1	XENTR07243
OG0004243	TCONS_00003869.p1	XENTR02756
OG0004245	TCONS_00027399.p1	XENTR13102
OG0004246	TCONS_00038726.p1	XENTR10841
OG0004247	TCONS_00039976.p1	XENTR05707
OG0004248	TCONS_00051504.p1	XENTR02442
OG0004249	TCONS_00042977.p1	XENTR14714
OG0004250	TCONS_00011396.p1	XENTR13434
OG0004251	TCONS_00015519.p1	XENTR04013
OG0004252	TCONS_00014324.p1	XENTR01265
OG0004253	TCONS_00004772.p1	XENTR14684, XENTR07125
OG0004254	TCONS_00031008.p1	XENTR02285
OG0004255	TCONS_00050637.p1	XENTR08386
OG0004256	TCONS_00003000.p1	XENTR15977, XENTR02002, XENTR02001
OG0004257	TCONS_00006703.p1	XENTR00860
OG0004258	TCONS_00033470.p1	XENTR15149
OG0004259	TCONS_00029720.p1	XENTR05280
OG0004260	TCONS_00019536.p1	XENTR08524
OG0004261	TCONS_00008123.p1	XENTR17138
OG0004262	TCONS_00010239.p1	XENTR03026
OG0004263	TCONS_00009010.p1	XENTR18355
OG0004264	TCONS_00030324.p1	XENTR11427, XENTR02228
OG0004265	TCONS_00016664.p1	XENTR01292
OG0004267	TCONS_00038037.p1	XENTR05430, XENTR16646
OG0004268	TCONS_00007056.p1	XENTR16315
OG0004269	TCONS_00026954.p1	XENTR08648
OG0004270	TCONS_00028204.p1	XENTR15859
OG0004271	TCONS_00049721.p1	XENTR02370
OG0004272	TCONS_00029044.p1	XENTR04240
OG0004273	TCONS_00014095.p1	XENTR07324
OG0004274	TCONS_00007037.p1	XENTR00473, XENTR15777
OG0004275	TCONS_00056700.p1	XENTR02366, XENTR11914
OG0004277	TCONS_00000888.p1	XENTR14387
OG0004278	TCONS_00029791.p1	XENTR18016, XENTR18015
OG0004279	TCONS_00016684.p1	XENTR14989
OG0004280	TCONS_00054870.p1	XENTR10748
OG0004281	TCONS_00041054.p1	XENTR18517, XENTR18518
OG0004282	TCONS_00018461.p1	XENTR04076
OG0004283	TCONS_00041873.p1	XENTR03463
OG0004284	TCONS_00026190.p1	XENTR12171, XENTR15187
OG0004285	TCONS_00027256.p1	XENTR08748
OG0004286	TCONS_00055502.p1	XENTR03668
OG0004287	TCONS_00003481.p1	XENTR14573, XENTR10948
OG0004288	TCONS_00007996.p1, TCONS_00008003.p1, TCONS_00008014.p1	XENTR13701
OG0004289	TCONS_00016007.p1, TCONS_00010551.p1	XENTR09034
OG0004290	TCONS_00008678.p1	XENTR09552, XENTR12944
OG0004291	TCONS_00003534.p1	XENTR07498
OG0004292	TCONS_00053583.p1	XENTR16091
OG0004295	TCONS_00052529.p1	XENTR10638
OG0004296	TCONS_00031140.p1, TCONS_00030352.p1	XENTR04332
OG0004297	TCONS_00014818.p1	XENTR11758
OG0004298	TCONS_00042080.p1	XENTR15631, XENTR15632
OG0004299	TCONS_00042365.p1	XENTR16510
OG0004300	TCONS_00049637.p1	XENTR04840
OG0004301	TCONS_00006202.p1	XENTR16663
OG0004302	TCONS_00005132.p1	XENTR16178
OG0004303	TCONS_00021470.p1	XENTR15590
OG0004304	TCONS_00027443.p1	XENTR00786
OG0004305	TCONS_00050049.p1	XENTR13288
OG0004306	TCONS_00046568.p1, TCONS_00046595.p1	XENTR02165, XENTR02164
OG0004307	TCONS_00013730.p1	XENTR09783
OG0004308	TCONS_00000991.p1	XENTR00676
OG0004309	TCONS_00050069.p1	XENTR16255, XENTR16256
OG0004310	TCONS_00020243.p1	XENTR08109
OG0004311	TCONS_00031451.p1	XENTR08099, XENTR13869
OG0004312	TCONS_00007473.p1	XENTR06276
OG0004314	TCONS_00036594.p1	XENTR03952, XENTR14943
OG0004315	TCONS_00027429.p1	XENTR10505
OG0004316	TCONS_00056268.p1	XENTR00291
OG0004317	TCONS_00006086.p1	XENTR06347
OG0004318	TCONS_00013963.p1	XENTR13838
OG0004319	TCONS_00037979.p1	XENTR12729, XENTR16401
OG0004321	TCONS_00030172.p1, TCONS_00030173.p1, TCONS_00030174.p1	XENTR09288
OG0004322	TCONS_00046365.p1	XENTR02157
OG0004324	TCONS_00018780.p1, TCONS_00045901.p1	XENTR13333
OG0004325	TCONS_00031356.p1	XENTR01927
OG0004326	TCONS_00050977.p1, TCONS_00050965.p1, TCONS_00050975.p1, TCONS_00050964.p1, TCONS_00050963.p1, TCONS_00050974.p1	XENTR13113, XENTR13114
OG0004327	TCONS_00042591.p1, TCONS_00018157.p1, TCONS_00042608.p1	XENTR14732
OG0004328	TCONS_00018012.p1	XENTR02447
OG0004330	TCONS_00003506.p1	XENTR09044
OG0004331	TCONS_00009918.p1	XENTR06669
OG0004332	TCONS_00035313.p1	XENTR06028
OG0004333	TCONS_00018561.p1	XENTR05026
OG0004335	TCONS_00043984.p1	XENTR13834
OG0004336	TCONS_00019643.p1	XENTR16521, XENTR05131, XENTR18211
OG0004337	TCONS_00027011.p1	XENTR18995
OG0004338	TCONS_00043688.p1	XENTR09719
OG0004342	TCONS_00042945.p1	XENTR01054
OG0004343	TCONS_00027115.p1	XENTR02018
OG0004344	TCONS_00019121.p1	XENTR10220
OG0004345	TCONS_00015773.p1	XENTR06180
OG0004346	TCONS_00023609.p1, TCONS_00023561.p1, TCONS_00056584.p1, TCONS_00056581.p1	XENTR00433
OG0004347	TCONS_00006658.p1	XENTR07124
OG0004348	TCONS_00021863.p1	XENTR02314
OG0004349	TCONS_00048999.p1	XENTR02391
OG0004350	TCONS_00002092.p1	XENTR03571
OG0004351	TCONS_00052162.p1, TCONS_00052151.p1, TCONS_00052150.p1	XENTR16067
OG0004352	TCONS_00050845.p1	XENTR09638
OG0004353	TCONS_00050632.p1, TCONS_00050634.p1	XENTR16070
OG0004354	TCONS_00041077.p1	XENTR04545
OG0004355	TCONS_00017323.p1	XENTR07976, XENTR10102
OG0004358	TCONS_00048777.p1, TCONS_00048787.p1	XENTR11117
OG0004359	TCONS_00048643.p1	XENTR06807
OG0004360	TCONS_00004058.p1	XENTR12875
OG0004361	TCONS_00015708.p1	XENTR01312
OG0004362	TCONS_00027451.p1	XENTR12262, XENTR01742
OG0004364	TCONS_00009654.p1	XENTR11370
OG0004365	TCONS_00033008.p1, TCONS_00033521.p1	XENTR12130
OG0004366	TCONS_00008682.p1	XENTR00500
OG0004367	TCONS_00010541.p1	XENTR18829, XENTR18999
OG0004368	TCONS_00015256.p1	XENTR03944, XENTR15526
OG0004369	TCONS_00015110.p1	XENTR11040
OG0004370	TCONS_00021476.p1	XENTR15518
OG0004371	TCONS_00051821.p1	XENTR18083
OG0004373	TCONS_00053379.p1	XENTR00323
OG0004374	TCONS_00005113.p1	XENTR16529
OG0004375	TCONS_00033009.p1, TCONS_00033519.p1	XENTR08120
OG0004376	TCONS_00006571.p1	XENTR07129, XENTR04540
OG0004377	TCONS_00056907.p1	XENTR06554
OG0004378	TCONS_00004662.p1	XENTR04941
OG0004379	TCONS_00025463.p1	XENTR12677
OG0004380	TCONS_00025855.p1	XENTR19120
OG0004381	TCONS_00028923.p1	XENTR18220
OG0004382	TCONS_00028412.p1	XENTR05834
OG0004383	TCONS_00011730.p1	XENTR10950, XENTR10949
OG0004384	TCONS_00010468.p1	XENTR05103
OG0004385	TCONS_00016022.p1	XENTR07729
OG0004388	TCONS_00046496.p1	XENTR07992
OG0004389	TCONS_00053363.p1	XENTR00308
OG0004390	TCONS_00016442.p1	XENTR09925
OG0004391	TCONS_00030455.p1	XENTR05650, XENTR04998
OG0004392	TCONS_00030935.p1	XENTR08920
OG0004393	TCONS_00026831.p1	XENTR08850
OG0004394	TCONS_00043317.p1	XENTR14178
OG0004396	TCONS_00050867.p1	XENTR16480
OG0004397	TCONS_00009273.p1	XENTR07268, XENTR15098
OG0004398	TCONS_00006820.p1	XENTR01613
OG0004399	TCONS_00049722.p1	XENTR02783, XENTR01338
OG0004400	TCONS_00017572.p1	XENTR04523, XENTR04524
OG0004401	TCONS_00019458.p1	XENTR00790
OG0004403	TCONS_00020817.p1	XENTR12123
OG0004404	TCONS_00041072.p1	XENTR05022
OG0004405	TCONS_00012993.p1	XENTR01271
OG0004406	TCONS_00011020.p1	XENTR12792, XENTR06682
OG0004407	TCONS_00012002.p1	XENTR11714
OG0004408	TCONS_00021244.p1	XENTR14283
OG0004409	TCONS_00047261.p1	XENTR11912, XENTR02365
OG0004413	TCONS_00047265.p1	XENTR04845
OG0004414	TCONS_00017404.p1	XENTR10946
OG0004415	TCONS_00055882.p1	XENTR10485
OG0004417	TCONS_00053504.p1	XENTR00369
OG0004418	TCONS_00023911.p1, TCONS_00023897.p1	XENTR03415
OG0004419	TCONS_00027069.p1	XENTR01954
OG0004420	TCONS_00052037.p1	XENTR16061, XENTR04098, XENTR04405
OG0004421	TCONS_00049547.p1	XENTR07029
OG0004422	TCONS_00028201.p1	XENTR11234, XENTR05843
OG0004423	TCONS_00046506.p1	XENTR08365
OG0004424	TCONS_00048574.p1	XENTR11298
OG0004425	TCONS_00004067.p1	XENTR17641, XENTR12250
OG0004426	TCONS_00009724.p1	XENTR09040
OG0004427	TCONS_00000190.p1	XENTR00494, XENTR14360
OG0004431	TCONS_00052524.p1, TCONS_00052523.p1, TCONS_00052526.p1	XENTR00434, XENTR00435, XENTR00436
OG0004460	TCONS_00007375.p1	XENTR13298
OG0004461	TCONS_00016625.p1	XENTR17329, XENTR02533
OG0004462	TCONS_00022714.p1	XENTR02713
OG0004463	TCONS_00005439.p1	XENTR04529, XENTR14681
OG0004465	TCONS_00046667.p1	XENTR03018
OG0004467	TCONS_00006668.p1	XENTR10318, XENTR06318
OG0004468	TCONS_00006107.p1	XENTR14274
OG0004471	TCONS_00019281.p1	XENTR00144
OG0004472	TCONS_00026713.p1	XENTR00749, XENTR00750
OG0004474	TCONS_00029614.p1	XENTR12032
OG0004475	TCONS_00013966.p1	XENTR05597
OG0004476	TCONS_00043597.p1	XENTR00796
OG0004477	TCONS_00029444.p1	XENTR15352, XENTR10053
OG0004478	TCONS_00008382.p1	XENTR09560
OG0004479	TCONS_00008588.p1	XENTR07670
OG0004480	TCONS_00040191.p1, TCONS_00039376.p1, TCONS_00040226.p1, TCONS_00039381.p1, TCONS_00040219.p1	XENTR16993
OG0004481	TCONS_00028182.p1, TCONS_00028181.p1	XENTR01473
OG0004482	TCONS_00020052.p1, TCONS_00020001.p1, TCONS_00020002.p1, TCONS_00020006.p1, TCONS_00020000.p1	XENTR10601
OG0004483	TCONS_00020035.p1	XENTR17280
OG0004484	TCONS_00051027.p1	XENTR11603
OG0004485	TCONS_00040141.p1, TCONS_00041128.p1, TCONS_00041129.p1, TCONS_00041130.p1, TCONS_00040140.p1	XENTR05708
OG0004487	TCONS_00043037.p1	XENTR05512, XENTR05509, XENTR05510, XENTR05511
OG0004488	TCONS_00028260.p1	XENTR17026
OG0004489	TCONS_00047757.p1	XENTR16138
OG0004490	TCONS_00036947.p1	XENTR11487
OG0004492	TCONS_00005030.p1	XENTR11376
OG0004493	TCONS_00000774.p1	XENTR12768
OG0004494	TCONS_00012910.p1	XENTR00973, XENTR00972
OG0004495	TCONS_00015235.p1	XENTR04018
OG0004496	TCONS_00016709.p1	XENTR12973
OG0004497	TCONS_00008860.p1	XENTR14301
OG0004498	TCONS_00007014.p1	XENTR10412
OG0004499	TCONS_00003603.p1	XENTR05546, XENTR11717
OG0004500	TCONS_00046162.p1	XENTR10700, XENTR10699
OG0004502	TCONS_00019818.p1, TCONS_00019199.p1	XENTR17400, XENTR17398, XENTR17399
OG0004503	TCONS_00043304.p1	XENTR14221
OG0004505	TCONS_00003157.p1	XENTR01116, XENTR01117
OG0004506	TCONS_00013852.p1	XENTR13727
OG0004507	TCONS_00028129.p1	XENTR03425
OG0004508	TCONS_00024187.p1	XENTR02525, XENTR02524
OG0004509	TCONS_00015343.p1	XENTR03935
OG0004510	TCONS_00043121.p1	XENTR03962
OG0004511	TCONS_00017401.p1	XENTR00822, XENTR10201
OG0004512	TCONS_00016000.p1, TCONS_00010558.p1	XENTR03832
OG0004514	TCONS_00006071.p1	XENTR00881
OG0004515	TCONS_00026135.p1	XENTR02016
OG0004516	TCONS_00005617.p1	XENTR04054
OG0004517	TCONS_00012658.p1	XENTR13124
OG0004518	TCONS_00016457.p1	XENTR07756
OG0004519	TCONS_00048430.p1	XENTR11913
OG0004520	TCONS_00022496.p1	XENTR09651
OG0004522	TCONS_00045489.p1	XENTR02122, XENTR05757
OG0004523	TCONS_00029039.p1	XENTR18329
OG0004525	TCONS_00014763.p1	XENTR09291
OG0004527	TCONS_00012308.p1	XENTR00456
OG0004528	TCONS_00014343.p1	XENTR01514
OG0004529	TCONS_00017013.p1	XENTR05758
OG0004530	TCONS_00042552.p1	XENTR14376, XENTR03964
OG0004531	TCONS_00041627.p1, TCONS_00042302.p1, TCONS_00042251.p1, TCONS_00019582.p1	XENTR11135
OG0004532	TCONS_00013260.p1	XENTR11080
OG0004533	TCONS_00018934.p1	XENTR11245, XENTR16773
OG0004534	TCONS_00042584.p1	XENTR13192
OG0004535	TCONS_00009599.p1	XENTR12654
OG0004536	TCONS_00046438.p1	XENTR06593
OG0004537	TCONS_00015460.p1	XENTR07746
OG0004538	TCONS_00009730.p1	XENTR11687
OG0004539	TCONS_00011785.p1	XENTR06560, XENTR11278
OG0004540	TCONS_00003802.p1, TCONS_00003824.p1	XENTR01878
OG0004542	TCONS_00024746.p1, TCONS_00024656.p1	XENTR01276
OG0004543	TCONS_00020247.p1	XENTR13966, XENTR13965
OG0004544	TCONS_00048345.p1	XENTR14557
OG0004545	TCONS_00052810.p1, TCONS_00052771.p1	XENTR05802
OG0004547	TCONS_00049128.p1	XENTR10791, XENTR06018
OG0004548	TCONS_00016063.p1	XENTR11954
OG0004550	TCONS_00037471.p1, TCONS_00053721.p1, TCONS_00036317.p1, TCONS_00037474.p1, TCONS_00037434.p1, TCONS_00036309.p1, TCONS_00037465.p1, TCONS_00037472.p1, TCONS_00037443.p1	XENTR08942
OG0004551	TCONS_00055491.p1	XENTR13993
OG0004552	TCONS_00021990.p1, TCONS_00021991.p1	XENTR18114
OG0004553	TCONS_00000170.p1	XENTR04020
OG0004554	TCONS_00055911.p1, TCONS_00055917.p1	XENTR06056
OG0004555	TCONS_00009333.p1	XENTR08168
OG0004556	TCONS_00006396.p1	XENTR14968
OG0004557	TCONS_00055840.p1	XENTR07094, XENTR03173
OG0004558	TCONS_00050923.p1	XENTR17229, XENTR19018
OG0004559	TCONS_00014585.p1	XENTR09793
OG0004560	TCONS_00022169.p1	XENTR08583
OG0004563	TCONS_00037672.p1	XENTR04438
OG0004564	TCONS_00011681.p1	XENTR08998
OG0004565	TCONS_00004488.p1	XENTR07621
OG0004566	TCONS_00046163.p1	XENTR15836, XENTR04511
OG0004567	TCONS_00017890.p1	XENTR13930
OG0004569	TCONS_00005851.p1, TCONS_00005820.p1	XENTR00817
OG0004570	TCONS_00004500.p1	XENTR01634, XENTR09045
OG0004571	TCONS_00056203.p1	XENTR02902
OG0004572	TCONS_00041779.p1	XENTR09340
OG0004573	TCONS_00005131.p1	XENTR04046
OG0004574	TCONS_00038016.p1	XENTR07069, XENTR17501
OG0004576	TCONS_00027608.p1	XENTR08967, XENTR08877
OG0004577	TCONS_00008589.p1	XENTR13602
OG0004578	TCONS_00015174.p1	XENTR06163
OG0004579	TCONS_00048911.p1	XENTR17330
OG0004580	TCONS_00050994.p1	XENTR12038, XENTR12039
OG0004581	TCONS_00021685.p1	XENTR13391
OG0004582	TCONS_00053389.p1	XENTR02772
OG0004583	TCONS_00044907.p1	XENTR07476
OG0004584	TCONS_00001238.p1	XENTR11392
OG0004585	TCONS_00007144.p1	XENTR07684
OG0004587	TCONS_00056336.p1, TCONS_00043848.p1	XENTR03565, XENTR03564
OG0004588	TCONS_00004944.p1	XENTR01517
OG0004589	TCONS_00006431.p1	XENTR14980, XENTR06532, XENTR06533
OG0004590	TCONS_00006432.p1	XENTR04031
OG0004591	TCONS_00014566.p1	XENTR07363
OG0004592	TCONS_00052896.p1	XENTR17519
OG0004593	TCONS_00027131.p1	XENTR09764
OG0004594	TCONS_00036874.p1	XENTR10141
OG0004595	TCONS_00000092.p1, TCONS_00038644.p1	XENTR06910
OG0004596	TCONS_00055757.p1	XENTR16636
OG0004597	TCONS_00011685.p1	XENTR08163
OG0004600	TCONS_00016332.p1	XENTR15611
OG0004601	TCONS_00016522.p1	XENTR06793
OG0004602	TCONS_00012527.p1	XENTR09792
OG0004603	TCONS_00013912.p1	XENTR01817
