TCONS_00019737	BRALA00047
TCONS_00026981	BRALA17686
TCONS_00007178	BRALA20546
TCONS_00042785	BRALA22920
TCONS_00018453	BRALA05920
TCONS_00037477	BRALA19186
TCONS_00024484	BRALA23857
TCONS_00036837	BRALA02293
TCONS_00024456	BRALA01846
TCONS_00008121	BRALA03390
TCONS_00012939	BRALA34899
TCONS_00016106	BRALA02543
TCONS_00023602	BRALA01264
TCONS_00042577	BRALA11855
TCONS_00002723	BRALA07016
TCONS_00027971	BRALA23213
TCONS_00013126	BRALA27482
TCONS_00009306	BRALA12487
TCONS_00053007	BRALA00751
TCONS_00028626	BRALA13549
TCONS_00011160	BRALA21573
TCONS_00011196	BRALA35458
TCONS_00012629	BRALA25269
TCONS_00014361	BRALA17426
TCONS_00005388	BRALA22190
TCONS_00031420	BRALA20876
TCONS_00007577	BRALA20249
TCONS_00011736	BRALA31285
TCONS_00010351	BRALA25962
TCONS_00021268	BRALA06153
TCONS_00029925	BRALA18080
TCONS_00052552	BRALA05290
TCONS_00011493	BRALA24995
TCONS_00018895	BRALA25811
TCONS_00042725	BRALA15927
TCONS_00018322	BRALA09717
TCONS_00047626	BRALA20318
TCONS_00022487	BRALA05890
TCONS_00052498	BRALA05218
TCONS_00050817	BRALA05674
TCONS_00030158	BRALA03717
TCONS_00046159	BRALA01716
TCONS_00056393	BRALA08046
TCONS_00054299	BRALA01143
TCONS_00040471	BRALA18576
TCONS_00017193	BRALA34467
TCONS_00017250	BRALA11304
TCONS_00030241	BRALA03930
TCONS_00001817	BRALA35219
TCONS_00003472	BRALA25694
TCONS_00029462	BRALA13527
TCONS_00008938	BRALA03354
TCONS_00002027	BRALA16928
TCONS_00003823	BRALA04833
TCONS_00016319	BRALA19544
TCONS_00014321	BRALA30181
TCONS_00033176	BRALA00323
TCONS_00007109	BRALA19985
TCONS_00043661	BRALA16978
TCONS_00055848	BRALA09053
TCONS_00004761	BRALA28165
TCONS_00015963	BRALA24099
TCONS_00057283	BRALA07454
TCONS_00036465	BRALA01969
TCONS_00002029	BRALA15658
TCONS_00008462	BRALA03567
TCONS_00055415	BRALA34752
TCONS_00010204	BRALA15230
TCONS_00000749	BRALA12414
TCONS_00013566	BRALA06181
TCONS_00043698	BRALA15956
TCONS_00031004	BRALA03643
TCONS_00009909	BRALA18879
TCONS_00049726	BRALA22719
TCONS_00019286	BRALA10719
TCONS_00034175	BRALA12055
TCONS_00004815	BRALA04534
TCONS_00003612	BRALA04780
TCONS_00009534	BRALA32024
TCONS_00030981	BRALA03609
TCONS_00004020	BRALA15261
TCONS_00026683	BRALA24491
TCONS_00005104	BRALA15003
TCONS_00006443	BRALA26876
TCONS_00026141	BRALA28664
TCONS_00009739	BRALA24115
TCONS_00026979	BRALA25848
TCONS_00048564	BRALA20489
TCONS_00021054	BRALA12186
TCONS_00023855	BRALA28949
TCONS_00011369	BRALA10905
TCONS_00009396	BRALA16505
TCONS_00002586	BRALA04561
TCONS_00052872	BRALA16345
TCONS_00004990	BRALA24159
TCONS_00005124	BRALA29380
TCONS_00043780	BRALA13184
TCONS_00005313	BRALA19348
TCONS_00052598	BRALA01369
TCONS_00055432	BRALA20567
TCONS_00004072	BRALA01011
TCONS_00044151	BRALA26328
TCONS_00036921	BRALA02463
TCONS_00027377	BRALA21660
TCONS_00034986	BRALA12043
TCONS_00019431	BRALA10668
TCONS_00051026	BRALA05701
TCONS_00043575	BRALA33712
TCONS_00031059	BRALA06803
TCONS_00052058	BRALA15847
TCONS_00047652	BRALA02515
TCONS_00006722	BRALA19365
TCONS_00055411	BRALA03332
TCONS_00045530	BRALA21740
TCONS_00015718	BRALA02595
TCONS_00026494	BRALA16277
TCONS_00021072	BRALA13641
TCONS_00028798	BRALA01609
TCONS_00003492	BRALA22472
TCONS_00012757	BRALA18649
TCONS_00005106	BRALA14996
TCONS_00027133	BRALA11535
TCONS_00027134	BRALA24053
TCONS_00043020	BRALA31991
TCONS_00043022	BRALA35026
TCONS_00055126	BRALA09205
TCONS_00036371	BRALA03074
TCONS_00023654	BRALA15006
TCONS_00056409	BRALA07348
TCONS_00004943	BRALA24166
TCONS_00028491	BRALA21728
TCONS_00018976	BRALA07942
TCONS_00003499	BRALA25939
TCONS_00008156	BRALA16448
TCONS_00011130	BRALA18865
TCONS_00017224	BRALA11899
TCONS_00016273	BRALA03048
TCONS_00043033	BRALA08063
TCONS_00012617	BRALA11148
TCONS_00018257	BRALA05143
TCONS_00009301	BRALA31603
TCONS_00043132	BRALA19436
TCONS_00024912	BRALA22867
TCONS_00011783	BRALA26128
TCONS_00008891	BRALA16100
TCONS_00004590	BRALA33952
TCONS_00043322	BRALA22758
TCONS_00007453	BRALA03125
TCONS_00000004	BRALA30205
TCONS_00050855	BRALA05596
TCONS_00008434	BRALA17624
TCONS_00014309	BRALA16770
TCONS_00052855	BRALA00693
TCONS_00047444	BRALA15351
TCONS_00030280	BRALA03639
TCONS_00010418	BRALA24114
TCONS_00014207	BRALA06258
TCONS_00052519	BRALA01290
TCONS_00053210	BRALA01001
TCONS_00026986	BRALA15083
TCONS_00023837	BRALA07527
TCONS_00008605	BRALA28100
TCONS_00047747	BRALA17150
TCONS_00027743	BRALA24041
TCONS_00043160	BRALA30754
TCONS_00028823	BRALA09511
TCONS_00015581	BRALA02672
TCONS_00000742	BRALA19033
TCONS_00001710	BRALA10077
TCONS_00000293	BRALA09723
TCONS_00028955	BRALA17599
TCONS_00009804	BRALA22300
TCONS_00028515	BRALA13524
TCONS_00046180	BRALA16658
TCONS_00012778	BRALA11242
TCONS_00047422	BRALA24706
TCONS_00056457	BRALA08873
TCONS_00027226	BRALA16332
TCONS_00007635	BRALA22384
TCONS_00052014	BRALA08682
TCONS_00030420	BRALA03665
TCONS_00056535	BRALA14444
TCONS_00023141	BRALA26410
TCONS_00017232	BRALA13850
TCONS_00013016	BRALA13008
TCONS_00015951	BRALA20654
TCONS_00009177	BRALA20571
TCONS_00010164	BRALA25704
TCONS_00008833	BRALA19117
TCONS_00046517	BRALA01443
TCONS_00026782	BRALA16349
TCONS_00029780	BRALA17129
TCONS_00007281	BRALA28733
TCONS_00054134	BRALA00951
TCONS_00053434	BRALA29482
TCONS_00014276	BRALA10397
TCONS_00011640	BRALA22125
TCONS_00001336	BRALA30426
TCONS_00029431	BRALA09599
TCONS_00041645	BRALA28304
TCONS_00007711	BRALA21235
TCONS_00042110	BRALA28948
TCONS_00010232	BRALA18248
TCONS_00014473	BRALA06584
TCONS_00011837	BRALA24693
TCONS_00009848	BRALA25715
TCONS_00022209	BRALA16296
TCONS_00022211	BRALA05833
TCONS_00031105	BRALA03979
TCONS_00043122	BRALA22734
TCONS_00002286	BRALA23709
TCONS_00015586	BRALA10111
TCONS_00027362	BRALA13852
TCONS_00037583	BRALA12104
TCONS_00010818	BRALA26244
TCONS_00013197	BRALA06227
TCONS_00046160	BRALA01908
TCONS_00028376	BRALA09574
TCONS_00055209	BRALA13202
TCONS_00015439	BRALA02758
TCONS_00014235	BRALA14450
TCONS_00039793	BRALA17638
TCONS_00016131	BRALA18341
TCONS_00015247	BRALA02744
TCONS_00016595	BRALA27383
TCONS_00042881	BRALA16959
TCONS_00047595	BRALA28220
TCONS_00054318	BRALA34875
TCONS_00007276	BRALA26578
TCONS_00048920	BRALA19758
TCONS_00055221	BRALA26966
TCONS_00006270	BRALA21942
TCONS_00047734	BRALA12786
TCONS_00055749	BRALA07435
TCONS_00050931	BRALA08679
TCONS_00009341	BRALA03391
TCONS_00049097	BRALA29044
TCONS_00026098	BRALA09976
TCONS_00011580	BRALA26146
TCONS_00053759	BRALA00839
TCONS_00028627	BRALA17566
TCONS_00004466	BRALA28982
TCONS_00029656	BRALA23175
TCONS_00029914	BRALA20667
TCONS_00051889	BRALA18762
TCONS_00012584	BRALA06535
TCONS_00056768	BRALA09162
TCONS_00011132	BRALA18872
TCONS_00053820	BRALA05339
TCONS_00054448	BRALA01196
TCONS_00029566	BRALA09530
TCONS_00020698	BRALA25626
TCONS_00038074	BRALA02230
TCONS_00042475	BRALA11810
TCONS_00016217	BRALA10109
TCONS_00020366	BRALA24361
TCONS_00003882	BRALA24700
TCONS_00015595	BRALA35337
TCONS_00020221	BRALA07995
TCONS_00004881	BRALA27234
TCONS_00047302	BRALA00022
TCONS_00014792	BRALA21604
TCONS_00030568	BRALA03845
TCONS_00000287	BRALA23897
TCONS_00054308	BRALA01022
TCONS_00049657	BRALA22684
TCONS_00050227	BRALA05559
TCONS_00052856	BRALA01093
TCONS_00015619	BRALA02904
TCONS_00027448	BRALA16407
TCONS_00019599	BRALA00377
TCONS_00024295	BRALA22892
TCONS_00009663	BRALA20854
TCONS_00013706	BRALA13088
TCONS_00010894	BRALA13356
TCONS_00014217	BRALA11197
TCONS_00051206	BRALA07844
TCONS_00052011	BRALA08680
TCONS_00042766	BRALA20192
TCONS_00004451	BRALA04693
TCONS_00009182	BRALA03264
TCONS_00030426	BRALA29412
TCONS_00048042	BRALA18936
TCONS_00054878	BRALA18718
TCONS_00045223	BRALA18503
TCONS_00051637	BRALA14368
TCONS_00000274	BRALA08963
TCONS_00029548	BRALA09561
TCONS_00028409	BRALA17115
TCONS_00053239	BRALA01069
TCONS_00013248	BRALA13051
TCONS_00042624	BRALA26587
TCONS_00037598	BRALA08893
TCONS_00008722	BRALA03095
TCONS_00052544	BRALA05217
TCONS_00002023	BRALA19055
TCONS_00013806	BRALA14106
TCONS_00036247	BRALA19148
TCONS_00014159	BRALA19472
TCONS_00049627	BRALA19756
TCONS_00009978	BRALA23432
TCONS_00027894	BRALA08464
TCONS_00001819	BRALA23711
TCONS_00051615	BRALA29638
TCONS_00004986	BRALA24261
TCONS_00051197	BRALA22163
TCONS_00036357	BRALA02001
TCONS_00053132	BRALA00977
TCONS_00014583	BRALA23053
TCONS_00049306	BRALA20446
TCONS_00053738	BRALA00908
TCONS_00010576	BRALA23468
TCONS_00029819	BRALA28500
TCONS_00021246	BRALA06147
TCONS_00051403	BRALA32336
TCONS_00013877	BRALA10476
TCONS_00009274	BRALA03067
TCONS_00028502	BRALA09540
TCONS_00055243	BRALA16572
TCONS_00008542	BRALA12497
TCONS_00047561	BRALA15331
TCONS_00026143	BRALA27469
TCONS_00056620	BRALA13297
TCONS_00046412	BRALA13809
TCONS_00020490	BRALA03120
TCONS_00021044	BRALA11721
TCONS_00025977	BRALA16350
TCONS_00007977	BRALA05872
TCONS_00028061	BRALA30348
TCONS_00004100	BRALA15826
TCONS_00016891	BRALA10241
TCONS_00049003	BRALA04382
TCONS_00014445	BRALA34128
TCONS_00042673	BRALA16977
TCONS_00048395	BRALA20438
TCONS_00011898	BRALA20853
TCONS_00029297	BRALA33340
TCONS_00022513	BRALA29901
TCONS_00013876	BRALA10403
TCONS_00010958	BRALA22499
TCONS_00016533	BRALA17530
TCONS_00013728	BRALA06367
TCONS_00030551	BRALA06727
TCONS_00016414	BRALA23093
TCONS_00055983	BRALA14067
TCONS_00009337	BRALA19094
TCONS_00028969	BRALA18507
TCONS_00004747	BRALA29327
TCONS_00010996	BRALA24108
TCONS_00000115	BRALA29239
TCONS_00009178	BRALA00510
TCONS_00014608	BRALA10452
TCONS_00042833	BRALA16955
TCONS_00049664	BRALA12799
TCONS_00026946	BRALA16295
TCONS_00027688	BRALA27944
TCONS_00030348	BRALA24373
TCONS_00020442	BRALA10664
TCONS_00008401	BRALA03071
TCONS_00010897	BRALA31288
TCONS_00049228	BRALA14606
TCONS_00053213	BRALA22094
TCONS_00021746	BRALA00683
TCONS_00022351	BRALA06170
TCONS_00056726	BRALA07344
TCONS_00053819	BRALA01368
TCONS_00053186	BRALA01148
TCONS_00014834	BRALA24826
TCONS_00017797	BRALA20909
TCONS_00036755	BRALA02051
TCONS_00018508	BRALA21168
TCONS_00041684	BRALA08068
TCONS_00025399	BRALA18273
TCONS_00042596	BRALA31319
TCONS_00051034	BRALA14323
TCONS_00011573	BRALA22516
TCONS_00044206	BRALA34687
TCONS_00042741	BRALA22185
TCONS_00014173	BRALA29524
TCONS_00018446	BRALA09779
TCONS_00044915	BRALA01708
TCONS_00008363	BRALA19961
TCONS_00055499	BRALA31370
TCONS_00004052	BRALA32296
TCONS_00000889	BRALA33535
TCONS_00042530	BRALA18733
TCONS_00019341	BRALA04093
TCONS_00014973	BRALA23667
TCONS_00012033	BRALA22643
TCONS_00039831	BRALA21188
TCONS_00029796	BRALA09562
TCONS_00042430	BRALA15954
TCONS_00004867	BRALA14962
TCONS_00056867	BRALA14809
TCONS_00018079	BRALA09266
TCONS_00054310	BRALA01192
TCONS_00021522	BRALA14292
TCONS_00054282	BRALA01152
TCONS_00000638	BRALA16866
TCONS_00000589	BRALA12384
TCONS_00017801	BRALA10357
TCONS_00053579	BRALA01131
TCONS_00010070	BRALA22578
TCONS_00009277	BRALA21245
TCONS_00047299	BRALA20041
TCONS_00032013	BRALA04357
TCONS_00040405	BRALA24672
TCONS_00037980	BRALA02294
TCONS_00027360	BRALA16399
TCONS_00043297	BRALA04699
TCONS_00045257	BRALA08113
TCONS_00048899	BRALA28497
TCONS_00029793	BRALA14566
TCONS_00016010	BRALA02994
TCONS_00055899	BRALA17031
TCONS_00017184	BRALA14766
TCONS_00028837	BRALA29850
TCONS_00007437	BRALA03151
TCONS_00035993	BRALA23025
TCONS_00021811	BRALA14243
TCONS_00045475	BRALA16666
TCONS_00011587	BRALA15227
TCONS_00028290	BRALA18488
TCONS_00043730	BRALA23274
TCONS_00020273	BRALA00197
TCONS_00041056	BRALA29056
TCONS_00028552	BRALA15041
TCONS_00009581	BRALA30971
TCONS_00048359	BRALA12818
TCONS_00039975	BRALA22292
TCONS_00010397	BRALA22285
TCONS_00006238	BRALA34098
TCONS_00006397	BRALA33115
TCONS_00005152	BRALA24254
TCONS_00008606	BRALA24514
TCONS_00020380	BRALA32020
TCONS_00011843	BRALA34295
TCONS_00010930	BRALA26231
TCONS_00007039	BRALA19944
TCONS_00050755	BRALA24387
TCONS_00029198	BRALA23203
TCONS_00028047	BRALA17585
TCONS_00000595	BRALA30427
TCONS_00014971	BRALA23671
TCONS_00026561	BRALA16312
TCONS_00011185	BRALA31447
TCONS_00021955	BRALA06073
TCONS_00013455	BRALA06359
TCONS_00007590	BRALA20237
TCONS_00014244	BRALA18620
TCONS_00014093	BRALA25357
TCONS_00002247	BRALA30177
TCONS_00002246	BRALA35029
TCONS_00043932	BRALA18717
TCONS_00002576	BRALA04756
TCONS_00026054	BRALA34327
TCONS_00011327	BRALA12062
TCONS_00029492	BRALA09502
TCONS_00044053	BRALA08232
TCONS_00002241	BRALA34066
TCONS_00053814	BRALA01179
TCONS_00005896	BRALA28684
TCONS_00026401	BRALA23984
TCONS_00012175	BRALA30304
TCONS_00031402	BRALA04006
TCONS_00006051	BRALA19366
TCONS_00012251	BRALA13987
TCONS_00007597	BRALA19997
TCONS_00020630	BRALA00151
TCONS_00031430	BRALA03612
TCONS_00036463	BRALA08913
TCONS_00001683	BRALA35925
TCONS_00054634	BRALA06679
TCONS_00027939	BRALA21755
TCONS_00003984	BRALA04704
TCONS_00022403	BRALA06151
TCONS_00012666	BRALA29438
TCONS_00021731	BRALA14254
TCONS_00054865	BRALA17301
TCONS_00045357	BRALA17093
TCONS_00030468	BRALA06604
TCONS_00041693	BRALA11882
TCONS_00028178	BRALA14611
TCONS_00042722	BRALA15924
TCONS_00014945	BRALA02658
TCONS_00029459	BRALA15054
TCONS_00004511	BRALA11919
TCONS_00013734	BRALA13946
TCONS_00022948	BRALA27140
TCONS_00000598	BRALA29359
TCONS_00018637	BRALA13791
TCONS_00008858	BRALA03348
TCONS_00034983	BRALA24705
TCONS_00037381	BRALA02281
TCONS_00026520	BRALA32464
TCONS_00010782	BRALA28908
TCONS_00054940	BRALA28965
TCONS_00027696	BRALA16395
TCONS_00043599	BRALA08065
TCONS_00049408	BRALA28961
TCONS_00019350	BRALA24360
TCONS_00019863	BRALA07897
TCONS_00029442	BRALA23858
TCONS_00046236	BRALA23787
TCONS_00007188	BRALA03131
TCONS_00003543	BRALA29060
TCONS_00029368	BRALA17125
TCONS_00010837	BRALA10884
TCONS_00020100	BRALA04178
TCONS_00051629	BRALA26675
TCONS_00030717	BRALA03751
TCONS_00054519	BRALA01352
TCONS_00018872	BRALA10363
TCONS_00046364	BRALA16693
TCONS_00049250	BRALA09391
TCONS_00031423	BRALA06736
TCONS_00008149	BRALA28894
TCONS_00013521	BRALA23035
TCONS_00049298	BRALA10979
TCONS_00043871	BRALA20375
TCONS_00020755	BRALA19113
TCONS_00049210	BRALA12741
TCONS_00010775	BRALA29833
TCONS_00041744	BRALA19410
TCONS_00027650	BRALA21917
TCONS_00049262	BRALA09386
TCONS_00013948	BRALA11189
TCONS_00057175	BRALA23219
TCONS_00043817	BRALA18702
TCONS_00044248	BRALA20587
TCONS_00015060	BRALA03644
TCONS_00005261	BRALA23985
TCONS_00018846	BRALA06602
TCONS_00005079	BRALA26853
TCONS_00010779	BRALA31219
TCONS_00042669	BRALA20203
TCONS_00006223	BRALA07237
TCONS_00013842	BRALA11135
TCONS_00043866	BRALA08285
TCONS_00056136	BRALA12896
TCONS_00030954	BRALA03648
TCONS_00010442	BRALA31282
TCONS_00052730	BRALA01097
TCONS_00048857	BRALA22690
TCONS_00018873	BRALA07365
TCONS_00018844	BRALA16041
TCONS_00001297	BRALA12339
TCONS_00017532	BRALA10201
TCONS_00051522	BRALA05665
TCONS_00014439	BRALA25346
TCONS_00048242	BRALA25729
TCONS_00046681	BRALA16686
TCONS_00026069	BRALA16362
TCONS_00008132	BRALA20253
TCONS_00033212	BRALA20824
TCONS_00015010	BRALA02545
TCONS_00031296	BRALA25251
TCONS_00018365	BRALA23236
TCONS_00016375	BRALA18397
TCONS_00028898	BRALA16528
TCONS_00028960	BRALA21753
TCONS_00006506	BRALA23588
TCONS_00046192	BRALA16700
TCONS_00036252	BRALA20739
TCONS_00011485	BRALA18893
TCONS_00014647	BRALA19535
TCONS_00017094	BRALA13754
TCONS_00003609	BRALA22123
TCONS_00006521	BRALA14934
TCONS_00046687	BRALA16634
TCONS_00048354	BRALA18057
TCONS_00056116	BRALA09177
TCONS_00030123	BRALA03624
TCONS_00022739	BRALA14237
TCONS_00047963	BRALA17306
TCONS_00012043	BRALA20883
TCONS_00033183	BRALA00218
TCONS_00031349	BRALA03913
TCONS_00012899	BRALA20221
TCONS_00026252	BRALA28370
TCONS_00048237	BRALA20313
TCONS_00011165	BRALA24694
TCONS_00011047	BRALA15184
TCONS_00055673	BRALA14133
TCONS_00037083	BRALA19189
TCONS_00011117	BRALA13308
TCONS_00027072	BRALA11408
TCONS_00030861	BRALA06641
TCONS_00037895	BRALA02259
TCONS_00054992	BRALA32765
TCONS_00023122	BRALA30976
TCONS_00018871	BRALA10345
TCONS_00006819	BRALA19352
TCONS_00024085	BRALA18296
TCONS_00020044	BRALA00564
TCONS_00031257	BRALA35632
TCONS_00027067	BRALA21417
TCONS_00020620	BRALA24635
TCONS_00052234	BRALA30819
TCONS_00009705	BRALA31037
TCONS_00014589	BRALA06298
TCONS_00019998	BRALA00627
TCONS_00036037	BRALA02157
TCONS_00051012	BRALA31792
TCONS_00015311	BRALA10099
TCONS_00040540	BRALA33995
TCONS_00022982	BRALA08270
TCONS_00013866	BRALA27366
TCONS_00029551	BRALA13513
TCONS_00028995	BRALA28983
TCONS_00035290	BRALA25695
TCONS_00057200	BRALA07409
TCONS_00021164	BRALA12225
TCONS_00031599	BRALA00541
TCONS_00006810	BRALA15011
TCONS_00005722	BRALA15012
TCONS_00022916	BRALA11592
TCONS_00042109	BRALA22768
TCONS_00047900	BRALA20520
TCONS_00043703	BRALA19451
TCONS_00037790	BRALA23414
TCONS_00049275	BRALA17322
TCONS_00007007	BRALA03321
TCONS_00014387	BRALA06506
TCONS_00002411	BRALA12366
TCONS_00005573	BRALA22884
TCONS_00057051	BRALA14039
TCONS_00055264	BRALA02242
TCONS_00018135	BRALA14725
TCONS_00044748	BRALA21912
TCONS_00009899	BRALA22272
TCONS_00023217	BRALA29779
TCONS_00015415	BRALA10146
TCONS_00012311	BRALA27365
TCONS_00016466	BRALA21319
TCONS_00026627	BRALA09926
TCONS_00007054	BRALA12491
TCONS_00010320	BRALA29135
TCONS_00011334	BRALA22485
TCONS_00043524	BRALA15949
TCONS_00018879	BRALA25278
TCONS_00018276	BRALA12831
TCONS_00048082	BRALA30873
TCONS_00046338	BRALA21273
TCONS_00047360	BRALA30670
TCONS_00007841	BRALA03258
TCONS_00020337	BRALA02540
TCONS_00031009	BRALA32124
TCONS_00032810	BRALA04161
TCONS_00001225	BRALA31683
TCONS_00026217	BRALA16372
TCONS_00046419	BRALA21271
TCONS_00017830	BRALA14772
TCONS_00004980	BRALA23571
TCONS_00031295	BRALA03827
TCONS_00045498	BRALA21289
TCONS_00034974	BRALA17605
TCONS_00017602	BRALA06317
TCONS_00052580	BRALA01350
TCONS_00012915	BRALA35912
TCONS_00013392	BRALA25286
TCONS_00008629	BRALA03121
TCONS_00042743	BRALA08237
TCONS_00052832	BRALA01241
TCONS_00051123	BRALA05520
TCONS_00027853	BRALA16529
TCONS_00055574	BRALA14520
TCONS_00042609	BRALA18725
TCONS_00027677	BRALA11488
TCONS_00007976	BRALA01597
TCONS_00057255	BRALA07432
TCONS_00003471	BRALA13350
TCONS_00042336	BRALA28067
TCONS_00013623	BRALA06407
TCONS_00050096	BRALA19610
TCONS_00011200	BRALA24423
TCONS_00055604	BRALA14479
TCONS_00003662	BRALA16960
TCONS_00010091	BRALA34155
TCONS_00051905	BRALA28381
TCONS_00048487	BRALA12757
TCONS_00026200	BRALA31819
TCONS_00045108	BRALA01567
TCONS_00026578	BRALA11544
TCONS_00044141	BRALA11760
TCONS_00019206	BRALA09265
TCONS_00040372	BRALA18860
TCONS_00018913	BRALA19973
TCONS_00055790	BRALA02287
TCONS_00046341	BRALA04094
TCONS_00013272	BRALA25349
TCONS_00019051	BRALA18608
TCONS_00052907	BRALA01030
TCONS_00015339	BRALA23094
TCONS_00027833	BRALA27934
TCONS_00026112	BRALA24475
TCONS_00012957	BRALA21968
TCONS_00046619	BRALA01809
TCONS_00014687	BRALA02541
TCONS_00029710	BRALA16598
TCONS_00010190	BRALA26145
TCONS_00000395	BRALA28633
TCONS_00018209	BRALA14777
TCONS_00012912	BRALA18624
TCONS_00026983	BRALA27591
TCONS_00005329	BRALA28427
TCONS_00049703	BRALA15282
TCONS_00010599	BRALA13377
TCONS_00006509	BRALA14969
TCONS_00042737	BRALA16438
TCONS_00043716	BRALA17652
TCONS_00008254	BRALA19637
TCONS_00019459	BRALA00402
TCONS_00030567	BRALA03835
TCONS_00049811	BRALA19721
TCONS_00056432	BRALA11180
TCONS_00037741	BRALA34091
TCONS_00016130	BRALA18340
TCONS_00029425	BRALA33877
TCONS_00007927	BRALA22014
TCONS_00056829	BRALA18126
TCONS_00012634	BRALA06241
TCONS_00006087	BRALA31536
TCONS_00001243	BRALA22056
TCONS_00009514	BRALA10883
TCONS_00015406	BRALA18469
TCONS_00018565	BRALA09770
TCONS_00026984	BRALA24495
TCONS_00037548	BRALA11000
TCONS_00054640	BRALA05371
TCONS_00049702	BRALA20439
TCONS_00023003	BRALA23864
TCONS_00044972	BRALA30067
TCONS_00043918	BRALA28306
TCONS_00027300	BRALA15834
TCONS_00001275	BRALA15694
TCONS_00009864	BRALA13428
TCONS_00050642	BRALA13875
TCONS_00002996	BRALA04725
TCONS_00021203	BRALA16210
TCONS_00028245	BRALA15102
TCONS_00021339	BRALA05892
TCONS_00006358	BRALA29277
TCONS_00052228	BRALA14363
TCONS_00043850	BRALA18691
TCONS_00003511	BRALA12059
TCONS_00004132	BRALA04598
TCONS_00009159	BRALA22029
TCONS_00016060	BRALA10140
TCONS_00042488	BRALA13185
TCONS_00029784	BRALA22868
TCONS_00027854	BRALA16527
TCONS_00009686	BRALA17389
TCONS_00027915	BRALA01612
TCONS_00045964	BRALA13666
TCONS_00045395	BRALA21916
TCONS_00002146	BRALA34260
TCONS_00045387	BRALA21275
TCONS_00000200	BRALA33353
TCONS_00020357	BRALA04460
TCONS_00032983	BRALA00140
TCONS_00032273	BRALA00325
TCONS_00003686	BRALA07055
TCONS_00030797	BRALA03685
TCONS_00032274	BRALA00518
TCONS_00027101	BRALA28700
TCONS_00029645	BRALA16595
TCONS_00053763	BRALA01156
TCONS_00026939	BRALA32769
TCONS_00014351	BRALA18633
TCONS_00000153	BRALA19291
TCONS_00013395	BRALA13017
TCONS_00002929	BRALA11375
TCONS_00055967	BRALA14472
TCONS_00056120	BRALA09088
TCONS_00054343	BRALA05291
TCONS_00002910	BRALA09741
TCONS_00030595	BRALA02162
TCONS_00007072	BRALA26598
TCONS_00033332	BRALA04329
TCONS_00008641	BRALA12463
TCONS_00057206	BRALA14064
TCONS_00050596	BRALA05434
TCONS_00056117	BRALA09157
TCONS_00041854	BRALA22954
TCONS_00026517	BRALA28877
TCONS_00048357	BRALA09225
TCONS_00019312	BRALA07902
TCONS_00047294	BRALA20035
TCONS_00012511	BRALA16767
TCONS_00026609	BRALA21409
TCONS_00012360	BRALA23022
TCONS_00045362	BRALA16004
TCONS_00004464	BRALA28909
TCONS_00035988	BRALA02399
TCONS_00046090	BRALA17852
TCONS_00055975	BRALA17124
TCONS_00015043	BRALA21768
TCONS_00056987	BRALA13435
TCONS_00000585	BRALA19031
TCONS_00001097	BRALA29789
TCONS_00012419	BRALA11231
TCONS_00045793	BRALA01757
TCONS_00051128	BRALA14362
TCONS_00050423	BRALA32334
TCONS_00017571	BRALA21117
TCONS_00003037	BRALA07126
TCONS_00028257	BRALA14607
TCONS_00009979	BRALA12038
TCONS_00015463	BRALA24100
TCONS_00051898	BRALA05473
TCONS_00052910	BRALA00696
TCONS_00016021	BRALA23646
TCONS_00027342	BRALA29533
TCONS_00011687	BRALA21198
TCONS_00021737	BRALA11685
TCONS_00052651	BRALA01134
TCONS_00015817	BRALA21794
TCONS_00016153	BRALA17522
TCONS_00013945	BRALA18659
TCONS_00055464	BRALA14467
TCONS_00019755	BRALA18578
TCONS_00000185	BRALA23724
TCONS_00047885	BRALA24796
TCONS_00055721	BRALA17015
TCONS_00046166	BRALA30716
TCONS_00049131	BRALA12755
TCONS_00057226	BRALA25856
TCONS_00012646	BRALA16740
TCONS_00005695	BRALA35253
TCONS_00038918	BRALA35547
TCONS_00005696	BRALA34607
TCONS_00009191	BRALA19970
TCONS_00010281	BRALA13359
TCONS_00038650	BRALA00093
TCONS_00050120	BRALA05624
TCONS_00046388	BRALA17848
TCONS_00033664	BRALA04263
TCONS_00012749	BRALA18646
TCONS_00046050	BRALA03143
TCONS_00008637	BRALA26566
TCONS_00043123	BRALA19409
TCONS_00014140	BRALA16711
TCONS_00012497	BRALA35914
TCONS_00012320	BRALA06297
TCONS_00021938	BRALA31824
TCONS_00008804	BRALA03340
TCONS_00049781	BRALA19714
TCONS_00016653	BRALA18800
TCONS_00015861	BRALA01090
TCONS_00014048	BRALA06429
TCONS_00012280	BRALA25353
TCONS_00017543	BRALA10356
TCONS_00030928	BRALA03811
TCONS_00041620	BRALA11857
TCONS_00043382	BRALA19420
TCONS_00050555	BRALA05555
TCONS_00030409	BRALA03804
TCONS_00011083	BRALA24118
TCONS_00030012	BRALA06868
TCONS_00043595	BRALA21446
TCONS_00041849	BRALA22931
TCONS_00016760	BRALA09143
TCONS_00017834	BRALA13717
TCONS_00053570	BRALA00778
TCONS_00053571	BRALA00768
TCONS_00015781	BRALA27337
TCONS_00041768	BRALA02842
TCONS_00047965	BRALA17319
TCONS_00008744	BRALA27607
TCONS_00018072	BRALA21118
TCONS_00013327	BRALA19478
TCONS_00015241	BRALA02789
TCONS_00056576	BRALA04449
TCONS_00049454	BRALA00315
