TCONS_00019737	OFUSG13305.1.p1
TCONS_00029421	OFUSG20154.1.p1
TCONS_00014590	OFUSG18396.1.p1
TCONS_00009456	OFUSG20748.1.p1
TCONS_00008291	OFUSG20749.1.p1
TCONS_00004999	OFUSG14984.1.p1
TCONS_00006203	OFUSG15000.1.p1
TCONS_00013936	OFUSG10665.1.p1
TCONS_00054929	OFUSG04161.1.p1
TCONS_00022686	OFUSG25904.1.p1
TCONS_00000524	OFUSG00924.1.p1
TCONS_00045650	OFUSG12648.1.p1
TCONS_00012478	OFUSG10832.1.p1
TCONS_00055223	OFUSG04160.1.p1
TCONS_00044049	OFUSG03215.1.p1
TCONS_00015510	OFUSG08163.1.p1
TCONS_00006744	OFUSG01150.1.p1
TCONS_00022560	OFUSG13940.1.p1
TCONS_00026389	OFUSG19211.1.p1
TCONS_00015711	OFUSG08347.1.p1
TCONS_00031429	OFUSG18137.1.p1
TCONS_00027771	OFUSG07697.1.p1
TCONS_00008056	OFUSG20603.1.p1
TCONS_00030208	OFUSG17857.1.p1
TCONS_00025703	OFUSG15380.1.p1
TCONS_00029445	OFUSG09414.1.p1
TCONS_00026903	OFUSG05973.1.p1
TCONS_00035167	OFUSG13985.1.p1
TCONS_00021816	OFUSG13997.1.p1
TCONS_00040905	OFUSG08593.1.p1
TCONS_00027515	OFUSG05596.1.p1
TCONS_00039418	OFUSG09544.1.p1
TCONS_00048456	OFUSG19345.1.p1
TCONS_00008912	OFUSG05478.1.p1
TCONS_00030224	OFUSG10307.1.p1
TCONS_00019342	OFUSG04002.1.p1
TCONS_00020195	OFUSG26311.1.p1
TCONS_00003868	OFUSG16753.1.p1
TCONS_00006322	OFUSG22676.1.p1
TCONS_00007178	OFUSG05113.1.p1
TCONS_00042785	OFUSG03071.1.p1
TCONS_00037477	OFUSG01437.1.p1
TCONS_00008121	OFUSG20513.1.p1
TCONS_00016106	OFUSG26636.1.p1
TCONS_00009012	OFUSG05225.1.p1
TCONS_00027971	OFUSG09059.1.p1
TCONS_00013126	OFUSG11178.1.p1
TCONS_00009306	OFUSG20617.1.p1
TCONS_00053007	OFUSG13528.1.p1
TCONS_00028626	OFUSG09353.1.p1
TCONS_00011160	OFUSG21932.1.p1
TCONS_00011196	OFUSG12559.1.p1
TCONS_00012629	OFUSG05661.1.p1
TCONS_00026786	OFUSG06968.1.p1
TCONS_00031420	OFUSG03405.1.p1
TCONS_00007577	OFUSG04950.1.p1
TCONS_00010351	OFUSG12385.1.p1
TCONS_00029925	OFUSG10674.1.p1
TCONS_00042725	OFUSG02916.1.p1
TCONS_00018322	OFUSG13169.1.p1
TCONS_00047626	OFUSG19175.1.p1
TCONS_00043742	OFUSG03038.1.p1
TCONS_00022487	OFUSG13860.1.p1
TCONS_00052498	OFUSG23437.1.p1
TCONS_00050817	OFUSG16824.1.p1
TCONS_00056393	OFUSG07054.1.p1
TCONS_00054299	OFUSG17059.1.p1
TCONS_00040471	OFUSG17215.1.p1
TCONS_00017193	OFUSG13155.1.p1
TCONS_00017250	OFUSG13171.1.p1
TCONS_00030241	OFUSG11039.1.p1
TCONS_00001817	OFUSG01491.1.p1
TCONS_00007289	OFUSG05029.1.p1
TCONS_00003472	OFUSG12264.1.p1
TCONS_00029462	OFUSG09668.1.p1
TCONS_00008938	OFUSG05244.1.p1
TCONS_00002027	OFUSG01919.1.p1
TCONS_00016319	OFUSG07217.1.p1
TCONS_00033176	OFUSG13032.1.p1
TCONS_00007109	OFUSG22991.1.p1
TCONS_00043661	OFUSG02177.1.p1
TCONS_00012775	OFUSG10077.1.p1
TCONS_00053680	OFUSG26590.1.p1
TCONS_00004761	OFUSG22464.1.p1
TCONS_00015963	OFUSG26151.1.p1
TCONS_00036465	OFUSG01753.1.p1
TCONS_00008462	OFUSG05230.1.p1
TCONS_00048568	OFUSG06545.1.p1
TCONS_00055415	OFUSG26842.1.p1
TCONS_00000749	OFUSG16789.1.p1
TCONS_00013566	OFUSG18231.1.p1
TCONS_00043698	OFUSG02199.1.p1
TCONS_00009909	OFUSG11324.1.p1
TCONS_00049726	OFUSG05788.1.p1
TCONS_00019286	OFUSG26480.1.p1
TCONS_00034175	OFUSG08448.1.p1
TCONS_00004815	OFUSG15471.1.p1
TCONS_00003612	OFUSG16583.1.p1
TCONS_00009534	OFUSG12506.1.p1
TCONS_00042535	OFUSG02255.1.p1
TCONS_00008371	OFUSG20822.1.p1
TCONS_00026683	OFUSG06982.1.p1
TCONS_00005104	OFUSG24200.1.p1
TCONS_00040791	OFUSG02906.1.p1
TCONS_00026141	OFUSG05595.1.p1
TCONS_00009739	OFUSG12083.1.p1
TCONS_00026979	OFUSG05890.1.p1
TCONS_00020746	OFUSG04294.1.p1
TCONS_00021054	OFUSG14228.1.p1
TCONS_00011369	OFUSG26755.1.p1
TCONS_00009396	OFUSG20687.1.p1
TCONS_00002586	OFUSG04196.1.p1
TCONS_00052872	OFUSG08219.1.p1
TCONS_00004990	OFUSG09778.1.p1
TCONS_00005124	OFUSG22538.1.p1
TCONS_00043780	OFUSG02978.1.p1
TCONS_00005313	OFUSG15438.1.p1
TCONS_00056754	OFUSG16451.1.p1
TCONS_00036921	OFUSG00594.1.p1
TCONS_00027377	OFUSG05455.1.p1
TCONS_00051026	OFUSG21316.1.p1
TCONS_00043575	OFUSG02909.1.p1
TCONS_00031059	OFUSG10725.1.p1
TCONS_00052058	OFUSG13443.1.p1
TCONS_00047652	OFUSG19122.1.p1
TCONS_00006722	OFUSG15171.1.p1
TCONS_00055411	OFUSG07025.1.p1
TCONS_00045530	OFUSG13383.1.p1
TCONS_00026494	OFUSG06864.1.p1
TCONS_00021072	OFUSG14696.1.p1
TCONS_00003492	OFUSG12367.1.p1
TCONS_00005106	OFUSG23755.1.p1
TCONS_00027134	OFUSG05531.1.p1
TCONS_00043022	OFUSG02726.1.p1
TCONS_00055126	OFUSG03933.1.p1
TCONS_00017267	OFUSG12631.1.p1
TCONS_00023654	OFUSG07799.1.p1
TCONS_00056409	OFUSG04467.1.p1
TCONS_00012744	OFUSG22721.1.p1
TCONS_00042821	OFUSG26610.1.p1
TCONS_00028491	OFUSG09823.1.p1
TCONS_00018976	OFUSG04243.1.p1
TCONS_00003499	OFUSG21622.1.p1
TCONS_00008156	OFUSG05156.1.p1
TCONS_00053582	OFUSG13027.1.p1
TCONS_00043033	OFUSG02827.1.p1
TCONS_00026110	OFUSG18956.1.p1
TCONS_00018257	OFUSG23549.1.p1
TCONS_00034967	OFUSG23886.1.p1
TCONS_00009301	OFUSG20725.1.p1
TCONS_00043132	OFUSG03586.1.p1
TCONS_00024912	OFUSG07142.1.p1
TCONS_00009863	OFUSG25248.1.p1
TCONS_00008891	OFUSG20335.1.p1
TCONS_00004590	OFUSG15607.1.p1
TCONS_00007453	OFUSG23108.1.p1
TCONS_00000004	OFUSG00503.1.p1
TCONS_00027490	OFUSG18883.1.p1
TCONS_00008434	OFUSG05055.1.p1
TCONS_00054800	OFUSG08063.1.p1
TCONS_00052855	OFUSG17203.1.p1
TCONS_00047444	OFUSG05928.1.p1
TCONS_00010418	OFUSG25340.1.p1
TCONS_00052519	OFUSG13715.1.p1
TCONS_00053210	OFUSG17629.1.p1
TCONS_00029035	OFUSG08608.1.p1
TCONS_00004066	OFUSG16338.1.p1
TCONS_00047747	OFUSG18866.1.p1
TCONS_00017955	OFUSG13501.1.p1
TCONS_00026882	OFUSG18924.1.p1
TCONS_00027743	OFUSG05626.1.p1
TCONS_00043160	OFUSG03235.1.p1
TCONS_00013692	OFUSG11127.1.p1
TCONS_00028823	OFUSG09296.1.p1
TCONS_00015581	OFUSG07487.1.p1
TCONS_00045459	OFUSG08722.1.p1
TCONS_00009152	OFUSG20261.1.p1
TCONS_00009151	OFUSG20262.1.p1
TCONS_00000742	OFUSG00455.1.p1
TCONS_00015492	OFUSG25722.1.p1
TCONS_00047518	OFUSG21491.1.p1
TCONS_00001710	OFUSG15216.1.p1
TCONS_00000293	OFUSG00256.1.p1
TCONS_00028955	OFUSG09288.1.p1
TCONS_00009804	OFUSG12394.1.p1
TCONS_00028514	OFUSG09093.1.p1
TCONS_00028515	OFUSG09096.1.p1
TCONS_00012778	OFUSG10080.1.p1
TCONS_00023645	OFUSG07849.1.p1
TCONS_00044196	OFUSG03807.1.p1
TCONS_00010767	OFUSG09970.1.p1
TCONS_00052014	OFUSG21242.1.p1
TCONS_00030420	OFUSG18613.1.p1
TCONS_00056535	OFUSG16068.1.p1
TCONS_00013016	OFUSG10564.1.p1
TCONS_00022107	OFUSG26952.1.p1
TCONS_00028993	OFUSG08813.1.p1
TCONS_00015951	OFUSG07660.1.p1
TCONS_00008833	OFUSG20832.1.p1
TCONS_00046517	OFUSG23393.1.p1
TCONS_00026782	OFUSG05576.1.p1
TCONS_00029780	OFUSG09685.1.p1
TCONS_00052478	OFUSG17355.1.p1
TCONS_00054134	OFUSG17573.1.p2
TCONS_00001020	OFUSG01490.1.p1
TCONS_00014276	OFUSG10469.1.p1
TCONS_00011640	OFUSG12558.1.p1
TCONS_00001336	OFUSG00085.1.p1
TCONS_00029431	OFUSG09390.1.p1
TCONS_00041645	OFUSG02353.1.p1
TCONS_00007711	OFUSG09527.1.p1
TCONS_00057167	OFUSG04545.1.p1
TCONS_00014473	OFUSG09992.1.p1
TCONS_00011837	OFUSG21829.1.p1
TCONS_00009848	OFUSG25295.1.p1
TCONS_00031105	OFUSG10760.1.p1
TCONS_00024186	OFUSG25664.1.p1
TCONS_00043122	OFUSG02975.1.p1
TCONS_00002286	OFUSG00020.1.p1
TCONS_00015586	OFUSG08355.1.p1
TCONS_00027362	OFUSG18697.1.p1
TCONS_00010818	OFUSG12291.1.p1
TCONS_00000152	OFUSG00222.1.p1
TCONS_00041343	OFUSG06687.1.p1
TCONS_00013197	OFUSG17862.1.p1
TCONS_00043001	OFUSG02929.1.p1
TCONS_00046160	OFUSG17183.1.p1
TCONS_00055209	OFUSG16819.1.p1
TCONS_00015439	OFUSG08357.1.p1
TCONS_00039793	OFUSG09016.1.p1
TCONS_00015247	OFUSG25527.1.p1
TCONS_00034797	OFUSG08546.1.p1
TCONS_00047460	OFUSG02806.1.p1
TCONS_00016595	OFUSG05851.1.p1
TCONS_00047595	OFUSG05932.1.p1
TCONS_00007276	OFUSG06793.1.p1
TCONS_00006270	OFUSG15087.1.p1
TCONS_00010302	OFUSG26078.1.p1
TCONS_00047734	OFUSG06435.1.p1
TCONS_00050931	OFUSG23602.1.p1
TCONS_00009341	OFUSG20514.1.p1
TCONS_00043030	OFUSG03685.1.p1
TCONS_00049097	OFUSG06807.1.p1
TCONS_00026098	OFUSG06074.1.p1
TCONS_00011580	OFUSG11277.1.p1
TCONS_00053759	OFUSG06709.1.p1
TCONS_00004466	OFUSG22089.1.p1
TCONS_00029656	OFUSG08707.1.p1
TCONS_00029622	OFUSG09154.1.p1
TCONS_00051889	OFUSG01706.1.p1
TCONS_00056768	OFUSG15810.1.p1
TCONS_00053820	OFUSG23510.1.p1
TCONS_00054448	OFUSG17300.1.p1
TCONS_00029566	OFUSG19625.1.p1
TCONS_00020698	OFUSG04751.1.p1
TCONS_00038074	OFUSG01564.1.p1
TCONS_00042475	OFUSG03365.1.p1
TCONS_00016217	OFUSG13923.1.p1
TCONS_00003882	OFUSG11360.1.p1
TCONS_00020221	OFUSG16642.1.p1
TCONS_00030568	OFUSG17968.1.p1
TCONS_00000287	OFUSG00006.1.p1
TCONS_00054308	OFUSG21501.1.p1
TCONS_00009559	OFUSG22074.1.p1
TCONS_00049657	OFUSG06912.1.p1
TCONS_00015619	OFUSG07633.1.p1
TCONS_00027448	OFUSG19489.1.p1
TCONS_00019599	OFUSG16938.1.p1
TCONS_00024295	OFUSG07952.1.p1
TCONS_00009663	OFUSG25180.1.p1
TCONS_00001794	OFUSG01136.1.p1
TCONS_00045155	OFUSG13113.1.p1
TCONS_00014217	OFUSG10565.1.p1
TCONS_00052011	OFUSG21241.1.p1
TCONS_00042766	OFUSG03666.1.p1
TCONS_00029902	OFUSG18105.1.p1
TCONS_00004451	OFUSG04543.1.p1
TCONS_00030426	OFUSG22264.1.p1
TCONS_00048042	OFUSG06933.1.p1
TCONS_00054878	OFUSG02542.1.p1
TCONS_00006483	OFUSG15328.1.p1
TCONS_00045223	OFUSG20933.1.p1
TCONS_00020783	OFUSG16116.1.p1
TCONS_00000274	OFUSG00457.1.p1
TCONS_00029548	OFUSG20007.1.p1
TCONS_00028409	OFUSG09744.1.p1
TCONS_00053239	OFUSG23665.1.p1
TCONS_00013248	OFUSG10816.1.p1
TCONS_00002185	OFUSG01203.1.p1
TCONS_00019063	OFUSG04409.1.p1
TCONS_00037598	OFUSG00718.1.p1
TCONS_00008722	OFUSG20621.1.p1
TCONS_00052544	OFUSG03072.1.p1
TCONS_00051574	OFUSG26444.1.p1
TCONS_00002023	OFUSG01831.1.p1
TCONS_00036247	OFUSG01750.1.p1
TCONS_00009347	OFUSG20208.1.p1
TCONS_00014159	OFUSG10642.1.p1
TCONS_00049627	OFUSG06465.1.p1
TCONS_00009978	OFUSG25099.1.p1
TCONS_00001819	OFUSG00445.1.p1
TCONS_00051197	OFUSG17576.1.p1
TCONS_00003183	OFUSG22592.1.p1
TCONS_00036357	OFUSG01224.1.p1
TCONS_00036592	OFUSG24644.1.p1
TCONS_00053132	OFUSG17477.1.p1
TCONS_00014580	OFUSG18365.1.p1
TCONS_00053738	OFUSG13187.1.p1
TCONS_00010576	OFUSG25047.1.p1
TCONS_00029819	OFUSG18676.1.p1
TCONS_00021246	OFUSG14237.1.p1
TCONS_00051403	OFUSG21253.1.p1
TCONS_00029824	OFUSG19632.1.p1
TCONS_00013877	OFUSG05328.1.p1
TCONS_00050785	OFUSG23411.1.p1
TCONS_00028502	OFUSG19626.1.p1
TCONS_00055243	OFUSG16213.1.p1
TCONS_00008542	OFUSG05174.1.p1
TCONS_00047561	OFUSG18769.1.p1
TCONS_00056620	OFUSG04257.1.p1
TCONS_00046412	OFUSG08374.1.p1
TCONS_00020490	OFUSG20878.1.p1
TCONS_00054595	OFUSG21167.1.p1
TCONS_00021044	OFUSG14554.1.p1
TCONS_00025977	OFUSG06794.1.p1
TCONS_00019349	OFUSG03913.1.p1
TCONS_00018459	OFUSG23710.1.p1
TCONS_00028061	OFUSG08908.1.p1
TCONS_00004100	OFUSG09565.1.p1
TCONS_00016891	OFUSG26530.1.p1
TCONS_00013028	OFUSG12136.1.p1
TCONS_00050545	OFUSG13656.1.p1
TCONS_00014445	OFUSG18300.1.p1
TCONS_00042673	OFUSG03363.1.p1
TCONS_00048395	OFUSG21854.1.p1
TCONS_00029297	OFUSG09190.1.p1
TCONS_00030551	OFUSG00878.1.p1
TCONS_00000180	OFUSG13570.1.p1
TCONS_00009337	OFUSG04989.1.p1
TCONS_00010996	OFUSG12256.1.p1
TCONS_00014608	OFUSG04262.1.p1
TCONS_00020442	OFUSG12615.1.p1
TCONS_00049228	OFUSG06256.1.p1
TCONS_00053213	OFUSG23413.1.p1
TCONS_00022351	OFUSG14182.1.p1
TCONS_00002698	OFUSG15796.1.p1
TCONS_00056726	OFUSG16733.1.p1
TCONS_00003466	OFUSG11245.1.p1
TCONS_00014322	OFUSG17958.1.p1
TCONS_00036755	OFUSG00054.1.p1
TCONS_00048089	OFUSG06422.1.p1
TCONS_00018508	OFUSG15945.1.p1
TCONS_00041684	OFUSG03152.1.p1
TCONS_00042596	OFUSG03127.1.p1
TCONS_00051034	OFUSG17110.1.p1
TCONS_00050470	OFUSG12843.1.p1
TCONS_00021935	OFUSG14229.1.p1
TCONS_00014173	OFUSG12479.1.p1
TCONS_00044903	OFUSG17289.1.p1
TCONS_00018446	OFUSG21402.1.p1
TCONS_00044915	OFUSG13558.1.p1
TCONS_00008363	OFUSG20710.1.p1
TCONS_00055499	OFUSG25379.1.p1
TCONS_00004052	OFUSG16648.1.p1
TCONS_00000889	OFUSG01453.1.p1
TCONS_00042530	OFUSG02654.1.p1
TCONS_00019341	OFUSG01253.1.p1
TCONS_00012033	OFUSG12491.1.p1
TCONS_00039831	OFUSG09156.1.p1
TCONS_00029796	OFUSG09451.1.p1
TCONS_00054889	OFUSG04534.1.p1
TCONS_00042430	OFUSG18158.1.p1
TCONS_00004867	OFUSG22295.1.p1
TCONS_00056867	OFUSG04172.1.p1
TCONS_00018079	OFUSG21357.1.p1
TCONS_00029314	OFUSG09796.1.p1
TCONS_00027167	OFUSG06790.1.p1
TCONS_00054310	OFUSG19169.1.p1
TCONS_00021522	OFUSG25793.1.p1
TCONS_00054282	OFUSG21161.1.p1
TCONS_00000638	OFUSG13218.1.p1
TCONS_00000589	OFUSG01472.1.p1
TCONS_00017801	OFUSG09761.1.p1
TCONS_00009277	OFUSG22987.1.p1
TCONS_00032013	OFUSG16596.1.p1
TCONS_00040405	OFUSG09629.1.p1
TCONS_00037980	OFUSG01613.1.p1
TCONS_00027360	OFUSG05476.1.p1
TCONS_00048899	OFUSG19220.1.p1
TCONS_00008081	OFUSG22963.1.p1
TCONS_00042477	OFUSG03295.1.p1
TCONS_00012670	OFUSG10101.1.p1
TCONS_00011470	OFUSG11722.1.p1
TCONS_00029793	OFUSG19620.1.p1
TCONS_00017184	OFUSG26512.1.p1
TCONS_00028837	OFUSG19655.1.p1
TCONS_00021811	OFUSG25812.1.p1
TCONS_00045475	OFUSG17339.1.p1
TCONS_00028290	OFUSG09196.1.p1
TCONS_00041056	OFUSG19562.1.p1
TCONS_00028552	OFUSG19684.1.p1
TCONS_00009581	OFUSG11284.1.p1
TCONS_00048359	OFUSG05488.1.p1
TCONS_00005423	OFUSG24113.1.p1
TCONS_00039975	OFUSG09603.1.p1
TCONS_00010397	OFUSG12113.1.p1
TCONS_00006238	OFUSG22958.1.p1
TCONS_00018005	OFUSG06580.1.p1
TCONS_00006397	OFUSG24116.1.p1
TCONS_00005152	OFUSG24004.1.p1
TCONS_00007944	OFUSG04998.1.p1
TCONS_00011843	OFUSG22017.1.p1
TCONS_00010930	OFUSG11408.1.p1
TCONS_00007039	OFUSG20631.1.p1
TCONS_00050755	OFUSG26552.1.p1
TCONS_00028144	OFUSG09635.1.p1
TCONS_00029198	OFUSG20057.1.p1
TCONS_00028047	OFUSG09019.1.p1
TCONS_00000595	OFUSG00084.1.p1
TCONS_00014971	OFUSG07280.1.p1
TCONS_00026561	OFUSG05907.1.p1
TCONS_00011185	OFUSG12277.1.p1
TCONS_00021955	OFUSG24838.1.p1
TCONS_00020486	OFUSG05073.1.p1
TCONS_00013455	OFUSG18463.1.p1
TCONS_00007590	OFUSG04951.1.p1
TCONS_00014244	OFUSG10120.1.p1
TCONS_00014093	OFUSG10039.1.p1
TCONS_00002246	OFUSG00543.1.p1
TCONS_00043932	OFUSG02291.1.p1
TCONS_00002576	OFUSG04551.1.p1
TCONS_00026054	OFUSG19116.1.p1
TCONS_00011327	OFUSG12513.1.p1
TCONS_00044053	OFUSG03455.1.p1
TCONS_00002241	OFUSG01448.1.p1
TCONS_00053814	OFUSG16524.1.p1
TCONS_00036987	OFUSG18215.1.p1
TCONS_00037765	OFUSG07971.1.p1
TCONS_00005896	OFUSG20390.1.p1
TCONS_00003127	OFUSG16466.1.p1
TCONS_00026401	OFUSG19290.1.p1
TCONS_00012175	OFUSG25106.1.p1
TCONS_00031402	OFUSG18054.1.p1
TCONS_00006051	OFUSG15647.1.p1
TCONS_00012251	OFUSG10646.1.p1
TCONS_00007597	OFUSG23178.1.p1
TCONS_00020630	OFUSG23715.1.p1
TCONS_00036463	OFUSG01650.1.p1
TCONS_00054634	OFUSG26287.1.p1
TCONS_00001707	OFUSG02491.1.p1
TCONS_00003984	OFUSG12992.1.p1
TCONS_00003034	OFUSG16446.1.p1
TCONS_00022403	OFUSG24759.1.p1
TCONS_00015839	OFUSG08196.1.p1
TCONS_00012666	OFUSG10102.1.p1
TCONS_00007011	OFUSG05394.1.p1
TCONS_00021731	OFUSG14583.1.p1
TCONS_00045357	OFUSG20992.1.p1
TCONS_00033348	OFUSG17108.1.p1
TCONS_00041693	OFUSG02698.1.p1
TCONS_00042722	OFUSG02911.1.p1
TCONS_00048913	OFUSG19343.1.p1
TCONS_00014945	OFUSG00428.1.p1
TCONS_00022948	OFUSG14315.1.p1
TCONS_00008423	OFUSG20299.1.p1
TCONS_00008858	OFUSG22793.1.p1
TCONS_00037381	OFUSG01013.1.p1
TCONS_00026520	OFUSG18839.1.p1
TCONS_00010782	OFUSG25095.1.p1
TCONS_00054940	OFUSG25738.1.p1
TCONS_00027696	OFUSG06967.1.p1
TCONS_00045218	OFUSG26350.1.p1
TCONS_00043599	OFUSG20307.1.p1
TCONS_00046236	OFUSG13114.1.p1
TCONS_00003543	OFUSG11927.1.p1
TCONS_00010837	OFUSG21699.1.p1
TCONS_00020100	OFUSG04049.1.p1
TCONS_00010797	OFUSG11699.1.p1
TCONS_00030717	OFUSG10754.1.p1
TCONS_00054519	OFUSG26572.1.p1
TCONS_00018872	OFUSG12773.1.p1
TCONS_00046364	OFUSG17329.1.p1
TCONS_00049250	OFUSG06294.1.p1
TCONS_00031423	OFUSG17971.1.p1
TCONS_00008149	OFUSG05362.1.p1
TCONS_00013521	OFUSG10348.1.p1
TCONS_00043871	OFUSG02979.5.p1
TCONS_00020755	OFUSG04938.1.p1
TCONS_00049210	OFUSG06456.1.p1
TCONS_00010775	OFUSG11816.1.p1
TCONS_00041744	OFUSG02810.1.p1
TCONS_00027650	OFUSG05974.1.p1
TCONS_00049262	OFUSG06061.1.p1
TCONS_00013948	OFUSG10209.1.p1
TCONS_00005261	OFUSG15651.1.p1
TCONS_00018846	OFUSG04667.1.p1
TCONS_00005079	OFUSG23823.1.p2
TCONS_00019456	OFUSG13182.1.p1
TCONS_00027108	OFUSG06646.1.p1
TCONS_00006223	OFUSG22700.1.p1
TCONS_00013842	OFUSG10878.1.p1
TCONS_00043866	OFUSG02626.1.p1
TCONS_00053494	OFUSG21117.1.p1
TCONS_00056136	OFUSG25751.1.p1
TCONS_00030954	OFUSG18361.1.p1
TCONS_00010442	OFUSG21718.1.p1
TCONS_00048857	OFUSG06595.1.p1
TCONS_00031062	OFUSG10367.1.p1
TCONS_00018844	OFUSG23497.1.p1
TCONS_00017532	OFUSG13575.1.p1
TCONS_00051522	OFUSG21407.1.p1
TCONS_00048242	OFUSG19315.1.p1
TCONS_00046681	OFUSG13392.1.p1
TCONS_00026069	OFUSG19300.1.p1
TCONS_00043082	OFUSG23063.1.p1
TCONS_00015010	OFUSG07429.1.p1
TCONS_00012971	OFUSG18420.1.p1
TCONS_00016375	OFUSG26592.1.p1
TCONS_00028960	OFUSG09367.1.p1
TCONS_00006506	OFUSG15115.1.p1
TCONS_00011485	OFUSG11713.1.p1
TCONS_00014647	OFUSG07211.1.p1
TCONS_00017094	OFUSG13694.1.p1
TCONS_00006521	OFUSG22665.1.p1
TCONS_00006815	OFUSG19858.1.p1
TCONS_00056116	OFUSG24290.1.p1
TCONS_00030123	OFUSG10388.1.p1
TCONS_00022739	OFUSG13782.1.p1
TCONS_00047963	OFUSG18690.1.p1
TCONS_00012043	OFUSG12548.1.p1
TCONS_00033183	OFUSG13425.1.p1
TCONS_00012899	OFUSG10104.1.p1
TCONS_00011165	OFUSG22028.1.p1
TCONS_00043774	OFUSG03496.1.p1
TCONS_00037083	OFUSG01690.1.p1
TCONS_00018439	OFUSG20980.1.p1
TCONS_00027072	OFUSG05859.1.p1
TCONS_00030861	OFUSG10684.1.p1
TCONS_00008422	OFUSG20508.1.p1
TCONS_00053297	OFUSG13267.1.p1
TCONS_00037895	OFUSG01669.1.p1
TCONS_00054992	OFUSG26002.1.p1
TCONS_00018871	OFUSG17212.1.p1
TCONS_00006819	OFUSG22136.1.p1
TCONS_00024085	OFUSG25596.1.p1
TCONS_00020044	OFUSG13207.1.p1
TCONS_00027067	OFUSG18647.1.p1
TCONS_00052234	OFUSG23636.1.p1
TCONS_00009705	OFUSG22091.1.p1
TCONS_00019998	OFUSG17238.1.p1
TCONS_00036037	OFUSG01792.1.p1
TCONS_00015311	OFUSG25539.1.p1
TCONS_00040540	OFUSG08581.1.p1
TCONS_00022982	OFUSG07879.1.p1
TCONS_00013866	OFUSG11149.1.p1
TCONS_00028995	OFUSG05883.1.p1
TCONS_00036739	OFUSG00245.1.p1
TCONS_00035290	OFUSG08825.1.p1
TCONS_00057200	OFUSG04536.1.p1
TCONS_00016975	OFUSG21006.1.p1
TCONS_00021164	OFUSG14095.1.p1
TCONS_00031599	OFUSG21297.1.p1
TCONS_00006810	OFUSG22455.1.p1
TCONS_00005722	OFUSG22452.1.p1
TCONS_00022916	OFUSG25767.1.p1
TCONS_00047900	OFUSG06295.1.p1
TCONS_00043703	OFUSG02754.1.p1
TCONS_00037790	OFUSG01048.1.p1
TCONS_00007007	OFUSG05291.1.p1
TCONS_00002411	OFUSG00773.1.p1
TCONS_00026077	OFUSG05896.1.p1
TCONS_00005573	OFUSG15317.1.p1
TCONS_00057051	OFUSG03914.1.p1
TCONS_00055264	OFUSG08118.1.p1
TCONS_00013273	OFUSG10937.1.p1
TCONS_00011141	OFUSG26819.1.p1
TCONS_00009899	OFUSG11662.1.p1
TCONS_00015415	OFUSG25414.1.p1
TCONS_00012311	OFUSG18296.1.p1
TCONS_00016466	OFUSG07312.1.p1
TCONS_00026627	OFUSG05792.1.p1
TCONS_00011334	OFUSG21826.1.p1
TCONS_00018879	OFUSG09701.1.p1
TCONS_00018276	OFUSG17217.1.p1
TCONS_00046338	OFUSG16889.1.p1
TCONS_00047360	OFUSG18679.1.p1
TCONS_00007841	OFUSG05021.1.p1
TCONS_00031009	OFUSG10301.1.p1
TCONS_00047225	OFUSG17960.1.p1
TCONS_00001225	OFUSG00463.1.p1
TCONS_00026217	OFUSG19263.1.p1
TCONS_00004980	OFUSG22551.1.p1
TCONS_00031295	OFUSG10309.1.p1
TCONS_00025636	OFUSG16867.1.p1
TCONS_00045498	OFUSG17060.1.p1
TCONS_00042095	OFUSG02218.1.p1
TCONS_00034974	OFUSG09698.1.p1
TCONS_00018101	OFUSG16874.1.p1
TCONS_00016487	OFUSG22059.1.p1
TCONS_00004748	OFUSG24055.1.p1
TCONS_00012915	OFUSG18080.1.p1
TCONS_00013392	OFUSG11194.1.p1
TCONS_00008629	OFUSG05340.1.p1
TCONS_00052832	OFUSG26289.1.p1
TCONS_00051123	OFUSG17524.1.p1
TCONS_00008128	OFUSG20850.1.p1
TCONS_00027853	OFUSG19651.1.p1
TCONS_00004749	OFUSG15649.1.p1
TCONS_00042609	OFUSG03772.1.p1
TCONS_00027677	OFUSG05769.1.p1
TCONS_00007976	OFUSG20266.1.p1
TCONS_00057255	OFUSG16099.1.p1
TCONS_00003471	OFUSG25302.1.p1
TCONS_00042336	OFUSG03096.1.p1
TCONS_00050096	OFUSG17157.1.p1
TCONS_00011200	OFUSG21956.1.p1
TCONS_00055604	OFUSG03865.1.p1
TCONS_00003662	OFUSG07887.1.p1
TCONS_00010091	OFUSG12011.1.p1
TCONS_00051905	OFUSG18965.1.p1
TCONS_00048487	OFUSG18691.1.p1
TCONS_00026200	OFUSG05602.1.p1
TCONS_00045108	OFUSG13226.1.p1
TCONS_00044141	OFUSG03109.1.p1
TCONS_00019206	OFUSG03901.1.p1
TCONS_00055790	OFUSG08206.1.p1
TCONS_00046341	OFUSG00118.1.p1
TCONS_00013272	OFUSG10958.1.p1
TCONS_00025320	OFUSG08232.1.p1
TCONS_00027368	OFUSG18862.1.p1
TCONS_00019051	OFUSG26575.1.p1
TCONS_00052907	OFUSG20908.1.p1
TCONS_00015339	OFUSG09931.1.p1
TCONS_00027833	OFUSG06674.1.p1
TCONS_00026112	OFUSG06869.1.p1
TCONS_00012957	OFUSG11192.1.p1
