STRPU_22262	OFUSG13305.1
STRPU_04268	OFUSG18031.1
STRPU_08332	OFUSG09947.1
STRPU_14206	OFUSG22163.1
STRPU_26719	OFUSG20064.1
STRPU_08809	OFUSG10902.1
STRPU_24398	OFUSG13359.1
STRPU_20705	OFUSG11924.1
STRPU_26095	OFUSG20469.1
STRPU_22192	OFUSG04005.1
STRPU_21873	OFUSG11565.1
STRPU_20388	OFUSG25573.1
STRPU_09884	OFUSG06501.1
STRPU_08820	OFUSG10293.1
STRPU_24397	OFUSG23496.1
STRPU_12263	OFUSG00686.1
STRPU_19455	OFUSG26117.1
STRPU_17774	OFUSG01108.1
STRPU_07731	OFUSG13204.1
STRPU_11467	OFUSG23366.1
STRPU_24139	OFUSG16508.1
STRPU_16621	OFUSG17956.1
STRPU_21833	OFUSG25364.1
STRPU_20141	OFUSG08157.1
STRPU_19147	OFUSG23512.1
STRPU_19719	OFUSG08100.1
STRPU_10330	OFUSG06924.1
STRPU_20490	OFUSG12284.1
STRPU_18985	OFUSG23436.1
STRPU_17084	OFUSG07143.1
STRPU_22673	OFUSG07991.1
STRPU_12532	OFUSG07576.1
STRPU_18134	OFUSG01059.1
STRPU_07517	OFUSG12626.1
STRPU_23161	OFUSG18694.1
STRPU_03777	OFUSG09220.1
STRPU_15768	OFUSG17066.1
STRPU_08790	OFUSG10261.1
STRPU_12707	OFUSG07080.1
STRPU_15415	OFUSG15040.1
STRPU_22382	OFUSG19192.1
STRPU_08361	OFUSG11060.1
STRPU_08673	OFUSG09985.1
STRPU_02898	OFUSG09068.1
STRPU_11538	OFUSG01438.1
STRPU_06748	OFUSG24721.1
STRPU_23591	OFUSG06423.1
STRPU_03798	OFUSG22004.1
STRPU_20204	OFUSG06983.1
STRPU_08093	OFUSG10356.1
STRPU_04114	OFUSG10992.1
STRPU_05891	OFUSG03655.1
STRPU_11207	OFUSG21387.1
STRPU_27077	OFUSG08762.1
STRPU_24666	OFUSG23560.1
STRPU_10012	OFUSG06668.1
STRPU_14827	OFUSG22650.1
STRPU_19325	OFUSG17366.1
STRPU_20403	OFUSG05118.1
STRPU_20384	OFUSG07448.1
STRPU_23140	OFUSG06066.1
STRPU_24475	OFUSG13762.1
STRPU_05030	OFUSG03236.1
STRPU_05727	OFUSG02211.1
STRPU_19903	OFUSG14221.1
STRPU_26799	OFUSG26167.1
STRPU_21504	OFUSG25141.1
STRPU_27219	OFUSG19682.1
STRPU_14394	OFUSG11473.1
STRPU_10200	OFUSG06704.1
STRPU_19484	OFUSG08415.1
STRPU_19765	OFUSG07600.1
STRPU_17743	OFUSG01254.1
STRPU_22235	OFUSG13241.1
STRPU_26673	OFUSG09820.1
STRPU_24429	OFUSG13289.1
STRPU_09243	OFUSG18199.1
STRPU_09242	OFUSG18520.1
STRPU_20968	OFUSG11682.1
STRPU_23995	OFUSG18306.1
STRPU_24611	OFUSG03969.1
STRPU_10014	OFUSG06768.1
STRPU_10594	OFUSG26425.1
STRPU_08000	OFUSG14206.1
STRPU_14352	OFUSG00219.1
STRPU_11352	OFUSG12835.1
STRPU_26807	OFUSG08683.1
STRPU_12470	OFUSG26181.1
STRPU_06336	OFUSG14257.1
STRPU_22393	OFUSG19403.1
STRPU_26896	OFUSG20056.1
STRPU_06845	OFUSG24988.1
STRPU_22886	OFUSG16361.1
STRPU_07351	OFUSG23663.1
STRPU_25179	OFUSG04059.1
STRPU_04757	OFUSG17832.1
STRPU_17913	OFUSG00031.1
STRPU_20996	OFUSG11743.1
STRPU_20332	OFUSG07444.1
STRPU_06593	OFUSG14490.1
STRPU_20822	OFUSG11237.1
STRPU_23136	OFUSG15953.1
STRPU_11701	OFUSG00192.1
STRPU_26939	OFUSG09780.1
STRPU_26189	OFUSG05066.1
STRPU_16982	OFUSG00367.1
STRPU_24667	OFUSG12915.1
STRPU_26148	OFUSG22772.1
STRPU_06949	OFUSG24695.1
STRPU_26241	OFUSG20296.1
STRPU_04601	OFUSG18006.1
STRPU_14836	OFUSG14973.1
STRPU_17479	OFUSG00473.1
STRPU_10755	OFUSG21486.1
STRPU_14530	OFUSG24115.1
STRPU_25726	OFUSG00021.1
STRPU_25575	OFUSG20846.1
STRPU_11790	OFUSG01262.1
STRPU_08493	OFUSG10879.1
STRPU_13334	OFUSG23661.1
STRPU_15755	OFUSG26009.1
STRPU_24564	OFUSG21104.1
STRPU_26066	OFUSG05427.1
STRPU_10312	OFUSG06517.1
STRPU_17909	OFUSG01428.1
STRPU_10724	OFUSG01619.1
STRPU_26716	OFUSG25022.1
STRPU_09832	OFUSG05456.1
STRPU_09926	OFUSG06825.1
STRPU_09826	OFUSG19164.1
STRPU_12187	OFUSG01552.1
STRPU_12188	OFUSG00160.1
STRPU_23993	OFUSG18740.1
STRPU_05331	OFUSG02744.1
STRPU_20127	OFUSG08034.1
STRPU_12093	OFUSG01617.1
STRPU_24706	OFUSG13571.1
STRPU_05218	OFUSG02999.1
STRPU_23696	OFUSG05524.1
STRPU_21355	OFUSG11226.1
STRPU_14715	OFUSG14929.1
STRPU_03433	OFUSG09521.1
STRPU_25335	OFUSG05144.1
STRPU_11419	OFUSG20573.1
STRPU_20556	OFUSG22075.1
STRPU_21325	OFUSG26830.1
STRPU_16146	OFUSG25436.1
STRPU_19148	OFUSG13400.1
STRPU_18499	OFUSG13189.1
STRPU_09870	OFUSG05810.1
STRPU_16841	OFUSG09938.1
STRPU_14536	OFUSG22331.1
STRPU_06670	OFUSG25454.1
STRPU_25909	OFUSG20348.1
STRPU_24617	OFUSG24239.1
STRPU_13511	OFUSG16592.1
STRPU_21388	OFUSG21709.1
STRPU_06807	OFUSG24694.1
STRPU_21510	OFUSG12090.1
STRPU_26813	OFUSG09199.1
STRPU_25661	OFUSG04760.1
STRPU_06801	OFUSG23417.1
STRPU_16999	OFUSG01899.1
STRPU_21042	OFUSG11618.1
STRPU_18032	OFUSG01859.1
STRPU_24535	OFUSG00446.1
STRPU_08496	OFUSG18610.1
STRPU_10205	OFUSG19554.1
STRPU_22150	OFUSG26463.1
STRPU_20700	OFUSG25074.1
STRPU_11804	OFUSG00824.1
STRPU_21348	OFUSG25150.1
STRPU_13836	OFUSG16459.1
STRPU_11423	OFUSG16929.1
STRPU_06102	OFUSG11070.1
STRPU_17877	OFUSG00723.1
STRPU_23907	OFUSG24301.1
STRPU_08271	OFUSG10593.1
STRPU_20340	OFUSG25471.1
STRPU_11758	OFUSG00778.1
STRPU_09343	OFUSG06016.1
STRPU_05743	OFUSG02739.1
STRPU_13277	OFUSG04397.1
STRPU_06127	OFUSG14219.1
STRPU_24384	OFUSG16877.1
STRPU_06109	OFUSG24648.1
STRPU_18617	OFUSG13315.1
STRPU_24163	OFUSG16668.1
STRPU_19319	OFUSG17304.1
STRPU_13303	OFUSG16191.1
STRPU_20262	OFUSG07270.1
STRPU_20338	OFUSG25572.1
STRPU_08317	OFUSG10944.1
STRPU_26985	OFUSG24702.1
STRPU_11447	OFUSG26433.1
STRPU_03930	OFUSG08885.1
STRPU_02810	OFUSG08891.1
STRPU_20826	OFUSG21821.1
STRPU_00175	OFUSG12847.1
STRPU_16567	OFUSG25444.1
STRPU_25283	OFUSG20234.1
STRPU_10753	OFUSG13719.1
STRPU_07572	OFUSG17737.1
STRPU_08132	OFUSG04663.1
STRPU_03872	OFUSG19824.1
STRPU_26195	OFUSG20258.1
STRPU_07007	OFUSG14516.1
STRPU_10399	OFUSG06800.1
STRPU_18932	OFUSG26327.1
STRPU_17076	OFUSG00273.1
STRPU_22286	OFUSG19191.1
STRPU_13998	OFUSG24310.1
STRPU_21032	OFUSG25041.1
STRPU_14257	OFUSG22678.1
STRPU_17897	OFUSG04655.1
STRPU_23130	OFUSG05939.1
STRPU_19074	OFUSG23353.1
STRPU_04686	OFUSG17859.1
STRPU_14329	OFUSG15102.1
STRPU_18679	OFUSG17098.1
STRPU_20295	OFUSG25418.1
STRPU_08996	OFUSG12556.1
STRPU_21395	OFUSG11737.1
STRPU_26055	OFUSG20862.1
STRPU_15403	OFUSG24213.1
STRPU_08808	OFUSG09999.1
STRPU_24335	OFUSG13516.1
STRPU_26208	OFUSG23107.1
STRPU_14308	OFUSG21692.1
STRPU_24948	OFUSG04405.1
STRPU_13717	OFUSG15931.1
STRPU_11362	OFUSG13655.1
STRPU_12983	OFUSG23701.1
STRPU_04722	OFUSG18108.1
STRPU_03309	OFUSG08871.1
STRPU_26733	OFUSG09197.1
STRPU_10212	OFUSG19109.1
STRPU_11065	OFUSG13238.1
STRPU_20693	OFUSG12590.1
STRPU_05856	OFUSG02738.1
STRPU_06100	OFUSG14483.1
STRPU_27250	OFUSG19649.1
STRPU_22838	OFUSG23262.1
STRPU_22152	OFUSG26279.1
STRPU_03726	OFUSG08927.1
STRPU_05688	OFUSG02524.1
STRPU_20579	OFUSG12266.1
STRPU_04154	OFUSG10303.1
STRPU_11353	OFUSG21308.1
STRPU_15432	OFUSG22307.1
STRPU_05921	OFUSG03080.1
STRPU_27359	OFUSG20013.1
STRPU_22106	OFUSG04270.1
STRPU_25985	OFUSG20642.1
STRPU_21542	OFUSG12557.1
STRPU_04270	OFUSG10442.1
STRPU_26380	OFUSG22437.1
STRPU_12036	OFUSG00346.1
STRPU_04469	OFUSG20277.1
STRPU_09466	OFUSG06518.1
STRPU_27064	OFUSG09567.1
STRPU_21998	OFUSG19458.1
STRPU_26435	OFUSG19656.1
STRPU_25495	OFUSG12672.1
STRPU_26571	OFUSG19618.1
STRPU_16617	OFUSG08248.1
STRPU_24365	OFUSG23553.1
STRPU_05367	OFUSG02236.1
STRPU_10181	OFUSG19166.1
STRPU_20550	OFUSG12510.1
STRPU_25897	OFUSG23204.1
STRPU_20972	OFUSG11522.1
STRPU_25362	OFUSG20422.1
STRPU_21078	OFUSG11291.1
STRPU_18201	OFUSG12754.1
STRPU_04115	OFUSG10157.1
STRPU_05475	OFUSG03171.1
STRPU_21999	OFUSG06251.1
STRPU_14723	OFUSG14824.1
STRPU_06629	OFUSG14746.1
STRPU_10222	OFUSG19501.1
STRPU_08356	OFUSG10009.1
STRPU_17528	OFUSG00660.1
STRPU_11289	OFUSG10951.1
STRPU_22930	OFUSG24234.1
STRPU_26183	OFUSG20320.1
STRPU_19410	OFUSG07970.1
STRPU_09779	OFUSG19262.1
STRPU_16713	OFUSG25561.1
STRPU_14184	OFUSG15608.1
STRPU_08553	OFUSG10081.1
STRPU_11528	OFUSG01252.1
STRPU_07127	OFUSG21097.1
STRPU_24904	OFUSG23537.1
STRPU_13245	OFUSG18623.1
STRPU_24297	OFUSG21216.1
STRPU_09615	OFUSG06444.1
STRPU_05371	OFUSG03846.1
STRPU_05398	OFUSG03491.1
STRPU_14320	OFUSG15590.1
STRPU_05762	OFUSG03471.1
STRPU_05384	OFUSG18774.1
STRPU_22062	OFUSG12551.1
STRPU_06508	OFUSG01419.1
STRPU_23509	OFUSG06694.1
STRPU_16900	OFUSG00516.1
STRPU_10892	OFUSG16980.1
STRPU_10734	OFUSG12778.1
STRPU_10473	OFUSG21237.1
STRPU_03448	OFUSG09569.1
STRPU_24976	OFUSG13727.1
STRPU_07481	OFUSG17647.1
STRPU_23362	OFUSG05940.1
STRPU_24625	OFUSG16040.1
STRPU_12471	OFUSG08299.1
STRPU_21818	OFUSG12581.1
STRPU_21985	OFUSG04532.1
STRPU_19467	OFUSG07493.1
STRPU_06731	OFUSG09597.1
STRPU_18651	OFUSG21375.1
STRPU_21903	OFUSG12091.1
STRPU_14838	OFUSG15296.1
STRPU_14220	OFUSG15382.1
STRPU_12632	OFUSG08124.1
STRPU_04047	OFUSG07867.1
STRPU_27030	OFUSG20032.1
STRPU_26803	OFUSG21856.1
STRPU_20811	OFUSG11903.1
STRPU_21328	OFUSG12014.1
STRPU_20019	OFUSG25604.1
STRPU_07888	OFUSG15853.1
STRPU_20364	OFUSG26694.1
STRPU_04771	OFUSG18030.1
STRPU_04849	OFUSG17805.1
STRPU_10284	OFUSG19024.1
STRPU_10960	OFUSG21440.1
STRPU_25491	OFUSG20729.1
STRPU_24835	OFUSG13116.1
STRPU_22184	OFUSG17102.1
STRPU_22439	OFUSG16597.1
STRPU_03631	OFUSG13040.1
STRPU_20717	OFUSG11750.1
STRPU_21996	OFUSG19201.1
STRPU_23910	OFUSG19215.1
STRPU_24538	OFUSG17204.1
STRPU_11444	OFUSG10004.1
STRPU_24641	OFUSG04544.1
STRPU_25739	OFUSG20337.1
STRPU_26151	OFUSG04747.1
STRPU_16622	OFUSG07105.1
STRPU_06172	OFUSG14517.1
STRPU_07028	OFUSG21289.1
STRPU_15008	OFUSG24126.1
STRPU_15279	OFUSG15364.1
STRPU_10341	OFUSG19542.1
STRPU_02128	OFUSG10497.1
STRPU_05459	OFUSG03473.1
STRPU_26944	OFUSG09375.1
STRPU_25490	OFUSG05226.1
STRPU_22442	OFUSG17696.1
STRPU_02839	OFUSG19643.1
STRPU_05739	OFUSG03509.1
STRPU_26430	OFUSG08603.1
STRPU_10416	OFUSG01069.1
STRPU_26194	OFUSG26923.1
STRPU_08650	OFUSG10248.1
STRPU_25250	OFUSG20779.1
STRPU_07478	OFUSG17190.1
STRPU_16986	OFUSG00301.1
STRPU_09238	OFUSG10629.1
STRPU_26831	OFUSG09055.1
STRPU_05336	OFUSG02328.1
STRPU_25065	OFUSG08755.1
STRPU_21468	OFUSG12440.1
STRPU_24975	OFUSG26259.1
STRPU_15095	OFUSG22450.1
STRPU_06769	OFUSG14215.1
STRPU_26732	OFUSG09566.1
STRPU_18681	OFUSG21076.1
STRPU_08186	OFUSG21962.1
STRPU_08149	OFUSG00322.1
STRPU_24902	OFUSG13290.1
STRPU_09265	OFUSG17819.1
STRPU_22451	OFUSG16086.1
STRPU_04976	OFUSG03583.1
STRPU_20971	OFUSG11409.1
STRPU_21077	OFUSG25281.1
STRPU_24633	OFUSG16071.1
STRPU_22430	OFUSG17197.1
STRPU_22295	OFUSG05691.1
STRPU_20037	OFUSG26604.1
STRPU_23159	OFUSG06133.1
STRPU_20408	OFUSG08416.1
STRPU_11539	OFUSG00208.1
STRPU_06150	OFUSG24698.1
STRPU_16784	OFUSG07017.1
STRPU_25721	OFUSG20338.1
STRPU_13516	OFUSG04722.1
STRPU_06803	OFUSG24869.1
STRPU_12094	OFUSG01035.1
STRPU_21813	OFUSG25212.1
STRPU_07797	OFUSG17189.1
STRPU_24575	OFUSG13070.1
STRPU_20635	OFUSG11671.1
STRPU_21345	OFUSG21943.1
STRPU_08793	OFUSG20446.1
STRPU_15071	OFUSG14867.1
STRPU_09627	OFUSG06493.1
STRPU_26190	OFUSG05229.1
STRPU_19395	OFUSG08031.1
STRPU_22367	OFUSG19362.1
STRPU_18765	OFUSG21277.1
STRPU_07152	OFUSG12908.1
STRPU_16995	OFUSG16312.1
STRPU_25453	OFUSG20357.1
STRPU_05894	OFUSG02164.1
STRPU_14409	OFUSG24193.1
STRPU_09569	OFUSG04892.1
STRPU_15860	OFUSG07539.1
STRPU_22193	OFUSG26506.1
STRPU_20311	OFUSG25669.1
STRPU_08936	OFUSG18121.1
STRPU_08470	OFUSG10056.1
STRPU_21130	OFUSG11818.1
STRPU_14843	OFUSG07084.1
STRPU_26960	OFUSG09759.1
STRPU_19068	OFUSG13143.1
STRPU_24959	OFUSG03912.1
STRPU_11791	OFUSG01614.1
STRPU_13721	OFUSG16672.1
STRPU_25631	OFUSG20269.1
STRPU_01216	OFUSG04529.1
STRPU_19582	OFUSG14690.1
STRPU_22256	OFUSG12694.1
STRPU_10593	OFUSG13692.1
STRPU_11068	OFUSG13542.1
STRPU_03202	OFUSG19569.1
STRPU_19843	OFUSG25724.1
STRPU_07528	OFUSG16860.1
STRPU_25278	OFUSG05078.1
STRPU_26956	OFUSG08555.1
STRPU_26366	OFUSG25016.1
STRPU_14306	OFUSG22259.1
STRPU_25012	OFUSG18552.1
STRPU_12453	OFUSG07897.1
STRPU_10556	OFUSG20946.1
STRPU_17218	OFUSG00440.1
STRPU_06426	OFUSG14191.1
STRPU_13736	OFUSG03945.1
STRPU_22632	OFUSG05624.1
STRPU_20801	OFUSG21754.1
STRPU_13830	OFUSG04159.1
STRPU_19075	OFUSG21156.1
STRPU_21463	OFUSG11726.1
STRPU_14727	OFUSG24186.1
STRPU_15387	OFUSG15267.1
STRPU_21453	OFUSG25029.1
STRPU_13483	OFUSG15875.1
STRPU_23891	OFUSG18909.1
STRPU_22103	OFUSG15804.1
STRPU_21357	OFUSG11227.1
STRPU_08348	OFUSG10898.1
STRPU_14477	OFUSG23870.1
STRPU_08419	OFUSG11053.1
STRPU_18171	OFUSG17192.1
STRPU_04948	OFUSG02327.1
STRPU_22080	OFUSG16861.1
STRPU_14404	OFUSG24203.1
STRPU_25586	OFUSG19340.1
STRPU_26994	OFUSG09435.1
STRPU_15708	OFUSG08126.1
STRPU_09010	OFUSG10899.1
STRPU_08689	OFUSG11195.1
STRPU_20673	OFUSG25163.1
STRPU_12221	OFUSG00207.1
STRPU_26212	OFUSG23171.1
STRPU_26332	OFUSG08583.1
STRPU_26258	OFUSG05430.1
STRPU_12476	OFUSG07848.1
STRPU_10592	OFUSG13691.1
STRPU_05953	OFUSG16567.1
STRPU_24829	OFUSG23403.1
STRPU_24845	OFUSG06894.1
STRPU_21118	OFUSG11568.1
STRPU_21976	OFUSG16790.1
STRPU_11440	OFUSG17449.1
STRPU_03310	OFUSG08982.1
STRPU_19109	OFUSG26546.1
STRPU_08127	OFUSG17853.1
STRPU_20357	OFUSG25501.1
STRPU_17911	OFUSG00866.1
STRPU_08367	OFUSG10040.1
STRPU_13816	OFUSG16316.1
STRPU_14818	OFUSG15174.1
STRPU_06447	OFUSG12752.1
STRPU_06354	OFUSG14353.1
STRPU_08821	OFUSG11398.1
STRPU_13970	OFUSG15812.1
STRPU_11506	OFUSG21388.1
STRPU_05187	OFUSG22491.1
STRPU_03487	OFUSG19701.1
STRPU_20998	OFUSG20795.1
STRPU_13486	OFUSG16098.1
STRPU_08247	OFUSG10453.1
STRPU_06802	OFUSG24825.1
STRPU_10776	OFUSG15589.1
STRPU_10771	OFUSG23681.1
STRPU_20191	OFUSG12354.1
STRPU_23365	OFUSG19265.1
STRPU_26197	OFUSG04813.1
STRPU_25055	OFUSG12662.1
STRPU_07605	OFUSG17469.1
STRPU_13183	OFUSG16286.1
STRPU_10030	OFUSG05513.1
STRPU_12652	OFUSG26076.1
STRPU_23099	OFUSG13720.1
STRPU_03489	OFUSG09386.1
STRPU_18016	OFUSG00419.1
STRPU_22372	OFUSG06860.1
STRPU_21965	OFUSG12693.1
STRPU_12598	OFUSG07500.1
STRPU_20907	OFUSG12257.1
STRPU_04477	OFUSG10685.1
STRPU_22610	OFUSG04480.1
STRPU_26860	OFUSG19559.1
STRPU_17723	OFUSG00901.1
STRPU_14491	OFUSG22629.1
STRPU_14324	OFUSG22338.1
STRPU_23151	OFUSG06806.1
STRPU_26329	OFUSG05085.1
STRPU_26133	OFUSG22774.1
STRPU_09908	OFUSG06898.1
STRPU_26677	OFUSG09097.1
STRPU_12927	OFUSG07019.1
STRPU_17746	OFUSG01632.1
STRPU_03694	OFUSG08815.1
STRPU_27358	OFUSG08767.1
STRPU_20129	OFUSG07249.1
STRPU_19996	OFUSG07165.1
STRPU_05316	OFUSG03426.1
STRPU_18523	OFUSG13245.1
STRPU_20601	OFUSG12039.1
STRPU_12571	OFUSG07011.1
STRPU_22370	OFUSG19405.1
STRPU_21286	OFUSG12018.1
STRPU_21525	OFUSG12184.1
STRPU_13410	OFUSG24277.1
STRPU_10601	OFUSG23300.1
STRPU_25254	OFUSG20579.1
STRPU_05767	OFUSG03033.1
STRPU_11343	OFUSG13219.1
STRPU_25298	OFUSG20302.1
STRPU_04612	OFUSG17906.1
STRPU_06167	OFUSG05529.1
STRPU_24472	OFUSG16879.1
STRPU_05192	OFUSG03703.1
STRPU_04569	OFUSG11041.1
STRPU_14594	OFUSG24025.1
STRPU_20496	OFUSG11830.1
STRPU_05419	OFUSG02756.1
STRPU_08937	OFUSG10778.1
STRPU_10915	OFUSG13664.1
STRPU_06094	OFUSG14507.1
STRPU_14742	OFUSG23820.1
STRPU_15544	OFUSG15367.1
STRPU_11465	OFUSG17502.1
STRPU_25184	OFUSG24410.1
STRPU_10535	OFUSG17577.1
STRPU_26354	OFUSG09234.1
STRPU_20716	OFUSG11665.1
STRPU_24409	OFUSG23542.1
STRPU_21316	OFUSG12081.1
STRPU_24477	OFUSG21085.1
STRPU_05006	OFUSG03117.1
STRPU_16566	OFUSG25755.1
STRPU_26247	OFUSG08167.1
STRPU_04383	OFUSG11046.1
STRPU_19905	OFUSG07146.1
STRPU_19740	OFUSG25611.1
STRPU_20912	OFUSG11661.1
STRPU_03707	OFUSG09690.1
STRPU_22636	OFUSG06184.1
STRPU_07783	OFUSG13635.1
STRPU_22699	OFUSG06302.1
STRPU_21591	OFUSG21835.1
STRPU_23618	OFUSG08209.1
STRPU_13012	OFUSG07349.1
STRPU_17811	OFUSG00434.1
STRPU_17683	OFUSG00474.1
STRPU_20796	OFUSG25086.1
STRPU_08007	OFUSG26340.1
STRPU_27428	OFUSG00760.1
STRPU_23722	OFUSG12860.1
STRPU_03333	OFUSG08855.1
STRPU_25907	OFUSG04978.1
STRPU_25826	OFUSG05071.1
STRPU_06009	OFUSG14464.1
STRPU_17292	OFUSG00116.1
STRPU_18056	OFUSG00413.1
STRPU_08274	OFUSG10755.1
STRPU_11079	OFUSG23588.1
STRPU_05919	OFUSG03681.1
STRPU_13723	OFUSG16613.1
STRPU_13521	OFUSG15948.1
STRPU_04372	OFUSG10179.1
STRPU_16842	OFUSG07554.1
STRPU_09917	OFUSG06730.1
STRPU_10285	OFUSG05566.1
STRPU_23754	OFUSG19260.1
STRPU_11711	OFUSG00776.1
STRPU_20176	OFUSG09937.1
STRPU_12426	OFUSG25438.1
STRPU_26417	OFUSG09541.1
STRPU_20791	OFUSG25017.1
STRPU_03693	OFUSG11588.1
STRPU_23049	OFUSG05914.1
STRPU_09945	OFUSG06515.1
STRPU_23765	OFUSG16850.1
STRPU_06387	OFUSG25040.1
STRPU_08686	OFUSG10196.1
STRPU_20781	OFUSG11799.1
STRPU_26572	OFUSG09265.1
STRPU_05904	OFUSG03228.1
STRPU_14514	OFUSG22246.1
STRPU_23238	OFUSG04044.1
STRPU_25582	OFUSG20777.1
STRPU_22415	OFUSG06564.1
STRPU_17431	OFUSG00734.1
STRPU_07709	OFUSG26381.1
STRPU_23317	OFUSG06171.1
STRPU_05922	OFUSG01990.1
STRPU_23704	OFUSG06098.1
STRPU_09638	OFUSG19156.1
STRPU_19043	OFUSG26483.1
STRPU_23702	OFUSG19365.1
STRPU_19137	OFUSG03701.1
STRPU_04465	OFUSG11181.1
STRPU_04450	OFUSG03998.1
STRPU_22082	OFUSG17239.1
STRPU_16032	OFUSG07392.1
STRPU_08799	OFUSG17800.1
STRPU_24827	OFUSG21089.1
STRPU_26988	OFUSG08872.1
STRPU_21868	OFUSG11915.1
STRPU_17228	OFUSG00464.1
STRPU_22839	OFUSG19044.1
STRPU_23179	OFUSG19095.1
STRPU_27106	OFUSG08719.1
STRPU_05816	OFUSG03013.1
STRPU_23715	OFUSG06269.1
STRPU_25375	OFUSG20778.1
STRPU_02771	OFUSG12396.1
STRPU_08160	OFUSG11096.1
STRPU_13534	OFUSG04126.1
STRPU_08366	OFUSG10319.1
STRPU_25922	OFUSG05439.1
STRPU_17083	OFUSG00175.1
STRPU_25502	OFUSG23594.1
STRPU_11749	OFUSG00742.1
STRPU_18654	OFUSG04152.1
STRPU_13972	OFUSG04385.1
STRPU_08950	OFUSG10358.1
STRPU_10824	OFUSG13491.1
STRPU_21803	OFUSG25210.1
STRPU_20269	OFUSG25534.1
STRPU_06768	OFUSG14216.1
STRPU_10227	OFUSG19207.1
STRPU_26998	OFUSG09024.1
STRPU_16484	OFUSG07571.1
STRPU_18185	OFUSG21091.1
STRPU_21411	OFUSG25186.1
STRPU_08337	OFUSG10781.1
STRPU_06156	OFUSG14336.1
STRPU_17208	OFUSG01129.1
STRPU_05396	OFUSG02638.1
STRPU_25316	OFUSG05119.1
STRPU_24333	OFUSG21010.1
STRPU_23208	OFUSG17360.1
STRPU_22087	OFUSG04086.1
STRPU_04572	OFUSG17848.1
STRPU_22056	OFUSG16014.1
STRPU_25357	OFUSG05289.1
STRPU_11187	OFUSG17655.1
STRPU_06139	OFUSG05186.1
STRPU_27175	OFUSG26949.1
STRPU_26497	OFUSG09237.1
STRPU_20828	OFUSG11626.1
STRPU_25292	OFUSG20264.1
STRPU_24084	OFUSG16794.1
STRPU_15358	OFUSG02915.1
STRPU_12683	OFUSG13192.1
STRPU_18704	OFUSG26332.1
STRPU_12460	OFUSG07881.1
STRPU_21250	OFUSG11279.1
STRPU_20522	OFUSG25084.1
STRPU_25653	OFUSG20224.1
STRPU_20973	OFUSG11629.1
STRPU_20816	OFUSG11606.1
STRPU_15001	OFUSG23810.1
STRPU_06363	OFUSG24977.1
STRPU_12444	OFUSG07373.1
STRPU_25920	OFUSG23200.1
STRPU_06176	OFUSG14305.1
STRPU_19238	OFUSG17679.1
STRPU_18718	OFUSG21298.1
STRPU_17529	OFUSG00993.1
STRPU_11540	OFUSG00212.1
STRPU_12928	OFUSG26010.1
STRPU_24664	OFUSG21506.1
STRPU_22051	OFUSG13402.1
STRPU_19844	OFUSG07170.1
STRPU_13243	OFUSG16433.1
STRPU_26942	OFUSG09782.1
STRPU_09542	OFUSG10619.1
STRPU_20021	OFUSG18403.1
STRPU_08289	OFUSG10218.1
STRPU_25378	OFUSG04817.1
STRPU_23399	OFUSG12859.1
STRPU_17504	OFUSG01037.1
STRPU_05458	OFUSG03799.1
STRPU_13804	OFUSG16806.1
STRPU_21292	OFUSG21574.1
STRPU_11466	OFUSG13667.1
STRPU_09310	OFUSG06202.1
STRPU_05943	OFUSG14456.1
STRPU_26251	OFUSG10260.1
STRPU_11354	OFUSG06046.1
STRPU_21180	OFUSG25015.1
STRPU_21838	OFUSG12578.1
STRPU_23382	OFUSG23502.1
STRPU_08404	OFUSG18377.1
STRPU_23475	OFUSG19317.1
STRPU_10598	OFUSG26587.1
STRPU_23510	OFUSG08201.1
STRPU_24559	OFUSG21359.1
STRPU_06948	OFUSG14196.1
STRPU_26079	OFUSG23113.1
STRPU_24000	OFUSG07092.1
STRPU_21339	OFUSG12188.1
STRPU_23138	OFUSG06067.1
STRPU_18405	OFUSG23582.1
STRPU_25890	OFUSG20374.1
STRPU_18383	OFUSG13280.1
STRPU_17420	OFUSG01478.1
STRPU_15902	OFUSG09936.1
STRPU_04957	OFUSG26439.1
STRPU_14376	OFUSG07144.1
STRPU_25025	OFUSG16167.1
STRPU_24465	OFUSG21083.1
STRPU_21605	OFUSG21578.1
STRPU_21623	OFUSG22048.1
STRPU_15385	OFUSG15400.1
STRPU_20416	OFUSG25698.1
STRPU_26257	OFUSG23187.1
STRPU_04132	OFUSG00882.1
STRPU_20366	OFUSG25500.1
STRPU_25494	OFUSG23058.1
STRPU_27120	OFUSG08963.1
STRPU_14186	OFUSG25505.1
STRPU_27299	OFUSG19738.1
STRPU_20025	OFUSG07975.1
STRPU_25489	OFUSG20880.1
STRPU_12257	OFUSG01396.1
STRPU_20509	OFUSG12082.1
STRPU_25119	OFUSG03513.1
STRPU_27393	OFUSG08460.1
STRPU_26379	OFUSG24052.1
STRPU_04377	OFUSG10346.1
STRPU_21428	OFUSG21665.1
STRPU_24726	OFUSG13084.1
STRPU_08003	OFUSG17317.1
STRPU_22543	OFUSG16075.1
STRPU_13340	OFUSG16032.1
STRPU_06388	OFUSG05705.1
STRPU_25120	OFUSG17045.1
STRPU_14578	OFUSG15332.1
STRPU_14342	OFUSG22312.1
