bflo_04183	OFUSG13305.1
bflo_20430	OFUSG16648.1
bflo_17532	OFUSG01453.1
bflo_14512	OFUSG02654.1
bflo_08294	OFUSG01253.1
bflo_09575	OFUSG12491.1
bflo_10932	OFUSG12495.1
bflo_13256	OFUSG09156.1
bflo_06154	OFUSG09451.1
bflo_22431	OFUSG24704.1
bflo_05283	OFUSG26411.1
bflo_19071	OFUSG04534.1
bflo_14220	OFUSG18158.1
bflo_20099	OFUSG22295.1
bflo_18957	OFUSG04172.1
bflo_11903	OFUSG21357.1
bflo_25818	OFUSG26252.1
bflo_05626	OFUSG09796.1
bflo_25336	OFUSG19169.1
bflo_22442	OFUSG25793.1
bflo_25637	OFUSG21161.1
bflo_18212	OFUSG13218.1
bflo_17866	OFUSG01472.1
bflo_01459	OFUSG09761.1
bflo_26348	OFUSG21496.1
bflo_13079	OFUSG22987.1
bflo_06964	OFUSG16596.1
bflo_19457	OFUSG09629.1
bflo_03016	OFUSG01613.1
bflo_10237	OFUSG05476.1
bflo_14796	OFUSG02538.1
bflo_12228	OFUSG19220.1
bflo_04952	OFUSG22208.1
bflo_06059	OFUSG23369.1
bflo_12708	OFUSG22963.1
bflo_14228	OFUSG03295.1
bflo_23487	OFUSG10101.1
bflo_06301	OFUSG19620.1
bflo_01542	OFUSG26512.1
bflo_02914	OFUSG26724.1
bflo_02855	OFUSG03657.1
bflo_16005	OFUSG25660.1
bflo_07269	OFUSG19655.1
bflo_22448	OFUSG25812.1
bflo_02071	OFUSG12678.1
bflo_01744	OFUSG17339.1
bflo_02956	OFUSG09196.1
bflo_09328	OFUSG19562.1
bflo_05128	OFUSG19684.1
bflo_17079	OFUSG11284.1
bflo_11331	OFUSG05488.1
bflo_20947	OFUSG24113.1
bflo_09377	OFUSG09603.1
bflo_25347	OFUSG17303.1
bflo_16528	OFUSG12113.1
bflo_20579	OFUSG22958.1
bflo_07740	OFUSG06580.1
bflo_20145	OFUSG24116.1
bflo_20297	OFUSG24004.1
bflo_13064	OFUSG04998.1
bflo_11156	OFUSG22017.1
bflo_06361	OFUSG11408.1
bflo_13210	OFUSG20631.1
bflo_18045	OFUSG26552.1
bflo_24349	OFUSG17507.1
bflo_06487	OFUSG20057.1
bflo_05643	OFUSG09019.1
bflo_18077	OFUSG00084.1
bflo_16411	OFUSG07280.1
bflo_10687	OFUSG05907.1
bflo_12082	OFUSG12277.1
bflo_21673	OFUSG24838.1
bflo_23595	OFUSG18463.1
bflo_13277	OFUSG04951.1
bflo_23835	OFUSG10120.1
bflo_23490	OFUSG10039.1
bflo_27205	OFUSG00543.1
bflo_14340	OFUSG02291.1
bflo_02352	OFUSG04551.1
bflo_09900	OFUSG19116.1
bflo_11644	OFUSG12513.1
bflo_06527	OFUSG12213.1
bflo_15147	OFUSG03455.1
bflo_17531	OFUSG01448.1
bflo_20648	OFUSG15741.1
bflo_05306	OFUSG16524.1
bflo_16716	OFUSG07971.1
bflo_19337	OFUSG04307.1
bflo_15477	OFUSG03000.1
bflo_04900	OFUSG19290.1
bflo_21644	OFUSG25106.1
bflo_07971	OFUSG18054.1
bflo_03868	OFUSG15647.1
bflo_23833	OFUSG10646.1
bflo_00612	OFUSG23715.1
bflo_03286	OFUSG01650.1
bflo_06988	OFUSG26287.1
bflo_02395	OFUSG12992.1
bflo_22117	OFUSG24759.1
bflo_16541	OFUSG08196.1
bflo_23682	OFUSG10102.1
bflo_21320	OFUSG14583.1
bflo_11640	OFUSG06190.1
bflo_05796	OFUSG20992.1
bflo_00895	OFUSG17108.1
bflo_14307	OFUSG02698.1
bflo_11574	OFUSG19091.1
bflo_12238	OFUSG19343.1
bflo_16532	OFUSG00428.1
bflo_15011	OFUSG03898.1
bflo_21266	OFUSG14315.1
bflo_14338	OFUSG03547.1
bflo_01510	OFUSG23484.1
bflo_14038	OFUSG20299.1
bflo_13052	OFUSG22793.1
bflo_03250	OFUSG01013.1
bflo_09183	OFUSG18839.1
bflo_11373	OFUSG25095.1
bflo_14282	OFUSG25738.1
bflo_10210	OFUSG06967.1
bflo_05723	OFUSG26350.1
bflo_01703	OFUSG13114.1
bflo_14795	OFUSG11927.1
bflo_05940	OFUSG21699.1
bflo_08217	OFUSG04049.1
bflo_05925	OFUSG11699.1
bflo_06895	OFUSG10754.1
bflo_25696	OFUSG26572.1
bflo_20031	OFUSG15140.1
bflo_23703	OFUSG09944.1
bflo_04822	OFUSG17329.1
bflo_11145	OFUSG06294.1
bflo_10178	OFUSG08987.1
bflo_13173	OFUSG05362.1
bflo_23123	OFUSG10348.1
bflo_06460	OFUSG09083.1
bflo_14266	OFUSG02979.5
bflo_13276	OFUSG04938.1
bflo_11010	OFUSG06456.1
bflo_14292	OFUSG02810.1
bflo_22362	OFUSG26961.1
bflo_05872	OFUSG05974.1
bflo_23054	OFUSG10209.1
bflo_04904	OFUSG15651.1
bflo_08515	OFUSG04667.1
bflo_20540	OFUSG23823.1
bflo_22007	OFUSG23185.1
bflo_00129	OFUSG13182.1
bflo_21081	OFUSG22700.1
bflo_15165	OFUSG02626.1
bflo_25833	OFUSG21117.1
bflo_01141	OFUSG25751.1
bflo_07345	OFUSG18361.1
bflo_15649	OFUSG21718.1
bflo_18739	OFUSG03932.1
bflo_03407	OFUSG00233.1
bflo_07093	OFUSG10367.1
bflo_01504	OFUSG23497.1
bflo_17850	OFUSG00748.1
bflo_06556	OFUSG12829.1
bflo_14212	OFUSG02743.1
bflo_24864	OFUSG21407.1
bflo_11452	OFUSG19315.1
bflo_06319	OFUSG13392.1
bflo_10097	OFUSG19300.1
bflo_27076	OFUSG23063.1
bflo_15869	OFUSG07429.1
bflo_22670	OFUSG18420.1
bflo_09789	OFUSG19006.1
bflo_15914	OFUSG26592.1
bflo_06538	OFUSG08957.1
bflo_05318	OFUSG09367.1
bflo_20334	OFUSG15115.1
bflo_06531	OFUSG17337.1
bflo_07602	OFUSG03903.1
bflo_16036	OFUSG11713.1
bflo_16347	OFUSG07211.1
bflo_24672	OFUSG17483.1
bflo_00966	OFUSG13694.1
bflo_21197	OFUSG22665.1
bflo_18875	OFUSG24290.1
bflo_01497	OFUSG13744.1
bflo_08162	OFUSG10388.1
bflo_21636	OFUSG13782.1
bflo_11662	OFUSG18690.1
bflo_18448	OFUSG12548.1
bflo_11091	OFUSG07023.1
bflo_13961	OFUSG10104.1
bflo_10674	OFUSG05741.1
bflo_08028	OFUSG22028.1
bflo_19624	OFUSG03974.1
bflo_03561	OFUSG01690.1
bflo_08973	OFUSG05859.1
bflo_08608	OFUSG10684.1
bflo_05182	OFUSG26414.1
bflo_14039	OFUSG20508.1
bflo_25213	OFUSG13267.1
bflo_04729	OFUSG01669.1
bflo_01562	OFUSG26002.1
bflo_05753	OFUSG18728.1
bflo_09811	OFUSG07334.2
bflo_01579	OFUSG17212.1
bflo_20421	OFUSG22136.1
bflo_09923	OFUSG25596.1
bflo_00169	OFUSG13207.1
bflo_10672	OFUSG18647.1
bflo_24755	OFUSG23636.1
bflo_11495	OFUSG22091.1
bflo_00632	OFUSG17238.1
bflo_03372	OFUSG01792.1
bflo_04587	OFUSG25539.1
bflo_19082	OFUSG08581.1
bflo_16824	OFUSG07245.1
bflo_15120	OFUSG07879.1
bflo_22975	OFUSG11149.1
bflo_17220	OFUSG05883.1
bflo_03695	OFUSG00245.1
bflo_10656	OFUSG08825.1
bflo_18771	OFUSG04536.1
bflo_01885	OFUSG21006.1
bflo_22519	OFUSG14095.1
bflo_00872	OFUSG21297.1
bflo_23416	OFUSG26497.1
bflo_20074	OFUSG22455.1
bflo_20077	OFUSG22452.1
bflo_21650	OFUSG25767.1
bflo_12321	OFUSG06295.1
bflo_15421	OFUSG02754.1
bflo_23995	OFUSG21541.1
bflo_03457	OFUSG01048.1
bflo_13876	OFUSG05291.1
bflo_22898	OFUSG11081.1
bflo_17722	OFUSG00773.1
bflo_09208	OFUSG05896.1
bflo_09284	OFUSG15317.1
bflo_18619	OFUSG03914.1
bflo_23918	OFUSG10937.1
bflo_03987	OFUSG08431.1
bflo_13470	OFUSG26819.1
bflo_16240	OFUSG11662.1
bflo_15758	OFUSG25414.1
bflo_24804	OFUSG12535.1
bflo_22976	OFUSG18296.1
bflo_16970	OFUSG07312.1
bflo_09344	OFUSG05792.1
bflo_12756	OFUSG20501.1
bflo_23271	OFUSG21826.1
bflo_23011	OFUSG09701.1
bflo_01167	OFUSG17217.1
bflo_05188	OFUSG16889.1
bflo_11660	OFUSG18679.1
bflo_13731	OFUSG05021.1
bflo_15888	OFUSG05255.1
bflo_09842	OFUSG07809.1
bflo_15095	OFUSG10301.1
bflo_20523	OFUSG00463.1
bflo_10772	OFUSG19263.1
bflo_20489	OFUSG22551.1
bflo_06984	OFUSG10309.1
bflo_25210	OFUSG16867.1
bflo_14132	OFUSG12797.1
bflo_06400	OFUSG17060.1
bflo_06218	OFUSG09698.1
bflo_01724	OFUSG16874.1
bflo_20102	OFUSG22059.1
bflo_20275	OFUSG24055.1
bflo_23296	OFUSG18080.1
bflo_23302	OFUSG11194.1
bflo_12682	OFUSG05340.1
bflo_26224	OFUSG26289.1
bflo_24353	OFUSG17524.1
bflo_06537	OFUSG19651.1
bflo_14188	OFUSG03772.1
bflo_10550	OFUSG05769.1
bflo_03023	OFUSG00110.1
bflo_25746	OFUSG20266.1
bflo_18795	OFUSG16099.1
bflo_10704	OFUSG25302.1
bflo_17952	OFUSG03096.1
bflo_24396	OFUSG12732.1
bflo_24392	OFUSG17157.1
bflo_05929	OFUSG21956.1
bflo_18877	OFUSG03865.1
bflo_24099	OFUSG12011.1
bflo_09668	OFUSG18965.1
bflo_12390	OFUSG18691.1
bflo_09980	OFUSG05602.1
bflo_06440	OFUSG13226.1
bflo_15185	OFUSG03109.1
bflo_11094	OFUSG03901.1
bflo_23060	OFUSG10628.1
bflo_03236	OFUSG08206.1
bflo_07217	OFUSG00118.1
bflo_23382	OFUSG10958.1
bflo_16201	OFUSG18888.1
bflo_10227	OFUSG08232.1
bflo_09354	OFUSG18862.1
bflo_00232	OFUSG26575.1
bflo_25362	OFUSG20908.1
bflo_16108	OFUSG09931.1
bflo_08891	OFUSG06674.1
bflo_10753	OFUSG06869.1
bflo_06642	OFUSG23492.1
bflo_04064	OFUSG09260.1
bflo_04334	OFUSG00906.1
bflo_08114	OFUSG08910.1
bflo_09292	OFUSG18905.1
bflo_25721	OFUSG20630.1
bflo_03002	OFUSG01327.1
bflo_04792	OFUSG10595.1
bflo_20229	OFUSG22628.1
bflo_11253	OFUSG06908.1
bflo_05241	OFUSG20726.1
bflo_20068	OFUSG24084.1
bflo_24168	OFUSG13132.1
bflo_07074	OFUSG10676.1
bflo_10944	OFUSG18764.1
bflo_18985	OFUSG16416.1
bflo_16711	OFUSG08278.1
bflo_06072	OFUSG19669.1
bflo_20404	OFUSG15335.1
bflo_17517	OFUSG00045.1
bflo_05933	OFUSG21698.1
bflo_15932	OFUSG07112.1
bflo_01164	OFUSG17078.1
bflo_09170	OFUSG05675.1
bflo_12262	OFUSG06331.1
bflo_14248	OFUSG02086.1
bflo_10738	OFUSG26432.1
bflo_02389	OFUSG04578.1
bflo_21960	OFUSG03441.1
bflo_05874	OFUSG08759.1
bflo_22183	OFUSG24613.1
bflo_23468	OFUSG03026.1
bflo_03937	OFUSG12731.1
bflo_24973	OFUSG23671.1
bflo_07120	OFUSG10052.1
bflo_14711	OFUSG03012.1
bflo_17869	OFUSG08839.1
bflo_13272	OFUSG04999.1
bflo_04341	OFUSG19621.1
bflo_16458	OFUSG08254.1
bflo_06536	OFUSG09021.1
bflo_22126	OFUSG12169.1
bflo_06468	OFUSG09804.1
bflo_21715	OFUSG17294.1
bflo_01723	OFUSG20951.1
bflo_17868	OFUSG01151.1
bflo_13101	OFUSG05169.1
bflo_05910	OFUSG12938.1
bflo_08293	OFUSG04633.1
bflo_00698	OFUSG13331.1
bflo_02419	OFUSG16187.1
bflo_07809	OFUSG18031.1
bflo_26559	OFUSG21299.1
bflo_20479	OFUSG22163.1
bflo_06147	OFUSG20064.1
bflo_25341	OFUSG17201.1
bflo_23403	OFUSG10902.1
bflo_23396	OFUSG10012.1
bflo_02379	OFUSG16158.1
bflo_15747	OFUSG25502.1
bflo_19132	OFUSG16450.1
bflo_07489	OFUSG11924.1
bflo_13833	OFUSG20469.1
bflo_07993	OFUSG04005.1
bflo_12834	OFUSG20794.1
bflo_19027	OFUSG03946.1
bflo_24522	OFUSG13593.1
bflo_19565	OFUSG04570.1
bflo_13292	OFUSG11565.1
bflo_14352	OFUSG02029.1
bflo_09441	OFUSG05600.1
bflo_11485	OFUSG06103.1
bflo_07368	OFUSG16805.1
bflo_16279	OFUSG25573.1
bflo_11319	OFUSG05739.1
bflo_23717	OFUSG20990.1
bflo_10629	OFUSG06501.1
bflo_22951	OFUSG10293.1
bflo_01336	OFUSG23496.1
bflo_03241	OFUSG00686.1
bflo_06360	OFUSG13029.1
bflo_01256	OFUSG16726.1
bflo_06702	OFUSG07911.1
bflo_17394	OFUSG01108.1
bflo_23878	OFUSG10374.1
bflo_02056	OFUSG13204.1
bflo_24004	OFUSG23366.1
bflo_02164	OFUSG16508.1
bflo_04239	OFUSG08809.1
bflo_16565	OFUSG17956.1
bflo_09733	OFUSG25364.1
bflo_16670	OFUSG08157.1
bflo_24348	OFUSG13589.1
bflo_25497	OFUSG23512.1
bflo_07862	OFUSG08827.1
bflo_16366	OFUSG08100.1
bflo_09786	OFUSG06924.1
bflo_09228	OFUSG12284.1
bflo_25583	OFUSG23436.1
bflo_15650	OFUSG07747.1
bflo_17363	OFUSG07143.1
bflo_12719	OFUSG07991.1
bflo_15994	OFUSG09928.1
bflo_09974	OFUSG07576.1
bflo_10194	OFUSG12262.1
bflo_17350	OFUSG01059.1
bflo_18735	OFUSG03863.1
bflo_06649	OFUSG12626.1
bflo_12393	OFUSG18694.1
bflo_14314	OFUSG09220.1
bflo_09978	OFUSG17066.1
bflo_22685	OFUSG10261.1
bflo_10581	OFUSG07080.1
bflo_20955	OFUSG15040.1
bflo_13745	OFUSG22980.1
bflo_25051	OFUSG12849.1
bflo_18232	OFUSG00488.1
bflo_11672	OFUSG19192.1
bflo_13838	OFUSG20297.1
bflo_14290	OFUSG20677.1
bflo_23473	OFUSG11060.1
bflo_23068	OFUSG09985.1
bflo_09717	OFUSG04486.1
bflo_19353	OFUSG09068.1
bflo_03437	OFUSG01438.1
bflo_12963	OFUSG04954.1
bflo_11372	OFUSG06423.1
bflo_17437	OFUSG25667.1
bflo_25196	OFUSG06983.1
bflo_12380	OFUSG05195.1
bflo_23696	OFUSG10356.1
bflo_01527	OFUSG17077.1
bflo_07420	OFUSG10992.1
bflo_14145	OFUSG03655.1
bflo_24338	OFUSG21387.1
bflo_16520	OFUSG09065.1
bflo_14692	OFUSG00481.1
bflo_03485	OFUSG08762.1
bflo_11241	OFUSG19123.1
bflo_01062	OFUSG23560.1
bflo_01655	OFUSG05766.1
bflo_06191	OFUSG06668.1
bflo_20813	OFUSG22650.1
bflo_16758	OFUSG05118.1
bflo_16298	OFUSG07448.1
bflo_17896	OFUSG01216.1
bflo_11645	OFUSG06066.1
bflo_13313	OFUSG05404.1
bflo_01951	OFUSG13762.1
bflo_14104	OFUSG03236.1
bflo_14249	OFUSG02211.1
bflo_15827	OFUSG14221.1
bflo_06986	OFUSG26167.1
bflo_04276	OFUSG25707.1
bflo_26499	OFUSG06914.1
bflo_13315	OFUSG25141.1
bflo_05707	OFUSG19682.1
bflo_20330	OFUSG11473.1
bflo_08816	OFUSG06704.1
bflo_18871	OFUSG24334.1
bflo_16688	OFUSG08415.1
bflo_11358	OFUSG01254.1
bflo_21440	OFUSG11282.1
bflo_02025	OFUSG09820.1
bflo_01488	OFUSG13289.1
bflo_23888	OFUSG18199.1
bflo_23884	OFUSG18520.1
bflo_16889	OFUSG11682.1
bflo_01769	OFUSG18306.1
bflo_08746	OFUSG06768.1
bflo_24398	OFUSG26425.1
bflo_15648	OFUSG25488.1
bflo_18781	OFUSG04233.1
bflo_16387	OFUSG00219.1
bflo_06454	OFUSG08683.1
bflo_10585	OFUSG26181.1
bflo_25231	OFUSG23627.1
bflo_22483	OFUSG14257.1
bflo_11907	OFUSG19403.1
bflo_01976	OFUSG20056.1
bflo_12239	OFUSG18789.1
bflo_09030	OFUSG06274.1
bflo_08247	OFUSG16361.1
bflo_05699	OFUSG23663.1
bflo_02594	OFUSG04059.1
bflo_07640	OFUSG17832.1
bflo_17272	OFUSG00031.1
bflo_11576	OFUSG05645.1
bflo_18061	OFUSG11743.1
bflo_15776	OFUSG07444.1
bflo_24684	OFUSG17722.1
bflo_21662	OFUSG14490.1
bflo_22302	OFUSG11237.1
bflo_25007	OFUSG13044.1
bflo_17448	OFUSG19115.1
bflo_08053	OFUSG15953.1
bflo_04877	OFUSG09780.1
bflo_15071	OFUSG02408.1
bflo_14277	OFUSG02430.1
bflo_13163	OFUSG05066.1
bflo_17784	OFUSG00367.1
bflo_01450	OFUSG12915.1
bflo_13927	OFUSG22772.1
bflo_22605	OFUSG24695.1
bflo_12715	OFUSG20296.1
bflo_07118	OFUSG18006.1
bflo_17349	OFUSG00473.1
bflo_18828	OFUSG04254.1
bflo_24965	OFUSG16954.1
bflo_24571	OFUSG21486.1
bflo_13839	OFUSG00021.1
bflo_05243	OFUSG20846.1
bflo_03015	OFUSG01262.1
bflo_23064	OFUSG10879.1
bflo_06821	OFUSG23661.1
bflo_15910	OFUSG26009.1
bflo_25582	OFUSG21104.1
bflo_12653	OFUSG05427.1
bflo_09216	OFUSG06517.1
bflo_17513	OFUSG01428.1
bflo_25332	OFUSG23620.1
bflo_11126	OFUSG06614.1
bflo_17261	OFUSG01619.1
bflo_17891	OFUSG25022.1
bflo_08890	OFUSG05456.1
bflo_21792	OFUSG19164.1
bflo_04796	OFUSG00160.1
bflo_10924	OFUSG18740.1
bflo_14937	OFUSG02993.1
bflo_06529	OFUSG21108.1
bflo_15067	OFUSG02744.1
bflo_16654	OFUSG08034.1
bflo_03368	OFUSG01617.1
bflo_01052	OFUSG13571.1
bflo_14558	OFUSG02999.1
bflo_18046	OFUSG00814.1
bflo_23352	OFUSG17824.1
bflo_09937	OFUSG19570.1
bflo_11550	OFUSG11226.1
bflo_08004	OFUSG14929.1
bflo_09929	OFUSG09521.1
bflo_13739	OFUSG05144.1
bflo_07614	OFUSG11220.1
bflo_02985	OFUSG00134.1
bflo_10370	OFUSG05977.1
bflo_19399	OFUSG22075.1
bflo_02654	OFUSG16319.1
bflo_05675	OFUSG26830.1
bflo_00245	OFUSG25436.1
bflo_05822	OFUSG08227.1
bflo_25579	OFUSG13400.1
bflo_08409	OFUSG18112.1
bflo_25494	OFUSG13189.1
bflo_07481	OFUSG10690.1
bflo_10107	OFUSG05810.1
bflo_01604	OFUSG16971.1
bflo_02411	OFUSG09938.1
bflo_06408	OFUSG22331.1
bflo_03365	OFUSG25454.1
bflo_21634	OFUSG13879.1
bflo_20663	OFUSG15028.1
bflo_22710	OFUSG24239.1
bflo_08844	OFUSG11341.1
bflo_19261	OFUSG16592.1
bflo_23086	OFUSG18315.1
bflo_16318	OFUSG21709.1
bflo_22471	OFUSG24694.1
bflo_10163	OFUSG12090.1
bflo_00483	OFUSG09199.1
bflo_13352	OFUSG04760.1
bflo_04917	OFUSG01682.1
bflo_25870	OFUSG23417.1
bflo_06689	OFUSG11618.1
bflo_01092	OFUSG09669.1
bflo_18420	OFUSG01859.1
bflo_01005	OFUSG00446.1
bflo_12442	OFUSG06348.1
bflo_05759	OFUSG19554.1
bflo_12480	OFUSG06161.1
bflo_00363	OFUSG26463.1
bflo_06844	OFUSG09713.1
bflo_17321	OFUSG25074.1
bflo_03481	OFUSG00824.1
bflo_09431	OFUSG25150.1
bflo_10224	OFUSG16459.1
bflo_25941	OFUSG13064.1
bflo_24951	OFUSG16929.1
bflo_16076	OFUSG07959.1
bflo_21757	OFUSG11070.1
bflo_04452	OFUSG00723.1
bflo_07987	OFUSG24301.1
bflo_23729	OFUSG10593.1
bflo_16403	OFUSG25471.1
bflo_19459	OFUSG16756.1
bflo_03411	OFUSG00778.1
bflo_06358	OFUSG13092.1
bflo_12360	OFUSG10667.1
bflo_09450	OFUSG06016.1
bflo_15451	OFUSG02739.1
bflo_18882	OFUSG04397.1
bflo_21861	OFUSG14219.1
bflo_00978	OFUSG16877.1
bflo_19440	OFUSG12099.1
bflo_04730	OFUSG13172.1
bflo_21712	OFUSG24648.1
bflo_08888	OFUSG13315.1
bflo_02550	OFUSG16668.1
bflo_25537	OFUSG17304.1
bflo_18722	OFUSG16191.1
bflo_10011	OFUSG06669.1
bflo_17070	OFUSG07270.1
bflo_08947	OFUSG07584.1
bflo_16105	OFUSG25572.1
bflo_25548	OFUSG21100.1
bflo_23751	OFUSG10944.1
bflo_10530	OFUSG19005.1
bflo_06763	OFUSG24702.1
bflo_14163	OFUSG21004.1
bflo_06903	OFUSG08891.1
bflo_06133	OFUSG13311.1
bflo_05743	OFUSG09769.1
bflo_11906	OFUSG18704.1
bflo_18466	OFUSG21821.1
bflo_24357	OFUSG12847.1
bflo_14868	OFUSG09323.1
bflo_06359	OFUSG25444.1
bflo_05817	OFUSG20234.1
bflo_24414	OFUSG13719.1
bflo_01444	OFUSG17737.1
bflo_02477	OFUSG04663.1
bflo_12737	OFUSG19824.1
bflo_11243	OFUSG05290.1
bflo_11378	OFUSG05872.1
bflo_11922	OFUSG05882.1
bflo_21730	OFUSG14516.1
bflo_09300	OFUSG06800.1
bflo_23100	OFUSG18236.1
bflo_18230	OFUSG00273.1
bflo_12568	OFUSG21378.1
bflo_13590	OFUSG00701.1
bflo_11007	OFUSG19191.1
bflo_18803	OFUSG24310.1
bflo_17954	OFUSG25041.1
bflo_20192	OFUSG22678.1
bflo_26420	OFUSG21150.1
bflo_18685	OFUSG24269.1
bflo_22473	OFUSG24993.1
bflo_09053	OFUSG04655.1
bflo_13322	OFUSG20857.1
bflo_12353	OFUSG05939.1
bflo_11422	OFUSG19454.1
bflo_02113	OFUSG04504.1
bflo_25508	OFUSG23353.1
bflo_07953	OFUSG17859.1
bflo_10003	OFUSG05575.1
bflo_06366	OFUSG11703.1
bflo_03869	OFUSG15102.1
bflo_23613	OFUSG10640.1
bflo_08931	OFUSG08006.1
bflo_13043	OFUSG17098.1
bflo_07261	OFUSG02603.1
bflo_11717	OFUSG19368.1
bflo_14869	OFUSG03257.1
bflo_08248	OFUSG25418.1
bflo_17251	OFUSG12556.1
bflo_07573	OFUSG11737.1
bflo_13222	OFUSG20862.1
bflo_20223	OFUSG24213.1
bflo_23894	OFUSG09999.1
bflo_24807	OFUSG24264.1
bflo_05900	OFUSG13516.1
bflo_20025	OFUSG15336.1
bflo_12603	OFUSG23107.1
bflo_02280	OFUSG04405.1
bflo_00301	OFUSG20907.1
bflo_19811	OFUSG15931.1
bflo_25102	OFUSG13655.1
bflo_01224	OFUSG23701.1
bflo_07812	OFUSG18108.1
bflo_14845	OFUSG08871.1
bflo_05384	OFUSG09197.1
bflo_10173	OFUSG19109.1
bflo_24143	OFUSG23247.1
bflo_24057	OFUSG13238.1
bflo_24055	OFUSG13233.1
bflo_23719	OFUSG17809.1
bflo_07373	OFUSG12590.1
bflo_14843	OFUSG02738.1
bflo_01078	OFUSG21302.1
bflo_22009	OFUSG14483.1
bflo_05828	OFUSG19649.1
bflo_11658	OFUSG23262.1
bflo_23079	OFUSG26279.1
bflo_14267	OFUSG02524.1
bflo_20438	OFUSG12266.1
bflo_16457	OFUSG22911.1
bflo_03055	OFUSG24821.1
bflo_08133	OFUSG10303.1
bflo_25003	OFUSG21308.1
bflo_01868	OFUSG22307.1
bflo_14122	OFUSG03080.1
bflo_03895	OFUSG20013.1
bflo_07593	OFUSG04270.1
bflo_17291	OFUSG12557.1
bflo_07431	OFUSG10442.1
bflo_16650	OFUSG22437.1
bflo_18049	OFUSG22098.1
bflo_04121	OFUSG00346.1
bflo_13534	OFUSG20277.1
bflo_23956	OFUSG06518.1
bflo_05847	OFUSG09567.1
bflo_11927	OFUSG19458.1
bflo_05950	OFUSG19656.1
bflo_17664	OFUSG00740.1
bflo_26456	OFUSG19618.1
bflo_01697	OFUSG23553.1
bflo_19820	OFUSG08115.1
bflo_22517	OFUSG12510.1
bflo_13055	OFUSG23204.1
bflo_16900	OFUSG11522.1
bflo_12592	OFUSG20422.1
bflo_09709	OFUSG11291.1
bflo_24769	OFUSG12754.1
bflo_08135	OFUSG10157.1
bflo_14807	OFUSG09630.1
bflo_14117	OFUSG03171.1
bflo_21149	OFUSG15532.1
bflo_20299	OFUSG14824.1
bflo_21593	OFUSG14746.1
bflo_10723	OFUSG19501.1
bflo_05913	OFUSG21306.1
bflo_06377	OFUSG26453.1
bflo_23131	OFUSG10009.1
bflo_17611	OFUSG00660.1
bflo_07674	OFUSG10951.1
bflo_07406	OFUSG24234.1
bflo_18032	OFUSG20320.1
bflo_15802	OFUSG07970.1
bflo_09497	OFUSG19262.1
bflo_24460	OFUSG25561.1
bflo_19864	OFUSG15608.1
bflo_23343	OFUSG10081.1
bflo_03033	OFUSG01252.1
bflo_04745	OFUSG21097.1
bflo_18175	OFUSG01104.1
bflo_01085	OFUSG23537.1
bflo_12662	OFUSG18623.1
bflo_14246	OFUSG03372.1
bflo_01149	OFUSG21216.1
bflo_18890	OFUSG12334.1
bflo_24713	OFUSG09843.1
bflo_25607	OFUSG12737.1
bflo_14442	OFUSG03846.1
bflo_09505	OFUSG19298.1
bflo_14114	OFUSG03491.1
bflo_21099	OFUSG15590.1
bflo_23516	OFUSG11142.1
bflo_08386	OFUSG03471.1
bflo_09298	OFUSG18774.1
bflo_07396	OFUSG12551.1
bflo_20345	OFUSG15122.1
bflo_21350	OFUSG01419.1
bflo_12358	OFUSG06694.1
bflo_24757	OFUSG16980.1
bflo_24539	OFUSG12778.1
bflo_24646	OFUSG21237.1
bflo_14863	OFUSG09569.1
bflo_16043	OFUSG13727.1
bflo_11494	OFUSG17647.1
bflo_11539	OFUSG05940.1
bflo_15102	OFUSG19521.1
bflo_05338	OFUSG16040.1
bflo_04119	OFUSG26828.1
bflo_13993	OFUSG12581.1
bflo_19418	OFUSG04532.1
bflo_21281	OFUSG11817.1
bflo_16051	OFUSG07493.1
bflo_16942	OFUSG08176.1
bflo_21301	OFUSG09597.1
bflo_04811	OFUSG17293.1
bflo_06065	OFUSG21375.1
bflo_20012	OFUSG23996.1
bflo_07701	OFUSG12091.1
bflo_20526	OFUSG15296.1
bflo_19356	OFUSG04513.1
bflo_07641	OFUSG15382.1
bflo_09448	OFUSG08124.1
bflo_09247	OFUSG20032.1
bflo_06113	OFUSG21856.1
bflo_15995	OFUSG12014.1
bflo_15870	OFUSG25604.1
bflo_05660	OFUSG15853.1
bflo_26325	OFUSG17299.1
bflo_17071	OFUSG26694.1
bflo_08434	OFUSG18030.1
bflo_07121	OFUSG17805.1
bflo_09718	OFUSG19024.1
bflo_12354	OFUSG06695.1
bflo_24471	OFUSG21440.1
bflo_13249	OFUSG20729.1
bflo_01509	OFUSG13116.1
bflo_00348	OFUSG17102.1
bflo_14968	OFUSG03686.1
bflo_06952	OFUSG16597.1
bflo_21918	OFUSG13040.1
bflo_23675	OFUSG10510.1
bflo_13880	OFUSG11750.1
bflo_21379	OFUSG24615.1
bflo_12253	OFUSG19201.1
bflo_11285	OFUSG19215.1
bflo_00981	OFUSG17204.1
bflo_25703	OFUSG21036.1
bflo_09866	OFUSG08241.1
bflo_09260	OFUSG06760.1
bflo_24578	OFUSG10004.1
bflo_10986	OFUSG09765.1
bflo_05990	OFUSG08631.1
bflo_06771	OFUSG12675.1
bflo_11552	OFUSG18745.1
bflo_02356	OFUSG04544.1
bflo_13509	OFUSG14933.1
