AENJA_23461	BRALA00047
AENJA_07839	BRALA08223
AENJA_08023	BRALA32599
AENJA_21738	BRALA34669
AENJA_08713	BRALA19033
AENJA_14911	BRALA10077
AENJA_10052	BRALA31372
AENJA_10970	BRALA22300
AENJA_15209	BRALA13524
AENJA_11764	BRALA16658
AENJA_11871	BRALA11242
AENJA_13808	BRALA16947
AENJA_14082	BRALA08873
AENJA_15416	BRALA16332
AENJA_15624	BRALA16864
AENJA_16730	BRALA10926
AENJA_17178	BRALA22384
AENJA_17992	BRALA08682
AENJA_18523	BRALA03665
AENJA_18631	BRALA07458
AENJA_19213	BRALA26410
AENJA_19544	BRALA13850
AENJA_19796	BRALA24788
AENJA_20280	BRALA09860
AENJA_20497	BRALA13008
AENJA_21246	BRALA24257
AENJA_21967	BRALA20654
AENJA_22301	BRALA20571
AENJA_22640	BRALA29211
AENJA_22806	BRALA25704
AENJA_22822	BRALA19117
AENJA_23316	BRALA01443
AENJA_23396	BRALA16349
AENJA_23679	BRALA17129
AENJA_24042	BRALA28733
AENJA_26173	BRALA24468
AENJA_00396	BRALA29482
AENJA_00487	BRALA10397
AENJA_00731	BRALA22125
AENJA_01064	BRALA30426
AENJA_10283	BRALA09599
AENJA_11110	BRALA06165
AENJA_03328	BRALA21235
AENJA_03489	BRALA28948
AENJA_04852	BRALA06584
AENJA_05319	BRALA24693
AENJA_06707	BRALA01532
AENJA_08819	BRALA23709
AENJA_09247	BRALA12104
AENJA_15832	BRALA16050
AENJA_09357	BRALA26244
AENJA_10478	BRALA01908
AENJA_10511	BRALA09574
AENJA_11246	BRALA06748
AENJA_11676	BRALA13202
AENJA_11955	BRALA02758
AENJA_12347	BRALA14450
AENJA_13285	BRALA18341
AENJA_16452	BRALA02744
AENJA_14088	BRALA27383
AENJA_14300	BRALA16959
AENJA_14354	BRALA28220
AENJA_14712	BRALA34875
AENJA_14955	BRALA19758
AENJA_15361	BRALA21942
AENJA_15430	BRALA12368
AENJA_16834	BRALA12786
AENJA_17978	BRALA07435
AENJA_17995	BRALA08679
AENJA_18242	BRALA03391
AENJA_19032	BRALA29044
AENJA_19239	BRALA22959
AENJA_19276	BRALA09976
AENJA_19705	BRALA26146
AENJA_20331	BRALA00839
AENJA_20591	BRALA06118
AENJA_20726	BRALA17566
AENJA_20735	BRALA20667
AENJA_21312	BRALA18762
AENJA_21493	BRALA06535
AENJA_21782	BRALA09162
AENJA_22198	BRALA18872
AENJA_23294	BRALA05339
AENJA_23498	BRALA01196
AENJA_23784	BRALA09530
AENJA_24196	BRALA25626
AENJA_24424	BRALA02230
AENJA_25977	BRALA11810
AENJA_26314	BRALA10109
AENJA_26420	BRALA24361
AENJA_26764	BRALA07995
AENJA_00043	BRALA00022
AENJA_00188	BRALA21604
AENJA_00393	BRALA03845
AENJA_00653	BRALA01022
AENJA_16157	BRALA02904
AENJA_01105	BRALA16407
AENJA_01440	BRALA00377
AENJA_01512	BRALA22892
AENJA_02168	BRALA20854
AENJA_02347	BRALA12317
AENJA_02735	BRALA13088
AENJA_02762	BRALA13356
AENJA_03383	BRALA11197
AENJA_03589	BRALA07844
AENJA_04456	BRALA12830
AENJA_17994	BRALA08680
AENJA_06051	BRALA04693
AENJA_06177	BRALA12737
AENJA_06186	BRALA01213
AENJA_06434	BRALA29412
AENJA_09406	BRALA04204
AENJA_09764	BRALA14368
AENJA_09890	BRALA08963
AENJA_10557	BRALA09561
AENJA_10775	BRALA02880
AENJA_10897	BRALA23875
AENJA_10966	BRALA17115
AENJA_11438	BRALA01069
AENJA_11662	BRALA22413
AENJA_11782	BRALA01427
AENJA_12346	BRALA13051
AENJA_17451	BRALA35501
AENJA_13512	BRALA00995
AENJA_14387	BRALA08893
AENJA_14462	BRALA03095
AENJA_14868	BRALA19055
AENJA_14965	BRALA19148
AENJA_15531	BRALA19472
AENJA_16110	BRALA19756
AENJA_16211	BRALA23432
AENJA_16221	BRALA19475
AENJA_16701	BRALA08464
AENJA_16846	BRALA23711
AENJA_17801	BRALA29637
AENJA_23192	BRALA24261
AENJA_17804	BRALA22163
AENJA_19070	BRALA02001
AENJA_19844	BRALA00977
AENJA_19979	BRALA20446
AENJA_20333	BRALA00908
AENJA_20418	BRALA27556
AENJA_20681	BRALA13319
AENJA_20837	BRALA23468
AENJA_21152	BRALA28500
AENJA_21743	BRALA06147
AENJA_22085	BRALA00556
AENJA_22623	BRALA32336
AENJA_24583	BRALA10476
AENJA_23408	BRALA04163
AENJA_23675	BRALA03067
AENJA_23794	BRALA09540
AENJA_24151	BRALA16572
AENJA_24484	BRALA15331
AENJA_24759	BRALA02029
AENJA_24811	BRALA27469
AENJA_25404	BRALA13297
AENJA_26181	BRALA03120
AENJA_26763	BRALA11721
AENJA_00162	BRALA10241
AENJA_00803	BRALA04382
AENJA_00985	BRALA34128
AENJA_01042	BRALA14007
AENJA_02615	BRALA14006
AENJA_03492	BRALA16977
AENJA_01495	BRALA20438
AENJA_02171	BRALA20853
AENJA_02280	BRALA33340
AENJA_02431	BRALA29901
AENJA_03098	BRALA10403
AENJA_02647	BRALA22499
AENJA_02770	BRALA17530
AENJA_02909	BRALA32745
AENJA_03426	BRALA06367
AENJA_03749	BRALA06727
AENJA_03777	BRALA23093
AENJA_03822	BRALA24663
AENJA_04866	BRALA17548
AENJA_06165	BRALA19094
AENJA_06268	BRALA28849
AENJA_06370	BRALA18507
AENJA_13198	BRALA29327
AENJA_06745	BRALA24108
AENJA_07121	BRALA29239
AENJA_07374	BRALA00510
AENJA_07566	BRALA31857
AENJA_07689	BRALA15691
AENJA_08233	BRALA10452
AENJA_08394	BRALA16955
AENJA_08464	BRALA12799
AENJA_08505	BRALA16295
AENJA_09487	BRALA27944
AENJA_09631	BRALA24373
AENJA_09713	BRALA10664
AENJA_09989	BRALA03071
AENJA_10168	BRALA31288
AENJA_11042	BRALA14606
AENJA_25602	BRALA22094
AENJA_11131	BRALA00683
AENJA_11226	BRALA06170
AENJA_11525	BRALA04134
AENJA_16591	BRALA11264
AENJA_11581	BRALA11352
AENJA_11596	BRALA07344
AENJA_11848	BRALA28835
AENJA_11859	BRALA01368
AENJA_12351	BRALA30180
AENJA_13023	BRALA01148
AENJA_13411	BRALA24826
AENJA_13811	BRALA20909
AENJA_14073	BRALA02051
AENJA_14839	BRALA17182
AENJA_15441	BRALA21168
AENJA_15754	BRALA18273
AENJA_15825	BRALA31319
AENJA_15890	BRALA14323
AENJA_16434	BRALA12187
AENJA_17461	BRALA29524
AENJA_17803	BRALA10042
AENJA_17824	BRALA09779
AENJA_17984	BRALA01708
AENJA_18248	BRALA19961
AENJA_18262	BRALA31370
AENJA_18273	BRALA32296
AENJA_18723	BRALA33535
AENJA_19225	BRALA04093
AENJA_20024	BRALA23667
AENJA_20789	BRALA22643
AENJA_21096	BRALA21188
AENJA_21140	BRALA09562
AENJA_21426	BRALA13767
AENJA_21648	BRALA15954
AENJA_21752	BRALA14962
AENJA_24152	BRALA14809
AENJA_21816	BRALA09266
AENJA_22479	BRALA00969
AENJA_24227	BRALA01192
AENJA_24441	BRALA14292
AENJA_24466	BRALA01152
AENJA_24565	BRALA16866
AENJA_24574	BRALA12384
AENJA_24768	BRALA10357
AENJA_24855	BRALA24717
AENJA_24993	BRALA01131
AENJA_25088	BRALA22578
AENJA_25174	BRALA21245
AENJA_25761	BRALA20041
AENJA_26332	BRALA04357
AENJA_26411	BRALA24672
AENJA_26723	BRALA02294
AENJA_00164	BRALA14766
AENJA_00412	BRALA17529
AENJA_00483	BRALA29850
AENJA_00659	BRALA09165
AENJA_00765	BRALA03151
AENJA_01637	BRALA23025
AENJA_01831	BRALA14243
AENJA_01995	BRALA04538
AENJA_02181	BRALA15227
AENJA_02279	BRALA18488
AENJA_03053	BRALA00197
AENJA_03324	BRALA29056
AENJA_03695	BRALA18066
AENJA_03733	BRALA15041
AENJA_03851	BRALA30971
AENJA_13120	BRALA12818
AENJA_03987	BRALA34138
AENJA_04106	BRALA22292
AENJA_13311	BRALA01091
AENJA_04219	BRALA22285
AENJA_04333	BRALA34098
AENJA_04695	BRALA33115
AENJA_04699	BRALA24254
AENJA_05230	BRALA27609
AENJA_05399	BRALA24514
AENJA_05506	BRALA34295
AENJA_05594	BRALA26231
AENJA_05616	BRALA19944
AENJA_06698	BRALA05474
AENJA_06782	BRALA23203
AENJA_06787	BRALA17585
AENJA_06849	BRALA30427
AENJA_06906	BRALA23671
AENJA_06954	BRALA09771
AENJA_07167	BRALA16312
AENJA_07642	BRALA31447
AENJA_07665	BRALA06073
AENJA_08082	BRALA06359
AENJA_08315	BRALA20237
AENJA_15319	BRALA18620
AENJA_08859	BRALA25357
AENJA_08912	BRALA30177
AENJA_09314	BRALA18717
AENJA_09855	BRALA04756
AENJA_09999	BRALA03670
AENJA_10130	BRALA34327
AENJA_10165	BRALA12062
AENJA_10333	BRALA09502
AENJA_10534	BRALA34066
AENJA_10753	BRALA29422
AENJA_11593	BRALA14091
AENJA_12148	BRALA15910
AENJA_12445	BRALA23984
AENJA_12804	BRALA30304
AENJA_12977	BRALA04006
AENJA_13194	BRALA19366
AENJA_13218	BRALA13987
AENJA_13237	BRALA19997
AENJA_13297	BRALA00151
AENJA_13777	BRALA03612
AENJA_14384	BRALA08913
AENJA_14750	BRALA06679
AENJA_15232	BRALA21755
AENJA_16289	BRALA04704
AENJA_16359	BRALA06151
AENJA_16679	BRALA29438
AENJA_17257	BRALA14254
AENJA_17478	BRALA17301
AENJA_17544	BRALA17093
AENJA_18388	BRALA06604
AENJA_18705	BRALA24870
AENJA_19096	BRALA11882
AENJA_19099	BRALA14611
AENJA_19791	BRALA19743
AENJA_19795	BRALA24790
AENJA_20699	BRALA02658
AENJA_20861	BRALA15324
AENJA_20864	BRALA21845
AENJA_20936	BRALA15054
AENJA_21694	BRALA11877
AENJA_22196	BRALA11919
AENJA_23390	BRALA27140
AENJA_23575	BRALA13791
AENJA_24204	BRALA03348
AENJA_24401	BRALA24705
AENJA_25297	BRALA02281
AENJA_25755	BRALA32464
AENJA_25997	BRALA28908
AENJA_25999	BRALA28965
AENJA_26243	BRALA16395
AENJA_00349	BRALA23787
AENJA_00517	BRALA03131
AENJA_00890	BRALA29060
AENJA_01202	BRALA17125
AENJA_01261	BRALA10884
AENJA_01447	BRALA04178
AENJA_01467	BRALA20447
AENJA_01706	BRALA26675
AENJA_02246	BRALA03751
AENJA_02564	BRALA10363
AENJA_02627	BRALA23941
AENJA_03032	BRALA27485
AENJA_03403	BRALA16693
AENJA_03512	BRALA09391
AENJA_03526	BRALA25697
AENJA_03748	BRALA06736
AENJA_04034	BRALA28894
AENJA_04245	BRALA23035
AENJA_20515	BRALA03737
AENJA_05460	BRALA20375
AENJA_06088	BRALA19113
AENJA_06270	BRALA28847
AENJA_06595	BRALA12741
AENJA_18531	BRALA21917
AENJA_08389	BRALA09386
AENJA_08806	BRALA07080
AENJA_08868	BRALA11189
AENJA_08945	BRALA23219
AENJA_08988	BRALA18702
AENJA_09099	BRALA20587
AENJA_09114	BRALA03644
AENJA_09544	BRALA23985
AENJA_10369	BRALA06602
AENJA_09636	BRALA31219
AENJA_10229	BRALA20203
AENJA_10455	BRALA11135
AENJA_10956	BRALA08285
AENJA_10978	BRALA05146
AENJA_11385	BRALA12896
AENJA_11409	BRALA03648
AENJA_11641	BRALA31282
AENJA_11741	BRALA02228
AENJA_22075	BRALA22690
AENJA_19854	BRALA30568
AENJA_11953	BRALA07365
AENJA_12315	BRALA16041
AENJA_12511	BRALA12339
AENJA_12794	BRALA10201
AENJA_13112	BRALA05665
AENJA_13550	BRALA25346
AENJA_13567	BRALA25729
AENJA_13649	BRALA16686
AENJA_13907	BRALA16362
AENJA_14072	BRALA20253
AENJA_14209	BRALA02545
AENJA_14269	BRALA16750
AENJA_19471	BRALA25251
AENJA_25949	BRALA23236
AENJA_14781	BRALA18397
AENJA_15213	BRALA16528
AENJA_15240	BRALA21753
AENJA_15484	BRALA23588
AENJA_15526	BRALA16700
AENJA_15663	BRALA20739
AENJA_15787	BRALA18893
AENJA_15800	BRALA19535
AENJA_15893	BRALA05428
AENJA_15935	BRALA35265
AENJA_16017	BRALA31926
AENJA_16463	BRALA13754
AENJA_17359	BRALA22123
AENJA_17471	BRALA14934
AENJA_17550	BRALA16634
AENJA_18356	BRALA09177
AENJA_18879	BRALA15993
AENJA_18916	BRALA03624
AENJA_18932	BRALA14237
AENJA_19001	BRALA17306
AENJA_20231	BRALA20883
AENJA_19121	BRALA00218
AENJA_20103	BRALA15281
AENJA_20119	BRALA00361
AENJA_20320	BRALA03913
AENJA_21005	BRALA20221
AENJA_21046	BRALA28370
AENJA_21116	BRALA20313
AENJA_21290	BRALA22885
AENJA_21296	BRALA24694
AENJA_21382	BRALA15184
AENJA_21855	BRALA19189
AENJA_22253	BRALA13308
AENJA_23082	BRALA11408
AENJA_23133	BRALA06641
AENJA_23534	BRALA13625
AENJA_24423	BRALA02259
AENJA_24824	BRALA16607
AENJA_24827	BRALA08374
AENJA_24906	BRALA30976
AENJA_24909	BRALA18244
AENJA_25180	BRALA10345
AENJA_25323	BRALA19352
AENJA_25399	BRALA18296
AENJA_25690	BRALA00564
AENJA_25752	BRALA21417
AENJA_26435	BRALA30819
AENJA_00096	BRALA02559
AENJA_00838	BRALA27366
AENJA_01194	BRALA13513
AENJA_01257	BRALA28983
AENJA_01963	BRALA02516
AENJA_02400	BRALA25695
AENJA_11283	BRALA13775
AENJA_02659	BRALA12225
AENJA_02675	BRALA00541
AENJA_02881	BRALA26481
AENJA_03261	BRALA15011
AENJA_10750	BRALA15012
AENJA_03292	BRALA11592
AENJA_03488	BRALA22768
AENJA_03511	BRALA20520
AENJA_03564	BRALA19451
AENJA_03622	BRALA15200
AENJA_03793	BRALA24008
AENJA_03903	BRALA17322
AENJA_04038	BRALA03321
AENJA_04230	BRALA06506
AENJA_04269	BRALA18866
AENJA_04285	BRALA12366
AENJA_04578	BRALA24477
AENJA_04592	BRALA22884
AENJA_04653	BRALA14039
AENJA_22892	BRALA02242
AENJA_05123	BRALA14725
AENJA_05270	BRALA21912
AENJA_05490	BRALA22272
AENJA_05624	BRALA29779
AENJA_20654	BRALA10146
AENJA_05770	BRALA13330
AENJA_06069	BRALA21319
AENJA_06181	BRALA09926
AENJA_06433	BRALA12491
AENJA_06823	BRALA29135
AENJA_07022	BRALA25637
AENJA_07354	BRALA22485
AENJA_07615	BRALA15949
AENJA_07820	BRALA25278
AENJA_07912	BRALA12831
AENJA_08250	BRALA12280
AENJA_08274	BRALA30873
AENJA_08292	BRALA21273
AENJA_08408	BRALA22512
AENJA_08477	BRALA30670
AENJA_08998	BRALA27623
AENJA_09252	BRALA32124
AENJA_09399	BRALA04161
AENJA_09585	BRALA31683
AENJA_10277	BRALA16372
AENJA_11004	BRALA14772
AENJA_11118	BRALA06006
AENJA_11247	BRALA03827
AENJA_20319	BRALA05370
AENJA_11780	BRALA21289
AENJA_12369	BRALA17605
AENJA_12653	BRALA09693
AENJA_12654	BRALA06317
AENJA_13025	BRALA01350
AENJA_13216	BRALA35912
AENJA_13617	BRALA25286
AENJA_13629	BRALA03121
AENJA_13681	BRALA08237
AENJA_13693	BRALA01241
AENJA_15214	BRALA16529
AENJA_15883	BRALA14520
AENJA_16192	BRALA18725
AENJA_16746	BRALA11488
AENJA_16771	BRALA23417
AENJA_16797	BRALA01597
AENJA_16830	BRALA07432
AENJA_17161	BRALA13350
AENJA_17538	BRALA28067
AENJA_17840	BRALA06407
AENJA_17997	BRALA15819
AENJA_17999	BRALA19610
AENJA_18515	BRALA24423
AENJA_18722	BRALA28828
AENJA_18943	BRALA16960
AENJA_19107	BRALA34155
AENJA_19405	BRALA28381
AENJA_19980	BRALA12757
AENJA_20349	BRALA31819
AENJA_20549	BRALA01567
AENJA_20720	BRALA11760
AENJA_20975	BRALA09265
AENJA_21095	BRALA18860
AENJA_21308	BRALA19973
AENJA_21494	BRALA18626
AENJA_21659	BRALA02287
AENJA_21703	BRALA04094
AENJA_21908	BRALA25349
AENJA_21963	BRALA34597
AENJA_22669	BRALA23902
AENJA_22695	BRALA18608
AENJA_22715	BRALA01030
AENJA_22940	BRALA23094
AENJA_23077	BRALA27934
AENJA_23083	BRALA24475
AENJA_23304	BRALA21968
AENJA_23329	BRALA01809
AENJA_23658	BRALA02541
AENJA_23724	BRALA16598
AENJA_24076	BRALA26145
AENJA_24294	BRALA28633
AENJA_24391	BRALA14777
AENJA_24776	BRALA18624
AENJA_24810	BRALA27591
AENJA_24872	BRALA01127
AENJA_25138	BRALA19185
AENJA_25542	BRALA28427
AENJA_25887	BRALA15282
AENJA_26158	BRALA00798
AENJA_26602	BRALA13377
AENJA_26698	BRALA14969
AENJA_00060	BRALA34091
AENJA_00099	BRALA18340
AENJA_06205	BRALA33877
AENJA_00154	BRALA22014
AENJA_00200	BRALA18126
AENJA_00222	BRALA06241
AENJA_00307	BRALA31536
AENJA_00589	BRALA22056
AENJA_00758	BRALA18469
AENJA_00983	BRALA09770
AENJA_04941	BRALA24495
AENJA_01172	BRALA11000
AENJA_06537	BRALA05371
AENJA_01642	BRALA30067
AENJA_01724	BRALA15834
AENJA_02369	BRALA13875
AENJA_02868	BRALA32206
AENJA_03156	BRALA04725
AENJA_03181	BRALA16210
AENJA_03215	BRALA15102
AENJA_03286	BRALA05892
AENJA_03435	BRALA29277
AENJA_03758	BRALA14363
AENJA_03933	BRALA18691
AENJA_05137	BRALA20353
AENJA_04417	BRALA12059
AENJA_05057	BRALA04598
AENJA_05255	BRALA22029
AENJA_06076	BRALA10140
AENJA_06128	BRALA13185
AENJA_06203	BRALA22868
AENJA_06206	BRALA16527
AENJA_06252	BRALA17389
AENJA_06343	BRALA01612
AENJA_06545	BRALA13666
AENJA_06546	BRALA21916
AENJA_07122	BRALA34260
AENJA_07431	BRALA21275
AENJA_07748	BRALA33353
AENJA_08284	BRALA04460
AENJA_08341	BRALA00140
AENJA_08342	BRALA00325
AENJA_08800	BRALA07055
AENJA_08993	BRALA03685
AENJA_09036	BRALA00518
AENJA_09164	BRALA28700
AENJA_09805	BRALA25355
AENJA_10364	BRALA25648
AENJA_10380	BRALA23581
AENJA_10387	BRALA16595
AENJA_10658	BRALA01156
AENJA_11068	BRALA32769
AENJA_11294	BRALA19291
AENJA_11517	BRALA13017
AENJA_11744	BRALA11375
AENJA_11880	BRALA14472
AENJA_11975	BRALA09088
AENJA_12097	BRALA05291
AENJA_12855	BRALA09741
AENJA_12857	BRALA02162
AENJA_12950	BRALA22205
AENJA_13298	BRALA04329
AENJA_13621	BRALA12463
AENJA_13636	BRALA14064
AENJA_13670	BRALA26787
AENJA_14017	BRALA09157
AENJA_14230	BRALA33355
AENJA_17487	BRALA22954
AENJA_14437	BRALA28877
AENJA_14583	BRALA09225
AENJA_14806	BRALA07902
AENJA_14941	BRALA21829
AENJA_15025	BRALA20035
AENJA_15049	BRALA16767
AENJA_15085	BRALA21409
AENJA_15228	BRALA23022
AENJA_15293	BRALA16004
AENJA_15340	BRALA28909
AENJA_15518	BRALA17852
AENJA_16444	BRALA17124
AENJA_15986	BRALA21768
AENJA_16247	BRALA13435
AENJA_16717	BRALA19031
AENJA_17152	BRALA03316
AENJA_17579	BRALA29789
AENJA_17736	BRALA03254
AENJA_17842	BRALA11231
AENJA_17988	BRALA01757
AENJA_18178	BRALA32334
AENJA_18567	BRALA21117
AENJA_18593	BRALA07126
AENJA_18681	BRALA14607
AENJA_18939	BRALA02638
AENJA_19137	BRALA12038
AENJA_19232	BRALA24100
AENJA_19400	BRALA05473
AENJA_19411	BRALA00696
AENJA_19507	BRALA25125
AENJA_19716	BRALA23646
AENJA_19955	BRALA29533
AENJA_19989	BRALA21198
AENJA_20020	BRALA11685
AENJA_20334	BRALA01134
AENJA_20690	BRALA21794
AENJA_20826	BRALA34167
AENJA_20855	BRALA33746
AENJA_20913	BRALA17522
AENJA_21039	BRALA18659
AENJA_21483	BRALA14467
AENJA_22403	BRALA18578
AENJA_22572	BRALA23724
AENJA_22829	BRALA24796
AENJA_23348	BRALA17015
AENJA_23488	BRALA12755
AENJA_23963	BRALA18863
AENJA_24562	BRALA25856
AENJA_24858	BRALA16740
AENJA_24910	BRALA29308
AENJA_24953	BRALA35253
AENJA_24952	BRALA35547
AENJA_25172	BRALA19970
AENJA_25326	BRALA13359
AENJA_25591	BRALA00093
AENJA_25619	BRALA05624
AENJA_26295	BRALA17848
AENJA_26423	BRALA04263
AENJA_26451	BRALA18646
AENJA_26622	BRALA24515
AENJA_00002	BRALA03340
AENJA_00051	BRALA19714
AENJA_00181	BRALA18800
AENJA_00564	BRALA01090
AENJA_00944	BRALA06429
AENJA_00967	BRALA25353
AENJA_00978	BRALA10356
AENJA_01422	BRALA03811
AENJA_01566	BRALA11857
AENJA_01571	BRALA19420
AENJA_01871	BRALA05555
AENJA_02053	BRALA03804
AENJA_02172	BRALA24118
AENJA_02254	BRALA06868
AENJA_02475	BRALA21446
AENJA_02946	BRALA13717
AENJA_02975	BRALA21415
AENJA_02982	BRALA17596
AENJA_03548	BRALA00778
AENJA_03700	BRALA27337
AENJA_03792	BRALA02842
AENJA_03886	BRALA11875
AENJA_03902	BRALA17319
AENJA_04439	BRALA19235
AENJA_04856	BRALA19478
AENJA_06897	BRALA02789
AENJA_05895	BRALA00315
AENJA_06372	BRALA16546
AENJA_06384	BRALA30351
AENJA_06476	BRALA21704
AENJA_06829	BRALA03050
AENJA_06904	BRALA21811
AENJA_07129	BRALA10712
AENJA_07216	BRALA04443
AENJA_07506	BRALA15033
AENJA_07705	BRALA15994
AENJA_08084	BRALA06378
AENJA_08085	BRALA06379
AENJA_08566	BRALA15163
AENJA_08612	BRALA26266
AENJA_08913	BRALA12361
AENJA_19217	BRALA30431
AENJA_08964	BRALA18165
AENJA_09171	BRALA16261
AENJA_09391	BRALA28844
AENJA_09441	BRALA11341
AENJA_09527	BRALA23698
AENJA_09827	BRALA21807
AENJA_10263	BRALA07708
AENJA_10747	BRALA30315
AENJA_10784	BRALA05761
AENJA_10799	BRALA01611
AENJA_10875	BRALA34606
AENJA_10876	BRALA00896
AENJA_11020	BRALA23816
AENJA_11046	BRALA20063
AENJA_11207	BRALA15031
AENJA_11227	BRALA11582
AENJA_11372	BRALA24783
AENJA_11663	BRALA03161
AENJA_11694	BRALA11445
AENJA_11725	BRALA08005
AENJA_12066	BRALA04852
AENJA_12157	BRALA20668
AENJA_12506	BRALA19321
AENJA_13007	BRALA22829
AENJA_13141	BRALA24429
AENJA_13220	BRALA13986
AENJA_13916	BRALA13108
AENJA_14064	BRALA24446
AENJA_14091	BRALA06113
AENJA_14656	BRALA08278
AENJA_15786	BRALA17436
AENJA_16074	BRALA12337
AENJA_16228	BRALA04278
AENJA_16345	BRALA08898
AENJA_16374	BRALA18512
AENJA_22677	BRALA16606
AENJA_17280	BRALA17141
AENJA_17611	BRALA23005
AENJA_18106	BRALA26575
AENJA_18124	BRALA05130
AENJA_20252	BRALA04182
AENJA_18759	BRALA12140
AENJA_18832	BRALA19092
AENJA_18911	BRALA18730
AENJA_19068	BRALA03733
AENJA_19805	BRALA23721
AENJA_19828	BRALA09641
AENJA_19884	BRALA14453
AENJA_20055	BRALA05610
AENJA_20056	BRALA05443
AENJA_20623	BRALA03296
AENJA_20961	BRALA02295
AENJA_21038	BRALA25275
AENJA_21377	BRALA01444
AENJA_21761	BRALA28039
AENJA_21817	BRALA01058
AENJA_22324	BRALA34488
AENJA_22426	BRALA25602
AENJA_22573	BRALA24502
AENJA_22721	BRALA05196
AENJA_22828	BRALA15373
AENJA_22930	BRALA20467
AENJA_23165	BRALA34122
AENJA_23555	BRALA12422
AENJA_23594	BRALA25345
AENJA_24350	BRALA21665
AENJA_24809	BRALA29298
AENJA_24828	BRALA14249
AENJA_25298	BRALA02049
AENJA_25520	BRALA15284
AENJA_25812	BRALA23419
AENJA_26001	BRALA16702
AENJA_26253	BRALA20185
AENJA_26347	BRALA05102
AENJA_26465	BRALA03349
AENJA_26545	BRALA33511
AENJA_26551	BRALA02632
AENJA_26560	BRALA02491
AENJA_26616	BRALA09640
AENJA_26659	BRALA34272
AENJA_00553	BRALA16956
AENJA_00732	BRALA31907
AENJA_00953	BRALA00082
AENJA_01025	BRALA28671
AENJA_01139	BRALA24418
AENJA_01405	BRALA00327
AENJA_01570	BRALA31286
AENJA_26219	BRALA31287
AENJA_01716	BRALA01057
AENJA_01997	BRALA28666
AENJA_02252	BRALA06852
AENJA_02300	BRALA21712
AENJA_03648	BRALA28855
AENJA_03782	BRALA09309
AENJA_25499	BRALA07122
AENJA_03846	BRALA15067
AENJA_04085	BRALA02398
AENJA_17512	BRALA33134
AENJA_04821	BRALA27308
AENJA_04835	BRALA19457
AENJA_05469	BRALA35222
AENJA_05902	BRALA10430
AENJA_06023	BRALA30314
AENJA_06151	BRALA12147
AENJA_06781	BRALA08467
AENJA_06784	BRALA08469
AENJA_07045	BRALA20551
AENJA_07123	BRALA19286
AENJA_07206	BRALA29961
AENJA_07209	BRALA05335
AENJA_07720	BRALA29252
AENJA_07854	BRALA14677
AENJA_07877	BRALA19274
AENJA_07917	BRALA10276
AENJA_17400	BRALA07240
AENJA_08141	BRALA24410
AENJA_08248	BRALA27969
AENJA_08973	BRALA10732
AENJA_09045	BRALA07966
AENJA_09308	BRALA15092
AENJA_09386	BRALA28842
AENJA_10626	BRALA16890
AENJA_09747	BRALA04140
AENJA_09847	BRALA08841
AENJA_15238	BRALA14652
AENJA_10120	BRALA22286
AENJA_10222	BRALA22527
AENJA_10245	BRALA00733
AENJA_10281	BRALA16266
AENJA_10560	BRALA19295
AENJA_10715	BRALA01479
AENJA_10915	BRALA17282
AENJA_10944	BRALA27555
AENJA_20918	BRALA27550
AENJA_11462	BRALA04243
AENJA_11512	BRALA10466
AENJA_11569	BRALA18327
AENJA_11674	BRALA17054
AENJA_11745	BRALA24719
AENJA_11962	BRALA15154
AENJA_12075	BRALA29301
AENJA_12149	BRALA08294
AENJA_12559	BRALA20296
AENJA_12579	BRALA31261
AENJA_12648	BRALA01474
AENJA_12814	BRALA25007
AENJA_13049	BRALA28518
AENJA_13446	BRALA24215
AENJA_13678	BRALA10704
AENJA_14113	BRALA11298
AENJA_14498	BRALA00652
AENJA_14629	BRALA07368
AENJA_14743	BRALA30875
AENJA_14786	BRALA20617
AENJA_14906	BRALA07608
AENJA_14942	BRALA21352
AENJA_15032	BRALA13028
AENJA_15456	BRALA10432
AENJA_16349	BRALA04835
AENJA_17043	BRALA01671
AENJA_17274	BRALA13768
AENJA_17371	BRALA18745
AENJA_17850	BRALA18855
AENJA_17972	BRALA23943
AENJA_17987	BRALA01428
AENJA_18049	BRALA23193
AENJA_18290	BRALA20061
AENJA_18384	BRALA19617
AENJA_18624	BRALA25003
AENJA_18937	BRALA17850
AENJA_19037	BRALA12736
AENJA_19470	BRALA23954
AENJA_19585	BRALA08686
AENJA_19882	BRALA14695
AENJA_20051	BRALA30068
AENJA_20094	BRALA04625
AENJA_20213	BRALA25788
AENJA_20390	BRALA16633
AENJA_20435	BRALA15362
AENJA_20438	BRALA09427
AENJA_20514	BRALA09545
AENJA_20684	BRALA12128
AENJA_21037	BRALA06179
AENJA_21636	BRALA24513
AENJA_22066	BRALA00917
AENJA_22122	BRALA19957
AENJA_22209	BRALA17214
AENJA_22247	BRALA19738
AENJA_22570	BRALA09465
AENJA_22601	BRALA07433
AENJA_22813	BRALA26159
AENJA_22980	BRALA00106
AENJA_23349	BRALA18127
AENJA_23391	BRALA12146
AENJA_23752	BRALA21716
AENJA_23954	BRALA19064
AENJA_24230	BRALA03854
AENJA_24334	BRALA02319
AENJA_24370	BRALA20324
AENJA_24429	BRALA04798
AENJA_24852	BRALA15234
