STRPU_22262	AENJA_23461
STRPU_08154	AENJA_22954
STRPU_14679	AENJA_25318
STRPU_09460	AENJA_26244
STRPU_20991	AENJA_26503
STRPU_12622	AENJA_26694
STRPU_19059	AENJA_01011
STRPU_24459	AENJA_02567
STRPU_11673	AENJA_03150
STRPU_06809	AENJA_03266
STRPU_05677	AENJA_03569
STRPU_10508	AENJA_04613
STRPU_04443	AENJA_04703
STRPU_26022	AENJA_04822
STRPU_22412	AENJA_05961
STRPU_08063	AENJA_07499
STRPU_20533	AENJA_07876
STRPU_18616	AENJA_18117
STRPU_24368	AENJA_07911
STRPU_24737	AENJA_07916
STRPU_04146	AENJA_08809
STRPU_04145	AENJA_08808
STRPU_18051	AENJA_09369
STRPU_25523	AENJA_10609
STRPU_08164	AENJA_24868
STRPU_20829	AENJA_10932
STRPU_27357	AENJA_11342
STRPU_25383	AENJA_23395
STRPU_09801	AENJA_12073
STRPU_19998	AENJA_12278
STRPU_12808	AENJA_12737
STRPU_22876	AENJA_13302
STRPU_05766	AENJA_13818
STRPU_15482	AENJA_14734
STRPU_13287	AENJA_15802
STRPU_12224	AENJA_16773
STRPU_17739	AENJA_17578
STRPU_25860	AENJA_19513
STRPU_21249	AENJA_19993
STRPU_16901	AENJA_20517
STRPU_04951	AENJA_24330
STRPU_04423	AENJA_23309
STRPU_04344	AENJA_22030
STRPU_21048	AENJA_22488
STRPU_26697	AENJA_22561
STRPU_14731	AENJA_24945
STRPU_11391	AENJA_26439
STRPU_24626	AENJA_26722
STRPU_25129	AENJA_00015
STRPU_25898	AENJA_24202
STRPU_15430	AENJA_00227
STRPU_20804	AENJA_02170
STRPU_09635	AENJA_02297
STRPU_22188	AENJA_02657
STRPU_06747	AENJA_02686
STRPU_12650	AENJA_06934
STRPU_20712	AENJA_02908
STRPU_12559	AENJA_03043
STRPU_14559	AENJA_05082
STRPU_19040	AENJA_05628
STRPU_05769	AENJA_06122
STRPU_13547	AENJA_07007
STRPU_24659	AENJA_25915
STRPU_18656	AENJA_20718
STRPU_16015	AENJA_07540
STRPU_24965	AENJA_08228
STRPU_11830	AENJA_09244
STRPU_27160	AENJA_09299
STRPU_09867	AENJA_10866
STRPU_04851	AENJA_10489
STRPU_10757	AENJA_10782
STRPU_23311	AENJA_11036
STRPU_15505	AENJA_11252
STRPU_16648	AENJA_11314
STRPU_20128	AENJA_11560
STRPU_09781	AENJA_11715
STRPU_26632	AENJA_12467
STRPU_21816	AENJA_12613
STRPU_08489	AENJA_13222
STRPU_13252	AENJA_13891
STRPU_05697	AENJA_13991
STRPU_24014	AENJA_15563
STRPU_12563	AENJA_15867
STRPU_15054	AENJA_15970
STRPU_08960	AENJA_16689
STRPU_22618	AENJA_16977
STRPU_07853	AENJA_17597
STRPU_26333	AENJA_17766
STRPU_06812	AENJA_17970
STRPU_09404	AENJA_18609
STRPU_04959	AENJA_18656
STRPU_26915	AENJA_18799
STRPU_26264	AENJA_20632
STRPU_25407	AENJA_22119
STRPU_24313	AENJA_23435
STRPU_20401	AENJA_23661
STRPU_19181	AENJA_24354
STRPU_08467	AENJA_24782
STRPU_10373	AENJA_24939
STRPU_24312	AENJA_25083
STRPU_02991	AENJA_25923
STRPU_03925	AENJA_26162
STRPU_26462	AENJA_26246
STRPU_25738	AENJA_00149
STRPU_05215	AENJA_00238
STRPU_26209	AENJA_00515
STRPU_26054	AENJA_08034
STRPU_08380	AENJA_01480
STRPU_18497	AENJA_19208
STRPU_23341	AENJA_02912
STRPU_09236	AENJA_03376
STRPU_18764	AENJA_04621
STRPU_08454	AENJA_09462
STRPU_19114	AENJA_04725
STRPU_27326	AENJA_05065
STRPU_27323	AENJA_22227
STRPU_12429	AENJA_05149
STRPU_26812	AENJA_05158
STRPU_25580	AENJA_05401
STRPU_24642	AENJA_06053
STRPU_23590	AENJA_06862
STRPU_09540	AENJA_07470
STRPU_10289	AENJA_20801
STRPU_05735	AENJA_07485
STRPU_08357	AENJA_07573
STRPU_26675	AENJA_07622
STRPU_20225	AENJA_07830
STRPU_20183	AENJA_07839
STRPU_26873	AENJA_08023
STRPU_06607	AENJA_21738
STRPU_25392	AENJA_08628
STRPU_17671	AENJA_08713
STRPU_21973	AENJA_09742
STRPU_24885	AENJA_14911
STRPU_24825	AENJA_10052
STRPU_20983	AENJA_10970
STRPU_27233	AENJA_11190
STRPU_27232	AENJA_15209
STRPU_08552	AENJA_11871
STRPU_17773	AENJA_12551
STRPU_21526	AENJA_12816
STRPU_25852	AENJA_13630
STRPU_05208	AENJA_13822
STRPU_16405	AENJA_14082
STRPU_09342	AENJA_15416
STRPU_25607	AENJA_17178
STRPU_04772	AENJA_18523
STRPU_13835	AENJA_18809
STRPU_12627	AENJA_19213
STRPU_24553	AENJA_19544
STRPU_23517	AENJA_19796
STRPU_08796	AENJA_20497
STRPU_27388	AENJA_20730
STRPU_14899	AENJA_21246
STRPU_08318	AENJA_21371
STRPU_20135	AENJA_21967
STRPU_21184	AENJA_22640
STRPU_21338	AENJA_22806
STRPU_25869	AENJA_22822
STRPU_08057	AENJA_23316
STRPU_09688	AENJA_23396
STRPU_27427	AENJA_23679
STRPU_25910	AENJA_24042
STRPU_21826	AENJA_24080
STRPU_08818	AENJA_24115
STRPU_05803	AENJA_25983
STRPU_10913	AENJA_26173
STRPU_19215	AENJA_00396
STRPU_08180	AENJA_00487
STRPU_21211	AENJA_00731
STRPU_17906	AENJA_01064
STRPU_26520	AENJA_10283
STRPU_27060	AENJA_01185
STRPU_05988	AENJA_02697
STRPU_22385	AENJA_02725
STRPU_26166	AENJA_03328
STRPU_05918	AENJA_03489
STRPU_11192	AENJA_03576
STRPU_25908	AENJA_04824
STRPU_08651	AENJA_04852
STRPU_20668	AENJA_05319
STRPU_10022	AENJA_06475
STRPU_04189	AENJA_10262
STRPU_17137	AENJA_09727
STRPU_22219	AENJA_10144
STRPU_08210	AENJA_10302
STRPU_08211	AENJA_10303
STRPU_05782	AENJA_23418
STRPU_07027	AENJA_10478
STRPU_26498	AENJA_10511
STRPU_20203	AENJA_11955
STRPU_19987	AENJA_13285
STRPU_20060	AENJA_16452
STRPU_23629	AENJA_14354
STRPU_19146	AENJA_14712
STRPU_22617	AENJA_14955
STRPU_15483	AENJA_16000
STRPU_16016	AENJA_14974
STRPU_21963	AENJA_15553
STRPU_23512	AENJA_16834
STRPU_25983	AENJA_18242
STRPU_05363	AENJA_18908
STRPU_22600	AENJA_19032
STRPU_04973	AENJA_19239
STRPU_09918	AENJA_19276
STRPU_21371	AENJA_19705
STRPU_18998	AENJA_20331
STRPU_27389	AENJA_20726
STRPU_04138	AENJA_20735
STRPU_27395	AENJA_20938
STRPU_13462	AENJA_21782
STRPU_21282	AENJA_22198
STRPU_27079	AENJA_23784
STRPU_26221	AENJA_24196
STRPU_05011	AENJA_25977
STRPU_22603	AENJA_26420
STRPU_22931	AENJA_26542
STRPU_22527	AENJA_26764
STRPU_22005	AENJA_00043
STRPU_26244	AENJA_00188
STRPU_04449	AENJA_00393
STRPU_20552	AENJA_00735
STRPU_19510	AENJA_16157
STRPU_22435	AENJA_01440
STRPU_12448	AENJA_01512
STRPU_21882	AENJA_02168
STRPU_03094	AENJA_02401
STRPU_11759	AENJA_02799
STRPU_07633	AENJA_03311
STRPU_08236	AENJA_03383
STRPU_24399	AENJA_04456
STRPU_25051	AENJA_06051
STRPU_25341	AENJA_06119
STRPU_03092	AENJA_06434
STRPU_05895	AENJA_07262
STRPU_07604	AENJA_07552
STRPU_17907	AENJA_09890
STRPU_26926	AENJA_10557
STRPU_20356	AENJA_10775
STRPU_27018	AENJA_10966
STRPU_18184	AENJA_11438
STRPU_25912	AENJA_11662
STRPU_08061	AENJA_11782
STRPU_12452	AENJA_12943
STRPU_19342	AENJA_13512
STRPU_25424	AENJA_14309
STRPU_11829	AENJA_14387
STRPU_25245	AENJA_14462
STRPU_10919	AENJA_14797
STRPU_16894	AENJA_14868
STRPU_11740	AENJA_14965
STRPU_25418	AENJA_15132
STRPU_08691	AENJA_15531
STRPU_22380	AENJA_16110
STRPU_21831	AENJA_16211
STRPU_27251	AENJA_16701
STRPU_18050	AENJA_16846
STRPU_11176	AENJA_17804
STRPU_24957	AENJA_18948
STRPU_24464	AENJA_19070
STRPU_23549	AENJA_19088
STRPU_27129	AENJA_19118
STRPU_08989	AENJA_19971
STRPU_22675	AENJA_19979
STRPU_25509	AENJA_20114
STRPU_18851	AENJA_20333
STRPU_19576	AENJA_20418
STRPU_21472	AENJA_20837
STRPU_26434	AENJA_21152
STRPU_06711	AENJA_21743
STRPU_20982	AENJA_22319
STRPU_10901	AENJA_22623
STRPU_22201	AENJA_25988
STRPU_27158	AENJA_22681
STRPU_17220	AENJA_22902
STRPU_07082	AENJA_22999
STRPU_10819	AENJA_23587
STRPU_27080	AENJA_23794
STRPU_14008	AENJA_24151
STRPU_22399	AENJA_24484
STRPU_09561	AENJA_24811
STRPU_24675	AENJA_25185
STRPU_13354	AENJA_25404
STRPU_07220	AENJA_25557
STRPU_25487	AENJA_26181
STRPU_19092	AENJA_26387
STRPU_24181	AENJA_00162
STRPU_10462	AENJA_00811
STRPU_09008	AENJA_00985
STRPU_05886	AENJA_03492
STRPU_12371	AENJA_01516
STRPU_21881	AENJA_02171
STRPU_26736	AENJA_02280
STRPU_06043	AENJA_02431
STRPU_21480	AENJA_02647
STRPU_24844	AENJA_02909
STRPU_08505	AENJA_03030
STRPU_08258	AENJA_03426
STRPU_20155	AENJA_03777
STRPU_17604	AENJA_03998
STRPU_13535	AENJA_04473
STRPU_07433	AENJA_04866
STRPU_23244	AENJA_05992
STRPU_21622	AENJA_06268
STRPU_27347	AENJA_06370
STRPU_15051	AENJA_13198
STRPU_21839	AENJA_06745
STRPU_17973	AENJA_07121
STRPU_26025	AENJA_07374
STRPU_17079	AENJA_07566
STRPU_04999	AENJA_08394
STRPU_22413	AENJA_08464
STRPU_10336	AENJA_08505
STRPU_13938	AENJA_08739
STRPU_09780	AENJA_09487
STRPU_25932	AENJA_09989
STRPU_20438	AENJA_10171
STRPU_22653	AENJA_11042
STRPU_06052	AENJA_11131
STRPU_06160	AENJA_11226
STRPU_21780	AENJA_12263
STRPU_24021	AENJA_18654
STRPU_13545	AENJA_11596
STRPU_08037	AENJA_11669
STRPU_18621	AENJA_11859
STRPU_21610	AENJA_25236
STRPU_18848	AENJA_13023
STRPU_03103	AENJA_13811
STRPU_25901	AENJA_14073
STRPU_04936	AENJA_14299
STRPU_22688	AENJA_14839
STRPU_24788	AENJA_15441
STRPU_12917	AENJA_15754
STRPU_05028	AENJA_15825
STRPU_27351	AENJA_26535
STRPU_10596	AENJA_16063
STRPU_15005	AENJA_17410
STRPU_07785	AENJA_17533
STRPU_24061	AENJA_17824
STRPU_07523	AENJA_17984
STRPU_16810	AENJA_18262
STRPU_25010	AENJA_18273
STRPU_09936	AENJA_18607
STRPU_18122	AENJA_18723
STRPU_20310	AENJA_20024
STRPU_26340	AENJA_21140
STRPU_06235	AENJA_21358
STRPU_24063	AENJA_21426
STRPU_04974	AENJA_21648
STRPU_05977	AENJA_21814
STRPU_25876	AENJA_22325
STRPU_18711	AENJA_22479
STRPU_05961	AENJA_23367
STRPU_19330	AENJA_24227
STRPU_06124	AENJA_24441
STRPU_17530	AENJA_24565
STRPU_17293	AENJA_24574
STRPU_24724	AENJA_24768
STRPU_21505	AENJA_24855
STRPU_21307	AENJA_25088
STRPU_25347	AENJA_25174
STRPU_23254	AENJA_25761
STRPU_22511	AENJA_26332
STRPU_24565	AENJA_00164
STRPU_08503	AENJA_00246
STRPU_16886	AENJA_00844
STRPU_27399	AENJA_00483
STRPU_26456	AENJA_00659
STRPU_25358	AENJA_00765
STRPU_12185	AENJA_01637
STRPU_08990	AENJA_01797
STRPU_04029	AENJA_01998
STRPU_07108	AENJA_02120
STRPU_20444	AENJA_02181
STRPU_26735	AENJA_02279
STRPU_05781	AENJA_02447
STRPU_23100	AENJA_03053
STRPU_02657	AENJA_03324
STRPU_04182	AENJA_03695
STRPU_04074	AENJA_06395
STRPU_26433	AENJA_03733
STRPU_20719	AENJA_03851
STRPU_15080	AENJA_07377
STRPU_02899	AENJA_04106
STRPU_20645	AENJA_04219
STRPU_14558	AENJA_04333
STRPU_14819	AENJA_04695
STRPU_15359	AENJA_04699
STRPU_24874	AENJA_05230
STRPU_25662	AENJA_05399
STRPU_20819	AENJA_05506
STRPU_20970	AENJA_05594
STRPU_27000	AENJA_06344
STRPU_11150	AENJA_06698
STRPU_26955	AENJA_06782
STRPU_26953	AENJA_06787
STRPU_17154	AENJA_06849
STRPU_19761	AENJA_06906
STRPU_24899	AENJA_06954
STRPU_09368	AENJA_07167
STRPU_21583	AENJA_07642
STRPU_25230	AENJA_07870
STRPU_25878	AENJA_08315
STRPU_08528	AENJA_15320
STRPU_08527	AENJA_08859
STRPU_05197	AENJA_09314
STRPU_24600	AENJA_09855
STRPU_04177	AENJA_09999
STRPU_10206	AENJA_10130
STRPU_20589	AENJA_10165
STRPU_10286	AENJA_21344
STRPU_26676	AENJA_10333
STRPU_06042	AENJA_10534
STRPU_06374	AENJA_10577
STRPU_13537	AENJA_11593
STRPU_05745	AENJA_12148
STRPU_24658	AENJA_12200
STRPU_21387	AENJA_12804
STRPU_04747	AENJA_12977
STRPU_08188	AENJA_13218
STRPU_25667	AENJA_13237
STRPU_23390	AENJA_13297
STRPU_04863	AENJA_13777
STRPU_11828	AENJA_14384
STRPU_18755	AENJA_14750
STRPU_27340	AENJA_15232
STRPU_17091	AENJA_15393
STRPU_06138	AENJA_16359
STRPU_08798	AENJA_16679
STRPU_06595	AENJA_17257
STRPU_22302	AENJA_17478
STRPU_07570	AENJA_17544
STRPU_13530	AENJA_17895
STRPU_04422	AENJA_18388
STRPU_05884	AENJA_19096
STRPU_26398	AENJA_19099
STRPU_20307	AENJA_20699
STRPU_23623	AENJA_20861
STRPU_23992	AENJA_20864
STRPU_27409	AENJA_20936
STRPU_21290	AENJA_22196
STRPU_18366	AENJA_23373
STRPU_05952	AENJA_23390
STRPU_05483	AENJA_23468
STRPU_17156	AENJA_23504
STRPU_24811	AENJA_23575
STRPU_25242	AENJA_23860
STRPU_08794	AENJA_24204
STRPU_22186	AENJA_24262
STRPU_09523	AENJA_25755
STRPU_07632	AENJA_00349
STRPU_26207	AENJA_00517
STRPU_20878	AENJA_00890
STRPU_26823	AENJA_01202
STRPU_21153	AENJA_01261
STRPU_22937	AENJA_01447
STRPU_04547	AENJA_02246
STRPU_18760	AENJA_02281
STRPU_24777	AENJA_02564
STRPU_14217	AENJA_02627
STRPU_08829	AENJA_03032
STRPU_23170	AENJA_03512
STRPU_03311	AENJA_03526
STRPU_04175	AENJA_03748
STRPU_26201	AENJA_04034
STRPU_08663	AENJA_04245
STRPU_27426	AENJA_05371
STRPU_05318	AENJA_05460
STRPU_25632	AENJA_06088
STRPU_20467	AENJA_06270
STRPU_22845	AENJA_06595
STRPU_20470	AENJA_07778
STRPU_06114	AENJA_08105
STRPU_09679	AENJA_18531
STRPU_23176	AENJA_08389
STRPU_24634	AENJA_08806
STRPU_08482	AENJA_08868
STRPU_05660	AENJA_08988
STRPU_25492	AENJA_09099
STRPU_19995	AENJA_09114
STRPU_14374	AENJA_09544
STRPU_21512	AENJA_09636
STRPU_22259	AENJA_10140
STRPU_05740	AENJA_10956
STRPU_19094	AENJA_10978
STRPU_12287	AENJA_10987
STRPU_04486	AENJA_11409
STRPU_21624	AENJA_11641
STRPU_04904	AENJA_11858
STRPU_24871	AENJA_11953
STRPU_24433	AENJA_12315
STRPU_24567	AENJA_12794
STRPU_09007	AENJA_13550
STRPU_23527	AENJA_13567
STRPU_07210	AENJA_13649
STRPU_25433	AENJA_14072
STRPU_04053	AENJA_19471
STRPU_27339	AENJA_15240
STRPU_15371	AENJA_15484
STRPU_07786	AENJA_15526
STRPU_20823	AENJA_15787
STRPU_20291	AENJA_15800
STRPU_18837	AENJA_15935
STRPU_24554	AENJA_16463
STRPU_21771	AENJA_17359
STRPU_15384	AENJA_17471
STRPU_24382	AENJA_18879
STRPU_06152	AENJA_18932
STRPU_22433	AENJA_20119
STRPU_04134	AENJA_20320
STRPU_09879	AENJA_21046
STRPU_12338	AENJA_21290
STRPU_21285	AENJA_21382
STRPU_12256	AENJA_21855
STRPU_09309	AENJA_23082
STRPU_24791	AENJA_23534
STRPU_25243	AENJA_23862
STRPU_18382	AENJA_24254
STRPU_09336	AENJA_24827
STRPU_12932	AENJA_24906
STRPU_12591	AENJA_24909
STRPU_14745	AENJA_25323
STRPU_12349	AENJA_25399
STRPU_23796	AENJA_25690
STRPU_22039	AENJA_26425
STRPU_10904	AENJA_26435
STRPU_03427	AENJA_00054
STRPU_05462	AENJA_00119
STRPU_12647	AENJA_00528
STRPU_08669	AENJA_00838
STRPU_27213	AENJA_01194
STRPU_21596	AENJA_01257
STRPU_04993	AENJA_01568
STRPU_11803	AENJA_01963
STRPU_03710	AENJA_02400
STRPU_13834	AENJA_02555
STRPU_01041	AENJA_11283
STRPU_06151	AENJA_02659
STRPU_22971	AENJA_02675
STRPU_20684	AENJA_02757
STRPU_08658	AENJA_18380
STRPU_15490	AENJA_10750
STRPU_06448	AENJA_03292
STRPU_05917	AENJA_03488
STRPU_23175	AENJA_03511
STRPU_05359	AENJA_03564
STRPU_21532	AENJA_03622
STRPU_20383	AENJA_03793
STRPU_23990	AENJA_03903
STRPU_25380	AENJA_04038
STRPU_08215	AENJA_04230
STRPU_04502	AENJA_04269
STRPU_18049	AENJA_04285
STRPU_15285	AENJA_04592
STRPU_21218	AENJA_22892
STRPU_08652	AENJA_04853
STRPU_25059	AENJA_05123
STRPU_07419	AENJA_05270
STRPU_21409	AENJA_05414
STRPU_21209	AENJA_05490
STRPU_12813	AENJA_05624
STRPU_21459	AENJA_05770
STRPU_19515	AENJA_06069
STRPU_04466	AENJA_06433
STRPU_25927	AENJA_07022
STRPU_27335	AENJA_07032
STRPU_21792	AENJA_07354
STRPU_05425	AENJA_07615
STRPU_03744	AENJA_07820
STRPU_24367	AENJA_07912
STRPU_22836	AENJA_08274
STRPU_20938	AENJA_08408
STRPU_25605	AENJA_08524
STRPU_12951	AENJA_08998
STRPU_04672	AENJA_09252
STRPU_22101	AENJA_09399
STRPU_17601	AENJA_09585
STRPU_10374	AENJA_10277
STRPU_24792	AENJA_11004
STRPU_06727	AENJA_11118
STRPU_04886	AENJA_11247
STRPU_07616	AENJA_11780
STRPU_05365	AENJA_12011
STRPU_03308	AENJA_12369
STRPU_24846	AENJA_12653
STRPU_05492	AENJA_12654
STRPU_18507	AENJA_13025
STRPU_14905	AENJA_13200
STRPU_26126	AENJA_13629
STRPU_05341	AENJA_13681
STRPU_19336	AENJA_13693
STRPU_13552	AENJA_13894
STRPU_10961	AENJA_14027
STRPU_26830	AENJA_15214
STRPU_14597	AENJA_15313
STRPU_13821	AENJA_15883
STRPU_22096	AENJA_16077
STRPU_05774	AENJA_16192
STRPU_10277	AENJA_16746
STRPU_12195	AENJA_16771
STRPU_26026	AENJA_16797
STRPU_13946	AENJA_16830
STRPU_20485	AENJA_17161
STRPU_05389	AENJA_17538
STRPU_11145	AENJA_17997
STRPU_11329	AENJA_17999
STRPU_22611	AENJA_18452
STRPU_21377	AENJA_18515
STRPU_25170	AENJA_18943
STRPU_20597	AENJA_19107
STRPU_10739	AENJA_19405
STRPU_22386	AENJA_19980
STRPU_08040	AENJA_20549
STRPU_05821	AENJA_20720
STRPU_22523	AENJA_20975
STRPU_02732	AENJA_21095
STRPU_25471	AENJA_21308
STRPU_16716	AENJA_21659
STRPU_09297	AENJA_21908
STRPU_12469	AENJA_22029
STRPU_09626	AENJA_22613
STRPU_17894	AENJA_22669
STRPU_20147	AENJA_22940
STRPU_10274	AENJA_23077
STRPU_09335	AENJA_23083
STRPU_08012	AENJA_23329
STRPU_20157	AENJA_23658
STRPU_27128	AENJA_23724
STRPU_13003	AENJA_24013
STRPU_20500	AENJA_24076
STRPU_24859	AENJA_24391
STRPU_09624	AENJA_24810
STRPU_14841	AENJA_25542
STRPU_23349	AENJA_25887
STRPU_02794	AENJA_26158
STRPU_26236	AENJA_26245
STRPU_14812	AENJA_26698
STRPU_26822	AENJA_06205
STRPU_25452	AENJA_00154
STRPU_13952	AENJA_00200
STRPU_08310	AENJA_00222
STRPU_20365	AENJA_00758
STRPU_19046	AENJA_06537
STRPU_11446	AENJA_02369
STRPU_23504	AENJA_02868
STRPU_24928	AENJA_03156
STRPU_06634	AENJA_03181
STRPU_06506	AENJA_03286
STRPU_11322	AENJA_03584
STRPU_21224	AENJA_03746
STRPU_11434	AENJA_03758
STRPU_04873	AENJA_24258
STRPU_22970	AENJA_04366
STRPU_21025	AENJA_04417
STRPU_24148	AENJA_05057
STRPU_05770	AENJA_06128
STRPU_26839	AENJA_06203
STRPU_27138	AENJA_06206
STRPU_21139	AENJA_06252
STRPU_26514	AENJA_06343
STRPU_07527	AENJA_06545
STRPU_08068	AENJA_06546
STRPU_25673	AENJA_07144
STRPU_17785	AENJA_07748
STRPU_23985	AENJA_08342
STRPU_24909	AENJA_08800
STRPU_04268	AENJA_08993
STRPU_04833	AENJA_09628
STRPU_08332	AENJA_09805
STRPU_26719	AENJA_10387
STRPU_09909	AENJA_11068
STRPU_17282	AENJA_11294
STRPU_19225	AENJA_12097
STRPU_24398	AENJA_12320
STRPU_11705	AENJA_12857
STRPU_20705	AENJA_12915
STRPU_14243	AENJA_12947
STRPU_22192	AENJA_13298
STRPU_11389	AENJA_13670
STRPU_20388	AENJA_14941
STRPU_23693	AENJA_15025
STRPU_08308	AENJA_15049
STRPU_09884	AENJA_15085
STRPU_26521	AENJA_23754
STRPU_08820	AENJA_15228
STRPU_24397	AENJA_15293
STRPU_21023	AENJA_15340
STRPU_12263	AENJA_15513
STRPU_19455	AENJA_15986
STRPU_17774	AENJA_16717
STRPU_25377	AENJA_17152
STRPU_17764	AENJA_17579
STRPU_07731	AENJA_17988
STRPU_11467	AENJA_18178
STRPU_24884	AENJA_18567
STRPU_24139	AENJA_18593
STRPU_16621	AENJA_18939
STRPU_21833	AENJA_19137
STRPU_20141	AENJA_19232
STRPU_10035	AENJA_20344
STRPU_19147	AENJA_19411
STRPU_07524	AENJA_19480
STRPU_03374	AENJA_22995
STRPU_19719	AENJA_19716
STRPU_10330	AENJA_19955
STRPU_20490	AENJA_19989
STRPU_18985	AENJA_20334
STRPU_17084	AENJA_20826
STRPU_22673	AENJA_20853
STRPU_08163	AENJA_21039
STRPU_12532	AENJA_21680
STRPU_22532	AENJA_22403
STRPU_18134	AENJA_22572
STRPU_22977	AENJA_22829
STRPU_23161	AENJA_23488
STRPU_12317	AENJA_23639
STRPU_03777	AENJA_23963
STRPU_15768	AENJA_24562
STRPU_08790	AENJA_24858
STRPU_12707	AENJA_24910
STRPU_15415	AENJA_24952
STRPU_20502	AENJA_25326
STRPU_07722	AENJA_26295
STRPU_22011	AENJA_26423
STRPU_08506	AENJA_26451
STRPU_23591	AENJA_00051
STRPU_20204	AENJA_00564
STRPU_08093	AENJA_00967
STRPU_04114	AENJA_01422
STRPU_04942	AENJA_01566
STRPU_05891	AENJA_01571
STRPU_11207	AENJA_01871
STRPU_20778	AENJA_02172
STRPU_03385	AENJA_02398
STRPU_24666	AENJA_02946
STRPU_10012	AENJA_02982
STRPU_14827	AENJA_03131
STRPU_19325	AENJA_03548
STRPU_20403	AENJA_03700
STRPU_20384	AENJA_03792
STRPU_05243	AENJA_03886
STRPU_23140	AENJA_03902
STRPU_08087	AENJA_04856
STRPU_05727	AENJA_04967
STRPU_19903	AENJA_06897
STRPU_26799	AENJA_07883
STRPU_21504	AENJA_06254
STRPU_27219	AENJA_06372
STRPU_14394	AENJA_06384
STRPU_10200	AENJA_06476
STRPU_19484	AENJA_06829
STRPU_19765	AENJA_06904
STRPU_22235	AENJA_07129
STRPU_22104	AENJA_07216
STRPU_26673	AENJA_07506
STRPU_24429	AENJA_07705
STRPU_09243	AENJA_08084
STRPU_09242	AENJA_08085
STRPU_20968	AENJA_08566
STRPU_23995	AENJA_08612
STRPU_24611	AENJA_11742
STRPU_22604	AENJA_19217
STRPU_10014	AENJA_09171
STRPU_21449	AENJA_09391
STRPU_10594	AENJA_09761
STRPU_08000	AENJA_10643
STRPU_14352	AENJA_10747
STRPU_11352	AENJA_10784
STRPU_26807	AENJA_10799
STRPU_06336	AENJA_11020
STRPU_22393	AENJA_11046
STRPU_26896	AENJA_11207
STRPU_06845	AENJA_11227
STRPU_25867	AENJA_11663
STRPU_22886	AENJA_11725
STRPU_25179	AENJA_12066
STRPU_04757	AENJA_12157
STRPU_17913	AENJA_12506
STRPU_20996	AENJA_13141
STRPU_20332	AENJA_13190
STRPU_09912	AENJA_13220
STRPU_08792	AENJA_13916
STRPU_06593	AENJA_14091
STRPU_20822	AENJA_15786
STRPU_23136	AENJA_16228
STRPU_11701	AENJA_16345
STRPU_26939	AENJA_16374
STRPU_23887	AENJA_17280
STRPU_16982	AENJA_17611
STRPU_24667	AENJA_17893
STRPU_26148	AENJA_18106
STRPU_23090	AENJA_20252
STRPU_06949	AENJA_18759
STRPU_26241	AENJA_18832
STRPU_04601	AENJA_19068
STRPU_14836	AENJA_19176
STRPU_17479	AENJA_19805
STRPU_24499	AENJA_19828
STRPU_10755	AENJA_20056
STRPU_14530	AENJA_20528
STRPU_25726	AENJA_20623
STRPU_25575	AENJA_20627
STRPU_11790	AENJA_20961
STRPU_08493	AENJA_21038
STRPU_13334	AENJA_21377
STRPU_23156	AENJA_21761
STRPU_24564	AENJA_21817
STRPU_26066	AENJA_22324
STRPU_10312	AENJA_22426
STRPU_17909	AENJA_22573
STRPU_21913	AENJA_22828
STRPU_10724	AENJA_23165
STRPU_07574	AENJA_23357
STRPU_26716	AENJA_23555
STRPU_12909	AENJA_23594
STRPU_09832	AENJA_24350
STRPU_09926	AENJA_24809
STRPU_09826	AENJA_24828
STRPU_12187	AENJA_25294
STRPU_12188	AENJA_25298
STRPU_23993	AENJA_25520
STRPU_11840	AENJA_25812
STRPU_05378	AENJA_25981
STRPU_05331	AENJA_26253
STRPU_25510	AENJA_26465
STRPU_04451	AENJA_26545
STRPU_20127	AENJA_26551
STRPU_12093	AENJA_26560
STRPU_24706	AENJA_26616
STRPU_05218	AENJA_26659
STRPU_18140	AENJA_00444
STRPU_05888	AENJA_08113
STRPU_20556	AENJA_00732
STRPU_24949	AENJA_01025
STRPU_05683	AENJA_17927
STRPU_16146	AENJA_01405
STRPU_04991	AENJA_01570
STRPU_21551	AENJA_01567
STRPU_19148	AENJA_01716
STRPU_18499	AENJA_02161
STRPU_09870	AENJA_02300
STRPU_18380	AENJA_03648
STRPU_16841	AENJA_25499
STRPU_14536	AENJA_03846
STRPU_23298	AENJA_22270
STRPU_06670	AENJA_04085
STRPU_06482	AENJA_04089
STRPU_06472	AENJA_17512
STRPU_25909	AENJA_04821
STRPU_13511	AENJA_05469
STRPU_04568	AENJA_05585
STRPU_08815	AENJA_05896
STRPU_21388	AENJA_06023
STRPU_06807	AENJA_06151
STRPU_26813	AENJA_06781
STRPU_25661	AENJA_07045
STRPU_06495	AENJA_07206
STRPU_06801	AENJA_07209
STRPU_16999	AENJA_07640
STRPU_05771	AENJA_07720
STRPU_18032	AENJA_07877
STRPU_24535	AENJA_07917
STRPU_09829	AENJA_07957
STRPU_14361	AENJA_17400
STRPU_08496	AENJA_08079
STRPU_10205	AENJA_08141
STRPU_17384	AENJA_08248
STRPU_22150	AENJA_08973
STRPU_23378	AENJA_09045
STRPU_20700	AENJA_09386
STRPU_08814	AENJA_10626
STRPU_23719	AENJA_09747
STRPU_11804	AENJA_09847
STRPU_26518	AENJA_15238
STRPU_21348	AENJA_10120
